gene_id	TCGA-E9-A1N9-01A-11R-A14D-07	gene_id	TCGA-E9-A1N9-11A-71R-A14D-07
LPCAT4	130.4901	LPCAT4	381.0241
LPGAT1	2847.5948	LPGAT1	1524.4729
LPHN1	1463.1263	LPHN1	1001.8825
LPHN2	2393.38	LPHN2	1451.8072
LPHN3	22.7335	LPHN3	265.0602
LPIN1	416.4772	LPIN1	1778.991
LPIN2	709.739	LPIN2	1290.2861
LPIN3	41.8341	LPIN3	584.6611
LPL	171.4104	LPL	11605.4217
LPPR1	10.9121	LPPR1	28.238
LPPR2	746.1126	LPPR2	470.256
LPPR3	88.6605	removed	removed
LPPR4	64.1084	LPPR4	108.8102
LPP	713.3764	LPP	963.8554
LPXN	261.4349	LPXN	180.3464
LQK1	18.6414	LQK1	24.0964
LRAT	8.1841	LRAT	52.7108
LRBA	7222.879	LRBA	2981.9277
LRCH1	500.1364	LRCH1	766.9428
LRCH2	66.8364	LRCH2	98.6446
LRCH3	324.634	LRCH3	472.5151
LRCH4	588.7969	LRCH4	727.4096
LRDD	58.6524	LRDD	265.4367
LRFN1	220.9694	LRFN1	44.0512
LRFN2	60.0164	LRFN2	18.8253
LRFN3	245.5215	LRFN3	190.512
LRFN4	91.8432	LRFN4	146.4608
LRFN5	41.8296	LRFN5	100.9036
LRG1	32.2815	LRG1	527.4849
LRGUK	5.9107	LRGUK	9.4127
LRIG1	3043.4619	LRIG1	4676.7508
LRIG2	235.0641	LRIG2	343.75
LRIG3	280.0764	LRIG3	1082.0783
removed	removed	LRIT3	37.6506
LRMP	51.3776	LRMP	116.7169
LRP10	2324.2703	LRP10	6342.6205
LRP11	1193.039	LRP11	1172.0444
LRP12	496.0444	LRP12	354.2922
LRP1B	10.9121	LRP1B	81.3253
LRP1	6589.9791	LRP1	23065.1355
LRP2BP	131.8541	LRP2BP	59.488
removed	removed	LRP2	841.1145
LRP3	926.4072	LRP3	889.9511
LRP4	149.5453	LRP4	635.0791
LRP5L	57.743	LRP5L	135.1657
LRP5	1257.6157	LRP5	2716.491
LRP6	2157.4066	LRP6	1644.5783
LRP8	142.3115	LRP8	54.2169
LRPAP1	1816.4045	LRPAP1	2124.6235
LRPPRC	5141.8569	LRPPRC	3598.6446
LRRC10B	8.1841	LRRC10B	6.4006
LRRC14B	22.7335	removed	removed
LRRC14	899.5681	LRRC14	516.8901
LRRC15	1681.8223	LRRC15	147.9669
LRRC16A	1241.2476	LRRC16A	1024.8494
LRRC16B	8.6387	LRRC16B	21.8373
LRRC17	520.5965	LRRC17	199.9247
LRRC1	1265.7998	LRRC1	456.7018
LRRC20	100.0273	LRRC20	144.9548
LRRC23	170.501	LRRC23	175.8283
LRRC24	11.1349	LRRC24	7.9593
LRRC25	37.2829	LRRC25	47.8163
LRRC26	15.9134	LRRC26	348.2681
LRRC27	414.2039	LRRC27	189.759
LRRC28	590.161	LRRC28	214.6084
LRRC29	7.7294	LRRC29	42.5452
LRRC2	11.8214	LRRC2	73.4187
removed	removed	LRRC31	296.3102
LRRC32	974.8113	LRRC32	1509.7892
LRRC33	80.9312	LRRC33	136.2952
LRRC34	28.6442	LRRC34	64.759
LRRC36	13.6401	removed	removed
LRRC37A2	174.5203	LRRC37A2	173.2568
LRRC37A3	247.7949	LRRC37A3	88.1024
LRRC37A4	380.4583	LRRC37A4	622.2967
LRRC37A	345.0941	LRRC37A	452.9367
LRRC37B2	1088.4787	LRRC37B2	477.4096
LRRC37B	227.3347	LRRC37B	185.994
removed	removed	LRRC3B	6.4006
LRRC3	36.8282	LRRC3	54.9699
LRRC40	660.6347	LRRC40	330.5723
LRRC41	1306.72	LRRC41	1793.2982
LRRC42	636.9919	LRRC42	468.75
removed	removed	LRRC43	8.2831
LRRC45	310.9939	LRRC45	277.1084
LRRC46	15.9134	LRRC46	23.3434
LRRC47	1191.234	LRRC47	1039.1566
LRRC48	39.1016	LRRC48	88.1024
LRRC49	173.6837	LRRC49	115.2108
LRRC4B	14.0948	LRRC4B	31.6265
LRRC4C	254.6149	LRRC4C	163.7801
LRRC4	80.0218	LRRC4	34.6386
removed	removed	LRRC50	13.1777
LRRC55	56.8337	LRRC55	10.1657
LRRC56	39.5562	LRRC56	102.0331
LRRC57	235.9734	LRRC57	371.6114
LRRC58	1568.155	LRRC58	1589.2319
LRRC59	3816.9137	LRRC59	2739.4541
LRRC61	284.1684	LRRC61	112.5753
removed	removed	LRRC66	5.6476
LRRC6	165.9544	LRRC6	57.2289
LRRC70	49.559	LRRC70	135.3878
LRRC8A	1662.7262	LRRC8A	1527.8614
LRRC8B	630.1719	LRRC8B	1231.1747
LRRC8C	420.1146	LRRC8C	724.3976
LRRC8D	827.4984	LRRC8D	601.6566
LRRC8E	331.454	LRRC8E	359.9398
LRRCC1	1481.3131	LRRCC1	326.0542
LRRFIP1	3325.4524	LRRFIP1	2901.7319
LRRFIP2	688.8242	LRRFIP2	875.753
removed	removed	LRRIQ1	12.0482
LRRIQ3	9.0934	LRRIQ3	12.4247
LRRK1	1272.1651	LRRK1	499.6235
LRRK2	343.2754	LRRK2	454.8193
LRRN1	400.5638	LRRN1	393.8253
LRRN2	209.1479	LRRN2	153.238
LRRN3	35.4642	LRRN3	117.0934
LRRN4CL	18.1868	LRRN4CL	243.2229
LRRTM2	10.4574	LRRTM2	25.6024
LRSAM1	550.6047	LRSAM1	558.7349
LRTM2	22.7335	removed	removed
LRTOMT	237.0601	LRTOMT	252.8652
LRWD1	341.4568	LRWD1	199.9247
LSAMP	13.1854	LSAMP	12.0482
LSG1	1119.3962	LSG1	1053.0873
LSM10	401.4731	LSM10	289.1566
LSM11	184.5958	LSM11	162.2741
LSM12	1055.7425	LSM12	662.6506
LSM14A	4688.5514	LSM14A	2551.2048
LSM14B	1454.9423	LSM14B	805.3464
LSM1	224.6067	LSM1	382.5301
LSM2	871.6013	LSM2	368.9759
LSM3	1138.4923	LSM3	510.9187
LSM4	2746.2035	LSM4	736.8223
LSM5	647.4493	LSM5	392.6958
LSM6	209.1479	LSM6	153.238
LSM7	465.1269	LSM7	226.2801
LSMD1	190.5065	LSMD1	208.5843
LSP1	601.9824	LSP1	898.7199
LSR	2566.1544	LSR	1316.2651
LSS	1405.838	LSS	3423.1928
removed	removed	LST-3TM12	4641.5663
LST1	68.6551	LST1	41.7922
LTA4H	1771.3922	LTA4H	1376.8825
LTA	20.4601	removed	removed
LTB4R2	20.0737	LTB4R2	70.7154
LTB4R	52.9326	LTB4R	162.4774
LTBP1	2090.5702	LTBP1	1009.4127
LTBP2	5199.5999	LTBP2	6512.0482
LTBP3	1338.9379	LTBP3	2832.9593
LTBP4	430.572	LTBP4	3786.5211
LTBR	1880.9675	LTBR	1378.3886
LTB	118.6687	LTB	15.8133
removed	removed	LTC4S	22.5866
LTF	2733.4728	LTF	18925.8283
removed	removed	LTK	9.7892
LTV1	1178.9579	LTV1	560.994
LUC7L2	2807.1065	LUC7L2	2110.448
LUC7L3	2228.7897	LUC7L3	2221.762
LUC7L	402.3825	LUC7L	649.0964
LUM	13974.7204	LUM	6859.5633
LUZP1	1238.9743	LUZP1	1627.259
LUZP2	54.5603	LUZP2	113.3283
LUZP6	3693.7347	LUZP6	3435.241
LXN	158.6796	LXN	263.9307
removed	removed	LY6D	10.1657
LY6E	3205.4197	LY6E	2820.4066
LY6G5B	16.2044	LY6G5B	75.3012
LY6G5C	10.9121	LY6G5C	21.0843
removed	removed	LY6G6C	13.9307
LY6H	5.456	removed	removed
LY6K	397.8358	LY6K	113.3283
LY75	463.822	LY75	1100.7831
LY86	114.122	LY86	48.5693
LY96	90.9339	LY96	58.3584
LY9	40.4656	LY9	48.9458
LYAR	365.0996	LYAR	206.3253
removed	removed	LYG1	10.5422
LYL1	40.9203	LYL1	58.3584
LYNX1	403.7465	LYNX1	704.0663
LYN	379.649	LYN	686.747
LYPD1	42.5343	LYPD1	8.381
LYPD3	179.5944	LYPD3	894.2018
LYPD5	31.8269	LYPD5	51.2048
LYPD6B	29.5535	LYPD6B	56.4759
LYPD6	75.9298	LYPD6	120.4819
LYPLA1	1143.4937	LYPLA1	1270.3313
LYPLA2P1	94.5712	LYPLA2P1	68.1476
LYPLA2	1278.9852	LYPLA2	834.3373
LYPLAL1	490.1337	LYPLAL1	336.2199
LYRM1	784.3048	LYRM1	493.9759
LYRM2	1454.1011	LYRM2	838.2643
LYRM4	305.0832	LYRM4	243.2229
LYRM5	250.9775	LYRM5	433.7349
LYRM7	469.6735	LYRM7	466.1145
LYSMD1	268.255	LYSMD1	153.991
LYSMD2	100.9366	LYSMD2	96.762
LYSMD3	580.1582	LYSMD3	634.7892
LYSMD4	180.231	LYSMD4	220.6627
LYST	1332.6362	LYST	1521.8373
LYVE1	19.5508	LYVE1	1049.6988
LYZ	1177.5939	LYZ	294.8042
LZIC	675.6388	LZIC	376.8825
LZTFL1	572.8835	LZTFL1	514.6837
LZTR1	460.5802	LZTR1	967.997
LZTS1	250.9775	LZTS1	379.8946
LZTS2	1370.8284	LZTS2	1511.2952
M6PR	6239.9609	M6PR	2756.3441
MAB21L1	23.6428	MAB21L1	140.0602
MACC1	528.3259	MACC1	658.1325
removed	removed	MACF1	7494.7289
MACROD1	340.5474	MACROD1	136.2952
MACROD2	135.4915	MACROD2	112.5753
MAD1L1	352.8235	MAD1L1	324.9247
MAD2L1BP	453.3054	MAD2L1BP	265.0602
MAD2L1	905.7016	MAD2L1	111.8223
MAD2L2	1731.836	MAD2L2	258.6596
MADD	1466.7637	MADD	1566.6416
MAEA	999.3635	MAEA	945.7831
MAF1	3345.9125	MAF1	1789.5331
MAFB	1469.4917	MAFB	699.1717
MAFF	264.163	MAFF	1715.738
MAFG	243.2482	MAFG	663.0271
MAFK	307.2065	MAFK	1014.4315
MAF	574.7022	MAF	874.6235
MAGEA10	12.7307	removed	removed
MAGEA11	12.7307	removed	removed
MAGEA4	30.0082	removed	removed
MAGED1	5421.0239	MAGED1	3352.4096
MAGED2	15069.1098	MAGED2	3455.5723
MAGED4B	290.0473	MAGED4B	258.0271
MAGED4	81.8723	MAGED4	63.8855
MAGEE1	171.4104	MAGEE1	149.8494
MAGEF1	880.6947	MAGEF1	588.8554
MAGEH1	514.6858	MAGEH1	381.0241
MAGEL2	7.7294	MAGEL2	12.0482
MAGI1	660.18	MAGI1	1384.4127
MAGI2	373.7383	MAGI2	257.1536
MAGI3	841.5932	MAGI3	970.256
MAGIX	32.7362	MAGIX	52.3343
MAGOHB	621.5331	MAGOHB	203.6898
MAGOH	496.0444	MAGOH	268.4488
MAGT1	16648.6314	MAGT1	2887.8012
MAK16	243.2527	MAK16	406.8976
MAK	10.4574	MAK	35.3916
MAL2	6465.3997	MAL2	2456.7018
MALAT1	1488.3332	MALAT1	5430.9149
MALL	333.2727	MALL	603.1627
MALT1	586.0689	MALT1	649.0964
MAL	15.0041	MAL	8.6596
MAMDC2	98.1222	MAMDC2	679.8381
MAMDC4	5.0014	MAMDC4	33.8855
MAML1	1521.815	MAML1	1452.564
MAML2	353.7328	MAML2	1598.2681
MAML3	647.904	MAML3	685.994
MAMLD1	102.3006	MAMLD1	205.1958
MAMSTR	5.456	MAMSTR	16.9428
MAN1A1	1394.9259	MAN1A1	1897.5904
MAN1A2	935.7097	MAN1A2	1348.2681
MAN1B1	945.7125	MAN1B1	1830.1958
MAN1C1	142.7662	MAN1C1	407.3795
MAN2A1	976.63	MAN2A1	1119.7289
MAN2A2	1069.8372	MAN2A2	2362.5753
MAN2B1	1811.8578	MAN2B1	1348.2681
MAN2B2	1199.8727	MAN2B2	1928.8404
MAN2C1	330.09	MAN2C1	1306.4759
MANBAL	785.6688	MANBAL	879.5181
MANBA	661.5441	MANBA	820.0301
MANEAL	410.1118	MANEAL	288.7801
MANEA	423.2973	MANEA	487.1988
MANF	1152.5871	MANF	606.9277
MANSC1	1129.8536	MANSC1	1620.8584
MAOA	80.0218	MAOA	4743.5994
MAOB	1170.7738	MAOB	2818.1476
MAP1A	427.844	MAP1A	914.1566
MAP1B	1369.9191	MAP1B	2257.9066
MAP1D	75.4751	MAP1D	64.3825
MAP1LC3A	597.8903	MAP1LC3A	220.256
MAP1LC3B2	242.3388	MAP1LC3B2	262.4247
MAP1LC3B	1604.0738	MAP1LC3B	1757.9066
MAP1LC3C	5.0014	MAP1LC3C	47.8163
MAP1S	581.5222	MAP1S	548.5693
MAP2K1	675.4433	MAP2K1	1199.567
MAP2K2	1639.5381	MAP2K2	1222.8916
MAP2K3	1398.1086	MAP2K3	1198.0422
MAP2K4	1056.6518	MAP2K4	946.5361
MAP2K5	220.06	MAP2K5	363.7048
MAP2K6	135.4915	MAP2K6	191.6416
MAP2K7	758.3887	MAP2K7	808.3584
MAP2	142.7662	MAP2	342.6205
MAP3K10	215.968	MAP3K10	157.003
MAP3K11	1088.4787	MAP3K11	1417.1687
MAP3K12	107.6703	MAP3K12	271.3818
MAP3K13	58.0067	MAP3K13	64.4352
MAP3K14	300.9912	MAP3K14	878.3886
removed	removed	MAP3K1	1930.7229
MAP3K2	808.4023	MAP3K2	850.1506
MAP3K3	611.1985	MAP3K3	1392.1875
MAP3K4	732.4725	MAP3K4	1022.9669
MAP3K5	294.1711	MAP3K5	650.9789
MAP3K6	680.1855	MAP3K6	1074.1717
MAP3K7	998.9088	MAP3K7	851.6566
MAP3K8	102.7553	MAP3K8	303.4639
MAP3K9	90.4792	MAP3K9	126.506
MAP4K1	91.8432	MAP4K1	76.4307
MAP4K2	385.105	MAP4K2	252.259
MAP4K3	1164.4085	MAP4K3	959.7139
MAP4K4	4257.0701	MAP4K4	2515.8133
MAP4K5	1173.5019	MAP4K5	1128.3886
MAP4	6549.9682	MAP4	7433.7349
MAP6D1	68.6551	MAP6D1	31.6265
MAP6	88.6605	MAP6	155.8735
MAP7D1	1944.6213	MAP7D1	2902.4849
MAP7D2	19.0961	MAP7D2	10.5422
MAP7D3	95.0259	MAP7D3	427.3343
MAP7	1716.8319	MAP7	1258.2831
MAP9	197.7812	MAP9	396.0843
MAPK10	148.2222	MAPK10	753.7651
MAPK11	118.2141	MAPK11	325.3012
MAPK12	52.4507	MAPK12	94.262
MAPK13	1394.4712	MAPK13	784.6386
MAPK14	1613.6219	MAPK14	1509.0361
removed	removed	MAPK15	37.6506
MAPK1IP1L	1228.9715	MAPK1IP1L	1881.7771
MAPK1	3092.207	MAPK1	3488.3283
MAPK3	1173.6337	MAPK3	1492.0934
MAPK4	20.9148	MAPK4	66.2651
MAPK6	1008.9115	MAPK6	1712.7259
MAPK7	729.7854	MAPK7	337.7184
MAPK8IP1	257.7976	MAPK8IP1	259.0361
MAPK8IP2	21.3695	MAPK8IP2	71.9127
MAPK8IP3	202.3279	MAPK8IP3	882.1536
MAPK8	533.7819	MAPK8	306.4759
MAPK9	1282.1679	MAPK9	1097.8916
MAPKAP1	1565.8816	MAPKAP1	1584.7139
MAPKAPK2	3908.7933	MAPKAPK2	2294.8042
MAPKAPK3	457.3975	MAPKAPK3	513.9307
MAPKAPK5	641.2249	MAPKAPK5	473.7274
MAPKBP1	327.8167	MAPKBP1	969.503
MAPKSP1	855.2332	MAPKSP1	782.756
MAPRE1	5042.2843	MAPRE1	2648.7199
MAPRE2	497.8631	MAPRE2	1746.2349
MAPRE3	195.0532	MAPRE3	412.2741
MAPT	2897.6084	MAPT	922.4398
MARCH1	47.2856	MARCH1	25.6024
MARCH2	445.5761	MARCH2	692.7711
MARCH3	32.7362	MARCH3	79.0663
MARCH4	13.1854	removed	removed
MARCH5	2740.2928	MARCH5	1100.5271
MARCH6	3926.9801	MARCH6	3039.5331
MARCH7	1356.279	MARCH7	2193.9006
MARCH8	436.4827	MARCH8	497.3645
MARCH9	241.8842	MARCH9	165.2861
MARCKSL1	13455.4879	MARCKSL1	4655.8735
MARCKS	7090.1155	MARCKS	5993.2229
removed	removed	MARCO	64.3825
MARK1	73.2018	MARK1	245.4819
MARK2	1990.9975	MARK2	1548.1928
MARK3	1198.054	MARK3	989.8343
MARK4	922.0697	MARK4	631.0241
MARS2	166.8637	MARS2	207.0783
MARS	1888.9561	MARS	1535.7041
MARVELD1	795.4897	MARVELD1	868.2041
MARVELD2	721.5604	MARVELD2	403.991
MARVELD3	426.9028	MARVELD3	349.3524
MASP1	5.0014	MASP1	60.6175
MASP2	10.0027	MASP2	48.9458
MAST1	59.5617	MAST1	10.1657
MAST2	1330.8175	MAST2	1349.0211
MAST3	273.711	MAST3	307.2289
MAST4	438.756	MAST4	1195.0301
MASTL	848.4132	MASTL	396.8373
MAT1A	177.7758	MAT1A	9.7892
MAT2A	2975.8116	MAT2A	3982.3042
MAT2B	1370.3737	MAT2B	1434.1114
MATK	230.5174	MATK	34.6386
MATN2	2081.9314	MATN2	2680.3464
MATN3	472.8562	MATN3	35.0151
MATR3	10276.4299	MATR3	6265.5685
MAVS	1641.8114	MAVS	2978.5392
MAX	858.4159	MAX	963.1024
MAZ	4650.9275	MAZ	1820.9676
MBD1	514.6858	MBD1	1141.5663
MBD2	1022.0969	MBD2	1850.5271
MBD3	1288.5332	MBD3	1077.1837
MBD4	749.7499	MBD4	672.0633
MBD5	333.2727	MBD5	371.2349
MBD6	1662.7262	MBD6	1572.6657
MBIP	203.6919	MBIP	349.0211
removed	removed	MBL1P	10.1657
MBLAC1	21.8241	MBLAC1	22.2139
MBLAC2	203.6919	MBLAC2	240.5873
MBNL1	2181.8541	MBNL1	4292.4812
MBNL2	1240.7929	MBNL2	2631.4006
MBNL3	72.2924	MBNL3	195.0301
MBOAT1	323.7247	MBOAT1	517.3193
MBOAT2	1053.4691	MBOAT2	1607.3042
MBOAT7	2279.258	MBOAT7	973.2681
MBP	725.1978	MBP	788.4036
MBTD1	1428.5714	MBTD1	734.1867
MBTPS1	7694.8259	MBTPS1	3505.6476
MBTPS2	808.5023	MBTPS2	678.8404
MB	342.3661	MB	390.8133
MC1R	33.6455	MC1R	59.8795
MCAM	1749.1134	MCAM	6931.8524
MCART1	181.4131	MCART1	226.2801
MCART2	6.3654	MCART2	7.1536
MCART6	15.4588	MCART6	7.9066
MCAT	224.6067	MCAT	325.3012
MCCC1	495.135	MCCC1	4163.7801
MCCC2	3227.2438	MCCC2	9206.3253
MCC	627.4438	MCC	1307.6054
MCEE	123.6701	MCEE	291.7922
MCF2L2	7.7294	MCF2L2	14.0889
MCF2L	1153.9511	MCF2L	1129.1416
MCFD2	2087.3875	MCFD2	3282.0557
removed	removed	MCHR1	7.9066
MCL1	8726.0162	MCL1	10143.8253
MCM10	664.2721	MCM10	48.5693
MCM2	1686.369	MCM2	412.6506
MCM3APAS	80.722	MCM3APAS	40.8584
MCM3AP	2730.9539	MCM3AP	2386.8524
MCM3	3975.175	MCM3	1543.6747
MCM4	1747.7494	MCM4	1066.6416
MCM5	900.7002	MCM5	793.2982
MCM6	2124.6704	MCM6	869.7289
MCM7	2572.9017	MCM7	1610.0264
MCM8	295.9898	MCM8	342.997
MCM9	117.3047	MCM9	128.3886
MCOLN1	268.255	MCOLN1	395.7078
MCOLN2	22.2788	removed	removed
MCOLN3	80.4765	MCOLN3	117.8464
MCPH1	210.4301	MCPH1	562.7372
MCRS1	1288.9879	MCRS1	653.991
MCTP1	175.0477	MCTP1	223.2681
MCTP2	57.2884	MCTP2	250.753
MCTS1	628.3532	MCTS1	800.0753
MDC1	1498.1359	MDC1	1111.8223
MDFIC	598.7997	MDFIC	1082.8313
MDFI	1761.8441	MDFI	315.512
MDGA1	65.9271	MDGA1	93.75
MDH1B	12.7307	MDH1B	18.4488
MDH1	2358.8251	MDH1	2856.5512
MDH2	3785.1232	MDH2	2990.5873
MDK	6601.8005	MDK	827.5602
MDM1	280.5311	MDM1	256.4006
MDM2	2597.0719	MDM2	1312.1235
MDM4	841.1385	MDM4	914.5331
MDN1	1963.7174	MDN1	2065.1355
MDP1	94.3257	MDP1	116.698
ME1	484.223	ME1	5142.6958
ME2	443.7574	ME2	532.756
ME3	87.7512	ME3	309.8645
MEA1	1617.6866	MEA1	798.1928
MEAF6	1719.5599	MEAF6	1058.7349
MECOM	312.3579	MECOM	722.8916
MECP2	2694.8259	MECP2	1948.4187
MECR	330.09	MECR	379.5181
MED10	140.0382	MED10	309.8645
MED11	122.3061	MED11	244.3524
removed	removed	MED12L	18.8253
MED12	1793.671	MED12	1626.1295
MED13L	2948.5314	MED13L	4044.8042
MED13	2520.2328	MED13	2227.7861
MED14	1970.0827	MED14	1046.3102
MED15	712.0124	MED15	1459.3373
MED16	825.2251	MED16	965.738
MED17	724.2884	MED17	650.9789
MED18	206.8746	MED18	273.3434
MED19	230.5174	MED19	134.0361
MED1	2137.4011	MED1	1816.6416
MED20	978.9033	MED20	403.6145
MED21	827.0437	MED21	602.0331
MED22	1053.4691	MED22	711.2199
MED23	1641.8114	MED23	1192.3946
MED24	1526.78	MED24	1260.5422
MED25	848.4132	MED25	624.759
MED26	500.5911	MED26	242.8464
MED27	260.9803	MED27	198.0422
MED28	604.2557	MED28	418.2982
MED29	1456.7609	MED29	1297.0633
MED30	197.3265	MED30	141.1898
MED31	94.203	MED31	129.9209
MED4	772.9381	MED4	851.6566
MED6	247.7949	MED6	302.7108
MED7	155.9516	MED7	211.5964
MED8	761.5713	MED8	524.0964
MED9	275.9844	MED9	414.1566
MEF2A	3315.2678	MEF2A	1793.2681
MEF2B	23.32	MEF2B	21.4232
MEF2C	562.4261	MEF2C	1073.4187
MEF2D	1271.7105	MEF2D	1939.006
MEG3	15.0041	MEG3	266.9428
MEGF10	10.0027	MEGF10	123.494
MEGF6	896.1535	MEGF6	861.0693
MEGF8	1172.1379	MEGF8	1530.497
MEGF9	1617.2593	MEGF9	1724.3976
MEI1	35.0095	MEI1	39.1566
MEIS1	128.2168	MEIS1	323.4187
MEIS2	119.5781	MEIS2	512.0482
MEIS3P1	319.6326	MEIS3P1	562.8765
MEIS3	499.6817	MEIS3	196.5361
MELK	496.0444	MELK	81.3253
MEMO1	725.3842	MEMO1	228.8366
MEN1	796.5809	MEN1	678.0873
MEOX1	95.4806	MEOX1	525.6024
MEOX2	106.8473	MEOX2	574.9247
MEPCE	1358.5523	MEPCE	1360.3163
MERTK	125.4888	MERTK	589.2319
MESDC1	624.2612	MESDC1	330.5723
MESDC2	1325.8161	MESDC2	1172.8163
removed	removed	MESP1	57.6054
MESP2	5.0014	MESP2	11.2952
removed	removed	MESTIT1	20.7078
MEST	1986.4509	MEST	1976.6566
METAP1	1327.6348	METAP1	1075.6777
METAP2	1716.8319	METAP2	1500.753
METRNL	246.8855	METRNL	289.1566
METRN	50.4683	METRN	77.9367
METT10D	754.2966	METT10D	1028.6145
METT11D1	366.4636	METT11D1	602.0331
METT5D1	373.7383	METT5D1	316.6416
METTL10	456.8246	METTL10	252.6694
METTL11A	160.5847	METTL11A	304.4804
METTL12	52.7644	METTL12	53.3396
METTL13	1264.8904	METTL13	855.7982
METTL14	469.6735	METTL14	437.1235
METTL1	470.1282	METTL1	236.4458
METTL2A	411.0212	METTL2A	333.5843
METTL2B	270.983	METTL2B	246.6114
METTL3	416.5363	METTL3	739.8607
METTL4	280.5311	METTL4	218.3735
METTL5	746.4854	METTL5	483.9947
METTL6	305.0832	METTL6	206.7018
METTL7A	3462.7626	METTL7A	3959.3373
removed	removed	METTL7B	11.6717
METTL8	1309.448	METTL8	413.0271
METTL9	3167.2274	METTL9	1685.994
MET	1556.7882	MET	1777.4849
MEX3A	5252.7962	MEX3A	140.0602
MEX3B	212.7853	MEX3B	52.7108
MEX3C	702.0096	MEX3C	917.5452
MEX3D	797.4902	MEX3D	341.1145
MFAP1	537.4193	MFAP1	754.1416
MFAP2	1013.9129	MFAP2	67.0181
MFAP3L	1042.5571	MFAP3L	720.256
MFAP3	1117.5775	MFAP3	1011.2952
MFAP4	684.7322	MFAP4	4462.3494
MFAP5	1073.9293	MFAP5	2091.1145
MFF	981.1767	MFF	1122.3645
MFGE8	1507.6839	MFGE8	4271.4608
MFHAS1	167.3184	MFHAS1	217.244
MFI2	89.5699	MFI2	309.8645
MFN1	1128.0349	MFN1	1026.7319
MFN2	3034.9186	MFN2	3819.2771
MFNG	135.9462	MFNG	248.1175
MFRP	341.0021	MFRP	274.4729
MFSD10	1092.5707	MFSD10	687.8765
MFSD11	468.3959	MFSD11	644.1566
MFSD1	1018.0049	MFSD1	1996.2349
MFSD2A	127.7621	MFSD2A	101.2801
MFSD2B	15.9134	MFSD2B	9.4127
MFSD3	190.0518	MFSD3	244.7289
MFSD4	23.1881	MFSD4	144.2018
MFSD5	250.5229	MFSD5	554.9699
MFSD6L	6.3654	MFSD6L	7.1536
MFSD6	3139.4926	MFSD6	1812.8765
MFSD7	32.4361	MFSD7	633.3321
MFSD8	275.075	MFSD8	453.3133
MFSD9	194.5985	MFSD9	223.2681
removed	removed	MGAM	17.3193
MGAT1	2053.2873	MGAT1	3032.756
MGAT2	579.7036	MGAT2	495.1054
MGAT3	32.2815	MGAT3	187.8765
MGAT4A	2108.7569	MGAT4A	796.3102
MGAT4B	1297.172	MGAT4B	990.5873
removed	removed	MGAT4C	16.1898
MGAT5B	60.0164	MGAT5B	15.8133
MGAT5	332.818	MGAT5	305.3464
MGA	1647.2674	MGA	1689.3825
MGC12916	9.5481	MGC12916	6.4006
MGC12982	19.0961	MGC12982	28.238
removed	removed	MGC14436	7.1536
MGC16121	7.2747	MGC16121	6.0241
MGC16142	16.8228	MGC16142	7.5301
MGC16275	19.0961	MGC16275	26.3554
removed	removed	MGC16384	9.0361
MGC21881	97.7539	MGC21881	138.1777
MGC23270	18.1868	MGC23270	28.6145
MGC23284	20.9148	MGC23284	36.5211
MGC2752	582.4316	MGC2752	518.0723
MGC29506	130.0355	MGC29506	199.9247
MGC3771	5.5606	MGC3771	9.8343
MGC42105	6.3654	MGC42105	7.9066
removed	removed	MGC45800	15.8133
MGC57346	171.1376	MGC57346	159.6875
MGC70857	657.452	MGC70857	411.8976
MGC72080	17.1001	MGC72080	76.6378
removed	removed	MGC87042	14.6837
MGEA5	5407.8385	MGEA5	5000.3765
MGLL	2038.7378	MGLL	6157.003
MGMT	334.6367	MGMT	352.4096
MGP	29226.6073	MGP	53930.7229
MGRN1	1207.1474	MGRN1	1312.8765
MGST1	1898.245	MGST1	7506.7771
MGST2	367.3729	MGST2	807.6054
MGST3	1143.4937	MGST3	1103.9157
MIA3	4893.1527	MIA3	2133.6596
MIAT	39.5562	MIAT	76.1747
MIA	31.9223	MIA	190.4179
MIB1	3360.9166	MIB1	2359.5633
MIB2	192.3252	MIB2	368.2229
MICAL1	208.2386	MICAL1	279.7252
MICAL2	1495.4078	MICAL2	777.8614
MICAL3	885.2414	MICAL3	1740.2108
MICALCL	90.4792	MICALCL	48.9458
MICALL1	473.7656	MICALL1	940.1355
MICALL2	227.7894	MICALL2	314.3825
removed	removed	MICA	280.1205
MICB	92.7526	MICB	40.6627
MID1IP1	477.8576	MID1IP1	423.9458
removed	removed	MID1	661.1446
MID2	501.5004	MID2	800.0753
MIDN	1329.4535	MIDN	1964.6084
MIER1	1314.4494	MIER1	938.6295
MIER2	305.5379	MIER2	384.7892
MIER3	833.4091	MIER3	671.3102
MIF4GD	297.1856	MIF4GD	326.6867
MIF	2272.2515	MIF	1677.4661
MIIP	337.3647	MIIP	190.1355
MINA	1061.7123	MINA	888.2907
MINK1	1198.2268	MINK1	2455.6024
MINPP1	542.4207	MINPP1	261.6717
MIOS	1050.7411	MIOS	678.0873
MIPEP	394.1984	MIPEP	533.8855
MIPOL1	147.7676	MIPOL1	200.6777
MIR155HG	12.7307	removed	removed
removed	removed	MIR17HG	28.238
MIS12	401.4731	MIS12	469.1265
MITD1	166.409	MITD1	204.0663
MITF	212.7853	MITF	574.1717
MKI67IP	745.6534	MKI67IP	508.2831
