gene_id	TCGA-E9-A1N9-01A-11R-A14D-07	gene_id	TCGA-E9-A1N9-11A-71R-A14D-07
removed	removed	KLK2	56.8524
removed	removed	KLK3	50.4518
KLK4	61.835	KLK4	8.2831
KLK5	99.1179	KLK5	1072.2892
KLK6	41.3749	KLK6	406.6265
KLK7	23.1881	KLK7	433.7349
KLK8	14.5494	KLK8	116.7169
removed	removed	KLKB1	10.9187
KLRA1	28.1895	KLRA1	62.8765
KLRAQ1	769.7554	KLRAQ1	568.9006
KLRB1	53.1963	KLRB1	31.25
removed	removed	KLRC1	12.8012
removed	removed	KLRC4	9.7327
KLRD1	15.0041	KLRD1	24.8494
removed	removed	KLRF1	29.3675
KLRG1	39.5562	KLRG1	28.991
KLRG2	89.1152	KLRG2	8.2831
KLRK1	60.9257	KLRK1	61.0505
KL	54.1057	KL	219.503
KMO	19.6463	KMO	451.009
removed	removed	KNDC1	39.1566
KNTC1	513.7765	KNTC1	363.3283
KPNA1	2144.6758	KPNA1	2075.6777
KPNA2	6218.0595	KPNA2	740.5873
KPNA3	1390.3792	KPNA3	1071.1596
KPNA4	2551.1503	KPNA4	2003.7651
KPNA5	98.6633	KPNA5	149.4729
KPNA6	2905.7925	KPNA6	2144.9548
KPNB1	8080.8402	KPNB1	4328.3133
KPTN	185.0505	KPTN	82.4548
KRAS	1735.0186	KRAS	836.9729
KRBA1	266.4363	KRBA1	210.8434
KRBA2	77.7485	KRBA2	112.5753
KRCC1	1010.2755	KRCC1	783.1325
KREMEN1	855.6879	KREMEN1	1032.756
KREMEN2	30.4629	removed	removed
KRI1	1701.2822	KRI1	583.0384
KRIT1	893.8801	KRIT1	831.3253
KRR1	1168.6005	KRR1	780.3276
KRT10	351.0048	KRT10	289.1566
KRT14	1160.3164	KRT14	15574.1717
KRT15	1106.2108	KRT15	9980.7982
KRT16	28.1895	KRT16	466.8675
KRT17	755.206	KRT17	12506.0241
KRT18	3188.1104	KRT18	7079.9511
KRT19	6910.9757	KRT19	12686.747
KRT222	39.5562	KRT222	43.2982
KRT23	239.6108	KRT23	1905.1205
removed	removed	KRT32	8.2831
KRT5	1387.6512	KRT5	17744.7289
KRT6A	13.1854	KRT6A	95.6325
KRT6B	129.5808	KRT6B	1154.744
removed	removed	KRT6C	18.8253
KRT7	4167.0456	KRT7	16372.3645
KRT80	324.1793	KRT80	907.3795
KRT81	175.5024	KRT81	366.7169
KRT82	61.3804	removed	removed
removed	removed	KRT83	7.9066
KRT86	25.4615	KRT86	18.0723
KRT8	3825.6206	KRT8	7956.57
KRTCAP2	1218.5141	KRTCAP2	975.1506
KRTCAP3	98.2086	KRTCAP3	143.8253
KSR1	294.1711	KSR1	573.7952
KSR2	50.4683	KSR2	60.241
KTELC1	415.5679	KTELC1	333.9608
KTI12	102.7553	KTI12	121.988
KTN1	5987.5421	KTN1	5788.0271
KYNU	63.1991	KYNU	2371.6114
KY	5.9107	KY	138.9307
L1CAM	16.3681	L1CAM	75.3012
L2HGDH	401.0185	L2HGDH	221.762
L3MBTL2	580.3992	L3MBTL2	856.9691
L3MBTL3	306.4472	L3MBTL3	259.0361
L3MBTL4	34.5549	L3MBTL4	219.503
L3MBTL	26.8255	L3MBTL	205.5723
LACE1	80.0218	LACE1	61.747
LACTB2	80.0218	LACTB2	426.9578
LACTB	259.1616	LACTB	293.2982
LAD1	978.4487	LAD1	368.9759
LAG3	24.0975	LAG3	24.8494
LAGE3	987.5421	LAGE3	144.9548
LAIR1	205.9653	LAIR1	346.3855
LAMA1	61.3804	LAMA1	158.509
LAMA2	1270.8011	LAMA2	2819.2733
LAMA3	294.1711	LAMA3	3371.988
LAMA4	2429.2989	LAMA4	4700.3012
LAMA5	1237.6103	LAMA5	2193.1476
LAMB1	4388.9243	LAMB1	4138.9307
LAMB2L	14.0948	LAMB2L	28.6145
LAMB2	2342.0024	LAMB2	7715.3614
LAMB3	502.8644	LAMB3	3320.7831
removed	removed	LAMB4	13.1777
LAMC1	5849.3225	LAMC1	8746.6114
LAMC2	580.6129	LAMC2	4048.1928
LAMC3	146.4036	LAMC3	259.0361
LAMP1	5521.9605	LAMP1	7704.0663
LAMP2	6040.2837	LAMP2	5092.6205
LAMP3	136.4008	LAMP3	34.6386
LANCL1	1700.9184	LANCL1	1879.5181
LANCL2	1098.9361	LANCL2	490.2108
removed	removed	LANCL3	9.4127
LAP3	3177.6848	LAP3	1603.1627
LAPTM4A	6109.8481	LAPTM4A	6397.2139
LAPTM4B	24579.4308	LAPTM4B	1250
LAPTM5	2024.6431	LAPTM5	1251.506
LARGE	989.3607	LARGE	515.8133
LARP1B	676.0935	LARP1B	505.6476
LARP1	4249.7954	LARP1	3889.6837
LARP4B	1981.9042	LARP4B	1286.8976
LARP4	2552.969	LARP4	1132.9066
LARP6	286.8964	LARP6	557.2289
LARP7	1209.8754	LARP7	836.2199
LARS2	651.996	LARS2	611.4458
LARS	3363.19	LARS	2989.4578
LAS1L	1103.0281	LAS1L	861.8223
LASP1	6537.2374	LASP1	6432.2289
LASS1	92.307	LASS1	11.1145
LASS2	5962.5352	LASS2	3155.1205
LASS3	10.4574	LASS3	14.6837
LASS4	1343.5482	LASS4	3374.6235
LASS5	1172.1379	LASS5	728.9157
LASS6	7088.365	LASS6	2454.9812
LAT2	211.4213	LAT2	83.5843
LATS1	806.5836	LATS1	965.738
LATS2	370.1009	LATS2	985.3163
LAT	77.1119	LAT	73.5467
LAX1	35.9189	LAX1	37.2741
LAYN	174.1384	LAYN	167.1687
LBH	1330.3628	LBH	1688.253
removed	removed	LBP	1170.1807
LBR	1220.7875	LBR	765.8133
LBX2	5.9152	removed	removed
LCA5L	73.6565	LCA5L	38.7801
LCA5	274.1657	LCA5	329.8193
LCAT	30.0082	LCAT	146.5136
LCK	176.4117	LCK	65.512
LCLAT1	381.4677	LCLAT1	335.4669
LCMT1	702.0096	LCMT1	416.7922
LCMT2	171.8651	LCMT2	307.9819
removed	removed	LCN10	38.1739
removed	removed	LCN12	7.9066
LCN2	15.4588	LCN2	262.4247
removed	removed	LCN6	6.8938
removed	removed	LCORL	104.5256
LCOR	372.1515	LCOR	203.6973
LCP1	3748.7497	LCP1	2081.3253
LCP2	280.9857	LCP2	146.4608
removed	removed	LCT	18.8253
LDB1	1847.322	LDB1	1409.262
LDB2	376.921	LDB2	1025.9789
LDB3	21.3695	LDB3	48.9458
LDHAL6A	36.8282	removed	removed
LDHA	6219.8781	LDHA	6263.9307
LDHB	6036.6464	LDHB	4024.0964
LDHC	9.0934	removed	removed
LDHD	12.2761	LDHD	1253.3886
LDLRAD2	133.3273	LDLRAD2	271.3667
LDLRAD3	946.6218	LDLRAD3	582.4548
LDLRAP1	639.7199	LDLRAP1	991.7169
LDLR	1524.9614	LDLR	2420.1807
LDOC1L	1436.7555	LDOC1L	1103.1627
LDOC1	498.7724	LDOC1	542.9217
LEF1	317.8139	LEF1	78.6898
removed	removed	LEFTY1	6.1559
LEFTY2	11.3667	LEFTY2	22.2139
LEKR1	7.7294	LEKR1	12.8012
LEMD2	1044.3757	LEMD2	794.8042
LEMD3	1076.2026	LEMD3	797.0633
LENG1	154.5876	LENG1	113.3283
LENG8	1047.6585	LENG8	4990.2033
LENG9	70.8284	LENG9	182.9895
LEO1	496.9537	LEO1	563.253
LEPRE1	850.6866	LEPRE1	396.4608
LEPREL1	116.3954	LEPREL1	359.5633
LEPREL2	293.2618	LEPREL2	318.5241
LEPROTL1	469.6735	LEPROTL1	661.1446
LEPROT	724.6294	LEPROT	1191.1032
LEPR	397.0401	LEPR	2192.933
removed	removed	LEP	6219.1265
LETM1	1103.4828	LETM1	1330.5723
LETM2	8.6387	LETM2	17.3193
LETMD1	606.5291	LETMD1	1246.2349
LFNG	1138.0376	LFNG	417.1687
LGALS12	74.5658	LGALS12	524.4729
LGALS1	1842.7753	LGALS1	4194.6536
LGALS2	14.5494	removed	removed
LGALS3BP	4000.1819	LGALS3BP	4928.4639
LGALS3	1252.6143	LGALS3	3987.9518
removed	removed	LGALS4	9.0361
removed	removed	LGALS7B	35.7681
removed	removed	LGALS7	6.7771
LGALS8	1461.3031	LGALS8	1089.552
LGALS9C	5.0014	removed	removed
LGALS9	561.9714	LGALS9	341.491
LGI2	85.9325	LGI2	44.0512
LGI3	10.4574	removed	removed
LGI4	37.2829	LGI4	271.8373
LGMN	1551.3322	LGMN	2948.7952
LGR4	203.6919	LGR4	1027.4849
LGR5	9.5481	LGR5	30.1205
LGR6	528.3259	LGR6	469.1265
LGSN	154.1329	removed	removed
LGTN	230.9721	LGTN	1266.5663
removed	removed	LHCGR	24.0964
LHFPL1	22.2788	LHFPL1	8.2831
LHFPL2	1177.5939	LHFPL2	1367.8464
LHFP	852.5052	LHFP	2629.8946
LHPP	474.6749	LHPP	492.8464
LHX2	15.9134	removed	removed
LHX6	295.0805	LHX6	308.3584
LIAS	265.9816	LIAS	226.6566
LIFR	1519.0507	LIFR	5696.1596
LIF	58.1977	LIF	484.5633
LIG1	840.2292	LIG1	686.747
LIG3	1728.1986	LIG3	640.0602
LIG4	202.7826	LIG4	297.4398
removed	removed	LILRA1	6.0241
LILRA2	17.7321	LILRA2	15.0602
LILRA4	18.6414	LILRA4	12.4247
LILRA5	9.0934	LILRA5	10.1657
LILRA6	20.7648	LILRA6	30.4217
LILRB1	66.8364	LILRB1	38.7801
LILRB2	39.1016	LILRB2	49.6988
LILRB3	14.2448	LILRB3	8.3584
LILRB4	145.9489	LILRB4	84.7139
removed	removed	LILRB5	158.1325
LIMA1	4504.4103	LIMA1	5379.8946
LIMCH1	1836.8646	LIMCH1	3265.8133
LIMD1	1124.3657	LIMD1	782.2101
LIMD2	236.3054	LIMD2	84.8456
LIME1	45.817	LIME1	30.3464
LIMK1	4700.3728	LIMK1	555.7229
LIMK2	1325.3615	LIMK2	2083.5843
LIMS1	591.0703	LIMS1	608.4337
LIMS2	253.7056	LIMS2	1150.2259
LIMS3-LOC440895	20.4147	LIMS3-LOC440895	52.9782
LIMS3	7.3202	LIMS3	7.2628
LIN37	125.166	LIN37	91.4157
LIN52	236.4281	LIN52	223.6446
LIN54	552.4234	LIN54	344.8795
LIN7A	60.471	LIN7A	132.9066
LIN7B	44.1029	LIN7B	37.6506
LIN7C	569.7008	LIN7C	586.9729
LIN9	329.6354	LIN9	87.7259
LINGO1	295.9898	LINGO1	42.1687
removed	removed	LINGO2	13.9307
LINGO3	11.4622	removed	removed
LINGO4	5.9107	LINGO4	19.2018
LINS1	479.2216	LINS1	302.7108
LIPA	1416.2954	LIPA	1487.9518
LIPE	102.7553	LIPE	6547.3908
LIPG	37.2829	LIPG	76.4307
LIPH	20.0055	LIPH	238.3283
LIPT1	166.7227	LIPT1	147.0745
LIPT2	19.6099	LIPT2	23.4676
LITAF	2867.1456	LITAF	5112.1988
LIX1L	369.1916	LIX1L	489.4578
LLGL1	652.9053	LLGL1	677.7108
LLGL2	922.5243	LLGL2	1000.753
LLPH	718.9779	LLPH	380.0791
LMAN1	2642.5389	LMAN1	4400.6024
LMAN2L	525.5979	LMAN2L	638.1777
LMAN2	2505.6834	LMAN2	2530.497
LMBR1L	439.6654	LMBR1L	443.5241
LMBR1	1803.2191	LMBR1	845.6325
LMBRD1	1589.5244	LMBRD1	1655.497
LMBRD2	345.0941	LMBRD2	397.9669
LMCD1	477.8576	LMCD1	960.0904
LMF1	153.2236	LMF1	308.2003
LMF2	488.7697	LMF2	1265.0602
LMLN	223.2427	LMLN	254.5181
LMNA	3853.7783	LMNA	13420.9337
LMNB1	2532.0542	LMNB1	377.6355
LMNB2	1370.3737	LMNB2	673.5693
LMO2	312.8126	LMO2	430.3464
LMO3	24.0975	LMO3	228.5392
LMO4	1768.6642	LMO4	810.994
LMO7	714.2857	LMO7	830.1958
LMOD1	450.1228	LMOD1	3107.6807
LMTK2	556.5154	LMTK2	442.0181
LMTK3	11.8214	LMTK3	124.6235
removed	removed	LMX1A	16.1898
LMX1B	1924.1611	LMX1B	944.6536
LNP1	65.6906	LNP1	72.1348
LNPEP	314.6313	LNPEP	560.994
LNX1	515.1405	LNX1	413.7801
LNX2	599.709	LNX2	579.8193
LOC100009676	39.2971	LOC100009676	73.9307
LOC100101266	9.0934	LOC100101266	7.1536
LOC100124692	7.7294	LOC100124692	131.0241
LOC100125556	53.3464	LOC100125556	29.9511
LOC100126784	11.9396	LOC100126784	53.9006
removed	removed	LOC100127888	9.262
removed	removed	LOC100128164	10.5422
LOC100128191	55.7607	LOC100128191	41.1596
LOC100128239	7.2747	LOC100128239	5.6476
LOC100128288	65.9271	LOC100128288	61.747
LOC100128292	14.0948	LOC100128292	16.5663
LOC100128640	46.831	LOC100128640	56.8524
LOC100128788	17.7412	LOC100128788	13.1777
LOC100128822	83.2045	LOC100128822	107.3042
LOC100128842	6.3654	LOC100128842	39.5331
LOC100128977	6.3654	removed	removed
LOC100129034	2753.9829	LOC100129034	2503.7839
LOC100129066	6.3654	LOC100129066	7.1536
LOC100129387	33.6683	LOC100129387	119.9661
LOC100129534	27.7348	LOC100129534	59.8645
LOC100129550	220.9694	LOC100129550	184.8645
LOC100129637	128.3623	LOC100129637	261.9917
removed	removed	LOC100129716	16.9428
removed	removed	LOC100129726	17.3193
LOC100130015	7.1929	LOC100130015	40.6965
LOC100130093	83.0181	LOC100130093	92.933
LOC100130386	16.3681	removed	removed
removed	removed	LOC100130522	11.6717
LOC100130557	14.804	LOC100130557	29.1566
LOC100130581	31.8269	LOC100130581	69.2771
removed	removed	LOC100130691	12.2176
LOC100130776	321.033	LOC100130776	206.2086
LOC100130872	24.0975	LOC100130872	32.756
LOC100130932	25.9162	LOC100130932	25.9789
LOC100130987	9.5481	LOC100130987	21.4608
LOC100131193	14.0948	LOC100131193	60.8961
LOC100131434	22.2061	LOC100131434	111.555
LOC100131551	5.9107	removed	removed
LOC100131691	15.2314	LOC100131691	30.3351
LOC100132111	8.1841	LOC100132111	10.5422
removed	removed	LOC100132215	18.4488
LOC100132247	72.2924	LOC100132247	118.5994
LOC100132287	168.2277	LOC100132287	330.9488
LOC100132288	130.4901	LOC100132288	246.988
LOC100132354	9.0934	removed	removed
LOC100132707	47.4175	LOC100132707	152.2929
LOC100132832	5.2287	removed	removed
LOC100133161	21.3695	LOC100133161	56.4119
LOC100133331	78.1031	LOC100133331	156.8562
removed	removed	LOC100133545	16.5663
removed	removed	LOC100133612	7.9066
LOC100133669	6.82	LOC100133669	10.1657
removed	removed	LOC100133985	6.0241
LOC100133991	59.107	LOC100133991	19.5783
LOC100134229	132.7635	LOC100134229	188.253
LOC100134259	6.82	LOC100134259	18.0723
LOC100134713	60.0073	LOC100134713	5.6514
LOC100144603	6.82	LOC100144603	8.2831
removed	removed	LOC100144604	13.1777
LOC100170939	70.9557	LOC100170939	206.7395
LOC100188947	35.9189	LOC100188947	27.4849
LOC100188949	10.9121	LOC100188949	10.5422
LOC100190938	145.4942	LOC100190938	163.7801
LOC100190939	155.9516	LOC100190939	361.4458
LOC100190986	84.1138	LOC100190986	309.8645
LOC100192378	10.0027	LOC100192378	7.1536
LOC100216545	45.4669	LOC100216545	74.5482
LOC100233209	17.7321	LOC100233209	11.6717
LOC100240735	6.3654	LOC100240735	8.2831
removed	removed	LOC100268168	7.1536
LOC100270710	142.4934	LOC100270710	170.5761
LOC100270746	26.8255	LOC100270746	20.3313
LOC100270804	10.9121	LOC100270804	18.0723
LOC100271722	6.3654	LOC100271722	34.262
LOC100271831	6.2335	removed	removed
LOC100271836	362.1624	LOC100271836	489.9021
LOC100272146	72.2924	LOC100272146	30.1205
LOC100272216	15.4588	LOC100272216	28.9044
LOC100272217	14.0948	LOC100272217	9.7892
LOC100272228	24.0975	LOC100272228	70.4066
LOC100286793	43.6483	LOC100286793	147.9669
LOC100286844	7.4338	LOC100286844	21.3404
removed	removed	LOC100287227	5.6551
LOC100288778	366.1499	LOC100288778	367.1687
LOC100289341	13.6401	LOC100289341	50.0753
LOC100302401	9.5481	LOC100302401	17.3833
removed	removed	LOC100302640	6.4006
LOC100302650	5.9107	LOC100302650	35.3916
LOC100303728	15.0041	LOC100303728	28.238
LOC113230	140.0382	LOC113230	108.4337
LOC115110	30.5356	LOC115110	55.4819
removed	removed	LOC121838	7.9066
LOC134466	30.0082	LOC134466	187.5
LOC143188	16.3681	LOC143188	18.0723
LOC143666	15.4588	LOC143666	20.7078
LOC144438	983.45	LOC144438	727.4096
LOC144486	9.0934	LOC144486	6.4006
LOC144571	34.6276	LOC144571	54.4164
LOC145783	9.639	LOC145783	41.9352
LOC145820	5.9107	LOC145820	24.8494
LOC145837	96.3899	LOC145837	85.4669
LOC146880	275.6615	LOC146880	440.2523
LOC147727	515.1405	LOC147727	434.488
LOC147804	434.664	LOC147804	152.1084
LOC148189	74.784	LOC148189	43.2982
LOC148413	386.7646	LOC148413	322.756
removed	removed	LOC148696	7.4134
LOC148709	24.5522	removed	removed
LOC149134	5.456	LOC149134	11.2952
LOC149837	35.4642	LOC149837	59.1114
LOC150381	14.0948	LOC150381	39.134
LOC150622	33.6455	LOC150622	7.1536
LOC150776	447.8494	LOC150776	502.6355
LOC150786	91.8432	LOC150786	54.5934
LOC151009	27.2802	LOC151009	67.7711
LOC151162	1292.1706	LOC151162	949.1717
LOC151174	7.7294	LOC151174	7.5301
LOC151534	72.2879	LOC151534	70.4066
LOC152217	210.512	LOC152217	159.262
LOC153328	11.8214	removed	removed
LOC153684	86.3872	LOC153684	57.9819
LOC154761	66.1544	LOC154761	74.8607
removed	removed	LOC154822	9.2733
removed	removed	LOC157381	15.0602
LOC158376	11.8214	LOC158376	94.8795
LOC158572	42.7389	LOC158572	33.8855
LOC158696	7.7294	LOC158696	11.2952
LOC162632	263.1263	LOC162632	846.8148
LOC168474	5.456	LOC168474	24.8494
LOC200030	579.7036	LOC200030	962.7033
LOC202181	83.2045	LOC202181	114.4578
LOC202781	212.7853	LOC202781	196.1596
LOC219347	157.7839	LOC219347	98.6446
LOC220594	6.82	LOC220594	8.2831
LOC220729	124.5794	LOC220729	190.512
LOC220930	46.59	LOC220930	66.5625
LOC221442	15.9134	LOC221442	89.2319
LOC221710	522.4152	LOC221710	242.0934
LOC222699	29.0988	LOC222699	18.0723
LOC253039	847.9585	LOC253039	727.4096
LOC253724	17.7321	LOC253724	11.2952
LOC254559	111.8487	LOC254559	88.1024
LOC255167	5.456	LOC255167	387.0482
removed	removed	LOC257358	10.9187
LOC25845	377.7439	LOC25845	198.6483
LOC282997	38.6469	LOC282997	29.3675
LOC283050	49.559	LOC283050	39.9096
LOC283070	527.8712	LOC283070	113.3283
LOC283174	39.5562	LOC283174	164.1566
LOC283267	315.9953	LOC283267	215.3614
LOC283314	35.978	LOC283314	136.7282
removed	removed	LOC283392	255.192
LOC283663	8.1841	LOC283663	30.1205
removed	removed	LOC283731	10.5422
LOC283856	5.9107	removed	removed
LOC283867	13.1854	removed	removed
LOC283922	27.2802	LOC283922	160.3916
LOC284023	110.4847	LOC284023	119.7289
LOC284232	20.0055	LOC284232	16.1898
LOC284233	30.9175	LOC284233	17.3193
removed	removed	LOC284276	16.9428
LOC284440	60.471	LOC284440	140.0602
LOC284441	123.6701	LOC284441	94.8795
removed	removed	LOC284551	10.9187
removed	removed	LOC284578	18.4488
LOC284837	98.2086	LOC284837	39.9096
LOC284900	250.4183	LOC284900	195.7191
LOC285033	28.2122	LOC285033	40.5798
LOC285074	218.2413	LOC285074	410.0151
LOC285359	113.2127	LOC285359	59.488
LOC285593	8.1841	LOC285593	10.5422
LOC285830	10.9575	LOC285830	58.1062
removed	removed	LOC286002	11.6717
LOC286367	27.7348	LOC286367	145.7078
LOC286467	8.6387	LOC286467	6.7771
LOC338651	83.6319	LOC338651	42.9217
LOC338758	15.4588	LOC338758	52.3343
LOC338799	46.831	LOC338799	240.5873
LOC339047	601.9824	LOC339047	750.753
LOC339290	377.8303	LOC339290	1149.7139
LOC339524	61.835	LOC339524	285.3125
LOC339535	7.2747	LOC339535	21.8373
LOC339674	6.82	removed	removed
LOC341056	9.5481	LOC341056	7.1536
LOC342346	13.6401	removed	removed
LOC344595	73.6565	LOC344595	157.3795
LOC348926	100.4819	LOC348926	71.5361
LOC349114	75.0205	LOC349114	136.2952
removed	removed	LOC349196	17.0068
LOC374443	360.0982	LOC374443	80.5723
removed	removed	LOC374491	5.6476
LOC375190	105.0286	LOC375190	97.8916
LOC387646	133.6728	LOC387646	48.5693
LOC387647	326.0162	LOC387647	497.2477
LOC388152	527.4166	LOC388152	160.3916
LOC388242	7.7294	LOC388242	26.7319
LOC388588	21.8241	LOC388588	14.3072
LOC388692	85.9325	LOC388692	259.7892
LOC388789	398.7451	LOC388789	467.997
LOC388796	259.1616	LOC388796	249.247
LOC388955	201.8732	LOC388955	206.3253
LOC389333	27.7348	LOC389333	32.3795
LOC389493	50.4683	LOC389493	15.0602
removed	removed	LOC389705	10.5422
removed	removed	LOC390595	18.8253
LOC399744	190.5065	LOC399744	124.247
LOC399815	51.8323	LOC399815	7.5301
LOC399959	156.4063	LOC399959	469.8795
LOC400027	321.906	LOC400027	269.9548
LOC400043	90.4792	LOC400043	219.8795
LOC400657	163.2263	LOC400657	204.0663
LOC400752	27.2802	LOC400752	22.9669
LOC400759	9.0934	LOC400759	21.0843
LOC400927	13.0945	LOC400927	37.5452
LOC400931	7.2747	LOC400931	30.497
LOC401010	64.1084	LOC401010	42.1687
LOC401052	46.3763	LOC401052	159.6386
LOC401093	28.7487	LOC401093	168.3622
LOC401127	6.82	LOC401127	7.1536
LOC401397	423.7519	LOC401397	362.5753
LOC401431	47.813	LOC401431	60.064
LOC401588	46.831	LOC401588	64.759
LOC402377	13.6401	LOC402377	14.3072
LOC407835	61.835	LOC407835	54.5934
LOC440173	90.9339	LOC440173	12.4247
LOC440354	169.4144	LOC440354	246.5964
removed	removed	LOC440461	6.0241
LOC440905	94.5712	LOC440905	36.5211
removed	removed	LOC440925	31.25
LOC440944	190.9612	LOC440944	297.8163
LOC440957	109.1207	LOC440957	120.8584
LOC441046	10.4574	LOC441046	8.2831
LOC441089	116.8501	LOC441089	92.997
LOC441204	15.4588	LOC441204	48.5693
LOC441208	47.7403	LOC441208	56.8524
LOC441294	72.7471	LOC441294	54.5934
removed	removed	LOC441454	6.4006
removed	removed	LOC441455	9.0361
LOC441666	147.7676	LOC441666	51.5813
LOC441869	138.2195	LOC441869	299.6988
LOC442421	16.3681	LOC442421	24.0964
LOC442454	278.7124	LOC442454	144.5783
LOC493754	449.2134	LOC493754	576.4307
LOC541471	195.5079	LOC541471	65.8886
LOC541473	11.9669	LOC541473	8.3998
LOC550112	304.6285	LOC550112	300.8283
LOC550643	249.6135	LOC550643	168.2982
removed	removed	LOC554202	16.1898
removed	removed	LOC55908	20.7078
removed	removed	LOC572558	14.6837
LOC595101	97.7539	LOC595101	136.988
LOC606724	13.6401	LOC606724	10.9187
LOC613037	20.9148	LOC613037	13.5542
LOC619207	12.2761	LOC619207	29.3675
LOC641298	151.2731	LOC641298	351.4872
removed	removed	LOC641367	7.9066
LOC642587	97.2993	LOC642587	449.1717
LOC642826	99.2907	LOC642826	144.3449
LOC642846	156.861	LOC642846	104.2922
LOC642852	634.2639	LOC642852	279.744
removed	removed	LOC643008	10.1657
LOC643387	50.923	LOC643387	24.0964
removed	removed	LOC643763	7.5301
LOC643837	364.1902	LOC643837	172.0633
LOC644165	10.4574	LOC644165	19.5369
LOC644172	6.82	removed	removed
LOC644538	47.7403	LOC644538	87.3494
LOC644936	9.0934	LOC644936	18.0723
LOC645166	25.9162	LOC645166	81.3253
LOC645332	116.8501	LOC645332	88.8554
LOC645431	9.4208	LOC645431	6.6529
LOC645676	14.6404	LOC645676	36.5098
LOC646214	65.9271	LOC646214	142.3193
LOC646471	45.7397	LOC646471	239.4202
LOC646762	358.7342	LOC646762	321.9127
LOC646851	94.5712	LOC646851	75.6777
LOC646999	7.7294	LOC646999	13.9307
LOC647121	14.0948	LOC647121	14.6837
LOC647946	75.4751	removed	removed
LOC647979	12006.0016	LOC647979	10768.4488
removed	removed	LOC648740	21.8336
LOC649330	18.6414	LOC649330	9.0361
LOC650368	20.4601	LOC650368	98.6446
LOC650623	76.8391	LOC650623	117.4699
LOC651250	3685.5506	LOC651250	2022.9669
LOC652276	47.2856	LOC652276	55.3464
LOC653113	153.6783	LOC653113	99.7741
LOC653501	205.5106	LOC653501	198.7952
LOC653566	1839.1379	LOC653566	1161.8976
LOC653653	192.3252	LOC653653	59.488
LOC654342	58.1977	LOC654342	295.1807
LOC654433	26.8255	LOC654433	193.9721
LOC678655	546.158	LOC678655	295.4443
LOC723972	5.456	LOC723972	6.4006
LOC727896	25.9162	LOC727896	22.2139
LOC728024	26.3708	LOC728024	17.6958
LOC728190	234.1548	LOC728190	195.7831
LOC728264	48.6496	LOC728264	2649.8494
LOC728323	44.5576	LOC728323	71.1596
LOC728392	62.7444	LOC728392	115.2108
LOC728554	295.0805	LOC728554	297.8163
removed	removed	LOC728606	234.5633
LOC728613	116.3954	LOC728613	137.8012
LOC728640	36.3736	LOC728640	29.3675
LOC728643	55.9243	LOC728643	39.1566
LOC728723	39.1016	LOC728723	58.7349
LOC728743	138.2195	LOC728743	139.6837
LOC728758	53.1963	LOC728758	27.4849
LOC728819	24.5522	LOC728819	18.4488
LOC728855	69.1189	LOC728855	125.4217
LOC728875	34.0911	LOC728875	45.512
removed	removed	LOC728989	7.5301
LOC729020	22.7335	LOC729020	30.8735
LOC729082	408.425	LOC729082	485.0904
LOC729176	20.9148	LOC729176	39.5331
LOC729234	105.0286	LOC729234	83.9608
LOC729375	88.2059	LOC729375	51.5625
LOC729603	20.0055	LOC729603	29.744
LOC729678	450.682	LOC729678	513.6709
removed	removed	LOC729799	18.4488
LOC729991-MEF2B	68.3232	LOC729991-MEF2B	46.3818
LOC729991	181.0539	LOC729991	234.6498
LOC730101	414.2039	LOC730101	112.1988
LOC731789	5.0014	removed	removed
LOC80054	24.5522	LOC80054	94.1265
LOC80154	494.6804	LOC80154	327.5602
LOC81691	150.0409	LOC81691	163.7801
removed	removed	LOC84740	8.6935
LOC84856	10.4574	LOC84856	24.4729
removed	removed	LOC84989	5.3539
LOC90110	229.6081	LOC90110	201.0542
LOC90246	15.4588	LOC90246	25.9789
removed	removed	LOC90586	10.1657
LOC90784	385.5597	LOC90784	221.762
LOC90834	5.0014	LOC90834	43.6747
LOC91316	109.1843	LOC91316	501.6717
LOC92249	444.6667	LOC92249	696.9127
LOC92659	106.3927	LOC92659	38.4036
LOC92973	31.3722	LOC92973	84.3373
removed	removed	LOC93432	33.509
LOC93622	394.1984	LOC93622	522.9669
LOC96610	4017.3275	LOC96610	11321.4232
LOH12CR1	99.1179	LOH12CR1	147.9669
LOH12CR2	52.7417	LOH12CR2	38.4036
LOH3CR2A	38.1922	LOH3CR2A	95.6325
LONP1	1201.2367	LONP1	1750
LONP2	1715.9225	LONP2	8817.7711
LONRF1	306.4472	LONRF1	833.2078
LONRF2	564.6995	LONRF2	468.75
LONRF3	15.4588	LONRF3	94.503
LOXHD1	5.456	LOXHD1	10.1657
LOXL1	938.4378	LOXL1	240.9639
LOXL2	655.5833	LOXL2	614.759
LOXL3	101.0639	LOXL3	60.561
LOXL4	99.5726	LOXL4	546.3102
LOX	690.1882	LOX	998.494
removed	removed	LPAL2	13.1777
LPAR1	601.5277	LPAR1	474.3976
LPAR2	701.555	LPAR2	268.0723
LPAR3	11.8214	LPAR3	15.8133
LPAR4	111.394	LPAR4	8.6596
LPAR5	73.6565	LPAR5	67.7711
LPAR6	680.6402	LPAR6	893.8253
LPCAT1	2705.2833	LPCAT1	737.1988
LPCAT2	481.495	LPCAT2	930.3464
LPCAT3	2167.864	LPCAT3	3602.0331
