gene_id	TCGA-BH-A0B3-01A-11R-A056-07	gene_id	TCGA-BH-A0B3-11B-21R-A089-07
PEX12	120.549	PEX12	354.4869
PEX13	993.1855	PEX13	666.3804
PEX14	330.55	PEX14	351.3954
PEX16	348.9778	PEX16	260.3693
PEX19	2679.0709	PEX19	2885.5887
PEX1	378.1553	PEX1	641.3053
PEX26	424.6089	PEX26	545.4805
PEX2	841.1556	PEX2	1208.0721
PEX3	340.5317	PEX3	472.3057
removed	removed	PEX5L	13.7398
PEX5	645.7434	PEX5	1048.0034
PEX6	837.7004	PEX6	739.8884
PEX7	131.6825	PEX7	290.5968
PFAS	246.0889	PFAS	474.7102
PFDN1	1116.4219	PFDN1	992.7007
PFDN2	3078.6064	PFDN2	408.7591
PFDN4	446.492	PFDN4	262.4302
PFDN5	2898.1668	PFDN5	5432.0309
PFDN6	701.4109	PFDN6	300.2147
removed	removed	PFKFB1	95.8351
PFKFB2	333.6289	PFKFB2	571.9399
PFKFB3	1764.8527	PFKFB3	4407.0416
PFKFB4	433.8228	PFKFB4	140.146
PFKL	4385.0657	PFKL	1962.0438
PFKM	391.2084	PFKM	829.1971
PFKP	7021.4032	PFKP	696.9515
PFN1	19988.4826	PFN1	5078.5745
PFN2	3871.0049	PFN2	1413.1387
removed	removed	PGA3	7.5569
PGAM1	5795.5658	PGAM1	2077.1146
PGAM2	7.6783	PGAM2	52.8982
PGAM4	84.4611	PGAM4	46.0283
PGAM5	961.6048	PGAM5	273.6934
PGAP1	125.156	PGAP1	581.5371
PGAP2	540.167	PGAP2	519.021
PGAP3	498.7043	PGAP3	873.5079
PGBD1	128.9951	PGBD1	178.2739
PGBD2	206.9296	PGBD2	230.1417
PGBD3	107.4729	PGBD3	158.1142
PGBD4	18.4279	PGBD4	68.012
PGBD5	412.7076	PGBD5	101.331
PGCP	2872.8285	PGCP	971.0605
PGD	3680.9675	PGD	1862.7737
PGF	163.5474	PGF	89.3087
PGGT1B	315.5773	PGGT1B	500.4723
PGK1	24891.0644	PGK1	4483.2976
PGLS	869.1813	PGLS	506.3117
removed	removed	PGLYRP2	13.0528
PGM1	4684.9026	PGM1	1629.8841
PGM2L1	869.1813	PGM2L1	560.9274
PGM2	1582.4935	PGM2	571.9193
PGM3	640.43	PGM3	341.599
removed	removed	PGM5P2	8.2439
PGM5	13.437	PGM5	942.5505
PGPEP1	284.4803	PGPEP1	882.0953
PGP	548.2292	PGP	146.3289
PGRMC1	3753.1433	PGRMC1	3710.0902
PGRMC2	1744.8891	PGRMC2	2123.143
PGR	341.2228	PGR	1145.5286
PGS1	522.8909	PGS1	472.3057
PHACTR1	7.6783	PHACTR1	29.5406
PHACTR2	684.1348	PHACTR2	1065.5217
PHACTR4	1016.9882	PHACTR4	1327.2649
PHAX	399.2706	PHAX	569.5148
PHB2	2888.9529	PHB2	2643.8815
PHB	3054.0359	PHB	1894.0318
PHC1	321.2017	PHC1	696.7797
PHC2	2896.6312	PHC2	2257.1061
PHC3	1354.8325	PHC3	2108.3727
PHEX	39.5431	PHEX	28.1666
PHF10	1009.6708	PHF10	2294.5539
PHF11	846.1465	PHF11	832.632
PHF12	945.5802	PHF12	1390.8115
PHF13	805.4516	PHF13	949.4204
PHF14	965.1598	PHF14	992.3572
PHF15	374.3162	PHF15	1865.5217
PHF16	719.8388	PHF16	844.6544
PHF17	560.5144	PHF17	1570.4594
PHF19	884.9218	PHF19	385.058
PHF1	904.1175	PHF1	1488.0206
PHF20L1	1929.1679	PHF20L1	1015.3714
PHF20	903.3496	PHF20	1501.4169
PHF21A	833.8612	PHF21A	1093.0013
removed	removed	PHF21B	7.9004
PHF23	668.7782	PHF23	706.9128
PHF2	1046.5496	PHF2	1684.4998
PHF3	2445.1483	PHF3	3390.6398
PHF5A	605.0485	PHF5A	402.2327
PHF6	489.8743	PHF6	682.1812
PHF7	27.6418	PHF7	117.1318
PHF8	710.2409	PHF8	1303.9073
PHGDH	6154.9093	PHGDH	1650.1503
PHIP	920.5183	PHIP	2728.2164
PHKA1	534.4083	PHKA1	489.4805
PHKA2	993.1356	PHKA2	865.2297
PHKB	1464.248	PHKB	2156.1185
PHKG1	16.8922	PHKG1	30.2276
PHKG2	527.1139	PHKG2	325.6333
PHLDA1	1167.4825	PHLDA1	2223.4435
PHLDA2	223.054	PHLDA2	21.9837
PHLDA3	655.7251	PHLDA3	718.2482
PHLDB1	2674.7289	PHLDB1	2339.8884
PHLDB2	372.3966	PHLDB2	1470.1589
PHLDB3	237.2589	PHLDB3	130.1846
PHLPP1	646.5112	PHLPP1	755.3456
PHLPP2	338.1975	PHLPP2	536.1717
removed	removed	PHOSPHO1	5.8394
PHOSPHO2	12.2852	PHOSPHO2	106.4835
PHPT1	673.0012	PHPT1	432.8038
PHRF1	960.9368	PHRF1	1001.9751
PHTF1	335.5408	PHTF1	208.5015
PHTF2	541.7027	PHTF2	499.0983
PHYHD1	20.3474	PHYHD1	557.836
PHYHIPL	98.8156	PHYHIPL	27.3182
PHYHIP	10.7496	PHYHIP	102.3615
PHYH	995.489	PHYH	617.2606
PI15	99.8176	PI15	14551.1378
PI16	6.1426	PI16	715.1567
PI3	26.874	PI3	49.1198
PI4K2A	930.6075	PI4K2A	833.1919
PI4K2B	738.2666	PI4K2B	652.9841
PI4KAP1	137.8251	PI4KAP1	290.5968
PI4KAP2	60.6584	PI4KAP2	105.7965
PI4KA	1616.278	PI4KA	1887.1619
PI4KB	4310.5864	PI4KB	2164.0189
PIAS1	366.254	PIAS1	571.5758
PIAS2	252.9993	PIAS2	259.3388
PIAS3	2002.1115	PIAS3	1102.6191
PIAS4	232.6519	PIAS4	223.9588
PIBF1	214.6079	PIBF1	479.1756
PICALM	4603.5128	PICALM	4723.7441
PICK1	363.1826	PICK1	367.1962
PID1	42.9984	PID1	324.9463
PIF1	89.452	PIF1	7.2134
PIGA	343.603	PIGA	260.3693
PIGB	186.9124	PIGB	305.8549
PIGC	1021.5952	PIGC	620.0086
PIGF	180.5816	PIGF	278.0318
PIGG	546.3941	PIGG	710.6982
PIGH	225.108	PIGH	411.0434
PIGK	808.5229	PIGK	1252.383
PIGL	54.1319	PIGL	119.5363
PIGM	752.4714	PIGM	493.2589
PIGN	520.2035	PIGN	730.614
PIGO	717.1514	PIGO	757.0631
PIGP	196.1801	PIGP	307.4281
PIGQ	849.1832	PIGQ	514.93
PIGR	19.9635	PIGR	6258.48
PIGS	1936.4622	PIGS	1390.1245
PIGT	2587.5804	PIGT	2461.4856
PIGU	453.7864	PIGU	349.3345
PIGV	172.7613	PIGV	494.9764
PIGW	259.9098	PIGW	184.1134
PIGX	956.7137	PIGX	635.4659
PIGY	1556.3874	PIGY	1837.3551
PIGZ	262.9811	PIGZ	131.2151
PIH1D1	1075.3431	PIH1D1	704.1649
PIH1D2	10.3657	PIH1D2	44.383
PIK3AP1	615.0302	PIK3AP1	476.4277
PIK3C2A	782.8007	PIK3C2A	2233.0614
PIK3C2B	353.9687	PIK3C2B	1128.7248
PIK3C2G	14.5887	PIK3C2G	480.8931
PIK3C3	458.7772	PIK3C3	757.0631
PIK3CA	714.08	PIK3CA	826.1056
PIK3CB	1671.5616	PIK3CB	1074.4526
PIK3CD	452.2507	PIK3CD	619.6651
PIK3CG	115.1742	PIK3CG	165.5646
PIK3IP1	438.4298	PIK3IP1	1798.8836
PIK3R1	2149.9184	PIK3R1	5923.9158
PIK3R2	1492.9187	PIK3R2	1050.7239
PIK3R3	4967.0794	PIK3R3	1776.9
PIK3R4	556.2914	PIK3R4	1094.7188
PIK3R5	193.4927	PIK3R5	169.3431
PIK3R6	39.1592	PIK3R6	25.7621
PIKFYVE	309.0508	PIKFYVE	1253.4135
PILRA	352.817	PILRA	62.1726
PILRB	451.7363	PILRB	1312.4088
PIM1	1660.4281	PIM1	489.137
PIM2	1486.515	PIM2	367.5397
PIM3	999.3282	PIM3	1132.1597
PIN1	568.1927	PIN1	361.7003
PIN4	436.5102	PIN4	333.5337
PINK1	1125.2519	PINK1	1697.8961
PINX1	138.9769	PINX1	105.1095
PION	198.4835	PION	508.0292
PIP4K2A	1167.0986	PIP4K2A	965.2211
PIP4K2B	1647.375	PIP4K2B	2683.7269
PIP4K2C	1513.389	PIP4K2C	1035.2941
PIP5K1A	3388.425	PIP5K1A	1219.064
PIP5K1B	47.6053	PIP5K1B	190.9833
PIP5K1C	1133.6981	PIP5K1C	1056.5908
PIP5KL1	38.7753	PIP5KL1	23.0142
PIPOX	18.4279	PIPOX	19.5792
PIPSL	294.462	PIPSL	123.6582
removed	removed	PIP	6607.8145
PIR	546.3096	PIR	181.3654
PISD	333.2374	PISD	819.9227
PITPNA	2098.8579	PITPNA	2076.7711
PITPNB	1422.0175	PITPNB	1456.4191
PITPNC1	206.1618	PITPNC1	350.365
PITPNM1	651.886	PITPNM1	278.918
PITPNM2	303.676	PITPNM2	223.9588
PITPNM3	300.2208	PITPNM3	194.4182
PITRM1	5704.3517	PITRM1	1377.9682
PITX1	1415.107	PITX1	24.0447
PITX2	79.0863	PITX2	11.6788
removed	removed	PIWIL2	12.3658
PIWIL4	44.5993	PIWIL4	97.7621
PJA1	593.531	PJA1	877.9734
PJA2	1205.49	PJA2	4956.2903
removed	removed	PKD1L1	18.5487
PKD1L2	13.437	PKD1L2	105.453
PKD1	1661.1959	PKD1	1784.4568
PKD2L1	6.1426	removed	removed
PKD2	345.9065	PKD2	1170.6312
PKDCC	108.6477	PKDCC	315.3285
PKDREJ	7.6783	PKDREJ	16.1443
PKHD1L1	12.2852	PKHD1L1	253.8429
removed	removed	PKHD1	446.5436
PKIA	34.9362	PKIA	124.3452
PKIB	193.8766	PKIB	491.8849
PKIG	469.9107	PKIG	699.6994
PKM2	40975.1416	PKM2	12586.3461
PKMYT1	1129.5902	PKMYT1	9.2847
PKN1	2754.583	PKN1	1421.0391
PKN2	933.6789	PKN2	1879.9485
PKN3	290.239	PKN3	258.3083
PKNOX1	422.6893	PKNOX1	483.641
removed	removed	PKNOX2	41.5629
PKP1	636.1455	PKP1	779.3903
PKP2	581.2458	PKP2	736.1099
PKP3	2729.2446	PKP3	573.6368
PKP4	2237.4508	PKP4	4107.5105
PL-5283	1699.2034	PL-5283	1100.9017
PLA1A	50.2927	PLA1A	58.3942
PLA2G12A	456.4737	PLA2G12A	1278.1451
PLA2G15	633.842	PLA2G15	361.0133
PLA2G16	1263.0771	PLA2G16	2399.6565
PLA2G2A	26.4901	PLA2G2A	87.9347
PLA2G2D	68.7206	PLA2G2D	23.3577
PLA2G4A	218.831	PLA2G4A	266.2087
PLA2G4C	72.1758	PLA2G4C	161.4427
PLA2G4F	31.8649	PLA2G4F	36.067
PLA2G5	26.4901	PLA2G5	20.9532
PLA2G6	71.0241	PLA2G6	337.6556
PLA2G7	287.1677	PLA2G7	136.024
PLA2R1	272.9629	PLA2R1	728.2095
PLAA	1049.2101	PLAA	816.8141
PLAC1	6.5265	removed	removed
PLAC2	618.4855	PLAC2	27.8231
PLAC8	25.7222	PLAC8	38.8149
PLAC9	16.8922	PLAC9	232.2027
PLAG1	23.8027	PLAG1	64.2336
PLAGL1	384.6626	PLAGL1	695.2065
PLAGL2	1018.5239	PLAGL2	692.8295
PLAT	996.2568	PLAT	2678.5745
PLAUR	2203.6664	PLAUR	124.3452
PLAU	3982.8774	PLAU	592.6114
PLB1	71.0241	PLB1	83.4693
PLBD1	989.3464	PLBD1	1152.0824
PLBD2	746.7127	PLBD2	567.4538
PLCB1	84.0772	PLCB1	562.6449
PLCB2	226.1253	PLCB2	309.8325
PLCB3	1650.8302	PLCB3	500.8158
PLCB4	316.7291	PLCB4	584.2851
PLCD1	1173.2412	PLCD1	525.5474
PLCD3	1131.7785	PLCD3	780.4208
PLCD4	37.6236	PLCD4	244.225
PLCE1	243.0176	PLCE1	277.544
PLCG1	1424.7049	PLCG1	1726.0352
PLCG2	1108.7436	PLCG2	696.2645
PLCH1	1531.8169	PLCH1	463.0313
PLCH2	49.141	PLCH2	322.1984
PLCL1	66.4171	PLCL1	261.7432
PLCL2	170.8417	PLCL2	298.8407
PLCXD1	294.0781	PLCXD1	244.912
PLCXD2	27.2579	PLCXD2	54.6157
removed	removed	PLCXD3	176.5565
PLD1	630.0029	PLD1	689.7381
PLD2	643.056	PLD2	985.4873
PLD3	5109.5115	PLD3	2896.6939
PLD4	52.9801	PLD4	161.7862
PLD5	12.6692	PLD5	20.9532
PLD6	213.4562	PLD6	146.3701
PLDN	810.4425	PLDN	1644.9979
PLEC	13942.6049	PLEC	4782.1383
PLEK2	164.6991	PLEK2	83.1258
PLEKHA1	585.8528	PLEKHA1	860.7986
PLEKHA2	948.6515	PLEKHA2	1124.2593
PLEKHA3	277.5698	PLEKHA3	406.3547
PLEKHA4	752.0875	PLEKHA4	1237.2692
PLEKHA5	388.521	PLEKHA5	1103.3061
PLEKHA6	351.6652	PLEKHA6	2278.0593
PLEKHA7	275.2663	PLEKHA7	734.0489
PLEKHA8	142.0482	PLEKHA8	86.2173
PLEKHA9	69.1045	PLEKHA9	120.5668
PLEKHB1	228.4288	PLEKHB1	656.0756
PLEKHB2	2076.9748	PLEKHB2	2405.8394
PLEKHF1	409.6362	PLEKHF1	324.9463
PLEKHF2	848.8339	PLEKHF2	1898.8407
PLEKHG1	724.8296	PLEKHG1	676.3418
PLEKHG2	1305.6915	PLEKHG2	340.4036
PLEKHG3	538.2474	PLEKHG3	993.0442
PLEKHG4B	1008.926	PLEKHG4B	401.5457
PLEKHG4	638.0651	PLEKHG4	471.6187
PLEKHG5	326.3269	PLEKHG5	390.5539
PLEKHG6	613.1107	PLEKHG6	337.6556
removed	removed	PLEKHG7	21.6402
PLEKHH1	101.9868	PLEKHH1	359.0726
PLEKHH2	82.1576	PLEKHH2	523.4865
PLEKHH3	588.5402	PLEKHH3	474.7102
PLEKHJ1	633.0742	PLEKHJ1	328.0378
PLEKHM1P	137.6831	PLEKHM1P	247.7699
PLEKHM1	704.8661	PLEKHM1	806.1829
PLEKHM2	2033.5925	PLEKHM2	1268.5273
PLEKHM3	173.913	PLEKHM3	737.8274
PLEKHN1	167.7704	PLEKHN1	49.1198
PLEKHO1	1494.1933	PLEKHO1	568.8278
PLEKHO2	1231.98	PLEKHO2	1062.0867
PLEK	687.2061	PLEK	488.45
PLGLB2	33.5387	PLGLB2	31.7836
PLIN1	145.5034	PLIN1	9610.6483
PLIN2	2326.5189	PLIN2	1272.6492
PLIN3	2229.7725	PLIN3	1026.0198
PLIN4	254.1511	PLIN4	13854.8733
PLIN5	15.7405	PLIN5	204.7231
PLK1S1	152.4139	PLK1S1	403.6067
PLK1	2482.3879	PLK1	40.1889
PLK2	847.6821	PLK2	3787.0331
PLK3	353.9687	PLK3	215.0279
PLK4	441.885	PLK4	92.4002
PLLP	41.4627	PLLP	173.8085
PLN	22.6509	PLN	470.5882
PLOD1	11059.0268	PLOD1	1808.845
PLOD2	3727.4211	PLOD2	724.4311
PLOD3	2494.2893	PLOD3	573.2933
PLP1	8.4461	PLP1	104.4225
PLP2	6175.2567	PLP2	1391.842
PLRG1	1069.9683	PLRG1	937.7415
PLS1	482.9638	PLS1	339.7166
PLS3	8841.9234	PLS3	4456.8484
PLSCR1	3250.9838	PLSCR1	1417.9476
PLSCR3	782.9773	PLSCR3	525.2658
PLSCR4	272.5789	PLSCR4	1617.5182
PLTP	1435.4545	PLTP	1656.3332
PLVAP	1669.2581	PLVAP	1916.7024
PLXDC1	512.5252	PLXDC1	658.7377
PLXDC2	2830.5979	PLXDC2	635.4659
PLXNA1	1836.6446	PLXNA1	1312.1511
PLXNA2	480.6603	PLXNA2	497.3809
PLXNA3	1120.2611	PLXNA3	587.3766
PLXNA4	39.1592	PLXNA4	760.4981
PLXNB1	1033.1126	PLXNB1	2266.7239
PLXNB2	6494.6732	PLXNB2	5406.9558
PLXNB3	402.3419	PLXNB3	259.5449
PLXNC1	339.38	PLXNC1	480.8931
PLXND1	2114.2144	PLXND1	2431.6015
PM20D2	473.7499	PM20D2	693.5165
PMAIP1	366.6379	PMAIP1	186.1743
PMEPA1	5468.7014	PMEPA1	1984.2508
PMF1	2611.767	PMF1	577.6556
removed	removed	PMFBP1	5.1524
PML	3217.9672	PML	1727.7802
PMM1	448.0276	PMM1	447.2306
PMM2	1632.2257	PMM2	611.8506
PMP22	2053.9399	PMP22	3404.3796
PMPCA	836.9325	PMPCA	681.4942
PMPCB	1192.4484	PMPCB	1527.9725
PMS1	264.1328	PMS1	383.684
PMS2CL	70.6402	PMS2CL	116.1013
PMS2L11	34.0493	PMS2L11	33.7243
PMS2L1	278.449	PMS2L1	242.0301
PMS2L2	39.5431	PMS2L2	79.6909
PMS2L3	27.6418	PMS2L3	67.6685
PMS2L4	12.2852	PMS2L4	53.9287
PMS2L5	81.3898	PMS2L5	52.2112
PMS2	590.8437	PMS2	705.5389
PMVK	2720.4146	PMVK	760.8416
PNKD	598.5219	PNKD	593.903
PNKP	716.3835	PNKP	257.6213
PNMA1	822.7277	PNMA1	1061.0562
PNMA2	26.4901	PNMA2	143.9244
PNMA3	6.9105	PNMA3	18.8922
PNMA6A	13.437	PNMA6A	30.9146
PNMAL1	146.2712	PNMAL1	347.9605
PNMAL2	58.8617	PNMAL2	186.3152
removed	removed	PNMT	13.7398
PNN	1849.6977	PNN	2643.1945
PNO1	696.42	PNO1	396.0498
PNOC	60.2745	PNOC	7.2134
PNPLA2	1745.657	PNPLA2	3009.0167
PNPLA3	23.0348	PNPLA3	8.9309
PNPLA4	229.5806	PNPLA4	573.9802
PNPLA6	979.7485	PNPLA6	673.2503
PNPLA7	32.6327	PNPLA7	567.4538
PNPLA8	659.5643	PNPLA8	913.3534
PNPO	1231.5961	PNPO	865.6076
PNPT1	835.3969	PNPT1	636.4964
PNP	1317.5929	PNP	345.8995
PNRC1	1531.049	PNRC1	2945.4702
PNRC2	1217.3913	PNRC2	3127.179
POC1A	495.2491	POC1A	39.1584
POC1B	360.2726	POC1B	418.7136
POC5	147.8069	POC5	254.1863
PODNL1	155.1013	PODNL1	93.0872
PODN	1042.7104	PODN	1361.6144
PODXL2	920.2419	PODXL2	245.2555
PODXL	1677.7042	PODXL	4955.6033
POF1B	31.4809	POF1B	448.6046
POFUT1	2645.5514	POFUT1	1951.3954
POFUT2	605.8163	POFUT2	619.6651
POGK	2713.8881	POGK	1333.1043
POGZ	3442.5569	POGZ	2884.328
POLA1	953.6424	POLA1	529.3259
POLA2	798.5411	POLA2	308.8021
POLB	439.1976	POLB	464.0618
POLD1	897.207	POLD1	235.9811
POLD2	2261.6374	POLD2	937.398
POLD3	807.3711	POLD3	522.1125
POLD4	934.4467	POLD4	578.7892
POLDIP2	2727.3596	POLDIP2	1718.9592
POLDIP3	2048.949	POLDIP3	2636.3246
POLE2	154.7173	POLE2	41.5629
POLE3	1825.5111	POLE3	1263.3748
POLE4	573.1836	POLE4	450.322
POLE	2047.7973	POLE	827.1361
POLG2	84.845	POLG2	128.4672
POLG	1213.2642	POLG	985.0614
POLH	1236.2031	POLH	654.7016
POLI	356.2722	POLI	1101.5887
POLK	216.1436	POLK	647.1447
POLL	266.8509	POLL	538.906
POLM	345.5226	POLM	376.1271
removed	removed	POLN	34.8613
POLQ	171.6096	POLQ	18.2052
POLR1A	902.9657	POLR1A	613.8257
POLR1B	759.7658	POLR1B	641.3053
POLR1C	587.7723	POLR1C	409.1026
POLR1D	1547.9413	POLR1D	1346.1571
POLR1E	836.1647	POLR1E	630.6569
POLR2A	5437.7579	POLR2A	6239.9313
POLR2B	2144.5436	POLR2B	2420.2662
POLR2C	1445.8201	POLR2C	1445.7707
POLR2D	1120.645	POLR2D	445.1696
POLR2E	1612.4388	POLR2E	1617.5182
POLR2F	706.4018	POLR2F	472.1374
POLR2G	1677.7042	POLR2G	807.2134
POLR2H	1093.0032	POLR2H	444.1391
POLR2I	577.6485	POLR2I	310.9283
POLR2J2	73.3544	POLR2J2	79.7183
POLR2J3	193.8766	POLR2J3	244.5204
POLR2J4	108.7321	POLR2J4	269.1421
POLR2J	1019.2917	POLR2J	468.1838
POLR2K	1432.7671	POLR2K	764.2765
POLR2L	1505.7107	POLR2L	827.8231
POLR3A	408.1006	POLR3A	610.0472
POLR3B	310.5864	POLR3B	307.4281
POLR3C	2103.8487	POLR3C	577.4152
POLR3D	495.2491	POLR3D	265.8652
POLR3E	792.3985	POLR3E	728.553
POLR3F	267.5881	POLR3F	297.8102
POLR3GL	596.6024	POLR3GL	610.3907
POLR3G	43.3823	POLR3G	69.386
POLR3H	770.216	POLR3H	1089.7209
POLR3K	536.7118	POLR3K	224.9893
POLRMT	428.448	POLRMT	432.1168
POM121C	864.1904	POM121C	803.0915
POM121L9P	40.6949	POM121L9P	30.5711
POM121	2065.918	POM121	2115.3319
POMC	9.2139	POMC	7.5569
POMGNT1	1226.6897	POMGNT1	1322.6827
POMP	1651.598	POMP	963.5036
POMT1	693.7326	POMT1	675.9983
POMT2	405.0293	POMT2	471.9622
POMZP3	40.3263	POMZP3	25.6694
PON2	1091.4675	PON2	1147.617
PON3	47.2137	PON3	39.5019
POP1	414.6271	POP1	108.5444
POP4	1007.3903	POP4	440.7042
POP5	327.4786	POP5	268.9566
POP7	600.4415	POP7	284.4139
POPDC2	31.4809	POPDC2	74.1949
POPDC3	35.704	POPDC3	9.6179
PORCN	145.1195	PORCN	156.6337
POR	1855.8403	POR	886.2173
POSTN	17930.3196	POSTN	2742.8081
POT1	626.9316	POT1	768.7419
removed	removed	POTED	5.8394
removed	removed	POTEE	6.5264
POTEF	12.6692	POTEF	35.0365
POU2AF1	808.5229	POU2AF1	135.3371
POU2F1	143.9678	POU2F1	111.6359
POU2F2	236.491	POU2F2	107.8574
POU2F3	395.4314	POU2F3	119.5363
POU3F1	10.3657	POU3F1	9.6179
removed	removed	POU3F3	8.5874
POU4F1	7.2944	removed	removed
POU5F1B	9.9818	POU5F1B	9.9614
POU5F1	27.2579	removed	removed
POU6F1	143.5838	POU6F1	436.2387
removed	removed	PP14571	11.6788
PPA1	2585.2769	PPA1	2651.7819
PPA2	787.0237	PPA2	1128.3813
removed	removed	PPAN-P2RY11	81.6247
PPAN	478.7408	PPAN	215.0863
PPAP2A	552.7325	PPAP2A	1490.906
PPAP2B	930.2236	PPAP2B	4076.5994
PPAP2C	2303.1001	PPAP2C	1039.0726
PPAPDC1A	292.1586	removed	removed
PPAPDC1B	543.2383	PPAPDC1B	1071.0176
PPAPDC2	196.9479	PPAPDC2	527.9519
PPAPDC3	39.9271	PPAPDC3	61.8291
PPARA	509.4539	PPARA	987.2048
PPARD	1525.2903	PPARD	767.7115
PPARGC1A	19.9635	PPARGC1A	102.705
PPARGC1B	10.7496	PPARGC1B	16.4878
PPARG	116.7099	PPARG	993.3877
PPAT	396.1993	PPAT	296.7797
PPCDC	163.1635	PPCDC	133.6196
PPCS	1331.0298	PPCS	1107.4281
PPDPF	10800.2687	PPDPF	1874.1091
PPEF1	33.7844	removed	removed
PPFIA1	1478.3684	PPFIA1	1386.6312
PPFIA2	6.5265	PPFIA2	19.2357
PPFIA3	692.1969	PPFIA3	58.7377
PPFIA4	69.8723	PPFIA4	37.7845
PPFIBP1	1007.3903	PPFIBP1	1890.2533
PPFIBP2	448.7955	PPFIBP2	1479.7767
PPHLN1	662.6356	PPHLN1	841.9064
PPIAL4C	94.0589	PPIAL4C	22.6707
PPIAL4G	48.3732	PPIAL4G	28.1666
PPIA	6802.5722	PPIA	3174.5814
PPIB	13277.5353	PPIB	4568.6836
PPIC	828.1025	PPIC	693.5165
PPID	701.4109	PPID	594.2465
PPIEL	29.9453	PPIEL	102.018
PPIE	1007.0064	PPIE	696.9515
PPIF	1257.3184	PPIF	833.6625
PPIG	1771.7631	PPIG	1512.4088
PPIH	641.1364	PPIH	260.0258
PPIL1	1111.431	PPIL1	462.0009
PPIL2	852.5002	PPIL2	956.8639
PPIL3	334.773	PPIL3	336.2817
PPIL4	642.672	PPIL4	844.9979
PPIL5	320.9521	PPIL5	122.6277
PPIL6	17.66	PPIL6	53.2417
PPIP5K1	361.2631	PPIP5K1	833.319
PPIP5K2	521.7391	PPIP5K2	1189.5234
PPL	2495.0571	PPL	3164.62
PPM1A	1067.6648	PPM1A	2536.3675
PPM1B	602.745	PPM1B	1275.7407
PPM1D	369.3253	PPM1D	492.5719
PPM1E	27.8261	PPM1E	14.8356
PPM1F	781.265	PPM1F	1345.8892
PPM1G	5551.0126	PPM1G	1641.9064
PPM1H	995.8729	PPM1H	1080.6355
PPM1J	110.9511	PPM1J	57.3637
PPM1K	186.1983	PPM1K	451.696
PPM1L	71.0241	PPM1L	107.1705
PPM1M	474.5177	PPM1M	706.2258
PPM1N	13.0531	PPM1N	13.0528
PPME1	1642.768	PPME1	863.8901
PPOX	372.7805	PPOX	243.8815
PPP1CA	4729.0988	PPP1CA	1469.0734
PPP1CB	9462.459	PPP1CB	7460.8811
PPP1CC	2980.3244	PPP1CC	3167.368
PPP1R10	1600.5375	PPP1R10	1300.4723
PPP1R11	2364.5263	PPP1R11	1342.0352
PPP1R12A	1497.6485	PPP1R12A	2011.8506
PPP1R12B	572.0319	PPP1R12B	5504.1649
PPP1R12C	1336.4046	PPP1R12C	920.9103
PPP1R13B	663.0195	PPP1R13B	829.8841
PPP1R13L	2438.2378	PPP1R13L	826.1056
PPP1R14A	90.6037	PPP1R14A	118.1623
PPP1R14B	3859.8714	PPP1R14B	355.8609
PPP1R14C	102.1211	PPP1R14C	135.3371
PPP1R15A	1827.8146	PPP1R15A	1735.6805
PPP1R15B	1134.4659	PPP1R15B	1837.0116
PPP1R16A	743.5071	PPP1R16A	376.158
PPP1R16B	173.913	PPP1R16B	848.4328
PPP1R1A	74.0954	PPP1R1A	1548.8192
PPP1R1B	2785.2961	PPP1R1B	1364.7059
PPP1R2P1	7.6783	removed	removed
PPP1R2P3	94.0589	PPP1R2P3	62.8596
PPP1R2	1169.786	PPP1R2	1268.5273
PPP1R3B	2161.4358	PPP1R3B	2112.8381
PPP1R3C	37.6236	PPP1R3C	1300.4723
PPP1R3D	281.409	PPP1R3D	443.4521
PPP1R3E	31.8649	PPP1R3E	171.0605
PPP1R3F	52.5962	PPP1R3F	48.0893
PPP1R3G	49.9088	PPP1R3G	30.2276
PPP1R7	910.644	PPP1R7	867.6685
PPP1R8	1058.8348	PPP1R8	1067.9261
PPP1R9A	223.054	PPP1R9A	885.1868
PPP1R9B	2063.1539	PPP1R9B	1103.9931
PPP2CA	2021.1997	PPP2CA	2416.4397
PPP2CB	1811.3063	PPP2CB	2499.9571
PPP2R1A	9247.3366	PPP2R1A	3953.9717
PPP2R1B	1035.4161	PPP2R1B	918.5058
PPP2R2A	1292.6384	PPP2R2A	1146.5865
PPP2R2B	13.8209	PPP2R2B	74.5384
PPP2R2C	94.8268	PPP2R2C	27.4796
PPP2R2D	543.2383	PPP2R2D	667.0674
PPP2R3A	1110.6632	PPP2R3A	738.1709
PPP2R3B	162.0117	PPP2R3B	133.9631
PPP2R3C	397.351	PPP2R3C	425.2469
PPP2R4	4250.6958	PPP2R4	2675.8265
PPP2R5A	1149.4385	PPP2R5A	2292.1426
PPP2R5B	379.307	PPP2R5B	328.7248
PPP2R5C	2415.5869	PPP2R5C	2696.7797
PPP2R5D	2085.8739	PPP2R5D	1070.7875
PPP2R5E	838.8521	PPP2R5E	781.4513
PPP3CA	964.7759	PPP3CA	1572.5204
PPP3CB	912.9475	PPP3CB	1642.5934
PPP3CC	441.862	PPP3CC	359.5912
PPP3R1	1874.6521	PPP3R1	1697.2091
PPP4C	2801.8044	PPP4C	820.2662
PPP4R1L	21.4992	PPP4R1L	98.9266
PPP4R1	1714.176	PPP4R1	1674.5384
PPP4R2	500.6239	PPP4R2	599.0554
