gene_id	TCGA-BH-A1EV-01A-11R-A137-07	gene_id	TCGA-BH-A1EV-11A-24R-A137-07
EGF	15.9115	EGF	224.7108
EGLN1	1113.03	EGLN1	1919.2715
EGLN2	1605.7359	EGLN2	577.4059
EGLN3	1676.9186	EGLN3	902.2889
EGOT	25.2256	EGOT	101.8952
EGR1	2121.2768	EGR1	46891.7056
EGR2	132.3372	EGR2	4062.2693
EGR3	197.9237	EGR3	6365.4935
EHBP1L1	978.3642	EHBP1L1	382.476
EHBP1	733.8702	EHBP1	2246.3697
EHD1	1132.0462	EHD1	594.3884
EHD2	1660.619	EHD2	4288.4568
EHD3	302.3188	EHD3	707.6052
EHD4	1370.7189	EHD4	1361.8016
EHF	5047.4435	EHF	6502.0921
EHHADH	669.0599	EHHADH	525.7199
EHMT1	2755.0209	EHMT1	996.3081
EHMT2	2479.8681	EHMT2	912.8723
EI24	2593.5772	EI24	2687.9153
EID1	2734.0642	EID1	4194.4376
EID2B	32.2111	EID2B	43.5639
EID2	246.4345	EID2	221.5112
EID3	27.5541	EID3	59.808
EIF1AD	569.3218	EIF1AD	438.0999
EIF1AX	1330.358	EIF1AX	2840.2658
EIF1B	553.0222	EIF1B	807.5314
EIF1	6151.9356	EIF1	12414.4721
EIF2AK1	8881.2458	EIF2AK1	3200.5661
EIF2AK2	875.5215	EIF2AK2	658.6266
EIF2AK3	2100.3202	EIF2AK3	1306.4238
EIF2AK4	4234.7919	EIF2AK4	1801.8705
EIF2A	2154.6522	EIF2A	2697.0219
EIF2B1	653.5364	EIF2B1	1128.7226
EIF2B2	517.3183	EIF2B2	410.5341
EIF2B3	543.7082	EIF2B3	565.3458
EIF2B4	917.4348	EIF2B4	598.0802
EIF2B5	1741.3408	EIF2B5	860.2018
EIF2C1	1106.8206	EIF2C1	1380.0148
EIF2C2	443.1939	EIF2C2	286.4878
EIF2C3	320.1708	EIF2C3	237.7554
EIF2C4	440.8654	EIF2C4	804.0857
EIF2S1	2218.2982	EIF2S1	1983.7558
EIF2S2	1848.4525	EIF2S2	1354.9102
EIF2S3	7561.075	EIF2S3	5784.1496
EIF3A	7927.428	EIF3A	5864.1398
EIF3B	4179.6837	EIF3B	2557.9621
EIF3CL	10121.498	EIF3CL	8069.2518
EIF3C	212.0617	EIF3C	857.6495
EIF3D	5224.0225	EIF3D	4444.7453
EIF3E	5665.6641	EIF3E	8356.3869
EIF3F	1995.537	EIF3F	2419.3945
EIF3G	1553.5073	EIF3G	1248.3313
EIF3H	8091.5882	EIF3H	4358.602
EIF3I	2027.36	EIF3I	2616.2934
EIF3J	1189.871	EIF3J	1515.7691
EIF3K	2067.721	EIF3K	2118.6316
EIF3L	8955.4672	EIF3L	11308.1467
EIF3M	1742.866	EIF3M	2503.6697
EIF4A1	6537.8093	EIF4A1	7876.4263
EIF4A2	9718.4438	EIF4A2	10119.8622
EIF4A3	1044.3388	EIF4A3	1168.5946
EIF4B	14061.6629	EIF4B	12598.1492
EIF4E2	1671.4854	EIF4E2	1321.6835
EIF4E3	684.1952	EIF4E3	1724.3416
EIF4EBP1	884.4475	EIF4EBP1	339.1583
EIF4EBP2	6629.6692	EIF4EBP2	8437.6077
EIF4EBP3	164.7075	EIF4EBP3	221.4029
EIF4ENIF1	861.1623	EIF4ENIF1	736.4017
EIF4E	362.084	EIF4E	670.1944
EIF4G1	12522.7515	EIF4G1	5125.7691
EIF4G2	27121.7619	EIF4G2	23778.981
EIF4G3	4090.424	EIF4G3	1984.7403
EIF4H	2930.8237	EIF4H	3352.4489
EIF5A2	127.6802	EIF5A2	273.9355
EIF5AL1	685.7476	EIF5AL1	735.4172
EIF5A	3023.9643	EIF5A	2890.9673
EIF5B	3547.8801	EIF5B	3312.5769
EIF5	4919.3752	EIF5	6810.9771
EIF6	1714.5629	EIF6	1118.6316
ELAC1	31.823	ELAC1	180.1501
ELAC2	1090.9091	ELAC2	1056.6084
ELAVL1	1573.2997	ELAVL1	1500.3692
ELAVL2	39.9728	ELAVL2	19.6899
ELAVL3	9.7021	removed	removed
removed	removed	ELAVL4	6.3992
ELF1	1315.9988	ELF1	2462.22
ELF2	721.8395	ELF2	1178.4396
ELF3	2701.8531	ELF3	2838.7891
ELF4	407.4901	ELF4	503.0765
ELF5	486.6596	ELF5	1577.4059
ELFN1	46.9584	ELFN1	22.3972
removed	removed	ELFN2	6.6453
ELK1	827.3989	ELK1	546.6404
ELK3	380.7121	ELK3	885.0603
ELK4	300.7665	ELK4	269.5053
ELL2	1068.7882	ELL2	1742.0625
ELL3	179.9554	ELL3	134.1915
ELL	321.7231	ELL	254.2456
ELMO1	314.3495	ELMO1	593.8961
ELMO2	1727.3697	ELMO2	1023.6279
ELMO3	616.6683	ELMO3	220.0345
ELMOD2	273.2124	ELMOD2	315.0381
ELMOD3	554.1865	ELMOD3	743.047
ELN	1548.0741	ELN	1021.4127
ELOF1	719.8991	ELOF1	405.6116
ELOVL1	2156.5926	ELOVL1	1306.4238
ELOVL2	18.24	ELOVL2	134.8757
removed	removed	ELOVL3	34.7034
ELOVL4	18.6281	ELOVL4	62.7615
ELOVL5	6084.7967	ELOVL5	8977.3566
ELOVL6	88.4836	ELOVL6	525.966
ELOVL7	32.9873	ELOVL7	614.0783
ELP2P	8.1498	ELP2P	6.6453
ELP2	907.3445	ELP2	2320.699
ELP3	1108.761	ELP3	736.4017
ELP4	284.0788	ELP4	221.019
ELTD1	325.604	ELTD1	1771.5973
EMB	280.586	EMB	1245.6313
EMCN	95.8572	EMCN	1685.208
EMD	915.1062	EMD	700.4676
EME1	97.6773	EME1	27.1499
EME2	29.1064	removed	removed
EMG1	288.3089	EMG1	360.8171
EMID1	96.2453	EMID1	123.3079
removed	removed	EMID2	6.8915
EMILIN1	1643.5432	EMILIN1	399.9508
EMILIN2	167.265	EMILIN2	648.0433
EMILIN3	5.0723	EMILIN3	40.6867
EML1	483.943	EML1	614.8166
EML2	1429.708	EML2	281.0731
EML3	423.0135	EML3	456.5592
EML4	1291.9375	EML4	1744.2776
EML5	15.9115	EML5	184.1004
EML6	15.5234	EML6	34.7034
EMP1	2908.7028	EMP1	13814.4228
EMP2	7158.6301	EMP2	3674.6247
EMP3	378.3836	EMP3	453.3596
EMR1	5.8213	EMR1	11.0756
EMR2	81.1099	EMR2	267.7824
removed	removed	EMR4P	8.8604
EMX2OS	38.0324	EMX2OS	208.9589
EMX2	14.7473	EMX2	39.872
EN1	28.3303	EN1	123.554
ENAH	4614.3398	ENAH	6873.0002
ENC1	1943.7237	ENC1	2554.2013
ENDOD1	977.2	ENDOD1	2026.5813
ENDOG	86.1318	ENDOG	68.1959
ENDOU	5.4332	ENDOU	14.029
ENGASE	185.8931	ENGASE	238.2476
ENG	1455.7058	ENG	2383.7066
removed	removed	ENHO	18.4593
ENKUR	5.8213	ENKUR	9.8449
ENO1	82804.6958	ENO1	12364.509
ENO2	1000.097	ENO2	443.7608
ENO3	21.7328	ENO3	26.5813
ENOPH1	521.1992	ENOPH1	724.5877
ENOSF1	359.282	ENOSF1	466.0226
ENOX1	107.8878	ENOX1	78.7595
ENOX2	273.6005	ENOX2	450.8984
ENPEP	242.1655	ENPEP	491.2626
ENPP1	2664.2088	ENPP1	1316.2688
ENPP2	291.0643	ENPP2	4322.1757
ENPP3	81.8861	ENPP3	126.5075
ENPP4	725.3323	ENPP4	911.1494
ENPP5	931.0178	ENPP5	584.7896
removed	removed	ENPP6	29.2887
ENSA	7040.2639	ENSA	3425.0554
ENTPD1	794.7997	ENTPD1	1502.3382
ENTPD2	310.0805	ENTPD2	289.9335
ENTPD3	39.5847	ENTPD3	149.397
removed	removed	ENTPD4	580.3593
ENTPD5	291.6775	ENTPD5	250.1797
ENTPD6	1185.602	ENTPD6	803.8395
ENTPD7	1709.2112	ENTPD7	351.2134
ENTPD8	49.2869	removed	removed
ENY2	624.43	ENY2	446.4681
removed	removed	EOMES	29.0426
EP300	4162.2199	EP300	3435.8848
EP400NL	147.4726	EP400NL	133.399
EP400	1654.7977	EP400	1806.793
EPAS1	2919.1811	EPAS1	7692.0994
EPB41L1	2048.3167	EPB41L1	2067.9301
EPB41L2	872.8049	EPB41L2	3577.8981
EPB41L3	882.507	EPB41L3	867.8317
EPB41L4A	626.7585	EPB41L4A	898.351
EPB41L4B	396.6237	EPB41L4B	1390.352
EPB41L5	692.345	EPB41L5	923.7017
EPB41	740.3978	EPB41	1334.2432
removed	removed	EPB42	9.5988
EPB49	31.4349	EPB49	498.4002
EPC1	538.663	EPC1	758.0605
EPC2	527.0205	EPC2	1126.9998
EPCAM	4143.9798	EPCAM	2696.5297
EPDR1	225.0897	EPDR1	526.9505
removed	removed	EPGN	17.4748
EPHA10	41.1371	EPHA10	52.9166
EPHA1	136.6062	EPHA1	206.0054
EPHA2	216.1638	EPHA2	629.5841
EPHA3	3612.3023	EPHA3	157.5191
EPHA4	135.83	EPHA4	534.5804
EPHA5	20.1805	EPHA5	18.7054
removed	removed	EPHA6	13.0445
EPHA7	5.0451	EPHA7	71.8681
EPHB1	24.4494	EPHB1	359.5865
EPHB2	106.3355	EPHB2	117.8932
EPHB3	1292.3256	EPHB3	750.1846
EPHB4	1312.118	EPHB4	1937.2385
EPHB6	11.2545	EPHB6	220.0345
EPHX1	1700.5918	EPHX1	2927.8858
EPHX2	681.4786	EPHX2	755.8454
EPHX3	7.3736	EPHX3	10.0911
removed	removed	EPHX4	25.3507
EPM2AIP1	1193.3637	EPM2AIP1	1584.0512
EPM2A	71.0197	EPM2A	222.2496
EPN1	1473.9497	EPN1	669.4561
EPN2	850.2959	EPN2	1047.9941
EPN3	520.8111	EPN3	144.7206
EPOR	109.0521	EPOR	71.5604
EPO	65.5865	removed	removed
EPPK1	1916.7556	EPPK1	768.1516
EPR1	132.9815	EPR1	56.4952
EPRS	5499.1753	EPRS	3811.9616
EPS15L1	1076.5499	EPS15L1	613.3399
EPS15	1250.4123	EPS15	2943.8838
EPS8L1	578.2478	EPS8L1	179.9163
EPS8L2	1489.0851	EPS8L2	629.3379
EPS8	1292.3256	EPS8	2641.398
EPSTI1	92.7525	EPSTI1	111.0017
EPT1	902.2994	EPT1	1071.1297
EPYC	100.1261	removed	removed
ERAL1	4456.3889	ERAL1	905.4886
removed	removed	ERAP1	2953.4876
ERAP2	58.601	ERAP2	140.2904
ERBB2IP	2785.2915	ERBB2IP	3000.2461
ERBB2	109177.4522	ERBB2	12939.4536
ERBB3	16454.8365	ERBB3	4871.0313
ERBB4	1039.2937	ERBB4	724.5877
ERC1	2310.6627	ERC1	1957.1745
ERC2	6.5975	ERC2	20.4283
ERCC1	1086.2521	ERCC1	571.1691
ERCC2	496.905	ERCC2	238.986
ERCC3	976.8119	ERCC3	1174.5016
ERCC4	547.2009	ERCC4	496.1851
ERCC5	763.8731	ERCC5	1440.1009
ERCC6L	199.8642	ERCC6L	99.9262
ERCC6	588.8581	ERCC6	442.4612
ERCC8	99.738	ERCC8	221.7573
removed	removed	EREG	61.777
ERF	917.8228	ERF	414.4721
ERGIC1	10654.5066	ERGIC1	3937.9769
ERGIC2	3079.8486	ERGIC2	902.2889
ERGIC3	3489.6672	ERGIC3	2940.6842
ERG	312.7971	ERG	840.5119
ERH	2085.961	ERH	1588.7275
ERI1	892.9853	ERI1	505.2917
ERI2	781.5038	ERI2	663.9158
ERI3	2059.5712	ERI3	727.049
ERICH1	154.4581	ERICH1	209.205
ERLEC1	2315.3197	ERLEC1	2025.3507
ERLIN1	886.3879	ERLIN1	1469.3576
ERLIN2	3894.8288	ERLIN2	2586.7586
ERMAP	1005.9183	ERMAP	582.3283
ERMN	125.3517	ERMN	8.1221
ERMP1	2333.517	ERMP1	1938.1122
ERN1	256.5247	ERN1	252.5228
ERN2	12.0307	removed	removed
ERO1LB	151.7415	ERO1LB	492.7394
ERO1L	1851.5572	ERO1L	985.2326
ERP27	391.5785	ERP27	77.5289
ERP29	2277.6754	ERP29	1541.2257
ERP44	1209.6633	ERP44	1486.094
ERRFI1	583.2929	ERRFI1	5284.5188
removed	removed	ERVFRDE1	11.5678
ESAM	444.3582	ESAM	852.8181
ESCO1	452.1199	ESCO1	688.6537
ESCO2	306.5878	ESCO2	100.4184
ESD	1125.8368	ESD	2439.8228
ESF1	636.8487	ESF1	674.1324
ESM1	336.4704	ESM1	21.1666
ESPL1	616.6683	ESPL1	109.0327
ESPNL	5.4332	ESPNL	24.1201
ESPNP	14.3592	removed	removed
ESPN	628.3109	ESPN	174.9938
ESR1	8428.4467	ESR1	2369.6776
ESR2	6.9855	ESR2	40.8565
ESRP1	5003.9779	ESRP1	1571.0066
ESRP2	1087.0282	ESRP2	765.1981
ESRRA	364.0244	ESRRA	214.3736
ESRRG	319.0065	ESRRG	116.1703
ESYT1	4513.4375	ESYT1	5221.5112
ESYT2	2581.5465	ESYT2	5363.5245
ESYT3	37.2562	ESYT3	57.1007
ETAA1	433.8799	ETAA1	559.4388
ETF1	2080.5278	ETF1	3748.4617
ETFA	732.7059	ETFA	1418.6562
ETFB	566.9933	ETFB	364.0167
ETFDH	445.9105	ETFDH	580.6055
ETHE1	503.3472	ETHE1	371.8927
ETNK1	1281.0711	ETNK1	2313.8075
ETNK2	1635.0053	ETNK2	391.8287
ETS1	1212.3799	ETS1	3879.1533
ETS2	448.2391	ETS2	3340.3889
ETV1	447.0748	ETV1	495.939
ETV2	8.5379	removed	removed
ETV3L	6.2094	ETV3L	11.3217
ETV3	282.1384	ETV3	336.4509
ETV4	37.6443	ETV4	94.0192
ETV5	350.0534	ETV5	420.6252
ETV6	1426.9914	ETV6	2436.6232
ETV7	25.6137	ETV7	38.1492
EVC2	66.3627	EVC2	161.2109
EVC	906.1182	EVC	1093.7952
EVI2A	242.1655	EVI2A	320.4529
EVI2B	186.2812	EVI2B	479.4487
EVI5L	420.685	EVI5L	145.459
EVI5	242.1655	EVI5	678.8088
EVL	10682.8369	EVL	1079.744
EVPL	475.4051	EVPL	211.4201
EWSR1	5791.4039	EWSR1	3072.6064
EXD2	1273.6975	EXD2	902.2889
EXD3	168.8173	EXD3	94.7576
EXO1	258.077	EXO1	97.7111
EXOC1	967.4978	EXOC1	1391.5826
EXOC2	2397.982	EXOC2	1015.5058
EXOC3L2	38.0324	EXOC3L2	15.5058
EXOC3L	39.5847	EXOC3L	22.3505
EXOC3	991.171	EXOC3	825.9906
EXOC4	1172.019	EXOC4	1899.3355
EXOC5	2049.869	EXOC5	2241.4472
EXOC6B	315.5137	EXOC6B	379.2764
EXOC6	858.4457	EXOC6	608.1713
EXOC7	1771.6115	EXOC7	2346.9899
EXOC8	329.8729	EXOC8	765.6904
EXOG	41.9133	EXOG	156.2885
EXOSC10	1095.5661	EXOSC10	1469.6037
EXOSC1	379.5479	EXOSC1	291.4103
EXOSC2	499.0783	EXOSC2	380.2609
EXOSC3	357.427	EXOSC3	236.0325
EXOSC4	288.3477	EXOSC4	105.3409
EXOSC5	269.7196	EXOSC5	150.6276
EXOSC6	152.5177	EXOSC6	305.4393
EXOSC7	400.1164	EXOSC7	338.1738
EXOSC8	960.7296	EXOSC8	347.209
EXOSC9	339.1792	EXOSC9	481.2159
EXPH5	323.6635	EXPH5	470.096
EXT1	1175.8999	EXT1	1301.0091
EXT2	1883.3802	EXT2	2206.7438
EXTL1	57.8248	EXTL1	24.1201
EXTL2	287.5716	EXTL2	576.4214
EXTL3	1341.2244	EXTL3	1149.397
EYA1	32.5992	EYA1	35.934
EYA2	1310.9537	EYA2	420.379
EYA3	157.1747	EYA3	176.4706
EYA4	10.4783	EYA4	20.1821
EYS	24.0613	EYS	71.1297
EZH1	606.19	EZH1	1474.7723
EZH2	185.1169	EZH2	273.9355
EZR	17546.5218	EZR	3872.7541
F10	16.2996	F10	92.5425
F11R	22023.8867	F11R	5548.1172
F12	113.321	F12	11.0756
F13A1	1690.5016	F13A1	1942.6532
F2RL1	149.8011	F2RL1	522.5203
F2RL2	174.2505	F2RL2	396.7512
F2RL3	64.8103	F2RL3	40.3643
F2R	1288.8328	F2R	1666.9948
F3	163.7722	F3	2779.2272
F5	23.2851	F5	16.9825
F7	290.2882	F7	45.5329
F8A1	67.1388	F8A1	63.0076
F8	240.6248	F8	1348.7571
FA2H	129.6206	FA2H	48.4863
FAAH2	398.176	FAAH2	190.4996
FAAH	396.2356	FAAH	233.3251
FABP3	126.516	FABP3	66.4534
FABP4	8.1498	FABP4	12662.8107
FABP5	39.9728	FABP5	106.0793
FABP6	10.0902	removed	removed
removed	removed	FABP7	315.5304
FADD	406.7139	FADD	295.8405
FADS1	728.437	FADS1	1522.7418
FADS2	3051.9065	FADS2	1130.9623
FADS3	311.6329	FADS3	444.253
FAF1	636.0726	FAF1	914.8413
FAF2	1968.371	FAF2	1886.0448
FAHD1	491.3166	FAHD1	316.7561
FAHD2A	303.8712	FAHD2A	319.7145
FAHD2B	544.8724	FAHD2B	180.4086
FAH	1187.9305	FAH	949.5447
FAIM2	3372.0772	FAIM2	76.7905
FAIM3	164.7269	FAIM3	129.114
FAIM	217.7161	FAIM	318.9761
FAM100A	224.3136	FAM100A	151.6121
FAM100B	219.6565	FAM100B	345.8036
FAM101A	177.3552	FAM101A	40.1181
FAM101B	569.7099	FAM101B	419.3945
FAM102A	3022.412	FAM102A	1666.5026
FAM102B	749.0055	FAM102B	1143.49
FAM103A1	437.7607	FAM103A1	361.43
FAM104A	508.7494	FAM104A	720.1108
FAM104B	283.6907	FAM104B	220.5267
FAM105A	143.5917	FAM105A	509.4758
FAM105B	372.1743	FAM105B	563.6229
removed	removed	FAM106A	7.6298
removed	removed	FAM106C	10.5833
FAM107A	16.2996	FAM107A	834.605
FAM107B	1696.3229	FAM107B	2880.1378
FAM108A1	358.5912	FAM108A1	156.7807
FAM108B1	326.3801	FAM108B1	430.9623
FAM108C1	444.3582	FAM108C1	246.8619
FAM109A	200.6403	FAM109A	152.5966
FAM109B	620.9372	FAM109B	232.3406
FAM10A4	358.2032	FAM10A4	426.0399
FAM110A	697.002	FAM110A	185.331
FAM110B	311.6329	FAM110B	209.4511
FAM110C	17.4639	removed	removed
FAM111A	620.5491	FAM111A	1152.3505
FAM111B	709.4208	FAM111B	244.1546
FAM113A	290.2882	FAM113A	333.2513
FAM113B	198.3118	FAM113B	112.2348
FAM114A1	860.3861	FAM114A1	1042.8255
FAM114A2	482.3906	FAM114A2	573.4679
FAM115A	560.3958	FAM115A	772.0896
FAM115C	236.5189	FAM115C	389.6234
FAM116A	693.1212	FAM116A	1388.8752
FAM116B	339.9631	FAM116B	120.8467
FAM117A	183.1765	FAM117A	503.5688
FAM117B	286.7954	FAM117B	547.1327
FAM118A	274.7647	FAM118A	355.4024
FAM118B	235.5681	FAM118B	258.1836
FAM119A	191.7144	FAM119A	220.7728
FAM119B	199.4761	FAM119B	392.5671
FAM120AOS	1981.791	FAM120AOS	1283.4802
FAM120A	7388.1517	FAM120A	4365.0554
FAM120B	669.4479	FAM120B	924.6862
FAM120C	493.6451	FAM120C	577.1597
FAM122A	417.9684	FAM122A	910.9033
FAM122B	343.844	FAM122B	855.5255
FAM122C	19.4043	FAM122C	45.0406
FAM123B	214.6114	FAM123B	265.0751
FAM124A	7.3736	FAM124A	53.9011
FAM124B	19.0162	FAM124B	43.3177
FAM125A	368.6815	FAM125A	237.7554
FAM125B	307.752	FAM125B	362.7861
FAM126A	417.1922	FAM126A	1862.4169
FAM126B	511.8851	FAM126B	913.3645
FAM127A	1039.2937	FAM127A	1012.3062
FAM127B	518.8707	FAM127B	568.0532
FAM127C	316.2899	FAM127C	419.8868
FAM128A	685.3595	FAM128A	85.651
FAM128B	771.5145	FAM128B	193.6992
FAM129A	2811.6814	FAM129A	4054.1472
FAM129B	4884.8355	FAM129B	1952.0059
FAM131A	301.9307	FAM131A	246.6158
FAM131B	20.1805	FAM131B	52.9166
FAM132A	17.4639	removed	removed
FAM133A	7.7617	FAM133A	11.3217
FAM133B	73.7363	FAM133B	142.0133
FAM134A	2296.3035	FAM134A	2238.4937
FAM134B	487.0476	FAM134B	806.0546
FAM134C	1277.5783	FAM134C	1561.9001
FAM135A	95.081	FAM135A	527.1967
FAM135B	19.7924	removed	removed
FAM136A	747.4532	FAM136A	637.2139
FAM13AOS	6.7954	FAM13AOS	70.8959
FAM13A	139.1249	FAM13A	2429.2272
FAM13B	583.6538	FAM13B	2253.9724
FAM13C	49.4499	FAM13C	669.4315
FAM149A	22.509	FAM149A	259.6603
FAM149B1	883.6713	FAM149B1	689.146
removed	removed	FAM150B	17.7209
FAM151B	39.1967	FAM151B	22.6434
removed	removed	FAM153A	8.1221
FAM154A	7.7617	removed	removed
FAM154B	168.0411	FAM154B	78.5134
FAM155A	86.155	FAM155A	46.5174
FAM155B	8.5379	FAM155B	25.843
FAM156A	312.7971	FAM156A	512.4292
FAM157A	12.8068	FAM157A	19.936
FAM158A	126.904	FAM158A	39.872
FAM159A	6.9855	removed	removed
FAM160A1	237.5085	FAM160A1	241.6933
FAM160A2	640.3415	FAM160A2	625.1538
FAM160B1	1209.6633	FAM160B1	1306.1777
FAM160B2	1567.4784	FAM160B2	894.6591
FAM161A	104.7832	FAM161A	165.1489
FAM161B	237.621	FAM161B	144.9668
FAM162A	2173.2803	FAM162A	560.1772
removed	removed	FAM162B	66.9456
FAM164A	154.4581	FAM164A	657.1499
FAM164C	21.7328	FAM164C	49.717
FAM165B	301.1546	FAM165B	367.9547
removed	removed	FAM166B	60.0541
FAM167A	52.7797	FAM167A	173.271
FAM167B	37.2562	FAM167B	33.9651
FAM168A	509.1685	FAM168A	399.7047
FAM168B	3312.7001	FAM168B	4004.4302
FAM169A	31.4349	FAM169A	251.2921
FAM171A1	109.8283	FAM171A1	868.0778
FAM171A2	21.3447	FAM171A2	15.2597
FAM171B	94.6929	FAM171B	723.8494
FAM172A	752.8864	FAM172A	1098.2033
FAM173A	91.9763	FAM173A	28.3042
FAM173B	343.4559	FAM173B	267.7824
FAM174A	247.9868	FAM174A	293.8715
FAM174B	1306.2967	FAM174B	698.0064
FAM175A	195.2498	FAM175A	491.6983
FAM175B	699.7186	FAM175B	579.3748
FAM176A	52.7797	FAM176A	82.2053
FAM176B	268.4118	FAM176B	81.3463
FAM177A1	698.9425	FAM177A1	977.3566
FAM177B	27.5541	FAM177B	6.6453
FAM178A	1112.2538	FAM178A	1191.9764
FAM178B	21.3447	FAM178B	15.0135
FAM179B	793.6354	FAM179B	974.4032
FAM180A	84.6027	FAM180A	146.4435
removed	removed	FAM180B	22.3972
removed	removed	FAM181B	6.8915
FAM182B	45.7941	FAM182B	36.4263
FAM183A	15.1353	FAM183A	22.8895
FAM184A	16.6877	FAM184A	165.6412
FAM184B	49.1705	FAM184B	14.2136
FAM185A	49.2869	FAM185A	95.7421
FAM186A	14.3592	removed	removed
removed	removed	FAM186B	12.3062
FAM188A	537.8869	FAM188A	658.8728
FAM188B	227.6705	FAM188B	220.4135
FAM189A1	12.8068	FAM189A1	15.5058
FAM189A2	59.7652	FAM189A2	669.9483
FAM189B	1973.8042	FAM189B	445.4836
FAM18A	6.5975	FAM18A	31.2454
FAM18B2	179.0472	FAM18B2	365.3015
FAM18B	861.1623	FAM18B	1004.6763
FAM190A	6.2094	FAM190A	145.7051
FAM190B	1079.6546	FAM190B	2224.2186
FAM192A	852.6244	FAM192A	1113.7091
FAM193A	790.9188	FAM193A	646.0743
FAM193B	280.1979	FAM193B	498.1541
FAM194A	5.8213	removed	removed
FAM195A	264.2864	FAM195A	56.1162
FAM195B	945.765	FAM195B	600.5415
removed	removed	FAM196B	51.6859
FAM198A	113.321	FAM198A	154.3195
FAM198B	3424.0807	FAM198B	5211.4201
FAM199X	987.6783	FAM199X	681.7622
FAM19A2	20.1805	FAM19A2	50.4553
FAM19A3	6.5975	FAM19A3	9.8449
FAM19A5	64.8103	FAM19A5	22.8895
FAM200A	143.9798	FAM200A	184.1004
FAM200B	224.7017	FAM200B	558.4543
FAM20A	84.9908	FAM20A	353.1873
FAM20B	2840.7878	FAM20B	2634.2604
FAM20C	447.0748	FAM20C	827.7135
FAM21A	327.1563	FAM21A	523.997
FAM21B	606.5781	FAM21B	807.7775
FAM21C	1192.5876	FAM21C	2190.9919
FAM22A	70.6316	FAM22A	48.9786
FAM22D	294.4756	FAM22D	144.2284
removed	removed	FAM23A	19.936
removed	removed	FAM24B	14.2038
FAM26E	184.3407	FAM26E	236.2786
FAM26F	38.0324	FAM26F	93.0347
removed	removed	FAM27C	7.3837
FAM32A	1200.3493	FAM32A	1087.3739
FAM35A	1048.6077	FAM35A	925.4246
FAM35B2	93.1406	FAM35B2	88.6045
FAM35B	360.1436	FAM35B	307.4083
FAM36A	811.7163	FAM36A	830.6522
FAM38A	1516.7284	FAM38A	1934.4647
FAM38B	504.1234	FAM38B	501.8459
FAM3A	526.6324	FAM3A	297.8095
FAM3B	992.3353	FAM3B	103.8641
FAM3C	566.2171	FAM3C	1432.193
removed	removed	FAM3D	59.5619
FAM40A	547.589	FAM40A	687.4231
FAM40B	13.583	FAM40B	14.029
FAM41C	15.5234	FAM41C	22.8895
FAM43A	80.3338	FAM43A	224.4647
FAM43B	12.0307	FAM43B	5.4147
FAM45A	454.8365	FAM45A	581.3438
FAM45B	239.0608	FAM45B	254.2456
FAM46A	237.8966	FAM46A	1746.4927
FAM46B	609.6827	FAM46B	659.1189
FAM46C	534.7822	FAM46C	638.1984
FAM46D	5.4332	removed	removed
FAM47E	138.7795	FAM47E	271.4324
FAM48A	3491.0022	FAM48A	1194.0167
FAM49A	61.3176	FAM49A	250.3077
FAM49B	2102.6487	FAM49B	1290.6719
FAM50A	1062.1907	FAM50A	308.1467
FAM50B	15.9115	FAM50B	98.4494
FAM53A	15.1353	FAM53A	11.8139
FAM53B	1012.5274	FAM53B	741.366
FAM53C	1172.4071	FAM53C	1582.3283
FAM54A	65.1984	FAM54A	32.4883
FAM54B	456.8817	FAM54B	1027.5658
FAM55C	2165.1305	FAM55C	931.0854
FAM57A	188.2216	FAM57A	238.7398
FAM57B	43.0775	removed	removed
FAM58A	192.1025	FAM58A	158.0113
FAM59A	627.1466	FAM59A	289.9335
removed	removed	FAM5B	10.0911
FAM5C	251.4796	removed	removed
FAM60A	1465.7999	FAM60A	2114.6936
FAM63A	1082.7593	FAM63A	628.8457
FAM63B	227.4183	FAM63B	698.0064
FAM64A	62.4818	FAM64A	40.1181
FAM65A	824.2942	FAM65A	1117.6471
FAM65B	69.8554	FAM65B	205.5132
FAM65C	54.332	FAM65C	86.3894
FAM66C	19.4043	FAM66C	52.6704
removed	removed	FAM66D	16.5444
FAM69A	200.6403	FAM69A	758.5528
FAM69B	180.1339	FAM69B	137.7554
removed	removed	FAM69C	9.8449
FAM70A	29.4945	FAM70A	340.8811
FAM70B	31.823	FAM70B	30.5193
FAM71D	25.2256	FAM71D	16.4903
FAM71E1	36.6469	FAM71E1	20.9574
removed	removed	FAM71F2	14.5213
FAM72A	41.1371	FAM72A	21.6589
FAM72B	84.6027	FAM72B	52.6704
FAM72D	67.1388	FAM72D	34.7034
FAM73A	284.4669	FAM73A	1019.936
FAM73B	249.5391	FAM73B	215.8504
FAM76A	178.1314	FAM76A	437.1154
FAM76B	288.7358	FAM76B	576.9136
FAM78A	68.6912	FAM78A	95.2498
FAM78B	20.9566	FAM78B	20.6744
removed	removed	FAM7A2	7.3837
FAM7A3	6.9855	FAM7A3	14.7674
FAM81A	13.583	FAM81A	26.3352
FAM81B	11.6426	FAM81B	6.8915
FAM82A1	50.8392	FAM82A1	155.304
FAM82A2	2774.4251	FAM82A2	666.5026
FAM82B	787.8141	FAM82B	867.3394
FAM83A	57.8248	FAM83A	8.6143
FAM83B	25.6137	FAM83B	159.2419
FAM83D	353.158	FAM83D	141.521
removed	removed	FAM83E	19.1976
