gene_id	TCGA-E2-A153-01A-12R-A12D-07	gene_id	TCGA-E2-A153-11A-31R-A12D-07
MED15	1706.3404	MED15	1646.8718
MED16	1280.8676	MED16	1184.9665
MED17	528.921	MED17	749.4039
MED18	274.1935	MED18	286.5902
MED19	229.1435	MED19	148.5182
MED1	1512.2358	MED1	1681.3898
MED20	423.2481	MED20	437.8335
MED21	460.5117	MED21	445.1005
MED22	741.3793	MED22	752.5832
MED23	708.0089	MED23	1197.2295
MED24	2111.7909	MED24	1444.7599
MED25	1221.0901	MED25	704.4397
MED26	388.2091	MED26	271.6021
MED27	210.7898	MED27	217.5542
MED28	577.3081	MED28	479.6185
MED29	2001.1123	MED29	1406.6084
MED30	149.0545	MED30	138.072
MED31	113.5984	MED31	106.3608
MED4	955.5061	MED4	839.7865
MED6	382.0912	MED6	296.5823
MED7	185.762	MED7	184.853
MED8	581.2013	MED8	465.5388
MED9	285.317	MED9	477.3476
MEF2A	1364.7553	MEF2A	1835.7488
removed	removed	MEF2B	28.3502
MEF2C	915.4616	MEF2C	1037.8108
MEF2D	2990.5451	MEF2D	1803.1112
MEFV	5.5617	removed	removed
MEG3	111.7909	MEG3	556.8298
MEGF10	424.9166	MEGF10	145.7931
MEGF6	1423.2481	MEGF6	1154.9903
MEGF8	976.6407	MEGF8	1539.6843
MEGF9	1647.386	MEGF9	1768.5932
MEI1	22.2469	MEI1	54.0479
MEIS1	375.4171	MEIS1	312.0245
MEIS2	108.4538	MEIS2	547.7461
MEIS3P1	404.3382	MEIS3P1	607.2442
MEIS3	600.6674	MEIS3	299.3074
MELK	76.1958	MELK	24.9801
MEMO1	375.8843	MEMO1	260.7244
MEN1	1012.792	MEN1	768.0254
MEOX1	28.3648	MEOX1	569.547
MEOX2	58.3982	MEOX2	376.5187
removed	removed	MEP1A	6.3586
MEPCE	1579.5328	MEPCE	1111.3887
MERTK	253.6151	MERTK	687.6348
MESDC1	468.2981	MESDC1	385.6024
MESDC2	1741.3793	MESDC2	1206.7673
MESP1	22.2469	MESP1	50.8686
MESP2	21.6908	MESP2	13.6255
removed	removed	MESTIT1	9.0837
MEST	508.8988	MEST	1154.9903
METAP1	686.8743	METAP1	1253.5483
METAP2	1486.6518	METAP2	1511.5249
METRNL	880.4227	METRNL	441.467
METRN	681.3126	METRN	101.2831
METT10D	649.6107	METT10D	1021.006
METT11D1	379.3103	METT11D1	565.0051
METT5D1	343.1591	METT5D1	352.4469
METTL10	249.0267	METTL10	281.5533
METTL11A	438.337	METTL11A	281.1945
METTL11B	8.3426	removed	removed
METTL12	71.8743	METTL12	47.6167
METTL13	1058.3982	METTL13	840.6949
METTL14	298.109	METTL14	412.3992
METTL1	409.3437	METTL1	300.6699
METTL2A	360.9566	METTL2A	314.2954
METTL2B	214.683	METTL2B	256.1599
METTL3	540.5784	METTL3	757.8426
METTL4	169.6329	METTL4	202.5661
METTL5	460.4338	METTL5	330.4871
METTL6	251.9466	METTL6	214.8291
METTL7A	718.5762	METTL7A	3628.4773
METTL7B	21.1346	METTL7B	19.5299
METTL8	324.2492	METTL8	369.7059
METTL9	2187.9867	METTL9	1640.5132
MET	233.0367	MET	1802.2028
MEX3A	544.4939	MEX3A	387.4191
MEX3B	76.1958	MEX3B	103.554
MEX3C	881.535	MEX3C	1446.5766
MEX3D	512.792	MEX3D	446.0089
MFAP1	872.0801	MFAP1	781.651
MFAP2	2513.9043	MFAP2	147.6099
MFAP3L	265.8509	MFAP3L	755.7625
MFAP3	1508.3426	MFAP3	1028.7271
MFAP4	1583.426	MFAP4	1357.1023
MFAP5	4388.2091	MFAP5	1343.0226
MFF	1053.3927	MFF	970.5916
MFGE8	4760.8454	MFGE8	4822.0734
MFHAS1	162.9588	MFHAS1	262.5185
MFI2	131.8131	MFI2	788.4637
MFN1	541.1568	MFN1	965.1414
MFN2	2234.7052	MFN2	3219.7116
MFNG	152.3915	MFNG	282.0484
MFRP	1815.3504	MFRP	302.0325
MFSD10	1372.0801	MFSD10	901.5556
MFSD11	678.4483	MFSD11	611.5408
MFSD1	1609.01	MFSD1	2088.3388
MFSD2A	68.4093	MFSD2A	330.1919
MFSD2B	11.1235	MFSD2B	11.3546
MFSD3	342.0467	MFSD3	258.885
MFSD4	45.0501	MFSD4	174.4067
MFSD5	805.8954	MFSD5	527.3078
MFSD6L	10.0111	MFSD6L	12.263
MFSD6	1412.6808	MFSD6	2161.4625
MFSD7	679.1379	MFSD7	525.3548
MFSD8	292.5473	MFSD8	445.5547
MFSD9	116.7964	MFSD9	211.6498
MGAM	42.2692	MGAM	99.4663
MGAT1	3556.1735	MGAT1	2808.2207
MGAT2	944.3826	MGAT2	525.0369
MGAT3	89.5439	MGAT3	236.1758
MGAT4A	1248.0534	MGAT4A	1451.5726
MGAT4B	1606.6908	MGAT4B	1297.963
MGAT5B	6.1179	MGAT5B	25.8885
MGAT5	179.0879	MGAT5	288.8611
MGA	918.7987	MGA	1669.1268
MGC12982	62.8476	MGC12982	18.6216
removed	removed	MGC16121	34.518
MGC16142	7.2303	MGC16142	5.9044
MGC16275	35.5951	MGC16275	35.8805
removed	removed	MGC16384	10.4462
MGC21881	95.6618	MGC21881	128.0799
MGC23270	91.7686	MGC23270	44.0559
MGC23284	28.921	MGC23284	39.0598
MGC2752	648.4983	MGC2752	601.3398
MGC29506	16.129	MGC29506	247.0762
MGC3771	21.98	MGC3771	13.8708
MGC42105	7.7864	removed	removed
MGC45800	42.8254	removed	removed
MGC57346	162.3304	MGC57346	169.1427
MGC70857	482.7586	MGC70857	402.4072
MGC72080	55.8176	MGC72080	66.4335
MGC87042	26.1402	MGC87042	12.7172
MGEA5	3846.4961	MGEA5	4110.8209
MGLL	2210.2336	MGLL	2777.3362
MGMT	347.6085	MGMT	195.2992
MGP	14125.6952	MGP	59076.1894
MGRN1	2045.0501	MGRN1	1477.4611
MGST1	1126.2514	MGST1	4460.5428
MGST2	658.5095	MGST2	684.9097
MGST3	1988.8765	MGST3	760.7585
MIA3	3565.6285	MIA3	2113.319
MIAT	244.6051	MIAT	106.5289
removed	removed	MIA	594.3954
MIB1	1690.2113	MIB1	2400.8175
MIB2	276.9744	MIB2	359.2597
MICAL1	385.9844	MICAL1	721.2445
MICAL2	3074.5273	MICAL2	1112.297
MICAL3	407.6752	MICAL3	1652.7762
MICALCL	50.0556	MICALCL	61.3149
MICALL1	496.1068	MICALL1	1303.5086
MICALL2	509.4549	MICALL2	465.993
MICA	426.5851	MICA	462.8137
MICB	177.4194	MICB	76.7571
MID1IP1	693.5484	MID1IP1	441.467
MID1	82.8699	MID1	665.3798
MID2	785.8732	MID2	701.7145
MIDN	3214.1268	MIDN	1768.5932
MIER1	1076.1958	MIER1	1020.5518
MIER2	444.9388	MIER2	436.0168
MIER3	540.6007	MIER3	654.9336
MIF4GD	541.9911	MIF4GD	370.4144
MIF	2944.0879	MIF	1863.2406
MIIP	296.9967	MIIP	257.9766
MINA	426.1123	MINA	866.8605
MINK1	1438.0979	MINK1	2717.4974
MINPP1	446.0512	MINPP1	402.8614
MIOS	623.4705	MIOS	612.2403
MIPEP	668.5206	MIPEP	536.8457
MIPOL1	348.7208	MIPOL1	168.9565
MIR155HG	6.6741	MIR155HG	14.5339
MIR17HG	7.2303	MIR17HG	32.2471
MIS12	253.059	MIS12	393.3235
MITD1	184.0934	MITD1	175.7693
MITF	528.921	MITF	422.8455
MKI67IP	835.9066	MKI67IP	712.6013
MKI67	667.4082	MKI67	426.0248
MKKS	714.1268	MKKS	568.1844
MKL1	857.6196	MKL1	1525.6046
MKL2	2297.5528	MKL2	2886.3404
MKLN1	1609.01	MKLN1	2058.3627
MKNK1	510.5673	MKNK1	501.8735
MKNK2	5279.1991	MKNK2	3364.1422
MKRN1	3098.4427	MKRN1	2306.3472
MKRN2	729.1435	MKRN2	746.2246
MKS1	369.2992	MKS1	282.5026
MKX	2205.228	MKX	9.0837
removed	removed	MLC1	5.4502
MLEC	3459.3993	MLEC	5347.1103
MLF1IP	168.3982	MLF1IP	139.6616
MLF1	527.8087	MLF1	309.2994
MLF2	3219.1324	MLF2	2831.8383
MLH1	636.2625	MLH1	790.7346
MLH3	456.0623	MLH3	566.3677
MLKL	192.436	MLKL	208.0164
MLL2	1725.1947	MLL2	3306.6515
MLL3	1888.2091	MLL3	3565.3457
MLL4	1231.9244	MLL4	1423.8674
MLL5	2482.2358	MLL5	2711.2161
MLLT10	626.2514	MLLT10	824.3443
MLLT11	182.9811	MLLT11	114.9086
MLLT1	1857.6196	MLLT1	1576.0191
MLLT3	192.436	MLLT3	406.949
MLLT4	2141.8242	MLLT4	3659.3619
MLLT6	2714.683	MLLT6	4524.1285
MLL	1985.5395	MLL	3314.6361
MLPH	6810.901	MLPH	3520.8357
MLST8	1051.0567	MLST8	619.4618
MLXIPL	42.2692	MLXIPL	33.6096
MLXIP	547.2747	MLXIP	1703.6448
MLX	990.8954	MLX	1068.3638
MLYCD	159.0656	MLYCD	297.9448
MMAA	240.8231	MMAA	320.654
MMAB	482.2024	MMAB	1319.405
MMACHC	132.9255	MMACHC	197.5701
MMADHC	1524.4716	MMADHC	1470.1942
MMD	219.1324	MMD	286.5902
MMEL1	7.1079	MMEL1	9.1518
MME	1148.4983	MME	3201.09
MMGT1	664.0712	MMGT1	859.7706
MMP10	85.0945	removed	removed
MMP11	30707.4527	MMP11	158.9645
MMP12	12.792	MMP12	153.0601
MMP13	1935.4839	removed	removed
MMP14	26251.3904	MMP14	6336.7776
MMP15	470.5228	MMP15	616.3279
MMP16	85.0945	MMP16	143.5222
MMP17	122.3582	MMP17	57.2272
MMP19	612.9032	MMP19	558.1923
MMP1	275.8621	removed	removed
MMP23B	21.6908	MMP23B	93.5619
MMP24	327.03	MMP24	350.176
MMP25	23.7041	MMP25	37.9425
removed	removed	MMP27	10.4462
MMP28	189.099	MMP28	130.805
MMP2	34179.644	MMP2	15306.0066
MMP3	282.5362	MMP3	75.3946
MMP7	267.5195	MMP7	2724.6508
MMP8	5.0056	removed	removed
MMP9	4051.7241	MMP9	1729.9875
MMRN1	168.5206	MMRN1	522.3118
MMRN2	1025.0278	MMRN2	2045.1913
MMS19	1339.2659	MMS19	1288.9747
MN1	553.3927	MN1	163.9605
MNAT1	240.267	MNAT1	202.5661
MND1	10.0111	MND1	10.9004
MNDA	390.4338	MNDA	125.809
MNS1	101.7798	MNS1	89.0201
MNT	616.2403	MNT	728.9656
MOAP1	716.9077	MOAP1	846.1451
MOB2	567.8532	MOB2	571.3637
MOBKL1A	622.9143	MOBKL1A	964.233
MOBKL1B	686.3181	MOBKL1B	740.7744
MOBKL2A	1459.9555	MOBKL2A	1115.4763
MOBKL2B	227.475	MOBKL2B	610.8777
MOBKL2C	341.4905	MOBKL2C	441.9212
MOBKL3	895.4394	MOBKL3	1081.8667
MOCOS	157.3971	MOCOS	169.8649
MOCS1	375.8621	MOCS1	487.5122
MOCS2	590.6563	MOCS2	569.547
MOCS3	295.8843	MOCS3	208.4705
removed	removed	MOGAT2	169.4107
MOGS	1229.1435	MOGS	1118.6556
MON1A	213.5706	MON1A	192.5741
MON1B	417.6863	MON1B	728.0572
MON2	897.6641	MON2	1720.9038
MORC2	992.7697	MORC2	1137.7314
MORC3	774.1935	MORC3	1042.8069
MORC4	640.7119	MORC4	664.4714
MORF4L1	4047.2747	MORF4L1	3146.5879
MORF4L2	5126.2514	MORF4L2	3474.9586
MORF4	5.0056	removed	removed
MORN1	83.426	MORN1	105.3707
MORN2	246.941	MORN2	114.0002
MORN3	26.6963	MORN3	5.4502
MORN4	205.228	MORN4	138.9804
MOSC1	73.9711	MOSC1	338.3672
MOSC2	299.7775	MOSC2	272.5105
MOSPD1	218.02	MOSPD1	237.0841
MOSPD2	273.0812	MOSPD2	338.8214
MOSPD3	392.6585	MOSPD3	212.104
MOV10	828.1424	MOV10	1040.5359
MOXD1	522.8031	MOXD1	194.3908
MPDU1	1083.9989	MPDU1	1043.261
MPDZ	776.9744	MPDZ	1244.4646
MPEG1	845.9399	MPEG1	840.2407
MPG	1124.0267	MPG	508.6863
MPHOSPH10	972.7475	MPHOSPH10	809.8104
MPHOSPH6	281.98	MPHOSPH6	792.5514
MPHOSPH8	877.6418	MPHOSPH8	1203.1339
MPHOSPH9	137.931	MPHOSPH9	108.55
MPI	738.5984	MPI	555.9214
MPL	11.6796	MPL	31.7929
MPND	476.6407	MPND	371.9768
removed	removed	MPO	9.5379
MPP1	496.663	MPP1	441.9212
MPP2	160.178	MPP2	172.59
MPP3	119.0211	MPP3	203.9287
MPP5	875.4171	MPP5	1033.7232
MPP6	22.2469	MPP6	111.7293
MPP7	791.4349	MPP7	722.1528
MPPE1	481.6463	MPPE1	639.4913
removed	removed	MPPED1	20.8925
MPPED2	43.9377	MPPED2	93.1078
MPRIP	1889.3215	MPRIP	2349.4947
MPST	411.5684	MPST	475.0766
MPV17L2	234.7052	MPV17L2	261.1559
MPV17L	208.5651	MPV17L	2027.4781
MPV17	1088.4316	MPV17	589.9852
MPZL1	4690.2113	MPZL1	5917.5656
MPZL2	709.6774	MPZL2	1461.5647
MPZL3	27.2525	MPZL3	93.5619
MPZ	13.3482	MPZ	15.8964
MR1	500.5562	MR1	166.6856
MRAP2	8.8988	MRAP2	97.6496
MRAS	523.3593	MRAS	1321.2218
MRC1	229.6997	MRC1	187.5781
MRC2	8357.6196	MRC2	3676.6209
MRE11A	361.5128	MRE11A	574.0888
MREG	1062.03	MREG	1217.6678
MRFAP1L1	1800.8899	MRFAP1L1	1233.11
MRFAP1	5901.0011	MRFAP1	5384.8075
removed	removed	MRGPRE	5.4502
MRGPRF	226.9188	MRGPRF	327.4668
removed	removed	MRGPRX3	61.3149
MRI1	602.8921	MRI1	546.3836
MRM1	131.257	MRM1	99.4663
MRO	27.2525	MRO	10.4462
MRP63	588.9878	MRP63	510.9209
MRPL10	947.1635	MRPL10	604.0649
MRPL11	462.1802	MRPL11	388.7817
MRPL12	698.5539	MRPL12	475.0766
MRPL13	665.7397	MRPL13	414.216
MRPL14	644.6051	MRPL14	315.658
MRPL15	712.4583	MRPL15	504.1444
MRPL16	541.1568	MRPL16	479.1643
MRPL17	985.5395	MRPL17	590.4394
MRPL18	673.5261	MRPL18	573.1804
MRPL19	1054.505	MRPL19	1125.9226
MRPL1	245.2725	MRPL1	246.1678
MRPL20	1208.6541	MRPL20	960.6313
MRPL21	366.5184	MRPL21	398.3195
MRPL22	359.8443	MRPL22	231.6339
MRPL23	413.7931	MRPL23	207.108
MRPL24	2087.8754	MRPL24	660.838
MRPL27	730.2558	MRPL27	466.9013
MRPL28	954.9499	MRPL28	604.9733
MRPL2	327.03	MRPL2	374.2478
MRPL30	785.9677	MRPL30	1115.5944
MRPL32	675.7508	MRPL32	642.6706
MRPL33	309.2325	MRPL33	320.654
MRPL34	462.7364	MRPL34	314.2954
MRPL35	739.7108	MRPL35	667.1965
MRPL36	255.8398	MRPL36	199.841
MRPL37	1155.7286	MRPL37	946.974
MRPL38	870.4116	MRPL38	687.6621
MRPL39	317.5751	MRPL39	337.0047
MRPL3	1537.8198	MRPL3	1209.0383
MRPL40	566.7408	MRPL40	418.7578
MRPL41	411.5684	MRPL41	375.1561
removed	removed	MRPL42P5	17.1091
MRPL42	669.6329	MRPL42	710.344
MRPL43	950.1335	MRPL43	780.9197
MRPL44	569.5217	MRPL44	542.7501
MRPL45	1092.3248	MRPL45	840.6949
MRPL46	259.1769	MRPL46	244.8053
MRPL47	460.5117	MRPL47	361.9848
MRPL48	289.7664	MRPL48	250.7097
MRPL49	1378.198	MRPL49	1488.8157
MRPL4	710.2336	MRPL4	619.5072
MRPL50	298.109	MRPL50	380.1522
MRPL51	1542.8254	MRPL51	849.3244
MRPL52	390.4338	MRPL52	270.2396
MRPL53	493.3259	MRPL53	270.0761
MRPL54	506.1179	MRPL54	386.5107
MRPL55	542.2692	MRPL55	273.4189
MRPL9	1136.0067	MRPL9	659.321
MRPS10	817.5751	MRPS10	865.2208
MRPS11	396.5517	MRPS11	380.1522
MRPS12	444.9388	MRPS12	294.7655
MRPS14	529.4772	MRPS14	285.6818
MRPS15	723.5818	MRPS15	654.0252
MRPS16	1485.1613	MRPS16	1253.5483
MRPS17	215.7953	MRPS17	163.8288
MRPS18A	498.3315	MRPS18A	566.8218
MRPS18B	1270.8565	MRPS18B	1157.2613
MRPS18C	203.02	MRPS18C	206.3086
MRPS21	745.2725	MRPS21	619.053
MRPS22	345.9399	MRPS22	394.686
MRPS23	715.2392	MRPS23	423.2996
MRPS24	706.3404	MRPS24	615.8737
MRPS25	508.1758	MRPS25	1101.383
MRPS26	710.2336	MRPS26	497.3317
MRPS27	1789.2102	MRPS27	1521.9712
MRPS28	205.3448	MRPS28	195.0539
MRPS2	709.6719	MRPS2	737.5451
MRPS30	1270.8565	MRPS30	536.8457
MRPS31	291.4349	MRPS31	316.5664
MRPS33	477.1969	MRPS33	373.7936
MRPS34	1216.3515	MRPS34	582.7183
MRPS35	1186.3181	MRPS35	1366.186
MRPS36	305.8954	MRPS36	213.9207
MRPS5	652.9477	MRPS5	551.8338
MRPS6	1036.3459	MRPS6	717.7609
MRPS7	1069.2436	MRPS7	829.5401
MRPS9	432.1468	MRPS9	433.7459
MRRF	501.1123	MRRF	506.8695
MRS2	454.3938	MRS2	650.8459
MRTO4	870.9677	MRTO4	746.6788
MRVI1	837.0412	MRVI1	684.9097
MS4A14	605.2558	MS4A14	70.3985
removed	removed	MS4A1	41.3308
MS4A2	87.8754	MS4A2	29.522
MS4A4A	225.2503	MS4A4A	223.9128
MS4A6A	709.1212	MS4A6A	571.3637
MS4A7	3596.079	MS4A7	458.726
MSC	347.4972	MSC	37.6973
MSH2	639.5996	MSH2	713.9775
MSH3	459.2992	MSH3	473.2644
MSH5	93.7653	MSH5	172.9715
MSH6	1151.8354	MSH6	1454.7519
MSI1	14.4605	MSI1	89.4743
MSI2	433.8154	MSI2	288.4069
MSL1	2106.7853	MSL1	1767.2306
MSL2	857.6196	MSL2	943.3405
MSL3L2	67.297	MSL3L2	70.8527
MSL3	431.0345	MSL3	521.8576
MSLN	5.5617	removed	removed
MSMB	31.7019	MSMB	61.769
MSMP	17.7976	MSMP	37.2431
MSN	9309.2325	MSN	8764.392
MSR1	1685.2058	MSR1	488.248
MSRA	81.7575	MSRA	263.881
MSRB2	476.0845	MSRB2	292.0404
MSRB3	1529.4772	MSRB3	1375.7239
MST1P2	57.2859	MST1P2	169.8649
MST1P9	10.5673	MST1P9	34.518
MST1R	647.386	MST1R	329.2835
MST1	81.2013	MST1	139.8887
MST4	285.8732	MST4	252.9806
removed	removed	MSTN	12.263
MSTO1	959.2214	MSTO1	487.217
MSTO2P	179.0323	MSTO2P	107.6416
MSX1	76.1958	MSX1	46.781
MSX2	93.9933	MSX2	381.9689
removed	removed	MT1A	9.9921
MT1E	347.6085	MT1E	1389.8036
MT1F	32.8142	MT1F	88.1117
MT1G	8.3426	MT1G	45.8726
MT1L	20.5784	MT1L	18.6216
MT1M	15.0167	MT1M	85.3866
MT1X	157.9533	MT1X	1860.7926
MT2A	1885.9844	MT2A	5938.9122
MT3	6.1179	removed	removed
MTA1	1093.9933	MTA1	1012.3765
MTA2	1587.8754	MTA2	2012.0359
MTA3	1122.9143	MTA3	838.8782
MTAP	578.9766	MTAP	740.3202
MTBP	64.5161	MTBP	67.6734
MTCH1	2526.1402	MTCH1	3190.1896
MTCH2	1433.2592	MTCH2	1276.7117
MTCP1NB	242.6474	MTCP1NB	185.4979
MTCP1	17.0857	MTCP1	38.8691
MTDH	4073.9711	MTDH	2955.8306
MTERFD1	318.1313	MTERFD1	280.2316
MTERFD2	382.0912	MTERFD2	377.8812
MTERFD3	281.4238	MTERFD3	465.0846
MTERF	212.4583	MTERF	226.6379
MTF1	491.1012	MTF1	797.5474
MTF2	387.6529	MTF2	472.3515
MTFMT	142.3804	MTFMT	201.6578
MTFR1	505.5951	MTFR1	503.2724
MTG1	326.4739	MTG1	417.8494
MTHFD1L	407.6752	MTHFD1L	275.6898
MTHFD1	1446.2458	MTHFD1	1215.038
MTHFD2L	103.9043	MTHFD2L	246.1088
MTHFD2	1162.9588	MTHFD2	971.4591
MTHFR	514.3048	MTHFR	803.4518
MTHFSD	246.3849	MTHFSD	407.4032
MTHFS	242.4917	MTHFS	191.6657
MTIF2	727.475	MTIF2	701.7145
MTIF3	849.8331	MTIF3	649.4834
MTL5	515.0167	MTL5	185.3071
MTM1	302.0022	MTM1	498.24
MTMR10	618.2036	MTMR10	1147.3464
MTMR11	567.297	MTMR11	262.0643
MTMR12	994.4383	MTMR12	1837.175
MTMR14	813.1257	MTMR14	891.5635
MTMR15	426.8465	MTMR15	693.0078
MTMR1	715.2392	MTMR1	875.6671
MTMR2	733.5929	MTMR2	703.0771
MTMR3	1036.1513	MTMR3	2069.7173
MTMR4	939.3771	MTMR4	1127.7393
MTMR6	906.0067	MTMR6	1036.9025
MTMR7	25.9399	MTMR7	42.7478
MTMR8	6.6741	MTMR8	13.6255
MTMR9L	46.1624	MTMR9L	193.9366
MTMR9	527.2414	MTMR9	649.4289
MTO1	305.3393	MTO1	454.6384
MTOR	1328.1424	MTOR	2244.5782
MTP18	246.9577	MTP18	228.9997
MTPAP	448.2759	MTPAP	497.6133
MTRF1L	218.5762	MTRF1L	222.5502
MTRF1	116.2403	MTRF1	130.805
MTRR	560.0667	MTRR	670.3758
MTR	1570.634	MTR	1432.9511
MTSS1L	1329.2547	MTSS1L	1323.0385
MTSS1	907.6752	MTSS1	689.4516
MTUS1	1710.2336	MTUS1	3905.9839
removed	removed	MTUS2	8.1753
MTX1	822.0245	MTX1	408.7022
MTX2	548.3871	MTX2	457.8176
MTX3	700.7786	MTX3	691.7225
MUC12	7.2303	MUC12	6.8128
removed	removed	MUC15	489.6105
MUC16	1350.3893	MUC16	504.5986
MUC1	31615.1279	MUC1	5595.0948
MUC20	157.3971	MUC20	221.1877
removed	removed	MUC4	66.7651
MUC5B	1856.5072	MUC5B	766.2087
removed	removed	MUC6	264.3352
removed	removed	MUC7	104.5941
MUCL1	8.3426	MUCL1	26327.2397
MUDENG	605.1168	MUDENG	840.6949
MUL1	759.733	MUL1	802.5434
MUM1L1	226.3626	MUM1L1	143.5222
MUM1	996.663	MUM1	836.1531
MURC	52.8365	MURC	9.5379
MUS81	482.7586	MUS81	508.2321
MUSTN1	49.4994	MUSTN1	83.5699
MUTED	276.9744	MUTED	361.5533
MUTYH	112.4527	MUTYH	134.9654
removed	removed	MUT	850.2328
MVD	313.1257	MVD	2602.9295
MVK	275.3059	MVK	1299.4209
MVP	7141.2681	MVP	3148.8589
MX1	1718.5762	MX1	935.1652
MX2	592.3248	MX2	292.0404
MXD1	482.7586	MXD1	505.9612
MXD3	107.7086	MXD3	100.1022
MXD4	1422.6919	MXD4	1658.2264
MXI1	1209.6774	MXI1	1384.3534
MXRA5	31477.1969	MXRA5	5566.4812
MXRA7	4768.6318	MXRA7	2008.4024
MXRA8	7711.3459	MXRA8	2262.7455
removed	removed	MYADML2	7.2669
MYADM	6673.5261	MYADM	6740.0931
MYBBP1A	707.8587	MYBBP1A	1569.2245
MYBL1	186.8743	MYBL1	119.4504
MYBL2	174.0823	MYBL2	109.0042
MYBPC1	13.3482	MYBPC1	1599.6367
removed	removed	MYBPC2	16.3506
MYBPH	5.0056	removed	removed
MYB	3146.2736	MYB	928.8066
MYCBP2	1500.5562	MYCBP2	2628.818
MYCBP	898.7764	MYCBP	804.6009
MYCL1	169.6329	MYCL1	121.2672
MYCN	37.8198	MYCN	5.4502
MYCT1	269.7442	MYCT1	429.6582
MYC	2691.3237	MYC	5084.1376
MYD88	1301.4461	MYD88	1086.8627
MYEF2	368.9711	MYEF2	407.8574
MYEOV2	711.9021	MYEOV2	420.1204
removed	removed	MYEOV	333.3712
MYH10	2275.3059	MYH10	2069.7173
MYH11	2448.2592	MYH11	13761.0628
MYH14	3295.8843	MYH14	2254.5702
removed	removed	MYH2	7.7211
MYH3	10.5673	MYH3	93.5619
MYH7B	10.5673	MYH7B	19.5299
MYH9	43034.4828	MYH9	40684.0014
MYL12A	6918.7987	MYL12A	5020.0976
MYL12B	8537.8198	MYL12B	6058.3627
MYL3	17.2414	removed	removed
MYL4	6.1179	removed	removed
MYL5	131.9466	MYL5	154.4771
MYL6B	541.713	MYL6B	351.5385
MYL6	17621.2458	MYL6	10076.53
removed	removed	MYL7	70.8527
MYL9	9825.3615	MYL9	6856.8184
MYLIP	821.4683	MYLIP	1283.5245
removed	removed	MYLK3	21.8008
MYLK4	11.1235	MYLK4	62.6774
MYLK	3790.317	MYLK	10243.6516
MYNN	361.5128	MYNN	486.4312
MYO10	819.7998	MYO10	1293.5165
MYO15A	12.2358	MYO15A	19.9841
MYO15B	432.703	MYO15B	1136.3688
MYO16	6.6741	MYO16	14.5339
MYO18A	1154.9333	MYO18A	2662.4367
MYO19	477.069	MYO19	542.7092
MYO1B	2835.9288	MYO1B	2530.7142
MYO1C	6799.2214	MYO1C	5642.33
MYO1D	4591.7686	MYO1D	2145.1118
MYO1E	1493.3259	MYO1E	1457.0228
MYO1F	388.2091	MYO1F	397.8653
MYO1G	161.8465	MYO1G	129.8967
removed	removed	MYO1H	6.3586
MYO3A	14.4605	MYO3A	10.9004
MYO3B	10.5673	MYO3B	16.8048
MYO5A	1015.5729	MYO5A	1104.1217
MYO5B	1907.119	MYO5B	2339.0485
MYO5C	1238.832	MYO5C	1718.4876
MYO6	3936.5962	MYO6	4156.6935
MYO7A	38.9321	MYO7A	181.2195
removed	removed	MYO7B	13.1713
MYO9A	538.376	MYO9A	932.8943
MYO9B	2229.1435	MYO9B	2430.7937
MYOCD	10.0111	MYOCD	54.0479
removed	removed	MYOC	47.6893
MYOF	7115.6841	MYOF	6758.2605
MYOM1	18.9099	MYOM1	118.0879
MYOM2	10.5673	MYOM2	2807.3124
MYOM3	7.2303	MYOM3	137.1636
MYOZ1	16.129	MYOZ1	19.5299
removed	removed	MYOZ2	82.6615
MYOZ3	24.4716	MYOZ3	22.7092
removed	removed	MYPN	7.2669
MYPOP	157.9533	MYPOP	96.7412
MYRIP	20.5784	MYRIP	273.8731
MYSM1	96.7742	MYSM1	300.2157
MYST1	991.1012	MYST1	560.0091
MYST2	1330.9232	MYST2	1252.6399
MYST3	1262.5139	MYST3	2166.4585
MYST4	1574.5273	MYST4	1565.1187
MYT1	44.4939	removed	removed
MZF1	279.0267	MZF1	416.7639
N4BP1	967.7419	N4BP1	1511.0707
N4BP2L1	318.6874	N4BP2L1	548.2003
N4BP2L2	1152.9477	N4BP2L2	1740.8879
N4BP2	91.2125	N4BP2	332.0086
N4BP3	738.0423	N4BP3	382.4231
N6AMT1	264.1824	N6AMT1	324.7417
N6AMT2	152.9477	N6AMT2	129.4425
NAA10	733.5929	NAA10	569.0928
NAA15	1019.4661	NAA15	1205.4048
NAA16	270.3003	NAA16	467.3555
NAA20	1690.2113	NAA20	888.8384
NAA25	438.2647	NAA25	767.5713
NAA30	507.2303	NAA30	668.1049
NAA35	374.861	NAA35	539.1166
NAA38	406.0067	NAA38	320.1998
NAA40	337.5973	NAA40	592.7103
NAA50	2091.2125	NAA50	2545.7023
NAAA	346.4961	NAAA	1325.7636
NAALAD2	10.0111	NAALAD2	79.4822
NAALADL1	93.9933	NAALADL1	76.3029
NAALADL2	331.4794	NAALADL2	626.32
NAB1	911.5684	NAB1	1547.4055
NAB2	1252.5028	NAB2	719.4277
NACA2	40.0445	NACA2	33.1554
NACAD	181.3126	NACAD	168.9565
NACAP1	125.6952	NACAP1	79.9364
NACA	15652.9477	NACA	12762.121
NACC1	1552.8365	NACC1	1601.9076
NACC2	25.584	NACC2	54.5021
NADK	894.8832	NADK	1105.4843
