gene_id	TCGA-BH-A0H7-01A-13R-A056-07	gene_id	TCGA-BH-A0H7-11A-13R-A089-07
SFRP4	1026.9206	SFRP4	1540.9899
SFRS11	1302.0355	SFRS11	1958.2367
SFRS12IP1	536.1129	SFRS12IP1	494.9729
SFRS12	845.371	SFRS12	993.8128
SFRS13A	1348.654	SFRS13A	1222.3511
SFRS13B	10.1773	SFRS13B	25.9087
SFRS14	502.2981	SFRS14	749.0333
SFRS15	1111.2935	SFRS15	995.7463
SFRS16	157.5837	SFRS16	378.1903
SFRS17A	279.7111	SFRS17A	552.5909
SFRS18	550.5581	SFRS18	1851.8948
SFRS1	3965.8569	SFRS1	3085.4602
SFRS2B	878.2009	SFRS2B	1676.7208
SFRS2IP	1736.3756	SFRS2IP	2123.3565
SFRS2	3053.457	SFRS2	3035.0348
SFRS3	5580.7617	SFRS3	5034.8028
SFRS4	1011.1622	SFRS4	1627.9969
SFRS5	2987.1963	SFRS5	6390.9513
SFRS6	5760.6697	SFRS6	5260.2475
SFRS7	2220.6172	SFRS7	1922.2738
SFRS8	997.0453	SFRS8	1117.9428
SFRS9	3793.4997	SFRS9	2740.5259
SFT2D1	362.1142	SFT2D1	448.5692
SFT2D2	99.1366	SFT2D2	40.0967
SFT2D3	442.5476	SFT2D3	469.0642
removed	removed	SFTPA1	24.7486
SFTPA2	96.8483	SFTPA2	165.1199
removed	removed	SFTPB	110.9822
SFTPD	17.3999	SFTPD	23.2019
SFXN1	771.8319	SFXN1	408.7394
SFXN2	204.8588	SFXN2	266.8213
SFXN3	1393.631	SFXN3	994.9729
SFXN4	607.6822	SFXN4	488.0124
SFXN5	1052.8562	SFXN5	530.9358
SGCB	453.3815	SGCB	887.0843
SGCD	833.2239	SGCD	392.1114
SGCE	678.9232	SGCE	1283.836
removed	removed	SGCG	23.9753
SGEF	304.6619	SGEF	275.7154
SGIP1	55.1543	SGIP1	30.9358
SGK196	39.7242	SGK196	15.4679
SGK1	798.0959	SGK1	4119.8763
SGK223	180.5647	SGK223	567.2854
SGK269	1078.1353	SGK269	743.6195
removed	removed	SGK2	23.9753
SGK3	4543.5817	SGK3	2839.2885
SGK494	48.9921	SGK494	30.5491
SGMS1	507.5509	SGMS1	414.9265
SGMS2	413.5817	SGMS2	229.3117
SGOL1	43.0072	SGOL1	29.389
SGOL2	246.5529	SGOL2	156.9992
SGPL1	3439.5929	SGPL1	1991.4927
SGPP1	245.568	SGPP1	156.2258
SGPP2	32.5016	SGPP2	31.3225
SGSH	1026.5923	SGSH	953.5963
SGSM1	37.0978	SGSM1	132.2506
SGSM2	1345.0427	SGSM2	1479.8917
SGSM3	1443.8608	SGSM3	1455.5298
SGTA	1290.8733	SGTA	1609.0487
SGTB	165.1346	SGTB	129.5437
SH2B1	445.5023	SH2B1	982.9853
SH2B2	9.849	SH2B2	16.2413
SH2B3	553.8411	SH2B3	601.7015
SH2D1A	31.5167	SH2D1A	25.522
SH2D2A	25.9357	SH2D2A	18.9482
SH2D3A	120.4859	SH2D3A	311.2916
SH2D3C	193.0401	SH2D3C	329.0797
SH2D4A	21.9961	SH2D4A	194.5089
SH2D5	6.2377	SH2D5	7.734
SH3BGRL2	237.3605	SH3BGRL2	1298.5305
SH3BGRL3	3033.4865	SH3BGRL3	1878.1903
SH3BGRL	6093.237	SH3BGRL	3830.2398
SH3BGR	248.1944	SH3BGR	288.4764
SH3BP1	360.1346	SH3BP1	241.686
SH3BP2	477.6756	SH3BP2	1014.3078
SH3BP4	1385.4235	SH3BP4	2784.2227
SH3BP5L	783.979	SH3BP5L	813.6118
SH3BP5	823.1845	SH3BP5	1897.1036
SH3D19	1154.3007	SH3D19	1588.1671
SH3D20	7.5509	SH3D20	8.5073
SH3GL1	1984.2416	SH3GL1	1371.2297
removed	removed	SH3GL2	5.4138
SH3GLB1	2751.8056	SH3GLB1	2605.1817
SH3GLB2	2131.6481	SH3GLB2	1856.1485
SH3KBP1	663.8214	SH3KBP1	741.686
SH3PXD2A	3091.5955	SH3PXD2A	1516.2413
SH3PXD2B	4479.6454	SH3PXD2B	2015.8546
SH3RF1	849.6389	SH3RF1	927.3009
SH3RF2	18.7131	SH3RF2	327.9196
SH3RF3	244.5831	SH3RF3	126.4501
SH3TC1	291.5299	SH3TC1	206.1098
SH3TC2	11.8188	SH3TC2	109.4354
SH3YL1	878.2009	SH3YL1	2486.8523
SHANK1	46.6185	SHANK1	5.4138
SHANK2	473.4077	SHANK2	992.266
SHANK3	438.2797	SHANK3	608.662
SHARPIN	2856.2049	SHARPIN	1321.7324
SHB	598.1615	SHB	500
SHC1	4015.1018	SHC1	2677.8809
SHC2	444.5174	SHC2	399.8453
SHC3	7.8792	SHC3	10.8275
SHC4	29.8752	SHC4	122.9698
SHCBP1	216.6776	SHCBP1	86.2336
SHE	82.4032	SHE	298.9172
SHFM1	1339.7899	SHFM1	1286.9296
SHF	87.3276	SHF	173.2405
SHISA2	3788.5752	SHISA2	592.034
removed	removed	SHISA3	5.8005
SHISA4	524.2942	SHISA4	326.7595
SHISA5	8268.8772	SHISA5	4081.2065
SHISA6	6.2377	removed	removed
SHISA9	287.262	SHISA9	177.4942
SHKBP1	1335.522	SHKBP1	717.7108
SHMT1	1270.2922	SHMT1	1803.9288
SHMT2	2864.4123	SHMT2	1767.208
SHOC2	1497.3736	SHOC2	1034.8028
SHOX2	121.7991	SHOX2	79.6597
SHPK	878.8575	SHPK	689.0951
SHPRH	130.2003	SHPRH	321.249
SHQ1	658.5686	SHQ1	468.2908
SHROOM1	248.5227	SHROOM1	238.5924
SHROOM2	519.0414	SHROOM2	313.6118
SHROOM3	3465.2003	SHROOM3	3557.6179
SHROOM4	148.3913	SHROOM4	257.9273
SIAE	395.2725	SIAE	656.9992
SIAH1	860.4071	SIAH1	610.5994
SIAH2	1614.9048	SIAH2	1347.2544
SIDT1	1237.6888	SIDT1	579.6597
SIDT2	1759.3434	SIDT2	1602.3511
SIGIRR	2334.2088	SIGIRR	1499.2266
SIGLEC10	56.4675	SIGLEC10	49.1106
SIGLEC12	9.849	SIGLEC12	11.2142
SIGLEC14	21.9961	SIGLEC14	10.8275
SIGLEC15	8.5358	SIGLEC15	21.2684
SIGLEC1	265.2659	SIGLEC1	101.7015
SIGLEC5	19.0414	SIGLEC5	7.734
SIGLEC7	19.698	SIGLEC7	10.4408
SIGLEC8	68.6146	SIGLEC8	36.7363
SIGLEC9	23.9659	removed	removed
SIGLECP3	6.8943	SIGLECP3	7.3473
SIGMAR1	959.9475	SIGMAR1	1338.7471
SIK1	1050.8864	SIK1	1970.611
SIK2	413.6573	SIK2	1220.8043
SIK3	735.0624	SIK3	1079.6597
SIKE1	664.1497	SIKE1	568.0588
SIL1	3487.1963	SIL1	1236.6589
SILV	132.9613	SILV	274.1686
SIM2	86.3427	SIM2	133.4107
SIN3A	1658.5686	SIN3A	2433.1013
SIN3B	423.1779	SIN3B	771.8484
SIP1	130.0066	SIP1	127.2235
SIPA1L1	743.2699	SIPA1L1	992.266
SIPA1L2	1134.9311	SIPA1L2	614.8492
SIPA1L3	1295.7978	SIPA1L3	973.7046
SIPA1	615.2331	SIPA1	605.9551
SIRPA	695.9947	SIRPA	2329.4664
SIRPB1	68.2863	SIRPB1	84.6868
SIRPB2	30.5318	SIRPB2	19.7216
SIRPG	27.5772	SIRPG	26.6821
SIRT1	717.6625	SIRT1	730.0851
SIRT2	1499.3434	SIRT2	1340.6806
SIRT3	873.0794	SIRT3	1070.1199
SIRT4	27.5772	SIRT4	34.8028
SIRT5	417.9251	SIRT5	413.3797
SIRT6	176.9534	SIRT6	181.7479
SIRT7	275.7715	SIRT7	314.3852
SIT1	25.9357	SIT1	37.8964
SIVA1	793.4997	SIVA1	754.447
SIX1	787.9186	SIX1	503.0936
SIX2	5.5811	SIX2	14.6945
SIX3	5.2528	SIX3	5.8005
SIX4	416.9402	SIX4	201.4695
SIX5	260.0131	SIX5	534.8028
SKA1	58.7656	SKA1	44.4702
SKA2	608.0105	SKA2	430.0077
SKA3	154.9081	SKA3	70.5104
SKAP1	326.6579	SKAP1	279.9691
SKAP2	645.4366	SKAP2	749.0333
removed	removed	SKIL	312.8384
SKIV2L2	1629.0512	SKIV2L2	1418.4339
SKIV2L	1004.9934	SKIV2L	871.3998
SKI	1403.8083	SKI	2079.273
SKP1	8694.6815	SKP1	7716.164
SKP2	87.6559	SKP2	89.3271
SLA2	26.9206	SLA2	33.256
SLAIN1	5.5811	SLAIN1	88.9404
SLAIN2	983.2567	SLAIN2	1040.6032
SLAMF1	7.8792	SLAMF1	15.8546
SLAMF6	45.3053	SLAMF6	42.9234
SLAMF7	93.237	SLAMF7	126.4501
SLAMF8	244.3467	SLAMF8	75.7618
SLAMF9	7.8792	removed	removed
SLA	147.4064	SLA	143.8515
SLBP	926.1326	SLBP	965.1972
SLC10A3	667.4327	SLC10A3	487.6257
SLC10A5	12.1471	SLC10A5	5.0271
removed	removed	SLC10A6	10.8275
SLC10A7	161.5233	SLC10A7	205.7231
SLC11A1	51.8713	SLC11A1	14.3078
SLC11A2	1569.2712	SLC11A2	1843.3875
removed	removed	SLC12A1	5.4138
SLC12A2	4203.8739	SLC12A2	10206.4965
SLC12A4	892.9744	SLC12A4	1053.3643
SLC12A6	232.4458	SLC12A6	383.2328
SLC12A7	2095.5351	SLC12A7	1699.536
SLC12A8	252.4622	SLC12A8	207.6566
SLC12A9	681.5496	SLC12A9	764.1145
SLC13A2	21.6678	SLC13A2	951.6628
SLC13A3	31.1884	SLC13A3	61.8716
removed	removed	SLC14A1	141.5313
SLC14A2	5.2528	SLC14A2	10.8275
SLC15A1	27.9054	SLC15A1	38.2831
SLC15A2	15.1018	SLC15A2	164.3465
SLC15A3	512.8037	SLC15A3	281.1292
SLC15A4	643.7951	SLC15A4	582.3666
SLC16A10	8.8641	SLC16A10	11.9876
removed	removed	SLC16A11	93.1941
SLC16A12	5.9094	SLC16A12	51.4308
SLC16A13	99.4747	SLC16A13	99.3813
SLC16A14	109.652	SLC16A14	144.2382
SLC16A1	414.3139	SLC16A1	279.1957
SLC16A2	349.3106	SLC16A2	566.8987
SLC16A3	3499.3434	SLC16A3	843.7742
SLC16A4	61.0637	SLC16A4	259.4741
SLC16A5	65.6599	SLC16A5	163.5731
SLC16A6	90.9389	SLC16A6	43.6968
SLC16A7	16.7433	SLC16A7	43.6968
SLC16A9	39.7242	SLC16A9	63.8051
SLC17A5	655.9422	SLC17A5	665.8933
removed	removed	SLC17A7	64.9652
SLC17A9	210.7682	SLC17A9	178.2676
SLC18A2	5.5811	removed	removed
SLC19A1	857.5181	SLC19A1	385.1508
SLC19A2	2008.8641	SLC19A2	725.4447
removed	removed	SLC19A3	667.0534
SLC1A1	167.1044	SLC1A1	121.423
SLC1A2	270.1904	SLC1A2	179.041
SLC1A3	171.3723	SLC1A3	319.0255
SLC1A4	807.6165	SLC1A4	1000
SLC1A5	3336.5069	SLC1A5	4738.9791
SLC1A7	12.1471	SLC1A7	14.7409
SLC20A1	1673.3421	SLC20A1	797.3705
SLC20A2	1731.1228	SLC20A2	1295.437
removed	removed	SLC22A11	45.2436
SLC22A15	96.52	SLC22A15	75.7927
SLC22A17	515.7584	SLC22A17	828.3063
SLC22A18AS	11.8188	SLC22A18AS	8.894
SLC22A18	889.0348	SLC22A18	595.5143
SLC22A23	840.6106	SLC22A23	1112.6527
SLC22A3	29.2186	SLC22A3	187.1616
SLC22A4	28.7689	SLC22A4	63.8051
SLC22A5	357.1898	SLC22A5	399.0719
SLC23A1	17.7282	SLC23A1	9.2807
SLC23A2	1084.7012	SLC23A2	1156.9992
SLC24A1	173.3421	SLC24A1	406.0325
SLC24A2	50.5581	removed	removed
SLC24A3	1812.541	SLC24A3	943.9288
removed	removed	SLC24A5	6.2916
SLC24A6	1054.826	SLC24A6	766.4346
SLC25A10	1344.0578	SLC25A10	954.3697
SLC25A11	1130.3349	SLC25A11	979.505
SLC25A12	288.9035	SLC25A12	647.3318
SLC25A13	639.8555	SLC25A13	655.0657
SLC25A14	180.2364	SLC25A14	114.0758
SLC25A15	326.7498	SLC25A15	229.5205
SLC25A16	180.2364	SLC25A16	162.7997
SLC25A17	1146.4215	SLC25A17	745.9397
removed	removed	SLC25A18	32.4826
SLC25A19	155.2856	SLC25A19	108.2753
SLC25A1	5317.7938	SLC25A1	2378.1903
SLC25A20	227.1832	SLC25A20	457.85
removed	removed	SLC25A21	13.9985
SLC25A22	1004.2679	SLC25A22	608.2753
SLC25A23	764.6093	SLC25A23	1337.9737
SLC25A24	1456.3362	SLC25A24	826.7595
SLC25A25	1616.218	SLC25A25	1256.3805
SLC25A26	475.5253	SLC25A26	546.222
SLC25A27	9.849	SLC25A27	125.29
SLC25A28	350.9521	SLC25A28	569.9923
SLC25A29	541.694	SLC25A29	763.7278
SLC25A30	338.4767	SLC25A30	364.6558
SLC25A32	1319.5108	SLC25A32	622.1423
SLC25A33	120.8142	SLC25A33	223.5112
removed	removed	SLC25A34	20.1083
SLC25A35	334.2186	SLC25A35	215.0812
SLC25A36	873.6047	SLC25A36	1243.2328
SLC25A37	187.1307	SLC25A37	604.0217
SLC25A38	514.1169	SLC25A38	827.9196
SLC25A39	3442.2193	SLC25A39	2247.0998
SLC25A3	8219.6323	SLC25A3	7514.6945
SLC25A40	220.6172	SLC25A40	185.2282
removed	removed	SLC25A41	5.8005
SLC25A42	159.8818	SLC25A42	312.4517
SLC25A43	485.8831	SLC25A43	437.355
SLC25A44	1282.9941	SLC25A44	775.7154
SLC25A45	82.4032	SLC25A45	117.9428
SLC25A46	788.2469	SLC25A46	558.3913
SLC25A4	837.4918	SLC25A4	998.8399
SLC25A5	5826.0013	SLC25A5	5950.8894
SLC25A6	6175.3119	SLC25A6	15259.0874
removed	removed	SLC26A10	8.894
SLC26A11	436.9665	SLC26A11	452.8229
SLC26A1	52.2292	SLC26A1	28.3527
SLC26A2	754.432	SLC26A2	820.5723
removed	removed	SLC26A3	24.7486
removed	removed	SLC26A4	39.536
removed	removed	SLC26A5	6.5739
SLC26A6	174.5437	SLC26A6	102.2776
removed	removed	SLC26A7	51.4308
SLC27A1	512.8037	SLC27A1	1294.6636
SLC27A2	50.2298	SLC27A2	52.5909
SLC27A3	480.302	SLC27A3	580.8198
SLC27A4	1427.1175	SLC27A4	750.58
SLC27A5	29.3795	SLC27A5	98.2251
SLC27A6	7.5509	SLC27A6	224.2846
removed	removed	SLC28A2	24.3619
SLC28A3	80.4334	SLC28A3	119.1029
SLC29A1	3674.327	SLC29A1	3822.1191
SLC29A2	133.5522	SLC29A2	199.42
SLC29A3	340.1182	SLC29A3	250.1933
SLC29A4	152.0026	SLC29A4	174.4006
SLC2A10	729.153	SLC2A10	583.14
SLC2A11	275.1149	SLC2A11	211.1369
SLC2A12	70.9127	SLC2A12	206.8832
SLC2A13	326.6579	SLC2A13	118.7162
SLC2A14	7.5509	SLC2A14	12.3743
SLC2A1	2756.0735	SLC2A1	1947.0224
SLC2A3	542.6789	SLC2A3	260.6342
SLC2A4RG	2184.8326	SLC2A4RG	1591.2606
SLC2A4	44.6487	SLC2A4	314.3852
SLC2A5	35.128	SLC2A5	50.6574
SLC2A6	64.675	SLC2A6	46.017
SLC2A8	447.1438	SLC2A8	323.2792
SLC2A9	27.5772	SLC2A9	120.6497
SLC30A1	815.4957	SLC30A1	301.2374
SLC30A2	67.6297	SLC30A2	58.3913
SLC30A4	53.5128	SLC30A4	40.9899
SLC30A5	1096.52	SLC30A5	957.85
SLC30A6	436.6382	SLC30A6	250.1933
SLC30A7	869.9934	SLC30A7	491.4927
SLC30A8	65.3316	SLC30A8	39.4432
SLC30A9	1577.4787	SLC30A9	1418.0201
SLC31A1	1359.8162	SLC31A1	1271.8484
SLC31A2	918.5817	SLC31A2	579.273
SLC33A1	640.8404	SLC33A1	525.1353
SLC34A2	120.1576	SLC34A2	1720.8043
SLC34A3	5.2528	removed	removed
SLC35A1	464.8621	SLC35A1	559.9227
SLC35A2	1628.6934	SLC35A2	850.7347
SLC35A3	485.5548	SLC35A3	321.7324
SLC35A4	2191.7269	SLC35A4	2084.6868
SLC35A5	713.3946	SLC35A5	612.529
SLC35B1	1016.0867	SLC35B1	785.7695
SLC35B2	2180.893	SLC35B2	1510.0541
SLC35B3	461.9173	SLC35B3	387.471
SLC35B4	370.9783	SLC35B4	256.7672
SLC35C1	819.7636	SLC35C1	898.6852
SLC35C2	1119.8293	SLC35C2	1082.3666
SLC35D1	1018.7131	SLC35D1	502.7069
SLC35D2	335.8503	SLC35D2	490.7193
SLC35E1	1717.3342	SLC35E1	1871.6164
SLC35E2	2404.7242	SLC35E2	2612.3937
SLC35E2	16.8122	SLC35E2	29.5244
SLC35E3	521.6678	SLC35E3	341.454
SLC35E4	80.4924	SLC35E4	90.5104
SLC35F1	7.8792	SLC35F1	11.9876
SLC35F2	319.107	SLC35F2	351.5081
SLC35F3	27.9054	SLC35F3	120.6497
SLC35F5	1253.4471	SLC35F5	623.3565
SLC36A1	787.9186	SLC36A1	200.6961
SLC36A4	150.0328	SLC36A4	98.9946
SLC37A1	524.6225	SLC37A1	498.4532
SLC37A2	175.9685	SLC37A2	88.1671
SLC37A3	758.6999	SLC37A3	818.2521
SLC37A4	726.8549	SLC37A4	505.4138
SLC38A10	2587.3276	SLC38A10	2090.8739
SLC38A11	39.3959	removed	removed
SLC38A1	8088.3125	SLC38A1	5995.3596
SLC38A2	6258.3716	SLC38A2	3995.7463
SLC38A3	22.981	SLC38A3	81.9799
SLC38A4	25.2791	SLC38A4	12.761
SLC38A5	696.323	SLC38A5	18.9482
SLC38A6	250.1641	SLC38A6	105.5684
SLC38A7	350.9521	SLC38A7	200.3094
SLC38A9	221.9304	SLC38A9	152.3589
SLC39A10	979.3171	SLC39A10	471.7711
SLC39A11	2260.0131	SLC39A11	1348.0278
removed	removed	SLC39A12	5.0271
SLC39A13	1056.1392	SLC39A13	771.8484
SLC39A14	1211.7531	SLC39A14	979.505
SLC39A1	7626.067	SLC39A1	4343.3875
SLC39A2	12.8037	SLC39A2	24.3619
SLC39A3	482.2718	SLC39A3	377.8036
SLC39A4	214.0512	SLC39A4	354.9884
SLC39A6	18892.6461	SLC39A6	9269.9149
SLC39A7	5308.2731	SLC39A7	3852.6682
SLC39A8	611.2935	SLC39A8	1283.0626
SLC39A9	4955.6796	SLC39A9	3093.9675
SLC3A2	3334.2088	SLC3A2	2937.7417
SLC40A1	5227.1832	SLC40A1	2497.6798
SLC41A1	668.4176	SLC41A1	672.4671
SLC41A2	251.8056	SLC41A2	116.7827
SLC41A3	1036.7695	SLC41A3	1428.8476
SLC43A1	551.543	SLC43A1	336.8136
SLC43A2	394.2876	SLC43A2	496.5197
SLC43A3	580.1051	SLC43A3	1457.3125
SLC44A1	3566.6448	SLC44A1	2701.8561
SLC44A2	6275.7715	SLC44A2	5201.0828
SLC44A3	332.8956	SLC44A3	338.7471
SLC44A4	2178.5949	SLC44A4	1322.8925
SLC44A5	6.566	SLC44A5	39.4432
SLC45A1	16.415	SLC45A1	34.8028
SLC45A3	78.1353	SLC45A3	113.6891
SLC45A4	445.5023	SLC45A4	485.6922
SLC46A1	1421.9435	SLC46A1	1429.1647
SLC46A2	10.8339	SLC46A2	13.1477
SLC46A3	697.6362	SLC46A3	541.7633
SLC47A1	38.0827	SLC47A1	80.4331
removed	removed	SLC47A2	7.734
SLC48A1	767.2357	SLC48A1	902.5522
SLC4A10	178.9232	SLC4A10	32.0959
SLC4A11	133.9462	SLC4A11	309.7448
SLC4A1AP	738.3454	SLC4A1AP	792.9505
SLC4A2	2723.1287	SLC4A2	1728.5305
SLC4A3	174.9836	SLC4A3	220.4176
removed	removed	SLC4A4	37.5097
SLC4A5	400.1641	SLC4A5	194.6326
SLC4A7	958.6343	SLC4A7	828.3063
SLC4A8	493.7623	SLC4A8	188.3217
removed	removed	SLC5A11	30.5491
SLC5A1	30.8601	SLC5A1	1003.4803
removed	removed	SLC5A2	5.321
SLC5A3	1638.388	SLC5A3	822.0495
SLC5A4	10.5056	SLC5A4	15.8546
SLC5A6	3627.8267	SLC5A6	2510.5375
removed	removed	SLC5A9	13.1477
removed	removed	SLC6A10P	5.4138
SLC6A11	5.5811	SLC6A11	9.6674
SLC6A12	13.4603	SLC6A12	15.0812
SLC6A14	32.5016	SLC6A14	758.7007
removed	removed	SLC6A15	17.0147
removed	removed	SLC6A16	26.2954
SLC6A17	138.8707	SLC6A17	105.1817
SLC6A1	32.5016	SLC6A1	14.3078
removed	removed	SLC6A20	8.894
removed	removed	SLC6A2	22.4285
removed	removed	SLC6A4	6.9606
SLC6A6	1011.1622	SLC6A6	788.4764
SLC6A8	333.5522	SLC6A8	516.2413
SLC6A9	189.3171	SLC6A9	144.8763
removed	removed	SLC7A10	61.249
SLC7A11	138.5424	SLC7A11	36.3496
SLC7A13	211.4248	SLC7A13	56.4578
SLC7A1	1307.9448	SLC7A1	1091.2606
SLC7A2	5689.1005	SLC7A2	2511.9876
removed	removed	SLC7A3	133.4107
removed	removed	SLC7A4	17.7881
SLC7A5	3346.3559	SLC7A5	1255.6071
SLC7A6OS	177.1011	SLC7A6OS	205.6729
SLC7A6	931.8943	SLC7A6	754.884
SLC7A7	269.2055	SLC7A7	153.9056
SLC7A8	1563.3618	SLC7A8	1468.2908
SLC8A1	76.1655	SLC8A1	96.2877
removed	removed	SLC8A2	16.2413
SLC9A1	1579.7768	SLC9A1	1431.9412
SLC9A2	627.7085	SLC9A2	555.6845
SLC9A3R1	13308.6014	SLC9A3R1	5726.9915
SLC9A3R2	3820.4202	SLC9A3R2	2576.5661
SLC9A5	11.4905	SLC9A5	25.1353
SLC9A6	174.9836	SLC9A6	233.5654
SLC9A7	151.346	SLC9A7	112.1423
SLC9A8	616.5463	SLC9A8	664.3465
SLC9A9	73.8674	SLC9A9	182.5213
removed	removed	SLCO1A2	73.8592
removed	removed	SLCO1C1	6.9606
SLCO2A1	487.8529	SLCO2A1	452.4362
SLCO2B1	452.3966	SLCO2B1	601.7015
SLCO3A1	161.8516	SLCO3A1	400.6187
SLCO4A1	29.5272	SLCO4A1	64.2073
removed	removed	SLCO4C1	27.8422
SLFN11	567.958	SLFN11	376.2568
SLFN12L	5.5811	SLFN12L	6.1872
SLFN12	63.0335	SLFN12	78.1129
SLFN13	41.694	SLFN13	372.7765
SLFN5	407.4196	SLFN5	500
SLIT1	29.5469	SLIT1	114.4625
SLIT2	161.5233	SLIT2	353.4416
SLIT3	668.4176	SLIT3	1587.7804
SLITRK1	21.6678	SLITRK1	27.0688
removed	removed	SLITRK2	6.9606
SLITRK3	20.0263	removed	removed
SLITRK4	192.0552	SLITRK4	68.8322
SLITRK5	7.5509	SLITRK5	30.5491
SLITRK6	74.1957	SLITRK6	431.5545
SLK	1595.5351	SLK	1495.3596
SLMAP	1046.6185	SLMAP	1400.6187
SLMO1	69.5995	SLMO1	45.6303
SLMO2	3641.8253	SLMO2	2188.7084
SLPI	189.1005	SLPI	4009.6674
SLTM	1245.8963	SLTM	2044.8569
SLU7	1339.7899	SLU7	1641.5313
SLURP1	10.5056	removed	removed
SMAD1	669.7308	SMAD1	702.2428
SMAD2	1636.9009	SMAD2	1824.826
SMAD3	670.3874	SMAD3	1216.9374
SMAD4	1026.4544	SMAD4	1664.7834
removed	removed	SMAD5OS	6.9606
SMAD5	1861.4576	SMAD5	1312.8384
SMAD6	44.3204	SMAD6	92.8074
SMAD7	620.4859	SMAD7	379.3503
SMAD9	15.1018	SMAD9	22.4285
SMAGP	338.805	SMAGP	419.1802
SMAP1	489.7768	SMAP1	522.3782
SMAP2	1241.3001	SMAP2	964.8105
SMARCA1	538.0827	SMARCA1	1238.5924
SMARCA2	1844.3861	SMARCA2	4666.6667
SMARCA4	2900.8536	SMARCA4	2791.57
SMARCA5	2581.6284	SMARCA5	2279.1957
SMARCAD1	1070.2561	SMARCAD1	872.3898
SMARCAL1	835.8503	SMARCAL1	651.1988
SMARCB1	1370.65	SMARCB1	1422.2738
SMARCC1	2476.6907	SMARCC1	2686.7749
SMARCC2	2670.3874	SMARCC2	3204.563
SMARCD1	1693.0401	SMARCD1	1403.7123
SMARCD2	2862.7708	SMARCD2	4482.2119
SMARCD3	690.4137	SMARCD3	790.4099
SMARCE1	5166.1195	SMARCE1	4134.9575
SMC1A	2111.9501	SMC1A	2263.3411
SMC1B	22.3244	SMC1B	11.6009
SMC2	586.3427	SMC2	510.4408
SMC3	1655.6139	SMC3	2363.8824
SMC4	1151.6743	SMC4	825.9861
SMC5	603.7426	SMC5	727.7649
SMC6	360.8011	SMC6	358.8554
SMCHD1	1013.132	SMCHD1	992.6527
SMCR7L	1274.7866	SMCR7L	1319.7989
SMCR7	647.4064	SMCR7	538.6698
SMCR8	2006.7925	SMCR8	1346.4965
SMEK1	1142.1536	SMEK1	1512.3743
SMEK2	1475.3775	SMEK2	1871.6164
SMG1	1703.2173	SMG1	1548.7239
SMG5	2639.8555	SMG5	1786.9296
SMG6	954.0381	SMG6	1310.9049
SMG7	2860.1445	SMG7	2089.3271
SMN2	1128.3322	SMN2	1230.3094
SMNDC1	389.6914	SMNDC1	371.6164
removed	removed	SMOC1	209.5901
SMOC2	792.5148	SMOC2	2443.1555
SMOX	323.0466	SMOX	223.8979
SMO	480.6303	SMO	491.4927
SMPD1	789.2318	SMPD1	721.191
SMPD2	176.9534	SMPD2	245.9397
SMPD3	244.2548	SMPD3	169.7602
SMPD4	1672.0289	SMPD4	1629.5437
SMPDL3A	220.9455	SMPDL3A	355.7618
SMPDL3B	365.0689	SMPDL3B	351.8948
removed	removed	SMR3B	9.2807
SMS	4303.677	SMS	2820.1856
SMTNL2	6.566	SMTNL2	18.1748
SMTN	836.1786	SMTN	905.6458
SMU1	1215.0361	SMU1	1761.7943
SMUG1	970.7814	SMUG1	726.6048
SMURF1	852.7183	SMURF1	718.7858
SMURF2	242.285	SMURF2	348.0278
removed	removed	SMYD1	346.4811
SMYD2	1127.3802	SMYD2	559.9381
SMYD3	723.9002	SMYD3	360.7889
SMYD4	188.4439	SMYD4	375.8701
SMYD5	1001.6415	SMYD5	898.2985
SNAI1	127.3802	SNAI1	62.645
SNAI2	934.3401	SNAI2	1278.809
SNAI3	13.7886	SNAI3	17.7881
SNAP23	988.5095	SNAP23	1047.1771
SNAP25	27.2489	SNAP25	11.6009
SNAP29	939.5929	SNAP29	1164.3465
SNAP47	1128.6967	SNAP47	1020.0541
SNAPC1	164.478	SNAPC1	200.3094
SNAPC2	387.065	SNAPC2	336.0402
SNAPC3	528.8903	SNAPC3	365.4292
SNAPC4	239.002	SNAPC4	312.8384
SNAPC5	74.2876	SNAPC5	119.0449
SNAPIN	722.2587	SNAPIN	693.3488
SNCAIP	75.8372	SNCAIP	128.3836
SNCA	40.3808	SNCA	101.7015
SNCG	655.2856	SNCG	1040.9899
SND1	3506.8943	SND1	4252.1268
SNED1	1007.8792	SNED1	935.4215
SNF8	1135.2594	SNF8	893.6582
SNHG10	21.0112	SNHG10	64.5785
SNHG11	221.0703	SNHG11	229.4818
SNHG12	45.3053	SNHG12	135.7309
SNHG1	186.8024	SNHG1	555.2978
SNHG3-RCC1	81.6152	SNHG3-RCC1	166.5236
SNHG3	13.132	SNHG3	25.9087
SNHG4	5.9291	SNHG4	11.7943
SNHG5	1687.7873	SNHG5	2904.099
SNHG6	2160.8667	SNHG6	1440.8353
SNHG7	201.6415	SNHG7	719.1183
SNHG8	320.7485	SNHG8	1465.1972
SNHG9	26.264	SNHG9	42.15
SNIP1	379.8424	SNIP1	400.6187
SNN	1158.8969	SNN	1385.5375
removed	removed	SNORA39	6.017
SNORA8	60.7124	SNORA8	126.8794
removed	removed	SNORD116-20	10.8275
removed	removed	SNORD116-28	5.8623
