gene_id	TCGA-BH-A0DO-01B-11R-A12D-07	gene_id	TCGA-BH-A0DO-11A-22R-A12D-07
LRRCC1	685.5369	LRRCC1	501.9099
LRRFIP1	3879.4741	LRRFIP1	2609.2437
LRRFIP2	1266.618	LRRFIP2	968.6784
LRRIQ1	16.4354	LRRIQ1	33.9954
LRRIQ3	11.6874	LRRIQ3	12.987
LRRK1	277.9401	LRRK1	626.0504
LRRK2	776.8444	LRRK2	274.2552
LRRN1	646.4573	LRRN1	574.4843
LRRN2	329.8028	LRRN2	270.8174
LRRN3	40.9058	LRRN3	114.2093
LRRN4CL	35.0621	LRRN4CL	194.8052
LRRTM2	29.2184	LRRTM2	53.8579
LRSAM1	392.6224	LRSAM1	441.1765
LRTOMT	460.1717	LRTOMT	261.9366
LRWD1	253.8349	LRWD1	138.6555
LSAMP	17.1658	LSAMP	22.9183
LSG1	1052.2279	LSG1	936.2108
LSM10	234.4777	LSM10	247.5172
LSM11	179.6932	LSM11	338.0443
LSM12	1116.8736	LSM12	776.547
LSM14A	3591.6728	LSM14A	3481.2834
LSM14B	911.2491	LSM14B	809.3965
LSM1	410.8839	LSM1	348.7395
LSM2	411.6143	LSM2	574.8663
LSM3	631.1176	LSM3	676.8526
LSM4	1471.8773	LSM4	711.6119
LSM5	673.1191	LSM5	622.6127
LSM6	130.0219	LSM6	197.097
LSM7	300.2191	LSM7	268.1436
LSMD1	329.8028	LSMD1	283.4225
LSP1	519.7224	LSP1	1157.372
LSR	2569.7589	LSR	1096.6387
LSS	975.1644	LSS	1088.6173
LST1	57.7064	LST1	59.9694
LTA4H	1417.8232	LTA4H	2659.2819
LTA	8.0351	LTA	9.1673
LTB4R2	36.2345	LTB4R2	58.8999
LTB4R	147.0782	LTB4R	244.301
LTBP1	558.0716	LTBP1	791.8258
LTBP2	6540.5405	LTBP2	8196.715
LTBP3	3602.5968	LTBP3	3020.5577
LTBP4	1139.5179	LTBP4	2603.1322
LTBR	2013.1483	LTBR	1606.1879
LTB	45.2885	LTB	32.8495
LTC4S	23.7436	LTC4S	28.5714
LTF	446617.9693	LTF	36080.2139
removed	removed	LTK	11.0772
LTV1	552.5931	LTV1	652.7884
LUC7L2	2876.176	LUC7L2	2448.0519
LUC7L3	2031.0446	LUC7L3	2907.945
LUC7L	684.076	LUC7L	521.0084
LUM	9601.534	LUM	6487.013
LUZP1	874.7261	LUZP1	1386.5546
LUZP2	72.6808	LUZP2	21.3904
LUZP6	3974.0687	LUZP6	3673.0328
LXN	288.1665	LXN	302.521
LY6D	6.9394	LY6D	34.3774
LY6E	2143.1702	LY6E	4262.4141
LY6G5B	36.4134	LY6G5B	77.3415
LY6G5C	23.0095	LY6G5C	27.8839
LY6G6C	16.8006	LY6G6C	8.0214
LY6K	29.9489	LY6K	114.2093
LY75	856.9832	LY75	2672.6891
LY86	113.2213	LY86	71.8105
LY96	51.4974	LY96	77.9221
LY9	22.6443	LY9	62.6432
LYAR	179.6932	LYAR	228.8006
LYG1	12.0526	LYG1	7.6394
LYL1	57.3411	LYL1	37.8151
LYNX1	351.7166	LYNX1	828.877
LYN	354.2732	LYN	807.4866
LYPD1	23.7107	removed	removed
LYPD3	503.2871	LYPD3	726.8908
LYPD5	36.8882	LYPD5	117.2651
LYPD6B	115.4127	LYPD6B	182.2002
LYPD6	329.8028	LYPD6	626.0504
LYPLA1	1171.6581	LYPLA1	1171.8869
LYPLA2P1	56.9759	LYPLA2P1	47.7464
LYPLA2	1066.8371	LYPLA2	768.1436
LYPLAL1	474.0687	LYPLAL1	360.1986
LYRM1	575.9679	LYRM1	633.3079
LYRM2	875.9606	LYRM2	1149.1558
LYRM4	324.3243	LYRM4	448.8159
LYRM5	284.5142	LYRM5	360.1986
LYRM7	416.3623	LYRM7	552.712
LYSMD1	317.385	LYSMD1	207.0283
LYSMD2	147.553	LYSMD2	187.9297
LYSMD3	600.8035	LYSMD3	730.7105
LYSMD4	146.5303	LYSMD4	269.1024
LYST	1292.5493	LYST	1177.6165
LYVE1	17.531	LYVE1	516.8067
LYZ	644.6311	LYZ	561.8793
LZIC	318.1154	LZIC	413.2926
LZTFL1	966.3988	LZTFL1	941.9404
LZTR1	839.0942	LZTR1	753.0519
LZTS1	387.5091	LZTS1	1087.8533
LZTS2	1447.0416	LZTS2	1554.2399
M6PR	2706.9576	M6PR	2890.6112
MAB21L1	55.515	MAB21L1	249.0451
MACC1	509.496	MACC1	597.0206
MACF1	8978.4514	MACF1	7800.6112
MACROD1	198.6852	MACROD1	174.9427
MACROD2	73.7765	MACROD2	207.4102
MAD1L1	312.2717	MAD1L1	287.6241
MAD2L1BP	409.7882	MAD2L1BP	346.0657
MAD2L1	124.1782	MAD2L1	131.398
MAD2L2	253.1045	MAD2L2	297.1734
MADD	1924.7626	MADD	1459.5111
MAEA	1112.4909	MAEA	894.958
MAF1	1534.6969	MAF1	1766.2338
MAFB	951.0592	MAFB	1301.7571
MAFF	521.5486	MAFF	1097.0206
MAFG	430.2411	MAFG	647.4408
MAFK	557.878	MAFK	572.395
MAF	411.9795	MAF	943.8503
MAGED1	6196.1286	MAGED1	3379.2972
MAGED2	13875.0913	MAGED2	5815.1261
MAGED4B	242.5785	MAGED4B	365.848
MAGED4	68.2323	MAGED4	100.9206
MAGEE1	142.0745	MAGEE1	286.8602
MAGEE2	5.1132	removed	removed
MAGEF1	732.2863	MAGEF1	927.4255
MAGEH1	250.9131	MAGEH1	467.9144
MAGEL2	14.9744	MAGEL2	20.2445
MAGI1	1091.3075	MAGI1	2075.2483
MAGI2	230.095	MAGI2	422.8419
MAGI3	2708.1812	MAGI3	995.4163
MAGIX	46.3842	MAGIX	38.1971
MAGOHB	266.9832	MAGOHB	234.9121
MAGOH	298.393	MAGOH	349.1215
MAGT1	2408.3272	MAGT1	2751.3369
MAG	12.4178	MAG	20.6264
MAK16	396.9028	MAK16	603.2506
MAK	86.9248	MAK	21.3904
MAL2	10293.645	MAL2	2618.029
MALAT1	5748.6231	MALAT1	3032.3644
MALL	299.8539	MALL	653.5523
MALT1	518.6267	MALT1	815.508
removed	removed	MAL	35.1413
MAMDC2	218.3346	MAMDC2	971.2185
MAMDC4	23.3747	MAMDC4	37.4332
MAML1	1314.4595	MAML1	1636.822
MAML2	490.504	MAML2	2136.7456
MAML3	531.775	MAML3	869.3659
MAMLD1	88.7509	MAMLD1	199.3888
MAMSTR	12.7831	MAMSTR	19.8625
MAN1A1	679.328	MAN1A1	1202.0626
MAN1A2	1329.0723	MAN1A2	1024.0642
MAN1B1	1775.0183	MAN1B1	1669.5951
MAN1C1	447.0416	MAN1C1	300.2292
MAN2A1	685.9021	MAN2A1	689.0756
MAN2A2	980.6428	MAN2A2	1658.518
MAN2B1	1682.615	MAN2B1	1471.3522
MAN2B2	2485.756	MAN2B2	1265.4698
MAN2C1	879.4741	MAN2C1	1111.5355
MANBAL	1004.748	MANBAL	1064.5531
MANBA	1508.7655	MANBA	1033.6134
MANEAL	410.5186	MANEAL	272.7273
MANEA	337.1074	MANEA	577.5401
MANF	959.0942	MANF	574.1024
MANSC1	1228.634	MANSC1	1105.424
MAOA	376.187	MAOA	1199.0069
MAOB	1505.4785	MAOB	2640.1833
MAP1A	374.3608	MAP1A	514.5149
MAP1B	1475.8948	MAP1B	2800.2292
MAP1D	55.8802	MAP1D	84.7976
MAP1LC3A	173.8495	MAP1LC3A	189.4576
MAP1LC3B2	155.9533	MAP1LC3B2	223.835
MAP1LC3B	1401.7531	MAP1LC3B	2019.0985
MAP1LC3C	20.4529	MAP1LC3C	10.3132
MAP1S	851.3514	MAP1S	769.6715
MAP2K1	625.7779	MAP2K1	849.6562
MAP2K2	1604.4558	MAP2K2	1451.4897
MAP2K3	668.3711	MAP2K3	1051.9481
MAP2K4	1345.5077	MAP2K4	1043.5447
MAP2K5	388.6048	MAP2K5	500
MAP2K6	130.3871	MAP2K6	389.2284
MAP2K7	994.8868	MAP2K7	944.2322
MAP2	158.1446	MAP2	757.8304
MAP3K10	157.0489	MAP3K10	120.3209
MAP3K11	1710.3725	MAP3K11	1272.3453
MAP3K12	195.5917	MAP3K12	160.8976
MAP3K13	51.5778	MAP3K13	71.3254
MAP3K14	1813.3674	MAP3K14	759.7403
removed	removed	MAP3K15	12.796
MAP3K1	2861.5778	MAP3K1	3429.3354
MAP3K2	732.6516	MAP3K2	901.4515
MAP3K3	852.805	MAP3K3	1107.5477
MAP3K4	857.5603	MAP3K4	932.0092
MAP3K5	420.0146	MAP3K5	632.5439
MAP3K6	585.4638	MAP3K6	695.9511
MAP3K7	913.0752	MAP3K7	1000
MAP3K8	128.561	MAP3K8	360.9626
MAP3K9	169.832	MAP3K9	138.6555
MAP4K1	69.7589	MAP4K1	69.9007
MAP4K2	351.3514	MAP4K2	298.3193
MAP4K3	909.4229	MAP4K3	1080.2139
MAP4K4	1303.8714	MAP4K4	2187.9297
MAP4K5	975.8948	MAP4K5	1689.8396
MAP4	5093.8641	MAP4	5951.4897
MAP6D1	47.8451	MAP6D1	53.8579
MAP6	67.2023	MAP6	124.5225
MAP7D1	1453.6158	MAP7D1	1243.6975
removed	removed	MAP7D2	14.5149
MAP7D3	104.821	MAP7D3	278.4568
MAP7	1434.989	MAP7	1132.5439
MAP9	529.9489	MAP9	423.9878
MAPK10	155.9533	MAPK10	128.7242
MAPK11	221.3294	MAPK11	212.7578
MAPK12	63.9701	MAPK12	87.2727
MAPK13	1117.6041	MAPK13	801.3751
MAPK14	1150.84	MAPK14	1463.3308
MAPK15	108.4733	MAPK15	22.1543
MAPK1IP1L	1769.905	MAPK1IP1L	2440.0306
MAPK1	2981.3733	MAPK1	3654.3163
MAPK3	1608.8386	MAPK3	1844.5646
MAPK4	19.7224	MAPK4	103.1322
MAPK6	1112.1256	MAPK6	987.395
MAPK7	329.5982	MAPK7	340.8556
MAPK8IP1	552.5931	MAPK8IP1	404.5073
MAPK8IP2	483.1994	MAPK8IP2	129.4882
removed	removed	MAPK8IP3	853.7051
MAPK8	331.2637	MAPK8	416.7303
MAPK9	1168.7363	MAPK9	1161.1917
MAPKAP1	1499.6348	MAPKAP1	1733.3843
MAPKAPK2	4616.1432	MAPKAPK2	2408.327
MAPKAPK3	751.6435	MAPKAPK3	757.8304
MAPKAPK5	561.8846	MAPKAPK5	538.8312
MAPKBP1	566.8371	MAPKBP1	1088.6173
MAPKSP1	1078.1592	MAPKSP1	1233.7662
MAPRE1	2238.8605	MAPRE1	2434.683
MAPRE2	514.9744	MAPRE2	945.7601
MAPRE3	322.4982	MAPRE3	403.3613
MAPT	4627.8305	MAPT	1553.094
MARCH1	40.1753	MARCH1	47.3644
MARCH2	608.8386	MARCH2	447.67
MARCH3	172.0234	MARCH3	53.094
MARCH5	1509.496	MARCH5	1513.369
MARCH6	3007.3046	MARCH6	2719.6333
MARCH7	2368.5172	MARCH7	2542.3988
MARCH8	592.7684	MARCH8	684.11
MARCH9	200.1461	MARCH9	190.9855
MARCKSL1	6037.9839	MARCKSL1	3375.4775
MARCKS	2978.8167	MARCKS	5329.259
removed	removed	MARCO	53.094
MARK1	77.794	MARK1	275.4011
MARK2	2247.626	MARK2	1573.3384
MARK3	981.7385	MARK3	1120.3209
MARK4	841.8554	MARK4	657.754
MARS2	220.2337	MARS2	229.5646
MARS	1530.8364	MARS	1105.1757
MARVELD1	560.7889	MARVELD1	1398.4874
MARVELD2	382.7611	MARVELD2	362.4905
MARVELD3	371.2527	MARVELD3	225.8442
MASP1	6.5741	MASP1	21.7723
MASP2	34.3316	MASP2	81.7418
MAST1	8.7655	MAST1	19.0985
MAST2	975.1644	MAST2	1151.6425
MAST3	446.6764	MAST3	311.3063
MAST4	833.8203	MAST4	1154.6982
MASTL	325.42	MASTL	254.3927
MAT1A	14.244	MAT1A	19.4805
MAT2A	4092.7684	MAT2A	3660.4278
MAT2B	1309.3499	MAT2B	1919.0222
MATK	18.992	MATK	56.5317
MATN2	1805.6976	MATN2	4677.9985
MATN3	1709.2768	MATN3	33.9954
removed	removed	MATN4	22.9183
MATR3	8574.5325	MATR3	9114.576
MAVS	3247.626	MAVS	3412.1467
MAX	1207.4507	MAX	1258.2124
MAZ	3744.9379	MAZ	2005.0917
MBD1	1012.7831	MBD1	1040.4889
MBD2	1494.1563	MBD2	1255.5386
MBD3	1334.5508	MBD3	1091.673
MBD4	849.16	MBD4	773.4912
MBD5	436.8152	MBD5	512.2231
MBD6	2048.2104	MBD6	1332.3147
MBIP	228.9993	MBIP	493.1245
MBLAC1	40.5405	MBLAC1	22.1543
MBLAC2	205.9898	MBLAC2	492.7426
MBNL1	3144.8064	MBNL1	4393.6211
MBNL2	1433.1629	MBNL2	3333.0787
MBNL3	72.6808	MBNL3	116.1192
MBOAT1	1655.9533	MBOAT1	637.8915
MBOAT2	491.2345	MBOAT2	414.4385
MBOAT7	2019.7224	MBOAT7	941.5584
MBP	824.3243	MBP	1258.9763
MBTD1	811.176	MBTD1	1143.2391
MBTPS1	3508.7655	MBTPS1	4283.4225
MBTPS2	688.1848	MBTPS2	707.1505
MB	476.26	MB	208.9381
MC1R	60.263	MC1R	49.7173
MCAM	1297.6625	MCAM	3566.081
MCART1	219.8685	MCART1	228.4186
removed	removed	MCART2	7.6394
MCART6	5.8437	MCART6	17.9526
MCAT	345.5077	MCAT	288.3881
MCCC1	391.8919	MCCC1	704.3545
MCCC2	2969.3207	MCCC2	2649.3506
MCC	1355.3689	MCC	1563.7892
MCEE	199.7809	MCEE	201.6807
removed	removed	MCF2L2	13.453
MCF2L	1143.55	MCF2L	908.3384
MCFD2	2915.2666	MCFD2	3700.2865
MCHR1	20.8181	removed	removed
MCL1	10509.8612	MCL1	10421.696
MCM10	16.8006	MCM10	15.2788
MCM2	448.8678	MCM2	608.8617
MCM3APAS	32.5639	MCM3APAS	57.796
MCM3AP	1762.1768	MCM3AP	2184.7555
MCM3	1572.6808	MCM3	1584.4156
MCM4	838.2031	MCM4	955.6914
MCM5	720.9642	MCM5	816.6539
MCM6	796.5668	MCM6	870.1299
MCM7	1815.4529	MCM7	1762.1047
MCM8	158.5099	MCM8	260.5042
MCM9	111.3952	MCM9	126.4324
MCOLN1	482.8342	MCOLN1	322.7655
MCOLN2	8.4003	MCOLN2	13.751
MCOLN3	14.6092	MCOLN3	64.5531
MCPH1	524.4266	MCPH1	616.4209
MCRS1	840.0292	MCRS1	751.3369
MCTP1	146.4573	MCTP1	171.8869
MCTP2	501.4609	MCTP2	457.6012
MCTS1	852.0818	MCTS1	849.5034
MDC1	960.1899	MDC1	1210.848
MDFIC	1087.29	MDFIC	1430.0993
MDFI	276.8444	MDFI	346.4477
MDGA1	74.1417	MDGA1	150.1146
MDH1B	75.9679	MDH1B	35.1413
MDH1	1967.1293	MDH1	2275.783
MDH2	4101.534	MDH2	2841.1001
MDK	1372.5347	MDK	1743.6975
MDM1	235.2082	MDM1	344.1558
MDM2	1581.8115	MDM2	1999.2361
MDM4	1529.9489	MDM4	1117.2651
MDN1	842.5858	MDN1	2064.5531
MDP1	162.4142	MDP1	196.5202
ME1	495.9825	ME1	163.1016
ME2	306.0628	ME2	500.7639
ME3	575.2374	ME3	274.2552
MEA1	979.5033	MEA1	737.9335
MEAF6	1376.9175	MEAF6	1379.2972
MECOM	317.7502	MECOM	329.6409
MECP2	1743.2432	MECP2	2413.6746
MECR	390.0657	MECR	475.1719
MED10	334.916	MED10	360.9626
MED11	184.4412	MED11	191.7494
MED12L	11.6874	MED12L	29.4118
MED12	1207.8159	MED12	1684.8739
MED13L	3223.5208	MED13L	5279.6028
MED13	2126.0044	MED13	2477.0817
MED14	1195.7633	MED14	1168.0672
MED15	1577.4288	MED15	1517.5707
MED16	1432.0672	MED16	1016.0428
MED17	829.0723	MED17	778.8388
MED18	311.5413	MED18	265.8518
MED19	378.0131	MED19	197.479
MED1	1633.309	MED1	1972.1161
MED20	483.1994	MED20	443.8503
MED21	570.1242	MED21	608.8617
MED22	800.5844	MED22	760.8862
MED23	1315.1936	MED23	1253.2468
MED24	1420.3798	MED24	1540.107
MED25	1089.4814	MED25	563.4072
MED26	360.1169	MED26	269.6906
MED27	206.355	MED27	235.2941
MED28	563.55	MED28	749.427
MED29	2073.4112	MED29	1744.0794
MED30	128.561	MED30	173.7968
MED31	119.6348	MED31	126.0122
MED4	827.6114	MED4	949.5798
MED6	345.8729	MED6	388.4645
MED7	223.886	MED7	269.6715
MED8	592.038	MED8	501.5279
MED9	403.5793	MED9	476.6998
MEF2A	1581.008	MEF2A	2030.7448
MEF2B	21.7495	MEF2B	22.0321
MEF2C	646.8225	MEF2C	1165.7754
MEF2D	2295.8364	MEF2D	1872.8037
MEG3	81.4463	MEG3	233.7662
MEGF10	94.2294	MEGF10	498.4721
MEGF6	422.9364	MEGF6	472.8801
MEGF8	1841.4901	MEGF8	1330.0229
MEGF9	2308.6194	MEGF9	1656.2261
MEI1	37.9839	MEI1	140.1833
MEIS1	217.6771	MEIS1	377.3873
MEIS2	209.6421	MEIS2	545.0726
MEIS3P1	1201.9722	MEIS3P1	981.6654
MEIS3	427.3192	MEIS3	163.1016
MELK	40.5405	MELK	16.0428
MEMO1	349.6859	MEMO1	225.8365
MEN1	1178.2323	MEN1	619.5569
MEOX1	113.2213	MEOX1	241.4057
MEOX2	97.5164	MEOX2	272.7273
MEPCE	2091.6728	MEPCE	1554.6218
MERTK	135.5004	MERTK	443.4683
MESDC1	492.3302	MESDC1	352.1772
MESDC2	1444.8503	MESDC2	1187.1314
MESP1	75.6026	MESP1	51.5661
MESP2	18.2615	MESP2	11.4591
MESTIT1	5.4785	MESTIT1	21.0084
MEST	1220.2337	MEST	2131.78
METAP1	946.3112	METAP1	1746.3713
METAP2	1590.2118	METAP2	1899.9236
METRNL	243.6085	METRNL	175.7066
METRN	314.0979	METRN	91.673
METT10D	957.2681	METT10D	1425.8976
METT11D1	445.2155	METT11D1	590.5271
METT5D1	502.1914	METT5D1	357.1429
METTL10	370.2666	METTL10	480.1986
METTL11A	262.111	METTL11A	239.1558
METTL12	60.7451	METTL12	50.4927
METTL13	1147.553	METTL13	797.5554
METTL14	450.6939	METTL14	576.7762
METTL1	257.8524	METTL1	269.2895
METTL2A	373.9956	METTL2A	339.9542
METTL2B	406.8663	METTL2B	234.5302
METTL3	613.1921	METTL3	589.4385
METTL4	242.1476	METTL4	228.8006
METTL5	420.2301	METTL5	484.8701
METTL6	261.87	METTL6	246.7532
METTL7A	1538.3492	METTL7A	3898.3957
removed	removed	METTL7B	6.1115
METTL8	462.7465	METTL8	390.3743
METTL9	1789.2622	METTL9	2056.9137
MET	572.6808	MET	1189.0756
MEX3A	570.1242	MEX3A	421.314
MEX3B	68.298	MEX3B	103.5141
MEX3C	793.2798	MEX3C	1614.5913
MEX3D	535.4273	MEX3D	322.3835
MFAP1	774.2878	MFAP1	771.9633
MFAP2	345.1424	MFAP2	114.9733
MFAP3L	319.5763	MFAP3L	1261.6501
MFAP3	1016.0701	MFAP3	1109.6257
MFAP4	1541.271	MFAP4	3622.9947
MFAP5	359.7516	MFAP5	830.4049
MFF	964.2075	MFF	1203.5905
MFGE8	1619.4302	MFGE8	7871.2758
MFHAS1	155.2228	MFHAS1	165.7754
MFI2	131.1176	MFI2	550.8021
MFN1	786.3404	MFN1	957.6012
MFN2	2335.6465	MFN2	2658.136
MFNG	188.4587	MFNG	258.9763
MFRP	317.0197	MFRP	154.3163
MFSD10	1112.8561	MFSD10	827.7311
MFSD11	436.1176	MFSD11	530.6379
MFSD1	1538.7144	MFSD1	1575.2483
MFSD2A	155.9533	MFSD2A	77.1581
MFSD2B	11.6874	MFSD2B	9.5493
MFSD3	266.618	MFSD3	184.8739
MFSD4	71.9503	MFSD4	611.5355
MFSD5	831.9942	MFSD5	621.0848
MFSD6L	116.8736	MFSD6L	44.6906
MFSD6	2539.0796	MFSD6	1974.026
MFSD7	518.897	MFSD7	175.3056
MFSD8	387.8744	MFSD8	455.3094
MFSD9	169.832	MFSD9	167.6853
MGAM	2571.2199	MGAM	5.7296
MGAT1	1953.981	MGAT1	2326.9672
MGAT2	692.4763	MGAT2	635.2177
MGAT3	93.1337	MGAT3	494.6524
MGAT4A	1318.8459	MGAT4A	1299.4652
MGAT4B	1365.2301	MGAT4B	1240.6417
removed	removed	MGAT5B	14.5149
MGAT5	222.7904	MGAT5	421.314
MGA	1331.6289	MGA	1639.0374
removed	removed	MGC12916	8.0214
MGC12982	23.0095	MGC12982	16.0428
MGC16121	12.0526	MGC16121	9.5493
MGC16142	8.4003	MGC16142	6.8755
MGC16275	23.3747	MGC16275	58.4416
MGC16384	5.4785	MGC16384	11.4591
MGC16703	14.1052	MGC16703	10.0955
MGC21881	113.5866	MGC21881	212.7578
MGC23270	32.1402	MGC23270	33.6134
MGC23284	16.4354	MGC23284	30.1757
MGC2752	590.2118	MGC2752	563.0252
MGC29506	122.7173	MGC29506	483.9572
MGC3771	18.0825	MGC3771	19.683
removed	removed	MGC42105	7.2574
MGC45800	6.9394	MGC45800	6.1115
MGC57346	232.6516	MGC57346	331.8029
MGC70857	388.9701	MGC70857	325.8212
MGC72080	40.1205	MGC72080	24.2284
MGC87042	27.7575	MGC87042	14.5149
MGEA5	4842.2206	MGEA5	5650.1146
MGLL	1279.0358	MGLL	2946.5241
MGMT	308.6194	MGMT	338.8083
MGP	114969.3207	MGP	82148.5867
MGRN1	1834.1855	MGRN1	1137.1276
MGST1	2626.3696	MGST1	3259.3583
MGST2	694.3024	MGST2	595.4927
MGST3	1494.1563	MGST3	1388.4645
MIA3	5468.5902	MIA3	2075.2483
MIAT	67.5676	MIAT	100.3934
MIA	161.3842	MIA	440.34
MIB1	2187.7283	MIB1	2351.0313
MIB2	269.905	MIB2	280.3667
MICAL1	610.2995	MICAL1	307.1887
MICAL2	3340.0292	MICAL2	514.1329
MICAL3	731.5559	MICAL3	1846.4477
MICALCL	311.5413	MICALCL	40.107
MICALL1	555.515	MICALL1	1120.3209
MICALL2	518.992	MICALL2	278.4568
MICA	222.0599	MICA	296.4095
MICB	54.0541	MICB	50.8021
MID1IP1	596.786	MID1IP1	340.3361
MID1	186.6326	MID1	954.1635
MID2	1356.4646	MID2	868.22
MIDN	3915.2666	MIDN	1600.4584
MIER1	1223.886	MIER1	1314.3621
MIER2	508.4003	MIER2	346.4477
MIER3	782.6881	MIER3	734.1482
MIF4GD	295.8437	MIF4GD	469.3277
MIF	3133.8057	MIF	1482.4179
MIIP	252.0088	MIIP	233.3843
MINA	2021.7896	MINA	1059.1329
MINK1	1864.3024	MINK1	2462.8228
MINPP1	425.8583	MINPP1	350.2674
MIOS	1154.4923	MIOS	719.2513
MIPEP	663.2579	MIPEP	476.6998
MIPOL1	204.8941	MIPOL1	162.7196
MIR155HG	6.9394	MIR155HG	8.0214
MIR17HG	23.74	MIR17HG	59.9694
MIS12	440.8327	MIS12	459.893
MITD1	196.1286	MITD1	214.2857
MITF	188.0935	MITF	453.0176
MKI67IP	695.3944	MKI67IP	875.4775
MKI67	298.0278	MKI67	172.6509
MKKS	774.2878	MKKS	755.1566
MKL1	955.8072	MKL1	1352.5592
MKL2	2803.141	MKL2	2943.0863
MKLN1	2400.6574	MKLN1	2491.2147
MKNK1	315.924	MKNK1	490.8327
MKNK2	5663.2579	MKNK2	2739.1138
MKRN1	4029.2184	MKRN1	3105.806
MKRN2	569.3937	MKRN2	724.5989
MKS1	274.653	MKS1	335.7525
MKX	7.3046	MKX	27.5019
MLC1	6.2089	MLC1	8.0214
MLEC	7639.5179	MLEC	5303.285
MLF1IP	204.0358	MLF1IP	139.851
MLF1	350.6209	MLF1	395.7219
MLF2	2785.6099	MLF2	2485.4851
MLH1	748.7217	MLH1	684.8739
MLH3	675.6757	MLH3	728.0367
MLKL	60.6282	MLKL	181.8182
MLL2	2468.5537	MLL2	3064.1597
MLL3	4303.8714	MLL3	3910.2368
MLL4	1466.3988	MLL4	1160.4278
MLL5	2662.7648	MLL5	3041.8373
MLLT10	666.9102	MLLT10	825.0573
MLLT11	84.7334	MLLT11	92.437
MLLT1	1969.3207	MLLT1	1453.3995
MLLT3	772.0964	MLLT3	434.301
MLLT4	2504.0175	MLLT4	4868.984
MLLT6	4844.412	MLLT6	5716.9595
MLL	3189.1892	MLL	4039.343
MLPH	10586.9248	MLPH	1549.2743
MLST8	860.0657	MLST8	666.8602
MLXIPL	49.6713	MLXIPL	105.806
MLXIP	728.2688	MLXIP	1354.4691
MLX	792.721	MLX	1003.4645
MLYCD	188.4587	MLYCD	224.9809
MMAA	311.176	MMAA	373.1856
MMAB	484.6603	MMAB	829.259
MMACHC	148.6486	MMACHC	226.1268
MMADHC	1510.9569	MMADHC	1880.0611
MMD	219.1381	MMD	763.178
MMEL1	23.8568	MMEL1	12.6891
MME	788.1665	MME	3974.4079
MMGT1	684.8064	MMGT1	1016.4248
MMP10	20.8181	MMP10	9.9312
MMP11	349.8904	MMP11	74.4843
removed	removed	MMP12	8.4034
MMP13	10.5917	removed	removed
MMP14	3362.6735	MMP14	3073.3384
MMP15	1043.4624	MMP15	315.89
MMP16	120.1607	MMP16	83.6516
MMP17	44.9233	MMP17	42.7807
MMP19	300.9496	MMP19	420.1681
MMP1	8.0351	removed	removed
MMP23A	21.5486	removed	removed
MMP23B	46.019	MMP23B	28.6478
MMP24	203.4332	MMP24	302.521
MMP25	17.6662	MMP25	32.0665
MMP28	50.0365	MMP28	66.4629
MMP2	4362.3083	MMP2	5192.8953
MMP3	317.385	MMP3	6.4935
MMP7	944.1198	MMP7	2784.5684
MMP8	9.496	MMP8	18.3346
MMP9	1709.6421	MMP9	643.2391
MMRN1	160.7012	MMRN1	485.8671
MMRN2	995.6172	MMRN2	1532.0856
MMS19	1283.7838	MMS19	1511.0772
MN1	166.5449	MN1	104.66
MNAT1	224.2513	MNAT1	248.2811
MND1	11.3221	MND1	8.4034
MNDA	90.9423	MNDA	105.424
MNS1	80.7159	MNS1	139.4194
MNT	1000	MNT	679.9083
MOAP1	891.1614	MOAP1	1067.9908
MOB2	605.9167	MOB2	472.4981
MOBKL1A	1006.5741	MOBKL1A	1251.3369
MOBKL1B	757.122	MOBKL1B	695.1872
MOBKL2A	1243.2432	MOBKL2A	870.8938
MOBKL2B	292.9145	MOBKL2B	805.5768
MOBKL2C	339.664	MOBKL2C	602.3682
MOBKL3	955.8072	MOBKL3	1112.2995
MOCOS	325.42	MOCOS	304.8128
MOCS1	551.1468	MOCS1	1033.1551
MOCS2	582.542	MOCS2	772.3453
MOCS3	226.0774	MOCS3	237.9679
MOGAT2	125.6392	MOGAT2	39.725
MOGS	1058.802	MOGS	838.4263
MON1A	126.7348	MON1A	139.4194
MON1B	494.5215	MON1B	707.0283
MON2	1207.0855	MON2	1586.3254
MORC2	1098.9774	MORC2	851.0313
MORC3	1208.9116	MORC3	1363.6364
MORC4	420.3798	MORC4	534.3774
MORF4L1	2934.2586	MORF4L1	4014.5149
MORF4L2	4978.8167	MORF4L2	3601.2223
MORN1	133.6742	MORN1	86.7074
MORN2	184.4412	MORN2	183.3461
MORN3	18.2615	MORN3	8.0214
MORN4	173.1191	MORN4	255.1566
MOSC1	196.859	MOSC1	536.6692
MOSC2	319.9416	MOSC2	333.0787
MOSPD1	180.7889	MOSPD1	246.7532
MOSPD2	275.7487	MOSPD2	285.7143
MOSPD3	400.2922	MOSPD3	257.4484
MOV10	612.4909	MOV10	750.9549
MOXD1	226.4427	MOXD1	96.2567
MPDU1	1232.6552	MPDU1	693.6593
MPDZ	723.886	MPDZ	1510.3132
MPEG1	261.87	MPEG1	474.026
MPG	740.3214	MPG	478.6096
MPHOSPH10	969.6859	MPHOSPH10	941.1765
MPHOSPH6	288.5318	MPHOSPH6	482.8113
MPHOSPH8	1060.6282	MPHOSPH8	1336.1345
