gene_id	TCGA-E9-A1RF-01A-11R-A157-07	gene_id	TCGA-E9-A1RF-11A-32R-A157-07
MFSD1	1551.6523	MFSD1	2345.5056
MFSD2A	53.5876	MFSD2A	6.0193
MFSD2B	19.4554	removed	removed
MFSD3	178.5117	MFSD3	60.1926
MFSD4	27.6471	MFSD4	191.8138
MFSD5	944.4395	MFSD5	686.9984
MFSD6L	25.2579	removed	removed
MFSD6	1229.4438	MFSD6	1013.6437
MFSD7	72.1283	MFSD7	81.0072
MFSD8	288.0762	MFSD8	397.2713
MFSD9	147.11	MFSD9	230.7384
MGAM	5.1198	MGAM	7.2231
MGAT1	3380.4586	MGAT1	3782.1027
MGAT2	796.3055	MGAT2	860.3531
MGAT3	25.5992	MGAT3	652.0867
MGAT4A	1218.1802	MGAT4A	693.0177
MGAT4B	2476.9129	MGAT4B	759.6308
MGAT5B	27.9884	MGAT5B	9.2295
MGAT5	106.4926	MGAT5	371.1878
MGA	1228.0786	MGA	1339.0851
MGC12916	8.5331	removed	removed
MGC12982	27.3058	MGC12982	33.7079
removed	removed	MGC14436	13.2424
MGC16121	14.6769	removed	removed
MGC16142	8.5331	MGC16142	14.4462
MGC16275	65.1926	MGC16275	22.0706
MGC16384	11.2636	MGC16384	10.0321
MGC21881	147.4513	MGC21881	130.0161
MGC23270	52.2224	MGC23270	15.2488
MGC23284	30.0364	MGC23284	22.0706
MGC2752	270.3275	MGC2752	467.0947
MGC29506	244.0456	MGC29506	5.2167
MGC3771	9.0041	MGC3771	9.3459
MGC45800	10.581	MGC45800	150.0803
MGC57346	127.3133	MGC57346	126.0032
MGC70857	273.7407	MGC70857	150.4815
MGC72080	62.6805	MGC72080	73.3909
removed	removed	MGC87042	47.7528
MGEA5	4359.3717	MGEA5	8046.1477
MGLL	732.4782	MGLL	15726.3242
MGMT	289.4415	MGMT	175.7624
MGP	2005.9527	MGP	16050.5618
MGRN1	1535.6102	MGRN1	795.3451
MGST1	4326.9461	MGST1	26977.9294
MGST2	473.7557	MGST2	811.3965
MGST3	3289.3255	MGST3	6179.7753
MIA3	3090.6758	MIA3	3088.6838
MIAT	369.1813	MIAT	48.5554
MIA	13.7109	removed	removed
MIB1	1399.0812	MIB1	1825.8427
MIB2	261.1118	MIB2	82.6645
MICAL1	1630.8392	MICAL1	191.0233
MICAL2	2334.305	MICAL2	436.1958
MICAL3	410.9524	MICAL3	973.114
MICALCL	16.0422	removed	removed
MICALL1	620.5244	MICALL1	305.3772
MICALL2	622.231	MICALL2	42.1348
MICA	454.983	MICA	235.9551
MICB	196.2605	MICB	95.9069
MID1IP1	1004.5123	MID1IP1	430.1766
MID1	125.6067	MID1	608.3467
MID2	566.2541	MID2	1555.3772
MIDN	2508.0381	MIDN	748.7961
MIER1	822.246	MIER1	1256.0193
MIER2	399.0061	MIER2	263.2424
MIER3	474.097	MIER3	684.5907
MIF4GD	607.4074	MIF4GD	325.4454
MIF	4379.0353	MIF	346.0835
MIIP	273.3994	MIIP	129.2135
MINA	1543.0066	MINA	922.7528
MINK1	1693.25	MINK1	926.7616
MINPP1	333.1308	MINPP1	402.0867
MIOS	789.8204	MIOS	610.7544
MIPEP	966.6255	MIPEP	298.1541
MIPOL1	328.3523	MIPOL1	98.3146
MIR155HG	30.719	removed	removed
MIR17HG	48.8091	MIR17HG	42.1348
MIS12	310.2622	MIS12	452.6485
MITD1	345.7597	MITD1	216.6934
MITF	500.7202	MITF	1198.2343
MKI67IP	853.2962	MKI67IP	558.1862
MKI67	1454.3754	MKI67	43.74
MKKS	1272.1092	MKKS	1146.87
MKL1	1254.3604	MKL1	529.2937
MKL2	1508.987	MKL2	3520.8668
MKLN1	1740.0624	MKLN1	3762.0385
MKNK1	647.1476	MKNK1	801.8058
MKNK2	2500.8704	MKNK2	3811.3965
MKRN1	5840.3703	MKRN1	2389.6469
MKRN2	815.7609	MKRN2	883.2263
MKRN3	51.1984	MKRN3	7.2231
MKS1	722.9212	MKS1	147.2713
MKX	11.605	MKX	77.4478
MLC1	13.6529	removed	removed
MLEC	5571.4081	MLEC	5575.0401
MLF1IP	438.9613	MLF1IP	71.0754
MLF1	365.5565	MLF1	218.2986
MLF2	4328.3113	MLF2	2140.8507
MLH1	1038.9859	MLH1	772.4719
MLH3	534.8524	MLH3	733.5474
MLKL	259.4051	MLKL	303.7721
MLL2	1889.8143	MLL2	2312.6565
MLL3	1512.7416	MLL3	4269.2616
MLL4	886.4147	MLL4	570.626
MLL5	1465.4684	MLL5	2968.6998
MLLT10	769.341	MLLT10	909.7111
MLLT11	131.0679	MLLT11	39.3258
MLLT1	1471.7829	MLLT1	1073.0337
MLLT3	297.2919	MLLT3	346.7095
MLLT4	1933.5923	MLLT4	2751.2039
MLLT6	2588.2489	MLLT6	2256.8218
MLL	1402.1531	MLL	3237.9615
MLPH	6542.8121	MLPH	278.0899
MLST8	753.1794	MLST8	262.4077
MLXIPL	11.9463	MLXIPL	1247.9936
MLXIP	825.6593	MLXIP	1278.4912
MLX	806.3575	MLX	1584.3579
MLYCD	260.0878	MLYCD	455.8587
MMAA	170.6613	MMAA	297.7528
MMAB	528.3673	MMAB	379.2135
MMACHC	78.1629	MMACHC	132.825
MMADHC	1433.5547	MMADHC	1952.6485
MMD	963.5536	MMD	12086.6774
MMEL1	9.7106	removed	removed
MME	599.7037	MME	6533.7079
MMGT1	766.2691	MMGT1	1749.1974
MMP10	857.4023	removed	removed
MMP11	40887.0291	MMP11	34.1091
MMP12	44.7133	MMP12	54.1734
MMP13	337.2267	removed	removed
MMP14	14083.31	MMP14	2283.7079
MMP15	625.3029	MMP15	513.2424
MMP16	106.4926	MMP16	131.6212
MMP17	100.6902	MMP17	77.4478
MMP19	563.8649	MMP19	2310.9952
MMP1	3179.7609	removed	removed
MMP23B	33.1083	MMP23B	41.7335
MMP24	353.6102	MMP24	236.3563
MMP25	45.6382	MMP25	17.1388
MMP27	5.8025	MMP27	81.4607
MMP28	71.6777	MMP28	713.8844
MMP2	15277.2563	MMP2	22377.6083
MMP3	633.4947	removed	removed
MMP7	1562.916	MMP7	13.6437
MMP9	819.8568	MMP9	624.7994
MMRN1	100.6902	MMRN1	1575.4414
MMRN2	566.2541	MMRN2	4059.7913
MMS19	1070.3875	MMS19	1005.618
MN1	330.0589	MN1	672.9535
MNAT1	429.7251	MNAT1	330.2568
MND1	36.8628	removed	removed
MNDA	401.7366	MNDA	223.114
MNS1	23.2099	MNS1	52.1669
MNT	652.6087	MNT	312.199
MOAP1	1209.6471	MOAP1	818.6196
MOB2	358.0474	MOB2	292.9374
MOBKL1A	665.9203	MOBKL1A	768.4591
MOBKL1B	1100.7652	MOBKL1B	934.992
MOBKL2A	1221.9348	MOBKL2A	1496.7897
MOBKL2B	122.1935	MOBKL2B	712.2793
MOBKL2C	387.4011	MOBKL2C	869.1413
MOBKL3	813.0303	MOBKL3	943.0177
MOCOS	102.3968	MOCOS	77.4478
MOCS1	390.5891	MOCS1	2194.0249
MOCS2	644.0757	MOCS2	976.3242
MOCS3	442.6954	MOCS3	128.4109
removed	removed	MOGAT1	6.0193
MOGS	1211.0124	MOGS	532.1027
MON1A	176.1224	MON1A	147.6726
MON1B	681.6211	MON1B	682.5843
MON2	804.4973	MON2	2069.0209
MORC2	1594.659	MORC2	570.2247
MORC3	661.4831	MORC3	1380.8186
MORC4	659.4352	MORC4	1865.9711
MORF4L1	3566.8207	MORF4L1	5784.9117
MORF4L2	6522.6741	MORF4L2	3478.7319
removed	removed	MORF4	6.4205
MORN1	179.5357	MORN1	6.4205
MORN2	315.7234	MORN2	146.0674
MORN4	125.2654	MORN4	89.4864
MOSC1	217.7638	MOSC1	6700.6421
MOSC2	366.2391	MOSC2	692.6164
MOSPD1	267.2556	MOSPD1	164.5265
MOSPD2	404.4672	MOSPD2	513.6437
MOSPD3	314.3581	MOSPD3	141.252
MOV10L1	6.4851	removed	removed
MOV10	1307.2654	MOV10	426.9663
MOXD1	363.1672	MOXD1	42.9374
MPDU1	1434.2374	MPDU1	1001.6051
MPDZ	446.7912	MPDZ	2538.5233
MPEG1	840.6775	MPEG1	3449.4382
MPG	943.4155	MPG	221.9101
MPHOSPH10	1198.0422	MPHOSPH10	644.061
MPHOSPH6	343.7118	MPHOSPH6	155.6982
MPHOSPH8	989.8354	MPHOSPH8	1310.5939
MPHOSPH9	319.4779	MPHOSPH9	262.8411
MPI	426.6532	MPI	525.6822
MPL	12.6289	MPL	42.9374
MPND	453.959	MPND	142.8571
MPP1	525.9781	MPP1	712.2793
MPP2	85.672	MPP2	46.549
MPP3	95.229	MPP3	38.122
MPP5	692.5435	MPP5	1084.6709
MPP6	16.3835	MPP6	172.9535
MPP7	784.7006	MPP7	482.7448
MPPE1	424.6053	MPPE1	764.4462
MPPED2	14.6769	MPPED2	100.321
MPRIP	1607.2879	MPRIP	2715.0883
MPST	898.0196	MPST	611.1557
MPV17L2	379.2094	MPV17L2	119.5827
removed	removed	MPV17L	80.2568
MPV17	2370.8265	MPV17	721.9101
MPZL1	3734.7514	MPZL1	4538.5233
MPZL2	200.015	MPZL2	266.8539
MPZL3	24.2339	MPZL3	7.6244
MPZ	7.8504	MPZ	98.3146
MR1	225.9555	MR1	206.26
removed	removed	MRAP2	20.8668
removed	removed	MRAP	1814.8395
MRAS	562.1583	MRAS	9896.0674
MRC1	292.8548	MRC1	3275.6822
MRC2	2790.6532	MRC2	1821.4286
MRE11A	353.2688	MRE11A	583.4671
MREG	1730.1128	MREG	180.7665
MRFAP1L1	2062.2709	MRFAP1L1	963.4831
MRFAP1	8721.8153	MRFAP1	5577.4478
MRGPRF	83.2827	MRGPRF	385.2327
removed	removed	MRGPRX2	14.0449
MRI1	534.8524	MRI1	357.9454
MRM1	72.7017	MRM1	25.2809
MRO	21.5033	MRO	69.4222
MRP63	1081.2143	MRP63	414.5265
MRPL10	2058.175	MRPL10	1086.6774
MRPL11	646.4649	MRPL11	434.5907
MRPL12	380.916	MRPL12	197.9856
MRPL13	1013.0453	MRPL13	459.8716
MRPL14	1136.9454	MRPL14	229.1332
MRPL15	706.1964	MRPL15	808.9888
MRPL16	657.0459	MRPL16	616.3724
MRPL17	1044.447	MRPL17	510.8347
MRPL18	776.8501	MRPL18	623.9968
MRPL19	1302.1456	MRPL19	1986.3563
MRPL1	303.4358	MRPL1	463.4831
MRPL20	2073.7086	MRPL20	986.9101
MRPL21	594.9252	MRPL21	297.7528
MRPL22	456.0069	MRPL22	395.6661
MRPL23	422.216	MRPL23	208.6677
MRPL24	1869.0823	MRPL24	778.8925
MRPL27	2250.6809	MRPL27	514.8475
MRPL28	734.1848	MRPL28	304.9759
MRPL2	518.469	MRPL2	383.2263
MRPL30	1168.8181	MRPL30	880.1605
MRPL32	745.1071	MRPL32	713.4831
MRPL33	924.6428	MRPL33	565.4093
MRPL34	577.5178	MRPL34	652.488
MRPL35	1065.609	MRPL35	1145.2648
MRPL36	386.0358	MRPL36	274.077
MRPL37	1719.9244	MRPL37	1269.6629
MRPL38	1290.2505	MRPL38	515.6742
MRPL39	283.2977	MRPL39	406.5008
MRPL3	3444.6272	MRPL3	1274.8796
MRPL40	666.603	MRPL40	596.3082
MRPL41	641.3451	MRPL41	337.4799
removed	removed	MRPL42P5	5.1645
MRPL42	723.6038	MRPL42	516.4526
MRPL43	828.796	MRPL43	751.0795
MRPL44	647.4889	MRPL44	573.8363
MRPL45	487.7499	MRPL45	1013.2424
MRPL46	1094.6214	MRPL46	414.9278
MRPL47	480.2408	MRPL47	486.7576
MRPL48	525.9781	MRPL48	381.6212
MRPL49	1497.0407	MRPL49	739.5666
MRPL4	710.9749	MRPL4	382.4238
MRPL50	463.1747	MRPL50	422.9535
MRPL51	1955.0956	MRPL51	1024.8796
MRPL52	666.2616	MRPL52	262.4398
MRPL53	530.289	MRPL53	344.3018
MRPL54	565.5715	MRPL54	282.9053
MRPL55	779.5807	MRPL55	176.1637
MRPL9	1374.1032	MRPL9	670.8949
MRPS10	1128.4124	MRPS10	1042.9374
MRPS11	1539.3647	MRPS11	421.3483
MRPS12	1924.9875	MRPS12	155.6982
MRPS14	629.7401	MRPS14	499.5987
MRPS15	1281.6662	MRPS15	1109.5506
MRPS16	1513.7655	MRPS16	1472.7127
MRPS17	202.6773	MRPS17	158.1059
MRPS18A	756.0295	MRPS18A	463.8844
MRPS18B	1720.2657	MRPS18B	1324.6388
MRPS18C	375.9293	MRPS18C	364.0811
MRPS21	557.3797	MRPS21	708.2665
MRPS22	411.635	MRPS22	618.3788
MRPS23	1783.4104	MRPS23	463.0819
MRPS24	770.365	MRPS24	568.6196
MRPS25	840.2235	MRPS25	619.9639
MRPS26	1188.4851	MRPS26	240.7705
MRPS27	1289.8579	MRPS27	1392.8571
MRPS28	346.3468	MRPS28	297.9655
MRPS2	839.9436	MRPS2	507.5883
MRPS30	1067.3156	MRPS30	358.3467
MRPS31	413.3416	MRPS31	357.5441
MRPS33	1337.6431	MRPS33	617.175
MRPS34	1358.8051	MRPS34	243.5795
MRPS35	1433.8961	MRPS35	944.2215
MRPS36	394.9102	MRPS36	424.5586
MRPS5	942.0503	MRPS5	595.9069
MRPS6	920.5913	MRPS6	840.618
MRPS7	1489.3371	MRPS7	857.5401
MRPS9	375.1135	MRPS9	370.3852
MRRF	479.5582	MRRF	459.8716
MRS2P2	5.4612	removed	removed
MRS2	790.8444	MRS2	872.3917
MRTO4	954.6792	MRTO4	320.2247
MRVI1	584.6855	MRVI1	560.1926
MS4A14	97.1267	MS4A14	248.6196
MS4A15	37.5455	removed	removed
MS4A1	18.0901	MS4A1	20.8668
MS4A2	5.8025	MS4A2	126.4045
MS4A4A	384.6705	MS4A4A	1650.8828
MS4A6A	1062.8784	MS4A6A	2573.8363
MS4A7	523.3977	MS4A7	929.9518
MSC	217.2245	MSC	117.4719
MSH2	737.9394	MSH2	438.2022
MSH3	492.6889	MSH3	1022.5441
MSH4	5.4612	removed	removed
MSH5	246.8786	MSH5	189.4061
MSH6	1746.8888	MSH6	965.0883
MSI1	57.3422	removed	removed
MSI2	662.8484	MSI2	98.3146
MSL1	2104.2536	MSL1	2230.3371
MSL2	778.5568	MSL2	1054.9759
MSL3L2	160.0803	MSL3L2	45.7464
MSL3	661.1418	MSL3	672.1509
MSMB	46.4199	removed	removed
MSMP	16.7248	MSMP	36.9181
MSN	6295.6946	MSN	16139.2456
MSR1	1345.8348	MSR1	1248.3949
MSRA	80.2108	MSRA	326.6453
MSRB2	662.1658	MSRB2	721.1075
MSRB3	733.1609	MSRB3	5223.114
MST1P2	25.2579	MST1P2	5.2167
MST1P9	6.1438	removed	removed
MST1R	541.3376	MST1R	20.0642
MST1	85.3306	MST1	11.6372
MST4	481.6061	MST4	82.2632
MSTN	33.1083	MSTN	20.4655
MSTO1	591.9489	MSTO1	1062.4679
MSTO2P	199.7522	MSTO2P	40.7022
MSX1	77.8215	MSX1	336.6774
MSX2	461.4681	MSX2	37.7207
removed	removed	MT1A	121.9904
removed	removed	MT1DP	8.8283
MT1E	155.3018	MT1E	375.6019
MT1F	98.6422	MT1F	31.7014
MT1G	16.7248	removed	removed
MT1L	15.7008	MT1L	116.7737
MT1M	14.6769	MT1M	208.6677
MT1X	490.4805	MT1X	2674.9599
MT2A	2313.4843	MT2A	1070.2247
MTA1	1245.8273	MTA1	628.4109
MTA2	1725.0442	MTA2	1250.8026
MTA3	1161.5207	MTA3	736.3563
MTAP	415.5466	MTAP	702.6485
MTBP	121.5108	MTBP	54.5746
MTCH1	4388.0428	MTCH1	2999.1974
MTCH2	2073.8759	MTCH2	2175.7624
MTCP1NB	314.1806	MTCP1NB	349.2014
MTCP1	34.3097	MTCP1	21.5851
MTDH	3287.6189	MTDH	4291.7335
MTERFD1	378.5267	MTERFD1	358.748
MTERFD2	301.0465	MTERFD2	363.1621
MTERFD3	657.7286	MTERFD3	414.5265
MTERF	181.9249	MTERF	176.565
MTF1	467.9532	MTF1	917.7368
MTF2	556.0144	MTF2	383.2263
MTFMT	167.5894	MTFMT	211.0754
MTFR1	476.8549	MTFR1	495.6782
MTG1	482.2888	MTG1	211.878
MTHFD1L	288.4176	MTHFD1L	232.3435
MTHFD1	1687.3417	MTHFD1	4807.4278
MTHFD2L	122.1832	MTHFD2L	115.1525
MTHFD2	1805.5417	MTHFD2	416.9342
MTHFR	326.6457	MTHFR	394.061
MTHFSD	244.0456	MTHFSD	219.9037
MTHFS	903.4808	MTHFS	325.0401
MTIF2	1054.3454	MTIF2	795.3451
MTIF3	1230.1265	MTIF3	1203.451
MTL5	916.7924	MTL5	24.4783
MTM1	331.0829	MTM1	400.8828
MTMR10	525.9269	MTMR10	2645.0762
MTMR11	477.5103	MTMR11	208.2665
MTMR12	775.4848	MTMR12	2696.6292
MTMR14	1355.7332	MTMR14	613.9647
MTMR15	372.4341	MTMR15	802.7568
MTMR1	566.2541	MTMR1	509.6308
MTMR2	634.86	MTMR2	1397.6726
MTMR3	2169.7875	MTMR3	2241.1717
MTMR4	1982.4014	MTMR4	956.6613
MTMR6	892.5585	MTMR6	1051.3644
MTMR7	29.1933	MTMR7	42.7849
MTMR8	8.1917	MTMR8	28.3066
MTMR9L	38.9108	MTMR9L	121.5891
MTMR9	261.7569	MTMR9	837.813
MTO1	288.4176	MTO1	458.6677
MTOR	1686.1334	MTOR	1754.4141
MTP18	261.651	MTP18	27.2352
MTPAP	524.2714	MTPAP	496.7897
MTRF1L	181.9249	MTRF1L	425.7624
MTRF1	147.4513	MTRF1	93.4992
MTRR	381.9399	MTRR	734.7512
MTR	1519.568	MTR	2113.5634
MTSS1L	756.7121	MTSS1L	234.7512
MTSS1	771.7303	MTSS1	1967.496
removed	removed	MTTP	16.8539
MTUS1	1106.9091	MTUS1	3589.4864
MTUS2	8.8744	MTUS2	5.2167
MTX1	739.6153	MTX1	408.5072
MTX2	849.8932	MTX2	492.3756
MTX3	666.9443	MTX3	893.6597
removed	removed	MUC12	10.0321
MUC16	7.5091	removed	removed
MUC1	2692.6936	MUC1	25.6822
MUC20	122.8761	MUC20	95.5056
MUDENG	1026.3569	MUDENG	878.8122
MUL1	856.037	MUL1	782.9053
MUM1L1	118.4389	MUM1L1	104.7352
MUM1	567.6194	MUM1	716.2921
MURC	22.5273	MURC	6.8218
MUS81	369.311	MUS81	256.0193
MUSTN1	13.9942	MUSTN1	127.1388
MUTED	346.9885	MUTED	392.8571
MUTYH	91.6144	MUTYH	49.0289
MUT	848.8692	MUT	1517.2552
MVD	456.3483	MVD	83.8684
MVK	380.916	MVK	109.5506
MVP	4546.4165	MVP	1620.3852
MX1	2403.5934	MX1	1373.5955
MX2	713.0228	MX2	839.4864
MXD1	371.7003	MXD1	556.5811
MXD3	219.7162	MXD3	32.9173
MXD4	1256.067	MXD4	1321.4286
MXI1	724.9691	MXI1	1178.1701
MXRA5	9254.6198	MXRA5	2610.3531
MXRA7	2310.0711	MXRA7	8182.9856
MXRA8	3865.478	MXRA8	3921.3483
MYADM	6034.2415	MYADM	11965.0883
MYBBP1A	928.7557	MYBBP1A	419.679
MYBL1	183.9729	MYBL1	30.0963
MYBL2	1077.8966	MYBL2	6.4205
MYB	1235.5877	removed	removed
MYCBP2	1808.3269	MYCBP2	10865.5698
MYCBPAP	7.8504	removed	removed
MYCBP	767.375	MYCBP	415.0361
MYCL1	376.8201	MYCL1	14.0449
MYCN	62.1207	MYCN	12.0385
MYCT1	172.7092	MYCT1	1386.0353
MYC	1030.4528	MYC	1347.512
MYD88	2226.7884	MYD88	1047.3515
MYEF2	622.0706	MYEF2	267.191
MYEOV2	977.8891	MYEOV2	526.886
MYEOV	5.8025	MYEOV	1092.2953
MYH10	1567.0119	MYH10	4129.2135
MYH11	411.6964	MYH11	1492.9013
MYH14	5562.875	MYH14	803.7721
removed	removed	MYH15	5.2167
removed	removed	MYH1	8.427
MYH3	18.4314	MYH3	10.4334
removed	removed	MYH7B	20.0642
MYH9	36637.9046	MYH9	16605.5377
MYL12A	7625.4872	MYL12A	7896.0674
MYL12B	7675.3203	MYL12B	6760.8347
removed	removed	MYL3	14.4462
MYL5	150.7724	MYL5	82.179
MYL6B	496.283	MYL6B	157.3034
MYL6	24652.0217	MYL6	16709.4703
MYL7	6.8265	removed	removed
MYL9	8463.7754	MYL9	11493.9807
MYLIP	1507.6217	MYLIP	1553.3708
MYLK2	5.8025	removed	removed
MYLK3	7.5091	removed	removed
MYLK4	19.4554	MYLK4	31.7014
MYLK	2069.78	MYLK	2216.248
MYNN	315.382	MYNN	522.0706
MYO10	1003.147	MYO10	800.1605
MYO15A	11.2636	MYO15A	5.2167
MYO15B	474.7797	MYO15B	586.6774
MYO16	5.4612	MYO16	258.427
MYO18A	836.3973	MYO18A	613.3708
MYO19	295.8789	MYO19	221.4607
MYO1B	3271.5767	MYO1B	2076.244
MYO1C	5313.0269	MYO1C	19099.1172
MYO1D	2689.6217	MYO1D	892.8571
MYO1E	1121.2446	MYO1E	949.8395
MYO1F	493.2111	MYO1F	209.069
MYO1G	252.2374	MYO1G	36.1156
removed	removed	MYO1H	10.4334
MYO3A	9.8984	removed	removed
MYO3B	8.1917	removed	removed
MYO5A	946.1461	MYO5A	1777.2873
MYO5B	1136.9454	MYO5B	163.3226
MYO5C	820.7613	MYO5C	932.7247
MYO6	3194.4378	MYO6	1300.1605
MYO7A	69.6298	MYO7A	343.4992
removed	removed	MYO7B	21.6693
MYO9A	276.8126	MYO9A	1364.366
MYO9B	1942.808	MYO9B	1120.3852
removed	removed	MYOCD	50.9631
removed	removed	MYOC	4726.7255
MYOF	4223.8666	MYOF	7400.8828
MYOM1	17.4075	MYOM1	1410.5136
MYOM2	14.3355	MYOM2	41.7335
MYOM3	22.186	removed	removed
removed	removed	MYOT	7.6244
removed	removed	MYOZ1	8.0257
removed	removed	MYOZ3	12.8411
MYPOP	151.2059	MYPOP	85.0722
MYRIP	12.9703	MYRIP	264.8475
MYSM1	123.9001	MYSM1	246.3884
MYST1	735.5501	MYST1	396.0674
MYST2	4329.3353	MYST2	1155.6982
MYST3	1744.8409	MYST3	2466.2921
MYST4	1205.5513	MYST4	1410.9149
MYT1	38.5694	removed	removed
MZF1	67.7116	MZF1	133.2263
N4BP1	1719.583	N4BP1	1683.7881
N4BP2L1	201.7216	N4BP2L1	471.1075
N4BP2L2	1636.983	N4BP2L2	1524.8796
N4BP2	312.3101	N4BP2	211.878
N4BP3	838.9708	N4BP3	60.5939
N6AMT1	314.0168	N6AMT1	352.7287
N6AMT2	198.9911	N6AMT2	174.1573
NAA10	992.2247	NAA10	355.939
NAA15	831.1204	NAA15	1072.2311
NAA16	259.0638	NAA16	252.0064
NAA20	2023.0188	NAA20	874.7994
NAA25	819.8568	NAA25	555.7785
NAA30	723.6038	NAA30	788.122
NAA35	673.7707	NAA35	383.2263
NAA38	401.7366	NAA38	372.7929
NAA40	608.2368	NAA40	192.2151
NAA50	5077.173	NAA50	3380.0161
NAAA	300.7052	NAAA	572.2311
NAALAD2	11.605	NAALAD2	297.3515
NAALADL1	45.3959	NAALADL1	59.7913
NAALADL2	283.9804	NAALADL2	296.549
NAB1	509.2533	NAB1	1996.7897
NAB2	388.4251	NAB2	211.4767
NACA2	30.3777	NACA2	33.7079
NACAD	53.929	NACAD	126.0032
NACAP1	130.7265	NACAP1	111.9583
NACA	15302.8555	NACA	12793.3387
NACC1	1944.8559	NACC1	352.3274
NACC2	39.5934	NACC2	41.3323
NADK	1587.4912	NADK	1702.2472
NADSYN1	1175.5149	NADSYN1	512.8411
NAE1	781.97	NAE1	711.878
NAF1	140.6249	NAF1	220.7063
NAGA	1488.1663	NAGA	967.0947
NAGK	2029.1626	NAGK	620.7865
NAGLU	735.2088	NAGLU	637.2392
NAGPA	212.3026	NAGPA	128.8965
NAGS	43.348	removed	removed
NAIF1	339.2746	NAIF1	108.3467
NAIP	67.2405	NAIP	56.1798
NALCN	25.2579	NALCN	8.0257
NAMPT	1005.5363	NAMPT	2926.9663
NANOS1	140.9662	NANOS1	341.8941
NANP	299.6812	NANP	237.5602
NANS	1626.0607	NANS	403.2905
NAP1L1	6739.7552	NAP1L1	7085.4735
NAP1L2	58.7075	NAP1L2	59.7913
NAP1L3	76.4563	NAP1L3	91.0915
NAP1L4	2513.4993	NAP1L4	2020.8668
NAP1L5	46.0785	NAP1L5	197.8331
NAP1L6	37.2042	removed	removed
NAPA	3343.4183	NAPA	1996.569
NAPB	492.5284	NAPB	262.4398
NAPEPLD	217.7809	NAPEPLD	534.8114
NAPG	558.0624	NAPG	754.4141
NAPRT1	412.659	NAPRT1	241.1717
NAPSA	17.7488	removed	removed
NAPSB	202.7456	NAPSB	19.2616
NARFL	468.2945	NARFL	161.3162
NARF	537.9243	NARF	621.5891
NARG2	545.7748	NARG2	1592.6966
NARS2	256.3332	NARS2	282.504
NARS	3134.7064	NARS	3207.4639
NASP	1896.3881	NASP	1208.6677
NAT10	1736.6492	NAT10	920.1445
NAT14	338.2507	NAT14	12.4398
NAT15	1367.6795	NAT15	672.5522
NAT1	1574.1796	NAT1	83.8684
NAT6	140.8911	NAT6	97.4197
NAT8L	48.8091	NAT8L	1175.3612
NAT9	705.855	NAT9	176.565
NAV1	1428.0936	NAV1	4630.4173
NAV2	189.8095	NAV2	457.4238
NAV3	105.4687	NAV3	487.1589
NBAS	1289.5166	NBAS	2055.3772
NBEAL1	139.9422	NBEAL1	918.9406
NBEAL2	1722.3136	NBEAL2	455.4575
NBEA	557.3797	NBEA	362.7608
NBL1	4102.6971	NBL1	1623.9968
NBLA00301	11.9463	NBLA00301	65.4093
NBN	1219.2042	NBN	1922.1509
NBPF10	968.2877	NBPF10	1163.8443
NBPF14	997.2558	NBPF14	742.7648
NBPF15	442.3301	NBPF15	198.0979
NBPF16	10.9223	NBPF16	109.1493
NBPF1	597.3145	NBPF1	735.9551
NBPF3	68.9472	NBPF3	52.9695
NBPF9	502.4097	NBPF9	392.9896
NBR1	2544.901	NBR1	4569.0209
NBR2	147.4513	NBR2	148.8764
NCALD	200.015	NCALD	880.0161
NCAM1	24.5752	NCAM1	229.1172
NCAM2	50.1744	NCAM2	30.8989
NCAPD2	1421.6084	NCAPD2	787.7207
NCAPD3	419.8267	NCAPD3	467.0947
NCAPG2	402.7606	NCAPG2	263.6437
NCAPG	340.8242	NCAPG	26.8419
NCAPH2	484.678	NCAPH2	309.7913
NCAPH	343.0292	NCAPH	19.6629
NCBP1	1267.7402	NCBP1	979.5345
NCBP2	1686.8161	NCBP2	1680.9791
NCCRP1	58.7075	removed	removed
NCDN	1264.9414	NCDN	190.61
NCEH1	463.8574	NCEH1	462.2793
NCF1B	28.3298	NCF1B	95.9069
NCF1C	109.5645	NCF1C	163.7239
NCF1	151.5472	NCF1	121.5891
NCF2	991.2007	NCF2	674.1573
NCF4	157.3497	NCF4	248.7961
NCK1	482.6301	NCK1	1031.3002
NCK2	718.8253	NCK2	526.4848
NCKAP1L	614.0393	NCKAP1L	773.2745
removed	removed	NCKAP1	7104.7352
NCKAP5L	470.0012	NCKAP5L	451.8459
removed	removed	NCKAP5	98.7159
NCKIPSD	682.6451	NCKIPSD	636.4366
NCLN	1104.8611	NCLN	451.0433
NCL	10960.8913	NCL	7357.9454
NCOA1	1633.2284	NCOA1	2817.817
NCOA2	549.5293	NCOA2	968.6998
NCOA3	3013.1955	NCOA3	1987.5602
NCOA4	3238.8097	NCOA4	11178.9727
NCOA5	1677.259	NCOA5	813.4029
NCOA6	2708.7358	NCOA6	1811.7978
NCOA7	377.5027	NCOA7	1779.2937
removed	removed	NCOR1	3100.7223
NCOR2	3770.5903	NCOR2	1920.947
NCRNA00052	12.6289	removed	removed
NCRNA00081	187.9527	NCRNA00081	259.5144
NCRNA00085	132.0918	NCRNA00085	38.9085
removed	removed	NCRNA00086	26.0835
