gene_id	TCGA-BH-A0B7-01A-12R-A115-07	gene_id	TCGA-BH-A0B7-11A-34R-A115-07
LYNX1	125.4467	LYNX1	403.5391
LYN	602.9307	LYN	701.7695
LYPD1	61.9693	LYPD1	29.508
LYPD3	809.8642	LYPD3	488.1312
LYPD5	56.4689	LYPD5	104.4454
LYPD6B	39.3138	LYPD6B	142.8571
LYPD6	26.4475	LYPD6	668.1053
LYPLA1	1505.7184	LYPLA1	1469.1411
LYPLA2P1	115.4396	LYPLA2P1	51.7911
LYPLA2	2284.1315	LYPLA2	726.8019
LYPLAL1	439.2423	LYPLAL1	337.5054
LYRM1	516.4403	LYRM1	632.2831
LYRM2	1064.9678	LYRM2	1063.2283
LYRM4	272.3374	LYRM4	289.167
LYRM5	231.2366	LYRM5	348.2952
LYRM7	444.6033	LYRM7	591.7134
LYSMD1	189.0636	LYSMD1	212.7751
LYSMD2	182.6305	LYSMD2	146.7415
LYSMD3	465.6898	LYSMD3	681.0531
LYSMD4	125.94	LYSMD4	281.9249
LYST	1755.5397	LYST	1248.1657
LYVE1	180.4861	LYVE1	209.3224
LYZL2	5.361	removed	removed
LYZ	4224.0886	LYZ	381.5278
LZIC	532.5232	LZIC	397.4968
LZTFL1	628.6633	LZTFL1	1205.4381
LZTR1	789.4818	LZTR1	831.2473
LZTS1	429.95	LZTS1	903.3233
LZTS2	1220.1573	LZTS2	1394.4756
M6PR	2334.4853	M6PR	3376.4868
MAB21L1	29.3066	MAB21L1	146.7415
MACC1	219.7999	MACC1	810.0993
MACF1	9244.4603	MACF1	8865.7747
MACROD1	86.4904	MACROD1	137.678
MACROD2	126.8763	MACROD2	217.9543
MAD1L1	548.9635	MAD1L1	282.2615
MAD2L1BP	396.3545	MAD2L1BP	266.7242
MAD2L1	461.7584	MAD2L1	154.5101
MAD2L2	1072.1944	MAD2L2	234.3548
MADD	1253.0379	MADD	1536.4696
MAEA	1179.0565	MAEA	1099.2663
MAF1	1159.0422	MAF1	1560.6388
MAFB	1652.9664	MAFB	1008.6319
MAFF	414.2244	MAFF	1361.6746
MAFG	535.025	MAFG	583.0816
MAFK	1122.8663	MAFK	582.9132
MAF	853.4668	MAF	785.9301
MAGEA12	1080.772	removed	removed
MAGEA1	19.6569	removed	removed
MAGEA2	859.1851	removed	removed
MAGEA3	1696.2116	removed	removed
MAGEA4	27.5197	removed	removed
MAGEA6	2493.2094	removed	removed
MAGEB4	5.0036	removed	removed
MAGED1	7787.3481	MAGED1	2838.1528
MAGED2	14319.1565	MAGED2	9512.3004
MAGED4B	98.8921	MAGED4B	415.7747
MAGED4	34.4174	MAGED4	109.4735
MAGEE1	110.436	MAGEE1	188.1744
removed	removed	MAGEE2	6.0423
MAGEF1	810.579	MAGEF1	945.6193
MAGEH1	516.0829	MAGEH1	393.1808
MAGEL2	9.6497	MAGEL2	21.5796
MAGI1	700.8578	MAGI1	1987.9154
MAGI2	91.1365	MAGI2	321.9681
MAGI3	898.1415	MAGI3	974.536
MAGIX	51.1079	MAGIX	38.4117
MAGOHB	262.6876	MAGOHB	248.5973
MAGOH	399.5711	MAGOH	374.6224
MAGT1	4394.9249	MAGT1	2978.4204
MAG	7.5054	MAG	52.2227
MAK16	302.0336	MAK16	544.3461
MAK	27.1623	MAK	34.959
MAL2	8012.8663	MAL2	2670.2633
MALAT1	1553.6812	MALAT1	6448.5153
MALL	1100.0715	MALL	556.7544
MALT1	411.7227	MALT1	769.098
MAL	44.6748	MAL	7.3371
MAMDC2	135.0965	MAMDC2	1105.71
MAMDC4	14.6533	MAMDC4	79.413
MAML1	1620.1823	MAML1	1653.552
MAML2	378.4846	MAML2	1956.4091
MAML3	630.8077	MAML3	856.7113
MAMLD1	203.0021	MAMLD1	107.4666
MAMSTR	12.8663	MAMSTR	8.6319
MAN1A1	1470.6934	MAN1A1	955.9776
MAN1A2	1455.3252	MAN1A2	1086.3185
MAN1B1	1370.6219	MAN1B1	1741.0445
MAN1C1	425.6612	MAN1C1	104.0138
MAN2A1	1072.9092	MAN2A1	725.9387
MAN2A2	692.2802	MAN2A2	1382.391
MAN2B1	2164.7605	MAN2B1	1296.5041
MAN2B2	2295.9257	MAN2B2	1065.6021
MAN2C1	637.5983	MAN2C1	1388.0017
MANBAL	629.0207	MANBAL	962.4514
MANBA	952.1086	MANBA	997.4104
MANEAL	1215.1537	MANEAL	255.9344
MANEA	376.3402	MANEA	568.4074
MANF	1257.3267	MANF	621.0617
MANSC1	1132.9521	MANSC1	1071.2128
MAOA	865.9757	MAOA	1700.4748
MAOB	695.1394	MAOB	2305.136
MAP1A	671.1937	MAP1A	427.7082
MAP1B	6161.1866	MAP1B	1885.628
MAP1D	30.3788	MAP1D	124.7303
MAP1LC3A	233.381	MAP1LC3A	133.3621
MAP1LC3B2	259.4711	MAP1LC3B2	172.2054
MAP1LC3B	2422.802	MAP1LC3B	1962.4514
MAP1LC3C	20.3717	MAP1LC3C	12.9478
MAP1S	548.9635	MAP1S	533.88
MAP2K1	1261.5154	MAP2K1	759.9439
MAP2K2	1508.2202	MAP2K2	1132.9305
MAP2K3	1912.0801	MAP2K3	1058.6966
MAP2K4	819.8713	MAP2K4	1011.653
MAP2K5	293.4239	MAP2K5	400.0863
MAP2K6	432.4518	MAP2K6	370.3064
MAP2K7	503.9314	MAP2K7	887.7859
MAP2	114.3674	MAP2	865.7747
MAP3K10	148.3202	MAP3K10	126.4566
MAP3K11	1624.3746	MAP3K11	1180.4057
MAP3K12	185.9471	MAP3K12	260.8589
MAP3K13	104.8177	MAP3K13	44.454
MAP3K14	491.065	MAP3K14	721.6228
removed	removed	MAP3K15	5.3474
MAP3K1	1400.2859	MAP3K1	4568.4074
MAP3K2	864.1887	MAP3K2	797.1515
MAP3K3	899.5711	MAP3K3	1022.0155
MAP3K4	776.9836	MAP3K4	1163.142
MAP3K5	1399.9285	MAP3K5	815.2784
MAP3K6	843.817	MAP3K6	775.1403
MAP3K7	882.7734	MAP3K7	987.9154
MAP3K8	100.0715	MAP3K8	209.3224
MAP3K9	120.4432	MAP3K9	156.2365
MAP4K1	230.8792	MAP4K1	69.918
MAP4K2	570.4074	MAP4K2	249.0289
MAP4K3	847.391	MAP4K3	1098.4031
MAP4K4	3654.0386	MAP4K4	2266.7242
MAP4K5	798.4274	MAP4K5	1429.003
MAP4	7404.2173	MAP4	4987.9154
MAP6D1	61.1151	MAP6D1	58.265
MAP6	71.1222	MAP6	87.1817
MAP7D1	2435.6683	MAP7D1	1589.5555
removed	removed	MAP7D2	8.2003
MAP7D3	177.6269	MAP7D3	269.3138
MAP7	1491.4224	MAP7	1320.2417
MAP9	1053.6097	MAP9	654.7259
MAPK10	302.7162	MAPK10	86.7501
MAPK11	272.6948	MAPK11	176.0898
MAPK12	76.8978	MAPK12	87.3673
MAPK13	1030.3788	MAPK13	895.9862
MAPK14	1647.6054	MAPK14	1434.6137
MAPK15	29.664	MAPK15	51.7911
MAPK1IP1L	1333.0951	MAPK1IP1L	2099.6979
MAPK1	3102.2159	MAPK1	3726.3703
MAPK3	1199.0708	MAPK3	1058.1528
removed	removed	MAPK4	100.1295
MAPK6	1965.3324	MAPK6	1231.3336
MAPK7	428.6276	MAPK7	299.5252
MAPK8IP1	314.8678	MAPK8IP1	228.7441
MAPK8IP2	250.5361	MAPK8IP2	92.3608
MAPK8IP3	362.0443	MAPK8IP3	940.8718
MAPK8	263.4024	MAPK8	490.7208
MAPK9	2408.8635	MAPK9	978.4204
MAPKAP1	1944.6033	MAPKAP1	1495.0367
MAPKAPK2	4665.4753	MAPKAPK2	2501.9422
MAPKAPK3	1096.1401	MAPKAPK3	675.874
MAPKAPK5	413.6276	MAPKAPK5	564.2253
MAPKBP1	484.9893	MAPKBP1	1235.6495
MAPKSP1	880.9864	MAPKSP1	1182.1321
MAPRE1	3105.0751	MAPRE1	2368.1485
MAPRE2	1239.0994	MAPRE2	863.6167
MAPRE3	289.1351	MAPRE3	292.1882
MAPT	383.4882	MAPT	2406.5602
MARCH10	17.5625	removed	removed
MARCH11	139.7427	removed	removed
MARCH1	109.3638	MARCH1	74.6655
MARCH2	532.5232	MARCH2	281.83
MARCH3	78.985	MARCH3	58.6966
MARCH4	5.7184	removed	removed
MARCH5	1205.8613	MARCH5	1492.0155
MARCH6	5356.6833	MARCH6	2562.3651
MARCH7	2499.6426	MARCH7	2952.0932
MARCH8	243.7455	MARCH8	524.8166
MARCH9	271.6226	MARCH9	202.8485
MARCKSL1	9557.1837	MARCKSL1	3890.8071
MARCKS	5784.4889	MARCKS	4216.2279
MARCO	113.6526	MARCO	42.7277
MARK1	141.1723	MARK1	227.4493
MARK2	2084.346	MARK2	1858.8692
MARK3	821.6583	MARK3	1183.8584
MARK4	952.8234	MARK4	667.6737
MARS2	183.3452	MARS2	287.4407
MARS	2443.0343	MARS	1219.5727
MARVELD1	748.792	MARVELD1	1023.3276
MARVELD2	503.9314	MARVELD2	375.9171
MARVELD3	317.1801	MARVELD3	536.7069
MASP1	16.0829	MASP1	25.0324
MASP2	6.7906	MASP2	62.1493
MAST1	10.0071	MAST1	9.0634
MAST2	1401.3581	MAST2	1106.6034
MAST3	241.6011	MAST3	294.3461
MAST4	757.6841	MAST4	1148.4678
MASTL	602.9307	MASTL	397.4968
MAT1A	5.7184	MAT1A	9.495
MAT2A	3332.0229	MAT2A	5102.719
MAT2B	1567.1909	MAT2B	1864.4799
MATK	143.6741	MATK	153.647
MATN2	789.4925	MATN2	4606.3876
MATN3	151.1794	MATN3	34.0958
MATR3	8317.3195	MATR3	9922.5378
MAVS	2570.7648	MAVS	3255.9344
MAX	1001.787	MAX	1290.8934
MAZ	4605.797	MAZ	2154.8252
MBD1	756.6119	MBD1	1226.1545
MBD2	2345.9614	MBD2	1417.35
MBD3	1354.539	MBD3	933.1032
MBD4	733.0236	MBD4	847.2162
MBD5	441.7441	MBD5	435.0453
MBD6	1045.747	MBD6	1442.3824
MBIP	203.0021	MBIP	452.309
MBLAC1	24.6605	MBLAC1	16.4005
MBLAC2	135.0965	MBLAC2	447.1299
MBNL1	3144.06	MBNL1	4013.7549
MBNL2	1596.8549	MBNL2	3048.77
MBNL3	90.0643	MBNL3	119.5511
MBOAT1	309.5068	MBOAT1	794.1303
MBOAT2	1566.8335	MBOAT2	435.0453
MBOAT7	2033.9528	MBOAT7	878.7225
MBP	611.5082	MBP	1263.7031
MBTD1	237.3124	MBTD1	1397.9284
MBTPS1	3382.7734	MBTPS1	4351.3164
MBTPS2	921.6548	MBTPS2	668.6405
MB	236.2402	MB	160.984
MC1R	130.7148	MC1R	59.9914
MC5R	5.0036	removed	removed
MCAM	3569.6926	MCAM	2243.4182
MCART1	85.4182	MCART1	119.9827
MCART2	6.0758	MCART2	8.2003
MCART6	33.9528	MCART6	17.2637
MCAT	189.0636	MCAT	296.0725
MCCC1	464.975	MCCC1	803.6254
MCCC2	1841.3152	MCCC2	4132.9305
removed	removed	MCCD1	7.3371
MCC	878.842	MCC	1327.5788
MCEE	139.0279	MCEE	167.4579
MCF2L2	12.1515	MCF2L2	11.407
MCF2L	987.1337	MCF2L	1037.117
MCFD2	2720.2716	MCFD2	3251.6185
removed	removed	MCHR1	9.9266
MCL1	13303.431	MCL1	15997.4104
MCM10	153.3238	MCM10	29.7799
MCM2	921.015	MCM2	698.3168
MCM3APAS	29.7999	MCM3APAS	57.5011
MCM3AP	2958.0486	MCM3AP	2584.7087
MCM3	1600.4289	MCM3	1798.8779
MCM4	1146.8906	MCM4	1133.7937
MCM5	640.1001	MCM5	929.6504
MCM6	1189.7784	MCM6	779.4562
MCM7	1275.1251	MCM7	2251.3768
MCM8	327.0193	MCM8	299.5252
MCM9	43.96	MCM9	192.4903
MCOLN1	480.7005	MCOLN1	272.3349
MCOLN2	68.9778	MCOLN2	49.2016
MCOLN3	26.4475	MCOLN3	53.5175
MCPH1	350.7041	MCPH1	556.4307
MCRS1	959.614	MCRS1	792.404
MCTP1	270.193	MCTP1	126.8882
MCTP2	92.2087	MCTP2	418.2132
MCTS1	1053.6097	MCTS1	860.164
MDC1	840.9578	MDC1	1215.3647
MDFIC	1236.2402	MDFIC	1126.8882
MDFI	428.8778	MDFI	281.3984
MDGA1	153.3238	MDGA1	81.571
MDGA2	36.0972	removed	removed
MDH1B	10.3645	MDH1B	52.2227
MDH1	3305.5754	MDH1	2113.5088
MDH2	2974.2673	MDH2	2618.0406
MDK	4228.02	MDK	1303.4096
MDM1	187.2766	MDM1	423.3923
MDM2	1453.8956	MDM2	2186.448
MDM4	521.4439	MDM4	1292.6198
MDN1	1282.7019	MDN1	2956.8407
MDP1	88.9099	MDP1	176.4394
ME1	481.0579	ME1	138.1096
ME2	466.0472	ME2	588.2607
ME3	103.2881	ME3	400.5179
MEA1	1303.0129	MEA1	582.65
MEAF6	2002.8592	MEAF6	1474.7518
MECOM	377.055	MECOM	278.3772
MECP2	1492.852	MECP2	2004.7475
MECR	303.431	MECR	410.4445
MED10	553.9671	MED10	321.5365
MED11	197.6412	MED11	203.7117
MED12L	8.935	MED12L	13.3794
MED12	2204.4317	MED12	1703.0643
MED13L	1897.4267	MED13L	5687.527
MED13	2486.4189	MED13	2607.2508
MED14	1520.7291	MED14	1333.1895
MED15	1147.248	MED15	1364.2641
MED16	866.3331	MED16	867.9327
MED17	727.3052	MED17	998.7052
MED18	383.8456	MED18	272.3349
MED19	211.5797	MED19	182.9953
MED1	2654.7534	MED1	2143.2887
MED20	507.148	MED20	472.5939
MED21	326.6619	MED21	597.3241
MED22	452.1086	MED22	781.6142
MED23	1220.8721	MED23	1476.9098
MED24	1755.5397	MED24	1584.8079
MED25	562.5447	MED25	571.8602
MED26	191.9228	MED26	254.6396
MED27	204.4317	MED27	188.1744
MED28	560.0429	MED28	623.6513
MED29	1519.6569	MED29	1490.2892
MED30	98.2845	MED30	160.5524
MED31	121.2831	MED31	124.8468
MED4	479.6283	MED4	899.4389
MED6	295.2109	MED6	338.8002
MED7	330.9507	MED7	230.902
MED8	664.7605	MED8	498.0578
MED9	316.2974	MED9	499.7842
MEF2A	1483.4239	MEF2A	2066.3703
MEF2B	15.9828	MEF2B	12.8571
MEF2C	825.5897	MEF2C	860.5956
MEF2D	1654.0386	MEF2D	1697.022
MEFV	6.0758	MEFV	5.1791
MEG3	26.4475	MEG3	405.2654
MEGF10	25.3753	MEGF10	194.6483
MEGF11	12.5089	MEGF11	6.9055
MEGF6	1261.6154	MEGF6	529.1325
MEGF8	1506.4332	MEGF8	1349.1584
MEGF9	2466.0472	MEGF9	1852.8269
MEI1	70.7648	MEI1	42.2961
MEIS1	162.2588	MEIS1	422.5291
MEIS2	133.6669	MEIS2	468.2779
MEIS3P1	372.7663	MEIS3P1	832.9737
MEIS3	161.9014	MEIS3	220.9754
MELK	150.822	MELK	44.0224
MEMO1	605.8435	MEMO1	283.1852
MEN1	925.3038	MEN1	745.3604
MEOX1	347.7484	MEOX1	197.6694
MEOX2	228.02	MEOX2	225.2913
MEPCE	769.4782	MEPCE	1179.1109
removed	removed	MEPE	6.0423
MERTK	166.1901	MERTK	325.8524
MESDC1	820.2287	MESDC1	275.7877
MESDC2	1842.03	MESDC2	1258.9555
MESP1	129.7355	MESP1	43.5909
MESP2	62.5447	MESP2	10.7898
removed	removed	MESTIT1	8.6319
MEST	1032.1658	MEST	1378.5067
METAP1	991.7798	METAP1	1731.1178
METAP2	1685.4896	METAP2	2069.918
METRNL	796.2831	METRNL	132.0673
METRN	614.01	METRN	66.8968
METT10D	620.8006	METT10D	1242.9866
METT11D1	290.2073	METT11D1	671.9896
METT5D1	335.5969	METT5D1	419.508
METTL10	117.7663	METTL10	355.6237
METTL11A	399.4246	METTL11A	246.0035
METTL12	54.396	METTL12	48.8088
METTL13	1044.3174	METTL13	891.6703
METTL14	297.7127	METTL14	505.8265
METTL1	264.832	METTL1	316.789
METTL2A	377.4124	METTL2A	375.4855
METTL2B	266.9764	METTL2B	322.8312
METTL3	419.9857	METTL3	978.3815
METTL4	145.1036	METTL4	253.3448
METTL5	227.0586	METTL5	401.6918
METTL6	280.9149	METTL6	296.5041
METTL7A	1981.7727	METTL7A	3650.41
METTL7B	102.2159	METTL7B	9.9266
METTL8	391.351	METTL8	446.6983
METTL9	946.3903	METTL9	915.8394
MET	1041.1008	MET	2317.6521
MEX3A	3244.8177	MEX3A	596.4609
MEX3B	148.6776	MEX3B	124.7303
MEX3C	850.965	MEX3C	1760.0345
MEX3D	550.7505	MEX3D	305.5675
MFAP1	840.9578	MFAP1	921.0186
MFAP2	667.6197	MFAP2	70.7812
MFAP3L	928.8778	MFAP3L	536.038
MFAP3	1828.0915	MFAP3	1059.9914
MFAP4	2215.1537	MFAP4	1230.0388
MFAP5	909.5783	MFAP5	508.4161
MFF	1478.9135	MFF	1224.4281
MFGE8	2058.6133	MFGE8	7562.7967
MFHAS1	297.3553	MFHAS1	192.0587
MFI2	57.5411	MFI2	431.161
MFN1	1029.664	MFN1	993.0945
MFN2	3332.0229	MFN2	2424.2555
MFNG	374.3746	MFNG	164.4368
MFRP	440.6719	MFRP	111.3509
MFSD10	2076.1258	MFSD10	791.5408
MFSD11	550.9114	MFSD11	464.1864
MFSD1	1457.1122	MFSD1	1749.2447
MFSD2A	850.2502	MFSD2A	108.7613
MFSD2B	11.7941	MFSD2B	6.4739
MFSD3	233.0236	MFSD3	157.0997
MFSD4	31.451	MFSD4	296.5041
MFSD5	738.0272	MFSD5	436.7717
MFSD6L	11.4367	MFSD6L	52.6543
MFSD6	2188.7062	MFSD6	1704.7907
MFSD7	645.1644	MFSD7	160.0432
MFSD8	276.9836	MFSD8	477.3414
MFSD9	240.8863	MFSD9	170.0475
removed	removed	MGAM	5.6107
MGAT1	4215.1537	MGAT1	1996.5473
MGAT2	736.2402	MGAT2	570.1338
MGAT3	121.158	MGAT3	146.3099
MGAT4A	8719.4425	MGAT4A	1430.2978
MGAT4B	4631.1651	MGAT4B	1069.918
MGAT5B	46.4618	MGAT5B	6.4739
MGAT5	337.0264	MGAT5	335.779
MGA	1476.7691	MGA	2189.4691
MGC12916	20.7291	removed	removed
MGC12982	39.3138	MGC12982	16.4005
removed	removed	MGC14436	5.6107
MGC16121	16.4403	MGC16121	22.0112
MGC16142	7.148	MGC16142	14.6741
MGC16275	41.4582	MGC16275	42.2961
removed	removed	MGC16384	9.0634
removed	removed	MGC16703	7.0997
MGC21881	52.5375	MGC21881	168.3211
MGC23270	15.3681	MGC23270	33.6642
MGC23284	31.0936	MGC23284	29.7799
MGC2752	452.1086	MGC2752	601.6401
MGC2889	7.148	MGC2889	10.3582
MGC29506	437.0979	MGC29506	222.2702
MGC3771	9.5997	MGC3771	8.7268
removed	removed	MGC42105	7.7687
MGC45800	10.7219	MGC45800	13.3794
MGC57346	69.6926	MGC57346	240.8287
MGC70857	151.8942	MGC70857	330.5999
MGC72080	106.6011	MGC72080	26.5386
MGC87042	13.9385	MGC87042	10.3582
MGEA5	4765.1894	MGEA5	5675.4424
MGLL	2648.6776	MGLL	1621.0617
MGMT	119.371	MGMT	260.6819
MGP	18221.2294	MGP	59109.1929
MGRN1	1639.7427	MGRN1	1266.2926
MGST1	4765.5468	MGST1	2448.4247
MGST2	817.7269	MGST2	491.5839
MGST3	2964.975	MGST3	980.5783
MIA3	3168.6919	MIA3	2443.2456
MIAT	117.8199	MIAT	114.549
MIA	12.5089	MIA	323.142
MIB1	2658.3274	MIB1	2713.8541
MIB2	239.0994	MIB2	288.3038
MICAL1	670.1215	MICAL1	332.1925
MICAL2	3002.8592	MICAL2	720.328
MICAL3	1154.7534	MICAL3	2405.697
MICALCL	73.624	MICALCL	50.9279
MICALL1	489.6355	MICALL1	1023.7376
MICALL2	573.624	MICALL2	441.5192
MICA	274.8392	MICA	457.9197
MICB	94.7105	MICB	81.1394
MID1IP1	850.6076	MID1IP1	328.442
MID1	224.446	MID1	1272.3349
MID2	783.7741	MID2	790.246
MIDN	2174.7677	MIDN	1185.5848
MIER1	1066.1187	MIER1	1313.3362
MIER2	379.5568	MIER2	385.4122
MIER3	578.6276	MIER3	797.1515
MIF4GD	514.2781	MIF4GD	296.3919
MIF	3483.9743	MIF	1018.5585
MIIP	271.6226	MIIP	215.7963
MINA	823.6598	MINA	1038.8476
MINK1	1402.0586	MINK1	2440.9452
MINPP1	692.2802	MINPP1	377.2119
MIOS	1021.4439	MIOS	731.981
MIPEP	599.7141	MIPEP	498.4894
MIPOL1	80.4146	MIPOL1	191.6271
MIP	6.4332	removed	removed
MIR155HG	22.1587	MIR155HG	21.148
MIR17HG	5.361	MIR17HG	44.0224
MIS12	338.456	MIS12	460.9409
MITD1	194.0672	MITD1	261.5451
MITF	635.8113	MITF	358.6534
MKI67IP	788.7741	MKI67IP	899.8576
MKI67	2472.8377	MKI67	402.6759
MKKS	841.3152	MKKS	817.8679
MKL1	839.1708	MKL1	1233.4916
MKL2	2350.6076	MKL2	3108.7613
MKLN1	1393.138	MKLN1	2512.3004
MKNK1	381.3438	MKNK1	430.3453
MKNK2	2646.5332	MKNK2	2860.164
MKRN1	2592.5661	MKRN1	2973.6729
MKRN2	560.0429	MKRN2	797.1515
MKRN3	50.3931	removed	removed
MKS1	181.9157	MKS1	353.0427
MKX	10.3645	MKX	24.1692
MLEC	4396.3545	MLEC	4766.0768
MLF1IP	365.5218	MLF1IP	181.312
MLF1	125.0893	MLF1	380.6647
MLF2	2804.8606	MLF2	2183.8584
MLH1	747.3195	MLH1	761.7609
MLH3	458.8992	MLH3	864.0483
MLKL	232.6662	MLKL	229.6073
MLL2	2571.6905	MLL2	3172.1364
MLL3	2972.8377	MLL3	4380.6647
MLL4	964.6176	MLL4	1256.7976
MLL5	1651.9049	MLL5	3367.6435
MLLT10	394.9249	MLLT10	1087.1817
MLLT11	1012.5089	MLLT11	82.8658
MLLT1	1398.4989	MLLT1	1403.5391
MLLT3	274.1244	MLLT3	446.6983
MLLT4	2956.3974	MLLT4	4726.8019
MLLT6	3949.6069	MLLT6	5506.6897
MLL	2740.1716	MLL	4311.6098
MLPH	3513.2237	MLPH	4113.0773
MLST8	822.2695	MLST8	630.492
MLXIPL	33.238	MLXIPL	94.0872
MLXIP	1297.3553	MLXIP	1141.1308
MLX	786.6476	MLX	935.3949
MLYCD	176.1973	MLYCD	232.1968
MMAA	319.1565	MMAA	372.0328
MMAB	373.4811	MMAB	643.5045
MMACHC	142.9593	MMACHC	252.0501
MMADHC	2193.3524	MMADHC	1821.7523
MMD	646.5332	MMD	362.5378
MMEL1	22.5411	MMEL1	6.2969
MME	642.2445	MME	6047.0436
MMGT1	964.2602	MMGT1	935.6927
MMP10	94.3531	MMP10	5.1791
MMP11	5180.1287	MMP11	43.5909
MMP12	35.025	removed	removed
MMP13	1302.3588	removed	removed
MMP14	9942.8163	MMP14	3297.7989
MMP15	3176.9121	MMP15	361.6746
MMP16	92.9235	MMP16	177.8161
MMP17	105.7898	MMP17	52.6543
MMP19	484.9893	MMP19	363.8325
MMP1	167.2623	removed	removed
MMP23B	60.7577	MMP23B	29.7799
MMP24	137.9557	MMP24	270.6085
MMP25	97.3838	MMP25	111.7566
MMP28	125.8041	MMP28	79.8446
MMP2	11884.5604	MMP2	4445.8351
MMP3	552.8949	MMP3	9.495
MMP7	817.3695	MMP7	3298.2305
MMP8	27.5197	removed	removed
MMP9	3830.2359	MMP9	137.2464
MMRN1	379.1994	MMRN1	368.5801
MMRN2	1644.3888	MMRN2	1045.7488
MMS19	1164.0457	MMS19	1551.1437
MN1	273.767	MN1	109.1929
MNAT1	194.782	MNAT1	217.9543
MND1	136.8835	MND1	21.5796
MNDA	268.0486	MNDA	110.4877
MNS1	179.0565	MNS1	158.3945
MNT	430.3074	MNT	663.3578
MNX1	34.6676	removed	removed
MOAP1	572.5518	MOAP1	988.7786
MOB2	680.1287	MOB2	456.6249
MOBKL1A	817.7269	MOBKL1A	1231.7652
MOBKL1B	931.3796	MOBKL1B	709.1066
MOBKL2A	1278.7706	MOBKL2A	785.9301
MOBKL2B	171.5511	MOBKL2B	842.4687
MOBKL2C	260.9006	MOBKL2C	466.9357
MOBKL3	1469.9786	MOBKL3	1203.7117
MOCOS	220.8721	MOCOS	241.6918
MOCS1	258.4024	MOCS1	349.1541
MOCS2	562.9021	MOCS2	636.5991
MOCS3	224.8034	MOCS3	234.7864
MOGAT2	30.7362	MOGAT2	10.3582
MOGS	1374.5533	MOGS	933.9663
MON1A	213.7241	MON1A	138.9728
MON1B	599.3567	MON1B	682.3479
MON2	933.1665	MON2	1968.9253
MORC2	903.1451	MORC2	1015.5373
MORC3	1051.4653	MORC3	1461.3725
MORC4	1038.2416	MORC4	470.8675
MORF4L1	4560.4003	MORF4L1	3892.1019
MORF4L2	5968.1916	MORF4L2	3861.4588
MORN1	61.1151	MORN1	110.9193
MORN2	331.3081	MORN2	191.6271
MORN3	22.5161	MORN3	5.6107
MORN4	173.3381	MORN4	245.5762
MOSC1	309.1494	MOSC1	334.4842
MOSC2	258.3989	MOSC2	323.6944
MOSPD1	373.4811	MOSPD1	255.5028
MOSPD2	233.7384	MOSPD2	293.483
MOSPD3	261.258	MOSPD3	147.1731
MOV10	1351.3224	MOV10	756.5818
MOXD1	389.564	MOXD1	44.454
MPDU1	792.3553	MPDU1	705.6582
MPDZ	562.5447	MPDZ	1801.0358
MPEG1	1138.3131	MPEG1	442.814
MPG	492.852	MPG	420.3712
MPHOSPH10	869.5497	MPHOSPH10	1110.4877
MPHOSPH6	675.1251	MPHOSPH6	415.6237
MPHOSPH8	754.8249	MPHOSPH8	1624.5145
MPHOSPH9	185.1322	MPHOSPH9	181.7005
MPI	304.8606	MPI	718.17
MPL	10.3645	MPL	33.2326
MPND	340.9578	MPND	249.4605
MPO	13.9385	MPO	9.0634
MPP1	419.228	MPP1	279.672
MPP2	53.9671	MPP2	230.4704
MPP3	156.183	MPP3	71.6444
MPP5	717.6555	MPP5	1279.2404
MPP6	38.9564	MPP6	92.3608
MPP7	380.629	MPP7	972.3781
MPPE1	548.6061	MPPE1	620.6301
removed	removed	MPPED1	12.9478
MPPED2	14.2959	MPPED2	216.2279
MPRIP	1805.5754	MPRIP	2163.5736
MPST	488.2059	MPST	491.5839
MPV17L2	235.5254	MPV17L2	143.7203
MPV17L	81.1294	MPV17L	206.3013
MPV17	783.0593	MPV17	550.2805
MPZL1	6828.8063	MPZL1	6621.4933
MPZL2	825.5897	MPZL2	922.3133
MPZL3	172.6233	MPZL3	82.8658
MPZ	17.1551	MPZ	23.7376
MR1	140.1001	MR1	180.8373
MRAP2	84.346	MRAP2	58.265
MRAP	51.3081	MRAP	48.8606
MRAS	900.6433	MRAS	1983.5995
MRC1	269.1208	MRC1	105.3086
MRC2	4962.1158	MRC2	2039.7065
MRE11A	494.639	MRE11A	1023.306
MREG	665.4682	MREG	1172.1407
MRFAP1L1	1158.6848	MRFAP1L1	1496.3315
MRFAP1	6634.0243	MRFAP1	5738.4549
MRGPRE	5.7184	removed	removed
MRGPRF	147.9628	MRGPRF	166.5947
MRI1	215.5111	MRI1	821.7523
MRM1	86.133	MRM1	95.382
MRO	32.8806	MRO	44.454
MRP63	508.742	MRP63	525.6798
MRPL10	386.7048	MRPL10	716.8753
MRPL11	545.3896	MRPL11	512.732
MRPL12	884.6247	MRPL12	457.0565
MRPL13	834.8821	MRPL13	410.8761
MRPL14	665.1179	MRPL14	312.9046
MRPL15	546.8192	MRPL15	551.1437
MRPL16	531.0936	MRPL16	567.5442
MRPL17	1032.8806	MRPL17	526.1114
MRPL18	935.3109	MRPL18	588.2607
MRPL19	1246.2473	MRPL19	1343.1161
MRPL1	355.6112	MRPL1	377.6435
MRPL20	2102.3481	MRPL20	947.2982
MRPL21	343.1022	MRPL21	262.4083
MRPL22	582.9164	MRPL22	310.3151
