gene_id	TCGA-E9-A1RC-01A-11R-A157-07	gene_id	TCGA-E9-A1RC-11A-33R-A157-07
LIN7C	395.5853	LIN7C	524.6876
LIN9	227.6786	LIN9	83.195
LINGO1	871.2798	LINGO1	89.487
LINS1	427.8274	LINS1	178.2749
LIPA	1504.4643	LIPA	3703.5742
removed	removed	LIPC	13.2832
LIPE	75.3472	LIPE	30451.5669
removed	removed	LIPG	8.0398
LIPH	135.4167	removed	removed
LIPT1	94.4717	LIPT1	148.7966
LIPT2	23.0655	LIPT2	26.2169
LITAF	9010.4167	LITAF	4056.2789
LIX1L	195.6845	LIX1L	1223.1058
LLGL1	650.2976	LLGL1	604.0374
LLGL2	730.1587	LLGL2	67.8144
LLPH	842.7455	LLPH	539.6033
LMAN1	4227.9266	LMAN1	2769.5534
LMAN2L	608.879	LMAN2L	672.5509
LMAN2	3243.5516	LMAN2	1576.1601
LMBR1L	249.504	LMBR1L	360.395
LMBR1	2023.8095	LMBR1	805.3832
LMBRD1	1437.004	LMBRD1	2134.7549
LMBRD2	560.0198	LMBRD2	325.0896
LMCD1	650.5456	LMCD1	2978.24
LMF1	370.7837	LMF1	211.1334
LMF2	591.7659	LMF2	1403.4781
LMLN	703.125	LMLN	192.6068
LMNA	6551.0913	LMNA	9487.3722
LMNB1	1696.1806	LMNB1	96.4782
LMNB2	619.7917	LMNB2	413.5279
LMO2	110.8631	LMO2	784.0601
LMO3	6.4484	LMO3	2966.7045
LMO4	593.006	LMO4	1600.2796
LMO7	829.8611	LMO7	151.7085
LMOD1	214.0377	LMOD1	5290.2211
LMOD3	103.9187	LMOD3	5.9425
LMTK2	702.1329	LMTK2	283.4921
LMTK3	161.4583	removed	removed
LMX1A	54.0675	LMX1A	53.832
LMX1B	1433.0357	LMX1B	11.1859
LNP1	30.5233	LNP1	69.9921
LNPEP	1122.5372	LNPEP	1143.7455
LNX1	459.0774	LNX1	253.43
LNX2	998.5119	LNX2	284.5408
LOC100009676	91.9395	LOC100009676	95.5624
LOC100125556	81.1756	LOC100125556	15.842
LOC100126784	8.0357	LOC100126784	11.0356
LOC100127888	16.4112	removed	removed
removed	removed	LOC100128164	17.1284
LOC100128191	119.1419	LOC100128191	15.0695
LOC100128239	33.9782	removed	removed
LOC100128288	16.121	LOC100128288	43.3453
LOC100128292	15.625	LOC100128292	5.2434
LOC100128640	58.7798	LOC100128640	29.3629
LOC100128675	8.1845	removed	removed
LOC100128788	47.619	LOC100128788	5.5929
LOC100128822	27.2817	LOC100128822	154.1554
LOC100128842	24.3056	LOC100128842	14.3319
LOC100128977	72.1726	removed	removed
LOC100129034	2657.2297	LOC100129034	1957.588
LOC100129066	9.9206	removed	removed
LOC100129387	111.9965	LOC100129387	112.0021
LOC100129534	37.4504	LOC100129534	23.77
LOC100129550	144.0972	LOC100129550	357.5985
LOC100129637	132.8844	LOC100129637	130.6511
LOC100129716	27.0337	LOC100129716	5.2434
LOC100130015	19.9628	LOC100130015	27.7445
LOC100130093	310.2679	LOC100130093	18.4742
LOC100130148	30.2579	removed	removed
LOC100130522	92.2619	removed	removed
LOC100130557	32.5843	LOC100130557	14.1641
LOC100130581	79.8611	LOC100130581	61.8719
removed	removed	LOC100130691	25.357
LOC100130776	92.1875	LOC100130776	67.8878
LOC100130872	30.506	LOC100130872	22.3718
LOC100130932	51.8353	LOC100130932	33.5576
LOC100130933	14.1369	removed	removed
LOC100130987	5.9524	LOC100130987	5.9425
LOC100131193	152.1949	LOC100131193	23.4868
LOC100131434	85.8011	LOC100131434	33.5297
removed	removed	LOC100131496	7.6903
LOC100131551	21.8254	removed	removed
LOC100131691	43.7847	LOC100131691	32.0056
LOC100132111	7.4405	LOC100132111	8.739
LOC100132215	15.129	LOC100132215	34.2672
LOC100132247	120.7837	LOC100132247	62.9206
LOC100132287	270.5853	LOC100132287	178.974
LOC100132288	87.7976	LOC100132288	179.6732
LOC100132354	5.4563	removed	removed
LOC100132707	59.2857	LOC100132707	153.278
LOC100132832	7.8968	LOC100132832	5.0756
LOC100133161	68.4573	LOC100133161	27.6012
LOC100133331	140.0992	LOC100133331	105.336
removed	removed	LOC100133545	7.3407
removed	removed	LOC100133612	6.6416
LOC100133669	23.8095	removed	removed
removed	removed	LOC100133920	14.3319
LOC100133957	8.5392	removed	removed
LOC100133985	5.9524	LOC100133985	14.6815
LOC100133991	15.377	LOC100133991	6.2921
LOC100134229	246.7758	LOC100134229	145.4164
LOC100134259	5.9524	LOC100134259	18.1771
LOC100134368	28.0258	removed	removed
LOC100134713	17.6166	LOC100134713	6.2921
LOC100134868	6.2004	LOC100134868	13.2832
LOC100144603	12.8968	LOC100144603	7.3407
LOC100170939	1045.3869	LOC100170939	23.4204
removed	removed	LOC100188949	6.9912
LOC100190938	129.9603	LOC100190938	303.7665
LOC100190939	54.3155	LOC100190939	156.9518
LOC100190986	361.6071	LOC100190986	167.0891
LOC100192378	6.6964	LOC100192378	46.4913
LOC100216545	94.246	LOC100216545	56.9781
LOC100233209	13.1448	LOC100233209	12.9337
LOC100240734	6.6964	removed	removed
removed	removed	LOC100240735	27.6151
LOC100268168	24.0575	removed	removed
LOC100270710	149.4246	LOC100270710	202.0239
LOC100270746	28.2738	LOC100270746	22.3718
LOC100270804	51.5551	LOC100270804	32.1594
LOC100271722	19.3452	LOC100271722	65.3675
LOC100271836	751.307	LOC100271836	249.6094
LOC100272146	21.8254	LOC100272146	15.7301
LOC100272216	65.625	LOC100272216	15.5274
LOC100272217	26.0417	LOC100272217	11.885
LOC100272228	65.9722	LOC100272228	15.7301
LOC100286793	35.2183	LOC100286793	134.5801
LOC100286844	31.9395	LOC100286844	45.3832
LOC100287718	15.377	removed	removed
LOC100288778	353.4821	LOC100288778	292.1472
LOC100289341	31.002	LOC100289341	71.31
LOC100302401	21.6369	LOC100302401	21.3441
LOC100302640	7.1925	LOC100302640	5.2434
removed	removed	LOC100302650	18.5441
LOC100303728	29.5139	LOC100303728	24.4691
LOC113230	61.5079	LOC113230	47.54
LOC115110	24.7619	LOC115110	47.3512
LOC121838	8.6806	removed	removed
LOC134466	6.6964	LOC134466	48.2391
removed	removed	LOC143188	13.6328
LOC143666	18.8492	removed	removed
LOC144438	819.6925	LOC144438	609.2808
LOC144486	8.9286	removed	removed
LOC144571	25.1017	LOC144571	161.1466
LOC145783	19.8562	LOC145783	33.2325
removed	removed	LOC145820	50.686
LOC145837	239.3353	removed	removed
LOC146880	188.4375	LOC146880	197.5776
LOC147727	152.5298	LOC147727	458.2714
LOC147804	250.744	LOC147804	174.0802
removed	removed	LOC148145	6.6416
LOC148189	37.6984	LOC148189	59.6242
LOC148413	225.2133	LOC148413	257.3171
LOC148696	27.5124	LOC148696	23.0918
LOC148709	12.4008	removed	removed
LOC149134	16.369	LOC149134	6.2921
LOC149837	13.6409	LOC149837	161.4961
LOC150381	27.9787	LOC150381	98.212
LOC150776	329.8611	LOC150776	209.3857
LOC150786	46.875	LOC150786	55.2303
LOC151009	24.5536	LOC151009	48.5887
LOC151162	1437.252	LOC151162	1035.3928
LOC151534	167.9067	LOC151534	193.2256
LOC152217	179.5635	LOC152217	244.3415
LOC153328	51.5873	removed	removed
LOC153684	75.8929	LOC153684	43.6948
LOC154761	47.2049	LOC154761	24.8187
removed	removed	LOC154822	6.6032
LOC158376	7.6885	LOC158376	262.8681
LOC158572	41.9147	LOC158572	27.6151
removed	removed	LOC158696	12.2346
LOC162632	264.7222	LOC162632	354.5224
LOC200030	1123.2564	LOC200030	680.8005
removed	removed	LOC201651	10.4868
LOC202181	115.3274	LOC202181	33.2081
LOC202781	67.7083	LOC202781	209.7352
LOC219347	118.2639	LOC219347	237.242
LOC220594	23.8095	LOC220594	94.2305
LOC220729	278.5218	LOC220729	114.6552
LOC220930	49.3056	LOC220930	79.9615
removed	removed	LOC221442	21.6726
LOC221710	360.119	LOC221710	281.3947
LOC222699	234.871	LOC222699	34.2568
LOC253039	621.7758	LOC253039	236.3017
LOC253724	24.5536	LOC253724	10.4868
LOC254559	71.1806	LOC254559	8.3894
removed	removed	LOC255167	33.5576
removed	removed	LOC257358	16.4293
LOC25845	470.4191	LOC25845	189.6321
LOC282997	31.25	LOC282997	36.3541
LOC283050	16.369	LOC283050	15.031
LOC283070	755.2083	LOC283070	330.6825
LOC283174	186.2599	LOC283174	24.8187
LOC283267	123.2639	LOC283267	281.0452
LOC283314	132.0709	LOC283314	35.7843
removed	removed	LOC283392	1459.39
removed	removed	LOC283663	22.0222
removed	removed	LOC283731	15.031
removed	removed	LOC283856	5.5929
LOC283867	35.9623	removed	removed
LOC283922	60.0198	LOC283922	26.2169
LOC284023	116.3194	LOC284023	38.4515
LOC284232	9.9206	LOC284232	10.8363
removed	removed	LOC284233	6.6416
removed	removed	LOC284276	7.3407
LOC284379	5.4563	removed	removed
LOC284440	126.4881	LOC284440	137.7261
LOC284441	110.3671	LOC284441	97.8764
LOC284551	6.6964	removed	removed
removed	removed	LOC284578	31.1107
LOC284837	5.9524	LOC284837	9.7876
LOC284900	118.5689	LOC284900	86.7395
LOC285033	28.621	LOC285033	44.1108
LOC285074	255.4563	LOC285074	319.1471
LOC285359	35.2183	LOC285359	25.5178
removed	removed	LOC285419	6.6416
LOC285593	39.9306	LOC285593	9.7876
LOC285830	21.126	LOC285830	49.2039
LOC286367	16.8651	LOC286367	348.8596
LOC286467	10.6647	LOC286467	7.3407
LOC338651	49.1071	removed	removed
LOC338758	18.8492	LOC338758	39.5001
LOC338799	307.5397	LOC338799	216.3768
LOC339047	1418.6508	LOC339047	1047.9769
LOC339290	89.7817	LOC339290	1474.9873
LOC339524	22.2594	LOC339524	1192.3167
LOC341056	11.9048	LOC341056	7.3407
LOC344595	94.494	LOC344595	115.7039
LOC348926	117.5595	LOC348926	25.1682
LOC349114	125.248	LOC349114	70.2613
LOC349196	19.9653	LOC349196	15.0345
LOC374443	136.4087	LOC374443	76.9029
LOC375190	59.7718	LOC375190	200.6467
LOC387646	56.7956	LOC387646	23.0709
LOC387647	353.4077	LOC387647	780.8407
LOC388152	357.1429	LOC388152	37.0532
LOC388242	28.7698	LOC388242	32.509
removed	removed	LOC388387	9.7876
LOC388588	20.8333	removed	removed
LOC388692	83.3333	LOC388692	305.1647
LOC388789	601.9345	LOC388789	477.1476
LOC388796	239.3353	LOC388796	112.9075
LOC388955	304.0675	LOC388955	168.8368
LOC389333	64.9802	LOC389333	29.0134
LOC389493	40.1786	removed	removed
removed	removed	LOC389705	11.1859
LOC389791	6.9444	removed	removed
LOC391322	5.9524	LOC391322	7.3407
LOC399744	112.3512	LOC399744	70.6109
LOC399815	6.4484	removed	removed
LOC399959	134.4246	LOC399959	671.8518
LOC400027	209.3254	LOC400027	262.5186
LOC400043	101.1905	LOC400043	244.6911
LOC400657	201.8849	LOC400657	224.4167
LOC400752	8.6806	LOC400752	13.2832
removed	removed	LOC400759	20.9735
removed	removed	LOC400804	9.0885
LOC400927	30.6548	LOC400927	17.0445
LOC400931	30.0099	LOC400931	48.2391
LOC401010	19.5933	LOC401010	15.7301
LOC401052	144.8413	LOC401052	722.5378
LOC401093	54.4395	LOC401093	481.4786
removed	removed	LOC401127	7.6903
LOC401397	445.1885	LOC401397	630.9534
LOC401431	28.5293	LOC401431	205.9879
LOC401588	41.4187	LOC401588	39.5001
LOC402377	18.6012	LOC402377	10.1372
LOC407835	21.0813	LOC407835	37.4028
removed	removed	LOC415056	10.1372
LOC440354	250.062	LOC440354	101.0225
LOC440356	10.4167	removed	removed
removed	removed	LOC440461	10.8363
LOC440905	8.6806	LOC440905	8.0398
LOC440925	196.4286	LOC440925	5.9425
LOC440944	380.9524	LOC440944	160.4474
LOC440957	52.3313	LOC440957	144.7173
removed	removed	LOC441046	10.1372
LOC441089	91.7659	LOC441089	105.9163
LOC441204	95.4861	LOC441204	100.6729
LOC441208	17.1131	LOC441208	52.4338
LOC441294	25.7937	LOC441294	16.7788
LOC441454	11.4087	removed	removed
LOC441455	9.4246	removed	removed
LOC441666	55.5556	LOC441666	17.8275
LOC441869	72.9167	LOC441869	286.2886
LOC442421	21.0813	LOC442421	10.1372
LOC442454	142.8571	LOC442454	199.2484
LOC493754	553.8194	LOC493754	715.1971
LOC541471	181.5476	LOC541471	136.6774
LOC550112	289.4345	LOC550112	177.2263
LOC550643	95.7341	LOC550643	159.0492
LOC554202	10.9127	removed	removed
removed	removed	LOC55908	118.5004
removed	removed	LOC572558	30.062
LOC595101	289.4221	LOC595101	129.3367
LOC606724	6.4484	LOC606724	17.8275
LOC613037	12.7877	removed	removed
LOC619207	12.6488	LOC619207	8.739
LOC641298	166.4211	LOC641298	38.6717
LOC641367	7.4405	LOC641367	5.2434
LOC642587	148.8095	removed	removed
removed	removed	LOC642597	13.6328
LOC642826	49.0848	LOC642826	44.7155
LOC642846	114.0873	LOC642846	54.5312
LOC642852	311.2599	LOC642852	173.0315
LOC643008	15.873	removed	removed
LOC643387	46.131	LOC643387	32.8585
removed	removed	LOC643763	6.6416
LOC643837	63.244	LOC643837	267.0628
LOC644538	29.7619	LOC644538	278.2487
LOC644936	19.8413	LOC644936	15.7301
LOC645166	70.4365	LOC645166	128.9872
LOC645323	14.881	removed	removed
LOC645332	128.4722	LOC645332	44.394
LOC645431	20.1265	LOC645431	7.8196
LOC645676	59.5461	LOC645676	17.9638
LOC646214	132.4405	LOC646214	87.3897
LOC646471	98.8864	LOC646471	42.6077
LOC646762	351.6865	LOC646762	353.7534
LOC646851	125.248	LOC646851	5.9425
removed	removed	LOC646982	5.5929
LOC646999	5.9524	LOC646999	44.7435
LOC647121	77.381	LOC647121	46.1417
LOC647288	8.1845	LOC647288	6.2921
LOC647946	8.1845	removed	removed
LOC647979	15286.2103	LOC647979	19007.9525
removed	removed	LOC648740	26.126
LOC649330	13.6409	LOC649330	7.3407
LOC650368	37.6984	LOC650368	103.4694
LOC650623	50.0992	LOC650623	211.8326
LOC651250	1745.0397	LOC651250	2688.4558
LOC652276	116.0714	LOC652276	20.2744
LOC653113	50.3472	LOC653113	12.5841
LOC653501	249.256	LOC653501	249.9345
LOC653566	1538.4425	LOC653566	1130.4728
LOC653653	98.2143	LOC653653	147.5138
removed	removed	LOC653786	6.9912
LOC654342	156.002	LOC654342	486.5857
LOC654433	29.5139	LOC654433	221.6202
LOC678655	378.755	LOC678655	213.0141
LOC723972	8.9286	LOC723972	5.5929
LOC727896	32.9861	LOC727896	8.3894
LOC728024	34.7222	LOC728024	34.9559
LOC728190	124.0079	LOC728190	241.8946
LOC728264	72.4206	LOC728264	1075.2425
LOC728323	40.9226	LOC728323	40.5488
LOC728392	36.2103	LOC728392	73.7569
LOC728554	273.8095	LOC728554	103.1198
LOC728606	12.1528	removed	removed
LOC728613	297.123	LOC728613	129.6863
LOC728640	49.6032	LOC728640	26.5665
LOC728643	58.0357	LOC728643	32.1594
LOC728723	19.0972	LOC728723	51.3851
LOC728743	53.0754	LOC728743	149.9607
LOC728758	22.0734	LOC728758	27.2656
LOC728819	9.6726	LOC728819	42.2966
LOC728855	24.6503	LOC728855	209.6933
removed	removed	LOC728875	38.843
removed	removed	LOC728989	8.3894
LOC729020	47.8671	LOC729020	23.4204
LOC729082	376.0342	LOC729082	663.354
LOC729176	18.5045	LOC729176	40.8984
LOC729234	66.7163	LOC729234	48.9382
LOC729375	24.0575	LOC729375	14.3319
removed	removed	LOC729467	6.6416
LOC729603	20.3373	LOC729603	34.2568
LOC729678	859.0253	LOC729678	680.3006
LOC729799	16.8651	LOC729799	18.8762
LOC729991-MEF2B	20.1885	LOC729991-MEF2B	39.3883
LOC729991	253.182	LOC729991	284.6351
LOC730101	114.8313	LOC730101	43.3453
LOC80054	30.754	LOC80054	339.0719
LOC80154	429.5635	LOC80154	53.832
LOC81691	508.1845	LOC81691	189.1112
LOC84989	9.1171	removed	removed
LOC90110	125	LOC90110	292.9302
LOC90246	35.7143	LOC90246	39.5001
removed	removed	LOC90586	57.3276
LOC90784	177.8274	LOC90784	192.9564
LOC90834	18.1052	LOC90834	22.3718
removed	removed	LOC91149	8.739
LOC91316	156.6691	LOC91316	298.0163
LOC92249	956.3492	LOC92249	461.4175
LOC92659	118.0556	LOC92659	5.5929
LOC92973	53.3234	LOC92973	59.425
LOC93622	234.375	LOC93622	345.364
LOC96610	366.6989	LOC96610	769.7597
LOH12CR1	99.9504	LOH12CR1	107.6641
LOH12CR2	24.5536	LOH12CR2	75.5047
LOH3CR2A	24.5536	LOH3CR2A	146.1155
LONP1	1219.9901	LONP1	1265.0529
LONP2	2613.5913	LONP2	2135.454
LONRF1	1361.3591	LONRF1	680.9403
LONRF2	894.3452	LONRF2	424.7138
LONRF3	7.6885	LONRF3	54.8807
removed	removed	LOXHD1	69.9117
LOXL1	451.8849	LOXL1	557.1965
LOXL2	3939.6453	LOXL2	2230.0411
LOXL3	251.1706	LOXL3	192.7641
LOXL4	26.2897	LOXL4	293.6293
LOX	1362.5992	LOX	2137.5513
LPAR1	508.1845	LPAR1	1021.0609
LPAR2	260.1687	LPAR2	32.8585
LPAR4	10.1687	LPAR4	20.9735
LPAR5	26.5377	LPAR5	36.3541
LPAR6	212.7976	LPAR6	1368.5222
LPCAT1	3847.4702	LPCAT1	726.0334
LPCAT2	105.4067	LPCAT2	532.3779
LPCAT3	2223.9583	LPCAT3	811.3257
LPCAT4	153.0258	LPCAT4	260.4212
LPGAT1	3666.6667	LPGAT1	4886.8304
LPHN1	1149.0327	LPHN1	1853.9998
LPHN2	311.2599	LPHN2	2848.9033
LPHN3	9.6726	LPHN3	213.2308
LPIN1	199.9008	LPIN1	1720.8774
LPIN2	1315.7242	LPIN2	1193.0438
LPIN3	576.4831	LPIN3	278.6961
LPL	228.4226	LPL	88723.2369
removed	removed	LPPR1	22.3718
LPPR2	604.9107	LPPR2	281.0452
LPPR3	69.1964	removed	removed
LPPR4	33.2341	LPPR4	206.9387
LPPR5	20.8333	removed	removed
LPP	547.619	LPP	1080.1363
LPXN	238.0952	LPXN	193.6555
LQK1	101.1905	LQK1	46.1417
LRAT	110.6151	LRAT	5.5929
LRBA	6177.8274	LRBA	1469.8943
LRCH1	227.9266	LRCH1	888.5782
LRCH2	22.0734	LRCH2	101.372
LRCH3	400.5456	LRCH3	364.9393
LRCH4	643.1052	LRCH4	323.3418
LRDD	296.131	LRDD	132.1332
LRFN1	106.3988	LRFN1	34.9559
LRFN2	10.6647	removed	removed
LRFN3	133.9286	LRFN3	119.1995
LRFN4	56.0516	LRFN4	306.9125
removed	removed	LRFN5	32.8585
LRG1	1977.6786	LRG1	20.9735
LRGUK	51.3393	removed	removed
LRIG1	8656.6592	LRIG1	3717.7873
LRIG2	204.1171	LRIG2	271.2575
LRIG3	460.8135	LRIG3	853.6223
removed	removed	LRIT3	9.0885
LRMP	12.8968	LRMP	243.6424
LRP10	5826.1409	LRP10	4332.4303
LRP11	1694.9306	LRP11	968.5852
LRP12	295.8829	LRP12	268.4611
removed	removed	LRP1B	137.3766
LRP1	8769.3452	LRP1	66115.1796
LRP2BP	146.0813	LRP2BP	31.1107
LRP2	8.6806	removed	removed
LRP3	403.7698	LRP3	1711.4743
LRP4	145.7937	LRP4	160.416
LRP5L	43.1548	LRP5L	26.2169
LRP5	885.4167	LRP5	4068.5135
LRP6	1831.8452	LRP6	1500.6554
LRP8	44.3948	LRP8	27.9647
LRPAP1	2267.3611	LRPAP1	2246.9632
LRPPRC	6035.7143	LRPPRC	3430.5689
LRRC10B	6.4484	LRRC10B	16.4293
LRRC14	611.5377	LRRC14	410.8049
LRRC15	2323.4127	LRRC15	66.4161
LRRC16A	567.4603	LRRC16A	246.4389
LRRC17	330.6052	LRRC17	267.4124
LRRC18	7.4405	removed	removed
LRRC1	448.9087	LRRC1	141.2217
LRRC20	439.4841	LRRC20	178.974
LRRC23	689.9802	LRRC23	113.9561
LRRC24	23.631	removed	removed
LRRC25	61.2599	LRRC25	262.169
LRRC26	49.3552	removed	removed
LRRC27	258.9286	LRRC27	192.6068
LRRC28	116.8155	LRRC28	317.7488
LRRC29	46.627	LRRC29	55.9294
removed	removed	LRRC2	95.7791
LRRC31	6.2004	removed	removed
LRRC32	1156.994	LRRC32	1919.0772
LRRC33	28.5218	LRRC33	298.5231
LRRC34	49.8512	LRRC34	128.6376
LRRC36	19.0972	LRRC36	5.9425
LRRC37A2	83.0853	LRRC37A2	74.1064
LRRC37A3	73.1647	LRRC37A3	60.1241
LRRC37A4	979.5461	LRRC37A4	233.7953
LRRC37A	390.873	LRRC37A	291.5319
LRRC37B2	396.8254	LRRC37B2	324.3905
LRRC37B	151.2897	LRRC37B	75.5047
removed	removed	LRRC3B	8.0398
LRRC3	49.6032	LRRC3	127.9385
LRRC40	236.3591	LRRC40	349.2091
LRRC41	1397.0734	LRRC41	1663.8993
LRRC42	525.7937	LRRC42	312.5055
LRRC43	122.2718	LRRC43	26.5665
LRRC45	316.7163	LRRC45	156.9518
LRRC46	336.3095	LRRC46	8.0398
LRRC47	828.373	LRRC47	1076.9903
LRRC48	347.1925	LRRC48	11.1859
LRRC49	194.4444	LRRC49	66.4161
removed	removed	LRRC4B	21.3231
LRRC4C	21.8254	LRRC4C	11.5354
LRRC4	329.3651	LRRC4	75.8542
LRRC50	298.6111	removed	removed
LRRC55	6.6964	LRRC55	82.1463
LRRC56	312.748	LRRC56	5.9425
LRRC57	299.8512	LRRC57	322.2931
LRRC58	1883.6806	LRRC58	1309.7964
LRRC59	2782.6736	LRRC59	1641.3143
LRRC61	68.7004	LRRC61	76.5534
removed	removed	LRRC66	18.1771
LRRC67	9.6726	removed	removed
LRRC6	555.5556	LRRC6	60.1241
LRRC70	21.2078	LRRC70	116.1234
LRRC8A	1741.8155	LRRC8A	1168.2251
LRRC8B	753.9683	LRRC8B	575.024
LRRC8C	125.248	LRRC8C	1439.8322
LRRC8D	410.4663	LRRC8D	413.5279
LRRC8E	489.8313	LRRC8E	36.7037
LRRCC1	1342.2619	LRRCC1	328.2356
LRRFIP1	3415.6746	LRRFIP1	2565.0616
LRRFIP2	1921.131	LRRFIP2	929.4765
LRRIQ1	266.8651	LRRIQ1	6.2921
LRRIQ3	9.6726	LRRIQ3	42.2966
LRRIQ4	20.5853	removed	removed
LRRK1	401.2897	LRRK1	341.5188
LRRK2	127.7282	LRRK2	906.0561
LRRN1	47.619	LRRN1	21.3231
LRRN2	1858.1349	LRRN2	109.0623
LRRN3	9.1766	LRRN3	794.5469
LRRN4CL	5.7044	LRRN4CL	815.5204
removed	removed	LRRN4	5.2434
LRRTM2	6.2004	LRRTM2	75.8542
LRSAM1	355.9028	LRSAM1	404.0898
LRTOMT	766.9717	LRTOMT	185.7834
LRWD1	325.8929	LRWD1	123.0447
LSAMP	8.4325	LSAMP	38.4515
LSG1	1266.6171	LSG1	738.9671
LSM10	198.9087	LSM10	436.9484
LSM11	168.8988	LSM11	124.7924
LSM12	1091.0218	LSM12	775.3212
LSM14A	3764.3849	LSM14A	2799.2659
LSM14B	1665.9226	LSM14B	507.9088
LSM1	1079.1171	LSM1	557.5461
LSM2	362.3512	LSM2	376.1251
LSM3	1023.0655	LSM3	818.6664
LSM4	1040.9226	LSM4	752.9494
LSM5	486.8552	LSM5	362.1428
LSM6	157.2421	LSM6	308.3108
LSM7	164.6825	LSM7	138.0757
LSMD1	315.7242	LSMD1	388.7093
LSP1	594.9901	LSP1	1471.2925
LSR	1321.6766	LSR	185.6157
LSS	375.744	LSS	2251.5075
LST1	23.3135	LST1	117.8013
LTA4H	1419.6429	LTA4H	1671.9392
LTB4R2	71.4038	LTB4R2	45.925
LTB4R	252.7207	LTB4R	165.6768
LTBP1	1893.1052	LTBP1	1791.4882
LTBP2	1588.2937	LTBP2	4323.6913
LTBP3	1339.1022	LTBP3	3347.2341
LTBP4	225.6944	LTBP4	6918.4654
LTBR	1129.9603	LTBR	1502.4032
removed	removed	LTB	23.77
LTC4S	8.9062	LTC4S	40.776
LTF	225.4464	LTF	300.2709
LTV1	552.9117	LTV1	604.7365
LUC7L2	1644.2684	LUC7L2	1523.6948
LUC7L3	2530.754	LUC7L3	1936.2055
LUC7L	1045.1389	LUC7L	433.4528
LUM	9867.5595	LUM	9959.626
LUZP1	801.0913	LUZP1	1799.1785
removed	removed	LUZP2	86.6906
LUZP6	2664.9306	LUZP6	4952.897
LXN	76.6369	LXN	270.908
LY6E	4904.0179	LY6E	1677.5321
LY6G5B	18.5863	LY6G5B	45.2678
LY6G5C	10.4167	LY6G5C	21.6726
LY6G6C	8.4325	removed	removed
removed	removed	LY6H	28.6638
LY6K	465.0298	LY6K	145.766
LY75	224.6528	LY75	173.0315
LY86	56.5476	LY86	61.5223
LY96	62.252	LY96	146.4651
removed	removed	LY9	9.4381
LYAR	118.5516	LYAR	243.2928
LYL1	16.369	LYL1	102.0711
LYNX1	371.5278	LYNX1	880.5383
LYN	193.2044	LYN	753.6485
LYPD1	82.7827	LYPD1	24.151
LYPD3	412.2024	LYPD3	8.3894
LYPD5	223.2143	LYPD5	14.6815
LYPD6B	118.0556	removed	removed
LYPD6	186.2599	LYPD6	22.7213
LYPLA1	1562.748	LYPLA1	573.9754
LYPLA2P1	56.0516	LYPLA2P1	29.3629
LYPLA2	927.5794	LYPLA2	423.3156
LYPLAL1	727.9266	LYPLAL1	469.1078
LYRM1	1077.877	LYRM1	1266.4511
LYRM2	1001.1632	LYRM2	766.3095
LYRM4	105.1587	LYRM4	404.789
LYRM5	251.9841	LYRM5	519.0946
LYRM7	355.6548	LYRM7	694.9227
LYSMD1	549.3552	LYSMD1	247.8371
LYSMD2	119.0476	LYSMD2	102.0711
LYSMD3	913.9385	LYSMD3	514.5504
LYSMD4	145.4167	LYSMD4	254.4018
LYST	1071.4286	LYST	1751.289
LYVE1	18.6012	LYVE1	3453.9893
LYZ	724.9504	LYZ	1906.4931
LZIC	363.8393	LZIC	412.1297
LZTFL1	1378.7202	LZTFL1	460.0192
LZTR1	500.744	LZTR1	1559.5071
LZTS1	184.7718	LZTS1	85.9914
LZTS2	1345.9821	LZTS2	1714.2358
M6PR	3896.9717	M6PR	2471.4428
MAB21L1	8.4325	MAB21L1	201.3458
MACC1	1044.8909	MACC1	47.54
removed	removed	MACF1	9160.5348
MACROD1	78.125	MACROD1	149.2616
MACROD2	52.5794	MACROD2	112.9075
MAD1L1	207.5893	MAD1L1	375.7756
MAD2L1BP	606.8948	MAD2L1BP	291.8815
MAD2L1	286.2103	MAD2L1	52.7834
MAD2L2	207.8373	MAD2L2	249.9345
MADD	1346.9742	MADD	916.8924
MAEA	1107.6389	MAEA	891.3746
MAF1	1947.1726	MAF1	2804.8589
MAFB	593.502	MAFB	1820.5016
MAFF	258.6806	MAFF	506.161
MAFG	500	MAFG	776.0203
MAFK	539.9306	MAFK	619.4844
MAF	294.1468	MAF	1520.2307
MAGED1	4852.9266	MAGED1	2332.2555
MAGED2	7947.6687	MAGED2	2960.762
MAGED4B	118.0184	MAGED4B	34.2672
MAGED4	51.8725	MAGED4	9.7772
MAGEE1	190.2282	MAGEE1	98.5755
MAGEF1	648.3135	MAGEF1	444.6386
MAGEH1	508.4325	MAGEH1	558.2452
MAGEL2	20.0893	MAGEL2	35.655
MAGI1	1578.373	MAGI1	1391.9427
MAGI2	146.0813	MAGI2	532.3779
MAGI3	574.9008	MAGI3	415.6253
MAGIX	99.4544	MAGIX	19.2257
MAGOHB	343.254	MAGOHB	166.3899
MAGOH	279.2659	MAGOH	307.9612
MAGT1	3263.3929	MAGT1	1953.3339
MAG	38.4425	MAG	5.9425
MAK16	872.0784	MAK16	387.706
MAK	174.3552	removed	removed
MAL2	5614.3353	MAL2	775.6707
MALAT1	6797.6215	MALAT1	5021.6866
MALL	89.5337	MALL	673.25
MALT1	512.8968	MALT1	595.648
removed	removed	MAL	30.062
