gene_id	TCGA-BH-A1EO-01A-11R-A137-07	gene_id	TCGA-BH-A1EO-11A-31R-A137-07
FAM120A	5547.1607	FAM120A	3414.2905
FAM120B	619.7203	FAM120B	708.3034
FAM120C	633.4537	FAM120C	276.8605
FAM122A	561.3533	FAM122A	649.9162
FAM122B	737.0266	FAM122B	471.1654
FAM122C	12.0167	FAM122C	19.6219
FAM123B	215.7291	FAM123B	138.3106
FAM124A	25.7502	FAM124A	102.1776
FAM124B	131.6119	FAM124B	269.6817
FAM125A	458.9249	FAM125A	596.3149
FAM125B	302.7073	FAM125B	364.9198
FAM126A	510.4252	FAM126A	1033.5008
FAM126B	633.4537	FAM126B	414.4532
FAM127A	1505.5256	FAM127A	2603.0151
FAM127B	669.504	FAM127B	759.7511
FAM127C	407.9969	FAM127C	496.7696
FAM128A	152.7842	FAM128A	223.977
FAM128B	368.5133	FAM128B	723.8574
FAM129A	1940.417	FAM129A	1936.827
FAM129B	3562.1044	FAM129B	2565.4463
FAM131A	232.3236	FAM131A	349.3659
FAM131B	29.7557	FAM131B	41.876
removed	removed	FAM132A	5.743
FAM133A	16.5945	FAM133A	5.0251
FAM133B	143.0564	FAM133B	101.2204
FAM134A	3209.0412	FAM134A	2282.6035
FAM134B	549.9088	FAM134B	614.5011
FAM134C	1830.5497	FAM134C	1670.9739
FAM135A	200.8512	FAM135A	297.9182
FAM135B	81.256	FAM135B	21.297
FAM136A	466.3639	FAM136A	563.5319
removed	removed	FAM13AOS	18.0498
FAM13A	290.0039	FAM13A	2174.3408
FAM13B	1298.3799	FAM13B	919.7679
FAM13C	95.4987	FAM13C	524.726
FAM149A	38.3391	FAM149A	397.2242
FAM149B1	463.5027	FAM149B1	625.9871
removed	removed	FAM150B	8.1359
FAM151B	56.6503	FAM151B	26.0828
removed	removed	FAM153A	6.4609
FAM154B	14.3056	removed	removed
FAM155A	64.6615	FAM155A	30.39
FAM155B	6.8667	FAM155B	5.5037
FAM156A	195.1289	FAM156A	399.6171
FAM158A	59.5115	FAM158A	103.1347
FAM160A1	160.7954	removed	removed
FAM160A2	535.0309	FAM160A2	496.291
FAM160B1	899.5386	FAM160B1	1022.0148
FAM160B2	670.6484	FAM160B2	767.6478
FAM161A	84.1172	FAM161A	58.6265
FAM161B	155.5309	FAM161B	88.5379
FAM162A	586.5312	FAM162A	808.5666
FAM162B	16.5945	FAM162B	170.1364
FAM164A	575.659	FAM164A	241.6846
FAM164C	40.628	FAM164C	31.5865
FAM165B	338.7576	FAM165B	362.2876
removed	removed	FAM166B	12.6825
FAM167A	103.0006	removed	removed
FAM167B	37.1947	FAM167B	149.7966
FAM168A	609.9925	FAM168A	138.5499
FAM168B	2892.0282	FAM168B	2977.7459
FAM169A	450.9138	FAM169A	39.7224
FAM171A1	370.23	FAM171A1	1070.5911
FAM171A2	54.3614	FAM171A2	39.9617
FAM171B	864.6329	FAM171B	294.3288
FAM172A	909.2665	FAM172A	798.995
FAM173A	79.5394	FAM173A	80.402
FAM173B	497.264	FAM173B	371.1414
FAM174A	363.3633	FAM174A	340.9907
FAM174B	880.6552	FAM174B	186.8868
FAM175A	409.313	FAM175A	405.195
FAM175B	491.5418	FAM175B	544.3886
FAM176A	109.2951	FAM176A	52.1656
FAM176B	601.8097	FAM176B	275.7693
FAM177A1	1465.4698	FAM177A1	1069.1553
FAM178A	1118.1288	FAM178A	664.9916
FAM178B	6.2945	FAM178B	32.0651
FAM179B	740.4599	FAM179B	507.2984
FAM180A	90.4116	FAM180A	168.7006
FAM180B	7.4389	FAM180B	292.4145
removed	removed	FAM181B	9.0931
FAM182B	8.5834	FAM182B	16.7504
FAM184A	85.2616	FAM184A	178.033
FAM184B	68.7758	removed	removed
FAM185A	89.8394	FAM185A	91.6487
FAM186B	5.15	removed	removed
FAM188A	381.1022	FAM188A	664.513
FAM188B	144.2924	FAM188B	331.4501
FAM189A1	115.5896	FAM189A1	14.3575
FAM189A2	299.274	FAM189A2	102.1776
FAM189B	568.22	FAM189B	422.3498
removed	removed	FAM18A	11.0361
FAM18B2	170.7922	FAM18B2	253.6947
FAM18B	498.9807	FAM18B	680.5456
FAM190A	69.8115	FAM190A	38.526
FAM190B	1357.3191	FAM190B	1414.4532
FAM192A	931.0111	FAM192A	1169.4185
FAM193A	671.2206	FAM193A	526.681
FAM193B	296.9851	FAM193B	332.3762
FAM195A	124.7452	FAM195A	142.6179
FAM195B	1040.8784	FAM195B	1826.5135
FAM196A	34.9058	FAM196A	10.0503
removed	removed	FAM196B	22.2541
FAM198A	318.1574	FAM198A	288.5858
FAM198B	7045.2416	FAM198B	4670.4953
FAM199X	992.8114	FAM199X	269.6817
FAM19A2	8.0112	FAM19A2	34.458
FAM19A5	151.0676	FAM19A5	60.3015
FAM200A	392.5468	FAM200A	161.5219
FAM200B	258.0737	FAM200B	584.111
FAM20A	440.6137	FAM20A	548.9352
FAM20B	3205.0356	FAM20B	2069.6339
FAM20C	783.3768	FAM20C	1379.038
FAM21A	330.1742	FAM21A	374.9701
FAM21B	331.3186	FAM21B	880.5934
FAM21C	1432.2807	FAM21C	1964.1062
FAM22A	36.6224	FAM22A	19.8612
FAM22D	132.7563	FAM22D	52.4049
FAM23A	5.7223	FAM23A	23.9292
FAM24B	9.1041	FAM24B	13.0797
FAM25A	9.1556	removed	removed
FAM26E	580.809	FAM26E	490.3087
FAM26F	77.2505	FAM26F	93.8023
removed	removed	FAM27A	12.2039
FAM27C	7.4389	FAM27C	13.8789
FAM32A	1238.2962	FAM32A	1997.3678
FAM35A	731.3043	FAM35A	748.0258
FAM35B2	53.7892	FAM35B2	81.1199
FAM35B	231.7514	FAM35B	259.1529
FAM36A	880.1574	FAM36A	796.4034
FAM38A	1745.3396	FAM38A	2348.1575
FAM38B	407.9969	FAM38B	241.9239
FAM3A	353.0632	FAM3A	565.207
FAM3B	15.4501	FAM3B	27.04
FAM3C	1289.2243	FAM3C	1494.1374
FAM40A	671.2206	FAM40A	733.6683
FAM40B	72.1004	FAM40B	7.8966
FAM41C	5.7223	FAM41C	11.2467
FAM43A	147.062	FAM43A	749.7009
FAM43B	29.7557	FAM43B	120.1244
FAM45A	295.8406	FAM45A	633.4051
FAM45B	151.6398	FAM45B	240.9667
FAM46A	601.4091	FAM46A	1399.8564
FAM46B	211.7235	FAM46B	39.9617
FAM46C	591.6813	FAM46C	170.615
FAM47E	61.1022	FAM47E	94.3886
FAM48A	1020.49	FAM48A	638.6384
FAM49A	163.6565	FAM49A	290.2608
FAM49B	2571.5818	FAM49B	1441.7325
FAM50A	585.3868	FAM50A	1640.8232
FAM50B	119.0229	FAM50B	169.6578
FAM53A	27.4668	FAM53A	19.1433
FAM53B	534.3385	FAM53B	749.6841
FAM53C	1363.0414	FAM53C	1075.6162
FAM54A	37.1947	FAM54A	11.486
FAM54B	813.0296	FAM54B	1480.3637
FAM55C	521.8697	FAM55C	582.1967
FAM57A	216.3013	FAM57A	348.8873
FAM57B	5.7223	removed	removed
FAM58A	201.4234	FAM58A	364.4413
FAM59A	171.0955	FAM59A	112.4671
FAM5B	6.2945	removed	removed
FAM60A	897.2497	FAM60A	359.6554
FAM63A	1104.9676	FAM63A	625.7478
FAM63B	442.9026	FAM63B	107.6813
FAM64A	37.7669	FAM64A	14.5968
FAM65A	1445.4419	FAM65A	1940.1771
FAM65B	135.0452	FAM65B	249.3419
FAM65C	36.0502	FAM65C	128.0211
FAM66C	24.0335	FAM66C	11.9646
removed	removed	FAM66D	7.418
FAM69A	291.8351	FAM69A	1056.4728
FAM69B	111.6298	FAM69B	333.9124
removed	removed	FAM69C	21.7755
FAM70A	85.8338	FAM70A	171.0936
FAM70B	41.2002	FAM70B	144.7715
removed	removed	FAM71A	5.743
FAM71D	7.4389	FAM71D	11.2467
FAM71E1	31.5983	removed	removed
FAM72A	18.3112	removed	removed
FAM72B	62.3726	FAM72B	30.8686
FAM72D	30.328	FAM72D	11.0074
FAM73A	647.1872	FAM73A	405.8387
FAM73B	171.6677	FAM73B	320.8902
FAM76A	358.7855	FAM76A	407.7531
FAM76B	481.2417	FAM76B	265.3745
FAM78A	256.9293	FAM78A	221.1055
FAM78B	20.0279	FAM78B	31.1079
removed	removed	FAM7A2	5.0251
removed	removed	FAM7A3	8.6145
FAM81A	31.4724	FAM81A	16.5111
FAM82A1	129.323	FAM82A1	154.8217
FAM82A2	758.1989	FAM82A2	1070.3518
FAM82B	1919.8169	FAM82B	1295.0467
FAM83A	18.8834	removed	removed
FAM83D	173.9566	FAM83D	18.4255
FAM83E	46.3503	removed	removed
FAM83F	56.0781	FAM83F	29.9115
FAM83G	49.7836	FAM83G	36.133
FAM83H	3906.0119	FAM83H	45.2261
FAM84A	104.7173	FAM84A	10.5288
FAM84B	5744.0006	FAM84B	872.4575
FAM86A	368.2443	FAM86A	320.1843
FAM86B1	54.3614	FAM86B1	42.5939
FAM86C	225.4569	FAM86C	100.0239
FAM86D	89.2672	FAM86D	121.7995
FAM89A	90.4116	FAM89A	1510.6485
FAM89B	797.1103	FAM89B	1215.8411
FAM8A1	1702.9434	FAM8A1	1577.1716
FAM90A1	6.8667	FAM90A1	15.3147
FAM91A1	4548.6213	FAM91A1	1005.743
FAM92A1	56.0781	FAM92A1	282.3642
removed	removed	FAM95B1	8.8538
FAM96A	461.2138	FAM96A	730.7968
FAM96B	263.2238	FAM96B	719.0715
FAM98A	999.6781	FAM98A	1298.636
FAM98B	325.5964	FAM98B	318.0187
FAM98C	137.9064	FAM98C	128.0211
removed	removed	FANCA	23.0988
FANCB	33.7613	FANCB	11.0074
FANCC	264.3682	FANCC	142.3786
FANCD2	399.4135	FANCD2	51.4477
FANCE	118.4507	FANCE	128.2603
FANCF	635.7426	FANCF	169.4185
FANCG	220.3069	FANCG	242.8811
FANCI	484.7609	FANCI	186.3747
FANCL	298.2611	FANCL	202.7519
FANCM	183.1122	FANCM	109.117
FANK1	60.6559	FANK1	21.0577
FAP	4430.1706	FAP	1642.0196
FAR1	1940.417	FAR1	1486.7193
FAR2	120.9227	FAR2	189.4257
FARP1	4940.5958	FARP1	1315.1472
FARP2	275.8127	FARP2	199.8086
FARS2	189.4067	FARS2	271.3568
FARSA	832.5882	FARSA	661.163
FARSB	1038.5895	FARSB	782.0053
FASLG	17.1668	FASLG	24.647
FASN	3445.9426	FASN	6038.0474
FASTKD1	272.9516	FASTKD1	237.6167
FASTKD2	814.8493	FASTKD2	979.4209
FASTKD3	219.7346	FASTKD3	129.6961
FASTKD5	488.1084	FASTKD5	385.2596
FASTK	644.8983	FASTK	776.7408
FAS	433.1748	FAS	494.8552
FAT1	3782.9834	FAT1	1873.654
FAT2	20.6001	FAT2	73.7018
FAT3	206.5734	FAT3	7.1788
FAT4	477.8084	FAT4	848.2891
FAU	2409.642	FAU	6191.6726
FBF1	134.4215	FBF1	73.2233
FBLIM1	773.0768	FBLIM1	604.6901
FBLN1	9713.5296	FBLN1	16473.5583
FBLN2	5283.359	FBLN2	18781.5267
FBLN5	1393.3693	FBLN5	5935.6305
FBLN7	252.9237	FBLN7	484.0871
FBL	1402.5249	FBL	2164.3934
FBN1	20934.8736	FBN1	29248.3848
FBN2	292.9795	FBN2	70.5911
FBP1	1388.7915	FBP1	632.2087
FBRSL1	248.3459	FBRSL1	273.2711
FBRS	1030.0061	FBRS	749.9402
FBXL12	227.7458	FBXL12	356.7839
FBXL13	23.4612	FBXL13	15.554
FBXL14	627.7315	FBXL14	578.8466
FBXL15	57.7948	FBXL15	119.6458
FBXL16	375.38	FBXL16	6.9395
FBXL17	902.972	FBXL17	864.5609
FBXL18	323.8797	FBXL18	263.2209
FBXL19	348.4854	FBXL19	139.2678
FBXL20	188.2622	FBXL20	122.9959
FBXL22	18.6546	FBXL22	15.9129
FBXL2	216.8735	FBXL2	105.7669
FBXL3	5184.3639	FBXL3	2085.6664
FBXL4	579.0923	FBXL4	359.4161
FBXL5	2625.3711	FBXL5	4970.0885
FBXL6	650.2829	FBXL6	137.5473
FBXL7	640.8927	FBXL7	977.9852
FBXL8	12.589	FBXL8	26.3197
FBXO10	204.8625	FBXO10	241.4716
FBXO11	1693.7878	FBXO11	1675.0419
FBXO15	10.8723	FBXO15	5.2644
FBXO16	43.4891	removed	removed
FBXO17	120.7396	FBXO17	415.1711
FBXO18	1016.2727	FBXO18	1768.9567
FBXO21	1101.5343	FBXO21	732.9505
FBXO22OS	54.9108	FBXO22OS	50.9117
FBXO22	384.5585	FBXO22	353.252
FBXO25	421.7303	FBXO25	702.0818
FBXO27	69.2393	FBXO27	500.8375
FBXO28	1873.4666	FBXO28	1007.418
FBXO2	144.2009	FBXO2	13.4003
FBXO30	530.4531	FBXO30	496.0517
FBXO31	432.0303	FBXO31	941.6128
FBXO32	3065.9848	FBXO32	194.7834
FBXO33	219.7346	FBXO33	549.8923
FBXO34	731.8765	FBXO34	537.2099
FBXO36	93.845	FBXO36	82.3163
FBXO38	1340.1524	FBXO38	758.3154
FBXO3	1067.773	FBXO3	950.9452
FBXO41	290.6906	FBXO41	39.4831
FBXO42	579.6645	FBXO42	562.3355
FBXO43	20.0279	removed	removed
FBXO44	211.7235	FBXO44	207.7052
FBXO45	582.5257	FBXO45	426.8964
FBXO46	419.4414	FBXO46	154.8217
FBXO48	45.778	FBXO48	44.0297
FBXO4	219.1624	FBXO4	286.1929
FBXO5	120.7396	FBXO5	121.3209
FBXO6	220.8791	FBXO6	244.5561
FBXO7	2216.2297	FBXO7	2841.1103
FBXO8	527.9868	FBXO8	690.8112
FBXO9	1273.7742	FBXO9	1122.2781
FBXW11	1836.8442	FBXW11	1180.4259
FBXW2	2213.9408	FBXW2	1905.7191
FBXW4	676.3707	FBXW4	1374.0129
FBXW5	782.2324	FBXW5	1732.9505
FBXW7	331.3186	FBXW7	589.854
FBXW8	401.7024	FBXW8	228.7629
FBXW9	189.0347	FBXW9	90.5456
removed	removed	FCAR	6.9395
FCER1A	74.3893	FCER1A	282.8428
FCER1G	882.3719	FCER1G	1864.5609
removed	removed	FCER2	387.174
FCF1	1205.1071	FCF1	982.771
FCGBP	607.1314	FCGBP	198.8514
FCGR1A	241.4792	FCGR1A	68.916
FCGR1B	181.9677	FCGR1B	69.8732
FCGR1C	48.6392	FCGR1C	21.0577
FCGR2A	1843.7109	FCGR2A	2204.3551
FCGR2B	266.6571	FCGR2B	1444.1254
FCGR2C	85.8338	FCGR2C	270.6389
FCGR3A	2496.6203	FCGR3A	1115.0993
FCGR3B	12.0167	FCGR3B	468.2939
FCGRT	1706.949	FCGRT	8857.1429
FCHO1	26.3224	FCHO1	29.9115
FCHO2	1480.3476	FCHO2	1170.8543
FCHSD1	166.8495	FCHSD1	186.949
FCHSD2	1094.5073	FCHSD2	1092.0627
FCN1	50.9281	FCN1	451.3041
FCN3	5.7223	FCN3	89.7344
FCRL3	10.3001	removed	removed
removed	removed	FCRL5	6.2216
FCRL6	5.7223	FCRL6	16.0325
FCRLA	8.5834	FCRLA	5.9823
FCRLB	6.8667	FCRLB	17.4683
FDFT1	1858.0165	FDFT1	2646.5662
FDPS	1309.7214	FDPS	1698.1144
FDX1L	126.4619	FDX1L	205.4774
FDX1	283.8239	FDX1	696.0995
FDXACB1	90.5719	FDXACB1	97.4109
FDXR	99.5673	FDXR	95.2381
FECH	684.954	FECH	623.1156
FEM1A	917.8499	FEM1A	715.9608
FEM1B	2081.1845	FEM1B	1776.023
FEM1C	1301.8132	FEM1C	1191.9119
FEN1	588.8201	FEN1	252.692
FER1L4	20.6001	removed	removed
FERMT1	11.4445	FERMT1	8.3752
FERMT2	2093.2012	FERMT2	6664.513
FERMT3	529.3087	FERMT3	750.6581
FER	129.8952	FER	81.1199
FES	186.5455	FES	908.3513
FEZ1	199.7067	FEZ1	799.4736
FEZ2	995.6725	FEZ2	2717.3965
FFAR2	8.0112	FFAR2	225.8914
FFAR3	6.2945	FFAR3	237.3774
FGD1	360.5021	FGD1	297.9182
FGD2	102.4284	FGD2	214.8839
FGD3	902.3998	FGD3	173.0079
FGD4	341.6187	FGD4	704.2355
FGD5	880.6552	FGD5	2361.3305
FGD6	1034.0117	FGD6	163.6755
FGF10	7.4389	FGF10	66.0445
FGF11	65.8059	FGF11	193.1084
FGF12	25.7502	FGF12	30.39
FGF13	29.1835	FGF13	261.7851
FGF14	342.1909	FGF14	144.7715
FGF16	13.1612	FGF16	54.0799
FGF18	26.8946	FGF18	128.9782
FGF1	487.5362	FGF1	626.2264
FGF2	138.3241	FGF2	2012.5485
FGF5	5.15	removed	removed
FGF7	319.3019	FGF7	1161.2826
removed	removed	FGF9	14.3575
removed	removed	FGFBP1	10.0503
FGFBP2	5.7223	FGFBP2	1272.0747
FGFBP3	9.1556	FGFBP3	32.3044
FGFR1OP2	392.5468	FGFR1OP2	755.4439
FGFR1OP	110.7199	FGFR1OP	108.7892
FGFR1	3052.2514	FGFR1	6668.8203
FGFR2	896.6775	FGFR2	144.7715
FGFR3	43.4891	FGFR3	94.5202
FGFR4	11.4445	removed	removed
FGFRL1	319.8741	FGFRL1	670.9739
FGGY	109.2951	FGGY	149.318
FGL2	1138.7289	FGL2	2909.0692
FGR	261.5071	FGR	975.8315
FHAD1	56.6503	FHAD1	21.139
FHDC1	526.4476	FHDC1	140.7035
FHIT	50.9281	FHIT	45.944
FHL1	1308.6799	FHL1	62569.2749
FHL2	5031.0075	FHL2	1032.783
FHL3	580.2368	FHL3	553.0031
FHL5	68.6671	FHL5	247.9062
FHOD1	383.3912	FHOD1	833.9316
FHOD3	394.8357	FHOD3	142.3786
FH	1199.3849	FH	1462.3116
FIBIN	1520.9756	FIBIN	908.5906
FIBP	984.8003	FIBP	997.8464
FICD	49.7836	FICD	74.1804
FIG4	716.9987	FIG4	598.9471
FIGF	8.5834	FIGF	1063.8909
FIGNL1	382.2467	FIGNL1	202.2015
FIGNL2	29.7557	FIGNL2	86.3843
FIGN	29.7557	FIGN	66.0445
FILIP1L	1867.1721	FILIP1L	3337.6406
FILIP1	181.9677	FILIP1	338.1192
FIP1L1	622.9248	FIP1L1	479.6171
FIS1	926.5935	FIS1	2310.1436
FITM2	72.1004	FITM2	67.241
FIZ1	272.9516	FIZ1	245.274
FJX1	333.0353	FJX1	93.5631
FKBP10	3704.0163	FKBP10	2528.5954
FKBP11	165.3732	FKBP11	242.6418
FKBP14	577.9479	FKBP14	263.9387
FKBP15	1380.54	FKBP15	1132.9313
FKBP1AP1	12.589	FKBP1AP1	19.6219
FKBP1A	4831.255	FKBP1A	8834.4628
FKBP1B	34.3335	FKBP1B	138.7892
FKBP2	169.951	FKBP2	733.1898
FKBP3	745.0377	FKBP3	1357.5018
FKBP4	6887.3073	FKBP4	1541.7564
FKBP5	734.1654	FKBP5	1935.152
FKBP7	469.225	FKBP7	508.9734
FKBP8	1998.784	FKBP8	4648.4805
FKBP9L	70.3837	FKBP9L	91.4094
FKBP9	4740.8891	FKBP9	5679.5884
FKBPL	114.4451	FKBPL	102.1776
FKRP	157.9343	FKRP	260.5887
FKTN	744.4655	FKTN	340.7514
FLAD1	678.6596	FLAD1	669.0596
FLCN	656.915	FLCN	819.8134
FLG	50.9739	FLG	19.9641
FLI1	609.4203	FLI1	2062.2158
FLII	2606.4876	FLII	3267.0495
FLJ10038	134.6504	FLJ10038	303.5152
FLJ10213	16.0223	FLJ10213	11.486
FLJ10357	1316.1189	FLJ10357	2287.15
FLJ10661	21.7446	removed	removed
FLJ11235	7.4389	FLJ11235	38.7653
FLJ13197	11.4445	FLJ13197	29.2008
FLJ22536	19.4557	FLJ22536	6.9395
FLJ23867	235.7569	FLJ23867	145.2501
FLJ33630	370.23	FLJ33630	471.4046
FLJ35024	9.7278	FLJ35024	117.7315
FLJ35220	165.3732	FLJ35220	160.5647
FLJ35390	110.8458	FLJ35390	67.9899
FLJ35776	75.5338	FLJ35776	101.4597
FLJ36031	207.7179	FLJ36031	913.855
FLJ36777	6.8667	FLJ36777	13.8789
FLJ37453	46.3503	FLJ37453	67.0017
removed	removed	FLJ37543	5.743
FLJ39582	34.9916	FLJ39582	55.0538
FLJ39653	53.217	FLJ39653	70.5911
FLJ40852	56.0552	FLJ40852	41.3975
FLJ41941	18.8834	removed	removed
FLJ42289	9.7278	FLJ42289	22.972
FLJ42627	50.9281	FLJ42627	20.1005
FLJ42709	58.367	FLJ42709	206.2694
removed	removed	FLJ42875	21.7755
FLJ43663	45.778	FLJ43663	96.1953
FLJ44606	40.628	FLJ44606	20.1005
FLJ44635	15.4501	FLJ44635	47.1405
FLJ45244	14.8779	FLJ45244	26.0828
FLJ45340	402.8468	FLJ45340	323.5224
removed	removed	FLJ45445	11.2467
FLJ45983	112.1562	removed	removed
FLJ46111	12.589	removed	removed
FLJ90757	446.336	FLJ90757	356.5446
FLNA	27557.2404	FLNA	19273.7497
FLNB	13270.9874	FLNB	4525.4559
removed	removed	FLNC	1619.5262
FLOT1	2373.5918	FLOT1	4413.0175
FLOT2	1744.1436	FLOT2	2426.4178
FLRT2	1332.1412	FLRT2	1414.6925
FLRT3	226.0291	FLRT3	7.6573
FLT1	1585.6371	FLT1	3321.1295
FLT3LG	46.3503	FLT3LG	150.2752
FLT3	18.8834	FLT3	25.3649
FLT4	228.8902	FLT4	600.6222
FLVCR1	210.0068	FLVCR1	29.1936
FLVCR2	218.5902	FLVCR2	197.4156
FLYWCH1	342.1909	FLYWCH1	556.8318
FLYWCH2	284.3961	FLYWCH2	340.7514
FMN1	86.9783	removed	removed
FMN2	62.3726	FMN2	8.1359
FMNL1	647.1872	FMNL1	893.0366
FMNL2	955.0445	FMNL2	1307.4898
FMNL3	1769.2357	FMNL3	1133.5535
FMO1	172.2399	FMO1	270.1603
FMO2	216.8735	FMO2	3638.6695
FMO3	46.3503	FMO3	277.5784
FMO4	94.9894	FMO4	172.0507
FMO5	116.1618	FMO5	85.6664
FMOD	2505.7759	FMOD	10869.586
FMR1	1467.1864	FMR1	953.5774
FN1	292621.8662	FN1	34281.6463
FN3KRP	671.2206	FN3KRP	1063.8909
FN3K	200.279	FN3K	203.8765
FNBP1L	2851.4002	FNBP1L	1102.8954
FNBP1	1364.7581	FNBP1	1209.6195
FNBP4	856.6217	FNBP4	632.448
FNDC1	5039.5909	FNDC1	5576.9323
FNDC3A	1722.9713	FNDC3A	1512.3235
FNDC3B	2942.9563	FNDC3B	2462.5508
FNDC4	138.4786	FNDC4	903.5654
FNDC5	64.0893	FNDC5	318.7365
FNIP1	2026.8231	FNIP1	735.5827
FNIP2	935.5889	FNIP2	768.1263
FNTA	3409.3201	FNTA	2297.2003
FNTB	681.5722	FNTB	599.1218
FOLH1	22.3168	FOLH1	44.7475
FOLR1	143.6286	removed	removed
FOLR2	294.6962	FOLR2	3820.2919
removed	removed	FOLR3	5.0251
FOSB	138.4786	FOSB	13485.7621
FOSL1	19.4557	FOSL1	509.9306
FOSL2	2589.3208	FOSL2	1639.1481
FOS	3583.8489	FOS	64464.7045
FOXA1	4991.5239	FOXA1	7.6573
FOXC1	141.3397	FOXC1	535.0562
FOXC2	6.8667	removed	removed
FOXD1	6.8667	FOXD1	7.418
FOXD2	21.7446	FOXD2	11.7253
FOXD4L2	7.4389	removed	removed
FOXD4	10.3001	removed	removed
FOXF1	5.7223	FOXF1	24.4078
FOXF2	71.5282	FOXF2	109.117
FOXI3	13.7334	removed	removed
FOXJ1	8.5834	removed	removed
FOXJ2	1229.7128	FOXJ2	836.8031
FOXJ3	1458.0308	FOXJ3	1281.407
FOXK1	953.9001	FOXK1	643.934
FOXK2	1174.7792	FOXK2	1027.9971
FOXL1	16.0223	FOXL1	21.0577
FOXM1	389.2622	FOXM1	45.5109
FOXN2	559.6366	FOXN2	795.1663
FOXN3	2718.0716	FOXN3	5024.647
FOXO1	1101.5343	FOXO1	1674.0847
FOXO3B	1727.5491	FOXO3B	540.3207
FOXO3	3932.9065	FOXO3	1206.2694
FOXO4	677.5151	FOXO4	936.3484
FOXP1	2576.1597	FOXP1	1953.8167
FOXP2	38.3391	FOXP2	67.9588
FOXP3	88.2601	removed	removed
FOXP4	939.5944	FOXP4	566.4034
FOXQ1	10.8723	removed	removed
FOXRED1	236.3292	FOXRED1	337.162
FOXRED2	943.0278	FOXRED2	344.8193
FOXS1	65.8059	FOXS1	87.8201
FPGS	459.4972	FPGS	1047.3798
FPGT	634.3693	FPGT	432.5341
FPR1	210.579	FPR1	460.1579
removed	removed	FPR2	56.4728
FPR3	1210.8294	FPR3	1426.4178
FRAS1	41.7725	FRAS1	107.6813
FRAT1	70.956	FRAT1	118.2101
FRAT2	193.4123	FRAT2	214.1661
FREM1	68.0948	FREM1	589.3754
FREM2	1548.4425	FREM2	17.229
FRG1B	202.5679	FRG1B	226.1307
FRG1	517.8642	FRG1	1026.8007
FRG2C	8.0112	removed	removed
FRK	147.6342	FRK	29.1936
removed	removed	FRMD1	135.6784
FRMD3	113.3007	FRMD3	127.7818
FRMD4A	715.797	FRMD4A	1277.1405
FRMD4B	706.1264	FRMD4B	752.8117
FRMD5	17.1668	removed	removed
FRMD6	5619.2554	FRMD6	1925.1017
removed	removed	FRMD7	7.8966
FRMD8	956.7612	FRMD8	648.7198
FRMPD1	12.589	FRMPD1	19.3826
FRRS1	256.9293	FRRS1	86.3843
FRS2	1820.2496	FRS2	704.4748
FRS3	84.1172	FRS3	102.6561
FRYL	2056.5788	FRYL	1469.251
FRY	739.8877	FRY	943.7665
FRZB	294.124	FRZB	196.9371
FSCN1	1314.4022	FSCN1	1723.8574
FSCN2	6.2945	removed	removed
FSD1L	120.1674	FSD1L	39.4831
FSIP1	203.7123	FSIP1	16.2718
FSTL1	23666.6786	FSTL1	63381.1917
FSTL3	282.6794	FSTL3	1008.6145
FSTL4	45.2058	removed	removed
FST	216.8735	FST	233.0701
FTH1	59508.6013	FTH1	67690.5839
FTHL3	375.38	FTHL3	440.0574
FTL	42200.4935	FTL	127676.7169
FTO	1246.3074	FTO	1084.2307
FTSJ1	769.6434	FTSJ1	667.1453
FTSJ2	539.0365	FTSJ2	526.2024
FTSJ3	691.8208	FTSJ3	824.8385
FTSJD1	661.4928	FTSJD1	613.0653
FTSJD2	1068.9174	FTSJD2	949.0309
FUBP1	1128.4289	FUBP1	848.2891
FUBP3	1129.0011	FUBP3	1038.7653
FUCA1	1139.8734	FUCA1	2231.1558
FUCA2	899.5386	FUCA2	2050.012
FUK	246.6292	FUK	223.2592
FUNDC1	306.7129	FUNDC1	301.029
removed	removed	FUNDC2P2	6.7002
FUNDC2	1181.6344	FUNDC2	2344.1015
FURIN	1597.6539	FURIN	2783.6803
FUS	2937.8062	FUS	2671.2132
FUT10	135.0452	FUT10	170.8543
FUT11	337.0409	FUT11	303.4219
FUT1	92.1283	FUT1	264.178
FUT2	25.7502	removed	removed
FUT4	190.5511	FUT4	348.6169
FUT7	8.7837	FUT7	10.8902
FUT8	1437.4937	FUT8	783.2592
FUT9	135.0452	removed	removed
FUZ	266.3653	FUZ	292.4743
FXC1	1360.7525	FXC1	795.1663
FXN	192.84	FXN	246.949
FXR1	1899.789	FXR1	2393.1563
FXR2	464.075	FXR2	882.9864
FXYD1	14.8779	FXYD1	795.1663
removed	removed	FXYD2	18.1862
FXYD3	2495.4758	removed	removed
FXYD5	1275.4909	FXYD5	2423.0677
FXYD6	585.3868	FXYD6	1380.7131
FYB	863.4884	FYB	452.9792
FYCO1	2106.9347	FYCO1	1720.0287
FYN	730.1599	FYN	2876.5255
FYTTD1	2696.327	FYTTD1	2202.4408
FZD10	33.1891	FZD10	57.43
FZD1	2508.637	FZD1	863.843
FZD2	263.796	FZD2	68.4374
FZD3	216.3013	FZD3	23.4506
FZD4	1928.509	FZD4	7577.1764
FZD5	105.8617	FZD5	334.0512
FZD6	3746.361	FZD6	808.5666
FZD7	1024.856	FZD7	816.9419
