gene_id	TCGA-BH-A0BC-01A-22R-A084-07	gene_id	TCGA-BH-A0BC-11A-22R-A089-07
MRPL21	702.2968	MRPL21	504.788
MRPL22	373.4915	MRPL22	272.2298
MRPL23	650.0623	MRPL23	331.0534
MRPL24	1624.703	MRPL24	884.1769
MRPL27	1639.4977	MRPL27	584.5873
MRPL28	964.073	MRPL28	618.787
MRPL2	467.6946	MRPL2	482.9001
MRPL30	880.205	MRPL30	800.7524
MRPL32	955.9208	MRPL32	723.6662
MRPL33	513.5885	MRPL33	507.9799
MRPL34	523.5523	MRPL34	419.5166
MRPL35	948.6744	MRPL35	701.7784
MRPL36	447.7671	MRPL36	274.9658
MRPL37	2016.9143	MRPL37	1259.4619
MRPL38	561.7922	MRPL38	610.2417
MRPL39	361.7161	MRPL39	353.8532
MRPL3	2208.6419	MRPL3	1459.1883
MRPL40	854.4712	MRPL40	593.7073
MRPL41	900.9689	MRPL41	285.9097
removed	removed	MRPL42P5	9.2886
MRPL42	1021.7422	MRPL42	427.7246
MRPL43	1514.5396	MRPL43	884.9248
MRPL44	672.1035	MRPL44	542.6357
MRPL45	550.1224	MRPL45	1047.8796
MRPL46	256.6433	MRPL46	400.8208
MRPL47	948.6744	MRPL47	471.9562
MRPL48	569.1442	MRPL48	393.0689
MRPL49	1656.406	MRPL49	1501.596
MRPL4	789.2536	MRPL4	611.4911
MRPL50	371.076	MRPL50	383.0369
MRPL51	1867.4573	MRPL51	1193.7984
MRPL52	588.7699	MRPL52	300.9576
MRPL53	779.5917	MRPL53	332.4213
MRPL54	664.5551	MRPL54	485.1801
MRPL55	670.8957	MRPL55	303.2376
MRPL9	1138.4424	MRPL9	970.155
MRPS10	1082.7327	MRPS10	786.1377
MRPS11	653.0817	MRPS11	429.5486
MRPS12	630.4367	MRPS12	297.3096
MRPS14	567.9365	MRPS14	311.9015
MRPS15	1031.706	MRPS15	834.9293
MRPS16	2876.8927	MRPS16	1315.5495
MRPS17	260.3148	MRPS17	210.2143
MRPS18A	661.2339	MRPS18A	590.0593
MRPS18B	1331.5258	MRPS18B	1351.1172
MRPS18C	424.0683	MRPS18C	348.3675
MRPS21	1238.2284	MRPS21	868.6731
MRPS22	600.2434	MRPS22	506.156
MRPS23	1393.1201	MRPS23	587.3233
MRPS24	1050.7278	MRPS24	752.85
MRPS25	457.2115	MRPS25	680.6202
MRPS26	673.9151	MRPS26	499.772
MRPS27	1395.5356	MRPS27	1688.0985
MRPS28	251.284	MRPS28	304.6648
MRPS2	878.9127	MRPS2	673.0278
MRPS30	4009.9759	MRPS30	441.4045
MRPS31	180.858	MRPS31	382.5809
MRPS33	531.7045	MRPS33	570.9074
MRPS34	1683.58	MRPS34	602.8272
MRPS35	1356.5862	MRPS35	1088.0073
MRPS36	316.4261	MRPS36	331.9653
MRPS5	651.572	MRPS5	637.4829
MRPS6	622.1728	MRPS6	504.2088
MRPS7	731.684	MRPS7	914.6056
MRPS9	473.1294	MRPS9	603.7392
MRRF	464.9772	MRRF	596.4432
MRS2	665.7629	MRS2	601.0032
MRTO4	1037.1408	MRTO4	990.4241
MRVI1	426.3298	MRVI1	886.4569
MS4A14	79.967	MS4A14	72.1477
MS4A15	23.8527	removed	removed
MS4A1	58.5751	MS4A1	11.8559
MS4A2	14.7947	MS4A2	105.7912
MS4A4A	289.8559	MS4A4A	324.2134
MS4A6A	1375.91	MS4A6A	1202.4624
MS4A7	902.5239	MS4A7	592.2389
MSC	229.5508	MSC	146.7579
MSH2	887.3819	MSH2	648.4268
MSH3	500.8922	MSH3	514.0173
MSH5	66.2774	MSH5	162.3347
MSH6	1740.6454	MSH6	1339.7173
MSI1	18.7199	MSI1	61.5595
MSI2	1060.9935	MSI2	177.3826
MSL1	1178.1437	MSL1	1795.7136
MSL2	975.5464	MSL2	1163.7027
MSL3L2	94.2032	MSL3L2	90.2873
MSL3	557.9727	MSL3	722.2982
MSMB	97.8264	MSMB	19.6078
MSMP	19.0218	MSMP	45.5996
MSN	10114.4629	MSN	13608.2991
MSR1	2403.9928	MSR1	538.0757
MSRA	162.1382	MSRA	322.8454
MSRB2	503.9266	MSRB2	398.0848
MSRB3	696.862	MSRB3	3112.1751
MST1P2	7.2464	MST1P2	95.7592
removed	removed	MST1P9	8.2079
MST1R	146.1357	MST1R	119.927
MST1	15.3986	MST1	60.1915
MST4	1054.9549	MST4	318.2855
removed	removed	MSTN	5.472
MSTO1	716.6175	MSTO1	666.2335
MSTO2P	138.0831	MSTO2P	152.0246
MSX1	62.1983	MSX1	114.4551
MSX2	124.6984	MSX2	196.0784
MT1A	11.4735	MT1A	28.7278
MT1E	1058.5781	MT1E	1637.4829
MT1F	122.8868	MT1F	132.6949
MT1G	360.8103	MT1G	67.9435
MT1L	75.4833	MT1L	58.8235
MT1M	34.4204	MT1M	202.9184
MT1X	668.4803	MT1X	2130.415
MT2A	2858.1004	MT2A	3663.4747
MT3	12.9831	removed	removed
MTA1	608.9994	MTA1	999.088
MTA2	2259.0648	MTA2	1894.2088
MTA3	1009.363	MTA3	758.7779
MTAP	490.0377	MTAP	616.9631
MTBP	59.1789	MTBP	72.5034
MTCH1	3682.0763	MTCH1	4110.8071
MTCH2	2133.4605	MTCH2	1486.5481
MTCP1NB	317.6731	MTCP1NB	300.1368
MTCP1	14.7555	MTCP1	24.5326
MTDH	2853.5714	MTDH	2731.8741
MTERFD1	180.2542	MTERFD1	253.078
MTERFD2	406.1003	MTERFD2	473.3242
MTERFD3	405.1945	MTERFD3	430.9166
MTERF	181.7638	MTERF	227.5422
MTF1	376.2089	MTF1	636.5709
MTF2	472.5256	MTF2	413.1327
MTFMT	149.457	MTFMT	238.9421
MTFR1	609.9173	MTFR1	333.7893
MTG1	721.0167	MTG1	381.6689
MTHFD1L	263.5878	MTHFD1L	377.109
MTHFD1	1932.9829	MTHFD1	1552.3484
MTHFD2L	510.5178	MTHFD2L	214.2955
MTHFD2	2218.9046	MTHFD2	772.0018
MTHFR	329.3428	MTHFR	673.0278
MTHFSD	130.4352	MTHFSD	289.5577
MTHFS	357.7909	MTHFS	279.5258
MTIF2	775.6666	MTIF2	766.9859
MTIF3	425.1221	MTIF3	837.2093
MTL5	602.055	MTL5	139.5349
MTM1	352.96	MTM1	370.269
MTMR10	728.7522	MTMR10	1202.6904
MTMR11	151.5705	MTMR11	334.7013
MTMR12	1352.0572	MTMR12	2200.1824
MTMR14	940.5222	MTMR14	598.2672
MTMR15	299.3306	MTMR15	489.5121
MTMR1	865.0388	MTMR1	783.4017
MTMR2	500.6054	MTMR2	816.2335
MTMR3	1237.3226	MTMR3	1921.5686
MTMR4	1264.7985	MTMR4	1069.3114
MTMR6	719.2051	MTMR6	826.2654
MTMR7	83.2128	MTMR7	26.4067
MTMR8	8.1522	MTMR8	14.4733
MTMR9L	61.5944	MTMR9L	134.9749
MTMR9	433.54	MTMR9	423.1601
MTO1	378.0205	MTO1	388.5089
MTOR	1315.5233	MTOR	1710.4423
MTP18	286.8517	MTP18	212.5809
MTPAP	520.231	MTPAP	500.684
MTRF1L	194.1431	MTRF1L	276.7898
MTRF1	40.4591	MTRF1	74.3274
MTRR	408.2138	MTRR	611.4911
MTR	823.674	MTR	1236.2061
MTSS1L	417.2718	MTSS1L	929.3206
MTSS1	1260.5654	MTSS1	523.4838
MTUS1	2231.8908	MTUS1	3447.3324
MTUS2	12.6812	MTUS2	38.7597
MTX1	896.7358	MTX1	454.1724
MTX2	695.6543	MTX2	416.7807
MTX3	385.8707	MTX3	604.1952
MUC15	43.7803	MUC15	696.3064
MUC16	45.8939	MUC16	1201.5504
MUC1	26144.1007	MUC1	1925.2166
MUC20	179.6503	MUC20	315.5495
MUC4	6.0387	MUC4	31.0078
MUC5B	181.7638	MUC5B	1008.2079
removed	removed	MUC6	51.9836
MUCL1	8.4541	MUCL1	872.777
MUDENG	818.8431	MUDENG	658.0027
MUL1	1016.9113	MUL1	787.0497
MUM1L1	94.807	MUM1L1	77.5194
MUM1	799.5193	MUM1	907.8887
MUS81	586.6564	MUS81	386.2289
MUSTN1	47.7749	MUSTN1	99.7948
MUTED	259.9646	MUTED	371.181
MUTYH	135.6526	MUTYH	145.4902
MUT	715.2799	MUT	816.2335
MVD	263.5878	MVD	207.0223
MVK	255.4356	MVK	236.6621
MVP	3579.721	MVP	3367.0771
MX1	4653.0938	MX1	1276.7898
MX2	1091.4888	MX2	456.9083
MXD1	272.0419	MXD1	431.8285
MXD3	224.4965	MXD3	122.4761
MXD4	1757.5536	MXD4	1455.9964
MXI1	737.623	MXI1	1811.6735
MXRA5	7035.0454	MXRA5	4853.6252
MXRA7	1118.3609	MXRA7	3449.1564
MXRA8	2744.8754	MXRA8	2512.0839
MYADM	4693.5528	MYADM	8189.6945
MYBBP1A	803.9275	MYBBP1A	1120.5198
MYBL1	68.5389	MYBL1	57.9115
MYBL2	1000.9088	MYBL2	134.5189
removed	removed	MYBPC1	335.1573
MYB	2574.5851	MYB	1060.6475
MYCBP2	953.8072	MYCBP2	2680.3466
MYCBPAP	6.9445	removed	removed
MYCBP	1106.8874	MYCBP	619.699
MYCL1	396.4384	MYCL1	151.8468
MYCN	24.1547	MYCN	25.5358
MYCT1	458.0328	MYCT1	485.6361
MYC	955.3169	MYC	5341.9973
MYD88	1709.8482	MYD88	1199.7264
MYEF2	379.7324	MYEF2	270.2873
MYEOV2	724.9418	MYEOV2	505.7
MYEOV	23.8527	MYEOV	368.4451
MYH10	1275.97	MYH10	2384.8609
MYH11	1733.9092	MYH11	21903.0917
MYH14	2308.5818	MYH14	2222.9822
removed	removed	MYH1	28.7278
removed	removed	MYH2	6.8399
MYH3	5.4348	MYH3	60.6475
removed	removed	MYH7B	11.3999
MYH9	44915.5946	MYH9	43161.4227
MYL12A	6346.3356	MYL12A	7684.4505
MYL12B	6808.8974	MYL12B	8202.0064
MYL4	9.9638	removed	removed
MYL5	275.028	MYL5	159.471
MYL6B	770.5337	MYL6B	530.7798
MYL6	20394.0833	MYL6	19473.3242
removed	removed	MYL7	6.3839
MYL9	5070.9694	MYL9	15484.2681
MYLIP	859.3021	MYLIP	1152.7588
MYLK2	5.1329	removed	removed
removed	removed	MYLK3	7.2959
MYLK4	9.9638	MYLK4	40.5837
MYLK	2581.8224	MYLK	16644.2681
MYNN	706.2219	MYNN	414.9567
MYO10	944.4473	MYO10	848.1532
MYO15A	5.4348	MYO15A	15.5039
MYO15B	120.4714	MYO15B	550.8436
removed	removed	MYO16	42.8637
MYO18A	986.3707	MYO18A	1961.2175
MYO18B	59.1789	MYO18B	7.2959
MYO19	385.6413	MYO19	382.8044
MYO1B	2656.7109	MYO1B	1639.3069
MYO1C	4315.2304	MYO1C	7678.5226
MYO1D	1674.8239	MYO1D	2160.5107
MYO1E	1134.9672	MYO1E	1421.3406
MYO1F	546.4992	MYO1F	281.8057
MYO1G	225.5442	MYO1G	55.6316
removed	removed	MYO1H	36.0237
removed	removed	MYO3A	10.4879
removed	removed	MYO3B	8.2079
MYO5A	733.094	MYO5A	968.5363
MYO5B	1862.6264	MYO5B	1871.865
MYO5C	1424.7265	MYO5C	1513.4701
MYO6	5549.2317	MYO6	2558.5955
MYO7A	112.923	MYO7A	95.7592
MYO7B	9.9638	MYO7B	8.6639
MYO9A	206.5224	MYO9A	772.9138
MYO9B	1731.8893	MYO9B	1710.8983
MYOCD	12.3793	MYOCD	31.4637
removed	removed	MYOC	259.0059
MYOF	5512.3959	MYOF	9167.8067
MYOM1	33.8165	MYOM1	256.7259
MYOM2	16.3044	MYOM2	25.0798
MYOM3	6.9445	MYOM3	89.8313
MYOZ1	32.0049	MYOZ1	18.6959
removed	removed	MYOZ2	8.2079
MYOZ3	82.4278	MYOZ3	30.0958
MYPOP	105.9786	MYPOP	111.7191
MYRIP	224.3364	MYRIP	203.8304
MYSM1	86.9568	MYSM1	193.7984
MYST1	422.1027	MYST1	674.8746
MYST2	2138.5934	MYST2	1240.7661
MYST3	1652.4808	MYST3	1968.0803
MYST4	904.2902	MYST4	1209.7583
MZF1	303.458	MZF1	222.166
N4BP1	1585.7536	N4BP1	1503.876
N4BP2L1	142.2106	N4BP2L1	579.1154
N4BP2L2	634.9657	N4BP2L2	1540.8117
N4BP2	347.8271	N4BP2	238.4861
N4BP3	775.6666	N4BP3	206.1104
N6AMT1	137.3796	N6AMT1	154.1268
N6AMT2	101.7515	N6AMT2	154.5828
NAA10	1053.4452	NAA10	710.8983
NAA15	681.1615	NAA15	1226.1742
NAA16	111.4134	NAA16	233.0141
NAA20	1255.1366	NAA20	997.72
NAA25	523.5523	NAA25	624.715
NAA30	676.3305	NAA30	592.7953
NAA35	553.1418	NAA35	392.1569
NAA38	586.6564	NAA38	424.0766
NAA40	480.9797	NAA40	447.3324
NAA50	3407.3171	NAA50	2616.9631
NAAA	636.4754	NAAA	518.0119
removed	removed	NAALAD2	58.8235
NAALADL1	30.1933	NAALADL1	82.0793
NAALADL2	588.166	NAALADL2	486.0921
NAB1	343.2981	NAB1	1220.2462
NAB2	635.5696	NAB2	911.9927
NACA2	44.0823	NACA2	67.4875
NACAD	81.8239	NACAD	157.3187
NACAP1	199.5779	NACAP1	160.9667
NACA	16090.9302	NACA	24710.4423
NACC1	1785.9353	NACC1	827.6334
NACC2	32.6088	NACC2	38.7597
NADK	1104.17	NADK	1057.9115
NADSYN1	984.6044	NADSYN1	706.7943
NAE1	666.9706	NAE1	870.953
NAF1	280.496	NAF1	227.5422
NAGA	1892.5178	NAGA	865.4811
NAGK	1929.9575	NAGK	860.0091
NAGLU	538.649	NAGLU	652.5308
NAGPA	236.9633	NAGPA	183.7528
NAGS	30.1933	NAGS	87.5513
NAIF1	197.1624	NAIF1	175.5586
NAIP	99.9399	NAIP	87.5513
NALCN	18.116	NALCN	61.1035
NAMPT	1793.1817	NAMPT	2677.1546
NANOS1	191.7276	NANOS1	274.5098
NANOS3	5.1329	NANOS3	7.2959
NANP	221.3171	NANP	189.6945
NANS	2900.3711	NANS	756.4979
NAP1L1	8299.24	NAP1L1	8311.9015
NAP1L2	23.8527	NAP1L2	124.487
NAP1L3	84.8433	NAP1L3	120.383
NAP1L4	1964.3779	NAP1L4	2227.5422
NAP1L5	157.3072	NAP1L5	208.3903
NAPA	4541.1339	NAPA	2624.5052
NAPB	184.7832	NAPB	225.7182
NAPEPLD	297.5915	NAPEPLD	296.3794
NAPG	724.9418	NAPG	633.3789
NAPRT1	1246.3806	NAPRT1	409.4847
removed	removed	NAPSA	10.0319
NAPSB	292.2714	NAPSB	161.4227
NARFL	480.3758	NARFL	317.8295
NARF	433.5762	NARF	577.7474
NARG2	1288.3493	NARG2	975.3762
NARS2	1041.9717	NARS2	340.1733
NARS	2999.1033	NARS	2784.7697
NASP	1887.9888	NASP	1827.6334
NAT10	1241.8516	NAT10	1162.7907
NAT14	406.4022	NAT14	151.3908
NAT15	1199.279	NAT15	770.6338
NAT1	4980.6914	NAT1	163.2467
removed	removed	NAT2	5.016
NAT6	85.8728	NAT6	154.2316
NAT8L	8.4541	NAT8L	211.1263
NAT8	8.1522	removed	removed
NAT9	246.9814	NAT9	436.8445
NAV1	1161.2354	NAV1	1332.8773
NAV2	1461.665	NAV2	3454.3456
NAV3	132.8506	NAV3	232.5581
NBAS	1475.8499	NBAS	1368.901
NBEAL1	124.0946	NBEAL1	113.0871
NBEAL2	603.2627	NBEAL2	922.0246
NBEA	85.4471	NBEA	238.0301
NBL1	3973.14	NBL1	4731.637
NBLA00301	8.7561	NBLA00301	21.8878
NBN	2226.1541	NBN	1524.8518
NBPF10	670.3855	NBPF10	752.1204
NBPF14	369.8351	NBPF14	765.1619
NBPF15	158.829	NBPF15	235.9553
NBPF16	104.7708	NBPF16	59.7355
NBPF1	303.7449	NBPF1	606.4751
NBPF22P	12.6812	removed	removed
NBPF3	145.2299	NBPF3	198.3584
NBPF4	225.5442	NBPF4	8.6639
NBPF6	145.5318	removed	removed
NBPF9	231.8606	NBPF9	221.5185
NBR1	2196.2627	NBR1	4424.0766
NBR2	69.4447	NBR2	85.2713
NCALD	243.9621	NCALD	3524.3958
NCAM1	15.7005	NCAM1	605.4948
NCAM2	748.7945	NCAM2	70.6794
NCAPD2	1586.3574	NCAPD2	1174.6466
NCAPD3	314.3125	NCAPD3	443.2285
NCAPG2	826.0895	NCAPG2	342.4533
NCAPG	506.3361	NCAPG	57.4191
NCAPH2	1239.1342	NCAPH2	623.803
NCAPH	365.6412	NCAPH	58.8235
NCBP1	1177.0416	NCBP1	747.378
NCBP2	2419.3914	NCBP2	1751.026
NCCRP1	29.5895	NCCRP1	210.2143
NCDN	1460.1463	NCDN	473.7802
NCEH1	860.8118	NCEH1	359.3251
NCF1B	68.5389	NCF1B	61.1035
NCF1C	84.5413	NCF1C	21.8878
NCF1	130.7371	NCF1	55.6316
NCF2	413.6486	NCF2	192.8865
NCF4	259.0588	NCF4	168.2627
NCK1	609.6033	NCK1	656.1788
NCK2	1050.1239	NCK2	1353.8532
NCKAP1L	1016.9113	NCKAP1L	427.7246
NCKAP1	3479.1772	NCKAP1	4397.1728
NCKAP5L	523.5523	NCKAP5L	678.0666
NCKAP5	194.445	NCKAP5	207.0223
NCKIPSD	339.9769	NCKIPSD	470.1322
NCLN	1758.7613	NCLN	843.1373
NCL	14059.2212	NCL	14721.8422
NCOA1	1076.996	NCOA1	2619.243
NCOA2	866.5485	NCOA2	823.9854
NCOA3	1396.7433	NCOA3	1138.6229
NCOA4	7009.9849	NCOA4	6536.2517
NCOA5	1252.7212	NCOA5	1100.7752
NCOA6	1458.9416	NCOA6	1486.5481
NCOA7	581.5235	NCOA7	1976.2882
NCOR1	1892.5178	NCOR1	2696.3064
NCOR2	6693.8608	NCOR2	3994.072
NCR3	10.2657	NCR3	10.4879
NCRNA00081	148.7203	NCRNA00081	193.0552
NCRNA00085	36.232	NCRNA00085	51.5276
NCRNA00086	76.0872	NCRNA00086	188.7825
NCRNA00087	47.7055	NCRNA00087	65.6635
removed	removed	NCRNA00092	50.1596
NCRNA00093	12.7506	NCRNA00093	6.3976
NCRNA00094	585.8713	NCRNA00094	595.4127
NCRNA00095	69.4447	NCRNA00095	31.0078
NCRNA00105	5.1359	NCRNA00105	61.6005
removed	removed	NCRNA00107	18.6959
NCRNA00110	35.0243	NCRNA00110	11.8559
NCRNA00115	10.5677	NCRNA00115	7.2959
NCRNA00116	167.8749	NCRNA00116	118.5591
NCRNA00120	34.4204	NCRNA00120	45.5996
NCRNA00152	370.1702	NCRNA00152	191.9745
NCRNA00160	26.5701	removed	removed
removed	removed	NCRNA00162	6.8399
removed	removed	NCRNA00167	8.2079
NCRNA00171	7.0652	NCRNA00171	24.218
removed	removed	NCRNA00173	19.6078
NCRNA00174	51.0267	NCRNA00174	88.9193
NCRNA00176	44.0823	NCRNA00176	5.016
NCRNA00181	84.9308	NCRNA00181	54.1268
NCRNA00182	23.2489	NCRNA00182	31.9197
NCRNA00183	156.7034	NCRNA00183	295.9416
NCRNA00188	5853.5805	NCRNA00188	8166.8947
NCRNA00201	365.8103	NCRNA00201	663.2923
removed	removed	NCRNA00202	8.6639
removed	removed	NCRNA00204B	5.928
NCRNA00219	323.9744	NCRNA00219	719.5622
NCS1	284.4211	NCS1	668.9466
NCSTN	3261.2508	NCSTN	3068.4952
NDC80	292.5733	NDC80	16.8719
NDE1	506.7376	NDE1	311.2266
NDEL1	512.6827	NDEL1	1227.0862
NDFIP1	3037.4488	NDFIP1	3251.71
NDFIP2	586.9583	NDFIP2	623.347
NDNL2	373.7934	NDNL2	502.052
NDN	392.8152	NDN	775.1938
NDOR1	751.8139	NDOR1	336.5253
NDP	15.3986	NDP	87.0953
NDRG1	3371.0851	NDRG1	6985.8641
NDRG2	1969.5108	NDRG2	13318.2855
NDRG3	1166.0663	NDRG3	981.7601
NDRG4	64.6137	NDRG4	255.358
NDST1	3258.4639	NDST1	6010.0319
NDST2	528.9871	NDST2	678.5226
removed	removed	NDST3	5.472
NDUFA10	2127.4219	NDUFA10	1964.4323
NDUFA11	1802.2397	NDUFA11	901.5048
NDUFA12	775.0627	NDUFA12	621.979
NDUFA13	2704.4103	NDUFA13	1535.8185
NDUFA1	1308.5788	NDUFA1	1374.829
NDUFA2	1112.6241	NDUFA2	595.0752
NDUFA3	769.326	NDUFA3	409.9407
NDUFA4L2	347.2233	NDUFA4L2	222.0702
NDUFA4	4667.2846	NDUFA4	2289.1017
NDUFA5	1504.8355	NDUFA5	1116.7351
NDUFA6	1470.1131	NDUFA6	865.0251
NDUFA7	685.3885	NDUFA7	297.7656
NDUFA8	994.5682	NDUFA8	661.6507
NDUFA9	1609.0024	NDUFA9	1138.1669
NDUFAB1	1132.8537	NDUFAB1	589.1473
NDUFAF1	416.0641	NDUFAF1	330.5974
NDUFAF2	130.4352	NDUFAF2	217.9663
NDUFAF3	1045.5949	NDUFAF3	659.3707
NDUFAF4	146.1357	NDUFAF4	216.1423
NDUFB10	1541.6713	NDUFB10	1135.4309
NDUFB11	2078.8106	NDUFB11	865.4811
NDUFB1	1029.8944	NDUFB1	523.4838
NDUFB2	1740.6333	NDUFB2	766.5207
NDUFB3	782.6111	NDUFB3	536.7077
NDUFB4	2580.6237	NDUFB4	1599.1792
NDUFB5	2194.1491	NDUFB5	1131.7829
NDUFB6	877.72	NDUFB6	534.4277
NDUFB7	1289.557	NDUFB7	752.85
NDUFB8	1517.1181	NDUFB8	1052.4533
NDUFB9	2496.9943	NDUFB9	1940.2645
NDUFC1	503.0208	NDUFC1	636.1149
NDUFC2	8092.1138	NDUFC2	1257.1819
NDUFS1	1373.4945	NDUFS1	1193.3425
NDUFS2	3046.8087	NDUFS2	1947.1044
NDUFS3	1520.4515	NDUFS3	1072.0611
NDUFS4	621.6806	NDUFS4	685.3625
NDUFS5	2469.5123	NDUFS5	1882.8089
NDUFS6	1132.8537	NDUFS6	565.4355
NDUFS7	709.2684	NDUFS7	358.5955
NDUFS8	1337.2625	NDUFS8	577.7474
NDUFV1	1886.1772	NDUFV1	1786.1377
NDUFV2	1705.3192	NDUFV2	1350.2052
NDUFV3	681.4634	NDUFV3	584.1313
NEAT1	2571.5657	NEAT1	11419.0606
NEBL	3261.7852	NEBL	2770.6338
NEB	6.6425	NEB	18.6959
NECAB1	40.4591	NECAB1	177.8386
NECAB2	10.2657	NECAB2	9.1199
NECAB3	955.015	NECAB3	187.8705
NECAP1	806.7657	NECAP1	647.9708
NECAP2	1559.7873	NECAP2	1326.0374
NEDD1	655.4971	NEDD1	470.1322
NEDD4L	1703.8095	NEDD4L	2234.3821
NEDD4	460.4483	NEDD4	511.1719
NEDD8	1955.9238	NEDD8	1682.1705
NEDD9	1444.1469	NEDD9	2210.2143
NEFH	172.4039	NEFH	84.8153
NEFL	5.1329	removed	removed
NEFM	5.1329	NEFM	15.0479
NEGR1	177.5368	NEGR1	368.901
NEIL1	37.1378	NEIL1	131.3269
NEIL2	554.6514	NEIL2	584.5873
NEIL3	52.8383	NEIL3	6.3839
NEK10	394.6268	NEK10	261.7419
NEK11	176.9329	NEK11	372.093
NEK1	454.4096	NEK1	486.0921
NEK2	508.4556	NEK2	14.5919
NEK3	115.6404	NEK3	273.5978
NEK4	359.3006	NEK4	379.389
NEK5	5.4348	NEK5	9.5759
NEK6	1076.6941	NEK6	640.2189
NEK7	1233.0955	NEK7	1607.8431
NEK8	47.4035	NEK8	74.7834
NEK9	1806.7687	NEK9	2528.4998
NELF	755.1351	NELF	834.0173
NELL1	29.5895	removed	removed
NELL2	255.4356	NELL2	202.0064
NENF	1764.4981	NENF	1295.0296
NEO1	1642.2151	NEO1	2194.7104
NES	1869.8728	NES	4966.7123
NET1	1069.1457	NET1	2421.7966
removed	removed	NETO1	7.2959
NETO2	180.858	NETO2	145.4628
NEU1	2131.347	NEU1	1115.8231
NEU3	240.3389	NEU3	90.7433
NEURL1B	1086.9598	NEURL1B	917.0087
NEURL2	17.6782	NEURL2	22.7998
NEURL3	18.116	NEURL3	108.5271
NEURL4	189.131	NEURL4	398.5226
NEURL	297.1023	NEURL	15.0479
removed	removed	NEUROG2	15.0479
NEXN	170.8942	NEXN	891.4729
NF1	1011.7784	NF1	2152.7588
NF2	703.8065	NF2	975.8322
NFAM1	288.6482	NFAM1	136.7989
NFASC	218.4306	NFASC	1229.3388
NFAT5	693.8427	NFAT5	1839.0333
NFATC1	488.2261	NFATC1	760.6019
NFATC2IP	756.9467	NFATC2IP	830.3694
NFATC2	95.7128	NFATC2	330.1414
NFATC3	537.7432	NFATC3	767.8979
NFATC4	697.7678	NFATC4	678.5226
NFE2L1	4258.467	NFE2L1	8364.7971
NFE2L2	1659.2774	NFE2L2	3268.901
NFE2L3	551.934	NFE2L3	317.8295
NFE2	19.6257	NFE2	9.5759
NFIA	2073.0739	NFIA	1751.938
NFIB	997.5876	NFIB	7567.7155
NFIC	1972.5301	NFIC	1091.1993
NFIL3	239.4331	NFIL3	986.7761
NFIX	4003.6353	NFIX	5697.2184
NFKB1	1176.0301	NFKB1	1880.985
NFKB2	765.4009	NFKB2	703.6024
NFKBIA	1609.9082	NFKBIA	3179.6626
NFKBIB	287.4405	NFKBIB	259.9179
NFKBID	12.9831	NFKBID	28.2718
NFKBIE	476.4507	NFKBIE	207.9343
NFKBIL1	525.6658	NFKBIL1	419.0606
NFKBIL2	358.0868	NFKBIL2	88.4633
NFKBIZ	202.5972	NFKBIZ	1343.3653
NFRKB	388.8901	NFRKB	811.6735
NFS1	305.2545	NFS1	460.5563
NFU1	485.8106	NFU1	554.9476
NFX1	1267.214	NFX1	1566.8035
NFXL1	160.8851	NFXL1	224.4733
NFYA	705.6181	NFYA	854.0812
NFYB	498.4918	NFYB	830.8254
NFYC	1234.0496	NFYC	1088.0894
NGDN	410.9312	NGDN	590.9713
NGEF	74.5775	NGEF	87.0953
NGFRAP1	2025.0665	NGFRAP1	1300.5016
NGFR	587.5622	NGFR	1643.8668
removed	removed	NGF	11.3999
NGLY1	707.4297	NGLY1	612.4031
NGRN	3566.3755	NGRN	3082.5992
NHEDC2	154.2879	NHEDC2	261.2859
NHEJ1	225.3479	NHEJ1	335.6133
NHLRC1	141.9086	NHLRC1	91.1993
NHLRC2	186.5948	NHLRC2	165.9827
NHLRC3	369.8683	NHLRC3	534.8837
NHLRC4	58.877	NHLRC4	43.7756
NHP2L1	2413.9566	NHP2L1	2248.062
NHP2	3180.8671	NHP2	1221.6142
NHSL1	600.5453	NHSL1	363.8851
NHSL2	104.167	NHSL2	113.5431
NHS	205.6166	NHS	219.3342
NICN1	148.5512	NICN1	405.8231
NID1	4865.1324	NID1	3045.8687
NID2	1939.6194	NID2	412.2207
NIF3L1	371.9818	NIF3L1	552.2116
NINJ1	2896.7479	NINJ1	1403.1008
NINJ2	160.3507	NINJ2	92.6585
NINL	247.5853	NINL	288.6457
NIN	607.1878	NIN	1067.0315
NIP7	401.5713	NIP7	684.4505
NIPA1	398.8539	NIPA1	257.1819
NIPA2	1239.738	NIPA2	771.0898
NIPAL1	6.0387	NIPAL1	79.3434
NIPAL2	76.3891	NIPAL2	345.6452
NIPAL3	437.8033	NIPAL3	1140.4469
removed	removed	NIPAL4	8.2079
NIPBL	1537.1423	NIPBL	2478.3402
NIPSNAP1	2033.2187	NIPSNAP1	1000.912
NIPSNAP3A	730.9805	NIPSNAP3A	529.4118
NIPSNAP3B	24.4596	NIPSNAP3B	57.1135
NISCH	1234.0013	NISCH	2288.6457
NIT1	618.8515	NIT1	505.2576
NIT2	1098.1313	NIT2	673.9626
NKAIN1	1650.9712	NKAIN1	26.4478
removed	removed	NKAIN2	27.3598
NKAPL	9.058	NKAPL	37.3917
NKAP	321.8609	NKAP	335.6133
NKD1	41.3649	NKD1	5.016
NKD2	95.109	NKD2	63.3835
NKG7	141.3048	NKG7	113.9991
