gene_id	TCGA-AC-A2FM-01A-11R-A19W-07	gene_id	TCGA-AC-A2FM-11B-32R-A19W-07
SYNPO	1338.1223	SYNPO	2835.2365
SYNRG	1571.6672	SYNRG	665.9869
SYPL1	2041.7641	SYPL1	2467.7814
SYPL2	9.3552	SYPL2	17.5367
SYP	333.4447	SYP	95.0245
SYS1-DBNDD2	75.9205	SYS1-DBNDD2	78.2871
SYS1	979.6492	SYS1	1194.3556
SYT11	251.9211	SYT11	240.6199
SYT12	430.3375	SYT12	2537.1126
SYT13	2644.5038	SYT13	17.5367
SYT15	48.7805	SYT15	64.0294
SYT17	47.444	SYT17	186.7863
SYT1	1154.0261	SYT1	59.9511
removed	removed	SYT2	14.2741
SYT3	19.7127	SYT3	26.9168
removed	removed	SYT6	18.3524
SYT7	1399.265	SYT7	1165.5791
SYT8	13.0304	SYT8	1057.0962
SYT9	216.1711	SYT9	104.8124
SYTL1	370.8654	SYTL1	1705.1387
SYTL2	2178.7504	SYTL2	1584.8287
SYTL3	81.1894	SYTL3	204.7308
SYTL4	987.9719	SYTL4	562.8059
SYTL5	363.5149	SYTL5	133.3605
SYVN1	1335.1153	SYVN1	1660.6852
TAB1	847.0264	TAB1	1106.3091
TAB2	1307.3839	TAB2	1325.8564
TAB3	846.6422	TAB3	391.5171
TAC1	27.3973	TAC1	167.2104
TAC3	67.4908	removed	removed
TACC1	787.5042	TACC1	1557.5041
TACC2	1291.6806	TACC2	948.6134
TACC3	952.8901	TACC3	199.8369
TACO1	615.436	TACO1	455.5465
TACR1	6.6823	TACR1	109.2985
TACR2	20.715	TACR2	29.3638
TACR3	5.3458	removed	removed
TACSTD2	3795.857	TACSTD2	18594.2088
TADA1	372.5359	TADA1	165.5791
TADA2A	250.2506	TADA2A	127.2431
TADA2B	2315.7367	TADA2B	1073.8173
TADA3	1920.8553	TADA3	3415.7953
TAF10	753.0905	TAF10	1269.9837
TAF11	589.7093	TAF11	605.6281
TAF12	226.5286	TAF12	394.7798
TAF13	111.5937	TAF13	108.075
TAF15	3950.5513	TAF15	2624.3883
TAF1A	72.1684	TAF1A	61.5824
TAF1B	277.982	TAF1B	208.8091
TAF1C	776.4784	TAF1C	1103.9967
TAF1D	243.6585	TAF1D	522.5163
TAF1L	29.0678	TAF1L	12.6427
TAF1	964.584	TAF1	504.894
TAF2	1324.0895	TAF2	283.0343
TAF3	320.4143	TAF3	104.8124
TAF4B	65.4861	TAF4B	86.8679
TAF4	642.1651	TAF4	217.7814
TAF5L	539.2583	TAF5L	487.7651
TAF5	56.4651	TAF5	56.2806
TAF6L	194.7878	TAF6L	424.1436
TAF6	1731.3732	TAF6	1656.199
TAF7L	5.6799	removed	removed
TAF7	3950.8854	TAF7	2962.8874
TAF8	382.2252	TAF8	411.9086
TAF9B	899.432	TAF9B	609.2985
TAF9	923.154	TAF9	1201.0604
TAGAP	44.1029	TAGAP	218.1892
TAGLN2	6173.4046	TAGLN2	20344.2088
TAGLN	3913.7421	TAGLN	61792.2553
TAL1	58.1356	TAL1	133.3605
TAL2	6.3481	removed	removed
TALDO1	2878.3829	TALDO1	4239.8042
TANC1	443.0337	TANC1	542.0065
TANC2	2755.0952	TANC2	546.4927
TANK	455.0618	TANK	1378.4666
TAOK1	583.3612	TAOK1	38.3361
TAOK2	2303.7087	TAOK2	1584.8287
TAOK3	1153.0237	TAOK3	670.8809
TAP1	1023.0538	TAP1	970.2284
TAP2	576.6656	TAP2	821.7863
TAPBPL	460.7518	TAPBPL	1025.2896
TAPBP	4224.858	TAPBP	4974.7145
TAPT1	815.9038	TAPT1	626.4274
TARBP1	870.3642	TARBP1	414.3556
TARBP2	451.7207	TARBP2	670.0653
TARDBP	3180.7551	TARDBP	2800.571
TARP	260.6081	TARP	8.1566
TARS2	951.5536	TARS2	526.1011
TARSL2	143.0003	TARSL2	243.0669
TARS	1961.2429	TARS	1288.3361
removed	removed	TAS1R1	11.8271
TAS1R3	10.0234	TAS1R3	9.7879
TAS2R14	10.9556	removed	removed
TAS2R20	20.3809	TAS2R20	30.5873
TAS2R4	5.3458	removed	removed
TAS2R5	7.6846	removed	removed
TASP1	253.9258	TASP1	220.2284
TATDN1	437.3538	TATDN1	414.3556
TATDN2	1689.6091	TATDN2	1367.4551
TATDN3	369.863	TATDN3	304.6493
TAT	7441.3632	TAT	389.478
TAX1BP1	3925.1587	TAX1BP1	2473.8989
TAX1BP3	1235.4594	TAX1BP3	4089.5759
TAZ	349.8162	TAZ	482.4633
TBC1D10A	761.5469	TBC1D10A	1040.6321
TBC1D10B	2103.9091	TBC1D10B	1410.2773
TBC1D10C	33.4113	TBC1D10C	137.8467
TBC1D12	567.6579	TBC1D12	174.9592
TBC1D13	1305.0451	TBC1D13	1313.6215
TBC1D14	4139.6592	TBC1D14	1868.2708
TBC1D15	1010.6916	TBC1D15	825.4486
TBC1D16	1839.9599	TBC1D16	309.1354
TBC1D17	1241.9412	TBC1D17	2039.2618
TBC1D19	146.3415	TBC1D19	106.8515
TBC1D1	639.8263	TBC1D1	1050.571
TBC1D20	1715.6699	TBC1D20	1120.7178
TBC1D22A	296.0241	TBC1D22A	606.8515
TBC1D22B	304.0127	TBC1D22B	334.3352
TBC1D23	772.8032	TBC1D23	492.2512
TBC1D24	552.9101	TBC1D24	266.1378
TBC1D25	544.6041	TBC1D25	657.8303
TBC1D2B	1537.9218	TBC1D2B	1070.5546
TBC1D2	1048.4464	TBC1D2	469.4127
TBC1D3B	229.2015	TBC1D3B	159.8695
TBC1D3C	66.0809	removed	removed
TBC1D3G	5.4193	TBC1D3G	33.9396
TBC1D3H	34.0795	TBC1D3H	6.1175
TBC1D3	368.5332	TBC1D3	236.9494
TBC1D4	1777.4808	TBC1D4	1285.4812
TBC1D5	1542.9335	TBC1D5	922.9201
TBC1D7	202.8065	TBC1D7	238.1729
TBC1D8B	86.8694	TBC1D8B	116.2316
TBC1D8	886.0675	TBC1D8	929.4454
TBC1D9B	6126.6288	TBC1D9B	3841.7618
TBC1D9	44329.1012	TBC1D9	4153.3442
TBCA	1105.2456	TBCA	1421.6966
TBCB	2604.8313	TBCB	1966.929
TBCCD1	350.8186	TBCCD1	210.8483
TBCC	565.9873	TBCC	803.8336
TBCD	5138.4764	TBCD	1977.3083
TBCEL	203.8089	TBCEL	132.9527
TBCE	458.4163	TBCE	252.345
TBCK	528.7939	TBCK	343.4951
TBK1	789.843	TBK1	457.5856
TBKBP1	277.6478	TBKBP1	355.6281
TBL1XR1	2260.6081	TBL1XR1	1870.31
TBL1X	2652.1884	TBL1X	902.5285
TBL2	1250.2506	TBL2	806.6884
TBL3	1417.6412	TBL3	1638.6623
TBPL1	171.734	TBPL1	263.4584
TBP	297.6946	TBP	342.5775
TBRG1	425.994	TBRG1	735.3181
TBRG4	1175.0752	TBRG4	1124.7961
TBX15	77.5142	TBX15	168.0261
TBX18	35.0819	TBX18	48.9396
TBX19	42.4323	TBX19	60.7667
TBX1	313.732	TBX1	165.5791
TBX21	8.6869	TBX21	22.8385
TBX2	610.0902	TBX2	305.4649
TBX3	5131.3064	TBX3	2036.7047
TBX5	12.3622	TBX5	48.9396
TBX6	39.7594	TBX6	50.9788
TBXA2R	87.5376	TBXA2R	40.783
TBXAS1	121.283	TBXAS1	419.2496
TC2N	2346.4751	TC2N	1920.0653
TCAP	22.3856	TCAP	10.1958
TCEA1	3124.29	TCEA1	1066.0685
TCEA2	510.5246	TCEA2	926.5905
TCEA3	940.1938	TCEA3	1061.5824
TCEAL1	456.7324	TCEAL1	1028.956
TCEAL2	5.0117	TCEAL2	221.4519
TCEAL3	773.1373	TCEAL3	1580.7504
TCEAL4	2325.7601	TCEAL4	4931.0767
TCEAL5	13.6986	TCEAL5	164.7635
TCEAL6	43.4347	TCEAL6	124.3883
TCEAL7	32.0748	TCEAL7	252.447
TCEAL8	729.7026	TCEAL8	1187.1941
TCEANC	51.1193	TCEANC	28.956
TCEB1	1161.3765	TCEB1	581.5661
TCEB2	2481.7908	TCEB2	2968.5971
TCEB3	1076.1945	TCEB3	1038.7439
removed	removed	TCERG1L	14.6819
TCERG1	835.2823	TCERG1	537.9282
TCF12	1137.3204	TCF12	752.0392
TCF15	39.4253	TCF15	33.8499
TCF19	491.8142	TCF19	246.7374
TCF20	979.6191	TCF20	650.8972
TCF25	2093.5516	TCF25	4059.9511
TCF3	1510.1904	TCF3	1651.7129
TCF4	674.9081	TCF4	792.4144
TCF7L1	173.4046	TCF7L1	1343.801
TCF7L2	175.4093	TCF7L2	749.5922
TCF7	58.1356	TCF7	1352.7732
TCFL5	355.4962	TCFL5	347.0636
TCHH	18.0421	removed	removed
TCHP	568.9943	TCHP	335.6444
TCIRG1	217.5075	TCIRG1	1262.6427
TCN1	29.0678	TCN1	580.7504
TCN2	288.6736	TCN2	1371.9413
TCOF1	1257.6011	TCOF1	1273.6542
TCP10L	53.1306	TCP10L	32.2268
TCP11L1	223.9526	TCP11L1	149.2659
TCP11L2	157.0331	TCP11L2	48.9396
TCP1	3885.5563	TCP1	3560.0693
TCTA	1176.4116	TCTA	1249.1843
TCTE3	44.7711	TCTE3	33.0343
removed	removed	TCTEX1D1	9.7879
TCTEX1D2	244.2366	TCTEX1D2	162.7243
TCTEX1D4	5.3458	TCTEX1D4	6.1175
TCTN1	1148.9776	TCTN1	851.1419
TCTN2	739.726	TCTN2	670.4731
TCTN3	1176.0775	TCTN3	1465.7423
TDG	1053.124	TDG	238.5808
TDH	50.1169	removed	removed
TDO2	14.701	removed	removed
TDP1	844.6375	TDP1	353.1811
TDP2	937.5209	TDP2	767.5367
TDRD10	5.0117	TDRD10	37.5204
TDRD1	145.6732	TDRD1	20.3915
TDRD3	349.8162	TDRD3	325.8564
TDRD5	54.1263	TDRD5	118.2708
removed	removed	TDRD6	13.8662
TDRD7	514.1998	TDRD7	320.5546
TDRD9	9.3552	TDRD9	20.7993
TDRG1	12.6963	removed	removed
TDRKH	572.0013	TDRKH	289.5595
TEAD1	916.8059	TEAD1	791.5987
TEAD2	195.7902	TEAD2	1575.0408
TEAD3	581.0224	TEAD3	1338.907
TEAD4	193.4514	TEAD4	229.6085
TECPR1	365.1854	TECPR1	246.3295
TECPR2	1213.8323	TECPR2	936.3785
TECR	5338.7905	TECR	2689.2333
TECTA	6.6823	TECTA	7.7488
TEC	8.0187	TEC	27.3246
TEF	891.0792	TEF	1203.0995
TEKT2	17.3739	TEKT2	48.124
TEKT3	12.6963	TEKT3	18.3524
TEKT4	74.0227	removed	removed
TEK	267.6245	TEK	189.6411
TELO2	1009.021	TELO2	1092.5775
TENC1	1587.3705	TENC1	3438.8254
TEP1	662.2118	TEP1	598.2871
removed	removed	TEPP	18.3524
TERF1	1013.6986	TERF1	471.4519
TERF2IP	1435.015	TERF2IP	1917.2104
TERF2	500.8353	TERF2	595.8401
TESC	30.0702	TESC	1368.6786
TESK1	1385.2322	TESK1	1564.845
TESK2	201.8042	TESK2	345.8401
TES	1128.4631	TES	2059.2945
TET1	20.3809	TET1	19.9837
TET2	345.4728	TET2	243.0669
TET3	533.2442	TET3	202.6917
TEX10	405.9472	TEX10	394.3719
TEX14	375.2088	TEX14	11.4192
TEX261	1617.4407	TEX261	2191.2724
TEX264	2397.9285	TEX264	1942.4959
TEX2	1671.567	TEX2	1694.1272
TEX9	64.1497	TEX9	49.7553
TFAMP1	5.3458	removed	removed
TFAM	587.7046	TFAM	407.0147
TFAP2A	6536.9195	TFAP2A	1418.8418
TFAP2B	29.7361	TFAP2B	1459.217
TFAP2C	1987.9719	TFAP2C	2130.9135
TFAP2E	13.0304	TFAP2E	29.3638
TFAP4	254.9282	TFAP4	252.8548
TFB1M	132.6428	TFB1M	228.385
TFB2M	435.6833	TFB2M	293.6378
TFCP2L1	956.5653	TFCP2L1	653.3442
TFCP2	621.4501	TFCP2	419.2496
TFDP1	2268.9609	TFDP1	1097.4715
TFDP2	209.4888	TFDP2	289.1517
removed	removed	TFDP3	25.2855
TFE3	1317.4073	TFE3	1869.4943
TFEB	201.4701	TFEB	704.323
TFEC	30.0702	TFEC	35.0734
TFF1	24883.7287	TFF1	493.0669
TFF3	37702.6395	TFF3	2062.398
TFG	1923.4881	TFG	1774.062
TFIP11	668.1858	TFIP11	1237.031
TFPI2	522.5526	TFPI2	453.9152
TFPI	130.304	TFPI	797.3083
TFPT	895.1788	TFPT	714.531
removed	removed	TFR2	8.5644
TFRC	679.9198	TFRC	985.3181
TF	177.0799	TF	1411.093
TGDS	238.2225	TGDS	209.6248
TGFA	215.5028	TGFA	154.1599
TGFB1I1	374.2065	TGFB1I1	2556.2806
TGFB1	756.4317	TGFB1	1089.7227
TGFB2	48.1123	TGFB2	362.1533
TGFB3	716.6722	TGFB3	1363.3768
TGFBI	711.3264	TGFBI	1674.9592
TGFBR1	593.7187	TGFBR1	1052.6101
TGFBR2	1298.697	TGFBR2	3559.5432
TGFBR3	266.288	TGFBR3	1839.7227
TGFBRAP1	353.1574	TGFBRAP1	113.7847
TGIF1	888.4063	TGIF1	1370.7178
TGIF2	2410.1036	TGIF2	856.1746
TGM1	21.0491	TGM1	78.7113
TGM2	744.4036	TGM2	713.2953
removed	removed	TGM5	25.2855
TGOLN2	4922.4858	TGOLN2	4625.6117
TGS1	738.3896	TGS1	443.3116
TH1L	1678.5834	TH1L	2001.2235
THADA	643.1674	THADA	1015.9054
THAP10	119.2783	THAP10	59.9511
THAP11	559.6392	THAP11	982.4633
THAP1	339.7928	THAP1	207.9935
THAP2	67.4908	THAP2	86.8679
THAP3	280.6582	THAP3	676.6436
THAP4	967.2569	THAP4	1573.8173
THAP5	584.6976	THAP5	421.2887
THAP6	296.0241	THAP6	276.1011
THAP7	320.4143	THAP7	955.1387
THAP8	204.8112	THAP8	163.9478
THAP9	157.3672	THAP9	77.4878
THBD	519.8797	THBD	1074.633
THBS1	10784.163	THBS1	5721.8597
THBS2	1289.3418	THBS2	1634.9918
THBS3	519.6625	THBS3	790.3793
THBS4	5398.2559	THBS4	374.7961
removed	removed	THEG	10.1958
THEM4	287.6712	THEM4	382.5449
THEMIS	13.0304	THEMIS	15.4976
THG1L	109.2549	THG1L	170.0653
THNSL1	136.6522	THNSL1	139.478
THNSL2	653.1908	THNSL2	1644.3719
THOC1	290.6782	THOC1	453.5073
THOC2	1747.4106	THOC2	662.3165
THOC3	779.8196	THOC3	780.5873
THOC4	1415.9706	THOC4	1479.2007
THOC5	280.989	THOC5	742.6591
THOC6	469.2382	THOC6	881.0237
THOC7	587.7046	THOC7	1090.9462
THOP1	545.9405	THOP1	1189.6411
removed	removed	THPO	14.2741
THRAP3	3661.2095	THRAP3	2988.5808
THRA	568.8072	THRA	1587.606
THRB	1214.8346	THRB	706.77
THRSP	93.2175	THRSP	716.5579
THSD1P1	245.2389	THSD1P1	157.0147
THSD1	99.5657	THSD1	237.7651
THSD4	12399.265	THSD4	2000.8157
THSD7A	22.0515	THSD7A	6.5253
THSD7B	57.8015	THSD7B	49.7553
THTPA	627.7982	THTPA	572.5938
THUMPD1	1742.3989	THUMPD1	1066.8842
THUMPD2	109.589	THUMPD2	199.8369
THUMPD3	1081.8577	THUMPD3	680.6688
THY1	2189.1079	THY1	2065.6607
THYN1	271.6338	THYN1	1154.5677
TH	26.0608	removed	removed
TIA1	960.9088	TIA1	953.5073
TIAF1	160.6849	TIAF1	737.7162
TIAL1	1256.9328	TIAL1	1106.0359
TIAM1	341.1293	TIAM1	279.3638
TIAM2	32.0882	TIAM2	88.1852
TICAM1	323.4213	TICAM1	759.7879
TICAM2	33.9191	TICAM2	87.2512
TIE1	614.7678	TIE1	726.3458
TIFA	454.3936	TIFA	357.2594
TIGD1	94.554	TIGD1	73.4095
TIGD2	64.4838	TIGD2	164.7635
TIGD3	37.0865	TIGD3	17.1289
TIGD4	18.7103	TIGD4	6.9331
TIGD5	515.8704	TIGD5	254.4861
TIGD6	297.6946	TIGD6	240.2121
TIGD7	299.432	TIGD7	199.0701
TIGIT	9.6893	TIGIT	14.2741
TIMELESS	1437.6879	TIMELESS	318.1077
TIMM10	422.987	TIMM10	920.8809
TIMM13	1059.138	TIMM13	2010.1958
TIMM16	321.3999	TIMM16	299.6166
TIMM17A	1182.0915	TIMM17A	803.8336
TIMM17B	1186.7691	TIMM17B	987.7651
TIMM22	468.7604	TIMM22	602.7732
TIMM44	775.142	TIMM44	936.7863
TIMM50	599.7327	TIMM50	1044.4535
TIMM8A	102.5727	TIMM8A	104.8124
TIMM8B	316.4049	TIMM8B	559.1354
TIMM9	474.7745	TIMM9	571.3703
TIMP1	2312.0615	TIMP1	9219.4127
TIMP2	2641.4968	TIMP2	9600.7341
TIMP3	29713.9993	TIMP3	14643.5563
TIMP4	105.5797	TIMP4	1127.2431
TINAGL1	1661.5436	TINAGL1	4027.7325
TINF2	1921.8176	TINF2	1541.5987
TIPARP	1047.3973	TIPARP	1096.6517
TIPIN	44.437	TIPIN	64.4372
TIPRL	1029.4019	TIPRL	683.1158
TIRAP	142.6662	TIRAP	132.137
TJAP1	527.5643	TJAP1	861.7455
TJP1	998.3294	TJP1	956.77
TJP2	2307.0498	TJP2	1498.7765
TJP3	977.9485	TJP3	735.3181
TK1	754.427	TK1	218.1892
TK2	436.3515	TK2	1301.3866
TKT	3478.4497	TKT	5846.248
TLCD1	154.6943	TLCD1	87.6835
TLE1	293.3512	TLE1	893.5563
TLE2	446.3749	TLE2	2982.8711
TLE3	6315.7367	TLE3	1736.9494
TLE4	66.8226	TLE4	398.0424
TLE6	27.7314	TLE6	105.6281
TLK1	684.5974	TLK1	894.7798
TLK2	1002.0047	TLK2	465.7423
TLL1	10.3575	TLL1	41.5987
TLN1	5939.8597	TLN1	7464.1109
TLN2	544.6041	TLN2	924.9592
removed	removed	TLR10	46.4927
TLR1	52.4557	TLR1	178.6297
TLR2	65.8202	TLR2	594.2088
TLR3	22.7197	TLR3	95.4323
TLR4	224.1898	TLR4	398.8581
TLR5	92.2152	TLR5	241.0277
TLR6	6.6823	TLR6	13.4584
TLR7	74.1731	TLR7	122.7569
TLR8	19.0444	TLR8	30.1794
TLR9	9.6893	TLR9	25.5914
TM2D1	297.6946	TM2D1	411.093
TM2D2	1970.2639	TM2D2	1112.969
TM2D3	559.6392	TM2D3	1071.3703
TM4SF18	118.9442	TM4SF18	654.5677
TM4SF1	800.2005	TM4SF1	12167.6183
TM4SF4	12.0281	removed	removed
TM6SF1	115.269	TM6SF1	146.4111
removed	removed	TM6SF2	8.5644
TM7SF2	1154.3602	TM7SF2	793.23
TM7SF3	1272.6362	TM7SF3	1144.7798
TM7SF4	8.0187	removed	removed
TM9SF1	3536.2813	TM9SF1	1929.0212
TM9SF2	7158.0354	TM9SF2	2515.9054
TM9SF3	5499.4988	TM9SF3	3692.0881
TM9SF4	2653.5249	TM9SF4	1641.5171
TMBIM1	2425.3258	TMBIM1	5292.4144
TMBIM4	1762.6061	TMBIM4	1613.9886
TMBIM6	44985.9673	TMBIM6	18585.6444
TMC4	5862.6796	TMC4	2217.3736
TMC5	188.1056	TMC5	638.2545
TMC6	800.5346	TMC6	977.9772
TMC7	70.1637	TMC7	39.1517
TMC8	80.1871	TMC8	247.9608
TMCC1	721.6839	TMCC1	489.3964
TMCC2	91.8811	TMCC2	90.9462
TMCC3	137.6545	TMCC3	134.584
TMCO1	4392.9168	TMCO1	2222.2675
TMCO3	2188.7738	TMCO3	2166.3948
TMCO4	957.2335	TMCO4	1095.8401
TMCO6	213.164	TMCO6	267.1289
TMCO7	112.2619	TMCO7	282.6264
TMED10P1	163.3812	TMED10P1	29.3638
TMED10	7307.3839	TMED10	6388.6623
TMED1	602.9302	TMED1	1154.4698
TMED2	8617.1066	TMED2	4381.3214
TMED3	2272.9703	TMED3	3531.8108
TMED4	1793.5182	TMED4	986.1338
TMED5	861.3431	TMED5	814.0253
TMED7-TICAM2	48.7504	TMED7-TICAM2	8.9804
TMED7	2734.2332	TMED7	1447.4103
TMED8	1018.7103	TMED8	281.4029
TMED9	2473.7721	TMED9	4850.7341
TMEFF1	19.8129	TMEFF1	32.3491
TMEM100	20.715	TMEM100	112.969
TMEM101	4901.4367	TMEM101	1455.9543
TMEM102	446.3749	TMEM102	517.1289
TMEM104	1051.7875	TMEM104	488.1729
removed	removed	TMEM105	33.8499
TMEM106A	258.2693	TMEM106A	133.7684
TMEM106B	1242.9001	TMEM106B	850.3263
TMEM106C	2350.8186	TMEM106C	1900.0816
TMEM107	271.6338	TMEM107	279.7716
TMEM108	553.6251	TMEM108	86.8679
TMEM109	1594.3869	TMEM109	3824.2251
TMEM110	234.8814	TMEM110	198.279
TMEM111	1778.149	TMEM111	1485.3181
TMEM115	1894.7544	TMEM115	2059.9511
TMEM116	376.2112	TMEM116	302.6101
TMEM117	121.283	TMEM117	110.522
TMEM119	1044.7711	TMEM119	696.5742
TMEM11	419.98	TMEM11	723.0832
TMEM120A	960.9088	TMEM120A	1174.1436
TMEM120B	2335.9038	TMEM120B	578.3687
TMEM121	358.1691	TMEM121	186.3785
TMEM123	1081.5236	TMEM123	3811.1746
TMEM125	240.2272	TMEM125	655.3834
TMEM126A	141.6639	TMEM126A	347.8793
TMEM126B	269.6291	TMEM126B	537.1126
TMEM127	2470.7651	TMEM127	2313.2137
TMEM128	883.3946	TMEM128	608.8907
TMEM129	1586.0341	TMEM129	1972.2675
TMEM130	12.6963	TMEM130	176.1827
TMEM131	773.8055	TMEM131	923.3279
TMEM132A	2910.4577	TMEM132A	1161.5008
TMEM132C	26.729	TMEM132C	331.1582
removed	removed	TMEM132E	8.1566
TMEM133	22.3856	TMEM133	70.1468
TMEM134	1212.4958	TMEM134	1206.77
TMEM135	534.5807	TMEM135	454.7308
TMEM136	162.3789	TMEM136	207.9935
TMEM138	198.129	TMEM138	543.23
TMEM139	35.0819	TMEM139	698.6134
TMEM140	465.8102	TMEM140	657.4266
TMEM141	1531.5737	TMEM141	1451.0604
TMEM143	62.8132	TMEM143	160.6852
TMEM144	286.3348	TMEM144	435.9706
TMEM145	38.423	removed	removed
TMEM147	2425.6599	TMEM147	1751.2235
TMEM149	189.853	TMEM149	156.8393
TMEM14A	594.0528	TMEM14A	526.9168
TMEM14B	846.3081	TMEM14B	1097.4715
TMEM14C	1409.2883	TMEM14C	2441.2724
TMEM150A	260.274	TMEM150A	548.5318
removed	removed	TMEM150B	5.7096
TMEM150C	15869.0277	TMEM150C	201.876
TMEM151B	12.0849	TMEM151B	21.2113
TMEM154	131.3064	TMEM154	131.3214
removed	removed	TMEM156	30.9951
TMEM158	8.6869	TMEM158	71.7781
TMEM159	348.8139	TMEM159	1040.3752
TMEM160	93.2175	TMEM160	134.9918
TMEM161A	338.1223	TMEM161A	800.1631
TMEM161B	374.2065	TMEM161B	148.4502
TMEM163	11.3598	TMEM163	221.8597
TMEM164	450.7183	TMEM164	714.9266
TMEM165	1303.3745	TMEM165	1226.7537
TMEM167A	1986.3014	TMEM167A	1088.0914
TMEM167B	923.154	TMEM167B	1113.3768
TMEM168	291.3465	TMEM168	551.7945
TMEM169	5.6799	TMEM169	15.9054
TMEM170A	628.4664	TMEM170A	412.3165
TMEM170B	163.7153	TMEM170B	104.4046
TMEM173	309.3886	TMEM173	838.4992
TMEM175	926.4952	TMEM175	730.4241
TMEM176A	162.3789	TMEM176A	1606.4437
TMEM176B	427.9987	TMEM176B	3140.2936
TMEM177	147.0097	TMEM177	252.8548
TMEM178	73.1707	TMEM178	75.4486
TMEM179B	884.731	TMEM179B	1544.0457
TMEM17	18.0421	TMEM17	75.4486
TMEM180	67.4908	TMEM180	58.7276
TMEM181	3229.8697	TMEM181	932.708
TMEM182	22.3856	TMEM182	76.2643
TMEM183A	1122.9536	TMEM183A	1088.0914
TMEM184A	711.1861	TMEM184A	574.5718
TMEM184B	2360.9155	TMEM184B	1746.4396
TMEM184C	804.5439	TMEM184C	429.8532
TMEM185A	1244.9048	TMEM185A	651.3051
TMEM185B	347.8116	TMEM185B	528.956
TMEM186	173.7387	TMEM186	338.4992
TMEM187	444.3702	TMEM187	512.6427
TMEM188	195.7902	TMEM188	229.2007
TMEM189	1604.7444	TMEM189	830.3426
TMEM18	404.2733	TMEM18	915.1713
TMEM191A	38.0889	TMEM191A	65.2529
TMEM192	959.2382	TMEM192	538.7439
TMEM194A	950.2172	TMEM194A	222.6754
TMEM194B	44.1029	TMEM194B	99.9184
TMEM198	111.9278	TMEM198	177.0065
TMEM199	993.3177	TMEM199	465.3344
TMEM19	688.9409	TMEM19	516.3132
TMEM200A	67.1567	TMEM200A	130.0979
TMEM200B	29.0478	TMEM200B	269.3923
TMEM200C	9.021	TMEM200C	41.1909
TMEM201	243.2342	TMEM201	528.956
TMEM203	1161.3765	TMEM203	1200.6525
TMEM204	494.8212	TMEM204	558.3197
TMEM205	755.7634	TMEM205	2277.7325
TMEM206	172.7364	TMEM206	118.2708
TMEM208	547.6111	TMEM208	1001.2235
TMEM209	805.8804	TMEM209	387.4388
TMEM20	82.5259	TMEM20	53.4258
removed	removed	TMEM213	14.6819
TMEM214	1268.6268	TMEM214	2389.8858
TMEM216	73.1707	TMEM216	455.9543
TMEM217	5.0418	TMEM217	25.3711
TMEM218	306.3816	TMEM218	426.5905
TMEM219	1951.8877	TMEM219	3669.2496
TMEM220	53.4581	TMEM220	272.0228
TMEM222	875.3759	TMEM222	1674.1436
TMEM223	280.3207	TMEM223	423.7357
TMEM229B	2944.2031	TMEM229B	575.4486
TMEM22	64.4838	TMEM22	120.31
TMEM231	196.7725	TMEM231	389.0457
TMEM232	27.3973	TMEM232	13.8662
TMEM233	18.0421	removed	removed
TMEM25	1120.6148	TMEM25	1293.23
TMEM26	395.9706	TMEM26	344.0008
TMEM27	24.3902	TMEM27	39.1517
TMEM2	418.6435	TMEM2	1059.1354
TMEM30A	3046.4417	TMEM30A	2526.509
TMEM30B	1923.154	TMEM30B	1190.0489
TMEM31	5.6799	removed	removed
TMEM33	1793.1841	TMEM33	955.1387
removed	removed	TMEM35	25.2855
TMEM37	134.6475	TMEM37	1035.0734
TMEM38A	42.0982	TMEM38A	46.0848
TMEM38B	318.0755	TMEM38B	70.5546
TMEM39A	466.7558	TMEM39A	385.8075
TMEM39B	130.304	TMEM39B	474.7145
TMEM40	6.014	TMEM40	93.3931
TMEM41A	736.719	TMEM41A	586.46
TMEM41B	933.1774	TMEM41B	551.3866
TMEM42	79.853	TMEM42	276.1011
TMEM43	1527.2302	TMEM43	3062.398
TMEM44	359.5055	TMEM44	210.0326
TMEM45A	103.575	TMEM45A	357.2594
TMEM45B	135.6498	TMEM45B	431.4845
TMEM47	267.9586	TMEM47	821.3703
TMEM48	204.4771	TMEM48	118.6786
TMEM49	2350.8186	TMEM49	1741.8434
TMEM50A	2276.6455	TMEM50A	2455.9543
TMEM50B	2234.5473	TMEM50B	1076.2765
TMEM51	303.7087	TMEM51	564.0294
TMEM52	5.3458	TMEM52	19.168
TMEM53	124.7878	TMEM53	399.3719
TMEM54	915.4694	TMEM54	1480.832
TMEM55A	44.7711	TMEM55A	215.7423
TMEM55B	1306.7157	TMEM55B	831.5661
TMEM56	38.7571	TMEM56	104.4046
TMEM57	1080.8553	TMEM57	758.9723
TMEM59L	33.0772	TMEM59L	119.4943
TMEM59	4691.2797	TMEM59	8211.6639
TMEM5	429.6692	TMEM5	360.9299
TMEM60	309.0545	TMEM60	364.6003
TMEM61	10.0234	TMEM61	189.2333
TMEM62	531.5737	TMEM62	584.8287
TMEM63A	1097.2269	TMEM63A	1505.3018
TMEM63B	2755.0952	TMEM63B	858.4829
TMEM63C	495.1554	TMEM63C	308.3197
TMEM64	193.1173	TMEM64	405.3834
TMEM65	398.2626	TMEM65	257.3409
TMEM66	14749.0812	TMEM66	7738.9886
TMEM67	286.6689	TMEM67	176.5905
