gene_id	TCGA-BH-A0DQ-01A-11R-A084-07	gene_id	TCGA-BH-A0DQ-11A-12R-A089-07
METTL7B	21.2505	METTL7B	12.7656
METTL8	321.6183	METTL8	351.3455
METTL9	1641.602	METTL9	2071.5166
MET	337.5562	MET	3037.9343
MEX3A	255.4148	MEX3A	339.7403
MEX3B	118.9211	MEX3B	194.386
MEX3C	531.6714	MEX3C	1387.6841
MEX3D	666.9391	MEX3D	498.4406
MFAP1	1321.2096	MFAP1	1043.0115
MFAP2	2127.5031	MFAP2	239.9362
MFAP3L	287.6992	MFAP3L	1159.353
MFAP3	1235.7989	MFAP3	1215.6379
MFAP4	1393.9518	MFAP4	3042.5763
MFAP5	2932.1618	MFAP5	1162.8346
MFF	939.9264	MFF	1114.093
MFGE8	3711.4834	MFGE8	4128.817
MFHAS1	199.4279	MFHAS1	216.1456
MFI2	179.4034	MFI2	349.0244
MFN1	755.2105	MFN1	896.4967
MFN2	2556.1913	MFN2	2530.4997
MFNG	222.3907	MFNG	214.1147
MFRP	1451.5734	MFRP	182.2006
MFSD10	1022.8852	MFSD10	758.9758
MFSD11	444.8631	MFSD11	509.0012
MFSD1	1951.369	MFSD1	1634.2932
MFSD2A	42.501	MFSD2A	42.939
MFSD2B	17.9812	removed	removed
MFSD3	297.9158	MFSD3	193.8058
MFSD4	56.3956	MFSD4	151.7371
MFSD5	1237.4336	MFSD5	564.88
MFSD6L	17.9812	MFSD6L	148.2556
MFSD6	637.5153	MFSD6	1661.2751
MFSD7	557.405	MFSD7	195.6249
MFSD8	244.7895	MFSD8	438.384
MFSD9	158.9702	MFSD9	181.0401
MGAT1	3384.1438	MGAT1	2453.9059
MGAT2	945.6477	MGAT2	658.0112
MGAT3	105.8439	MGAT3	187.7131
MGAT4A	1224.3564	MGAT4A	2008.5588
MGAT4B	1323.6616	MGAT4B	1282.3674
MGAT5B	9.8079	MGAT5B	13.636
MGAT5	213.3224	MGAT5	536.7375
MGA	1195.7499	MGA	1817.9444
removed	removed	MGC12916	6.0927
MGC12982	26.5631	MGC12982	25.2412
MGC16121	31.4671	MGC16121	46.7107
MGC16142	14.3032	MGC16142	17.1176
MGC16275	26.9718	MGC16275	37.1364
MGC16384	8.1733	MGC16384	14.7965
removed	removed	MGC16703	11.0626
MGC21881	125.0511	MGC21881	201.9294
MGC23270	42.0924	MGC23270	67.0197
MGC23284	40.8664	MGC23284	31.3339
MGC2752	597.8749	MGC2752	586.9297
MGC29506	287.6992	MGC29506	392.5437
MGC3771	23.7188	MGC3771	11.9794
removed	removed	MGC42105	6.9631
MGC45800	12.2599	MGC45800	24.951
MGC57346	154.9081	MGC57346	299.5256
MGC70857	363.302	MGC70857	337.9996
MGC72080	76.1831	MGC72080	27.3214
MGC87042	13.0772	MGC87042	8.7039
MGEA5	3910.094	MGEA5	5072.6046
MGLL	2874.1316	MGLL	2001.0154
MGMT	416.8369	MGMT	315.9498
MGP	15548.4266	MGP	118021.9047
MGRN1	1930.1185	MGRN1	1245.5211
MGST1	2223.1304	MGST1	2221.513
MGST2	814.4667	MGST2	664.6841
MGST3	1461.7899	MGST3	806.5569
removed	removed	MIA2	52.2231
MIA3	2067.0208	MIA3	2510.771
MIAT	189.6199	MIAT	134.0393
MIA	42.1373	MIA	327.7
MIB1	2167.1434	MIB1	2825.8504
MIB2	356.3547	MIB2	321.7524
MICAL1	410.707	MICAL1	339.4502
MICAL2	5478.9538	MICAL2	1383.042
MICAL3	330.6089	MICAL3	1893.6679
MICALCL	267.6747	MICALCL	129.1071
MICALL1	463.8333	MICALL1	749.9819
MICALL2	470.7805	MICALL2	253.2821
MICA	520.2289	MICA	420.1059
MICB	808.3367	MICB	115.181
MID1IP1	651.8186	MID1IP1	340.9008
MID1	110.3392	MID1	655.6901
MID2	717.2047	MID2	808.2977
MIDN	2916.6326	MIDN	1204.3229
MIER1	1323.6616	MIER1	1436.7157
MIER2	415.611	MIER2	290.4185
MIER3	650.1839	MIER3	830.9277
MIF4GD	459.1908	MIF4GD	347.7305
MIF	2526.2934	MIF	2694.7559
MIIP	291.7859	MIIP	205.9912
MINA	581.2669	MINA	658.2404
removed	removed	MINK1	1932.2811
MINPP1	514.0989	MINPP1	538.7684
MIOS	476.9105	MIOS	772.902
MIPEP	698.4062	MIPEP	510.3358
MIPOL1	112.3825	MIPOL1	247.7696
MIR155HG	8.9906	MIR155HG	7.2532
MIR17HG	8.5819	MIR17HG	33.3648
MIS12	458.5206	MIS12	468.5573
MITD1	161.0135	MITD1	202.5096
MITF	381.6919	MITF	439.8346
MKI67IP	662.027	MKI67IP	795.2216
MKI67	1264.8141	MKI67	342.0614
MKKS	515.7336	MKKS	805.6865
MKL1	737.2293	MKL1	1044.172
MKL2	2541.0707	MKL2	3881.9177
MKLN1	1347.7728	MKLN1	2450.4243
MKNK1	536.9841	MKNK1	422.1368
MKNK2	4303.2284	MKNK2	3234.6413
MKRN1	2971.3935	MKRN1	3685.2107
MKRN2	566.4078	MKRN2	782.1861
MKRN3	16.3465	MKRN3	10.4446
MKS1	243.5635	MKS1	313.3387
MKX	21.6592	MKX	57.1553
MLEC	6580.7111	MLEC	7821.2809
MLF1IP	616.8492	MLF1IP	146.6019
MLF1	490.8051	MLF1	254.1525
MLF2	2118.5125	MLF2	2115.326
MLH1	818.962	MLH1	770.581
MLH3	442.5828	MLH3	739.5372
MLKL	152.0229	MLKL	135.49
MLL2	2641.9534	MLL2	3534.5702
MLL3	1884.7568	MLL3	4459.5634
MLL4	910.9113	MLL4	1208.0946
MLL5	1806.9595	MLL5	3285.1005
MLLT10	373.5186	MLLT10	879.9594
MLLT11	155.2922	MLLT11	124.4651
MLLT1	1432.7748	MLLT1	1499.0933
MLLT3	293.0119	MLLT3	540.7993
MLLT4	1295.0552	MLLT4	3435.7003
MLLT6	3300.3678	MLLT6	4614.2018
MLL	1223.539	MLL	4027.8523
MLPH	6480.5885	MLPH	7891.2019
MLST8	919.7548	MLST8	516.6229
MLXIPL	69.4728	MLXIPL	38.0068
MLXIP	969.3502	MLXIP	1100.1668
MLX	1036.3792	MLX	979.2529
MLYCD	286.4732	MLYCD	340.6107
MMAA	326.9309	MMAA	354.5369
MMAB	578.2591	MMAB	611.5906
MMACHC	96.4446	MMACHC	199.6083
MMADHC	2052.7176	MMADHC	1774.7153
MMD	662.0351	MMD	193.5156
MMEL1	18.8803	MMEL1	12.139
MME	723.7434	MME	1734.0973
MMGT1	1069.4728	MMGT1	937.4048
MMP10	64.9775	MMP10	22.63
MMP11	33822.64	MMP11	90.2299
MMP12	70.6988	MMP12	5.5124
MMP13	266.4487	MMP13	6.673
MMP14	26067.8382	MMP14	5139.9144
MMP15	1454.8427	MMP15	372.2347
MMP16	450.3474	MMP16	585.4791
MMP17	340.8255	MMP17	20.5991
MMP19	564.7732	MMP19	467.9771
MMP1	116.8778	removed	removed
removed	removed	MMP23A	12.7656
MMP23B	59.6649	MMP23B	71.3716
MMP24	416.8369	MMP24	269.8194
MMP25	196.886	MMP25	95.165
removed	removed	MMP27	18.8583
MMP28	292.1945	MMP28	100.6745
MMP2	16092.7667	MMP2	7616.1602
MMP3	160.1962	MMP3	36.266
MMP7	285.6559	MMP7	1181.6929
MMP8	6.13	removed	removed
MMP9	2926.0319	MMP9	304.9249
MMRN1	111.5652	MMRN1	860.5208
MMRN2	1845.9338	MMRN2	1376.0789
MMS19	962.4029	MMS19	1207.8045
MN1	373.1099	MN1	162.762
MNAT1	234.5729	MNAT1	244.8684
MND1	68.6555	MND1	9.8644
MNDA	132.407	MNDA	107.9278
MNS1	157.3355	MNS1	122.4342
MNT	569.2685	MNT	541.6697
removed	removed	MNX1	5.8026
MOAP1	811.606	MOAP1	1137.3033
MOB2	550.0613	MOB2	429.0999
MOBKL1A	733.5513	MOBKL1A	1053.4562
MOBKL1B	852.0638	MOBKL1B	881.9903
MOBKL2A	1091.132	MOBKL2A	895.9164
MOBKL2B	192.4806	MOBKL2B	793.7913
MOBKL2C	491.6224	MOBKL2C	565.1701
MOBKL3	1138.537	MOBKL3	949.3001
MOCOS	129.5464	MOCOS	392.2536
MOCS1	493.1181	MOCS1	381.6001
MOCS2	1085.002	MOCS2	834.9895
MOCS3	299.5505	MOCS3	218.1765
removed	removed	MOGAT2	32.4944
MOGS	1058.4389	MOGS	1214.4774
MON1A	202.6972	MON1A	160.441
MON1B	664.0785	MON1B	870.6753
MON2	1017.5725	MON2	1780.5179
MORC2	790.3555	MORC2	1079.2776
MORC3	687.3723	MORC3	1033.7274
MORC4	528.4021	MORC4	570.1023
MORF4L1	4883.9395	MORF4L1	4053.0935
MORF4L2	6579.4851	MORF4L2	4155.4885
MORN1	169.5954	MORN1	106.7672
MORN2	247.2415	MORN2	219.9173
MORN3	32.6931	MORN3	13.9262
MORN4	185.5333	MORN4	271.5602
MOSC1	382.1005	MOSC1	185.9723
MOSC2	210.4618	MOSC2	338.2897
MOSPD1	405.803	MOSPD1	220.4976
MOSPD2	242.3376	MOSPD2	303.4743
MOSPD3	298.7331	MOSPD3	262.5662
MOV10	1097.262	MOV10	919.707
MOXD1	438.4961	MOXD1	125.0453
MPDU1	1693.9109	MPDU1	909.5525
MPDZ	756.4365	MPDZ	1537.6804
MPEG1	456.4773	MPEG1	765.0685
MPG	1012.6686	MPG	501.0517
MPHOSPH10	721.7	MPHOSPH10	847.1749
MPHOSPH6	239.8856	MPHOSPH6	428.5196
MPHOSPH8	1321.6183	MPHOSPH8	1419.8883
MPHOSPH9	308.9497	MPHOSPH9	175.2375
MPI	559.8692	MPI	610.14
MPL	16.7552	MPL	20.309
MPND	387.8218	MPND	232.9731
MPP1	340.4168	MPP1	270.3997
MPP2	314.671	MPP2	195.8367
MPP3	74.7855	MPP3	41.1982
MPP5	712.7094	MPP5	1392.6162
MPP6	25.7458	MPP6	73.4025
MPP7	586.841	MPP7	1345.0352
MPPE1	682.877	MPPE1	647.2764
removed	removed	MPPED1	7.2532
MPPED2	134.4503	MPPED2	255.6031
MPRIP	2174.4994	MPRIP	2173.3517
MPST	442.5828	MPST	593.3125
MPV17L2	370.2493	MPV17L2	184.5217
MPV17L	292.6032	MPV17L	180.1697
MPV17	659.1745	MPV17	660.0421
MPZL1	3422.5582	MPZL1	4806.5569
MPZL2	243.9722	MPZL2	631.3194
MPZL3	17.5725	MPZL3	58.3158
MPZ	22.0678	MPZ	20.8892
MR1	167.5521	MR1	259.3748
MRAP2	32.6931	MRAP2	95.4522
MRAP	110.2289	MRAP	16.8768
MRAS	910.9113	MRAS	1122.7968
MRC1	102.9832	MRC1	313.6288
MRC2	6714.7528	MRC2	3852.3247
MRE11A	341.6428	MRE11A	792.0505
MREG	680.8337	MREG	1647.7464
MRFAP1L1	1694.3196	MRFAP1L1	1523.4641
MRFAP1	8963.6289	MRFAP1	7491.9852
MRGPRF	267.266	MRGPRF	230.0718
MRGPRX3	8.5819	MRGPRX3	22.0498
MRI1	545.566	MRI1	523.1015
MRM1	78.0548	MRM1	85.2977
MRO	83.7761	MRO	28.7227
MRP63	531.3813	MRP63	604.8771
MRPL10	897.4254	MRPL10	766.2291
MRPL11	554.9653	MRPL11	512.6569
MRPL12	809.9714	MRPL12	464.2054
MRPL13	720.474	MRPL13	450.8595
MRPL14	874.9489	MRPL14	379.7781
MRPL15	701.2669	MRPL15	527.7435
MRPL16	701.6755	MRPL16	513.8174
MRPL17	1211.6878	MRPL17	609.2696
MRPL18	803.4328	MRPL18	579.9666
MRPL19	1269.718	MRPL19	1237.6877
MRPL1	331.0176	MRPL1	317.1103
MRPL20	1216.2893	MRPL20	951.2149
MRPL21	478.9538	MRPL21	448.2483
MRPL22	373.1099	MRPL22	289.8383
MRPL23	558.2346	MRPL23	337.4193
MRPL24	1048.631	MRPL24	675.4189
MRPL27	753.5758	MRPL27	527.7435
MRPL28	1298.7331	MRPL28	518.1693
MRPL2	564.3645	MRPL2	368.1729
MRPL30	696.1708	MRPL30	919.0716
MRPL32	681.2423	MRPL32	689.9253
MRPL33	376.3792	MRPL33	468.8475
MRPL34	443.8087	MRPL34	362.6605
MRPL35	930.1185	MRPL35	845.144
MRPL36	234.9816	MRPL36	210.0529
MRPL37	1298.3245	MRPL37	1025.3137
MRPL38	620.0204	MRPL38	502.6503
MRPL39	446.2607	MRPL39	333.9378
MRPL3	1337.9649	MRPL3	1442.8084
MRPL40	400.8991	MRPL40	544.571
MRPL41	904.7814	MRPL41	352.506
MRPL42P5	8.0915	MRPL42P5	7.2822
MRPL42	893.3388	MRPL42	639.7331
MRPL43	1091.3036	MRPL43	875.4102
MRPL44	671.0257	MRPL44	519.9101
MRPL45	884.7568	MRPL45	1025.3137
MRPL46	320.3923	MRPL46	288.9679
MRPL47	942.3784	MRPL47	361.5
MRPL48	336.7389	MRPL48	342.6416
MRPL49	1818.962	MRPL49	1577.1379
MRPL4	718.4307	MRPL4	476.6809
MRPL50	477.7278	MRPL50	385.0004
MRPL51	1226.8083	MRPL51	1209.8354
MRPL52	429.5055	MRPL52	353.0862
MRPL53	440.4495	MRPL53	295.6408
MRPL54	484.2664	MRPL54	432.2913
MRPL55	507.9689	MRPL55	264.0168
MRPL9	707.3314	MRPL9	749.5844
MRPS10	1223.539	MRPS10	808.0075
MRPS11	501.839	MRPS11	395.1549
MRPS12	342.8688	MRPS12	255.8932
MRPS14	303.2284	MRPS14	373.9755
MRPS15	913.772	MRPS15	639.7331
MRPS16	1715.8071	MRPS16	1279.176
MRPS17	227.8831	MRPS17	214.6457
MRPS18A	963.2203	MRPS18A	506.8543
MRPS18B	1886.3915	MRPS18B	1227.2431
MRPS18C	314.9244	MRPS18C	241.4448
MRPS21	1052.3089	MRPS21	743.3089
MRPS22	437.2701	MRPS22	427.069
MRPS23	862.2803	MRPS23	519.6199
MRPS24	679.199	MRPS24	618.5537
MRPS25	546.9595	MRPS25	656.7433
MRPS26	410.707	MRPS26	620.8747
MRPS27	1172.4561	MRPS27	1613.1138
MRPS28	200.568	MRPS28	227.3011
MRPS2	840.1716	MRPS2	646.8325
MRPS30	2967.3069	MRPS30	502.7925
MRPS31	301.5938	MRPS31	344.9626
MRPS33	520.2289	MRPS33	487.7058
MRPS34	1291.3772	MRPS34	663.2335
MRPS35	772.3743	MRPS35	1190.6869
MRPS36	440.9481	MRPS36	284.9061
MRPS5	652.6359	MRPS5	592.4422
MRPS6	608.5779	MRPS6	584.3969
MRPS7	1082.6972	MRPS7	856.0122
MRPS9	460.1553	MRPS9	464.7857
MRRF	517.3682	MRRF	470.8784
MRS2P2	5.7213	removed	removed
MRS2	772.3743	MRS2	703.2712
MRTO4	748.6718	MRTO4	655.6901
MRVI1	641.1933	MRVI1	667.2953
MS4A14	209.6445	MS4A14	51.3208
MS4A15	201.8799	removed	removed
MS4A1	20.0245	MS4A1	124.4651
MS4A2	180.6293	MS4A2	81.5261
MS4A4A	196.9759	MS4A4A	118.9526
MS4A6A	588.4757	MS4A6A	424.748
MS4A7	1005.7213	MS4A7	270.4316
MS4A8B	818.5533	MS4A8B	13.9262
MSC	324.5525	MSC	51.1032
MSH2	951.7777	MSH2	959.1644
MSH3	505.5129	MSH3	660.631
MSH5	127.9117	MSH5	112.2797
MSH6	1709.0315	MSH6	1597.4469
MSI1	16.7552	MSI1	61.2171
MSI2	284.0213	MSI2	479.8723
MSL1	2147.9362	MSL1	2339.3051
MSL2	1067.4295	MSL2	1481.9758
MSL3L2	29.4238	MSL3L2	93.4213
MSL3	584.7977	MSL3	578.2259
removed	removed	MSLN	11.315
MSMB	34.7364	MSMB	684.9931
MSMP	19.2072	MSMP	48.7416
MSN	8971.3935	MSN	6143.4685
MSR1	1188.8026	MSR1	220.4976
MSRA	92.7667	MSRA	264.8872
MSRB2	764.6097	MSRB2	394.5746
MSRB3	1908.4593	MSRB3	1640.9661
MST1P2	6.9473	MST1P2	72.242
removed	removed	MST1P9	8.7039
MST1R	420.9236	MST1R	129.1071
MST1	22.4765	MST1	73.6926
MST4	3152.4315	MST4	337.7094
removed	removed	MSTN	13.636
MSTO1	582.2436	MSTO1	399.9942
MSTO2P	44.8549	MSTO2P	164.3316
MSX1	163.0568	MSX1	56.575
removed	removed	MSX2P1	5.5124
MSX2	281.5693	MSX2	479.2921
MT1A	246.8329	removed	removed
MT1E	996.322	MT1E	869.8049
MT1F	130.3637	MT1F	106.187
MT1G	167.5521	MT1G	76.5939
MT1L	35.1451	MT1L	81.2359
MT1M	42.9097	MT1M	49.0317
MT1X	607.2742	MT1X	1103.3582
MT2A	1978.7495	MT2A	1630.8116
MTA1	766.2444	MTA1	975.9919
MTA2	2668.9824	MTA2	1682.4545
MTA3	969.7589	MTA3	1074.9257
MTAP	447.0781	MTAP	817.8719
MTBP	131.5897	MTBP	87.6188
MTCH1	4537.3927	MTCH1	3323.4206
MTCH2	2181.4467	MTCH2	1240.0087
MTCP1NB	340.5272	MTCP1NB	202.3965
MTCP1	37.8954	MTCP1	28.8359
MTDH	2927.6665	MTDH	3314.1365
MTERFD1	373.5186	MTERFD1	254.7327
MTERFD2	334.6955	MTERFD2	397.766
MTERFD3	443.8087	MTERFD3	488.8663
MTERF	238.6596	MTERF	285.7765
MTF1	624.4381	MTF1	748.5312
MTF2	648.9579	MTF2	613.9117
MTFMT	182.264	MTFMT	208.3122
MTFR1	467.9199	MTFR1	422.1832
MTG1	331.8349	MTG1	374.8459
MTHFD1L	264.4054	MTHFD1L	169.1448
MTHFD1	1111.3445	MTHFD1	1128.4456
MTHFD2L	129.8529	MTHFD2L	312.0331
MTHFD2	1360.0327	MTHFD2	998.6219
MTHFR	1062.5501	MTHFR	923.0434
MTHFSD	305.2718	MTHFSD	343.2219
MTHFS	379.6485	MTHFS	301.1533
MTIF2	804.6588	MTIF2	817.2917
MTIF3	789.5382	MTIF3	760.4265
MTL5	391.0911	MTL5	427.6492
MTM1	367.3886	MTM1	434.0321
MTMR10	504.1725	MTMR10	1037.6209
MTMR11	386.5958	MTMR11	311.5979
MTMR12	883.9395	MTMR12	1790.0921
MTMR14	641.1933	MTMR14	559.3675
MTMR15	515.8521	MTMR15	756.2428
MTMR1	1171.6387	MTMR1	934.5035
MTMR2	807.5194	MTMR2	787.9887
MTMR3	1097.262	MTMR3	2526.1478
MTMR4	881.8962	MTMR4	1546.9645
MTMR6	754.8018	MTMR6	1039.53
MTMR7	61.0625	MTMR7	54.7211
MTMR8	11.8512	MTMR8	18.6524
MTMR9L	65.3862	MTMR9L	105.3166
MTMR9	391.8962	MTMR9	538.7017
MTO1	236.2076	MTO1	478.1316
MTOR	1436.8615	MTOR	1970.8421
MTP18	171.9738	MTP18	284.2359
MTPAP	435.2268	MTPAP	487.7058
MTRF1L	266.04	MTRF1L	217.8864
MTRF1	85.002	MTRF1	108.7981
MTRR	530.8541	MTRR	672.2275
MTR	996.7307	MTR	1858.2723
MTSS1L	1349.8161	MTSS1L	956.8434
MTSS1	994.6629	MTSS1	1033.1414
MTUS1	1852.0638	MTUS1	3871.183
removed	removed	MTUS2	5.8026
MTX1	549.2195	MTX1	396.9537
MTX2	612.5868	MTX2	425.6183
MTX3	539.8447	MTX3	934.7936
MUC15	333.4696	MUC15	477.8414
removed	removed	MUC16	82.6866
MUC1	7460.1553	MUC1	4129.1071
MUC20	494.483	MUC20	281.1344
MUC21	7.7646	removed	removed
removed	removed	MUC4	29.0128
MUC5B	64.5689	MUC5B	2555.7409
MUC6	1508.3776	MUC6	1507.5071
MUCL1	2639.9673	MUCL1	48653.079
MUDENG	832.8566	MUDENG	891.5645
MUL1	979.1582	MUL1	774.0625
MUM1L1	103.8006	MUM1L1	33.945
MUM1	897.4254	MUM1	979.7635
MURC	5.7213	MURC	5.5124
MUS81	440.1308	MUS81	411.402
MUSTN1	138.0302	MUSTN1	56.575
MUTED	400.8991	MUTED	476.9711
MUTYH	154.8835	MUTYH	123.0173
MUT	816.51	MUT	1560.8907
MVD	420.9236	MVD	277.6529
MVK	315.0797	MVK	275.3318
MVP	4549.244	MVP	1891.9272
MX1	4655.0879	MX1	652.2086
MX2	664.8958	MX2	231.2323
MXD1	888.0262	MXD1	535.2869
MXD3	135.8153	MXD3	78.1838
MXD4	2143.8496	MXD4	2014.6515
MXI1	545.1573	MXI1	2317.5455
MXRA5	14272.17	MXRA5	9303.8369
MXRA7	2594.6056	MXRA7	1808.6603
MXRA8	5744.5852	MXRA8	1906.7237
MYADM	5364.1193	MYADM	3171.1032
MYBBP1A	781.6428	MYBBP1A	1055.5857
MYBL1	199.4279	MYBL1	135.1998
MYBL2	468.7372	MYBL2	74.8531
MYBPC1	22.0678	MYBPC1	29142.5256
MYB	2096.036	MYB	3723.7978
MYCBP2	1085.4107	MYCBP2	3176.9058
MYCBPAP	13.8946	MYCBPAP	16.8274
MYCBP	1039.2317	MYCBP	898.2375
MYCL1	98.0793	MYCL1	180.1697
MYCN	24.1112	MYCN	27.8523
MYCT1	403.351	MYCT1	358.3086
MYC	660.8092	MYC	2366.2871
MYD88	1629.3421	MYD88	924.6392
MYEF2	149.7957	MYEF2	508.0902
MYEOV2	934.6138	MYEOV2	789.7295
MYEOV	41.275	MYEOV	74.2729
MYH10	2453.208	MYH10	3632.6975
MYH11	3833.8169	MYH11	10364.4912
MYH14	2135.2677	MYH14	1407.4128
MYH3	13.0772	MYH3	41.7785
MYH7B	9.3993	MYH7B	14.5064
MYH9	32148.7536	MYH9	25779.6475
MYL12A	10648.1406	MYL12A	4490.0268
MYL12B	15610.9522	MYL12B	6114.1655
MYL3	8.5819	removed	removed
MYL4	11.8512	removed	removed
MYL5	77.7319	MYL5	146.4916
MYL6B	483.8578	MYL6B	544.8611
MYL6	28913.3633	MYL6	10497.4251
MYL9	10510.4209	MYL9	5849.8586
MYLIP	1366.98	MYLIP	1510.4084
MYLK2	6.5386	removed	removed
removed	removed	MYLK3	6.3828
MYLK4	19.2072	MYLK4	78.0445
MYLK	2284.0172	MYLK	7772.8034
MYNN	538.6187	MYNN	548.9229
MYO10	1201.4712	MYO10	1555.0881
MYO15A	30.2411	MYO15A	15.3768
MYO15B	178.586	MYO15B	689.0549
removed	removed	MYO16	8.4137
MYO18A	1526.036	MYO18A	1517.8298
removed	removed	MYO18B	5.8026
MYO19	504.3441	MYO19	386.9355
MYO1B	2597.4663	MYO1B	3035.6133
MYO1C	8002.8606	MYO1C	5361.2824
MYO1D	3298.7331	MYO1D	2057.5905
MYO1E	1257.8668	MYO1E	756.0746
MYO1F	227.217	MYO1F	200.4787
MYO1G	76.0114	MYO1G	64.9888
removed	removed	MYO1H	11.0249
removed	removed	MYO3A	14.2163
removed	removed	MYO3B	6.0927
MYO5A	926.0319	MYO5A	1052.5858
MYO5B	762.9751	MYO5B	2875.1723
MYO5C	980.237	MYO5C	2148.0931
MYO6	2289.7425	MYO6	4545.1512
MYO7A	155.7009	MYO7A	74.8531
MYO7B	9.8079	MYO7B	6.673
MYO9A	399.6731	MYO9A	1178.7916
MYO9B	1715.1614	MYO9B	1461.3767
MYOCD	50.2656	MYOCD	57.4454
MYOC	24.9285	MYOC	15.9571
MYOF	6346.9555	MYOF	11732.2115
MYOG	5.7213	removed	removed
MYOM1	228.443	MYOM1	184.5217
MYOM2	18.3899	MYOM2	83.8471
MYOM3	22.0678	MYOM3	56.2849
MYOZ1	10.6253	MYOZ1	16.5373
MYOZ3	40.049	MYOZ3	115.181
MYPOP	133.633	MYPOP	107.6376
MYRIP	138.1283	MYRIP	217.5963
MYSM1	100.9399	MYSM1	348.4442
MYST1	485.0838	MYST1	613.9117
MYST2	1214.9571	MYST2	1526.9457
MYST3	1308.9497	MYST3	2661.6378
MYST4	1577.4418	MYST4	1923.261
MYT1	16.3465	removed	removed
MZF1	178.1569	MZF1	299.4096
N4BP1	988.9661	N4BP1	1598.3173
N4BP2L1	147.5276	N4BP2L1	649.3073
N4BP2L2	1004.904	N4BP2L2	1659.5343
N4BP2	201.4712	N4BP2	439.2544
N4BP3	465.4679	N4BP3	322.9129
N6AMT1	296.2812	N6AMT1	453.4707
N6AMT2	214.9571	N6AMT2	169.7251
NAA10	1151.2056	NAA10	488.2861
NAA15	858.6024	NAA15	1008.4863
NAA16	162.2395	NAA16	338.8699
NAA20	903.964	NAA20	943.7876
NAA25	532.8974	NAA25	740.6978
NAA30	630.1594	NAA30	810.0384
NAA35	462.1986	NAA35	634.8009
NAA38	465.4679	NAA38	342.3515
NAA40	470.7805	NAA40	543.7006
NAA50	2452.7993	NAA50	3115.3986
NAAA	409.8897	NAAA	660.9125
NAALAD2	15.1206	NAALAD2	58.6059
NAALADL1	54.3523	NAALADL1	97.4831
NAALADL2	134.4503	NAALADL2	681.8017
NAB1	748.6718	NAB1	1482.8462
NAB2	1754.3931	NAB2	669.9064
NACA2	34.7364	NACA2	38.5871
NACAD	76.4201	NACAD	140.132
NACAP1	144.6669	NACAP1	122.7243
NACA	13542.7054	NACA	19214.0422
NACC1	2038.4144	NACC1	843.1131
NACC2	28.1978	NACC2	52.2231
NADK	1141.8063	NADK	964.0966
NADSYN1	729.056	NADSYN1	785.9578
NAE1	769.5137	NAE1	689.9253
NAF1	258.6841	NAF1	264.307
NAGA	976.2975	NAGA	880.2495
NAGK	929.3012	NAGK	814.9706
NAGLU	948.917	NAGLU	611.8808
NAGPA	239.4769	NAGPA	149.2565
NAGS	64.9775	NAGS	63.8282
NAIF1	330.2002	NAIF1	207.4418
NAIP	27.7891	NAIP	74.563
NALCN	51.9003	NALCN	190.0341
NAMPT	1283.6126	NAMPT	1904.6928
NANOS1	125.4597	NANOS1	180.4599
removed	removed	NANOS3	6.3828
NANP	209.6445	NANP	182.4908
NANS	1848.3858	NANS	1078.9875
NAP1L1	7924.3972	NAP1L1	7571.1903
NAP1L2	23.2938	NAP1L2	157.5397
NAP1L3	113.1998	NAP1L3	174.9474
NAP1L4	2474.4585	NAP1L4	2128.0917
NAP1L5	96.036	NAP1L5	162.762
NAPA	2857.8995	NAPA	2771.3179
NAPB	242.3376	NAPB	235.004
NAPEPLD	525.9951	NAPEPLD	695.9455
NAPG	683.6943	NAPG	697.1785
NAPRT1	1324.8876	NAPRT1	400.6673
removed	removed	NAPSA	7.5433
NAPSB	109.1132	NAPSB	82.3965
NARFL	613.8128	NARFL	411.9823
NARF	563.5472	NARF	530.0646
NARG2	862.689	NARG2	1397.8385
NARS2	336.7389	NARS2	461.8844
NARS	2305.6804	NARS	3222.1658
NASP	1905.5987	NASP	1697.5412
NAT10	932.5705	NAT10	1188.0757
NAT14	307.7237	NAT14	134.9097
NAT15	1735.1859	NAT15	973.6708
NAT1	3595.423	NAT1	653.3691
NAT2	26.5631	NAT2	13.3459
NAT6	134.7936	NAT6	125.2281
NAT8L	71.5161	NAT8L	35.9759
NAT9	391.4998	NAT9	431.1308
NAV1	2208.0098	NAV1	891.5645
NAV2	602.2558	NAV2	2319.7418
NAV3	114.4258	NAV3	312.4683
NBAS	1004.4953	NBAS	1926.7426
NBEAL1	142.215	NBEAL1	519.3298
NBEAL2	1035.1451	NBEAL2	1148.038
NBEA	258.6841	NBEA	588.6705
NBL1	8762.9751	NBL1	2487.2706
NBLA00301	13.4859	NBLA00301	67.89
NBN	1870.8623	NBN	2114.7458
NBPF10	555.1655	NBPF10	3484.7233
NBPF14	563.633	NBPF14	1556.3125
NBPF15	200.0327	NBPF15	355.3492
NBPF16	90.7233	NBPF16	63.5381
NBPF1	841.4385	NBPF1	929.8615
NBPF3	300.7765	NBPF3	437.5136
NBPF4	133.2244	NBPF4	18.5682
NBPF6	84.1847	removed	removed
NBPF9	193.1631	NBPF9	397.4237
NBR1	4467.1026	NBR1	5594.5456
NBR2	46.5877	NBR2	71.6617
NCALD	911.7286	NCALD	1670.5592
NCAM1	69.0642	NCAM1	203.6179
NCAM2	85.8194	NCAM2	239.3559
