gene_id	TCGA-BH-A208-01A-11R-A157-07	gene_id	TCGA-BH-A208-11A-51R-A157-07
ACACA	1244.1442	ACACA	1977.0152
ACACB	250.572	ACACB	2883.7593
ACAD10	252.7508	ACAD10	661.1343
ACAD11	240.9849	ACAD11	518.6615
ACAD8	700.2941	ACAD8	694.9895
ACAD9	696.8036	ACAD9	801.8026
ACADL	22.2246	ACADL	59.4063
ACADM	1789.7374	ACADM	1238.9082
ACADSB	502.887	ACADSB	2761.1141
ACADS	138.1414	ACADS	452.5736
ACADVL	2551.912	ACADVL	5483.8729
ACAN	333.8054	removed	removed
ACAP1	32.6833	ACAP1	79.8471
ACAP2	1157.4246	ACAP2	1544.5631
ACAP3	380.8737	ACAP3	385.617
ACAT1	761.7388	ACAT1	1261.9042
ACAT2	599.8606	ACAT2	375.0772
ACBD3	1522.6059	ACBD3	1645.8093
ACBD4	69.7244	ACBD4	335.6774
ACBD5	383.0483	ACBD5	861.7103
ACBD6	369.1034	ACBD6	453.2124
ACBD7	10.4587	ACBD7	68.0298
ACCN2	164.288	ACCN2	507.5084
removed	removed	ACCN3	5.1102
ACCS	64.9308	ACCS	405.3041
ACD	263.2095	ACD	303.0997
ACE2	1091.6222	ACE2	17.247
ACER2	44.0135	ACER2	222.6138
ACER3	556.0519	ACER3	332.1641
ACE	1074.1911	ACE	317.7916
removed	removed	ACHE	23.6348
ACIN1	2134.0015	ACIN1	3585.1366
ACLY	3497.113	ACLY	2843.5164
ACN9	132.9121	ACN9	129.6718
ACO1	1300.7953	ACO1	1397.325
ACO2	3280.5011	ACO2	2118.4468
ACOT11	13.0733	ACOT11	27.9401
ACOT13	1301.6974	ACOT13	441.098
ACOT1	347.3145	ACOT1	411.6919
ACOT2	167.7743	ACOT2	286.8109
ACOT4	98.4857	ACOT4	81.7635
ACOT7	783.0918	ACOT7	192.5913
ACOT8	286.4844	ACOT8	197.4332
ACOT9	883.7564	ACOT9	388.3765
ACOX1	1450.4412	ACOX1	1333.7666
ACOX2	97.1783	ACOX2	196.424
ACOX3	357.7732	ACOX3	889.4971
ACP1	1531.3215	ACP1	1527.9549
ACP2	1149.5806	ACP2	476.8471
ACP5	675.0191	ACP5	514.535
ACP6	168.21	ACP6	389.3347
ACPL2	644.0789	ACPL2	516.7707
ACPP	39.6557	ACPP	19.4827
ACRBP	15.688	ACRBP	15.65
ACRC	13.5091	ACRC	15.3307
removed	removed	ACR	9.901
ACSBG1	13.9449	ACSBG1	13.4143
ACSF2	690.707	ACSF2	648.0394
ACSF3	161.2376	ACSF3	361.8672
ACSL1	2171.4784	ACSL1	4789.2315
ACSL3	2466.9354	ACSL3	3775.4922
ACSL4	1391.0012	ACSL4	1175.6693
ACSL5	624.0331	ACSL5	863.9461
removed	removed	ACSL6	9.2623
ACSM1	6.5367	ACSM1	65.1553
ACSM3	50.1885	ACSM3	149.0203
ACSM5	24.8393	ACSM5	80.1665
ACSS1	581.7627	ACSS1	963.5953
ACSS2	758.2525	ACSS2	1616.4255
ACSS3	212.2236	ACSS3	312.362
ACTA2	50510.4696	ACTA2	30150.8424
ACTBL2	8.2798	ACTBL2	10.2204
ACTB	178153.6115	ACTB	63081.1574
ACTG1	88644.9504	ACTG1	53465.6454
ACTG2	1286.8504	ACTG2	6372.76
ACTL6A	2051.6396	ACTL6A	834.8817
ACTL8	41.8346	removed	removed
ACTN1	12880.706	ACTN1	8194.8717
removed	removed	ACTN2	11.8174
ACTN4	20031.7812	ACTN4	10551.9785
ACTR10	1312.1255	ACTR10	1092.9477
ACTR1A	3850.9642	ACTR1A	1460.8833
ACTR1B	839.7429	ACTR1B	1477.1721
ACTR2	9030.6134	ACTR2	3968.0835
ACTR3B	112.4305	ACTR3B	447.7828
ACTR3C	57.5226	ACTR3C	57.1706
ACTR3	6932.7813	ACTR3	2631.7618
ACTR5	223.9895	ACTR5	197.3821
ACTR6	510.731	ACTR6	710.6396
ACTR8	358.6447	ACTR8	457.045
ACVR1B	1112.9753	ACVR1B	1544.2437
ACVR1C	13.0733	ACVR1C	630.473
ACVR1	2431.6374	ACVR1	1343.0289
ACVR2A	841.9218	ACVR2A	674.868
ACVR2B	217.0171	ACVR2B	407.2204
ACVRL1	1060.682	ACVRL1	509.7441
ACY1	346.0072	ACY1	661.1343
ACY3	22142.2813	ACY3	22.6766
ACYP1	44.0135	ACYP1	71.543
ACYP2	99.793	ACYP2	182.6903
ADAL	141.6276	ADAL	222.9332
ADAM10	1767.9486	ADAM10	2275.6435
ADAM11	6.1009	ADAM11	32.897
ADAM12	15955.1149	ADAM12	1350.0555
ADAM15	3612.1582	ADAM15	1472.4036
ADAM17	809.6743	ADAM17	954.9718
ADAM19	1347.4235	ADAM19	114.3411
ADAM21	5.6651	removed	removed
ADAM22	215.7098	ADAM22	56.2124
ADAM23	135.091	ADAM23	10.2204
ADAM28	77.5684	ADAM28	87.1931
ADAM29	8.2798	removed	removed
removed	removed	ADAM32	52.0603
ADAM33	269.3104	ADAM33	699.4929
ADAM6	102851.8357	ADAM6	95855.1733
ADAM8	57.0868	ADAM8	49.1858
ADAM9	2331.8444	ADAM9	1547.757
ADAMDEC1	34.8622	removed	removed
ADAMTS10	212.6593	ADAMTS10	99.3298
ADAMTS12	2507.4627	ADAMTS12	205.0475
ADAMTS13	12.6375	ADAMTS13	109.8697
ADAMTS14	219.6318	ADAMTS14	7.9847
ADAMTS15	11.3302	ADAMTS15	205.3668
ADAMTS16	876.3482	ADAMTS16	149.7932
ADAMTS17	147.2927	ADAMTS17	29.0644
ADAMTS18	39.6557	ADAMTS18	115.2993
removed	removed	ADAMTS19	5.4296
ADAMTS1	1812.8336	ADAMTS1	4312.7038
ADAMTS2	2650.3976	ADAMTS2	279.7844
ADAMTS3	115.481	ADAMTS3	58.7675
ADAMTS4	862.4033	ADAMTS4	506.2309
ADAMTS5	1184.007	ADAMTS5	2413.3
ADAMTS6	166.9027	ADAMTS6	9.2623
ADAMTS7	504.1944	ADAMTS7	56.5318
ADAMTS8	9.5871	ADAMTS8	336.3162
ADAMTS9	675.0191	ADAMTS9	516.7707
ADAMTSL1	587.4278	ADAMTSL1	127.7554
ADAMTSL2	215.7098	ADAMTSL2	12.7755
ADAMTSL3	665.432	ADAMTSL3	177.2607
ADAMTSL4	168.21	ADAMTSL4	419.3572
ADAMTSL5	66.2382	ADAMTSL5	47.9083
ADAP1	18.3767	ADAP1	66.5574
ADAP2	360.8236	ADAP2	137.3371
ADARB1	1044.994	ADARB1	515.8125
removed	removed	ADARB2	7.3459
ADAR	7287.0683	ADAR	7414.6055
ADAT1	230.962	ADAT1	378.7948
ADAT2	69.7244	ADAT2	194.1882
ADAT3	10.0229	ADAT3	9.2623
ADA	269.7462	ADA	51.4216
ADCK1	139.4487	ADCK1	110.8278
ADCK2	433.5984	ADCK2	651.607
ADCK4	339.0348	ADCK4	415.8439
ADCK5	32.6833	ADCK5	63.2389
ADCY1	126.3754	ADCY1	1405.3097
ADCY2	1170.0621	ADCY2	78.889
ADCY3	1180.4641	ADCY3	1203.536
ADCY4	262.7737	ADCY4	252.317
ADCY5	36.6053	ADCY5	263.815
ADCY6	743.0003	ADCY6	2334.411
ADCY7	979.6274	ADCY7	592.1464
ADCY9	821.4402	ADCY9	767.4907
ADCYAP1R1	21.7889	ADCYAP1R1	51.1022
ADCYAP1	77.5684	ADCYAP1	37.3685
ADC	297.6359	ADC	162.2494
ADD1	7045.2119	ADD1	5771.0319
ADD2	58.8299	ADD2	38.9654
ADD3	2966.772	ADD3	3284.2726
removed	removed	ADH1A	96.7747
ADH1B	57.5226	ADH1B	12334.4669
ADH1C	106.7654	ADH1C	192.2719
ADH5	2423.3577	ADH5	3447.4801
ADH7	6.5367	removed	removed
ADHFE1	33.9906	ADHFE1	321.6243
ADI1	1648.9814	ADI1	1312.687
removed	removed	ADIPOQ	13807.1676
ADIPOR1	3877.5466	ADIPOR1	2472.3869
ADIPOR2	2035.5159	ADIPOR2	2132.238
ADK	252.3151	ADK	319.708
ADM2	80.183	ADM2	132.5463
ADM	287.613	ADM	284.2558
ADNP2	579.5838	ADNP2	1113.3885
ADNP	2618.5859	ADNP	3566.2927
ADORA1	64.0593	ADORA1	616.7393
ADORA2A	86.2839	ADORA2A	71.543
ADORA2B	28.7613	ADORA2B	119.4513
ADORA3	246.2142	ADORA3	30.3419
ADO	550.3868	ADO	705.2099
ADPGK	748.2384	ADPGK	866.5139
ADPRHL1	53.1648	ADPRHL1	115.2993
ADPRHL2	570.4325	ADPRHL2	496.9686
ADPRH	374.7685	ADPRH	330.2478
removed	removed	ADRA1A	14.3725
ADRA1B	16.5595	ADRA1B	15.3307
ADRA1D	6.5367	removed	removed
ADRA2A	886.3711	ADRA2A	232.5149
ADRA2B	9.1513	ADRA2B	14.6919
ADRA2C	10.4587	ADRA2C	12.1368
ADRB1	25.7109	ADRB1	20.7603
ADRB2	44.0135	ADRB2	142.4473
ADRBK1	1421.9414	ADRBK1	1409.4617
ADRBK2	566.0747	ADRBK2	1418.0852
ADRM1	1044.1225	ADRM1	712.8753
ADSL	1062.4251	ADSL	1073.1456
ADSSL1	84.105	ADSSL1	103.1625
ADSS	1460.2898	ADSS	1404.3515
AEBP1	74801.6124	AEBP1	3645.5011
AEBP2	508.9879	AEBP2	952.4167
AEN	750.4085	AEN	649.3169
AES	5772.7421	AES	4404.3683
AFAP1L1	716.4179	AFAP1L1	250.0812
AFAP1L2	456.6946	AFAP1L2	1063.8833
AFAP1	2567.1511	AFAP1	1767.4771
AFF1	1676.8711	AFF1	2580.979
AFF2	100.2288	AFF2	44.0756
AFF3	84.9766	AFF3	2170.5647
AFF4	2887.8963	AFF4	5556.4028
AFG3L1	130.2974	AFG3L1	239.5414
AFG3L2	1249.269	AFG3L2	1730.8018
AFMID	360.3878	AFMID	522.2003
AFP	10.0229	AFP	125.8391
AFTPH	1152.631	AFTPH	2080.4971
AG2	261.0306	AG2	349.0917
AGAP11	26.5824	AGAP11	131.2719
AGAP1	399.6078	AGAP1	802.3041
AGAP2	142.2551	AGAP2	83.7245
removed	removed	AGAP3	1496.3354
AGAP4	81.0546	AGAP4	210.7965
AGAP5	20.2157	AGAP5	94.2356
AGAP6	37.0411	AGAP6	135.4208
AGAP7	7.844	AGAP7	37.0491
AGAP8	13.0733	AGAP8	44.0756
AGA	466.7175	AGA	498.2462
removed	removed	AGBL2	28.745
removed	removed	AGBL3	8.3041
removed	removed	AGBL4	6.0684
AGBL5	455.8231	AGBL5	873.5405
AGER	15.688	AGER	36.4103
AGFG1	1616.2981	AGFG1	1760.7891
AGFG2	232.7051	AGFG2	447.4634
AGGF1	769.5827	AGGF1	1004.477
AGK	549.5152	AGK	561.1657
AGL	621.4185	AGL	1294.8012
AGMAT	23.9678	AGMAT	18.8439
AGPAT1	2591.5895	AGPAT1	1413.5243
AGPAT2	1013.1823	AGPAT2	802.3041
AGPAT3	1310.3824	AGPAT3	1358.9983
AGPAT4	531.6483	AGPAT4	261.5792
AGPAT5	779.6056	AGPAT5	803.901
AGPAT6	1275.0844	AGPAT6	2273.7272
AGPAT9	37.9126	AGPAT9	328.9702
AGPHD1	74.0821	AGPHD1	78.2502
AGPS	1855.104	AGPS	1026.5148
AGR2	1793.2237	AGR2	2449.0715
AGR3	27.8897	AGR3	823.7031
AGRN	2538.8387	AGRN	2824.6724
AGTPBP1	374.3327	AGTPBP1	454.1705
AGTR1	242.728	AGTR1	252.6364
AGTRAP	499.8366	AGTRAP	379.4336
AGT	297.6359	AGT	89.4288
AGXT2L2	265.1095	AGXT2L2	424.5536
AHCTF1	1160.475	AHCTF1	1939.6467
AHCYL1	3434.7968	AHCYL1	4086.896
AHCYL2	584.3774	AHCYL2	862.9879
AHCY	2902.7127	AHCY	3801.3627
AHDC1	776.991	AHDC1	1081.4497
AHI1	276.2828	AHI1	540.0861
AHNAK2	8192.1778	AHNAK2	880.2349
AHNAK	43360.2789	AHNAK	73078.9776
AHRR	61.8804	AHRR	34.8134
AHR	2800.305	AHR	2976.0626
AHSA1	1857.2829	AHSA1	1357.7208
AHSA2	111.559	AHSA2	618.6556
AIDA	1988.587	AIDA	704.6414
AIF1L	464.1028	AIF1L	2984.0473
AIF1	547.3363	AIF1	231.8761
AIFM1	1250.6809	AIFM1	640.3741
AIFM2	199.1502	AIFM2	594.0627
AIFM3	45.1858	AIFM3	11.6257
AIG1	528.1621	AIG1	798.152
AIM1L	92.8206	removed	removed
AIM1	839.3071	AIM1	2558.9412
AIM2	11.3302	removed	removed
AIMP1	739.6666	AIMP1	1607.7094
AIMP2	256.0715	AIMP2	224.6835
AIP	729.0555	AIP	665.2864
AJAP1	24.4035	AJAP1	35.1327
AK1	579.1481	AK1	275.6323
AK2	2146.6391	AK2	2293.2099
AK3L1	94.9995	AK3L1	615.7811
AK3	1322.5842	AK3	1886.3089
AK5	271.4893	AK5	1379.1198
removed	removed	AK7	49.1858
AKAP10	383.0483	AKAP10	640.3741
AKAP11	1714.348	AKAP11	2657.9516
AKAP12	4508.5521	AKAP12	2396.6918
AKAP13	5691.6875	AKAP13	5961.3875
AKAP1	941.7148	AKAP1	3711.9339
AKAP2	1105.3492	AKAP2	1329.1259
AKAP3	12.2018	AKAP3	67.7104
AKAP5	103.2792	AKAP5	122.3258
AKAP6	109.3801	AKAP6	403.7071
AKAP7	82.7977	AKAP7	235.7088
AKAP8L	481.5339	AKAP8L	956.8881
AKAP8	440.5709	AKAP8	890.4553
AKAP9	1430.6569	AKAP9	3723.7513
AKD1	173.4394	AKD1	233.1537
AKIRIN1	845.408	AKIRIN1	1751.5269
AKIRIN2	712.9317	AKIRIN2	781.2244
AKNA	501.5797	AKNA	593.7433
AKR1A1	3884.519	AKR1A1	1491.2252
AKR1B10	39.22	removed	removed
AKR1B15	119.8388	removed	removed
AKR1B1	1415.8405	AKR1B1	722.7763
AKR1C1	45.7566	AKR1C1	421.4843
AKR1C2	30.5044	AKR1C2	253.5945
AKR1C3	276.2828	AKR1C3	468.8624
AKR1E2	40.0915	AKR1E2	53.7659
AKR7A2	772.6332	AKR7A2	767.1713
AKR7A3	21.3531	AKR7A3	94.2196
removed	removed	AKR7L	21.7184
AKT1S1	1334.7859	AKT1S1	614.823
AKT1	19257.4355	AKT1	2598.8647
AKT2	2164.9417	AKT2	2355.1713
AKT3	2040.3094	AKT3	701.0579
AKTIP	1083.2945	AKTIP	603.852
ALAD	1147.8375	ALAD	1837.4424
ALAS1	764.7892	ALAS1	777.0724
ALB	676.3264	ALB	321.3049
ALCAM	3103.6061	ALCAM	3632.7255
ALDH16A1	421.8324	ALDH16A1	279.465
ALDH18A1	3513.2367	ALDH18A1	1795.2831
ALDH1A1	2624.251	ALDH1A1	1259.3491
ALDH1A2	397.4289	ALDH1A2	639.0965
ALDH1A3	889.0642	ALDH1A3	3579.6272
ALDH1B1	2666.9572	ALDH1B1	612.5873
ALDH1L1	7.844	ALDH1L1	396.0418
ALDH1L2	2147.5106	ALDH1L2	321.3049
ALDH2	3809.1295	ALDH2	3705.8655
ALDH3A1	8.2798	ALDH3A1	48.5471
ALDH3A2	1131.7137	ALDH3A2	1980.8479
ALDH3B1	265.8242	ALDH3B1	111.4666
ALDH3B2	7329.3387	ALDH3B2	398.2775
ALDH4A1	295.8928	ALDH4A1	465.0297
ALDH5A1	280.6406	ALDH5A1	712.8753
ALDH6A1	284.0484	ALDH6A1	724.5521
ALDH7A1	1549.6241	ALDH7A1	3965.8478
ALDH8A1	10.0229	ALDH8A1	11.1786
ALDH9A1	3698.0063	ALDH9A1	4237.9668
ALDOA	22859.135	ALDOA	11411.1146
ALDOC	115.481	ALDOC	550.9453
ALG10B	160.3661	ALG10B	377.5173
ALG10	98.9215	ALG10	106.3564
ALG11	20.9173	ALG11	7.3459
ALG12	440.5709	ALG12	395.0837
ALG13	460.6166	ALG13	567.5535
ALG14	275.4113	ALG14	174.0668
ALG1L	34.1126	ALG1L	16.3048
ALG1	680.5752	ALG1	396.4698
ALG2	811.8531	ALG2	800.0683
ALG3	1268.5478	ALG3	364.7417
ALG5	850.2015	ALG5	672.6323
ALG6	371.7181	ALG6	305.9742
ALG8	1712.6049	ALG8	641.6516
ALG9	1116.4615	ALG9	571.7055
ALKBH1	260.5948	ALKBH1	214.6291
ALKBH2	206.9942	ALKBH2	423.5092
ALKBH3	416.6031	ALKBH3	487.7063
ALKBH4	204.0266	ALKBH4	175.6414
ALKBH5	2061.2006	ALKBH5	2001.474
ALKBH6	76.6968	ALKBH6	64.5165
ALKBH7	256.2371	ALKBH7	301.1834
ALKBH8	278.8975	ALKBH8	303.4191
removed	removed	ALK	9.2623
removed	removed	ALMS1P	9.901
removed	removed	ALMS1	1084.3242
removed	removed	ALOX12B	6.8445
removed	removed	ALOX12P2	39.6042
removed	removed	ALOX12	8.3169
ALOX15B	1760.9761	ALOX15B	289.0466
ALOX15	6.9724	ALOX15	41.2011
ALOX5AP	352.5439	ALOX5AP	173.428
ALOX5	279.769	ALOX5	413.2888
removed	removed	ALOXE3	30.6613
ALPK1	370.8465	ALPK1	841.5889
ALPK2	160.3661	ALPK2	9.5817
ALPK3	313.3239	ALPK3	320.3467
ALPL	248.8288	ALPL	1175.3499
ALS2CL	129.4259	ALS2CL	470.7787
ALS2CR11	8.2798	ALS2CR11	15.9694
ALS2CR4	657.588	ALS2CR4	2003.2051
ALS2CR8	87.5912	ALS2CR8	331.8447
ALS2	566.9463	ALS2	842.2276
ALX3	21.7889	ALX3	39.2848
ALX4	9.1513	ALX4	87.1931
AMACR	573.483	AMACR	235.7088
removed	removed	AMBP	5.749
AMBRA1	908.1599	AMBRA1	1096.7803
AMD1	1611.6701	AMD1	2531.8506
removed	removed	AMDHD1	20.7603
AMDHD2	126.1227	AMDHD2	167.6726
AMFR	3051.3128	AMFR	3411.3892
AMICA1	131.169	AMICA1	117.8544
AMIGO1	58.3942	AMIGO1	186.2035
AMIGO2	654.1018	AMIGO2	5298.0175
AMIGO3	72.7748	AMIGO3	37.0491
AMMECR1L	828.4127	AMMECR1L	1069.6323
AMMECR1	805.7523	AMMECR1	221.3363
AMN1	117.6599	AMN1	270.8415
AMN	41.3988	removed	removed
AMOTL1	3423.0308	AMOTL1	3375.9371
AMOTL2	1392.3085	AMOTL2	5597.2846
AMOT	1505.1749	AMOT	1632.0756
AMPD1	23.532	AMPD1	137.0177
AMPD2	865.8895	AMPD2	766.5326
AMPD3	182.1549	AMPD3	193.8689
AMPH	331.6265	AMPH	65.794
AMT	27.454	AMT	391.2254
AMY1A	45.3208	AMY1A	16.6082
AMY2B	45.3731	AMY2B	360.5194
AMZ1	10.4587	AMZ1	9.5817
AMZ2P1	139.4487	AMZ2P1	243.0547
AMZ2	1011.0034	AMZ2	1191.9581
ANAPC10	108.0728	ANAPC10	176.9413
ANAPC11	494.1715	ANAPC11	432.7715
ANAPC13	1211.2779	ANAPC13	1226.5575
ANAPC16	1483.386	ANAPC16	2707.4568
ANAPC1	587.4278	ANAPC1	1113.3885
ANAPC2	363.8741	ANAPC2	648.3588
ANAPC4	300.2506	ANAPC4	686.366
ANAPC5	2274.7576	ANAPC5	3065.172
ANAPC7	674.1475	ANAPC7	821.4674
ANGEL1	352.1081	ANGEL1	816.6766
ANGEL2	504.6301	ANGEL2	580.9678
ANGPT1	219.6318	ANGPT1	114.0217
ANGPT2	1316.0475	ANGPT2	152.3483
ANGPTL1	285.8699	ANGPTL1	151.0708
ANGPTL2	9872.0994	ANGPTL2	2761.7529
ANGPTL4	51.4217	ANGPTL4	833.6041
ANGPTL6	5.6346	removed	removed
removed	removed	ANGPTL7	26.8286
ANG	179.6056	ANG	469.4884
ANK1	12.2018	removed	removed
ANK2	664.1246	ANK2	738.107
ANK3	486.7633	ANK3	2223.9026
ANKAR	15.2522	ANKAR	86.5543
ANKDD1A	50.9859	ANKDD1A	86.2349
removed	removed	ANKFN1	16.2888
ANKFY1	2022.4425	ANKFY1	2287.7803
ANKHD1-EIF4EBP3	516.2305	ANKHD1-EIF4EBP3	930.5801
ANKHD1	2085.3644	ANKHD1	4311.8159
ANKH	4577.8407	ANKH	1398.2831
ANKIB1	1767.077	ANKIB1	1733.0023
removed	removed	ANKK1	55.2542
ANKLE1	12.6375	ANKLE1	33.8552
ANKLE2	1828.9574	ANKLE2	1801.9903
ANKMY1	93.6921	ANKMY1	298.9477
ANKMY2	434.0342	ANKMY2	747.6886
ANKRA2	161.2376	ANKRA2	544.5575
ANKRD10	958.7101	ANKRD10	1150.6165
ANKRD11	1495.6923	ANKRD11	2900.7604
ANKRD12	1538.2939	ANKRD12	2269.8945
ANKRD13A	1520.8628	ANKRD13A	2035.7827
ANKRD13B	159.4945	ANKRD13B	152.9871
ANKRD13C	607.9094	ANKRD13C	712.2365
ANKRD13D	440.1351	ANKRD13D	390.2928
ANKRD16	91.949	ANKRD16	240.3974
ANKRD17	3237.8255	ANKRD17	5302.1695
ANKRD19	23.0962	ANKRD19	25.8705
ANKRD1	6.5367	removed	removed
removed	removed	ANKRD20A3	32.5776
removed	removed	ANKRD20A4	18.5245
removed	removed	ANKRD20B	12.1368
ANKRD22	71.8728	ANKRD22	45.992
ANKRD23	11.3302	ANKRD23	54.9348
removed	removed	ANKRD24	40.5623
ANKRD26	189.1274	ANKRD26	476.5277
ANKRD27	937.7928	ANKRD27	803.5816
ANKRD28	956.0954	ANKRD28	1896.8487
ANKRD29	47.9355	ANKRD29	220.6975
ANKRD30A	6.5367	ANKRD30A	659.218
removed	removed	ANKRD30B	60.045
removed	removed	ANKRD31	9.2623
ANKRD32	120.7103	ANKRD32	178.2188
ANKRD34A	38.7842	ANKRD34A	15.0113
ANKRD35	80.6188	ANKRD35	159.0555
ANKRD36BP1	98.9215	ANKRD36BP1	223.8914
ANKRD36B	28.3255	ANKRD36B	133.5044
ANKRD36	109.8159	ANKRD36	450.9767
ANKRD37	83.1507	ANKRD37	99.25
ANKRD39	143.3707	ANKRD39	106.037
ANKRD40	1260.268	ANKRD40	1473.0201
ANKRD42	297.6359	ANKRD42	362.1866
ANKRD43	22.6604	ANKRD43	49.1858
ANKRD44	64.9308	ANKRD44	91.9839
ANKRD45	5.2293	ANKRD45	28.4256
ANKRD46	311.145	ANKRD46	468.8241
ANKRD49	347.3145	ANKRD49	353.5631
ANKRD50	1910.012	ANKRD50	1226.1327
ANKRD52	639.2853	ANKRD52	1357.7208
ANKRD53	28.3255	ANKRD53	55.893
ANKRD54	368.6676	ANKRD54	265.7313
ANKRD56	18.3026	ANKRD56	68.6685
ANKRD57	423.1398	ANKRD57	1548.0764
ANKRD58	10.0229	removed	removed
ANKRD5	87.5912	ANKRD5	212.7128
ANKRD6	589.5152	ANKRD6	465.2246
ANKRD9	82.3619	ANKRD9	56.2124
ANKS1A	1133.4568	ANKS1A	1509.111
ANKS1B	23.532	ANKS1B	152.9871
ANKS3	220.0675	ANKS3	211.7546
ANKS4B	20.0458	removed	removed
ANKS6	515.5246	ANKS6	216.8648
ANKZF1	321.1679	ANKZF1	781.8632
ANLN	859.7886	ANLN	49.1858
ANO10	1152.631	ANO10	774.5173
