gene_id	TCGA-E9-A1NA-01A-11R-A144-07	gene_id	TCGA-E9-A1NA-11A-33R-A144-07
KIAA1797	866.7285	KIAA1797	957.1305
KIAA1804	165.739	KIAA1804	118.1548
KIAA1826	316.6357	KIAA1826	393.9772
KIAA1841	286.3327	KIAA1841	173.7796
KIAA1875	5.5659	KIAA1875	15.7284
KIAA1908	171.9233	KIAA1908	394.7444
KIAA1919	28.757	KIAA1919	59.8446
KIAA1949	1449.598	KIAA1949	1838.688
KIAA1958	13.2962	KIAA1958	40.6637
KIAA1967	2563.0798	KIAA1967	2371.5354
KIAA1984	5.5659	KIAA1984	10.3577
KIAA2013	1400.1237	KIAA2013	1278.9872
KIAA2018	667.9035	KIAA2018	1023.4967
KIAA2022	137.6005	KIAA2022	60.2283
KIAA2026	452.0717	KIAA2026	792.5578
KIDINS220	2650.8967	KIDINS220	2766.2799
KIF11	728.2004	KIF11	71.3532
removed	removed	KIF12	132.3487
KIF13A	1955.7823	KIF13A	2117.1957
KIF13B	337.6623	KIF13B	2247.6264
KIF14	475.572	KIF14	9.9741
KIF15	146.2585	KIF15	17.2629
KIF16B	1315.7081	KIF16B	839.743
KIF17	49.4743	KIF17	53.3231
KIF18A	121.8306	KIF18A	23.4008
KIF18B	115.6463	KIF18B	9.5905
removed	removed	KIF19	63.6808
KIF1A	40.5071	removed	removed
KIF1B	1867.6562	KIF1B	2264.122
KIF1C	2420.5318	KIF1C	8144.2409
KIF20A	938.7755	KIF20A	19.181
KIF20B	383.7353	KIF20B	166.1072
KIF21A	845.0835	KIF21A	291.1672
KIF21B	427.953	KIF21B	208.3054
KIF22	1252.9375	KIF22	502.1579
KIF23	556.2771	KIF23	49.4869
KIF24	90.5999	KIF24	75.1894
KIF26A	101.7316	KIF26A	459.1925
KIF26B	994.4341	KIF26B	46.418
KIF27	85.6524	KIF27	131.1979
KIF2A	872.6036	KIF2A	559.7008
KIF2C	815.0897	KIF2C	24.9353
KIF3A	569.5733	KIF3A	314.1843
KIF3B	1854.3599	KIF3B	1908.1231
KIF3C	2506.8027	KIF3C	510.9811
KIF4A	411.2554	KIF4A	13.8103
KIF4B	6.1843	removed	removed
removed	removed	KIF5A	18.7974
KIF5B	4957.9468	KIF5B	5071.0655
KIF5C	972.4799	KIF5C	304.5938
removed	removed	KIF6	29.1551
KIF7	124.0693	KIF7	293.6875
KIF9	74.8299	KIF9	85.9308
KIFAP3	1952.0717	KIFAP3	747.2907
KIFC1	289.1156	KIFC1	36.4438
KIFC2	364.2084	KIFC2	234.2073
KIFC3	447.7427	KIFC3	728.877
KILLIN	67.0996	KILLIN	41.8145
KIN	178.1076	KIN	177.9994
removed	removed	KIRREL3	7.2888
KIRREL	335.8071	KIRREL	999.7123
KISS1R	17.316	removed	removed
KITLG	410.3278	KITLG	771.8423
KIT	58.7508	KIT	4159.5857
KLB	22.5727	KLB	562.0025
KLC1	1524.1187	KLC1	1767.2274
KLC2	1308.5962	KLC2	441.546
KLC3	144.7124	KLC3	97.823
KLC4	278.6271	KLC4	560.8593
KLF10	1982.0656	KLF10	2676.1293
KLF11	949.9072	KLF11	1341.5172
KLF12	305.1948	KLF12	409.322
KLF13	2079.4682	KLF13	3463.3164
removed	removed	KLF14	16.4956
KLF15	5.5659	KLF15	464.1795
KLF16	667.2851	KLF16	255.8742
removed	removed	KLF17	5.7543
KLF2	577.9221	KLF2	636.8083
KLF3	983.5993	KLF3	1928.0522
KLF4	480.2103	KLF4	1185.7677
KLF5	177.18	KLF5	522.1061
KLF6	2460.4205	KLF6	3978.9009
KLF7	151.2059	KLF7	190.2752
KLF8	62.4613	KLF8	491.0329
KLF9	394.5578	KLF9	2002.1099
KLHDC10	1922.0779	KLHDC10	955.2124
KLHDC1	47.9283	KLHDC1	85.1635
KLHDC2	1375.6957	KLHDC2	980.9149
KLHDC3	870.7483	KLHDC3	2093.0277
KLHDC4	356.1657	KLHDC4	267.8431
KLHDC5	936.9202	KLHDC5	783.3509
KLHDC7A	32.7767	KLHDC7A	79.7928
KLHDC7B	350.3401	KLHDC7B	28.7715
KLHDC8A	12.0594	KLHDC8A	14.5775
KLHDC8B	666.3575	KLHDC8B	950.9926
KLHDC9	188.0025	KLHDC9	47.5688
removed	removed	KLHL10	5.7543
KLHL11	56.5863	KLHL11	86.698
KLHL12	1348.4848	KLHL12	900.7385
KLHL13	359.6166	KLHL13	466.4813
KLHL14	6.8027	KLHL14	30.6896
KLHL15	482.3748	KLHL15	277.3569
KLHL17	120.2845	KLHL17	52.5559
KLHL18	362.7087	KLHL18	501.3906
KLHL20	467.5325	KLHL20	590.0067
KLHL21	990.7236	KLHL21	2710.655
KLHL22	336.7347	KLHL22	583.4852
KLHL23	102.4613	KLHL23	101.8471
KLHL24	1022.2635	KLHL24	1258.2718
KLHL25	376.0049	KLHL25	472.2355
KLHL26	652.4428	KLHL26	271.6026
KLHL28	598.9487	KLHL28	343.3394
KLHL29	38.6518	KLHL29	511.3647
KLHL2	269.0167	KLHL2	608.4204
KLHL30	30.9215	KLHL30	202.9347
KLHL31	23.7013	KLHL31	311.7522
removed	removed	KLHL32	6.5215
removed	removed	KLHL33	5.3707
KLHL35	500.9276	KLHL35	36.4438
KLHL36	517.0068	KLHL36	393.2099
KLHL38	14.5331	KLHL38	5.7543
KLHL3	51.6388	KLHL3	272.7534
KLHL4	5.2566	KLHL4	53.3231
KLHL5	1497.2171	KLHL5	1291.2631
KLHL6	405.6895	KLHL6	128.1289
KLHL7	447.4335	KLHL7	626.8342
KLHL8	386.8275	KLHL8	384.0031
KLHL9	851.2678	KLHL9	1389.8533
removed	removed	KLK10	163.0383
removed	removed	KLK11	10.3577
removed	removed	KLK13	5.3707
removed	removed	KLK1	7.6724
KLK4	89.0538	removed	removed
KLK5	7.1119	KLK5	746.1398
KLK6	11.1317	KLK6	159.9693
KLK7	15.4607	KLK7	324.1584
removed	removed	KLK8	53.7067
KLKP1	19.4805	removed	removed
KLRA1	12.0594	KLRA1	32.9913
KLRAQ1	462.2758	KLRAQ1	594.9938
removed	removed	KLRB1	47.9524
removed	removed	KLRC1	29.1551
KLRC2	5.2783	KLRC2	8.1366
KLRD1	20.0989	KLRD1	44.8835
removed	removed	KLRF1	13.0431
KLRG1	6.8027	KLRG1	19.5646
KLRG2	38.961	KLRG2	9.5905
KLRK1	37.1707	KLRK1	87.7913
KL	12.987	KL	265.4647
KMO	43.5745	KMO	40.9322
KNDC1	317.2542	KNDC1	121.6074
KNTC1	511.4409	KNTC1	236.6932
KPNA1	1885.5906	KPNA1	1625.012
KPNA2	3376.3142	KPNA2	870.0489
KPNA3	627.3964	KPNA3	1285.8924
KPNA4	1991.6512	KPNA4	1848.2785
KPNA5	35.5597	KPNA5	103.5773
KPNA6	2200.0618	KPNA6	2038.9374
KPNB1	7772.1088	KPNB1	4543.5888
KPTN	152.4428	KPTN	120.4565
KRAS	1222.6345	KRAS	759.5665
KRBA1	40.1979	KRBA1	225.5682
KRBA2	55.9678	KRBA2	111.2496
KRCC1	856.2152	KRCC1	941.0185
KREMEN1	396.7223	KREMEN1	1042.294
KRI1	1092.5819	KRI1	632.343
KRIT1	658.6271	KRIT1	693.584
KRR1	878.2746	KRR1	718.9527
KRT10	606.3698	KRT10	221.3484
removed	removed	KRT13	5.7543
removed	removed	KRT14	23566.1264
KRT15	44.8361	KRT15	11854.6082
KRT16	36.1781	KRT16	283.8784
removed	removed	KRT17	10456.699
KRT18	24526.6357	KRT18	3453.5379
KRT19	15405.6895	KRT19	6237.2686
KRT222	23.1911	KRT222	50.6378
removed	removed	KRT23	861.2257
removed	removed	KRT32	13.4267
removed	removed	KRT5	19676.9924
removed	removed	KRT6B	585.4033
removed	removed	KRT6C	15.3448
removed	removed	KRT79	7.2888
KRT7	5493.5065	KRT7	7180.2052
KRT80	2776.7471	KRT80	306.5119
KRT81	10.2041	KRT81	94.3704
KRT86	6.8027	KRT86	12.2758
KRT8	32836.3822	KRT8	5263.0632
KRTAP5-9	5.8751	removed	removed
KRTCAP2	3596.7842	KRTCAP2	1169.6557
KRTCAP3	1305.8132	KRTCAP3	197.1804
KSR1	339.5176	KSR1	540.1362
KSR2	105.4422	KSR2	44.8835
KTELC1	390.2288	KTELC1	327.611
KTI12	161.41	KTI12	169.5598
KTN1	9110.6988	KTN1	6856.0468
KYNU	751.3915	KYNU	285.4129
removed	removed	KY	86.3144
L1CAM	706.2461	L1CAM	118.5384
L2HGDH	417.7489	L2HGDH	146.159
L3MBTL2	486.6605	L3MBTL2	813.1773
L3MBTL3	283.2406	L3MBTL3	256.6414
L3MBTL4	48.2375	L3MBTL4	137.7194
L3MBTL	25.974	L3MBTL	128.1289
LACE1	47.9283	LACE1	46.418
LACTB2	361.1626	LACTB2	191.8097
LACTB	705.6277	LACTB	272.3698
LAD1	4726.0359	LAD1	469.1666
LAG3	46.073	LAG3	18.7974
LAGE3	663.2653	LAGE3	166.1072
LAIR1	1156.4626	LAIR1	1300.4699
LAMA1	74.8299	LAMA1	100.5083
LAMA2	627.6964	LAMA2	2463.6003
LAMA3	271.1812	LAMA3	2727.1507
LAMA4	2058.1323	LAMA4	8602.6662
LAMA5	2046.6914	LAMA5	4337.5851
LAMB1	4245.5164	LAMB1	4708.1615
LAMB2L	15.4607	LAMB2L	17.6465
LAMB2	4111.008	LAMB2	12522.8733
LAMB3	2003.0921	LAMB3	3035.9643
removed	removed	LAMB4	6.9052
LAMC1	7076.0668	LAMC1	12363.2876
LAMC2	3216.4502	LAMC2	4389.7574
LAMC3	46.073	LAMC3	170.7107
LAMP1	7662.0284	LAMP1	7841.5652
LAMP2	5183.3643	LAMP2	4371.3436
LAMP3	219.2331	LAMP3	53.7067
LANCL1	1506.4935	LANCL1	1842.1406
LANCL2	646.5677	LANCL2	571.593
LANCL3	7.4212	LANCL3	13.4267
LAP3	1875.3865	LAP3	2744.7972
LAPTM4A	19579.4682	LAPTM4A	8091.685
LAPTM4B	3148.1138	LAPTM4B	2033.5667
LAPTM5	6748.2993	LAPTM5	3467.5362
LARGE	333.6425	LARGE	562.3861
LARP1B	829.0043	LARP1B	338.736
LARP1	10428.5714	LARP1	5421.6937
LARP4B	1313.8528	LARP4B	1220.2935
LARP4	1659.2455	LARP4	1050.3501
LARP6	281.3853	LARP6	531.3129
LARP7	874.1497	LARP7	921.0703
LARS2	257.5758	LARS2	454.589
LARS	2806.7409	LARS	2906.6846
LAS1L	896.1039	LAS1L	850.1007
LASP1	3339.5176	LASP1	6656.1811
LASS1	44.0136	LASS1	6.7325
LASS2	11857.4521	LASS2	3939.7717
removed	removed	LASS3	6.1379
LASS4	284.1682	LASS4	646.3988
LASS5	751.3915	LASS5	648.3169
LASS6	1156.5863	LASS6	981.6131
LAT2	303.3395	LAT2	226.7191
LATS1	455.7823	LATS1	623.7652
LATS2	496.9079	LATS2	1015.8243
LAT	52.5943	LAT	91.5585
LAX1	17.6252	LAX1	60.6119
LAYN	131.4162	LAYN	233.2406
LBH	826.2214	LBH	1394.4567
removed	removed	LBP	1059.9405
LBR	391.1565	LBR	898.0531
LBX2	21.4657	removed	removed
LCA5L	97.4026	LCA5L	31.8404
LCA5	120.9029	LCA5	275.0551
LCAT	64.9351	LCAT	111.7752
LCK	69.8825	LCK	120.4565
LCLAT1	551.6388	LCLAT1	316.486
LCMT1	726.0359	LCMT1	476.4554
LCMT2	294.9907	LCMT2	271.9862
removed	removed	LCN10	146.0708
removed	removed	LCN2	153.4478
removed	removed	LCN6	44.9257
LCORL	33.0705	LCORL	87.1545
LCOR	194.1435	LCOR	143.1361
LCP1	2324.9845	LCP1	3442.6009
LCP2	521.9542	LCP2	380.9341
LDB1	1384.3537	LDB1	1351.4913
LDB2	154.2981	LDB2	886.9282
LDB3	126.778	LDB3	97.4393
LDHA	8053.8033	LDHA	14978.0378
LDHB	915.5844	LDHB	9100.2206
LDHD	34.3228	LDHD	225.9519
LDLRAD1	13.2962	removed	removed
LDLRAD2	91.9357	LDLRAD2	378.2833
LDLRAD3	901.3605	LDLRAD3	681.6918
LDLRAP1	713.9765	LDLRAP1	688.2133
LDLR	1957.6376	LDLR	800.6138
LDOC1L	973.4075	LDOC1L	1456.603
LDOC1	1300.5566	LDOC1	786.4199
LEF1	225.7267	LEF1	43.7326
removed	removed	LEFTY1	5.9614
removed	removed	LEFTY2	26.0861
LEKR1	17.316	LEKR1	10.7413
LEMD2	571.4286	LEMD2	710.0796
LEMD3	645.3309	LEMD3	680.5409
LENG1	265.6153	LENG1	125.4436
LENG8	887.1954	LENG8	3394.9592
LENG9	423.8745	LENG9	130.5035
LEO1	467.2233	LEO1	412.3909
LEPRE1	1116.8831	LEPRE1	619.929
LEPREL1	73.9023	LEPREL1	428.8865
LEPREL2	951.7625	LEPREL2	492.1838
LEPROTL1	1154.9165	LEPROTL1	829.3852
LEPROT	922.3222	LEPROT	1345.9902
LEPR	88.8095	LEPR	1041.6572
removed	removed	LEP	16598.83
LETM1	1944.9598	LETM1	1176.5609
LETM2	50.402	LETM2	12.2758
LETMD1	863.3271	LETMD1	1238.7072
LFNG	856.2152	LFNG	870.8162
removed	removed	LGALS12	868.5144
LGALS1	8237.1676	LGALS1	9338.0646
removed	removed	LGALS2	18.7974
LGALS3BP	12288.188	LGALS3BP	10241.8721
LGALS3	5594.6197	LGALS3	5986.3815
removed	removed	LGALS7	54.0903
LGALS8	1237.7118	LGALS8	1163.8976
LGALS9C	11.4409	LGALS9C	13.4267
LGALS9	1702.2263	LGALS9	1359.1637
LGI2	29.3754	LGI2	293.4689
LGI3	6.8027	removed	removed
LGI4	16.3884	LGI4	215.2105
LGMN	4586.8893	LGMN	3230.0758
LGR4	1245.8256	LGR4	1219.5262
LGR5	40.5071	LGR5	55.6248
removed	removed	LGR6	210.6071
LGTN	1045.1453	LGTN	1426.6807
removed	removed	LHCGR	11.125
LHFPL2	2556.5863	LHFPL2	1684.0894
LHFP	374.7681	LHFP	2799.6547
LHPP	361.4719	LHPP	466.0976
LHX1	20.7174	removed	removed
LHX2	28.4477	removed	removed
LHX4	6.0915	removed	removed
LHX6	111.008	LHX6	499.0889
LHX9	6.1843	removed	removed
LIAS	95.8565	LIAS	180.6848
LIFR	395.4855	LIFR	4106.2626
LIF	72.9746	LIF	85.5471
LIG1	908.4725	LIG1	320.7059
LIG3	739.6413	LIG3	512.5156
LIG4	164.8114	LIG4	325.3093
LILRA1	8.658	LILRA1	32.9913
LILRA2	347.248	LILRA2	58.6938
LILRA3	6.4935	LILRA3	14.1939
LILRA4	398.5776	LILRA4	11.5086
LILRA5	96.1657	LILRA5	64.8317
LILRA6	259.8609	LILRA6	236.7738
LILRB1	279.2208	LILRB1	202.9347
LILRB2	223.8714	LILRB2	298.4559
LILRB3	135.0062	LILRB3	169.4792
LILRB4	971.5523	LILRB4	331.0636
LILRB5	163.5745	LILRB5	836.2904
LIMA1	1702.8448	LIMA1	3843.8669
LIMCH1	323.1293	LIMCH1	5825.2613
LIMD1	740.1824	LIMD1	869.0285
LIMD2	242.2418	LIMD2	165.7313
LIME1	26.6605	LIME1	40.5141
LIMK1	1332.0965	LIMK1	797.9285
LIMK2	1063.0798	LIMK2	1940.3472
LIMS1	434.4465	LIMS1	717.3684
LIMS2	299.3197	LIMS2	1659.9214
LIMS3-LOC440895	6.9635	LIMS3-LOC440895	53.5149
removed	removed	LIMS3	19.7564
LIN37	154.1837	LIN37	134.9957
LIN52	211.5028	LIN52	170.7107
LIN54	371.0575	LIN54	280.8094
LIN7A	141.0019	LIN7A	41.4309
LIN7B	38.3426	LIN7B	25.3189
LIN7C	763.76	LIN7C	669.0323
LIN9	220.47	LIN9	69.8187
LINGO1	37.415	LINGO1	79.0256
removed	removed	LINGO2	7.6724
LINGO3	24.1528	removed	removed
LINGO4	12.3686	LINGO4	26.4697
LINS1	215.2134	LINS1	228.2536
LIPA	3121.5213	LIPA	2239.5703
LIPC	6.1843	removed	removed
LIPE	170.0557	LIPE	16072.8148
removed	removed	LIPG	98.5902
LIPH	59.06	LIPH	99.3574
LIPT1	168.2127	LIPT1	128.5125
LIPT2	27.2109	LIPT2	22.5108
LITAF	4049.1651	LITAF	4057.1593
LIX1L	270.872	LIX1L	778.7475
LLGL1	596.7842	LLGL1	929.8935
LLGL2	3591.8367	LLGL2	570.4421
LLPH	743.1756	LLPH	522.3784
LMAN1L	10.9524	removed	removed
LMAN1	3128.6333	LMAN1	3047.0893
LMAN2L	884.663	LMAN2L	691.2822
LMAN2	2823.7477	LMAN2	2342.764
LMBR1L	584.4156	LMBR1L	397.4297
LMBR1	704.7001	LMBR1	747.6743
LMBRD1	1070.8101	LMBRD1	1486.5254
LMBRD2	188.3117	LMBRD2	232.0898
LMCD1	2251.3915	LMCD1	1874.7482
LMF1	218.6147	LMF1	310.7318
LMF2	1148.423	LMF2	1486.5254
LMLN	450.8349	LMLN	240.913
LMNA	10775.8194	LMNA	13092.5482
LMNB1	1070.5009	LMNB1	188.7408
LMNB2	2188.0025	LMNB2	1000.0959
LMO2	188.3117	LMO2	626.0669
removed	removed	LMO3	158.8185
LMO4	491.0328	LMO4	1456.9867
LMO7	777.9839	LMO7	300.374
LMOD1	351.8862	LMOD1	4341.4213
LMTK2	463.2035	LMTK2	400.4987
LMTK3	24.428	LMTK3	119.6893
removed	removed	LMX1A	24.168
LMX1B	1489.1775	LMX1B	832.0706
LNP1	112.7489	LNP1	79.4668
LNPEP	1920.572	LNPEP	653.2195
LNX1	150.2783	LNX1	290.0163
LNX2	351.577	LNX2	354.848
LOC100009676	81.3513	LOC100009676	100.0863
LOC100101266	6.8027	removed	removed
removed	removed	LOC100124692	194.8787
LOC100125556	108.5745	LOC100125556	51.8078
LOC100126784	7.7427	LOC100126784	38.1088
LOC100127888	10.2443	removed	removed
removed	removed	LOC100128164	12.2758
LOC100128191	61.8089	LOC100128191	24.1488
LOC100128239	13.9147	LOC100128239	11.5086
LOC100128288	12.987	LOC100128288	48.3361
LOC100128292	40.1979	LOC100128292	13.4267
LOC100128640	8.658	LOC100128640	51.0214
LOC100128788	34.0167	LOC100128788	6.9052
LOC100128822	63.0798	LOC100128822	94.754
LOC100128842	17.0068	LOC100128842	19.9482
LOC100128977	8.658	removed	removed
LOC100129034	1033.0581	LOC100129034	2575.4906
LOC100129387	33.1262	LOC100129387	84.2927
LOC100129534	40.5071	LOC100129534	47.1852
LOC100129550	161.41	LOC100129550	219.0467
LOC100129637	174.7557	LOC100129637	254.263
removed	removed	LOC100129716	8.056
removed	removed	LOC100129726	7.6724
LOC100130015	15.5473	LOC100130015	30.2637
LOC100130093	40.1051	LOC100130093	91.0482
LOC100130148	7.1119	removed	removed
LOC100130331	6.1843	removed	removed
LOC100130522	8.3488	LOC100130522	11.125
LOC100130557	15.3772	LOC100130557	29.0246
LOC100130581	31.5399	LOC100130581	50.2541
removed	removed	LOC100130691	13.9215
LOC100130776	821.0421	LOC100130776	292.7899
LOC100130872	40.5071	LOC100130872	29.1551
LOC100130932	68.9549	LOC100130932	27.6206
LOC100130987	12.0594	LOC100130987	14.9612
LOC100131193	39.8887	LOC100131193	27.237
LOC100131434	19.7186	LOC100131434	83.7096
removed	removed	LOC100131551	6.9052
LOC100131691	112.8479	LOC100131691	28.104
LOC100132111	49.0074	LOC100132111	10.3577
removed	removed	LOC100132215	11.9037
LOC100132247	79.1589	LOC100132247	103.5773
LOC100132287	152.752	LOC100132287	214.4433
LOC100132288	174.0878	LOC100132288	295.0034
LOC100132707	55.9493	LOC100132707	111.6524
LOC100133161	28.5405	LOC100133161	26.8534
LOC100133331	78.2313	LOC100133331	112.7841
removed	removed	LOC100133545	6.9052
LOC100133669	6.8027	LOC100133669	19.181
LOC100133893	7.4212	removed	removed
LOC100133957	6.0513	removed	removed
removed	removed	LOC100133985	5.7543
LOC100133991	18.2437	LOC100133991	23.0172
LOC100134229	81.6327	LOC100134229	145.7754
removed	removed	LOC100134259	21.0991
LOC100134713	15.7761	LOC100134713	11.5086
LOC100144603	11.4409	removed	removed
LOC100170939	128.3241	LOC100170939	105.5145
LOC100188947	14.5331	LOC100188947	14.5775
removed	removed	LOC100190938	151.5297
LOC100190939	59.6784	LOC100190939	285.0293
LOC100190986	48.2375	LOC100190986	122.7582
LOC100192378	9.8949	LOC100192378	13.0431
LOC100216545	51.3296	LOC100216545	48.7197
LOC100233209	16.6976	LOC100233209	26.0861
LOC100240735	7.1119	LOC100240735	13.4267
LOC100268168	7.1119	LOC100268168	6.5215
LOC100270710	362.6747	LOC100270710	165.5395
LOC100270746	21.645	LOC100270746	29.1551
LOC100270804	12.6778	LOC100270804	23.7844
LOC100271722	20.4082	LOC100271722	38.3619
LOC100271831	22.7365	LOC100271831	14.6159
LOC100271836	207.0686	LOC100271836	313.7432
LOC100272146	9.2764	LOC100272146	21.8663
removed	removed	LOC100272216	12.0111
LOC100272217	12.987	LOC100272217	20.3318
LOC100272228	19.1713	LOC100272228	43.349
LOC100286793	99.2579	LOC100286793	145.7754
LOC100286844	22.214	LOC100286844	30.1333
LOC100288778	266.4038	LOC100288778	347.4403
LOC100289341	58.4416	LOC100289341	42.9654
LOC100302401	16.1441	LOC100302401	26.4889
LOC100302640	7.4212	removed	removed
LOC100302650	6.1843	LOC100302650	19.5646
LOC100303728	13.2962	LOC100303728	21.0991
LOC113230	308.5962	LOC113230	104.7281
LOC115110	112.1181	LOC115110	71.5105
removed	removed	LOC121838	8.056
LOC134466	10.2041	LOC134466	48.3361
LOC143188	6.8027	LOC143188	17.6465
LOC143666	37.1058	LOC143666	9.9741
LOC144438	1210.5751	LOC144438	614.1747
LOC144486	12.987	LOC144486	9.9741
LOC144571	36.5368	LOC144571	82.1866
LOC145783	43.1818	LOC145783	43.3413
removed	removed	LOC145820	67.9006
removed	removed	LOC145837	19.181
LOC146880	274.397	LOC146880	360.6368
LOC147727	386.8275	LOC147727	435.4081
LOC147804	75.1391	LOC147804	112.4005
LOC148189	98.2993	LOC148189	51.0214
LOC148413	253.4385	LOC148413	359.8082
removed	removed	LOC148696	9.2145
LOC148709	12.987	removed	removed
LOC149134	68.0272	LOC149134	7.6724
LOC149837	30.9215	LOC149837	106.6462
LOC150381	22.5727	LOC150381	66.3355
LOC150776	418.6766	LOC150776	290.3999
LOC150786	111.008	LOC150786	49.4869
LOC151009	22.5727	LOC151009	59.461
LOC151162	1174.397	LOC151162	1326.5561
LOC151534	230.235	LOC151534	76.7239
LOC152217	241.1874	LOC152217	217.5122
LOC152225	64.3166	removed	removed
LOC153684	20.4082	LOC153684	21.8663
LOC154761	23.9672	LOC154761	70.2791
LOC154822	26.3142	LOC154822	17.167
LOC158376	5.2566	LOC158376	95.5212
LOC158572	41.1255	LOC158572	39.1292
removed	removed	LOC158696	13.0431
LOC162632	310.0526	LOC162632	418.8204
removed	removed	LOC168474	5.3707
LOC200030	804.8794	LOC200030	733.6952
removed	removed	LOC201651	6.1379
LOC202181	41.744	LOC202181	57.1593
LOC202781	289.1156	LOC202781	163.0383
LOC219347	64.1373	LOC219347	85.9883
LOC220594	9.8949	removed	removed
LOC220729	98.6395	LOC220729	126.2108
LOC220930	66.9048	LOC220930	69.0016
LOC221442	12.987	LOC221442	36.0717
LOC221710	1004.6382	LOC221710	280.0422
LOC222699	21.3358	LOC222699	36.0602
LOC253039	168.522	LOC253039	274.2879
LOC253724	13.2962	LOC253724	10.3577
LOC254559	183.6735	LOC254559	58.3102
LOC255167	7.7304	LOC255167	6.1379
removed	removed	LOC257358	6.5215
LOC25845	432.35	LOC25845	278.151
LOC282997	43.9085	LOC282997	23.0172
LOC283050	21.3358	LOC283050	33.3749
LOC283070	306.1224	LOC283070	187.5899
removed	removed	LOC283174	201.7838
LOC283267	184.6011	LOC283267	295.387
LOC283314	38.8095	LOC283314	87.2888
removed	removed	LOC283392	296.9176
LOC283663	10.5133	LOC283663	23.7844
LOC283867	29.9938	removed	removed
LOC283922	17.9344	LOC283922	38.3619
LOC284023	81.6327	LOC284023	114.3186
LOC284232	6.8027	LOC284232	8.8232
removed	removed	LOC284233	10.3577
removed	removed	LOC284276	13.4267
LOC284440	136.6729	LOC284440	134.2668
LOC284441	102.6592	LOC284441	90.1506
removed	removed	LOC284578	15.7284
LOC284837	150.2783	LOC284837	35.6766
LOC284900	55.2474	LOC284900	119.6125
LOC285033	38.8683	LOC285033	42.0025
LOC285074	152.4428	LOC285074	236.3096
LOC285359	71.4286	LOC285359	35.6766
LOC285548	6.1843	removed	removed
removed	removed	LOC285593	6.1379
LOC285830	9.1651	LOC285830	28.4761
removed	removed	LOC286002	12.2758
LOC286367	12.987	LOC286367	123.1418
LOC286467	462.2758	LOC286467	9.2069
LOC338651	76.945	LOC338651	11.451
LOC338758	12.6778	LOC338758	28.7715
LOC338799	175.9431	LOC338799	190.6589
LOC339047	849.1033	LOC339047	1367.987
LOC339290	355.5968	LOC339290	869.2817
LOC339524	19.7897	LOC339524	639.11
removed	removed	LOC339535	10.7413
LOC341056	7.7304	LOC341056	7.6724
removed	removed	LOC342346	5.3707
LOC344595	188.9301	LOC344595	164.5727
LOC344967	7.4212	removed	removed
LOC348926	88.4354	LOC348926	57.9265
LOC349114	106.679	LOC349114	115.0858
LOC349196	14.3599	LOC349196	11.125
LOC374443	144.7124	LOC374443	105.879
LOC375190	90.2907	LOC375190	109.3315
LOC387646	331.478	LOC387646	57.1593
LOC387647	352.3562	LOC387647	613.8717
LOC388152	171.3049	LOC388152	194.1114
LOC388242	24.7372	LOC388242	19.181
LOC388588	38.3426	LOC388588	20.7155
LOC388692	120.9029	LOC388692	275.0551
LOC388789	720.47	LOC388789	397.8134
LOC388796	264.9969	LOC388796	201.4002
LOC388955	336.7347	LOC388955	324.9257
removed	removed	LOC389033	5.3707
LOC389333	15.1515	LOC389333	53.3231
LOC389493	69.5733	LOC389493	10.7413
removed	removed	LOC389705	14.1939
LOC390595	9.8949	LOC390595	7.2888
LOC399744	96.1657	LOC399744	99.3574
LOC399959	144.4032	LOC399959	408.9383
LOC400027	235.3123	LOC400027	275.8224
LOC400043	101.4224	LOC400043	238.9949
LOC400657	145.0216	LOC400657	187.5899
LOC400752	24.428	LOC400752	23.4008
LOC400759	10.2041	LOC400759	15.7284
LOC400927	10.0649	LOC400927	28.5873
LOC400931	66.7904	LOC400931	127.7453
LOC401010	44.5269	LOC401010	28.0042
LOC401052	18.5529	LOC401052	236.3096
LOC401093	34.1249	LOC401093	230.9543
removed	removed	LOC401127	6.9052
LOC401397	461.6574	LOC401397	405.8694
LOC401431	14.5485	LOC401431	57.0442
removed	removed	LOC401463	8.8232
LOC401588	37.7242	LOC401588	40.6637
LOC402377	6.4935	LOC402377	6.1379
LOC407835	65.2443	LOC407835	47.5688
removed	removed	LOC440173	12.2758
LOC440354	180.3525	LOC440354	131.3858
removed	removed	LOC440461	12.6594
LOC440905	31.8491	LOC440905	18.4137
LOC440925	11.1317	LOC440925	10.7413
LOC440944	127.0872	LOC440944	124.2927
LOC440957	71.4286	LOC440957	107.0298
LOC441046	22.8819	LOC441046	19.9482
LOC441089	73.5931	LOC441089	116.2367
LOC441204	91.8367	LOC441204	51.7886
LOC441208	43.29	LOC441208	65.2153
LOC441294	60.9153	LOC441294	51.7886
removed	removed	LOC441455	6.1379
removed	removed	LOC441666	44.1162
LOC441869	116.8831	LOC441869	359.4514
LOC442421	15.1515	LOC442421	9.5905
LOC442454	101.4224	LOC442454	118.922
LOC493754	333.6425	LOC493754	530.1621
LOC541471	276.7471	LOC541471	149.228
LOC550112	209.6475	LOC550112	164.5727
LOC550643	334.8794	LOC550643	207.9217
removed	removed	LOC554202	19.9482
removed	removed	LOC55908	39.8964
removed	removed	LOC572558	12.6594
LOC595101	170.068	LOC595101	177.2322
LOC606724	23.8095	LOC606724	16.112
