gene_id	TCGA-E9-A1NA-01A-11R-A144-07	gene_id	TCGA-E9-A1NA-11A-33R-A144-07
removed	removed	LOC613037	18.0301
LOC619207	10.8225	LOC619207	17.6465
LOC641298	181.308	LOC641298	61.7474
removed	removed	LOC641367	5.3707
LOC642587	20.0989	LOC642587	482.2096
LOC642826	60.9184	LOC642826	128.0215
LOC642846	85.6524	LOC642846	103.1936
LOC642852	341.6821	LOC642852	269.6845
LOC643008	58.4416	LOC643008	10.7413
LOC643387	28.4477	LOC643387	26.8534
removed	removed	LOC643719	5.7543
removed	removed	LOC643763	11.125
LOC643837	109.7712	LOC643837	182.9865
removed	removed	LOC644165	6.1149
removed	removed	LOC644172	13.4267
LOC644538	42.0532	LOC644538	192.9606
LOC644936	23.1911	LOC644936	24.5516
LOC645166	114.4094	LOC645166	130.4306
LOC645323	178.726	removed	removed
LOC645332	132.3438	LOC645332	95.9049
LOC645431	21.2554	LOC645431	9.6212
LOC645676	32.7211	LOC645676	15.9164
LOC646214	65.2443	LOC646214	93.9868
LOC646471	31.8893	LOC646471	58.6823
LOC646762	193.5683	LOC646762	364.0549
LOC646851	33.3952	LOC646851	88.9997
LOC646999	13.6054	LOC646999	25.3189
LOC647121	35.2505	LOC647121	27.6206
LOC647288	7.1119	LOC647288	8.056
removed	removed	LOC647859	16.112
LOC647946	9.5857	LOC647946	6.5215
LOC647979	13326.5306	LOC647979	12952.9107
removed	removed	LOC648740	14.9113
LOC649330	19.7897	LOC649330	6.5215
LOC650368	29.0662	LOC650368	74.8058
LOC650623	76.376	LOC650623	127.7453
LOC651250	1754.7928	LOC651250	1859.0199
LOC652276	60.2968	LOC652276	35.293
LOC653113	29.6846	LOC653113	31.8404
LOC653501	130.1793	LOC653501	232.0898
LOC653566	2537.415	LOC653566	1147.7894
LOC653653	131.107	LOC653653	88.6161
LOC653786	12.3686	removed	removed
LOC654342	187.0748	LOC654342	496.7872
LOC654433	10.8225	LOC654433	6.9052
LOC678655	313.2127	LOC678655	309.7842
LOC723972	8.9672	LOC723972	5.7543
LOC727896	16.6976	LOC727896	14.9612
LOC728024	18.8621	LOC728024	31.0732
LOC728190	160.1732	LOC728190	176.8486
LOC728264	45.4545	LOC728264	995.4925
LOC728323	9.2764	LOC728323	37.2111
LOC728392	47.3098	LOC728392	84.7799
LOC728554	204.7001	LOC728554	72.8877
removed	removed	LOC728606	21.4827
LOC728613	198.5158	LOC728613	113.5514
LOC728640	26.2832	LOC728640	22.2499
LOC728643	67.4088	LOC728643	48.7197
LOC728723	17.0068	LOC728723	28.0042
LOC728743	168.2127	LOC728743	142.7064
LOC728758	69.2641	LOC728758	24.5516
LOC728819	17.316	LOC728819	36.4438
LOC728855	83.4972	LOC728855	209.4562
LOC728875	29.9845	LOC728875	13.8103
LOC729020	41.4348	LOC729020	31.4568
LOC729082	450.6463	LOC729082	399.6778
LOC729176	24.1187	LOC729176	37.5947
LOC729234	36.4873	LOC729234	59.0774
LOC729375	46.6914	LOC729375	35.6766
LOC729603	12.987	LOC729603	16.8793
LOC729678	465.5009	LOC729678	432.6115
LOC729799	5.5659	LOC729799	11.8922
LOC729991-MEF2B	82.8571	LOC729991-MEF2B	34.3608
LOC729991	363.859	LOC729991	273.513
LOC730101	129.8701	LOC730101	136.9521
LOC730668	10.2041	removed	removed
LOC731789	7.7304	removed	removed
LOC80054	39.5795	LOC80054	178.383
LOC80154	353.1231	LOC80154	235.926
LOC81691	91.5275	LOC81691	100.8919
LOC84740	27.6407	LOC84740	5.0062
LOC84856	9.2764	LOC84856	40.28
LOC84989	8.5591	LOC84989	7.0126
LOC90110	92.1459	LOC90110	213.2924
LOC90246	164.1929	LOC90246	36.0602
removed	removed	LOC90586	16.8793
LOC90784	476.1905	LOC90784	305.7447
removed	removed	LOC90834	17.2629
LOC91316	92.047	LOC91316	267.0835
LOC91450	13.2962	removed	removed
LOC91948	6.1843	removed	removed
LOC92249	291.5894	LOC92249	528.244
LOC92659	125.2319	LOC92659	41.8145
LOC92973	21.645	LOC92973	62.1464
removed	removed	LOC93432	48.3361
LOC93622	689.8578	LOC93622	230.9389
LOC96610	5119.4249	LOC96610	8704.5363
LOH12CR1	95.8565	LOH12CR1	101.6592
LOH12CR2	27.5201	LOH12CR2	46.418
LOH3CR2A	28.757	LOH3CR2A	72.5041
LONP1	1882.4985	LONP1	1549.439
LONP2	2198.825	LONP2	1705.5721
LONRF1	468.4601	LONRF1	518.6535
LONRF2	811.9975	LONRF2	521.3388
LONRF3	28.4477	LONRF3	61.7627
removed	removed	LOXHD1	7.2888
LOXL1	1429.4805	LOXL1	555.8646
LOXL2	2385.2505	LOXL2	1709.0093
LOXL3	141.3698	LOXL3	125.4551
LOXL4	24.1187	LOXL4	529.7785
LOX	2360.235	LOX	2032.0322
removed	removed	LPAL2	8.056
LPAR1	266.543	LPAR1	691.6659
LPAR2	1578.8497	LPAR2	181.452
removed	removed	LPAR3	6.1379
LPAR4	8.9672	LPAR4	6.9052
LPAR5	264.3785	LPAR5	148.0771
LPAR6	342.6098	LPAR6	932.9625
LPCAT1	2095.5473	LPCAT1	1067.9965
LPCAT2	467.8417	LPCAT2	858.5403
LPCAT3	1521.9542	LPCAT3	1449.3143
LPCAT4	244.2795	LPCAT4	558.1663
LPGAT1	14793.1354	LPGAT1	2427.5439
LPHN1	1950.2041	LPHN1	1606.5637
LPHN2	295.9184	LPHN2	1064.9276
removed	removed	LPHN3	280.8094
LPIN1	632.3438	LPIN1	1205.7159
LPIN2	1370.4391	LPIN2	979.7641
LPIN3	381.846	LPIN3	456.0391
LPL	208.1014	LPL	28379.3996
LPO	26.9017	removed	removed
removed	removed	LPPR1	13.4267
LPPR2	1493.1973	LPPR2	618.3946
LPPR3	8.3488	LPPR3	33.3749
LPPR4	21.3358	LPPR4	97.823
LPP	341.0637	LPP	945.2383
LPXN	414.6568	LPXN	247.0509
LQK1	65.5535	LQK1	26.8534
LRAT	92.1459	LRAT	50.2541
LRBA	2930.1175	LRBA	1864.7741
LRCH1	262.5232	LRCH1	750.3596
removed	removed	LRCH2	64.0644
LRCH3	278.9116	LRCH3	395.128
LRCH4	718.6147	LRCH4	698.571
LRDD	291.2801	LRDD	232.0898
LRFN1	111.3173	LRFN1	57.5429
LRFN2	12.3686	removed	removed
LRFN3	267.1614	LRFN3	196.7968
LRFN4	470.0062	LRFN4	380.5505
LRFN5	369.8207	LRFN5	63.2972
removed	removed	LRG1	340.6541
LRGUK	7.7304	LRGUK	7.6724
LRIG1	1448.2931	LRIG1	5162.5319
LRIG2	457.9468	LRIG2	265.081
LRIG3	282.9314	LRIG3	871.967
removed	removed	LRIT3	6.9052
LRMP	70.8101	LRMP	160.3529
LRP10	10138.5281	LRP10	6442.505
LRP11	4148.021	LRP11	801.5767
LRP12	618.12	LRP12	348.7101
LRP1B	6.4935	LRP1B	86.698
LRP1	11163.8837	LRP1	59264.2179
LRP2BP	32.1583	LRP2BP	56.3921
removed	removed	LRP2	1559.4131
LRP3	1172.2294	LRP3	1458.5211
LRP4	67.9344	LRP4	277.706
LRP5L	18.5529	LRP5L	70.9696
LRP5	2504.0198	LRP5	4325.3093
LRP6	757.885	LRP6	1569.3872
LRP8	389.9196	LRP8	99.3574
LRPAP1	2090.5999	LRPAP1	2140.2129
LRPPRC	3824.6753	LRPPRC	3162.5587
LRRC10B	136.6729	LRRC10B	8.4396
LRRC14B	16.0792	removed	removed
LRRC14	448.9672	LRRC14	582.5645
LRRC15	9567.4088	LRRC15	657.5237
LRRC16A	254.4836	LRRC16A	532.4638
LRRC16B	51.0204	LRRC16B	12.6594
LRRC17	262.8324	LRRC17	101.2755
LRRC1	858.9981	LRRC1	484.1277
LRRC20	293.1354	LRRC20	217.1286
LRRC23	188.6209	LRRC23	145.7754
LRRC24	14.8547	LRRC24	9.3603
LRRC25	231.9109	LRRC25	320.7059
LRRC26	8.0396	LRRC26	18.0301
LRRC27	169.7588	LRRC27	208.1212
LRRC28	151.2059	LRRC28	199.8657
LRRC29	43.9085	LRRC29	59.461
removed	removed	LRRC2	60.9955
removed	removed	LRRC31	6.1379
LRRC32	985.1577	LRRC32	2493.5264
LRRC33	102.9685	LRRC33	375.9471
LRRC34	14.8423	LRRC34	72.1205
LRRC37A2	123.4972	LRRC37A2	206.1993
LRRC37A3	413.7291	LRRC37A3	79.7928
LRRC37A4	435.0155	LRRC37A4	232.857
LRRC37A	249.227	LRRC37A	547.0413
LRRC37B2	698.825	LRRC37B2	409.7056
LRRC37B	113.1725	LRRC37B	113.1677
LRRC39	29.0445	removed	removed
removed	removed	LRRC3B	8.4396
LRRC3	73.2839	LRRC3	90.5342
LRRC40	225.1082	LRRC40	319.555
LRRC41	2212.4304	LRRC41	1826.0286
LRRC42	784.1682	LRRC42	441.9296
removed	removed	LRRC43	23.4008
LRRC45	405.3803	LRRC45	202.1674
LRRC46	93.692	LRRC46	14.1939
LRRC47	1482.0656	LRRC47	1053.8026
LRRC48	25.6648	LRRC48	43.349
LRRC49	163.5745	LRRC49	108.1807
LRRC4B	9.8949	LRRC4B	21.8663
LRRC4C	27.8293	LRRC4C	276.5896
LRRC4	63.389	LRRC4	74.8058
LRRC50	66.1719	LRRC50	12.2758
LRRC55	9.8949	LRRC55	6.5215
LRRC56	108.8435	LRRC56	75.1894
LRRC57	261.2863	LRRC57	332.2144
LRRC58	1628.0148	LRRC58	1290.4958
LRRC59	8520.4576	LRRC59	2166.1111
LRRC61	245.8256	LRRC61	157.284
removed	removed	LRRC66	12.6594
LRRC6	82.5603	LRRC6	58.3102
LRRC70	14.1528	LRRC70	77.2303
LRRC8A	816.0173	LRRC8A	1889.7094
LRRC8B	787.8788	LRRC8B	1110.9619
LRRC8C	277.9839	LRRC8C	1027.7165
LRRC8D	814.7805	LRRC8D	614.942
LRRC8E	1132.9623	LRRC8E	197.1804
LRRCC1	484.2301	LRRCC1	283.1112
LRRFIP1	2081.0142	LRRFIP1	2989.1628
LRRFIP2	2510.5133	LRRFIP2	791.4069
LRRIQ1	55.0402	LRRIQ1	15.3448
LRRIQ3	7.4212	LRRIQ3	14.5775
LRRIQ4	25.974	removed	removed
LRRK1	395.4855	LRRK1	703.9417
LRRK2	194.496	LRRK2	411.24
LRRN1	67.718	LRRN1	392.0591
LRRN2	58.7508	LRRN2	218.2795
LRRN3	316.3265	LRRN3	187.2063
LRRN4CL	29.3754	LRRN4CL	591.5412
LRRN4	5.8751	LRRN4	7.6724
removed	removed	LRRTM2	44.8835
LRSAM1	353.7415	LRSAM1	428.1193
LRTM2	81.3234	removed	removed
LRTOMT	399.5578	LRTOMT	188.8213
LRWD1	604.5145	LRWD1	230.9389
removed	removed	LSAMP	43.349
LSG1	965.6772	LSG1	869.2817
LSM10	558.7508	LSM10	430.0374
LSM11	233.7662	LSM11	171.4779
LSM12	542.9808	LSM12	652.9203
LSM14A	2224.799	LSM14A	2641.6035
LSM14B	903.2158	LSM14B	751.1269
LSM1	722.3253	LSM1	418.9124
LSM2	340.1361	LSM2	436.9426
LSM3	760.3587	LSM3	522.8733
LSM4	3649.6599	LSM4	738.4674
LSM5	356.5244	LSM5	352.9299
LSM6	255.7205	LSM6	206.7709
LSM7	697.2789	LSM7	334.5162
LSMD1	334.261	LSMD1	398.197
LSP1	1786.9511	LSP1	1471.5642
LSR	3437.8479	LSR	931.0444
LSS	601.4224	LSS	1656.4688
LST1	181.8182	LST1	130.047
LTA4H	1709.3383	LTA4H	1344.5862
LTA	13.2962	removed	removed
LTB4R2	50.8813	LTB4R2	78.1586
LTB4R	134.397	LTB4R	271.4031
LTBP1	1946.1967	LTBP1	1487.2926
LTBP2	2592.7644	LTBP2	8367.8911
LTBP3	3578.4879	LTBP3	4215.7476
LTBP4	591.5275	LTBP4	4791.0233
LTBR	2523.1911	LTBR	1933.0584
LTB	59.3692	LTB	22.6335
LTC4S	13.6889	LTC4S	46.7133
LTF	52.8757	LTF	54634.6984
LTK	165.4298	LTK	7.2888
LTV1	1284.4774	LTV1	617.6273
LUC7L2	1551.9481	LUC7L2	1778.4598
LUC7L3	3383.1169	LUC7L3	1565.9346
LUC7L	490.4143	LUC7L	564.3042
LUM	34148.1138	LUM	6955.0206
LUZP1	847.8664	LUZP1	1594.3224
LUZP2	58.7508	LUZP2	27.237
LUZP6	3746.444	LUZP6	3642.8503
LXN	634.5083	LXN	280.4258
removed	removed	LY6D	21.0991
LY6E	3467.5325	LY6E	5054.5699
LY6G5B	13.6054	LY6G5B	45.6392
LY6G5C	15.7699	LY6G5C	26.0861
LY6G6C	9.2764	LY6G6C	22.6335
LY6H	8.3488	LY6H	7.2888
LY6K	568.6456	LY6K	90.5342
LY75	238.4818	LY75	759.367
LY86	328.0767	LY86	130.8142
LY96	148.1138	LY96	129.6634
LY9	10.5133	LY9	28.3878
LYAR	256.0297	LYAR	250.8871
removed	removed	LYG1	8.056
LYL1	89.0538	LYL1	150.7624
LYNX1	493.8157	LYNX1	1061.0914
LYN	710.8844	LYN	1282.4398
LYPD1	499.6382	LYPD1	23.5197
LYPD3	410.3278	LYPD3	320.3222
LYPD5	30.9215	LYPD5	44.4999
LYPD6B	240.569	LYPD6B	79.4092
LYPD6	93.3828	LYPD6	163.8055
LYPLA1	1056.2771	LYPLA1	784.1182
LYPLA2P1	48.8559	LYPLA2P1	41.8145
LYPLA2	927.0254	LYPLA2	853.1697
LYPLAL1	633.2715	LYPLAL1	247.8182
LYRM1	294.0631	LYRM1	709.696
LYRM2	648.9641	LYRM2	854.1901
LYRM4	485.4669	LYRM4	380.1669
LYRM5	256.6481	LYRM5	281.9603
LYRM7	238.7137	LYRM7	483.7441
LYSMD1	568.9549	LYSMD1	191.8097
LYSMD2	178.726	LYSMD2	153.8314
LYSMD3	914.966	LYSMD3	496.0199
LYSMD4	115.6586	LYSMD4	243.6943
LYST	511.1317	LYST	1361.4654
LYVE1	27.2109	LYVE1	6811.1633
LYZ	6294.3723	LYZ	1301.6208
LZIC	509.8949	LZIC	344.8739
LZTFL1	350.0309	LZTFL1	569.2913
LZTR1	696.6605	LZTR1	1485.3745
LZTS1	307.0501	LZTS1	290.0163
LZTS2	1520.4082	LZTS2	2121.7992
M6PR	3472.2975	M6PR	2922.6508
MAB21L1	21.3358	MAB21L1	214.0597
MACC1	462.585	MACC1	491.0329
MACF1	3683.9827	MACF1	10016.6874
MACROD1	402.2882	MACROD1	145.7754
MACROD2	12.6778	MACROD2	109.7152
MAD1L1	556.8955	MAD1L1	365.973
MAD2L1BP	307.0501	MAD2L1BP	309.5809
MAD2L1	536.7965	MAD2L1	51.405
MAD2L2	474.026	MAD2L2	410.4728
MADD	1363.0179	MADD	1372.974
MAEA	1266.8522	MAEA	1002.014
MAF1	1606.0606	MAF1	2426.393
MAFB	2479.5918	MAFB	1613.5034
MAFF	153.6797	MAFF	691.6659
MAFG	711.812	MAFG	795.6267
MAFK	1405.2319	MAFK	1000.4565
MAF	571.4286	MAF	1643.4257
MAGED1	3010.2041	MAGED1	3090.4383
MAGED2	14511.7502	MAGED2	3836.1945
MAGED4B	155.1577	MAGED4B	306.6232
MAGED4	46.7594	MAGED4	71.242
removed	removed	MAGEE1	139.2539
MAGEF1	1398.5776	MAGEF1	750.3596
MAGEH1	653.6797	MAGEH1	474.9209
MAGEL2	19.1713	MAGEL2	14.1939
MAGI1	223.8714	MAGI1	1509.5425
MAGI2	279.53	MAGI2	274.2879
MAGI3	367.3469	MAGI3	651.7694
MAGIX	95.5473	MAGIX	35.293
MAGOHB	305.504	MAGOHB	165.34
MAGOH	404.1435	MAGOH	285.4129
MAGT1	2772.7273	MAGT1	2468.5912
MAK16	515.705	MAK16	469.251
MAK	9.5857	MAK	16.8793
MAL2	2191.4038	MAL2	1214.5392
MALAT1	2053.0025	MALAT1	2090.4383
MALL	92.7644	MALL	782.5837
MALT1	345.0835	MALT1	548.1922
removed	removed	MAL	7.2888
MAMDC2	10.2041	MAMDC2	613.3193
MAMDC4	67.4088	MAMDC4	49.8705
MAML1	1732.1367	MAML1	1345.4416
MAML2	231.2925	MAML2	1297.0174
MAML3	446.1967	MAML3	417.7616
MAMLD1	47.3098	MAMLD1	269.3009
MAMSTR	37.415	MAMSTR	15.7284
MAN1A1	1263.76	MAN1A1	3469.0707
MAN1A2	989.4867	MAN1A2	1250.2158
MAN1B1	2304.8856	MAN1B1	1480.7711
MAN1C1	904.1435	MAN1C1	437.7098
MAN2A1	1325.603	MAN2A1	872.7342
MAN2A2	976.4997	MAN2A2	2579.0736
MAN2B1	3385.5906	MAN2B1	2330.4882
MAN2B2	2460.1113	MAN2B2	2305.5529
MAN2C1	670.3772	MAN2C1	1594.7061
MANBAL	918.0581	MANBAL	1145.4877
MANBA	1703.154	MANBA	746.9071
MANEAL	1195.7328	MANEAL	165.7236
MANEA	284.1682	MANEA	522.8733
MANF	1240.2597	MANF	795.6267
MANSC1	313.5436	MANSC1	821.7129
MAOA	59.9876	MAOA	5799.9425
MAOB	3960.7297	MAOB	4488.7312
MAP1A	774.8918	MAP1A	1270.164
MAP1B	1997.2171	MAP1B	4258.1759
MAP1D	31.2307	MAP1D	71.3532
MAP1LC3A	153.6797	MAP1LC3A	344.1066
MAP1LC3B2	356.8336	MAP1LC3B2	257.025
MAP1LC3B	2394.867	MAP1LC3B	2073.4631
removed	removed	MAP1LC3C	167.2581
MAP1S	1821.274	MAP1S	769.9242
MAP2K1	1063.1664	MAP2K1	1485.2939
MAP2K2	2252.3191	MAP2K2	1723.2186
MAP2K3	704.3908	MAP2K3	1149.7075
MAP2K4	614.1002	MAP2K4	765.3208
MAP2K5	284.4774	MAP2K5	398.5806
MAP2K6	154.2981	MAP2K6	91.685
MAP2K7	1155.2257	MAP2K7	909.5617
MAP2	309.833	MAP2	253.5725
MAP3K10	279.8392	MAP3K10	194.4951
MAP3K11	1748.2993	MAP3K11	1769.6365
MAP3K12	223.8033	MAP3K12	247.1852
MAP3K13	35.0464	MAP3K13	76.1063
MAP3K14	397.0315	MAP3K14	587.705
MAP3K1	1577.9221	MAP3K1	1872.4465
MAP3K2	1090.2907	MAP3K2	672.4849
MAP3K3	1825.167	MAP3K3	1576.2846
MAP3K4	444.6506	MAP3K4	850.1007
MAP3K5	451.1441	MAP3K5	804.8336
MAP3K6	511.1317	MAP3K6	1542.1502
MAP3K7	497.2171	MAP3K7	687.4461
MAP3K8	171.3049	MAP3K8	494.4855
MAP3K9	126.1596	MAP3K9	127.3617
MAP4K1	61.5337	MAP4K1	85.1635
MAP4K2	561.2245	MAP4K2	275.4388
MAP4K3	778.9116	MAP4K3	812.506
MAP4K4	3411.2554	MAP4K4	3030.21
MAP4K5	1096.1657	MAP4K5	1041.9104
MAP4	4779.2208	MAP4	12131.1979
MAP6D1	109.7712	MAP6D1	37.2111
MAP6	144.7124	MAP6	215.2105
MAP7D1	1804.2672	MAP7D1	4933.7297
MAP7D2	12.3686	MAP7D2	15.7284
MAP7D3	176.8707	MAP7D3	958.2814
MAP7	907.2356	MAP7	649.0841
MAP9	918.6766	MAP9	367.8911
MAPK10	50.7112	MAPK10	470.3174
MAPK11	115.337	MAPK11	561.6189
MAPK12	105.8225	MAPK12	170.0854
MAPK13	993.8157	MAPK13	511.3647
MAPK14	809.5238	MAPK14	1607.3655
MAPK15	78.5405	MAPK15	37.5947
MAPK1IP1L	1442.1769	MAPK1IP1L	1615.4215
MAPK1	2081.6327	MAPK1	3252.7093
MAPK3	1229.5826	MAPK3	2093.373
removed	removed	MAPK4	87.0816
MAPK6	814.162	MAPK6	718.1356
MAPK7	236.0637	MAPK7	440.702
MAPK8IP1	40.1979	MAPK8IP1	307.2792
MAPK8IP2	1039.8887	MAPK8IP2	67.9006
MAPK8IP3	661.41	MAPK8IP3	647.166
MAPK8	393.6302	MAPK8	262.3957
MAPK9	810.1422	MAPK9	988.2037
MAPKAP1	1401.979	MAPKAP1	2228.829
MAPKAPK2	12615.6463	MAPKAPK2	2714.4912
MAPKAPK3	835.1886	MAPKAPK3	884.6265
MAPKAPK5	477.9221	MAPKAPK5	452.8551
MAPKBP1	354.0507	MAPKBP1	864.2946
MAPKSP1	766.2338	MAPKSP1	800.6138
MAPRE1	3804.5764	MAPRE1	2871.008
MAPRE2	671.6141	MAPRE2	667.1142
MAPRE3	943.4137	MAPRE3	636.4247
MAPT	900.1237	MAPT	926.0574
MARCH10	18.6704	removed	removed
MARCH1	144.094	MARCH1	129.2798
MARCH2	941.5584	MARCH2	1165.4359
MARCH3	57.2047	MARCH3	199.4821
MARCH4	10.5133	removed	removed
MARCH5	891.4657	MARCH5	1018.5096
MARCH6	3013.2962	MARCH6	2206.5791
MARCH7	1295.6092	MARCH7	1430.5169
MARCH8	354.0507	MARCH8	528.6276
MARCH9	539.2703	MARCH9	211.7579
MARCKSL1	8020.4082	MARCKSL1	2751.3187
MARCKS	5593.0736	MARCKS	3608.3245
MARCO	47.619	MARCO	631.4376
MARK1	81.3234	MARK1	416.9943
MARK2	2885.2814	MARK2	1278.9872
MARK3	1102.35	MARK3	1094.8499
MARK4	455.4731	MARK4	640.6445
MARS2	249.8454	MARS2	154.9823
MARS	2666.8367	MARS	1533.4497
MARVELD1	1930.1515	MARVELD1	1153.7278
MARVELD2	792.8262	MARVELD2	206.7709
MARVELD3	196.1596	MARVELD3	180.351
removed	removed	MASP1	127.7453
removed	removed	MASP2	34.1421
MAST1	202.5356	MAST1	5.7543
MAST2	1364.8732	MAST2	1149.3239
MAST3	1007.4212	MAST3	544.356
MAST4	1501.8553	MAST4	1508.3917
MASTL	434.4465	MASTL	176.4649
MAT1A	15.1515	MAT1A	8.4396
MAT2A	7025.0464	MAT2A	3376.6184
MAT2B	1105.4422	MAT2B	1391.0041
MATK	83.7972	MATK	40.6637
MATN2	40.8163	MATN2	3849.2376
MATN3	769.3259	MATN3	67.517
removed	removed	MATN4	11.5086
MATR3	8195.034	MATR3	6262.1042
MAVS	3565.2443	MAVS	3545.7946
MAX	1417.7489	MAX	1262.4916
MAZ	5287.5139	MAZ	2194.1728
MBD1	714.9041	MBD1	1124.005
MBD2	1794.9907	MBD2	1986.7651
MBD3	1332.0965	MBD3	1751.99
MBD4	1065.5535	MBD4	625.6833
MBD5	339.2084	MBD5	358.6842
MBD6	1556.2771	MBD6	1185.7677
MBIP	264.6877	MBIP	275.8224
removed	removed	MBL1P	7.2888
MBLAC1	47.619	MBLAC1	23.7844
MBLAC2	393.6302	MBLAC2	232.0898
MBNL1	2259.0105	MBNL1	5328.8424
MBNL2	4031.2307	MBNL2	3117.6753
MBNL3	101.7316	MBNL3	201.0166
MBOAT1	711.812	MBOAT1	455.3563
MBOAT2	1337.3531	MBOAT2	153.0642
MBOAT7	2007.7304	MBOAT7	783.7345
MBP	517.316	MBP	1090.6301
MBTD1	678.4168	MBTD1	573.5111
MBTPS1	8250.4638	MBTPS1	4037.5947
MBTPS2	847.248	MBTPS2	536.6874
MB	341.3729	MB	100.5083
MC1R	166.2956	MC1R	60.6119
MCAM	897.9592	MCAM	15778.268
MCART1	154.2981	MCART1	244.3656
removed	removed	MCART2	6.5215
removed	removed	MCART6	14.9612
MCAT	192.0223	MCAT	225.1846
MCCC1	283.5498	MCCC1	833.2214
MCCC2	4403.2158	MCCC2	2370.3846
MCC	343.2282	MCC	1215.3064
MCEE	210.2659	MCEE	150.7624
MCF2L2	6.4935	MCF2L2	9.5905
MCF2L	2055.2505	MCF2L	1417.9649
MCFD2	3001.0111	MCFD2	3376.6184
MCHR1	17.449	MCHR1	9.4907
MCL1	13839.5176	MCL1	6778.5557
MCM10	202.5356	MCM10	24.9353
MCM2	1458.5652	MCM2	358.6842
MCM3APAS	17.1521	MCM3APAS	21.7205
MCM3AP	1483.4663	MCM3AP	2304.9314
MCM3	2655.8442	MCM3	1625.012
MCM4	2071.1194	MCM4	702.0236
MCM5	654.6073	MCM5	738.0838
MCM6	1436.9202	MCM6	779.1311
MCM7	2343.6395	MCM7	1725.9653
MCM8	279.8392	MCM8	187.5899
MCM9	48.5467	MCM9	56.7757
MCOLN1	750.773	MCOLN1	555.481
MCOLN2	78.8497	MCOLN2	14.9612
MCOLN3	96.7842	MCOLN3	36.8275
MCPH1	384.2239	MCPH1	401.4386
MCRS1	969.0785	MCRS1	958.665
MCTP1	94.6197	MCTP1	337.5851
MCTP2	68.6456	MCTP2	177.2322
MCTS1	756.3389	MCTS1	690.8986
MDC1	489.4867	MDC1	967.8719
MDFIC	881.2616	MDFIC	2264.5056
MDFI	235.0031	MDFI	1226.4314
MDGA1	218.6147	MDGA1	243.2147
MDGA2	27.5201	removed	removed
MDH1B	13.9147	MDH1B	27.6206
MDH1	3437.5387	MDH1	3808.5739
MDH2	4083.7972	MDH2	2787.7625
MDK	3221.0884	MDK	1611.9689
MDM1	304.8856	MDM1	229.0208
MDM2	3986.3946	MDM2	1278.22
MDM4	794.3723	MDM4	685.9116
MDN1	663.5745	MDN1	2254.9151
MDP1	280.7205	MDP1	155.2278
ME1	500.9276	ME1	928.7427
ME2	1126.4688	ME2	1042.6777
ME3	151.8244	ME3	430.0374
MEA1	900.7421	MEA1	975.9279
MEAF6	2224.799	MEAF6	1053.419
MECOM	153.9889	MECOM	597.6791
MECP2	1452.6902	MECP2	2121.7992
MECR	282.6221	MECR	496.0199
MED10	500	MED10	411.24
MED11	213.3581	MED11	235.5423
MED12L	9.5857	MED12L	20.7155
MED12	1134.8176	MED12	1720.9169
MED13L	2325.2938	MED13L	4013.4267
MED13	9322.82	MED13	2074.2304
MED14	1240.5442	MED14	919.9194
MED15	1095.2381	MED15	1833.701
MED16	765.6153	MED16	960.1995
MED17	344.7743	MED17	511.3647
MED18	527.2109	MED18	309.9645
MED19	336.7347	MED19	212.1416
MED1	1037.7242	MED1	1496.8831
MED20	289.7341	MED20	431.1883
MED21	674.7062	MED21	390.9082
removed	removed	MED22	887.3118
MED23	836.4255	MED23	935.6478
MED24	2599.8763	MED24	1386.4007
MED25	569.5733	MED25	740.7692
MED26	497.2171	MED26	228.2536
MED27	185.2195	MED27	207.5381
MED28	356.2152	MED28	515.5845
MED29	1453.927	MED29	1395.9912
MED30	139.1466	MED30	117.7712
MED31	148.7477	MED31	98.5672
MED4	370.1299	MED4	814.8077
MED6	457.9468	MED6	225.5682
MED7	217.9963	MED7	194.8787
MED8	868.893	MED8	603.4334
MED9	234.3847	MED9	372.4945
MEF2A	1307.0377	MEF2A	1655.222
MEF2B	17.0686	MEF2B	24.1757
MEF2C	304.8856	MEF2C	1037.307
MEF2D	2046.6914	MEF2D	1704.8048
MEFV	8.3488	MEFV	15.7284
MEG3	39.8887	MEG3	84.3963
MEGF10	141.0019	MEGF10	59.461
MEGF6	981.1379	MEGF6	1353.793
MEGF8	1005.2566	MEGF8	2395.3198
MEGF9	1596.475	MEGF9	1463.5082
MEI1	33.3952	MEI1	67.1334
MEIG1	6.8027	removed	removed
MEIS1	115.0278	MEIS1	269.6845
MEIS2	82.2511	MEIS2	413.1581
MEIS3P1	281.3853	MEIS3P1	640.6445
MEIS3	221.7069	MEIS3	342.1885
MELK	166.3575	MELK	15.7284
MEMO1	435.6339	MEMO1	295.4637
MEN1	881.2616	MEN1	702.4072
removed	removed	MEOX1	670.1832
MEOX2	12.6778	MEOX2	560.468
MEPCE	2517.9344	MEPCE	1270.164
MERTK	404.7619	MERTK	510.5975
MESDC1	846.9388	MESDC1	473.0028
MESDC2	3488.5591	MESDC2	1141.6515
MESP1	58.1323	MESP1	140.0211
MESP2	24.7372	MESP2	18.7974
removed	removed	MESTIT1	43.349
MEST	2396.4131	MEST	5629.2318
METAP1	1101.7316	METAP1	943.7038
METAP2	1569.5733	METAP2	1481.1547
METRNL	687.384	METRNL	671.7177
METRN	290.3525	METRN	122.3746
METT10D	455.4731	METT10D	885.3937
