gene_id	TCGA-BH-A0BM-01A-11R-A056-07	gene_id	TCGA-BH-A0BM-11A-12R-A089-07
DIDO1	1568.1529	DIDO1	2057.3703
DIMT1L	425.4777	DIMT1L	585.5917
DIO1	412.7389	DIO1	6.7455
DIO2	242.6752	DIO2	450.2605
DIO3	12.7389	DIO3	6.3239
DIP2A	703.1847	DIP2A	629.4373
DIP2B	1401.9108	DIP2B	1544.7141
DIP2C	769.4268	DIP2C	670.3317
DIRAS1	84.7134	DIRAS1	284.1532
DIRAS2	26.7516	DIRAS2	33.3058
DIRAS3	68.7898	DIRAS3	186.3438
DIRC2	518.0955	DIRC2	311.7464
DIS3L2	431.8471	DIS3L2	445.623
DIS3L	704.4586	DIS3L	727.6683
DIS3	925.3121	DIS3	1053.7277
DISC1	70.0637	DISC1	105.8197
DISP1	228.0255	DISP1	196.462
DISP2	5.0955	DISP2	19.3932
DIXDC1	784.7134	DIXDC1	1652.6417
DKC1	1286.6242	DKC1	1745.8136
DKFZP586I1420	336.3057	DKFZP586I1420	277.4077
DKFZP686I15217	117.8344	DKFZP686I15217	98.231
removed	removed	DKFZp434J0226	5.0591
DKFZp686O24166	28.0255	DKFZp686O24166	9.275
DKFZp761E198	298.7261	DKFZp761E198	354.1375
DKK1	14.6497	DKK1	18.1285
DKK2	145.2229	DKK2	29.9331
DKK3	1824.8408	DKK3	5317.5433
DKKL1	10.1911	removed	removed
DLAT	930.1975	DLAT	758.356
DLC1	947.1338	DLC1	666.959
DLD	1639.4904	DLD	1468.4059
DLEC1	24.8408	DLEC1	13.491
DLEU1	61.1465	DLEU1	77.9946
DLEU2	29.4968	DLEU2	17.1124
DLG1	1629.2994	DLG1	1508.0355
DLG2	60.5096	DLG2	119.7322
DLG3	1485.9873	DLG3	1260.5609
DLG4	220.414	DLG4	287.5259
DLG5	1834.3949	DLG5	2711.2599
DLGAP1	7.0064	DLGAP1	51.0127
removed	removed	DLGAP2	19.8148
DLGAP3	12.1019	DLGAP3	8.0103
DLGAP4	1436.3057	DLGAP4	2024.0645
DLGAP5	21.0191	DLGAP5	38.3649
DLK1	71.9745	DLK1	43.424
DLK2	35.0318	DLK2	448.5742
DLL1	141.4013	DLL1	341.9113
DLL4	239.4904	DLL4	198.1484
DLST	1467.5159	DLST	2035.8691
DLX1	2003.8217	removed	removed
DLX2	1115.2866	removed	removed
DLX3	107.0064	DLX3	85.1616
DLX4	7.0064	removed	removed
DLX5	23.5669	DLX5	9.6966
DMAP1	612.1019	DMAP1	720.9228
DMBT1	6.3694	DMBT1	24.8739
DMC1	17.1975	DMC1	14.3341
DMD	812.7389	DMD	2645.4915
DMGDH	35.6688	DMGDH	32.8842
DMKN	445.8599	DMKN	911.9041
DMPK	297.4522	DMPK	571.6791
DMRT2	42.0382	DMRT2	14.3341
DMRT3	22.293	DMRT3	18.1285
DMRTA1	15.9236	DMRTA1	27.4035
DMRTC1B	11.465	DMRTC1B	33.7274
removed	removed	DMRTC1	8.0103
DMTF1	849.8089	DMTF1	823.4119
DMWD	460.5096	DMWD	498.7437
DMXL1	692.9936	DMXL1	812.4083
DMXL2	408.9172	DMXL2	192.2461
DNA2	78.3439	DNA2	32.8842
DNAH10	7.0064	DNAH10	12.2262
DNAH14	155.414	DNAH14	52.2774
DNAH17	70.7006	DNAH17	34.5706
DNAH1	87.8981	DNAH1	123.1049
DNAH2	19.7452	DNAH2	59.4445
DNAH5	95.5414	DNAH5	78.8378
DNAH6	40.1274	DNAH6	26.1387
DNAH7	42.0382	DNAH7	32.041
DNAH9	15.9236	DNAH9	29.5115
DNAJA1	2831.8471	DNAJA1	3070.0349
DNAJA2	1515.9236	DNAJA2	1927.0983
DNAJA3	921.0191	DNAJA3	932.5621
DNAJA4	985.9873	DNAJA4	774.0434
DNAJB11	1039.4904	DNAJB11	967.1327
DNAJB12	1584.0764	DNAJB12	1304.4065
DNAJB14	332.4841	DNAJB14	234.8269
DNAJB1	4005.7325	DNAJB1	3749.2201
DNAJB2	2554.1401	DNAJB2	3030.4052
DNAJB4	386.6242	DNAJB4	839.8118
DNAJB5	131.8471	DNAJB5	109.614
DNAJB6	2298.7261	DNAJB6	2263.1073
DNAJB7	6.0764	DNAJB7	5.4006
DNAJB9	974.5223	DNAJB9	824.6345
DNAJC10	2108.9172	DNAJC10	1712.0862
DNAJC11	774.7834	DNAJC11	968.0054
DNAJC12	507.6433	DNAJC12	150.93
DNAJC13	993.6306	DNAJC13	1178.3504
DNAJC14	1255.9618	DNAJC14	1171.1159
DNAJC15	694.9045	DNAJC15	356.2455
DNAJC16	1262.4204	DNAJC16	738.2081
DNAJC17	407.0064	DNAJC17	339.3818
DNAJC18	87.8981	DNAJC18	260.544
DNAJC19	1947.1338	DNAJC19	469.6538
DNAJC1	2357.3248	DNAJC1	605.8281
DNAJC21	1406.3694	DNAJC21	1054.8239
DNAJC22	77.707	DNAJC22	36.6785
DNAJC24	376.3312	DNAJC24	323.9684
DNAJC25	358.5987	DNAJC25	215.4336
DNAJC27	164.9682	DNAJC27	217.5416
DNAJC28	47.7707	DNAJC28	29.0899
DNAJC2	639.6306	DNAJC2	532.4289
DNAJC30	531.2102	DNAJC30	390.816
DNAJC3	2391.0828	DNAJC3	2005.0928
DNAJC4	995.6242	DNAJC4	755.3753
DNAJC5	1443.3121	DNAJC5	2018.1622
DNAJC6	15.9236	DNAJC6	78.4162
DNAJC7	1962.6242	DNAJC7	1387.8818
DNAJC8	1985.9873	DNAJC8	1907.705
DNAJC9	702.0191	DNAJC9	674.6572
DNAL1	317.8344	DNAL1	326.734
DNAL4	810.1911	DNAL4	555.237
DNALI1	471.3376	DNALI1	647.1441
DNASE1L1	332.0446	DNASE1L1	268.0905
DNASE1L2	15.9236	removed	removed
DNASE1L3	54.7771	DNASE1L3	64.9252
DNASE1	63.0573	DNASE1	72.9355
DNASE2B	338.8535	removed	removed
DNASE2	1973.2484	DNASE2	1136.1912
DND1	66.707	DND1	45.4097
removed	removed	DNER	16.4421
DNHD1	120.3822	DNHD1	148.8221
DNLZ	157.9618	DNLZ	100.339
DNM1L	1455.414	DNM1L	1272.3655
DNM1P35	36.3057	DNM1P35	38.7865
DNM1	270.0637	DNM1	121.4186
DNM2	1643.6115	DNM2	1712.0398
DNM3	99.3631	DNM3	67.0332
DNMBP	904.5541	DNMBP	637.165
DNMT1	935.6688	DNMT1	1263.0904
DNMT3A	324.2038	DNMT3A	437.1912
DNMT3B	51.5924	DNMT3B	51.4343
DNPEP	1222.9299	DNPEP	1344.8793
DNTTIP1	422.293	DNTTIP1	529.5199
DNTTIP2	1633.758	DNTTIP2	1555.2539
DOC2A	34.242	DOC2A	30.8015
DOC2B	9.5541	DOC2B	34.9922
DOCK10	301.9108	DOCK10	516.4505
DOCK11	303.8217	DOCK11	352.4511
DOCK1	1696.1783	DOCK1	2422.8908
DOCK2	127.3885	DOCK2	142.9198
removed	removed	DOCK3	17.2853
DOCK4	167.5159	DOCK4	467.1242
DOCK5	247.7707	DOCK5	218.8064
DOCK6	456.6879	DOCK6	542.1677
DOCK7	408.2803	DOCK7	972.1918
DOCK8	389.172	DOCK8	1123.965
DOCK9	1269.4268	DOCK9	1816.2195
DOHH	298.7261	DOHH	206.1586
DOK1	197.4522	DOK1	166.5289
DOK2	34.3949	DOK2	69.9843
DOK3	103.8217	DOK3	49.3263
DOK4	364.3312	DOK4	451.9469
DOK5	42.6752	DOK5	66.19
DOK6	66.242	DOK6	10.1182
DOK7	6.3694	DOK7	22.766
DOLK	396.1783	DOLK	337.2738
DOLPP1	582.8025	DOLPP1	390.816
DOM3Z	227.0955	DOM3Z	243.908
DONSON	148.6815	DONSON	119.8755
DOPEY1	438.2866	DOPEY1	705.8551
DOPEY2	1313.3758	DOPEY2	400.5127
DOT1L	378.2229	DOT1L	480.6152
DPAGT1	1106.4841	DPAGT1	811.1688
DPCD	327.5096	DPCD	238.1575
DPCR1	5.0955	removed	removed
DPEP1	31.8471	removed	removed
DPEP2	18.4713	DPEP2	16.8637
DPF2	1067.5159	DPF2	1505.9276
DPF3	12.7389	DPF3	30.7762
DPH1	312.8662	DPH1	605.5414
DPH2	394.9045	DPH2	483.1447
removed	removed	DPH3B	11.383
DPH3	514.6497	DPH3	547.2268
DPH5	717.1975	DPH5	589.386
DPM1	477.0701	DPM1	485.2527
DPM2	959.2357	DPM2	584.7485
DPM3	919.1083	DPM3	322.5181
DPP3	601.9108	DPP3	499.7597
DPP4	58.5987	DPP4	147.5573
DPP6	7.0064	DPP6	71.2491
DPP7	3632.4841	DPP7	1455.7581
DPP8	257.3248	DPP8	314.9294
DPP9	1160.5096	DPP9	749.1695
DPT	2245.8599	DPT	1341.9282
DPY19L1	291.0828	DPY19L1	436.348
removed	removed	DPY19L2P2	17.2853
DPY19L2P4	32.4841	DPY19L2P4	48.0615
DPY19L2	35.0318	DPY19L2	70.4059
DPY19L3	522.9299	DPY19L3	245.3667
DPY19L4	707.0064	DPY19L4	801.8685
DPY30	970.5478	DPY30	469.3123
DPYD	470.7006	DPYD	1186.7822
DPYSL2	1990.4459	DPYSL2	5577.6657
DPYSL3	3264.3312	DPYSL3	4893.4215
DPYSL4	15.9236	DPYSL4	28.6683
DPYS	5.0955	removed	removed
DR1	1297.4522	DR1	1144.2014
DRAM1	374.5223	DRAM1	618.0543
DRAM2	2035.0318	DRAM2	925.8166
DRAP1	1949.0446	DRAP1	1021.0965
DRD2	38.2166	DRD2	322.0965
DRD4	20.3822	removed	removed
DRG1	1275.7962	DRG1	1173.7129
DRG2	444.586	DRG2	691.8329
DSC1	11.465	DSC1	137.9745
DSC2	1092.9936	DSC2	2751.3112
DSC3	371.9745	DSC3	3194.4046
removed	removed	DSCAML1	39.2081
DSCAM	5.7325	DSCAM	5.9023
DSCC1	103.1847	DSCC1	73.3571
DSCR3	503.1847	DSCR3	742.8456
DSCR6	38.8535	DSCR6	8.0103
DSEL	321.6561	DSEL	321.6749
DSE	431.3057	DSE	523.3014
DSG1	79.6178	DSG1	102.0253
DSG2	2476.4331	DSG2	5455.2859
DSG3	157.9618	DSG3	2034.6043
DSN1	210.828	DSN1	208.6882
DSP	12089.172	DSP	20196.3777
DSTN	12465.6051	DSTN	13059.6637
DSTYK	722.9299	DSTYK	1045.1272
DST	8308.2803	DST	39501.5093
DTD1	401.2739	DTD1	494.1061
DTL	43.949	DTL	69.5627
DTNA	150.9554	DTNA	588.1212
DTNBP1	278.9809	DTNBP1	350.7648
DTNB	473.8854	DTNB	797.6526
DTWD1	447.1338	DTWD1	563.6689
DTWD2	192.9936	DTWD2	210.7961
DTX1	161.7834	DTX1	143.763
DTX2	475.7962	DTX2	396.2967
DTX3L	2022.8471	DTX3L	1244.8777
DTX3	654.7771	DTX3	940.5724
DTX4	305.7325	DTX4	688.0386
DTYMK	281.5287	DTYMK	312.8215
DULLARD	1545.2229	DULLARD	1988.6507
DUOX1	68.1529	DUOX1	334.7443
DUOX2	8.9172	DUOX2	51.0127
DUOXA1	17.1975	DUOXA1	31.6194
removed	removed	DUOXA2	5.4807
DUS1L	1861.1465	DUS1L	1114.2684
DUS2L	109.5541	DUS2L	145.8709
DUS3L	271.3376	DUS3L	353.2943
DUS4L	219.7707	DUS4L	127.4431
DUSP10	138.8535	DUSP10	216.6984
DUSP11	561.1465	DUSP11	602.0338
DUSP12	198.0892	DUSP12	237.778
DUSP14	505.7325	DUSP14	650.5169
DUSP15	36.3057	DUSP15	21.0796
DUSP16	1878.3439	DUSP16	2172.465
DUSP18	91.7197	DUSP18	114.6731
DUSP19	122.9299	DUSP19	145.8709
DUSP1	6282.8025	DUSP1	7238.7393
DUSP22	859.2357	DUSP22	959.9656
DUSP23	1024.8408	DUSP23	543.4324
DUSP27	12.1019	DUSP27	12.2262
DUSP28	101.9108	DUSP28	62.3957
DUSP2	189.8089	DUSP2	936.3564
DUSP3	1719.7452	DUSP3	1874.3992
DUSP4	2292.9936	DUSP4	781.2105
removed	removed	DUSP5P	19.3932
DUSP5	784.7134	DUSP5	903.8938
DUSP6	2982.8025	DUSP6	4538.0192
DUSP7	407.0064	DUSP7	758.4445
DUSP8	110.1911	DUSP8	315.7726
removed	removed	DUSP9	16.8637
DUT	1078.949	DUT	1090.1659
DVL1	952.8662	DVL1	771.9354
DVL2	463.0573	DVL2	855.8323
DVL3	1885.3503	DVL3	2086.0386
DYDC2	14.0127	removed	removed
DYM	692.3567	DYM	824.6345
DYNC1H1	6187.2611	DYNC1H1	8648.5438
DYNC1I1	43.3121	DYNC1I1	51.8558
DYNC1I2	3121.0191	DYNC1I2	1888.3118
DYNC1LI1	1475.1592	DYNC1LI1	668.2237
DYNC1LI2	2415.9236	DYNC1LI2	3183.4432
DYNC2H1	482.8025	DYNC2H1	643.3498
DYNC2LI1	507.6433	DYNC2LI1	400.0911
DYNLL1	5771.9745	DYNLL1	3634.547
DYNLL2	1205.0955	DYNLL2	1970.9439
DYNLRB1	2865.6051	DYNLRB1	1813.6899
DYNLRB2	64.9682	DYNLRB2	32.4626
DYNLT1	917.8344	DYNLT1	991.585
DYNLT3	838.2166	DYNLT3	621.427
DYRK1A	2227.3885	DYRK1A	2119.7659
DYRK1B	701.9108	DYRK1B	468.389
DYRK2	432.4841	DYRK2	629.8589
DYRK3	194.9045	DYRK3	397.1399
DYRK4	383.4395	DYRK4	388.7081
DYSF	225.4777	DYSF	234.8269
DYX1C1	136.3057	DYX1C1	83.4753
DZIP1L	35.0318	DZIP1L	133.6447
DZIP1	212.2675	DZIP1	332.8471
DZIP3	376.4331	DZIP3	365.5205
E2F1	39.4904	E2F1	69.5627
E2F2	16.5605	E2F2	88.1128
E2F3	228.0255	E2F3	317.459
E2F4	533.121	E2F4	901.7859
E2F5	85.5223	E2F5	146.9628
E2F6	291.0828	E2F6	320.8317
E2F7	17.8344	E2F7	21.0796
E4F1	424.8408	E4F1	367.2069
EAF1	919.7452	EAF1	542.1677
EAF2	57.9618	EAF2	24.8739
EAPP	1129.2994	EAPP	887.0301
EARS2	564.9682	EARS2	579.2678
EBAG9	667.5159	EBAG9	741.5808
EBF1	608.9172	EBF1	311.1351
EBF2	22.9299	EBF2	15.1773
EBF3	135.0318	EBF3	118.889
EBF4	385.3503	EBF4	430.4457
EBI3	26.1146	EBI3	19.8148
EBNA1BP2	1021.0637	EBNA1BP2	1098.2479
EBPL	985.3503	EBPL	765.19
EBP	589.172	EBP	451.1037
ECD	787.8981	ECD	673.2829
ECE1	4294.2675	ECE1	6315.4522
ECE2	88.535	ECE2	88.956
ECH1	4077.5159	ECH1	3907.3172
ECHDC1	764.9682	ECHDC1	1326.3293
ECHDC2	1266.242	ECHDC2	1147.9958
ECHDC3	443.3121	ECHDC3	495.7925
ECHS1	3110.1911	ECHS1	2045.1441
ECM1	1051.5924	ECM1	91.0639
ECM2	1195.5414	ECM2	477.2424
ECSCR	135.6688	ECSCR	126.8993
ECSIT	832.4841	ECSIT	986.9475
ECT2L	8.2803	ECT2L	6.7455
ECT2	255.414	ECT2	252.5338
EDA2R	64.9682	EDA2R	168.6369
EDARADD	156.051	EDARADD	720.0796
EDAR	8.2803	EDAR	38.3649
EDA	85.3503	EDA	99.0742
EDC3	621.0191	EDC3	844.8709
EDC4	674.5223	EDC4	1228.4145
EDEM1	943.949	EDEM1	1012.243
EDEM2	569.4268	EDEM2	444.3583
EDEM3	2028.0255	EDEM3	911.0609
EDF1	5301.9108	EDF1	3857.9909
EDIL3	217.1975	EDIL3	177.0688
EDN1	160.5096	EDN1	336.8522
EDN2	468.7898	EDN2	48.9047
EDN3	114.6497	EDN3	423.2786
EDNRA	912.7389	EDNRA	795.5446
EDNRB	427.3885	EDNRB	270.6622
EEA1	680.2548	EEA1	674.126
EED	442.6752	EED	489.4686
EEF1A1P9	7347.7707	EEF1A1P9	11280.966
EEF1A1	129719.1083	EEF1A1	191188.7216
EEF1A2	485.3503	EEF1A2	103.7117
EEF1B2	5742.0382	EEF1B2	6692.7773
EEF1DP3	9.7643	removed	removed
EEF1D	11028.0255	EEF1D	10159.5305
EEF1E1	279.6178	EEF1E1	274.4566
EEF1G	30076.4331	EEF1G	41238.4695
EEF2K	1561.7834	EEF2K	1430.4626
EEF2	53950.9554	EEF2	80143.4257
EEFSEC	390.1529	EEFSEC	475.7795
EEPD1	282.1656	EEPD1	419.0627
EFCAB1	45.2229	EFCAB1	290.4771
EFCAB2	82.8025	EFCAB2	65.7684
EFCAB4A	2895.5414	EFCAB4A	1328.4372
EFCAB4B	123.5669	EFCAB4B	102.8685
EFCAB6	42.0382	EFCAB6	73.3571
EFCAB7	112.1019	EFCAB7	180.4415
EFEMP1	2308.9172	EFEMP1	6974.4009
EFEMP2	1152.2293	EFEMP2	1138.7207
EFHA1	1270.7006	EFHA1	815.3594
EFHA2	68.1529	EFHA2	99.4958
EFHB	9.5541	EFHB	13.491
EFHC1	349.6815	EFHC1	391.6592
EFHC2	64.9682	EFHC2	11.383
EFHD1	5802.5478	EFHD1	3769.4565
EFHD2	1289.8089	EFHD2	825.4777
EFNA1	4877.0701	EFNA1	2051.0464
EFNA3	589.8089	EFNA3	243.6803
EFNA4	575.1592	EFNA4	446.8878
EFNA5	600.6369	EFNA5	1000.4385
EFNB1	652.2293	EFNB1	1406.8534
EFNB2	812.1019	EFNB2	883.6574
EFNB3	190.4459	EFNB3	793.4367
EFR3A	1725.4777	EFR3A	1482.3184
EFR3B	42.6752	EFR3B	79.6809
EFS	873.8854	EFS	1333.9179
EFTUD1	529.2994	EFTUD1	592.7587
EFTUD2	1385.6051	EFTUD2	1742.268
EGFL6	18.4713	EGFL6	13.491
EGFL7	591.7197	EGFL7	344.8625
EGFL8	141.0446	EGFL8	133.5141
EGFLAM	314.0127	EGFLAM	580.111
EGFR	498.707	EGFR	1425.4035
EGF	347.1338	EGF	772.357
EGLN1	1700.6369	EGLN1	1080.541
EGLN2	992.3567	EGLN2	1000.2614
EGLN3	3474.5223	EGLN3	546.3836
EGOT	17.1975	EGOT	22.766
EGR1	23111.465	EGR1	49227.2214
EGR2	1317.8344	EGR2	3165.3148
EGR3	1587.8981	EGR3	4378.2357
EHBP1L1	661.7834	EHBP1L1	991.1634
EHBP1	736.9299	EHBP1	892.7849
EHD1	1198.7261	EHD1	1101.199
EHD2	3554.1401	EHD2	4954.1308
EHD3	429.2994	EHD3	1521.9481
EHD4	1140.7643	EHD4	1252.129
EHF	2263.6943	EHF	3842.8135
EHHADH	317.1975	EHHADH	301.8601
EHMT1	1208.9172	EHMT1	1382.8226
EHMT2	1273.2484	EHMT2	1721.7828
EI24	2828.0255	EI24	2954.9402
EID1	6391.7197	EID1	4446.9553
EID2B	42.6752	EID2B	61.9741
EID2	411.465	EID2	355.8239
EID3	21.0191	EID3	34.5706
EIF1AD	539.4904	EIF1AD	516.0289
EIF1AX	2543.3121	EIF1AX	2664.8847
EIF1B	826.7516	EIF1B	1077.5898
EIF1	13766.879	EIF1	12350.1239
EIF2AK1	4203.3057	EIF2AK1	3034.2712
EIF2AK2	364.9682	EIF2AK2	149.2437
EIF2AK3	963.0573	EIF2AK3	710.8046
EIF2AK4	1226.7516	EIF2AK4	1199.8516
EIF2A	2438.2166	EIF2A	2781.6658
EIF2B1	1032.4841	EIF2B1	1147.5742
EIF2B2	698.7261	EIF2B2	513.921
EIF2B3	494.2675	EIF2B3	480.1936
EIF2B4	893.6306	EIF2B4	781.6321
EIF2B5	1195.5414	EIF2B5	1077.1682
EIF2C1	878.3439	EIF2C1	1127.7593
EIF2C2	84.7134	EIF2C2	112.1435
EIF2C3	89.172	EIF2C3	73.3571
EIF2C4	241.4013	EIF2C4	416.9548
EIF2S1	1587.2611	EIF2S1	1482.3184
EIF2S2	1235.6688	EIF2S2	1242.0108
EIF2S3	9101.2739	EIF2S3	6704.1603
EIF3A	5187.2611	EIF3A	6823.0493
EIF3B	2317.1975	EIF3B	4038.4324
EIF3CL	11862.1338	EIF3CL	13086.6119
EIF3C	35.9554	EIF3C	891.7014
EIF3D	5116.5605	EIF3D	7954.6029
EIF3E	9085.3503	EIF3E	11175.9895
EIF3F	4121.0191	EIF3F	3941.4661
EIF3G	2422.535	EIF3G	4238.4315
EIF3H	6600	EIF3H	6508.1199
EIF3I	5076.4331	EIF3I	4138.7713
EIF3J	1859.2357	EIF3J	1572.1176
EIF3K	3494.9045	EIF3K	3855.4613
EIF3L	10992.3567	EIF3L	15844.7023
EIF3M	3740.3822	EIF3M	3518.6723
EIF4A1	6021.4841	EIF4A1	10316.8561
EIF4A2	10447.1338	EIF4A2	10402.3677
EIF4A3	1745.8599	EIF4A3	2045.1441
EIF4B	11646.5605	EIF4B	13065.3763
EIF4E2	1225.4777	EIF4E2	1220.5096
EIF4E3	1138.2166	EIF4E3	1290.0723
EIF4EBP1	770.0637	EIF4EBP1	432.5537
EIF4EBP2	5191.0828	EIF4EBP2	5229.4305
EIF4EBP3	1215.2484	EIF4EBP3	529.6379
EIF4ENIF1	664.3312	EIF4ENIF1	852.4596
EIF4E	473.8854	EIF4E	416.5332
EIF4G1	5130.5732	EIF4G1	6469.755
EIF4G2	14756.6879	EIF4G2	15598.4924
EIF4G3	1343.949	EIF4G3	1220.088
EIF4H	4431.8471	EIF4H	5811.2278
EIF5A2	110.828	EIF5A2	136.1743
EIF5AL1	1087.2611	EIF5AL1	1093.6103
EIF5A	4514.6497	EIF5A	4800.6712
EIF5B	6380.8917	EIF5B	3641.2924
EIF5	3800	EIF5	3263.9674
EIF6	2036.3057	EIF6	2256.3618
ELAC1	143.9108	ELAC1	156.4107
ELAC2	803.8217	ELAC2	1296.8178
ELAVL1	2094.9045	ELAVL1	1909.3914
ELAVL2	108.9172	ELAVL2	7.5887
ELF1	1722.9299	ELF1	1397.5784
ELF2	1087.2611	ELF2	903.0506
ELF3	7401.2739	ELF3	5753.8913
ELF4	523.5669	ELF4	380.2762
ELF5	1081.5287	ELF5	2423.3124
ELFN1	86.6242	ELFN1	23.1876
ELK1	770.7006	ELK1	811.5651
ELK3	269.4268	ELK3	360.4614
ELK4	107.0064	ELK4	69.5627
ELL2	1221.0191	ELL2	1303.9849
ELL3	335.1146	ELL3	171.2719
ELL	464.3312	ELL	442.2503
ELMO1	528.0255	ELMO1	323.7829
ELMO2	1075.1592	ELMO2	1036.6954
ELMO3	342.6752	ELMO3	600.3474
ELMOD2	255.414	ELMOD2	113.4083
ELMOD3	526.1146	ELMOD3	536.687
ELN	4021.6561	ELN	241.1508
ELOF1	1064.9682	ELOF1	819.5754
ELOVL1	1951.5924	ELOVL1	1572.9608
ELOVL2	91.7197	ELOVL2	242.8371
ELOVL3	14.0127	ELOVL3	12.6478
ELOVL4	47.1338	ELOVL4	74.2002
ELOVL5	16879.6178	ELOVL5	4113.0542
ELOVL6	126.7516	ELOVL6	165.2642
ELOVL7	101.9108	ELOVL7	177.9119
ELP2P	9.5541	ELP2P	7.1671
ELP2	1894.9045	ELP2	1871.4481
ELP3	865.6051	ELP3	876.0687
ELP4	218.4713	ELP4	217.9632
ELTD1	725.4777	ELTD1	772.357
EMB	350.9554	EMB	916.12
EMCN	692.3567	EMCN	677.4988
EMD	1203.8217	EMD	1276.1598
EME1	12.1465	EME1	18.1959
removed	removed	EME2	5.4807
EMG1	679.6178	EMG1	675.3908
EMID1	29.9363	EMID1	115.5163
EMID2	10.1911	removed	removed
EMILIN1	1181.5287	EMILIN1	853.7243
EMILIN2	121.6561	EMILIN2	109.614
EMILIN3	64.1401	EMILIN3	150.3862
EML1	191.0828	EML1	192.2461
EML2	1278.9809	EML2	1079.4701
EML3	726.7516	EML3	887.8733
EML4	978.9809	EML4	1453.6501
EML5	63.6943	EML5	69.9843
EML6	33.121	EML6	25.2955
EMP1	3357.9618	EMP1	3820.4691
EMP2	5359.8726	EMP2	3897.1989
EMP3	493.6306	EMP3	273.6134
EMR1	13.3758	EMR1	10.1182
EMR2	79.6178	EMR2	168.6369
removed	removed	EMR4P	10.1182
EMX1	7.0064	removed	removed
EMX2OS	20.3822	EMX2OS	48.4831
EMX2	24.2038	EMX2	32.4626
EN1	54.7771	EN1	36.2569
ENAH	6275.1592	ENAH	3363.8847
ENC1	2522.8981	ENC1	2677.1994
ENDOD1	1243.949	ENDOD1	2424.9987
ENDOG	341.4586	ENDOG	144.4797
ENDOU	17.1975	ENDOU	10.5398
ENGASE	302.5478	ENGASE	344.4409
ENG	2884.7134	ENG	2242.8709
ENHO	26.7516	ENHO	66.6116
ENKUR	5.0955	removed	removed
ENO1	15626.1146	ENO1	22212.0103
ENO2	256.6879	ENO2	464.1731
ENO3	50.3185	ENO3	26.5603
ENOPH1	1377.0701	ENOPH1	835.1743
ENOSF1	707.4013	ENOSF1	440.467
ENOX1	218.4713	ENOX1	11.383
ENOX2	263.0573	ENOX2	320.8317
removed	removed	ENPEP	108.7708
ENPP1	1140.1274	ENPP1	832.2231
ENPP2	1050.3185	ENPP2	1466.2979
ENPP3	12.1019	ENPP3	18.9717
ENPP4	1578.3439	ENPP4	485.2527
ENPP5	3571.9745	ENPP5	569.1496
ENPP6	35.0318	ENPP6	20.2364
ENSA	7624.8408	ENSA	3618.5265
ENTPD1	1063.0318	ENTPD1	835.5959
ENTPD2	387.2611	ENTPD2	524.8824
ENTPD3	343.949	ENTPD3	102.4469
ENTPD4	332.4841	ENTPD4	337.6954
ENTPD5	671.9554	ENTPD5	268.3266
ENTPD6	1978.9809	ENTPD6	1120.1707
ENTPD7	431.9809	ENTPD7	167.2667
removed	removed	ENTPD8	12.2262
ENY2	631.8471	ENY2	412.3172
EOMES	14.6497	EOMES	12.2262
EP300	2079.6178	EP300	2520.7002
EP400NL	94.9045	EP400NL	93.5935
EP400	1429.2994	EP400	1906.8618
EPAS1	4018.4713	EPAS1	5660.2978
EPB41L1	2604.4586	EPB41L1	2135.3648
EPB41L2	1079.6178	EPB41L2	2269.0096
EPB41L3	453.5032	EPB41L3	330.9499
EPB41L4A	1394.2675	EPB41L4A	574.2087
EPB41L4B	1640.1274	EPB41L4B	828.8504
EPB41L5	707.0064	EPB41L5	488.6254
EPB41	842.2739	EPB41	1117.4177
EPB42	8.9172	EPB42	5.9023
EPB49	468.1529	EPB49	621.8486
EPC1	452.2293	EPC1	646.7225
EPC2	621.0191	EPC2	914.8552
EPCAM	4284.7134	EPCAM	3024.5029
EPDR1	310.1911	EPDR1	584.7485
EPHA10	83.4395	EPHA10	45.532
EPHA1	243.949	EPHA1	561.9825
EPHA2	276.4331	EPHA2	930.8757
EPHA3	62.4204	EPHA3	83.4753
EPHA4	133.758	EPHA4	442.2503
EPHA7	10.828	EPHA7	78.4162
EPHB1	151.5924	EPHB1	1293.0235
EPHB2	92.3567	EPHB2	40.0513
EPHB3	1142.6752	EPHB3	2604.1754
EPHB4	1390.4459	EPHB4	2658.5609
EPHB6	72.6115	EPHB6	540.0597
EPHX1	4850.3185	EPHX1	1870.6049
EPHX2	1544.586	EPHX2	1084.3353
EPHX3	10.828	EPHX3	40.8945
EPHX4	13.3758	EPHX4	24.4524
EPM2AIP1	1447.1338	EPM2AIP1	1484.4264
EPM2A	147.7707	EPM2A	218.8064
EPN1	1721.6561	EPN1	1650.5337
EPN2	812.1019	EPN2	1048.0784
EPN3	625.4777	EPN3	375.2171
EPOR	78.3439	EPOR	138.1263
EPO	54.7771	removed	removed
EPPK1	314.6497	EPPK1	958.2792
EPR1	25.465	EPR1	60.684
EPRS	3040.1274	EPRS	2565.389
EPS15L1	673.2484	EPS15L1	763.5036
EPS15	2120.3822	EPS15	1575.0687
EPS8L1	1343.949	EPS8L1	532.471
EPS8L2	1282.8025	EPS8L2	1624.395
EPS8	856.6879	EPS8	1732.3226
EPSTI1	31.8471	EPSTI1	28.6683
EPT1	942.6752	EPT1	695.6272
ERAL1	922.293	ERAL1	912.7473
