gene_id	TCGA-BH-A1FJ-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FJ-11B-42R-A13Q-07
SLC9A5	33.5401	SLC9A5	15.8772
SLC9A6	130.8883	SLC9A6	621.858
SLC9A7	81.8052	SLC9A7	216.1949
SLC9A8	469.0163	SLC9A8	618.418
SLC9A9	49.3558	SLC9A9	397.1953
removed	removed	SLCO1C1	20.6404
SLCO2A1	385.0297	SLCO2A1	421.5404
SLCO2B1	394.5736	SLCO2B1	1185.7642
SLCO3A1	269.9571	SLCO3A1	674.2529
SLCO4A1	32.8148	SLCO4A1	87.7164
removed	removed	SLCO4C1	35.4591
SLFN11	245.6882	SLFN11	1741.4671
removed	removed	SLFN12L	23.5512
SLFN12	115.0726	SLFN12	191.056
SLFN13	612.7207	SLFN13	579.7834
SLFN5	431.6586	SLFN5	1362.5307
removed	removed	SLIT1	7.674
SLIT2	107.9828	SLIT2	1069.3312
SLIT3	836.0488	SLIT3	3254.0376
removed	removed	SLITRK2	16.4065
removed	removed	SLITRK3	19.5819
SLITRK4	253.8687	SLITRK4	221.2227
removed	removed	SLITRK5	52.9241
SLITRK6	8031.904	SLITRK6	847.05
SLK	3731.4064	SLK	4033.0802
SLMAP	1838.4348	SLMAP	3229.4279
SLMO1	58.8997	SLMO1	14.8187
SLMO2	2060.9448	SLMO2	2263.034
SLPI	95.712	SLPI	4048.1636
SLTM	2920.9898	SLTM	2079.3875
SLU7	1533.0288	SLU7	1687.4846
SMAD1	1425.046	SMAD1	1600.6891
SMAD2	2435.3398	SMAD2	3429.2163
SMAD3	1155.089	SMAD3	1554.6451
SMAD4	2081.1698	SMAD4	3066.2815
SMAD5OS	6.2717	removed	removed
SMAD5	2492.6034	SMAD5	2996.2973
SMAD6	74.4427	SMAD6	43.3978
SMAD7	606.1763	SMAD7	660.4926
SMAD9	5.7264	SMAD9	89.4417
SMAGP	144.2498	SMAGP	264.3558
SMAP1	632.3049	SMAP1	916.1954
SMAP2	1180.9939	SMAP2	1193.7028
SMARCA1	1237.9849	SMARCA1	2183.6479
SMARCA2	3581.9756	SMARCA2	5609.1596
SMARCA4	2880.6326	SMARCA4	895.7402
SMARCA5	2699.0252	SMARCA5	3680.6058
SMARCAD1	1441.6797	SMARCAD1	1582.1656
SMARCAL1	808.7804	SMARCAL1	488.2247
SMARCB1	1684.6411	SMARCB1	631.1198
SMARCC1	4222.5101	SMARCC1	2997.0912
SMARCC2	3726.4981	SMARCC2	2594.6035
SMARCD1	1318.972	SMARCD1	1387.9342
SMARCD2	1726.3617	SMARCD2	1304.8434
SMARCD3	81.2598	SMARCD3	374.9672
SMARCE1	3435.817	SMARCE1	2875.3658
SMC1A	3318.0176	SMC1A	1748.0827
SMC1B	15.543	removed	removed
SMC2	1832.7084	SMC2	813.9725
SMC3	2995.7052	SMC3	1843.346
SMC4	4100.075	SMC4	1062.9803
SMC5	1152.3621	SMC5	2467.321
SMC6	1713.5456	SMC6	766.3408
SMCHD1	2020.0423	SMCHD1	2518.922
SMCR7L	717.1586	SMCR7L	983.5942
SMCR7	378.4852	SMCR7	200.8469
SMCR8	1186.3876	SMCR8	938.1721
SMEK1	2342.0819	SMEK1	2681.9282
SMEK2	3196.1279	SMEK2	2747.5541
SMG1	3415.3657	SMG1	4580.8445
SMG5	2659.486	SMG5	914.5283
SMG6	890.5856	SMG6	969.0401
SMG7	4292.3171	SMG7	1989.6811
removed	removed	SMN1	6.7372
SMN2	1178.1798	SMN2	1134.3061
SMNDC1	896.5846	SMNDC1	1084.4146
SMOC1	22.6328	SMOC1	91.2941
SMOC2	3697.3209	SMOC2	3946.0201
SMOX	65.1714	SMOX	78.063
SMO	68.7163	SMO	252.9771
SMPD1	969.3912	SMPD1	527.6532
SMPD2	188.4246	SMPD2	161.6831
SMPD3	202.3314	SMPD3	65.3612
SMPD4	2061.7629	SMPD4	1044.7215
SMPDL3A	244.8701	SMPDL3A	468.1136
SMPDL3B	222.2374	SMPDL3B	70.389
removed	removed	SMR3B	7.4094
SMS	1686.5499	SMS	1332.8932
removed	removed	SMTNL2	8.9971
SMTN	639.7164	SMTN	464.9381
SMU1	2266.5485	SMU1	2405.1352
SMUG1	325.5846	SMUG1	270.9713
SMURF1	969.7239	SMURF1	944.6765
SMURF2	158.702	SMURF2	1002.9115
removed	removed	SMYD1	61.9212
SMYD2	1731.5427	SMYD2	715.5337
SMYD3	1051.4691	SMYD3	209.3148
SMYD4	294.2259	SMYD4	335.2741
SMYD5	782.8755	SMYD5	513.8929
SNAI1	52.0826	SNAI1	382.1119
SNAI2	175.8811	SNAI2	671.0774
SNAI3	6.5444	removed	removed
SNAP23	1689.5494	SNAP23	2073.0366
removed	removed	SNAP25	23.2866
SNAP29	1456.132	SNAP29	1060.0695
SNAP47	1480.379	SNAP47	380.8391
removed	removed	SNAP91	8.7325
SNAPC1	261.2312	SNAPC1	324.6893
SNAPC2	387.2111	SNAPC2	130.9871
SNAPC3	690.1629	SNAPC3	539.2965
SNAPC4	277.8649	SNAPC4	106.3774
SNAPC5	88.7941	SNAPC5	47.6211
SNAPIN	1736.1783	SNAPIN	567.3462
SNCAIP	9.8166	SNCAIP	285.7901
SNCA	14.1796	SNCA	340.8311
SNCG	49.9012	SNCG	265.4143
SND1	3172.1317	SND1	2226.781
SNED1	538.0053	SNED1	765.5469
SNF8	927.1252	SNF8	268.3251
SNHG10	51.5373	SNHG10	57.158
SNHG11	207.1634	SNHG11	99.4311
SNHG12	155.9752	SNHG12	169.5529
SNHG1	415.6002	SNHG1	767.6639
SNHG3-RCC1	79.1001	SNHG3-RCC1	234.9036
SNHG3	17.1791	SNHG3	19.3173
removed	removed	SNHG4	16.4329
SNHG5	787.5111	SNHG5	2543.2671
SNHG6	655.5321	SNHG6	1042.6046
SNHG7	306.9166	SNHG7	298.5342
SNHG8	690.7083	SNHG8	813.1786
SNHG9	25.3596	SNHG9	29.1082
SNIP1	419.9332	SNIP1	521.3023
SNN	480.7417	SNN	916.116
SNORA39	8.5296	removed	removed
SNORA8	131.8645	SNORA8	327.4175
removed	removed	SNORD116-20	6.8801
SNORD116-28	37.884	SNORD116-28	30.8098
SNORD116-4	27.0775	SNORD116-4	32.6568
SNORD1C	24.4107	SNORD1C	11.7333
SNPH	10.0893	SNPH	45.2501
SNRK	1086.3726	SNRK	2785.3948
SNRNP200	7819.7559	SNRNP200	4785.6607
SNRNP25	723.1577	SNRNP25	154.2737
SNRNP27	599.6319	SNRNP27	657.3172
SNRNP35	323.5749	SNRNP35	131.4846
SNRNP40	983.5708	SNRNP40	756.5499
SNRNP48	385.8477	SNRNP48	615.7718
SNRNP70	2071.5795	SNRNP70	1005.8223
SNRPA1	332.947	SNRPA1	227.0443
SNRPA	994.4782	SNRPA	738.291
SNRPB2	1128.6386	SNRPB2	1210.3739
SNRPB	2067.2166	SNRPB	931.9932
SNRPC	1215.6248	SNRPC	720.0322
SNRPD1	961.4834	SNRPD1	653.0833
SNRPD2	2352.4439	SNRPD2	1228.8973
SNRPD3	1870.9742	SNRPD3	1106.0367
SNRPE	2050.8555	SNRPE	903.1496
SNRPF	725.3392	SNRPF	470.4952
SNRPG	705.1605	SNRPG	612.861
SNRPN	1452.8598	SNRPN	1273.7002
SNTA1	251.9599	SNTA1	232.3368
SNTB1	155.7025	SNTB1	418.3649
SNTB2	389.3926	SNTB2	1982.0071
removed	removed	SNTG2	21.9635
SNTN	11.9981	removed	removed
SNUPN	537.1873	SNUPN	375.4964
SNURF	124.6165	removed	removed
SNW1	2051.6736	SNW1	1556.4975
SNX10	472.5612	SNX10	382.9058
SNX11	533.3697	SNX11	513.8929
SNX12	206.6944	SNX12	132.0456
SNX13	818.0517	SNX13	1892.5654
SNX14	1249.4376	SNX14	1937.5509
SNX15	500.3749	SNX15	360.1484
SNX16	250.8692	SNX16	358.8253
SNX17	2380.8031	SNX17	1328.9239
SNX18	958.4839	SNX18	1765.283
SNX19	2212.0117	SNX19	2111.1419
SNX1	2313.9955	SNX1	3989.9471
SNX20	6.2226	SNX20	21.1696
SNX21	258.1062	SNX21	399.643
SNX22	87.507	SNX22	30.1112
SNX24	450.4738	SNX24	260.1219
SNX25	79.351	SNX25	401.4292
SNX27	2968.4587	SNX27	1201.6309
SNX29	382.8482	SNX29	881.1861
SNX2	1591.9286	SNX2	2572.64
SNX30	488.6495	SNX30	916.116
removed	removed	SNX31	13.4956
SNX33	572.6362	SNX33	768.1932
SNX3	1266.0713	SNX3	4286.5866
SNX4	1226.8048	SNX4	1221.7526
SNX5	2953.4392	SNX5	2764.7544
SNX6	1703.729	SNX6	2458.0593
SNX7	641.6252	SNX7	846.5208
SNX8	308.1328	SNX8	184.7051
SNX9	3830.3906	SNX9	2998.4143
SOAT1	771.4227	SOAT1	947.3412
SOBP	16.361	SOBP	180.4711
SOCS1	9.8166	SOCS1	18.2588
SOCS2	43.9021	SOCS2	1302.9911
SOCS3	337.8553	SOCS3	2761.8436
SOCS4	703.2518	SOCS4	1283.6738
SOCS5	305.6786	SOCS5	2875.1011
SOCS6	1852.887	SOCS6	2494.0477
SOCS7	19.9059	SOCS7	77.0045
SOD1	4412.5707	SOD1	2193.1742
SOD2	1164.9056	SOD2	13011.9165
SOD3	41.9933	SOD3	1398.7837
SOHLH2	24.6315	SOHLH2	15.2104
SOLH	296.6801	SOLH	133.1041
SON	8482.9232	SON	10126.4952
SORBS1	576.7264	SORBS1	8390.0558
SORBS2	960.938	SORBS2	3036.255
SORBS3	1606.6535	SORBS3	1251.6547
SORCS1	477.7422	SORCS1	176.2372
SORCS2	38.4484	SORCS2	79.6508
SORD	2101.0294	SORD	278.1161
SORL1	4422.9327	SORL1	3072.7726
SORT1	1915.059	SORT1	3943.1093
SOS1	1255.7093	SOS1	2985.9771
SOS2	1011.1119	SOS2	2576.6093
removed	removed	SOSTDC1	1842.2875
removed	removed	SOX10	874.0413
SOX11	37.6304	SOX11	12.7018
SOX12	764.8783	SOX12	133.1041
SOX13	1512.5775	SOX13	717.1214
SOX15	46.9016	SOX15	38.1053
SOX17	26.723	SOX17	394.5491
SOX18	79.6237	SOX18	327.8647
removed	removed	SOX2OT	8.4679
SOX4	4579.1806	SOX4	2464.9394
SOX5	6.8171	SOX5	77.7984
SOX6	29.7225	SOX6	130.4579
SOX7	92.4398	SOX7	1146.7883
SOX8	7.0898	SOX8	31.7545
SOX9	1220.5331	SOX9	6280.237
SP100	2694.6622	SP100	2325.2198
SP110	862.4991	SP110	569.4632
SP140L	143.159	SP140L	323.6308
SP140	20.724	SP140	42.3393
SP1	4063.808	SP1	4902.8876
SP2	664.5306	SP2	733.5279
SP3	4809.5985	SP3	3748.084
SP4	481.8324	SP4	679.8099
SP5	53.1734	removed	removed
SP6	96.5301	SP6	29.1082
SPA17	248.415	SPA17	119.6084
SPAG16	62.7173	SPAG16	591.4267
SPAG17	89.1676	SPAG17	47.3671
SPAG1	224.4188	SPAG1	301.4027
SPAG4	28.6318	SPAG4	14.5541
SPAG5	1302.6109	SPAG5	63.3766
SPAG6	2318.0858	SPAG6	98.1742
SPAG7	513.4638	SPAG7	285.7901
SPAG8	15.2703	SPAG8	10.8521
SPAG9	1903.6062	SPAG9	3186.824
SPARCL1	2571.9545	SPARCL1	20208.0049
SPARC	26380.2577	SPARC	52453.3292
SPAST	714.7045	SPAST	838.3176
SPATA12	17.7245	SPATA12	7.1448
SPATA13	676.8614	SPATA13	384.7581
SPATA17	132.5244	SPATA17	29.6375
SPATA18	530.0975	SPATA18	730.8817
SPATA1	10.981	removed	removed
SPATA20	1262.2537	SPATA20	332.8925
SPATA24	23.1781	SPATA24	18.7881
SPATA2L	222.5101	SPATA2L	76.4753
SPATA2	415.5703	SPATA2	390.5798
SPATA4	12.8161	SPATA4	11.1141
SPATA5L1	260.9585	SPATA5L1	281.0269
SPATA5	307.0421	SPATA5	334.2156
SPATA6	495.1939	SPATA6	233.9245
SPATA7	242.416	SPATA7	313.8398
SPATA9	6.5635	SPATA9	15.3612
SPATS2L	1484.7638	SPATS2L	1584.5472
SPATS2	508.2828	SPATS2	480.8153
SPC24	51.8099	removed	removed
SPC25	214.0569	SPC25	6.6155
SPCS1	2640.0845	SPCS1	2238.3952
SPCS2	671.8931	SPCS2	877.2168
SPCS3	1897.6072	SPCS3	4672.6678
SPDEF	3941.6456	SPDEF	348.2405
SPDYA	8.9277	SPDYA	12.1276
SPDYE1	15.3439	SPDYE1	14.8187
SPDYE3	194.8054	SPDYE3	97.2268
SPDYE5	9.8166	SPDYE5	10.3202
SPDYE6	66.5349	SPDYE6	25.6682
SPDYE7P	11.4527	removed	removed
SPDYE8P	32.7221	SPDYE8P	12.4372
SPEF1	24.5416	removed	removed
SPEF2	402.2087	SPEF2	354.0622
SPEG	62.4446	SPEG	193.1729
SPEN	2372.8952	SPEN	3122.7859
SPESP1	232.054	SPESP1	39.6904
SPG11	2872.9975	SPG11	2536.387
SPG20	1002.6587	SPG20	2801.8013
SPG21	1952.962	SPG21	1962.4252
SPG7	762.1515	SPG7	404.34
SPHAR	105.8286	SPHAR	218.9919
SPHK1	128.1832	SPHK1	146.1472
SPHK2	262.3383	SPHK2	61.9371
removed	removed	SPHKAP	62.9797
SPI1	110.7097	SPI1	174.6495
removed	removed	SPIB	19.8465
SPIN1	3382.9164	SPIN1	4518.1295
SPIN2B	96.0175	SPIN2B	77.1369
SPIN3	383.1209	SPIN3	401.9585
SPIN4	425.1142	SPIN4	254.0356
removed	removed	SPINK1	14.2895
SPINK2	10.9074	removed	removed
removed	removed	SPINK5	17.9942
SPINK8	6.2717	SPINK8	39.4284
removed	removed	SPINLW1	8.2218
SPINT1	3260.4813	SPINT1	1661.2872
SPINT2	7578.4307	SPINT2	2341.0971
SPIRE1	1213.1706	SPIRE1	1030.432
SPIRE2	61.8992	SPIRE2	26.462
SPNS1	563.3431	SPNS1	242.829
SPNS2	130.4683	SPNS2	398.5898
SPN	31.3586	SPN	126.4886
SPOCD1	125.7073	SPOCD1	14.2895
SPOCK1	1808.9849	SPOCK1	720.2969
SPOCK2	62.1719	SPOCK2	172.1382
removed	removed	SPOCK3	111.4052
SPON1	398.6638	SPON1	1387.9342
SPON2	283.3186	SPON2	327.0709
SPOPL	2267.3666	SPOPL	2066.1564
SPOP	1668.28	SPOP	1487.4315
SPP1	1561.9333	SPP1	960.5722
SPPL2A	904.7652	SPPL2A	1368.3523
SPPL2B	614.9022	SPPL2B	249.5371
SPPL3	1321.6988	SPPL3	1697.8048
SPRED1	2851.7281	SPRED1	2431.8619
SPRED2	2035.5852	SPRED2	1824.558
SPRN	24.8142	SPRN	13.231
SPRY1	131.161	SPRY1	3971.6883
SPRY2	271.8658	SPRY2	886.2139
removed	removed	SPRY3	111.1406
SPRY4	717.1586	SPRY4	537.7087
SPRYD3	826.5049	SPRYD3	1103.2026
SPRYD4	130.3429	SPRYD4	280.7623
SPR	555.7298	SPR	273.3529
SPSB1	424.0235	SPSB1	940.1964
SPSB2	68.171	SPSB2	16.9357
SPSB3	505.5559	SPSB3	175.9726
SPSB4	5.4537	SPSB4	28.0498
removed	removed	SPTA1	6.6155
SPTAN1	7414.5477	SPTAN1	5025.4069
SPTBN1	5781.7165	SPTBN1	15704.9588
SPTBN2	345.4905	SPTBN2	231.5429
SPTBN4	50.1738	SPTBN4	9.791
SPTBN5	80.7144	SPTBN5	16.1657
SPTB	30.8133	SPTB	44.9855
SPTLC1	2224.0098	SPTLC1	2650.703
SPTLC2	2655.9411	SPTLC2	2310.9303
SPTLC3	327.2207	SPTLC3	438.4761
SPTY2D1	1675.6589	SPTY2D1	1487.7358
SQLE	2182.5619	SQLE	468.3782
SQRDL	2303.0881	SQRDL	1383.4357
SQSTM1	6774.0923	SQSTM1	4575.6103
SR140	2285.6364	SR140	3666.8455
SRA1	672.7112	SRA1	402.7523
SRBD1	793.7828	SRBD1	557.026
SRCAP	3174.8585	SRCAP	2417.0431
SRCIN1	776.331	SRCIN1	113.7868
SRCRB4D	14.744	SRCRB4D	24.652
SRC	493.8305	SRC	281.0269
SRD5A1	206.6944	SRD5A1	135.7503
removed	removed	SRD5A2	5.557
SRD5A3	1682.0888	SRD5A3	613.6442
SREBF1	4870.9523	SREBF1	1668.9611
SREBF2	3736.5874	SREBF2	1707.8604
SRFBP1	435.7489	SRFBP1	552.7921
SRF	982.4801	SRF	1715.0051
SRGAP1	1153.7255	SRGAP1	506.4835
SRGAP2	2288.6359	SRGAP2	792.5382
SRGAP3	331.0382	SRGAP3	263.0327
SRGN	295.862	SRGN	2530.5653
SRI	2762.8332	SRI	2291.8777
SRL	9.5439	SRL	53.718
SRMS	57.2636	removed	removed
SRM	698.0708	SRM	369.6748
SRP14	3783.2163	SRP14	3926.7028
SRP19	710.7451	SRP19	912.6124
SRP54	2101.5747	SRP54	1536.9155
SRP68	2318.6311	SRP68	1843.0814
SRP72	3763.8558	SRP72	3875.1018
SRP9	14802.9177	SRP9	6040.7555
SRPK1	1479.8555	SRPK1	1198.9952
SRPK2	3256.391	SRPK2	1265.415
SRPK3	16.4019	removed	removed
SRPRB	1221.8965	SRPRB	1113.7875
SRPR	3388.0973	SRPR	3699.9231
SRPX2	434.3854	SRPX2	469.172
SRPX	77.4422	SRPX	1275.9998
SRRD	287.1361	SRRD	299.0211
SRRM1	2470.7887	SRRM1	3012.1745
SRRM2	11689.1404	SRRM2	13418.6381
SRRM3	47.447	SRRM3	24.3451
SRRM5	28.3946	SRRM5	6.7452
SRRT	1669.3708	SRRT	557.026
SRR	346.1913	SRR	364.8878
SRXN1	717.1586	SRXN1	684.3085
SS18L1	457.5636	SS18L1	473.1414
SS18L2	324.2211	SS18L2	327.0709
SS18	2487.1498	SS18	2576.3447
SSBP1	1029.109	SSBP1	967.4523
SSBP2	38.7211	SSBP2	888.3308
SSBP3	630.7178	SSBP3	608.8916
SSBP4	294.7713	SSBP4	158.243
SSB	2535.423	SSB	2583.6138
SSC5D	57.2636	SSC5D	700.4503
SSFA2	1612.1072	SSFA2	5168.0373
SSH1	570.4547	SSH1	1196.8783
SSH2	671.8931	SSH2	671.0774
SSH3	1852.3417	SSH3	548.5582
SSNA1	506.1013	SSNA1	115.3745
SSPN	142.341	SSPN	3243.4528
SSPO	16.361	SSPO	5.0278
SSR1	3818.1198	SSR1	6027.5245
SSR2	10054.4004	SSR2	5462.2952
SSR3	3609.7894	SSR3	7920.6192
SSR4	1663.6444	SSR4	1481.3453
SSRP1	4301.8611	SSRP1	2062.981
SSSCA1	298.0435	SSSCA1	129.664
removed	removed	SSTR1	61.3919
SSTR2	461.9265	SSTR2	50.0133
SSU72	1916.9678	SSU72	1997.3551
SSX2IP	1103.279	SSX2IP	507.2774
ST13	3806.6671	ST13	6715.273
ST14	2816.5519	ST14	613.3902
ST20	30.4861	ST20	19.6904
ST3GAL1	1802.1678	ST3GAL1	1354.0628
ST3GAL2	177.5172	ST3GAL2	181.0004
ST3GAL3	207.2398	ST3GAL3	161.4185
ST3GAL4	352.853	ST3GAL4	243.7154
ST3GAL5	457.2909	ST3GAL5	423.6573
ST3GAL6	93.5306	ST3GAL6	238.9523
ST5	614.9022	ST5	1361.4722
ST6GAL1	681.9824	ST6GAL1	2448.2684
ST6GAL2	202.8768	ST6GAL2	48.6902
ST6GALNAC1	5.999	ST6GALNAC1	72.7706
ST6GALNAC2	3931.829	ST6GALNAC2	563.9062
ST6GALNAC3	37.085	ST6GALNAC3	280.4977
ST6GALNAC4	100.3477	ST6GALNAC4	121.4608
ST6GALNAC5	33.5401	ST6GALNAC5	489.0186
ST6GALNAC6	520.5535	ST6GALNAC6	796.5075
ST7L	199.6046	ST7L	381.3181
ST7OT1	54.5777	ST7OT1	95.2634
ST7	666.6221	ST7	767.3834
ST8SIA1	31.3586	ST8SIA1	281.8208
removed	removed	ST8SIA2	34.136
ST8SIA4	213.5115	ST8SIA4	446.9439
ST8SIA6	519.1901	ST8SIA6	129.9286
STAB1	381.5039	STAB1	958.7199
removed	removed	STAB2	129.664
removed	removed	STAC2	3828.7932
STAC3	118.8302	STAC3	33.0564
removed	removed	STAC	102.1435
STAG1	2047.2288	STAG1	1631.0066
STAG2	3640.6026	STAG2	4979.8922
STAG3L1	85.6227	STAG3L1	58.2165
STAG3L2	43.9021	STAG3L2	67.4782
STAG3L3	163.0322	STAG3L3	108.9257
STAG3L4	77.9876	STAG3L4	130.4579
STAG3	5.1592	STAG3	21.2226
STAM2	1671.0069	STAM2	1817.4132
STAMBPL1	111.8004	STAMBPL1	130.7225
STAMBP	1108.1873	STAMBP	650.7017
STAM	757.2432	STAM	734.851
removed	removed	STAP1	15.348
STAP2	488.9222	STAP2	210.6379
STARD10	4329.9475	STARD10	521.5669
STARD13	675.9834	STARD13	1064.8327
STARD3NL	491.3764	STARD3NL	928.0239
STARD3	815.8702	STARD3	440.0638
STARD4	78.533	STARD4	96.0572
STARD5	145.6132	STARD5	78.5923
STARD7	2849.0313	STARD7	3810.5291
STARD8	182.4255	STARD8	321.2492
removed	removed	STAR	10.8494
STAT1	6766.9234	STAT1	4762.9034
STAT2	2376.9855	STAT2	1811.3269
STAT3	5936.3283	STAT3	7734.3264
STAT4	8.1805	STAT4	92.3525
STAT5A	438.4757	STAT5A	967.717
STAT5B	265.5941	STAT5B	2560.2028
STAT6	3887.9269	STAT6	2617.6254
STAU1	3620.6967	STAU1	3117.4935
STAU2	1587.2929	STAU2	1185.7642
STBD1	571.8699	STBD1	787.5925
STC1	1312.7003	STC1	1140.2495
STC2	24011.4527	STC2	5851.2873
STEAP1	259.8677	STEAP1	646.4677
STEAP2	830.3224	STEAP2	2044.1929
STEAP3	1489.6721	STEAP3	849.6962
STEAP4	58.627	STEAP4	3546.1786
STIL	653.3506	STIL	115.9038
STIM1	1453.4051	STIM1	1633.502
STIM2	570.7274	STIM2	941.2549
STIP1	2371.5318	STIP1	1288.7016
STK10	388.8472	STK10	395.8722
STK11IP	400.0273	STK11IP	186.822
STK11	684.4366	STK11	224.6628
STK16	866.044	STK16	358.2961
STK17A	192.2421	STK17A	1452.5016
STK17B	673.5292	STK17B	1693.5708
STK19	335.3657	STK19	183.2285
STK24	1401.8679	STK24	2618.1547
STK25	1121.0035	STK25	575.0202
removed	removed	STK31	8.9971
removed	removed	STK32A	29.9021
STK32B	817.5063	STK32B	364.647
STK32C	78.9856	STK32C	25.1389
removed	removed	STK33	11.9079
STK35	927.3979	STK35	1247.1562
STK36	783.1481	STK36	393.226
STK38L	3206.7626	STK38L	2263.8279
STK38	1477.4013	STK38	1877.7467
STK39	1359.0565	STK39	832.4959
STK3	556.2751	STK3	896.5341
STK40	636.1715	STK40	1391.3743
STK4	911.3096	STK4	1273.3536
removed	removed	STL	12.4372
STMN1	6750.8351	STMN1	1290.8185
STMN2	19.3606	STMN2	95.2634
STMN3	124.0712	STMN3	279.9684
STOML1	171.5182	STOML1	64.3028
STOML2	1386.3249	STOML2	718.7091
STOM	6872.4521	STOM	12544.5968
removed	removed	STON1-GTF2A1L	14.48
STON1	137.689	STON1	979.2147
STON2	380.9394	STON2	351.6806
STOX1	258.777	STOX1	141.8366
STOX2	15.8157	STOX2	44.1916
STRA13	561.7288	STRA13	89.971
STRA6	20.9967	STRA6	34.4007
STRADA	558.1839	STRADA	484.2554
STRADB	308.9508	STRADB	406.1924
STRAP	1757.7204	STRAP	3049.2214
STRBP	1642.3751	STRBP	714.4752
STRC	8.9986	STRC	11.3919
STRN3	835.2308	STRN3	1260.6492
STRN4	1067.2848	STRN4	599.8945
STRN	665.3487	STRN	645.9385
STS	1411.9572	STS	1622.9172
STT3A	4391.0287	STT3A	3823.2362
STT3B	1685.7318	STT3B	2394.2858
STUB1	990.4097	STUB1	298.1479
STX10	171.5182	STX10	60.0688
STX11	22.3601	STX11	614.9779
STX12	1552.6621	STX12	3177.5623
STX16	1159.9973	STX16	1544.0603
STX17	1026.6549	STX17	1457.0002
STX18	1050.651	STX18	402.4877
removed	removed	STX19	44.7209
STX1A	130.8828	STX1A	33.0776
STX1B	6.8171	STX1B	33.3422
STX2	232.3267	STX2	563.6415
STX3	1370.5092	STX3	884.3615
STX4	470.6524	STX4	200.5823
STX5	1260.3449	STX5	974.5971
STX6	1883.1495	STX6	1087.3889
STX7	610.2665	STX7	2573.1692
STX8	363.4876	STX8	381.0534
STXBP1	482.6505	STXBP1	994.7083
STXBP2	2075.1244	STXBP2	272.5591
STXBP3	1540.1186	STXBP3	2125.696
STXBP4	378.4852	STXBP4	261.7096
STXBP5	103.3472	STXBP5	826.3726
removed	removed	STXBP6	76.4753
STYK1	284.1366	STYK1	75.1522
STYXL1	607.8124	STYXL1	401.9585
STYX	657.4409	STYX	892.8294
SUB1	6294.3623	SUB1	6523.9525
SUCLA2	586.5376	SUCLA2	1549.5485
SUCLG1	1470.5842	SUCLG1	1721.8852
SUCLG2	2784.1025	SUCLG2	1955.5451
removed	removed	SUCNR1	17.4649
SUDS3	2028.2228	SUDS3	1668.6965
SUFU	596.6324	SUFU	440.0638
SUGT1L1	25.3405	SUGT1L1	65.1178
SUGT1P1	13.3615	SUGT1P1	8.7325
SUGT1	363.4876	SUGT1	598.5714
SULF1	4222.5101	SULF1	1951.8404
SULF2	3703.0472	SULF2	2234.1904
SULT1A1	182.6982	SULT1A1	200.3177
SULT1A2	44.7202	SULT1A2	17.4649
SULT1A3	331.8345	SULT1A3	319.2566
SULT1C2	55.9002	removed	removed
SULT1C4	7.3625	SULT1C4	170.1509
SULT2B1	120.2536	SULT2B1	97.3803
SULT4A1	16.9064	SULT4A1	15.8772
SUMF1	1598.2003	SUMF1	1117.4921
SUMF2	3553.6165	SUMF2	2007.6753
SUMO1P3	200.4227	SUMO1P3	179.6773
SUMO1	2189.1063	SUMO1	2644.6167
SUMO2	3499.3524	SUMO2	3520.5104
SUMO3	2497.5118	SUMO3	2669.491
SUN1	1896.7891	SUN1	3577.0307
SUN2	1645.92	SUN2	1811.0623
SUOX	691.2537	SUOX	565.4939
SUPT16H	4139.0688	SUPT16H	3338.9808
SUPT3H	80.7144	SUPT3H	163.8001
SUPT4H1	1506.8512	SUPT4H1	1271.5674
SUPT5H	2446.5199	SUPT5H	1014.2902
SUPT6H	2992.7057	SUPT6H	1844.9337
SUPT7L	1016.8382	SUPT7L	1012.9671
SUPV3L1	535.5512	SUPV3L1	618.6826
SURF1	1026.6549	SURF1	496.9572
SURF2	179.426	SURF2	34.6653
SURF4	3917.1041	SURF4	4178.8861
SURF6	362.6696	SURF6	195.0253
SUSD1	97.6208	SUSD1	234.1891
SUSD2	140.9776	SUSD2	129.9286
SUSD3	560.3654	SUSD3	218.5765
SUSD4	421.5693	SUSD4	179.9419
SUSD5	138.5234	SUSD5	199.5238
SUV39H1	260.4131	SUV39H1	97.6449
SUV39H2	207.7851	SUV39H2	191.3206
SUV420H1	1231.4405	SUV420H1	1876.159
SUV420H2	208.6032	SUV420H2	45.2501
SUZ12P	184.3343	SUZ12P	207.727
SUZ12	2165.9281	SUZ12	1487.9608
SV2A	20.724	SV2A	75.9461
SV2B	14.1796	SV2B	217.518
SVEP1	76.0788	SVEP1	4328.4548
SVIL	1054.684	SVIL	3086.0883
SVIP	980.0259	SVIP	616.0364
removed	removed	SVOPL	15.348
SWAP70	2129.6612	SWAP70	4639.3256
SYAP1	1549.6626	SYAP1	1265.415
SYBU	1704.547	SYBU	674.671
SYCE2	24.8142	removed	removed
removed	removed	SYCP2L	9.5263
SYCP2	1112.823	SYCP2	467.0551
SYDE1	147.2493	SYDE1	205.0808
SYDE2	147.2493	SYDE2	178.3542
SYF2	1442.7705	SYF2	1314.899
SYK	163.883	SYK	658.111
SYMPK	1666.9166	SYMPK	677.9576
removed	removed	SYN1	16.4065
removed	removed	SYN2	241.5985
removed	removed	SYN3	10.3202
