gene_id	TCGA-BH-A1FR-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FR-11B-42R-A13Q-07
CEP170L	5.3842	removed	removed
CEP170	1066.5688	CEP170	1138.9591
CEP192	711.6985	CEP192	969.1764
CEP250	831.6202	CEP250	529.0551
CEP290	520.3818	CEP290	603.2036
CEP350	1251.5908	CEP350	1578.0697
CEP55	207.5379	CEP55	63.1632
CEP57	957.4156	CEP57	1030.8236
CEP63	642.0166	CEP63	620.8085
CEP68	953.9892	CEP68	1626.1243
CEP70	663.7298	CEP70	425.4674
CEP72	69.0162	CEP72	41.9404
CEP76	193.8326	CEP76	143.0015
CEP78	247.1855	CEP78	250.1263
CEP97	250.1224	CEP97	178.8782
CEPT1	755.2814	CEPT1	909.5503
CERCAM	571.2188	CERCAM	1684.1839
CERKL	121.4831	CERKL	82.1526
CERK	672.5404	CERK	1067.2057
CES1	53.3529	CES1	1059.6261
CES2	1977.9736	CES2	1147.044
CES3	10.7685	CES3	62.1526
removed	removed	CES4	36.8873
CES8	203.1326	CES8	85.3967
CETN2	1300.5384	CETN2	1016.1698
CETN3	462.0656	CETN3	363.3148
CETP	22.5159	CETP	63.1632
CFB	2882.6872	CFB	2602.4356
CFDP1	667.6456	CFDP1	789.7928
CFD	120.4112	CFD	1222.8398
removed	removed	CFHR3	5.5584
removed	removed	CFHR5	18.191
CFH	545.2766	CFH	2603.8403
CFI	171.3167	CFI	1407.7817
CFL1	13783.6515	CFL1	9794.3406
CFL2	332.8439	CFL2	860.0303
CFLAR	256.4856	CFLAR	1014.0677
removed	removed	CFLP1	5.0531
CFP	13.2159	CFP	55.0783
removed	removed	CFTR	12.6326
CG030	26.9212	CG030	55.5836
removed	removed	CGB7	7.8322
CGGBP1	2736.6618	CGGBP1	2801.43
CGNL1	1866.373	CGNL1	1734.2092
CGN	1781.2041	CGN	790.8034
CGREF1	130.5776	CGREF1	76.382
CGRRF1	202.6432	CGRRF1	264.2749
CH25H	99.8532	CH25H	176.3517
CHAC1	8.3211	CHAC1	28.2971
CHAC2	22.5159	CHAC2	27.2865
CHADL	149.7797	CHADL	64.6791
removed	removed	CHAD	234.4618
CHAF1A	342.1439	CHAF1A	141.4856
CHAF1B	285.3647	CHAF1B	145.528
CHCHD10	278.512	CHCHD10	382.0111
CHCHD1	608.419	CHCHD1	434.0576
CHCHD2	4131.1796	CHCHD2	2678.6256
CHCHD3	667.6456	CHCHD3	559.3734
CHCHD4	276.5541	CHCHD4	209.1966
CHCHD5	299.07	CHCHD5	215.7655
CHCHD6	148.8008	CHCHD6	104.093
CHCHD7	245.2276	CHCHD7	460.8388
CHCHD8	837.0044	CHCHD8	545.2249
CHD1L	820.3622	CHD1L	912.5821
CHD1	1165.9325	CHD1	1147.044
CHD2	2383.2599	CHD2	2496.7155
CHD3	6128.2428	CHD3	4139.4644
CHD4	6491.1992	CHD4	4975.7605
CHD5	7.8316	removed	removed
CHD6	2831.6202	CHD6	1840.3234
CHD7	489.9657	CHD7	584.6387
CHD8	2113.069	CHD8	1933.2996
CHD9	1504.1605	CHD9	2077.8171
CHDH	1081.7425	CHDH	741.7888
CHEK1	212.9222	CHEK1	98.0293
CHEK2	168.8693	CHEK2	170.7933
CHERP	1525.8492	CHERP	972.8651
CHFR	400.8811	CHFR	407.2764
CHGA	3624.0822	CHGA	131.3795
CHGB	1979.9315	CHGB	86.4073
CHI3L1	70.9741	CHI3L1	3740.2729
CHI3L2	11.7474	CHI3L2	519.4543
CHIC1	230.0538	CHIC1	411.8242
CHIC2	175.2325	CHIC2	341.5867
CHID1	1853.6466	CHID1	1342.5973
CHIT1	6.3632	CHIT1	712.4811
CHKA	282.9173	CHKA	635.1693
CHKB-CPT1B	430.793	CHKB-CPT1B	504.4113
CHKB	296.5002	CHKB	239.0652
CHL1	68.5267	CHL1	1275.8969
CHML	337.7386	CHML	415.8666
CHMP1A	2290.7489	CHMP1A	1312.2789
CHMP1B	1923.6417	CHMP1B	1811.521
CHMP2A	2488.9868	CHMP2A	1303.1834
CHMP2B	1422.9075	CHMP2B	1128.853
CHMP4A	816.9555	CHMP4A	791.9656
CHMP4B	5312.2859	CHMP4B	2264.2749
CHMP4C	560.4503	CHMP4C	457.3017
CHMP5	2361.9383	CHMP5	1434.7094
CHMP6	436.6128	CHMP6	315.8161
CHMP7	1046.5002	CHMP7	897.9282
CHM	786.0989	CHM	688.2264
CHN1	155.164	CHN1	395.1491
CHN2	162.9956	CHN2	123.7999
removed	removed	CHODL	37.3926
CHORDC1	562.4082	CHORDC1	544.7196
CHPF2	1125.7954	CHPF2	995.9576
CHPF	4771.4146	CHPF	1460.8388
CHPT1	508.0764	CHPT1	1482.567
CHP	2397.4547	CHP	2856.9985
CHRAC1	474.792	CHRAC1	529.5604
CHRDL1	179.6378	CHRDL1	2728.1455
removed	removed	CHRDL2	9.6008
CHRD	4178.6588	CHRD	367.3573
CHRFAM7A	7.8316	CHRFAM7A	38.4032
removed	removed	CHRM1	91.4603
CHRM3	7.3421	CHRM3	9.6008
CHRM4	27.9001	removed	removed
removed	removed	CHRM5	5.5584
removed	removed	CHRNA10	7.0743
removed	removed	CHRNA1	34.3608
CHRNA2	59.7161	CHRNA2	116.2203
removed	removed	CHRNA3	6.569
CHRNA5	34.7528	CHRNA5	42.4457
CHRNA6	17.6211	CHRNA6	5.5584
CHRNB1	206.559	CHRNB1	197.5745
CHRNB2	1085.6583	CHRNB2	65.1844
removed	removed	CHRNB4	20.7175
CHRNE	10.6657	CHRNE	27.4482
CHST10	696.5247	CHST10	230.9247
CHST11	89.0847	CHST11	163.7191
CHST12	246.2066	CHST12	262.759
CHST13	12.2369	CHST13	19.2016
CHST14	765.0514	CHST14	569.4795
CHST15	1259.9119	CHST15	1329.9646
CHST1	3379.8336	CHST1	814.0475
CHST2	117.9638	CHST2	415.3613
CHST3	165.9325	CHST3	1103.0824
removed	removed	CHST4	27.7918
CHST5	11.8649	CHST5	5.0985
removed	removed	CHST6	60.1314
CHST7	43.0739	CHST7	105.1036
CHST8	341.165	CHST8	52.5518
CHST9	8.8106	CHST9	350.1769
CHSY1	2695.5458	CHSY1	1782.2132
CHSY3	57.7582	CHSY3	104.093
CHTF18	177.1904	CHTF18	89.4391
CHTF8	2326.4807	CHTF8	2475.998
CHUK	544.2976	CHUK	646.286
CHURC1	1492.4229	CHURC1	1622.8752
CIAO1	2246.2066	CIAO1	1885.8009
CIAPIN1	810.5727	CIAPIN1	664.477
CIB1	1625.0612	CIB1	1020.7175
CIB2	19.5791	CIB2	70.7428
CIC	2258.4435	CIC	1711.4704
removed	removed	CIDEA	133.4007
CIDEB	291.0426	CIDEB	462.092
CIDECP	109.1532	CIDECP	87.4179
CIDEC	14.6843	CIDEC	444.669
CIITA	287.3226	CIITA	347.145
CILP2	83.211	CILP2	93.4816
CILP	594.7137	CILP	2978.7772
CINP	457.6603	CINP	372.4103
CIR1	953.9892	CIR1	841.334
CIRBP	6850.7097	CIRBP	5131.8848
CIRH1A	813.5095	CIRH1A	677.1097
CISD1	406.7548	CISD1	282.4659
CISD2	812.5306	CISD2	501.2633
CISD3	1167.719	CISD3	660.1415
CISH	418.5022	CISH	334.0071
CITED1	359.2756	CITED1	201.617
CITED2	2274.1067	CITED2	3111.1673
CITED4	46.5002	CITED4	627.0844
CIT	322.0754	CIT	91.9656
CIZ1	1626.0401	CIZ1	1681.1521
CKAP2L	111.1111	CKAP2L	22.7388
CKAP2	785.6094	CKAP2	255.6847
CKAP4	1142.9271	CKAP4	1851.4401
CKAP5	3397.9442	CKAP5	1854.9773
CKB	705.3353	CKB	381.5058
CKLF	419.9706	CKLF	360.283
CKMT1A	2272.6383	CKMT1A	54.0677
CKMT1B	2441.0181	CKMT1B	291.5614
removed	removed	CKMT2	26.7812
CKS1B	414.0969	CKS1B	363.8201
CKS2	554.0871	CKS2	161.1925
CLASP1	1306.4121	CLASP1	1319.3532
CLASP2	1222.2222	CLASP2	1542.193
CLCA2	12.2369	CLCA2	550.7832
removed	removed	CLCA4	60.1314
CLCC1	1159.2266	CLCC1	900.6316
CLCF1	156.1429	CLCF1	118.7468
removed	removed	CLCN1	6.0637
CLCN2	180.1273	CLCN2	51.0359
CLCN3	2770.9251	CLCN3	1744.3153
CLCN4	20.558	CLCN4	165.235
CLCN5	45.0318	CLCN5	203.1329
CLCN6	403.8179	CLCN6	572.0061
CLCN7	1806.1674	CLCN7	1294.0879
CLCNKA	11.7474	CLCNKA	10.1061
removed	removed	CLCNKB	8.0849
CLDN10	5.2619	CLDN10	42.5417
CLDN11	81.7425	CLDN11	1043.9616
CLDN12	1495.8395	CLDN12	1362.1021
removed	removed	CLDN14	14.1486
CLDN15	162.9956	CLDN15	211.2178
removed	removed	CLDN16	6.569
removed	removed	CLDN18	6.0637
removed	removed	CLDN19	177.8676
CLDN1	367.1072	CLDN1	693.2794
CLDN23	52.374	CLDN23	146.5387
removed	removed	CLDN2	7.0743
CLDN3	584.9241	CLDN3	689.7423
CLDN4	2048.9476	CLDN4	3152.6023
CLDN5	173.7641	CLDN5	1000
CLDN7	1843.8571	CLDN7	1013.6433
CLDN8	170.8272	CLDN8	1960.0808
CLDN9	5.3842	removed	removed
CLDND1	1410.6706	CLDND1	1441.6372
CLEC10A	26.4317	CLEC10A	306.2153
CLEC11A	111.1111	CLEC11A	173.3199
CLEC12A	13.2159	CLEC12A	48.5093
CLEC14A	483.1131	CLEC14A	1120.7681
CLEC16A	725.8933	CLEC16A	674.5831
CLEC17A	10.279	removed	removed
removed	removed	CLEC18A	11.1167
CLEC1A	33.7739	CLEC1A	154.6235
CLEC2B	124.8164	CLEC2B	401.718
CLEC2D	346.5492	CLEC2D	484.0829
removed	removed	CLEC3A	8.5902
CLEC3B	204.6011	CLEC3B	1048.5093
CLEC4A	66.5688	CLEC4A	99.5452
removed	removed	CLEC4C	21.2228
CLEC4E	20.558	CLEC4E	28.8024
CLEC4F	16.6422	CLEC4F	48.5093
removed	removed	CLEC4GP1	18.6963
removed	removed	CLEC4G	6.569
CLEC5A	206.559	CLEC5A	41.9404
CLEC7A	204.1116	CLEC7A	255.6847
CLEC9A	44.0529	CLEC9A	37.8979
CLECL1	14.1948	CLECL1	20.7175
CLGN	86.6373	CLGN	66.195
CLIC1	5157.1219	CLIC1	4993.9363
CLIC2	126.7744	CLIC2	744.8206
removed	removed	CLIC3	53.0571
CLIC4	3596.1821	CLIC4	6695.806
CLIC5	90.5531	CLIC5	456.2911
CLIC6	48.9476	CLIC6	199.5958
CLINT1	1566.8135	CLINT1	2198.0798
CLIP1	1504.65	CLIP1	1985.3461
CLIP2	247.675	CLIP2	478.0192
CLIP3	381.302	CLIP3	687.2158
CLIP4	214.3906	CLIP4	1127.8423
CLK1	2263.8277	CLK1	3229.4088
CLK2P	13.7053	CLK2P	14.1486
CLK2	581.9873	CLK2	681.6574
CLK3	1174.743	CLK3	762.001
CLK4	455.2129	CLK4	854.9773
removed	removed	CLLU1OS	8.0849
CLMN	1740.0881	CLMN	2178.3729
CLN3	863.4361	CLN3	1159.1713
CLN5	662.7509	CLN5	903.9919
CLN6	1056.2898	CLN6	808.4891
CLN8	324.0333	CLN8	521.9808
removed	removed	CLNK	5.5584
CLNS1A	1588.3505	CLNS1A	1241.0308
CLOCK	404.7969	CLOCK	448.7115
CLP1	240.8223	CLP1	322.385
CLPB	265.7856	CLPB	227.8929
CLPP	765.5409	CLPP	399.1915
CLPTM1L	2639.7455	CLPTM1L	1686.7105
CLPTM1	4137.0534	CLPTM1	2030.3183
CLPX	841.8992	CLPX	786.2557
CLSPN	122.3691	CLSPN	21.7281
CLSTN1	10621.6349	CLSTN1	5367.3573
CLSTN2	5894.7626	CLSTN2	481.051
CLSTN3	3247.1855	CLSTN3	1477.0086
CLTA	1831.1307	CLTA	1751.8949
CLTB	673.5193	CLTB	609.3987
CLTCL1	32.7949	CLTCL1	116.7256
CLTC	12028.8791	CLTC	9577.0591
CLUAP1	667.1561	CLUAP1	387.999
CLUL1	58.2477	CLUL1	73.7746
CLU	19251.5908	CLU	48034.8661
removed	removed	CLVS1	13.5321
CLYBL	106.7058	CLYBL	106.6195
removed	removed	CMA1	45.9828
CMAH	137.5428	CMAH	357.7564
CMAS	834.557	CMAS	667.5088
CMBL	2853.1571	CMBL	1049.52
CMC1	156.6324	CMC1	145.528
CMIP	2403.3284	CMIP	1323.3957
CMKLR1	162.0166	CMKLR1	515.4118
CMPK1	3951.0524	CMPK1	4294.0879
CMPK2	212.9222	CMPK2	220.8186
CMTM1	103.769	CMTM1	155.6342
CMTM3	975.5262	CMTM3	1442.6478
CMTM4	4100.8321	CMTM4	1846.3871
removed	removed	CMTM5	19.7069
CMTM6	2953.9892	CMTM6	3894.3911
CMTM7	154.185	CMTM7	989.3886
CMTM8	302.9858	CMTM8	169.2774
CMYA5	609.3979	CMYA5	1569.9848
CN5H6.4	30.3475	CN5H6.4	14.1486
CNBP	6961.3314	CNBP	7041.4351
CNDP2	3632.4033	CNDP2	3283.9818
CNFN	99.8532	CNFN	41.9404
removed	removed	CNGA1	40.9298
removed	removed	CNGA4	5.5584
CNIH2	70.4846	CNIH2	6.0637
CNIH3	29.3686	CNIH3	122.7893
CNIH4	612.3348	CNIH4	705.9121
CNIH	1089.5742	CNIH	1208.6913
CNKSR1	516.3975	CNKSR1	384.0323
removed	removed	CNKSR2	32.8449
CNKSR3	2525.208	CNKSR3	303.1834
CNN1	278.0225	CNN1	3159.1713
CNN2	847.2834	CNN2	2992.4204
CNN3	2531.5712	CNN3	6022.2335
CNNM1	35.2423	CNNM1	27.2865
CNNM2	279.9804	CNNM2	144.0121
CNNM3	1374.9388	CNNM3	886.3062
CNNM4	1790.5042	CNNM4	843.3552
CNOT10	538.9134	CNOT10	489.6412
CNOT1	4397.2785	CNOT1	3831.526
CNOT2	1274.1067	CNOT2	1256.6953
CNOT3	1310.3279	CNOT3	806.4679
CNOT4	529.6133	CNOT4	551.2885
CNOT6L	1316.2017	CNOT6L	1647.8019
CNOT6	1190.4063	CNOT6	1032.8449
CNOT7	2055.8003	CNOT7	1744.8206
CNOT8	1687.2247	CNOT8	1490.6518
CNO	303.9648	CNO	200.1011
CNPY2	1395.9863	CNPY2	954.5225
CNPY3	1644.1508	CNPY3	1266.8014
CNPY4	465.4919	CNPY4	359.7777
CNP	2260.5678	CNP	2173.3906
CNR1	3048.4581	CNR1	171.8039
CNR2	7.3421	removed	removed
CNRIP1	108.6637	CNRIP1	525.5179
CNST	1125.3059	CNST	812.0263
CNTD1	108.3162	CNTD1	79.4745
CNTD2	360.744	CNTD2	9.6008
CNTFR	558.0029	CNTFR	231.9353
removed	removed	CNTF	8.5902
CNTLN	125.7954	CNTLN	268.3173
CNTN1	65.5898	CNTN1	433.047
CNTN2	12.2369	CNTN2	5.5584
CNTN3	90.0636	CNTN3	89.9444
CNTN4	427.3128	CNTN4	198.0798
CNTNAP1	209.0064	CNTNAP1	282.4659
CNTNAP2	59.7161	CNTNAP2	252.6529
CNTNAP3	13.7053	CNTNAP3	267.812
removed	removed	CNTNAP4	5.5584
CNTROB	856.5835	CNTROB	603.335
COASY	1968.6735	COASY	1340.576
COBLL1	318.649	COBLL1	1171.8039
COBL	1286.3436	COBL	775.139
COBRA1	1511.0132	COBRA1	947.9535
COCH	16.1527	COCH	36.5336
COG1	805.1982	COG1	695.4472
COG2	1071.4635	COG2	728.6508
COG3	1034.2633	COG3	976.2506
COG4	1481.1552	COG4	1122.284
COG5	738.2526	COG5	982.2284
COG6	782.6725	COG6	849.4189
COG7	931.4733	COG7	596.766
COG8	535.7807	COG8	427.6402
COIL	474.3025	COIL	493.1784
COL10A1	575.6241	COL10A1	55.5836
COL11A1	390.6021	COL11A1	251.6422
COL11A2	11.258	COL11A2	15.1592
COL12A1	5960.8419	COL12A1	4583.6281
COL13A1	25.4528	COL13A1	14.1486
COL14A1	870.2888	COL14A1	7705.4068
COL15A1	1891.8257	COL15A1	3548.2567
COL16A1	615.2717	COL16A1	1825.6695
COL17A1	174.2535	COL17A1	5021.7281
COL18A1	2860.0098	COL18A1	3374.4315
COL1A1	39044.0529	COL1A1	127337.5442
COL1A2	27020.0685	COL1A2	105969.6817
COL21A1	116.4953	COL21A1	257.2006
COL22A1	26.4317	COL22A1	28.2971
COL23A1	6.8527	COL23A1	21.7281
COL24A1	26.9212	COL24A1	32.8449
removed	removed	COL25A1	60.6367
COL27A1	52.8634	COL27A1	298.1304
COL28A1	10.279	COL28A1	25.7706
COL2A1	3630.9349	COL2A1	73.7746
COL3A1	21215.859	COL3A1	136371.3997
COL4A1	9077.8267	COL4A1	8730.6721
COL4A2	7566.8135	COL4A2	7174.8358
COL4A3BP	1083.211	COL4A3BP	1555.331
COL4A3	16.6422	COL4A3	45.9828
COL4A4	29.3686	COL4A4	73.2693
COL4A5	1282.9173	COL4A5	1052.0465
COL4A6	694.0773	COL4A6	339.0601
COL5A1	2615.2717	COL5A1	6813.0369
COL5A2	3189.4273	COL5A2	7239.5149
COL5A3	366.6177	COL5A3	1060.6367
COL6A1	4895.2521	COL6A1	17216.2708
COL6A2	5547.7239	COL6A2	15471.4502
COL6A3	6965.2472	COL6A3	27609.3987
COL6A6	9.7895	COL6A6	102.5771
COL7A1	28.3896	COL7A1	377.4634
COL8A1	178.1694	COL8A1	340.576
COL8A2	299.5595	COL8A2	1050.5306
COL9A2	97.8953	COL9A2	255.6847
removed	removed	COL9A3	20.2122
removed	removed	COLEC11	39.4138
COLEC12	246.2066	COLEC12	1114.1991
COLQ	15.1738	COLQ	59.6261
COMMD10	526.6765	COMMD10	385.043
COMMD1	209.4958	COMMD1	309.2471
COMMD2	585.4136	COMMD2	943.9111
COMMD3	670.0489	COMMD3	646.3618
COMMD4	823.7885	COMMD4	674.5831
COMMD5	559.0455	COMMD5	400.2072
COMMD6	927.068	COMMD6	1532.0869
COMMD7	923.6417	COMMD7	1030.8236
COMMD8	228.5854	COMMD8	274.8863
COMMD9	805.6779	COMMD9	699.8484
COMP	355.3598	COMP	284.9924
COMTD1	149.7797	COMTD1	61.6473
COMT	1883.0152	COMT	2130.3689
COPA	6843.6368	COPA	4819.1359
COPB1	4315.952	COPB1	3511.3694
COPB2	4294.6647	COPB2	3523.4967
COPE	2554.0871	COPE	1131.2683
COPG2	549.1924	COPG2	402.7287
COPG	5171.3167	COPG	3139.9697
COPS2	1989.721	COPS2	1730.1668
COPS3	961.8209	COPS3	852.956
COPS4	1092.511	COPS4	932.7943
COPS5	1092.511	COPS5	996.4629
COPS6	1705.8248	COPS6	1260.7377
COPS7A	1246.696	COPS7A	1230.4194
COPS7B	717.5722	COPS7B	634.664
COPS8	1338.1791	COPS8	1166.6902
COPZ1	4276.5541	COPZ1	2944.4164
COPZ2	46.9897	COPZ2	333.5018
COQ10A	183.0641	COQ10A	139.4644
COQ10B	964.2682	COQ10B	657.908
COQ2	230.5433	COQ2	180.3941
COQ3	137.5428	COQ3	114.7044
COQ4	1351.9334	COQ4	628.6003
COQ5	875.673	COQ5	587.1652
COQ6	812.2124	COQ6	409.4138
COQ7	609.8874	COQ7	462.86
COQ9	928.5365	COQ9	663.4664
CORIN	19.5791	CORIN	33.3502
CORO1A	1162.0166	CORO1A	694.29
CORO1B	1846.3045	CORO1B	1389.0854
CORO1C	1467.9393	CORO1C	2742.2941
CORO2A	1571.7083	CORO2A	643.2542
CORO2B	35.2423	CORO2B	264.2749
CORO6	54.3319	CORO6	55.5836
CORO7	821.8111	CORO7	495.9171
CORT	6.4611	CORT	6.8772
COTL1	3972.5893	COTL1	1863.5675
COX10	232.0117	COX10	279.4341
COX11	774.4787	COX11	738.9035
COX15	1324.3417	COX15	1085.902
COX16	1032.3054	COX16	736.2304
COX17	893.2942	COX17	382.0111
COX18	522.7606	COX18	451.238
COX19	249.0015	COX19	229.8484
COX4I1	3987.2736	COX4I1	3371.3997
COX4I2	38.1791	COX4I2	66.195
COX4NB	545.2766	COX4NB	365.8413
COX5A	1136.0744	COX5A	825.6695
COX5B	1223.6907	COX5B	880.7479
COX6A1	2224.6696	COX6A1	1360.283
COX6B1	2207.0485	COX6B1	1689.237
removed	removed	COX6B2	22.7388
COX6C	7291.2384	COX6C	1299.6463
COX7A1	51.395	COX7A1	230.9247
COX7A2L	2228.0959	COX7A2L	1780.192
COX7A2	1772.883	COX7A2	1061.6473
COX7B	1229.5644	COX7B	1076.8065
COX7C	2551.1503	COX7C	2408.287
COX8A	2973.5683	COX8A	1172.8146
CP110	960.3524	CP110	740.7782
removed	removed	CPA1	8.0849
CPA3	61.1845	CPA3	322.385
removed	removed	CPA4	30.3183
CPAMD8	26.9212	CPAMD8	435.5735
CPB1	358325.0122	CPB1	5330.4699
removed	removed	CPB2	6.569
CPD	4481.6446	CPD	3934.8156
CPEB1	7.3421	CPEB1	59.1208
CPEB2	1168.8693	CPEB2	950.48
CPEB3	416.5443	CPEB3	291.5614
CPEB4	1040.6265	CPEB4	1273.8757
CPE	2178.6588	CPE	3708.4386
CPLX1	670.093	CPLX1	139.4644
CPLX2	4698.4826	CPLX2	102.0718
CPM	805.6779	CPM	1122.284
CPNE1	1161.9139	CPNE1	1097.14
CPNE2	389.6231	CPNE2	797.8777
CPNE3	2844.836	CPNE3	3555.331
CPNE4	117.9638	CPNE4	5.0531
CPNE5	131.1796	CPNE5	208.6913
CPNE7	296.1331	CPNE7	26.2759
CPNE8	67.0582	CPNE8	448.2062
CPOX	271.6593	CPOX	392.6225
removed	removed	CPO	8.0849
CPPED1	659.3245	CPPED1	573.522
CPS1	14.6843	CPS1	107.1248
CPSF1	1288.791	CPSF1	1156.6448
CPSF2	1364.1703	CPSF2	1304.194
CPSF3L	1502.6921	CPSF3L	1108.1354
CPSF3	807.1464	CPSF3	671.046
CPSF4	365.6388	CPSF4	369.3785
CPSF6	1836.5149	CPSF6	1770.0859
CPSF7	2091.0426	CPSF7	2040.4245
CPT1A	1803.2305	CPT1A	2354.7246
CPT1B	502.8292	CPT1B	348.7519
CPT1C	422.9075	CPT1C	85.3967
CPT2	827.7044	CPT2	707.428
CPVL	298.5805	CPVL	1794.3406
CPXM1	285.8541	CPXM1	1176.857
CPXM2	276.0646	CPXM2	1736.2304
CPZ	146.3534	CPZ	743.81
CP	17.4988	CP	1285.806
CR1	13.2159	CR1	183.426
CR2	61.674	CR2	40.4245
CRABP1	136.5639	CRABP1	255.1794
CRABP2	1311.3069	CRABP2	3057.6049
CRADD	248.1645	CRADD	251.6422
CRAMP1L	835.0465	CRAMP1L	1761.5664
CRAT	1369.0651	CRAT	1997.9788
removed	removed	CRB2	41.9404
CRB3	319.628	CRB3	133.906
CRBN	825.3059	CRBN	943.9768
CRCP	1232.5012	CRCP	971.1976
CREB1	1263.3382	CREB1	1625.5685
CREB3L1	678.9036	CREB3L1	616.473
CREB3L2	1801.2726	CREB3L2	3165.235
CREB3L4	1731.2775	CREB3L4	1036.8873
CREB3	1038.5169	CREB3	1010.0101
CREB5	51.395	CREB5	235.4725
CREBBP	1912.8732	CREBBP	2326.4275
CREBL2	1802.2516	CREBL2	2621.526
CREBZF	1824.278	CREBZF	1548.762
CREG1	2158.1008	CREG1	4126.3264
CRELD1	1286.8331	CRELD1	744.8206
CRELD2	697.0142	CRELD2	414.3507
CREM	213.9011	CREM	367.3573
removed	removed	CRHBP	46.4881
removed	removed	CRHR1	38.1253
removed	removed	CRHR2	6.569
CRIM1	6064.6109	CRIM1	6316.3214
CRIP1	1841.4097	CRIP1	897.9282
CRIP2	2866.373	CRIP2	2021.7281
CRIPAK	356.3387	CRIPAK	258.2112
CRIPT	266.7646	CRIPT	438.1001
CRISPLD1	278.512	CRISPLD1	1326.9328
CRISPLD2	395.9863	CRISPLD2	1260.7377
CRKL	2408.7127	CRKL	2156.1395
CRK	1114.048	CRK	1281.9606
CRLF1	25.9422	CRLF1	36.382
CRLF3	378.8546	CRLF3	457.807
CRLS1	752.8145	CRLS1	665.9929
CRMP1	2821.0426	CRMP1	156.6246
CRNKL1	1290.7489	CRNKL1	979.7878
CROCCL1	270.1566	CROCCL1	436.2254
CROCCL2	70.9741	CROCCL2	92.4709
CROCC	304.9437	CROCC	261.7484
CROT	205.58	CROT	946.9429
CRTAC1	92.511	CRTAC1	205.6594
CRTAM	16.1527	CRTAM	32.3396
CRTAP	2231.0328	CRTAP	5198.5851
CRTC1	590.7978	CRTC1	362.8095
CRTC2	805.6779	CRTC2	727.6402
CRTC3	1488.9868	CRTC3	1187.9737
CRY1	628.4875	CRY1	588.1758
CRY2	1377.3862	CRY2	1217.2815
CRYAB	127.7533	CRYAB	3567.4583
CRYBA2	26.9212	removed	removed
CRYBB1	8.3211	CRYBB1	14.6539
CRYBG3	203.3774	CRYBG3	837.5291
CRYGS	6.8527	CRYGS	24.76
CRYL1	710.2301	CRYL1	563.9212
removed	removed	CRYM	15.6645
CRYZL1	307.8169	CRYZL1	331.7332
CRYZ	440.2937	CRYZ	781.051
CSAD	518.8448	CSAD	639.717
CSDAP1	5.8737	CSDAP1	46.9934
CSDA	582.9662	CSDA	2506.3163
CSDC2	13.2159	CSDC2	31.329
CSDE1	12910.9153	CSDE1	16170.288
CSE1L	2370.0441	CSE1L	1753.4108
CSF1R	2115.5164	CSF1R	2200.1011
CSF1	5368.0861	CSF1	1163.2137
CSF2RA	144.3955	CSF2RA	148.0546
CSF2RB	236.417	CSF2RB	597.2713
CSF3R	274.1067	CSF3R	471.9555
removed	removed	CSF3	15.6645
CSGALNACT1	147.8218	CSGALNACT1	863.0622
CSGALNACT2	548.7029	CSGALNACT2	911.5715
CSK	1457.1708	CSK	986.3567
CSMD2	61.1845	CSMD2	16.6751
removed	removed	CSNK1A1L	5.0531
CSNK1A1	8878.1204	CSNK1A1	5961.5968
CSNK1D	4011.258	CSNK1D	2566.4477
CSNK1E	3088.556	CSNK1E	1729.904
CSNK1G1	968.184	CSNK1G1	704.9015
CSNK1G2	1096.4268	CSNK1G2	664.477
CSNK1G3	1245.7171	CSNK1G3	881.7585
CSNK2A1P	426.3338	CSNK2A1P	402.2233
CSNK2A1	1360.744	CSNK2A1	1035.8767
CSNK2A2	442.976	CSNK2A2	515.4118
CSNK2B	2820.2252	CSNK2B	1796.7559
CSPG4	935.3891	CSPG4	558.8681
CSPG5	150.2692	CSPG5	19.7069
CSPP1	254.4542	CSPP1	303.0369
CSRNP1	539.4028	CSRNP1	1447.1956
CSRNP2	1729.8091	CSRNP2	1008.0849
CSRNP3	8.3211	CSRNP3	39.4138
CSRP1	4924.6207	CSRP1	12279.4341
CSRP2BP	853.6466	CSRP2BP	656.8974
CSRP2	92.0215	CSRP2	484.5882
CST1	635.3402	removed	removed
CST2	65.5898	removed	removed
CST3	9923.1522	CST3	7048.004
CST4	10.279	removed	removed
removed	removed	CST5	16.1698
removed	removed	CST6	15.6645
CST7	50.9055	CST7	75.2906
CST9L	14.1948	removed	removed
CST9	1207.5379	CST9	92.4709
CSTA	26.4317	CSTA	134.9166
CSTB	1562.8977	CSTB	3092.9763
CSTF1	651.4929	CSTF1	598.282
CSTF2T	983.8473	CSTF2T	1079.333
CSTF2	232.0117	CSTF2	210.2072
CSTF3	760.1566	CSTF3	481.051
CS	3517.8659	CS	2753.4108
CT62	40.1371	CT62	50.5306
CTAGE4	70.4846	CTAGE4	75.7959
CTAGE5	1228.0959	CTAGE5	1016.6751
CTAGE6	12.7264	CTAGE6	11.1167
CTAGE9	196.28	CTAGE9	184.4366
CTBP1	2653.1082	CTBP1	1592.0313
CTBP2	1605.4821	CTBP2	1718.0394
CTBS	1321.0866	CTBS	757.332
CTCFL	6.0255	CTCFL	8.1758
CTCF	1979.442	CTCF	1503.2845
CTDP1	363.1914	CTDP1	348.6609
CTDSP1	2450.8076	CTDSP1	3015.1592
