gene_id	TCGA-BH-A1FR-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FR-11B-42R-A13Q-07
IFITM1	1207.0485	IFITM1	3310.763
IFITM2	2017.1317	IFITM2	3155.6342
IFITM3	3762.1145	IFITM3	8504.8004
IFNAR1	2281.4488	IFNAR1	2602.8297
IFNAR2	313.1522	IFNAR2	574.8156
removed	removed	IFNE	14.6539
IFNGR1	1764.5619	IFNGR1	2980.2931
IFNGR2	1422.9075	IFNGR2	1816.5387
removed	removed	IFNG	5.0531
IFRD1	349.9755	IFRD1	703.8909
IFRD2	705.6779	IFRD2	622.3901
IFT122	1150.2692	IFT122	695.806
IFT140	787.0778	IFT140	611.4199
IFT172	723.9354	IFT172	606.3669
IFT20	238.6246	IFT20	344.477
IFT27	388.6442	IFT27	389.0854
IFT46	1495.35	IFT46	727.6402
IFT52	646.5981	IFT52	631.6321
IFT57	519.8238	IFT57	725.619
IFT74	337.7386	IFT74	386.5791
IFT80	603.5193	IFT80	658.9995
IFT81	503.1816	IFT81	332.9965
IFT88	670.093	IFT88	393.1278
IGBP1	1446.8918	IGBP1	1595.2501
removed	removed	IGDCC3	40.9298
IGDCC4	39.6476	IGDCC4	244.0627
IGF1R	9749.8776	IGF1R	3176.857
IGF1	214.3906	IGF1	1478.5245
removed	removed	IGF2AS	7.5796
IGF2BP2	8.3211	IGF2BP2	166.7509
IGF2BP3	7.3421	IGF2BP3	16.6751
IGF2R	3211.4537	IGF2R	3448.7115
IGF2	810.4944	IGF2	5535.6241
IGFALS	109.6427	IGFALS	7.5796
IGFBP2	925.1101	IGFBP2	1269.8332
IGFBP3	815.4674	IGFBP3	4680.6468
IGFBP4	10333.3333	IGFBP4	19043.4563
IGFBP5	3999.021	IGFBP5	16310.2577
IGFBP6	68.0372	IGFBP6	1386.5589
IGFBP7	4953.9892	IGFBP7	7362.3042
IGFN1	10.279	IGFN1	65.1844
IGHMBP2	402.3495	IGHMBP2	370.3891
IGJ	1538.4239	IGJ	33214.7549
removed	removed	IGLON5	6.0637
IGSF10	17.6211	IGSF10	872.1577
IGSF11	20.558	IGSF11	23.2441
IGSF1	9.3	IGSF1	210.7125
IGSF21	441.0181	IGSF21	82.8701
IGSF22	25.6486	IGSF22	21.9606
IGSF3	1099.3637	IGSF3	1086.4073
IGSF6	141.9481	IGSF6	372.4103
IGSF8	4702.3984	IGSF8	982.8196
IGSF9B	139.0113	IGSF9B	21.7281
IGSF9	427.3128	IGSF9	284.9924
IKBIP	264.3172	IKBIP	496.2102
IKBKAP	1062.653	IKBKAP	1108.1354
IKBKB	1986.2947	IKBKB	1343.6079
IKBKE	137.0534	IKBKE	205.1541
IKBKG	330.3965	IKBKG	370.8944
IKZF1	377.8757	IKZF1	518.4437
IKZF2	127.7533	IKZF2	491.6625
IKZF3	23.0054	IKZF3	25.2653
IKZF4	281.9383	IKZF4	274.381
IKZF5	1005.8737	IKZF5	790.8034
IK	1929.0259	IK	1396.665
IL10RA	444.4444	IL10RA	928.7519
IL10RB	620.6559	IL10RB	908.5397
IL10	6.3632	IL10	46.4881
IL11RA	52.374	IL11RA	533.0975
IL11	10.7685	IL11	8.0849
removed	removed	IL12A	11.622
IL12RB1	61.674	IL12RB1	53.5624
IL12RB2	5.8737	IL12RB2	23.2441
IL13RA1	3759.1777	IL13RA1	3519.9596
removed	removed	IL13RA2	12.1273
IL15RA	80.7636	IL15RA	307.7312
IL15	39.1581	IL15	89.9444
IL16	418.9917	IL16	693.7847
removed	removed	IL17B	58.1102
IL17D	13.162	IL17D	41.1824
IL17RA	361.2335	IL17RA	350.6822
IL17RB	597.6505	IL17RB	637.1905
IL17RC	1078.8057	IL17RC	834.2597
IL17RD	435.6339	IL17RD	2085.3967
IL17REL	7.8316	removed	removed
IL17RE	35.7318	IL17RE	379.9899
IL18BP	191.8404	IL18BP	388.378
IL18R1	25.4528	IL18R1	83.8807
IL18RAP	6.3632	IL18RAP	22.7388
IL18	155.164	IL18	157.1501
IL1A	7.8316	IL1A	6.569
IL1B	300.0489	IL1B	165.235
IL1R1	696.5247	IL1R1	3431.5311
removed	removed	IL1R2	9.6008
removed	removed	IL1RAPL2	15.1592
IL1RAP	89.0847	IL1RAP	314.8055
removed	removed	IL1RL1	9.0955
IL1RL2	17.1317	IL1RL2	24.2547
IL1RN	34.2633	IL1RN	621.526
IL20RA	157.1219	IL20RA	808.9944
removed	removed	IL20RB	13.6433
IL20	16.1527	IL20	5.5584
IL21R	39.9853	IL21R	35.3765
removed	removed	IL22RA1	37.3926
removed	removed	IL22RA2	9.0955
IL23A	8.8106	IL23A	8.5902
IL27RA	120.4112	IL27RA	611.9252
IL28RA	115.5164	IL28RA	268.8226
IL2RA	7.3421	IL2RA	11.1167
IL2RB	224.1801	IL2RB	649.3178
IL2RG	288.791	IL2RG	703.8909
IL32	444.4444	IL32	580.5963
IL33	184.0431	IL33	2822.6377
IL34	51.395	IL34	369.8838
IL3RA	111.6006	IL3RA	235.9778
IL4I1	69.2315	IL4I1	101.3239
IL4R	387.1757	IL4R	1409.2976
IL6R	206.559	IL6R	370.8944
IL6ST	1934.8997	IL6ST	2996.4629
IL6	22.0264	IL6	161.6978
IL7R	53.3529	IL7R	121.2734
IL7	9.3	IL7	49.0147
IL8	11.258	IL8	48.5093
ILDR1	343.1229	ILDR1	215.7655
ILF2	3045.5213	ILF2	2665.4876
ILF3	4486.5394	ILF3	3649.8231
ILKAP	416.5443	ILKAP	355.7352
ILK	1861.9677	ILK	2374.9368
ILVBL	1268.7225	ILVBL	840.8287
IMMP1L	68.184	IMMP1L	80.3891
IMMP2L	119.4322	IMMP2L	159.6766
IMMT	2407.7337	IMMT	1458.3123
IMP3	1059.2266	IMP3	862.0515
IMP4	553.5977	IMP4	401.2127
IMPA1	433.676	IMPA1	361.7989
IMPA2	141.9481	IMPA2	324.4063
IMPACT	1744.4934	IMPACT	1271.3492
IMPAD1	3089.0847	IMPAD1	2586.1546
IMPDH1	1445.4234	IMPDH1	905.0025
IMPDH2	3965.7367	IMPDH2	3153.6129
removed	removed	IMPG1	10.6114
INADL	1428.2917	INADL	1864.0728
INA	2232.0117	INA	35.3714
INCA1	34.7528	INCA1	13.1379
INCENP	355.3598	INCENP	241.5361
INE1	11.7474	INE1	26.2759
removed	removed	INE2	5.0581
INF2	988.2526	INF2	1472.9661
ING1	287.3177	ING1	305.1945
ING2	191.8747	ING2	200.6064
ING3	467.9393	ING3	347.6503
ING4	839.9413	ING4	713.4917
ING5	677.9246	ING5	557.3522
INHA	13.7053	INHA	10.1061
INHBA	96.4268	INHBA	42.4457
INHBB	1027.4107	INHBB	1201.617
INMT	90.5531	INMT	422.4558
INO80B	220.465	INO80B	102.1071
INO80C	247.1855	INO80C	181.4047
INO80D	639.9511	INO80D	820.0303
INO80E	733.8032	INO80E	491.5968
INO80	840.4307	INO80	887.8221
INPP1	265.7856	INPP1	498.7367
INPP4A	628.4875	INPP4A	708.4386
INPP4B	86.6373	INPP4B	736.2304
INPP5A	645.1297	INPP5A	581.6069
INPP5B	469.4077	INPP5B	590.1971
INPP5D	644.1508	INPP5D	792.3194
INPP5E	472.8341	INPP5E	332.9965
INPP5F	481.6446	INPP5F	635.1693
INPP5J	1259.4224	INPP5J	487.1147
INPP5K	875.1836	INPP5K	809.4997
INPPL1	2862.4572	INPPL1	1797.8777
INSC	15.6632	INSC	5.0531
INSIG1	1329.907	INSIG1	1578.0697
INSIG2	1203.6221	INSIG2	839.3128
removed	removed	INSL3	5.0531
INSM1	3006.3632	INSM1	47.4987
INSM2	8.3211	removed	removed
INSRR	9.3	INSRR	13.6433
INSR	2210.4748	INSR	1653.8656
INTS10	936.3681	INTS10	993.9363
INTS12	630.4454	INTS12	445.1743
INTS1	2518.8448	INTS1	1711.4704
INTS2	325.0122	INTS2	409.2976
INTS3	1628.977	INTS3	2312.7842
INTS4L1	7.8316	INTS4L1	13.6433
INTS4L2	11.7474	INTS4L2	16.1698
INTS4	448.3603	INTS4	540.6771
INTS5	1056.2898	INTS5	744.8206
INTS6	1103.2795	INTS6	849.4189
INTS7	636.8086	INTS7	387.0642
INTS8	554.2682	INTS8	658.2769
INTS9	317.6701	INTS9	334.5124
INTU	150.2692	INTU	216.2708
INVS	193.8326	INVS	237.4937
IP6K1	1619.1875	IP6K1	1586.1546
IP6K2	2201.6642	IP6K2	1670.0354
IPCEF1	67.0582	IPCEF1	97.524
IPMK	69.9951	IPMK	101.0611
IPO11	716.7156	IPO11	867.7615
IPO13	1189.4273	IPO13	741.7888
IPO4	1009.2511	IPO4	701.9909
IPO5	2523.7396	IPO5	3089.4391
IPO7	4507.5869	IPO7	3751.3896
IPO8	1132.6481	IPO8	1475.998
IPO9	1987.7631	IPO9	1663.4664
IPPK	539.3539	IPPK	339.2623
IPP	392.56	IPP	318.3426
IPW	552.6676	IPW	597.0541
IQCA1	18.1106	IQCA1	196.5639
IQCB1	329.907	IQCB1	411.8242
IQCC	178.1694	IQCC	88.9338
IQCD	61.1845	IQCD	23.7494
IQCE	1252.5698	IQCE	778.6761
IQCG	297.1121	IQCG	261.2431
IQCH	171.1894	IQCH	60.3183
IQCJ	15.6632	removed	removed
IQCK	409.6916	IQCK	423.4462
IQGAP1	5572.6872	IQGAP1	9029.3077
IQGAP2	264.3172	IQGAP2	2883.7797
IQGAP3	253.0592	IQGAP3	53.5624
IQSEC1	2070.4846	IQSEC1	2213.239
IQSEC2	582.4767	IQSEC2	427.4886
IQSEC3	35.2423	IQSEC3	109.6513
IQUB	53.8424	IQUB	23.2441
IRAK1BP1	39.2707	IRAK1BP1	44.5023
IRAK1	1586.882	IRAK1	1539.6665
IRAK2	50.4161	IRAK2	155.1289
IRAK3	114.5374	IRAK3	551.2885
IRAK4	506.6079	IRAK4	738.7569
IREB2	1498.2868	IREB2	1565.4371
IRF1	910.3524	IRF1	819.5604
IRF2BP1	791.4831	IRF2BP1	449.7221
IRF2BP2	5093.0005	IRF2BP2	5176.3517
IRF2	870.7783	IRF2	968.1657
IRF3	548.7078	IRF3	623.9464
IRF4	68.0372	IRF4	299.141
IRF5	275.5751	IRF5	337.5442
IRF6	2074.8899	IRF6	1508.8428
IRF7	464.0235	IRF7	288.0243
IRF8	418.9917	IRF8	551.7938
IRF9	896.4758	IRF9	945.9323
IRGQ	845.815	IRGQ	732.6933
IRS1	910.9153	IRS1	1865.5887
IRS2	1427.8023	IRS2	818.5953
IRX1	1202.1537	IRX1	529.0551
IRX2	3627.0191	IRX2	1341.5867
IRX3	1314.2438	IRX3	1524.5073
removed	removed	IRX4	55.5836
IRX5	1764.0724	IRX5	936.3315
removed	removed	IRX6	30.3183
ISCA1P1	70.9741	ISCA1P1	67.2057
ISCA1	883.0152	ISCA1	733.1986
ISCA2	312.2859	ISCA2	254.6741
ISCU	1344.5913	ISCU	1714.5023
ISG15	613.3138	ISG15	297.1198
ISG20L2	688.2036	ISG20L2	654.3709
ISG20	127.7533	ISG20	162.7084
removed	removed	ISL1	7.0743
ISLR2	26.9212	ISLR2	67.711
ISLR	886.4415	ISLR	4808.4891
ISM1	124.327	ISM1	995.4522
ISOC1	2761.6251	ISOC1	815.0581
ISOC2	602.5453	ISOC2	355.2299
ISPD	70.9741	ISPD	70.2375
ISY1	417.8169	ISY1	572.5114
ISYNA1	799.8042	ISYNA1	696.8166
ITCH	1585.9031	ITCH	1599.7979
ITFG1	1460.5972	ITFG1	1311.7736
ITFG2	412.139	ITFG2	452.2486
ITFG3	3172.5453	ITFG3	1477.2713
ITGA10	42.095	ITGA10	364.3254
ITGA11	262.8488	ITGA11	495.7049
ITGA1	708.0225	ITGA1	1059.3229
ITGA2	674.4983	ITGA2	1597.7767
ITGA3	2206.0695	ITGA3	3014.1486
ITGA4	529.0308	ITGA4	501.9808
ITGA5	1551.6397	ITGA5	2607.8828
ITGA6	1193.8326	ITGA6	4958.0596
ITGA7	208.0274	ITGA7	782.7185
ITGA8	24.9633	ITGA8	50.5306
ITGA9	126.7744	ITGA9	326.4275
removed	removed	ITGAD	57.0995
ITGAE	156.1429	ITGAE	388.0748
ITGAL	458.6393	ITGAL	624.0526
ITGAM	288.3015	ITGAM	610.4093
ITGAV	5249.1434	ITGAV	4914.098
ITGAX	344.1018	ITGAX	1153.6129
ITGB1BP1	699.9511	ITGB1BP1	1016.6751
ITGB1	13355.8492	ITGB1	14934.3103
ITGB2	1647.5771	ITGB2	3987.5998
ITGB3BP	176.7009	ITGB3BP	164.2244
ITGB3	268.233	ITGB3	440.9651
ITGB4	311.3069	ITGB4	3320.3638
ITGB5	1197.7484	ITGB5	3231.43
ITGB6	825.257	ITGB6	2475.998
ITGB7	83.211	ITGB7	131.3795
ITGB8	424.8654	ITGB8	1476.5033
ITGBL1	277.0436	ITGBL1	593.7342
removed	removed	ITIH2	43.4563
ITIH3	17.1317	ITIH3	12.1273
ITIH4	76.2751	ITIH4	97.9889
ITIH5L	207.5379	ITIH5L	40.4245
ITIH5	171.3167	ITIH5	2307.2259
ITK	68.0372	ITK	91.4603
ITM2A	335.7807	ITM2A	1939.3633
ITM2B	11871.2677	ITM2B	15997.4735
ITM2C	352.4229	ITM2C	1392.1172
ITPA	604.5032	ITPA	419.4037
ITPK1	2867.8414	ITPK1	1034.3608
ITPKB	453.7445	ITPKB	1597.7767
ITPKC	627.0191	ITPKC	639.2117
ITPR1	6044.5423	ITPR1	3181.4047
ITPR2	2614.7822	ITPR2	2702.3749
ITPR3	2794.141	ITPR3	1434.194
ITPRIPL1	10.7685	ITPRIPL1	177.3623
ITPRIPL2	1970.1419	ITPRIPL2	2407.7817
ITPRIP	252.5698	ITPRIP	716.5235
ITSN1	412.6285	ITSN1	1141.4856
ITSN2	947.1366	ITSN2	1411.8242
IVD	3047.9687	IVD	3958.0596
IVNS1ABP	1859.0308	IVNS1ABP	2658.4133
IWS1	1013.2159	IWS1	964.1233
removed	removed	IYD	247.5998
JAG1	1986.2947	JAG1	2557.8575
JAG2	891.3363	JAG2	965.1339
JAGN1	813.0201	JAGN1	629.1056
JAK1	3323.5438	JAK1	5409.2976
JAK2	320.607	JAK2	641.7383
JAK3	178.1694	JAK3	298.6357
JAKMIP1	93.0005	JAKMIP1	5.5584
removed	removed	JAKMIP2	34.3608
JAKMIP3	207.5379	JAKMIP3	60.1314
JAM2	139.5007	JAM2	804.4467
JAM3	1274.1067	JAM3	1317.332
JARID2	521.7817	JARID2	598.7873
JAZF1	390.1126	JAZF1	637.1905
JDP2	206.0695	JDP2	506.3163
JHDM1D	410.1811	JHDM1D	1100.0505
JKAMP	1297.1121	JKAMP	956.0384
JMJD1C	1481.7132	JMJD1C	2323.1834
JMJD4	410.3182	JMJD4	306.2607
JMJD5	113.5585	JMJD5	70.2375
JMJD6	379.3441	JMJD6	392.6225
JMJD7-PLA2G4B	366.1282	JMJD7-PLA2G4B	618.4942
JMJD8	1194.5668	JMJD8	1086.7913
JMY	592.2663	JMY	878.2213
JOSD1	1197.2589	JOSD1	1558.3628
JOSD2	145.3744	JOSD2	129.3583
JPH1	74.8899	JPH1	68.7216
JPH2	57.2687	JPH2	337.0389
JPH3	699.9511	JPH3	25.7706
JPH4	5.8737	JPH4	16.6751
JRKL	361.723	JRKL	572.5114
JRK	228.0959	JRK	560.8893
JSRP1	5.3842	JSRP1	16.1698
JTB	1680.8615	JTB	1876.7054
JUB	90.0636	JUB	767.5594
JUNB	2703.8669	JUNB	4598.7873
JUND	2853.6466	JUND	2399.6968
JUN	2635.8297	JUN	13562.9106
JUP	10103.2795	JUP	6304.6993
KAL1	4619.6769	KAL1	586.6599
KALRN	80.7636	KALRN	406.2658
KANK1	361.723	KANK1	1593.7342
KANK2	1194.3221	KANK2	2410.8135
KANK3	109.6427	KANK3	283.9818
KANK4	49.4371	KANK4	338.5548
KARS	2331.8649	KARS	2206.1647
KAT2A	1093.0005	KAT2A	1126.3264
KAT2B	430.2496	KAT2B	975.7453
KAT5	1059.5546	KAT5	801.5311
KATNA1	253.0592	KATNA1	313.7948
KATNAL1	569.7504	KATNAL1	539.1612
KATNAL2	67.0582	KATNAL2	41.4351
KATNB1	399.9021	KATNB1	308.7418
KAZALD1	151.5223	KAZALD1	103.522
KAZ	424.6598	KAZ	574.9773
KBTBD10	31.9677	KBTBD10	34.4821
KBTBD11	60.2056	KBTBD11	212.7337
removed	removed	KBTBD12	8.0849
KBTBD2	1286.3436	KBTBD2	1443.6584
KBTBD3	178.6588	KBTBD3	154.6235
KBTBD4	562.9907	KBTBD4	439.9747
KBTBD6	644.6402	KBTBD6	671.046
KBTBD7	401.86	KBTBD7	314.3002
KBTBD8	46.9897	KBTBD8	78.3224
KCMF1	979.442	KCMF1	1109.146
KCNA1	7.8316	KCNA1	50.5306
removed	removed	KCNA2	5.0531
KCNA3	38.1791	KCNA3	51.5412
KCNA4	21.537	removed	removed
KCNA5	25.4528	KCNA5	8.5902
KCNA6	7.8316	KCNA6	92.4709
KCNAB1	74.8899	KCNAB1	210.7125
KCNAB2	197.2589	KCNAB2	435.5735
removed	removed	KCNAB3	11.1167
KCNB1	62.1635	KCNB1	40.9298
removed	removed	KCNB2	6.0637
KCNC1	416.5443	KCNC1	20.7175
KCNC2	1986.7841	KCNC2	54.573
KCNC3	530.1028	KCNC3	204.6488
KCNC4	369.5546	KCNC4	280.4447
KCND1	37.6897	KCND1	126.3264
KCND2	4853.6466	KCND2	215.2602
KCND3	343.6123	KCND3	103.5877
KCNE1	11.7474	KCNE1	254.1688
removed	removed	KCNE2	10.6114
KCNE3	176.2115	KCNE3	257.2006
KCNE4	4247.1855	KCNE4	519.4543
removed	removed	KCNF1	10.6114
removed	removed	KCNG1	15.6645
KCNG3	56.2898	removed	removed
KCNH1	10.7685	KCNH1	10.6114
KCNH2	287.3226	KCNH2	47.4987
removed	removed	KCNH3	42.4457
removed	removed	KCNH4	5.5584
removed	removed	KCNH5	7.5796
KCNH6	98.8742	KCNH6	5.0531
KCNH8	26.4317	KCNH8	70.2375
KCNIP1	7.3421	KCNIP1	12.6326
KCNIP2	46.0108	KCNIP2	297.6251
KCNIP3	335.2912	KCNIP3	156.6448
KCNIP4	24.4738	KCNIP4	46.9934
KCNJ10	6.3632	removed	removed
KCNJ11	595.2031	KCNJ11	150.0758
KCNJ12	16.1527	KCNJ12	69.2269
removed	removed	KCNJ13	8.0849
KCNJ14	30.3475	KCNJ14	28.8024
removed	removed	KCNJ15	50.0253
removed	removed	KCNJ16	248.1051
removed	removed	KCNJ1	5.0531
KCNJ2	91.0426	KCNJ2	612.9358
KCNJ3	742.046	KCNJ3	20.7175
KCNJ5	26.4317	KCNJ5	154.6235
KCNJ6	12.7264	removed	removed
KCNJ8	131.6691	KCNJ8	614.957
KCNK10	13.7053	removed	removed
KCNK12	5.3842	removed	removed
KCNK13	59.7161	KCNK13	50.0253
KCNK15	857.0729	KCNK15	33.8555
KCNK17	9.7895	KCNK17	15.6645
KCNK1	84.1899	KCNK1	270.3386
KCNK2	15.1738	KCNK2	432.0364
KCNK3	3660.3035	KCNK3	139.4644
KCNK5	43.5634	KCNK5	132.8954
KCNK6	710.7195	KCNK6	299.6463
KCNMA1	4704.3563	KCNMA1	1572.0061
KCNMB1	111.1111	KCNMB1	808.9944
removed	removed	KCNMB2	14.6539
KCNMB3	29.8581	KCNMB3	76.8065
KCNMB4	61.674	KCNMB4	80.8489
KCNN2	32.7949	KCNN2	5.0531
KCNN3	23.4949	KCNN3	53.5624
KCNN4	64.6109	KCNN4	480.5457
KCNQ1OT1	30.3475	KCNQ1OT1	148.0546
KCNQ1	142.9271	KCNQ1	244.568
KCNQ3	18.6001	KCNQ3	11.1167
removed	removed	KCNQ4	5.5584
KCNQ5	105.7269	KCNQ5	12.6326
KCNRG	9.2707	KCNRG	5.7352
KCNS1	26.9212	KCNS1	72.764
removed	removed	KCNS2	5.0531
KCNS3	1038.6686	KCNS3	486.6094
removed	removed	KCNT1	5.5584
removed	removed	KCNT2	35.8767
KCP	5.8786	KCP	15.6746
KCTD10	1135.0954	KCTD10	1994.4416
KCTD11	539.8923	KCTD11	411.8242
KCTD12	2371.5125	KCTD12	9428.4992
KCTD13	563.8767	KCTD13	183.426
KCTD14	119.4322	KCTD14	462.3547
KCTD15	628.977	KCTD15	694.29
removed	removed	KCTD16	7.0743
KCTD17	110.6216	KCTD17	142.4962
KCTD18	589.8189	KCTD18	497.7261
KCTD1	632.8928	KCTD1	884.285
KCTD20	1515.4185	KCTD20	1998.4841
KCTD21	374.9388	KCTD21	432.5417
KCTD2	1341.165	KCTD2	1270.8439
KCTD3	3734.2144	KCTD3	1957.049
KCTD5	766.5198	KCTD5	489.1359
KCTD6	1129.7112	KCTD6	279.4341
KCTD7	356.2849	KCTD7	626.9884
KCTD9	689.6721	KCTD9	1146.0334
KDELC1	77.3372	KDELC1	179.3835
KDELC2	2223.2012	KDELC2	1581.6069
KDELR1	4429.2707	KDELR1	3114.7044
KDELR2	4495.8395	KDELR2	4895.4017
KDELR3	82.7215	KDELR3	525.0126
KDM1A	2310.3279	KDM1A	1418.8984
KDM1B	482.1341	KDM1B	557.3522
KDM2A	3069.0162	KDM2A	3574.5326
KDM2B	629.9951	KDM2B	684.1283
KDM3A	1697.0142	KDM3A	1507.8322
KDM3B	2836.0255	KDM3B	2464.8813
KDM4A	2195.7905	KDM4A	1155.1289
KDM4B	5719.0406	KDM4B	1287.0136
KDM4C	839.9413	KDM4C	679.1309
KDM4D	30.837	KDM4D	34.8661
KDM5A	1558.4924	KDM5A	1678.1203
KDM5B	2528.6344	KDM5B	1936.8368
KDM5C	2973.5683	KDM5C	2312.7842
KDM6A	898.6784	KDM6A	1170.288
KDM6B	1310.3279	KDM6B	947.4482
KDR	1260.8908	KDR	1716.5235
KDSR	1272.1488	KDSR	2157.6554
KEAP1	1587.861	KEAP1	989.3886
KEL	65.5898	KEL	26.7812
removed	removed	KERA	79.8383
KGFLP2	114.0284	KGFLP2	130.1617
KHDC1	37.3813	KHDC1	30.3183
KHDRBS1	4246.696	KHDRBS1	3412.3295
KHDRBS3	80.7636	KHDRBS3	249.621
KHK	332.9564	KHK	91.3795
KHNYN	1580.0587	KHNYN	2024.1991
KHSRP	1484.092	KHSRP	1354.7246
KIAA0020	488.0078	KIAA0020	554.8257
KIAA0040	2161.5272	KIAA0040	1498.2314
removed	removed	KIAA0087	8.5902
KIAA0090	1855.115	KIAA0090	1154.6235
KIAA0100	5798.3945	KIAA0100	4840.9702
KIAA0101	230.0538	KIAA0101	60.6367
KIAA0114	597.161	KIAA0114	650.8338
KIAA0125	15.1738	KIAA0125	87.9232
KIAA0141	1386.6862	KIAA0141	1402.2233
KIAA0146	777.2883	KIAA0146	922.1829
KIAA0174	3404.7969	KIAA0174	2967.6604
KIAA0182	6639.256	KIAA0182	2381.5058
KIAA0195	2807.6065	KIAA0195	1623.0167
KIAA0196	1375.4283	KIAA0196	1290.0455
KIAA0226	918.7469	KIAA0226	665.4876
KIAA0232	1848.2624	KIAA0232	2020.7175
KIAA0240	1208.0274	KIAA0240	1106.6195
KIAA0247	4616.2506	KIAA0247	2228.9035
KIAA0284	1369.0651	KIAA0284	821.6271
KIAA0317	884.9731	KIAA0317	911.5715
KIAA0319L	4989.721	KIAA0319L	2702.8802
KIAA0319	10.279	removed	removed
KIAA0355	892.8047	KIAA0355	1274.381
KIAA0368	3539.4028	KIAA0368	2770.5912
KIAA0391	586.8527	KIAA0391	551.5311
KIAA0406	527.1659	KIAA0406	493.6837
removed	removed	KIAA0408	46.4174
KIAA0415	465.0024	KIAA0415	348.6609
KIAA0427	630.4454	KIAA0427	807.9838
KIAA0430	1820.3622	KIAA0430	2757.9586
KIAA0467	857.5379	KIAA0467	1124.1991
KIAA0494	5479.5154	KIAA0494	5578.6913
KIAA0495	730.2986	KIAA0495	686.2052
KIAA0513	433.676	KIAA0513	499.7473
KIAA0528	1312.7753	KIAA0528	1285.4977
KIAA0556	726.3828	KIAA0556	601.8191
KIAA0562	1139.0113	KIAA0562	903.9919
KIAA0564	1267.7435	KIAA0564	931.7837
KIAA0586	392.0705	KIAA0586	409.2976
KIAA0649	936.3681	KIAA0649	485.0935
KIAA0652	2224.1801	KIAA0652	1901.9707
KIAA0664P3	41.6055	KIAA0664P3	75.7959
KIAA0664	2286.3436	KIAA0664	1031.8343
KIAA0748	14.1948	KIAA0748	29.813
KIAA0753	432.697	KIAA0753	450.7327
KIAA0754	46.0108	KIAA0754	180.8994
KIAA0776	1198.7274	KIAA0776	1156.6448
KIAA0802	1039.1581	KIAA0802	174.8358
KIAA0831	660.3035	KIAA0831	747.8525
KIAA0892	1593.7347	KIAA0892	1252.6529
KIAA0895L	513.5732	KIAA0895L	310.0455
KIAA0895	310.3279	KIAA0895	184.4366
KIAA0907	790.5042	KIAA0907	968.1657
KIAA0913	2227.117	KIAA0913	1665.9929
KIAA0922	182.5746	KIAA0922	514.9065
KIAA0947	990.7	KIAA0947	1401.2127
KIAA1009	196.28	KIAA1009	313.7948
KIAA1012	1232.9907	KIAA1012	1301.6675
KIAA1024	14.1948	KIAA1024	43.9616
KIAA1033	1049.9266	KIAA1033	1545.2249
removed	removed	KIAA1045	46.9934
KIAA1107	51.395	KIAA1107	192.5215
KIAA1109	2462.0656	KIAA1109	2984.3355
KIAA1143	801.2726	KIAA1143	986.8621
KIAA1147	1798.8253	KIAA1147	1889.338
KIAA1161	1082.232	KIAA1161	286.003
KIAA1191	2383.2599	KIAA1191	2442.1425
KIAA1199	85.1689	KIAA1199	51.5412
removed	removed	KIAA1210	8.5902
KIAA1211	55.8003	KIAA1211	27.7918
KIAA1217	2219.2854	KIAA1217	3968.191
KIAA1244	1398.9232	KIAA1244	1589.6918
KIAA1257	27.0485	KIAA1257	24.76
KIAA1267	1513.9501	KIAA1267	1523.4967
KIAA1274	508.0764	KIAA1274	417.3825
KIAA1279	1375.4283	KIAA1279	765.5382
KIAA1310	2657.8561	KIAA1310	1872.663
KIAA1324L	647.5771	KIAA1324L	574.5326
KIAA1324	23722.9564	KIAA1324	8442.6478
KIAA1328	177.1904	KIAA1328	193.5321
KIAA1370	2056.2898	KIAA1370	1473.4715
KIAA1377	1322.0754	KIAA1377	438.1001
KIAA1383	61.674	KIAA1383	130.8742
KIAA1407	254.5277	KIAA1407	240.0202
KIAA1409	842.3886	KIAA1409	29.3077
KIAA1429	1521.7817	KIAA1429	1557.3522
KIAA1430	1472.8341	KIAA1430	1413.3401
KIAA1432	650.7685	KIAA1432	884.1435
KIAA1462	766.5198	KIAA1462	1664.9823
KIAA1467	2228.0959	KIAA1467	1189.4896
KIAA1468	746.4513	KIAA1468	847.3977
KIAA1522	7925.5996	KIAA1522	3943.4058
KIAA1524	104.7479	KIAA1524	55.0783
KIAA1529	103.769	KIAA1529	138.4538
KIAA1530	194.8116	KIAA1530	191.5109
KIAA1539	535.487	KIAA1539	520.9702
KIAA1543	1194.8116	KIAA1543	409.8029
KIAA1549	352.9124	KIAA1549	307.7312
KIAA1586	215.859	KIAA1586	240.5255
KIAA1598	1545.2766	KIAA1598	1730.1668
KIAA1609	361.2335	KIAA1609	529.5604
KIAA1614	15.071	KIAA1614	69.5099
KIAA1632	1133.627	KIAA1632	1242.0414
KIAA1644	10.7685	KIAA1644	74.7852
KIAA1671	1883.9941	KIAA1671	3309.2471
KIAA1683	132.6481	KIAA1683	228.9035
KIAA1704	478.0764	KIAA1704	451.3946
KIAA1712	387.2442	KIAA1712	438.9338
KIAA1715	585.9031	KIAA1715	821.6271
KIAA1731	418.5022	KIAA1731	411.8242
KIAA1737	2016.1527	KIAA1737	1196.5639
KIAA1755	51.8845	KIAA1755	345.6291
KIAA1797	1054.3319	KIAA1797	986.8621
KIAA1804	61.1845	KIAA1804	175.8464
