gene_id	TCGA-BH-A1EW-01A-11R-A137-07	gene_id	TCGA-BH-A1EW-11B-33R-A137-07
SH3BP5L	1235.0827	SH3BP5L	503.9253
SH3BP5	3899.9569	SH3BP5	1756.9446
SH3D19	1222.8613	SH3D19	3474.4324
SH3GL1	898.9935	SH3GL1	687.4602
SH3GL2	7.5485	SH3GL2	5.3045
SH3GLB1	2717.8289	SH3GLB1	4639.5077
SH3GLB2	962.2574	SH3GLB2	1043.7089
SH3KBP1	526.959	SH3KBP1	751.7505
SH3PXD2A	2306.9734	SH3PXD2A	2547.8464
SH3PXD2B	1797.9871	SH3PXD2B	1789.5184
SH3RF1	2441.7685	SH3RF1	1249.7348
SH3RF2	31.9914	SH3RF2	158.4978
SH3RF3	113.5873	SH3RF3	118.3959
SH3TC1	285.4062	SH3TC1	106.7261
SH3TC2	16.8943	SH3TC2	81.9011
SH3YL1	676.8512	SH3YL1	1226.3951
SHANK1	17.2538	removed	removed
SHANK2	557.1531	SHANK2	1287.7148
SHANK3	480.5895	SHANK3	723.7428
SHARPIN	819.9137	SHARPIN	455.7607
SHB	948.5981	SHB	456.185
SHC1	4518.3321	SHC1	2789.094
SHC2	111.0712	SHC2	264.163
SHC3	6.4702	SHC3	8.9115
SHC4	10.7836	SHC4	135.3703
SHCBP1	1110.7117	SHCBP1	248.2495
SHE	310.2085	SHE	614.4706
SHFM1	959.7412	SHFM1	850.6259
SHF	43.1344	SHF	92.2979
SHISA2	360.8914	SHISA2	490.7702
SHISA3	7.908	SHISA3	6.1532
SHISA4	359.8131	SHISA4	139.1895
SHISA5	3539.5399	SHISA5	1730.9569
SHISA9	56.0748	SHISA9	107.1504
SHKBP1	692.3077	SHKBP1	388.2877
SHMT1	602.9583	SHMT1	810.4307
SHMT2	1533.0697	SHMT2	803.9465
SHOC2	4135.514	SHOC2	2383.1954
SHOX2	30.5536	SHOX2	105.6652
SHPK	437.8145	SHPK	492.0008
SHPRH	511.4953	SHPRH	1122.7647
SHQ1	432.7822	SHQ1	403.989
SHROOM1	3251.6175	SHROOM1	1353.9147
SHROOM2	953.271	SHROOM2	460.0042
SHROOM3	5508.2674	SHROOM3	5314.8738
SHROOM4	585.55	SHROOM4	417.5684
SIAE	857.9224	SIAE	749.756
SIAH1	366.1682	SIAH1	563.2315
SIAH2	1900.0719	SIAH2	1655.6334
SIDT1	430.6254	SIDT1	303.8404
SIDT2	683.2818	SIDT2	1379.234
SIGIRR	337.527	SIGIRR	242.0963
SIGLEC10	59.6693	SIGLEC10	43.4967
removed	removed	SIGLEC11	7.6384
SIGLEC14	62.1855	SIGLEC14	24.6128
SIGLEC15	9.3458	SIGLEC15	12.3064
SIGLEC16	8.2674	SIGLEC16	13.5795
SIGLEC1	464.0546	SIGLEC1	309.9936
SIGLEC5	42.775	SIGLEC5	17.6109
SIGLEC6	15.0971	SIGLEC6	12.0942
SIGLEC7	33.4292	SIGLEC7	11.6698
SIGLEC8	11.862	SIGLEC8	15.7013
SIGLEC9	51.4019	SIGLEC9	22.9153
SIGLECP3	7.5485	SIGLECP3	15.2769
SIGMAR1	1259.5255	SIGMAR1	722.0454
SIK1	416.9662	SIK1	2726.9255
SIK2	532.3508	SIK2	1285.593
SIK3	1344.3566	SIK3	1343.5179
SIKE1	682.9619	SIKE1	1136.6433
SIL1	931.7038	SIL1	618.7142
SILV	53.5586	SILV	45.1941
removed	removed	SIM1	29.2807
SIM2	47.8073	SIM2	84.0229
SIN3A	2654.5651	SIN3A	3206.8746
SIN3B	713.156	SIN3B	1158.71
SIP1	104.9605	SIP1	137.492
SIPA1L1	981.3084	SIPA1L1	1523.4458
SIPA1L2	2094.5363	SIPA1L2	1183.3227
SIPA1L3	1832.4946	SIPA1L3	1282.6225
SIPA1	495.3271	SIPA1	282.1982
SIRPA	846.8728	SIRPA	1568.6399
SIRPB1	52.4802	SIRPB1	66.8364
SIRPB2	34.867	SIRPB2	30.1294
SIRPG	19.051	SIRPG	15.7013
SIRT1	680.8052	SIRT1	1319.5417
SIRT2	666.0676	SIRT2	680.8827
SIRT3	575.8016	SIRT3	548.2898
removed	removed	SIRT4	18.4596
SIRT5	294.0331	SIRT5	401.655
SIRT6	118.9792	SIRT6	92.5101
SIRT7	267.074	SIRT7	152.7689
SIT1	34.5075	SIT1	20.157
SIVA1	406.1826	SIVA1	394.6531
SIX1	633.7168	SIX1	661.5744
SIX2	37.7426	SIX2	26.5224
SIX4	499.6405	SIX4	388.4999
SIX5	443.2063	SIX5	287.927
SKA1	174.6945	SKA1	44.982
SKA2	933.8605	SKA2	554.4239
SKA3	223.3537	SKA3	107.0762
SKAP1	487.0597	SKAP1	241.0354
SKAP2	327.1028	SKAP2	772.1197
SKIL	2710.6398	SKIL	1719.9236
SKIV2L2	1699.1445	SKIV2L2	2278.6251
SKIV2L	845.6434	SKIV2L	798.2177
SKI	1356.9375	SKI	2076.5966
SKP1	6620.0575	SKP1	6285.3809
SKP2	319.1948	SKP2	207.9355
SLA2	106.0388	SLA2	41.1627
SLAIN1	59.3098	SLAIN1	119.4568
SLAIN2	1711.3587	SLAIN2	1947.5918
SLAMF1	85.55	SLAMF1	70.6556
SLAMF6	102.4443	SLAMF6	73.8383
SLAMF7	295.1114	SLAMF7	640.993
SLAMF8	157.8217	SLAMF8	85.4763
SLA	467.6492	SLA	207.7233
SLBP	1254.8526	SLBP	865.4785
SLC10A3	634.4357	SLC10A3	361.7653
SLC10A5	12.2214	SLC10A5	15.7013
SLC10A6	10.7836	SLC10A6	22.7032
SLC10A7	389.6477	SLC10A7	269.0431
SLC11A1	92.3796	SLC11A1	21.0057
SLC11A2	1894.6801	SLC11A2	2811.7972
SLC12A1	36.3048	SLC12A1	75.5358
SLC12A2	1565.0611	SLC12A2	5188.6272
SLC12A3	10.0647	removed	removed
SLC12A4	569.982	SLC12A4	845.6036
SLC12A6	395.0935	SLC12A6	758.0628
SLC12A7	3514.7376	SLC12A7	1588.5848
SLC12A8	112.509	SLC12A8	134.3094
SLC12A9	450.3954	SLC12A9	366.2211
SLC13A2	19.4105	SLC13A2	209.4208
SLC13A3	38.1021	SLC13A3	102.2703
removed	removed	SLC14A1	71.7165
SLC14A2	72.6096	SLC14A2	17.3987
SLC15A1	11.862	SLC15A1	5.941
SLC15A2	41.3372	SLC15A2	121.5786
SLC15A3	288.2818	SLC15A3	167.8337
SLC15A4	501.0784	SLC15A4	505.4106
SLC16A10	55.7153	SLC16A10	12.7307
removed	removed	SLC16A11	16.1256
removed	removed	SLC16A12	47.5281
SLC16A13	83.0338	SLC16A13	62.1685
SLC16A14	313.0841	SLC16A14	394.6531
SLC16A1	400.7908	SLC16A1	515.8073
SLC16A2	453.9899	SLC16A2	589.0091
SLC16A3	1348.3106	SLC16A3	84.4473
SLC16A4	76.9231	SLC16A4	239.338
SLC16A5	123.652	SLC16A5	158.4978
SLC16A6	831.7757	SLC16A6	251.6444
SLC16A7	66.1395	SLC16A7	205.8137
removed	removed	SLC16A8	5.941
SLC16A9	299.4249	SLC16A9	260.9803
SLC17A5	636.5924	SLC17A5	1072.9896
SLC17A7	22.6456	SLC17A7	19.9448
SLC17A9	581.9554	SLC17A9	120.3055
SLC18A2	16.1754	SLC18A2	26.9467
SLC19A1	283.6089	SLC19A1	151.4959
SLC19A2	815.2408	SLC19A2	1750.4774
SLC19A3	54.9964	SLC19A3	706.5563
SLC1A1	423.7958	SLC1A1	505.1984
SLC1A2	388.9288	SLC1A2	134.7337
SLC1A3	125.4493	SLC1A3	302.7795
SLC1A4	3624.7304	SLC1A4	1792.4889
SLC1A5	6164.2703	SLC1A5	2310.8424
SLC1A7	9.3458	SLC1A7	9.3359
SLC20A1	2257.7283	SLC20A1	1584.129
SLC20A2	1201.294	SLC20A2	1168.0458
removed	removed	SLC22A12	30.3416
SLC22A15	49.6046	SLC22A15	83.1742
SLC22A17	263.1201	SLC22A17	1071.7165
SLC22A18AS	14.0187	removed	removed
SLC22A18	156.0029	SLC22A18	132.6119
SLC22A20	7.908	removed	removed
SLC22A23	1899.3278	SLC22A23	1028.9412
SLC22A3	38.4615	SLC22A3	131.551
SLC22A4	58.5083	SLC22A4	92.7923
SLC22A5	800.5032	SLC22A5	886.6964
SLC23A1	18.6916	SLC23A1	11.0333
SLC23A2	643.422	SLC23A2	1184.3836
removed	removed	SLC23A3	10.1613
SLC24A1	400.0863	SLC24A1	552.3064
SLC24A3	863.4076	SLC24A3	1030.3416
removed	removed	SLC24A4	8.4872
SLC24A5	9.2272	SLC24A5	17.9843
SLC24A6	414.8095	SLC24A6	370.889
SLC25A10	696.2617	SLC25A10	404.2245
SLC25A11	677.9295	SLC25A11	600.0424
SLC25A12	445.7225	SLC25A12	769.9979
SLC25A13	418.0446	SLC25A13	478.8882
SLC25A14	152.7678	SLC25A14	164.4388
SLC25A15	228.8785	SLC25A15	328.6739
SLC25A16	237.9583	SLC25A16	591.5553
SLC25A17	835.7297	SLC25A17	593.4649
SLC25A18	100.2876	SLC25A18	26.3102
SLC25A19	236.5205	SLC25A19	112.4549
SLC25A1	1110.3523	SLC25A1	502.2279
SLC25A20	461.5385	SLC25A20	366.8576
SLC25A21	6.2401	SLC25A21	26.0577
SLC25A22	470.1653	SLC25A22	264.163
SLC25A23	791.1574	SLC25A23	991.5128
SLC25A24	2334.6513	SLC25A24	2094.4197
SLC25A25	948.9576	SLC25A25	879.2701
SLC25A26	172.3544	SLC25A26	309.0813
SLC25A27	37.3832	SLC25A27	295.7776
SLC25A28	666.0676	SLC25A28	535.3278
SLC25A29	503.5945	SLC25A29	525.1432
SLC25A30	225.7369	SLC25A30	512.8368
SLC25A32	985.6686	SLC25A32	707.4602
SLC25A33	204.8886	SLC25A33	303.2039
SLC25A34	11.1431	SLC25A34	36.0704
SLC25A35	179.6693	SLC25A35	162.283
SLC25A36	962.2574	SLC25A36	2582.8559
SLC25A37	226.8152	SLC25A37	550.6047
SLC25A38	441.7685	SLC25A38	440.0594
SLC25A39	2259.885	SLC25A39	1043.0724
SLC25A3	3278.2171	SLC25A3	4483.7683
SLC25A40	183.5478	SLC25A40	297.3753
SLC25A42	145.9382	SLC25A42	223.2124
SLC25A43	607.1172	SLC25A43	446.0004
SLC25A44	2009.3458	SLC25A44	1012.0942
SLC25A45	61.4666	SLC25A45	160.6196
SLC25A46	709.202	SLC25A46	964.5661
SLC25A4	598.4903	SLC25A4	629.3231
SLC25A5	3939.9712	SLC25A5	3307.8718
SLC25A6	4158.5191	SLC25A6	3797.7933
SLC26A10	13.2998	SLC26A10	21.4725
SLC26A11	655.6434	SLC26A11	375.557
SLC26A1	47.8325	SLC26A1	46.8194
SLC26A2	962.9763	SLC26A2	1548.2707
removed	removed	SLC26A3	22.2788
SLC26A4	29.1157	SLC26A4	67.8973
removed	removed	SLC26A5	16.7621
SLC26A6	108.1955	SLC26A6	101.7229
removed	removed	SLC26A7	22.9153
SLC27A1	286.4845	SLC27A1	561.2137
SLC27A2	163.9109	SLC27A2	306.3866
SLC27A3	350.8267	SLC27A3	426.0556
SLC27A4	764.5579	SLC27A4	428.1774
SLC27A5	42.4299	SLC27A5	50.6832
SLC27A6	11.1431	SLC27A6	202.631
removed	removed	SLC28A3	140.4626
SLC29A1	2113.2279	SLC29A1	2420.1146
SLC29A2	207.3472	SLC29A2	200.7257
SLC29A3	507.1891	SLC29A3	279.652
SLC29A4	82.3149	SLC29A4	217.6957
SLC2A10	1103.5226	SLC2A10	1591.9796
SLC2A11	94.5363	SLC2A11	158.0734
SLC2A12	59.6693	SLC2A12	180.9888
SLC2A13	147.376	SLC2A13	406.5351
SLC2A14	33.0697	SLC2A14	39.8897
SLC2A1	2531.2725	SLC2A1	1956.9276
SLC2A3	1112.509	SLC2A3	1889.4547
SLC2A4RG	741.9123	SLC2A4RG	631.0206
SLC2A4	20.8483	SLC2A4	66.6242
SLC2A5	17.6132	SLC2A5	31.8269
SLC2A6	88.4256	SLC2A6	35.0095
SLC2A8	181.1646	SLC2A8	236.1553
SLC2A9	32.7103	SLC2A9	97.8146
SLC30A1	2078.7203	SLC30A1	864.2054
removed	removed	SLC30A2	8.6993
SLC30A4	75.1258	SLC30A4	174.8356
SLC30A5	1510.7836	SLC30A5	1675.366
SLC30A6	445.0036	SLC30A6	481.2222
SLC30A7	1253.7743	SLC30A7	1258.4341
removed	removed	SLC30A8	99.9363
SLC30A9	2267.074	SLC30A9	2437.3011
SLC31A1	2205.248	SLC31A1	1617.0168
SLC31A2	749.4608	SLC31A2	694.2499
SLC33A1	1661.7541	SLC33A1	815.6164
SLC34A2	1363.0482	SLC34A2	948.2283
SLC35A1	640.2552	SLC35A1	816.6221
SLC35A2	1587.3472	SLC35A2	689.7942
SLC35A3	362.3293	SLC35A3	827.4984
SLC35A4	1628.6844	SLC35A4	1655.8455
SLC35A5	476.2761	SLC35A5	972.8411
SLC35B1	1530.1941	SLC35B1	802.6735
SLC35B2	1598.4903	SLC35B2	1228.729
SLC35B3	421.9986	SLC35B3	542.7541
SLC35B4	463.3357	SLC35B4	469.7645
SLC35C1	683.3214	SLC35C1	470.401
SLC35C2	1214.9533	SLC35C2	705.9198
SLC35D1	860.1725	SLC35D1	838.9561
SLC35D2	420.2013	SLC35D2	396.5627
SLC35E1	2209.9209	SLC35E1	2217.0592
SLC35E2	2326.5421	SLC35E2	3375.8116
SLC35E2	41.179	SLC35E2	106.0471
SLC35E3	1832.4946	SLC35E3	963.9296
SLC35E4	91.3695	SLC35E4	42.6565
SLC35F1	10.0647	SLC35F1	6.7897
SLC35F2	350.1078	SLC35F2	206.8746
SLC35F3	9.7052	SLC35F3	104.8165
SLC35F5	1140.1869	SLC35F5	1228.3047
SLC36A1	382.8181	SLC36A1	283.8956
SLC36A4	217.4694	SLC36A4	187.5663
SLC37A1	760.9633	SLC37A1	497.7721
SLC37A2	189.0726	SLC37A2	143.8574
SLC37A3	876.7074	SLC37A3	1146.8279
SLC37A4	338.6053	SLC37A4	297.0507
SLC38A10	1667.1459	SLC38A10	1109.9088
SLC38A1	10699.8562	SLC38A1	10683.641
SLC38A2	5172.8972	SLC38A2	8356.4609
SLC38A3	11.5025	SLC38A3	34.373
removed	removed	SLC38A4	17.3987
SLC38A5	30.1941	SLC38A5	25.2493
SLC38A6	102.8037	SLC38A6	134.9459
SLC38A7	272.1064	SLC38A7	191.3855
SLC38A9	323.1488	SLC38A9	276.8937
SLC39A10	1225.7369	SLC39A10	912.7944
SLC39A11	3034.5075	SLC39A11	1207.7233
SLC39A13	548.1668	SLC39A13	420.1146
SLC39A14	1420.2013	SLC39A14	1324.4218
SLC39A1	5456.8656	SLC39A1	2124.1248
SLC39A2	8.2674	removed	removed
SLC39A3	245.8663	SLC39A3	219.3932
SLC39A4	25.8807	SLC39A4	37.1313
SLC39A6	36042.775	SLC39A6	22080.8402
SLC39A7	4681.5241	SLC39A7	2509.2298
SLC39A8	584.4716	SLC39A8	713.9826
SLC39A9	3054.637	SLC39A9	3433.0575
removed	removed	SLC3A1	5.5167
SLC3A2	2067.2178	SLC3A2	1743.4755
SLC40A1	18268.1524	SLC40A1	8785.0626
SLC41A1	1358.0158	SLC41A1	1101.6338
SLC41A2	247.6636	SLC41A2	426.4799
SLC41A3	432.4227	SLC41A3	705.2833
SLC43A1	53.918	SLC43A1	113.0914
SLC43A2	1119.3386	SLC43A2	652.4507
SLC43A3	1040.4349	SLC43A3	1000
SLC44A1	4277.4982	SLC44A1	3068.746
SLC44A2	5152.0489	SLC44A2	4470.6132
SLC44A3	178.6485	SLC44A3	232.7604
SLC44A4	1548.5262	SLC44A4	1412.0518
SLC44A5	98.4903	SLC44A5	166.5606
SLC45A1	59.6693	SLC45A1	31.6147
SLC45A3	88.4795	SLC45A3	125.8222
SLC45A4	377.0669	SLC45A4	289.2001
SLC46A1	764.3997	SLC46A1	1004.9862
removed	removed	SLC46A2	6.7897
SLC46A3	185.4781	SLC46A3	455.5485
SLC47A1	46.3695	SLC47A1	64.5024
removed	removed	SLC47A2	9.3359
SLC48A1	594.5363	SLC48A1	676.0025
SLC4A11	36.6643	SLC4A11	85.5082
SLC4A1AP	645.5787	SLC4A1AP	633.1424
SLC4A2	2127.5234	SLC4A2	1029.4165
SLC4A3	218.5478	SLC4A3	246.1277
SLC4A4	8.6269	SLC4A4	93.571
SLC4A5	250.8124	SLC4A5	319.5332
SLC4A7	3767.074	SLC4A7	2919.3719
SLC4A8	1524.0834	SLC4A8	1910.4604
SLC5A1	33.7886	SLC5A1	722.8941
SLC5A3	831.2653	SLC5A3	1017.3838
removed	removed	SLC5A4	7.6384
SLC5A6	2921.5888	SLC5A6	2128.0989
SLC5A8	76.2042	SLC5A8	7.8506
removed	removed	SLC5A9	15.4891
SLC6A10P	10.4242	SLC6A10P	7.6384
removed	removed	SLC6A11	19.0961
SLC6A12	7.5485	SLC6A12	13.7916
SLC6A14	62.1855	SLC6A14	822.8305
removed	removed	SLC6A15	7.8506
SLC6A16	11.862	SLC6A16	30.766
SLC6A17	19.7699	SLC6A17	11.882
SLC6A1	14.7376	SLC6A1	17.1865
SLC6A20	6.1107	SLC6A20	7.2141
removed	removed	SLC6A2	10.609
removed	removed	SLC6A3	6.5776
SLC6A4	134.4357	SLC6A4	118.8203
SLC6A6	2966.2114	SLC6A6	1297.2629
SLC6A8	1485.6219	SLC6A8	559.3041
SLC6A9	974.2739	SLC6A9	334.6573
removed	removed	SLC7A10	69.1322
SLC7A11	342.1963	SLC7A11	159.9767
removed	removed	SLC7A14	6.5776
SLC7A1	1326.3839	SLC7A1	1364.948
SLC7A2	2738.6772	SLC7A2	3984.9353
SLC7A3	6.4702	SLC7A3	54.7422
SLC7A4	83.0338	SLC7A4	66.1999
SLC7A5	2531.2725	SLC7A5	449.6075
SLC7A6OS	143.6053	SLC7A6OS	112.1451
SLC7A6	1232.0237	SLC7A6	1071.602
SLC7A7	171.4594	SLC7A7	156.376
SLC7A8	2188.7132	SLC7A8	1767.4517
SLC7A9	7.1891	SLC7A9	15.9134
SLC8A1	284.3278	SLC8A1	289.6244
removed	removed	SLC8A2	6.1532
SLC8A3	5.7513	SLC8A3	12.7307
SLC9A1	1126.8871	SLC9A1	1435.1793
SLC9A2	42.775	SLC9A2	132.1876
SLC9A3R1	12794.0331	SLC9A3R1	6224.2733
SLC9A3R2	694.8239	SLC9A3R2	471.8863
SLC9A5	7.5485	SLC9A5	37.9801
SLC9A6	131.2006	SLC9A6	305.7501
SLC9A7	159.238	SLC9A7	220.8784
SLC9A8	624.7304	SLC9A8	579.0367
SLC9A9	139.1086	SLC9A9	233.397
removed	removed	SLCO1A2	158.0734
removed	removed	SLCO1C1	10.8211
SLCO2A1	1129.7628	SLCO2A1	434.3306
SLCO2B1	564.3422	SLCO2B1	738.8076
SLCO3A1	306.6139	SLCO3A1	361.9775
SLCO4A1	50.3235	SLCO4A1	38.5551
SLCO4C1	97.0525	SLCO4C1	40.9506
SLCO5A1	11.1431	removed	removed
SLFN11	1348.3106	SLFN11	1032.2512
SLFN12L	19.051	SLFN12L	33.5243
SLFN12	85.55	SLFN12	255.6758
SLFN13	308.4112	SLFN13	634.4154
SLFN5	2337.1675	SLFN5	2481.01
removed	removed	SLIT1	10.1846
SLIT2	472.3221	SLIT2	671.759
SLIT3	1215.3127	SLIT3	1763.4203
SLITRK2	7.5485	removed	removed
SLITRK4	81.2365	SLITRK4	93.1466
SLITRK5	14.7376	SLITRK5	21.4301
SLITRK6	1340.4026	SLITRK6	447.4857
SLK	3239.7556	SLK	3863.1445
SLMAP	1287.9224	SLMAP	1591.5553
SLMO1	32.3508	SLMO1	47.1038
SLMO2	2680.4457	SLMO2	2092.0857
SLPI	270.3091	SLPI	818.7991
SLTM	1600.2876	SLTM	2323.9975
SLU7	1198.059	SLU7	1601.7399
SMAD1	909.0582	SMAD1	873.1169
SMAD2	2317.757	SMAD2	2698.2813
SMAD3	1620.7764	SMAD3	1673.8808
SMAD4	1836.427	SMAD4	2481.9478
SMAD5	2930.9849	SMAD5	3527.6894
SMAD6	34.867	SMAD6	57.0762
SMAD7	367.7211	SMAD7	555.2727
SMAD9	28.7563	SMAD9	60.0467
SMAGP	391.0855	SMAGP	284.32
SMAP1	709.8023	SMAP1	803.9296
SMAP2	1097.4119	SMAP2	956.2911
SMARCA1	2953.271	SMARCA1	2657.3308
SMARCA2	2863.0482	SMARCA2	4724.5916
SMARCA4	2199.1373	SMARCA4	1736.0492
SMARCA5	3866.2832	SMARCA5	3641.4174
SMARCAD1	1728.6125	SMARCAD1	1758.5402
SMARCAL1	545.2912	SMARCAL1	459.1555
SMARCB1	780.7333	SMARCB1	588.3726
SMARCC1	3238.6772	SMARCC1	3279.0155
SMARCC2	2501.0784	SMARCC2	2946.9552
SMARCD1	1591.3012	SMARCD1	1568.2156
SMARCD2	2875.2696	SMARCD2	1839.8048
SMARCD3	340.762	SMARCD3	335.2429
SMARCE1	5213.5155	SMARCE1	4005.3045
SMC1A	4763.4795	SMC1A	2815.4042
SMC2	856.578	SMC2	947.3796
SMC3	1916.9662	SMC3	2337.5769
SMC4	1820.9921	SMC4	920.645
SMC5	1195.1833	SMC5	1710.1634
SMC6	688.7132	SMC6	674.0929
SMCHD1	1891.0855	SMCHD1	2704.2224
SMCR7L	1447.8792	SMCR7L	1088.903
SMCR7	312.0058	SMCR7	266.4969
SMCR8	1751.8224	SMCR8	1947.0486
SMEK1	2037.0237	SMEK1	2442.3934
SMEK2	2207.4047	SMEK2	2601.5277
SMG1	7739.7556	SMG1	6820.7087
SMG5	3627.2466	SMG5	1848.7163
SMG6	1163.1919	SMG6	1229.7899
SMG7	5177.2106	SMG7	2640.1443
SMN1	8.4112	SMN1	6.7303
SMN2	1394.8958	SMN2	1101.6932
SMNDC1	966.9303	SMNDC1	841.5022
SMOC1	23.005	SMOC1	135.3703
SMOC2	1965.133	SMOC2	3038.1922
SMOX	243.3501	SMOX	91.237
SMO	484.5435	SMO	438.9985
SMPD1	724.6585	SMPD1	542.7541
SMPD2	259.1661	SMPD2	148.7375
SMPD3	655.6434	SMPD3	142.5843
SMPD4	1567.5773	SMPD4	1672.8199
SMPDL3A	164.2703	SMPDL3A	326.1192
SMPDL3B	343.9971	SMPDL3B	269.2553
SMS	3035.9454	SMS	2154.2542
SMTNL1	8.2674	removed	removed
removed	removed	SMTNL2	5.7288
SMTN	970.5248	SMTN	591.9796
SMU1	1855.4996	SMU1	2050.4986
SMUG1	516.5349	SMUG1	454.6998
SMURF1	1019.7735	SMURF1	1004.0844
SMURF2	788.2818	SMURF2	863.3567
SMYD1	5.0324	SMYD1	235.5188
SMYD2	326.3839	SMYD2	513.8977
SMYD3	281.4522	SMYD3	275.4084
SMYD4	260.9633	SMYD4	376.4057
SMYD5	785.4062	SMYD5	549.5438
SNAI1	227.8936	SNAI1	79.1428
SNAI2	184.3997	SNAI2	454.9119
SNAI3	18.3321	SNAI3	7.6384
SNAP23	1262.4012	SNAP23	1631.6571
SNAP25	19.7699	SNAP25	32.8878
SNAP29	1957.225	SNAP29	1272.6501
SNAP47	937.9403	SNAP47	614.2754
SNAPC1	197.6995	SNAPC1	296.202
SNAPC2	348.3106	SNAPC2	246.5521
SNAPC3	552.8397	SNAPC3	538.5105
SNAPC4	387.491	SNAPC4	265.6482
SNAPC5	85.8771	SNAPC5	77.526
SNAPIN	774.982	SNAPIN	546.5733
SNCAIP	88.0661	SNCAIP	142.5843
SNCA	43.4939	SNCA	101.846
SNCG	2453.271	SNCG	398.4723
SND1	3356.2185	SND1	2828.7715
SNED1	1045.2912	SNED1	715.2557
SNF8	1060.3882	SNF8	500.9548
SNHG10	31.9914	SNHG10	81.2646
SNHG11	199.9029	SNHG11	252.6034
SNHG12	198.7779	SNHG12	263.5264
SNHG1	657.0812	SNHG1	864.6892
SNHG3-RCC1	54.637	SNHG3-RCC1	306.3717
SNHG3	66.4989	SNHG3	78.2941
SNHG4	18.0518	SNHG4	22.6628
SNHG5	1498.9216	SNHG5	2871.8438
SNHG6	1327.1028	SNHG6	948.2283
SNHG7	232.9008	SNHG7	546.707
SNHG8	681.5241	SNHG8	1127.7318
SNHG9	56.7937	SNHG9	30.5538
SNIP1	390.3666	SNIP1	444.5152
SNN	858.7347	SNN	1037.1313
SNORA39	9.2991	SNORA39	10.7108
SNORA8	313.5838	SNORA8	505.2005
removed	removed	SNORD116-20	21.2179
SNORD116-28	12.8684	SNORD116-28	130.5708
SNORD116-4	13.7886	SNORD116-4	79.0282
SNORD1C	21.7074	SNORD1C	40.836
SNPH	40.2588	SNPH	76.8088
SNRK	1085.55	SNRK	1877.1483
SNRNP200	6095.9741	SNRNP200	6695.0987
SNRNP25	447.8792	SNRNP25	342.0327
SNRNP27	422.7175	SNRNP27	533.4182
SNRNP35	235.4385	SNRNP35	148.5805
SNRNP40	1003.954	SNRNP40	826.4375
SNRNP48	584.8311	SNRNP48	691.0673
SNRNP70	1606.0388	SNRNP70	2226.6073
SNRPA1	427.7498	SNRPA1	333.7577
SNRPA	607.4766	SNRPA	642.0539
SNRPB2	1150.9705	SNRPB2	974.3263
SNRPB	2573.688	SNRPB	1332.909
SNRPC	946.8009	SNRPC	735.4127
SNRPD1	858.3753	SNRPD1	651.602
SNRPD2	2360.532	SNRPD2	1747.5069
SNRPD3	1743.8282	SNRPD3	1233.5922
SNRPE	1125.8088	SNRPE	831.1055
SNRPF	459.0223	SNRPF	415.4466
SNRPG	612.8684	SNRPG	475.4933
SNRPN	1030.5356	SNRPN	1453.8977
SNTA1	235.4421	SNTA1	302.9917
SNTB1	141.6247	SNTB1	434.1184
SNTB2	778.936	SNTB2	1375.3448
removed	removed	SNTG2	7.0019
SNUPN	260.6039	SNUPN	370.889
SNURF	76.941	SNURF	87.3923
SNW1	1324.9461	SNW1	1544.8759
SNX10	197.6995	SNX10	472.3106
SNX11	820.6326	SNX11	498.833
SNX12	281.8116	SNX12	215.1496
SNX13	1109.2739	SNX13	1812.0093
SNX14	1318.4759	SNX14	1874.8143
SNX15	266.3551	SNX15	275.1963
SNX16	336.4486	SNX16	540.8445
SNX17	1596.693	SNX17	1474.4324
SNX18	687.9942	SNX18	1204.3285
SNX19	2130.1222	SNX19	2193.9317
SNX1	2352.9835	SNX1	3691.4916
SNX20	70.248	SNX20	26.9892
SNX21	372.0237	SNX21	438.7269
SNX22	183.7168	SNX22	81.5022
SNX24	230.0503	SNX24	269.8918
SNX25	506.4702	SNX25	599.4059
SNX27	2014.8598	SNX27	1385.4339
SNX29	606.7577	SNX29	805.8561
SNX2	1093.8174	SNX2	1563.3355
SNX30	713.5155	SNX30	1317.6321
SNX33	680.8052	SNX33	838.9561
SNX3	1992.092	SNX3	2311.2667
SNX4	505.7513	SNX4	960.3225
SNX5	1660.3163	SNX5	1999.5756
SNX6	1159.238	SNX6	1410.5665
SNX7	354.7807	SNX7	375.7691
SNX8	187.9942	SNX8	176.533
SNX9	2411.9339	SNX9	2317.2077
SOAT1	1139.468	SOAT1	702.5249
SOBP	66.4989	SOBP	188.415
SOCS1	42.4155	SOCS1	28.0076
SOCS2	248.7419	SOCS2	369.8281
SOCS3	2599.5687	SOCS3	2737.3223
SOCS4	739.7556	SOCS4	993.2103
SOCS5	844.3566	SOCS5	1269.4674
SOCS6	1451.1143	SOCS6	1845.3215
SOCS7	138.0302	SOCS7	161.6805
SOD1	2864.486	SOD1	2366.0089
SOD2	5758.4472	SOD2	5053.8935
SOD3	179.3674	SOD3	395.714
SOHLH2	5.9274	SOHLH2	9.1237
SOLH	521.5672	SOLH	268.4065
SON	9032.7103	SON	10509.442
SORBS1	1448.5981	SORBS1	6660.5135
SORBS2	1368.7994	SORBS2	2002.334
SORBS3	599.2092	SORBS3	1332.909
SORCS1	126.1682	SORCS1	36.707
