gene_id	TCGA-BH-A1EW-01A-11R-A137-07	gene_id	TCGA-BH-A1EW-11B-33R-A137-07
KIAA0922	433.8605	KIAA0922	656.2699
KIAA0947	3573.688	KIAA0947	2267.1335
KIAA1009	152.0489	KIAA1009	305.9622
KIAA1012	1316.3192	KIAA1012	1711.2243
KIAA1024	40.2588	KIAA1024	48.3768
KIAA1033	1299.4249	KIAA1033	1657.3308
KIAA1045	8.6269	KIAA1045	43.7089
KIAA1107	63.9827	KIAA1107	153.6177
KIAA1109	3483.4651	KIAA1109	5828.1349
KIAA1143	575.1258	KIAA1143	1109.2722
KIAA1147	1089.504	KIAA1147	2055.1666
KIAA1161	434.9389	KIAA1161	221.515
KIAA1191	2465.4925	KIAA1191	2780.1825
KIAA1199	101.3659	KIAA1199	42.2236
removed	removed	KIAA1210	58.7736
KIAA1211	456.1467	KIAA1211	108.4235
KIAA1217	4042.4155	KIAA1217	4531.2646
KIAA1244	2092.0201	KIAA1244	2876.724
KIAA1257	14.0187	KIAA1257	42.9811
KIAA1267	1699.1373	KIAA1267	1511.5638
KIAA1274	135.1546	KIAA1274	211.7547
KIAA1279	1030.5536	KIAA1279	1085.5082
KIAA1310	1889.6477	KIAA1310	2067.6851
KIAA1324L	282.1711	KIAA1324L	550.3925
KIAA1324	5737.5988	KIAA1324	9478.2516
KIAA1328	117.9008	KIAA1328	315.5103
KIAA1370	2490.6542	KIAA1370	3143.4331
KIAA1377	158.1596	KIAA1377	447.2735
KIAA1383	110.3523	KIAA1383	134.3094
KIAA1407	115.3846	KIAA1407	287.5027
removed	removed	KIAA1409	8.0628
KIAA1429	3630.8411	KIAA1429	2848.9285
KIAA1430	2016.5349	KIAA1430	2542.5419
KIAA1432	862.8828	KIAA1432	1309.442
KIAA1462	614.6657	KIAA1462	1169.1067
KIAA1467	2888.5694	KIAA1467	1418.8415
KIAA1468	891.445	KIAA1468	1346.9128
KIAA1522	4462.2574	KIAA1522	4996.6051
KIAA1524	110.7117	KIAA1524	133.2485
KIAA1529	94.1769	KIAA1529	224.6976
KIAA1530	532.3508	KIAA1530	684.9141
KIAA1539	532.7103	KIAA1539	436.6645
KIAA1543	314.5219	KIAA1543	426.9043
KIAA1549	519.4105	KIAA1549	533.206
KIAA1586	187.6348	KIAA1586	317.4199
KIAA1598	2679.0079	KIAA1598	2147.2523
KIAA1609	604.601	KIAA1609	372.3743
KIAA1614	24.2344	KIAA1614	32.0327
KIAA1632	1194.105	KIAA1632	1834.7125
KIAA1644	69.3746	KIAA1644	23.1275
KIAA1671	2052.8397	KIAA1671	2892.213
removed	removed	KIAA1683	189.4759
KIAA1704	182.9224	KIAA1704	440.4477
KIAA1712	336.9159	KIAA1712	625.6291
KIAA1715	972.6815	KIAA1715	995.5442
KIAA1731	398.6341	KIAA1731	616.3802
KIAA1737	792.2358	KIAA1737	1480.3734
KIAA1755	57.5126	KIAA1755	131.7632
KIAA1797	781.4522	KIAA1797	933.3758
KIAA1804	377.7858	KIAA1804	292.3828
KIAA1826	386.4127	KIAA1826	440.6959
KIAA1841	190.5104	KIAA1841	250.7957
KIAA1875	7.1891	KIAA1875	20.157
KIAA1908	71.5313	KIAA1908	143.0087
KIAA1919	89.1445	KIAA1919	152.9811
KIAA1949	1395.399	KIAA1949	862.2958
KIAA1958	176.8512	KIAA1958	178.6548
KIAA1967	1198.4184	KIAA1967	1797.369
removed	removed	KIAA1984	27.282
KIAA2013	981.3084	KIAA2013	769.7857
KIAA2018	729.6909	KIAA2018	1186.9298
KIAA2022	54.2775	KIAA2022	141.5234
KIAA2026	1250.8986	KIAA2026	1615.7437
KIDINS220	2366.6427	KIDINS220	3398.2601
KIF11	763.839	KIF11	381.7102
KIF12	303.3789	KIF12	973.902
KIF13A	1310.2085	KIF13A	2199.8727
KIF13B	942.8469	KIF13B	2721.602
KIF14	416.9662	KIF14	131.9754
KIF15	141.9842	KIF15	60.471
KIF16B	2328.9001	KIF16B	2695.523
KIF17	24.4428	KIF17	21.2179
KIF18A	191.9482	KIF18A	83.1742
KIF18B	359.0942	KIF18B	65.3512
KIF19	20.1294	KIF19	15.2769
KIF1A	33.4292	KIF1A	81.2646
KIF1B	2992.092	KIF1B	2980.4795
KIF1C	1687.2753	KIF1C	1628.4744
KIF20A	513.6592	KIF20A	171.8651
KIF20B	529.8347	KIF20B	518.7778
KIF21A	810.9274	KIF21A	676.6391
KIF21B	277.8577	KIF21B	194.5682
KIF22	879.2236	KIF22	665.818
KIF23	443.2063	KIF23	186.5054
KIF24	248.3825	KIF24	133.4649
removed	removed	KIF25	5.5167
KIF26A	56.0748	KIF26A	94.6319
KIF26B	90.2229	KIF26B	26.3102
KIF27	153.4867	KIF27	250.1591
KIF2A	1177.5701	KIF2A	913.2188
KIF2C	520.1294	KIF2C	115.2132
KIF3A	1467.2897	KIF3A	1202.8432
KIF3B	3668.9432	KIF3B	3024.4006
KIF3C	643.422	KIF3C	344.5788
KIF4A	483.8246	KIF4A	131.7632
KIF4B	5.0324	removed	removed
KIF5A	8.6269	KIF5A	38.6166
KIF5B	7579.0798	KIF5B	9524.0823
KIF5C	317.0381	KIF5C	308.5084
KIF6	44.2128	KIF6	23.5519
KIF7	332.6707	KIF7	134.9119
KIF9	86.4198	KIF9	109.2722
KIFAP3	1326.3839	KIFAP3	1153.4055
KIFC1	495.3271	KIFC1	126.2466
KIFC2	440.8843	KIFC2	330.3756
KIFC3	182.243	KIFC3	133.2485
KILLIN	33.4292	KILLIN	35.0095
KIN	269.2308	KIN	316.359
KIRREL	213.5155	KIRREL	535.1156
KISS1R	43.8533	KISS1R	7.0019
KITLG	1758.8066	KITLG	717.5896
KIT	986.3408	KIT	5668.5763
KLB	42.4155	KLB	296.6264
KLC1	814.8814	KLC1	1390.505
KLC2	552.4802	KLC2	277.3181
KLC3	103.6485	KLC3	55.3787
KLC4	315.6686	KLC4	406.2275
KLF10	1498.5622	KLF10	3187.3541
KLF11	514.3781	KLF11	1214.513
KLF12	475.9166	KLF12	790.7914
KLF13	3386.0532	KLF13	1901.9733
removed	removed	KLF15	69.5947
KLF16	336.8081	KLF16	179.5035
KLF17	43.8533	KLF17	8.4872
KLF2	273.5442	KLF2	693.8256
KLF3	1934.9245	KLF3	1896.6136
KLF4	531.2725	KLF4	2251.22
KLF5	253.0554	KLF5	977.509
KLF6	3127.2466	KLF6	6642.4783
KLF7	154.5651	KLF7	127.5196
KLF8	103.8821	KLF8	552.5143
KLF9	938.5334	KLF9	2315.7225
KLHDC10	1163.1919	KLHDC10	1384.8928
KLHDC1	45.2912	KLHDC1	184.1714
KLHDC2	532.3508	KLHDC2	1302.5674
KLHDC3	1003.2351	KLHDC3	1293.6558
KLHDC4	93.6197	KLHDC4	69.3826
KLHDC5	1266.3551	KLHDC5	1475.4933
KLHDC7A	623.2926	KLHDC7A	1925.5251
KLHDC7B	105.6794	KLHDC7B	28.8564
removed	removed	KLHDC8A	9.3359
KLHDC8B	260.9633	KLHDC8B	352.4295
KLHDC9	125.0899	KLHDC9	111.1818
KLHL11	218.5478	KLHL11	199.8727
KLHL12	1793.3142	KLHL12	1186.2932
KLHL13	269.9497	KLHL13	688.3089
removed	removed	KLHL14	27.5833
KLHL15	344.3566	KLHL15	707.8294
KLHL17	92.3796	KLHL17	84.6595
KLHL18	527.6779	KLHL18	418.4171
KLHL20	580.1582	KLHL20	638.4468
KLHL21	1151.33	KLHL21	1358.1583
KLHL22	418.7635	KLHL22	258.8585
KLHL23	137.1855	KLHL23	186.9255
KLHL24	3395.0395	KLHL24	2801.6126
KLHL25	304.8167	KLHL25	196.0535
KLHL26	221.064	KLHL26	207.9355
KLHL28	491.0137	KLHL28	842.7753
KLHL29	46.729	KLHL29	339.9109
KLHL2	388.2099	KLHL2	648.8436
KLHL30	6.1107	KLHL30	23.7641
KLHL31	21.2078	KLHL31	250.9633
KLHL32	13.6592	KLHL32	21.4301
KLHL35	80.5176	KLHL35	35.4339
KLHL36	122.2142	KLHL36	151.4959
KLHL38	11.862	removed	removed
KLHL3	56.7937	KLHL3	209.6329
KLHL4	5.7513	KLHL4	60.0467
KLHL5	1346.5133	KLHL5	1632.9302
KLHL6	230.4098	KLHL6	204.3285
KLHL7	627.2466	KLHL7	954.5937
KLHL8	684.0403	KLHL8	840.017
KLHL9	1494.2487	KLHL9	1957.7764
KLK10	8.6269	KLK10	137.0677
KLK11	23.005	KLK11	384.4685
removed	removed	KLK12	39.2531
removed	removed	KLK13	21.8544
removed	removed	KLK14	15.0647
removed	removed	KLK1	5.3045
removed	removed	KLK2	11.4577
removed	removed	KLK3	37.7679
KLK4	8.9863	removed	removed
KLK5	29.8347	KLK5	299.809
KLK6	19.7699	KLK6	120.3055
KLK7	23.7239	KLK7	129.0049
removed	removed	KLK8	23.4585
removed	removed	KLKB1	9.1237
KLRA1	33.4292	KLRA1	105.0286
KLRAQ1	364.1265	KLRAQ1	511.5638
KLRB1	36.3048	KLRB1	40.9506
removed	removed	KLRC1	27.1589
KLRC2	8.0697	KLRC2	13.4267
removed	removed	KLRC3	10.3374
KLRC4	5.3343	KLRC4	25.5379
KLRD1	25.8807	KLRD1	96.3293
removed	removed	KLRF1	5.3045
KLRG1	33.4292	KLRG1	36.0704
KLRG2	22.6456	KLRG2	14.0038
KLRK1	86.6858	KLRK1	150.7829
KL	44.5723	KL	186.0811
KMO	85.3019	KMO	40.7808
KNDC1	78.0014	KNDC1	61.1076
KNTC1	485.9454	KNTC1	520.7999
KPNA1	1459.7412	KPNA1	1693.6134
KPNA2	3521.5672	KPNA2	1411.4152
KPNA3	815.2408	KPNA3	1000.6365
KPNA4	2439.2523	KPNA4	1907.9143
KPNA5	85.1905	KPNA5	305.7501
KPNA6	3213.8749	KPNA6	2718.2262
removed	removed	KPNA7	5.3045
KPNB1	9506.4702	KPNB1	6203.9041
KPTN	185.4781	KPTN	108.6357
KRAS	1718.1884	KRAS	1238.0649
KRBA1	151.6894	KRBA1	141.5234
KRBA2	88.785	KRBA2	211.3304
KRCC1	488.8569	KRCC1	951.8353
KREMEN1	488.8569	KREMEN1	548.4829
KREMEN2	24.8023	KREMEN2	8.275
KRI1	704.5435	KRI1	522.0221
KRIT1	787.5629	KRIT1	1057.7127
KRR1	756.7613	KRR1	1079.8812
KRT10	373.1129	KRT10	343.9423
KRT14	361.9698	KRT14	5078.7184
KRT15	203.0913	KRT15	1784.2139
removed	removed	KRT16	58.5614
KRT17	308.4112	KRT17	3586.8873
KRT18	17622.1352	KRT18	8137.055
KRT19	38216.3911	KRT19	19270.104
KRT222	51.0424	KRT222	57.7127
KRT23	2967.2897	KRT23	1084.2351
KRT31	7.1891	removed	removed
KRT32	10.0647	removed	removed
KRT33A	5.0324	removed	removed
KRT37	8.9863	removed	removed
KRT5	316.3192	KRT5	4981.3282
removed	removed	KRT6A	21.6423
KRT6B	51.7613	KRT6B	171.2285
removed	removed	KRT79	8.275
KRT7	1979.8706	KRT7	2411.6274
KRT80	1490.6542	KRT80	817.7382
KRT81	69.3746	KRT81	367.282
KRT86	21.9267	KRT86	18.8839
KRT8	31547.527	KRT8	8549.7687
removed	removed	KRTAP5-9	6.1532
KRTCAP2	1413.3717	KRTCAP2	947.3796
KRTCAP3	261.3228	KRTCAP3	154.4664
KSR1	739.0367	KSR1	432.2088
KSR2	24.4428	KSR2	71.2922
KTELC1	355.1402	KTELC1	439.2107
KTI12	152.4083	KTI12	129.0049
KTN1	7228.2531	KTN1	6859.1131
KYNU	124.7304	KYNU	42.4358
removed	removed	KY	90.6005
L1CAM	20.8483	L1CAM	21.6423
removed	removed	L1TD1	5.3045
L2HGDH	190.5104	L2HGDH	255.6758
L3MBTL2	942.6851	L3MBTL2	563.7513
L3MBTL3	187.9942	L3MBTL3	265.6482
L3MBTL4	10.4242	L3MBTL4	147.8888
L3MBTL	19.051	L3MBTL	147.6766
LACE1	37.0237	LACE1	67.6851
LACTB2	147.0165	LACTB2	235.9431
LACTB	423.7958	LACTB	418.6293
LAD1	530.913	LAD1	294.2924
LAG3	52.1208	LAG3	63.2294
LAGE3	789.0007	LAGE3	273.711
LAIR1	403.307	LAIR1	337.7891
LAMA1	41.6966	LAMA1	158.2856
LAMA2	1071.5277	LAMA2	2309.7751
LAMA3	571.5313	LAMA3	3538.9349
LAMA4	1752.6959	LAMA4	3598.5572
LAMA5	2354.7807	LAMA5	1801.4004
LAMB1	2786.1251	LAMB1	4506.2593
LAMB2L	8.2674	LAMB2L	20.7935
LAMB2	4302.3005	LAMB2	3925.9495
LAMB3	358.7347	LAMB3	1746.6582
LAMC1	6641.9842	LAMC1	7625.5039
LAMC2	696.6211	LAMC2	1909.1874
LAMC3	38.821	LAMC3	133.4606
LAMP1	6540.6183	LAMP1	4984.9353
LAMP2	7496.046	LAMP2	6314.4494
LAMP3	269.5902	LAMP3	120.5177
LANCL1	1874.9101	LANCL1	2868.6612
LANCL2	343.6377	LANCL2	673.4564
removed	removed	LANCL3	5.7288
LAP3	5515.4565	LAP3	3147.2523
LAPTM4A	6691.5888	LAPTM4A	6691.0673
LAPTM4B	2511.5025	LAPTM4B	1971.3558
LAPTM5	3134.4357	LAPTM5	1684.7019
LARGE	1913.7311	LARGE	763.6325
LARP1B	1096.3336	LARP1B	735.4127
LARP1	7147.376	LARP1	5077.8697
LARP4B	1454.7088	LARP4B	1742.2024
LARP4	3916.2473	LARP4	2757.6915
LARP6	174.335	LARP6	420.1146
LARP7	1025.5212	LARP7	1208.3599
LARS2	447.1603	LARS2	416.9319
LARS	3054.637	LARS	3892.4252
LAS1L	885.3343	LAS1L	722.0454
LASP1	9765.9957	LASP1	8614.4706
LASS1	12.2682	LASS1	13.6919
LASS2	14214.9533	LASS2	6522.3849
LASS4	726.8152	LASS4	819.4356
LASS5	1030.913	LASS5	911.5213
LASS6	8343.9827	LASS6	6011.7293
LAT2	141.9842	LAT2	93.9953
LATS1	919.4824	LATS1	1271.1649
LATS2	524.0834	LATS2	861.8714
LAT	78.7922	LAT	68.7524
LAX1	67.5773	LAX1	112.6671
LAYN	71.8907	LAYN	182.8984
LBH	609.9928	LBH	1117.7594
LBP	68.2962	LBP	54.9544
LBR	1554.637	LBR	1287.5027
LCA5L	149.5327	LCA5L	152.9811
LCA5	185.1186	LCA5	495.4381
LCAT	36.4162	LCAT	80.9824
LCK	201.6535	LCK	107.1504
LCLAT1	728.972	LCLAT1	488.6484
LCMT1	675.4134	LCMT1	558.031
LCMT2	410.8555	LCMT2	402.7159
LCN10	11.1431	removed	removed
LCN12	35.2265	LCN12	12.3064
LCN2	38.821	LCN2	49.4377
LCORL	142.1819	LCORL	131.0588
LCOR	432.0417	LCOR	560.7766
LCP1	3179.7268	LCP1	2417.9928
LCP2	477.3544	LCP2	326.7558
removed	removed	LCT	15.2769
LDB1	1359.4536	LDB1	1901.7611
LDB2	309.4896	LDB2	676.4269
LDB3	27.3185	LDB3	44.982
LDHA	10148.8138	LDHA	7066.1999
LDHB	1410.496	LDHB	4571.3983
LDHD	38.1021	LDHD	49.4377
LDLRAD2	108.3393	LDLRAD2	101.3664
LDLRAD3	948.2387	LDLRAD3	779.7581
LDLRAP1	604.2416	LDLRAP1	709.9512
LDLR	2205.248	LDLR	1175.6843
LDOC1L	1883.1776	LDOC1L	1307.6597
LDOC1	382.4587	LDOC1	476.5542
LEAP2	6.8296	LEAP2	7.4263
LEF1	894.3206	LEF1	193.2951
LEFTY2	14.0187	LEFTY2	10.609
LEKR1	12.5809	LEKR1	30.9781
LEMD1	12.2214	removed	removed
LEMD2	1057.1531	LEMD2	530.6599
LEMD3	678.6485	LEMD3	783.153
LENG1	117.1819	LENG1	77.6575
LENG8	1370.4206	LENG8	3047.5748
LENG9	108.7311	LENG9	74.6404
LEO1	607.8361	LEO1	767.8761
LEPRE1	494.2487	LEPRE1	422.8729
LEPREL1	104.9605	LEPREL1	358.7948
LEPREL2	464.0546	LEPREL2	186.5054
LEPROTL1	775.3415	LEPROTL1	1064.2903
LEPROT	604.2559	LEPROT	1077.5451
LEPR	998.1884	LEPR	1746.7706
LEP	186.5564	LEP	4451.3049
LETM1	2038.1021	LETM1	1265.2238
LETM2	74.7664	LETM2	51.5595
LETMD1	357.6564	LETMD1	1088.4787
LFNG	225.3774	LFNG	622.5334
LGALS12	15.4565	LGALS12	240.3989
LGALS1	3671.8188	LGALS1	2423.9338
LGALS2	15.816	removed	removed
LGALS3BP	20308.7707	LGALS3BP	8003.8192
LGALS3	2216.0316	LGALS3	3254.8271
removed	removed	LGALS4	9.7602
removed	removed	LGALS7	7.0019
LGALS8	3459.4177	LGALS8	2359.3995
LGALS9B	14.0187	removed	removed
LGALS9C	52.8397	LGALS9C	17.823
LGALS9	1423.0769	LGALS9	516.2317
LGI2	100.647	LGI2	70.8678
LGI4	46.3695	LGI4	60.6832
LGMN	2170.381	LGMN	1954.5937
LGR4	188.3537	LGR4	1474.0081
LGR5	33.4292	LGR5	41.5871
LGR6	48.5262	LGR6	229.1534
LGTN	810.5679	LGTN	1065.3512
removed	removed	LHCGR	41.7993
removed	removed	LHFPL1	9.7602
LHFPL2	1942.128	LHFPL2	1735.837
LHFP	923.0769	LHFP	2193.2951
LHPP	222.5018	LHPP	255.4636
LHX1	12.9403	removed	removed
LHX4	5.2552	LHX4	7.1568
LHX6	173.9756	LHX6	241.4598
LIAS	167.1459	LIAS	273.0745
LIFR	1348.3106	LIFR	4289.4123
LIF	291.5169	LIF	284.32
LIG1	837.527	LIG1	489.0728
LIG3	1346.1538	LIG3	816.0407
LIG4	544.9317	LIG4	573.3079
LILRA1	16.8943	LILRA1	7.4263
LILRA2	33.0697	LILRA2	19.3083
LILRA3	9.3458	removed	removed
LILRA4	60.3882	removed	removed
LILRA5	115.3846	LILRA5	24.1884
LILRA6	59.6693	LILRA6	52.2236
LILRB1	152.4083	LILRB1	69.3826
LILRB2	237.9583	LILRB2	99.7242
LILRB3	98.4903	LILRB3	41.7717
LILRB4	274.6226	LILRB4	96.1171
LILRB5	130.8411	LILRB5	172.9259
LIMA1	4258.8066	LIMA1	5267.77
LIMCH1	2291.1574	LIMCH1	2727.5621
LIMD1	792.7786	LIMD1	881.3707
LIMD2	288.8282	LIMD2	97.3478
LIME1	30.1006	LIME1	24.4494
LIMK1	925.9526	LIMK1	408.4447
LIMK2	1773.9037	LIMK2	1614.0463
LIMS1	517.2538	LIMS1	484.4048
LIMS2	182.243	LIMS2	442.6056
LIMS3-LOC440895	70.2085	LIMS3-LOC440895	15.4
LIMS3	7.4335	LIMS3	14.0929
LIN28A	190.151	LIN28A	6.3654
LIN37	134.9353	LIN37	82.3212
LIN52	126.1682	LIN52	199.6605
LIN54	638.7491	LIN54	560.3649
LIN7A	16.5349	LIN7A	77.8697
LIN7B	24.8023	LIN7B	22.2788
LIN7C	815.6003	LIN7C	969.8706
LIN9	251.2581	LIN9	216.4227
LINGO1	1437.8145	LINGO1	622.1091
LINGO4	5.3918	LINGO4	9.1237
LINS1	372.394	LINS1	406.9595
LIPA	2135.8735	LIPA	2500.3183
removed	removed	LIPC	8.0628
LIPE	140.5392	LIPE	1614.0293
LIPG	265.6362	LIPG	77.6575
LIPH	281.8116	LIPH	152.3446
LIPT1	108.1344	LIPT1	202.3849
LIPT2	22.2861	LIPT2	23.1275
LITAF	6051.4019	LITAF	4378.7397
LIX1L	250.1797	LIX1L	558.6675
LLGL1	819.5543	LLGL1	630.8084
LLGL2	1189.4321	LLGL2	582.4316
LLPH	3373.1632	LLPH	1492.0433
LMAN1	6809.1301	LMAN1	5626.3526
LMAN2L	644.8598	LMAN2L	577.7636
LMAN2	3395.399	LMAN2	1658.1795
LMBR1L	422.7175	LMBR1L	466.5818
LMBR1	1474.8382	LMBR1	1234.8822
LMBRD1	1043.4939	LMBRD1	1765.9665
LMBRD2	625.4493	LMBRD2	551.8778
LMCD1	1719.2667	LMCD1	530.2355
LMF1	169.6621	LMF1	196.6518
LMF2	817.3976	LMF2	546.7855
LMLN	3008.2674	LMLN	868.8733
LMNA	18774.2631	LMNA	5448.1222
LMNB1	1453.6305	LMNB1	613.6219
LMNB2	959.0223	LMNB2	391.4704
LMO2	246.9446	LMO2	284.9565
LMO3	32.3508	LMO3	105.6652
LMO4	662.473	LMO4	1197.5387
LMO7	349.7484	LMO7	543.815
LMOD1	230.0503	LMOD1	1117.7594
LMTK2	558.9504	LMTK2	495.6503
LMTK3	127.2466	LMTK3	49.0134
removed	removed	LMX1A	8.6993
LMX1B	1091.6607	LMX1B	1416.9319
LNP1	23.3717	LNP1	62.8962
LNPEP	861.9303	LNPEP	873.1869
LNX1	350.1078	LNX1	468.4914
LNX2	623.652	LNX2	1083.5986
LOC100009676	39.0007	LOC100009676	51.882
removed	removed	LOC100101266	7.6384
removed	removed	LOC100124692	147.6766
LOC100125556	23.8533	LOC100125556	57.1504
LOC100126784	5.3918	LOC100126784	26.8258
LOC100128191	23.6485	LOC100128191	20.0297
LOC100128239	8.2674	LOC100128239	5.5167
LOC100128288	21.9267	LOC100128288	96.7537
LOC100128292	7.5485	LOC100128292	26.9467
LOC100128640	5.0324	LOC100128640	57.7127
removed	removed	LOC100128675	5.3045
LOC100128788	17.9727	LOC100128788	25.2514
LOC100128822	24.4428	LOC100128822	57.9249
LOC100128842	20.1294	LOC100128842	41.5871
LOC100128977	5.0324	LOC100128977	26.3102
LOC100129034	2511.2617	LOC100129034	2211.1436
LOC100129387	48.5658	LOC100129387	226.6815
LOC100129534	23.005	LOC100129534	50.7108
LOC100129550	95.6147	LOC100129550	249.5226
LOC100129637	96.5313	LOC100129637	181.6253
LOC100129716	7.908	LOC100129716	7.8506
removed	removed	LOC100129726	13.1551
LOC100130015	5.7045	LOC100130015	29.147
LOC100130093	108.918	LOC100130093	100.8933
LOC100130148	5.7513	LOC100130148	5.5167
LOC100130522	18.6916	LOC100130522	27.5833
LOC100130557	18.6305	LOC100130557	50.4456
LOC100130581	27.3185	LOC100130581	56.864
LOC100130691	9.9317	LOC100130691	13.1509
LOC100130776	142.7786	LOC100130776	74.9544
LOC100130872	73.3285	LOC100130872	52.6204
LOC100130932	58.2315	LOC100130932	56.0153
LOC100130987	6.4702	LOC100130987	23.5519
LOC100131193	44.2128	LOC100131193	55.8922
LOC100131434	27.4802	LOC100131434	156.2275
LOC100131691	27.1495	LOC100131691	21.8778
LOC100132111	5.0324	LOC100132111	12.0942
removed	removed	LOC100132215	14.0144
LOC100132247	96.3336	LOC100132247	143.6452
LOC100132287	291.5169	LOC100132287	329.5141
LOC100132288	198.059	LOC100132288	263.3142
LOC100132707	55.0719	LOC100132707	146.7155
LOC100133161	101.1359	LOC100133161	43.8277
LOC100133331	143.6089	LOC100133331	198.4999
LOC100133669	42.4155	LOC100133669	16.7621
LOC100133985	5.0324	removed	removed
LOC100133991	31.6319	LOC100133991	42.648
LOC100134229	108.1955	LOC100134229	113.0914
LOC100134259	5.7513	LOC100134259	17.1865
LOC100134713	8.9863	LOC100134713	10.191
LOC100144603	5.0324	removed	removed
removed	removed	LOC100144604	13.1551
LOC100170939	165.3738	LOC100170939	107.2205
removed	removed	LOC100188947	13.5795
removed	removed	LOC100188949	6.7897
LOC100190938	70.0935	LOC100190938	160.1952
LOC100190939	51.7613	LOC100190939	228.729
LOC100190986	227.5341	LOC100190986	537.6618
removed	removed	LOC100192378	11.882
LOC100216545	35.9454	LOC100216545	54.53
LOC100233209	33.7886	LOC100233209	27.5833
removed	removed	LOC100240735	18.8839
removed	removed	LOC100268168	7.4263
LOC100270710	57.0417	LOC100270710	126.0068
LOC100270746	8.9863	LOC100270746	25.6737
LOC100270804	19.6118	LOC100270804	33.5243
LOC100271722	8.9863	LOC100271722	30.5538
LOC100271831	5.3954	removed	removed
LOC100271836	397.4659	LOC100271836	718.6845
LOC100272146	27.6779	LOC100272146	43.9211
LOC100272216	6.8296	LOC100272216	14.547
LOC100272217	9.3458	LOC100272217	20.5814
LOC100272228	20.1294	LOC100272228	85.296
LOC100286793	25.8807	LOC100286793	153.1933
LOC100286844	22.4838	LOC100286844	34.4154
removed	removed	LOC100287227	6.2508
LOC100288778	217.8505	LOC100288778	236.2635
LOC100289341	16.1754	LOC100289341	30.9781
LOC100302401	5.7513	LOC100302401	26.098
removed	removed	LOC100302640	7.4263
LOC100302650	34.1481	LOC100302650	53.8935
LOC100303728	17.2538	LOC100303728	27.7955
LOC113230	62.5449	LOC113230	65.5633
LOC115110	27.5701	LOC115110	73.9253
removed	removed	LOC121838	24.4006
LOC134466	13.6592	LOC134466	88.0543
removed	removed	LOC143188	12.7307
LOC143666	10.4242	LOC143666	12.3064
LOC144438	1400.0719	LOC144438	1371.5256
removed	removed	LOC144486	10.8211
LOC144571	16.2078	LOC144571	50.2737
LOC145783	39.8095	LOC145783	26.3633
LOC145820	9.7052	LOC145820	19.0961
LOC145837	10.7836	LOC145837	48.8012
LOC146880	207.3077	LOC146880	435.105
LOC147727	161.3947	LOC147727	454.4876
LOC147804	57.1531	LOC147804	61.9563
LOC148189	32.7103	LOC148189	71.9287
LOC148413	316.7038	LOC148413	176.2296
removed	removed	LOC148696	17.4623
LOC148709	14.3781	LOC148709	7.4263
LOC149134	15.816	LOC149134	38.4044
LOC149837	28.0374	LOC149837	54.53
LOC150381	65.417	LOC150381	46.0047
LOC150776	292.9547	LOC150776	389.3486
LOC150786	70.4529	LOC150786	52.1961
LOC151009	10.4242	LOC151009	26.5224
LOC151162	879.9425	LOC151162	1080.6281
removed	removed	LOC151174	6.5776
LOC151534	118.2602	LOC151534	101.6338
LOC152217	324.2272	LOC152217	175.2599
LOC153684	27.3185	LOC153684	41.3749
LOC154761	23.6161	LOC154761	41.1797
LOC154822	5.5176	LOC154822	24.1905
removed	removed	LOC157381	8.6993
LOC158376	20.1294	LOC158376	47.9525
LOC158572	38.821	LOC158572	35.6461
removed	removed	LOC158696	9.3359
LOC162632	38.1093	LOC162632	102.8368
LOC168474	10.0647	LOC168474	20.5814
LOC200030	778.9073	LOC200030	1048.763
LOC202181	46.729	LOC202181	89.1152
LOC202781	41.6966	LOC202781	158.71
LOC219347	48.2818	LOC219347	99.2934
LOC220594	78.4831	LOC220594	211.8926
LOC220729	284.6873	LOC220729	218.3323
LOC220930	32.7103	LOC220930	83.6346
LOC221442	15.4565	LOC221442	109.0622
LOC221710	421.2797	LOC221710	496.499
LOC222699	40.6183	LOC222699	34.373
LOC253039	419.1229	LOC253039	668.1519
LOC253724	8.9863	LOC253724	14.4282
LOC254559	60.7477	LOC254559	96.1171
LOC25845	350.7189	LOC25845	277.579
LOC282997	27.6779	LOC282997	44.1332
LOC283050	20.8483	LOC283050	49.8621
LOC283070	150.2516	LOC283070	144.7061
LOC283174	109.6334	LOC283174	114.1523
LOC283267	217.8289	LOC283267	233.397
LOC283314	62.7354	LOC283314	172.0115
removed	removed	LOC283392	81.9266
LOC283663	12.5809	LOC283663	31.8269
removed	removed	LOC283731	8.9115
removed	removed	LOC283856	6.1532
LOC283922	37.3832	LOC283922	81.0524
LOC284023	71.1718	LOC284023	153.6177
LOC284232	16.8943	LOC284232	30.9781
LOC284233	8.2674	LOC284233	28.2198
LOC284276	16.5349	LOC284276	14.6404
LOC284379	8.9863	removed	removed
LOC284440	35.2265	LOC284440	112.4549
LOC284441	111.7901	LOC284441	86.7812
removed	removed	LOC284551	5.0923
removed	removed	LOC284578	35.2217
LOC284837	8.9863	LOC284837	22.9153
LOC284900	232.128	LOC284900	217.3711
LOC285033	20.4709	LOC285033	35.7013
LOC285074	139.8275	LOC285074	237.2162
LOC285359	82.3149	LOC285359	82.5377
removed	removed	LOC285419	11.2455
removed	removed	LOC285456	5.5167
removed	removed	LOC285593	16.3378
LOC285830	8.9504	LOC285830	60.401
removed	removed	LOC286002	35.8583
