gene_id	TCGA-BH-A0H5-01A-21R-A115-07	gene_id	TCGA-BH-A0H5-11A-62R-A115-07
TMEM30A	4113.5197	TMEM30A	4588.6996
TMEM30B	990.8423	TMEM30B	1647.2788
TMEM33	1674.9864	TMEM33	1286.6639
TMEM35	6.7737	TMEM35	27.8355
TMEM37	241.2191	TMEM37	457.4159
TMEM38A	31.6106	TMEM38A	59.8255
TMEM38B	376.6932	TMEM38B	83.5064
TMEM39A	556.949	TMEM39A	660.9888
TMEM39B	273.9587	TMEM39B	252.5966
TMEM40	90.6924	TMEM40	9.9709
TMEM41A	532.4884	TMEM41A	509.3477
TMEM41B	644.6308	TMEM41B	719.5679
TMEM42	188.9111	TMEM42	216.8675
TMEM43	1976.4162	TMEM43	3395.0976
TMEM44	141.8715	TMEM44	196.5102
TMEM45A	169.7189	TMEM45A	358.5376
TMEM45B	128.3241	TMEM45B	213.1284
TMEM47	430.5065	TMEM47	1397.5904
TMEM48	313.0956	TMEM48	336.5185
TMEM49	1767.9367	TMEM49	2324.8857
TMEM50A	3069.6167	TMEM50A	2386.7885
TMEM50B	1115.7795	TMEM50B	1118.8201
TMEM51	322.8799	TMEM51	271.2921
TMEM52	11.6658	TMEM52	18.28
TMEM53	203.0719	TMEM53	154.9107
TMEM54	719.8942	TMEM54	378.8949
TMEM55A	138.1083	TMEM55A	263.3984
TMEM55B	594.957	TMEM55B	576.236
TMEM56	85.9997	TMEM56	237.6402
TMEM57	1125.1875	TMEM57	910.6772
TMEM59L	7.15	TMEM59L	70.2119
TMEM59	5646.2584	TMEM59	6289.1566
TMEM5	321.7509	TMEM5	373.0785
TMEM60	397.0143	TMEM60	388.4504
TMEM61	13.5474	TMEM61	83.5064
TMEM62	1023.5819	TMEM62	648.5251
TMEM63A	1416.4567	TMEM63A	1864.1462
TMEM63B	795.9102	TMEM63B	611.5496
TMEM63C	612.6439	TMEM63C	381.8031
TMEM64	485.4488	TMEM64	707.1043
TMEM65	294.6561	TMEM65	560.8641
TMEM66	8585.2932	TMEM66	7216.452
TMEM67	173.1058	TMEM67	355.6294
TMEM68	283.7429	TMEM68	393.0204
TMEM69	675.1125	TMEM69	627.7524
TMEM70	431.6355	TMEM70	323.2239
TMEM71	157.6768	TMEM71	238.8866
TMEM79	512.1673	TMEM79	302.8666
TMEM80	351.3031	TMEM80	534.1255
TMEM81	33.4922	TMEM81	32.4055
TMEM84	118.9161	TMEM84	171.1674
TMEM85	1223.9932	TMEM85	1153.9136
TMEM86A	771.7168	TMEM86A	404.1836
TMEM86B	55.3186	TMEM86B	47.7773
TMEM87A	2325.262	TMEM87A	3934.7736
TMEM87B	1839.0606	TMEM87B	1610.3033
TMEM88	28.9764	TMEM88	62.3182
TMEM8A	966.758	TMEM8A	462.8168
TMEM8B	408.6801	TMEM8B	662.2351
removed	removed	TMEM90A	5.8164
TMEM90B	19.5685	TMEM90B	6.2318
TMEM91	70.3713	TMEM91	142.9913
TMEM93	286.2718	TMEM93	219.4474
TMEM97	378.7592	TMEM97	322.2435
TMEM98	505.7699	TMEM98	1761.9443
TMEM99	282.9903	TMEM99	407.1458
TMEM9B	1650.5258	TMEM9B	1230.162
TMEM9	2023.0795	TMEM9	1571.666
TMF1	1315.6038	TMF1	2027.42
TMIE	7.5263	TMIE	17.0337
TMIGD2	51.5554	removed	removed
TMLHE	166.3321	TMLHE	290.403
TMOD1	120.4327	TMOD1	237.2497
TMOD2	276.2166	TMOD2	647.6942
TMOD3	1404.7909	TMOD3	1455.3386
TMPO	1729.2475	TMPO	1455.5837
TMPPE	51.5554	TMPPE	37.8064
TMPRSS13	182.5137	TMPRSS13	562.9414
TMPRSS2	352.6089	TMPRSS2	2228.0848
TMPRSS3	2335.0462	TMPRSS3	483.5895
TMPRSS4	8.279	removed	removed
removed	removed	TMPRSS5	17.0337
TMPRSS6	44.4054	TMPRSS6	32.8209
removed	removed	TMPRSS9	11.6327
TMSB10	17347.4553	TMSB10	6630.6606
removed	removed	TMSB15A	12.0482
TMSB15B	22.9553	TMSB15B	61.8862
TMSL3	52802.5258	TMSL3	14676.7761
TMTC1	349.2221	TMTC1	2021.6037
TMTC2	339.8141	TMTC2	462.8168
TMTC3	464.375	TMTC3	848.359
TMTC4	305.9456	TMTC4	335.6876
TMUB1	503.1357	TMUB1	337.7649
TMUB2	731.9363	TMUB2	1023.6809
TMX1	1076.2663	TMX1	1067.7192
TMX2	1617.7862	TMX2	1274.6157
TMX3	962.9949	TMX3	1200.6647
TMX4	914.8263	TMX4	1104.6946
TNC	9475.6589	TNC	3795.5962
TNFAIP1	1412.8177	TNFAIP1	1474.0091
TNFAIP2	2055.0664	TNFAIP2	1948.899
TNFAIP3	3351.1018	TNFAIP3	943.4981
TNFAIP6	78.6502	TNFAIP6	76.8592
TNFAIP8L1	239.3375	TNFAIP8L1	104.6946
TNFAIP8L2	318.3641	TNFAIP8L2	35.7291
TNFAIP8L3	45.158	TNFAIP8L3	37.8064
TNFAIP8	1204.9666	TNFAIP8	351.0594
TNFRSF10A	172.7294	TNFRSF10A	154.1338
TNFRSF10B	916.7079	TNFRSF10B	824.678
TNFRSF10C	38.008	TNFRSF10C	12.8791
TNFRSF10D	39.5133	TNFRSF10D	151.641
TNFRSF11A	102.3582	TNFRSF11A	225.592
TNFRSF11B	185.5242	TNFRSF11B	199.8338
TNFRSF12A	267.9376	TNFRSF12A	398.8367
TNFRSF13B	149.3978	TNFRSF13B	5.8164
TNFRSF13C	100.1003	removed	removed
TNFRSF14	1842.8727	TNFRSF14	936.3482
TNFRSF17	341.3194	TNFRSF17	41.13
TNFRSF18	118.5398	TNFRSF18	21.1882
TNFRSF19	303.3114	TNFRSF19	462.4013
TNFRSF1A	2045.6585	TNFRSF1A	1968.01
TNFRSF1B	3268.312	TNFRSF1B	731.6161
TNFRSF21	974.2844	TNFRSF21	1512.6714
TNFRSF25	112.5187	TNFRSF25	64.811
TNFRSF4	174.611	TNFRSF4	14.9564
TNFRSF6B	135.252	TNFRSF6B	33.6435
TNFRSF8	97.0898	TNFRSF8	43.6228
TNFRSF9	85.8002	removed	removed
TNFSF10	4600.4738	TNFSF10	5722.0607
TNFSF11	15.429	TNFSF11	85.5837
TNFSF12-TNFSF13	169.892	TNFSF12-TNFSF13	27.2705
TNFSF12	720.4812	TNFSF12	636.1238
TNFSF13B	328.1483	TNFSF13B	28.6664
TNFSF13	1161.6789	TNFSF13	849.6926
TNFSF14	27.4711	removed	removed
TNFSF15	48.9212	TNFSF15	27.8355
TNFSF18	12.0421	removed	removed
TNFSF4	261.5402	TNFSF4	19.5264
TNFSF8	468.5145	TNFSF8	29.4973
TNFSF9	13.9237	TNFSF9	6.2318
TNF	41.3949	TNF	8.7246
TNIK	578.399	TNIK	567.9269
TNIP1	3814.3478	TNIP1	2488.9904
TNIP2	680.3809	TNIP2	506.0241
TNIP3	41.0185	removed	removed
TNK1	363.5221	TNK1	498.9614
TNK2	1359.2189	TNK2	1365.9909
TNKS1BP1	4005.8931	TNKS1BP1	5570.4196
TNKS2	1727.6708	TNKS2	2680.5152
TNKS	1175.1473	TNKS	1966.6971
TNMD	20.6974	TNMD	80.1828
TNNC1	7.5263	removed	removed
removed	removed	TNNC2	12.8791
TNNI1	13.5474	TNNI1	39.0528
TNNI2	17.3106	TNNI2	20.7727
TNNI3K	7.9215	TNNI3K	60.6938
TNNT1	450.4513	TNNT1	103.0328
removed	removed	TNNT2	30.7437
TNNT3	18.0632	TNNT3	33.2364
TNN	128.3241	TNN	280.8475
TNPO1	2513.7967	TNPO1	3099.2937
TNPO2	1641.8705	TNPO2	1802.2435
TNPO3	1178.6244	TNPO3	1058.1637
TNRC18	2930.3795	TNRC18	4393.0204
TNRC6A	1058.9557	TNRC6A	1716.2443
TNRC6B	984.8213	TNRC6B	1375.5713
TNRC6C	978.3373	TNRC6C	938.1803
TNS1	3443.6757	TNS1	10012.8791
TNS3	3888.8586	TNS3	2201.0802
TNS4	454.9671	TNS4	4233.9011
TNXB	1059.1739	TNXB	3923.2779
TOB1	2148.0054	TOB1	3661.0386
TOB2	1607.2494	TOB2	2195.2638
TOE1	348.3415	TOE1	312.6506
TOLLIP	1270.4458	TOLLIP	1341.9194
TOM1L1	986.955	TOM1L1	1159.5472
TOM1L2	1626.8178	TOM1L2	2330.2867
TOM1	905.4184	TOM1	992.9373
TOMM20	5020.8197	TOMM20	7852.098
TOMM22	1113.5216	TOMM22	758.2052
TOMM34	696.9389	TOMM34	577.4823
TOMM40L	503.9523	TOMM40L	280.0042
TOMM40	792.5233	TOMM40	471.1259
TOMM5	739.7298	TOMM5	468.6124
TOMM6	1896.0236	TOMM6	1463.2405
TOMM70A	1806.6108	TOMM70A	2239.9875
TOMM7	2195.0563	TOMM7	2405.8995
TOP1MT	463.9987	TOP1MT	558.7869
TOP1P1	104.9924	TOP1P1	80.1828
TOP1	2892.3715	TOP1	2140.8392
TOP2A	732.3126	TOP2A	81.8446
TOP2B	5035.4961	TOP2B	4910.6772
TOP3A	547.9174	TOP3A	492.7295
TOP3B	244.2297	TOP3B	319.0694
TOPBP1	907.6763	TOPBP1	1076.4437
TOPORS	673.6072	TOPORS	1015.7873
TOR1AIP1	2059.5823	TOR1AIP1	2452.4304
TOR1AIP2	433.8934	TOR1AIP2	402.5758
TOR1A	951.3291	TOR1A	813.4607
TOR1B	488.4593	TOR1B	471.9568
TOR2A	352.6089	TOR2A	157.4574
TOR3A	1894.7555	TOR3A	731.6161
TOX2	205.8453	TOX2	25.7582
TOX3	278.0982	TOX3	383.8803
TOX4	2019.5421	TOX4	2029.4391
TOX	392.4985	TOX	79.7673
TP53AIP1	16.1816	TP53AIP1	132.9456
TP53BP1	1626.8178	TP53BP1	1482.7586
TP53BP2	1038.6346	TP53BP2	1041.9609
TP53I11	1828.5237	TP53I11	2230.5775
TP53I13	366.1563	TP53I13	385.5422
TP53I3	248.7455	TP53I3	346.9049
TP53INP1	2573.6311	TP53INP1	1480.6813
TP53INP2	667.2098	TP53INP2	660.5733
TP53RK	673.9835	TP53RK	452.8459
TP53TG1	394.0038	TP53TG1	267.9684
TP53	1950.074	TP53	1631.076
TP63	378.9511	TP63	4014.9564
TP73	48.1686	TP73	128.3756
TPBG	1280.23	TPBG	952.2227
TPCN1	1099.9742	TPCN1	1663.0661
TPCN2	283.0994	TPCN2	396.2941
TPD52L1	869.6683	TPD52L1	1245.1184
TPD52L2	1937.6556	TPD52L2	2031.5746
TPD52	3241.7779	TPD52	3327.3452
removed	removed	TPH1	10.3864
TPI1P2	16.9343	TPI1P2	15.7873
TPI1	5401.6524	TPI1	3108.0183
TPK1	140.3662	TPK1	105.5256
TPM1	3285.7092	TPM1	10642.6423
TPM2	1156.7981	TPM2	5613.2115
TPM3	10718.6335	TPM3	3421.2713
TPM4	8429.1217	TPM4	10336.9339
TPMT	1032.6135	TPMT	562.9414
TPO	20.6974	TPO	57.3328
TPP1	5686.9006	TPP1	2560.8641
TPP2	1222.6535	TPP2	1483.1741
TPPP3	58.3291	TPPP3	284.5866
TPPP	76.016	TPPP	404.2376
TPRA1	459.8592	TPRA1	513.0868
TPRG1L	1319.367	TPRG1L	1699.6261
TPRG1	209.2322	TPRG1	224.7611
TPRKB	368.0379	TPRKB	339.0112
TPRN	516.6831	TPRN	274.6157
removed	removed	TPRXL	9.14
TPR	4052.5188	TPR	4191.9028
TPSAB1	864.0235	TPSAB1	197.7565
TPSB2	2113.0192	TPSB2	425.0104
TPSD1	254.3902	TPSD1	81.4292
TPST1	234.8217	TPST1	223.5147
TPST2	597.5912	TPST2	495.2223
TPT1	82247.4396	TPT1	62216.8675
removed	removed	TPTE2P1	34.0673
TPX2	629.2018	TPX2	69.7964
TRA2A	1215.5035	TRA2A	1438.3049
TRA2B	2434.0175	TRA2B	2589.5305
TRABD	910.6868	TRABD	608.6415
TRADD	474.9119	TRADD	366.4312
TRAF1	1157.1744	TRAF1	201.0802
TRAF2	606.6228	TRAF2	326.1321
TRAF3IP1	707.0994	TRAF3IP1	683.8388
TRAF3IP2	620.1702	TRAF3IP2	1061.9028
TRAF3IP3	856.4972	TRAF3IP3	67.3037
TRAF3	439.9144	TRAF3	178.6456
TRAF4	938.5343	TRAF4	1255.5048
TRAF5	726.2916	TRAF5	697.5488
TRAF6	197.9427	TRAF6	308.683
TRAF7	1905.5558	TRAF7	1497.6028
TRAFD1	2221.3985	TRAFD1	1330.7021
TRAIP	88.8108	TRAIP	84.3373
TRAK1	1879.7028	TRAK1	2431.2422
TRAK2	1449.9489	TRAK2	1621.936
TRAM1L1	107.6266	TRAM1L1	170.3365
TRAM1	5184.5176	TRAM1	4630.6606
TRAM2	1208.3535	TRAM2	981.3045
TRANK1	2173.2299	TRANK1	836.7262
TRAP1	1251.1671	TRAP1	1436.9838
TRAPPC10	1547.0387	TRAPPC10	1139.5929
TRAPPC1	1471.0227	TRAPPC1	752.8043
TRAPPC2L	414.7012	TRAPPC2L	367.6776
TRAPPC2P1	140.5845	TRAPPC2P1	179.4931
TRAPPC2	381.5853	TRAPPC2	406.7304
TRAPPC3	1063.0952	TRAPPC3	945.5754
TRAPPC4	782.7391	TRAPPC4	515.1641
TRAPPC5	366.909	TRAPPC5	340.673
TRAPPC6A	404.5406	TRAPPC6A	364.7694
TRAPPC6B	608.8807	TRAPPC6B	893.2281
TRAPPC9	801.5549	TRAPPC9	591.6078
TRAT1	224.6612	TRAT1	7.8936
TRDMT1	92.9503	TRDMT1	142.0856
removed	removed	TRDN	13.71
TREM1	5.6448	removed	removed
TREM2	230.6822	TREM2	153.3029
TREML2	129.8293	removed	removed
TRERF1	711.9915	TRERF1	405.484
TREX1	378.778	TREX1	213.2613
removed	removed	TREX2	5.8164
removed	removed	TRHDE	24.6406
TRH	346.5878	TRH	22.85
TRIAP1	457.9776	TRIAP1	430.4113
TRIB1	1714.876	TRIB1	3206.0656
TRIB2	957.3501	TRIB2	1288.3257
TRIB3	673.2309	TRIB3	402.5758
TRIL	884.3447	TRIL	1267.9684
TRIM11	656.2966	TRIM11	387.6194
TRIM13	769.7599	TRIM13	828.7619
TRIM14	2268.4381	TRIM14	947.7108
TRIM16L	240.4364	TRIM16L	86.2235
TRIM16	597.0907	TRIM16	293.602
TRIM17	68.1134	TRIM17	72.7046
TRIM21	864.7762	TRIM21	341.0885
TRIM22	3548.288	TRIM22	1376.8135
TRIM23	282.2377	TRIM23	635.2306
TRIM24	798.1681	TRIM24	839.6344
TRIM25	1217.3851	TRIM25	1208.1429
TRIM26	2101.3534	TRIM26	1625.6751
TRIM27	1499.2464	TRIM27	1552.9705
TRIM28	5001.2513	TRIM28	4062.3182
TRIM29	577.6464	TRIM29	5354.7985
TRIM2	433.8934	TRIM2	2863.7308
TRIM32	512.5436	TRIM32	517.2414
TRIM33	1142.498	TRIM33	1733.6934
TRIM34	353.3615	TRIM34	313.469
TRIM35	512.1673	TRIM35	461.155
TRIM36	55.3186	TRIM36	261.7366
TRIM37	809.8791	TRIM37	731.1259
TRIM38	853.1104	TRIM38	562.1105
TRIM39	459.5845	TRIM39	542.9705
TRIM3	521.1989	TRIM3	296.2194
TRIM41	748.1481	TRIM41	750.4736
TRIM44	1623.0547	TRIM44	1552.1396
TRIM45	301.0535	TRIM45	373.494
TRIM46	53.8133	TRIM46	68.9655
TRIM47	562.5937	TRIM47	503.9468
TRIM4	1137.6059	TRIM4	1503.5314
TRIM52	186.2769	TRIM52	256.7511
TRIM56	614.5255	TRIM56	708.7661
TRIM58	491.1763	TRIM58	101.6784
TRIM59	211.6557	TRIM59	129.2605
TRIM5	574.538	TRIM5	638.87
TRIM62	278.8508	TRIM62	208.5584
TRIM63	12.4185	TRIM63	6.6473
TRIM65	495.233	TRIM65	429.1649
TRIM66	271.3245	TRIM66	727.0461
TRIM68	328.1483	TRIM68	452.4304
TRIM69	42.0647	TRIM69	14.5409
TRIM6	305.9456	TRIM6	233.3693
TRIM72	15.0527	removed	removed
TRIM74	8.6553	TRIM74	14.9605
TRIM78P	6.4952	TRIM78P	15.887
TRIM7	12.7948	TRIM7	24.0964
TRIM8	2304.5645	TRIM8	2241.3793
TRIM9	119.2924	TRIM9	197.3411
TRIOBP	1260.2062	TRIOBP	1995.4591
TRIO	1588.4335	TRIO	2732.8625
TRIP10	553.9384	TRIP10	863.7308
TRIP11	1008.1529	TRIP11	1418.7786
TRIP12	4513.1683	TRIP12	3733.2779
TRIP13	124.1846	TRIP13	79.3519
TRIP4	580.6569	TRIP4	609.4724
TRIP6	1019.4424	TRIP6	1407.9767
TRIT1	345.0826	TRIT1	507.2705
TRMT112	1754.7656	TRMT112	1279.6012
TRMT11	168.9663	TRMT11	366.4312
TRMT12	313.8483	TRMT12	356.8758
TRMT1	445.5592	TRMT1	525.135
TRMT2A	556.949	TRMT2A	687.1624
TRMT2B	418.4644	TRMT2B	391.3585
TRMT5	400.7775	TRMT5	761.9443
TRMT61A	285.2482	TRMT61A	349.813
TRMT61B	218.0907	TRMT61B	330.4196
TRMT6	374.4353	TRMT6	341.0885
TRMU	225.7901	TRMU	253.012
TRNAU1AP	327.3957	TRNAU1AP	305.3594
TRNP1	97.4661	TRNP1	440.3822
TRNT1	307.3192	TRNT1	275.7084
TROAP	83.9187	TROAP	7.8936
TROVE2	1272.4854	TROVE2	1277.5654
TRO	90.6924	TRO	349.3976
TRPA1	10.9772	removed	removed
TRPC1	68.866	TRPC1	271.7075
TRPC3	6.0211	removed	removed
TRPC4AP	2120.5456	TRPC4AP	2163.2738
TRPC6	74.8871	TRPC6	272.123
TRPM2	356.3721	TRPM2	130.8683
removed	removed	TRPM3	37.8064
TRPM4	1154.5402	TRPM4	1036.56
TRPM6	16.1816	TRPM6	33.6518
TRPM7	1109.7585	TRPM7	1598.6705
TRPS1	4789.0085	TRPS1	9139.1774
TRPT1	311.5904	TRPT1	273.7848
TRPV1	205.469	TRPV1	278.7703
TRPV2	722.9047	TRPV2	97.2165
TRPV4	112.1424	TRPV4	178.6456
removed	removed	TRPV5	5.4009
TRPV6	30.858	TRPV6	515.5796
TRRAP	2296.7334	TRRAP	2437.2455
TRUB1	473.4066	TRUB1	702.5343
TRUB2	637.1045	TRUB2	576.236
TSC1	719.1415	TSC1	1358.9531
TSC22D1	4058.9538	TSC22D1	9183.2156
TSC22D2	454.5908	TSC22D2	756.128
TSC22D3	10742.7178	TSC22D3	7651.0179
TSC22D4	1294.53	TSC22D4	1508.5168
TSC2	1317.1091	TSC2	2017.4491
TSEN15	798.9207	TSEN15	410.8849
TSEN2	126.0662	TSEN2	167.4283
TSEN34	933.6422	TSEN34	881.1799
TSEN54	430.5065	TSEN54	270.4612
TSFM	578.0227	TSFM	530.9514
TSG101	1317.1091	TSG101	1212.2975
TSGA10	95.5845	TSGA10	201.0802
TSGA14	232.5638	TSGA14	260.0748
TSHR	22.579	TSHR	7.4782
TSHZ1	790.6418	TSHZ1	1174.4911
TSHZ2	175.74	TSHZ2	1144.5783
TSHZ3	199.0716	TSHZ3	258.413
TSIX	14.3038	TSIX	25.6377
TSKU	513.6725	TSKU	1230.5775
TSLP	11.2895	TSLP	91.8155
TSNARE1	182.89	TSNARE1	426.6722
TSNAXIP1	18.4395	TSNAXIP1	48.1928
TSNAX	1268.9405	TSNAX	1172.1147
TSN	1897.766	TSN	2027.42
TSPAN10	30.1053	TSPAN10	31.1591
TSPAN11	118.5398	TSPAN11	89.7383
TSPAN12	115.5293	TSPAN12	361.8612
TSPAN13	3041.393	TSPAN13	2464.8941
TSPAN14	3020.3192	TSPAN14	2773.5771
TSPAN15	1533.4913	TSPAN15	1265.8912
TSPAN17	1093.5768	TSPAN17	442.044
TSPAN18	298.7956	TSPAN18	389.6967
TSPAN1	1303.1853	TSPAN1	334.4412
TSPAN2	88.0581	TSPAN2	263.8139
TSPAN31	899.3973	TSPAN31	982.1354
TSPAN32	69.6186	TSPAN32	17.0337
TSPAN33	824.5103	TSPAN33	339.4267
TSPAN3	2527.3441	TSPAN3	2689.2397
TSPAN4	851.6051	TSPAN4	599.086
TSPAN5	128.3241	TSPAN5	222.2684
TSPAN6	608.1281	TSPAN6	1926.049
TSPAN7	779.7286	TSPAN7	611.5496
TSPAN8	24.0843	TSPAN8	79.7673
TSPAN9	1313.7222	TSPAN9	1902.3681
TSPO	1331.4091	TSPO	990.0291
TSPYL1	3222.074	TSPYL1	3214.9398
TSPYL2	790.2654	TSPYL2	1530.9514
TSPYL3	33.4922	TSPYL3	88.0764
TSPYL4	660.4361	TSPYL4	1426.6722
TSPYL5	313.0956	TSPYL5	1286.6639
TSR1	1269.8136	TSR1	1307.9061
TSR2	951.3291	TSR2	884.5035
TSSC1	547.9174	TSSC1	274.2002
TSSC4	545.6595	TSSC4	449.5222
TSSK3	21.7097	TSSK3	52.4304
TSSK4	9.4079	TSSK4	27.0046
TSSK6	35.3738	TSSK6	40.7146
TSTA3	1559.8334	TSTA3	564.6032
TSTD1	1352.4791	TSTD1	661.4042
TSTD2	636.8712	TSTD2	710.6647
TST	362.3931	TST	398.0058
TTBK1	20.3211	TTBK1	8.7246
TTBK2	93.7029	TTBK2	237.2248
TTC12	469.2671	TTC12	484.005
TTC13	315.7299	TTC13	245.9493
TTC14	578.0227	TTC14	1448.6913
TTC15	695.8099	TTC15	799.3353
TTC16	28.9764	TTC16	5.8164
TTC17	1256.1457	TTC17	2185.2929
TTC18	71.8615	TTC18	369.1068
TTC19	1284.3996	TTC19	1752.4595
TTC1	1001.0029	TTC1	748.6498
TTC21A	92.574	TTC21A	157.042
TTC21B	333.4168	TTC21B	652.6797
TTC22	85.8002	TTC22	120.4819
TTC23L	12.7948	TTC23L	38.2219
TTC23	304.4404	TTC23	591.6078
TTC24	23.3316	removed	removed
TTC25	29.729	TTC25	40.7146
TTC26	97.0898	TTC26	125.0519
TTC27	576.5175	TTC27	605.3178
TTC28	483.7177	TTC28	1238.4794
TTC30A	368.0379	TTC30A	440.7977
TTC30B	281.485	TTC30B	280.0166
TTC31	618.2886	TTC31	534.275
TTC32	50.8028	TTC32	118.4047
TTC33	295.7851	TTC33	527.2123
TTC35	595.3333	TTC35	737.017
TTC36	86.9292	TTC36	77.6901
TTC37	1501.8806	TTC37	2297.4657
TTC38	631.4597	TTC38	667.2206
TTC39A	3939.6614	TTC39A	1408.3922
TTC39B	169.3426	TTC39B	109.6801
TTC39C	849.7235	TTC39C	553.386
TTC3	6164.823	TTC3	8038.2219
TTC4	527.9726	TTC4	533.4441
TTC5	207.7269	TTC5	243.0411
TTC7A	1081.0191	TTC7A	666.2526
TTC7B	234.4454	TTC7B	284.5866
TTC8	530.2305	TTC8	760.2825
TTC9C	290.5166	TTC9C	265.8912
TTC9	1174.1086	TTC9	745.7416
TTF1	377.8221	TTF1	563.7723
TTF2	378.9511	TTF2	330.7021
TTK	127.5714	TTK	41.13
removed	removed	TTLL10	9.14
TTLL11	73.7581	TTLL11	102.6174
TTLL12	1086.8031	TTLL12	984.6282
TTLL13	7.9892	TTLL13	7.7524
TTLL1	240.4665	TTLL1	238.0557
TTLL3	331.3658	TTLL3	971.9069
TTLL4	427.8723	TTLL4	716.6597
TTLL5	673.9835	TTLL5	807.6444
TTLL6	7.5263	removed	removed
TTLL7	73.0055	TTLL7	137.5156
TTLL9	36.8791	TTLL9	23.2655
TTL	702.5836	TTL	525.135
TTN	156.5666	TTN	358.9572
TTPAL	556.1963	TTPAL	535.1059
removed	removed	TTPA	11.2173
TTYH1	16.5579	TTYH1	535.9369
TTYH2	252.2113	TTYH2	223.7349
TTYH3	1975.6636	TTYH3	802.2435
TUBA1A	3098.8641	TUBA1A	4018.28
TUBA1B	11804.0179	TUBA1B	4557.5987
TUBA1C	1956.0951	TUBA1C	695.0561
TUBA3D	66.6081	removed	removed
TUBA3E	36.8791	removed	removed
TUBA4A	1059.332	TUBA4A	406.3149
TUBA8	40.7815	TUBA8	31.2921
TUBAL3	7.5263	TUBAL3	13.71
TUBB1	9.4079	TUBB1	12.8791
TUBB2A	336.4273	TUBB2A	879.1026
TUBB2B	29.3527	TUBB2B	276.693
TUBB2C	3382.3361	TUBB2C	1411.7158
TUBB3	115.7099	TUBB3	47.3619
removed	removed	TUBB4Q	6.2318
TUBB4	32.7396	TUBB4	29.9128
TUBB6	771.0168	TUBB6	1162.4636
TUBB8	5.2684	TUBB8	7.4782
TUBBP5	87.6818	TUBBP5	142.9165
TUBB	14836.6691	TUBB	6327.7939
TUBD1	174.611	TUBD1	316.9921
TUBE1	164.8268	TUBE1	328.6248
TUBG1	701.831	TUBG1	269.2148
TUBG2	261.9165	TUBG2	456.585
TUBGCP2	1626.1367	TUBGCP2	1387.7233
TUBGCP3	517.0594	TUBGCP3	710.0125
TUBGCP4	219.7691	TUBGCP4	357.2912
TUBGCP5	374.059	TUBGCP5	508.5168
TUBGCP6	960.3607	TUBGCP6	1472.3722
TUB	119.6688	TUB	521.3959
TUFM	3314.9753	TUFM	2669.7133
TUFT1	631.0834	TUFT1	530.9514
TUG1	3275.4621	TUG1	5932.2808
removed	removed	TULP1	7.0627
TULP3	397.3906	TULP3	687.5779
TULP4	1283.6169	TULP4	1048.1928
TUSC1	344.3299	TUSC1	454.9231
TUSC2	731.56	TUSC2	454.9231
TUSC3	938.9106	TUSC3	1139.5929
TUSC5	252.8849	TUSC5	1654.3415
TUT1	567.1095	TUT1	750.727
TWF1	2161.1878	TWF1	1691.7324
TWF2	1299.5351	TWF2	628.5708
TWIST1	125.3135	TWIST1	166.182
TWIST2	22.9553	TWIST2	42.3764
TWISTNB	432.7644	TWISTNB	686.3315
TWSG1	816.9839	TWSG1	1086.8301
TXK	185.5242	TXK	20.7727
TXLNA	2306.4461	TXLNA	2006.2318
TXLNB	174.2347	TXLNB	131.6992
TXLNG	202.0822	TXLNG	354.383
TXN2	1474.7858	TXN2	1385.1267
TXNDC11	1784.8709	TXNDC11	1077.6901
TXNDC12	1330.2801	TXNDC12	1122.5592
TXNDC15	1201.2035	TXNDC15	1125.0519
TXNDC16	460.6119	TXNDC16	724.5534
TXNDC17	630.0523	TXNDC17	293.951
TXNDC3	8.6553	removed	removed
TXNDC5	14513.172	TXNDC5	5067.8355
removed	removed	TXNDC6	7.0627
TXNDC9	628.8255	TXNDC9	453.6768
TXNIP	46150.3725	TXNIP	49320.3157
TXNL1	1546.6624	TXNL1	1165.7665
TXNL4A	798.1681	TXNL4A	474.865
TXNL4B	215.2533	TXNL4B	373.494
TXNRD1	1191.4192	TXNRD1	1123.3901
TXNRD2	514.8015	TXNRD2	455.7541
TXNRD3IT1	139.6136	TXNRD3IT1	325.3012
TXN	2372.3016	TXN	1518.4877
TYK2	1498.4938	TYK2	1149.1483
TYMP	4402.1548	TYMP	542.9996
TYMS	489.1781	TYMS	83.9717
TYRO3	88.8108	TYRO3	203.1575
TYROBP	1378.4487	TYROBP	222.6838
TYSND1	521.1989	TYSND1	565.0187
TYW1B	137.732	TYW1B	192.7711
TYW1	588.5596	TYW1	566.6805
TYW3	597.245	TYW3	750.752
U2AF1L4	180.5042	U2AF1L4	110.5027
U2AF1	1253.8878	U2AF1	1146.6556
U2AF2	2867.9109	U2AF2	2306.1903
UACA	996.8634	UACA	2613.6269
UAP1L1	296.1614	UAP1L1	335.6876
UAP1	1270.0694	UAP1	1263.3984
UBA1	8036.9995	UBA1	5119.651
UBA2	1907.1739	UBA2	2155.3801
UBA3	1145.8849	UBA3	1160.3656
UBA52	9042.8945	UBA52	6518.0723
UBA5	764.2996	UBA5	871.3211
UBA6	1034.8714	UBA6	1214.3747
UBA7	1859.758	UBA7	902.7835
UBAC1	597.2149	UBAC1	582.0523
UBAC2	1458.4913	UBAC2	1196.0199
UBAP1	1316.7327	UBAP1	1522.6423
UBAP2L	4152.6567	UBAP2L	2877.8563
