gene_id	TCGA-BH-A0BV-01A-11R-A00Z-07	gene_id	TCGA-BH-A0BV-11A-31R-A089-07
CSTF2	613.9678	CSTF2	276.3856
CSTF3	682.6132	CSTF3	577.7896
CS	3737.5288	CS	3655.9947
CT62	140.8289	CT62	56.2555
removed	removed	CTAG1B	14.6753
CTAG2	15.3492	CTAG2	74.2939
removed	removed	CTAGE1	5.5033
CTAGE4	193.3998	CTAGE4	142.1674
CTAGE5	1428.8373	CTAGE5	972.1222
CTAGE6	11.1282	CTAGE6	11.3122
CTAGE9	430.9286	CTAGE9	338.7558
CTBP1	1718.1581	CTBP1	1949.5245
CTBP2	2749.0407	CTBP2	2413.7881
CTBS	499.2287	CTBS	561.925
removed	removed	CTCFL	9.4901
CTCF	2151.5733	CTCF	1715.1806
CTDP1	570.6063	CTDP1	501.1018
CTDSP1	2279.3553	CTDSP1	2633.3068
CTDSP2	3815.8097	CTDSP2	7283.8616
CTDSPL2	765.9248	CTDSPL2	896.1131
CTDSPL	1219.1097	CTDSPL	2546.4777
CTF1	30.3147	CTF1	246.7292
CTGF	6136.9916	CTGF	14260.1525
CTHRC1	1593.2464	CTHRC1	125.3519
CTH	94.3975	CTH	82.8545
CTLA4	21.8726	CTLA4	15.8983
CTNNA1	9976.9762	CTNNA1	9337.7981
CTNNAL1	414.4282	CTNNAL1	508.4395
CTNNB1	17525.2724	CTNNB1	16251.5812
CTNNBIP1	615.5027	CTNNBIP1	1110.74
CTNNBL1	1067.9202	CTNNBL1	633.4856
CTNND1	6606.2932	CTNND1	12076.8896
CTNND2	22.6401	CTNND2	127.7978
CTNS	443.2157	CTNS	369.6963
CTPS2	2801.2279	CTPS2	793.9972
CTPS	338.8335	CTPS	315.2141
CTR9	3156.9455	CTR9	1744.5313
removed	removed	CTRL	5.5033
CTSA	3233.2579	CTSA	1399.7128
CTSB	17628.9332	CTSB	10421.3276
CTSC	1023.4075	CTSC	825.488
CTSD	56495.779	CTSD	7269.1863
CTSF	1235.9939	CTSF	2096.4338
CTSG	6.1397	CTSG	59.9243
CTSH	2571.7575	CTSH	1187.1741
CTSK	5744.4359	CTSK	2693.2311
CTSL1	1965.0806	CTSL1	1162.4094
CTSL2	32.2333	CTSL2	61.453
CTSO	916.3469	CTSO	1409.4443
CTSS	2324.2517	CTSS	760.9777
CTSW	111.6654	CTSW	24.4589
CTSZ	4435.9171	CTSZ	3130.1282
CTTNBP2NL	754.4129	CTTNBP2NL	1138.8677
CTTNBP2	25.7099	CTTNBP2	97.8356
CTTN	13397.9279	CTTN	3905.7812
CTU1	34.5357	CTU1	62.0645
CTU2	228.4344	CTU2	170.8424
CTXN1	356.1013	CTXN1	112.2052
CUBN	21.8726	CUBN	72.7652
CUEDC1	544.5127	CUEDC1	332.6411
CUEDC2	909.056	CUEDC2	659.7789
CUL1	1531.8496	CUL1	1463.5597
CUL2	747.122	CUL2	725.5122
CUL3	2062.548	CUL3	2200.9956
CUL4A	1716.4236	CUL4A	1989.1204
CUL4B	2898.6953	CUL4B	2211.6964
CUL5	634.3054	CUL5	1259.3278
CUL7	1315.7368	CUL7	1412.7432
CUL9	1064.4666	CUL9	831.297
CUTA	2013.4305	CUTA	1625.2942
CUTC	152.0798	CUTC	255.033
CUX1	2495.0115	CUX1	936.776
CUX2	6.1397	CUX2	8.8664
CUZD1	7.4021	CUZD1	22.7346
CWC15	455.8711	CWC15	613.307
CWC22	567.1527	CWC22	724.2893
CWC25	430.1612	CWC25	491.0125
CWC27	437.0683	CWC27	403.2662
CWF19L1	340.7521	CWF19L1	395.0113
CWF19L2	344.2057	CWF19L2	517.3058
removed	removed	CWH43	14.6753
CX3CL1	392.1719	CX3CL1	12360.0014
CX3CR1	785.495	CX3CR1	473.2798
CXADRP3	567.5365	removed	removed
CXADR	20.3377	CXADR	405.1006
CXCL10	667.6899	CXCL10	50.1408
CXCL11	116.2701	CXCL11	8.8664
CXCL12	1726.0169	CXCL12	6114.1145
CXCL13	17.2678	CXCL13	149.8108
CXCL14	16700.307	CXCL14	4752.6708
CXCL16	1822.3331	CXCL16	1547.3314
CXCL17	966.9992	CXCL17	114.3454
removed	removed	CXCL1	41.8859
removed	removed	CXCL2	487.3437
removed	removed	CXCL3	39.7457
removed	removed	CXCL5	79.1857
removed	removed	CXCL6	19.2614
CXCL9	1134.3054	CXCL9	61.453
CXCR2P1	34.152	removed	removed
CXCR2	21.8726	CXCR2	11.3122
CXCR3	92.8626	CXCR3	10.0893
CXCR4	1397.9279	CXCR4	727.3467
CXCR5	7.2909	removed	removed
CXCR6	49.8849	CXCR6	12.8409
CXCR7	567.9202	CXCR7	647.5495
CXXC1	613.584	CXXC1	637.4602
removed	removed	CXXC4	24.4589
CXXC5	937.8358	CXXC5	513.3312
CXorf21	94.3975	CXorf21	34.8539
CXorf23	394.858	CXorf23	291.061
CXorf26	539.9079	CXorf26	394.7056
CXorf36	367.2295	CXorf36	1001.2864
CXorf38	370.2993	CXorf38	197.5057
CXorf40A	566.0015	CXorf40A	346.0935
CXorf40B	693.3998	CXorf40B	409.3809
CXorf42	19.1865	CXorf42	29.6564
CXorf56	341.1358	CXorf56	272.7168
CXorf57	8.0583	CXorf57	62.3702
CYB561D1	124.3285	CYB561D1	393.7884
CYB561D2	904.9271	CYB561D2	273.9795
CYB561	2848.043	CYB561	2165.2245
CYB5A	1924.4052	CYB5A	985.3881
CYB5B	1521.4889	CYB5B	1233.3402
CYB5D1	1024.175	CYB5D1	710.8369
CYB5D2	370.2993	CYB5D2	551.854
CYB5R1	2519.1865	CYB5R1	1116.2432
CYB5R2	115.8864	CYB5R2	252.8439
CYB5R3	3566.0015	CYB5R3	4343.2899
CYB5R4	277.4367	CYB5R4	200.2573
CYB5RL	54.1059	CYB5RL	110.9823
CYBASC3	1076.746	CYBASC3	865.5395
CYBA	2107.8281	CYBA	581.5104
CYBB	2027.2448	CYBB	495.9043
CYBRD1	6292.7859	CYBRD1	7355.0982
CYC1	1676.5157	CYC1	967.9611
CYCS	1054.1059	CYCS	1518.8979
CYFIP1	4317.7283	CYFIP1	3975.4891
CYFIP2	2582.8856	CYFIP2	370.2467
CYGB	540.6754	CYGB	340.2845
CYHR1	788.5649	CYHR1	586.0965
CYLD	2377.9739	CYLD	1292.6531
CYP11A1	7.2909	CYP11A1	53.1981
removed	removed	CYP19A1	5.809
CYP1B1	1503.0698	CYP1B1	1019.6306
CYP20A1	443.5917	CYP20A1	763.4235
CYP21A2	55.3262	CYP21A2	94.8149
removed	removed	CYP24A1	136.0527
CYP26A1	29.5472	CYP26A1	111.8995
CYP26B1	18.8028	CYP26B1	440.2603
CYP27A1	1880.2763	CYP27A1	656.7216
CYP27B1	12.2794	CYP27B1	30.5736
removed	removed	CYP27C1	26.5991
CYP2A13	151.1896	removed	removed
CYP2A6	74950.8826	CYP2A6	177.6328
CYP2A7	9407.5211	removed	removed
CYP2B6	24.9424	removed	removed
CYP2B7P1	12319.2632	CYP2B7P1	81.6316
removed	removed	CYP2C8	15.8983
removed	removed	CYP2D6	7.6434
removed	removed	CYP2D7P1	6.1147
CYP2E1	6.1397	CYP2E1	19.5671
CYP2J2	31.8496	CYP2J2	328.0551
CYP2R1	276.2855	CYP2R1	235.417
CYP2S1	84.0368	CYP2S1	26.2933
CYP2U1	392.9394	CYP2U1	396.8457
CYP39A1	9.5932	CYP39A1	261.0988
removed	removed	CYP3A5	19.8576
CYP46A1	7.2909	CYP46A1	49.5293
CYP4B1	57.9432	CYP4B1	203.0089
CYP4F11	186.4927	CYP4F11	164.7919
removed	removed	CYP4F12	7.9491
CYP4F22	8.4421	CYP4F22	516.6943
removed	removed	CYP4F3	10.395
removed	removed	CYP4F8	5.809
CYP4V2	1128.1658	CYP4V2	838.6347
CYP4X1	175.7483	CYP4X1	303.9019
removed	removed	CYP4Z1	195.977
removed	removed	CYP4Z2P	30.8794
CYP51A1	3037.9893	CYP51A1	1387.7371
CYP7B1	90.944	CYP7B1	275.1627
CYR61	3556.4083	CYR61	16878.4782
CYS1	97.0837	CYS1	88.0521
CYSLTR1	125.4797	CYSLTR1	51.3637
CYSLTR2	32.2333	CYSLTR2	5.1975
CYTH1	884.881	CYTH1	906.2024
CYTH2	1599.386	CYTH2	1873.2463
CYTH3	677.2832	CYTH3	1157.2119
CYTH4	378.7414	CYTH4	155.6198
CYTIP	151.5733	CYTIP	75.8226
CYTL1	6.9071	CYTL1	32.408
CYTSA	1163.4689	CYTSA	2101.3256
CYTSB	699.9233	CYTSB	254.3726
CYYR1	288.9486	CYYR1	1082.3065
D2HGDH	189.9463	D2HGDH	384.6163
D4S234E	14.198	D4S234E	404.4891
DAAM1	1047.1988	DAAM1	1075.886
DAAM2	286.6424	DAAM2	1088.2103
DAB1	10.3607	DAB1	15.2868
DAB2IP	426.3239	DAB2IP	3036.8787
DAB2	1783.9601	DAB2	2251.1364
DACH1	686.109	DACH1	433.5341
DACT1	352.264	DACT1	130.2437
removed	removed	DACT2	67.5677
DACT3	92.4789	DACT3	121.9888
DAD1	2715.2724	DAD1	1632.3261
DAG1	4576.746	DAG1	5749.9826
DAGLA	227.9355	DAGLA	384.3105
DAGLB	682.2717	DAGLB	409.3809
DAK	834.6124	DAK	714.2
DALRD3	1038.8488	DALRD3	707.752
DAP3	2518.8028	DAP3	1602.364
DAPK1	449.3477	DAPK1	275.7741
DAPK2	457.0223	DAPK2	405.7121
DAPK3	805.449	DAPK3	818.4561
DAPL1	51.8035	DAPL1	50.1408
DAPP1	304.2978	DAPP1	140.6387
DAP	2490.023	DAP	1894.3421
DARC	132.0031	DARC	885.4123
DARS2	977.3599	DARS2	423.7505
DARS	1057.9432	DARS	1990.3433
DAXX	1643.515	DAXX	1424.1197
DAZAP1	1311.2049	DAZAP1	1103.4023
DAZAP2	8298.9256	DAZAP2	5535.6615
removed	removed	DBC1	365.0491
DBF4B	144.2824	DBF4B	147.3649
DBF4	265.9248	DBF4	153.4796
DBI	2962.0107	DBI	3463.9923
DBN1	1866.462	DBN1	1457.4449
DBNDD1	1160.3991	DBNDD1	327.7493
DBNDD2	2064.3208	DBNDD2	851.1423
DBNL	1906.7536	DBNL	1380.3994
DBP	211.4313	DBP	292.2258
DBR1	457.7897	DBR1	360.4631
DBT	511.1282	DBT	1048.9812
removed	removed	DBX2	29.9622
DCAF10	6331.9263	DCAF10	1293.2646
DCAF11	2324.8196	DCAF11	2020.5378
removed	removed	DCAF12L2	9.4778
DCAF12	1743.6685	DCAF12	1650.3646
DCAF13	1126.8918	DCAF13	574.558
DCAF15	448.9639	DCAF15	391.0367
DCAF16	605.9094	DCAF16	1041.6436
DCAF17	328.089	DCAF17	600.7718
DCAF4	316.1934	DCAF4	354.9598
DCAF5	1894.4743	DCAF5	1856.7366
DCAF6	2460.8596	DCAF6	1757.0665
DCAF7	4433.231	DCAF7	3042.9934
DCAF8	3085.0345	DCAF8	2454.289
DCAKD	1011.1282	DCAKD	1120.2178
DCBLD1	242.901	DCBLD1	200.2573
DCBLD2	555.6408	DCBLD2	1523.484
DCDC1	5.8672	DCDC1	5.9649
DCDC2	195.5679	DCDC2	1055.8787
removed	removed	DCD	138.1928
DCHS1	868.7644	DCHS1	1809.6532
DCHS2	11.5119	DCHS2	42.4973
DCI	1081.3507	DCI	523.7263
DCK	584.4206	DCK	402.0432
DCLK1	592.4789	DCLK1	1431.4574
DCLK2	59.8619	DCLK2	128.1035
DCLK3	5.3722	DCLK3	22.013
DCLRE1A	513.0468	DCLRE1A	389.2023
DCLRE1B	265.5411	DCLRE1B	213.4039
DCLRE1C	289.3323	DCLRE1C	287.6979
DCN	13654.6431	DCN	29208.2118
DCP1A	734.0752	DCP1A	1221.7223
DCP1B	636.9916	DCP1B	401.4318
DCP2	545.6639	DCP2	1330.8701
DCPS	259.7851	DCPS	271.1881
DCST2	8.0583	DCST2	14.6753
DCTD	1533.3845	DCTD	1526.2356
DCTN1	3262.7744	DCTN1	3954.0754
DCTN2	2461.2433	DCTN2	2242.8815
DCTN3	787.4137	DCTN3	641.7405
DCTN4	1811.9724	DCTN4	2206.4989
DCTN5	1463.5457	DCTN5	1096.0646
DCTN6	396.3929	DCTN6	512.1083
DCTPP1	992.7091	DCTPP1	513.3282
removed	removed	DCT	9.1721
DCUN1D1	570.2226	DCUN1D1	646.938
DCUN1D2	108.9793	DCUN1D2	256.5128
DCUN1D3	146.5848	DCUN1D3	392.5654
DCUN1D4	336.1474	DCUN1D4	902.8393
DCUN1D5	251.3431	DCUN1D5	356.1828
DCXR	1642.7475	DCXR	819.3733
removed	removed	DCX	727.0409
DDA1	617.8051	DDA1	576.6187
DDAH1	1039.5242	DDAH1	1861.6283
DDAH2	1409.056	DDAH2	1528.6815
DDB1	9043.7452	DDB1	5482.1576
DDB2	389.1021	DDB2	679.3461
DDHD1	319.2632	DDHD1	426.8079
DDHD2	798.5418	DDHD2	1205.824
DDI2	160.4298	DDI2	232.9955
DDIT3	338.7682	DDIT3	456.9107
DDIT4L	19.954	DDIT4L	64.5104
DDIT4	903.6838	DDIT4	2782.5061
removed	removed	DDN	6.4816
DDOST	4461.2433	DDOST	3599.7392
DDO	76.746	DDO	72.1538
DDR1	10502.3024	DDR1	7247.479
DDR2	326.1704	DDR2	810.5069
DDRGK1	1435.9171	DDRGK1	753.64
DDTL	115.4528	DDTL	142.944
DDT	249.0906	DDT	404.0642
DDX10	615.119	DDX10	666.1994
DDX11L2	14.9655	DDX11L2	30.8794
DDX11	424.7889	DDX11	561.9433
DDX12	41.8266	DDX12	86.8291
DDX17	7054.4896	DDX17	16774.2221
DDX18	1581.7345	DDX18	1894.6479
DDX19A	1173.4459	DDX19A	837.7175
DDX19B	795.0614	DDX19B	747.1523
DDX1	1354.1827	DDX1	2084.5101
DDX20	495.779	DDX20	479.0888
DDX21	1716.0399	DDX21	2252.3593
DDX23	2868.7644	DDX23	2254.1937
DDX24	4209.9002	DDX24	2876.6729
removed	removed	DDX25	5.1975
DDX26B	54.8734	DDX26B	309.4051
DDX27	1249.8081	DDX27	1053.873
DDX28	264.3899	DDX28	248.8693
DDX31	298.9256	DDX31	424.362
DDX39	688.4114	DDX39	336.6157
DDX3X	8690.7137	DDX3X	10953.9202
DDX41	1206.0629	DDX41	757.6146
DDX42	3475.0576	DDX42	3324.8823
removed	removed	DDX43	17.2191
DDX46	2117.4213	DDX46	1542.7454
DDX47	870.2993	DDX47	995.7831
DDX49	803.1466	DDX49	631.0397
DDX50	774.3668	DDX50	1127.5555
DDX51	377.5902	DDX51	452.7955
DDX52	820.4144	DDX52	665.5879
DDX54	1636.6078	DDX54	1341.8461
DDX55	466.2318	DDX55	462.8848
DDX56	1318.4958	DDX56	1049.287
DDX58	2252.4942	DDX58	679.3461
DDX59	624.7122	DDX59	464.1077
DDX5	10941.2893	DDX5	12172.8908
DDX60L	1012.6631	DDX60L	406.6293
DDX60	2436.3008	DDX60	525.255
DDX6	3200.307	DDX6	4571.3692
DEAF1	390.637	DEAF1	700.4419
DECR1	452.8012	DECR1	975.2988
DECR2	224.0982	DECR2	258.9586
DEDD2	738.2962	DEDD2	414.5784
DEDD	973.6224	DEDD	683.9321
DEF6	594.7813	DEF6	261.7103
DEF8	529.5472	DEF8	593.7399
removed	removed	DEFB132	340.2845
DEFB1	5.3722	DEFB1	154.3968
DEGS1	2130.0844	DEGS1	2223.3144
DEGS2	481.1972	DEGS2	357.1
DEK	2062.1642	DEK	2108.969
DEM1	210.6677	DEM1	158.3714
DENND1A	611.2817	DENND1A	572.9498
DENND1B	1772.8319	DENND1B	241.8374
DENND1C	290.4835	DENND1C	164.1804
DENND2A	56.792	DENND2A	400.8203
DENND2C	45.3684	DENND2C	86.343
DENND2D	1042.594	DENND2D	564.3892
DENND3	476.9762	DENND3	313.3797
DENND4A	688.703	DENND4A	687.87
DENND4B	705.2456	DENND4B	705.8656
DENND4C	1432.0798	DENND4C	2471.878
DENND5A	1777.4367	DENND5A	1961.6041
DENND5B	459.7084	DENND5B	473.5855
DENR	1646.2011	DENR	1514.0062
DEPDC1B	66.3853	DEPDC1B	28.4335
DEPDC1	124.7122	DEPDC1	64.5104
removed	removed	DEPDC4	14.9811
DEPDC5	282.4252	DEPDC5	375.7499
DEPDC6	459.7084	DEPDC6	1354.1061
DEPDC7	26.0936	DEPDC7	9.1721
DERA	407.1374	DERA	432.0054
DERL1	2319.2632	DERL1	1749.7289
DERL2	736.3776	DERL2	464.7192
DERL3	234.4589	DERL3	123.5175
removed	removed	DES	43.7203
DET1	184.1903	DET1	203.6204
DEXI	455.4873	DEXI	467.4708
DFFA	350.7291	DFFA	573.2556
DFFB	75.9785	DFFB	118.6257
DFNA5	182.2717	DFNA5	310.0166
DFNB31	348.8104	DFNB31	354.6541
removed	removed	DFNB59	48.3063
DGAT1	853.6761	DGAT1	540.3614
DGAT2L6	8.4421	removed	removed
DGAT2	129.317	DGAT2	3156.4216
DGCR11	21.1051	DGCR11	35.7711
DGCR14	239.8312	DGCR14	313.9912
DGCR2	1955.4873	DGCR2	3038.7131
DGCR5	45.2801	DGCR5	18.3442
DGCR6L	529.5472	DGCR6L	479.7003
DGCR6	112.0491	DGCR6	315.8256
DGCR8	489.6393	DGCR8	852.6985
DGCR9	14.5817	removed	removed
DGKA	358.4037	DGKA	443.0119
DGKD	410.9747	DGKD	999.7577
DGKE	305.0652	DGKE	282.1946
DGKG	10.7444	DGKG	13.4524
DGKH	21.1051	DGKH	86.2176
DGKI	14.5817	DGKI	13.1467
DGKQ	438.6032	DGKQ	305.7363
DGKZ	755.9478	DGKZ	778.4046
DGUOK	432.4635	DGUOK	520.0574
DHCR24	16682.6554	DHCR24	7816.4543
DHCR7	14205.2955	DHCR7	1011.3757
DHDDS	643.515	DHDDS	884.1894
DHDH	9.977	removed	removed
removed	removed	DHDPSL	23.5111
DHFRL1	428.2425	DHFRL1	331.1124
DHFR	321.5963	DHFR	272.0808
DHH	5.7559	DHH	7.0319
DHODH	148.5035	DHODH	149.5051
DHPS	1077.1297	DHPS	689.6983
DHRS11	278.2041	DHRS11	213.0982
DHRS12	108.2118	DHRS12	309.7109
DHRS13	271.9493	DHRS13	176.9174
DHRS1	234.4589	DHRS1	500.7961
removed	removed	DHRS2	198.4229
DHRS3	609.363	DHRS3	1035.2231
DHRS4L1	8.4421	DHRS4L1	16.204
DHRS4L2	264.5357	DHRS4L2	327.2632
DHRS4	445.4873	DHRS4	521.1489
DHRS7B	531.8496	DHRS7B	455.5471
DHRS7	1780.5065	DHRS7	1004.6495
DHRS9	39.5242	DHRS9	14.3696
DHRSX	439.3707	DHRSX	302.0338
DHTKD1	1376.8227	DHTKD1	859.4247
DHX15	2523.0238	DHX15	2710.0466
DHX16	958.1734	DHX16	752.417
DHX29	1500.7675	DHX29	1108.5998
DHX30	2063.6992	DHX30	1575.7649
DHX32	1271.957	DHX32	1085.4434
DHX33	447.429	DHX33	507.2165
DHX34	716.0399	DHX34	488.2609
DHX35	264.0061	DHX35	239.0858
DHX36	922.4866	DHX36	1056.9304
DHX37	468.5342	DHX37	466.8593
DHX38	1275.518	DHX38	1150.18
DHX40	1886.416	DHX40	1847.5645
DHX57	488.4881	DHX57	635.0143
DHX58	750.5756	DHX58	281.2774
DHX8	1816.1934	DHX8	1341.2652
DHX9	6845.3569	DHX9	4348.4874
DIABLO	1147.5326	DIABLO	649.5368
DIAPH1	3439.3707	DIAPH1	2267.0347
DIAPH2	108.9793	DIAPH2	331.7239
DIAPH3	62.548	DIAPH3	66.9562
DICER1	1698.0046	DICER1	2174.3966
DIDO1	1799.693	DIDO1	2317.4812
DIMT1L	354.9501	DIMT1L	658.2503
DIO1	5.7559	DIO1	15.5926
DIO2	849.1942	DIO2	433.2283
DIO3	12.6631	DIO3	16.8155
DIP2A	873.7529	DIP2A	981.4135
DIP2B	2032.2333	DIP2B	2045.0701
DIP2C	636.9916	DIP2C	1152.3201
DIRAS1	16.5004	DIRAS1	299.6216
removed	removed	DIRAS2	104.2561
DIRAS3	9.5932	DIRAS3	213.0982
DIRC2	643.7836	DIRC2	315.4526
removed	removed	DIRC3	8.8664
DIS3L2	383.7299	DIS3L2	503.242
DIS3L	1124.7122	DIS3L	999.452
DIS3	714.6815	DIS3	1428.1462
DISC1	148.5035	DISC1	245.6927
DISP1	258.6339	DISP1	232.9711
DISP2	206.0629	DISP2	129.6322
DIXDC1	431.6961	DIXDC1	1592.5804
DKC1	1833.845	DKC1	1289.5957
DKFZP586I1420	249.8081	DKFZP586I1420	307.8765
DKFZP686I15217	26.0936	DKFZP686I15217	38.5228
DKFZp686O24166	31.8496	DKFZp686O24166	27.5163
DKFZp761E198	442.4405	DKFZp761E198	421.3046
removed	removed	DKK1	6.1147
DKK2	33.3845	DKK2	85.9119
DKK3	1910.9747	DKK3	2103.16
DLAT	663.8526	DLAT	903.145
DLC1	764.7736	DLC1	3260.3719
DLD	1518.419	DLD	1746.3658
removed	removed	DLEC1	19.5671
DLEU1	39.1404	DLEU1	72.7652
removed	removed	DLEU2L	9.1721
DLEU2	24.7698	DLEU2	26.5135
DLEU7	8.8258	removed	removed
DLG1	1540.6677	DLG1	1659.8363
DLG2	6.9071	DLG2	75.5169
DLG3	2400.9977	DLG3	1229.6714
DLG4	123.1773	DLG4	535.4146
DLG5	3541.8266	DLG5	3631.8415
DLGAP1	6.1397	DLGAP1	64.5104
removed	removed	DLGAP2	19.2614
DLGAP4	2184.5741	DLGAP4	1881.8069
DLGAP5	247.5058	DLGAP5	94.4725
removed	removed	DLK1	2249.302
DLK2	7.6746	DLK2	111.5937
DLL1	152.7245	DLL1	346.705
removed	removed	DLL3	7.3377
DLL4	280.5065	DLL4	427.1136
DLST	1930.5449	DLST	2293.6337
removed	removed	DLX1	7.9491
removed	removed	DLX2	14.6753
removed	removed	DLX3	36.3826
removed	removed	DLX4	13.1467
DLX5	16.1167	DLX5	7.0319
DMAP1	450.4988	DMAP1	535.9557
removed	removed	DMBT1	206.6777
DMBX1	6.9071	DMBX1	7.3377
removed	removed	DMC1	14.3696
DMD	87.1067	DMD	2900.5203
DMGDH	6.5234	DMGDH	76.7398
DMKN	207.2141	DMKN	418.2473
DMPK	389.4858	DMPK	529.2295
removed	removed	DMRT2	47.6949
DMRT3	6.1397	DMRT3	21.4015
removed	removed	DMRTA1	10.0893
removed	removed	DMRTC1B	11.9237
DMTF1	828.8565	DMTF1	1011.7915
DMWD	506.5234	DMWD	447.2922
DMXL1	961.2433	DMXL1	1607.2557
DMXL2	1195.3185	DMXL2	608.721
DNA2	88.6416	DNA2	73.6824
DNAH10	37.2218	DNAH10	21.4015
removed	removed	DNAH11	5.2923
removed	removed	DNAH12	11.0065
DNAH14	148.5035	DNAH14	99.9758
DNAH17	13.0468	DNAH17	27.2105
DNAH1	100.5372	DNAH1	248.5636
DNAH2	9.2095	DNAH2	42.1916
removed	removed	DNAH3	6.4205
DNAH5	397.5441	DNAH5	283.7233
removed	removed	DNAH6	65.4276
DNAH7	37.2218	DNAH7	79.1857
removed	removed	DNAH9	18.0384
removed	removed	DNAI1	18.0384
DNAJA1	4221.7959	DNAJA1	2690.7852
DNAJA2	1709.9002	DNAJA2	1645.7785
DNAJA3	1042.594	DNAJA3	856.6731
DNAJA4	334.9962	DNAJA4	1008.3183
DNAJB11	1397.5441	DNAJB11	865.5395
DNAJB12	1160.7828	DNAJB12	1359.3036
DNAJB14	372.6017	DNAJB14	428.0308
DNAJB1	4616.6539	DNAJB1	3140.2175
DNAJB2	1620.1074	DNAJB2	1735.9707
DNAJB4	178.8181	DNAJB4	657.333
DNAJB5	107.8281	DNAJB5	222.576
DNAJB6	2614.3515	DNAJB6	1599.9181
DNAJB9	592.0952	DNAJB9	817.2331
DNAJC10	3991.1742	DNAJC10	2189.3777
DNAJC11	931.2778	DNAJC11	941.9583
DNAJC12	1359.9386	DNAJC12	349.4566
DNAJC13	1673.4459	DNAJC13	1523.7897
DNAJC14	1844.3285	DNAJC14	1197.3031
DNAJC15	601.3047	DNAJC15	656.1101
DNAJC16	920.5679	DNAJC16	939.5277
DNAJC17	175.3645	DNAJC17	276.3856
DNAJC18	123.9447	DNAJC18	292.5896
DNAJC19	856.8688	DNAJC19	365.6606
DNAJC1	2793.5533	DNAJC1	630.4283
DNAJC21	1220.2609	DNAJC21	1211.3272
DNAJC22	403.3001	DNAJC22	89.5807
DNAJC24	232.1566	DNAJC24	295.0294
DNAJC25	193.0161	DNAJC25	247.8084
DNAJC27	84.8043	DNAJC27	292.2839
DNAJC28	16.5004	DNAJC28	40.3572
DNAJC2	855.9401	DNAJC2	565.5724
DNAJC30	227.1681	DNAJC30	352.8197
DNAJC3	1806.9839	DNAJC3	2630.2494
DNAJC4	668.8296	DNAJC4	670.9811
DNAJC5B	5.3722	removed	removed
DNAJC5	1183.0391	DNAJC5	1722.8241
DNAJC6	59.8619	DNAJC6	66.7239
DNAJC7	2139.1903	DNAJC7	1264.5773
DNAJC8	1643.515	DNAJC8	1430.2344
DNAJC9	551.627	DNAJC9	501.1018
DNAL1	523.4075	DNAL1	553.3827
DNAL4	360.3223	DNAL4	455.5471
DNALI1	979.2786	DNALI1	583.6506
DNASE1L1	784.4858	DNASE1L1	316.4034
DNASE1L2	16.1167	removed	removed
DNASE1L3	17.6516	DNASE1L3	97.8356
DNASE1	59.4781	DNASE1	51.3637
DNASE2B	28.0123	removed	removed
DNASE2	2091.7114	DNASE2	1058.7648
DND1	81.4006	DND1	45.3101
removed	removed	DNER	13.4524
DNHD1	72.5249	DNHD1	195.6712
DNLZ	61.7805	DNLZ	75.2111
DNM1L	1623.9447	DNM1L	1352.5774
DNM1P35	16.8841	DNM1P35	31.4908
DNM1	273.2157	DNM1	435.6742
DNM2	2649.3208	DNM2	1779.8836
DNM3	35.6869	DNM3	93.861
DNMBP	1255.1535	DNMBP	1034.1225
DNMT1	1624.3285	DNMT1	1198.792
DNMT3A	395.6255	DNMT3A	571.4211
DNMT3B	39.5242	DNMT3B	97.8356
DNPEP	1706.8304	DNPEP	1086.2811
DNTTIP1	640.4451	DNTTIP1	398.0687
DNTTIP2	1318.112	DNTTIP2	1437.8778
DOC2A	19.5817	DOC2A	40.2899
removed	removed	DOC2B	28.7392
DOCK10	670.7598	DOCK10	362.2975
DOCK11	377.9739	DOCK11	673.2313
DOCK1	2251.7268	DOCK1	3156.1158
DOCK2	589.4091	DOCK2	169.9894
removed	removed	DOCK3	20.1786
DOCK4	549.5012	DOCK4	543.9049
DOCK5	272.4482	DOCK5	460.4389
DOCK6	959.7084	DOCK6	974.3816
DOCK7	1249.0407	DOCK7	1787.9459
DOCK8	816.5771	DOCK8	836.8003
DOCK9	1765.1573	DOCK9	2668.4664
DOHH	167.6899	DOHH	151.0337
DOK1	345.7406	DOK1	220.4359
DOK2	87.4904	DOK2	65.1218
DOK3	227.5518	DOK3	39.7457
DOK4	294.3208	DOK4	407.2408
DOK5	79.8158	DOK5	45.249
DOK6	57.5595	DOK6	52.5866
DOK7	369.5318	DOK7	91.1094
DOLK	690.33	DOLK	264.7676
DOLPP1	457.7897	DOLPP1	352.514
DOM3Z	164.4628	DOM3Z	236.8447
DONSON	362.2832	DONSON	131.6072
DOPEY1	784.4091	DOPEY1	926.7846
DOPEY2	1959.3246	DOPEY2	860.342
DOT1L	378.3538	DOT1L	754.2331
DPAGT1	1029.0944	DPAGT1	785.4274
DPCD	347.1527	DPCD	181.0693
DPEP1	28.7797	removed	removed
DPEP2	45.2801	DPEP2	13.7581
DPF2	827.7053	DPF2	1150.4857
DPF3	5.7559	DPF3	79.7972
DPH1	619.3553	DPH1	808.058
DPH2	332.3101	DPH2	370.5524
DPH3B	24.175	DPH3B	24.4589
DPH3	565.6178	DPH3	595.2686
DPH5	421.0092	DPH5	536.607
