gene_id	TCGA-BH-A0BV-01A-11R-A00Z-07	gene_id	TCGA-BH-A0BV-11A-31R-A089-07
HMOX2	978.8949	HMOX2	603.5235
HN1L	3850.7252	HN1L	2409.468
HN1	1083.6531	HN1	662.2248
HNF1A	36.0706	HNF1A	22.013
HNF4G	89.0253	HNF4G	43.7203
HNMT	645.0499	HNMT	1074.9688
HNRNPA0	2543.7452	HNRNPA0	3094.9686
HNRNPA1L2	2031.0821	HNRNPA1L2	2620.4658
HNRNPA1	3978.5111	HNRNPA1	7493.291
HNRNPA2B1	13843.0545	HNRNPA2B1	10757.3317
HNRNPA3P1	64.4666	HNRNPA3P1	64.5104
HNRNPA3	3488.4881	HNRNPA3	4986.8648
HNRNPAB	3206.7536	HNRNPAB	1879.8839
HNRNPC	11361.0898	HNRNPC	8717.7649
HNRNPD	3649.6546	HNRNPD	3814.9776
HNRNPF	5195.66	HNRNPF	3720.5968
HNRNPH1	3596.3162	HNRNPH1	4589.7133
HNRNPH2	3477.3599	HNRNPH2	2720.7473
HNRNPH3	2060.2417	HNRNPH3	2619.5486
HNRNPK	12505.3722	HNRNPK	11307.3514
HNRNPL	5065.6178	HNRNPL	4016.7635
HNRNPM	4554.4896	HNRNPM	4074.8534
HNRNPR	3281.274	HNRNPR	2740.6202
HNRNPUL1	5897.5441	HNRNPUL1	5178.5615
HNRNPUL2	3457.7897	HNRNPUL2	3411.1335
HNRNPU	17811.2049	HNRNPU	10725.5352
HNRPDL	3337.6823	HNRPDL	4241.7854
HNRPLL	546.0476	HNRPLL	779.3218
HOMER1	52.9547	HOMER1	244.8948
HOMER2	340.3684	HOMER2	803.475
HOMER3	619.7237	HOMER3	286.4994
HOMEZ	552.571	HOMEZ	418.2473
HOOK1	771.6807	HOOK1	988.7512
HOOK2	562.1642	HOOK2	899.4762
HOOK3	2168.8411	HOOK3	1568.1215
HOPX	197.6209	HOPX	110.9823
HOTAIR	206.4467	HOTAIR	29.6564
HOXA10	87.8741	HOXA10	210.958
HOXA11AS	6.5234	removed	removed
HOXA11	12.6631	HOXA11	7.3377
HOXA1	13.8143	HOXA1	34.2425
removed	removed	HOXA2	33.9367
HOXA3	13.0468	HOXA3	252.8439
HOXA4	19.551	HOXA4	154.3418
HOXA5	7.2909	HOXA5	284.6405
removed	removed	HOXA6	67.0938
HOXA7	27.6784	HOXA7	379.0366
HOXA9	17.2678	HOXA9	360.7688
HOXB13	352.6477	removed	removed
HOXB2	1343.0545	HOXB2	138.4985
HOXB3	1350.7291	HOXB3	136.0527
HOXB4	341.9033	HOXB4	71.5423
HOXB5	536.0706	HOXB5	9.4778
HOXB6	435.1497	HOXB6	30.8794
HOXB7	221.4121	HOXB7	65.1218
removed	removed	HOXB8	9.4778
HOXB9	81.3507	HOXB9	6.7262
HOXC10	1805.449	HOXC10	150.4223
HOXC11	270.9133	HOXC11	9.4778
HOXC12	66.3853	removed	removed
HOXC13	457.406	HOXC13	52.2809
HOXC4	295.4298	HOXC4	73.1933
HOXC5	79.8273	HOXC5	30.9772
HOXC6	182.3024	HOXC6	176.4924
HOXC8	104.7583	HOXC8	80.1029
HOXC9	80.1995	HOXC9	102.1159
HOXD10	10.3607	HOXD10	81.3259
HOXD13	5.3722	removed	removed
HOXD1	25.7099	HOXD1	16.204
removed	removed	HOXD3	33.0195
removed	removed	HOXD4	29.6564
HOXD8	79.4321	HOXD8	209.7351
HOXD9	43.3615	HOXD9	156.537
HP1BP3	3021.4889	HP1BP3	4830.9393
HPCAL1	388.7183	HPCAL1	437.5086
HPCA	7.2909	removed	removed
removed	removed	HPDL	25.6818
removed	removed	HPD	10.7008
HPGDS	80.967	HPGDS	37.6056
HPGD	8.0583	HPGD	117.7085
HPN	1381.0437	HPN	180.3844
HPRT1	838.8335	HPRT1	347.3164
HPS1	1022.2563	HPS1	1347.6856
HPS3	1569.8005	HPS3	683.7945
HPS4	448.5802	HPS4	866.4567
HPS5	595.9325	HPS5	1290.5129
HPS6	436.6846	HPS6	450.3496
removed	removed	HPSE2	133.301
HPSE	70.6063	HPSE	12.2295
HPX	209.5165	HPX	52.2809
removed	removed	HP	41.8859
HRASLS2	75.5948	HRASLS2	27.822
removed	removed	HRASLS5	558.886
removed	removed	HRASLS	22.013
HRAS	557.5595	HRAS	262.3217
removed	removed	HRCT1	53.1981
HRC	18.8028	HRC	31.7966
HRH1	95.5487	HRH1	126.2691
HRH2	6.5234	HRH2	7.3377
removed	removed	HRNR	26.5991
HRSP12	237.5288	HRSP12	235.1112
HR	250.5756	HR	730.0983
HS1BP3	495.3952	HS1BP3	464.1077
HS2ST1	613.9678	HS2ST1	1163.0209
HS3ST1	197.6209	HS3ST1	162.0402
HS3ST2	5.3722	HS3ST2	17.427
HS3ST3A1	21.1051	HS3ST3A1	9.1721
HS3ST3B1	14.198	HS3ST3B1	13.4524
removed	removed	HS3ST4	204.8433
HS3ST6	6.1397	HS3ST6	22.9302
HS6ST1	1100.1535	HS6ST1	1358.9979
HS6ST2	12.6631	HS6ST2	214.0154
removed	removed	HS6ST3	26.9048
HSBP1L1	117.4213	HSBP1L1	156.2312
HSBP1	3031.8496	HSBP1	1893.4249
HSCB	83.6531	HSCB	216.4613
HSD11B1L	117.8051	HSD11B1L	138.8043
HSD11B1	9.2095	HSD11B1	121.0716
HSD11B2	243.6685	HSD11B2	219.2129
HSD17B10	1956.2548	HSD17B10	687.9067
HSD17B11	366.8457	HSD17B11	631.3455
HSD17B12	990.4068	HSD17B12	2212.3079
removed	removed	HSD17B13	123.2117
HSD17B14	78.2809	HSD17B14	116.4855
HSD17B1	29.0906	HSD17B1	81.7447
removed	removed	HSD17B2	83.1603
HSD17B4	1461.627	HSD17B4	2676.4156
HSD17B6	130.4682	HSD17B6	9.7836
HSD17B7P2	85.188	HSD17B7P2	31.7966
HSD17B7	575.5948	HSD17B7	168.4607
HSD17B8	201.8419	HSD17B8	208.5122
removed	removed	HSD3B2	29.6564
HSD3B7	758.6339	HSD3B7	351.9025
HSDL1	1090.1765	HSDL1	706.5566
HSDL2	1088.6416	HSDL2	1304.5768
HSF1	1300.1995	HSF1	1110.6146
HSF2BP	39.5242	HSF2BP	14.0639
HSF2	331.9263	HSF2	370.2467
HSF4	61.3776	HSF4	103.1646
HSFX2	46.815	HSFX2	35.7711
HSH2D	896.3929	HSH2D	65.1218
HSN2	13.0468	HSN2	23.8474
HSP90AA1	47396.0092	HSP90AA1	25328.4181
HSP90AB1	44433.9985	HSP90AB1	25568.4211
HSP90AB2P	88.2579	HSP90AB2P	60.2301
HSP90B1	20323.1005	HSP90B1	15653.3929
HSP90B3P	5.7559	HSP90B3P	5.5033
HSPA12A	157.3292	HSPA12A	480.3117
HSPA12B	174.2134	HSPA12B	563.1663
HSPA13	1346.8918	HSPA13	830.9913
HSPA14	456.6385	HSPA14	505.3821
HSPA1A	20786.2433	HSPA1A	7999.9725
HSPA1B	2657.713	HSPA1B	1388.0428
HSPA1L	71.7613	HSPA1L	54.4425
HSPA2	768.9946	HSPA2	417.3301
HSPA4L	13.8143	HSPA4L	238.4743
HSPA4	4433.6147	HSPA4	2299.137
HSPA5	17105.5257	HSPA5	10624.9479
HSPA6	198.7721	HSPA6	52.2809
HSPA7	79.0483	HSPA7	41.2744
HSPA8	28416.7306	HSPA8	19295.3237
HSPA9	5745.5871	HSPA9	4922.6602
HSPB11	268.2272	HSPB11	279.1372
HSPB1	17352.6477	HSPB1	2316.8697
HSPB2	27.6285	HSPB2	169.0294
HSPB6	76.3622	HSPB6	2428.1577
HSPB7	32.617	HSPB7	630.4283
HSPB8	55.2571	HSPB8	2611.9052
HSPBAP1	133.1543	HSPBAP1	127.492
HSPBP1	660.0153	HSPBP1	380.9474
HSPC157	230.2379	HSPC157	310.0166
HSPC159	143.1312	HSPC159	596.7973
HSPD1	6001.9186	HSPD1	5770.7727
HSPE1	1321.9493	HSPE1	733.7671
HSPG2	10038.5265	HSPG2	10168.0128
HSPH1	2910.2072	HSPH1	2195.4924
HTATIP2	881.8112	HTATIP2	376.9729
HTATSF1	2518.0353	HTATSF1	1698.9766
removed	removed	HTR1F	91.1094
removed	removed	HTR2A	57.7842
HTR2B	62.9317	HTR2B	23.8474
HTR7P1	133.538	HTR7P1	210.3466
HTR7	18.8028	HTR7	13.1467
HTRA1	5825.0192	HTRA1	3497.3175
HTRA2	346.2164	HTRA2	469.6599
HTRA3	3238.2962	HTRA3	1022.3822
HTT	2455.4873	HTT	2401.8644
HUNK	95.9325	HUNK	300.8445
HUS1B	15.3492	removed	removed
HUS1	281.274	HUS1	254.3726
HUWE1	13652.7245	HUWE1	8376.2574
HVCN1	102.4559	HVCN1	103.2074
HYAL1	28.0123	HYAL1	107.9249
HYAL2	1321.9493	HYAL2	982.6365
HYAL3	110.6677	HYAL3	72.4656
HYDIN	30.6984	HYDIN	117.7085
HYI	275.9286	HYI	347.7903
HYLS1	110.8979	HYLS1	121.3773
removed	removed	HYMAI	7.3958
HYOU1	3314.6585	HYOU1	2993.7699
IAH1	488.1044	IAH1	385.2277
IARS2	7413.6608	IARS2	2635.1412
IARS	2957.406	IARS	2360.59
IBSP	113.584	removed	removed
IBTK	1591.3277	IBTK	1623.154
ICA1L	129.7007	ICA1L	164.1804
ICA1	1575.2111	ICA1	757.6146
ICAM1	968.1504	ICAM1	821.5134
ICAM2	226.2778	ICAM2	327.7401
ICAM3	378.7414	ICAM3	163.8747
removed	removed	ICAM4	6.4205
removed	removed	ICAM5	65.1218
ICK	1357.6362	ICK	1270.3343
ICMT	2227.9355	ICMT	2039.2611
ICOSLG	181.1205	ICOSLG	443.9291
ICOS	16.1167	removed	removed
ICT1	504.221	ICT1	257.7357
ID1	122.0261	ID1	360.7688
removed	removed	ID2B	5.1975
ID2	566.769	ID2	1303.6596
ID3	491.1742	ID3	550.3253
ID4	61.7805	ID4	1912.992
IDE	1032.617	IDE	562.2491
IDH1	1719.8772	IDH1	2819.1944
IDH2	2258.6339	IDH2	1982.6999
IDH3A	1374.5203	IDH3A	817.5389
IDH3B	1204.9117	IDH3B	1041.0321
IDH3G	884.4973	IDH3G	620.9504
IDI1	1017.3216	IDI1	816.7623
IDI2	26.8611	IDI2	87.4406
IDO1	80.967	IDO1	78.5742
IDS	4033.8104	IDS	2816.8494
IDUA	135.0153	IDUA	189.7033
IER2	4684.5741	IER2	8526.0682
IER3IP1	968.1504	IER3IP1	804.3922
IER3	2347.2755	IER3	2599.9815
IER5L	386.0322	IER5L	401.7375
IER5	508.4421	IER5	1320.1693
IFFO1	174.2134	IFFO1	137.2756
IFFO2	189.1788	IFFO2	2849.7681
IFI16	2051.8035	IFI16	1696.225
IFI27L1	79.4321	IFI27L1	70.0136
IFI27L2	161.1665	IFI27L2	199.3401
IFI27	13377.5902	IFI27	502.6305
IFI30	2633.5303	IFI30	673.4668
IFI35	1445.8941	IFI35	245.812
IFI44L	863.0084	IFI44L	220.1301
IFI44	579.0483	IFI44	192.9196
IFI6	17004.221	IFI6	517.3058
IFIH1	513.4305	IFIH1	296.5642
IFIT1	2759.7851	IFIT1	310.3223
IFIT2	782.4252	IFIT2	244.8948
IFIT3	1871.0668	IFIT3	355.2656
IFIT5	851.1128	IFIT5	480.6175
IFITM1	5448.9639	IFITM1	960.6235
IFITM2	1657.713	IFITM2	1196.9576
IFITM3	7829.2402	IFITM3	3367.3796
IFNAR1	2179.2018	IFNAR1	2317.7869
IFNAR2	358.043	IFNAR2	403.9296
IFNGR1	1559.8619	IFNGR1	2194.8809
IFNGR2	2569.0714	IFNGR2	1618.8737
IFRD1	480.8135	IFRD1	1008.3183
IFRD2	550.3799	IFRD2	598.4085
IFT122	1273.5994	IFT122	966.1267
IFT140	879.8926	IFT140	830.6855
IFT172	385.6485	IFT172	750.8884
IFT20	338.6224	IFT20	324.5116
IFT27	356.8688	IFT27	407.2408
IFT46	622.7936	IFT46	627.3709
IFT52	785.1113	IFT52	637.1545
IFT57	710.284	IFT57	712.3656
IFT74	386.0514	IFT74	389.8138
IFT80	329.8542	IFT80	542.5046
IFT81	446.2778	IFT81	387.3679
IFT88	348.8104	IFT88	310.3223
IGBP1	2435.5334	IGBP1	1677.8808
removed	removed	IGDCC3	65.7333
removed	removed	IGDCC4	229.9137
IGF1R	6183.0391	IGF1R	4764.5945
IGF1	142.7475	IGF1	3899.9723
removed	removed	IGF2AS	18.3442
IGF2BP2	7.6746	IGF2BP2	148.5878
IGF2R	3619.34	IGF2R	3951.9474
IGF2	1603.9332	IGF2	8449.0777
IGFALS	31.8496	IGFALS	19.2614
removed	removed	IGFBP1	190.168
IGFBP2	4021.4889	IGFBP2	3737.3205
IGFBP3	2495.0115	IGFBP3	5073.0824
IGFBP4	23756.3315	IGFBP4	17520.8302
IGFBP5	7500.3837	IGFBP5	11092.7245
IGFBP6	96.6999	IGFBP6	756.0859
IGFBP7	5229.4705	IGFBP7	3352.3985
IGFL2	6.1397	removed	removed
removed	removed	IGFN1	23.8474
IGHMBP2	1339.9847	IGHMBP2	449.4324
IGJ	3651.957	IGJ	6859.4996
IGSF10	130.4682	IGSF10	897.6418
IGSF1	245.2034	IGSF1	5177.0328
IGSF21	83.6531	IGSF21	49.835
IGSF22	12.6631	IGSF22	28.3937
IGSF3	1500.3837	IGSF3	2639.7272
IGSF5	44.5127	IGSF5	34.8539
IGSF6	166.5388	IGSF6	26.9048
IGSF8	2158.8642	IGSF8	1109.2113
IGSF9B	21.1051	IGSF9B	35.7711
IGSF9	438.6032	IGSF9	370.5524
IKBIP	414.4282	IKBIP	479.3945
IKBKAP	1546.4313	IKBKAP	1089.6442
IKBKB	8083.2694	IKBKB	1308.5514
IKBKE	573.2924	IKBKE	297.7872
IKBKG	470.0691	IKBKG	251.9267
IKZF1	393.7068	IKZF1	115.2626
IKZF2	3274.7506	IKZF2	237.5571
IKZF3	37.2218	IKZF3	5.5033
IKZF4	221.4121	IKZF4	286.7807
IKZF5	483.8833	IKZF5	798.889
IK	2353.7989	IK	1622.8483
IL10RA	569.0714	IL10RA	214.9326
IL10RB	976.3546	IL10RB	735.1766
IL10	13.0468	IL10	12.8409
IL11RA	101.3047	IL11RA	509.0509
IL11	8.8258	IL11	9.1721
IL12A	6.5234	IL12A	17.427
IL12B	8.8258	removed	removed
IL12RB1	46.4313	IL12RB1	10.395
removed	removed	IL12RB2	13.1467
IL13RA1	5556.4083	IL13RA1	2493.5853
IL15RA	155.4106	IL15RA	192.6139
IL15	16.8841	IL15	23.5417
IL16	474.6738	IL16	359.8516
removed	removed	IL17B	187.1106
IL17D	8.5457	IL17D	20.8482
IL17RA	275.9018	IL17RA	386.7564
IL17RB	511.5119	IL17RB	392.8711
IL17RC	938.6032	IL17RC	1040.7264
IL17RD	423.6378	IL17RD	2155.1352
IL17REL	10.7444	removed	removed
IL17RE	281.274	IL17RE	404.4891
IL18BP	181.1128	IL18BP	138.4435
IL18R1	28.396	IL18R1	29.6564
IL18	143.8987	IL18	47.6949
IL1B	283.5764	IL1B	87.4406
IL1R1	1381.0437	IL1R1	2658.3771
IL1R2	6.1397	IL1R2	10.0893
removed	removed	IL1RAPL2	20.4843
IL1RAP	114.3515	IL1RAP	273.3283
IL1RL1	5.3722	IL1RL1	7.9491
removed	removed	IL1RL2	90.8037
IL1RN	60.2456	IL1RN	165.7091
IL20RA	40.2916	IL20RA	1273.6974
IL20RB	9.2095	IL20RB	12.8409
IL20	98.2348	IL20	9.4778
IL21R	65.802	removed	removed
IL22RA1	13.0468	IL22RA1	21.7073
removed	removed	IL22RA2	72.1538
IL24	7.218	removed	removed
IL27RA	407.1374	IL27RA	735.6015
IL28RA	186.8764	IL28RA	214.3211
IL2RA	18.0353	IL2RA	12.5352
IL2RB	308.1351	IL2RB	199.6458
IL2RG	529.1635	IL2RG	102.7274
IL32	524.5587	IL32	203.6204
IL33	69.8388	IL33	1042.8665
IL34	57.1757	IL34	380.336
IL3RA	71.7575	IL3RA	109.4536
IL4I1	152.0645	IL4I1	14.6876
IL4R	1633.538	IL4R	1183.1995
IL6R	138.1427	IL6R	200.2573
IL6ST	11866.0783	IL6ST	5914.7745
removed	removed	IL6	428.0308
IL7R	171.911	IL7R	23.236
IL7	5.3722	IL7	22.6245
removed	removed	IL8	29.0449
IL9R	17.2678	removed	removed
ILDR1	397.5441	ILDR1	219.8244
ILF2	5552.1873	ILF2	3364.0165
ILF3	4739.0637	ILF3	4792.7223
ILKAP	333.4612	ILKAP	339.0616
ILK	2450.4988	ILK	2102.2428
ILVBL	855.3338	ILVBL	776.8759
IMMP1L	88.2579	IMMP1L	71.2427
IMMP2L	73.6761	IMMP2L	135.4412
IMMT	1819.647	IMMT	1662.594
IMP3	743.6685	IMP3	842.915
IMP4	503.4536	IMP4	433.5341
IMPA1	193.0161	IMPA1	321.3289
IMPA2	203.7606	IMPA2	304.2076
IMPACT	1138.1427	IMPACT	1411.8902
IMPAD1	1684.9578	IMPAD1	2903.8834
IMPDH1	1247.8895	IMPDH1	773.2071
IMPDH2	4661.934	IMPDH2	5534.4385
removed	removed	IMPG1	7.6434
INADL	2043.3615	INADL	2547.7006
INCA1	21.8726	INCA1	20.4843
INCENP	281.274	INCENP	343.9533
INE1	32.2333	INE1	48.6121
INE2	10.8864	removed	removed
INF2	1922.8703	INF2	1495.9677
ING1	325.33	ING1	381.1676
ING2	205.6792	ING2	194.1426
ING3	127.782	ING3	334.7812
ING4	683.8066	ING4	862.7878
ING5	184.5741	ING5	523.1148
removed	removed	INHA	7.0319
INHBA	789.716	INHBA	38.217
INHBB	41.0591	INHBB	1907.7945
INMT	20.7214	INMT	266.9873
INO80B	104.1443	INO80B	224.8752
INO80C	147.3523	INO80C	131.7723
INO80D	406.0975	INO80D	781.2541
INO80E	535.6754	INO80E	465.7036
INO80	1049.8849	INO80	1028.1912
INPP1	117.0376	INPP1	425.5849
INPP4A	562.9317	INPP4A	627.0652
INPP4B	209.9002	INPP4B	985.6938
INPP5A	417.4981	INPP5A	509.3567
INPP5B	387.5672	INPP5B	524.9492
INPP5D	589.7928	INPP5D	590.3768
INPP5E	248.6569	INPP5E	268.4365
INPP5F	559.8619	INPP5F	791.2455
INPP5J	304.2978	INPP5J	393.4826
INPP5K	1153.8757	INPP5K	922.4064
INPPL1	1963.9294	INPPL1	1916.3551
removed	removed	INS-IGF2	17.9834
INSIG1	1829.2402	INSIG1	968.5726
INSIG2	492.3254	INSIG2	520.6689
removed	removed	INSL3	7.9491
INSM1	49.1174	INSM1	7.0319
removed	removed	INSRR	6.4205
INSR	3668.0737	INSR	4142.7269
INTS10	641.98	INTS10	983.8594
INTS12	452.4175	INTS12	439.0373
INTS1	2126.6309	INTS1	2139.8484
INTS2	491.9417	INTS2	441.1775
INTS3	2613.2003	INTS3	2475.5468
INTS4L1	13.0468	INTS4L1	32.408
INTS4L2	13.8143	INTS4L2	8.4628
INTS4	393.7068	INTS4	599.8546
INTS5	950.4988	INTS5	810.5069
INTS6	641.98	INTS6	1131.53
removed	removed	INTS7	467.7765
INTS8	491.5081	INTS8	715.5422
INTS9	351.1128	INTS9	384.0048
INTU	76.746	INTU	192.0024
INVS	231.0054	INVS	307.5707
IP6K1	1496.1627	IP6K1	1761.3468
IP6K2	1493.0929	IP6K2	1894.0364
IP6K3	5.7559	IP6K3	6.1147
IPCEF1	58.7107	IPCEF1	67.8735
IPMK	58.3269	IPMK	112.8167
IPO11	775.4413	IPO11	859.8344
IPO13	968.5342	IPO13	677.8174
IPO4	1392.1796	IPO4	1186.639
IPO5	2034.152	IPO5	4040.9167
IPO7	4549.1174	IPO7	4350.3218
IPO8	1452.4175	IPO8	1517.0635
IPO9	2971.2203	IPO9	1677.5751
IPPK	266.251	IPPK	426.2086
IPP	308.5188	IPP	376.9729
IPW	133.8143	IPW	502.23
IQCA1	32.617	IQCA1	290.4495
IQCB1	276.6692	IQCB1	476.3372
IQCC	132.3868	IQCC	110.3708
IQCD	41.0591	IQCD	26.2933
IQCE	546.0476	IQCE	757.6146
IQCG	400.9977	IQCG	255.2898
IQCH	39.5242	IQCH	59.4657
IQCK	534.5357	IQCK	405.1006
IQGAP1	11883.7299	IQGAP1	10668.0567
IQGAP2	593.2464	IQGAP2	1786.1115
IQGAP3	571.3738	IQGAP3	129.0207
IQSEC1	1568.3039	IQSEC1	1887.3102
IQSEC2	1252.878	IQSEC2	406.935
IQSEC3	8.8258	IQSEC3	76.4341
removed	removed	IQUB	37.6056
IRAK1BP1	56.9647	IRAK1BP1	72.6215
IRAK1	3108.5955	IRAK1	1669.9317
IRAK2	62.1642	IRAK2	89.8865
IRAK3	119.34	IRAK3	299.9273
IRAK4	455.1036	IRAK4	439.6488
IREB2	1110.5142	IREB2	1842.9784
IRF1	1202.1604	IRF1	576.2304
IRF2BP1	551.0361	IRF2BP1	614.8357
IRF2BP2	5157.3292	IRF2BP2	8077.5531
IRF2	1040.6754	IRF2	898.559
IRF3	766.8803	IRF3	544.1097
IRF4	49.5012	IRF4	66.6505
IRF5	362.241	IRF5	93.2496
IRF6	2663.4689	IRF6	1812.7105
IRF7	1300.0767	IRF7	194.754
IRF8	320.4144	IRF8	178.55
IRF9	2613.515	IRF9	515.4225
IRGQ	552.9547	IRGQ	807.4496
IRS1	2146.5848	IRS1	2832.3411
IRS2	232.1566	IRS2	1902.2913
IRX1	16.5004	IRX1	965.821
IRX2	551.8035	IRX2	1471.5088
IRX3	1151.1896	IRX3	1885.4758
IRX4	8.4421	IRX4	86.8291
IRX5	1980.4298	IRX5	981.7193
removed	removed	IRX6	74.2939
ISCA1P1	44.5127	ISCA1P1	76.1283
ISCA1	598.6186	ISCA1	836.8003
ISCA2	442.8243	ISCA2	219.2129
ISCU	1149.6546	ISCU	1302.1309
ISG15	5282.4252	ISG15	142.7789
ISG20L2	965.848	ISG20L2	841.0806
ISG20	303.1466	ISG20	254.0669
ISLR2	20.3377	ISLR2	57.1727
ISLR	2811.9724	ISLR	3343.5322
ISM1	93.6301	ISM1	1329.0357
ISOC1	320.4144	ISOC1	884.4951
ISOC2	635.0729	ISOC2	333.864
ISPD	44.1289	ISPD	92.9438
ISY1	713.515	ISY1	611.4726
ISYNA1	198.0046	ISYNA1	751.4998
ITCH	1778.5879	ITCH	1585.2427
ITFG1	1036.4543	ITFG1	1134.5874
ITFG2	298.1581	ITFG2	494.6813
ITFG3	2514.4129	ITFG3	1830.1253
ITGA10	65.6178	ITGA10	166.3205
ITGA11	1524.175	ITGA11	849.3354
ITGA1	1060.9977	ITGA1	1677.5476
removed	removed	ITGA2B	7.6434
ITGA2	1209.1328	ITGA2	2783.4233
ITGA3	1034.152	ITGA3	3215.1229
ITGA4	629.7199	ITGA4	394.6842
ITGA5	2251.3431	ITGA5	1885.7815
ITGA6	4181.5042	ITGA6	6552.2347
ITGA7	151.5733	ITGA7	1217.1362
ITGA8	56.792	ITGA8	44.6375
ITGA9	106.2932	ITGA9	370.8581
ITGAD	7.6746	removed	removed
ITGAE	237.5288	ITGAE	155.314
ITGAL	767.4597	ITGAL	114.9568
ITGAM	952.0338	ITGAM	162.346
ITGAV	2876.0553	ITGAV	3295.5316
ITGAX	572.9087	ITGAX	96.0012
ITGB1BP1	502.3024	ITGB1BP1	1027.5797
ITGB1	11783.1926	ITGB1	18178.469
ITGB2	2439.3707	ITGB2	467.4708
ITGB3BP	142.7475	ITGB3BP	161.7345
ITGB3	198.0046	ITGB3	186.1934
ITGB4	3384.4973	ITGB4	5808.684
ITGB5	4354.5664	ITGB5	4606.8346
ITGB6	420.9517	ITGB6	3338.3347
ITGB7	97.0837	ITGB7	38.8285
ITGB8	2460.4758	ITGB8	1883.0299
ITGBL1	1382.5787	ITGBL1	289.838
ITIH2	61.013	ITIH2	773.8186
removed	removed	ITIH3	33.3253
ITIH4	58.9524	ITIH4	76.7398
ITIH5L	227.9355	ITIH5L	81.0201
ITIH5	100.1535	ITIH5	3837.9078
ITK	96.3162	ITK	12.5352
ITM2A	290.4835	ITM2A	2263.3658
ITM2B	8442.0568	ITM2B	12307.1091
ITM2C	833.0775	ITM2C	1888.8389
ITPA	457.7897	ITPA	364.4377
ITPK1	3558.3269	ITPK1	1150.7914
ITPKA	108.5955	removed	removed
ITPKB	1153.1082	ITPKB	1398.4378
ITPKC	735.2264	ITPKC	1703.5627
ITPR1	1361.0898	ITPR1	4476.2852
ITPR2	4744.0522	ITPR2	6440.9467
ITPR3	2343.8718	ITPR3	1585.0746
ITPRIPL1	14.198	ITPRIPL1	224.1047
ITPRIPL2	2070.6063	ITPRIPL2	1359.3036
ITPRIP	673.0622	ITPRIP	982.3307
ITSN1	872.6017	ITSN1	1327.2013
ITSN2	815.8097	ITSN2	1103.4023
IVD	1970.8365	IVD	2050.5734
IVNS1ABP	2018.8028	IVNS1ABP	4150.3703
IWS1	1050.6523	IWS1	1169.7471
IYD	16.1167	IYD	5.1975
JAG1	1897.9279	JAG1	2802.0732
JAG2	454.3361	JAG2	1155.6832
JAGN1	899.4628	JAGN1	653.0527
JAK1	5773.5994	JAK1	6196.6633
JAK2	441.2893	JAK2	658.8617
JAK3	196.4697	JAK3	174.5754
JAKMIP1	80.967	removed	removed
JAKMIP2	10.7444	removed	removed
JAKMIP3	15.3492	JAKMIP3	67.5677
JAM2	144.6662	JAM2	481.8404
JAM3	524.175	JAM3	1322.921
JARID2	669.2249	JARID2	848.724
JAZF1	375.6715	JAZF1	454.9356
JDP2	234.4589	JDP2	665.8937
JHDM1D	538.373	JHDM1D	1285.6211
JKAMP	1158.8642	JKAMP	914.4573
JMJD1C	1849.1788	JMJD1C	3269.4706
JMJD4	807.0568	JMJD4	534.6105
JMJD5	86.7229	JMJD5	103.3389
JMJD6	461.2433	JMJD6	512.1083
JMJD7-PLA2G4B	323.4843	JMJD7-PLA2G4B	486.4265
JMJD8	1346.9685	JMJD8	976.054
JMY	740.9823	JMY	1367.8642
JOSD1	948.1965	JOSD1	1976.8909
JOSD2	285.8787	JOSD2	132.9953
JPH1	76.3622	JPH1	148.2821
JPH2	36.0706	JPH2	481.5347
JPH3	21.1051	removed	removed
JPH4	8.8258	JPH4	66.3448
JRKL	100.921	JRKL	541.7647
JRK	148.1197	JRK	627.6766
removed	removed	JSRP1	7.9491
JTB	4075.5948	JTB	1534.1848
JUB	151.957	JUB	721.8434
JUNB	5130.0844	JUNB	5960.9407
JUND	3713.7375	JUND	5641.752
JUN	6831.1589	JUN	21435.4778
JUP	7471.2203	JUP	7842.7476
removed	removed	KAAG1	6.555
KAL1	395.2417	KAL1	1132.4473
KALRN	102.4559	KALRN	578.4531
KANK1	543.3615	KANK1	2534.2482
KANK2	1587.4904	KANK2	2134.0394
KANK3	64.8503	KANK3	217.3785
KANK4	312.7398	KANK4	647.5495
KARS	3207.9816	KARS	2500.6172
KAT2A	1129.7007	KAT2A	839.8576
KAT2B	765.1573	KAT2B	628.2881
KAT5	945.307	KAT5	885.5254
KATNA1	281.274	KATNA1	288.3093
KATNAL1	223.7145	KATNAL1	537.1787
KATNAL2	44.5127	KATNAL2	56.2555
KATNB1	475.0576	KATNB1	386.7564
KAZALD1	80.9593	KAZALD1	53.1798
KAZ	607.5633	KAZ	1100.7607
KBTBD10	14.198	KBTBD10	23.8627
KBTBD11	148.1197	KBTBD11	143.6961
removed	removed	KBTBD12	7.6434
KBTBD2	1169.6086	KBTBD2	1495.9677
KBTBD3	54.8734	KBTBD3	184.359
KBTBD4	297.3638	KBTBD4	426.7804
KBTBD6	260.1688	KBTBD6	704.1107
KBTBD7	151.957	KBTBD7	317.66
KBTBD8	87.1067	KBTBD8	23.5417
KCMF1	751.7268	KCMF1	1113.7973
KCNA1	8.0583	KCNA1	321.6346
removed	removed	KCNA2	8.8664
KCNA3	36.4543	KCNA3	23.5417
removed	removed	KCNA5	10.0893
