gene_id	TCGA-BH-A0BW-01A-11R-A115-07	gene_id	TCGA-BH-A0BW-11A-12R-A115-07
LRSAM1	747.9735	LRSAM1	409.113
LRTOMT	174.6168	LRTOMT	131.7223
LRWD1	225.8659	LRWD1	219.8605
LSAMP	5.5269	LSAMP	94.8418
LSG1	1228.4451	LSG1	983.768
LSM10	364.4068	LSM10	347.4658
LSM11	77.3766	LSM11	258.2283
LSM12	1224.392	LSM12	926.4319
LSM14A	4729.182	LSM14A	3063.3899
LSM14B	1121.9602	LSM14B	801.8442
LSM1	281.1349	LSM1	369.883
LSM2	665.8069	LSM2	516.0256
LSM3	313.5593	LSM3	455.2406
LSM4	621.5917	LSM4	666.4791
LSM5	494.1046	LSM5	473.7779
LSM6	273.7657	LSM6	244.4332
LSM7	199.3368	LSM7	253.9173
LSMD1	133.3825	LSMD1	184.5104
LSP1	790.3464	LSP1	3087.5314
LSR	4359.2483	LSR	951.8667
LSS	812.0855	LSS	895.8238
LST1	130.0663	LST1	165.9731
LTA4H	1246.8681	LTA4H	2189.5521
LTA	40.1621	LTA	90.0997
LTB4R2	36.9897	LTB4R2	99.4502
LTB4R	93.7436	LTB4R	291.16
LTBP1	2558.9536	LTBP1	2046.8583
LTBP2	1944.731	LTBP2	7954.6398
LTBP3	1604.8895	LTBP3	2384.2925
LTBP4	220.7074	LTBP4	1691.2016
LTBR	2529.8452	LTBR	1242.8586
LTB	161.3854	LTB	769.5118
removed	removed	LTC4S	16.9379
LTF	364.0383	LTF	63286.6345
removed	removed	LTK	39.6611
LTV1	472.3655	LTV1	709.1579
LUC7L2	1501.1275	LUC7L2	2458.5579
LUC7L3	1616.4333	LUC7L3	3836.7816
LUC7L	403.4635	LUC7L	944.1069
LUM	5891.6728	LUM	8137.8569
LUZP1	1479.3662	LUZP1	1522.6419
removed	removed	LUZP2	166.8353
LUZP6	3498.5262	LUZP6	4525.2468
LXN	336.0354	LXN	597.5033
LY6D	153.2793	LY6D	47.852
LY6E	16477.1555	LY6E	3604.4192
LY6G5B	38.6588	LY6G5B	72.347
LY6G5C	11.7907	LY6G5C	27.5903
removed	removed	LY6G6C	15.0885
removed	removed	LY6H	6.8976
LY6K	504.4215	LY6K	14.2263
LY75	4627.4797	LY75	2305.9488
LY86	172.0707	LY86	323.7554
LY96	148.8578	LY96	155.6268
LY9	22.4761	LY9	367.2964
LYAR	339.3515	LYAR	314.7023
LYG1	8.1061	LYG1	19.8306
LYL1	49.3736	LYL1	143.556
LYNX1	1507.7377	LYNX1	455.2406
LYN	3084.3773	LYN	2164.5484
LYPD1	58.9167	LYPD1	21.3265
LYPD3	289.241	LYPD3	454.3784
LYPD5	404.2004	LYPD5	78.8911
LYPD6B	79.5873	LYPD6B	60.3539
LYPD6	21.3707	LYPD6	121.5699
LYPLA1	1660.6485	LYPLA1	1192.8511
LYPLA2P1	50.479	LYPLA2P1	49.5764
LYPLA2	720.7074	LYPLA2	864.3536
LYPLAL1	427.4134	LYPLAL1	350.9146
LYRM1	381.7244	LYRM1	437.5655
LYRM2	623.1614	LYRM2	1055.3693
LYRM4	143.6993	LYRM4	287.112
LYRM5	207.8113	LYRM5	302.2004
LYRM7	298.4525	LYRM7	591.899
LYSMD1	362.9329	LYSMD1	234.0868
LYSMD2	618.6441	LYSMD2	262.1082
LYSMD3	687.5461	LYSMD3	753.5611
LYSMD4	91.927	LYSMD4	198.6634
LYST	1341.5623	LYST	1833.8954
LYVE1	24.6868	LYVE1	466.0181
LYZ	4729.9189	LYZ	9802.7614
LZIC	436.9934	LZIC	337.9817
LZTFL1	258.2903	LZTFL1	576.8105
LZTR1	867.7229	LZTR1	938.2354
LZTS1	72.2181	LZTS1	532.8384
LZTS2	662.4908	LZTS2	1233.3744
M6PR	2586.6691	M6PR	3841.3038
removed	removed	MAB21L1	73.2868
MACC1	472.3655	MACC1	791.929
MACF1	10571.4812	MACF1	11099.0763
MACROD1	84.7458	MACROD1	75.4423
MACROD2	18.423	MACROD2	193.9946
MAD1L1	195.2837	MAD1L1	384.1093
MAD2L1BP	411.9381	MAD2L1BP	325.4798
MAD2L1	1245.7627	MAD2L1	260.8149
MAD2L2	317.6124	MAD2L2	358.6744
MADD	1292.9256	MADD	1633.4343
MAEA	1241.3412	MAEA	980.3193
MAEL	3453.2056	removed	removed
MAF1	1871.4075	MAF1	1568.3384
MAFB	1382.8298	MAFB	1897.698
MAFF	243.552	MAFF	655.7017
MAFG	927.4134	MAFG	868.2335
MAFK	241.647	MAFK	609.7982
MAF	389.462	MAF	1711.0321
MAGEA10	385.409	removed	removed
MAGEA11	18.0545	removed	removed
MAGEA12	857.7745	removed	removed
MAGEA1	11.7907	removed	removed
MAGEA2	969.4178	removed	removed
MAGEA3	1631.1717	MAGEA3	9.9153
MAGEA4	2772.2918	removed	removed
MAGEA5	46.4259	removed	removed
MAGEA6	2218.4967	MAGEA6	67.2515
MAGEA8	58.2167	removed	removed
MAGEA9B	61.9013	removed	removed
MAGEB10	16.9492	removed	removed
MAGEB16	26.8976	removed	removed
MAGEB1	24.3183	removed	removed
MAGEB2	169.86	removed	removed
removed	removed	MAGEB4	5.6043
MAGEC1	100.2211	removed	removed
MAGEC2	768.9757	MAGEC2	6.0354
MAGED1	7387.2513	MAGED1	3115.984
MAGED2	2561.5328	MAGED2	2861.6355
MAGED4B	31.6986	MAGED4B	335.9814
MAGED4	10.3058	MAGED4	100.722
MAGEE1	120.8548	MAGEE1	174.5951
MAGEF1	1380.9875	MAGEF1	783.7381
MAGEH1	159.5431	MAGEH1	443.1698
removed	removed	MAGEL2	12.5019
MAGI1	691.2307	MAGI1	1113.96
MAGI2	195.6522	MAGI2	184.0793
MAGI3	990.0516	MAGI3	712.6067
MAGIX	78.4819	MAGIX	18.1062
MAGOHB	258.6588	MAGOHB	218.9983
MAGOH	418.5704	MAGOH	361.6921
MAGT1	3386.1459	MAGT1	2503.8233
MAK16	788.9315	MAK16	604.9656
MAK	5.5269	MAK	11.6397
MAL2	14210.3906	MAL2	2092.9859
MALAT1	2012.5645	MALAT1	4373.7499
MALL	1030.9506	MALL	895.3927
MALT1	582.1665	MALT1	1021.7048
removed	removed	MAL	106.9126
MAMDC2	43.0619	MAMDC2	459.5214
MAMDC4	8.843	MAMDC4	39.23
MAML1	1138.4156	MAML1	1583.3018
MAML2	1415.2542	MAML2	1254.0672
MAML3	248.3419	MAML3	333.6707
MAMLD1	205.6006	MAMLD1	288.8364
MAMSTR	9.58	MAMSTR	15.0885
MAN1A1	797.3471	MAN1A1	2271.4609
MAN1A2	2490.0516	MAN1A2	1202.7664
MAN1B1	3873.6183	MAN1B1	1512.2955
MAN1C1	65.2174	MAN1C1	353.0701
MAN2A1	918.5704	MAN2A1	882.0287
MAN2A2	1403.4635	MAN2A2	1292.8661
MAN2B1	1792.9256	MAN2B1	2540.0356
MAN2B2	1628.9609	MAN2B2	1338.5626
MAN2C1	578.4819	MAN2C1	935.916
MANBAL	660.6485	MANBAL	682.4298
MANBA	3185.3353	MANBA	957.0399
MANEAL	1154.7531	MANEAL	187.5281
MANEA	570.0074	MANEA	619.0582
MANF	1599.1157	MANF	957.0399
MANSC1	983.4193	MANSC1	1002.3053
MAOA	73.692	MAOA	516.4567
MAOB	2757.9219	MAOB	2332.2459
MAP1A	222.5497	MAP1A	799.2576
MAP1B	5630.0663	MAP1B	2176.6191
MAP1D	58.9536	MAP1D	59.4917
MAP1LC3A	336.4038	MAP1LC3A	222.4471
MAP1LC3B2	303.9794	MAP1LC3B2	181.0616
MAP1LC3B	1897.9366	MAP1LC3B	1814.4959
MAP1LC3C	7.0007	MAP1LC3C	43.541
MAP1S	408.622	MAP1S	538.8738
MAP2K1	2636.9749	MAP2K1	1139.3948
MAP2K2	887.6197	MAP2K2	1179.0559
MAP2K3	815.7701	MAP2K3	1163.1052
MAP2K4	512.5276	MAP2K4	943.2447
MAP2K5	261.238	MAP2K5	295.3029
MAP2K6	126.0133	MAP2K6	256.5039
MAP2K7	323.1393	MAP2K7	744.077
MAP2	2119.0125	MAP2	519.4744
MAP3K10	156.9639	MAP3K10	130.623
MAP3K11	1583.2719	MAP3K11	1228.6323
MAP3K12	63.762	MAP3K12	273.6703
MAP3K13	175.3943	MAP3K13	129.3944
MAP3K14	517.6861	MAP3K14	1118.702
MAP3K1	1188.6514	MAP3K1	2577.1101
MAP3K2	2382.8298	MAP3K2	991.5278
MAP3K3	1062.395	MAP3K3	1209.0432
MAP3K4	411.2012	MAP3K4	1043.2597
MAP3K5	736.1828	MAP3K5	909.1879
MAP3K6	870.3021	MAP3K6	622.0759
MAP3K7	582.535	MAP3K7	1038.5176
MAP3K8	173.913	MAP3K8	863.0603
MAP3K9	110.1695	MAP3K9	135.3651
MAP4K1	158.4377	MAP4K1	725.9708
MAP4K2	477.1555	MAP4K2	498.7816
MAP4K3	1225.4974	MAP4K3	835.9011
MAP4K4	3532.4245	MAP4K4	3691.9323
MAP4K5	767.1334	MAP4K5	1445.9062
MAP4	5680.5453	MAP4	6322.9298
MAP6D1	14.3699	MAP6D1	53.0252
MAP6	244.6573	MAP6	129.3297
MAP7D1	2515.8438	MAP7D1	1742.0713
MAP7D2	176.8607	MAP7D2	20.2617
MAP7D3	92.4834	MAP7D3	317.72
MAP7	708.9167	MAP7	799.2576
MAP9	1323.5077	MAP9	601.3832
MAPK10	531.6875	MAPK10	156.9201
MAPK11	534.6352	MAPK11	309.098
MAPK12	154.6979	MAPK12	97.9198
MAPK13	1296.2417	MAPK13	594.4856
MAPK14	2295.1363	MAPK14	1629.9855
MAPK15	17.6861	MAPK15	60.785
MAPK1IP1L	1189.3884	MAPK1IP1L	2141.269
MAPK1	4544.5836	MAPK1	3766.9435
MAPK3	1551.5844	MAPK3	1101.8892
removed	removed	MAPK4	162.9554
MAPK6	2880.9875	MAPK6	1254.4982
MAPK7	197.3729	MAPK7	272.3425
MAPK8IP1	199.7052	MAPK8IP1	174.164
MAPK8IP2	613.4856	MAPK8IP2	75.0112
MAPK8IP3	489.6831	MAPK8IP3	1135.0838
MAPK8	280.3979	MAPK8	330.653
MAPK9	1286.2933	MAPK9	891.5128
MAPKAP1	1746.4996	MAPKAP1	1623.519
MAPKAPK2	2609.4326	MAPKAPK2	3155.6451
MAPKAPK3	369.9337	MAPKAPK3	815.2083
MAPKAPK5	691.3338	MAPKAPK5	487.78
MAPKBP1	421.1496	MAPKBP1	813.4839
MAPKSP1	1138.1724	MAPKSP1	964.7997
MAPRE1	4400.1474	MAPRE1	2959.0639
MAPRE2	852.2476	MAPRE2	1279.0709
MAPRE3	844.5099	MAPRE3	271.1613
MAPT	6.6323	MAPT	219.4294
MARCH1	269.7126	MARCH1	236.6734
MARCH2	257.5534	MARCH2	406.9575
MARCH3	55.6374	MARCH3	102.6016
MARCH4	5.5269	removed	removed
MARCH5	900.5158	MARCH5	1010.0651
MARCH6	2813.1909	MARCH6	2654.708
MARCH7	2705.969	MARCH7	2272.3231
MARCH8	239.8674	MARCH8	420.3216
MARCH9	95.4311	MARCH9	290.5608
MARCKSL1	7963.8909	MARCKSL1	5265.0128
MARCKS	5246.4996	MARCKS	5793.9713
MARCO	219.9705	MARCO	160.3688
MARK1	436.9934	MARK1	257.7972
MARK2	3266.028	MARK2	1586.8756
MARK3	830.8769	MARK3	1157.501
MARK4	689.3884	MARK4	577.6727
MARS2	199.3368	MARS2	332.3774
MARS	1458.8541	MARS	1753.8058
MARVELD1	603.2903	MARVELD1	700.855
MARVELD2	524.6868	MARVELD2	261.246
MARVELD3	676.5844	MARVELD3	175.3797
removed	removed	MAS1L	7.3287
MASP1	16.9492	MASP1	87.082
MASP2	11.4223	MASP2	40.0922
removed	removed	MAST1	6.0354
MAST2	1265.6595	MAST2	1167.4162
MAST3	169.1231	MAST3	719.0732
MAST4	358.143	MAST4	707.8646
MASTL	793.294	MASTL	265.9881
MAT1A	230.2874	MAT1A	13.3641
MAT2A	2632.6455	MAT2A	5222.3339
MAT2B	1289.9779	MAT2B	1957.6208
MATK	36.1091	MATK	121.1388
MATN2	831.6139	MATN2	2987.5164
MATN3	37.9514	MATN3	52.163
MATN4	8.843	MATN4	26.297
MATR3	7485.0184	MATR3	8447.4205
MAVS	1248.7104	MAVS	2994.414
MAX	1036.1091	MAX	1370.4639
MAZ	2582.2771	MAZ	2337.5096
MBD1	561.5328	MBD1	1070.8501
MBD2	1274.1341	MBD2	1748.5378
MBD3	590.6411	MBD3	981.1814
MBD4	1026.5291	MBD4	1089.3873
MBD5	538.6883	MBD5	419.0283
MBD6	610.9064	MBD6	1285.1063
MBIP	196.7576	MBIP	326.7731
removed	removed	MBL1P	8.622
MBLAC1	12.1592	MBLAC1	16.8129
MBLAC2	134.4878	MBLAC2	331.5152
MBNL1	4920.2063	MBNL1	6766.0393
MBNL2	2142.9624	MBNL2	2712.0442
MBNL3	151.437	MBNL3	153.9024
MBOAT1	1413.4119	MBOAT1	787.1869
MBOAT2	3020.2653	MBOAT2	301.3382
MBOAT4	9.9484	MBOAT4	6.0354
MBOAT7	990.7885	MBOAT7	718.211
MBP	865.1437	MBP	1866.2278
MBTD1	474.2078	MBTD1	1092.405
MBTPS1	6228.0766	MBTPS1	3087.1003
MBTPS2	1189.8158	MBTPS2	556.5446
MB	256.448	MB	143.556
MC1R	145.3169	MC1R	109.525
removed	removed	MC4R	7.3287
MCAM	7523.5814	MCAM	3596.2283
MCART1	167.6492	MCART1	175.8884
removed	removed	MCART2	6.0354
MCART6	12.1592	MCART6	67.6826
MCAT	161.0169	MCAT	189.6836
MCCC1	697.8629	MCCC1	618.196
MCCC2	1812.0855	MCCC2	1988.6599
MCC	1185.7038	MCC	1438.1464
MCEE	179.0715	MCEE	125.0187
MCF2L2	19.5542	MCF2L2	27.1592
MCF2L	302.9256	MCF2L	660.0127
MCFD2	6470.3132	MCFD2	2692.7525
MCHR1	5.689	MCHR1	23.8355
MCL1	10521.7391	MCL1	19712.8665
MCM10	420.0442	MCM10	146.1426
MCM2	1680.1769	MCM2	889.7884
MCM3APAS	10.8475	MCM3APAS	47.3174
MCM3AP	1515.3132	MCM3AP	2514.2732
MCM3	2640.7517	MCM3	2028.3211
MCM4	2304.3478	MCM4	1288.5551
MCM5	759.7642	MCM5	1193.7133
MCM6	2400.5158	MCM6	1236.8232
MCM7	2232.0892	MCM7	2115.7695
MCM8	478.2609	MCM8	260.8149
MCM9	65.2174	MCM9	114.6723
MCOLN1	178.3346	MCOLN1	314.2712
MCOLN2	152.1739	MCOLN2	206.0653
MCOLN3	151.0685	MCOLN3	152.178
MCPH1	309.8526	MCPH1	616.1526
MCRS1	440.3095	MCRS1	740.6282
MCTP1	216.2859	MCTP1	331.9463
MCTP2	413.7804	MCTP2	429.3747
MCTS1	1144.0678	MCTS1	922.552
MDC1	2054.9005	MDC1	1205.353
MDFIC	1846.3522	MDFIC	1701.9791
MDFI	267.5018	MDFI	412.1307
MDGA1	15.8438	MDGA1	45.2654
MDGA2	126.3817	removed	removed
MDH1B	48.2682	MDH1B	49.5764
MDH1	4269.7126	MDH1	2000.2996
MDH2	2721.4444	MDH2	2347.7655
MDK	2382.4613	MDK	1760.1774
MDM1	464.9963	MDM1	397.0422
MDM2	5022.1076	MDM2	2077.0352
MDM4	1106.8534	MDM4	1857.6058
MDN1	945.8364	MDN1	2616.7713
MDP1	73.4709	MDP1	129.6013
removed	removed	MDS2	5.1732
ME1	617.5387	ME1	202.1855
ME2	1176.4923	ME2	861.3359
ME3	252.395	ME3	303.9248
MEA1	921.857	MEA1	646.183
MEAF6	1029.8452	MEAF6	1176.4693
MECOM	741.3412	MECOM	489.7285
MECP2	1085.1142	MECP2	1963.2251
MECR	191.9676	MECR	294.4407
MED10	280.3979	MED10	320.7377
MED11	112.0118	MED11	190.5458
MED12L	15.4753	MED12L	37.9367
MED12	523.9499	MED12	1617.0526
MED13L	5861.8276	MED13L	4188.1273
MED13	6241.7097	MED13	3125.8992
MED14	3084.3552	MED14	1543.3346
MED15	2203.0214	MED15	1702.4102
MED16	564.4805	MED16	768.2185
MED17	834.5615	MED17	775.1161
MED18	328.6662	MED18	334.964
MED19	174.65	MED19	164.2487
MED1	3214.0752	MED1	2123.5939
MED20	528.7399	MED20	529.3896
MED21	344.8784	MED21	462.5693
MED22	648.1209	MED22	778.5649
MED23	812.8224	MED23	1344.598
MED24	2102.8003	MED24	1743.3646
MED25	572.0228	MED25	520.3366
MED26	135.9617	MED26	228.0514
MED27	298.4525	MED27	206.9275
MED28	465.7332	MED28	647.5108
MED29	1347.8261	MED29	1212.2505
MED30	490.7885	MED30	167.2664
MED31	69.5615	MED31	123.9108
MED4	701.5475	MED4	832.0212
MED6	256.448	MED6	357.8122
MED7	120.4864	MED7	217.705
MED8	623.434	MED8	531.9762
MED9	205.6006	MED9	357.3811
MEF2A	2632.8335	MEF2A	1993.9064
MEF2B	19.0862	MEF2B	133.6235
MEF2C	615.6964	MEF2C	1989.091
MEF2D	1232.4982	MEF2D	1653.2649
MEFV	36.4775	MEFV	11.6397
MEG3	19.8968	MEG3	268.5747
MEGF10	217.7598	MEGF10	95.704
removed	removed	MEGF11	12.5019
MEGF6	362.9329	MEGF6	809.604
MEGF8	570.0074	MEGF8	1241.5653
MEGF9	808.4009	MEGF9	1060.5037
MEI1	57.1113	MEI1	225.8959
MEIS1	178.3346	MEIS1	218.1361
MEIS2	164.3331	MEIS2	342.2926
MEIS3P1	101.3265	MEIS3P1	419.4594
MEIS3	46.4259	MEIS3	221.1538
MELK	278.5556	MELK	178.0439
MEMO1	509.9484	MEMO1	395.2445
MEN1	630.8032	MEN1	748.388
MEOX1	17.3176	MEOX1	308.6669
MEOX2	7.7377	MEOX2	276.3345
removed	removed	MEP1A	9.0531
MEPCE	938.8357	MEPCE	1198.8865
MERTK	400.1474	MERTK	392.3001
MESDC1	517.3176	MESDC1	442.7387
MESDC2	1836.4038	MESDC2	1184.6602
MESP1	66.3228	MESP1	40.5233
MESP2	44.5836	MESP2	9.4842
removed	removed	MESTIT1	12.933
MEST	27.6345	MEST	1967.9672
METAP1	2272.6603	METAP1	1238.1165
METAP2	2003.3161	METAP2	1731.2938
METRNL	177.5976	METRNL	256.0728
METRN	107.2218	METRN	27.1592
METT10D	616.4333	METT10D	976.8705
METT11D1	303.2424	METT11D1	600.9521
METT5D1	470.5232	METT5D1	335.8262
METTL10	166.9049	METTL10	312.0036
METTL11A	167.8298	METTL11A	211.3592
METTL12	33.6293	METTL12	69.4975
METTL13	885.409	METTL13	911.7745
METTL14	995.9469	METTL14	425.0637
METTL1	204.1268	METTL1	293.5785
METTL2A	445.4679	METTL2A	349.1902
METTL2B	178.703	METTL2B	290.5608
METTL3	236.6839	METTL3	780.6902
METTL4	478.2609	METTL4	289.2675
METTL5	483.8099	METTL5	363.0932
METTL6	186.4407	METTL6	260.8149
METTL7A	1210.759	METTL7A	2596.9407
METTL7B	26.5291	METTL7B	11.6397
METTL8	323.8762	METTL8	494.0395
METTL9	1967.944	METTL9	1844.6729
MET	6038.3198	MET	2078.3285
MEX3A	272.6603	MEX3A	1341.5803
MEX3B	61.5328	MEX3B	154.3335
MEX3C	1037.2144	MEX3C	1832.171
MEX3D	135.5932	MEX3D	245.2954
MFAP1	626.0133	MFAP1	785.0314
MFAP2	203.7583	MFAP2	253.4862
MFAP3L	914.5173	MFAP3L	279.3522
MFAP3	978.2609	MFAP3	1196.2999
MFAP4	178.3346	MFAP4	2786.6243
MFAP5	279.661	MFAP5	1194.5755
MFF	1259.0273	MFF	960.9198
MFGE8	2955.0479	MFGE8	3654.8578
MFHAS1	375.829	MFHAS1	522.4921
MFI2	4194.9153	MFI2	688.4652
MFN1	1287.3987	MFN1	987.6479
MFN2	3589.5357	MFN2	2214.5558
MFNG	125.6448	MFNG	618.1098
MFRP	224.7605	MFRP	215.5495
MFSD10	1329.0346	MFSD10	727.6952
MFSD11	1149.58	MFSD11	476.3257
MFSD1	1867.3545	MFSD1	2324.055
MFSD2A	201.1791	MFSD2A	106.9126
MFSD2B	24.6868	MFSD2B	15.9507
MFSD3	214.0752	MFSD3	109.9303
MFSD4	384.3036	MFSD4	382.816
MFSD5	437.3618	MFSD5	464.2937
MFSD6L	9.58	MFSD6L	18.9684
MFSD6	3212.9698	MFSD6	1521.7797
MFSD7	37.2144	MFSD7	90.173
MFSD8	461.6802	MFSD8	421.1838
MFSD9	155.1216	MFSD9	169.853
MGAM	7.7377	MGAM	137.9517
MGAT1	2374.3552	MGAT1	3314.2895
MGAT2	702.6529	MGAT2	890.6506
MGAT3	561.1643	MGAT3	553.9623
MGAT4A	1735.8143	MGAT4A	1877.4364
MGAT4B	1236.1828	MGAT4B	1107.8513
MGAT4C	21.7391	MGAT4C	107.3437
MGAT5B	407.5166	MGAT5B	6.8976
MGAT5	640.7517	MGAT5	498.3505
MGA	1753.1319	MGA	1962.3629
MGC12916	16.9492	MGC12916	39.23
MGC12982	49.7421	MGC12982	27.1592
MGC14436	6.6323	removed	removed
MGC16121	7.0007	MGC16121	14.2263
MGC16142	16.5807	MGC16142	16.3818
MGC16275	35.0037	MGC16275	46.9898
MGC16384	15.1069	MGC16384	19.3995
MGC16703	5.4348	MGC16703	6.6691
MGC21881	56.3744	MGC21881	126.7431
MGC23270	5.8954	MGC23270	10.3464
MGC23284	33.1614	MGC23284	36.6434
MGC2752	465.3648	MGC2752	594.4856
MGC2889	16.5807	removed	removed
MGC29506	290.3464	MGC29506	1430.3867
MGC3771	7.664	MGC3771	10.6525
MGC42105	28.3714	MGC42105	10.7775
MGC45800	7.3692	MGC45800	7.3287
MGC57346	199.8047	MGC57346	276.7656
MGC70857	421.5181	MGC70857	287.9742
MGC72080	130.0774	MGC72080	59.1683
MGC87042	32.4245	MGC87042	31.9013
MGEA5	1789.9779	MGEA5	4963.6745
MGLL	249.8158	MGLL	1917.0975
MGMT	124.9079	MGMT	217.705
MGP	14221.8128	MGP	54807.3472
MGRN1	1742.4466	MGRN1	1369.6017
MGST1	2107.2218	MGST1	1216.5615
MGST2	423.7288	MGST2	467.7425
MGST3	1658.4377	MGST3	1036.3621
MIA3	2004.79	MIA3	2193.432
MIAT	336.3228	MIAT	1460.1325
MIA	2288.9278	MIA	423.6281
MIB1	3094.3257	MIB1	2434.4164
MIB2	316.1385	MIB2	243.1399
MICAL1	463.8909	MICAL1	1416.1604
MICAL2	1393.8836	MICAL2	1057.0549
MICAL3	1726.9713	MICAL3	1795.5276
MICALCL	23.9499	MICALCL	40.5233
MICALL1	1209.2852	MICALL1	1068.2635
MICALL2	417.465	MICALL2	463.4315
MICA	268.9757	MICA	259.9527
MICB	404.2004	MICB	198.3056
MID1IP1	638.9094	MID1IP1	416.0106
MID1	1113.3751	MID1	1126.0307
MID2	564.8489	MID2	619.9204
MIDN	707.0744	MIDN	1306.6612
MIER1	1567.4282	MIER1	1432.9733
MIER2	180.5453	MIER2	349.6213
MIER3	633.7509	MIER3	713.0378
MIF4GD	428.4451	MIF4GD	358.6313
MIF	1596.2196	MIF	866.7721
MIIP	271.5549	MIIP	284.0943
MINA	1148.7472	MINA	1050.8815
MINK1	1686.986	MINK1	2356.077
MINPP1	467.2071	MINPP1	500.0749
MIOS	444.731	MIOS	689.3274
MIPEP	267.1334	MIPEP	367.2964
MIPOL1	64.4805	MIPOL1	74.5801
MIR155HG	56.0059	MIR155HG	193.9946
MIR17HG	8.1061	MIR17HG	113.3791
MIS12	360.7222	MIS12	647.9419
MITD1	284.0825	MITD1	278.0589
MITF	191.2307	MITF	302.2004
removed	removed	MIXL1	9.0531
MKI67IP	672.804	MKI67IP	735.8775
MKI67	3008.843	MKI67	2189.5521
MKKS	928.5188	MKKS	668.6346
MKL1	1112.7487	MKL1	1389.8634
MKL2	1823.1393	MKL2	2599.5273
MKLN1	1401.6212	MKLN1	1995.9886
MKNK1	622.6971	MKNK1	550.9446
MKNK2	1030.2137	MKNK2	2316.7263
MKRN1	2284.451	MKRN1	2748.2565
MKRN2	394.6205	MKRN2	681.1365
MKRN3	98.0103	MKRN3	19.3995
MKS1	310.9801	MKS1	262.9704
removed	removed	MKX	16.8129
removed	removed	MLC1	25.0037
MLEC	4718.8651	MLEC	4655.0076
MLF1IP	654.0457	MLF1IP	137.7232
MLF1	549.0052	MLF1	280.2144
MLF2	2373.9867	MLF2	1985.2111
MLH1	618.2756	MLH1	739.766
MLH3	472.3655	MLH3	563.8776
MLKL	1030.9506	MLKL	348.7591
MLL2	1917.2366	MLL2	3590.9905
removed	removed	MLL3	4367.4645
MLL4	1188.6514	MLL4	1373.0505
MLL5	2375.2542	MLL5	3044.6629
MLLT10	901.6212	MLLT10	935.0538
MLLT11	364.4068	MLLT11	131.4852
MLLT1	824.6131	MLLT1	1206.6463
MLLT3	189.3884	MLLT3	431.5302
MLLT4	3735.0774	MLLT4	3416.46
MLLT6	7120.1179	MLLT6	6200.0666
MLL	3660.28	MLL	4159.6748
MLPH	132.6455	MLPH	584.5703
MLST8	437.3508	MLST8	428.4607
removed	removed	MLXIPL	71.9935
MLXIP	1702.6529	MLXIP	1484.7051
MLX	2321.7097	MLX	1100.445
MLYCD	224.7605	MLYCD	269.0058
MMAA	379.1452	MMAA	345.7414
MMAB	497.4208	MMAB	328.9286
MMACHC	128.5925	MMACHC	171.5774
MMADHC	2400.8843	MMADHC	1476.5143
MMD	876.1975	MMD	578.5349
MME	232.8666	MME	3347.4842
MMGT1	990.0516	MMGT1	860.9048
removed	removed	MMP10	717.3488
MMP11	1445.4679	MMP11	250.4686
MMP12	257.9219	MMP12	695.3628
MMP13	191.9676	MMP13	12.0708
MMP14	7164.3331	MMP14	4260.1209
MMP15	848.563	MMP15	421.1838
MMP16	54.9005	MMP16	108.637
MMP17	16.2122	MMP17	40.5233
MMP19	144.4363	MMP19	607.4186
MMP1	106.8534	MMP1	101.7394
MMP20	5.5269	removed	removed
removed	removed	MMP23A	12.933
MMP23B	8.1061	MMP23B	81.4777
MMP24	138.1724	MMP24	238.3978
MMP25	68.423	MMP25	151.8503
removed	removed	MMP27	23.7104
MMP28	17.6861	MMP28	76.7356
MMP2	3117.5387	MMP2	5824.1482
MMP3	89.9042	MMP3	183.6482
MMP7	3349.6684	MMP7	10028.6573
removed	removed	MMP8	7.7598
MMP9	1438.0987	MMP9	2948.2864
MMRN1	22.1076	MMRN1	746.6636
MMRN2	532.056	MMRN2	1448.0617
MMS19	605.3795	MMS19	1288.124
MN1	267.5018	MN1	202.1855
MNAT1	162.4908	MNAT1	169.853
MND1	101.3265	MND1	35.3501
MNDA	676.4923	MNDA	345.7414
MNS1	185.3353	MNS1	101.7394
MNT	316.1385	MNT	554.3934
MOAP1	308.7693	MOAP1	628.1113
MOB2	315.7701	MOB2	382.816
MOBKL1A	2126.7502	MOBKL1A	1308.8167
MOBKL1B	1680.1769	MOBKL1B	1173.4516
MOBKL2A	647.7524	MOBKL2A	1556.6987
MOBKL2B	720.339	MOBKL2B	813.0528
MOBKL2C	726.6028	MOBKL2C	561.7221
MOBKL3	1464.6279	MOBKL3	898.4104
MOCOS	345.2469	MOCOS	185.3726
MOCS1	51.9676	MOCS1	413.4455
MOCS2	579.2189	MOCS2	491.4529
MOCS3	169.86	MOCS3	184.5104
MOGAT2	209.2852	MOGAT2	39.23
MOGS	1326.8239	MOGS	1221.3036
MOG	22.4761	MOG	9.9153
MON1A	112.0118	MON1A	159.9377
MON1B	1450.6264	MON1B	785.8936
MON2	1023.213	MON2	1590.3244
MORC2	2140.3832	MORC2	968.6796
MORC3	721.8128	MORC3	1258.3781
MORC4	505.5269	MORC4	448.343
MORF4L1	5573.3235	MORF4L1	3798.8449
MORF4L2	5948.0398	MORF4L2	3494.92
MORN1	43.8467	MORN1	40.0922
MORN2	186.4407	MORN2	128.0364
