gene_id	TCGA-BH-A0BW-01A-11R-A115-07	gene_id	TCGA-BH-A0BW-11A-12R-A115-07
TUBA1A	3315.4016	TUBA1A	7453.2716
TUBA1B	12022.8187	TUBA1B	11394.7714
TUBA1C	3724.7605	TUBA1C	2030.9076
removed	removed	TUBA3D	5.6043
TUBA4A	280.3979	TUBA4A	1094.1294
TUBA8	52.3434	TUBA8	56.474
TUBAL3	9.9484	TUBAL3	6.0354
removed	removed	TUBB1	20.2617
TUBB2A	606.8534	TUBB2A	877.7177
TUBB2B	114.9595	TUBB2B	231.5002
TUBB2C	3624.171	TUBB2C	2711.6131
TUBB3	1655.7148	TUBB3	247.8561
TUBB4	27.6345	TUBB4	64.2338
TUBB6	1166.636	TUBB6	1742.6705
TUBB8	26.5291	TUBB8	6.4665
TUBBP5	123.8025	TUBBP5	32.3324
TUBB	25170.5969	TUBB	15728.649
TUBD1	262.7119	TUBD1	266.4192
TUBE1	137.0671	TUBE1	259.0905
TUBG1	2011.4223	TUBG1	502.6615
TUBG2	186.0722	TUBG2	207.3586
TUBGCP2	751.4775	TUBGCP2	1324.5605
TUBGCP3	717.3913	TUBGCP3	712.1756
TUBGCP4	314.6647	TUBGCP4	333.6707
TUBGCP5	375.4606	TUBGCP5	429.3747
TUBGCP6	659.1746	TUBGCP6	1351.0644
TUB	559.6905	TUB	432.3924
TUFM	1584.0088	TUFM	2270.5987
TUFT1	596.9049	TUFT1	450.4985
TUG1	7842.2992	TUG1	5983.6549
TULP3	770.0811	TULP3	555.6867
TULP4	1243.552	TULP4	1214.8371
TUSC1	125.6448	TUSC1	167.6975
TUSC2	216.2859	TUSC2	419.0283
TUSC3	1025.0553	TUSC3	834.1767
removed	removed	TUSC5	363.4165
TUT1	534.2668	TUT1	496.6261
TWF1	1562.6382	TWF1	1773.9726
TWF2	799.7716	TWF2	1124.6943
TWIST1	89.5357	TWIST1	93.9796
TWIST2	9.58	TWIST2	52.163
TWISTNB	260.1326	TWISTNB	744.9392
TWSG1	1092.115	TWSG1	983.768
TXK	35.3721	TXK	92.6863
TXLNA	2994.1046	TXLNA	2516.3252
TXLNB	122.3287	TXLNB	178.9061
TXLNG	303.9794	TXLNG	295.3029
TXN2	1057.1113	TXN2	1699.3925
TXNDC11	1945.8364	TXNDC11	1551.9566
TXNDC12	1398.3051	TXNDC12	1163.1052
TXNDC15	848.9315	TXNDC15	1286.3996
TXNDC16	163.9646	TXNDC16	342.7237
TXNDC17	292.266	TXNDC17	335.6408
TXNDC3	5.5269	TXNDC3	7.7598
TXNDC5	5278.4304	TXNDC5	10888.7473
TXNDC6	8.1061	TXNDC6	12.5019
TXNDC9	1201.5475	TXNDC9	574.655
TXNIP	9930.7296	TXNIP	41760.5654
TXNL1	959.101	TXNL1	1094.1294
TXNL4A	373.6183	TXNL4A	519.9055
TXNL4B	389.462	TXNL4B	250.4686
TXNRD1	5813.5593	TXNRD1	1838.2064
TXNRD2	243.552	TXNRD2	266.8503
TXNRD3IT1	406.0427	TXNRD3IT1	252.1929
TXN	2429.2557	TXN	1645.9362
TYK2	821.297	TYK2	1558.8542
TYMP	2582.535	TYMP	1232.5122
TYMS	1470.9985	TYMS	525.4408
TYRO3	109.4326	TYRO3	183.2171
TYROBP	989.6831	TYROBP	604.4009
TYRP1	9.58	removed	removed
TYSND1	260.8696	TYSND1	420.7527
TYW1B	121.2233	TYW1B	154.7646
TYW1	563.3751	TYW1	575.0861
TYW3	530.6411	TYW3	579.0738
U2AF1L4	122.1334	U2AF1L4	114.5085
U2AF1	871.4075	U2AF1	1358.3931
U2AF2	2796.6102	U2AF2	2395.6174
UACA	1395.7259	UACA	1933.4793
UAP1L1	205.969	UAP1L1	355.6567
UAP1	2011.0538	UAP1	1247.1696
UBA1	8163.5962	UBA1	5946.5804
UBA2	2551.9528	UBA2	2117.1275
UBA3	1099.1157	UBA3	1229.0634
UBA52	1644.4363	UBA52	6209.5508
UBA5	993.3677	UBA5	801.8658
UBA6	2723.2867	UBA6	1345.0291
UBA7	885.7775	UBA7	1335.5449
UBAC1	974.5763	UBAC1	595.3478
UBAC2	1100.1658	UBAC2	1006.5732
UBAP1	818.7178	UBAP1	1216.5615
UBAP2L	5642.2255	UBAP2L	3389.7319
UBAP2	610.1695	UBAP2	866.5091
UBASH3A	63.0066	UBASH3A	225.0337
UBASH3B	565.9543	UBASH3B	458.6894
UBB	8186.0722	UBB	8108.111
UBC	31441.0464	UBC	29816.535
UBD	12364.4068	UBD	3644.0803
UBE2A	1892.0413	UBE2A	1251.0495
UBE2B	526.5291	UBE2B	1084.6452
UBE2CBP	17.6861	UBE2CBP	58.6295
UBE2C	571.8497	UBE2C	197.0123
UBE2D1	605.0111	UBE2D1	497.0572
UBE2D2	1163.5962	UBE2D2	1570.4939
UBE2D3	11202.2845	UBE2D3	5126.63
UBE2D4	334.8968	UBE2D4	212.5318
UBE2E1	1185.7038	UBE2E1	1260.1025
UBE2E2	447.6787	UBE2E2	402.2154
UBE2E3	1369.5652	UBE2E3	1066.5391
UBE2F	863.6699	UBE2F	425.9259
UBE2G1	1091.378	UBE2G1	1357.0998
UBE2G2	855.5637	UBE2G2	1734.3115
UBE2H	1843.0361	UBE2H	1373.0505
UBE2I	1614.591	UBE2I	1517.4687
UBE2J1	1283.7141	UBE2J1	3863.9408
UBE2J2	789.241	UBE2J2	629.4046
UBE2K	3091.0096	UBE2K	2042.9784
UBE2L3	2113.4856	UBE2L3	1544.6279
UBE2L6	4444.731	UBE2L6	1732.5871
UBE2MP1	100.958	UBE2MP1	50.0075
UBE2M	928.5188	UBE2M	499.2127
UBE2NL	11.7907	removed	removed
UBE2N	2146.647	UBE2N	1605.844
UBE2O	1473.4709	UBE2O	1027.309
UBE2Q1	2638.1724	UBE2Q1	1613.6038
UBE2Q2P1	15.8438	UBE2Q2P1	31.4702
UBE2Q2	1065.2174	UBE2Q2	1054.8994
UBE2QL1	44.2152	UBE2QL1	50.8697
UBE2R2	1469.4178	UBE2R2	1679.993
UBE2S	326.4554	UBE2S	122.4321
UBE2T	438.8357	UBE2T	106.9126
UBE2V1	2370.6706	UBE2V1	2543.4844
UBE2V2	1011.4223	UBE2V2	660.8749
UBE2W	1288.8725	UBE2W	771.6673
UBE2Z	5165.4385	UBE2Z	3024.591
UBE3A	2088.4304	UBE3A	2418.8968
UBE3B	2005.8954	UBE3B	1172.5894
UBE3C	1699.7052	UBE3C	2153.7709
UBE4A	2492.9993	UBE4A	2265.8566
UBE4B	2442.1518	UBE4B	1465.3057
UBFD1	3002.5792	UBFD1	1548.5078
UBIAD1	557.4797	UBIAD1	534.1317
UBL3	1127.4871	UBL3	1479.532
UBL4A	644.0678	UBL4A	671.2212
removed	removed	UBL4B	5.1732
UBL5	504.4215	UBL5	722.0909
UBL7	489.6831	UBL7	601.8143
UBLCP1	666.5438	UBLCP1	864.7847
UBN1	2768.2388	UBN1	1629.1233
UBN2	696.3891	UBN2	1148.0168
UBOX5	190.8622	UBOX5	315.1162
UBP1	1241.7097	UBP1	2293.8781
UBQLN1	5737.6566	UBQLN1	3378.0922
UBQLN2	1434.7826	UBQLN2	1481.2564
UBQLN4	1433.3088	UBQLN4	1331.2339
UBQLNL	48.2682	UBQLNL	29.3147
UBR1	997.0523	UBR1	1033.3444
UBR2	1420.4127	UBR2	1219.5792
UBR3	2587.325	UBR3	1423.9202
UBR4	8599.4842	UBR4	5273.6347
UBR5	3856.6691	UBR5	4042.8469
UBR7	739.1304	UBR7	1125.1685
UBTD1	99.1157	UBTD1	194.8568
UBTD2	803.6109	UBTD2	919.9654
UBTF	2583.2719	UBTF	3204.3593
UBXN10	13.633	UBXN10	173.7329
UBXN11	183.8615	UBXN11	413.424
UBXN1	734.3405	UBXN1	1326.0607
UBXN2A	1086.9565	UBXN2A	317.72
UBXN2B	1044.2152	UBXN2B	900.997
UBXN4	5895.3574	UBXN4	4113.1161
UBXN6	672.8077	UBXN6	1077.3165
UBXN7	935.1511	UBXN7	573.7928
UBXN8	130.0663	UBXN8	115.5345
removed	removed	UCA1	20.6928
UCHL1	1204.1268	UCHL1	322.031
UCHL3	238.3935	UCHL3	320.7377
UCHL5	923.0693	UCHL5	455.6372
UCK1	548.2682	UCK1	490.1596
UCK2	511.0538	UCK2	393.1623
UCKL1AS	17.5461	UCKL1AS	15.2178
UCKL1	691.8976	UCKL1	428.9306
removed	removed	UCN2	8.622
UCP2	1469.0494	UCP2	3516.9061
UCP3	23.9499	UCP3	36.2123
UEVLD	474.9447	UEVLD	275.4723
UFC1	2709.2852	UFC1	1742.9335
UFD1L	1452.4539	UFD1L	930.2988
UFM1	1969.0494	UFM1	1889.0761
UFSP1	22.4761	UFSP1	15.5196
UFSP2	472.9845	UFSP2	538.973
UGCG	308.0324	UGCG	721.6598
UGDH	1432.2034	UGDH	967.3863
UGGT1	4643.6993	UGGT1	2595.6474
UGGT2	547.1629	UGGT2	409.9752
UGP2	7656.227	UGP2	3169.8713
UGT1A4	5.8032	removed	removed
UGT2A1	5.1584	removed	removed
removed	removed	UGT2B11	5.6043
UGT2B7	12.1592	removed	removed
UGT3A2	15.4753	removed	removed
UGT8	696.0206	UGT8	185.3726
UHMK1	2446.2049	UHMK1	715.6244
UHRF1BP1L	557.1113	UHRF1BP1L	568.1886
UHRF1BP1	2072.5866	UHRF1BP1	879.8732
UHRF1	161.0169	UHRF1	246.1576
UHRF2	476.787	UHRF2	1303.2124
UIMC1	413.7804	UIMC1	573.3617
ULBP1	21.0022	ULBP1	14.2263
ULBP2	46.4259	ULBP2	16.3818
ULBP3	18.7915	ULBP3	40.0922
ULK1	803.6109	ULK1	1053.6061
ULK2	886.8828	ULK2	706.1403
ULK3	555.269	ULK3	651.8218
ULK4	33.5298	ULK4	90.5308
UMODL1	7.3692	UMODL1	8.1909
UMPS	551.5844	UMPS	600.0899
UNC119B	586.5881	UNC119B	1345.8912
UNC119	435.5195	UNC119	481.9687
UNC13A	15.8438	UNC13A	21.1239
UNC13B	1183.8615	UNC13B	943.6758
removed	removed	UNC13C	7.3287
UNC13D	1326.4554	UNC13D	884.1842
UNC45A	1357.406	UNC45A	1413.1427
removed	removed	UNC45B	6.4665
UNC50	717.7598	UNC50	527.6652
UNC5A	58.5851	UNC5A	11.2086
UNC5B	369.1968	UNC5B	780.2893
UNC5CL	14.7568	UNC5CL	36.6736
UNC5C	162.8592	UNC5C	277.1967
UNC80	30.5822	removed	removed
UNC93B1	955.0479	UNC93B1	621.6448
UNG	1496.3154	UNG	764.3386
UNKL	300.6632	UNKL	390.5757
UNK	525.4237	UNK	766.9252
UPB1	8.843	UPB1	9.4842
UPF1	1714.8121	UPF1	2399.9284
UPF2	2141.4886	UPF2	1346.7534
UPF3A	426.6765	UPF3A	649.6663
UPF3B	502.5792	UPF3B	289.6986
removed	removed	UPK2	6.0354
UPK3A	7.0007	removed	removed
UPK3BL	386.5807	UPK3BL	429.2971
UPK3B	17.3176	UPK3B	9.4842
UPP1	172.0707	UPP1	178.475
UPRT	442.5203	UPRT	294.8718
UQCC	691.9676	UQCC	770.8051
UQCR10	921.8865	UQCR10	595.7789
UQCR11	385.0405	UQCR11	515.5945
UQCRB	1313.1909	UQCRB	1907.6133
UQCRC1	1058.2167	UQCRC1	1542.0413
UQCRC2	2114.591	UQCRC2	3061.6655
UQCRFS1	1628.5925	UQCRFS1	1058.3482
UQCRHL	353.353	UQCRHL	271.1613
UQCRH	1127.8556	UQCRH	1006.6163
UQCRQ	533.8983	UQCRQ	629.4046
URB1	1239.1304	URB1	1449.7128
URB2	530.5822	URB2	493.1773
URGCP	805.8217	URGCP	849.6962
URM1	491.5254	URM1	623.8003
UROD	510.3169	UROD	980.7503
UROS	436.6249	UROS	412.5618
USE1	74.0604	USE1	176.3195
USF1	1149.9632	USF1	963.5064
USF2	1267.1334	USF2	1545.9212
USH2A	9.9484	removed	removed
USHBP1	8.843	USHBP1	85.7887
USMG5	308.7693	USMG5	244.0021
USO1	7501.8423	USO1	2615.0469
USP10	2849.2999	USP10	1689.0461
USP11	956.5217	USP11	1747.6756
USP12	450.2579	USP12	475.0712
USP13	1038.3198	USP13	699.2427
USP14	2823.8762	USP14	1439.4397
USP15	978.6293	USP15	1414.0049
USP16	1366.2491	USP16	1296.746
USP18	3104.2741	USP18	161.231
USP19	956.1533	USP19	1379.9481
USP1	2614.2225	USP1	1661.8869
USP20	609.0641	USP20	887.2019
USP21	594.3257	USP21	442.3076
USP22	12706.3375	USP22	7654.5948
USP24	2650.7001	USP24	2706.4399
USP25	1530.2137	USP25	1277.7776
USP27X	125.2763	USP27X	96.9973
USP28	1014.7384	USP28	764.7697
USP2	254.6057	USP2	94.8418
USP30	386.8828	USP30	404.802
USP31	1576.2712	USP31	1165.2607
USP32	2850.4053	USP32	1250.6184
USP33	1799.5578	USP33	1626.9678
USP34	6520.2653	USP34	4962.3812
USP35	179.8084	USP35	160.7999
USP36	1731.3928	USP36	1431.2489
USP37	2004.79	USP37	857.456
USP38	1329.0346	USP38	1027.7401
USP39	999.6315	USP39	947.5557
USP3	565.0995	USP3	661.6336
USP40	1359.6168	USP40	954.8844
USP42	297.7155	USP42	478.52
USP43	243.1835	USP43	145.7115
removed	removed	USP44	37.5056
USP45	167.2808	USP45	305.2181
USP46	1209.2852	USP46	685.8786
USP47	2904.9374	USP47	2290.8604
USP48	1508.843	USP48	1510.14
USP49	31.6875	USP49	40.0922
USP4	1101.3265	USP4	1743.7957
USP51	44.5836	USP51	59.4917
USP53	2343.773	USP53	1393.7432
USP54	1162.8592	USP54	925.1386
USP5	1766.3965	USP5	1327.354
USP6NL	1425.5711	USP6NL	921.2587
USP6	44.9521	USP6	44.8343
USP7	3602.0634	USP7	3319.8938
USP8	1650.7111	USP8	1479.5535
USP9X	7309.8747	USP9X	4701.1352
USPL1	455.0479	USPL1	699.2427
UST	33.1614	UST	501.7993
UTP11L	771.9234	UTP11L	536.7183
UTP14A	345.2469	UTP14A	519.9055
UTP14C	1394.252	UTP14C	1243.7208
UTP15	260.1326	UTP15	372.9007
UTP18	707.8113	UTP18	662.1681
UTP20	2076.2712	UTP20	1296.746
UTP23	1054.9005	UTP23	611.2985
UTP3	911.9381	UTP3	923.4142
UTP6	1989.6831	UTP6	914.3611
UTRN	2189.7568	UTRN	4595.947
removed	removed	UTS2D	6.4665
UVRAG	1431.4665	UVRAG	1011.7895
UXS1	1359.9853	UXS1	704.4159
UXT	360.2874	UXT	670.2599
VAC14	1361.0906	VAC14	1157.9321
VAMP1	104.0531	VAMP1	547.0345
VAMP2	866.2491	VAMP2	1827.4289
VAMP3	1570.7443	VAMP3	1938.6524
VAMP4	374.7237	VAMP4	511.7146
VAMP5	275.9764	VAMP5	291.423
VAMP7	1216.6544	VAMP7	1113.0978
VAMP8	1654.3847	VAMP8	1504.1046
VANGL1	1261.6065	VANGL1	607.4186
VANGL2	2691.5991	VANGL2	1485.1362
VAPA	3344.8784	VAPA	2837.0629
VAPB	1603.1688	VAPB	1046.2774
VARS2	474.2594	VARS2	548.358
VARS	1738.762	VARS	1634.2965
VASH1	460.2358	VASH1	1479.1483
VASH2	945.4679	VASH2	312.1157
VASN	1847.8261	VASN	474.6401
VASP	2330.8769	VASP	1877.8675
VAT1L	12.5276	VAT1L	46.1276
VAT1	1436.6249	VAT1	3707.4519
VAV1	333.4562	VAV1	722.9531
VAV2	1742.815	VAV2	1093.6983
VAV3	1654.3847	VAV3	1264.8446
VAX2	20.2653	VAX2	20.6928
VBP1	1419.3073	VBP1	735.455
VCAM1	6180.1769	VCAM1	2227.9199
VCAN	4709.6536	VCAN	4525.2468
VCL	3602.8003	VCL	5084.8134
VCPIP1	1336.7723	VCPIP1	1153.6211
VCP	7155.8585	VCP	6275.0778
VCX3A	19.8968	removed	removed
VCX	5.8954	removed	removed
VDAC1	2719.6021	VDAC1	3004.3293
VDAC2	682.0192	VDAC2	917.8099
VDAC3	960.2063	VDAC3	1307.9545
VDR	915.2542	VDR	1137.6704
VEGFA	2320.9285	VEGFA	1107.9246
VEGFB	634.1194	VEGFB	936.3471
VEGFC	98.3788	VEGFC	238.3978
VENTX	17.3176	VENTX	31.4702
VEPH1	356.6691	VEPH1	52.5941
VEZF1	2731.7612	VEZF1	1856.3125
VEZT	2467.944	VEZT	1318.732
VGF	7.7377	removed	removed
VGLL1	185.3353	VGLL1	223.3093
VGLL3	246.4996	VGLL3	765.2008
VGLL4	2389.0899	VGLL4	2316.3297
VHL	663.5962	VHL	1107.0624
VIL1	131.5402	removed	removed
VILL	51.5844	VILL	195.2879
VIM	17601.2122	VIM	37287.7877
VIPAR	526.5291	VIPAR	471.6224
VIPR1	6.6323	VIPR1	256.5039
removed	removed	VIPR2	65.402
removed	removed	VIP	6.0354
VIT	368.0914	VIT	159.9377
VKORC1L1	1070.0074	VKORC1L1	1073.8677
VKORC1	930.2985	VKORC1	797.197
VLDLR	550.479	VLDLR	739.766
VMA21	869.5652	VMA21	966.5241
VMAC	73.692	VMAC	112.0858
removed	removed	VMO1	6.8976
VN1R1	8.4746	VN1R1	14.2263
VNN1	136.3301	VNN1	181.4927
VNN2	197.4945	VNN2	274.6101
VOPP1	1699.3368	VOPP1	1482.5496
VPRBP	972.266	VPRBP	1200.9471
VPREB3	7.7377	VPREB3	201.3233
VPS11	1149.9632	VPS11	1207.9396
VPS13A	1338.6146	VPS13A	1372.6194
VPS13B	1463.8909	VPS13B	1515.7443
VPS13C	4162.1223	VPS13C	3536.3055
VPS13D	2935.5195	VPS13D	3132.7968
VPS16	528.7399	VPS16	700.1049
VPS18	433.6772	VPS18	762.6142
VPS24	3071.8534	VPS24	2642.6372
VPS25	1121.5917	VPS25	750.5435
VPS26A	2540.5306	VPS26A	1371.7572
VPS26B	1095.4311	VPS26B	1176.4693
VPS28	1236.9197	VPS28	924.7075
VPS29	1426.308	VPS29	951.0045
VPS33A	510.3316	VPS33A	489.4052
VPS33B	274.1341	VPS33B	287.5431
VPS35	4269.3441	VPS35	3091.8424
VPS36	843.4046	VPS36	1549.37
VPS37A	705.3758	VPS37A	596.8178
VPS37B	1077.745	VPS37B	1097.5782
VPS37C	740.6043	VPS37C	619.9204
removed	removed	VPS37D	27.1592
VPS39	1298.084	VPS39	2116.6964
VPS41	1306.1901	VPS41	1275.6221
VPS45	1411.5696	VPS45	862.1981
VPS4A	3493.7362	VPS4A	1417.8848
VPS4B	1169.1231	VPS4B	1627.83
VPS52	1606.1164	VPS52	1195.0066
VPS53	589.5357	VPS53	1190.6956
VPS54	2663.9646	VPS54	882.8909
VPS72	800.2948	VPS72	648.373
VPS8	1041.2675	VPS8	895.8238
VRK1	203.3898	VRK1	302.2004
VRK2	1699.1783	VRK2	552.3112
VRK3	581.0612	VRK3	565.602
VSIG10L	36.846	VSIG10L	165.1109
VSIG10	815.4016	VSIG10	293.1474
removed	removed	VSIG1	28.8836
removed	removed	VSIG2	75.8734
VSIG4	351.8791	VSIG4	231.9313
VSNL1	265.2911	VSNL1	249.1753
VSTM2L	186.0722	VSTM2L	22.8482
VTA1	909.7273	VTA1	1064.3836
VTCN1	2087.325	VTCN1	3026.7465
VTI1A	283.7141	VTI1A	459.6292
VTI1B	501.6839	VTI1B	728.5445
removed	removed	VTN	10.3464
VWA1	1564.4805	VWA1	1056.1927
VWA2	359.2483	VWA2	242.2777
VWA5A	1266.3965	VWA5A	1402.7963
removed	removed	VWCE	25.4348
removed	removed	VWDE	47.4209
VWF	1882.8298	VWF	8260.289
WAC	4536.846	WAC	3834.195
WAPAL	1511.4223	WAPAL	2094.2792
WARS2	303.6109	WARS2	450.9296
WARS	9087.6934	WARS	4261.8453
WASF1	106.4849	WASF1	320.7377
WASF2	3062.2697	WASF2	5806.4732
WASF3	598.3788	WASF3	368.1586
WASH2P	138.9094	WASH2P	169.853
WASH3P	174.2815	WASH3P	251.3307
WASH5P	61.5328	WASH5P	164.2487
WASH7P	473.4709	WASH7P	1038.0865
WASL	2362.196	WASL	1415.2982
WAS	246.4996	WAS	584.1392
WBP11P1	11.0538	WBP11P1	14.2263
WBP11	1518.0545	WBP11	1927.4439
WBP1	900.1216	WBP1	1037.0605
removed	removed	WBP2NL	9.4842
WBP2	7133.3825	WBP2	2305.5177
WBP4	297.7155	WBP4	339.275
WBP5	235.8143	WBP5	760.8898
WBSCR16	816.507	WBSCR16	642.7687
WBSCR17	161.3854	WBSCR17	66.3893
WBSCR22	1002.255	WBSCR22	818.2864
WBSCR26	30.5822	removed	removed
WBSCR27	33.1614	WBSCR27	6.4665
WBSCR28	28.3714	removed	removed
WDFY1	3287.3987	WDFY1	1610.5861
WDFY2	309.8747	WDFY2	322.4621
WDFY3	5228.4451	WDFY3	1911.0621
WDFY4	363.6699	WDFY4	2060.2224
WDHD1	379.8821	WDHD1	253.0551
WDR11	912.3066	WDR11	1489.0161
WDR12	484.8931	WDR12	425.0637
WDR13	750.5527	WDR13	937.2093
removed	removed	WDR17	66.3893
WDR18	121.2233	WDR18	222.016
WDR19	301.0317	WDR19	603.5387
WDR1	8484.1562	WDR1	6261.7138
WDR20	362.5645	WDR20	497.9194
WDR24	172.0707	WDR24	236.2423
WDR25	101.3265	WDR25	137.9517
WDR26	3594.6942	WDR26	3535.4433
WDR27	32.4245	WDR27	197.0123
WDR31	253.8688	WDR31	91.8241
WDR33	1594.6942	WDR33	1630.8477
WDR34	1150.7001	WDR34	521.6299
WDR35	316.1385	WDR35	685.8786
WDR36	728.4451	WDR36	1249.3251
WDR37	463.154	WDR37	809.604
WDR38	14.0015	removed	removed
WDR3	1097.2734	WDR3	1074.7299
WDR41	822.4024	WDR41	612.1607
WDR43	1410.8327	WDR43	1244.583
WDR44	934.4141	WDR44	512.5768
WDR45L	4451.3633	WDR45L	2036.5119
WDR45	869.9189	WDR45	872.5445
WDR46	611.2749	WDR46	856.5938
WDR47	544.9521	WDR47	476.7956
WDR48	787.0302	WDR48	1395.4676
removed	removed	WDR49	7.7598
WDR4	85.1142	WDR4	173.3018
WDR52	188.6514	WDR52	442.7387
WDR53	165.07	WDR53	159.5067
WDR54	24.6868	WDR54	105.6193
WDR55	250.0847	WDR55	475.3126
WDR59	1000.3685	WDR59	797.9644
WDR5B	382.4613	WDR5B	418.5972
WDR5	984.8931	WDR5	836.3322
WDR60	194.9153	WDR60	350.9146
WDR61	777.4503	WDR61	702.2604
WDR62	260.5011	WDR62	84.4954
removed	removed	WDR63	5.6043
WDR66	138.5409	WDR66	46.1276
WDR67	334.5615	WDR67	187.5281
WDR6	1703.6478	WDR6	3723.1353
WDR70	374.3552	WDR70	479.8132
WDR72	1717.3913	removed	removed
WDR73	318.1909	WDR73	347.1554
WDR74	321.297	WDR74	398.7666
WDR75	874.7237	WDR75	982.0436
WDR76	355.5637	WDR76	250.4686
WDR77	854.8268	WDR77	719.0732
WDR78	45.3206	WDR78	82.771
WDR7	538.3198	WDR7	769.9429
WDR81	515.1069	WDR81	1191.5578
WDR82	2053.4267	WDR82	4232.5305
WDR83	57.4797	WDR83	99.1528
WDR85	183.8615	WDR85	317.2889
removed	removed	WDR86	69.4069
WDR88	13.2646	WDR88	6.0354
WDR89	278.1872	WDR89	477.6578
WDR8	455.7848	WDR8	330.2219
WDR90	279.2926	WDR90	331.9463
WDR91	294.3994	WDR91	631.9912
WDR92	296.6102	WDR92	222.8782
WDR93	7.7377	WDR93	15.5196
WDSUB1	316.8755	WDSUB1	215.1184
WDTC1	1704.8637	WDTC1	2045.9961
WDYHV1	467.2071	WDYHV1	178.0439
WEE1	1259.3957	WEE1	1932.186
WFDC1	5.1584	WFDC1	25.8659
WFDC2	1952.4687	WFDC2	1050.5884
WFDC3	12.1592	removed	removed
removed	removed	WFDC5	5.1732
removed	removed	WFIKKN1	9.0531
WFS1	627.8556	WFS1	676.8255
WHAMML1	26.1606	WHAMML1	101.7394
WHAMML2	33.8983	WHAMML2	80.1844
WHAMM	380.9875	WHAMM	447.4808
WHSC1L1	1092.115	WHSC1L1	1444.6129
WHSC1	3643.6993	WHSC1	1820.1002
WHSC2	401.9897	WHSC2	569.913
WIBG	234.7089	WIBG	359.9677
WIF1	259.3957	WIF1	257.3661
WIPF1	2057.4797	WIPF1	4070.0062
WIPF2	2332.7192	WIPF2	1429.0934
WIPF3	231.0243	WIPF3	46.5587
WIPI1	1099.4842	WIPI1	563.4465
WIPI2	725.8659	WIPI2	1426.9379
WISP1	197.4945	WISP1	77.5978
WISP2	148.4893	WISP2	324.1865
removed	removed	WISP3	31.9013
WIZ	613.8541	WIZ	953.16
WLS	252.0265	WLS	1699.3925
removed	removed	WNK1	5740.0839
WNK2	863.6846	WNK2	874.3206
WNK3	21.0022	WNK3	37.0745
removed	removed	WNK4	71.3167
WNT10A	86.5881	WNT10A	114.2412
removed	removed	WNT10B	40.9544
WNT11	25.4237	WNT11	129.7608
removed	removed	WNT16	9.9153
removed	removed	WNT1	8.622
WNT2B	22.8445	WNT2B	15.9507
WNT2	102.8003	WNT2	109.9303
WNT3	75.9027	WNT3	34.919
WNT4	190.4937	WNT4	117.69
WNT5A	918.5704	WNT5A	743.6459
WNT5B	39.4252	WNT5B	180.6305
WNT6	140.0147	WNT6	19.3995
WNT7B	475.3132	WNT7B	281.9388
WNT9A	57.4797	WNT9A	16.8129
WRAP53	94.3257	WRAP53	162.5243
WRB	449.1525	WRB	356.0878
WRNIP1	1353.7214	WRNIP1	1016.1005
WRN	593.9573	WRN	588.4502
WSB1	1967.2071	WSB1	2935.7846
WSB2	2676.1238	WSB2	1368.7395
WSCD1	10.3169	WSCD1	95.704
WSCD2	14.7384	WSCD2	36.6434
WT1	15.8438	removed	removed
WTAP	1247.9735	WTAP	2546.5021
WTIP	43.4783	WTIP	195.2879
WWC1	515.1069	WWC1	1117.4087
WWC2	1500	WWC2	503.9548
WWC3	1709.6536	WWC3	1272.6044
WWOX	310.9801	WWOX	196.5812
WWP1	1610.538	WWP1	1739.9158
WWP2	4267.8703	WWP2	1797.6831
WWTR1	1130.6448	WWTR1	828.3698
XAB2	488.2093	XAB2	945.4002
XAF1	4264.5542	XAF1	1331.665
XAGE1D	193.073	removed	removed
XAGE2	12.1592	removed	removed
XBP1	3902.3581	XBP1	10978.3685
XCL1	32.4245	XCL1	23.2793
XCL2	43.8467	XCL2	41.3855
removed	removed	XCR1	45.6965
XDH	269.7126	XDH	711.7445
XG	36.846	XG	92.6863
XIAP	2382.4613	XIAP	1961.5007
XIRP1	85.8511	XIRP1	5.1732
XIST	10180.7553	XIST	22789.6075
XKR4	11.4223	XKR4	14.2263
removed	removed	XKR5	12.5019
XKR6	10.3169	removed	removed
XKR8	175.7553	XKR8	152.6091
XKR9	8.843	removed	removed
XKRX	66.6912	XKRX	18.1062
XK	371.0391	XK	48.2831
XPA	202.2845	XPA	267.7125
XPC	701.916	XPC	1391.1566
XPNPEP1	1158.4377	XPNPEP1	1147.5857
XPNPEP2	5.5269	XPNPEP2	74.5801
XPNPEP3	367.0155	XPNPEP3	236.4277
XPO1	6714.0752	XPO1	4360.1358
XPO4	638.9094	XPO4	954.4533
XPO5	2365.8806	XPO5	1262.258
XPO6	2423.3604	XPO6	2293.8781
XPO7	2174.65	XPO7	1891.2316
XPOT	2698.9683	XPOT	1646.3673
XPR1	3473.8394	XPR1	1403.2274
XRCC1	586.2196	XRCC1	644.062
XRCC2	85.8511	XRCC2	83.6332
XRCC3	168.3861	XRCC3	239.6911
XRCC4	131.9086	XRCC4	118.5522
XRCC5	8821.6654	XRCC5	7574.4104
XRCC6BP1	86.9565	XRCC6BP1	109.0681
XRCC6	7782.2402	XRCC6	6070.3058
XRN1	2584.3773	XRN1	1707.5834
XRN2	2882.4613	XRN2	2640.0506
XRRA1	420.9396	XRRA1	298.2429
XYLB	128.5925	XYLB	95.2729
