gene_id	TCGA-BH-A1FN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FN-11A-34R-A13Q-07
SUMO2	4424.228	SUMO2	4015.678
SUMO3	3727.4571	SUMO3	2622.0423
SUN1	6039.4967	SUN1	2599.2908
SUN2	2298.4202	SUN2	2486.8022
SUOX	320.9133	SUOX	482.4235
SUPT16H	4479.6585	SUPT16H	3148.5846
SUPT3H	116.6958	SUPT3H	188.298
SUPT4H1	1359.8508	SUPT4H1	1769.2542
SUPT5H	1870.0495	SUPT5H	1563.4788
SUPT6H	2726.7909	SUPT6H	2329.3586
SUPT7L	849.4479	SUPT7L	1044.1455
SUPV3L1	648.1477	SUPV3L1	672.74
SURF1	336.959	SURF1	468.5823
SURF2	92.8704	SURF2	65.169
SURF4	4816.6175	SURF4	4228.4865
SURF6	234.8502	SURF6	304.7948
SUSD1	198.869	SUSD1	271.6335
SUSD2	346.6837	SUSD2	417.8312
SUSD3	357.867	SUSD3	98.9069
SUSD4	109.8885	SUSD4	232.9935
SUSD5	349.601	SUSD5	61.7087
SUV39H1	185.7408	SUV39H1	160.0389
SUV39H2	300.4916	SUV39H2	174.4568
SUV420H1	1889.0126	SUV420H1	1640.7589
SUV420H2	304.3814	SUV420H2	43.5421
SUZ12P	184.7683	SUZ12P	175.0335
SUZ12	2090.799	SUZ12	1000.0267
SV2A	77.7972	SV2A	168.978
SV2B	6.8073	SV2B	337.3792
SVEP1	297.4526	SVEP1	3217.1446
SVIL	1211.9438	SVIL	3477.3102
SVIP	401.1417	SVIP	338.821
removed	removed	SVOPL	38.0633
SWAP70	1247.6722	SWAP70	3021.7069
SYAP1	2003.7634	SYAP1	668.1262
SYBU	177.961	SYBU	665.0783
removed	removed	SYCE1	30.4045
SYCE2	13.6145	removed	removed
SYCP2L	40.3573	SYCP2L	7.209
SYCP2	893.2088	SYCP2	316.6174
SYDE1	465.3243	SYDE1	364.4849
SYDE2	191.5755	SYDE2	56.8066
SYF2	802.2833	SYF2	1751.2001
SYK	547.0114	SYK	1092.3013
SYMPK	1447.5137	SYMPK	1062.0237
SYN1	30.6326	SYN1	15.5713
SYN2	65.6414	SYN2	252.3135
SYN3	5.3486	SYN3	17.5899
SYNCRIP	8803.7226	SYNCRIP	5134.7967
SYNC	122.4479	SYNC	197.7158
SYNE1	548.9563	SYNE1	2316.9591
SYNE2	3197.95	SYNE2	4487.1439
SYNGAP1	462.8932	SYNGAP1	295.2789
SYNGR1	374.749	SYNGR1	571.5522
SYNGR2	3216.4269	SYNGR2	2581.6721
SYNGR3	181.8509	SYNGR3	11.8227
SYNGR4	13.6145	removed	removed
SYNJ1	395.3069	SYNJ1	380.9213
SYNJ2BP	963.2262	SYNJ2BP	1396.8077
SYNJ2	1189.8105	SYNJ2	1113.3515
SYNM	177.961	SYNM	12316.3608
SYNPO2	280.0698	SYNPO2	4710.91
SYNPO	1341.515	SYNPO	3023.1487
SYNRG	1396.9455	SYNRG	1308.8584
SYPL1	2184.6419	SYPL1	4581.1487
SYPL2	14.1007	SYPL2	27.9708
SYP	7.2935	SYP	22.2036
SYS1-DBNDD2	43.6491	SYS1-DBNDD2	15.2801
SYS1	655.2467	SYS1	1421.9785
SYT11	842.1544	SYT11	639.002
SYT12	63.2102	SYT12	236.4538
SYT13	1897.2786	SYT13	52.7696
SYT15	87.5218	SYT15	848.9269
SYT17	412.325	SYT17	44.6955
SYT1	43.2747	SYT1	203.0043
SYT2	20.908	SYT2	11.5343
removed	removed	SYT3	6.3439
SYT5	32.5776	removed	removed
removed	removed	SYT6	13.2645
SYT7	2743.809	SYT7	996.5664
removed	removed	SYT8	58.2484
SYT9	129.3378	SYT9	12.9761
SYTL1	241.1712	SYTL1	199.8323
SYTL2	2763.2583	SYTL2	636.9835
SYTL3	82.6595	SYTL3	167.5362
SYTL4	281.0423	SYTL4	302.7762
SYTL5	132.2552	SYTL5	72.0896
SYVN1	1611.3739	SYVN1	1467.4555
TAB1	390.0945	TAB1	440.5856
TAB2	4454.3744	TAB2	3293.3404
TAB3	1354.157	TAB3	814.3239
removed	removed	TAC1	44.4072
TACC1	865.4936	TACC1	4849.8987
TACC2	532.4244	TACC2	832.4905
TACC3	1174.2511	TACC3	157.4436
TACO1	408.9214	TACO1	256.6389
removed	removed	TACR1	490.7859
TACR2	24.7978	TACR2	16.7248
TACSTD2	5750.1836	TACSTD2	7812.4921
TADA1	696.7709	TADA1	387.8419
TADA2A	215.8872	TADA2A	220.5941
TADA2B	590.2861	TADA2B	912.3657
TADA3	1368.6565	TADA3	1118.8505
TAF10	656.8999	TAF10	637.8486
TAF11	784.2928	TAF11	705.3245
TAF12	761.9261	TAF12	511.5477
TAF13	175.5299	TAF13	158.0204
TAF15	1992.0939	TAF15	1378.9295
TAF1A	169.6951	TAF1A	98.3302
TAF1B	351.546	TAF1B	245.6813
TAF1C	466.783	TAF1C	474.9262
TAF1D	1386.9437	TAF1D	870.6922
TAF1L	32.0913	TAF1L	22.2036
TAF1	1124.6554	TAF1	1327.8901
TAF2	1998.4149	TAF2	674.1818
TAF3	271.8039	TAF3	223.4777
TAF4B	211.0248	TAF4B	398.2228
TAF4	498.3881	TAF4	400.2414
TAF5L	1058.5278	TAF5L	646.4994
TAF5	342.7938	TAF5	199.2556
TAF6L	130.7965	TAF6L	108.1344
TAF6	740.5318	TAF6	887.5669
TAF7L	11.1833	removed	removed
TAF7	1686.74	TAF7	3648.5979
TAF8	317.0235	TAF8	512.7011
TAF9B	1388.1933	TAF9B	1020.2118
TAF9	965.6574	TAF9	1457.0746
TAGAP	89.953	TAGAP	493.0927
TAGLN2	21696.1729	TAGLN2	9975.4679
TAGLN	6505.7497	TAGLN	11376.7885
TAL1	21.8805	TAL1	425.6169
TAL2	12.1558	removed	removed
TALDO1	3267.9675	TALDO1	1746.5864
TANC1	1888.5264	TANC1	1508.114
TANC2	3257.7566	TANC2	733.0069
TANK	1630.337	TANK	3097.5451
TAOK1	636.4781	TAOK1	130.338
TAOK2	953.5016	TAOK2	668.9913
TAOK3	501.3055	TAOK3	1068.656
TAP1	3182.8768	TAP1	1720.9225
TAP2	1020.1154	TAP2	1268.1999
TAPBPL	153.6591	TAPBPL	511.8447
TAPBP	3228.0964	TAPBP	4016.8315
TAPT1	506.1679	TAPT1	850.3687
TARBP1	694.3398	TARBP1	680.814
TARBP2	241.1712	TARBP2	283.7446
TARDBP	3698.2831	TARDBP	3739.1424
removed	removed	TARP	33.1612
TARS2	641.8267	TARS2	314.5989
TARSL2	144.411	TARSL2	339.9745
TARS	4005.5819	TARS	1377.1994
removed	removed	TAS1R1	7.7857
TAS2R10	12.1558	removed	removed
TAS2R14	5.8348	TAS2R14	9.2448
TAS2R20	31.1189	TAS2R20	35.4681
removed	removed	TAS2R5	8.9391
TASP1	203.2451	TASP1	253.7553
TATDN1	585.91	TATDN1	499.4366
TATDN2	1262.2591	TATDN2	1525.7039
TATDN3	340.3626	TATDN3	361.6013
TAT	9.7246	TAT	6.0555
TAX1BP1	4004.1233	TAX1BP1	3626.971
TAX1BP3	1243.0384	TAX1BP3	2489.7838
TAZ	256.7307	TAZ	253.1786
TBC1D10A	343.0515	TBC1D10A	305.4176
TBC1D10B	1405.6977	TBC1D10B	810.2869
TBC1D10C	13.1283	TBC1D10C	69.7827
TBC1D12	158.0255	TBC1D12	508.6641
TBC1D13	536.8005	TBC1D13	1204.1844
TBC1D14	962.74	TBC1D14	2453.9294
TBC1D15	2133.5875	TBC1D15	1883.5566
TBC1D16	976.3545	TBC1D16	179.0705
TBC1D17	483.5289	TBC1D17	825.7631
TBC1D19	135.6588	TBC1D19	127.4544
TBC1D1	1747.519	TBC1D1	1662.6741
TBC1D20	757.55	TBC1D20	1608.7511
TBC1D22A	235.8227	TBC1D22A	338.821
TBC1D22B	298.3035	TBC1D22B	415.2187
TBC1D23	1133.8938	TBC1D23	934.8577
TBC1D24	527.6836	TBC1D24	175.1834
TBC1D25	418.1598	TBC1D25	496.2647
TBC1D2B	807.1457	TBC1D2B	2194.1185
TBC1D2	227.0705	TBC1D2	286.0515
TBC1D3B	170.1813	TBC1D3B	74.9732
TBC1D3C	63.6964	TBC1D3C	31.1427
TBC1D3H	5.8348	TBC1D3H	17.3015
TBC1D3	309.3702	TBC1D3	201.1126
TBC1D4	1460.6419	TBC1D4	2259.2875
TBC1D5	730.321	TBC1D5	2341.4696
TBC1D7	702.2751	TBC1D7	309.1345
TBC1D8B	381.2061	TBC1D8B	224.0544
TBC1D8	610.7078	TBC1D8	1158.6238
TBC1D9B	3002.4846	TBC1D9B	2483.6303
TBC1D9	2422.8957	TBC1D9	3397.7262
TBCA	1047.3444	TBCA	1246.8614
TBCB	950.3071	TBCB	554.9889
TBCCD1	553.3324	TBCCD1	366.9763
TBCC	307.7851	TBCC	613.6265
TBCD	1568.1868	TBCD	1099.4988
TBCEL	349.1148	TBCEL	436.2861
TBCE	1052.6152	TBCE	308.4511
TBCK	599.8746	TBCK	491.9393
TBK1	540.2041	TBK1	936.2995
TBKBP1	109.8885	TBKBP1	190.3165
TBL1XR1	5896.0533	TBL1XR1	3729.0499
TBL1X	1524.8246	TBL1X	1030.3043
TBL2	918.9791	TBL2	587.6743
TBL3	907.7958	TBL3	418.4079
TBPL1	741.0181	TBPL1	437.4396
TBP	490.6084	TBP	389.8605
TBRG1	283.4734	TBRG1	1003.4639
TBRG4	1070.6836	TBRG4	557.9734
TBX15	131.2827	TBX15	498.2832
TBX18	58.8341	TBX18	180.5123
TBX19	215.9504	TBX19	142.449
TBX1	242.6299	TBX1	192.0466
TBX21	5.8348	TBX21	48.4442
TBX2	97.7327	TBX2	141.0072
TBX3	3787.7499	TBX3	1592.603
TBX5	100.6501	TBX5	155.1368
TBX6	13.6145	TBX6	19.0316
TBXA2R	59.8066	TBXA2R	73.8197
TBXAS1	171.64	TBXAS1	487.0372
TC2N	2395.1805	TC2N	4075.3682
TCAM1P	130.7965	removed	removed
TCEA1	2102.4686	TCEA1	1830.4987
TCEA2	180.3922	TCEA2	239.6258
TCEA3	914.1168	TCEA3	425.9052
TCEAL1	251.8683	TCEAL1	527.4074
TCEAL2	91.4117	TCEAL2	79.8753
TCEAL3	227.0705	TCEAL3	194.3535
TCEAL4	934.5385	TCEAL4	1409.7839
removed	removed	TCEAL5	44.6955
TCEAL6	10.2109	TCEAL6	13.2645
TCEAL7	33.0638	TCEAL7	303.6413
TCEAL8	926.2726	TCEAL8	1326.4483
TCEANC	66.1276	TCEANC	85.3541
TCEB1	759.9811	TCEB1	607.8594
TCEB2	2158.8716	TCEB2	1053.0846
TCEB3	2377.1023	TCEB3	1599.8552
TCERG1	1228.2229	TCERG1	1160.0655
TCF12	1590.9522	TCF12	2314.6523
TCF15	11.6696	TCF15	8.6507
TCF19	1167.9301	TCF19	421.2915
TCF20	1237.9475	TCF20	1036.0715
removed	removed	TCF21	5.7672
TCF25	1136.325	TCF25	1611.923
TCF3	1937.1496	TCF3	944.0852
TCF4	1611.3739	TCF4	3819.5944
TCF7L1	406.9765	TCF7L1	1950.4557
TCF7L2	630.6433	TCF7L2	1523.6854
TCF7	355.4358	TCF7	947.5455
TCFL5	535.3418	TCFL5	465.4103
TCHH	11.1833	TCHH	19.0316
TCHP	133.2277	TCHP	353.5302
TCIRG1	388.9859	TCIRG1	613.6265
removed	removed	TCL1A	48.4442
TCN1	7.2935	TCN1	73.243
TCN2	222.6944	TCN2	1016.7515
TCOF1	701.6333	TCOF1	627.7561
TCP10L	12.8463	TCP10L	18.7433
TCP11L1	463.4426	TCP11L1	190.0945
TCP11L2	110.861	TCP11L2	170.7081
TCP1	9209.8725	TCP1	5016.6967
TCTA	349.601	TCTA	784.0463
TCTE3	106.9711	TCTE3	42.677
removed	removed	TCTEX1D1	29.4125
TCTEX1D2	250.4097	TCTEX1D2	102.0788
TCTN1	385.5822	TCTN1	678.5071
TCTN2	346.6837	TCTN2	575.8516
TCTN3	1113.9583	TCTN3	1551.9445
removed	removed	TDGF1	79.8753
TDG	553.8186	TDG	454.7411
TDO2	69.5312	TDO2	9.5158
TDP1	500.3331	TDP1	562.8755
TDP2	1431.9542	TDP2	1038.955
removed	removed	TDRD10	74.6848
removed	removed	TDRD12	6.1709
removed	removed	TDRD1	13.5528
TDRD3	663.2209	TDRD3	732.7185
TDRD5	239.7125	TDRD5	127.166
TDRD6	21.3942	TDRD6	22.4919
TDRD7	743.4492	TDRD7	544.4205
TDRD9	5.8348	TDRD9	6.6322
TDRKH	1528.7145	TDRKH	271.0568
TEAD1	2235.21	TEAD1	1657.4837
TEAD2	1503.9166	TEAD2	1085.9575
TEAD3	669.5419	TEAD3	665.2427
TEAD4	364.188	TEAD4	183.6843
TECPR1	75.8522	TECPR1	89.9678
TECPR2	551.8737	TECPR2	736.4672
TECR	1310.3961	TECR	1249.745
TECTA	17.9906	TECTA	16.1481
TEC	6.8073	TEC	83.6239
TEF	697.7434	TEF	1703.621
TEKT2	19.4493	TEKT2	15.283
TEKT3	12.642	TEKT3	15.283
TEKT4	5.2659	TEKT4	5.4788
TEK	91.8979	TEK	959.3681
TELO2	358.8395	TELO2	167.5362
TENC1	422.5359	TENC1	2744.8829
TEP1	732.7521	TEP1	832.4905
TERF1	362.2431	TERF1	735.6021
TERF2IP	1066.7937	TERF2IP	2190.6582
TERF2	688.505	TERF2	640.4438
removed	removed	TESC	54.2114
TESK1	824.65	TESK1	651.6898
TESK2	350.0873	TESK2	225.7846
TES	1691.0869	TES	2372.5402
TET1	141.9798	TET1	73.5314
TET2	972.9509	TET2	819.8027
TET3	1818.5089	TET3	646.211
TEX10	413.7837	TEX10	658.6104
removed	removed	TEX14	6.0555
TEX261	1553.9985	TEX261	2569.8494
TEX264	322.372	TEX264	687.4462
TEX2	1684.795	TEX2	2103.8623
TEX9	67.5863	TEX9	84.2006
TFAM	878.6218	TFAM	596.325
TFAP2A	1055.1242	TFAP2A	1235.9038
TFAP2B	1140.701	TFAP2B	656.3035
TFAP2C	1036.1611	TFAP2C	2834.8507
TFAP2E	17.0181	TFAP2E	10.3809
TFAP4	200.3277	TFAP4	254.0437
TFB1M	213.9422	TFB1M	192.9117
TFB2M	990.9415	TFB2M	362.4664
TFCP2L1	297.5742	TFCP2L1	1627.7827
TFCP2	466.783	TFCP2	679.0839
TFDP1	4887.1212	TFDP1	1536.0848
TFDP2	437.1229	TFDP2	272.4986
TFDP3	36.9537	removed	removed
TFE3	1330.3317	TFE3	1083.6506
TFEB	172.1262	TFEB	322.0962
TFEC	194.9792	TFEC	234.4353
TFF1	93.3566	removed	removed
TFF3	309.2438	TFF3	465.4103
TFG	3561.6518	TFG	1933.1542
TFIP11	761.9261	TFIP11	776.1597
TFPI2	37.4399	TFPI2	81.6054
TFPI	196.9241	TFPI	3780.3776
TFPT	201.9809	TFPT	46.4315
TFR2	136.6313	TFR2	5.1904
TFRC	15488.4447	TFRC	1288.6734
TF	216.8596	TF	900.2547
TGDS	430.3156	TGDS	357.276
TGFA	268.8865	TGFA	439.4581
TGFB1I1	519.7824	TGFB1I1	864.4983
TGFB1	898.0711	TGFB1	858.4427
TGFB2	4852.1124	TGFB2	557.685
TGFB3	533.8831	TGFB3	1268.7766
TGFBI	13900.4099	TGFBI	5278.9759
TGFBR1	2165.1926	TGFBR1	1753.2186
TGFBR2	1235.5164	TGFBR2	9502.2719
TGFBR3	1236.9751	TGFBR3	5284.1663
TGFBRAP1	327.7206	TGFBRAP1	252.8903
TGIF1	1710.0791	TGIF1	1823.8664
TGIF2	956.8712	TGIF2	1184.3742
TGM1	98.2189	TGM1	34.8914
TGM2	1868.1046	TGM2	1921.3315
removed	removed	TGM5	12.3994
TGOLN2	4287.5967	TGOLN2	6173.4634
TGS1	564.0295	TGS1	686.8695
TG	63.6964	removed	removed
TH1L	1972.1583	TH1L	1690.3565
THADA	647.6615	THADA	1224.3695
THAP10	70.5037	THAP10	102.6556
THAP11	570.3505	THAP11	824.9932
THAP1	299.0329	THAP1	376.3076
THAP2	704.5506	THAP2	224.6311
THAP3	161.1423	THAP3	145.7796
THAP4	549.4425	THAP4	596.6134
THAP5	750.2565	THAP5	802.2129
THAP6	326.2619	THAP6	419.273
THAP7	266.4553	THAP7	253.467
THAP8	149.7596	THAP8	75.2615
THAP9	192.548	THAP9	154.2717
THBD	457.0584	THBD	1631.5314
THBS1	23023.5871	THBS1	7449.1606
THBS2	13496.8371	THBS2	5215.8254
THBS3	1744.1154	THBS3	548.7459
THBS4	36.4674	THBS4	509.8175
THEG	7.7797	removed	removed
THEM4	359.3257	THEM4	358.7178
THEMIS	5.3486	THEMIS	76.415
THG1L	189.1444	THG1L	209.3481
THNSL1	342.7938	THNSL1	345.4533
THNSL2	689.9637	THNSL2	732.1418
THOC1	783.3203	THOC1	563.7405
THOC2	1923.5351	THOC2	1455.9212
THOC3	702.6057	THOC3	459.3548
THOC4	739.0731	THOC4	293.2604
THOC5	570.3505	THOC5	516.7381
THOC6	316.8922	THOC6	218.3882
THOC7	707.9543	THOC7	1046.7407
THOP1	288.822	THOP1	169.2663
THPO	134.2001	THPO	12.9761
THRAP3	3951.1239	THRAP3	3274.8855
THRA	528.4033	THRA	923.1129
THRB	661.276	THRB	943.5084
THRSP	10.6971	THRSP	181.089
THSD1P1	123.503	THSD1P1	246.7453
THSD1	66.1276	THSD1	510.3942
THSD4	892.2363	THSD4	1017.3282
THSD7A	35.495	THSD7A	113.3248
THSD7B	9.2384	THSD7B	532.5978
THTPA	132.7414	THTPA	265.0013
THUMPD1	1661.9421	THUMPD1	2323.5914
THUMPD2	320.9133	THUMPD2	350.3554
THUMPD3	1052.2068	THUMPD3	901.1198
THY1	3357.4342	THY1	2235.0654
THYN1	216.8596	THYN1	1515.323
TIA1	1854.0039	TIA1	2248.6182
TIAF1	289.07	TIAF1	634.3249
TIAL1	1493.7057	TIAL1	1648.5445
TIAM1	385.096	TIAM1	471.1775
TIAM2	70.6933	TIAM2	206.4646
TICAM1	581.0476	TICAM1	435.1327
TICAM2	207.5385	TICAM2	229.9571
TIE1	292.2256	TIE1	1630.9547
removed	removed	TIFAB	15.8597
TIFA	387.5272	TIFA	843.1597
TIGD1	81.2008	TIGD1	171.8616
TIGD2	213.456	TIGD2	406.2969
TIGD3	11.1833	removed	removed
TIGD4	34.0363	TIGD4	15.8597
TIGD5	100.1639	TIGD5	44.4072
TIGD6	142.4661	TIGD6	218.5756
TIGD7	284.3389	TIGD7	366.3996
TIGIT	24.3116	TIGIT	51.6161
removed	removed	TIMD4	5.1904
TIMELESS	603.9006	TIMELESS	320.6545
TIMM10	345.225	TIMM10	234.4353
TIMM13	494.012	TIMM13	255.7738
TIMM16	189.9029	TIMM16	76.2823
TIMM17A	2698.1032	TIMM17A	901.1198
TIMM17B	438.0953	TIMM17B	284.033
TIMM22	166.2915	TIMM22	413.2175
TIMM44	334.5278	TIMM44	179.6472
TIMM50	854.3102	TIMM50	446.667
TIMM8A	226.5843	TIMM8A	126.5893
TIMM8B	390.4446	TIMM8B	380.3446
TIMM9	624.7648	TIMM9	838.8344
TIMP1	4717.9123	TIMP1	5494.0912
TIMP2	14930.7362	TIMP2	22168.123
TIMP3	14466.8706	TIMP3	27277.5442
TIMP4	119.6132	TIMP4	240.2025
TINAGL1	591.2585	TINAGL1	1925.9453
TINF2	1055.6104	TINF2	1266.4698
TIPARP	935.0199	TIPARP	1979.5799
TIPIN	158.998	TIPIN	111.883
TIPRL	2492.9132	TIPRL	1226.6763
TIRAP	70.0175	TIRAP	134.0866
TJAP1	481.8562	TJAP1	666.9728
TJP1	1999.3873	TJP1	2908.9588
TJP2	1046.372	TJP2	1652.8699
TJP3	363.7018	TJP3	158.5971
TK1	1579.7688	TK1	134.0866
TK2	322.8583	TK2	1055.6798
removed	removed	TKTL1	8.074
TKT	3414.3234	TKT	2133.2749
TLCD1	178.9335	TLCD1	47.8675
TLE1	731.2934	TLE1	978.9765
TLE2	361.2706	TLE2	947.8338
TLE3	2253.2006	TLE3	822.9747
TLE4	170.6675	TLE4	843.4481
TLE6	89.953	TLE6	12.6878
TLK1	1876.3706	TLK1	1849.2419
TLK2	969.5473	TLK2	834.2206
TLL1	470.6729	TLL1	507.5107
TLL2	15.0732	TLL2	7.7857
TLN1	7800.1391	TLN1	6259.6825
TLN2	295.143	TLN2	969.749
removed	removed	TLR10	134.9517
TLR1	180.3922	TLR1	570.9495
TLR2	775.0543	TLR2	1548.4842
TLR3	115.2371	TLR3	323.538
TLR4	295.143	TLR4	1326.1599
TLR5	174.5574	TLR5	544.9972
TLR6	63.6964	TLR6	101.2138
TLR7	88.4943	TLR7	560.8569
TLR8	34.5225	TLR8	163.7875
TLR9	43.8825	TLR9	44.7993
TM2D1	738.5869	TM2D1	451.2808
TM2D2	758.0362	TM2D2	1266.4698
TM2D3	486.2323	TM2D3	1178.2321
TM4SF18	109.4023	TM4SF18	478.6748
TM4SF19	22.8092	removed	removed
TM4SF1	4896.8458	TM4SF1	10785.7548
TM6SF1	78.7696	TM6SF1	313.1571
removed	removed	TM6SF2	6.3439
TM7SF2	754.1463	TM7SF2	196.9487
TM7SF3	2104.4135	TM7SF3	1642.7774
TM7SF4	14.587	removed	removed
TM9SF1	1726.3241	TM9SF1	1684.7797
TM9SF2	10001.3128	TM9SF2	4717.8306
TM9SF3	4440.7599	TM9SF3	6914.8326
TM9SF4	2890.165	TM9SF4	2036.3865
TMBIM1	3088.0615	TMBIM1	3831.4171
TMBIM4	759.5873	TMBIM4	1734.9655
TMBIM6	21675.2649	TMBIM6	21609.2846
removed	removed	TMC2	10.3809
TMC4	1836.9857	TMC4	583.0605
TMC5	1432.4404	TMC5	176.4753
TMC6	778.9442	TMC6	246.258
TMC7	125.4479	TMC7	85.0657
TMC8	49.1095	TMC8	255.1971
TMCC1	1753.84	TMCC1	951.0058
TMCC2	221.2357	TMCC2	52.4812
TMCC3	124.9617	TMCC3	666.1077
TMCO1	5605.2863	TMCO1	2322.1496
TMCO3	4853.5711	TMCO3	1118.5419
TMCO4	368.0779	TMCO4	577.5817
TMCO6	119.6132	TMCO6	275.6706
TMCO7	214.4285	TMCO7	410.0455
TMED10P1	63.6964	TMED10P1	28.2591
TMED10	11065.6754	TMED10	8420.6398
TMED1	231.7432	TMED1	216.5369
TMED2	6993.9659	TMED2	5429.2106
TMED3	1253.9932	TMED3	1500.6167
TMED4	1119.7931	TMED4	788.0833
TMED5	1517.5311	TMED5	1398.8262
TMED6	5.3486	removed	removed
TMED7-TICAM2	398.1319	TMED7-TICAM2	57.2997
TMED7	3002.6597	TMED7	2239.9156
TMED8	559.6534	TMED8	517.3148
TMED9	2740.8917	TMED9	1431.9874
TMEFF1	315.064	TMEFF1	119.3602
TMEM100	7.2935	TMEM100	276.2473
TMEM101	450.2511	TMEM101	614.4916
TMEM102	103.5675	TMEM102	136.9702
TMEM104	594.1759	TMEM104	287.7816
TMEM105	20.908	removed	removed
TMEM106A	172.6125	TMEM106A	217.9989
TMEM106B	2467.1429	TMEM106B	1494.8496
TMEM106C	2869.7432	TMEM106C	1365.665
TMEM107	232.9053	TMEM107	237.0305
TMEM108	238.2538	TMEM108	109.8645
TMEM109	1924.5076	TMEM109	3377.8294
TMEM110	74.977	TMEM110	125.1475
TMEM111	1218.9845	TMEM111	1007.2356
TMEM115	518.3237	TMEM115	960.2332
TMEM116	120.5856	TMEM116	179.9356
TMEM117	26.7428	TMEM117	211.9434
TMEM119	406.9765	TMEM119	1241.9593
TMEM11	422.0497	TMEM11	361.313
TMEM120A	351.0597	TMEM120A	522.2169
TMEM120B	310.6781	TMEM120B	251.0822
TMEM121	42.7884	TMEM121	24.7988
TMEM123	8933.0604	TMEM123	10684.8294
TMEM125	652.5238	TMEM125	202.7159
TMEM126A	292.2256	TMEM126A	360.7363
TMEM126B	567.9194	TMEM126B	760.1125
TMEM127	2622.7372	TMEM127	3005.2705
TMEM128	624.8085	TMEM128	802.5012
TMEM129	310.2162	TMEM129	383.5166
TMEM130	19.4493	TMEM130	90.8329
TMEM131	2022.2403	TMEM131	1690.6449
TMEM132A	1054.1517	TMEM132A	250.295
TMEM132B	8.2659	TMEM132B	5.1904
TMEM132C	7.7797	TMEM132C	236.4538
removed	removed	TMEM132E	6.9206
TMEM133	51.0544	TMEM133	159.1738
TMEM134	548.9563	TMEM134	310.5619
TMEM135	778.9442	TMEM135	539.8068
TMEM136	400.1692	TMEM136	266.4431
TMEM138	419.6185	TMEM138	590.5579
removed	removed	TMEM139	390.7255
TMEM140	433.4421	TMEM140	801.8178
TMEM141	453.6548	TMEM141	282.5912
TMEM143	102.1088	TMEM143	125.4359
TMEM144	221.7219	TMEM144	401.6831
TMEM145	47.1645	removed	removed
TMEM147	1136.8112	TMEM147	1224.0811
TMEM149	92.637	TMEM149	176.8444
TMEM14A	834.8609	TMEM14A	501.7435
TMEM14B	1629.8508	TMEM14B	863.6332
TMEM14C	1959.5163	TMEM14C	2504.6804
TMEM150A	317.9959	TMEM150A	376.3076
TMEM150B	24.3116	TMEM150B	15.8597
TMEM150C	88.9805	TMEM150C	428.5005
TMEM151A	16.0457	removed	removed
TMEM151B	7.8186	TMEM151B	23.3974
TMEM154	68.5588	TMEM154	141.0072
removed	removed	TMEM156	50.4627
TMEM158	357.867	TMEM158	252.6019
TMEM159	931.1349	TMEM159	1497.4448
TMEM160	16.0457	TMEM160	16.1481
TMEM161A	336.4728	TMEM161A	246.5464
TMEM161B	301.464	TMEM161B	321.8079
TMEM163	24.7978	TMEM163	42.9654
TMEM164	682.184	TMEM164	1051.9312
TMEM165	1813.1604	TMEM165	1301.9378
TMEM167A	2201.66	TMEM167A	2374.0541
TMEM167B	1230.654	TMEM167B	1809.4485
TMEM168	517.8374	TMEM168	1001.1801
TMEM169	59.3203	TMEM169	32.8728
TMEM170A	633.5607	TMEM170A	869.4004
TMEM170B	663.7071	TMEM170B	352.0855
TMEM173	781.3754	TMEM173	1209.0865
TMEM175	345.225	TMEM175	267.3082
TMEM176A	353.0047	TMEM176A	1241.9593
TMEM176B	596.1208	TMEM176B	2015.9131
TMEM177	196.4379	TMEM177	155.7135
TMEM178	6.8073	TMEM178	152.5416
TMEM179B	1067.7662	TMEM179B	1174.7718
TMEM17	40.3573	TMEM17	91.9863
TMEM180	468.728	TMEM180	102.3672
TMEM181	2005.2221	TMEM181	1775.1339
TMEM182	146.8422	TMEM182	106.6926
TMEM183A	1477.6601	TMEM183A	1211.97
TMEM184A	395.9633	TMEM184A	92.7101
TMEM184B	1615.2638	TMEM184B	1339.4244
TMEM184C	818.329	TMEM184C	685.1394
TMEM185A	456.0859	TMEM185A	609.3011
TMEM185B	898.0711	TMEM185B	676.4886
TMEM186	272.2901	TMEM186	213.6735
TMEM187	183.7958	TMEM187	133.7983
TMEM188	313.1336	TMEM188	458.2014
removed	removed	TMEM189-UBE2V1	9.0602
TMEM189	1018.6567	TMEM189	643.636
TMEM18	449.7649	TMEM18	1045.8728
TMEM191A	12.642	removed	removed
TMEM192	536.3143	TMEM192	681.9674
TMEM194A	830.9711	TMEM194A	590.8462
TMEM194B	260.1343	TMEM194B	149.658
removed	removed	TMEM195	14.7063
TMEM198	105.5124	TMEM198	34.8914
TMEM199	394.3344	TMEM199	490.4975
TMEM19	810.5493	TMEM19	905.1568
TMEM200A	291.2532	TMEM200A	483.5769
TMEM200B	38.602	TMEM200B	93.8347
removed	removed	TMEM200C	13.2645
TMEM201	421.0772	TMEM201	279.9959
TMEM203	615.0839	TMEM203	986.7622
TMEM204	136.6313	TMEM204	359.2945
TMEM205	774.0819	TMEM205	938.318
TMEM206	487.691	TMEM206	188.298
TMEM208	506.6541	TMEM208	386.6885
TMEM209	588.8274	TMEM209	602.3805
TMEM20	23.3392	TMEM20	92.8514
