gene_id	TCGA-E9-A1RH-01A-21R-A169-07	gene_id	TCGA-E9-A1RH-11A-34R-A169-07
USP20	301.3242	USP20	451.4238
USP21	288.0025	USP21	372.6968
USP22	6371.2632	USP22	4654.5226
USP24	1757.5133	USP24	2458.5427
USP25	1707.3983	USP25	1789.3635
USP27X	92.9347	USP27X	97.1524
USP28	2058.8375	USP28	388.6097
USP2	30.1324	USP2	23.0318
USP30	311.1569	USP30	904.5226
USP31	1027.3571	USP31	644.4724
USP32	2071.2077	USP32	1092.1273
USP33	1834.2717	USP33	2561.9765
USP34	6776.9408	USP34	4054.4389
USP35	47.8947	USP35	121.4405
USP36	1491.0792	USP36	1043.9698
USP37	1345.1748	USP37	414.5729
USP38	2314.8045	USP38	735.3434
USP39	1899.2943	USP39	959.3802
USP3	533.4708	USP3	533.4296
USP40	1321.3861	USP40	1035.5946
USP42	403.7745	USP42	268.4255
USP43	366.0297	USP43	23.4506
removed	removed	USP44	49.4137
USP45	239.7907	USP45	197.6549
USP46	1402.2679	USP46	539.3635
USP47	2033.1457	USP47	2734.5059
USP48	1065.7363	USP48	1596.7337
USP49	24.1059	USP49	23.0318
USP4	2455.9512	USP4	1772.1943
USP51	34.573	USP51	83.7521
USP53	884.3074	USP53	2034.3384
USP54	4162.0807	USP54	481.1558
USP5	1933.2329	USP5	1290.6198
USP6NL	582.3487	USP6NL	597.5712
USP6	32.3527	USP6	29.3132
USP7	5996.3524	USP7	2836.2647
USP8	1287.974	USP8	1536.6583
USP9X	7973.0394	USP9X	5658.7102
USPL1	500.1982	USPL1	554.0201
UST	65.3398	UST	762.5628
UTP11L	637.8558	UTP11L	501.2563
UTP14A	611.5296	UTP14A	441.3735
UTP14C	1537.0708	UTP14C	1489.9497
UTP15	395.2105	UTP15	265.0754
UTP18	1243.6762	UTP18	464.8241
UTP20	1629.054	UTP20	765.4941
UTP23	907.1446	UTP23	541.0385
UTP3	518.5949	UTP3	600.5025
UTP6	1361.3512	UTP6	599.2462
UTRN	2616.446	UTRN	8474.0369
removed	removed	UTS2D	25.1256
UVRAG	645.1511	UVRAG	1457.7052
UXS1	836.4127	UXS1	547.7387
UXT	455.8084	UXT	737.9648
VAC14	971.5328	VAC14	831.6583
VAMP1	40.2823	VAMP1	143.2077
VAMP2	457.0613	VAMP2	2995.3936
VAMP3	1915.7878	VAMP3	5386.0972
VAMP4	340.655	VAMP4	651.1725
VAMP5	120.2125	VAMP5	708.124
VAMP7	2116.5649	VAMP7	1625.2094
VAMP8	1734.6761	VAMP8	637.7722
VANGL1	1974.1496	VANGL1	489.1122
VANGL2	68.5116	VANGL2	172.5293
VAPA	5365.4746	VAPA	3018.0067
VAPB	2795.9718	VAPB	1280.5695
VARS2	415.0504	VARS2	401.5913
VARS	1374.0385	VARS	871.8593
VASH1	357.009	VASH1	764.8995
removed	removed	VASH2	152.8476
VASN	914.757	VASN	531.8258
VASP	1540.2426	VASP	900.335
removed	removed	VAT1L	17.5879
VAT1	4488.4625	VAT1	8747.4874
VAV1	274.0465	VAV1	169.1792
VAV2	1286.4959	VAV2	368.0905
VAV3	3497.8987	VAV3	412.8978
VAX2	13.6389	VAX2	13.4003
VBP1	1785.1082	VBP1	922.1106
VCAM1	559.5115	VCAM1	971.943
VCAN	8189.6757	VCAN	3950.5863
VCL	30337.6417	VCL	7328.3082
removed	removed	VCPIP1	910.804
VCP	8730.4734	VCP	7563.6516
VDAC1	5056.2208	VDAC1	2770.1005
VDAC2	4865.2763	VDAC2	1994.5561
VDAC3	1322.972	VDAC3	1759.2127
VDR	1092.3797	VDR	289.3635
VEGFA	8649.9088	VEGFA	1819.0955
VEGFB	906.5102	VEGFB	6080.8208
VEGFC	285.7823	VEGFC	338.3585
VENTX	6.6609	VENTX	11.7253
VEPH1	49.1634	VEPH1	13.8191
VEZF1	1787.0113	VEZF1	1589.6147
VEZT	2140.0365	VEZT	1289.3635
VGF	22.8372	removed	removed
VGLL1	16.4935	VGLL1	9.6315
VGLL3	564.2693	VGLL3	1907.0352
VGLL4	984.5563	VGLL4	1160.1759
VHL	1207.8344	VHL	647.8224
VILL	16.8107	VILL	137.3534
VIM	19194.8648	VIM	97502.1231
VIPAR	563.0006	VIPAR	721.1055
VIPR1	285.4651	VIPR1	435.0921
VIPR2	5.5063	VIPR2	134.3635
removed	removed	VIP	14.2379
VIT	7.2952	VIT	788.9447
VKORC1L1	1942.4312	VKORC1L1	8404.5226
VKORC1	1633.4502	VKORC1	1399.0787
VLDLR	694.3145	VLDLR	1399.4975
VMA21	1800.333	VMA21	1121.8593
VMAC	79.9302	VMAC	79.5645
VMO1	6.6609	VMO1	10.469
VN1R1	6.6609	VN1R1	6.2814
VNN1	14.2733	VNN1	100.5025
VNN2	11.7358	VNN2	55.6951
VOPP1	1627.1509	VOPP1	861.3903
VPRBP	1207.6029	VPRBP	1075.0084
VPREB3	5.3921	removed	removed
VPS11	939.8144	VPS11	1427.1357
VPS13A	580.7628	VPS13A	1000.4188
VPS13B	1289.0334	VPS13B	1503.3501
VPS13C	2139.4021	VPS13C	2546.0637
VPS13D	2205.6934	VPS13D	3128.5595
VPS16	431.0523	VPS16	680.067
VPS18	395.2105	VPS18	639.866
VPS24	3079.2229	VPS24	4637.7806
VPS25	896.0431	VPS25	686.3484
VPS26A	3580.0492	VPS26A	2275.1256
VPS26B	945.2066	VPS26B	1654.5226
VPS28	667.0367	VPS28	1183.4171
VPS29	1162.16	VPS29	1485.7621
VPS33A	644.91	VPS33A	509.4598
VPS33B	161.4464	VPS33B	265.4941
VPS35	6403.2987	VPS35	3298.995
VPS36	824.3597	VPS36	1548.995
VPS37A	375.7069	VPS37A	855.4313
VPS37B	490.0484	VPS37B	435.0921
VPS37C	771.3901	VPS37C	380.2345
VPS37D	28.8637	VPS37D	30.5695
VPS39	1065.4191	VPS39	2677.9732
VPS41	1380.065	VPS41	1565.3266
VPS45	595.6704	VPS45	1198.4925
VPS4A	1203.711	VPS4A	2189.2797
VPS4B	876.0606	VPS4B	1624.3719
VPS52	1494.2511	VPS52	1276.3819
removed	removed	VPS53	1027.2194
VPS54	1832.0514	VPS54	958.9615
VPS72	527.476	VPS72	639.4472
VPS8	1707.0811	VPS8	913.7353
VRK1	1191.9753	VRK1	198.4925
VRK2	1300.8707	VRK2	398.057
VRK3	304.1789	VRK3	456.0302
VSIG10L	385.0607	VSIG10L	66.1642
VSIG10	913.8054	VSIG10	788.1072
removed	removed	VSIG2	27.2194
VSIG4	161.4464	VSIG4	1408.7102
VSNL1	23.4716	VSNL1	54.4389
VSTM2L	345.0956	VSTM2L	12.5628
VSX2	31.4012	removed	removed
VTA1	1629.054	VTA1	907.4539
VTCN1	5481.8809	VTCN1	440.536
VTI1A	458.7773	VTI1A	491.9724
VTI1B	980.1285	VTI1B	2714.8409
VTN	32.3527	removed	removed
VWA1	2306.5578	VWA1	464.4054
VWA2	57.4102	VWA2	43.5511
VWA3B	9.8327	removed	removed
VWA5A	250.5749	VWA5A	1047.3199
VWA5B2	9.8327	removed	removed
removed	removed	VWC2	8.3752
VWCE	17.4451	VWCE	67.8392
VWF	797.0819	VWF	28024.7069
WAC	5345.8092	WAC	3943.8861
WAPAL	1761.9538	WAPAL	1518.4255
WARS2	792.9585	WARS2	497.0687
WARS	3820.4742	WARS	2604.6901
WASF1	530.965	WASF1	271.7755
WASF2	3749.7423	WASF2	7340.871
WASF3	182.3805	WASF3	2025.1256
WASH2P	95.155	WASH2P	127.3032
WASH3P	78.0271	WASH3P	213.1491
WASH5P	60.582	WASH5P	120.1843
WASH7P	216.0019	WASH7P	585.8459
WASL	1573.5469	WASL	1616.8342
WAS	77.3928	WAS	88.3585
WBP11P1	12.6873	WBP11P1	7.1189
WBP11	1929.1095	WBP11	1702.2613
WBP1	1234.5349	WBP1	1111.0008
WBP2	3009.4362	WBP2	3432.1608
WBP4	347.9502	WBP4	491.206
WBP5	356.197	WBP5	990.3685
WBSCR16	776.465	WBSCR16	1264.6566
WBSCR17	233.7642	WBSCR17	78.3082
WBSCR22	1311.2711	WBSCR22	734.1332
WBSCR26	23.7888	removed	removed
WBSCR27	55.8243	WBSCR27	13.4003
WDFY1	1778.7646	WDFY1	1393.6348
WDFY2	430.1007	WDFY2	321.1893
WDFY3	1232.5747	WDFY3	2041.4573
WDFY4	65.657	WDFY4	114.3216
WDHD1	731.7421	WDHD1	92.1273
WDR11	861.4701	WDR11	1414.9916
WDR12	580.1285	WDR12	335.0084
WDR13	455.4754	WDR13	1367.6717
removed	removed	WDR17	30.1508
WDR18	324.4786	WDR18	277.2194
WDR19	283.2448	WDR19	858.0402
WDR1	9713.1076	WDR1	3842.9648
WDR20	843.3907	WDR20	491.6248
WDR24	441.2021	WDR24	226.1307
WDR25	169.0588	WDR25	180.067
WDR26	3086.5118	WDR26	3012.5628
WDR27	30.7668	WDR27	117.2529
WDR31	102.4502	WDR31	102.5963
WDR33	1667.4332	WDR33	1360.134
WDR34	1295.0599	WDR34	327.0519
WDR35	413.9244	WDR35	588.3585
WDR36	963.9204	WDR36	1211.0553
WDR37	428.1976	WDR37	498.325
WDR3	2448.3388	WDR3	858.8777
WDR41	683.5303	WDR41	792.7136
WDR43	2854.3335	WDR43	907.0352
WDR44	686.3849	WDR44	525.9631
WDR45L	3159.7811	WDR45L	1583.7521
WDR45	348.2674	WDR45	1067.4204
WDR46	895.4088	WDR46	551.9263
WDR47	770.1213	WDR47	499.5812
WDR48	736.1827	WDR48	1477.3869
WDR4	306.082	WDR4	80.402
WDR52	183.9664	WDR52	126.4657
WDR53	537.3087	WDR53	130.2345
WDR54	356.5142	WDR54	75.7956
WDR55	505.8124	WDR55	380.0377
WDR59	449.1317	WDR59	578.727
WDR5B	646.737	WDR5B	266.3317
WDR5	1212.9094	WDR5	651.5913
WDR60	241.3766	WDR60	538.1072
WDR61	778.3681	WDR61	912.0603
WDR62	625.4857	WDR62	9.6315
removed	removed	WDR63	6.2814
WDR66	7.2952	WDR66	31.8258
WDR67	205.2177	WDR67	95.8961
WDR6	2835.8893	WDR6	1654.2965
WDR70	692.4114	WDR70	448.4925
removed	removed	WDR72	22.6131
WDR73	227.0335	WDR73	202.8643
WDR74	382.8404	WDR74	312.8141
WDR75	819.9191	WDR75	700.5863
WDR76	398.6995	WDR76	103.0151
WDR77	1285.8615	WDR77	635.6784
WDR78	22.8372	WDR78	72.0268
WDR7	387.5981	WDR7	851.7588
WDR81	409.801	WDR81	876.8844
WDR82	4318.7693	WDR82	3593.3836
WDR83	111.9657	WDR83	110.9841
WDR85	105.9393	WDR85	202.2613
WDR86	15.8592	WDR86	69.0955
WDR88	6.978	WDR88	5.0251
WDR89	414.5587	WDR89	270.5193
WDR8	179.5258	WDR8	272.1943
WDR90	170.0103	WDR90	171.273
WDR91	691.777	WDR91	353.0151
WDR92	371.1046	WDR92	263.4003
removed	removed	WDR93	15.4941
WDSUB1	144.3185	WDSUB1	250
WDTC1	656.5697	WDTC1	2279.3132
WDYHV1	257.8701	WDYHV1	150.335
WEE1	1550.3925	WEE1	452.6801
WFDC12	6.978	removed	removed
WFDC1	78.6615	WFDC1	38.526
WFDC2	26.3262	WFDC2	82.0771
WFDC3	80.8818	removed	removed
removed	removed	WFIKKN1	10.8878
removed	removed	WFIKKN2	13.8191
WFS1	1576.7187	WFS1	2041.0385
WHAMML1	56.1415	WHAMML1	220.6868
WHAMML2	21.5685	WHAMML2	97.5712
WHAMM	248.989	WHAMM	444.3049
WHSC1L1	1361.034	WHSC1L1	1608.8777
WHSC1	1785.7426	WHSC1	1085.8459
WHSC2	801.5225	WHSC2	313.2328
WIBG	455.1582	WIBG	337.1022
removed	removed	WIF1	145.7286
WIPF1	1053.3661	WIPF1	1987.8559
WIPF2	1343.9061	WIPF2	1065.7454
removed	removed	WIPF3	12.9816
WIPI1	1347.3951	WIPI1	718.1742
WIPI2	1348.981	WIPI2	1849.2462
WISP1	3116.0098	WISP1	60.3015
WISP2	680.9928	WISP2	5083.3333
removed	removed	WISP3	5.0251
WIT1	55.8243	removed	removed
WIZ	1656.649	WIZ	1039.3635
WLS	5857.4261	WLS	2675.8794
WNK1	7209.8961	WNK1	9540.201
WNK2	14.9171	WNK2	201.0595
WNK3	48.8462	WNK3	16.3317
WNK4	17.8479	WNK4	30.0461
WNT10A	8.8811	WNT10A	6.7002
WNT10B	13.3217	WNT10B	51.0888
WNT11	14.9076	WNT11	615.9966
WNT2B	26.009	WNT2B	16.3317
WNT2	124.6531	WNT2	72.4456
WNT3A	20.9341	removed	removed
WNT3	52.0181	WNT3	10.0503
WNT4	17.4451	WNT4	27.6382
WNT5A	1037.8241	WNT5A	399.4975
WNT5B	101.8159	WNT5B	146.5662
removed	removed	WNT6	15.4941
WNT7A	50.7493	removed	removed
WNT7B	2843.2321	WNT7B	15.4941
WNT9A	5.7093	WNT9A	24.7069
removed	removed	WNT9B	12.1441
WRAP53	170.6447	WRAP53	104.6901
WRB	522.0839	WRB	657.0352
WRNIP1	1056.5379	WRNIP1	527.6382
WRN	278.487	WRN	428.8107
WSB1	2721.7509	WSB1	1674.2044
WSB2	1784.1567	WSB2	1380.6533
removed	removed	WSCD1	141.1223
removed	removed	WSCD2	120.603
WT1	441.2021	removed	removed
WTAP	1952.5811	WTAP	1572.8643
WTIP	58.9961	WTIP	269.6817
WWC1	1709.9358	WWC1	398.66
WWC2	5243.0418	WWC2	1139.0285
WWC3	2742.0506	WWC3	1023.8693
WWOX	71.3663	WWOX	354.6901
WWP1	1984.2994	WWP1	2659.129
WWP2	816.1129	WWP2	1098.8275
WWTR1	1265.676	WWTR1	725.335
XAB2	787.5664	XAB2	914.1541
XAF1	448.8145	XAF1	875.2094
XAGE1D	1225.9139	removed	removed
XBP1	5682.3408	XBP1	7367.6717
removed	removed	XCL2	10.8878
XDH	152.5652	XDH	54.8576
XG	61.2164	XG	1053.6013
XIAP	2162.5565	XIAP	1473.1993
XIRP1	41.8682	removed	removed
XIST	4392.635	XIST	10173.3333
removed	removed	XKR6	8.3752
XKR8	84.3708	XKR8	155.3601
XKR9	7.6124	removed	removed
XKRX	7.9296	removed	removed
removed	removed	XK	11.3065
XPA	170.6447	XPA	417.9229
XPC	1932.9157	XPC	1111.809
XPNPEP1	784.0774	XPNPEP1	772.1943
removed	removed	XPNPEP2	309.0452
XPNPEP3	417.0327	XPNPEP3	212.0352
XPO1	8988.3435	XPO1	3667.0854
XPO4	1192.9268	XPO4	789.3635
XPO5	1903.4177	XPO5	745.3936
XPO6	3314.5666	XPO6	1429.6482
XPO7	1063.516	XPO7	2196.3987
XPOT	5015.3041	XPOT	2313.6516
XPR1	1671.2394	XPR1	912.8978
XRCC1	449.7661	XRCC1	504.6064
XRCC2	236.6188	XRCC2	12.9816
XRCC3	227.7377	XRCC3	125.2094
XRCC4	194.7506	XRCC4	106.7839
XRCC5	9178.6536	XRCC5	6210.6365
XRCC6BP1	131.3139	XRCC6BP1	263.8191
XRCC6	10732.2179	XRCC6	6342.1273
XRN1	2989.7708	XRN1	1208.5427
XRN2	1532.3131	XRN2	2093.8023
XRRA1	460.1982	XRRA1	533.8107
XYLB	309.571	XYLB	84.1709
XYLT1	442.4709	XYLT1	953.9363
XYLT2	528.4276	XYLT2	454.3551
YAF2	277.2183	YAF2	306.1139
YAP1	3777.3372	YAP1	5366.8342
YARS2	598.8423	YARS2	247.0687
YARS	1801.6018	YARS	1124.7906
YBX1	3672.0324	YBX1	8676.7169
YBX2	52.3353	YBX2	201.4238
YDJC	216.6363	YDJC	55.6951
YEATS2	3472.7999	YEATS2	809.4012
YEATS4	340.0206	YEATS4	190.1173
YES1	5701.0546	YES1	1887.7722
YIF1A	979.7796	YIF1A	608.0402
YIF1B	1068.5433	YIF1B	279.8995
YIPF1	683.5303	YIPF1	602.5963
YIPF2	581.08	YIPF2	467.3367
YIPF3	1518.0398	YIPF3	2055.2764
YIPF4	2621.8381	YIPF4	935.9296
YIPF5	1276.6632	YIPF5	1313.2328
YIPF6	694.9489	YIPF6	439.6985
YJEFN3	8.8811	YJEFN3	32.0896
YKT6	2977.0835	YKT6	1422.1106
YLPM1	2091.5074	YLPM1	1988.6935
YME1L1	8134.4858	YME1L1	3723.1993
YOD1	297.8352	YOD1	327.8894
YPEL1	112.2607	YPEL1	254.5854
YPEL2	531.2822	YPEL2	1718.593
YPEL3	452.3035	YPEL3	948.0737
YPEL4	16.4935	YPEL4	55.6951
YPEL5	2571.0887	YPEL5	3561.9765
YRDC	196.1367	YRDC	190.9548
YTHDC1	1903.4177	YTHDC1	1716.9179
YTHDC2	643.8823	YTHDC2	795.6449
YTHDF1	1345.492	YTHDF1	886.5159
YTHDF2	1403.8538	YTHDF2	1521.7755
YTHDF3	4385.695	YTHDF3	2248.7437
YWHAB	22365.8711	YWHAB	7971.1055
YWHAE	10518.1191	YWHAE	11406.1977
YWHAG	6983.7444	YWHAG	14226.1307
YWHAH	2807.7076	YWHAH	2103.0151
YWHAQ	21692.1735	YWHAQ	6013.8191
YWHAZ	27733.2488	YWHAZ	16609.2965
YY1AP1	1421.9332	YY1AP1	1532.2446
YY1	3835.3818	YY1	1296.9012
YY2	31.0681	YY2	15.0754
ZADH2	324.1614	ZADH2	1167.0854
ZAK	1846.2295	ZAK	7372.2781
removed	removed	ZAP70	16.3317
ZBED1	938.8629	ZBED1	1738.6935
ZBED2	10.4671	ZBED2	7.5377
ZBED3	22.52	ZBED3	86.2647
ZBED4	620.0936	ZBED4	328.3082
ZBED5	1566.8861	ZBED5	789.3635
ZBP1	8.2468	ZBP1	5.4439
ZBTB10	2129.8866	ZBTB10	533.9196
ZBTB11	1798.2714	ZBTB11	738.8191
ZBTB12	103.9854	ZBTB12	30.1508
ZBTB16	234.7157	ZBTB16	675.4606
ZBTB17	228.6892	ZBTB17	265.9129
ZBTB1	1250.0198	ZBTB1	1082.8601
ZBTB20	10.1499	ZBTB20	54.4389
ZBTB22	334.9457	ZBTB22	258.3752
ZBTB24	599.1595	ZBTB24	328.727
ZBTB25	180.6518	ZBTB25	103.5595
ZBTB26	129.728	ZBTB26	111.3903
ZBTB2	674.6491	ZBTB2	445.1424
ZBTB33	1318.2143	ZBTB33	1071.608
ZBTB34	210.2926	ZBTB34	531.8258
ZBTB37	58.3617	ZBTB37	57.3702
ZBTB38	4171.279	ZBTB38	2789.3635
ZBTB39	162.7151	ZBTB39	308.2077
ZBTB3	81.5161	ZBTB3	92.5461
ZBTB40	489.414	ZBTB40	835.4271
ZBTB41	1466.0217	ZBTB41	789.7822
ZBTB42	319.7209	ZBTB42	146.5662
ZBTB43	476.0923	ZBTB43	364.7404
ZBTB44	2127.9835	ZBTB44	2015.0754
ZBTB45	62.1679	ZBTB45	210.6365
ZBTB46	74.2209	ZBTB46	219.8492
ZBTB47	263.2622	ZBTB47	1061.139
ZBTB48	74.5381	ZBTB48	169.598
ZBTB49	57.093	ZBTB49	78.3082
ZBTB4	1400.3648	ZBTB4	4859.2965
ZBTB5	535.0884	ZBTB5	318.258
ZBTB6	518.9121	ZBTB6	420.4355
ZBTB7A	754.8965	ZBTB7A	930.067
ZBTB7B	1099.0405	ZBTB7B	1174.6231
ZBTB7C	95.7894	ZBTB7C	326.6332
ZBTB8A	309.571	ZBTB8A	360.5528
ZBTB8OS	108.7939	ZBTB8OS	142.7973
ZBTB9	361.2719	ZBTB9	157.8727
ZC3H10	152.248	ZC3H10	205.1926
ZC3H11A	2894.933	ZC3H11A	4240.7873
ZC3H12A	249.9405	ZC3H12A	94.6399
ZC3H12B	17.1279	ZC3H12B	66.5829
ZC3H12C	151.6137	ZC3H12C	565.3266
ZC3H12D	9.1983	removed	removed
ZC3H13	2395.3691	ZC3H13	2365.9966
ZC3H14	3028.4672	ZC3H14	1379.8157
ZC3H15	2000.793	ZC3H15	1384.8409
ZC3H18	715.5658	ZC3H18	505.4439
ZC3H3	297.2009	ZC3H3	233.6683
ZC3H4	808.1833	ZC3H4	807.7889
ZC3H6	343.8268	ZC3H6	652.8476
ZC3H7A	1275.0773	ZC3H7A	1667.9229
ZC3H7B	2410.9111	ZC3H7B	2907.4539
ZC3H8	208.3895	ZC3H8	121.4405
ZC3HAV1L	72.635	ZC3HAV1L	42.2948
ZC3HAV1	2257.7115	ZC3HAV1	1564.9079
ZC3HC1	272.4606	ZC3HC1	341.2898
ZC4H2	37.1105	ZC4H2	163.3166
ZCCHC10	222.0284	ZCCHC10	258.794
ZCCHC11	563.0006	ZCCHC11	725.2931
ZCCHC14	1245.2621	ZCCHC14	1150.7538
ZCCHC17	742.5264	ZCCHC17	654.1039
removed	removed	ZCCHC18	15.4941
ZCCHC24	610.8953	ZCCHC24	3944.3049
ZCCHC2	811.3647	ZCCHC2	539.9623
ZCCHC3	268.3372	ZCCHC3	489.1122
ZCCHC4	154.7855	ZCCHC4	201.8425
ZCCHC6	1007.0573	ZCCHC6	757.1189
ZCCHC7	399.9683	ZCCHC7	425.0419
ZCCHC8	439.299	ZCCHC8	390.7035
ZCCHC9	360.9547	ZCCHC9	343.3836
ZCRB1	687.6536	ZCRB1	973.1993
ZCWPW1	242.9625	ZCWPW1	205.1926
ZCWPW2	5.7093	ZCWPW2	54.0201
ZDBF2	81.5161	ZDBF2	475.2931
ZDHHC11	41.551	ZDHHC11	38.9447
ZDHHC12	491.6343	ZDHHC12	291.0385
ZDHHC13	366.9812	ZDHHC13	136.5159
ZDHHC14	135.7545	ZDHHC14	115.1591
ZDHHC15	59.6305	ZDHHC15	147.8224
ZDHHC16	406.3119	ZDHHC16	385.6784
ZDHHC17	510.9825	ZDHHC17	1171.273
ZDHHC18	295.2978	ZDHHC18	772.6131
ZDHHC1	21.8857	ZDHHC1	222.3618
ZDHHC20	667.0367	ZDHHC20	203.9363
ZDHHC21	120.5297	ZDHHC21	149.0787
ZDHHC23	418.3649	ZDHHC23	63.6516
ZDHHC24	115.1376	ZDHHC24	147.4037
ZDHHC2	44.0885	ZDHHC2	753.3501
ZDHHC3	1298.5489	ZDHHC3	2302.7638
ZDHHC4	112.6001	ZDHHC4	1072.8643
ZDHHC5	3035.1281	ZDHHC5	2094.2211
ZDHHC6	525.7601	ZDHHC6	678.8819
ZDHHC7	1810.4829	ZDHHC7	1586.2647
ZDHHC8P1	12.3702	ZDHHC8P1	10.8878
ZDHHC8	280.073	ZDHHC8	651.1725
ZDHHC9	1839.6638	ZDHHC9	987.0184
ZEB1	628.7083	ZEB1	2908.3166
ZEB2	879.5496	ZEB2	4069.933
ZER1	1109.5076	ZER1	1894.0536
ZFAND1	665.4508	ZFAND1	910.804
ZFAND2A	291.1744	ZFAND2A	250.4188
ZFAND2B	241.0594	ZFAND2B	363.9028
ZFAND3	1740.7026	ZFAND3	1932.1608
ZFAND5	3224.8037	ZFAND5	8838.3585
ZFAND6	1519.9429	ZFAND6	2088.7772
ZFAT	215.6403	ZFAT	205.268
ZFC3H1	429.1492	ZFC3H1	921.273
ZFHX3	1145.6665	ZFHX3	1579.0662
ZFHX4	279.7558	ZFHX4	1408.2915
ZFP106	2138.4506	ZFP106	9085.8459
ZFP112	66.6085	ZFP112	125.2094
ZFP14	125.9218	ZFP14	296.0637
ZFP161	498.6123	ZFP161	519.263
ZFP1	486.8765	ZFP1	288.9447
ZFP28	182.0633	ZFP28	253.3501
ZFP2	21.2513	ZFP2	74.9581
ZFP30	503.6873	ZFP30	238.2747
ZFP36L1	7190.8651	ZFP36L1	8378.5595
ZFP36L2	6172.3892	ZFP36L2	6100.9213
ZFP36	592.4986	ZFP36	1196.8174
ZFP37	111.3314	ZFP37	93.3836
ZFP3	37.7448	ZFP3	267.5879
ZFP41	255.6879	ZFP41	183.5678
ZFP57	35.2074	removed	removed
ZFP62	518.2777	ZFP62	494.1374
ZFP64	833.558	ZFP64	272.6131
ZFP82	143.3669	ZFP82	127.7219
ZFP90	803.7428	ZFP90	854.2714
ZFP91	3802.3947	ZFP91	2954.7739
ZFPL1	494.8061	ZFPL1	398.2412
ZFPM1	44.7229	ZFPM1	29.3132
ZFPM2	61.8508	ZFPM2	644.8911
ZFR	3544.2074	ZFR	2803.6013
ZFX	1546.2691	ZFX	1130.6533
ZFYVE16	1421.9332	ZFYVE16	1193.0486
ZFYVE19	253.7467	ZFYVE19	330.8208
ZFYVE1	445.3255	ZFYVE1	973.6181
ZFYVE20	2391.5629	ZFYVE20	1383.1658
ZFYVE21	561.7318	ZFYVE21	1648.66
ZFYVE26	965.8235	ZFYVE26	1133.1658
ZFYVE27	148.4418	ZFYVE27	373.1156
ZFYVE28	48.5291	ZFYVE28	142.3786
ZFYVE9	344.7784	ZFYVE9	1353.8526
ZG16B	501.7842	ZG16B	136.9347
ZG16	6.978	removed	removed
removed	removed	ZGLP1	8.7605
ZGPAT	181.2989	ZGPAT	185.0042
ZHX1	1269.0508	ZHX1	2299.4137
ZHX2	940.1316	ZHX2	1043.1323
ZHX3	1209.4203	ZHX3	2294.3886
ZIC1	89.4457	ZIC1	8.794
ZIC2	49.7978	ZIC2	7.1189
ZIC4	18.3966	ZIC4	7.9564
ZIC5	27.595	removed	removed
ZIK1	18.0795	ZIK1	64.9079
removed	removed	ZIM2	5.5444
ZKSCAN1	1237.9669	ZKSCAN1	1171.6918
ZKSCAN2	322.5755	ZKSCAN2	220.268
ZKSCAN3	71.3663	ZKSCAN3	96.3149
ZKSCAN4	115.7719	ZKSCAN4	130.6533
ZKSCAN5	484.3391	ZKSCAN5	355.1089
ZMAT1	136.7061	ZMAT1	567.0017
ZMAT2	1639.5211	ZMAT2	2114.7404
ZMAT3	346.3643	ZMAT3	178.392
ZMAT5	169.119	ZMAT5	243.5888
ZMIZ1	11150.2656	ZMIZ1	3667.5042
ZMIZ2	1271.9055	ZMIZ2	1171.6918
ZMPSTE24	2309.7296	ZMPSTE24	1701.005
ZMYM1	372.3733	ZMYM1	299.8325
ZMYM2	2827.0557	ZMYM2	1864.7404
ZMYM3	1204.3454	ZMYM3	886.9347
ZMYM4	1544.0488	ZMYM4	1950.1675
ZMYM5	418.0477	ZMYM5	373.9531
ZMYM6	380.95	ZMYM6	456.4489
ZMYND10	22.52	removed	removed
ZMYND11	1750.5352	ZMYND11	3441.3735
ZMYND12	16.1764	ZMYND12	74.9581
ZMYND15	13.6389	ZMYND15	17.5879
ZMYND17	29.1809	ZMYND17	80.402
ZMYND19	235.0329	ZMYND19	123.5343
ZMYND8	2800.0952	ZMYND8	722.7806
ZNF100	254.0639	ZNF100	221.1055
ZNF101	91.0316	ZNF101	74.5394
ZNF107	452.3035	ZNF107	197.2362
ZNF10	92.3004	ZNF10	179.2295
ZNF114	33.6214	ZNF114	10.0503
ZNF117	217.5022	ZNF117	1795.0335
ZNF121	107.8424	ZNF121	56.9514
ZNF124	64.3882	ZNF124	57.7889
ZNF12	1343.5889	ZNF12	741.6248
ZNF131	685.1162	ZNF131	425.8794
ZNF132	31.084	ZNF132	126.4657
ZNF133	90.7145	ZNF133	293.9698
ZNF134	540.4552	ZNF134	271.1642
ZNF135	162.7151	ZNF135	141.1223
ZNF136	332.7254	ZNF136	224.0369
ZNF137	41.2338	ZNF137	53.1826
ZNF138	316.8662	ZNF138	184.6734
ZNF140	569.6614	ZNF140	368.5092
ZNF141	90.3973	ZNF141	79.1457
removed	removed	ZNF142	428.8107
ZNF143	396.4793	ZNF143	363.4841
ZNF146	5193.2408	ZNF146	1616.4154
ZNF148	3280.628	ZNF148	1523.4506
ZNF14	242.9625	ZNF14	227.3869
ZNF154	7.6124	ZNF154	36.4322
ZNF155	81.199	ZNF155	170.0168
ZNF160	513.8371	ZNF160	780.1508
ZNF165	130.9206	ZNF165	27.3032
ZNF167	15.2248	ZNF167	82.4958
ZNF169	18.0795	ZNF169	86.2647
ZNF16	181.1117	ZNF16	232.8308
