gene_id	TCGA-E2-A15I-01A-21R-A137-07	gene_id	TCGA-E2-A15I-11A-32R-A137-07
SNPH	83.013	SNPH	61.7432
SNRK	1301.0077	SNRK	2912.0426
SNRNP200	8041.3087	SNRNP200	5381.2375
SNRNP25	744.9974	SNRNP25	278.9088
SNRNP27	469.1117	SNRNP27	867.5981
SNRNP35	270.7142	SNRNP35	205.7964
SNRNP40	662.6909	SNRNP40	551.4305
SNRNP48	522.8052	SNRNP48	464.6707
SNRNP70	3935.8751	SNRNP70	1064.0053
SNRPA1	261.7558	SNRPA1	175.6487
SNRPA	633.0181	SNRPA	1160.346
SNRPB2	808.5818	SNRPB2	959.1484
SNRPB	1324.322	SNRPB	710.0466
SNRPC	701.9013	SNRPC	707.3852
SNRPD1	534.8156	SNRPD1	352.3619
SNRPD2	1494.9402	SNRPD2	1502.5948
SNRPD3	730.3341	SNRPD3	894.4298
SNRPE	539.0545	SNRPE	509.3812
SNRPF	453.5688	SNRPF	347.0393
SNRPG	465.5792	SNRPG	336.3939
SNRPN	1958.6931	SNRPN	1080.4045
SNTA1	333.1117	SNTA1	1161.9428
SNTB1	175.9169	SNTB1	927.7445
SNTB2	1117.3194	SNTB2	2249.3679
removed	removed	SNTG2	40.4524
SNTN	97.4961	removed	removed
SNUPN	286.4831	SNUPN	405.5888
SNURF	97.1746	SNURF	21.5462
SNW1	2118.7739	SNW1	1330.1397
SNX10	432.374	SNX10	427.4118
SNX11	531.2831	SNX11	577.5116
SNX12	239.5013	SNX12	154.8902
SNX13	1963.6986	SNX13	1817.1657
SNX14	1496.7064	SNX14	1221.0246
SNX15	464.5195	SNX15	920.825
SNX16	801.8701	SNX16	482.2355
SNX17	1987.7194	SNX17	2536.7931
SNX18	673.6415	SNX18	1430.7385
SNX19	2851.7609	SNX19	2515.5023
SNX1	3373.1531	SNX1	4891.5502
SNX20	61.4649	SNX20	10.8955
SNX21	263.681	SNX21	1013.3866
SNX22	157.7918	SNX22	64.8676
SNX24	64.9974	SNX24	87.8244
SNX25	862.6285	SNX25	385.3626
SNX27	1540.3748	SNX27	1217.171
SNX29	976.374	SNX29	1233.2668
SNX2	1120.1454	SNX2	2252.5615
SNX30	946.7012	SNX30	619.5609
removed	removed	SNX31	12.2422
SNX33	834.3688	SNX33	1173.1204
SNX3	2311.9999	SNX3	5408.3832
SNX4	815.6467	SNX4	877.7112
SNX5	1552.8726	SNX5	4001.0645
SNX6	1573.7142	SNX6	1933.7325
SNX7	259.9896	SNX7	480.1065
SNX8	278.3584	SNX8	279.4411
SNX9	1863.7298	SNX9	2996.1411
SOAT1	481.1221	SOAT1	716.9661
SOBP	73.1221	SOBP	281.0379
SOCS1	114.0987	SOCS1	94.7438
SOCS2	132.4675	SOCS2	1205.0566
SOCS3	662.6909	SOCS3	5730.4059
SOCS4	1007.1064	SOCS4	586.0279
SOCS5	1214.4623	SOCS5	1032.0692
SOCS6	1014.5246	SOCS6	823.4198
SOCS7	134.2338	SOCS7	116.5669
SOD1	1719.6051	SOD1	3599.7339
SOD2	2356.8622	SOD2	8428.4764
SOD3	259.6364	SOD3	1962.475
SOHLH2	6.3584	SOHLH2	6.9195
SOLH	779.2623	SOLH	221.9561
SON	10183.3969	SON	7968.5961
SORBS1	3278.4829	SORBS1	32536.5269
SORBS2	4015.0024	SORBS2	990.02
SORBS3	1459.2623	SORBS3	2260.0133
SORCS1	190.0467	SORCS1	5.855
SORCS2	251.1584	SORCS2	68.6627
SORD	1236.3636	SORD	155.4225
SORL1	5138.327	SORL1	1321.6234
SORT1	2898.0362	SORT1	8465.7352
SOS1	1428.5298	SOS1	3523.6194
SOS2	2351.2103	SOS2	1960.346
SOSTDC1	44.1558	SOSTDC1	174.5842
SOX10	103.148	SOX10	441.2508
SOX11	17.3091	removed	removed
SOX12	1255.4389	SOX12	232.0692
SOX13	506.5558	SOX13	1438.1903
SOX15	7.7714	SOX15	22.8876
SOX17	29.6727	SOX17	644.5775
SOX18	45.2156	SOX18	187.3586
SOX2OT	42.7429	removed	removed
SOX2	12.0104	removed	removed
removed	removed	SOX30	5.3227
SOX4	6299.0958	SOX4	1343.9787
SOX5	18.3688	SOX5	450.8317
SOX6	32.4987	SOX6	328.9421
SOX7	114.2612	SOX7	557.6261
SOX8	8.8312	SOX8	28.2102
SOX9	4959.2309	SOX9	924.0186
SP100	1547.9272	SP100	1853.8922
SP110	520.3324	SP110	482.2355
SP140L	450.7428	SP140L	275.3852
SP140	113.039	SP140	42.3792
SP1	4399.6881	SP1	5043.7791
SP2	647.8545	SP2	713.2402
SP3	3650.805	SP3	2640.0532
SP4	408.3532	SP4	414.6374
removed	removed	SP5	12.2422
SP6	184.3948	SP6	34.0652
SPA17	253.2779	SPA17	26.0812
SPACA4	10.2442	removed	removed
SPAG16	145.5377	SPAG16	389.0885
SPAG17	197.4649	SPAG17	78.7758
SPAG1	358.8987	SPAG1	74.5176
SPAG4	7.7714	SPAG4	27.1457
SPAG5	144.4285	SPAG5	53.2269
SPAG7	327.813	SPAG7	557.2854
removed	removed	SPAG8	9.5808
SPAG9	1676.509	SPAG9	4046.8397
SPARCL1	6886.5451	SPARCL1	24394.9434
SPARC	31984.7256	SPARC	58304.1916
SPAST	721.3298	SPAST	605.1896
SPATA13	1068.091	SPATA13	221.9082
SPATA17	155.7818	removed	removed
SPATA18	604.4052	SPATA18	471.0579
SPATA20	812.4675	SPATA20	557.2854
SPATA22	51.4928	SPATA22	17.5063
SPATA24	47.3351	SPATA24	31.4039
SPATA2L	126.8156	SPATA2L	36.7265
SPATA2	491.7195	SPATA2	312.4418
SPATA4	38.1506	SPATA4	5.855
SPATA5L1	169.5584	SPATA5L1	198.5363
SPATA5	290.3688	SPATA5	289.022
SPATA6	365.9636	SPATA6	192.149
SPATA7	314.7428	SPATA7	352.8942
SPATA9	8.1247	SPATA9	31.9361
SPATS1	6.3584	removed	removed
SPATS2L	1323.9688	SPATS2L	2018.3633
SPATS2	660.5714	SPATS2	340.652
SPC25	40.6234	removed	removed
SPCS1	1976.6839	SPCS1	1547.8377
SPCS2	698.0155	SPCS2	578.5762
SPCS3	2604.1349	SPCS3	2635.2628
SPDEF	3689.6621	SPDEF	153.8257
SPDYA	14.7198	removed	removed
SPDYE1	21.3184	SPDYE1	7.5848
SPDYE3	74.8353	SPDYE3	78.0306
SPDYE5	15.5429	removed	removed
SPDYE6	42.0364	SPDYE6	10.1131
SPDYE7P	9.1844	removed	removed
SPDYE8P	37.7974	SPDYE8P	15.9681
SPEF1	125.4026	removed	removed
SPEF2	813.8805	SPEF2	214.5043
SPEG	221.1325	SPEG	107.5183
SPEN	3090.5557	SPEN	2475.5822
SPESP1	101.5054	SPESP1	101.6633
SPG11	2714.3479	SPG11	2258.9488
SPG20	1499.8856	SPG20	3000.9315
SPG21	1677.922	SPG21	2114.1717
SPG7	738.9922	SPG7	649.3679
SPHAR	168.4174	SPHAR	207.3347
SPHK1	156.6261	SPHK1	66.0492
SPHK2	332.0625	SPHK2	169.847
removed	removed	SPHKAP	87.2921
SPI1	231.3766	SPI1	84.0985
SPIB	44.5091	SPIB	6.3872
SPIN1	3485.4855	SPIN1	2735.3293
SPIN2B	63.8917	SPIN2B	72.6813
SPIN3	415.0649	SPIN3	332.668
SPIN4	204.5299	SPIN4	143.1803
SPINK2	5.2987	SPINK2	5.855
removed	removed	SPINK5	40.9847
SPINK8	36.3844	removed	removed
SPINT1	3807.6466	SPINT1	429.0086
SPINT2	6115.0542	SPINT2	803.7259
SPIRE1	668.6961	SPIRE1	740.3859
SPIRE2	90.7844	SPIRE2	49.501
SPNS1	614.0029	SPNS1	507.0659
SPNS2	131.7928	SPNS2	366.1796
SPNS3	11.3039	removed	removed
SPN	309.4441	SPN	79.8403
SPOCD1	599.1065	removed	removed
SPOCK1	770.7844	SPOCK1	1016.6334
SPOCK2	549.3729	SPOCK2	221.4238
SPON1	917.3818	SPON1	3664.1384
SPON2	453.2156	SPON2	672.2555
SPOPL	3755.0128	SPOPL	1272.6547
SPOP	1421.4649	SPOP	1487.159
SPP1	1591.7298	SPP1	137.8576
SPPL2A	907.1376	SPPL2A	794.6773
SPPL2B	873.2259	SPPL2B	398.6693
SPPL3	1527.4389	SPPL3	1673.9854
SPRED1	1173.8389	SPRED1	1555.2894
SPRED2	1028.3012	SPRED2	1303.5263
SPRN	95.7299	SPRN	26.0812
SPRY1	993.3298	SPRY1	3348.503
SPRY2	213.361	SPRY2	3195.7418
SPRY3	75.2416	SPRY3	113.3733
SPRY4	311.2104	SPRY4	1450.9647
SPRYD3	1519.3142	SPRYD3	1035.7951
SPRYD4	256.4571	SPRYD4	244.3114
SPR	1211.6363	SPR	555.1564
SPSB1	355.7195	SPSB1	922.4218
SPSB2	119.7506	SPSB2	52.1623
SPSB3	1453.2571	SPSB3	745.7086
SPSB4	8.1247	SPSB4	20.7585
removed	removed	SPTA1	6.3872
SPTAN1	4909.7764	SPTAN1	5522.2888
SPTBN1	7328.81	SPTBN1	38686.8929
SPTBN2	665.5168	SPTBN2	105.3892
SPTBN4	174.1506	SPTBN4	43.646
removed	removed	SPTBN5	21.2908
SPTB	75.2416	SPTB	991.6168
SPTLC1	1753.1635	SPTLC1	2286.6267
SPTLC2	9081.2671	SPTLC2	1907.6514
SPTLC3	370.9091	SPTLC3	388.024
SPTY2D1	1512.5142	SPTY2D1	977.4531
SQLE	682.4727	SQLE	153.8257
SQRDL	1732.322	SQRDL	1318.9621
SQSTM1	5703.9563	SQSTM1	7192.7611
SR140	2939.0128	SR140	2524.0186
SRA1	370.5558	SRA1	294.3446
SRBD1	540.4675	SRBD1	452.9607
SRCAP	6313.2256	SRCAP	2379.2415
SRCIN1	634.4311	SRCIN1	74.5176
SRCRB4D	170.8054	SRCRB4D	60.2369
removed	removed	SRC	300.1996
SRD5A1	199.9377	SRD5A1	150.0998
SRD5A2	6.0052	removed	removed
SRD5A3	373.3217	SRD5A3	490.2089
SREBF1	4291.5946	SREBF1	1306.1876
removed	removed	SREBF2	2244.0452
SRFBP1	328.8727	SRFBP1	211.843
SRF	1780.0103	SRF	1499.9335
SRGAP1	412.5922	SRGAP1	398.6693
SRGAP2	394.2234	SRGAP2	667.4651
SRGAP3	843.2	SRGAP3	232.6015
SRGN	1131.096	SRGN	1974.7172
SRI	1298.1818	SRI	1725.6154
SRL	18.7221	SRL	60.1464
SRMS	62.8779	removed	removed
SRM	452.8623	SRM	555.1564
SRP14	3219.4907	SRP14	3607.1856
SRP19	606.4717	SRP19	443.2681
SRP54	1864.083	SRP54	866.0013
SRP68	1703.0025	SRP68	2203.0605
SRP72	3006.483	SRP72	2669.328
SRP9	6125.2984	SRP9	3603.4597
SRPK1	887.709	SRPK1	545.5755
SRPK2	2328.9557	SRPK2	1123.0872
SRPK3	35.9888	SRPK3	12.5775
SRPRB	720.9766	SRPRB	715.9015
SRPR	3983.9167	SRPR	3398.5363
SRPX2	138.1195	SRPX2	324.1517
SRPX	170.2649	SRPX	3712.5749
SRRD	153.3091	SRRD	276.7798
SRRM1	2883.1999	SRRM1	2028.4764
SRRM2	33061.7714	SRRM2	14747.5715
SRRM3	33.2052	SRRM3	33.5329
SRRM5	44.8058	SRRM5	7.8829
SRRT	1946.3895	SRRT	470.5256
SRR	172.1583	SRR	293.1311
SRXN1	678.2337	SRXN1	435.3959
SS18L1	615.0026	SS18L1	411.976
SS18L2	315.4493	SS18L2	220.8916
SS18	2600.2492	SS18	1937.4584
SSBP1	1111.3142	SSBP1	889.9534
SSBP2	1136.748	SSBP2	818.0971
SSBP3	645.735	SSBP3	848.9687
SSBP4	386.8052	SSBP4	194.2781
SSB	1838.243	SSB	3006.3127
SSC5D	502.6701	SSC5D	533.8656
SSFA2	3542.3583	SSFA2	3869.0619
SSH1	1188.322	SSH1	1420.0931
SSH2	811.761	SSH2	1447.2389
SSH3	1453.6103	SSH3	584.4311
SSNA1	499.1376	SSNA1	335.3293
SSPN	729.1013	SSPN	3078.6427
SSPO	490.3065	SSPO	23.9521
SSR1	3624.6647	SSR1	3816.3673
SSR2	3703.4388	SSR2	3880.7718
SSR3	3016.7271	SSR3	4457.2189
SSR4	1308.7792	SSR4	1703.2601
SSRP1	2655.709	SSRP1	2356.8862
SSSCA1	192.8727	SSSCA1	195.8749
SSTR1	13.7766	SSTR1	70.2595
SSTR2	105.974	SSTR2	44.7106
SSU72	2231.8129	SSU72	2695.4092
SSX2IP	831.8961	SSX2IP	122.9541
ST13	3411.3037	ST13	10688.4897
ST14	2426.8051	ST14	226.2142
ST20	63.6515	ST20	29.4611
ST3GAL1	1003.9272	ST3GAL1	2909.3812
ST3GAL2	289.3091	ST3GAL2	406.6534
ST3GAL3	245.1532	ST3GAL3	554.6241
ST3GAL4	566.961	ST3GAL4	324.684
ST3GAL5	230.3169	ST3GAL5	582.8343
ST3GAL6	54.4	ST3GAL6	513.1071
ST5	979.9064	ST5	782.9674
ST6GAL1	877.8181	ST6GAL1	1761.2774
ST6GAL2	330.2857	ST6GAL2	30.8716
ST6GALNAC1	7.4182	ST6GALNAC1	39.3879
ST6GALNAC2	298.1402	ST6GALNAC2	675.9814
ST6GALNAC3	44.8623	ST6GALNAC3	337.9907
ST6GALNAC4	354.3065	ST6GALNAC4	226.2142
ST6GALNAC5	171.6779	ST6GALNAC5	51.0978
ST6GALNAC6	757.7142	ST6GALNAC6	4707.3852
ST7L	458.161	ST7L	329.4744
ST7OT1	23.8971	ST7OT1	67.0552
ST7	789.6266	ST7	735.5742
ST8SIA1	68.8831	ST8SIA1	211.3107
ST8SIA2	35.3247	ST8SIA2	35.1297
ST8SIA4	280.1247	ST8SIA4	611.5768
ST8SIA5	6.0052	removed	removed
ST8SIA6	324.987	ST8SIA6	17.0326
STAB1	511.5013	STAB1	694.9727
STAB2	8.1247	STAB2	48.4365
STAC2	92.5506	STAC2	213.4398
STAC3	40.3302	removed	removed
STAC	23.3143	STAC	138.9222
STAG1	1280.8091	STAG1	1425.8683
STAG2	4058.4517	STAG2	4881.9694
STAG3L1	36.0312	STAG3L1	17.0326
STAG3L2	142.3584	STAG3L2	145.8417
STAG3L3	372.1949	STAG3L3	109.8017
STAG3L4	170.9714	STAG3L4	312.4418
STAG3	28.991	STAG3	14.0945
STAM2	2021.9843	STAM2	1204.5243
STAMBPL1	111.9792	STAMBPL1	410.9115
STAMBP	705.4337	STAMBP	766.4671
STAM	512.9143	STAM	641.3839
STAP1	18.3688	STAP1	6.3872
STAP2	435.5532	STAP2	84.0985
STARD10	1164.6545	STARD10	293.2801
STARD13	1974.6492	STARD13	1178.9754
STARD3NL	600.1662	STARD3NL	730.8051
STARD3	785.6207	STARD3	425.815
STARD4	42.0364	STARD4	45.2428
STARD5	109.5065	STARD5	69.1949
STARD7	4424.8534	STARD7	2980.5136
STARD8	147.6571	STARD8	573.2535
STAR	36.3844	STAR	12.2422
STAT1	4588.3218	STAT1	3558.2169
STAT2	2389.7142	STAT2	2539.9867
STAT3	7162.4308	STAT3	4729.2083
STAT4	126.8156	STAT4	292.7478
STAT5A	880.9974	STAT5A	5412.6414
STAT5B	2022.3376	STAT5B	5532.9341
STAT6	2825.6206	STAT6	3153.6926
STAU1	3212.7791	STAU1	2825.2828
STAU2	1246.961	STAU2	1225.2828
STBD1	437.0298	STBD1	9007.0685
STC1	343.7091	STC1	543.9787
STC2	3172.1557	STC2	355.5556
STEAP1	1218.348	STEAP1	889.4212
STEAP2	8338.7424	STEAP2	1448.3034
STEAP3	734.0467	STEAP3	584.9634
STEAP4	5467.1997	STEAP4	4290.0865
STIL	282.9506	STIL	45.7751
STIM1	1939.3246	STIM1	1823.0206
STIM2	614.2961	STIM2	611.5768
STIP1	2472.0207	STIP1	1162.475
STK10	646.4415	STK10	507.7844
STK11IP	580.7376	STK11IP	161.8097
STK11	829.0701	STK11	559.4145
STK16	713.2052	STK16	568.9953
STK17A	548.9454	STK17A	467.8643
STK17B	1587.4908	STK17B	1751.1643
STK19	497.873	STK19	176.1756
STK24	3401.7661	STK24	3682.7678
STK25	1474.4519	STK25	1419.5609
STK31	9.1844	removed	removed
removed	removed	STK32A	9.5808
STK32B	135.2935	STK32B	152.2289
STK32C	187.9273	STK32C	62.2754
STK33	18.0156	STK33	5.855
STK35	906.0779	STK35	925.6154
STK36	1268.8623	STK36	403.992
STK38L	1338.4519	STK38L	1106.5868
STK38	890.535	STK38	1345.5755
STK39	1075.9896	STK39	1269.4611
STK3	526.6909	STK3	682.3686
STK40	900.0727	STK40	1513.7725
STK4	1696.6441	STK4	982.0359
STL	8.5521	STL	14.4511
STMN1	1152.2908	STMN1	784.0319
STMN2	17.3091	STMN2	17.0326
STMN3	331.6987	STMN3	251.2309
STOML1	120.4571	STOML1	195.8749
STOML2	1042.0779	STOML2	1295.5422
STOM	3580.1557	STOM	11741.8496
STON1	248.6857	STON1	1528.676
STON2	883.4701	STON2	202.2621
STOX1	527.0441	STOX1	655.7552
STOX2	17.6623	STOX2	66.5336
STRA13	479.0026	STRA13	144.7771
STRA6	144.4779	STRA6	9.5808
STRADA	483.5948	STRADA	376.314
STRADB	500.5506	STRADB	1693.6793
STRAP	1817.8077	STRAP	2790.153
STRBP	1810.0363	STRBP	480.1065
STRC	14.6421	STRC	5.3227
STRN3	1317.6103	STRN3	1099.1191
STRN4	1423.9376	STRN4	1043.7791
STRN	956.9454	STRN	596.1411
STS	516.0935	STS	1616.5003
STT3A	2982.4622	STT3A	2725.7485
STT3B	2466.3687	STT3B	2133.8656
STUB1	2268.4516	STUB1	1014.7864
STX10	221.1325	STX10	154.8902
STX11	84.426	STX11	1769.7937
STX12	1293.2363	STX12	4053.2269
STX16	2184.1246	STX16	1774.0519
STX17	1514.722	STX17	1357.2854
STX18	516.4467	STX18	349.1683
STX19	9.8909	STX19	11.7099
STX1A	104.1725	STX1A	29.8071
STX1B	184.748	STX1B	46.8397
STX2	185.1013	STX2	406.1211
STX3	809.2883	STX3	313.5063
STX4	1018.7636	STX4	346.507
STX5	948.4675	STX5	897.4052
STX6	1188.0959	STX6	888.66
STX7	1067.5116	STX7	3713.6394
STX8	177.6831	STX8	487.5582
STXBP1	544.7065	STXBP1	3016.8995
STXBP2	1376.6025	STXBP2	93.6793
STXBP3	1222.2337	STXBP3	934.1317
STXBP4	285.0701	STXBP4	126.68
STXBP5	330.9604	STXBP5	583.3666
removed	removed	STXBP6	127.2122
STYK1	180.1558	STYK1	15.9681
STYXL1	1013.8181	STYXL1	362.475
STYX	1129.3298	STYX	936.7931
SUB1	3280.9557	SUB1	2999.8669
SUCLA2	965.6141	SUCLA2	3405.3972
SUCLG1	1026.1818	SUCLG1	4966.6001
SUCLG2	1395.6778	SUCLG2	3520.4258
SUCNR1	10.2442	SUCNR1	60.1464
SUDS3	2059.7817	SUDS3	1035.2628
SUFU	877.4649	SUFU	675.9814
SUGT1L1	72.5392	SUGT1L1	39.0739
SUGT1P1	5.6519	SUGT1P1	17.0326
SUGT1	516.4467	SUGT1	698.8689
SULF1	5341.7971	SULF1	2543.7126
SULF2	2378.4103	SULF2	1203.4597
SULT1A1	508.6753	SULT1A1	225.1497
SULT1A2	24.7273	removed	removed
SULT1A3	593.458	SULT1A3	451.9228
SULT1C4	47.3351	SULT1C4	124.5509
SULT2B1	58.2857	SULT2B1	12.7745
SUMF1	842.4935	SUMF1	980.9714
SUMF2	3207.8336	SUMF2	2595.3426
SUMO1P3	161.4338	SUMO1P3	134.664
SUMO1	1900.1142	SUMO1	1757.0193
SUMO2	2826.6804	SUMO2	3249.501
SUMO3	1867.2622	SUMO3	1481.3041
SUN1	3626.431	SUN1	3680.5961
SUN2	2025.87	SUN2	5111.9095
SUOX	1005.3402	SUOX	869.7272
SUPT16H	4493.6517	SUPT16H	3099.9335
SUPT3H	96.7896	SUPT3H	185.2295
SUPT4H1	1075.1418	SUPT4H1	1125.2162
SUPT5H	2969.7453	SUPT5H	1534.5309
SUPT6H	2941.1323	SUPT6H	2572.9874
SUPT7L	1074.9298	SUPT7L	969.2615
SUPV3L1	540.8208	SUPV3L1	648.3034
SURF1	674.348	SURF1	968.7292
SURF2	123.9896	SURF2	81.4371
SURF4	3793.5167	SURF4	6751.8297
SURF6	451.8026	SURF6	258.6826
SUSD1	194.2857	SUSD1	130.4059
SUSD2	313.6831	SUSD2	160.2129
removed	removed	SUSD3	22.8876
SUSD4	126.1091	SUSD4	43.646
SUSD5	29.6727	SUSD5	70.2595
SUV39H1	192.5195	SUV39H1	215.5689
SUV39H2	123.6364	SUV39H2	118.6959
SUV420H1	1993.0181	SUV420H1	1458.4165
SUV420H2	199.5844	SUV420H2	66.0013
SUZ12P	149.0701	SUZ12P	70.2595
SUZ12	1329.6207	SUZ12	1158.7492
SV2A	66.0571	SV2A	40.4524
SV2B	27.2	SV2B	314.5709
SVEP1	796.1016	SVEP1	7804.6999
SVIL	2214.5462	SVIL	4662.813
SVIP	457.8078	SVIP	237.9242
SVOPL	13.0701	SVOPL	5.3227
SWAP70	2355.4492	SWAP70	2316.4338
SYAP1	1333.5064	SYAP1	1101.2641
SYBU	1046.1331	SYBU	814.3713
removed	removed	SYCE1	12.1996
SYCP1	920.561	removed	removed
SYCP2L	12.0104	SYCP2L	5.3227
SYCP2	122.5766	SYCP2	105.9215
SYDE1	118.3377	SYDE1	476.9128
SYDE2	269.5273	SYDE2	178.31
SYF2	1256.8519	SYF2	1425.4158
SYK	450.0363	SYK	222.4884
SYMPK	1478.6908	SYMPK	1004.9235
SYN1	6.0052	SYN1	5.855
SYN2	25.0805	SYN2	620.6254
removed	removed	SYN3	16.5003
SYNCRIP	4548.7582	SYNCRIP	3834.4644
SYNC	395.0394	SYNC	154.0652
SYNE1	1554.6389	SYNE1	4180.9714
SYNE2	2425.3921	SYNE2	4943.1803
SYNGAP1	511.148	SYNGAP1	249.6341
SYNGR1	237.781	SYNGR1	394.7359
SYNGR2	5595.4283	SYNGR2	1692.6148
SYNGR3	28.9662	removed	removed
SYNJ1	420.0104	SYNJ1	444.4444
SYNJ2BP	3424.3738	SYNJ2BP	1593.0805
SYNJ2	1226.4727	SYNJ2	228.3433
SYNM	548.2389	SYNM	5530.8051
SYNPO2	2415.5012	SYNPO2	2859.348
SYNPO	964.7168	SYNPO	3499.1351
SYNRG	1559.2311	SYNRG	1467.4651
SYPL1	7274.0568	SYPL1	4405.5888
SYPL2	8.1247	SYPL2	92.0825
removed	removed	SYP	40.9847
SYS1-DBNDD2	26.9103	removed	removed
SYS1	897.766	SYS1	957.2375
SYT11	340.5299	SYT11	514.7039
SYT12	312.9766	SYT12	42.0492
SYT13	213.361	SYT13	7.4518
SYT15	97.4961	SYT15	251.7631
SYT17	659.8649	SYT17	195.8749
SYT1	542.2337	SYT1	52.6946
SYT2	16.9558	SYT2	18.6294
SYT6	13.4234	removed	removed
SYT7	1397.0908	SYT7	300.1996
SYT8	29.6727	SYT8	72.9208
SYT9	2331.7817	removed	removed
SYTL1	474.4104	SYTL1	96.8729
SYTL2	6963.5529	SYTL2	414.6374
SYTL3	274.1195	SYTL3	257.6181
SYTL4	667.6363	SYTL4	555.6886
SYTL5	73.4753	SYTL5	5.3227
SYVN1	1648.9558	SYVN1	1696.3407
TAB1	351.4346	TAB1	446.7811
TAB2	3753.5998	TAB2	3403.3267
TAB3	1646.8363	TAB3	962.8743
TAC1	8.4779	removed	removed
TACC1	1266.0363	TACC1	12530.1397
TACC2	1088.7064	TACC2	1036.8596
TACC3	233.1428	TACC3	80.3726
TACO1	282.2441	TACO1	315.6354
TACR1	44.1558	TACR1	360.8782
TACR2	38.8571	TACR2	31.9361
TACSTD2	13043.2824	TACSTD2	764.338
TADA1	464.8727	TADA1	283.167
TADA2A	155.0753	TADA2A	159.6806
TADA2B	1782.1298	TADA2B	888.3566
TADA3	1790.9786	TADA3	1153.171
TAF10	466.6389	TAF10	531.2043
TAF11	592.3948	TAF11	507.2522
TAF12	438.026	TAF12	445.509
TAF13	224.3117	TAF13	169.2615
TAF15	1867.6155	TAF15	1227.4118
TAF1A	105.2675	TAF1A	88.8889
TAF1B	273.0597	TAF1B	200.1331
TAF1C	424.9558	TAF1C	411.976
TAF1D	522.9288	TAF1D	934.4564
TAF1L	40.9766	TAF1L	54.8237
TAF1	1863.0233	TAF1	2131.2043
TAF2	1077.0493	TAF2	806.9195
TAF3	252.2182	TAF3	277.8443
TAF4B	177.3299	TAF4B	278.3766
TAF4	468.4052	TAF4	357.6846
TAF5L	510.7948	TAF5L	713.7725
TAF5	64.6442	TAF5	183.6327
TAF6L	157.548	TAF6L	148.503
TAF6	1413.6934	TAF6	641.9162
TAF7	3797.0492	TAF7	3148.3699
TAF8	513.2675	TAF8	736.66
TAF9B	1307.0129	TAF9B	1224.2182
TAF9	1319.7298	TAF9	1370.9168
TAGAP	283.3039	TAGAP	238.9887
TAGLN2	4530.0361	TAGLN2	4689.8204
TAGLN	4411.7515	TAGLN	6192.9474
TAL1	58.639	TAL1	398.6693
TALDO1	1579.7194	TALDO1	3803.0605
TANC1	1055.5012	TANC1	955.9548
TANC2	3162.2648	TANC2	763.8057
TANK	783.8545	TANK	1872.5216
TAOK1	828.3636	TAOK1	1022.4884
TAOK2	2227.9272	TAOK2	992.6813
TAOK3	1691.6986	TAOK3	866.0013
TAP1	1609.0389	TAP1	1217.2987
TAP2	723.8096	TAP2	733.4664
TAPBPL	735.5869	TAPBPL	383.2335
TAPBP	6056.4153	TAPBP	1939.5875
TAPT1	1444.0727	TAPT1	1149.1683
TARBP1	1115.9064	TARBP1	451.3639
TARBP2	386.8052	TARBP2	169.2615
TARDBP	3790.3375	TARDBP	2671.9894
TARP	38.8571	TARP	17.5649
TARS2	633.7246	TARS2	454.0253
TARSL2	204.8831	TARSL2	581.2375
TARS	988.0311	TARS	1371.1244
TAS2R14	9.3116	removed	removed
TAS2R20	15.8961	TAS2R20	26.0812
TAS2R4	11.3039	removed	removed
TAS2R5	29.3195	TAS2R5	9.0486
TASP1	247.2727	TASP1	177.7778
TATDN1	360.6649	TATDN1	657.8842
TATDN2	1441.2467	TATDN2	977.7778
TATDN3	162.4935	TATDN3	539.7206
TAT	8.4779	TAT	301.2641
TAX1BP1	5777.7036	TAX1BP1	3082.9009
TAX1BP3	1193.2145	TAX1BP3	1297.4424
TAZ	317.5688	TAZ	291.151
TBC1D10A	249.1237	TBC1D10A	460.1996
TBC1D10B	1610.0986	TBC1D10B	718.0306
TBC1D10C	123.2831	TBC1D10C	9.5808
TBC1D12	611.4701	TBC1D12	572.189
TBC1D13	1122.9714	TBC1D13	1358.35
TBC1D14	2861.2986	TBC1D14	1775.1164
TBC1D15	1347.283	TBC1D15	2002.9275
TBC1D16	878.8779	TBC1D16	884.0985
TBC1D17	788.1535	TBC1D17	1428.8969
TBC1D19	171.6779	TBC1D19	180.4391
TBC1D1	935.3974	TBC1D1	1100.1996
TBC1D20	1246.961	TBC1D20	2317.4983
TBC1D22A	218.3065	TBC1D22A	329.4744
TBC1D22B	517.3192	TBC1D22B	265.022
TBC1D23	984.4987	TBC1D23	1381.2375
TBC1D24	1057.2781	TBC1D24	309.7804
TBC1D25	356.0727	TBC1D25	609.98
TBC1D2B	1300.3012	TBC1D2B	4785.6287
TBC1D2	603.6987	TBC1D2	102.7279
TBC1D3B	137.7662	TBC1D3B	50.5655
TBC1D3C	20.2516	TBC1D3C	18.6294
TBC1D3G	56.0497	removed	removed
TBC1D3H	41.6831	TBC1D3H	5.3227
TBC1D3	440.5446	TBC1D3	225.0432
TBC1D4	628.0727	TBC1D4	3447.505
TBC1D5	2043.8856	TBC1D5	2711.9095
TBC1D7	212.3931	TBC1D7	141.5835
TBC1D8B	275.5325	TBC1D8B	289.022
TBC1D8	1959.4596	TBC1D8	432.2023
