gene_id	TCGA-BH-A0DP-01A-21R-A056-07	gene_id	TCGA-BH-A0DP-11A-12R-A089-07
LY6H	27.0039	removed	removed
LY6K	313.3305	LY6K	148.5879
LY75	467.4925	LY75	1651.7683
LY86	235.748	LY86	58.0103
LY96	114.8736	LY96	44.1014
LY9	29.5757	LY9	27.8178
LYAR	200.1715	LYAR	234.4161
LYL1	94.2992	LYL1	28.1571
LYNX1	292.3275	LYNX1	563.4806
LYN	603.0862	LYN	500.0424
LYPD1	36.7938	LYPD1	26.4948
LYPD3	886.841	LYPD3	1436.3498
LYPD5	137.1625	LYPD5	94.6485
LYPD6B	303.4719	LYPD6B	576.0326
LYPD6	306.0437	LYPD6	2784.8359
LYPLA1	1306.4724	LYPLA1	1258.9263
LYPLA2P1	67.2953	LYPLA2P1	53.261
LYPLA2	1062.5804	LYPLA2	751.0813
LYPLAL1	671.6674	LYPLAL1	197.778
LYRM1	1450.4929	LYRM1	557.035
LYRM2	549.1942	LYRM2	990.1756
LYRM4	298.757	LYRM4	328.7253
LYRM5	342.0489	LYRM5	266.6441
LYRM7	400.7715	LYRM7	371.1305
LYSMD1	407.201	LYSMD1	219.8287
LYSMD2	113.5877	LYSMD2	122.127
LYSMD3	782.2546	LYSMD3	418.6244
LYSMD4	65.2207	LYSMD4	295.6085
LYST	1450.9216	LYST	1534.3906
LYVE1	39.8628	LYVE1	640.1493
LYZ	3120.8744	LYZ	678.1443
LZIC	388.7698	LZIC	400.9838
LZTFL1	1233.1762	LZTFL1	1050.6318
LZTR1	893.2705	LZTR1	775.5067
LZTS1	321.0459	LZTS1	547.5363
LZTS2	1426.9181	LZTS2	1390.8914
M6PR	2889.2027	M6PR	3169.3766
MAB21L1	31.7188	MAB21L1	91.9345
MACC1	1440.6344	MACC1	693.071
MACF1	6540.5058	MACF1	10926.9782
MACROD1	207.4582	MACROD1	247.9858
MACROD2	39.4342	MACROD2	92.9523
MAD1L1	486.0694	MAD1L1	333.1354
MAD2L1BP	306.0437	MAD2L1BP	388.7711
MAD2L1	204.8864	MAD2L1	66.1521
MAD2L2	398.1997	MAD2L2	286.3201
MADD	1558.937	MADD	1776.9485
MAEA	821.6888	MAEA	1098.8042
MAF1	2015.4308	MAF1	2147.0613
MAFB	1638.6627	MAFB	1739.6319
MAFF	645.9494	MAFF	1425.1548
MAFG	508.787	MAFG	530.2349
MAFK	642.2975	MAFK	659.9847
MAF	535.7908	MAF	547.197
removed	removed	MAGEB4	6.1064
MAGED1	7546.078	MAGED1	3114.2397
MAGED2	6840.5486	MAGED2	23223.8148
MAGED4B	677.9554	MAGED4B	525.9266
MAGED4	170.3086	MAGED4	133.2203
MAGEE1	192.0274	MAGEE1	254.7706
MAGEF1	909.1299	MAGEF1	891.5274
MAGEH1	667.3811	MAGEH1	636.7568
MAGEL2	32.5761	MAGEL2	7.4633
MAGI1	968.2812	MAGI1	2047.6635
MAGI2	200.1715	MAGI2	277.1605
MAGI3	1445.3493	MAGI3	2077.5168
MAGIX	72.0103	MAGIX	44.1014
MAGOHB	292.7561	MAGOHB	138.0714
MAGOH	435.4908	MAGOH	465.779
MAGT1	2093.4419	MAGT1	2207.4464
MAG	11.5731	removed	removed
MAK16	413.1505	MAK16	443.043
MAK	130.733	MAK	32.5672
MAL2	11136.3052	MAL2	2816.7246
removed	removed	MALAT1	2490.2112
MALL	379.7685	MALL	381.3078
MALT1	597.9426	MALT1	567.8908
MAL	6.4295	MAL	27.1393
MAMDC2	151.4959	MAMDC2	1074.3889
MAMDC4	16.288	MAMDC4	35.2811
MAML1	1357.6768	MAML1	1465.6772
MAML2	483.069	MAML2	1536.4261
MAML3	414.0592	MAML3	638.4531
MAMLD1	68.5812	MAMLD1	115.3422
MAMSTR	30.4329	MAMSTR	11.8735
MAN1A1	1663.952	MAN1A1	1767.4497
MAN1A2	964.4235	MAN1A2	974.9809
MAN1B1	1729.5328	MAN1B1	1927.2326
MAN1C1	704.2435	MAN1C1	256.806
MAN2A1	800.6858	MAN2A1	822.3221
MAN2A2	539.6485	MAN2A2	1259.2655
MAN2B1	2069.8671	MAN2B1	1106.6067
MAN2B2	1720.9601	MAN2B2	1690.4419
MAN2C1	591.9417	MAN2C1	1086.5915
MANBAL	1027.4325	MANBAL	1476.7195
MANBA	1782.6832	MANBA	1642.6088
MANEAL	472.3532	MANEAL	206.259
MANEA	394.7707	MANEA	333.1354
MANF	860.6944	MANF	711.0508
MANSC1	963.9949	MANSC1	974.3024
MAOA	504.5006	MAOA	2033.0761
MAOB	1983.2833	MAOB	2990.7557
MAP1A	777.111	MAP1A	567.2123
MAP1B	931.8474	MAP1B	2052.0736
MAP1D	38.1483	MAP1D	60.385
MAP1LC3A	249.8928	MAP1LC3A	237.8085
MAP1LC3B2	192.0274	MAP1LC3B2	272.0719
MAP1LC3B	1577.7968	MAP1LC3B	2384.5306
removed	removed	MAP1LC3C	23.4077
MAP1S	822.5461	MAP1S	521.0754
MAP2K1	641.6502	MAP2K1	895.2353
MAP2K2	1940.4201	MAP2K2	1372.9115
MAP2K3	821.2602	MAP2K3	633.3644
removed	removed	MAP2K4	1046.2217
MAP2K5	299.1856	MAP2K5	445.7637
MAP2K6	121.7317	MAP2K6	327.0291
MAP2K7	701.243	MAP2K7	878.9755
MAP2	238.3198	MAP2	583.1566
MAP3K10	213.4591	MAP3K10	145.874
MAP3K11	1594.5135	MAP3K11	1034.009
MAP3K12	284.4621	MAP3K12	236.8247
MAP3K13	32.8247	MAP3K13	80.0611
MAP3K14	481.7831	MAP3K14	436.9434
MAP3K1	4580.7973	MAP3K1	3606.4795
MAP3K2	768.1097	MAP3K2	681.876
MAP3K3	856.4423	MAP3K3	1215.3812
MAP3K4	671.6674	MAP3K4	1025.1887
MAP3K5	817.8311	MAP3K5	647.6126
MAP3K6	481.7831	MAP3K6	548.554
MAP3K7	668.667	MAP3K7	940.039
MAP3K8	238.7484	MAP3K8	280.8922
MAP3K9	112.3018	MAP3K9	148.9271
MAP4K1	102.8718	MAP4K1	39.352
MAP4K2	325.7608	MAP4K2	301.586
MAP4K3	885.9837	MAP4K3	874.9046
MAP4K4	1956.7081	MAP4K4	1784.0726
MAP4K5	941.706	MAP4K5	1114.4093
MAP4	6961.8517	MAP4	6596.8959
MAP6D1	48.4355	MAP6D1	47.4939
MAP6	65.5808	MAP6	166.5677
MAP7D1	1690.9559	MAP7D1	2005.5975
MAP7D2	14.1449	removed	removed
MAP7D3	110.5872	MAP7D3	291.7479
MAP7	843.1204	MAP7	1325.7569
MAP9	213.0304	MAP9	466.4575
MAPK10	191.1702	MAPK10	186.2437
MAPK11	235.748	MAPK11	130.9473
MAPK12	161.1444	MAPK12	48.2945
MAPK13	591.9417	MAPK13	1019.0824
MAPK14	1075.868	MAPK14	1621.5758
MAPK15	18.4312	MAPK15	21.7115
MAPK1IP1L	1852.979	MAPK1IP1L	1447.2055
MAPK1	3176.5967	MAPK1	4435.2472
MAPK3	2053.2233	MAPK3	1949.6192
removed	removed	MAPK4	46.1369
MAPK6	823.832	MAPK6	949.1985
MAPK7	300.8101	MAPK7	321.9371
MAPK8IP1	336.9053	MAPK8IP1	292.0872
MAPK8IP2	543.9348	MAPK8IP2	218.811
MAPK8IP3	653.2362	MAPK8IP3	701.8913
MAPK8	282.4689	MAPK8	623.5264
MAPK9	1511.7874	MAPK9	808.074
MAPKAP1	1356.6224	MAPKAP1	1748.7915
MAPKAPK2	6159.88	MAPKAPK2	2705.1141
MAPKAPK3	958.4226	MAPKAPK3	848.4437
MAPKAPK5	452.8118	MAPKAPK5	531.3544
MAPKBP1	453.4934	MAPKBP1	992.9607
MAPKSP1	984.9979	MAPKSP1	1105.589
MAPRE1	2268.7527	MAPRE1	2661.6911
MAPRE2	740.2486	MAPRE2	770.4181
MAPRE3	546.078	MAPRE3	445.4245
MAPT	3493.3562	MAPT	1411.2459
MARCH1	76.2966	MARCH1	29.514
MARCH2	720.5315	MARCH2	621.491
MARCH3	142.7347	MARCH3	57.3319
MARCH5	1123.0176	MARCH5	1143.5841
MARCH6	2669.5242	MARCH6	2573.8275
MARCH7	1933.1333	MARCH7	2361.8014
MARCH8	527.6468	MARCH8	980.0695
MARCH9	298.3283	MARCH9	198.1172
MARCKSL1	3622.8033	MARCKSL1	2732.2534
MARCKS	3740.2486	MARCKS	4614.0276
MARCO	14.5735	MARCO	143.16
MARK1	59.5799	MARK1	143.4993
MARK2	1817.4025	MARK2	1820.0322
MARK3	871.8388	MARK3	1096.4295
MARK4	738.5341	MARK4	721.9065
MARS2	164.5949	MARS2	162.1576
MARS	1109.2799	MARS	1230.3452
MARVELD1	1382.8461	MARVELD1	1170.1637
MARVELD2	494.6421	MARVELD2	428.8016
MARVELD3	256.9953	MARVELD3	586.5321
MASP1	6.0009	MASP1	61.4028
MASP2	16.7167	MASP2	58.6888
MAST1	17.1453	MAST1	7.8026
MAST2	1140.5915	MAST2	1078.7889
MAST3	449.207	MAST3	312.7809
MAST4	929.7042	MAST4	1293.1897
MASTL	288.4698	MASTL	281.5707
MAT1A	9.8586	MAT1A	45.1192
MAT2A	4012.4303	MAT2A	4831.1424
MAT2B	1721.8174	MAT2B	1840.726
MATK	63.8663	MATK	26.4609
MATN2	438.0626	MATN2	6129.0815
MATN3	1602.6575	MATN3	133.322
MATR3	7845.0193	MATR3	8146.8985
MAVS	2024.8607	MAVS	2941.5656
MAX	1606.0866	MAX	1287.7619
MAZ	5149.4856	MAZ	2263.1465
MBD1	1021.4316	MBD1	1155.4576
MBD2	1458.2083	MBD2	1730.1332
MBD3	1107.1582	MBD3	1037.0622
MBD4	707.6725	MBD4	812.4841
MBD5	296.1852	MBD5	500.0424
MBD6	1257.6082	MBD6	1317.2759
MBIP	183.0261	MBIP	467.8144
removed	removed	MBL1P	7.4633
MBLAC1	60.0086	MBLAC1	20.6937
MBLAC2	255.4651	MBLAC2	246.2895
MBNL1	3083.9563	MBNL1	3422.4171
MBNL2	1379.7685	MBNL2	2451.7004
MBNL3	29.147	MBNL3	103.1295
MBOAT1	1007.7154	MBOAT1	997.0316
MBOAT2	636.0909	MBOAT2	552.9641
MBOAT7	1645.5208	MBOAT7	1205.6653
MBP	1028.7184	MBP	1181.5792
MBTD1	540.5058	MBTD1	739.5471
MBTPS1	3388.7698	MBTPS1	6143.6689
MBTPS2	986.0051	MBTPS2	615.7883
MB	419.2027	MB	190.3146
MC1R	130.8616	MC1R	47.3276
MCAM	1574.3678	MCAM	3357.1368
MCART1	186.8838	MCART1	201.8489
MCART2	5.1436	MCART2	8.1418
MCART6	9.4299	MCART6	7.1241
MCAT	330.4758	MCAT	268.3403
MCCC1	374.6249	MCCC1	729.0306
MCCC2	5612.9447	MCCC2	3202.7818
MCC	1798.9713	MCC	1369.8584
MCEE	237.0339	MCEE	168.2639
removed	removed	MCF2L2	15.2286
MCF2L	710.673	MCF2L	810.1094
MCFD2	2753.9649	MCFD2	3479.084
MCHR1	61.2945	MCHR1	7.4633
MCL1	13506.6438	MCL1	11720.4648
MCM10	48.8641	removed	removed
MCM2	734.6764	MCM2	413.5357
MCM3APAS	17.964	MCM3APAS	32.0176
MCM3AP	1350.6601	MCM3AP	2080.7803
MCM3	1580.3686	MCM3	1762.0219
MCM4	1227.6039	MCM4	854.2108
MCM5	820.8315	MCM5	884.0641
MCM6	919.8457	MCM6	507.1665
MCM7	2088.907	MCM7	1658.18
MCM8	216.4595	MCM8	214.4008
MCM9	82.2975	MCM9	129.5904
MCOLN1	376.3395	MCOLN1	385.7179
MCOLN2	40.2915	MCOLN2	17.9798
MCOLN3	77.5825	MCOLN3	45.7976
MCPH1	571.6459	MCPH1	571.4528
MCRS1	819.5456	MCRS1	840.3019
MCTP1	142.306	MCTP1	111.9498
MCTP2	54.4363	MCTP2	294.4619
MCTS1	1006.4295	MCTS1	625.2226
MDC1	724.3892	MDC1	1188.7032
MDFIC	1505.3579	MDFIC	592.3162
MDFI	296.1852	MDFI	430.4978
MDGA1	153.8791	MDGA1	70.2231
MDH1B	143.5919	MDH1B	71.58
MDH1	1975.1393	MDH1	1867.1868
MDH2	4072.0103	MDH2	2910.6946
MDK	1660.0943	MDK	1656.5177
MDM1	279.0399	MDM1	373.8445
MDM2	1517.7883	MDM2	1759.9864
MDM4	1062.5804	MDM4	749.3851
MDN1	686.6695	MDN1	2015.0963
MDP1	112.1217	MDP1	114.7214
ME1	156.4509	ME1	234.7553
ME2	578.2255	ME2	426.7662
ME3	222.4604	ME3	209.9907
MEA1	789.8457	MEA1	1134.0412
MEAF6	1797.2568	MEAF6	2069.7142
MECOM	201.886	MECOM	177.4235
MECP2	1555.5079	MECP2	2168.7728
MECR	371.1959	MECR	343.6519
MED10	339.4771	MED10	328.0468
MED11	162.0231	MED11	238.1477
MED12L	27.8611	MED12L	16.2836
MED12	1311.1873	MED12	1612.4162
MED13L	3076.2966	MED13L	5371.8938
MED13	2021.003	MED13	2099.9067
MED14	1383.1719	MED14	1017.7254
MED15	1556.3652	MED15	1253.8377
MED16	1254.6078	MED16	1110.3384
MED17	621.946	MED17	606.9036
MED18	196.7424	MED18	254.4313
MED19	254.6078	MED19	226.6135
MED1	1421.3459	MED1	2008.9899
MED20	440.2057	MED20	496.65
MED21	619.3742	MED21	476.2955
MED22	787.8268	MED22	780.9346
MED23	794.2563	MED23	1220.2527
MED24	1277.3253	MED24	1208.7185
MED25	1042.006	MED25	674.7519
MED26	206.6009	MED26	239.1655
MED27	193.3133	MED27	251.0389
MED28	678.9541	MED28	649.3088
MED29	1547.7925	MED29	1912.9845
MED30	154.7364	MED30	208.6337
MED31	97.5911	MED31	147.4786
MED4	682.8118	MED4	948.1808
MED6	334.3335	MED6	375.5407
MED7	234.4621	MED7	205.9198
MED8	545.2207	MED8	460.6904
MED9	309.4728	MED9	419.6421
MEF2A	1321.4059	MEF2A	1823.635
MEF2B	22.7904	MEF2B	22.5664
MEF2C	693.099	MEF2C	854.5501
MEF2D	2591.9417	MEF2D	2165.3804
MEFV	13.2876	MEFV	6.7848
MEG3	57.0081	MEG3	126.1979
MEGF10	38.5769	MEGF10	217.7932
MEGF6	757.8225	MEGF6	613.0099
MEGF8	1304.3292	MEGF8	1856.3311
MEGF9	2333.4762	MEGF9	3026.376
MEI1	36.4338	MEI1	43.0837
MEIS1	147.021	MEIS1	275.4643
MEIS2	118.3026	MEIS2	261.5554
MEIS3P1	672.096	MEIS3P1	775.5067
MEIS3	505.3579	MEIS3	400.6446
MELK	138.0197	MELK	5.7671
MEMO1	356.6224	MEMO1	188.4352
MEN1	989.2842	MEN1	736.8332
MEOX1	101.5859	MEOX1	166.5677
MEOX2	150.4501	MEOX2	285.6416
MEPCE	1783.9691	MEPCE	1284.3694
MERTK	189.4556	MERTK	212.7046
MESDC1	541.7917	MESDC1	294.8011
MESDC2	1054.4363	MESDC2	1349.5039
MESP1	44.5778	MESP1	24.7647
MESP2	18.0026	MESP2	7.4633
removed	removed	MESTIT1	13.2304
MEST	731.2473	MEST	961.7505
METAP1	807.1153	METAP1	1319.9898
METAP2	1703.8148	METAP2	1676.5329
METRNL	481.3545	METRNL	176.4057
METRN	721.3888	METRN	96.3447
METT10D	603.5148	METT10D	1192.0957
METT11D1	388.7698	METT11D1	537.6982
METT5D1	504.5006	METT5D1	292.7657
METTL10	280.8873	METTL10	346.7153
METTL11A	291.3202	METTL11A	263.1702
METTL11B	6.4295	removed	removed
METTL12	79.4514	METTL12	39.0705
METTL13	1387.9126	METTL13	871.1729
METTL14	331.7617	METTL14	567.5515
METTL1	296.1852	METTL1	210.6692
METTL2A	410.6301	METTL2A	375.5407
METTL2B	326.6181	METTL2B	347.3836
METTL3	680.4115	METTL3	766.2658
METTL4	282.4689	METTL4	205.2413
METTL5	521.2602	METTL5	424.4797
METTL6	248.1783	METTL6	234.7553
METTL7A	1263.6091	METTL7A	3942.6681
removed	removed	METTL7B	5.7671
METTL8	427.7754	METTL8	344.3304
METTL9	3120.0171	METTL9	1887.5413
MET	481.3545	MET	1822.4069
MEX3A	259.3228	MEX3A	119.4131
MEX3B	48.0069	MEX3B	37.9951
MEX3C	941.706	MEX3C	1483.8436
MEX3D	575.225	MEX3D	326.3506
MFAP1	666.9524	MFAP1	1111.6954
MFAP2	1197.5997	MFAP2	67.8484
MFAP3L	270.0386	MFAP3L	722.9243
MFAP3	1791.2559	MFAP3	1063.1838
MFAP4	1105.4436	MFAP4	2714.5993
MFAP5	771.9674	MFAP5	645.2379
MFF	968.2812	MFF	1114.7485
MFGE8	2211.3159	MFGE8	4250.0212
MFHAS1	360.9087	MFHAS1	111.9498
MFI2	427.7754	MFI2	566.5338
MFN1	636.5195	MFN1	796.879
MFN2	2932.276	MFN2	2860.1476
MFNG	252.1389	MFNG	189.9754
MFRP	801.5431	MFRP	149.6056
MFSD10	1036.4338	MFSD10	700.1951
MFSD11	503.7634	MFSD11	543.3907
MFSD1	1966.9953	MFSD1	1541.5147
MFSD2A	65.1522	MFSD2A	105.165
MFSD2B	16.288	removed	removed
MFSD3	306.4724	MFSD3	100.0763
MFSD4	124.7321	MFSD4	110.5928
MFSD5	865.838	MFSD5	486.812
MFSD6L	6.0009	MFSD6L	37.6558
MFSD6	1377.6254	MFSD6	1657.5354
MFSD7	265.0064	MFSD7	157.3675
MFSD8	279.8971	MFSD8	319.905
MFSD9	89.1556	MFSD9	129.9296
MGAM	718.3883	MGAM	20.6937
MGAT1	3042.4346	MGAT1	2430.6675
MGAT2	769.3956	MGAT2	447.4599
MGAT3	101.1573	MGAT3	210.6692
MGAT4A	970.4243	MGAT4A	1648.3759
MGAT4B	1603.5148	MGAT4B	1203.2906
MGAT5B	5.1436	removed	removed
MGAT5	291.4702	MGAT5	423.713
MGA	866.6952	MGA	1546.9426
MGC12916	6.0009	MGC12916	12.5519
MGC12982	42.8633	MGC12982	33.2457
MGC14436	15.0021	removed	removed
MGC16121	6.8581	removed	removed
MGC16142	7.2868	MGC16142	11.8735
MGC16275	32.1474	MGC16275	47.1546
MGC16384	5.5722	MGC16384	14.5874
MGC21881	98.5855	MGC21881	185.226
MGC23270	84.8693	MGC23270	49.8685
MGC23284	27.4325	MGC23284	27.1393
MGC2752	552.9361	MGC2752	605.2074
MGC29506	200.1715	MGC29506	303.9606
MGC3771	25.658	MGC3771	15.7849
MGC42105	81.4402	MGC42105	7.1241
MGC45800	102.4432	MGC45800	12.5519
MGC57346	216.018	MGC57346	280.5089
MGC70857	426.0609	MGC70857	319.905
MGC72080	50.4586	MGC72080	30.0127
MGC87042	30.0043	MGC87042	8.481
MGEA5	4265.3236	MGEA5	5620.2188
MGLL	1274.3249	MGLL	2137.9018
MGMT	504.9293	MGMT	390.1281
MGP	52940.4201	MGP	171055.8901
MGRN1	1964.8521	MGRN1	952.9302
MGST1	4768.967	MGST1	3373.7596
MGST2	631.3759	MGST2	793.8258
MGST3	2451.7788	MGST3	1301.3315
MIA3	4506.6438	MIA3	2598.2529
MIAT	276.8967	MIAT	80.6954
MIA	204.4578	MIA	736.3311
MIB1	2487.3553	MIB1	1751.1661
MIB2	337.7625	MIB2	277.4998
MICAL1	494.7107	MICAL1	348.4013
MICAL2	2719.6742	MICAL2	990.9253
MICAL3	621.0887	MICAL3	1426.5117
MICALCL	80.1543	MICALCL	75.9902
MICALL1	493.3562	MICALL1	862.3526
MICALL2	522.9318	MICALL2	220.1679
MICA	204.0291	MICA	293.4442
MICB	106.7295	MICB	43.0837
MID1IP1	958.8513	MID1IP1	380.2901
MID1	156.8796	MID1	1108.208
MID2	1147.021	MID2	735.8155
MIDN	2894.1277	MIDN	839.2842
MIER1	1231.8903	MIER1	903.7401
MIER2	366.9096	MIER2	298.872
MIER3	756.5366	MIER3	543.4654
MIF4GD	333.5791	MIF4GD	413.1626
MIF	3635.0793	MIF	2063.8724
MIIP	273.039	MIIP	211.6869
MINA	413.2233	MINA	657.7254
MINK1	1571.5517	MINK1	2249.8041
MINPP1	456.4938	MINPP1	364.3457
MIOS	943.8491	MIOS	813.1626
MIPEP	466.3523	MIPEP	537.6982
MIPOL1	175.3108	MIPOL1	163.1753
MIR155HG	14.1449	removed	removed
MIR17HG	15.8594	MIR17HG	29.8533
MIS12	278.6112	MIS12	431.5156
MITD1	257.6082	MITD1	215.4185
MITF	951.1359	MITF	308.0315
MKI67IP	705.5208	MKI67IP	665.9316
MKI67	716.6738	MKI67	68.1876
MKKS	675.9537	MKKS	822.6614
MKL1	1124.7321	MKL1	1380.7141
MKL2	3360.0514	MKL2	3180.3918
MKLN1	2383.1976	MKLN1	2003.562
MKNK1	344.7021	MKNK1	467.1665
MKNK2	3315.9023	MKNK2	3087.1003
MKRN1	4362.1946	MKRN1	3582.3934
MKRN2	539.6485	MKRN2	736.4939
removed	removed	MKRN3	9.838
MKS1	324.4749	MKS1	383.004
MKX	18.0026	MKX	8.1418
MLC1	8.144	MLC1	10.5165
MLEC	5177.8826	MLEC	5474.3448
MLF1IP	368.8255	MLF1IP	91.2187
MLF1	728.6755	MLF1	369.0951
MLF2	2589.3699	MLF2	2631.1594
MLH1	715.8165	MLH1	788.7372
MLH3	414.0592	MLH3	506.1488
MLKL	169.7385	MLKL	111.9498
MLL2	2097.3939	MLL2	3054.221
MLL3	3009.0013	MLL3	3736.4091
MLL4	959.7085	MLL4	1043.1685
MLL5	2369.5628	MLL5	3530.8286
MLLT10	546.078	MLLT10	848.4437
MLLT11	76.2966	MLLT11	81.418
MLLT1	1680.24	MLLT1	1500.4665
MLLT3	559.3656	MLLT3	500.7209
MLLT4	2404.6292	MLLT4	4107.2004
MLLT6	3944.2778	MLLT6	5187.6855
MLL	2668.667	MLL	3742.1762
MLPH	5447.9211	MLPH	5637.5201
MLST8	1064.6635	MLST8	619.4386
MLXIPL	28.2898	MLXIPL	34.6027
MLXIP	585.0836	MLXIP	944.7884
MLX	901.4831	MLX	912.3331
MLYCD	171.4531	MLYCD	230.3452
MMAA	287.1839	MMAA	301.586
MMAB	519.0742	MMAB	643.8809
MMACHC	114.8736	MMACHC	143.16
MMADHC	1694.8135	MMADHC	1765.7535
MMD	373.7677	MMD	410.4826
MMEL1	26.9396	MMEL1	18.6142
MME	358.3369	MME	4463.065
MMGT1	815.688	MMGT1	919.6845
MMP10	148.7355	MMP10	11.8735
MMP11	5692.6704	MMP11	75.3117
removed	removed	MMP12	18.6583
MMP13	345.0493	removed	removed
MMP14	9850.4072	MMP14	3661.4367
MMP15	449.207	MMP15	294.1226
MMP16	200.1715	MMP16	86.8459
MMP17	122.5889	MMP17	44.4407
MMP19	321.9031	MMP19	296.1581
MMP1	25.718	MMP1	11.195
MMP23B	84.8693	MMP23B	55.6357
MMP24	201.886	MMP24	524.1286
MMP25	35.7694	MMP25	59.8389
removed	removed	MMP27	5.0886
MMP28	203.6005	MMP28	138.0714
MMP2	11987.5697	MMP2	4597.0656
MMP3	303.4719	MMP3	16.9621
MMP7	1485.6408	MMP7	1590.0263
MMP9	996.5709	MMP9	107.2004
MMRN1	693.9563	MMRN1	1412.9421
MMRN2	1006.4295	MMRN2	1218.5565
MMS19	996.5709	MMS19	1200.916
MN1	457.3511	MN1	279.8745
MNAT1	226.318	MNAT1	272.4112
MND1	19.2885	removed	removed
MNDA	261.0373	MNDA	66.4914
MNS1	90.8701	MNS1	72.5977
MNT	750.9644	MNT	528.5387
MOAP1	685.8123	MOAP1	1089.9839
MOB2	529.79	MOB2	504.4525
MOBKL1A	993.1419	MOBKL1A	826.393
MOBKL1B	836.2623	MOBKL1B	800.9499
MOBKL2A	1092.156	MOBKL2A	836.231
MOBKL2B	253.7505	MOBKL2B	797.8967
MOBKL2C	419.9786	MOBKL2C	512.9031
MOBKL3	896.2709	MOBKL3	947.1631
MOCOS	336.048	MOCOS	206.5983
MOCS1	366.2538	MOCS1	1307.3904
MOCS2	654.0934	MOCS2	729.3699
MOCS3	242.1775	MOCS3	202.8666
MOGAT2	38.1483	MOGAT2	26.8001
MOGS	1026.5752	MOGS	979.3911
MON1A	139.7342	MON1A	123.1448
MON1B	489.0699	MON1B	743.618
MON2	1096.871	MON2	1378.0002
MORC2	1109.73	MORC2	1021.1178
MORC3	712.8161	MORC3	1100.1611
MORC4	464.2092	MORC4	587.2275
MORF4L1	3067.2953	MORF4L1	4114.6637
MORF4L2	6544.7921	MORF4L2	5249.7668
removed	removed	MORF4	6.4456
MORN1	171.8817	MORN1	127.5549
MORN2	505.7865	MORN2	222.5426
MORN3	31.7188	MORN3	21.033
MORN4	192.4561	MORN4	251.3782
removed	removed	MORN5	7.8026
MOSC1	239.177	MOSC1	299.5505
MOSC2	515.2165	MOSC2	292.4264
MOSPD1	245.6065	MOSPD1	238.8262
MOSPD2	299.6142	MOSPD2	222.8819
MOSPD3	477.9254	MOSPD3	246.968
removed	removed	MOV10L1	34.6027
MOV10	959.7085	MOV10	797.5575
MOXD1	355.3365	MOXD1	86.8459
MPDU1	754.3935	MPDU1	883.0464
MPDZ	846.9781	MPDZ	1689.7634
MPEG1	387.0553	MPEG1	309.0493
MPG	1413.6305	MPG	539.3945
MPHOSPH10	670.8101	MPHOSPH10	827.75
MPHOSPH6	140.5915	MPHOSPH6	281.2314
MPHOSPH8	684.5264	MPHOSPH8	1437.7067
MPHOSPH9	140.5915	MPHOSPH9	134.0005
MPI	519.5028	MPI	717.8356
MPL	11.1444	MPL	26.1216
MPND	398.6284	MPND	259.1807
MPO	7.2868	MPO	5.0886
MPP1	317.1882	MPP1	344.6697
MPP2	98.1569	MPP2	402.0015
MPP3	43.2919	MPP3	69.5446
MPP5	840.9773	MPP5	1193.7919
MPP6	19.2885	MPP6	78.3649
MPP7	1826.4038	MPP7	1588.3301
MPPE1	778.8255	MPPE1	696.1242
removed	removed	MPPED1	18.3191
MPPED2	51.4359	MPPED2	239.1655
MPRIP	1283.7548	MPRIP	2026.2912
MPST	552.0789	MPST	495.293
MPV17L2	183.0261	MPV17L2	165.55
MPV17L	275.6108	MPV17L	231.0237
MPV17	771.5388	MPV17	609.6175
MPZL1	6646.8067	MPZL1	5448.5625
MPZL2	882.5547	MPZL2	915.2744
MPZL3	49.7214	MPZL3	85.1497
MPZ	5.5722	MPZ	41.7267
MR1	555.0793	MR1	270.3757
MRAP2	40.2915	MRAP2	213.3831
MRAP	32.4475	MRAP	136.5618
MRAS	623.2319	MRAS	1401.0686
MRC1	99.8714	MRC1	369.7736
MRC2	4050.5787	MRC2	2452.7182
MRE11A	619.8028	MRE11A	538.0375
MREG	655.3793	MREG	1369.3258
MRFAP1L1	1580.3686	MRFAP1L1	2166.0589
MRFAP1	6055.7222	MRFAP1	7483.3347
MRGPRE	15.0021	removed	removed
MRGPRF	141.0201	MRGPRF	219.8287
MRGPRX3	6.4295	MRGPRX3	32.5672
MRI1	315.4736	MRI1	341.6165
MRM1	103.7291	MRM1	86.5067
MRO	30.0043	MRO	24.0862
MRP63	540.0471	MRP63	648.9696
MRPL10	1192.0274	MRPL10	925.4516
MRPL11	805.4008	MRPL11	531.2527
MRPL12	460.7801	MRPL12	399.9661
MRPL13	658.8084	MRPL13	490.2044
MRPL14	397.3425	MRPL14	387.7534
MRPL15	693.099	MRPL15	506.488
MRPL16	621.0887	MRPL16	589.9415
MRPL17	921.9889	MRPL17	546.5185
MRPL18	482.2117	MRPL18	632.0075
MRPL19	1199.3142	MRPL19	1017.7254
MRPL1	337.7625	MRPL1	264.9478
MRPL20	1145.3879	MRPL20	1003.2499
MRPL21	486.0694	MRPL21	336.5279
MRPL22	397.3425	MRPL22	388.7711
MRPL23	689.2413	MRPL23	358.9178
MRPL24	1939.9914	MRPL24	851.4969
MRPL27	575.6537	MRPL27	442.7105
MRPL28	1002.1432	MRPL28	695.1064
MRPL2	310.7587	MRPL2	423.3738
MRPL30	639.0184	MRPL30	836.1903
