gene_id	TCGA-BH-A0DP-01A-21R-A056-07	gene_id	TCGA-BH-A0DP-11A-12R-A089-07
LEPR	417.6382	LEPR	1330.0857
LEP	159.0227	LEP	2265.1175
LETM1	920.703	LETM1	859.9779
LETM2	48.4355	LETM2	18.9975
LETMD1	1412.3446	LETMD1	1238.911
LFNG	458.6369	LFNG	621.8302
LGALS12	56.1509	LGALS12	101.4333
LGALS1	3101.1573	LGALS1	1904.8427
LGALS2	11.1444	LGALS2	5.0886
LGALS3BP	6393.4848	LGALS3BP	4943.0922
LGALS3	4215.1736	LGALS3	4975.3202
removed	removed	LGALS7B	22.0507
removed	removed	LGALS7	47.4939
LGALS8	2752.7218	LGALS8	1558.3988
LGALS9C	29.147	LGALS9C	11.195
LGALS9	1477.0682	LGALS9	288.6948
removed	removed	LGI1	10.5165
LGI2	72.8676	LGI2	47.1546
LGI4	52.7218	LGI4	92.2738
LGMN	1612.9447	LGMN	1634.1277
LGR4	732.5332	LGR4	2238.3174
LGR5	53.1505	LGR5	25.4431
LGR6	96.0137	LGR6	398.2699
LGTN	1969.5671	LGTN	1526.9273
LHFPL1	6.0009	LHFPL1	19.676
LHFPL2	1332.1903	LHFPL2	1756.9333
LHFPL4	184.7407	removed	removed
LHFP	738.9627	LHFP	1683.9963
LHPP	347.1925	LHPP	404.7155
LHX2	14.1449	removed	removed
LHX4	7.934	removed	removed
LHX6	152.1646	LHX6	169.6209
LIAS	155.165	LIAS	241.8794
LIFR	689.2413	LIFR	3082.6902
LIF	174.8821	LIF	127.8942
LIG1	775.3965	LIG1	645.5771
LIG3	821.6888	LIG3	749.0459
LIG4	244.3206	LIG4	306.3353
LILRA1	18.8598	removed	removed
LILRA2	113.159	LILRA2	20.3545
LILRA4	31.7188	removed	removed
LILRA5	20.5744	LILRA5	6.1064
LILRA6	51.0587	LILRA6	17.9289
LILRB1	133.3048	LILRB1	34.6027
LILRB2	113.5877	LILRB2	32.9065
LILRB3	69.3871	LILRB3	20.4054
LILRB4	465.0664	LILRB4	105.8434
LILRB5	22.2889	LILRB5	42.7445
LIMA1	3888.5555	LIMA1	4892.2059
LIMCH1	1739.3913	LIMCH1	3705.5381
LIMD1	850.2357	LIMD1	736.0258
LIMD2	213.8534	LIMD2	84.9326
LIME1	50.5015	LIME1	24.1201
LIMK1	1429.4899	LIMK1	527.8602
LIMK2	2129.0184	LIMK2	2987.3632
LIMS1	372.0532	LIMS1	318.8873
LIMS2	404.2006	LIMS2	987.5329
LIMS3-LOC440895	15.3708	LIMS3-LOC440895	8.2436
LIMS3	7.3468	removed	removed
LIN37	100.9344	LIN37	88.844
LIN52	126.018	LIN52	182.1728
LIN54	353.6219	LIN54	353.4899
LIN7A	188.5984	LIN7A	164.193
LIN7B	33.4333	LIN7B	25.7824
LIN7C	799.8285	LIN7C	505.4703
LIN9	242.6061	LIN9	127.2157
LINGO1	498.0712	LINGO1	46.4761
removed	removed	LINGO2	6.7848
LINGO4	9.4299	LINGO4	12.5519
LINS1	190.7415	LINS1	282.5884
LIPA	2671.6674	LIPA	2158.5955
removed	removed	LIPC	32.9065
LIPE	710.2443	LIPE	1424.8155
LIPG	47.5782	LIPG	17.6406
LIPH	279.8971	LIPH	507.1665
LIPT1	166.3823	LIPT1	172.2432
LIPT2	13.3905	LIPT2	28.1571
LITAF	6771.1102	LITAF	4970.2315
LIX1L	431.2045	LIX1L	491.2221
LLGL1	739.82	LLGL1	816.555
LLGL2	619.3742	LLGL2	729.0306
LLPH	623.6948	LLPH	537.4506
LMAN1	6563.2233	LMAN1	3394.4534
LMAN2L	929.7042	LMAN2L	1039.4369
LMAN2	3153.4505	LMAN2	2594.5212
LMBR1L	224.6035	LMBR1L	339.2418
LMBR1	1629.6614	LMBR1	968.8746
LMBRD1	1075.4393	LMBRD1	1868.5438
LMBRD2	323.189	LMBRD2	351.7937
LMCD1	1936.1337	LMCD1	473.9208
LMF1	490.2829	LMF1	276.3837
LMF2	1288.8984	LMF2	903.7401
LMLN	426.4895	LMLN	269.0187
LMNA	11743.249	LMNA	8254.0921
LMNB1	550.3643	LMNB1	121.1093
LMNB2	862.4089	LMNB2	548.2147
LMO2	246.4638	LMO2	581.4604
LMO3	148.7355	LMO3	65.4737
LMO4	624.0892	LMO4	688.6608
LMO7	1214.3163	LMO7	894.2414
LMOD1	428.204	LMOD1	4361.971
LMTK2	501.0716	LMTK2	508.8627
LMTK3	374.1963	LMTK3	138.7499
LMX1B	1300.4715	LMX1B	1515.7323
LNP1	52.739	LNP1	98.2207
LNPEP	434.8393	LNPEP	389.3682
LNX1	448.3498	LNX1	321.6012
LNX2	708.1012	LNX2	1051.9888
LOC100009676	76.4852	LOC100009676	74.2024
removed	removed	LOC100101266	9.1595
LOC100124692	19.7171	LOC100124692	11.8735
LOC100125556	58.6712	LOC100125556	58.5803
LOC100126784	18.8598	LOC100126784	171.1848
LOC100128191	57.1539	LOC100128191	28.9984
LOC100128239	32.1474	LOC100128239	26.1216
LOC100128288	25.2893	LOC100128288	60.7243
LOC100128292	18.8598	LOC100128292	48.8508
LOC100128640	39.8628	LOC100128640	96.3447
LOC100128788	28.7227	LOC100128788	12.5621
LOC100128822	124.7321	LOC100128822	51.5648
LOC100128842	16.288	LOC100128842	29.1748
LOC100128977	45.4351	LOC100128977	7.1241
LOC100129034	2052.3489	LOC100129034	2085.2311
LOC100129387	51.8303	LOC100129387	120.7769
LOC100129534	83.1547	LOC100129534	78.7041
LOC100129550	250.3215	LOC100129550	360.2748
LOC100129637	82.4003	LOC100129637	153.2321
LOC100129716	15.4308	LOC100129716	12.2127
LOC100129726	6.0009	LOC100129726	16.6228
LOC100130015	10.18	LOC100130015	31.5461
LOC100130093	240.5315	LOC100130093	177.4302
LOC100130148	10.2872	LOC100130148	10.1773
removed	removed	LOC100130331	5.7671
LOC100130522	45.8637	LOC100130522	64.4559
LOC100130557	35.688	LOC100130557	37.0248
LOC100130581	111.0159	LOC100130581	116.3599
LOC100130691	7.3939	LOC100130691	6.907
LOC100130776	446.9739	LOC100130776	237.9103
LOC100130872	138.0197	LOC100130872	87.8636
LOC100130932	34.7192	LOC100130932	34.2634
LOC100130987	19.7171	LOC100130987	23.4077
LOC100131193	65.1522	LOC100131193	48.5116
LOC100131434	22.7347	LOC100131434	70.6641
removed	removed	LOC100131496	5.0886
LOC100131551	6.4295	removed	removed
LOC100131691	31.1787	LOC100131691	23.2448
LOC100132111	10.0386	LOC100132111	16.2802
LOC100132215	7.2868	LOC100132215	15.6051
LOC100132247	101.5859	LOC100132247	299.8897
LOC100132287	218.174	LOC100132287	270.0365
LOC100132288	383.6262	LOC100132288	416.5889
LOC100132707	170.5486	LOC100132707	197.9747
LOC100133161	27.9254	LOC100133161	21.1517
LOC100133331	99.4428	LOC100133331	166.103
LOC100133545	6.4295	LOC100133545	15.6051
LOC100133612	5.5722	LOC100133612	6.7848
LOC100133669	25.718	LOC100133669	10.5165
LOC100133957	8.6284	LOC100133957	5.533
LOC100133985	10.2872	LOC100133985	7.1241
LOC100133991	30.0043	LOC100133991	34.2634
LOC100134229	307.7583	LOC100134229	130.2688
LOC100134259	9.0013	LOC100134259	17.9798
LOC100134713	14.5864	LOC100134713	10.1908
LOC100134868	9.0013	removed	removed
LOC100144603	9.8586	removed	removed
LOC100144604	15.8594	LOC100144604	8.8203
LOC100170939	165.0236	LOC100170939	59.3639
LOC100188947	24.4321	LOC100188947	28.1571
LOC100188949	7.2868	removed	removed
LOC100190938	150.8787	LOC100190938	119.4131
LOC100190939	92.5847	LOC100190939	240.1832
LOC100190986	217.3168	LOC100190986	220.1679
LOC100192378	16.7167	removed	removed
LOC100216545	62.5804	LOC100216545	89.8991
LOC100233209	25.718	LOC100233209	10.8557
removed	removed	LOC100240726	5.4279
LOC100240735	6.4295	removed	removed
LOC100268168	11.1444	LOC100268168	8.8203
LOC100270710	323.5405	LOC100270710	214.6213
LOC100270746	15.4308	LOC100270746	43.4229
LOC100270804	18.0026	LOC100270804	43.0837
LOC100271722	41.1487	LOC100271722	60.7243
LOC100271831	15.7865	LOC100271831	8.4844
LOC100271836	335.0664	LOC100271836	346.8001
LOC100272146	43.7205	LOC100272146	28.8356
LOC100272216	14.1449	LOC100272216	15.9444
LOC100272217	12.859	LOC100272217	22.7292
LOC100272228	21.8603	LOC100272228	50.2078
LOC100286793	249.8928	LOC100286793	263.9301
LOC100286844	19.9014	LOC100286844	20.9584
LOC100287227	8.1655	LOC100287227	14.2515
LOC100288778	243.8748	LOC100288778	373.9869
LOC100289341	41.5774	LOC100289341	64.7952
LOC100302401	15.5508	LOC100302401	13.685
LOC100302640	10.7158	LOC100302640	6.7848
LOC100302650	9.0013	LOC100302650	18.3191
LOC100303728	36.0051	LOC100303728	31.5495
LOC113230	126.4466	LOC113230	110.2536
LOC115110	69.177	LOC115110	71.502
removed	removed	LOC121838	10.5165
LOC134466	20.1457	LOC134466	86.8459
LOC143188	15.0021	LOC143188	20.0153
LOC143666	28.2898	LOC143666	21.033
LOC144438	669.5242	LOC144438	655.0759
LOC144486	6.4295	LOC144486	14.5874
LOC144571	19.7728	LOC144571	43.8843
LOC145783	28.5812	LOC145783	23.7503
LOC145820	6.0009	LOC145820	13.9089
LOC145837	48.4355	LOC145837	89.5598
LOC146880	194.5349	LOC146880	245.3363
LOC147727	271.3245	LOC147727	691.0355
LOC147804	45.4351	LOC147804	89.5598
LOC148189	55.7222	LOC148189	64.5849
LOC148413	314.9636	LOC148413	323.1855
LOC148696	16.3566	LOC148696	6.7916
LOC148709	10.7158	removed	removed
LOC149134	33.4333	LOC149134	12.8912
LOC149837	114.8736	LOC149837	97.3624
LOC150381	41.4745	LOC150381	69.7549
LOC150776	288.8984	LOC150776	314.4771
LOC150786	39.4342	LOC150786	90.5776
LOC151009	15.8594	LOC151009	60.7243
LOC151162	1608.6584	LOC151162	1377.6609
removed	removed	LOC151174	6.7848
LOC151534	84.012	LOC151534	83.9216
LOC152217	175.3108	LOC152217	256.4668
LOC152225	9.4299	removed	removed
LOC153328	9.0013	LOC153328	17.3013
LOC153684	28.2898	LOC153684	42.7445
LOC154761	61.9074	LOC154761	99.6014
LOC154822	25.0279	LOC154822	25.7315
LOC158376	17.5739	LOC158376	42.7445
LOC158572	35.1479	LOC158572	54.2787
LOC158696	7.2868	LOC158696	8.8203
LOC162632	258.1054	LOC162632	157.7474
LOC168474	16.7167	LOC168474	16.2836
LOC200030	576.2623	LOC200030	834.9996
LOC202181	62.5804	LOC202181	79.7218
LOC202781	228.4612	LOC202781	251.3782
LOC219347	66.9996	LOC219347	102.7937
LOC220594	13.2876	LOC220594	79.3826
LOC220729	93.8706	LOC220729	135.6967
LOC220930	105.3879	LOC220930	51.5648
LOC221442	18.8598	LOC221442	61.0635
LOC221710	244.7492	LOC221710	262.2339
LOC222699	29.147	LOC222699	45.7976
LOC253039	498.0712	LOC253039	706.9799
LOC253724	18.4312	LOC253724	18.9975
LOC254559	76.7252	LOC254559	151.3018
removed	removed	LOC255167	13.9089
LOC25845	327.694	LOC25845	370.3197
LOC282997	47.5782	LOC282997	42.4052
LOC283050	32.1474	LOC283050	29.8533
LOC283070	232.3189	LOC283070	223.2211
LOC283174	177.0253	LOC283174	280.553
LOC283267	150.4501	LOC283267	189.6362
LOC283314	64.0977	LOC283314	119.2978
LOC283392	10.4586	LOC283392	32.6452
LOC283663	24.8607	LOC283663	28.1571
LOC283731	11.5731	LOC283731	27.4786
LOC283867	23.5748	removed	removed
LOC283922	21.003	LOC283922	80.4003
LOC284023	115.3022	LOC284023	273.7681
LOC284232	14.1449	LOC284232	23.0684
LOC284233	70.2958	LOC284233	17.9798
LOC284276	8.5727	LOC284276	32.5672
LOC284440	119.1599	LOC284440	158.0867
LOC284441	66.4381	LOC284441	91.9345
LOC284578	8.144	LOC284578	11.8735
LOC284837	43.2919	LOC284837	74.294
LOC284900	164.3678	LOC284900	172.4264
LOC285033	29.4428	LOC285033	43.83
LOC285074	136.7338	LOC285074	196.421
LOC285359	57.8654	LOC285359	75.3117
removed	removed	LOC285419	11.195
removed	removed	LOC285456	6.4456
LOC285593	44.5778	LOC285593	17.9798
LOC285830	21.4188	LOC285830	48.4302
removed	removed	LOC286002	9.1595
LOC286367	35.5765	LOC286367	87.8636
removed	removed	LOC286467	9.838
LOC338651	5.1436	LOC338651	19.4487
LOC338758	28.7184	LOC338758	37.6558
LOC338799	213.8877	LOC338799	342.9735
LOC339047	481.3545	LOC339047	591.9769
LOC339290	318.9027	LOC339290	757.8662
LOC339524	92.156	LOC339524	152.3671
LOC339535	10.2872	LOC339535	16.9621
LOC341056	5.5722	removed	removed
LOC344595	309.0441	LOC344595	420.6598
LOC344967	5.1436	removed	removed
LOC348926	84.4406	LOC348926	90.9168
LOC349114	91.7274	LOC349114	93.6307
LOC349196	10.8787	LOC349196	34.5145
LOC374443	159.0227	LOC374443	219.8287
LOC375190	67.724	LOC375190	70.5623
LOC387646	44.1492	LOC387646	65.8129
LOC387647	334.7107	LOC387647	469.6056
LOC388152	139.7342	LOC388152	181.8336
LOC388242	36.4338	LOC388242	20.3545
LOC388588	60.8658	LOC388588	27.4786
LOC388692	247.7497	LOC388692	414.5535
LOC388789	588.9413	LOC388789	529.2172
LOC388796	180.883	LOC388796	178.4412
LOC388955	294.042	LOC388955	266.3048
LOC389033	69.4385	LOC389033	28.1571
LOC389333	36.4338	LOC389333	40.709
LOC389458	5.1264	removed	removed
LOC389493	130.3043	LOC389493	35.6204
LOC389705	7.7154	removed	removed
LOC390595	7.7154	LOC390595	22.39
removed	removed	LOC391322	9.4988
LOC399744	93.4419	LOC399744	108.5574
LOC399815	12.4303	removed	removed
LOC399959	261.4659	LOC399959	806.0385
LOC400027	245.6065	LOC400027	347.3836
LOC400043	267.4668	LOC400043	270.715
LOC400657	204.8864	LOC400657	284.6239
LOC400752	37.291	LOC400752	70.5623
LOC400759	19.7171	LOC400759	30.1925
LOC400927	12.4303	LOC400927	38.3988
LOC400931	48.0069	LOC400931	83.7927
LOC401010	28.7184	LOC401010	27.1393
LOC401052	70.2958	LOC401052	96.6839
LOC401093	69.4942	LOC401093	185.7586
LOC401397	553.7934	LOC401397	418.6244
LOC401431	63.4719	LOC401431	39.7557
LOC401463	5.5722	removed	removed
LOC401588	45.8637	LOC401588	86.5067
LOC402377	22.7175	LOC402377	17.9798
LOC407835	49.2928	LOC407835	50.547
removed	removed	LOC440173	12.5519
LOC440354	145.4265	LOC440354	94.0955
LOC440356	6.8581	removed	removed
LOC440461	5.5722	LOC440461	7.8026
LOC440905	77.5825	LOC440905	71.2408
LOC440925	177.0253	LOC440925	14.2482
LOC440944	136.7338	LOC440944	209.6514
LOC440957	100.7287	LOC440957	118.7346
LOC441046	7.7154	LOC441046	15.9444
LOC441089	74.1535	LOC441089	95.6662
LOC441204	49.7214	LOC441204	20.6937
LOC441208	57.8654	LOC441208	58.6888
LOC441294	100.3	LOC441294	99.7371
LOC441455	9.8586	LOC441455	23.0684
LOC441666	47.5782	LOC441666	84.132
LOC441869	139.7342	LOC441869	397.9306
LOC442421	17.5739	LOC442421	24.7647
LOC442454	146.5924	LOC442454	88.8814
LOC493754	565.3665	LOC493754	541.4299
LOC541471	198.8856	LOC541471	85.4889
LOC550112	134.1277	LOC550112	288.688
LOC550643	375.9108	LOC550643	324.9936
LOC554202	11.1444	LOC554202	30.871
removed	removed	LOC55908	6.1064
removed	removed	LOC572558	8.8203
LOC595101	92.5718	LOC595101	200.8006
LOC606724	52.7218	LOC606724	7.1241
LOC613037	65.1264	LOC613037	11.5342
LOC619207	13.2876	LOC619207	21.7115
LOC641298	184.2349	LOC641298	137.895
LOC642587	416.6309	LOC642587	1643.9657
LOC642826	64.6207	LOC642826	126.0453
LOC642846	81.4402	LOC642846	136.3752
LOC642852	390.913	LOC642852	316.5126
LOC643008	6.0009	LOC643008	13.9089
LOC643387	33.862	LOC643387	17.6406
removed	removed	LOC643719	7.4633
LOC643763	65.1522	LOC643763	5.4279
LOC643837	201.0287	LOC643837	153.6765
LOC644165	6.8581	removed	removed
LOC644172	45.4351	LOC644172	23.4077
LOC644538	69.4385	LOC644538	113.3068
LOC644936	24.8607	LOC644936	8.481
LOC645166	94.2992	LOC645166	69.5446
LOC645332	220.3172	LOC645332	158.7652
LOC645431	34.5392	LOC645431	26.5966
LOC645676	65.6194	LOC645676	29.9551
LOC646214	159.88	LOC646214	144.1778
LOC646471	39.8414	LOC646471	79.1248
LOC646762	640.3772	LOC646762	392.842
LOC646851	117.874	LOC646851	81.7573
LOC646999	18.4312	LOC646999	23.0684
LOC647121	43.2919	LOC647121	37.9951
LOC647288	8.144	LOC647288	5.4279
LOC647859	13.2876	removed	removed
LOC647946	29.147	LOC647946	18.9975
LOC647979	11135.0193	LOC647979	10825.2057
LOC648740	13.6262	LOC648740	6.6865
LOC649330	9.8586	LOC649330	12.5519
LOC650368	34.7192	LOC650368	32.5672
LOC650623	43.7205	LOC650623	62.7597
LOC651250	1527.6468	LOC651250	1676.1937
LOC652276	48.0069	LOC652276	42.4052
LOC653113	87.0124	LOC653113	95.3269
LOC653501	237.8911	LOC653501	334.4924
LOC653566	1664.8093	LOC653566	1375.2862
LOC653653	95.5851	LOC653653	67.8484
LOC654342	268.324	LOC654342	425.07
LOC654433	64.2949	LOC654433	131.6428
LOC678655	284.4664	LOC678655	330.9372
removed	removed	LOC723972	8.8203
LOC727896	12.0017	LOC727896	17.9798
LOC728024	18.0026	LOC728024	26.1216
LOC728190	99.0141	LOC728190	148.5879
LOC728264	161.1659	LOC728264	1963.5315
LOC728323	20.1457	LOC728323	53.6002
LOC728392	81.4402	LOC728392	174.031
LOC728554	214.745	LOC728554	228.3097
LOC728606	18.4312	LOC728606	20.6937
LOC728613	144.8778	LOC728613	182.1728
LOC728640	50.15	LOC728640	37.9951
LOC728643	80.1543	LOC728643	61.0635
LOC728723	12.4303	LOC728723	14.9266
LOC728743	106.7295	LOC728743	134.3398
LOC728758	63.4376	LOC728758	49.5293
LOC728819	17.1453	LOC728819	30.1925
LOC728855	242.8761	LOC728855	364.6849
LOC728875	53.7377	LOC728875	22.0507
LOC729020	16.288	LOC729020	28.4963
LOC729082	289.2285	LOC729082	434.813
LOC729176	23.5748	LOC729176	29.1748
LOC729234	84.012	LOC729234	109.2359
LOC729375	50.5787	LOC729375	61.0635
LOC729603	11.1444	LOC729603	22.0507
LOC729678	532.0231	LOC729678	585.5856
LOC729799	18.4312	LOC729799	25.1039
LOC729991-MEF2B	37.1324	LOC729991-MEF2B	44.0913
LOC729991	210.4415	LOC729991	236.8959
LOC730101	61.2945	LOC730101	208.9729
LOC730668	9.4299	removed	removed
LOC80054	42.006	LOC80054	68.1876
LOC80154	371.1959	LOC80154	517.0045
LOC81691	119.1599	LOC81691	109.5751
LOC84740	5.165	removed	removed
LOC84856	31.2902	LOC84856	108.2181
LOC84989	15.898	LOC84989	6.2285
LOC90110	239.177	LOC90110	271.0542
LOC90246	44.5778	LOC90246	22.7292
LOC90784	253.7505	LOC90784	200.1527
LOC90834	23.1462	LOC90834	28.1571
LOC91316	167.994	LOC91316	332.9319
LOC91450	5.5722	removed	removed
LOC92249	696.9567	LOC92249	933.2542
LOC92659	125.5894	LOC92659	75.6509
LOC92973	138.877	LOC92973	118.3954
LOC93622	456.4938	LOC93622	482.7411
LOC96610	6078.6284	LOC96610	9603.4433
LOH12CR1	96.0137	LOH12CR1	101.7725
LOH12CR2	30.0043	LOH12CR2	68.5268
LOH3CR2A	82.2975	LOH3CR2A	24.7647
LONP1	1409.3442	LONP1	1273.1745
LONP2	1483.069	LONP2	2474.7689
LONRF1	446.6352	LONRF1	452.2093
LONRF2	1072.0103	LONRF2	463.065
LONRF3	6.4295	LONRF3	28.4963
LOXHD1	6.4295	removed	removed
LOXL1	1981.9846	LOXL1	261.5554
LOXL2	1710.6472	LOXL2	916.8756
LOXL3	95.3022	LOXL3	47.3989
LOXL4	95.1565	LOXL4	351.1153
LOX	1315.9023	LOX	568.5692
LPAR1	454.3506	LPAR1	488.5082
LPAR2	354.0506	LPAR2	279.196
LPAR3	12.859	LPAR3	30.871
LPAR4	6.4295	removed	removed
LPAR5	172.739	LPAR5	70.9015
LPAR6	605.2293	LPAR6	868.459
LPCAT1	1408.4869	LPCAT1	802.3068
LPCAT2	647.2353	LPCAT2	1352.2178
LPCAT3	1543.0776	LPCAT3	1562.8869
LPCAT4	257.6082	LPCAT4	343.9912
LPGAT1	3451.3502	LPGAT1	1755.237
LPHN1	1391.3245	LPHN1	916.6415
LPHN2	714.9593	LPHN2	1201.9337
LPHN3	30.8616	LPHN3	80.7395
LPIN1	476.2109	LPIN1	1370.5369
LPIN2	1613.802	LPIN2	1861.0805
LPIN3	292.4389	LPIN3	486.1471
LPL	1237.4625	LPL	2833.6867
removed	removed	LPO	7.4633
removed	removed	LPPR1	91.9345
LPPR2	799.8285	LPPR2	484.098
LPPR3	263.1805	LPPR3	110.5928
LPPR4	67.724	LPPR4	47.8331
LPP	701.243	LPP	657.7898
LPXN	408.0583	LPXN	204.5628
LQK1	49.7214	LQK1	26.4609
LRAT	22.7175	LRAT	91.9345
LRBA	3855.5508	LRBA	4495.293
LRCH1	659.237	LRCH1	856.5855
LRCH2	51.4359	LRCH2	54.2787
LRCH3	274.3249	LRCH3	477.6524
LRCH4	777.9683	LRCH4	655.0759
LRDD	222.4604	LRDD	168.9424
LRFN1	114.0163	LRFN1	55.2964
LRFN2	13.2876	removed	removed
LRFN3	318.0454	LRFN3	224.9173
LRFN4	232.3189	LRFN4	170.2994
removed	removed	LRFN5	21.7115
LRG1	1249.8928	LRG1	202.1881
LRGUK	174.0249	LRGUK	7.8026
LRIG1	4225.4779	LRIG1	9087.1207
LRIG2	188.5984	LRIG2	339.581
LRIG3	376.7681	LRIG3	1370.8761
LRIT3	7.2868	LRIT3	9.838
LRMP	43.7205	LRMP	75.9902
LRP10	5092.156	LRP10	5970.6556
LRP11	608.1054	LRP11	765.6687
LRP12	260.6087	LRP12	331.7785
LRP1B	352.336	LRP1B	84.132
LRP1	11344.192	LRP1	12238.487
LRP2BP	60.4372	LRP2BP	56.6534
LRP2	1225.4608	LRP2	8609.9567
LRP3	515.4951	LRP3	673.8088
LRP4	104.8993	LRP4	457.912
LRP5L	28.2898	LRP5L	75.3117
LRP5	1873.5534	LRP5	1950.6403
LRP6	1005.5722	LRP6	1690.4419
LRP8	59.1513	LRP8	37.3166
LRPAP1	1960.1372	LRPAP1	2254.2617
LRPPRC	4265.7523	LRPPRC	3877.873
LRRC10B	59.1513	LRRC10B	15.6051
LRRC14	750.4972	LRRC14	546.3252
LRRC15	5087.0124	LRRC15	266.6441
LRRC16A	555.9366	LRRC16A	929.1833
LRRC17	513.5019	LRRC17	149.6056
LRRC1	642.5204	LRRC1	810.1094
LRRC20	276.4681	LRRC20	92.613
LRRC23	354.4792	LRRC23	272.4112
LRRC24	27.0424	LRRC24	7.6567
LRRC25	165.4522	LRRC25	66.4914
LRRC26	48.8641	LRRC26	27.1393
LRRC27	369.0141	LRRC27	260.5377
LRRC28	130.733	LRRC28	206.5983
LRRC29	44.1492	LRRC29	57.3319
LRRC2	12.4303	LRRC2	31.2102
LRRC31	156.0223	LRRC31	16.2836
LRRC32	1384.0549	LRRC32	374.5229
LRRC33	117.4453	LRRC33	75.3117
LRRC34	29.147	LRRC34	50.2078
LRRC36	6.0009	removed	removed
LRRC37A2	155.3793	LRRC37A2	277.9645
LRRC37A3	110.5872	LRRC37A3	179.7982
LRRC37A4	120.0171	LRRC37A4	200.0746
LRRC37A	403.772	LRRC37A	677.1266
LRRC37B2	395.1993	LRRC37B2	531.9311
LRRC37B	113.5877	LRRC37B	174.031
LRRC39	9.3913	LRRC39	5.0886
removed	removed	LRRC3B	23.4077
LRRC3	44.1492	LRRC3	61.0635
LRRC40	311.6159	LRRC40	263.2516
LRRC41	1663.5234	LRRC41	2004.2405
LRRC42	775.8251	LRRC42	542.7869
removed	removed	LRRC43	5.4279
LRRC45	268.324	LRRC45	221.1857
LRRC46	276.0394	LRRC46	29.514
LRRC47	1254.1792	LRRC47	1133.7461
LRRC48	437.5954	LRRC48	163.8538
LRRC49	91.2988	LRRC49	145.5347
LRRC4B	12.4303	LRRC4B	13.5697
LRRC4C	517.3596	LRRC4C	132.9828
LRRC4	22.2889	LRRC4	49.5293
LRRC50	185.1693	LRRC50	55.9749
LRRC55	54.865	LRRC55	9.4988
LRRC56	222.4604	LRRC56	132.6435
LRRC57	182.5975	LRRC57	412.8573
LRRC58	1240.4629	LRRC58	1064.2015
LRRC59	2953.6648	LRRC59	1903.7198
LRRC61	397.7711	LRRC61	244.2541
removed	removed	LRRC66	6.7848
LRRC67	6.0009	removed	removed
LRRC6	201.0287	LRRC6	95.6662
LRRC70	57.8654	LRRC70	79.6947
LRRC8A	1337.3339	LRRC8A	1658.8924
LRRC8B	849.5499	LRRC8B	471.2069
LRRC8C	446.2066	LRRC8C	446.7814
LRRC8D	742.3918	LRRC8D	761.2586
LRRC8E	444.0634	LRRC8E	455.941
LRRCC1	868.4098	LRRCC1	390.4673
LRRFIP1	3412.3446	LRRFIP1	5189.0425
LRRFIP2	943.8491	LRRFIP2	1063.8623
LRRIQ1	30.0043	LRRIQ1	22.0507
LRRIQ3	5.5722	LRRIQ3	6.1064
LRRK1	292.3275	LRRK1	408.7864
LRRK2	144.0206	LRRK2	209.6514
LRRN1	2486.4981	LRRN1	1707.0647
LRRN2	1813.1162	LRRN2	245.2718
LRRN3	54.865	LRRN3	87.1851
LRRN4CL	48.4355	LRRN4CL	208.9729
LRRTM2	5.1436	LRRTM2	42.4052
removed	removed	LRRTM4	11.5342
LRSAM1	454.7621	LRSAM1	434.2295
LRTOMT	672.4775	LRTOMT	373.0201
LRWD1	414.4878	LRWD1	179.4589
LSAMP	47.5782	LSAMP	14.2482
LSG1	716.2452	LSG1	997.3709
LSM10	303.0433	LSM10	274.1074
LSM11	249.0356	LSM11	283.6061
LSM12	1049.2928	LSM12	800.6106
LSM14A	3040.2915	LSM14A	3567.806
LSM14B	938.2769	LSM14B	911.2035
LSM1	496.7853	LSM1	393.1812
LSM2	493.3562	LSM2	607.9213
LSM3	710.2443	LSM3	854.8893
LSM4	1512.216	LSM4	888.135
LSM5	857.2653	LSM5	341.2772
LSM6	221.6031	LSM6	189.6362
LSM7	305.6151	LSM7	309.3885
LSMD1	336.048	LSMD1	311.2238
LSP1	1872.2675	LSP1	763.9725
LSR	1951.5645	LSR	1515.0539
LSS	663.952	LSS	1293.529
LST1	146.5924	LST1	38.6736
LTA4H	2441.063	LTA4H	2593.5035
LTA	5.5722	removed	removed
LTB4R2	31.0502	LTB4R2	37.1605
LTB4R	103.2319	LTB4R	130.849
LTBP1	1289.7557	LTBP1	759.2231
LTBP2	5489.9271	LTBP2	17922.144
LTBP3	3720.9473	LTBP3	3320.9431
LTBP4	1314.6164	LTBP4	2236.9604
LTBR	1292.3275	LTBR	1444.4916
LTB	95.5851	LTB	19.3368
LTC4S	57.2396	LTC4S	40.8956
LTF	9358.7655	LTF	4995.6747
LTK	5.5722	LTK	5.4279
LTV1	387.4839	LTV1	553.3034
LUC7L2	2155.165	LUC7L2	2702.1593
LUC7L3	1736.3909	LUC7L3	3303.1974
LUC7L	509.6442	LUC7L	548.8932
LUM	23510.5015	LUM	5039.7761
LUZP1	887.6982	LUZP1	1496.3956
LUZP2	61.2945	LUZP2	16.6228
LUZP6	4944.2778	LUZP6	3040.9634
LXN	302.186	LXN	413.1965
LY6D	12.859	LY6D	68.1876
LY6E	5312.9018	LY6E	2678.314
LY6G5B	14.5735	LY6G5B	44.7799
LY6G5C	13.2876	LY6G5C	37.3166
LY6G6C	25.2893	LY6G6C	26.4609
