gene_id	TCGA-E2-A1LH-01A-11R-A14D-07	gene_id	TCGA-E2-A1LH-11A-22R-A14D-07
NR2E3	5.4023	removed	removed
removed	removed	NR2F1	278.39
NR2F2	2310.6309	NR2F2	1533.3014
NR2F6	1584.4106	NR2F6	728.3182
NR3C1	773.2973	NR3C1	2656.9238
NR3C2	50.164	NR3C2	811.2123
NR4A1	1105.9232	NR4A1	3228.0786
NR4A2	71.0014	NR4A2	672.736
NR4A3	86.4364	NR4A3	64.207
NR5A2	54.7945	NR5A2	61.8112
removed	removed	NR6A1	5.7499
NRADDP	6.9458	removed	removed
NRARP	205.2865	NRARP	251.0781
NRAS	1030.2913	NRAS	849.0656
NRBF2	460.737	NRBF2	471.9693
NRBP1	2175.574	NRBP1	1993.771
NRBP2	1097.4339	NRBP2	870.6277
NRCAM	48.6205	NRCAM	81.4566
NRD1	1957.9394	NRD1	2379.4921
NRF1	344.2022	NRF1	599.425
NRG1	16.2068	NRG1	635.8409
NRG2	108.0455	NRG2	200.7667
removed	removed	NRG3	49.8323
NRGN	125.7959	NRGN	40.2492
NRIP1	1069.6508	NRIP1	2229.5161
NRIP2	102.6433	NRIP2	155.7259
NRIP3	57.1098	NRIP3	756.5884
NRK	8.4893	NRK	81.4566
NRL	47.077	NRL	43.6176
NRM	498.553	NRM	217.5371
NRN1L	11.9004	NRN1L	7.3071
NRN1	196.0255	NRN1	313.8476
NRP1	1538.8771	NRP1	1740.7762
NRP2	2133.1275	NRP2	667.4653
NRSN2	1542.7359	NRSN2	678.0067
NRTN	10.8046	NRTN	31.6243
removed	removed	NRXN1	129.8515
NRXN2	74.0884	NRXN2	107.3311
NRXN3	8.4893	NRXN3	145.1845
NSA2	1123.6735	NSA2	1723.0474
NSD1	1898.5144	NSD1	2546.7178
NSDHL	457.65	NSDHL	408.2415
NSFL1C	2165.5412	NSFL1C	1627.6953
NSF	909.126	NSF	1174.8922
NSL1	574.1848	NSL1	642.07
NSMAF	715.4158	NSMAF	672.2568
NSMCE1	839.6681	NSMCE1	919.0225
NSMCE2	442.9867	NSMCE2	279.3483
NSMCE4A	444.5302	NSMCE4A	678.965
NSUN2	2381.6323	NSUN2	1166.7465
NSUN3	72.5449	NSUN3	120.2683
NSUN4	327.2236	NSUN4	597.0292
NSUN5P1	277.8314	NSUN5P1	117.3934
NSUN5P2	556.4654	NSUN5P2	311.3656
removed	removed	NSUN5	478.1984
NSUN6	154.3508	NSUN6	273.1193
NSUN7	50.9358	NSUN7	274.5568
NT5C2	2424.0787	NT5C2	1817.9205
NT5C3L	850.4727	NT5C3L	579.7796
NT5C3	534.8254	NT5C3	376.6172
NT5C	727.7638	NT5C	355.0551
NT5DC1	830.4071	NT5DC1	1036.8951
NT5DC2	1117.4995	NT5DC2	785.817
NT5DC3	1260.274	NT5DC3	332.5347
NT5E	3071.5802	NT5E	235.2659
NT5M	125.0241	NT5M	61.8112
NTAN1	907.5825	NTAN1	401.0541
NTF3	37.0442	NTF3	44.5616
removed	removed	NTF4	117.2832
NTHL1	1025.6608	NTHL1	192.1418
NTM	188.3079	NTM	41.6866
NTN1	866.6795	NTN1	255.3905
NTN4	192.1667	NTN4	8864.8778
removed	removed	NTN5	22.9995
removed	removed	NTNG1	7.1874
NTNG2	29.3266	NTNG2	6.229
NTRK1	7.7175	NTRK1	9.104
NTRK2	247.733	NTRK2	8085.769
NTRK3	47.8487	NTRK3	297.0771
NTSR1	10.8046	removed	removed
NUAK1	185.9927	NUAK1	459.0321
NUAK2	321.0496	NUAK2	115.4768
NUB1	2009.5852	NUB1	1746.5932
NUBP1	536.7779	NUBP1	502.5443
NUBP2	2171.7152	NUBP2	689.9856
NUBPL	129.6546	NUBPL	341.1596
NUCB1	6065.985	NUCB1	5034.0201
NUCB2	1179.6797	NUCB2	1663.4978
NUCKS1	7873.4324	NUCKS1	8585.0503
NUDCD1	772.5256	NUDCD1	419.7413
NUDCD2	469.2263	NUDCD2	337.3263
NUDCD3	1178.4681	NUDCD3	2275.0359
NUDC	2163.2259	NUDC	2118.3517
NUDT10	10.0328	NUDT10	51.7489
NUDT11	13.1198	NUDT11	82.8941
NUDT12	22.3809	NUDT12	392.9085
NUDT13	56.1837	NUDT13	56.5405
NUDT14	496.2377	NUDT14	356.0134
NUDT15	551.6265	NUDT15	452.4102
NUDT16L1	466.9111	NUDT16L1	485.8649
NUDT16P1	44.7617	NUDT16P1	76.1859
NUDT16	341.1152	NUDT16	791.5668
NUDT17	27.0114	NUDT17	45.0407
NUDT18	171.3293	NUDT18	144.7053
NUDT19	463.824	NUDT19	538.093
NUDT1	274.7444	NUDT1	94.873
NUDT21	1264.9045	NUDT21	2809.7748
NUDT22	401.8291	NUDT22	299.6598
NUDT2	350.3762	NUDT2	357.93
NUDT3	767.1233	NUDT3	465.2611
NUDT4	310.245	NUDT4	1052.7072
NUDT5	2456.4924	NUDT5	445.4336
NUDT6	42.5622	NUDT6	77.4126
NUDT7	83.3494	NUDT7	154.2885
NUDT8	194.482	NUDT8	102.5395
NUDT9	662.9365	NUDT9	559.1759
NUF2	921.474	NUF2	10.5414
NUFIP1	295.5817	NUFIP1	246.2865
NUFIP2	1958.7112	NUFIP2	2243.4116
NUMA1	5141.7017	NUMA1	15305.8745
NUMBL	476.1721	NUMBL	175.3713
NUMB	1122.13	NUMB	1824.1495
NUP107	594.2504	NUP107	797.7959
NUP133	779.4713	NUP133	1514.1351
NUP153	551.0322	NUP153	1614.2789
NUP155	225.3521	NUP155	527.0724
NUP160	705.383	NUP160	1201.725
NUP188	1096.6622	NUP188	1268.3325
NUP205	1060.3897	NUP205	1209.3915
NUP210	1781.9795	NUP210	1172.0172
NUP214	1189.2726	NUP214	1808.8165
NUP35	229.9826	NUP35	313.3685
NUP37	276.2879	NUP37	292.2856
NUP43	773.2973	NUP43	968.3757
NUP50	1869.1877	NUP50	1254.9114
NUP54	501.64	NUP54	827.5036
removed	removed	NUP62CL	26.8328
NUP62	1573.3976	NUP62	1468.4284
NUP85	878.2558	NUP85	599.425
NUP88	905.7457	NUP88	719.885
NUP93	1513.4092	NUP93	757.0676
NUP98	1474.8215	NUP98	3064.6862
NUPL1	574.1848	NUPL1	936.7513
NUPL2	496.2377	NUPL2	371.8256
NUPR1	6681.0727	NUPR1	3217.058
NUS1	2366.9689	NUS1	1159.5592
NUSAP1	1327.4166	NUSAP1	71.8735
NUTF2	3960.6406	NUTF2	1191.6627
NVL	763.2645	NVL	512.2185
NWD1	16.9786	NWD1	135.6013
NXF1	1663.1295	NXF1	2347.3886
removed	removed	NXNL2	13.8955
NXN	1582.8671	NXN	659.3196
removed	removed	NXPH1	70.436
NXPH3	14.6633	NXPH3	282.2233
NXPH4	52.4793	NXPH4	26.3536
NXT1	614.316	NXT1	285.5774
NXT2	518.6186	NXT2	468.1361
NYNRIN	403.6272	NYNRIN	667.4653
OAF	1415.3965	OAF	310.4935
OAS1	1475.5933	OAS1	523.2391
OAS2	2473.471	OAS2	780.5462
OAS3	1671.6188	OAS3	861.0446
OASL	492.3789	OASL	74.2693
OAT	2243.4883	OAT	4429.8035
OAZ1	11726.7992	OAZ1	7489.6981
OAZ2	1583.6388	OAZ2	1915.6684
OAZ3	52.4561	OAZ3	71.9789
OBFC1	716.1875	OBFC1	892.6689
OBFC2A	460.737	OBFC2A	185.9128
OBFC2B	757.0905	OBFC2B	529.9473
OBP2B	24.6961	OBP2B	28.7494
OBSCN	855.875	OBSCN	1500.1006
OBSL1	3299.2475	OBSL1	2263.5362
OCA2	142.0027	OCA2	22.9995
OCEL1	337.2564	OCEL1	230.4744
OCIAD1	2093.7681	OCIAD1	2515.5726
OCIAD2	1007.9105	OCIAD2	541.9262
OCLM	6.9458	removed	removed
OCLN	639.7839	OCLN	441.3033
OCRL	385.1052	OCRL	1139.9138
removed	removed	ODAM	55.5822
ODC1	1081.2271	ODC1	731.6723
ODF2L	580.3589	ODF2L	502.1562
ODF2	653.6755	ODF2	1010.0623
ODF3B	519.3903	ODF3B	166.7465
ODZ1	13.1198	ODZ1	35.9368
ODZ2	26.2396	ODZ2	509.3436
ODZ3	100.328	ODZ3	229.5161
ODZ4	157.4378	ODZ4	54.1447
OFD1	805.711	OFD1	1147.1011
OGDH	2005.7882	OGDH	2110.6852
OGFOD1	711.557	OGFOD1	788.2127
OGFOD2	349.4501	OGFOD2	274.8443
OGFRL1	597.3374	OGFRL1	903.6895
removed	removed	OGFR	932.9181
OGG1	312.5603	OGG1	362.7216
OGN	28.5549	OGN	212.7456
OGT	3545.437	OGT	3844.7532
OIP5	157.9394	OIP5	13.3493
OIT3	49.3922	removed	removed
OLA1	2285.163	OLA1	1620.0287
removed	removed	OLAH	58.4571
OLFM1	107.2738	OLFM1	271.6818
OLFM2	1112.0972	OLFM2	250.1198
OLFM4	87.2082	OLFM4	440.345
OLFML1	229.9826	OLFML1	92.4772
OLFML2A	542.5429	OLFML2A	970.2923
OLFML2B	778.6996	OLFML2B	138.9554
OLFML3	626.6641	OLFML3	400.0958
OLR1	652.132	OLR1	284.1399
OMA1	470.7698	OMA1	524.1974
OMD	30.8702	OMD	43.6033
ONECUT2	7.7175	ONECUT2	8.6248
OPA1	540.9994	OPA1	1395.3043
OPA3	408.2578	OPA3	634.4034
OPHN1	332.6259	OPHN1	498.323
OPLAH	408.2578	OPLAH	416.8663
OPN3	251.3602	OPN3	496.2386
OPRD1	8.4893	removed	removed
OPRK1	71.7731	removed	removed
OPRL1	146.6332	OPRL1	121.7058
OPTN	2936.5232	OPTN	1684.7149
OR2A4	11.5763	OR2A4	58.4571
OR2A7	95.6975	OR2A7	232.391
OR2A9P	149.7202	OR2A9P	234.3076
removed	removed	OR2L13	13.8955
removed	removed	OR2W3	9.104
OR51E1	64.8273	OR51E1	16.2913
OR51E2	10.8046	removed	removed
OR5AU1	8.4893	removed	removed
removed	removed	OR7A5	5.7499
OR7E91P	6.174	OR7E91P	9.104
ORAI1	820.3743	ORAI1	457.5946
ORAI2	896.3766	ORAI2	640.6564
ORAI3	359.6373	ORAI3	705.3186
ORAOV1	443.7584	ORAOV1	277.4317
ORC1L	54.7945	ORC1L	10.5414
ORC2L	572.6413	ORC2L	493.0522
ORC3L	724.6768	ORC3L	569.2381
ORC4L	483.1179	ORC4L	674.6526
ORC5L	149.7202	ORC5L	377.0963
ORC6L	436.0409	ORC6L	13.4164
removed	removed	ORM1	5.2707
ORM2	8.0957	ORM2	8.6248
ORMDL1	1322.786	ORMDL1	652.1322
ORMDL2	862.5815	ORMDL2	385.3426
ORMDL3	2156.2801	ORMDL3	2693.8189
OS9	4802.624	OS9	6866.7944
OSBP2	57.8815	OSBP2	154.7676
OSBPL10	230.7544	OSBPL10	475.3234
OSBPL11	371.9853	OSBPL11	472.9276
OSBPL1A	1275.709	OSBPL1A	2238.1409
OSBPL2	1853.7527	OSBPL2	1335.4097
OSBPL3	1138.3369	OSBPL3	311.4518
OSBPL5	587.3046	OSBPL5	808.8165
OSBPL6	18.5221	OSBPL6	156.2051
OSBPL7	104.9585	OSBPL7	277.9109
OSBPL8	825.7766	OSBPL8	1581.2171
OSBPL9	1399.1897	OSBPL9	2484.4274
OSBP	1541.1924	OSBP	2493.0522
OSCAR	304.071	OSCAR	67.0819
OSCP1	47.8487	OSCP1	247.724
OSGEPL1	150.492	OSGEPL1	228.0786
OSGEP	834.2659	OSGEP	363.6799
OSGIN1	108.8173	OSGIN1	144.7053
OSGIN2	655.219	OSGIN2	703.8812
OSMR	233.8414	OSMR	779.5879
OSM	110.3608	OSM	26.3536
OSR1	784.1019	OSR1	365.5966
OSR2	59.425	OSR2	217.058
OST4	3266.0544	OST4	1639.195
OSTC	1656.1837	OSTC	1189.2669
OSTF1	1190.8161	OSTF1	636.3201
OSTM1	934.5939	OSTM1	547.1969
OSTalpha	13.1198	OSTalpha	11.9789
OTOA	22.3809	OTOA	18.208
OTOF	17.7503	OTOF	11.9789
OTUB1	3333.9765	OTUB1	1656.9238
OTUB2	40.1312	OTUB2	82.8941
OTUD1	294.81	OTUD1	620.0287
OTUD3	240.7872	OTUD3	508.8644
OTUD4	1163.033	OTUD4	1358.8884
OTUD5	1160.7177	OTUD5	1407.7623
OTUD6B	259.3093	OTUD6B	197.4126
removed	removed	OTUD7A	22.0412
OTUD7B	666.0235	OTUD7B	1311.931
removed	removed	OTX1	22.9995
OVCA2	759.7145	OVCA2	378.4859
removed	removed	OVCH2	42.6449
OVGP1	52.4793	OVGP1	34.4993
OVOL1	666.7953	OVOL1	299.4729
OVOL2	200.656	OVOL2	363.6799
OXA1L	2667.9529	OXA1L	1933.3972
OXCT1	437.5844	OXCT1	909.4394
OXCT2	11.5763	OXCT2	6.7082
OXER1	25.4679	OXER1	51.7489
removed	removed	OXGR1	51.7489
OXNAD1	233.8414	OXNAD1	208.4332
OXR1	840.4399	OXR1	1489.6981
OXSM	141.2309	OXSM	193.5793
OXSR1	1090.4881	OXSR1	1180.1629
OXTR	74.0884	OXTR	1824.6287
P2RX1	67.9143	P2RX1	6.229
removed	removed	P2RX2	6.7082
P2RX4	539.4559	P2RX4	768.5673
P2RX5	119.7453	P2RX5	32.1706
removed	removed	P2RX6	6.229
P2RX7	74.0884	P2RX7	92.9564
P2RY10	106.502	P2RY10	28.7494
P2RY11	310.2142	P2RY11	22.2712
P2RY12	8.4893	P2RY12	38.3325
P2RY13	154.3508	P2RY13	147.5803
P2RY14	74.8601	P2RY14	14.3747
P2RY1	6.174	P2RY1	13.4164
P2RY2	24.6961	P2RY2	204.1207
P2RY6	392.8227	P2RY6	33.0618
P2RY8	362.7243	P2RY8	96.3105
P4HA1	772.5256	P4HA1	802.1083
P4HA2	1599.0739	P4HA2	620.5079
P4HA3	98.7845	removed	removed
P4HB	24259.3093	P4HB	13150.9344
P4HTM	454.563	P4HTM	565.884
P704P	20.8374	P704P	16.2913
PA2G4P4	37.0442	PA2G4P4	47.9157
PA2G4	3647.3085	PA2G4	2814.0872
removed	removed	PAAF1	302.827
PABPC1L	228.4391	PABPC1L	251.0781
PABPC1	44914.5283	PABPC1	29739.3388
PABPC3	329.5389	PABPC3	313.8476
PABPC4L	27.0114	PABPC4L	55.5822
PABPC4	2622.4194	PABPC4	2541.9262
PABPC5	16.2068	PABPC5	26.3536
PABPN1	5831.9197	PABPN1	2201.5093
PACRGL	130.4264	PACRGL	233.3493
removed	removed	PACRG	41.6866
PACS1	5529.6161	PACS1	2843.7949
PACS2	1283.4266	PACS2	1086.2482
PACSIN1	74.0884	PACSIN1	9.5831
removed	removed	PACSIN2	1626.2578
PACSIN3	1663.9012	PACSIN3	803.0666
PADI2	27773.8761	PADI2	4455.678
PAF1	1124.4453	PAF1	1671.7777
PAFAH1B1	1690.1408	PAFAH1B1	3434.116
PAFAH1B2	169.7858	PAFAH1B2	542.8845
PAFAH1B3	1349.2495	PAFAH1B3	422.1322
PAFAH2	536.3689	PAFAH2	613.3206
PAG1	1118.2713	PAG1	163.8716
PAH	37.0442	PAH	21.5621
PAICS	2836.967	PAICS	2083.8524
PAIP1	838.8964	PAIP1	1033.541
PAIP2B	50.164	PAIP2B	500.7187
PAIP2	1751.8811	PAIP2	2162.4341
PAK1IP1	374.3006	PAK1IP1	322.9516
PAK1	1269.535	PAK1	1377.5755
PAK2	1456.2994	PAK2	2208.4332
removed	removed	PAK3	60.3737
PAK4	1064.2485	PAK4	2059.8946
PAK6	413.0889	PAK6	472.4485
removed	removed	PAK7	157.1634
PALB2	230.7544	PALB2	419.2621
PALLD	3272.2362	PALLD	6255.8697
PALM2-AKAP2	1318.5645	PALM2-AKAP2	1240.0671
PALM2	163.6118	PALM2	22.4389
removed	removed	PALM3	57.4988
PALMD	426.0081	PALMD	1206.9957
PALM	296.3535	PALM	728.3182
PAMR1	101.8715	PAMR1	726.4015
PAM	5491.8001	PAM	2075.2276
PAN2	417.5188	PAN2	963.5841
PAN3	704.6112	PAN3	1385.242
PANK1	18.5221	PANK1	105.8936
PANK2	464.5958	PANK2	462.8654
PANK3	280.1466	PANK3	642.5491
PANK4	629.7511	PANK4	438.4284
PANX1	678.3716	PANX1	343.0762
PANX2	272.4291	PANX2	105.4145
PAOX	77.1754	PAOX	148.0594
PAPD4	652.9037	PAPD4	1125.0599
PAPD5	407.486	PAPD5	298.5146
PAPD7	1106.695	PAPD7	636.7992
PAPLN	271.6573	PAPLN	320.0767
PAPOLA	3502.9905	PAPOLA	3804.5041
PAPOLG	276.2879	PAPOLG	463.3445
PAPPA	48.6205	PAPPA	116.9142
PAPSS1	6323.7507	PAPSS1	2884.0441
PAPSS2	762.4928	PAPSS2	780.5462
PAQR3	173.6446	PAQR3	261.1644
PAQR4	1965.5258	PAQR4	226.5309
PAQR5	324.1366	PAQR5	148.0594
PAQR6	418.2906	PAQR6	39.2908
PAQR7	531.7384	PAQR7	482.9899
PAQR8	263.9398	PAQR8	225.2036
PAR-SN	54.7945	PAR-SN	204.4609
PAR5	8.4893	PAR5	49.8323
removed	removed	PARD3B	105.4145
PARD3	596.5657	PARD3	1266.4111
PARD6A	88.7517	PARD6A	80.9775
PARD6B	129.6546	PARD6B	372.7839
PARD6G	118.8501	PARD6G	351.701
PARG	159.753	PARG	473.4068
PARK2	31.6419	PARK2	130.3306
PARK7	6627.8217	PARK7	3523.2391
PARL	1034.1501	PARL	834.2118
PARM1	340.3434	PARM1	552.9468
PARN	1001.7364	PARN	1068.5194
PARP10	2556.0486	PARP10	1221.8495
PARP11	86.4364	PARP11	381.8879
PARP12	1554.3122	PARP12	548.1552
PARP14	3686.668	PARP14	1383.8045
PARP15	43.99	PARP15	22.5204
PARP16	179.8186	PARP16	441.7825
PARP1	3944.4337	PARP1	3125.5391
PARP2	507.814	PARP2	408.7207
PARP3	406.7143	PARP3	632.966
PARP4	1004.0517	PARP4	1435.0743
PARP6	1034.9219	PARP6	848.5865
PARP8	226.1239	PARP8	415.4288
PARP9	3244.4839	PARP9	1092.0556
PARS2	128.1111	PARS2	189.746
PART1	531.7384	PART1	109.7269
PARVA	1610.6502	PARVA	2478.6775
PARVB	1163.033	PARVB	210.3498
PARVG	623.5771	PARVG	171.0589
PASK	267.0268	PASK	195.4959
PATL1	1521.1268	PATL1	1060.8529
PATL2	53.251	removed	removed
PATZ1	804.1675	PATZ1	2206.5165
PAWR	126.5676	PAWR	439.8658
PAX1	209.1453	removed	removed
removed	removed	PAX2	53.1864
PAX3	6.174	removed	removed
PAX5	33.9572	PAX5	19.1663
PAX6	23.9244	PAX6	69.9569
PAX8	16.9786	PAX8	5.2707
PAX9	55.5663	PAX9	178.7254
PAXIP1	282.1918	PAXIP1	521.7585
PBK	250.82	PBK	9.5831
PBLD	104.1868	PBLD	214.6622
PBRM1	719.2746	PBRM1	1688.069
PBX1	1883.8511	PBX1	4330.6181
PBX2	1189.2726	PBX2	1448.9698
PBX3	415.2036	PBX3	474.3651
PBX4	23.1526	PBX4	11.4998
PBXIP1	4869.7665	PBXIP1	4016.2913
PCBD1	1559.7145	PCBD1	1035.4576
PCBD2	282.4619	PCBD2	300.4312
PCBP1	9755.7399	PCBP1	6258.2655
PCBP2	6123.7739	PCBP2	12435.3618
PCBP3	25.4679	PCBP3	33.541
PCBP4	1666.9882	PCBP4	698.1313
PCCA	139.5562	PCCA	729.4011
PCCB	1312.9153	PCCB	1110.6804
removed	removed	PCDH11X	20.6037
PCDH12	276.2879	PCDH12	168.6632
PCDH17	124.2524	PCDH17	29.7077
PCDH18	300.2122	PCDH18	324.3891
PCDH19	6.9458	PCDH19	64.207
PCDH1	1141.4239	PCDH1	2060.3737
removed	removed	PCDH20	6.7082
PCDH7	111.1325	PCDH7	440.8241
PCDH8	27.0114	PCDH8	6.229
PCDH9	15.4351	PCDH9	24.9161
PCDHA10	28.6707	PCDHA10	104.8634
PCDHA11	10.0328	PCDHA11	56.1955
PCDHA12	10.5499	PCDHA12	41.4135
PCDHA13	5.41	PCDHA13	14.1399
PCDHA1	28.0687	PCDHA1	14.9976
PCDHA2	12.3481	PCDHA2	8.1457
PCDHA3	24.4492	PCDHA3	55.1941
PCDHA4	7.8333	PCDHA4	55.3426
PCDHA5	21.8406	PCDHA5	6.5022
PCDHA6	6.5522	PCDHA6	133.2678
PCDHA7	16.5464	PCDHA7	33.747
PCDHA8	19.016	PCDHA8	6.8999
removed	removed	PCDHA9	5.7786
PCDHAC1	14.4318	PCDHAC1	17.3742
PCDHAC2	16.7471	PCDHAC2	19.6838
PCDHB10	160.5248	PCDHB10	67.0819
PCDHB11	10.8046	PCDHB11	7.1874
PCDHB12	7.7175	PCDHB12	31.6243
PCDHB13	125.7959	PCDHB13	58.9363
PCDHB14	187.5362	PCDHB14	159.5592
PCDHB15	37.0442	PCDHB15	28.2702
PCDHB16	344.2022	PCDHB16	214.183
PCDHB17	8.4893	PCDHB17	8.6248
PCDHB18	14.6633	PCDHB18	16.2913
PCDHB19P	19.2938	removed	removed
PCDHB2	431.4104	PCDHB2	132.2472
PCDHB3	23.1526	PCDHB3	108.7686
PCDHB4	43.99	PCDHB4	244.8491
PCDHB5	20.8374	PCDHB5	99.6646
PCDHB6	178.2751	PCDHB6	142.3095
PCDHB7	74.0884	PCDHB7	75.2276
PCDHB8	69.4578	PCDHB8	36.4159
PCDHB9	433.7256	PCDHB9	70.436
PCDHGA10	24.6961	PCDHGA10	91.0685
PCDHGA11	14.6633	PCDHGA11	47.954
PCDHGA12	13.1198	PCDHGA12	53.6799
PCDHGA1	8.4893	PCDHGA1	18.6488
PCDHGA2	12.3481	PCDHGA2	168.7782
PCDHGA3	8.4893	PCDHGA3	27.1299
PCDHGA4	13.1198	PCDHGA4	55.5726
PCDHGA5	11.5763	PCDHGA5	31.1452
PCDHGA6	32.4137	PCDHGA6	71.5956
PCDHGA7	28.5549	PCDHGA7	58.9986
PCDHGA8	6.9458	PCDHGA8	11.4998
PCDHGA9	5.4023	PCDHGA9	123.3301
PCDHGB1	23.1526	PCDHGB1	36.344
PCDHGB2	18.5221	PCDHGB2	33.0618
PCDHGB3	20.0656	PCDHGB3	22.5204
PCDHGB4	6.174	PCDHGB4	59.4154
PCDHGB5	11.5763	PCDHGB5	221.0494
PCDHGB6	17.7503	PCDHGB6	135.6445
PCDHGB7	34.289	PCDHGB7	291.7298
PCDHGB8P	6.174	removed	removed
PCDHGC3	1654.4704	PCDHGC3	2285.5007
removed	removed	PCDHGC4	5.7499
PCDHGC5	9.8707	PCDHGC5	9.6694
PCF11	759.4057	PCF11	1747.9636
PCGF1	390.5074	PCGF1	221.8495
PCGF2	2079.7993	PCGF2	969.3244
PCGF3	1033.3784	PCGF3	1541.4471
PCGF5	1188.5009	PCGF5	1800.1917
PCGF6	137.3722	PCGF6	153.3301
PCID2	1325.1013	PCID2	866.7944
PCIF1	983.2144	PCIF1	1354.5759
PCK1	113.4478	PCK1	208.4332
PCK2	2210.3029	PCK2	670.8194
PCLO	86.4364	PCLO	519.4058
PCM1	1553.5404	PCM1	4652.6114
removed	removed	PCMT1	1408.2415
PCMTD1	3493.7295	PCMTD1	2377.0963
PCMTD2	1654.6402	PCMTD2	1804.9832
PCNA	3533.0889	PCNA	1080.9775
PCNP	1975.6898	PCNP	2809.7748
PCNT	1016.3998	PCNT	896.5022
PCNXL2	326.4519	PCNXL2	424.0537
PCNXL3	1451.6689	PCNXL3	1435.0743
PCNX	566.4673	PCNX	1857.2113
PCOLCE2	155.1225	PCOLCE2	150.4552
PCOLCE	2514.2736	PCOLCE	529.8994
PCOTH	17.1098	PCOTH	17.9109
PCP2	17.7503	PCP2	34.0201
PCP4L1	98.7845	PCP4L1	50.7906
PCP4	40.903	PCP4	27.7911
PCSK1N	599.6527	PCSK1N	16.2913
PCSK1	23.1526	removed	removed
PCSK4	9.261	PCSK4	60.3737
removed	removed	PCSK5	45.999
PCSK6	148.1767	PCSK6	861.0446
PCSK7	690.0714	PCSK7	695.2803
PCSK9	6.9458	removed	removed
PCTP	436.8127	PCTP	393.3876
PCYOX1L	178.2751	PCYOX1L	206.0374
PCYOX1	1186.9574	PCYOX1	4060.8529
PCYT1A	311.7885	PCYT1A	303.7853
PCYT1B	17.7503	PCYT1B	44.0824
PCYT2	880.5711	PCYT2	475.3234
PC	2246.5753	PC	827.5036
PDAP1	3349.4115	PDAP1	1618.5913
PDCD10	686.0891	PDCD10	610.4456
PDCD11	714.644	PDCD11	1179.6838
PDCD1LG2	170.5576	PDCD1LG2	65.6445
PDCD1	159.753	PDCD1	18.6871
PDCD2L	236.1567	PDCD2L	102.5395
PDCD2	653.6755	PDCD2	867.7528
PDCD4	1983.3378	PDCD4	8352.1706
PDCD5	1406.9072	PDCD5	505.5103
PDCD6IP	1539.6489	PDCD6IP	4086.7274
PDCD6	2820.7602	PDCD6	1555.3426
PDCD7	438.3562	PDCD7	661.7154
PDCL3	710.7853	PDCL3	368.4715
PDCL	384.3334	PDCL	493.0522
PDDC1	1277.2526	PDDC1	1206.9957
PDE10A	53.251	PDE10A	67.5611
PDE11A	8.4893	PDE11A	139.4346
PDE12	405.9425	PDE12	535.218
PDE1A	36.2724	PDE1A	23.9578
PDE1B	193.7102	PDE1B	70.9152
removed	removed	PDE1C	218.9746
PDE2A	101.8715	PDE2A	364.6382
PDE3A	8.4893	PDE3A	18.208
PDE3B	169.0141	PDE3B	158.1217
PDE4A	383.5616	PDE4A	390.0335
PDE4B	590.3917	PDE4B	1509.8227
PDE4C	5.4023	removed	removed
PDE4DIP	1614.509	PDE4DIP	1450.4073
PDE4D	242.3307	PDE4D	167.7048
PDE5A	157.4378	PDE5A	720.091
PDE6A	10.8046	removed	removed
PDE6B	33.1854	PDE6B	130.3306
PDE6D	927.6481	PDE6D	308.5769
PDE6G	91.0669	PDE6G	17.2496
PDE7A	709.1414	PDE7A	1089.0944
PDE7B	30.0984	PDE7B	46.4782
PDE8A	725.4486	PDE8A	428.3661
PDE8B	16.2068	PDE8B	164.8299
PDE9A	946.1702	PDE9A	351.2218
PDF	140.4592	PDF	123.4164
PDGFA	576.5001	PDGFA	1747.4844
PDGFB	1315.0685	PDGFB	586.4878
PDGFC	111.9043	PDGFC	1198.85
PDGFD	177.5034	PDGFD	782.942
PDGFRA	849.4077	PDGFRA	2228.62
PDGFRB	2203.3571	PDGFRB	979.8754
PDGFRL	308.7015	PDGFRL	146.6219
PDHA1	1673.1623	PDHA1	1229.7221
PDHB	1377.5806	PDHB	999.5208
PDHX	603.0793	PDHX	559.0417
PDIA2	26.1779	removed	removed
PDIA3P	3875.7476	PDIA3P	1998.0834
PDIA3	17565.7727	PDIA3	7359.7844
PDIA4	5098.9774	PDIA4	3067.5611
PDIA5	1509.5505	PDIA5	395.7834
PDIA6	6903.5539	PDIA6	4236.229
PDIK1L	216.0911	PDIK1L	662.1945
PDK1	595.0222	PDK1	229.0369
PDK2	392.8227	PDK2	1385.7211
PDK3	227.6674	PDK3	311.931
PDK4	370.4418	PDK4	1943.9387
PDLIM1	2007.3317	PDLIM1	4506.9478
PDLIM2	702.296	PDLIM2	264.4945
PDLIM3	158.9813	PDLIM3	1379.0129
PDLIM4	260.081	PDLIM4	694.7772
PDLIM5	2359.2514	PDLIM5	4367.5132
PDLIM7	3110.1679	PDLIM7	909.9185
PDP1	1115.1843	PDP1	901.7729
PDP2	47.8487	PDP2	197.4126
PDPK1	741.2001	PDPK1	1789.0609
PDPN	604.2832	PDPN	431.241
PDPR	158.7112	PDPR	751.6723
PDRG1	323.3648	PDRG1	471.9693
PDS5A	1785.8383	PDS5A	3156.6842
PDS5B	439.1279	PDS5B	1181.6004
PDSS1	264.4337	PDSS1	45.0407
PDSS2	543.3147	PDSS2	401.0541
PDXDC1	2985.9155	PDXDC1	3475.8026
PDXDC2	373.5288	PDXDC2	293.723
PDXK	7166.5059	PDXK	2522.2808
