gene_id	TCGA-BH-A1EU-01A-11R-A137-07	gene_id	TCGA-BH-A1EU-11A-23R-A137-07
MMP13	108.5992	removed	removed
MMP14	5867.4512	MMP14	1958.1796
MMP15	262.0006	MMP15	236.7774
MMP16	358.8314	MMP16	150.6765
MMP17	20.6462	MMP17	17.8352
MMP19	1071.9521	MMP19	500.615
MMP1	8.2585	removed	removed
MMP23B	54.0931	MMP23B	57.1956
MMP24	95.1791	MMP24	214.0221
MMP25	55.303	MMP25	26.4022
MMP27	6.1939	MMP27	10.4551
MMP28	78.4557	MMP28	174.0467
MMP2	16628.0582	MMP2	6665.4367
MMP3	148.8593	MMP3	68.2657
MMP7	249.2	MMP7	1662.3616
MMP8	10.3231	removed	removed
MMP9	1767.9364	MMP9	308.1181
MMRN1	518.2203	MMRN1	2500
MMRN2	1244.5546	MMRN2	1565.1907
MMS19	849.7987	MMS19	1394.2189
MN1	262.2071	MN1	295.818
MNAT1	282.8533	MNAT1	246.0025
MND1	12.3877	removed	removed
MNDA	476.7214	MNDA	107.0111
MNS1	102.1988	MNS1	70.7257
MNT	415.4021	MNT	464.9446
MNX1	12.8007	removed	removed
MOAP1	939.6098	MOAP1	867.7737
MOB2	249.4064	MOB2	297.048
MOBKL1A	1903.995	MOBKL1A	1505.5351
MOBKL1B	1264.5814	MOBKL1B	1011.0701
MOBKL2A	1080.6235	MOBKL2A	985.2399
MOBKL2B	430.6803	MOBKL2B	1052.2755
MOBKL2C	471.5598	MOBKL2C	667.8967
MOBKL3	1358.1088	MOBKL3	1231.2423
MOCOS	96.005	MOCOS	163.5916
MOCS1	390.0898	MOCS1	987.4047
MOCS2	1037.6794	MOCS2	858.5486
MOCS3	240.5285	MOCS3	198.032
MOGAT2	5.7809	MOGAT2	22.7552
MOGS	757.0971	MOGS	874.5387
MON1A	116.4447	MON1A	137.1464
MON1B	549.6026	MON1B	747.8475
MON2	2449.6748	MON2	2091.0209
MORC2	682.1513	MORC2	774.9077
MORC3	1474.3471	MORC3	1371.4637
MORC4	757.7165	MORC4	742.9274
MORF4L1	3854.857	MORF4L1	4310.5781
MORF4L2	7984.2965	MORF4L2	5025.8303
MORF4	5.7809	removed	removed
MORN1	64.2098	MORN1	44.2804
MORN2	162.6923	MORN2	151.9065
MORN3	6.6068	removed	removed
MORN4	167.8538	MORN4	237.3924
MOSC1	322.4941	MOSC1	721.4022
MOSC2	287.3955	MOSC2	279.2128
MOSPD1	391.246	MOSPD1	292.1279
MOSPD2	462.269	MOSPD2	384.3788
MOSPD3	183.545	MOSPD3	232.4723
removed	removed	MOV10L1	6.1501
MOV10	1441.1066	MOV10	818.5732
MOXD1	424.4864	MOXD1	137.1464
MPDU1	682.3578	MPDU1	647.0111
MPDZ	1478.4763	MPDZ	2230.0123
MPEG1	3565.1905	MPEG1	1580.5658
MPG	329.9267	MPG	322.2632
MPHOSPH10	904.5112	MPHOSPH10	912.6691
MPHOSPH6	210.1786	MPHOSPH6	439.1144
MPHOSPH8	1091.1531	MPHOSPH8	1390.5289
MPHOSPH9	302.8801	MPHOSPH9	129.1513
MPI	507.0713	MPI	490.1599
MPL	13.42	MPL	38.7454
MPND	171.7766	MPND	177.7368
MPO	12.8007	MPO	7.3801
MPP1	682.1513	MPP1	460.0246
MPP2	318.7777	MPP2	230.0123
MPP3	49.7574	MPP3	230.0123
MPP5	1297.8218	MPP5	1313.0381
MPP6	75.1523	MPP6	105.1661
MPP7	1007.9488	MPP7	1092.2509
MPPE1	600.1858	MPPE1	697.417
removed	removed	MPPED1	9.2251
MPPED2	188.2936	MPPED2	321.6482
MPRIP	1425.8284	MPRIP	2150.6765
MPST	210.3851	MPST	305.0431
MPV17L2	183.9579	MPV17L2	175.8918
MPV17L	266.9557	MPV17L	198.032
MPV17	573.1393	MPV17	585.4859
MPZL1	4341.0757	MPZL1	5799.508
MPZL2	522.1431	MPZL2	2004.305
MPZL3	47.8992	MPZL3	72.5707
MPZ	56.1577	MPZ	37.5154
MR1	401.7756	MR1	244.7724
MRAP2	22.5044	MRAP2	110.0861
MRAP	46.5221	MRAP	120.9287
MRAS	911.118	MRAS	2099.016
MRC1	1097.5534	MRC1	915.7442
MRC2	1822.236	MRC2	1644.5264
MRE11A	842.779	MRE11A	759.5326
MREG	1038.8954	MREG	829.0283
MRFAP1L1	1398.7819	MRFAP1L1	1443.4194
MRFAP1	3788.1697	MRFAP1	4794.5879
MRGPRF	113.1413	MRGPRF	572.5707
MRGPRX2	5.9874	MRGPRX2	13.5301
removed	removed	MRGPRX3	24.6002
MRI1	421.183	MRI1	588.5609
MRM1	42.7377	MRM1	52.8905
MRO	100.3407	MRO	33.2103
MRP63	361.8767	MRP63	418.8069
MRPL10	540.3118	MRPL10	795.818
MRPL11	326.2104	MRPL11	389.2989
MRPL12	183.8505	MRPL12	235.2522
MRPL13	575.8233	MRPL13	452.0295
MRPL14	315.0614	MRPL14	273.0627
MRPL15	596.676	MRPL15	542.4354
MRPL16	498.3999	MRPL16	528.9053
MRPL17	655.7242	MRPL17	531.3653
MRPL18	435.6354	MRPL18	573.8007
MRPL19	1479.5086	MRPL19	1487.0849
MRPL1	246.3095	MRPL1	319.1882
MRPL20	760.2581	MRPL20	760.1722
MRPL21	300.1961	MRPL21	314.8831
MRPL22	248.9935	MRPL22	294.5879
MRPL23	202.9524	MRPL23	192.4969
MRPL24	643.9558	MRPL24	498.77
MRPL27	400.7433	MRPL27	442.8044
MRPL28	332.8172	MRPL28	329.6433
MRPL2	183.3385	MRPL2	287.8229
MRPL30	905.3949	MRPL30	982.4108
MRPL32	736.6574	MRPL32	760.1476
MRPL33	370.8062	MRPL33	427.4293
MRPL34	317.9519	MRPL34	311.1931
MRPL35	851.0375	MRPL35	870.8487
MRPL36	222.9793	MRPL36	193.7269
MRPL37	734.3863	MRPL37	847.4785
MRPL38	251.3699	MRPL38	432.5584
MRPL39	365.8511	MRPL39	351.1685
MRPL3	1761.1232	MRPL3	1357.3186
MRPL40	438.7323	MRPL40	395.449
MRPL41	167.6474	MRPL41	179.5818
MRPL42P5	7.9054	MRPL42P5	15.0738
MRPL42	1012.078	MRPL42	611.9311
MRPL43	515.0036	MRPL43	652.3001
MRPL44	573.9651	MRPL44	488.9299
MRPL45	552.493	MRPL45	847.4785
MRPL46	277.0724	MRPL46	307.5031
MRPL47	517.6009	MRPL47	386.8389
MRPL48	263.8588	MRPL48	251.5375
MRPL49	1159.905	MRPL49	1267.5277
MRPL4	327.2427	MRPL4	393.6039
MRPL50	417.2602	MRPL50	388.0689
MRPL51	1103.3344	MRPL51	801.353
MRPL52	228.9667	MRPL52	287.2079
MRPL53	175.2018	MRPL53	219.7171
MRPL54	237.6381	MRPL54	250.3075
MRPL55	273.5625	MRPL55	206.0271
MRPL9	659.1742	MRPL9	658.0074
MRPS10	813.8743	MRPS10	874.5387
MRPS11	345.6178	MRPS11	295.203
MRPS12	216.3725	MRPS12	153.7515
MRPS14	454.4235	MRPS14	416.3592
MRPS15	458.5527	MRPS15	579.9508
MRPS16	1172.9122	MRPS16	1230.0123
MRPS17	200.2292	MRPS17	202.663
MRPS18A	301.8478	MRPS18A	398.524
MRPS18B	823.3715	MRPS18B	1224.4772
MRPS18C	277.283	MRPS18C	285.6581
MRPS21	790.1311	MRPS21	641.4514
MRPS22	395.3752	MRPS22	454.4895
MRPS23	439.5582	MRPS23	437.2694
MRPS24	409.2082	MRPS24	490.1599
MRPS25	651.4587	MRPS25	797.7983
MRPS26	319.6036	MRPS26	325.9533
MRPS27	1572.2102	MRPS27	1514.7601
MRPS28	190.8186	MRPS28	191.6236
MRPS2	399.2092	MRPS2	601.9988
MRPS30	1600.4955	MRPS30	411.4391
MRPS31	275.0077	MRPS31	319.8032
MRPS33	538.8665	MRPS33	418.2042
MRPS34	394.9623	MRPS34	277.9828
MRPS35	1408.6921	MRPS35	1134.0713
MRPS36	267.1622	MRPS36	324.7232
MRPS5	382.781	MRPS5	496.925
MRPS6	515.4971	MRPS6	525.9594
MRPS7	573.2446	MRPS7	710.5166
MRPS9	355.941	MRPS9	432.9643
MRRF	665.6344	MRRF	575.0308
MRS2	480.4377	MRS2	738.6224
MRTO4	824.4038	MRTO4	629.1513
MRVI1	560.1321	MRVI1	933.5793
MS4A14	230.2054	MS4A14	100.3383
MS4A1	1479.3022	MS4A1	67.6507
MS4A2	149.2722	MS4A2	116.2362
MS4A4A	746.9805	MS4A4A	480.3198
MS4A6A	2004.9551	MS4A6A	986.4699
MS4A7	2724.6826	MS4A7	1229.305
MSC	138.371	MSC	78.0012
MSH2	834.9334	MSH2	703.567
MSH3	681.8747	MSH3	546.7405
removed	removed	MSH4	8.6101
MSH5	174.6113	MSH5	200.1845
MSH6	1479.0957	MSH6	1289.0529
removed	removed	MSI1	28.9053
MSI2	500.8775	MSI2	301.353
MSL1	2016.9299	MSL1	2199.262
MSL2	1698.1522	MSL2	1459.4096
MSL3L2	52.8543	MSL3L2	81.7958
MSL3	863.8381	MSL3	803.813
removed	removed	MSMB	6.7651
MSMP	55.3319	MSMP	49.2005
MSN	8808.7127	MSN	10551.6605
MSR1	2729.4312	MSR1	382.5338
MSRA	179.0028	MSRA	209.1021
MSRB2	335.9141	MSRB2	405.2891
MSRB3	1195.623	MSRB3	3672.8167
MST1P2	61.5258	MST1P2	142.0664
removed	removed	MST1P9	19.6802
MST1R	351.3988	MST1R	169.1267
MST1	67.7196	MST1	53.5055
MST4	583.4624	MST4	634.0713
removed	removed	MSTN	9.2251
MSTO1	644.761	MSTO1	721.9496
MSTO2P	67.1931	MSTO2P	83.4563
MSX1	56.5707	MSX1	67.6507
MSX2P1	7.6391	removed	removed
MSX2	228.3473	MSX2	302.583
MT1A	6.1939	MT1A	19.0652
MT1E	132.1359	MT1E	680.1968
MT1F	38.402	MT1F	96.556
MT1G	7.4326	MT1G	71.9557
MT1L	13.6265	MT1L	64.5756
MT1M	25.3949	MT1M	84.8708
MT1X	231.0313	MT1X	1484.0098
MT2A	453.3911	MT2A	1730.0123
MTA1	675.751	MTA1	736.1624
MTA2	1440.4873	MTA2	1429.8893
MTA3	1138.2265	MTA3	856.0886
MTAP	985.4444	MTAP	1026.4453
MTBP	146.5882	MTBP	99.016
MTCH1	1939.713	MTCH1	2908.9791
MTCH2	1499.9484	MTCH2	1175.8918
MTCP1NB	248.7416	MTCP1NB	218.6347
MTCP1	37.4151	MTCP1	40.2829
MTDH	4227.5214	MTDH	3541.8204
MTERFD1	339.424	MTERFD1	341.9434
MTERFD2	462.0626	MTERFD2	413.2841
MTERFD3	374.5226	MTERFD3	548.5855
MTERF	343.9661	MTERF	280.4428
MTF1	796.5314	MTF1	1010.4551
MTF2	674.3058	MTF2	589.1759
MTFMT	226.4891	MTFMT	210.9471
MTFR1	436.8742	MTFR1	431.7343
MTG1	191.3905	MTG1	221.4022
MTHFD1L	242.5932	MTHFD1L	236.1624
MTHFD1	1210.2158	MTHFD1	1252.4231
MTHFD2L	212.621	MTHFD2L	357.2694
MTHFD2	1112.2122	MTHFD2	774.9077
MTHFR	952.6045	MTHFR	696.187
MTHFSD	196.1392	MTHFSD	210.9471
MTHFS	293.1764	MTHFS	220.7872
MTIF2	688.1387	MTIF2	672.8167
MTIF3	571.694	MTIF3	776.7528
MTL5	503.1485	MTL5	215.8672
MTM1	719.521	MTM1	536.2854
MTMR10	1574.8467	MTMR10	1582.5338
MTMR11	236.8122	MTMR11	547.9705
MTMR12	2599.1535	MTMR12	2186.9619
MTMR14	765.5621	MTMR14	643.9114
MTMR15	882.2608	MTMR15	723.1242
MTMR1	1170.2281	MTMR1	1119.9262
MTMR2	1055.4351	MTMR2	972.9397
MTMR3	1759.8844	MTMR3	2303.198
MTMR4	1106.8442	MTMR4	1365.9287
MTMR6	1267.2654	MTMR6	1350.5535
MTMR7	50.3479	MTMR7	68.9975
MTMR8	30.1435	MTMR8	21.0947
MTMR9L	58.0159	MTMR9L	201.107
MTMR9	735.2885	MTMR9	713.2841
MTO1	468.2564	MTO1	529.5203
MTOR	1574.6877	MTOR	2119.3112
MTP18	150.1001	MTP18	136.1132
MTPAP	534.1179	MTPAP	663.5916
MTRF1L	260.9683	MTRF1L	293.9729
MTRF1	102.8182	MTRF1	116.8512
MTRR	913.1826	MTRR	805.6581
MTR	2131.9294	MTR	1992.6199
MTSS1L	240.1156	MTSS1L	568.8807
MTSS1	1454.727	MTSS1	656.8266
MTUS1	3489.0059	MTUS1	4201.107
MTUS2	5.368	MTUS2	32.5953
MTX1	343.5305	MTX1	354.8585
MTX2	532.2597	MTX2	378.8438
MTX3	1375.2452	MTX3	1162.3616
MUC15	58.0159	MUC15	972.9397
MUC16	29.5241	MUC16	143.9114
MUC1	6497.987	MUC1	2055.3506
MUC20	302.4672	MUC20	396.064
MUC4	6.8133	MUC4	19.0652
MUC5B	1927.3253	MUC5B	138.3764
removed	removed	MUC6	5.5351
MUC7	43.1506	MUC7	108.8561
MUCL1	1566.0163	MUCL1	12713.4071
MUDENG	1034.9954	MUDENG	930.5043
MUL1	872.716	MUL1	726.9373
MUM1L1	269.8462	MUM1L1	57.1956
MUM1	850.2116	MUM1	800.738
MURC	5.368	removed	removed
MUS81	280.7887	MUS81	411.4391
MUSTN1	41.5918	MUSTN1	58.4256
MUTED	410.5977	MUTED	486.4699
MUTYH	62.6468	MUTYH	81.7159
MUT	990.3995	MUT	1086.1009
MVD	90.0175	MVD	116.2362
MVK	122.6386	MVK	226.3223
MVP	1850.9342	MVP	1644.5264
MX1	2041.7054	MX1	719.5572
MX2	699.7006	MX2	278.5978
MXD1	630.3293	MXD1	517.8352
MXD3	94.3884	MXD3	76.1132
MXD4	1192.3196	MXD4	1223.8622
MXI1	1073.1909	MXI1	2120.5412
MXRA5	10239.0833	MXRA5	3222.6322
MXRA7	1332.301	MXRA7	3339.4834
MXRA8	1657.4791	MXRA8	2231.8573
MYADM	2518.6332	MYADM	7126.0763
MYBBP1A	534.9004	MYBBP1A	945.738
MYBL1	179.8286	MYBL1	104.551
MYBL2	85.4754	MYBL2	7.9951
MYBPC1	63.5904	MYBPC1	366.5437
MYB	3094.0436	MYB	1602.706
MYCBP2	5006.0906	MYCBP2	4415.1292
MYCBPAP	9.0843	MYCBPAP	7.3801
MYCBP	729.5386	MYCBP	793.3579
MYCL1	350.16	MYCL1	155.5966
MYCN	19.8204	MYCN	51.6605
MYCT1	461.0302	MYCT1	536.2854
MYC	1259.6263	MYC	2159.2866
MYD88	1678.1253	MYD88	1091.0209
MYEF2	722.3661	MYEF2	330.6089
MYEOV2	302.0543	MYEOV2	380.0738
MYEOV	38.1955	MYEOV	77.4908
MYH10	1749.1483	MYH10	2151.9065
MYH11	1227.3604	MYH11	15790.9963
MYH14	805.8222	MYH14	1234.3173
MYH3	23.7432	MYH3	45.5105
MYH7B	9.7037	MYH7B	12.9151
MYH9	15181.79	MYH9	25785.3629
MYL12A	4608.8572	MYL12A	5545.5105
MYL12B	5184.6805	MYL12B	6401.599
MYL3	5.1616	removed	removed
MYL5	102.4424	MYL5	84.0283
MYL6B	221.9469	MYL6B	238.0074
MYL6	8438.3194	MYL6	9002.46
MYL9	2654.0725	MYL9	9206.6421
MYLIP	1049.0348	MYLIP	1500
removed	removed	MYLK3	12.3001
MYLK4	41.7054	MYLK4	94.7109
MYLK	2367.701	MYLK	17322.8598
MYNN	737.8961	MYNN	599.016
MYO10	1197.0682	MYO10	1008.6101
MYO15A	10.1167	MYO15A	32.5953
MYO15B	386.2909	MYO15B	945.2645
MYO16	20.2333	MYO16	30.1353
MYO18A	1004.6475	MYO18A	1205.695
MYO19	341.373	MYO19	391.9926
MYO1B	2921.2346	MYO1B	2196.187
MYO1C	3394.0332	MYO1C	5850.5535
MYO1D	2100.7536	MYO1D	2091.6359
MYO1E	1157.221	MYO1E	1388.0689
MYO1F	568.1842	MYO1F	183.8868
MYO1G	273.9754	MYO1G	58.4256
removed	removed	MYO1H	6.1501
MYO3B	5.5745	removed	removed
MYO5A	2505.6261	MYO5A	1655.5966
MYO5B	2337.5658	MYO5B	1596.556
MYO5C	2340.4398	MYO5C	1738.7823
MYO6	5138.6394	MYO6	4980.9348
MYO7A	145.143	MYO7A	124.8462
MYO7B	7.2262	MYO7B	6.1501
MYO9A	1169.8152	MYO9A	1888.0689
MYO9B	2026.4272	MYO9B	1563.3456
MYOCD	24.9819	MYOCD	49.8155
MYOC	18.3751	MYOC	59.0406
MYOF	6275.8336	MYOF	7886.8389
MYOM1	111.6961	MYOM1	252.7675
MYOM2	35.305	MYOM2	43.0504
MYOM3	9.9102	MYOM3	91.0209
MYOZ1	24.1561	MYOZ1	17.2202
MYOZ3	53.6802	MYOZ3	42.4354
removed	removed	MYPN	9.8401
MYPOP	103.4376	MYPOP	112.5461
MYRIP	260.7618	MYRIP	191.8819
MYSM1	477.3408	MYSM1	501.845
MYST1	577.6814	MYST1	602.706
MYST2	1237.1219	MYST2	1401.599
MYST3	3817.0744	MYST3	2939.7294
MYST4	2570.4552	MYST4	1587.9459
MZF1	216.7792	MZF1	259.9877
N4BP1	1705.7913	N4BP1	1854.8585
N4BP2L1	481.6765	N4BP2L1	696.802
N4BP2L2	1658.0985	N4BP2L2	2012.9151
N4BP2	573.3457	N4BP2	432.9643
N4BP3	391.0395	N4BP3	263.2226
N6AMT1	475.6891	N6AMT1	396.679
N6AMT2	128.2131	N6AMT2	162.9766
NAA10	383.6069	NAA10	366.5437
NAA15	1195.8295	NAA15	1243.5424
NAA16	441.6228	NAA16	442.1894
NAA20	1140.0846	NAA20	896.679
NAA25	1051.7188	NAA25	958.1796
NAA30	839.682	NAA30	909.5941
NAA35	784.1437	NAA35	614.3911
NAA38	582.843	NAA38	354.2435
NAA40	591.1015	NAA40	511.0701
NAA50	3753.0711	NAA50	3147.6015
NAAA	468.2564	NAAA	552.2755
NAALAD2	76.1846	NAALAD2	121.1562
NAALADL1	54.2996	NAALADL1	90.4059
NAALADL2	274.3884	NAALADL2	668.5117
NAB1	1489.4188	NAB1	2220.7872
NAB2	660.0599	NAB2	650.0615
NACA2	26.2207	NACA2	36.9004
NACAD	41.4989	NACAD	207.2571
NACAP1	120.9869	NACAP1	142.6814
NACA	13684.1127	NACA	15414.5141
NACC1	882.2133	NACC1	557.1956
NACC2	45.0088	NACC2	30.7503
NADK	749.871	NADK	715.2522
NADSYN1	625.3742	NADSYN1	672.8167
NAE1	786.4148	NAE1	842.5584
NAF1	229.999	NAF1	260.7626
NAGA	1151.4401	NAGA	953.8745
NAGK	760.8135	NAGK	571.9557
NAGLU	451.3265	NAGLU	484.0098
NAGPA	167.2344	NAGPA	148.8315
NAGS	35.0986	NAGS	65.8057
NAIF1	147.827	NAIF1	145.7565
NAIP	159.8018	NAIP	84.8708
NALCN	55.9513	NALCN	124.8462
NAMPT	1867.6577	NAMPT	3047.3555
NANOS1	157.5307	NANOS1	326.5683
NANP	231.2377	NANP	244.7724
NANS	1163.8278	NANS	479.7048
NAP1L1	8263.0329	NAP1L1	7436.0394
NAP1L2	66.2744	NAP1L2	244.1574
NAP1L3	118.0964	NAP1L3	113.7761
NAP1L4	2425.5187	NAP1L4	2321.6482
NAP1L5	115.6189	NAP1L5	153.1365
removed	removed	NAP1L6	7.3801
NAPA	3134.8529	NAPA	2262.337
NAPB	446.5779	NAPB	289.0529
NAPEPLD	647.2592	NAPEPLD	690.5474
NAPG	701.9717	NAPG	877.6138
NAPRT1	204.3976	NAPRT1	194.3419
NAPSB	435.016	NAPSB	81.7958
NARFL	270.4656	NARFL	254.6125
NARF	358.8314	NARF	567.0357
NARG2	1566.4292	NARG2	1292.1279
NARS2	389.3878	NARS2	388.0689
NARS	2700.5265	NARS	3151.2915
NASP	1310.2096	NASP	1405.2891
NAT10	1286.2599	NAT10	1300.123
NAT14	55.9513	NAT14	64.5756
NAT15	896.6656	NAT15	774.2927
NAT1	13715.495	NAT1	187.5769
NAT2	7.0197	NAT2	9.2251
NAT6	126.5717	NAT6	154.1451
NAT8B	20.0268	removed	removed
NAT8L	35.0986	NAT8L	138.9914
NAT8	11.7683	removed	removed
NAT9	165.7892	NAT9	344.4034
NAV1	1514.8137	NAV1	1485.2399
NAV2	890.319	NAV2	5372.5523
NAV3	299.5768	NAV3	515.3752
NBAS	1469.5984	NBAS	1556.5806
NBEAL1	724.4761	NBEAL1	695.572
NBEAL2	996.5934	NBEAL2	1081.7958
NBEA	865.0769	NBEA	674.0467
NBL1	1666.4747	NBL1	2031.3899
NBLA00301	43.1506	NBLA00301	63.9606
NBN	3380.2003	NBN	1926.8143
NBPF10	4156.6553	NBPF10	1458.8315
NBPF14	1315.6705	NBPF14	988.2411
NBPF15	905.5724	NBPF15	319.0898
NBPF16	371.0127	NBPF16	108.2411
NBPF1	1318.0551	NBPF1	799.508
NBPF22P	6.4003	removed	removed
NBPF3	778.9821	NBPF3	483.3948
NBPF4	189.1194	NBPF4	28.9053
NBPF6	131.31	removed	removed
NBPF7	5.5745	removed	removed
NBPF9	667.1684	NBPF9	403.3518
NBR1	3837.9271	NBR1	5105.7811
NBR2	107.1539	NBR2	147.6015
NCALD	450.0877	NCALD	2239.2374
NCAM1	58.2224	NCAM1	373.278
NCAM2	1949.2103	NCAM2	196.802
NCAPD2	1371.7353	NCAPD2	1179.5818
NCAPD3	746.1546	NCAPD3	581.1808
NCAPG2	695.3649	NCAPG2	370.2337
NCAPG	136.8494	NCAPG	29.3173
NCAPH2	290.286	NCAPH2	456.3346
NCAPH	105.2958	NCAPH	15.3752
NCBP1	1454.5267	NCBP1	1003.69
NCBP2	2191.8034	NCBP2	1784.7478
NCCRP1	13.6265	NCCRP1	14.7601
NCDN	489.935	NCDN	407.1341
NCEH1	1075.049	NCEH1	583.0258
NCF1B	43.5635	NCF1B	25.8303
NCF1C	54.506	NCF1C	12.3001
NCF1	122.2257	NCF1	59.0406
NCF2	516.9815	NCF2	234.3173
NCF4	232.4765	NCF4	134.6863
NCK1	832.0429	NCK1	773.0627
NCK2	488.6962	NCK2	812.4231
NCKAP1L	1722.3082	NCKAP1L	447.1095
NCKAP1	4790.3376	NCKAP1	5759.5326
NCKAP5L	370.8062	NCKAP5L	421.8942
NCKAP5	446.9908	NCKAP5	298.278
NCKIPSD	322.0811	NCKIPSD	401.599
NCLN	603.0763	NCLN	524.6002
NCL	8034.0663	NCL	8669.7417
NCOA1	2655.1048	NCOA1	3044.2804
NCOA2	1754.9293	NCOA2	1426.1993
NCOA3	2595.0243	NCOA3	1783.5178
NCOA4	6101.7859	NCOA4	6859.1636
NCOA5	1403.324	NCOA5	1222.0172
NCOA6	1995.6643	NCOA6	1777.3678
NCOA7	1222.876	NCOA7	2445.2645
NCOR1	3460.5141	NCOR1	3795.203
NCOR2	3144.2139	NCOR2	3444.6494
NCR3	25.1884	removed	removed
NCRNA00081	190.4594	NCRNA00081	249.4034
NCRNA00085	14.8653	NCRNA00085	51.6298
NCRNA00086	104.8828	NCRNA00086	161.1316
NCRNA00087	13.42	NCRNA00087	51.6605
NCRNA00093	9.4993	NCRNA00093	12.4723
NCRNA00094	758.9553	NCRNA00094	645.3875
NCRNA00095	53.6802	NCRNA00095	39.9754
NCRNA00105	15.8976	NCRNA00105	19.0652
NCRNA00107	19.6139	NCRNA00107	19.6802
removed	removed	NCRNA00110	38.1304
NCRNA00115	15.0717	NCRNA00115	17.8352
NCRNA00116	71.8489	NCRNA00116	81.1808
NCRNA00120	61.7322	NCRNA00120	68.8807
NCRNA00152	129.4518	NCRNA00152	145.7565
NCRNA00160	8.2585	removed	removed
removed	removed	NCRNA00169	5.5351
NCRNA00171	42.7356	NCRNA00171	46.6605
NCRNA00173	10.5296	NCRNA00173	48.5855
NCRNA00174	206.0493	NCRNA00174	183.8868
NCRNA00176	27.0466	NCRNA00176	6.1501
NCRNA00181	124.9468	NCRNA00181	85.2153
NCRNA00182	107.5668	NCRNA00182	88.5609
NCRNA00183	375.9678	NCRNA00183	325.9533
NCRNA00188	3985.3412	NCRNA00188	6674.0467
NCRNA00201	1800.9002	NCRNA00201	1610.6212
NCRNA00202	18.5816	NCRNA00202	7.3801
NCRNA00204B	7.2262	NCRNA00204B	12.3001
NCRNA00219	322.2876	NCRNA00219	583.0258
NCS1	263.6523	NCS1	398.524
NCSTN	3821.3152	NCSTN	2697.0726
NDC80	98.276	removed	removed
NDE1	586.4107	NDE1	417.4908
NDEL1	718.2822	NDEL1	1142.0664
NDFIP1	4628.6776	NDFIP1	4218.9422
NDFIP2	732.5281	NDFIP2	942.1894
NDNL2	410.6535	NDNL2	422.5092
NDN	433.5708	NDN	798.893
NDOR1	397.6463	NDOR1	293.3579
NDP	16.1041	NDP	72.5707
NDRG1	1954.7848	NDRG1	4361.6236
NDRG2	1528.2337	NDRG2	6790.8979
NDRG3	1178.0737	NDRG3	1125.4613
NDRG4	41.4989	NDRG4	71.3407
NDST1	6392.2783	NDST1	5076.2608
NDST2	678.2286	NDST2	756.4576
NDST3	5.1616	removed	removed
NDUFA10	1243.5222	NDUFA10	1643.9114
NDUFA11	592.1338	NDUFA11	730.0123
NDUFA12	572.9328	NDUFA12	446.4945
NDUFA13	828.2667	NDUFA13	759.1267
NDUFA1	1036.6471	NDUFA1	795.818
NDUFA2	663.1568	NDUFA2	488.9299
NDUFA3	311.1386	NDUFA3	335.7934
NDUFA4L2	133.1682	NDUFA4L2	138.3764
NDUFA4	2043.3571	NDUFA4	1939.7294
NDUFA5	1385.1554	NDUFA5	1488.3149
NDUFA6	811.3967	NDUFA6	901.599
NDUFA7	303.0866	NDUFA7	241.6974
NDUFA8	574.9974	NDUFA8	458.7946
NDUFA9	1133.8908	NDUFA9	988.3149
NDUFAB1	665.4279	NDUFAB1	523.3702
NDUFAF1	383.6069	NDUFAF1	270.6027
NDUFAF2	134.6134	NDUFAF2	129.7663
NDUFAF3	573.5522	NDUFAF3	503.075
NDUFAF4	159.3889	NDUFAF4	253.3825
NDUFB10	580.7784	NDUFB10	552.2755
NDUFB11	796.1185	NDUFB11	589.1759
NDUFB1	444.7197	NDUFB1	429.2743
NDUFB2	817.1756	NDUFB2	640.8303
NDUFB3	515.5363	NDUFB3	404.674
NDUFB4	1290.3892	NDUFB4	1167.8967
NDUFB5	1167.3377	NDUFB5	1002.46
NDUFB6	601.8375	NDUFB6	488.3149
NDUFB7	287.189	NDUFB7	356.7036
NDUFB8	518.3235	NDUFB8	733.7946
NDUFB9	1183.035	NDUFB9	1162.9766
NDUFC1	430.0609	NDUFC1	532.5953
NDUFC2	1601.3214	NDUFC2	1458.1796
NDUFS1	1545.9895	NDUFS1	1276.7528
NDUFS2	1740.064	NDUFS2	1300.738
NDUFS3	812.6128	NDUFS3	725.0431
NDUFS4	572.1069	NDUFS4	669.1267
NDUFS5	1029.0079	NDUFS5	1406.5191
NDUFS6	366.0576	NDUFS6	266.2977
NDUFS7	255.2679	NDUFS7	280.3875
NDUFS8	376.1743	NDUFS8	472.9397
NDUFV1	639.0007	NDUFV1	952.0295
NDUFV2	1140.0846	NDUFV2	1116.8512
NDUFV3	581.6042	NDUFV3	549.2005
NEAT1	13184.887	NEAT1	13464.3296
NEBL	1976.2568	NEBL	3698.032
NEB	42.7377	NEB	35.6704
NECAB1	74.9458	NECAB1	198.647
NECAB2	8.2585	removed	removed
NECAB3	398.6786	NECAB3	186.3469
NECAP1	1058.5321	NECAP1	787.8229
NECAP2	1135.336	NECAP2	1079.3358
NEDD1	948.4877	NEDD1	806.8881
NEDD4L	1506.9681	NEDD4L	2776.1378
NEDD4	773.6141	NEDD4	853.0135
NEDD8	1138.8459	NEDD8	1148.8315
NEDD9	732.3217	NEDD9	1514.1451
NEFH	112.9349	NEFH	6.1501
NEFL	18.3751	removed	removed
NEFM	5.7809	removed	removed
