gene_id	TCGA-BH-A203-01A-12R-A169-07	gene_id	TCGA-BH-A203-11A-42R-A169-07
LOC283174	111.131	LOC283174	224.2152
LOC283267	127.6214	LOC283267	388.6398
LOC283314	62.8464	LOC283314	115.3475
LOC283392	8.2775	LOC283392	619.4768
LOC283663	17.2074	LOC283663	25.4111
LOC283922	22.2262	LOC283922	57.9223
LOC284023	58.0749	LOC284023	154.3348
LOC284232	16.4904	LOC284232	22.7952
LOC284233	5.7358	LOC284233	17.9372
removed	removed	LOC284276	17.5635
LOC284440	65.9616	LOC284440	172.6457
LOC284441	179.6021	LOC284441	66.1435
LOC284551	12.1886	removed	removed
removed	removed	LOC284578	69.133
LOC284837	92.8482	LOC284837	53.0643
LOC284900	199.5125	LOC284900	133.225
LOC285033	30.3818	LOC285033	43.3072
LOC285074	404.732	LOC285074	424.5142
LOC285359	80.6596	LOC285359	65.3961
removed	removed	LOC285419	11.9581
removed	removed	LOC285593	18.6846
LOC285830	43.4988	LOC285830	94.645
LOC286002	9.3207	LOC286002	39.6114
LOC286367	17.5659	LOC286367	405.0822
LOC286467	134.7912	LOC286467	17.9372
LOC338651	24.4094	LOC338651	7.8475
LOC338758	17.2074	LOC338758	84.8281
LOC338799	201.1113	LOC338799	358.3707
LOC339047	371.3927	LOC339047	817.2646
LOC339290	120.0932	LOC339290	1091.5546
LOC339524	102.5273	LOC339524	566.1435
removed	removed	LOC339535	139.7608
LOC339674	8.6037	removed	removed
LOC341056	19.7168	LOC341056	6.7265
LOC344595	101.0934	LOC344595	233.1839
LOC348926	30.1129	LOC348926	58.296
LOC349114	115.4329	LOC349114	112.4813
removed	removed	LOC349196	38.8714
LOC374443	575.0134	LOC374443	173.3931
LOC375190	35.1317	LOC375190	139.3871
removed	removed	LOC387646	46.7115
LOC387647	260.4409	LOC387647	704.5254
LOC388152	437.3544	LOC388152	152.4664
LOC388242	5.0188	LOC388242	28.0269
LOC388588	18.6413	LOC388588	12.7055
LOC388692	1046.7826	LOC388692	526.5321
LOC388789	540.5987	LOC388789	491.4051
LOC388796	316.1857	LOC388796	198.4305
LOC388955	407.2414	LOC388955	202.1674
LOC389333	10.3961	LOC389333	19.432
LOC389493	5.0188	LOC389493	15.3214
removed	removed	LOC389705	17.5635
LOC390595	5.0188	LOC390595	11.2108
LOC391322	12.5471	LOC391322	11.2108
LOC399744	87.4709	LOC399744	143.4978
LOC399815	117.9423	LOC399815	5.9791
LOC399959	150.9231	LOC399959	912.1824
LOC400027	403.2981	LOC400027	339.6861
LOC400043	90.6973	LOC400043	249.2526
LOC400657	73.4899	LOC400657	223.0942
LOC400696	31.9054	removed	removed
LOC400752	9.3207	LOC400752	31.3901
LOC400759	20.7923	LOC400759	29.148
LOC400927	59.9642	LOC400927	40.3438
LOC400931	59.5089	LOC400931	107.2496
LOC400940	72.7729	removed	removed
LOC401010	50.5467	LOC401010	16.8161
LOC401052	155.225	LOC401052	289.6114
LOC401093	26.9475	LOC401093	254.1106
LOC401127	9.6792	LOC401127	9.3423
LOC401397	697.6161	LOC401397	672.272
LOC401431	32.9844	LOC401431	59.1555
removed	removed	LOC401463	13.0792
LOC401588	86.3954	LOC401588	86.6966
LOC402377	12.1886	LOC402377	17.1898
LOC407835	58.7919	LOC407835	24.6637
removed	removed	LOC440173	12.3318
LOC440354	94.2212	LOC440354	212.287
LOC440356	5.0188	removed	removed
LOC440905	255.9598	LOC440905	127.429
removed	removed	LOC440925	9.716
LOC440944	533.0704	LOC440944	325.8595
LOC440957	274.9597	LOC440957	97.1599
LOC441046	19.3583	LOC441046	12.3318
LOC441089	196.8095	LOC441089	100.5232
LOC441204	43.0185	LOC441204	95.6652
LOC441208	17.5659	LOC441208	39.9851
LOC441294	121.5272	LOC441294	132.6607
removed	removed	LOC441454	7.4738
removed	removed	LOC441455	12.7055
LOC441666	124.3951	LOC441666	96.7862
LOC441869	66.6786	LOC441869	233.1839
LOC442421	14.3395	LOC442421	13.0792
LOC442454	428.3922	LOC442454	199.1779
LOC493754	571.0701	LOC493754	588.565
LOC541471	364.5815	LOC541471	95.2915
LOC550112	454.9202	LOC550112	210.0149
LOC550643	487.5426	LOC550643	251.8685
LOC554202	7.5282	LOC554202	41.4798
removed	removed	LOC55908	61.6592
removed	removed	LOC572558	17.5635
LOC595101	197.1608	LOC595101	136.3378
LOC606724	16.8489	LOC606724	8.5949
LOC613037	11.8301	removed	removed
LOC619207	5.0188	LOC619207	20.9268
LOC641298	70.2635	LOC641298	152.0964
LOC641367	9.3207	LOC641367	5.9791
LOC642587	66.3201	LOC642587	957.0254
LOC642826	72.0738	LOC642826	167.4925
LOC642846	191.0737	LOC642846	124.0658
LOC642852	394.3359	LOC642852	246.2631
LOC643008	12.1886	LOC643008	6.3528
LOC643387	72.7729	LOC643387	34.3797
LOC643677	11.1131	removed	removed
LOC643719	18.2828	LOC643719	31.0164
removed	removed	LOC643763	23.9163
LOC643837	153.074	LOC643837	252.9895
LOC644165	66.6786	removed	removed
LOC644172	26.8865	LOC644172	34.006
LOC644538	29.3959	LOC644538	202.5411
LOC644936	45.1694	LOC644936	22.7952
LOC645166	93.2067	LOC645166	67.2646
LOC645323	5.0188	removed	removed
LOC645332	125.112	LOC645332	83.707
LOC645431	19.1217	LOC645431	6.2743
LOC645676	28.3456	LOC645676	25.4895
LOC646214	400.4302	LOC646214	212.6308
LOC646471	26.6822	LOC646471	78.1614
LOC646762	196.8095	LOC646762	346.7862
LOC646851	132.9987	LOC646851	124.8132
LOC646999	7.5282	LOC646999	24.6637
LOC647121	12.1886	LOC647121	39.9851
LOC647288	15.7734	LOC647288	15.3214
LOC647859	7.5282	LOC647859	10.0897
LOC647946	10.0376	LOC647946	7.8475
LOC647979	9855.5297	LOC647979	17605.7549
LOC648691	10.3961	removed	removed
removed	removed	LOC648740	21.0688
LOC649330	14.698	LOC649330	8.2212
LOC650368	15.7734	LOC650368	62.0329
LOC650623	37.9996	LOC650623	143.1241
LOC651250	2390.751	LOC651250	2394.9925
LOC652276	27.245	LOC652276	37.3692
LOC653113	45.8864	LOC653113	39.9851
LOC653501	131.2063	LOC653501	345.2915
LOC653566	2456.3542	LOC653566	1417.7877
LOC653653	76.3578	LOC653653	122.1973
LOC654342	114.3574	LOC654342	273.1689
LOC654433	18.9998	LOC654433	38.8939
LOC678655	331.5433	LOC678655	277.5897
LOC723972	10.0376	removed	removed
LOC727896	76.7163	LOC727896	22.4215
LOC728024	38.7166	LOC728024	28.0269
LOC728190	142.6779	LOC728190	205.5306
LOC728264	171.3569	LOC728264	2684.6039
LOC728323	49.1127	LOC728323	39.2377
LOC728392	19.3583	LOC728392	64.6487
LOC728554	700.8424	LOC728554	169.2825
removed	removed	LOC728606	20.5531
LOC728613	258.8277	LOC728613	150.5979
LOC728640	24.7356	LOC728640	35.1271
LOC728643	50.9052	LOC728643	39.6114
LOC728723	5.0188	LOC728723	34.7534
LOC728743	94.9991	LOC728743	136.7713
LOC728758	67.7541	LOC728758	27.2795
LOC728819	17.5659	LOC728819	48.2063
LOC728855	512.6904	LOC728855	154.63
LOC728875	170.2276	LOC728875	31.8423
removed	removed	LOC728989	9.716
LOC729020	42.3015	LOC729020	22.7952
LOC729082	458.8134	LOC729082	616.6031
LOC729176	31.1884	LOC729176	45.2167
LOC729234	78.1502	LOC729234	78.1016
LOC729375	17.2074	LOC729375	50.8184
LOC729603	38.7166	LOC729603	22.4215
LOC729678	330.6829	LOC729678	712.7765
LOC729799	25.8111	LOC729799	22.0478
LOC729991-MEF2B	13.8053	LOC729991-MEF2B	24.3386
LOC729991	371.5648	LOC729991	141.0613
LOC730101	154.1495	LOC730101	134.5291
LOC730668	9.6792	removed	removed
LOC80054	47.3203	LOC80054	121.4499
LOC80154	366.0154	LOC80154	215.994
LOC81691	225.4884	LOC81691	130.4185
LOC84740	5.3845	LOC84740	5.2392
removed	removed	LOC84856	56.8012
LOC90110	161.6777	LOC90110	353.8864
LOC90246	106.8292	LOC90246	32.5112
removed	removed	LOC90586	17.9372
LOC90784	638.4657	LOC90784	253.7369
LOC90834	38.7166	LOC90834	28.4006
LOC91316	262.4879	LOC91316	391.6368
LOC92249	782.219	LOC92249	898.3558
LOC92659	139.81	LOC92659	46.3378
LOC92973	22.5847	LOC92973	130.4185
removed	removed	LOC93432	30.2691
LOC93622	217.6017	LOC93622	334.0807
LOC96610	33680.8245	LOC96610	9233.3146
LOH12CR1	252.0165	LOH12CR1	103.8864
LOH12CR2	47.6788	LOH12CR2	57.9223
LOH3CR2A	29.0375	LOH3CR2A	115.0972
LONP1	1697.0783	LONP1	694.3199
LONP2	2891.1991	LONP2	2283.2586
LONRF1	376.77	LONRF1	731.3154
LONRF2	403.6566	LONRF2	434.6039
LONRF3	93.5652	LONRF3	88.565
removed	removed	LOXHD1	7.1001
LOXL1	689.7293	LOXL1	151.719
LOXL2	1345.7358	LOXL2	1073.0232
LOXL3	82.8679	LOXL3	44.2003
LOXL4	48.7543	LOXL4	913.3034
LOX	915.5763	LOX	550.8221
LPAL2	10.0376	LPAL2	13.8266
LPAR1	368.1663	LPAR1	521.3004
LPAR2	506.1839	LPAR2	156.577
removed	removed	LPAR3	21.6741
LPAR4	8.2452	LPAR4	11.9581
LPAR5	73.4899	LPAR5	100.8969
LPAR6	607.6358	LPAR6	1593.7967
LPCAT1	2430.9016	LPCAT1	739.1629
LPCAT2	491.8444	LPCAT2	1930.4933
LPCAT3	2586.485	LPCAT3	1071.3752
LPCAT4	148.0552	LPCAT4	463.7519
LPGAT1	2049.8297	LPGAT1	2866.9656
LPHN1	1229.2526	LPHN1	936.846
LPHN2	385.7322	LPHN2	2474.9626
LPHN3	7.1697	LPHN3	188.3408
LPIN1	810.181	LPIN1	1479.0732
LPIN2	572.8625	LPIN2	989.9103
LPIN3	138.9568	LPIN3	423.7967
LPL	619.4659	LPL	32717.4888
removed	removed	LPPR1	70.2541
LPPR2	595.8057	LPPR2	364.7235
LPPR3	75.6408	LPPR3	16.0688
LPPR4	39.7921	LPPR4	129.6712
LPP	937.8025	LPP	1721.5994
LPXN	451.6939	LPXN	229.4469
LQK1	33.3393	LQK1	16.8161
LRAT	131.9233	LRAT	107.997
LRBA	2913.7838	LRBA	2784.006
LRCH1	383.2228	LRCH1	1180.867
LRCH2	32.2638	LRCH2	128.5501
LRCH3	656.0315	LRCH3	495.5157
LRCH4	657.4655	LRCH4	457.7728
LRDD	108.9801	LRDD	131.5396
LRFN1	125.4705	LRFN1	31.3901
LRFN2	6.4528	removed	removed
LRFN3	165.9796	LRFN3	155.4559
LRFN4	257.0353	LRFN4	140.8819
LRFN5	9.3207	LRFN5	90.0598
LRG1	29.0375	LRG1	134.1555
LRGUK	11.8301	LRGUK	11.9581
LRIG1	9284.9686	LRIG1	5285.2765
LRIG2	64.8862	LRIG2	341.5546
LRIG3	235.5261	LRIG3	1323.6173
removed	removed	LRIT3	13.8266
LRMP	51.9806	LRMP	206.278
LRP10	2342.7137	LRP10	4006.3528
LRP11	1112.3857	LRP11	1209.6413
LRP12	600.8245	LRP12	459.2676
LRP1B	125.829	LRP1B	192.0777
LRP1	4554.2212	LRP1	19238.0419
LRP2BP	34.7733	LRP2BP	82.2123
LRP2	9.3207	LRP2	1621.8236
LRP3	683.1619	LRP3	713.7257
LRP4	212.2244	LRP4	328.8303
LRP5L	234.4506	LRP5L	115.8445
LRP5	1553.325	LRP5	2551.1958
LRP6	1299.1576	LRP6	2509.3423
LRP8	168.489	LRP8	53.8117
LRPAP1	655.3146	LRPAP1	908.0717
LRPPRC	3008.066	LRPPRC	4412.9297
LRRC10B	22.9432	LRRC10B	10.4634
LRRC14	162.9503	LRRC14	426.4611
LRRC15	1437.8921	LRRC15	32.5112
LRRC16A	1639.7204	LRRC16A	587.0703
LRRC16B	5.0188	LRRC16B	5.6054
LRRC17	62.3768	LRRC17	128.9238
LRRC1	1732.927	LRRC1	528.0269
LRRC20	244.4883	LRRC20	128.1764
LRRC23	342.3553	LRRC23	88.1913
removed	removed	LRRC24	5.9006
LRRC25	95.7161	LRRC25	51.5695
LRRC26	28.679	LRRC26	12.7055
LRRC27	113.9989	LRRC27	204.0359
LRRC28	111.4895	LRRC28	248.5052
LRRC29	24.3771	LRRC29	36.2481
LRRC2	15.0565	LRRC2	110.9865
LRRC32	819.8602	LRRC32	1417.4141
LRRC33	222.6205	LRRC33	135.6502
LRRC34	20.0753	LRRC34	107.6233
LRRC36	7.8867	removed	removed
LRRC37A2	160.1255	LRRC37A2	397.429
LRRC37A3	75.6408	LRRC37A3	116.5919
LRRC37A4	74.2068	LRRC37A4	343.7967
LRRC37A	363.8645	LRRC37A	742.5262
LRRC37B2	984.7643	LRRC37B2	610.6129
LRRC37B	141.9609	LRRC37B	192.4514
LRRC39	13.9129	LRRC39	15.994
removed	removed	LRRC3B	55.6801
LRRC3	28.679	LRRC3	83.707
LRRC40	501.8821	LRRC40	491.0314
LRRC41	1445.7788	LRRC41	1604.6338
LRRC42	431.2601	LRRC42	417.0404
LRRC43	39.4336	LRRC43	6.7265
LRRC45	538.4478	LRRC45	75.8595
LRRC46	24.3771	LRRC46	7.8475
LRRC47	1053.5938	LRRC47	976.8311
LRRC48	23.3017	LRRC48	75.8595
LRRC49	89.2633	LRRC49	152.8401
LRRC4B	7.8867	LRRC4B	12.7055
LRRC4C	307.9405	LRRC4C	136.3976
LRRC4	27.245	LRRC4	34.7534
removed	removed	LRRC50	6.3528
LRRC55	12.1886	LRRC55	20.5531
LRRC56	19.7168	LRRC56	22.0478
LRRC57	271.7333	LRRC57	443.1988
LRRC58	1912.5291	LRRC58	2004.1106
LRRC59	5446.7109	LRRC59	1329.9626
LRRC61	124.7535	LRRC61	103.139
LRRC66	10.7546	LRRC66	14.574
LRRC69	10.3961	removed	removed
LRRC6	15.4149	LRRC6	66.1435
LRRC70	36.0423	LRRC70	116.6368
LRRC8A	1254.3467	LRRC8A	1386.7713
LRRC8B	588.2775	LRRC8B	920.0299
LRRC8C	357.7702	LRRC8C	1305.6801
LRRC8D	608.7112	LRRC8D	820.6278
LRRC8E	180.3191	LRRC8E	204.0359
LRRCC1	765.7286	LRRCC1	511.2108
LRRFIP1	5807.8509	LRRFIP1	2709.2676
LRRFIP2	1257.2146	LRRFIP2	855.0075
LRRIQ1	5.0188	LRRIQ1	33.6323
LRRIQ3	12.1886	LRRIQ3	35.1271
LRRK1	191.4322	LRRK1	434.2302
LRRK2	217.2432	LRRK2	537.3692
LRRN1	72.0559	LRRN1	905.4559
LRRN2	88.9048	LRRN2	143.1241
LRRN3	6.4528	LRRN3	374.0658
LRRN4CL	22.2262	LRRN4CL	211.5097
LRRTM2	13.981	LRRTM2	135.6502
removed	removed	LRRTM4	5.2317
LRSAM1	741.71	LRSAM1	339.3124
LRTM2	52.3391	removed	removed
LRTOMT	427.4996	LRTOMT	261.2481
LRWD1	199.6774	LRWD1	88.565
LSAMP	13.264	LSAMP	26.1584
LSG1	7361.1758	LSG1	776.5321
LSM10	328.7327	LSM10	246.2631
LSM11	187.1303	LSM11	275.7848
LSM12	1276.5729	LSM12	735.0523
LSM14A	3623.9469	LSM14A	3450.6726
LSM14B	1237.4978	LSM14B	627.0553
LSM1	803.7283	LSM1	368.8341
LSM2	940.6704	LSM2	456.6517
LSM3	1521.0611	LSM3	614.3498
LSM4	2980.8209	LSM4	508.9686
LSM5	793.6906	LSM5	588.565
LSM6	158.0928	LSM6	285.1271
LSM7	274.9597	LSM7	112.4813
LSMD1	210.0735	LSMD1	229.0732
LSP1	1089.801	LSP1	412.5561
LSR	1519.2687	LSR	625.5605
LSS	1688.8331	LSS	930.4933
removed	removed	LST-3TM12	25.4111
LST1	124.0366	LST1	40.3587
LTA4H	1729.7007	LTA4H	2275.4111
LTA	23.6602	removed	removed
LTB4R2	32.0595	LTB4R2	49.0508
LTB4R	108.4137	LTB4R	210.4634
LTBP1	1065.0654	LTBP1	929.7459
LTBP2	2962.1796	LTBP2	8698.8042
LTBP3	1369.4175	LTBP3	1847.657
LTBP4	214.0168	LTBP4	1604.2601
LTBR	3539.344	LTBR	1274.6637
LTB	78.5087	removed	removed
removed	removed	LTC4S	11.7414
LTF	111141.7817	LTF	26411.0613
removed	removed	LTK	5.2317
LTV1	2580.3908	LTV1	583.3333
LUC7L2	1644.0222	LUC7L2	2489.5366
LUC7L3	3220.6489	LUC7L3	3143.4978
LUC7L	771.1059	LUC7L	641.2556
LUM	10772.5399	LUM	5075.1121
LUZP1	934.5761	LUZP1	1754.1106
LUZP2	10.3961	LUZP2	68.012
LUZP6	4277.1106	LUZP6	4825.4858
LXN	236.2431	LXN	436.846
LY6D	7.5282	LY6D	36.9955
LY6E	1379.1002	LY6E	2819.5067
LY6G5B	55.1748	LY6G5B	90.8072
LY6G5C	34.0563	LY6G5C	27.2795
removed	removed	LY6G6C	14.574
removed	removed	LY6K	57.5486
LY75	471.1705	LY75	2919.7347
LY86	165.6211	LY86	73.991
LY96	108.6216	LY96	94.1704
LY9	41.5845	LY9	28.0269
LYAR	177.8096	LYAR	237.2945
LYG1	9.3207	LYG1	8.9686
LYL1	41.226	LYL1	48.9537
LYNX1	101.4519	LYNX1	329.2227
LYN	442.3732	LYN	850.1495
LYPD1	140.0072	removed	removed
LYPD3	428.0337	LYPD3	257.8475
LYPD5	45.1694	LYPD5	80.7175
LYPD6B	154.508	LYPD6B	91.1809
LYPD6	45.5279	LYPD6	350.8969
LYPLA1	1178.3474	LYPLA1	1418.5351
LYPLA2P1	94.2821	LYPLA2P1	41.8535
LYPLA2	1533.2497	LYPLA2	521.3004
LYPLAL1	1615.7017	LYPLAL1	420.7773
LYRM1	415.4866	LYRM1	931.6143
LYRM2	768.3635	LYRM2	1087.7691
LYRM4	281.4124	LYRM4	350.5232
LYRM5	407.5999	LYRM5	572.1226
LYRM7	486.1086	LYRM7	831.8386
LYSMD1	613.7301	LYSMD1	212.6308
LYSMD2	90.3388	LYSMD2	202.1674
LYSMD3	1476.2502	LYSMD3	1012.7055
LYSMD4	94.085	LYSMD4	238.3744
LYST	1999.283	LYST	1885.2765
LYVE1	39.4336	LYVE1	457.7728
LYZ	9039.6128	LYZ	620.7025
LZIC	448.4675	LZIC	425.6353
LZTFL1	603.6924	LZTFL1	943.1988
LZTR1	686.503	LZTR1	714.1256
LZTS1	177.8096	LZTS1	513.8266
LZTS2	1125.6498	LZTS2	1205.9043
M6PR	4759.9892	M6PR	2918.6398
MAB21L1	11.8301	MAB21L1	235.7997
MACC1	330.1667	MACC1	608.7444
MACF1	2930.6327	MACF1	10026.1584
MACROD1	130.1308	MACROD1	94.5441
MACROD2	42.66	MACROD2	194.6936
MAD1L1	234.4506	MAD1L1	166.6667
MAD2L1BP	251.2995	MAD2L1BP	323.6173
MAD2L1	738.8421	MAD2L1	118.4604
MAD2L2	953.9344	MAD2L2	256.3528
MADD	858.2183	MADD	1225.71
MAEA	528.0516	MAEA	831.0912
MAF1	692.2388	MAF1	1518.3109
MAFB	1079.7634	MAFB	866.5919
MAFF	233.7336	MAFF	485.426
MAFG	790.8227	MAFG	679.3722
MAFK	381.7279	MAFK	385.9604
MAF	1013.0848	MAF	1612.4813
removed	removed	MAGEB4	5.2317
MAGED1	10236.96	MAGED1	3147.9821
MAGED2	6602.617	MAGED2	3754.4843
MAGED4B	282.6456	MAGED4B	303.0045
MAGED4	162.9539	MAGED4	76.293
MAGEE1	162.0362	MAGEE1	192.8251
MAGEF1	3763.3985	MAGEF1	701.42
MAGEH1	376.4115	MAGEH1	408.4454
MAGEL2	12.5471	MAGEL2	17.1898
MAGI1	577.5229	MAGI1	1911.0613
MAGI2	51.6222	MAGI2	413.3034
MAGI3	1513.5329	MAGI3	870.7025
MAGIX	48.7543	MAGIX	19.0583
MAGOHB	544.542	MAGOHB	220.1046
MAGOH	342.7137	MAGOH	317.6383
MAGT1	3198.0642	MAGT1	2632.6607
MAK16	516.2215	MAK16	554.0135
MAK	26.8865	MAK	12.7055
MAL2	22516.58	MAL2	3130.0448
MALAT1	6026.2269	MALAT1	8599.2937
MALL	175.3002	MALL	821.0015
MALT1	510.8442	MALT1	760.0897
MAL	15.7734	MAL	21.6741
MAMDC2	75.6408	MAMDC2	991.3416
MAMDC4	8.9622	MAMDC4	25.4111
MAML1	1252.0989	MAML1	1477.0478
MAML2	325.1479	MAML2	2334.0807
MAML3	312.2423	MAML3	582.9596
MAMLD1	167.772	MAMLD1	282.8849
MAMSTR	6.8113	MAMSTR	17.1898
MAN1A1	664.6352	MAN1A1	2594.1704
MAN1A2	739.5591	MAN1A2	1611.7339
MAN1B1	1106.2915	MAN1B1	880.0448
MAN1C1	187.1303	MAN1C1	207.7728
MAN2A1	363.1475	MAN2A1	940.2093
MAN2A2	748.5212	MAN2A2	2235.7997
MAN2B1	1824.3413	MAN2B1	1054.9327
MAN2B2	834.1997	MAN2B2	1341.5546
MAN2C1	514.4291	MAN2C1	1044.843
MANBAL	946.7647	MANBAL	1090.4335
MANBA	501.8821	MANBA	800.0747
MANEAL	426.9582	MANEAL	183.1091
MANEA	347.3741	MANEA	825.4858
MANF	1788.1341	MANF	455.5306
MANSC1	2966.8399	MANSC1	955.5306
MAOA	652.0882	MAOA	7261.9581
MAOB	181.3945	MAOB	5989.9103
MAP1A	338.0534	MAP1A	715.994
MAP1B	605.4849	MAP1B	3094.9178
MAP1D	50.9052	MAP1D	73.2436
MAP1LC3A	97.5085	MAP1LC3A	214.1256
MAP1LC3B2	282.4879	MAP1LC3B2	319.8804
MAP1LC3B	2124.0366	MAP1LC3B	2662.5561
removed	removed	MAP1LC3C	66.5172
MAP1S	415.4866	MAP1S	371.8236
MAP2K1	1652.7657	MAP2K1	1189.5441
MAP2K2	1978.4908	MAP2K2	810.1644
MAP2K3	1036.7449	MAP2K3	759.3423
MAP2K4	778.2757	MAP2K4	1026.1584
MAP2K5	197.168	MAP2K5	423.0194
MAP2K6	174.5833	MAP2K6	225.3363
MAP2K7	342.3553	MAP2K7	591.5546
MAP2	64.8862	MAP2	788.1166
MAP3K10	104.6783	MAP3K10	87.0703
MAP3K11	1217.781	MAP3K11	903.5874
MAP3K12	77.0891	MAP3K12	149.7571
MAP3K13	199.3619	MAP3K13	95.1308
MAP3K14	201.4698	MAP3K14	390.5082
MAP3K1	1853.0203	MAP3K1	2311.2855
MAP3K2	1002.6887	MAP3K2	1028.0269
MAP3K3	686.4277	MAP3K3	1280
MAP3K4	533.4289	MAP3K4	1042.2272
MAP3K5	799.7849	MAP3K5	1019.0583
MAP3K6	287.5067	MAP3K6	446.1883
MAP3K7	781.8605	MAP3K7	882.287
MAP3K8	149.1307	MAP3K8	489.1629
MAP3K9	126.1875	MAP3K9	125.1868
MAP4K1	128.6969	MAP4K1	47.4589
MAP4K2	453.4863	MAP4K2	208.5202
MAP4K3	723.0687	MAP4K3	1326.6069
MAP4K4	4496.1463	MAP4K4	3051.1958
MAP4K5	870.4069	MAP4K5	1618.4604
MAP4	6643.843	MAP4	8554.1854
MAP6D1	144.4703	MAP6D1	48.9537
MAP6	143.7534	MAP6	213.3782
MAP7D1	1535.7591	MAP7D1	1965.2466
removed	removed	MAP7D2	32.5112
MAP7D3	95.7161	MAP7D3	564.275
MAP7	1493.8161	MAP7	825.1121
MAP9	344.8647	MAP9	579.5964
MAPK10	331.6006	MAPK10	590.4335
MAPK11	192.5076	MAPK11	230.9417
MAPK12	169.629	MAPK12	71.8984
MAPK13	614.447	MAPK13	416.6667
MAPK14	1108.8009	MAPK14	2043.722
removed	removed	MAPK15	20.1794
MAPK1IP1L	1515.3253	MAPK1IP1L	2444.6936
MAPK1	5621.796	MAPK1	3955.9043
MAPK3	1292.3463	MAPK3	1532.1375
removed	removed	MAPK4	74.3647
MAPK6	1159.3476	MAPK6	1078.849
MAPK7	196.0925	MAPK7	290.3587
MAPK8IP1	68.1126	MAPK8IP1	152.8401
MAPK8IP2	1240.3657	MAPK8IP2	58.296
MAPK8IP3	538.4478	MAPK8IP3	544.4694
MAPK8	404.3735	MAPK8	344.1704
MAPK9	2679.3332	MAPK9	1256.3528
MAPKAP1	2363.1475	MAPKAP1	1762.3318
MAPKAPK2	13714.6442	MAPKAPK2	2034.006
MAPKAPK3	841.7279	MAPKAPK3	535.5007
MAPKAPK5	929.0554	MAPKAPK5	476.8311
MAPKBP1	177.0927	MAPKBP1	875.5605
MAPKSP1	922.3875	MAPKSP1	1214.8729
MAPRE1	3654.0599	MAPRE1	2586.3229
MAPRE2	556.7306	MAPRE2	1039.6114
MAPRE3	283.5634	MAPRE3	505.6054
MAPT	52.3391	MAPT	1053.0643
MARCH1	66.3201	MARCH1	61.6592
MARCH2	423.0149	MARCH2	825.8595
MARCH3	37.6412	MARCH3	122.571
MARCH4	5.0188	removed	removed
MARCH5	2307.9405	MARCH5	1373.6921
MARCH6	3662.3051	MARCH6	3490.284
MARCH7	2636.6732	MARCH7	2501.4948
MARCH8	172.0738	MARCH8	624.0658
MARCH9	233.0167	MARCH9	159.9402
MARCKSL1	5567.6645	MARCKSL1	1988.7892
MARCKS	9833.6619	MARCKS	4752.9895
MARCO	165.6211	MARCO	47.4589
MARK1	51.2637	MARK1	662.5561
MARK2	1301.667	MARK2	1079.9701
MARK3	1404.5528	MARK3	1295.9641
MARK4	972.2172	MARK4	446.1883
MARS2	278.1861	MARS2	217.4888
MARS	2811.7118	MARS	1036.0538
MARVELD1	457.5874	MARVELD1	1041.7601
MARVELD2	390.0341	MARVELD2	350.1495
MARVELD3	871.7261	MARVELD3	186.6779
removed	removed	MASP1	73.6173
MASP2	7.8867	MASP2	85.5755
MAST1	5.7358	MAST1	5.9791
MAST2	987.6322	MAST2	875.9342
MAST3	343.0722	MAST3	457.0254
MAST4	232.6582	MAST4	1446.562
MASTL	336.978	MASTL	325.1121
MAT1A	13.981	MAT1A	20.1794
MAT2A	4945.6892	MAT2A	4511.5845
MAT2B	1108.4424	MAT2B	2303.438
MATK	18.9998	MATK	17.9372
MATN2	295.035	MATN2	4735.0523
MATN3	81.7351	MATN3	62.0329
removed	removed	MATN4	5.9791
MATR3	8265.9079	MATR3	8688.1203
MAVS	1492.3821	MAVS	3597.1599
MAX	1204.5169	MAX	1179.3722
MAZ	6858.7489	MAZ	1148.8004
MBD1	803.7283	MBD1	961.8834
MBD2	2027.962	MBD2	2221.5994
MBD3	801.9358	MBD3	543.722
MBD4	783.2945	MBD4	812.7803
MBD5	321.2045	MBD5	493.2735
MBD6	958.2362	MBD6	1306.4275
MBIP	235.5261	MBIP	483.1839
removed	removed	MBL1P	10.4634
MBLAC1	20.0753	MBLAC1	12.7055
MBLAC2	98.9425	MBLAC2	554.559
MBNL1	2480.6704	MBNL1	6793.3483
MBNL2	1480.5521	MBNL2	5545.9641
MBNL3	12.9055	MBNL3	167.7877
MBOAT1	165.6211	MBOAT1	677.5037
MBOAT2	1399.8925	MBOAT2	353.8864
MBOAT7	2128.3384	MBOAT7	537.7429
MBP	510.4858	MBP	1275.7848
MBTD1	986.9152	MBTD1	1151.719
MBTPS1	2343.4307	MBTPS1	3607.2496
MBTPS2	525.1837	MBTPS2	797.4589
MB	307.582	MB	97.1599
MC1R	48.3958	MC1R	30.2691
MCAM	1986.019	MCAM	11677.5037
MCART1	329.4497	MCART1	427.13
removed	removed	MCART2	9.3423
MCART6	22.5847	MCART6	17.1898
MCAT	553.5042	MCAT	185.3513
MCCC1	4271.3748	MCCC1	1123.3184
MCCC2	3015.5942	MCCC2	3304.1854
MCC	1387.7039	MCC	1767.1898
MCEE	210.432	MCEE	222.7205
MCF2L2	20.9213	MCF2L2	20.4297
MCF2L	1010.3101	MCF2L	905.1943
MCFD2	2035.4902	MCFD2	4130.4185
MCHR1	5.7358	removed	removed
MCL1	17077.6125	MCL1	10633.7818
