gene_id	TCGA-E2-A158-01A-11R-A12D-07	gene_id	TCGA-E2-A158-11A-22R-A12D-07
EIF2AK2	397.9093	EIF2AK2	424.015
EIF2AK3	1188.9298	EIF2AK3	575.985
EIF2AK4	1443.9208	EIF2AK4	1595.3721
EIF2A	2908.4054	EIF2A	1868.0425
EIF2B1	1440.1508	EIF2B1	1215.1345
EIF2B2	372.5473	EIF2B2	459.6623
EIF2B3	511.0102	EIF2B3	880.5503
EIF2B4	1285.5796	EIF2B4	754.2214
EIF2B5	1450.4327	EIF2B5	889.9312
EIF2C1	1873.0186	EIF2C1	1282.6767
EIF2C2	443.4924	EIF2C2	272.045
EIF2C3	195.0133	EIF2C3	205.7536
EIF2C4	956.559	EIF2C4	534.0838
EIF2S1	1023.3913	EIF2S1	1458.4115
EIF2S2	944.2207	EIF2S2	1168.8555
EIF2S3	9435.6953	EIF2S3	4045.6535
EIF3A	3622.6544	EIF3A	7061.2883
EIF3B	2767.5435	EIF3B	2978.1113
EIF3CL	18046.0663	EIF3CL	11808.9869
EIF3C	383.5455	EIF3C	465.5597
EIF3D	8280.6957	EIF3D	4081.9262
EIF3E	11241.5389	EIF3E	5510.3189
EIF3F	1914.1462	EIF3F	2415.8849
EIF3G	1659.4979	EIF3G	2292.0388
EIF3H	7635.6782	EIF3H	3460.9131
EIF3I	5500.2348	EIF3I	3055.0844
EIF3J	1075.829	EIF3J	1106.9418
EIF3K	2520.4353	EIF3K	3300.1876
EIF3L	10674.6637	EIF3L	7742.339
EIF3M	1530.8371	EIF3M	1884.8468
EIF4A1	8581.9518	EIF4A1	6101.7261
EIF4A2	17168.366	EIF4A2	8597.5672
EIF4A3	2700.7112	EIF4A3	1032.5203
EIF4B	5879.5133	EIF4B	8966.6479
EIF4E2	454.8025	EIF4E2	1155.0969
EIF4E3	95.9644	EIF4E3	1567.8549
EIF4EBP1	925.7133	EIF4EBP1	489.6811
EIF4EBP2	7122.9543	EIF4EBP2	10457.1607
EIF4EBP3	165.3809	EIF4EBP3	296.1914
EIF4ENIF1	1090.5664	EIF4ENIF1	753.596
EIF4E	644.6748	EIF4E	354.5966
EIF4G1	14290.4635	EIF4G1	7983.1144
EIF4G2	10209.922	EIF4G2	18807.3796
EIF4G3	1915.8598	EIF4G3	2031.2695
EIF4H	4375.9746	EIF4H	5003.7523
EIF5A2	38.3857	EIF5A2	248.9056
EIF5AL1	975.4091	EIF5AL1	834.8968
EIF5A	3964.3561	EIF5A	3420.2627
EIF5B	4927.7697	EIF5B	4153.8462
EIF5	5789.3925	EIF5	4992.4953
EIF6	1050.8097	EIF6	1190.1188
ELAC1	192.2954	ELAC1	164.1338
ELAC2	931.8824	ELAC2	1601.0006
removed	removed	ELANE	26.2664
ELAVL1	3823.8369	ELAVL1	1360.2251
ELAVL2	764.6303	ELAVL2	98.1864
ELAVL3	18.5074	removed	removed
ELF1	1077.1999	ELF1	1358.349
ELF2	835.2326	ELF2	871.1695
ELF3	5353.0974	ELF3	554.0963
ELF4	233.7418	ELF4	452.1576
ELF5	3313.1694	ELF5	223.8899
ELFN1	50.0386	ELFN1	46.2789
removed	removed	ELFN2	41.2758
ELK1	1343.1583	ELK1	601.0006
ELK3	179.9332	ELK3	922.4515
ELK4	149.4302	ELK4	163.227
ELL2	331.077	ELL2	1487.1795
ELL3	430.7223	ELL3	115.4034
ELL	589.4953	ELL	415.8849
ELMO1	2486.505	ELMO1	1076.9231
ELMO2	936.3379	ELMO2	1256.4103
ELMO3	459.9434	ELMO3	63.7899
ELMOD2	176.1631	ELMOD2	177.611
ELMOD3	262.1883	ELMOD3	987.4922
ELN	46.2685	ELN	7382.1138
ELOF1	846.8854	ELOF1	508.4428
ELOVL1	3333.7332	ELOVL1	1731.0819
ELOVL2	38.7285	ELOVL2	137.586
ELOVL3	197.7551	ELOVL3	101.3133
ELOVL4	756.7475	ELOVL4	101.9387
ELOVL5	945.9344	ELOVL5	8732.9581
ELOVL6	278.6394	ELOVL6	1622.2639
ELOVL7	793.4196	ELOVL7	193.8712
ELP2P	8.5682	ELP2P	10.6316
ELP2	2302.8018	ELP2	1321.4509
ELP3	424.985	ELP3	701.0632
ELP4	173.0786	ELP4	246.404
ELTD1	183.7032	ELTD1	1889.3058
EMB	322.1661	EMB	537.8361
EMCN	94.5934	EMCN	1381.4884
EMD	1189.2726	EMD	787.9925
EME1	60.9374	EME1	6.479
EME2	11.9955	EME2	5.6285
EMG1	575.9986	EMG1	385.2408
EMID1	218.3189	EMID1	81.9262
EMILIN1	370.1482	EMILIN1	2011.8824
EMILIN2	76.7715	EMILIN2	1576.6104
EMILIN3	363.2799	EMILIN3	98.2739
EML1	101.7908	EML1	979.9875
EML2	642.6185	EML2	660.3877
EML3	796.8469	EML3	1084.4278
EML4	3473.2242	EML4	1021.8887
EML5	139.1483	EML5	36.8981
EML6	282.4094	EML6	28.1426
EMP1	1973.4384	EMP1	15456.5353
EMP2	2641.0762	EMP2	3651.0319
EMP3	90.4807	EMP3	1197.6235
EMR2	212.4925	EMR2	63.1645
EMX2OS	8.2255	EMX2OS	615.3846
removed	removed	EMX2	226.3915
EN1	2252.4205	EN1	272.045
EN2	178.2195	EN2	15.0094
ENAH	3306.3148	ENAH	3522.2014
ENC1	10769.7644	ENC1	1026.6291
ENDOD1	403.393	ENDOD1	2663.5397
ENDOG	190.263	ENDOG	141.0757
removed	removed	ENDOU	10.0063
ENGASE	470.2253	ENGASE	378.9869
ENG	655.2995	ENG	5766.1038
ENHO	29.4748	ENHO	29.3934
ENO1	8164.1676	ENO1	12246.404
ENO2	1443.5781	ENO2	717.3233
ENO3	23.9911	ENO3	38.1488
ENOPH1	1211.2073	ENOPH1	510.9443
ENOSF1	218.2161	ENOSF1	307.3734
ENOX1	5.1409	ENOX1	73.1707
ENOX2	621.0265	ENOX2	530.9568
ENPEP	31.1884	ENPEP	343.965
ENPP1	47.9822	ENPP1	939.3371
ENPP2	85.6825	ENPP2	3659.162
removed	removed	ENPP3	40.025
ENPP4	326.6215	ENPP4	979.3621
ENPP5	290.6349	ENPP5	159.4747
removed	removed	ENPP6	31.8949
ENSA	4725.9018	ENSA	3669.1682
ENTPD1	1638.5605	ENTPD1	2444.0213
ENTPD2	1190.6435	ENTPD2	163.8524
ENTPD3	318.0362	ENTPD3	93.8086
ENTPD4	393.1111	ENTPD4	317.0732
ENTPD5	111.3289	ENTPD5	239.4622
ENTPD6	3037.6146	ENTPD6	1047.5297
ENTPD7	857.7637	ENTPD7	163.3333
ENTPD8	19.1929	removed	removed
ENY2	653.2431	ENY2	388.9931
removed	removed	EOMES	6.8793
EP300	2086.1966	EP300	2801.1257
EP400NL	172.3931	EP400NL	113.1957
EP400	1857.253	EP400	1574.7342
EPAS1	791.7059	EPAS1	25619.7624
EPB41L1	1983.3776	EPB41L1	2529.7061
EPB41L2	697.1125	EPB41L2	6392.7455
EPB41L3	37.7003	EPB41L3	1716.0725
EPB41L4A	63.0623	EPB41L4A	597.2483
EPB41L4B	852.3691	EPB41L4B	1926.2039
EPB41L5	395.5102	EPB41L5	649.7811
EPB41	4836.415	EPB41	1468.0238
removed	removed	EPB42	66.9168
EPB49	643.9894	EPB49	1420.8881
EPC1	817.0679	EPC1	565.9787
EPC2	1416.8452	EPC2	750.469
EPCAM	16489.4182	EPCAM	898.6867
EPDR1	32.5593	EPDR1	1557.8487
EPHA10	193.6424	EPHA10	24.3902
EPHA1	1636.8777	EPHA1	118.1989
EPHA2	29.132	EPHA2	404.0025
EPHA3	13.3665	EPHA3	545.3408
EPHA4	41.4703	EPHA4	462.7892
removed	removed	EPHA5	10.6316
EPHA7	942.1643	EPHA7	110.6942
EPHB1	207.6943	EPHB1	95.6848
EPHB2	30.8457	EPHB2	429.0181
EPHB3	10586.2394	EPHB3	574.1088
EPHB4	5712.2783	EPHB4	2153.8462
EPHB6	628.9093	EPHB6	414.0088
EPHX1	4463.3707	EPHX1	9049.4059
EPHX2	298.8604	EPHX2	546.5916
EPHX3	28.1038	EPHX3	5.0031
EPHX4	738.5828	EPHX4	45.6535
EPM2AIP1	1830.5201	EPM2AIP1	855.5347
EPM2A	196.0415	EPM2A	421.5134
EPN1	2136.2351	EPN1	1879.925
EPN2	598.0636	EPN2	1091.9325
EPN3	178.5622	EPN3	31.2695
EPOR	84.9867	EPOR	75.5034
EPPK1	3016.3654	EPPK1	318.9493
EPR1	205.4871	EPR1	23.7461
EPRS	4671.4078	EPRS	2833.646
EPS15L1	1312.6553	EPS15L1	798.6241
EPS15	1936.7663	EPS15	2540.9631
EPS8L1	240.5963	EPS8L1	48.1551
EPS8L2	1327.3927	EPS8L2	396.4978
EPS8	613.1437	EPS8	2461.5385
EPSTI1	67.5178	EPSTI1	209.5059
EPT1	4659.3711	EPT1	714.1839
ERAL1	702.2534	ERAL1	752.3452
ERAP1	847.8588	ERAP1	2564.6341
ERAP2	125.4391	ERAP2	1084.4278
ERBB2IP	1751.3495	ERBB2IP	1493.4334
ERBB2	4818.7816	ERBB2	2247.6548
ERBB3	5209.1509	ERBB3	889.3058
removed	removed	ERBB4	225.7661
ERC1	2041.6417	ERC1	2229.5184
ERC2	22.9629	ERC2	6.2539
ERCC1	1156.9428	ERCC1	698.5616
ERCC2	534.7956	ERCC2	313.3208
ERCC3	2004.2841	ERCC3	1066.9168
ERCC4	219.6898	ERCC4	329.581
ERCC5	1517.265	ERCC5	1564.7154
ERCC6L	142.2329	ERCC6L	17.5109
ERCC6	511.7813	ERCC6	273.5272
ERCC8	138.1201	ERCC8	212.0075
EREG	14.7374	EREG	25.0156
ERF	2004.2841	ERF	646.0288
ERGIC1	1975.1521	ERGIC1	5026.2664
ERGIC2	1047.7251	ERGIC2	642.9018
ERGIC3	3971.8962	ERGIC3	2747.3421
ERG	86.3679	ERG	1286.429
ERH	1192.0144	ERH	897.4359
ERI1	227.2299	ERI1	287.6798
ERI2	409.4833	ERI2	264.3902
ERI3	1481.2784	ERI3	767.98
ERICH1	120.2982	ERICH1	288.3052
ERLEC1	2109.5022	ERLEC1	1479.6748
ERLIN1	1281.1242	ERLIN1	1128.8305
ERLIN2	1530.6315	ERLIN2	1709.1932
ERMAP	623.0829	ERMAP	440.9006
removed	removed	ERMN	10.0063
ERMP1	4239.0815	ERMP1	1068.2927
ERN1	100.0771	ERN1	181.3634
ERN2	5.8264	ERN2	11.257
ERO1LB	494.9019	ERO1LB	378.3615
ERO1L	510.3247	ERO1L	502.8143
ERP27	1760.9459	ERP27	71.2946
ERP29	3184.303	ERP29	1786.7417
ERP44	2474.5095	ERP44	1462.1639
ERRFI1	7431.7539	ERRFI1	4277.0482
removed	removed	ERVFRDE1	15.0094
ESAM	236.1409	ESAM	2283.9275
ESCO1	1054.237	ESCO1	427.7674
ESCO2	66.4896	removed	removed
ESD	960.6718	ESD	2558.474
ESF1	622.0547	ESF1	422.7642
ESM1	96.6498	ESM1	35.0219
ESPL1	499.3574	ESPL1	43.7774
ESPNL	430.126	ESPNL	30.6442
removed	removed	ESPN	16.8856
removed	removed	ESR1	1292.0575
ESR2	38.7285	ESR2	148.2176
ESRP1	7716.2197	ESRP1	559.7248
ESRP2	1897.6951	ESRP2	305.1907
ESRRA	511.6957	ESRRA	479.6748
removed	removed	ESRRB	6.2539
ESRRG	583.6689	ESRRG	82.5516
ESX1	60.3205	removed	removed
ESYT1	3184.6457	ESYT1	9337.0857
ESYT2	5344.8719	ESYT2	4989.9937
ESYT3	260.4747	ESYT3	27.5172
ETAA1	530.8885	ETAA1	265.7911
ETF1	3145.9172	ETF1	2938.0863
ETFA	1820.5809	ETFA	2235.147
ETFB	517.5221	ETFB	2165.1032
ETFDH	172.0504	ETFDH	1131.3321
ETHE1	1123.4684	ETHE1	390.2439
ETNK1	1905.9207	ETNK1	687.93
ETNK2	46.2685	ETNK2	207.0044
ETS1	483.5918	ETS1	3978.1113
removed	removed	ETS2	2580.3627
ETV1	131.6083	ETV1	292.0575
ETV3	242.6527	ETV3	253.9087
ETV4	1008.6539	ETV4	97.561
ETV5	3590.7806	ETV5	547.217
ETV6	2149.9443	ETV6	901.1882
ETV7	79.1706	ETV7	15.0094
EVC2	26.7329	EVC2	352.0951
EVC	340.5912	EVC	1246.4415
EVI2A	30.503	EVI2A	176.9856
EVI2B	57.9213	EVI2B	297.6861
EVI5L	627.5383	EVI5L	434.0213
EVI5	497.301	EVI5	622.2639
EVL	2348.0422	EVL	1228.8931
EVPLL	50.724	EVPLL	5.6285
EVPL	1777.0542	EVPL	218.2614
EWSR1	3845.0861	EWSR1	3462.1639
EXD2	574.0725	EXD2	752.3452
EXD3	361.2373	EXD3	136.3352
EXO1	311.5414	EXO1	21.8887
EXOC1	763.6021	EXOC1	1056.2852
EXOC2	758.4611	EXOC2	800.5003
EXOC3L2	47.9822	EXOC3L2	92.5578
EXOC3L	51.7522	EXOC3L	97.561
EXOC3	542.5413	EXOC3	1357.7236
EXOC4	2892.2971	EXOC4	1846.1538
EXOC5	589.8381	EXOC5	1452.1576
EXOC6B	248.1364	EXOC6B	323.3271
EXOC6	447.6052	EXOC6	399.6248
EXOC7	3671.9219	EXOC7	3620.2064
EXOC8	568.2461	EXOC8	543.4647
EXOG	170.3367	EXOG	114.4465
EXOSC10	1597.1211	EXOSC10	1210.1313
EXOSC1	395.1675	EXOSC1	252.0325
EXOSC2	802.3306	EXOSC2	374.6091
EXOSC3	402.0221	EXOSC3	218.8868
EXOSC4	512.3811	EXOSC4	156.3477
EXOSC5	652.9004	EXOSC5	227.0169
EXOSC6	296.4613	EXOSC6	210.1313
EXOSC7	254.991	EXOSC7	315.8224
EXOSC8	204.0236	EXOSC8	202.2639
EXOSC9	515.7193	EXOSC9	322.2889
EXPH5	137.0919	EXPH5	102.5641
EXT1	1103.5901	EXT1	1475.9225
EXT2	2079.342	EXT2	1985.616
EXTL1	682.0324	EXTL1	85.6785
EXTL2	880.8157	EXTL2	504.6904
EXTL3	1115.5856	EXTL3	1568.4803
removed	removed	EYA1	69.4184
EYA2	50.3813	EYA2	301.4384
EYA3	325.9361	EYA3	116.9481
removed	removed	EYA4	137.586
EYS	13.3665	EYS	86.9293
EZH1	491.1319	EZH1	2348.9681
EZH2	1107.3601	EZH2	88.1801
EZR	2299.0318	EZR	1488.4303
F10	9.9392	F10	1200.7505
F11R	10461.4857	F11R	3210.1313
F12	99.7344	F12	7.5047
F13A1	182.675	F13A1	5233.8962
F2RL1	191.2433	F2RL1	39.3996
F2RL2	33.5875	F2RL2	31.8949
F2RL3	30.503	F2RL3	101.9387
F2R	315.9969	F2R	640.4003
F2	14.3947	removed	removed
F3	79.5133	F3	2180.1126
F5	40.0994	F5	146.9669
F8A1	126.81	F8A1	131.3321
F8	239.5716	F8	1118.8243
FA2H	20.9065	FA2H	31.2695
FAAH2	107.2744	FAAH2	23.7649
FAAH	187.4732	FAAH	173.2333
FABP3	37.3576	FABP3	737.3358
FABP4	8.5682	FABP4	52034.3965
FABP5	114.8145	FABP5	584.7405
FABP7	326.6215	FABP7	11.257
FADD	482.5636	FADD	308.9431
FADS1	345.4717	FADS1	2189.4934
FADS2	1907.977	FADS2	2451.5322
FADS3	86.0252	FADS3	1370.2314
FADS6	90.4807	FADS6	6.8793
FAF1	1564.5617	FAF1	869.2933
FAF2	830.0917	FAF2	1283.9275
FAHD1	206.9848	FAHD1	388.3677
FAHD2A	389.3411	FAHD2A	563.4772
FAHD2B	361.9227	FAHD2B	205.1282
FAH	642.9612	FAH	3951.8449
FAIM2	2784.3372	FAIM2	414.0088
FAIM3	27.7131	FAIM3	87.5547
FAIM	422.9286	FAIM	320.8255
FAM100A	248.8219	FAM100A	222.6391
FAM100B	1456.9446	FAM100B	564.728
FAM101A	19.5356	FAM101A	46.2789
FAM101B	1100.5055	FAM101B	754.2214
FAM102A	3442.7213	FAM102A	1440.2752
FAM102B	2790.8491	FAM102B	921.8261
FAM103A1	1013.6132	FAM103A1	196.3727
FAM104A	664.9644	FAM104A	696.7417
FAM104B	273.4984	FAM104B	202.0013
FAM105A	293.3767	FAM105A	210.1313
FAM105B	1057.6643	FAM105B	456.5353
removed	removed	FAM106C	11.8824
FAM107A	32.5593	FAM107A	1629.1432
FAM107B	1003.513	FAM107B	2062.5391
FAM108A1	246.7655	FAM108A1	404.0025
FAM108B1	911.6614	FAM108B1	267.6673
FAM108C1	1096.3928	FAM108C1	119.4497
FAM109A	186.445	FAM109A	267.0419
FAM109B	278.6394	FAM109B	300.813
FAM10A4	256.3619	FAM10A4	383.3646
FAM110A	361.58	FAM110A	110.6942
FAM110B	246.7655	FAM110B	285.1782
FAM111A	260.8174	FAM111A	500.3127
FAM111B	207.0088	FAM111B	25.0156
FAM113A	467.4835	FAM113A	387.1169
FAM113B	18.8501	FAM113B	170.7317
FAM114A1	464.7417	FAM114A1	945.591
FAM114A2	258.761	FAM114A2	424.015
FAM115A	938.737	FAM115A	769.2308
FAM115C	1518.6257	FAM115C	280.1689
FAM116A	577.1571	FAM116A	668.5428
FAM116B	189.1869	FAM116B	98.8118
FAM117A	330.7343	FAM117A	711.6948
FAM117B	1667.3807	FAM117B	412.758
FAM118A	377.6883	FAM118A	238.2739
FAM118B	280.0103	FAM118B	270.1689
FAM119A	89.1098	FAM119A	130.0813
FAM119B	290.9776	FAM119B	315.8224
FAM120AOS	1032.8061	FAM120AOS	1193.9962
FAM120A	4299.0421	FAM120A	3842.9018
FAM120B	714.9345	FAM120B	913.6961
FAM120C	488.7328	FAM120C	512.1951
FAM122A	516.1511	FAM122A	682.9268
FAM122B	728.6436	FAM122B	489.0557
FAM122C	39.7567	FAM122C	31.8949
FAM123B	482.9063	FAM123B	278.9243
FAM124A	68.546	FAM124A	65.0407
FAM124B	10.9674	FAM124B	155.7223
FAM125A	297.4895	FAM125A	428.3927
FAM125B	624.4538	FAM125B	584.7405
FAM126A	578.528	FAM126A	1054.409
FAM126B	928.4551	FAM126B	587.242
FAM127A	1163.9105	FAM127A	2777.9862
FAM127B	1184.8171	FAM127B	819.8874
FAM127C	383.8574	FAM127C	465.9162
FAM128A	548.7105	FAM128A	232.6454
FAM128B	1417.1879	FAM128B	752.3452
FAM129A	78.8279	FAM129A	6000
FAM129B	6760.6889	FAM129B	2640.4003
FAM131A	264.5874	FAM131A	318.324
FAM131B	59.635	FAM131B	43.7774
FAM131C	17.1365	FAM131C	5.0031
removed	removed	FAM133A	20.6379
FAM133B	123.04	FAM133B	72.5453
FAM134A	1644.0751	FAM134A	2315.8224
FAM134B	1454.5455	FAM134B	495.3096
FAM134C	1413.4179	FAM134C	1442.1513
FAM135A	572.3588	FAM135A	323.9525
removed	removed	FAM135B	9.3809
FAM136A	3126.0389	FAM136A	570.3565
FAM13AOS	48.462	FAM13AOS	53.9024
FAM13A	727.4784	FAM13A	2850.4128
FAM13B	504.8411	FAM13B	1182.9456
FAM13C	6.9129	FAM13C	593.7586
removed	removed	FAM149A	542.2139
FAM149B1	585.3826	FAM149B1	609.7561
removed	removed	FAM150B	65.0407
removed	removed	FAM151B	18.1363
removed	removed	FAM153A	10.6316
FAM154B	66.4896	FAM154B	12.5078
removed	removed	FAM155A	101.3133
FAM155B	199.8115	FAM155B	14.384
FAM156A	579.5562	FAM156A	684.803
FAM157A	6.5119	FAM157A	25.0156
FAM158A	75.4006	FAM158A	82.5516
FAM160A1	469.8826	FAM160A1	70.6692
FAM160A2	456.1734	FAM160A2	609.1307
FAM160B1	1027.8468	FAM160B1	1189.4934
FAM160B2	564.1333	FAM160B2	1200.7505
FAM161A	169.3085	FAM161A	73.1707
FAM161B	79.2905	FAM161B	186.3665
FAM162A	625.482	FAM162A	717.9487
removed	removed	FAM162B	34.3965
FAM164A	328.3352	FAM164A	244.5278
FAM164C	146.3456	FAM164C	22.5141
FAM165B	328.3352	FAM165B	282.0513
FAM166B	168.9658	FAM166B	177.611
removed	removed	FAM167A	13.1332
FAM167B	68.8887	FAM167B	63.7899
FAM168A	323.8797	FAM168A	343.965
FAM168B	4293.7195	FAM168B	4416.5103
FAM169A	152.8575	FAM169A	40.025
FAM171A1	2044.3835	FAM171A1	1120.7004
FAM171A2	164.5103	FAM171A2	81.3008
FAM171B	418.1304	FAM171B	236.3977
FAM172A	538.4286	FAM172A	822.389
FAM173A	59.9777	FAM173A	81.3008
FAM173B	272.813	FAM173B	275.7974
FAM174A	126.1246	FAM174A	204.5028
FAM174B	1504.9267	FAM174B	363.3521
FAM175A	197.1622	FAM175A	323.8399
FAM175B	398.5948	FAM175B	416.5103
FAM176A	15.7656	FAM176A	11.8824
FAM176B	113.728	FAM176B	158.3802
FAM177A1	772.8558	FAM177A1	823.0144
removed	removed	FAM177B	5.0031
FAM178A	673.8069	FAM178A	881.1757
FAM178B	13.3665	FAM178B	44.4028
removed	removed	FAM179A	6.8793
FAM179B	645.3603	FAM179B	565.9787
FAM180A	13.7092	FAM180A	146.9669
FAM180B	5.1409	FAM180B	459.6623
removed	removed	FAM181B	10.6316
removed	removed	FAM182B	10.0063
FAM184A	423.6141	FAM184A	145.7161
FAM184B	52.8695	FAM184B	6.7355
FAM185A	104.5326	FAM185A	134.459
removed	removed	FAM186A	5.6285
FAM186B	15.0801	FAM186B	10.6316
FAM188A	365.0073	FAM188A	621.6385
FAM188B	724.716	FAM188B	318.1113
FAM189A1	8.911	FAM189A1	70.0438
FAM189A2	414.7031	FAM189A2	285.8036
FAM189B	2254.8196	FAM189B	680.4253
FAM18A	13.4247	FAM18A	20.1251
FAM18B2	89.8295	FAM18B2	149.4684
FAM18B	277.2684	FAM18B	555.3471
FAM190A	187.1305	FAM190A	40.6504
FAM190B	1520.0069	FAM190B	2001.8762
FAM192A	1892.2115	FAM192A	1148.2176
FAM193A	828.7208	FAM193A	721.7011
FAM193B	445.2061	FAM193B	509.6936
FAM195A	100.0771	FAM195A	128.8305
FAM195B	1363.3793	FAM195B	1329.581
FAM196A	36.6721	FAM196A	6.2539
removed	removed	FAM196B	16.8856
FAM198A	1707.4801	FAM198A	395.8724
FAM198B	208.7225	FAM198B	3549.0932
FAM199X	396.5384	FAM199X	397.1232
FAM19A2	11.6528	FAM19A2	13.1332
FAM19A3	456.5162	FAM19A3	31.2695
FAM19A5	83.6261	FAM19A5	83.8024
FAM200A	304.6868	FAM200A	142.5891
FAM200B	602.8618	FAM200B	421.5134
FAM20A	27.4184	FAM20A	237.0231
FAM20B	2291.149	FAM20B	2750.469
FAM20C	797.8751	FAM20C	963.7273
FAM21A	590.1808	FAM21A	804.2527
FAM21B	486.6764	FAM21B	761.1007
FAM21C	1612.2012	FAM21C	1736.7104
FAM22A	24.6765	FAM22A	23.7649
FAM22D	55.5222	FAM22D	75.0469
FAM23A	5.4837	FAM23A	20.6379
FAM26E	33.5875	FAM26E	580.3627
FAM26F	29.8175	FAM26F	35.6473
FAM27A	6.1691	removed	removed
FAM27C	9.9392	FAM27C	6.8793
FAM32A	1831.5483	FAM32A	1517.8236
FAM35A	1238.9684	FAM35A	671.6698
FAM35B2	98.7062	FAM35B2	57.536
FAM35B	378.7165	FAM35B	205.1282
FAM36A	699.6967	FAM36A	719.6248
FAM38A	4535.32	FAM38A	5137.5672
FAM38B	11.3101	FAM38B	233.2708
FAM3A	734.8128	FAM3A	753.596
FAM3B	183.3605	FAM3B	49.4059
FAM3C	743.7238	FAM3C	851.157
FAM3D	53.1231	FAM3D	5.0031
FAM40A	822.5516	FAM40A	784.8655
FAM40B	102.1335	FAM40B	15.6348
FAM41C	20.2211	FAM41C	18.7617
FAM43A	19.5356	FAM43A	291.4321
FAM43B	19.1929	FAM43B	37.5235
FAM45A	253.6201	FAM45A	418.3865
FAM45B	109.6735	FAM45B	225.1407
FAM46A	2133.4933	FAM46A	1018.1363
FAM46B	234.7699	FAM46B	483.4271
FAM46C	48.3249	FAM46C	243.9024
FAM46D	9.5964	removed	removed
FAM47E	9.8775	FAM47E	196.2789
FAM48A	736.7698	FAM48A	627.6298
FAM49A	58.2641	FAM49A	256.4103
FAM49B	1683.8317	FAM49B	874.2964
FAM50A	557.9642	FAM50A	977.4859
removed	removed	FAM50B	200.7505
FAM53A	71.2878	FAM53A	28.768
FAM53B	1558.4749	FAM53B	1069.7373
FAM53C	1947.7234	FAM53C	1242.0263
FAM54A	35.6439	FAM54A	5.6285
FAM54B	1285.4563	FAM54B	1371.4822
FAM55C	545.7424	FAM55C	736.7104
FAM57A	452.4034	FAM57A	175.1094
FAM58A	355.4108	FAM58A	247.0294
FAM59A	240.9391	FAM59A	228.8931
removed	removed	FAM5B	5.0031
FAM60A	4258.0756	FAM60A	521.576
FAM63A	1012.7667	FAM63A	930.5816
FAM63B	74.3724	FAM63B	426.5166
FAM64A	74.3724	FAM64A	8.7555
FAM65A	390.3693	FAM65A	2310.8193
FAM65B	17.4792	FAM65B	308.9431
FAM65C	5.8264	FAM65C	163.8524
FAM66C	69.9169	FAM66C	20.6379
FAM66D	26.3079	FAM66D	5.0031
FAM69A	35.6439	FAM69A	776.7355
FAM69B	304.327	FAM69B	208.7805
removed	removed	FAM69C	13.7586
removed	removed	FAM70A	230.7692
FAM70B	5.8264	FAM70B	59.4121
FAM71D	31.1884	FAM71D	10.6316
FAM71E1	491.8824	FAM71E1	22.045
FAM71E2	115.1572	removed	removed
FAM71F1	5.1409	removed	removed
FAM71F2	38.3857	FAM71F2	18.1363
FAM72A	42.4985	removed	removed
FAM72B	272.813	FAM72B	41.2758
FAM72D	171.0222	FAM72D	22.5141
FAM73A	577.1571	FAM73A	685.4284
FAM73B	411.2758	FAM73B	468.4178
FAM75A2	14.3947	removed	removed
FAM75A3	10.6246	removed	removed
FAM76A	665.2386	FAM76A	340.838
FAM76B	262.5311	FAM76B	193.8712
FAM78A	49.0104	FAM78A	123.202
FAM78B	26.3902	FAM78B	55.6598
FAM7A2	6.8546	FAM7A2	14.384
FAM7A3	8.5682	FAM7A3	38.7742
FAM81A	385.2283	FAM81A	53.7836
FAM82A1	21.2493	FAM82A1	115.6973
FAM82A2	385.9138	FAM82A2	1222.6391
FAM82B	1002.8275	FAM82B	1388.3677
FAM83A	126.81	FAM83A	5.0031
FAM83B	237.8545	FAM83B	30.6442
FAM83C	283.7803	FAM83C	15.6348
FAM83D	553.8514	FAM83D	54.409
FAM83E	10.9674	FAM83E	8.1301
FAM83F	153.2002	FAM83F	55.6598
FAM83G	145.6053	FAM83G	45.0281
FAM83H	4044.8976	FAM83H	410.8818
FAM84A	975.4091	FAM84A	96.9356
FAM84B	583.3262	FAM84B	671.6698
FAM86A	156.1374	FAM86A	219.3746
FAM86B1	95.9644	FAM86B1	48.1551
FAM86B2	17.1365	removed	removed
FAM86C	160.3976	FAM86C	130.0813
FAM86D	171.7077	FAM86D	161.3508
FAM89A	136.0637	FAM89A	873.671
FAM89B	1408.9624	FAM89B	956.2226
FAM8A1	2379.5733	FAM8A1	1597.2483
FAM90A1	130.5801	FAM90A1	18.1363
FAM91A1	1893.2397	FAM91A1	828.6429
FAM92A1	642.9612	FAM92A1	242.0263
FAM95B1	20.2211	FAM95B1	13.7586
FAM96A	968.5545	FAM96A	360.8505
FAM96B	553.5087	FAM96B	484.0525
FAM98A	1830.8628	FAM98A	1038.1488
FAM98B	321.1379	FAM98B	342.0888
FAM98C	211.807	FAM98C	162.6016
FANCA	567.7148	FANCA	41.5447
FANCB	60.6632	FANCB	8.1301
FANCC	603.2045	FANCC	197.6235
FANCD2	812.585	FANCD2	65.0407
FANCE	261.1601	FANCE	166.354
FANCF	589.4953	FANCF	180.1126
FANCG	302.9732	FANCG	187.6173
FANCI	1651.903	FANCI	287.5547
FANCL	1131.975	FANCL	174.9093
FANCM	136.4065	FANCM	154.4715
FANK1	199.126	FANK1	60.0375
FAP	192.6142	FAP	429.6435
FAR1	651.5294	FAR1	1196.9981
