gene_id	TCGA-E2-A1BC-01A-11R-A12P-07	gene_id	TCGA-E2-A1BC-11A-32R-A12P-07
RPUSD4	462.2116	RPUSD4	978.0631
RQCD1	285.6006	RQCD1	120.5636
RRAD	15.9109	RRAD	199.0369
RRAGA	1827.3667	RRAGA	2056.7148
RRAGB	412.8878	RRAGB	313.18
RRAGC	530.6523	RRAGC	1168.5393
RRAGD	247.4145	RRAGD	1894.061
RRAS2	422.4344	RRAS2	843.2317
RRAS	463.8027	RRAS	3038.3449
RRBP1	4631.6627	RRBP1	3010.5226
RREB1	2171.8377	RREB1	1342.6075
RRH	11.9332	removed	removed
RRM1	2514.7176	RRM1	1603.7096
RRM2B	1003.1822	RRM2B	637.7742
RRM2	75.5768	removed	removed
RRN3P1	19.0931	RRN3P1	60.6385
RRN3P2	19.0931	RRN3P2	11.4143
RRN3P3	49.2045	RRN3P3	51.6497
RRN3	2216.3882	RRN3	1666.4883
RRP12	673.031	RRP12	220.4387
RRP15	395.3858	RRP15	398.0738
RRP1B	975.3381	RRP1B	858.9263
RRP1	291.965	RRP1	487.9615
RRP7A	726.3325	RRP7A	1282.6824
RRP7B	238.218	RRP7B	46.5632
RRP8	439.9364	RRP8	308.1862
RRP9	170.2466	RRP9	501.516
RRS1	268.8942	RRS1	445.8712
RSAD1	669.8488	RSAD1	761.9048
RSAD2	270.4853	RSAD2	220.4387
RSBN1L	660.0955	RSBN1L	344.1698
RSBN1	1053.3015	RSBN1	754.0574
RSC1A1	516.1734	RSC1A1	359.5149
RSF1	1319.0135	RSF1	732.6556
RSL1D1	5178.2021	RSL1D1	6441.9476
RSL24D1	3042.9594	RSL24D1	2893.5259
RSPH10B2	7.1599	removed	removed
RSPH1	122.5139	removed	removed
RSPH3	90.6921	RSPH3	93.4546
RSPH4A	31.0263	removed	removed
RSPO1	27.0485	removed	removed
RSPO3	58.8703	RSPO3	435.1703
RSPO4	7.1599	removed	removed
RSPRY1	610.183	RSPRY1	354.5568
RSRC1	379.4749	RSRC1	221.8655
RSRC2	1782.0207	RSRC2	1500.2675
RSU1	1382.6571	RSU1	4268.2361
RTBDN	132.856	removed	removed
RTCD1	603.8186	RTCD1	906.0103
RTEL1	203.3492	RTEL1	331.8566
RTF1	4109.7852	RTF1	1381.8441
RTKN2	54.0971	RTKN2	5.7072
RTKN	587.9077	RTKN	133.4047
RTN1	392.9992	RTN1	3020.5101
RTN2	516.3087	RTN2	107.0091
RTN3	3702.4662	RTN3	10937.7564
RTN4IP1	90.6921	RTN4IP1	62.0653
RTN4RL1	850.4375	RTN4RL1	310.3264
RTN4RL2	47.7327	RTN4RL2	15.6947
RTN4R	13.5243	RTN4R	8.5607
RTN4	10824.9801	RTN4	16763.3315
RTP4	28.6396	RTP4	40.6635
RTTN	381.066	RTTN	250.4013
RUFY1	1032.6173	RUFY1	1116.4616
RUFY2	350.8433	RUFY2	380.2461
RUFY3	835.3222	RUFY3	684.8582
RUNDC1	1648.3691	RUNDC1	370.2515
RUNDC2A	73.9857	RUNDC2A	94.168
RUNDC2C	34.0891	RUNDC2C	6.7772
removed	removed	RUNDC3A	9.9875
RUNDC3B	42.1639	RUNDC3B	113.4296
RUNX1T1	93.0788	RUNX1T1	176.2083
RUNX1	6136.0382	RUNX1	761.1914
RUNX2	505.171	RUNX2	31.3893
RUNX3	83.5322	RUNX3	55.6447
RUSC1	653.1424	RUSC1	443.0177
RUSC2	603.8186	RUSC2	1025.1471
RUVBL1	758.8465	RUVBL1	422.8928
RUVBL2	1018.2975	RUVBL2	1054.3963
RWDD1	730.3103	RWDD1	1598.0025
RWDD2A	85.1233	RWDD2A	168.361
RWDD2B	492.4423	RWDD2B	684.8582
RWDD3	286.8815	RWDD3	207.5976
RWDD4A	609.3874	RWDD4A	414.4819
RXRA	2140.0159	RXRA	9418.2272
RXRB	903.7391	RXRB	1167.8259
removed	removed	RXRG	86.3207
RYBP	3157.5179	RYBP	1065.0972
RYK	1622.9117	RYK	1794.1858
RYR1	22.2753	RYR1	16.4081
RYR2	7.9554	RYR2	15.6947
RYR3	19.0931	RYR3	71.3394
S100A10	3157.5179	S100A10	3249.5095
S100A11	5355.6086	S100A11	2849.2955
removed	removed	S100A12	5.7072
S100A13	1034.2084	S100A13	3490.6367
S100A14	974.5426	S100A14	12.1277
S100A16	1870.3262	S100A16	1355.4485
S100A1	590.2944	S100A1	2019.6183
S100A2	8.751	S100A2	6.4205
S100A3	5.5688	S100A3	12.8411
S100A4	817.0247	S100A4	3146.7808
S100A6	2333.3333	S100A6	7987.1589
S100A8	12.7287	S100A8	79.1867
S100A9	27.8441	S100A9	156.2333
S100B	374.7017	S100B	5311.9315
S100PBP	816.2291	S100PBP	473.6936
S100P	326.969	S100P	8.5607
S1PR1	727.9236	S1PR1	3442.8393
S1PR2	175.0199	S1PR2	208.311
S1PR3	589.4988	S1PR3	335.9586
S1PR4	8.751	S1PR4	76.3332
S1PR5	15.9109	S1PR5	9.2741
SAA1	3832.9356	SAA1	16935.9729
SAA2	796.3405	SAA2	2444.8011
SAA4	12.7287	SAA4	25.6822
SAAL1	197.2951	SAAL1	97.735
SAC3D1	88.3055	SAC3D1	231.853
SACM1L	1249.8011	SACM1L	1214.1965
SACS	493.2379	SACS	522.2044
SAE1	2302.3071	SAE1	1786.3385
SAFB2	1143.9936	SAFB2	1179.2402
SAFB	1476.5314	SAFB	1813.4475
SALL1	96.2609	removed	removed
SALL2	675.4177	SALL2	148.3859
SALL4	25.4574	removed	removed
SAMD10	99.4431	SAMD10	34.2429
SAMD11	157.0326	SAMD11	7.4407
SAMD12	996.0223	SAMD12	24.9688
SAMD13	37.3906	SAMD13	9.2741
SAMD14	10.3421	SAMD14	5.7072
SAMD1	234.6858	SAMD1	236.1334
SAMD3	5.5688	SAMD3	9.9875
SAMD4A	280.0318	SAMD4A	552.1669
SAMD4B	1381.8616	SAMD4B	1257.7136
SAMD5	48.5282	SAMD5	17.1215
SAMD8	215.5927	SAMD8	303.9058
SAMD9L	407.319	SAMD9L	426.6096
SAMD9	620.5251	SAMD9	231.853
SAMHD1	486.5394	SAMHD1	861.573
SAMM50	1358.7908	SAMM50	2299.9822
SAMSN1	76.3723	SAMSN1	37.8099
SAP130	659.5068	SAP130	684.1448
SAP18	2945.1074	SAP18	3356.5186
SAP30BP	887.0326	SAP30BP	1200.6421
SAP30L	1154.3357	SAP30L	1269.1279
SAP30	105.8075	SAP30	174.0681
SAPS1	1172.6333	SAPS1	1102.1937
SAPS2	1037.3906	SAPS2	1262.7073
SAPS3	2606.2053	SAPS3	1824.1484
SAR1A	4145.5847	SAR1A	3609.7735
SAR1B	1008.751	SAR1B	604.2447
SARM1	102.3866	SARM1	154.0503
SARNP	932.14	SARNP	850.4441
SARS2	291.965	SARS2	399.5006
SARS	2891.8059	SARS	3447.1197
SART1	436.7542	SART1	1652.2204
SART3	1299.9204	SART3	925.272
SASH1	2659.5068	SASH1	2938.4698
SASH3	137.6293	SASH3	72.0528
SASS6	230.708	SASS6	72.7662
SAT1	5299.1249	SAT1	6156.59
SAT2	354.813	SAT2	1713.5723
SATB1	451.074	SATB1	1336.9003
SATB2	126.4916	SATB2	130.5511
SATL1	34.2084	SATL1	22.8286
SAV1	1091.4877	SAV1	1404.6727
SBDSP1	529.0374	SBDSP1	549.3134
SBDS	2350.0398	SBDS	3255.2167
SBF1	719.1726	SBF1	2269.3062
SBF2	2457.1281	SBF2	1801.6408
SBK1	610.9785	SBK1	7.8473
SBNO1	1182.9753	SBNO1	448.7248
SBNO2	1341.2888	SBNO2	1107.9008
SC4MOL	1186.9531	SC4MOL	405.9212
SC5DL	1902.9435	SC5DL	970.2158
SC65	571.9968	SC65	121.277
SCAF1	957.8361	SCAF1	1485.2862
SCAI	454.2562	SCAI	716.9609
SCAMP1	1912.4901	SCAMP1	853.9326
SCAMP2	1843.2776	SCAMP2	1790.6189
SCAMP3	1023.0708	SCAMP3	1183.5206
SCAMP4	1261.7343	SCAMP4	955.2345
SCAMP5	151.1535	SCAMP5	68.4858
SCAND1	160.7001	SCAND1	826.8236
SCAND2	336.5155	SCAND2	279.6504
SCAND3	83.5322	SCAND3	59.9251
SCAPER	284.8051	SCAPER	429.4632
SCAP	1209.5147	SCAP	2129.481
SCARA3	508.3532	SCARA3	318.1737
SCARA5	73.9857	SCARA5	3719.6362
SCARB1	896.5792	SCARB1	2134.4748
SCARB2	8679.3954	SCARB2	5089.3526
SCARF1	121.7184	SCARF1	622.7929
SCARF2	356.4041	SCARF2	138.3984
SCARNA17	6.3644	SCARNA17	20.6884
SCCPDH	1155.1313	SCCPDH	1606.5632
SCD5	123.3095	SCD5	179.7753
SCD	20486.8735	SCD	79385.7678
removed	removed	SCEL	27.8224
SCFD1	1257.7566	SCFD1	885.3219
SCFD2	309.467	SCFD2	275.3701
SCG2	66.8258	SCG2	471.5534
removed	removed	SCG3	46.3706
SCG5	61.257	SCG5	66.3456
SCGB1D2	365.9507	removed	removed
SCGB2A1	9.5465	removed	removed
SCGB2A2	3233.0947	SCGB2A2	13.5545
removed	removed	SCGB3A1	5.7072
SCHIP1	147.1758	SCHIP1	248.2611
SCIN	16.7064	SCIN	26.3956
SCLT1	204.4551	SCLT1	96.3082
SCLY	178.9976	SCLY	134.5604
SCMH1	916.4678	SCMH1	1505.9747
SCML1	119.3317	SCML1	636.3474
SCML2	15.1154	SCML2	73.4796
removed	removed	SCML4	9.2741
removed	removed	SCN11A	29.2492
SCN1B	97.0565	SCN1B	184.0556
SCN2A	7.1599	SCN2A	9.2741
SCN2B	31.0263	SCN2B	20.6884
SCN3A	32.6173	SCN3A	46.3706
SCN3B	31.8218	SCN3B	86.3207
SCN4A	143.1981	SCN4A	1206.3492
SCN4B	303.8982	SCN4B	512.9303
SCN7A	214.7971	SCN7A	158.3735
SCN8A	57.2792	SCN8A	7.1339
SCN9A	22.2753	SCN9A	157.6601
SCNM1	300.716	SCNM1	371.6783
SCNN1A	2860.7796	SCNN1A	24.2554
SCNN1B	63.6436	SCNN1B	487.2481
SCNN1D	16.7064	SCNN1D	61.3519
SCO1	602.2275	SCO1	1067.9508
SCO2	306.2848	SCO2	310.3264
SCOC	2100.2387	SCOC	1251.293
SCP2	7482.1002	SCP2	6787.2302
SCPEP1	2763.7232	SCPEP1	1853.3975
SCRIB	476.5314	SCRIB	868.9139
SCRN1	2030.2307	SCRN1	1204.209
SCRN2	439.9364	SCRN2	3898.6981
SCRN3	625.2983	SCRN3	319.6005
removed	removed	SCTR	6.4205
SCUBE1	202.0684	SCUBE1	73.4796
SCUBE2	10616.5473	SCUBE2	647.7617
SCUBE3	15.1154	SCUBE3	8.5607
SCYL1	775.4893	SCYL1	1753.0658
SCYL2	1735.0835	SCYL2	614.9456
SCYL3	774.4153	SCYL3	348.6428
SDAD1	1121.7184	SDAD1	774.0325
SDC1	5750.1989	SDC1	82.0403
SDC2	1761.3365	SDC2	6346.3528
SDC3	1587.9077	SDC3	2133.048
SDC4	5653.9379	SDC4	1052.9695
SDCBP2	9.5465	SDCBP2	78.773
SDCBP	2748.6078	SDCBP	6058.855
SDCCAG1	1342.8799	SDCCAG1	716.2475
SDCCAG3	392.2037	SDCCAG3	497.2356
SDCCAG8	539.3795	SDCCAG8	563.5812
SDF2L1	132.856	SDF2L1	92.7412
SDF2	743.8345	SDF2	585.6965
SDF4	2048.5282	SDF4	3041.9119
SDHAF1	184.5664	SDHAF1	252.5415
SDHAF2	1034.2084	SDHAF2	579.2759
SDHAP1	108.9897	SDHAP1	240.4138
SDHAP2	62.8481	SDHAP2	139.1118
SDHAP3	40.5728	SDHAP3	77.7599
SDHA	1254.5744	SDHA	4357.4104
SDHB	1161.4956	SDHB	2977.7064
SDHC	1966.5871	SDHC	2227.9294
SDHD	1824.1846	SDHD	3575.5306
SDK1	67.6213	SDK1	430.1766
SDK2	36.5951	SDK2	6.4205
SDPR	887.0326	SDPR	6404.8511
SDR16C5	383.4527	SDR16C5	6.4205
SDR39U1	339.3954	SDR39U1	702.9998
SDR42E1	171.8377	SDR42E1	14.2679
SDSL	155.1313	SDSL	75.6198
SDS	50.1193	removed	removed
SEC11A	1986.4757	SEC11A	4852.5058
SEC11C	912.4901	SEC11C	323.8809
SEC13	1866.3484	SEC13	1624.3981
SEC14L1	1423.2299	SEC14L1	2893.5259
SEC14L2	2681.4002	SEC14L2	19.975
removed	removed	SEC14L5	17.8348
SEC16A	5775.6563	SEC16A	2112.3596
SEC16B	93.0788	SEC16B	209.9661
removed	removed	SEC1	10.7009
SEC22A	412.0923	SEC22A	323.1675
SEC22B	2677.0088	SEC22B	1354.7352
SEC22C	838.5044	SEC22C	788.3003
SEC23A	1847.2554	SEC23A	2423.3993
SEC23B	2194.9085	SEC23B	614.2322
SEC23IP	2217.9793	SEC23IP	809.7022
SEC24A	1412.0923	SEC24A	726.2351
SEC24B	1431.1854	SEC24B	1660.7812
SEC24C	3361.973	SEC24C	2213.6615
SEC24D	3373.9061	SEC24D	336.0086
SEC31A	6648.3691	SEC31A	3524.7797
SEC31B	62.2753	SEC31B	100.2319
SEC61A1	7946.0064	SEC61A1	3937.6565
SEC61A2	131.0819	SEC61A2	44.366
SEC61B	1112.9674	SEC61B	1127.1625
SEC61G	514.7176	SEC61G	779.7396
SEC62	5893.397	SEC62	4246.1209
SEC63	2400.9547	SEC63	2688.0685
SECISBP2L	1735.8791	SECISBP2L	2237.2035
SECISBP2	945.1074	SECISBP2	977.3497
SECTM1	276.0541	SECTM1	143.3922
SEH1L	663.4845	SEH1L	806.8486
SEL1L3	144.7892	SEL1L3	221.1521
SEL1L	7937.9475	SEL1L	3507.0448
SELENBP1	3680.1909	SELENBP1	5395.3986
SELE	292.7605	SELE	89.1742
SELK	497.2156	SELK	636.3474
SELL	69.2124	SELL	55.6447
SELM	677.0088	SELM	1311.9315
SELO	244.2323	SELO	527.9115
SELPLG	192.5219	SELPLG	183.3423
SELP	139.2204	SELP	224.0057
SELS	954.6539	SELS	1003.0319
SELT	2798.7271	SELT	1339.7539
SEMA3A	66.8258	SEMA3A	345.2827
SEMA3B	416.8656	SEMA3B	134.8315
SEMA3C	5060.4614	SEMA3C	1371.8566
SEMA3D	159.9045	SEMA3D	72.7662
SEMA3E	1041.3683	SEMA3E	133.4047
SEMA3F	1310.2625	SEMA3F	691.9922
SEMA3G	892.6014	SEMA3G	5725.7
SEMA4A	464.5982	SEMA4A	23.542
SEMA4B	2023.0708	SEMA4B	645.6215
SEMA4C	605.4097	SEMA4C	1096.4865
SEMA4D	400.1591	SEMA4D	124.8439
SEMA4F	182.9753	SEMA4F	231.1396
SEMA4G	145.7279	SEMA4G	36.1833
SEMA5A	959.4272	SEMA5A	188.336
SEMA5B	25.4574	SEMA5B	9.2741
SEMA6A	285.6006	SEMA6A	552.8803
SEMA6B	122.5139	SEMA6B	345.2827
SEMA6C	70.008	SEMA6C	243.9807
SEMA6D	222.7526	SEMA6D	430.1766
SEMA7A	105.8075	SEMA7A	35.6697
SENP1	648.3691	SENP1	298.9121
SENP2	793.9539	SENP2	953.0943
SENP3	405.8234	SENP3	1009.1457
SENP5	852.0286	SENP5	550.7401
SENP6	1541.7661	SENP6	1653.6472
SENP7	612.5696	SENP7	516.4972
SENP8	124.9006	SENP8	56.3581
SEP15	3465.3938	SEP15	2499.7325
SEPHS1	790.7717	SEPHS1	1072.9445
SEPHS2	3670.6444	SEPHS2	1085.0722
SEPN1	3434.3675	SEPN1	2546.1031
SEPP1	7630.9149	SEPP1	23225.1115
SEPSECS	610.183	SEPSECS	459.4257
SEPT10	2339.6977	SEPT10	1903.3351
SEPT11	4496.42	SEPT11	5796.326
SEPT1	25.4574	SEPT1	89.1742
SEPT2	13777.2474	SEPT2	9884.7869
SEPT3	30.2307	SEPT3	9.9875
SEPT4	295.9427	SEPT4	630.6403
SEPT5	279.2363	SEPT5	238.2736
SEPT6	899.7613	SEPT6	316.7469
SEPT7P2	170.2466	SEPT7P2	159.0869
SEPT7	3773.2697	SEPT7	3431.425
SEPT8	3514.7653	SEPT8	691.8423
SEPT9	4486.078	SEPT9	2222.9356
SEPW1	1736.6746	SEPW1	2216.5151
SEPX1	606.2053	SEPX1	1421.7942
SERAC1	264.1209	SERAC1	160.5136
SERBP1	5694.5107	SERBP1	10697.3426
SERF1A	492.4423	SERF1A	434.4569
SERF2	4896.5632	SERF2	6882.7394
SERGEF	419.2522	SERGEF	416.6221
SERHL2	8158.743	SERHL2	18.3556
SERHL	4622.1241	SERHL	106.2957
SERINC1	6117.7407	SERINC1	10507.5798
SERINC2	1624.5028	SERINC2	32.1027
SERINC3	3016.7064	SERINC3	4199.0369
removed	removed	SERINC4	5.0794
SERINC5	198.8862	SERINC5	156.9467
SERP1	6404.2164	SERP1	2638.5019
SERP2	79.5545	SERP2	26.3956
SERPINA11	660.3023	removed	removed
SERPINA1	232.2991	SERPINA1	44.2304
SERPINA3	2420.0477	SERPINA3	367.3979
SERPINA5	110.5807	SERPINA5	197.6101
SERPINA9	5.5688	removed	removed
SERPINB1	386.6348	SERPINB1	1077.2249
SERPINB5	48.5282	SERPINB5	9.9875
SERPINB6	1673.031	SERPINB6	4750.4905
SERPINB7	9.5465	removed	removed
SERPINB8	233.8902	SERPINB8	197.6101
SERPINB9	167.86	SERPINB9	154.0931
SERPINC1	5.5688	removed	removed
SERPIND1	5.5688	SERPIND1	14.9813
SERPINE1	1499.6022	SERPINE1	200.4637
SERPINE2	824.9801	SERPINE2	227.5727
SERPINF1	5392.9992	SERPINF1	15202.4255
SERPINF2	30.2307	SERPINF2	40.6635
SERPING1	5459.0294	SERPING1	17714.9991
SERPINH1	5249.8011	SERPINH1	3166.0424
SERPINI1	238.6635	SERPINI1	244.6941
SERTAD1	322.9912	SERTAD1	489.3883
SERTAD2	1216.3882	SERTAD2	925.9854
SERTAD3	677.8043	SERTAD3	474.407
SERTAD4	392.9992	SERTAD4	51.3644
SESN1	726.3325	SESN1	1632.2454
SESN2	894.9881	SESN2	861.7799
SESN3	97.852	SESN3	119.1368
SESTD1	2513.1265	SESTD1	4225.4325
SETBP1	692.9196	SETBP1	321.7407
SETD1A	751.79	SETD1A	843.2317
SETD1B	809.8648	SETD1B	983.7703
SETD2	2857.5975	SETD2	2434.1002
SETD3	1824.9801	SETD3	2160.8703
SETD4	312.6492	SETD4	247.5477
SETD5	3370.7239	SETD5	1983.9486
SETD6	190.2466	SETD6	276.7969
SETD7	4396.1814	SETD7	3935.0811
SETD8	728.7192	SETD8	606.3849
SETDB1	1055.6881	SETDB1	891.7425
SETDB2	403.3413	SETDB2	331.7282
SETMAR	638.027	SETMAR	522.2044
SETX	2569.6102	SETX	1902.6217
SET	6660.3023	SET	3255.9301
SEZ6L2	1573.5879	SEZ6L2	89.1742
SEZ6L	11.1376	SEZ6L	19.975
SF1	2806.6826	SF1	4492.2418
SF3A1	3008.6158	SF3A1	3776.6934
SF3A2	660.3023	SF3A2	1045.8356
SF3A3	1921.2411	SF3A3	1669.3419
SF3B14	1089.101	SF3B14	1040.1284
SF3B1	10373.9061	SF3B1	5436.7755
SF3B2	2884.646	SF3B2	5616.5507
SF3B3	2014.3198	SF3B3	3126.8058
SF3B4	1232.2991	SF3B4	878.9014
SF3B5	483.6913	SF3B5	1492.4202
SF4	419.2522	SF4	515.7838
SFI1	624.5028	SFI1	183.3423
SFMBT1	491.6468	SFMBT1	235.42
SFMBT2	559.2681	SFMBT2	22.8286
SFN	186.8815	SFN	14.9813
SFPQ	5659.3556	SFPQ	1870.4405
SFRP1	592.681	SFRP1	2554.6638
SFRP2	14776.4519	SFRP2	603.5313
SFRP4	1778.043	SFRP4	288.2112
removed	removed	SFRP5	20.6884
SFRS11	3736.6746	SFRS11	2461.9226
SFRS12IP1	592.681	SFRS12IP1	575.7089
SFRS12	2143.9936	SFRS12	1086.499
SFRS13A	2078.7589	SFRS13A	1331.1932
SFRS13B	15.1154	SFRS13B	7.8473
SFRS14	1556.0859	SFRS14	762.6182
SFRS15	908.5123	SFRS15	742.6431
SFRS16	280.8274	SFRS16	542.1794
SFRS17A	746.2212	SFRS17A	814.6888
SFRS18	1175.0199	SFRS18	1588.015
SFRS1	5240.2546	SFRS1	3158.1951
SFRS2B	1105.8075	SFRS2B	1243.4457
SFRS2IP	3960.2228	SFRS2IP	2869.9839
SFRS2	2865.6563	SFRS2	1998.9513
SFRS3	5283.214	SFRS3	5764.2233
SFRS4	1536.1973	SFRS4	3909.399
SFRS5	4626.0939	SFRS5	4644.1948
SFRS6	4528.2418	SFRS6	2356.3403
SFRS7	1936.3564	SFRS7	1925.4503
SFRS8	821.7979	SFRS8	953.0943
SFRS9	1657.1201	SFRS9	1512.3952
SFT2D1	289.5784	SFT2D1	500.8026
SFT2D2	52.506	SFT2D2	33.4796
SFT2D3	360.3819	SFT2D3	407.348
removed	removed	SFTA1P	7.1339
SFTPD	9.5465	SFTPD	17.8348
SFXN1	550.5171	SFXN1	268.2361
SFXN2	646.778	SFXN2	452.2918
SFXN3	718.3771	SFXN3	1483.1461
SFXN4	301.5115	SFXN4	577.8491
SFXN5	141.607	SFXN5	107.0091
removed	removed	SGCA	102.0153
SGCB	843.2776	SGCB	1981.0951
SGCD	914.0811	SGCD	535.7589
SGCE	478.9181	SGCE	1026.5739
SGCG	43.755	SGCG	582.8429
SGEF	755.7677	SGEF	816.1227
SGIP1	59.6659	SGIP1	19.975
SGK196	32.6173	SGK196	9.9875
SGK1	1469.3715	SGK1	2572.4987
SGK223	450.2784	SGK223	682.718
SGK269	1396.1814	SGK269	1677.9026
SGK2	27.8441	SGK2	262.529
SGK3	961.7422	SGK3	362.3257
SGK494	27.8441	SGK494	24.0057
SGMS1	1150.358	SGMS1	594.9706
SGMS2	1497.136	SGMS2	146.1602
SGOL2	124.105	SGOL2	43.517
SGPL1	2571.9968	SGPL1	2464.0628
SGPP1	1190.9308	SGPP1	468.6998
SGSH	739.8568	SGSH	507.2231
SGSM1	75.5768	SGSM1	39.9501
SGSM2	705.6484	SGSM2	653.4689
SGSM3	840.891	SGSM3	764.7583
SGTA	1094.6698	SGTA	1473.8719
SGTB	179.3079	SGTB	246.6132
SH2B1	918.0589	SH2B1	1514.5354
SH2B2	7.9554	SH2B2	18.5482
SH2B3	664.28	SH2B3	639.201
SH2D1A	13.5243	SH2D1A	15.6947
removed	removed	SH2D1B	6.4205
SH2D3A	215.5927	removed	removed
SH2D3C	216.3882	SH2D3C	777.5994
SH2D4A	319.0135	SH2D4A	94.8814
SH3BGRL2	315.8313	SH3BGRL2	1465.3112
SH3BGRL3	1344.471	SH3BGRL3	2111.6462
SH3BGRL	26009.5147	SH3BGRL	2005.3505
SH3BGR	140.0159	SH3BGR	73.4796
SH3BP1	111.249	SH3BP1	46.071
SH3BP2	407.319	SH3BP2	572.142
SH3BP4	6395.3858	SH3BP4	920.9916
SH3BP5L	629.2761	SH3BP5L	662.743
SH3BP5	1025.0676	SH3BP5	3829.2492
SH3D19	2732.6969	SH3D19	5562.3328
removed	removed	SH3D20	7.8473
SH3GL1	1414.4789	SH3GL1	2050.2943
removed	removed	SH3GL2	5.7072
SH3GLB1	3486.8735	SH3GLB1	5514.5354
SH3GLB2	666.6667	SH3GLB2	781.8798
SH3KBP1	869.5306	SH3KBP1	3353.6651
SH3PXD2A	3377.0883	SH3PXD2A	1797.0394
SH3PXD2B	2366.7462	SH3PXD2B	828.9638
SH3RF1	2112.1718	SH3RF1	657.7492
SH3RF2	324.5823	SH3RF2	101.3019
SH3RF3	186.1575	SH3RF3	179.0619
SH3TC1	103.4208	SH3TC1	190.4762
SH3TC2	27.0485	SH3TC2	23.542
SH3YL1	1117.7407	SH3YL1	271.8031
SHANK2	1177.1758	SHANK2	62.7787
SHANK3	500.3978	SHANK3	2365.6144
SHARPIN	599.8409	SHARPIN	1139.2902
removed	removed	SHBG	6.4205
SHB	794.7494	SHB	275.3701
SHC1	3510.7399	SHC1	3331.5498
SHC2	233.0947	SHC2	465.1329
removed	removed	SHC3	7.8473
SHC4	9.5465	removed	removed
SHCBP1	31.0263	removed	removed
SHE	340.4932	SHE	959.5149
SHFM1	660.3023	SHFM1	1778.4912
SHF	69.2124	SHF	87.0341
SHISA2	601.432	SHISA2	12.1277
SHISA3	10.3421	SHISA3	41.3769
SHISA4	136.8337	SHISA4	154.8065
SHISA5	2482.8958	SHISA5	2226.5026
SHISA6	9.5465	SHISA6	79.9001
SHISA9	622.1161	removed	removed
SHKBP1	500.3978	SHKBP1	507.9365
SHMT1	846.1098	SHMT1	7358.9727
SHMT2	848.0509	SHMT2	922.4184
SHOC2	2431.9809	SHOC2	1504.5479
SHOX2	150.358	SHOX2	133.4047
SHPK	350.0398	SHPK	836.0977
SHPRH	320.1989	SHPRH	375.4378
SHQ1	876.6905	SHQ1	226.8593
SHROOM1	217.1838	SHROOM1	385.9461
SHROOM2	280.0318	SHROOM2	37.0965
SHROOM3	3538.5839	SHROOM3	15.6947
SHROOM4	474.9403	SHROOM4	680.5778
SIAE	1153.1265	SIAE	507.9436
SIAH1	547.1917	SIAH1	743.6704
SIAH2	2172.6333	SIAH2	604.9581
SIDT1	1404.1368	SIDT1	51.3644
SIDT2	1987.2633	SIDT2	4051.9993
SIGIRR	380.2705	SIGIRR	319.6005
SIGLEC10	54.8926	removed	removed
removed	removed	SIGLEC11	12.8411
SIGLEC14	12.7287	SIGLEC14	9.2741
SIGLEC15	97.852	removed	removed
removed	removed	SIGLEC16	14.2679
SIGLEC1	75.5768	SIGLEC1	290.3513
SIGLEC5	13.5243	SIGLEC5	9.2741
SIGLEC6	5.5688	SIGLEC6	10.7009
removed	removed	SIGLEC7	10.7009
SIGLEC8	30.2307	SIGLEC8	15.6947
SIGLEC9	9.5465	SIGLEC9	5.7072
SIGLECP3	7.9554	SIGLECP3	12.8411
SIGMAR1	867.9395	SIGMAR1	1227.0376
SIK1	784.4073	SIK1	1804.1734
SIK2	1216.3882	SIK2	8622.0795
SIK3	1147.9714	SIK3	924.5586
SIKE1	959.4272	SIKE1	791.8673
SIL1	1025.4574	SIL1	850.3656
SILV	19.0931	SILV	5.7072
SIM1	29.4352	SIM1	89.1742
SIM2	279.2363	SIM2	21.4018
SIN3A	2692.9196	SIN3A	1949.7057
SIN3B	900.5569	SIN3B	1253.4332
SIP1	164.6778	SIP1	146.9592
SIPA1L1	1089.101	SIPA1L1	150.5261
SIPA1L2	487.6691	SIPA1L2	507.9365
SIPA1L3	1758.9499	SIPA1L3	241.1272
SIPA1	300.716	SIPA1	582.1295
SIRPA	741.4479	SIRPA	1769.9304
SIRPB1	36.5951	SIRPB1	87.7475
SIRPB2	21.4797	SIRPB2	27.109
SIRT1	918.0589	SIRT1	1451.0433
SIRT2	625.2983	SIRT2	1756.376
SIRT3	1239.459	SIRT3	798.7658
SIRT4	38.9817	SIRT4	22.1152
SIRT5	295.1472	SIRT5	599.9643
SIRT6	155.9268	SIRT6	155.5199
SIRT7	197.2951	SIRT7	306.046
SIT1	9.5465	SIT1	30.6759
SIVA1	396.1814	SIVA1	885.3219
SIX1	97.852	SIX1	938.1131
SIX2	69.2124	SIX2	62.0653
SIX4	90.6921	SIX4	152.6663
SIX5	505.9666	SIX5	1259.1404
SKA1	7.1599	removed	removed
SKA2	783.6118	SKA2	348.8497
SKA3	30.2546	removed	removed
SKAP1	210.8194	SKAP1	19.2616
SKAP2	725.537	SKAP2	1212.0564
SKIL	1102.6253	SKIL	252.5415
SKIV2L2	2258.3055	SKIV2L2	2110.8115
SKIV2L	936.3564	SKIV2L	705.5466
SKI	2264.1209	SKI	3114.6781
SKP1	7713.6038	SKP1	4766.8985
SKP2	110.5807	SKP2	129.1243
SLA2	11.1376	SLA2	7.8473
SLAIN1	21.4797	SLAIN1	107.0091
