gene_id	TCGA-E2-A1LS-01A-12R-A157-07	gene_id	TCGA-E2-A1LS-11A-32R-A157-07
DGKA	132.6326	DGKA	147.4954
removed	removed	DGKB	6.6706
DGKD	274.7748	DGKD	643.7172
DGKE	131.6316	DGKE	243.1079
DGKG	23.023	DGKG	22.6061
DGKH	30.5305	DGKH	40.3945
removed	removed	DGKI	42.9886
DGKQ	78.5786	DGKQ	194.5605
DGKZ	383.8839	DGKZ	588.1285
DGUOK	1985.4855	DGUOK	439.5213
DHCR24	3021.5215	DHCR24	5109.343
DHCR7	21065.0651	DHCR7	1067.6737
DHDDS	1035.035	DHDDS	3664.0367
removed	removed	DHDPSL	169.7012
DHFRL1	384.8849	DHFRL1	242.3667
DHFR	117.6176	DHFR	758.7932
removed	removed	DHH	6.6706
DHODH	87.5876	DHODH	217.5371
DHPS	593.5936	DHPS	576.2251
DHRS11	136.6366	DHRS11	1132.8978
DHRS12	344.8448	DHRS12	493.9983
DHRS13	61.001	DHRS13	24.2589
DHRS1	271.7718	DHRS1	406.9093
DHRS3	2548.5485	DHRS3	4542.7088
removed	removed	DHRS4L1	15.1942
DHRS4L2	122.4875	DHRS4L2	437.3719
DHRS4	207.2573	DHRS4	856.9258
DHRS7B	482.4825	DHRS7B	691.1529
DHRS7	3536.036	DHRS7	1020.6086
removed	removed	DHRS9	36.6885
DHRSX	376.8769	DHRSX	397.6445
DHTKD1	1294.7948	DHTKD1	1401.2059
DHX15	1769.7698	DHX15	2097.1765
DHX16	475.976	DHX16	837.5365
DHX29	659.6597	DHX29	1400.4647
DHX30	744.2442	DHX30	1195.1571
DHX32	773.6036	DHX32	741.3421
DHX33	155.6557	DHX33	281.2788
DHX34	350.8509	DHX34	130.8187
DHX35	313.8138	DHX35	250.5198
DHX36	759.2593	DHX36	1073.2326
DHX37	191.6917	DHX37	278.3141
DHX38	578.5786	DHX38	1204.4219
DHX40P1	23.023	DHX40P1	64.8535
DHX40	880.3804	DHX40	1645.7962
DHX57	615.1151	DHX57	574.046
DHX58	60.5606	DHX58	217.1665
DHX8	523.5235	DHX8	920.5489
DHX9	3393.8939	DHX9	3808.5673
DIABLO	1006.006	DIABLO	521.8593
DIAPH1	1219.2192	DIAPH1	1070.2678
DIAPH2	349.8498	DIAPH2	901.6488
DIAPH3	74.0741	DIAPH3	12.6001
DICER1	818.8188	DICER1	2419.9615
DIDO1	2963.4635	DIDO1	1451.2357
DIMT1L	675.6757	DIMT1L	438.039
DIO2	71.5716	DIO2	92.2772
removed	removed	DIO3	22.9767
DIP2A	1567.5676	DIP2A	716.7237
DIP2B	1921.4214	DIP2B	1035.0616
DIP2C	732.2322	DIP2C	2804.2648
DIRAS1	560.5606	DIRAS1	103.395
DIRAS2	54.0541	removed	removed
DIRAS3	51.5516	DIRAS3	17.0472
DIRC2	657.3173	DIRC2	499.9092
DIRC3	10.5105	DIRC3	82.2713
DIS3L2	371.8719	DIS3L2	330.1969
DIS3L	636.1361	DIS3L	1307.0757
DIS3	2096.3163	DIS3	1653.7046
DISC1	802.7978	DISC1	111.0514
DISP1	290.2903	DISP1	241.255
DISP2	11.011	DISP2	22.9767
DIXDC1	121.6216	DIXDC1	2631.5692
DKC1	1959.96	DKC1	757.8593
DKFZP586I1420	254.7548	DKFZP586I1420	172.325
DKFZP686I15217	164.6647	DKFZP686I15217	30.3885
DKFZp434J0226	74.0741	removed	removed
DKFZp686O24166	28.028	DKFZp686O24166	9.2648
DKFZp761E198	95.0951	DKFZp761E198	587.3873
removed	removed	DKFZp779M0652	17.4178
DKK2	55.0551	DKK2	211.6077
DKK3	183.6837	DKK3	572.193
DKKL1	23.023	removed	removed
DLAT	578.8238	DLAT	2461.4678
DLC1	334.3343	DLC1	11311.9304
DLD	2635.6356	DLD	5161.2258
DLEC1	14.014	DLEC1	18.159
DLEU1	211.2112	DLEU1	61.8888
removed	removed	DLEU2L	5.9295
DLEU2	11.011	DLEU2	18.7667
DLG1	1771.2713	DLG1	2897.6538
removed	removed	DLG2	68.93
DLG3	1418.9189	DLG3	159.3543
DLG4	96.5966	DLG4	146.7986
DLG5	625.1251	DLG5	1732.5146
DLGAP1	190.04	DLGAP1	5.9295
removed	removed	DLGAP2	15.9354
DLGAP4	3869.3694	DLGAP4	1497.5597
DLGAP5	138.6386	removed	removed
DLL1	23.023	DLL1	126.7422
DLL3	89.5896	removed	removed
DLL4	192.1922	DLL4	511.0455
DLST	920.4204	DLST	5117.1254
DLX3	90.0901	removed	removed
DLX4	22.022	DLX4	9.6354
DLX5	8.5085	DLX5	8.153
DMAP1	334.8348	DMAP1	475.8393
DMBT1	8.008	removed	removed
DMC1	33.033	DMC1	20.7531
DMD	2704.2042	DMD	3687.0134
DMGDH	16.016	DMGDH	775.6477
DMKN	13.5135	DMKN	12.6001
DMPK	106.1061	DMPK	529.2045
DMRT2	19.5195	DMRT2	690.7823
DMRT3	16.5165	DMRT3	88.9419
removed	removed	DMRTA1	100.4303
DMRTC1B	12.012	removed	removed
DMTF1	2716.2863	DMTF1	790.4714
DMWD	331.3313	DMWD	335.3852
DMXL1	644.1441	DMXL1	1998.5992
DMXL2	654.6547	DMXL2	805.6656
DNA2	40.04	DNA2	65.2241
DNAH10	8.008	DNAH10	10.7471
DNAH11	338.5936	removed	removed
DNAH12	24.024	removed	removed
DNAH14	220.7207	DNAH14	17.4178
DNAH17	7.007	DNAH17	59.2946
DNAH1	151.6517	DNAH1	288.6907
DNAH2	90.0901	DNAH2	18.159
DNAH3	21.021	removed	removed
removed	removed	DNAH5	5.1883
DNAH6	39.039	DNAH6	9.6354
DNAH7	17.017	DNAH7	5.1883
removed	removed	DNAH9	132.3011
DNAJA1	3703.2032	DNAJA1	5190.5025
DNAJA2	2715.2152	DNAJA2	2829.8356
DNAJA3	865.3654	DNAJA3	1033.2087
DNAJA4	1760.7608	DNAJA4	1685.0789
DNAJB11	1787.2873	DNAJB11	731.9179
DNAJB12	750.2503	DNAJB12	1202.1983
DNAJB13	6.006	removed	removed
DNAJB14	219.7197	DNAJB14	482.1393
DNAJB1	4826.3263	DNAJB1	35257.6907
DNAJB2	1044.044	DNAJB2	1766.9796
DNAJB4	346.3463	DNAJB4	2999.937
DNAJB5	81.5816	DNAJB5	197.1546
DNAJB6	4611.6116	DNAJB6	1980.8108
DNAJB7	11.3363	removed	removed
DNAJB9	968.969	DNAJB9	1112.5152
DNAJC10	3011.5115	DNAJC10	1530.5423
DNAJC11	1110.2202	DNAJC11	1157.405
DNAJC12	169.1692	DNAJC12	15.5648
DNAJC13	1091.0911	DNAJC13	2123.859
DNAJC14	1152.2673	DNAJC14	856.1142
DNAJC15	1960.4605	DNAJC15	1182.557
DNAJC16	1285.2853	DNAJC16	721.912
DNAJC17	137.6376	DNAJC17	185.2957
DNAJC18	61.0611	DNAJC18	215.3136
DNAJC19	826.8268	DNAJC19	519.1985
DNAJC1	970.971	DNAJC1	603.6933
DNAJC21	1083.0831	DNAJC21	1429.3708
DNAJC22	14.5145	removed	removed
DNAJC24	521.9069	DNAJC24	521.133
DNAJC25	583.5836	DNAJC25	355.3971
DNAJC27	170.1702	DNAJC27	301.2908
DNAJC28	51.5516	DNAJC28	54.1063
DNAJC2	1422.3373	DNAJC2	496.5479
DNAJC30	503.5035	DNAJC30	439.1508
DNAJC3	3053.0531	DNAJC3	2122.0061
DNAJC4	652.007	DNAJC4	300.4014
DNAJC5	2497.998	DNAJC5	1609.4782
DNAJC6	11.5115	DNAJC6	34.8356
DNAJC7	856.8919	DNAJC7	1496.1625
DNAJC8	2396.3964	DNAJC8	2386.2377
DNAJC9	505.005	DNAJC9	281.6494
DNAL1	257.2573	DNAL1	615.9228
DNAL4	1272.2723	DNAL4	290.9142
DNALI1	8.008	DNALI1	148.9777
DNASE1L1	211.9069	DNASE1L1	317.2855
removed	removed	DNASE1L3	191.5957
DNASE1	49.049	DNASE1	61.5182
DNASE2B	64.5646	removed	removed
DNASE2	1442.4424	DNASE2	898.3134
DND1	17.2322	DND1	25.6857
DNER	1077.5776	DNER	31.5003
DNHD1	53.0531	DNHD1	174.5485
DNLZ	59.0591	DNLZ	48.9181
DNM1L	2435.4354	DNM1L	1865.1863
DNM1P35	45.5455	DNM1P35	16.6766
removed	removed	DNM1	282.3906
DNM2	986.5115	DNM2	1684.5934
DNM3	39.5395	DNM3	123.7775
DNMBP	152.6527	DNMBP	669.3621
DNMT1	439.4394	DNMT1	496.963
DNMT3A	512.5125	DNMT3A	230.8784
DNMT3B	118.1181	DNMT3B	32.2414
DNPEP	986.987	DNPEP	1032.4675
DNTTIP1	727.7277	DNTTIP1	275.72
DNTTIP2	1172.1722	DNTTIP2	1621.3372
removed	removed	DOC2B	46.3239
DOCK10	84.0841	DOCK10	209.3841
DOCK11	88.0881	DOCK11	6806.6514
DOCK1	947.9479	DOCK1	2610.4455
DOCK2	64.5646	DOCK2	103.395
DOCK3	19.019	DOCK3	14.4531
DOCK4	227.2272	DOCK4	575.1578
DOCK5	519.5195	DOCK5	84.8654
DOCK6	264.2643	DOCK6	1756.9736
DOCK7	873.3734	DOCK7	1662.1022
DOCK8	210.2102	DOCK8	1177.6948
DOCK9	1878.8789	DOCK9	1900.0219
DOHH	33.033	DOHH	53.7357
DOK1	15.5155	DOK1	738.9592
DOK2	10.5105	DOK2	60.4064
DOK3	41.5415	DOK3	14.4531
DOK4	401.9019	DOK4	207.5312
DOK5	115.1151	DOK5	61.8888
DOK6	16.5165	DOK6	37.8003
DOLK	393.3934	DOLK	336.4969
DOLPP1	319.3193	DOLPP1	280.5377
DOM3Z	602.5375	DOM3Z	125.8491
DONSON	429.4645	DONSON	124.2741
DOPEY1	921.6016	DOPEY1	872.0348
DOPEY2	1174.6747	DOPEY2	478.4334
DOT1L	288.2883	DOT1L	241.5959
DPAGT1	1465.4655	DPAGT1	598.8756
DPCD	375.5405	DPCD	104.2918
DPEP2	9.5095	DPEP2	37.4297
DPF2	853.3534	DPF2	1057.6677
DPF3	59.5596	DPF3	23.3473
DPH1	453.4635	DPH1	456.2165
DPH2	252.7528	DPH2	224.5784
DPH3B	31.031	DPH3B	24.8296
DPH3	924.4244	DPH3	935.002
DPH5	400.9159	DPH5	392.3414
DPM1	867.8679	DPM1	583.6814
DPM2	679.1792	DPM2	388.0091
DPM3	767.2673	DPM3	197.1546
DPP3	438.4384	DPP3	461.7568
DPP4	33.033	DPP4	614.8111
removed	removed	DPP6	37.8003
DPP7	2201.2012	DPP7	1005.4143
DPP8	325.8258	DPP8	959.8316
DPP9	458.4585	DPP9	654.8349
DPT	297.2973	DPT	11433.1138
DPY19L1	444.4444	DPY19L1	520.3103
DPY19L2P2	5.5055	DPY19L2P2	11.4883
DPY19L2P4	9.009	removed	removed
DPY19L2	52.5526	DPY19L2	97.8361
DPY19L3	532.5325	DPY19L3	285.7259
DPY19L4	669.6697	DPY19L4	1013.9379
DPY30	1251.4114	DPY30	457.0133
DPYD	60.5606	DPYD	1130.3036
DPYSL2	7758.7588	DPYSL2	4307.0127
DPYSL3	1659.1592	DPYSL3	3439.0878
DPYS	57.0571	removed	removed
DR1	793.7938	DR1	1114.3682
DRAM1	229.7297	DRAM1	395.421
DRAM2	1433.9339	DRAM2	2386.9789
DRAP1	390.8909	DRAP1	782.6889
removed	removed	DRD1	22.6061
DRG1	2337.3373	DRG1	1880.7511
DRG2	264.2643	DRG2	589.6108
removed	removed	DRP2	9.2648
DSC1	31.6517	removed	removed
DSC2	13321.3213	DSC2	758.2299
DSC3	132.6326	DSC3	6.6706
removed	removed	DSCAML1	12.6001
DSCC1	122.1221	DSCC1	93.389
DSCR3	829.3293	DSCR3	1293.7344
DSEL	81.5816	DSEL	1261.493
DSE	253.7738	DSE	1599.35
DSG1	17229.7297	DSG1	414.6917
DSG2	13956.6567	DSG2	2962.8593
DSG3	16.5165	removed	removed
removed	removed	DSG4	5.9295
DSN1	710.7107	DSN1	279.0553
DSP	11906.4064	DSP	690.4117
DSTN	13386.3864	DSTN	6619.1321
DSTYK	1214.2142	DSTYK	936.1138
DST	5581.5816	DST	7906.9371
DTD1	841.3413	DTD1	378.0032
DTL	308.3083	DTL	22.6061
DTNA	2005.005	DTNA	627.0406
DTNBP1	200.2002	DTNBP1	249.408
DTNB	1803.8038	DTNB	137.86
DTWD1	833.3333	DTWD1	692.6352
DTWD2	119.6196	DTWD2	259.0434
DTX1	56.0561	DTX1	2145.7239
DTX2	178.1782	DTX2	171.9544
DTX3L	874.3744	DTX3L	890.153
DTX3	898.3984	DTX3	147.1248
DTX4	87.0871	DTX4	880.8956
DTYMK	252.2523	DTYMK	179.7368
DULLARD	1564.5646	DULLARD	1923.7397
DUOX1	492.4925	DUOX1	52.624
DUOX2	96.5966	removed	removed
DUOXA1	114.4995	DUOXA1	7.0412
DUOXA2	7.6226	removed	removed
DUS1L	651.6517	DUS1L	829.3834
DUS2L	103.1031	DUS2L	177.5133
DUS3L	100.1001	DUS3L	123.7775
DUS4L	357.3574	DUS4L	125.3081
DUSP10	341.3413	DUSP10	403.574
DUSP11	783.7838	DUSP11	402.4622
DUSP12	223.7237	DUSP12	209.7547
DUSP14	500.5005	DUSP14	1892.61
DUSP16	1318.3183	DUSP16	968.7258
DUSP18	178.6787	DUSP18	104.1139
DUSP19	357.3574	DUSP19	128.2246
DUSP1	850.3504	DUSP1	21786.3244
DUSP22	1313.8138	DUSP22	1434.5591
DUSP23	709.2092	DUSP23	249.408
DUSP28	149.6496	DUSP28	52.624
DUSP2	312.3123	DUSP2	99.6891
DUSP3	831.8318	DUSP3	2557.8215
DUSP4	641.6416	DUSP4	362.8089
DUSP5	191.6917	DUSP5	734.1415
DUSP6	5483.4835	DUSP6	4310.348
DUSP7	922.9229	DUSP7	420.9918
DUSP8	724.7247	DUSP8	384.3032
DUSP9	12.012	removed	removed
DUT	737.5325	DUT	669.6734
DVL1	586.0861	DVL1	690.7823
DVL2	276.2763	DVL2	482.5099
DVL3	3401.9019	DVL3	1611.7018
DYM	1256.2563	DYM	861.9955
DYNC1H1	4548.5485	DYNC1H1	12101.29
DYNC1I1	1103.1031	DYNC1I1	66.7064
DYNC1I2	1987.4875	DYNC1I2	2383.273
DYNC1LI1	1589.5896	DYNC1LI1	766.0123
DYNC1LI2	4937.9379	DYNC1LI2	5710.8127
DYNC2H1	252.7528	DYNC2H1	1146.2391
DYNC2LI1	426.4264	DYNC2LI1	383.9326
DYNLL1	6796.2963	DYNLL1	3980.8923
DYNLL2	804.3043	DYNLL2	1823.3095
DYNLRB1	7154.1542	DYNLRB1	1758.456
DYNLT1	2718.7187	DYNLT1	788.2478
DYNLT3	1131.6316	DYNLT3	821.601
DYRK1A	3791.2913	DYRK1A	1652.0962
DYRK1B	385.3854	DYRK1B	383.562
DYRK2	430.4304	DYRK2	373.5561
DYRK3	1116.1161	DYRK3	495.11
DYRK4	792.7928	DYRK4	199.0076
DYSF	836.3363	DYSF	935.002
DYX1C1	99.3544	DYX1C1	13.3413
DZIP1L	19.5195	DZIP1L	105.2479
DZIP1	97.8629	DZIP1	268.3156
DZIP3	464.965	DZIP3	650.3878
E2F1	80.0801	E2F1	27.7944
E2F2	87.0871	E2F2	6.3001
E2F3	1062.5626	E2F3	201.6017
E2F4	830.8308	E2F4	943.5256
E2F5	200.5506	E2F5	38.3636
E2F6	562.5626	E2F6	341.3146
E2F7	46.5465	removed	removed
E2F8	56.0561	removed	removed
E4F1	168.6687	E4F1	164.9132
EAF1	945.9459	EAF1	872.0015
EAF2	63.5636	EAF2	45.2121
EAPP	740.2402	EAPP	860.1425
EARS2	535.035	EARS2	527.7221
EBAG9	588.0881	EBAG9	607.3992
EBF1	152.1522	EBF1	6085.4806
EBF2	11.5115	EBF2	289.0613
EBF3	94.5946	EBF3	1452.3475
EBF4	151.6517	EBF4	64.4829
EBI3	9.5095	EBI3	10.7471
EBNA1BP2	874.3744	EBNA1BP2	617.7758
EBPL	1725.7257	EBPL	200.4899
EBP	738.2382	EBP	327.9733
ECD	724.7247	ECD	620.7405
ECE1	2569.5696	ECE1	8105.9447
ECE2	239.7397	ECE2	31.1297
ECEL1	6.5065	removed	removed
ECH1	2382.3824	ECH1	5673.0124
ECHDC1	1133.1331	ECHDC1	4216.959
ECHDC2	339.3393	ECHDC2	1108.0681
ECHDC3	310.3103	ECHDC3	1711.7615
ECHS1	1547.5475	ECHS1	9986.6958
ECM1	140.1401	ECM1	947.6021
ECM2	129.1291	ECM2	8130.4037
ECSCR	64.5646	ECSCR	269.7905
ECSIT	154.1542	ECSIT	660.7644
ECT2L	48.048	ECT2L	8.8942
ECT2	286.2863	ECT2	207.1606
EDA2R	23.5235	EDA2R	31.8709
EDARADD	8.5085	EDARADD	20.3825
EDA	38.038	EDA	295.3613
EDC3	1120.1201	EDC3	619.9993
EDC4	714.2993	EDC4	744.8886
EDEM1	904.9049	EDEM1	1185.1511
EDEM2	1468.4685	EDEM2	525.1279
EDEM3	1587.0871	EDEM3	1683.2259
EDF1	3065.0651	EDF1	2806.8589
EDIL3	20.5205	EDIL3	109.695
EDN1	880.8809	EDN1	102.6538
EDN2	619.1191	EDN2	10.7471
EDN3	36.5365	removed	removed
EDNRA	371.8719	EDNRA	716.7237
EDNRB	427.9279	EDNRB	1477.1771
EEA1	420.4204	EEA1	1847.3979
EED	362.8629	EED	487.3276
EEF1A1P9	8747.7477	EEF1A1P9	6802.2043
EEF1A1	132757.7578	EEF1A1	102067.1586
EEF1A2	28.5285	EEF1A2	5.1883
EEF1B2	4404.9049	EEF1B2	3230.0742
EEF1D	2311.8118	EEF1D	4108.0051
EEF1E1	304.3043	EEF1E1	137.4894
EEF1G	13311.8118	EEF1G	13603.2968
EEF2K	1447.4474	EEF2K	2146.0945
EEF2	32963.4635	EEF2	56823.8839
EEFSEC	241.7417	EEFSEC	321.6659
EEPD1	94.5946	EEPD1	1400.8353
EFCAB10	12.7778	removed	removed
EFCAB1	56.5566	EFCAB1	5.9295
EFCAB2	119.1191	EFCAB2	256.4492
EFCAB4A	1003.003	EFCAB4A	127.854
EFCAB4B	223.7237	EFCAB4B	27.7944
EFCAB6	76.5766	EFCAB6	27.4238
EFCAB7	136.1361	EFCAB7	136.3776
EFEMP1	371.8719	EFEMP1	6548.3492
EFEMP2	178.1782	EFEMP2	1819.6035
EFHA1	713.2132	EFHA1	800.4773
EFHA2	48.048	EFHA2	256.4492
EFHB	64.0641	EFHB	76.7124
EFHC1	383.3834	EFHC1	201.2311
EFHC2	36.5365	removed	removed
EFHD1	702.7027	EFHD1	462.8686
EFHD2	476.977	EFHD2	365.7737
EFNA1	6514.5145	EFNA1	620.3699
EFNA3	3134.6346	EFNA3	68.1888
EFNA4	1573.0731	EFNA4	77.4536
EFNA5	2383.8839	EFNA5	681.8881
EFNB1	413.9139	EFNB1	1561.3014
EFNB2	717.7177	EFNB2	1354.1408
EFNB3	200.2002	EFNB3	65.5947
EFR3A	1192.1922	EFR3A	1897.7983
EFR3B	58.0581	EFR3B	71.1535
EFS	1497.998	EFS	658.9114
EFTUD1	369.8699	EFTUD1	595.5403
EFTUD2	1007.6727	EFTUD2	1564.3365
EGFL7	103.1031	EGFL7	640.7524
EGFL8	74.049	EGFL8	87.5263
EGFLAM	69.5696	EGFLAM	988.3671
EGFR	456.4464	EGFR	2866.4833
EGF	2233.2332	EGF	51.1416
EGLN1	2030.5305	EGLN1	1867.0392
EGLN2	409.4094	EGLN2	1535.6713
EGLN3	107.6076	EGLN3	53.7357
EGR1	4976.4765	EGR1	73054.6733
EGR2	299.7998	EGR2	2086.4293
EGR3	718.7187	EGR3	2855.0358
EGR4	54.0541	removed	removed
EHBP1L1	64.0641	EHBP1L1	609.9934
EHBP1	950.951	EHBP1	4172.8327
EHD1	593.0931	EHD1	1567.2308
EHD2	419.9199	EHD2	16776.2999
EHD3	201.2012	EHD3	89.3125
EHD4	1541.041	EHD4	997.6319
EHF	4752.2523	EHF	278.6847
EHHADH	273.2733	EHHADH	1169.5863
EHMT1	771.7718	EHMT1	1247.0399
EHMT2	1586.0861	EHMT2	936.4843
EI24	3147.1471	EI24	2890.6126
EID1	3101.6016	EID1	3891.5798
EID2B	33.033	EID2B	35.5768
EID2	508.5085	EID2	257.9316
EID3	8.5085	EID3	59.6652
EIF1AD	442.9429	EIF1AD	474.3569
EIF1AX	2106.1061	EIF1AX	2528.5448
EIF1B	650.6507	EIF1B	936.1138
EIF1	10360.3604	EIF1	20509.6372
EIF2AK1	8097.3774	EIF2AK1	3019.393
EIF2AK2	166.6667	EIF2AK2	429.1448
EIF2AK3	1504.5045	EIF2AK3	759.7123
EIF2AK4	2318.8188	EIF2AK4	1960.0577
EIF2A	3350.3504	EIF2A	2552.6332
EIF2B1	1418.9189	EIF2B1	1335.9818
EIF2B2	356.3564	EIF2B2	533.281
EIF2B3	249.2492	EIF2B3	1290.7697
EIF2B4	1372.3724	EIF2B4	815.6716
EIF2B5	1187.1872	EIF2B5	786.3949
EIF2C1	668.1682	EIF2C1	1041.7323
EIF2C2	90.0901	EIF2C2	280.5377
EIF2C3	36.5365	EIF2C3	296.4731
EIF2C4	218.7187	EIF2C4	575.5284
EIF2S1	1025.025	EIF2S1	1983.4049
EIF2S2	2886.3864	EIF2S2	1668.7729
EIF2S3	7065.5656	EIF2S3	4768.3989
EIF3A	2033.033	EIF3A	10409.5405
EIF3B	2300.8008	EIF3B	3439.0878
EIF3CL	9908.3433	EIF3CL	7944.4335
EIF3C	31.5966	EIF3C	125.9344
EIF3D	6570.5706	EIF3D	3365.3401
EIF3E	12097.5976	EIF3E	7295.0908
EIF3F	4597.0971	EIF3F	3011.4253
EIF3G	1198.8989	EIF3G	1745.841
EIF3H	7236.7367	EIF3H	4244.3828
EIF3I	2740.7558	EIF3I	3127.8021
EIF3J	2177.1772	EIF3J	1624.6725
EIF3K	3078.5786	EIF3K	3884.9091
EIF3L	13626.1261	EIF3L	9520.4918
EIF3M	4048.7187	EIF3M	2546.2517
EIF4A1	6217.5125	EIF4A1	6300.7831
EIF4A2	8986.4865	EIF4A2	8840.4567
EIF4A3	509.5095	EIF4A3	999.8555
EIF4B	10717.6026	EIF4B	13726.4221
EIF4E2	1895.3954	EIF4E2	1356.7349
EIF4E3	465.966	EIF4E3	2493.3386
EIF4EBP1	615.1151	EIF4EBP1	519.1985
EIF4EBP2	5661.6617	EIF4EBP2	18411.7196
EIF4EBP3	730.6757	EIF4EBP3	315.5474
EIF4ENIF1	851.3514	EIF4ENIF1	600.7286
EIF4E	453.954	EIF4E	454.7156
EIF4G1	4800.3003	EIF4G1	8309.0287
EIF4G2	24370.3704	EIF4G2	25529.6677
EIF4G3	2244.2442	EIF4G3	2429.9675
EIF4H	3203.2032	EIF4H	5384.3218
EIF5A2	265.7658	EIF5A2	198.2664
EIF5AL1	1793.7938	EIF5AL1	1128.0801
EIF5A	6506.006	EIF5A	3487.6352
EIF5B	7085.5856	EIF5B	4159.8879
EIF5	3139.6396	EIF5	7290.6437
EIF6	3845.8458	EIF6	1134.0095
ELAC1	354.2593	ELAC1	153.1839
ELAC2	669.1692	ELAC2	1566.4896
removed	removed	ELANE	8.5236
ELAVL1	3076.0761	ELAVL1	1256.6753
ELAVL2	20.02	removed	removed
ELAVL4	33.033	removed	removed
ELF1	1792.7928	ELF1	1383.0469
ELF2	1283.7838	ELF2	1032.0969
ELF3	9207.2072	ELF3	179.7368
ELF4	364.8649	ELF4	406.1681
ELF5	6254.2543	ELF5	134.8953
ELFN1	15.015	ELFN1	17.7884
ELK1	1005.5055	ELK1	576.2696
ELK3	253.2533	ELK3	693.3764
ELK4	173.1732	ELK4	197.1546
ELL2	792.7928	ELL2	2026.7641
ELL3	637.2573	ELL3	91.8733
ELL	278.7788	ELL	371.7031
ELMO1	370.8709	ELMO1	559.9635
ELMO2	1227.2272	ELMO2	845.6895
ELMO3	208.7087	ELMO3	8.153
ELMOD2	224.2242	ELMOD2	239.7726
ELMOD3	168.6687	ELMOD3	2190.5655
ELN	238.2382	ELN	1353.3996
ELOF1	846.3463	ELOF1	585.9049
ELOVL1	2679.6797	ELOVL1	1621.3372
ELOVL2	15.5155	ELOVL2	34.465
removed	removed	ELOVL3	148.2365
ELOVL4	13.5135	ELOVL4	27.4238
ELOVL5	2068.0681	ELOVL5	14036.8887
ELOVL6	241.2412	ELOVL6	2328.0549
ELOVL7	309.3093	ELOVL7	67.4476
ELP2P	8.008	ELP2P	11.4883
ELP2	2739.7397	ELP2	1650.2433
ELP3	783.2833	ELP3	1053.9618
ELP4	355.8559	ELP4	269.0493
ELTD1	487.4875	ELTD1	2830.2062
EMB	78.0781	EMB	1299.2933
EMCN	481.982	EMCN	1742.5205
EMD	1221.2212	EMD	775.2771
EME1	21.987	EME1	9.439
EMG1	774.7748	EMG1	377.6326
EMID1	35.5355	EMID1	9.6354
EMILIN1	56.5566	EMILIN1	877.5603
EMILIN2	157.1572	EMILIN2	385.0444
EMILIN3	47.9379	EMILIN3	19.6154
EML1	237.7377	EML1	850.1366
EML2	170.1702	EML2	290.1545
EML3	134.6346	EML3	1135.1213
EML4	2298.7988	EML4	1047.2912
EML5	33.5335	EML5	43.3592
EML6	173.1732	EML6	14.4531
EMP1	2164.6647	EMP1	35469.669
EMP2	5009.5095	EMP2	2879.4948
EMP3	108.6086	EMP3	482.5099
EMR2	314.8148	EMR2	34.0944
EMR3	6.006	removed	removed
EMX2OS	11.5115	EMX2OS	436.186
EMX2	7.007	EMX2	140.4541
EN1	637.1371	EN1	78.5654
removed	removed	EN2	10.7471
ENAH	4950.951	ENAH	2419.5909
ENC1	491.992	ENC1	257.1459
ENDOD1	1072.0721	ENDOD1	981.3259
ENDOG	54.8949	ENDOG	92.2772
ENDOU	5.5055	ENDOU	19.2708
ENGASE	50.0501	ENGASE	331.3087
ENG	2541.041	ENG	3514.3178
ENHO	202.2022	ENHO	20.3825
ENKUR	16.5165	removed	removed
ENO1	6771.7718	ENO1	10699.3429
ENO2	29.5295	ENO2	153.7954
ENO3	6.006	ENO3	45.5827
ENOPH1	1956.957	ENOPH1	522.5338
ENOSF1	524.4945	ENOSF1	329.9078
removed	removed	ENOX1	163.0602
ENOX2	548.048	ENOX2	392.4562
ENPEP	146.1461	ENPEP	829.0129
ENPP1	752.7528	ENPP1	1461.9829
ENPP2	143.6436	ENPP2	7720.1591
ENPP3	12.012	ENPP3	54.4769
ENPP4	419.4194	ENPP4	1162.1745
ENPP5	542.042	ENPP5	45.5827
ENPP6	42.042	ENPP6	14.0825
ENSA	6706.7067	ENSA	3935.3096
ENTPD1	678.1782	ENTPD1	765.2711
ENTPD2	5261.7618	ENTPD2	85.9772
ENTPD3	123.1231	ENTPD3	247.5254
ENTPD4	487.4875	ENTPD4	242.7373
ENTPD5	87.5826	ENTPD5	266.1291
ENTPD6	2057.0571	ENTPD6	843.4659
ENTPD7	640.5806	ENTPD7	128.925
ENY2	668.1682	ENY2	552.9223
removed	removed	EOMES	5.5589
EP300	3372.3724	EP300	3282.3276
EP400NL	132.1321	EP400NL	78.5654
EP400	1413.4134	EP400	1387.494
EPAS1	1112.1121	EPAS1	24019.8785
EPB41L1	4693.6937	EPB41L1	3957.5451
EPB41L2	761.7618	EPB41L2	9586.8277
EPB41L3	76.5766	EPB41L3	1581.6839
EPB41L4A	157.6577	EPB41L4A	880.1545
EPB41L4B	212.2122	EPB41L4B	3670.7073
EPB41L5	421.9219	EPB41L5	828.6423
EPB41	1560.1301	EPB41	2389.5619
removed	removed	EPB42	183.0721
EPB49	1311.3113	EPB49	2018.2405
EPC1	523.023	EPC1	622.2229
EPC2	632.6326	EPC2	881.2662
EPCAM	13118.6186	EPCAM	171.2132
EPDR1	26.026	EPDR1	1446.7886
EPHA10	15.5155	removed	removed
EPHA1	420.4204	EPHA1	8.8942
