gene_id	TCGA-A7-A13G-01A-11R-A13Q-07	gene_id	TCGA-A7-A13G-11A-51R-A13Q-07
removed	removed	SLCO1C1	165.9211
SLCO2A1	463.577	SLCO2A1	385.5226
SLCO2B1	432.636	SLCO2B1	1362.3424
SLCO3A1	94.9754	SLCO3A1	686.8646
SLCO4A1	13.684	SLCO4A1	60.0488
removed	removed	SLCO4C1	14.2334
SLFN11	173.8078	SLFN11	1555.5104
removed	removed	SLFN12L	63.8471
SLFN12	143.943	SLFN12	166.3278
SLFN13	175.4221	SLFN13	235.4616
SLFN5	222.2372	SLFN5	2721.4315
removed	removed	SLIT1	10.1667
SLIT2	134.7952	SLIT2	671.4111
SLIT3	300.8004	SLIT3	5458.3164
removed	removed	SLITRK2	30.9069
SLITRK4	7.5335	SLITRK4	97.194
SLITRK6	100.8946	SLITRK6	8.5401
SLK	2547.3868	SLK	2851.159
SLMAP	2549.2702	SLMAP	1099.634
SLMO1	22.3313	SLMO1	14.2334
SLMO2	1587.4084	SLMO2	1381.8625
SLPI	384.2066	SLPI	62.2204
SLTM	3061.5457	SLTM	2423.7495
SLU7	1287.6841	SLU7	1508.3367
SMAD1	931.728	SMAD1	905.6527
SMAD2	1557.0054	SMAD2	2923.5462
SMAD3	862.5816	SMAD3	1640.0976
SMAD4	1498.0884	SMAD4	2470.5083
SMAD5	1492.1639	SMAD5	2642.1309
SMAD6	29.8648	SMAD6	218.7881
SMAD7	543.2165	SMAD7	721.8381
SMAD9	8.0716	SMAD9	130.1342
SMAGP	89.0563	SMAGP	130.5409
SMAP1	734.4293	SMAP1	960.5856
SMAP2	1501.5807	SMAP2	1125.2542
SMARCA1	2253.0437	SMARCA1	1942.2529
SMARCA2	6119.3247	SMARCA2	4614.4774
SMARCA4	2960.9202	SMARCA4	691.3379
SMARCA5	3001.8161	SMARCA5	2123.6275
SMARCAD1	1065.1779	SMARCAD1	965.4331
SMARCAL1	613.9773	SMARCAL1	549.4103
SMARCB1	1401.2242	SMARCB1	587.2306
SMARCC1	3751.3957	SMARCC1	1564.8638
SMARCC2	3035.4476	SMARCC2	4140.3009
SMARCD1	1203.2017	SMARCD1	1356.649
SMARCD2	2525.8626	SMARCD2	2201.708
SMARCD3	113.8091	SMARCD3	281.4152
SMARCE1	3569.2473	SMARCE1	2381.0492
SMC1A	2579.135	SMC1A	1861.3257
SMC1B	8.8787	removed	removed
SMC2	747.4272	SMC2	518.5035
SMC3	1808.3003	SMC3	1744.205
SMC4	1147.777	SMC4	559.1704
SMC5	1157.4628	SMC5	941.0329
SMC6	657.2947	SMC6	690.5246
SMCHD1	1511.8047	SMCHD1	1961.3664
SMCR7L	1138.8982	SMCR7L	2119.1541
SMCR7	488.3299	SMCR7	156.5677
SMCR8	2081.1758	SMCR8	1057.0354
SMEK1	1942.0192	SMEK1	1444.4896
SMEK2	3046.7478	SMEK2	2928.4262
SMG1	5141.5888	SMG1	4178.1212
SMG5	3574.6284	SMG5	1212.2814
SMG6	1218.8068	SMG6	1131.7609
SMG7	3530.2347	SMG7	1998.3733
SMN2	421.4327	SMN2	470.3172
SMNDC1	500.4372	SMNDC1	682.3912
removed	removed	SMOC1	363.9691
SMOC2	1165.5344	SMOC2	2369.6625
SMOX	41.7031	SMOX	48.3937
SMO	174.884	SMO	279.3819
SMPD1	1108.2263	SMPD1	721.4315
SMPD2	343.5797	SMPD2	83.3672
SMPD3	76.1418	SMPD3	39.4469
SMPD4	2138.4274	SMPD4	1128.5075
SMPDL3A	424.5645	SMPDL3A	218.3815
SMPDL3B	279.0072	removed	removed
SMS	1296.8319	SMS	649.451
SMTNL1	6.4573	removed	removed
SMTN	512.0065	SMTN	764.9451
SMU1	1837.896	SMU1	1740.9516
SMUG1	639.2682	SMUG1	407.4827
SMURF1	751.3015	SMURF1	1283.6031
SMURF2	358.1086	SMURF2	743.3916
SMYD2	265.2855	SMYD2	485.9699
SMYD3	447.4339	SMYD3	107.3607
SMYD4	307.7958	SMYD4	458.3164
SMYD5	674.7831	SMYD5	481.9032
SNAI1	52.1961	SNAI1	147.2143
SNAI2	243.7614	SNAI2	647.4176
removed	removed	SNAI3	6.1
SNAP23	2284.5228	SNAP23	1612.0374
removed	removed	SNAP25	15.4534
SNAP29	2070.3572	SNAP29	1241.5616
SNAP47	1408.1442	SNAP47	410.0203
SNAPC1	139.3691	SNAPC1	282.2285
SNAPC2	492.9037	SNAPC2	152.501
SNAPC3	514.966	SNAPC3	629.9309
SNAPC4	314.5221	SNAPC4	120.3741
SNAPC5	105.8156	SNAPC5	73.6844
SNAPIN	969.6644	SNAPIN	790.1586
SNCAIP	16.6812	SNCAIP	163.4811
SNCA	19.9099	SNCA	69.9471
SNCG	46.546	SNCG	800.732
SND1	2567.0276	SND1	2572.1838
SNED1	461.1556	SNED1	1978.4465
SNF8	736.9341	SNF8	639.6909
SNHG10	75.3346	SNHG10	45.9536
SNHG11	214.5665	SNHG11	110.6873
SNHG12	121.0735	SNHG12	90.7523
SNHG1	295.4194	SNHG1	548.1903
SNHG3-RCC1	154.0432	SNHG3-RCC1	119.3656
SNHG3	29.0576	SNHG3	12.6068
SNHG4	6.5756	removed	removed
SNHG5	407.6142	SNHG5	1139.8943
SNHG6	385.2828	SNHG6	958.1131
SNHG7	292.2688	SNHG7	293.4364
SNHG8	1285.8008	SNHG8	651.0777
SNHG9	96.3207	SNHG9	43.107
SNIP1	359.9919	SNIP1	262.7084
SNN	506.0873	SNN	2688.0846
SNORA39	10.6303	SNORA39	7.6535
SNORA7B	13.3181	removed	removed
SNORA8	136.0759	SNORA8	267.1614
SNORD116-20	7.2644	SNORD116-20	14.6401
SNORD116-28	52.0751	SNORD116-28	65.2989
SNORD116-4	50.189	SNORD116-4	90.6751
SNORD1C	12.1773	SNORD1C	7.3322
SNPH	198.2915	SNPH	37.0069
SNRK	980.4264	SNRK	3209.8414
SNRNP200	6809.4437	SNRNP200	5362.3424
SNRNP25	1109.0334	SNRNP25	243.595
SNRNP27	596.4889	SNRNP27	756.405
SNRNP35	399.7552	SNRNP35	208.17
SNRNP40	898.3655	SNRNP40	437.9829
SNRNP48	408.4213	SNRNP48	344.0423
SNRNP70	2403.982	SNRNP70	1411.9561
SNRPA1	402.5022	SNRPA1	153.3144
SNRPA	823.569	SNRPA	1041.4803
SNRPB2	739.8937	SNRPB2	876.7792
SNRPB	1512.6118	SNRPB	700.2847
SNRPC	877.3794	SNRPC	721.8381
SNRPD1	555.0548	SNRPD1	285.0752
SNRPD2	1786.238	SNRPD2	1375.7625
SNRPD3	2034.3876	SNRPD3	868.9061
SNRPE	1090.4688	SNRPE	516.8768
SNRPF	549.1357	SNRPF	267.9951
SNRPG	513.6208	SNRPG	334.2822
SNRPN	1412.1558	SNRPN	956.3725
SNTA1	538.6426	SNTA1	1418.8695
SNTB1	158.4718	SNTB1	1095.1606
SNTB2	636.0396	SNTB2	2537.2102
removed	removed	SNTG2	43.5136
SNTN	13.4526	removed	removed
SNUPN	520.078	SNUPN	429.0362
SNURF	123.947	SNURF	45.734
SNW1	1857.8059	SNW1	1191.5413
SNX10	366.4492	SNX10	508.3367
SNX11	683.1237	SNX11	768.1985
SNX12	220.8919	SNX12	150.4677
SNX13	5937.4453	SNX13	2447.743
SNX14	1849.4653	SNX14	1116.7141
SNX15	442.591	SNX15	758.0317
SNX16	905.6299	SNX16	521.3501
SNX17	2198.9641	SNX17	2203.7414
SNX18	683.1237	SNX18	1367.2224
SNX19	3157.3283	SNX19	3308.6621
SNX1	4933.6114	SNX1	6346.0756
SNX20	15.9629	SNX20	11.3867
SNX21	417.4884	SNX21	1087.5681
SNX22	175.7288	SNX22	106.3928
SNX24	174.0768	SNX24	113.8674
SNX25	964.8214	SNX25	329.8089
SNX27	2650.9881	SNX27	1201.8219
SNX29	810.9235	SNX29	1456.283
SNX2	1379.431	SNX2	2504.27
SNX30	705.9931	SNX30	861.7324
removed	removed	SNX31	8.1334
SNX33	925.8088	SNX33	1261.0817
SNX3	1701.7556	SNX3	6084.9939
SNX4	939.7996	SNX4	860.1057
SNX5	1446.9631	SNX5	4071.9805
SNX6	1189.211	SNX6	2349.329
SNX7	272.0118	SNX7	333.4689
SNX8	143.1358	SNX8	394.4693
SNX9	3006.39	SNX9	3029.2802
SOAT1	600.7937	SOAT1	858.8857
SOBP	22.8694	SOBP	245.2216
SOCS1	5.112	SOCS1	37.8203
SOCS2	232.1921	SOCS2	940.6263
SOCS3	231.654	SOCS3	5440.4229
SOCS4	814.4212	SOCS4	719.3981
SOCS5	726.1721	SOCS5	983.7332
SOCS6	1315.3965	SOCS6	633.5909
SOCS7	149.5931	SOCS7	136.2342
SOD1	3968.7899	SOD1	3708.4181
SOD2	1508.576	SOD2	7891.4193
SOD3	54.0795	SOD3	2657.5844
SOHLH2	69.6522	SOHLH2	48.5157
SOLH	775.6777	SOLH	223.2615
SON	9535.2122	SON	9396.096
SORBS1	2276.9893	SORBS1	35290.3619
SORBS2	76.4108	SORBS2	959.7397
SORBS3	2010.8966	SORBS3	2382.6759
SORCS1	3845.2949	SORCS1	15.4534
SORCS2	250.4877	SORCS2	43.5136
SORD	1308.1321	SORD	128.9142
SORL1	4985.0003	SORL1	354.209
SORT1	3762.4269	SORT1	12264.7418
SOS1	993.0719	SOS1	4457.5031
SOS2	1322.1228	SOS2	1971.5331
SOSTDC1	16.9503	SOSTDC1	6.1
SOX10	13.4526	removed	removed
SOX11	32.0172	removed	removed
SOX12	847.5146	SOX12	266.7751
SOX13	1382.6596	SOX13	1104.9207
SOX15	5.9191	SOX15	6.5067
SOX17	16.4122	SOX17	212.2814
SOX18	84.2134	SOX18	468.8898
SOX2OT	20.717	removed	removed
removed	removed	SOX30	6.5067
SOX4	2086.2313	SOX4	478.2432
removed	removed	SOX5	398.536
SOX6	11.3002	SOX6	444.083
SOX7	42.5129	SOX7	708.3815
SOX8	10.224	SOX8	9.3534
SOX9	1601.13	SOX9	214.7214
SP100	1594.4037	SP100	2464.8231
SP110	585.9958	SP110	593.7373
SP140L	254.5234	SP140L	336.3156
SP140	19.9099	SP140	14.6401
SP1	3743.0551	SP1	4975.5998
SP2	802.5829	SP2	621.3908
SP3	2985.4039	SP3	2290.3619
SP4	343.8488	SP4	282.6352
SP5	746.0819	SP5	6.5067
SP6	162.2385	removed	removed
SPA17	314.7911	SPA17	22.7735
SPACA4	7.8025	removed	removed
SPAG16	104.9304	SPAG16	444.4896
SPAG17	696.8454	SPAG17	35.7869
SPAG1	446.8958	SPAG1	60.5937
SPAG4	40.6269	SPAG4	11.7934
SPAG5	334.6956	SPAG5	74.8272
SPAG6	1848.6581	removed	removed
SPAG7	763.0322	SPAG7	460.7564
SPAG8	23.4075	SPAG8	11.3867
SPAG9	1540.8623	SPAG9	4153.3144
SPARCL1	2531.5127	SPARCL1	22596.1773
SPARC	37941.7502	SPARC	79226.9215
SPAST	581.1529	SPAST	534.7702
SPATA13	899.3852	SPATA13	145.9943
SPATA17	184.5699	removed	removed
SPATA18	643.0349	SPATA18	283.0419
SPATA1	7.1057	removed	removed
SPATA20	1586.8702	SPATA20	969.0931
removed	removed	SPATA22	36.2546
SPATA24	29.3267	SPATA24	31.7202
SPATA2L	133.988	SPATA2L	43.5136
SPATA2	617.2059	SPATA2	248.0683
SPATA4	44.9317	removed	removed
SPATA5L1	157.6646	SPATA5L1	191.9479
SPATA5	588.9554	SPATA5	279.3819
SPATA6	394.4306	SPATA6	186.2546
SPATA7	114.0782	SPATA7	306.6287
removed	removed	SPATA9	68.3977
SPATS2L	743.3914	SPATS2L	2251.3217
SPATS2	768.9514	SPATS2	268.4018
SPC24	9.6859	removed	removed
SPC25	49.7747	removed	removed
SPCS1	2447.4823	SPCS1	1389.5893
SPCS2	695.231	SPCS2	450.183
SPCS3	2723.078	SPCS3	2400.1627
SPDEF	4888.1415	removed	removed
SPDYA	22.256	SPDYA	5.8113
SPDYE1	13.7217	SPDYE1	10.3579
SPDYE3	43.6887	SPDYE3	91.8585
SPDYE5	5.6501	SPDYE5	8.5401
SPDYE6	9.6859	SPDYE6	11.3867
SPDYE8P	27.9814	SPDYE8P	17.8935
SPEF1	122.1497	removed	removed
SPEF2	469.7653	SPEF2	162.6678
SPEG	69.9536	SPEG	53.2737
SPEN	2480.1238	SPEN	3371.2891
SPESP1	461.9304	SPESP1	72.257
SPG11	3366.92	SPG11	2270.4351
SPG20	1956.8171	SPG20	2750.305
SPG21	1519.3381	SPG21	2071.5738
SPG7	618.013	SPG7	863.7658
SPHAR	252.6535	SPHAR	134.2578
SPHK1	155.4934	SPHK1	29.939
SPHK2	367.0411	SPHK2	182.2041
SPI1	188.3366	SPI1	194.388
SPIN1	3952.6468	SPIN1	2508.3367
SPIN2B	43.0726	SPIN2B	56.0187
SPIN3	242.147	SPIN3	315.9821
SPIN4	126.9927	SPIN4	97.6007
removed	removed	SPINK5	8.1334
SPINK8	9.4168	removed	removed
SPINT1	3719.1094	SPINT1	13.4201
SPINT2	8350.5751	SPINT2	66.2871
SPIRE1	643.8421	SPIRE1	786.0919
SPIRE2	126.7236	SPIRE2	37.8203
SPNS1	555.1544	SPNS1	477.6291
SPNS2	105.7967	SPNS2	563.3144
SPNS3	7.5335	removed	removed
SPN	141.5215	SPN	89.4673
SPOCD1	12.1074	SPOCD1	14.6401
SPOCK1	549.9428	SPOCK1	1552.6637
SPOCK2	70.2226	SPOCK2	413.843
SPON1	567.1622	SPON1	3046.3603
SPON2	232.1921	SPON2	610.8174
SPOPL	2925.4053	SPOPL	874.3392
SPOP	1866.4156	SPOP	1426.1895
SPP1	2046.4115	SPP1	111.0207
SPPL2A	1118.7193	SPPL2A	1062.2204
SPPL2B	681.2403	SPPL2B	436.7629
SPPL3	1440.2368	SPPL3	1330.2155
SPRED1	326.0913	SPRED1	1564.4571
SPRED2	1494.0472	SPRED2	1322.4888
SPRN	90.6706	SPRN	21.5535
SPRY1	197.7534	SPRY1	4123.6275
SPRY2	54.3486	SPRY2	1925.1728
SPRY3	89.3254	SPRY3	181.7812
SPRY4	291.6527	SPRY4	1891.4193
SPRYD3	2112.5984	SPRYD3	960.1464
SPRYD4	370.754	SPRYD4	241.1549
SPR	1677.8099	SPR	574.6238
SPSB1	280.8906	SPSB1	1344.449
SPSB2	97.1279	SPSB2	30.0935
SPSB3	1007.0626	SPSB3	474.5832
removed	removed	SPSB4	28.8735
SPTAN1	25074.3257	SPTAN1	7088.6539
SPTBN1	7954.2611	SPTBN1	42197.2346
SPTBN2	806.0806	SPTBN2	30.5002
SPTBN4	207.7083	SPTBN4	74.8272
SPTBN5	436.6691	SPTBN5	19.878
SPTB	75.0656	SPTB	469.2965
SPTLC1	1990.1796	SPTLC1	2063.8471
SPTLC2	2855.1826	SPTLC2	2417.2428
SPTLC3	338.4677	SPTLC3	314.7621
SPTY2D1	1804.4797	SPTY2D1	808.0521
SQLE	1004.9102	SQLE	130.5409
SQRDL	2346.9429	SQRDL	1141.5209
SQSTM1	12453.7163	SQSTM1	7069.8821
SR140	2214.8382	SR140	2669.7845
SRA1	739.0866	SRA1	345.669
SRBD1	618.8202	SRBD1	505.49
SRCAP	7487.7245	SRCAP	2599.4307
SRCIN1	593.7983	SRCIN1	129.7275
SRCRB4D	8.3406	SRCRB4D	65.0671
SRC	633.8871	SRC	225.2948
SRD5A1	114.8853	SRD5A1	88.6539
SRD5A2	17.2193	removed	removed
SRD5A3	791.2693	SRD5A3	498.5401
SREBF1	3168.8976	SREBF1	3427.4095
SREBF2	4197.4844	SREBF2	1761.6917
SRFBP1	288.155	SRFBP1	209.8414
SRF	1269.1195	SRF	1106.5474
SRGAP1	376.4041	SRGAP1	474.5832
SRGAP2	614.2463	SRGAP2	998.78
SRGAP3	403.3093	SRGAP3	132.9809
SRGN	189.9509	SRGN	1642.9443
SRI	1061.9493	SRI	1499.7967
SRL	12.6455	SRL	88.2473
SRMS	57.0391	removed	removed
SRM	614.2463	SRM	516.8768
SRP14	3533.1943	SRP14	3199.268
SRP19	822.4282	SRP19	464.3758
SRP54	1949.0146	SRP54	920.2928
SRP68	2113.1365	SRP68	2278.9752
SRP72	3634.627	SRP72	2328.5889
SRP9	10842.5372	SRP9	3709.2314
SRPK1	1220.152	SRPK1	568.5238
SRPK2	865.8102	SRPK2	1054.9004
SRPK3	11.2491	SRPK3	8.6011
SRPRB	1355.4853	SRPRB	643.7576
SRPR	5692.8768	SRPR	2812.1187
SRPX2	272.0118	SRPX2	556.3237
SRPX	84.2134	SRPX	4918.2595
SRRD	390.6639	SRRD	251.7283
SRRM1	2064.9761	SRRM1	2028.8735
SRRM2	23376.5978	SRRM2	19539.2436
SRRM3	61.882	SRRM3	37.0069
SRRM5	15.1476	SRRM5	5.913
SRRT	1222.0354	SRRT	564.4571
SRR	490.8993	SRR	300.6181
SRXN1	1201.8565	SRXN1	565.2704
SS18L1	435.0575	SS18L1	375.3558
SS18L2	302.1457	SS18L2	163.8878
SS18	2795.184	SS18	1702.7247
SSBP1	577.9243	SSBP1	784.4652
SSBP2	539.1807	SSBP2	498.5767
SSBP3	263.6712	SSBP3	588.8573
SSBP4	512.2755	SSBP4	241.9683
SSB	1816.5037	SSB	2651.5575
SSC5D	413.2643	SSC5D	654.331
SSFA2	2018.4301	SSFA2	4076.0472
SSH1	856.9315	SSH1	1076.8605
SSH2	690.1191	SSH2	1394.876
SSH3	1667.3169	SSH3	445.7096
SSNA1	807.1568	SSNA1	272.4685
SSPN	224.6586	SSPN	2541.2769
SSPO	90.9397	SSPO	100.0407
SSR1	4825.1833	SSR1	3587.6373
SSR2	11080.1103	SSR2	3557.137
SSR3	4465.9985	SSR3	3520.9435
SSR4	2862.9851	SSR4	1499.39
SSRP1	3297.5045	SSRP1	2039.0403
SSSCA1	335.2391	SSSCA1	191.5413
removed	removed	SSTR1	89.8739
SSTR2	9.6859	SSTR2	37.4136
SSU72	2660.3888	SSU72	2545.3436
SSX2IP	832.4477	SSX2IP	69.9471
ST13	4434.2504	ST13	8132.9809
ST14	3434.7212	ST14	36.1936
ST20	69.9617	ST20	18.2025
ST3GAL1	3295.3521	ST3GAL1	3043.107
ST3GAL2	208.5155	ST3GAL2	442.863
ST3GAL3	203.4035	ST3GAL3	544.937
ST3GAL4	506.0873	ST3GAL4	265.9618
ST3GAL5	62.9582	ST3GAL5	515.6568
ST3GAL6	38.7435	ST3GAL6	710.0447
ST5	1135.4006	ST5	504.27
ST6GAL1	1698.5269	ST6GAL1	2227.7349
ST6GAL2	309.9482	ST6GAL2	10.9801
removed	removed	ST6GALNAC1	27.2468
ST6GALNAC2	987.9599	ST6GALNAC2	388.7759
ST6GALNAC3	36.3221	ST6GALNAC3	525.4168
ST6GALNAC4	320.9794	ST6GALNAC4	212.6881
ST6GALNAC5	249.1424	removed	removed
ST6GALNAC6	1038.5417	ST6GALNAC6	4089.0606
ST7L	417.8409	ST7L	336.7222
ST7OT1	24.5645	ST7OT1	60.6873
removed	removed	ST7OT3	6.157
removed	removed	ST7OT4	7.32
ST7	482.5829	ST7	770.0813
ST8SIA1	9.9549	ST8SIA1	47.5803
removed	removed	ST8SIA2	5.2867
ST8SIA4	104.3923	ST8SIA4	714.5181
ST8SIA5	8.0716	removed	removed
ST8SIA6	438.5552	ST8SIA6	17.0801
STAB1	353.5347	STAB1	2856.7466
removed	removed	STAB2	27.6535
STAC2	13.1836	removed	removed
STAC3	20.7332	STAC3	8.5401
STAC	15.605	STAC	139.4876
STAG1	977.9727	STAG1	1435.2298
STAG2	2999.1256	STAG2	4103.294
STAG3L1	99.5493	STAG3L1	65.4738
STAG3L2	13.9907	STAG3L2	29.2802
STAG3L3	204.5497	STAG3L3	279.0321
STAG3L4	255.8687	STAG3L4	305.4087
STAG3	8.7038	STAG3	17.8894
STAM2	1381.0453	STAM2	1056.9337
STAMBPL1	43.8555	STAMBPL1	300.8987
STAMBP	890.563	STAMBP	666.5311
STAM	616.6678	STAM	608.3774
STAP2	546.1761	STAP2	8.1334
STARD10	3169.7047	STARD10	137.8609
STARD13	1358.7139	STARD13	1217.5681
STARD3NL	632.8109	STARD3NL	638.0643
STARD3	596.2198	STARD3	407.8894
STARD4	37.1292	STARD4	52.4603
STARD5	175.6911	STARD5	87.0272
STARD7	3806.0456	STARD7	2954.0992
STARD8	124.5712	STARD8	704.3514
STAT1	3002.0852	STAT1	4943.473
STAT2	1661.9358	STAT2	3006.9134
STAT3	8418.1072	STAT3	5478.2432
STAT4	8.6097	STAT4	336.3156
STAT5A	1092.8903	STAT5A	6714.9248
STAT5B	1805.0716	STAT5B	5604.7174
STAT6	2716.3517	STAT6	3580.3172
STAU1	3575.9736	STAU1	2551.4437
STAU2	827.3357	STAU2	1481.4965
STBD1	532.7396	STBD1	7421.2444
STC1	5494.0472	STC1	168.3611
STC2	29504.5403	STC2	85.8072
STEAP1	310.7554	STEAP1	701.9113
STEAP2	3259.8372	STEAP2	913.7861
STEAP3	1087.7783	STEAP3	488.8166
STEAP4	59.7296	STEAP4	6408.2961
STIL	173.5387	STIL	30.0935
STIM1	2271.3392	STIM1	1568.9305
STIM2	439.0933	STIM2	630.3375
STIP1	2380.0363	STIP1	1145.5876
STK10	599.4484	STK10	775.5185
STK11IP	711.3742	STK11IP	146.8076
STK11	980.6955	STK11	537.2102
STK16	933.6114	STK16	517.2834
STK17A	403.5784	STK17A	337.9423
STK17B	375.866	STK17B	1000.4067
STK19	479.2197	STK19	161.8137
STK24	1880.9444	STK24	3336.7222
STK25	1318.3561	STK25	1594.144
STK31	24.4838	STK31	9.7601
removed	removed	STK32A	9.3534
STK32B	764.9156	STK32B	125.2542
STK32C	86.7882	STK32C	61.0004
removed	removed	STK33	8.1334
STK35	1100.9619	STK35	1713.7048
STK36	1031.2773	STK36	390.4026
STK38L	1334.7683	STK38L	1324.5222
STK38	897.0202	STK38	1344.8556
STK39	1125.9837	STK39	1772.2651
STK3	393.6235	STK3	649.451
STK40	1004.9102	STK40	1792.1919
STK4	816.8427	STK4	1053.6804
removed	removed	STL	15.8764
STMN1	1138.8982	STMN1	816.1854
STMN2	26.6362	STMN2	6.9134
STMN3	203.1345	STMN3	214.3148
STOML1	180.8031	STOML1	221.6348
STOML2	1255.936	STOML2	1305.8154
STOM	4202.3273	STOM	13511.9967
removed	removed	STON1-GTF2A1L	207.3119
STON1	95.6239	STON1	3690.8784
STON2	818.1879	STON2	204.148
STOX1	644.6492	STOX1	1243.1883
STOX2	20.448	STOX2	46.767
STRA13	463.8461	STRA13	111.4274
STRA6	90.9397	removed	removed
STRADA	585.9958	STRADA	453.0297
STRADB	753.0773	STRADB	1101.2607
STRAP	2168.8303	STRAP	2659.2111
STRBP	2124.7057	STRBP	369.2558
STRC	42.8412	removed	removed
STRN3	850.4742	STRN3	939.8048
STRN4	1304.6344	STRN4	884.9126
STRN	773.2562	STRN	654.7377
STS	460.3484	STS	2384.7092
STT3A	5378.0857	STT3A	2553.0704
STT3B	2550.6155	STT3B	1875.1525
STUB1	1680.1076	STUB1	929.512
STX10	220.0848	STX10	100.0407
STX11	47.6223	STX11	1591.7039
STX12	1284.7246	STX12	3446.523
STX16	1386.1573	STX16	1922.7328
STX17	822.7618	STX17	1344.8556
STX18	672.3616	STX18	385.5226
STX1A	225.1591	STX1A	34.1562
STX1B	36.3221	STX1B	80.9272
STX2	114.0782	STX2	545.7503
STX3	897.5584	STX3	328.5889
STX4	869.0388	STX4	346.0756
STX5	1524.7192	STX5	705.978
STX6	1725.0824	STX6	840.0447
STX7	659.4471	STX7	2867.4258
STX8	455.2364	STX8	464.4164
STXBP1	513.3517	STXBP1	2792.1919
STXBP2	2338.6023	STXBP2	76.0472
STXBP3	1153.4271	STXBP3	822.2855
STXBP4	321.7865	STXBP4	103.294
STXBP5	373.3719	STXBP5	563.1924
removed	removed	STXBP6	75.2338
STYK1	122.4188	STYK1	6.9134
STYXL1	323.6699	STYXL1	333.8756
STYX	830.5643	STYX	929.6462
SUB1	8416.4929	SUB1	3122.4075
SUCLA2	726.2259	SUCLA2	2936.7954
SUCLG1	1611.8921	SUCLG1	4059.7804
SUCLG2	1888.7469	SUCLG2	3164.7011
SUCNR1	13.4526	SUCNR1	143.1476
SUDS3	1584.7178	SUDS3	810.8987
SUFU	716.2171	SUFU	624.6442
SUGT1L1	92.0804	SUGT1L1	22.802
SUGT1P1	10.224	SUGT1P1	16.2668
SUGT1	467.3438	SUGT1	520.5368
SULF1	3665.8371	SULF1	2138.6743
SULF2	2355.5526	SULF2	1448.963
SULT1A1	880.8771	SULT1A1	1143.961
SULT1A2	27.7124	SULT1A2	47.5803
SULT1A3	459.2507	SULT1A3	682.5905
removed	removed	SULT1C2	23.9935
removed	removed	SULT1C4	108.9874
SULT2B1	251.5639	removed	removed
SULT4A1	9.9549	SULT4A1	8.5401
SUMF1	1464.4515	SUMF1	1198.8613
SUMF2	8220.8919	SUMF2	2091.0939
SUMO1P3	154.9741	SUMO1P3	139.4876
SUMO1	1865.6084	SUMO1	1756.8117
SUMO2	2751.5975	SUMO2	2441.2363
SUMO3	2209.1881	SUMO3	1826.3522
SUN1	1040.4251	SUN1	4195.2013
SUN2	2531.5127	SUN2	4910.1261
SUOX	1227.4164	SUOX	1583.9772
SUPT16H	3462.7026	SUPT16H	3084.9939
SUPT3H	41.9722	SUPT3H	137.4542
SUPT4H1	1166.4277	SUPT4H1	1028.8369
SUPT5H	2938.5888	SUPT5H	1407.4827
SUPT6H	3647.5415	SUPT6H	2543.717
SUPT7L	878.7247	SUPT7L	1289.9553
SUPV3L1	446.6268	SUPV3L1	667.7511
SURF1	904.0156	SURF1	806.832
SURF2	177.5745	SURF2	59.3737
SURF4	4272.2809	SURF4	7098.8207
SURF6	449.8554	SURF6	204.148
SUSD1	323.6699	SUSD1	252.9484
SUSD2	237.3041	SUSD2	140.3009
SUSD3	2598.7758	SUSD3	28.8735
SUSD4	333.8939	removed	removed
SUSD5	50.5818	SUSD5	133.3876
SUV39H1	206.9012	SUV39H1	207.8081
SUV39H2	131.5666	SUV39H2	100.4473
SUV420H1	1527.1406	SUV420H1	1245.2216
SUV420H2	129.6832	SUV420H2	65.0671
SUZ12P	96.0517	SUZ12P	92.3139
SUZ12	1219.883	SUZ12	984.5466
SV2A	32.8244	SV2A	12.2001
SV2B	8.3406	SV2B	563.6438
SVEP1	271.6083	SVEP1	17160.4839
SVIL	1031.2504	SVIL	5085.246
SVIP	399.2736	SVIP	113.8674
SWAP70	2900.6525	SWAP70	2550.6303
SYAP1	2389.9913	SYAP1	1053.2737
SYBU	1396.6907	SYBU	1111.4274
removed	removed	SYCE1	19.6503
SYCE2	9.1478	removed	removed
removed	removed	SYCP2L	5.6934
SYCP2	350.5751	SYCP2	69.1338
SYDE1	156.3194	SYDE1	539.2436
SYDE2	285.1954	SYDE2	190.3213
SYF2	1261.5861	SYF2	1199.268
SYK	240.5327	SYK	364.3758
SYMPK	1780.8569	SYMPK	1087.0272
SYN1	12.3764	SYN1	10.9801
SYN2	7.5335	SYN2	470.1098
removed	removed	SYN3	15.4534
SYNCRIP	4020.448	SYNCRIP	3886.1326
SYNC	664.8577	SYNC	139.8617
SYNE1	463.308	SYNE1	4207.4014
SYNE2	3086.8366	SYNE2	6400.1627
SYNGAP1	627.4299	SYNGAP1	217.5681
SYNGR1	908.0783	SYNGR1	271.9073
SYNGR2	4887.0653	SYNGR2	1727.1248
SYNGR3	17.7574	removed	removed
SYNJ1	423.4883	SYNJ1	501.0167
SYNJ2BP	2079.774	SYNJ2BP	1868.6458
SYNJ2	1525.2573	SYNJ2	200.8947
SYNM	302.9528	SYNM	4334.6889
SYNPO2	229.2325	SYNPO2	7705.5714
SYNPO	693.8858	SYNPO	5451.8097
SYNRG	1273.6934	SYNRG	1572.5905
