gene_id	TCGA-BH-A0H9-01A-11R-A056-07	gene_id	TCGA-BH-A0H9-11A-22R-A466-07
MOBKL2B	90.3138	MOBKL2B	401.438
MOBKL2C	230.2805	MOBKL2C	876.5728
MOBKL3	1344.1501	MOBKL3	802.876
MOCOS	155.9965	MOCOS	33.553
MOCS1	185.3113	MOCS1	3581.462
MOCS2	1120.5161	MOCS2	929.8981
MOCS3	352.6537	MOCS3	150.3895
MOGAT2	10.1652	removed	removed
MOGS	1353.1424	MOGS	1019.7723
MON1A	203.6947	MON1A	399.6405
MON1B	1261.2648	MON1B	545.2367
MON2	749.0959	MON2	662.0731
MORC2	994.2332	MORC2	717.1959
MORC3	683.8041	MORC3	586.5788
MORC4	510.605	MORC4	796.8844
MORF4L1	3438.1781	MORF4L1	6137.8071
MORF4L2	7162.9362	MORF4L2	2844.8173
MORN1	45.3524	MORN1	22.169
MORN2	284.6252	MORN2	228.2804
MORN3	7.4284	MORN3	7.1899
MORN4	140.7487	MORN4	63.5111
MOSC1	895.7091	MOSC1	7652.4865
MOSC2	269.3774	MOSC2	702.8161
MOSPD1	307.6923	MOSPD1	159.976
MOSPD2	275.2419	MOSPD2	177.9509
MOSPD3	491.4476	MOSPD3	370.2816
MOV10L1	19.5484	MOV10L1	23.3673
MOV10	982.8951	MOV10	572.7981
MOXD1	63.3369	MOXD1	13.7807
MPDU1	1988.0755	MPDU1	1142.0192
MPDZ	489.8837	MPDZ	1049.1312
MPEG1	261.167	MPEG1	732.175
MPG	970.3841	MPG	1420.6111
MPHOSPH10	657.2183	MPHOSPH10	425.4044
MPHOSPH6	663.4738	MPHOSPH6	142.0012
MPHOSPH8	674.0299	MPHOSPH8	652.4865
MPHOSPH9	192.3566	MPHOSPH9	71.3002
MPI	646.2711	MPI	765.1288
MPL	7.8194	MPL	32.3547
MPND	548.529	MPND	480.5273
removed	removed	MPO	5.3925
MPP1	135.6661	MPP1	657.2798
MPP2	195.4843	MPP2	72.4985
MPP3	16.4207	MPP3	25.1648
MPP5	1289.0236	MPP5	548.2325
MPP6	17.5936	MPP6	50.3295
MPP7	367.5105	MPP7	246.2552
MPPE1	493.4024	MPPE1	921.5099
MPPED2	14.4658	MPPED2	112.6423
MPRIP	1437.5916	MPRIP	4585.3805
MPST	848.4019	MPST	2181.5458
MPV17L2	346.3982	MPV17L2	269.6225
MPV17L	145.0494	MPV17L	48.5321
MPV17	732.6752	MPV17	817.2558
MPZL1	4120.8093	MPZL1	2952.0671
MPZL2	231.8444	MPZL2	425.4044
MPZL3	77.8028	removed	removed
MPZ	20.3304	MPZ	280.4074
MR1	190.4017	MR1	123.4272
MRAP2	22.6762	MRAP2	74.296
MRAP	22.5823	MRAP	1777.7891
MRAS	460.952	MRAS	6808.8676
MRC1	87.186	MRC1	665.0689
MRC2	2251.5883	MRC2	3960.4554
MRE11A	487.9288	MRE11A	245.0569
MREG	626.7227	MREG	77.891
MRFAP1L1	1457.531	MRFAP1L1	1088.6759
MRFAP1	8116.1177	MRFAP1	8046.7346
MRGPRF	64.9008	MRGPRF	1742.3607
MRGPRX3	8.2103	removed	removed
MRI1	432.4113	MRI1	298.9814
MRM1	172.4172	MRM1	118.0348
MRO	28.5407	MRO	65.9077
MRP63	693.375	MRP63	823.2475
MRPL10	948.4899	MRPL10	1544.0383
MRPL11	643.5344	MRPL11	974.2361
MRPL12	1237.0247	MRPL12	1073.6968
MRPL13	810.087	MRPL13	431.396
MRPL14	761.6069	MRPL14	574.5956
MRPL15	882.0252	MRPL15	703.4152
MRPL16	590.3626	MRPL16	869.3829
MRPL17	1134.2	MRPL17	970.6411
MRPL18	1267.9113	MRPL18	855.003
MRPL19	1904.0172	MRPL19	1047.3337
MRPL1	424.201	MRPL1	421.8095
MRPL20	1092.5149	MRPL20	1960.6651
MRPL21	329.9775	MRPL21	484.7214
MRPL22	558.6942	MRPL22	411.0246
MRPL23	597.0091	MRPL23	859.1971
MRPL24	1929.0392	MRPL24	1743.559
MRPL27	792.4934	MRPL27	942.4805
MRPL28	1346.105	MRPL28	1478.1306
MRPL2	446.8771	MRPL2	898.7418
MRPL30	1043.2177	MRPL30	573.3733
MRPL32	820.2522	MRPL32	784.302
MRPL33	284.2342	MRPL33	581.7855
MRPL34	429.2835	MRPL34	1322.9479
MRPL35	953.5725	MRPL35	771.1204
MRPL36	277.5877	MRPL36	396.6447
MRPL37	1488.0266	MRPL37	1909.5267
MRPL38	908.5915	MRPL38	1234.0863
MRPL39	351.4808	MRPL39	376.2732
MRPL3	2532.6948	MRPL3	1100.0599
MRPL40	493.7934	MRPL40	881.9652
MRPL41	707.2622	MRPL41	1462.5524
removed	removed	MRPL42P5	10.7669
MRPL42	680.6764	MRPL42	324.7454
MRPL43	1033.7719	MRPL43	1498.6099
MRPL44	844.1013	MRPL44	665.6681
MRPL45	1078.6824	MRPL45	1083.2834
MRPL46	254.9115	MRPL46	690.8328
MRPL47	859.74	MRPL47	433.1935
MRPL48	339.3608	MRPL48	258.2385
MRPL49	2857.9806	MRPL49	1326.5428
MRPL4	1084.547	MRPL4	1226.4829
MRPL50	297.5271	MRPL50	298.3823
MRPL51	1724.9536	MRPL51	1656.0815
MRPL52	525.0709	MRPL52	608.1486
MRPL53	411.69	MRPL53	1180.9467
MRPL54	512.9508	MRPL54	1346.3152
MRPL55	658.3912	MRPL55	844.8173
MRPL9	1398.8701	MRPL9	1205.2067
MRPS10	1093.1483	MRPS10	835.2307
MRPS11	451.1778	MRPS11	877.7711
MRPS12	706.9299	MRPS12	495.9557
MRPS14	505.5224	MRPS14	457.7591
MRPS15	952.3996	MRPS15	2265.4284
MRPS16	1651.4632	MRPS16	1715.7699
MRPS17	300.6549	MRPS17	217.4955
MRPS18A	695.1422	MRPS18A	886.1594
MRPS18B	1552.5364	MRPS18B	1629.7184
MRPS18C	271.0703	MRPS18C	372.127
MRPS21	1252.6635	MRPS21	1150.9886
MRPS22	525.8528	MRPS22	636.3092
MRPS23	957.0912	MRPS23	483.5231
MRPS24	762.7798	MRPS24	1381.6657
MRPS25	799.3745	MRPS25	861.6657
MRPS26	1218.2582	MRPS26	1008.3883
MRPS27	1866.4842	MRPS27	1488.9155
MRPS28	295.0171	MRPS28	377.5374
MRPS2	752.1963	MRPS2	991.5938
MRPS30	443.3584	MRPS30	351.7076
MRPS31	284.6252	MRPS31	299.5806
MRPS33	561.8219	MRPS33	700.4194
MRPS34	3101.9451	MRPS34	1263.6309
MRPS35	2560.0626	MRPS35	783.7028
MRPS36	402.6977	MRPS36	529.0593
MRPS5	663.4738	MRPS5	826.8424
MRPS6	576.2565	MRPS6	1110.6651
MRPS7	1265.9838	MRPS7	1445.5063
MRPS9	406.6074	MRPS9	510.4853
MRRF	317.8575	MRRF	322.3487
removed	removed	MRS2P2	5.3925
MRS2	825.7257	MRS2	672.2588
MRTO4	799.9218	MRTO4	690.8328
MRVI1	133.7113	MRVI1	701.0186
MS4A14	18.0471	MS4A14	13.1815
MS4A15	127.8467	removed	removed
MS4A1	35.1872	removed	removed
MS4A2	6.6465	MS4A2	31.1564
MS4A4A	120.0274	MS4A4A	459.5566
MS4A6A	415.2087	MS4A6A	695.6261
MS4A7	504.6779	MS4A7	312.7621
MS4A8B	32.0594	removed	removed
MSC	86.0092	MSC	185.8418
MSH2	1122.4709	MSH2	352.9059
MSH3	672.4699	MSH3	579.5446
MSH5	57.0814	MSH5	196.1714
MSH6	1491.9363	MSH6	678.2504
MSI1	21.8942	removed	removed
MSI2	484.0192	MSI2	44.3379
MSL1	2416.1861	MSL1	1398.4422
MSL2	877.7246	MSL2	679.4488
MSL3L2	67.6376	MSL3L2	41.9413
MSL3	433.9752	MSL3	642.3008
MSMP	37.142	MSMP	19.1732
MSN	4295.5723	MSN	13736.9682
MSR1	324.113	MSR1	128.8197
MSRA	51.6079	MSRA	482.9239
MSRB2	524.6799	MSRB2	1248.6519
MSRB3	506.3044	MSRB3	3768.1246
MST1P2	7.8194	MST1P2	19.1732
MST1R	303.7826	MST1R	26.3631
MST1	58.2543	MST1	18.574
MST4	1087.6747	MST4	42.5404
removed	removed	MSTN	6.5908
MSTO1	994.8001	MSTO1	1160.2876
MSTO2P	48.3902	MSTO2P	108.9155
MSX1	49.653	MSX1	471.5398
MSX2	394.4873	MSX2	38.3463
MT1A	17.9846	MT1A	73.0977
MT1E	106.7344	MT1E	666.8664
MT1F	51.9988	MT1F	70.1019
MT1G	18.7665	MT1G	7.7891
MT1L	5.0826	MT1L	191.7316
removed	removed	MT1M	227.6812
MT1X	201.7398	MT1X	2569.2031
MT2A	473.463	MT2A	2319.3529
MTA1	1072.036	MTA1	1168.3643
MTA2	2514.7102	MTA2	2000
MTA3	1279.2493	MTA3	802.876
MTAP	442.1855	MTAP	391.8514
MTBP	66.8556	MTBP	13.7807
MTCH1	4816.7335	MTCH1	5822.6483
MTCH2	2935.0015	MTCH2	1744.1582
MTCP1NB	239.0343	MTCP1NB	577.7292
MTCP1	13.5314	MTCP1	11.2463
MTDH	3560.1603	MTDH	2449.3709
MTERFD1	265.4677	MTERFD1	243.2594
MTERFD2	295.9632	MTERFD2	432.5944
MTERFD3	136.0571	MTERFD3	337.3277
MTERF	180.2365	MTERF	88.0767
MTF1	559.8671	MTF1	438.586
MTF2	344.4434	MTF2	256.441
MTFMT	155.9965	MTFMT	201.3182
MTFR1	790.171	MTFR1	406.2313
MTG1	456.2604	MTG1	457.7591
MTHFD1L	224.025	MTHFD1L	147.3936
MTHFD1	2295.5566	MTHFD1	5301.3361
MTHFD2L	105.0963	MTHFD2L	134.5896
MTHFD2	2027.5633	MTHFD2	507.4895
MTHFR	588.6072	MTHFR	443.595
MTHFSD	427.7197	MTHFSD	266.6267
MTHFS	378.4576	MTHFS	584.7813
MTIF2	808.9141	MTIF2	590.7729
MTIF3	614.2117	MTIF3	1677.0521
MTL5	552.0477	MTL5	14.979
MTM1	464.8617	MTM1	262.4326
MTMR10	396.2232	MTMR10	1225.3745
MTMR11	350.6989	MTMR11	91.6717
MTMR12	1171.342	MTMR12	1340.3235
MTMR14	919.5582	MTMR14	835.2307
MTMR15	368.9024	MTMR15	549.9401
MTMR1	773.7269	MTMR1	287.5974
MTMR2	655.6544	MTMR2	940.0839
MTMR3	1358.616	MTMR3	1360.0959
MTMR4	1208.0931	MTMR4	540.4434
MTMR6	1035.2849	MTMR6	702.2169
MTMR7	150.1398	MTMR7	39.7124
MTMR8	7.8194	removed	removed
MTMR9L	10.9471	MTMR9L	149.1911
MTMR9	526.9632	MTMR9	397.843
MTO1	462.5159	MTO1	381.6657
MTOR	1587.7236	MTOR	956.8604
MTP18	164.5313	MTP18	97.7531
MTPAP	378.8486	MTPAP	298.9814
MTRF1L	239.6638	MTRF1L	254.6435
MTRF1	75.4569	MTRF1	38.9455
MTRR	1122.8619	MTRR	469.7424
MTR	1315.2185	MTR	810.6651
MTSS1L	1058.3521	MTSS1L	810.6651
MTSS1	844.4844	MTSS1	714.7993
MTUS1	5228.8144	MTUS1	2629.1192
MTUS2	6.2555	removed	removed
MTX1	1082.9323	MTX1	951.45
MTX2	568.4684	MTX2	577.5914
MTX3	601.3097	MTX3	384.6615
removed	removed	MUC12	7.1899
MUC15	154.4326	removed	removed
MUC16	33.2323	removed	removed
MUC1	10080.735	MUC1	46.1354
MUC20	21.1123	MUC20	62.3128
MUC21	6.6465	removed	removed
removed	removed	MUC4	10.1857
removed	removed	MUC5B	9.5866
MUC6	9.7742	removed	removed
MUCL1	3090.216	removed	removed
MUDENG	1104.0954	MUDENG	527.861
MUL1	1000.4887	MUL1	1251.6477
MUM1L1	44.9614	MUM1L1	67.7052
MUM1	966.8654	MUM1	1542.2409
MURC	9.3832	removed	removed
MUS81	431.6294	MUS81	478.1306
MUSTN1	8.6365	MUSTN1	535.8538
MUTED	371.0292	MUTED	387.6573
MUTYH	59.9394	MUTYH	134.2121
MUT	1224.5137	MUT	944.8772
MVD	882.8072	MVD	511.6836
MVK	348.744	MVK	402.0371
MVP	4278.3697	MVP	4479.3289
MX1	356.1724	MX1	1018.574
MX2	91.8776	MX2	237.2678
MXD1	333.8872	MXD1	283.4032
MXD3	159.1594	MXD3	89.7543
MXD4	2328.2182	MXD4	3720.7909
MXI1	718.9913	MXI1	1020.9706
MXRA5	4073.5021	MXRA5	1635.1108
MXRA7	1587.3326	MXRA7	7991.6117
MXRA8	1064.2166	MXRA8	6178.55
MYADM	2812.6283	MYADM	7874.1762
MYBBP1A	1413.0974	MYBBP1A	539.5866
MYBL1	98.1331	MYBL1	17.9748
MYBL2	1022.7739	MYBL2	8.9874
MYB	3067.5398	removed	removed
MYCBP2	2048.2846	MYCBP2	1976.6327
MYCBP	1249.5357	MYCBP	368.4841
MYCL1	95.3963	MYCL1	8.3883
MYCN	121.2003	MYCN	24.5656
MYCT1	118.0725	MYCT1	1806.4709
MYC	1805.4931	MYC	6251.6477
MYD88	1397.7128	MYD88	811.8634
MYEF2	910.8513	MYEF2	150.9107
MYEOV2	919.5582	MYEOV2	1358.8975
MYEOV	20.7213	MYEOV	905.9317
MYH10	1616.6553	MYH10	3729.7783
MYH11	864.9985	MYH11	5129.4368
MYH14	482.8463	MYH14	2276.8125
removed	removed	MYH1	384.6615
MYH2	5.0826	MYH2	13.1815
removed	removed	MYH3	20.3715
removed	removed	MYH7B	44.9371
MYH7	6.2555	removed	removed
MYH9	28749.0959	MYH9	38518.8736
MYL12A	5547.0628	MYL12A	7988.0168
MYL12B	7388.1341	MYL12B	7266.6267
removed	removed	MYL3	18.574
removed	removed	MYL4	6.5908
MYL5	68.5798	MYL5	317.0342
MYL6B	183.3643	MYL6B	400.2397
MYL6	13837.1616	MYL6	44004.1941
MYL9	3320.4965	MYL9	24914.32
MYLIP	767.0804	MYLIP	1381.0665
MYLK4	12.511	MYLK4	18.574
MYLK	1240.8797	MYLK	2654.8712
MYNN	448.832	MYNN	296.5848
MYO10	1604.5352	MYO10	802.876
removed	removed	MYO15A	9.5866
MYO15B	66.0737	MYO15B	533.2534
MYO16	490.2747	MYO16	148.592
MYO18A	1811.5844	MYO18A	1241.6836
MYO19	665.1745	MYO19	133.5291
MYO1B	1141.6284	MYO1B	1412.2229
MYO1C	7283.7455	MYO1C	24953.2654
MYO1D	6651.9402	MYO1D	1053.9245
MYO1E	415.5996	MYO1E	647.0941
MYO1F	145.0494	MYO1F	163.571
MYO1G	29.3226	MYO1G	43.1396
removed	removed	MYO1H	8.3883
MYO3B	10.1652	removed	removed
MYO5A	883.1981	MYO5A	485.9197
MYO5B	4269.7684	MYO5B	32.3547
MYO5C	1027.1019	MYO5C	582.9419
MYO6	6573.7465	MYO6	650.689
MYO7A	717.0365	MYO7A	327.7412
removed	removed	MYO7B	29.9581
MYO9A	513.7328	MYO9A	127.6213
MYO9B	1797.2828	MYO9B	937.0881
MYOCD	7.4284	MYOCD	79.0893
removed	removed	MYOC	6866.9862
MYOF	5002.0526	MYOF	2505.0929
MYOM1	17.2026	MYOM1	1943.0797
MYOM2	10.9471	MYOM2	86.8784
MYOM3	17.9846	MYOM3	13.1815
removed	removed	MYOT	13.1815
MYOZ1	5.8645	MYOZ1	38.9455
removed	removed	MYOZ2	7.1899
MYOZ3	8.6013	MYOZ3	21.5698
MYPOP	130.1926	MYPOP	169.5626
MYRIP	42.6156	MYRIP	263.6309
MYSM1	147.7861	MYSM1	13.1815
MYST1	349.135	MYST1	647.0941
MYST2	1261.6558	MYST2	792.0911
MYST3	1734.3368	MYST3	921.5099
MYST4	1098.2309	MYST4	483.5231
MZF1	200.0626	MZF1	180.2876
N4BP1	1339.8495	N4BP1	1141.402
N4BP2L1	161.0791	N4BP2L1	355.3026
N4BP2L2	791.7115	N4BP2L2	853.8047
N4BP2	268.5954	N4BP2	25.7639
N4BP3	1815.2673	N4BP3	121.0306
N6AMT1	289.7078	N6AMT1	266.0276
N6AMT2	166.9436	N6AMT2	236.6687
NAA10	839.4096	NAA10	1373.8766
NAA15	1873.1307	NAA15	475.1348
NAA16	182.9733	NAA16	113.8406
NAA20	1329.2933	NAA20	955.0629
NAA25	672.857	NAA25	219.8922
NAA30	808.1321	NAA30	611.1444
NAA35	456.6514	NAA35	207.3098
NAA38	357.3453	NAA38	382.864
NAA40	655.2634	NAA40	172.5584
NAA50	4162.252	NAA50	2101.2582
NAAA	549.7019	NAAA	440.9826
NAALAD2	14.0749	NAALAD2	175.5542
NAALADL1	25.022	NAALADL1	159.976
NAALADL2	177.4998	NAALADL2	83.2834
NAB1	846.0561	NAB1	1241.462
NAB2	724.0739	NAB2	573.3972
NACA2	16.0297	NACA2	213.9005
NACAD	78.1937	NACAD	174.3559
NACAP1	75.8479	NACAP1	153.9844
NACA	9466.5233	NACA	17210.3056
NACC1	3887.401	NACC1	674.6555
NACC2	62.555	NACC2	79.0893
NADK	953.1815	NADK	2575.7939
NADSYN1	586.4529	NADSYN1	665.6681
NAE1	1255.7912	NAE1	582.3847
NAF1	245.5283	NAF1	123.4272
NAGA	910.175	NAGA	677.6513
NAGK	892.9723	NAGK	1222.2888
NAGLU	773.3359	NAGLU	1841.2223
NAGPA	114.4913	NAGPA	320.9886
NAGS	25.8039	NAGS	7.1899
NAIF1	192.7475	NAIF1	267.825
NAIP	37.142	NAIP	14.3799
NALCN	30.1046	NALCN	5.9916
NAMPT	2129.9971	NAMPT	1366.6866
NANOS1	165.7707	NANOS1	405.6321
NANP	213.0779	NANP	125.8238
NANS	1745.2839	NANS	821.45
NAP1L1	4114.1628	NAP1L1	7498.5021
NAP1L2	21.5033	NAP1L2	114.4398
NAP1L3	38.7059	NAP1L3	70.1019
NAP1L4	2880.6568	NAP1L4	2284.0024
NAP1L5	100.088	NAP1L5	239.0653
NAPA	3448.4371	NAPA	3232.0072
NAPB	176.3268	NAPB	182.7442
NAPEPLD	511.1211	NAPEPLD	309.4068
NAPG	945.7531	NAPG	444.5776
NAPRT1	512.5599	NAPRT1	1520.6711
removed	removed	NAPSA	9.5866
NAPSB	138.4029	NAPSB	17.9748
NARFL	758.8701	NARFL	518.8736
NARF	560.649	NARF	1172.5584
NARG2	678.7215	NARG2	947.2738
NARS2	453.5236	NARS2	321.7496
NARS	4152.8687	NARS	2297.7831
NASP	1075.1637	NASP	1428.4002
NAT10	1636.9856	NAT10	811.2642
NAT14	433.1932	NAT14	83.8826
NAT15	1725.7355	NAT15	1248.0527
NAT1	4266.6406	NAT1	63.5111
NAT2	18.3755	removed	removed
NAT6	124.9301	NAT6	203.589
NAT8B	16.0297	removed	removed
NAT8L	39.4878	NAT8L	2301.9772
NAT8	18.7665	removed	removed
NAT9	1068.9082	NAT9	318.7537
NAV1	484.0192	NAV1	1588.9754
NAV2	207.0922	NAV2	113.2415
NAV3	62.555	NAV3	112.6423
NBAS	1470.433	NBAS	1446.9742
NBEAL1	474.2449	NBEAL1	38.9455
NBEAL2	1594.761	NBEAL2	439.1851
NBEA	445.7042	NBEA	156.9802
NBL1	2875.5742	NBL1	6671.6597
removed	removed	NBLA00301	40.743
NBN	3860.4242	NBN	1088.6759
NBPF10	1809.0587	NBPF10	249.305
NBPF14	352.1337	NBPF14	113.9365
NBPF15	767.9875	NBPF15	132.4146
NBPF16	123.9371	NBPF16	17.3757
NBPF1	303.7826	NBPF1	149.7903
NBPF22P	5.4736	removed	removed
NBPF3	326.8498	NBPF3	99.4608
NBPF4	155.6055	removed	removed
NBPF6	140.3577	removed	removed
NBPF9	314.2645	NBPF9	76.7226
NBR1	2888.8672	NBR1	3298.9814
NBR2	62.555	NBR2	81.4859
NCALD	148.959	NCALD	439.7843
NCAM1	7.4284	NCAM1	235.4703
NCAM2	395.6602	NCAM2	15.5782
NCAPD2	1474.7337	NCAPD2	582.3847
NCAPD3	1029.4204	NCAPD3	274.4158
NCAPG2	744.7952	NCAPG2	164.1702
NCAPG	426.582	NCAPG	12.3847
NCAPH2	424.201	NCAPH2	1078.4901
NCAPH	231.0625	removed	removed
NCBP1	1471.0625	NCBP1	633.9125
NCBP2	2079.1711	NCBP2	1327.7412
NCCRP1	20.7213	removed	removed
NCDN	797.576	NCDN	424.2061
NCEH1	679.8944	NCEH1	190.5333
NCF1B	5.4736	NCF1B	51.5279
NCF1C	12.902	NCF1C	22.7681
NCF1	22.6762	NCF1	53.3253
NCF2	112.208	NCF2	243.2594
NCF4	54.3446	NCF4	204.9131
NCK1	522.7251	NCK1	812.4626
NCK2	786.6289	NCK2	1279.8083
NCKAP1L	237.318	NCKAP1L	185.74
NCKAP1	5163.5226	NCKAP1	3304.3739
NCKAP5L	222.0702	NCKAP5L	627.9209
NCKAP5	120.0274	NCKAP5	71.3002
NCKIPSD	605.6104	NCKIPSD	1029.9581
NCLN	1722.9987	NCLN	1631.5159
NCL	11862.77	NCL	9121.0306
NCOA1	1384.4199	NCOA1	1155.1827
NCOA2	829.6354	NCOA2	145.5962
NCOA3	3321.2785	NCOA3	620.1318
NCOA4	3393.2167	NCOA4	6205.5123
NCOA5	1930.2121	NCOA5	796.2852
NCOA6	4222.4611	NCOA6	747.154
NCOA7	575.5058	NCOA7	1004.7933
NCOR1	2778.223	NCOR1	923.3074
NCOR2	2266.8361	NCOR2	3102.4566
NCRNA00081	116.9817	NCRNA00081	170.5333
NCRNA00085	39.0969	NCRNA00085	89.8742
NCRNA00086	25.022	NCRNA00086	89.275
NCRNA00087	8.6013	NCRNA00087	73.0977
removed	removed	NCRNA00092	17.3757
NCRNA00093	8.9766	removed	removed
NCRNA00094	894.2039	NCRNA00094	651.3601
NCRNA00095	48.8711	NCRNA00095	15.5782
NCRNA00105	7.4284	NCRNA00105	24.5776
NCRNA00107	15.6387	NCRNA00107	19.7723
NCRNA00115	7.4284	removed	removed
NCRNA00116	120.0274	NCRNA00116	525.4643
NCRNA00120	25.413	NCRNA00120	21.5698
NCRNA00152	106.3435	NCRNA00152	161.7735
NCRNA00171	18.1331	NCRNA00171	23.1336
NCRNA00174	91.0957	NCRNA00174	57.5195
NCRNA00176	7.4284	NCRNA00176	20.9706
NCRNA00181	194.5303	NCRNA00181	31.1923
NCRNA00182	19.9394	NCRNA00182	23.3673
NCRNA00183	204.0856	NCRNA00183	217.4955
NCRNA00188	7351.774	NCRNA00188	12400.8388
NCRNA00201	551.0546	NCRNA00201	323.1396
NCRNA00202	21.1123	removed	removed
removed	removed	NCRNA00204B	8.3883
NCRNA00219	161.0791	NCRNA00219	412.822
NCS1	734.2391	NCS1	173.1576
NCSTN	3848.1712	NCSTN	2503.2954
NDC80	225.5889	NDC80	5.3925
NDE1	1026.1167	NDE1	246.8364
NDEL1	726.0287	NDEL1	1221.6896
NDFIP1	3704.4277	NDFIP1	4022.169
NDFIP2	892.9723	NDFIP2	484.1222
NDNL2	241.2276	NDNL2	536.8484
NDN	193.9204	NDN	2727.9808
NDOR1	595.0542	NDOR1	370.2816
NDP	10.9471	NDP	35.3505
NDRG1	605.6104	NDRG1	12183.9425
NDRG2	541.8825	NDRG2	5432.5944
NDRG3	2413.4493	NDRG3	727.9808
NDRG4	52.3898	NDRG4	263.0318
NDST1	4622.813	NDST1	3955.6621
NDST2	375.7208	NDST2	425.4044
NDUFA10	2045.9388	NDUFA10	2568.604
NDUFA11	1260.4828	NDUFA11	3005.3925
NDUFA12	552.0477	NDUFA12	983.8226
NDUFA13	2745.8821	NDUFA13	3894.8173
NDUFA1	1253.4454	NDUFA1	1838.2265
NDUFA2	898.0549	NDUFA2	1719.5926
NDUFA3	629.0685	NDUFA3	1260.0359
NDUFA4L2	121.9822	NDUFA4L2	1767.5255
NDUFA4	2860.7174	NDUFA4	4261.8334
NDUFA5	1766.3962	NDUFA5	1255.2427
NDUFA6	857.3942	NDUFA6	1681.8454
NDUFA7	745.9681	NDUFA7	787.8969
NDUFA8	575.8968	NDUFA8	1353.5051
NDUFA9	1243.2802	NDUFA9	1562.0132
NDUFAB1	1455.5762	NDUFAB1	1533.2534
NDUFAF1	336.233	NDUFAF1	417.0162
NDUFAF2	179.8456	NDUFAF2	278.0108
NDUFAF3	1267.5203	NDUFAF3	2086.2792
NDUFAF4	227.5437	NDUFAF4	316.3571
NDUFB10	3571.4984	NDUFB10	2627.9209
NDUFB11	1475.5156	NDUFB11	2027.5614
NDUFB1	570.0323	NDUFB1	1239.0653
NDUFB2	1543.1453	NDUFB2	2487.7172
NDUFB3	616.5575	NDUFB3	922.7082
NDUFB4	1603.7533	NDUFB4	2239.0653
NDUFB5	1328.1204	NDUFB5	2257.0401
NDUFB6	697.488	NDUFB6	906.5309
NDUFB7	880.4613	NDUFB7	3449.3709
NDUFB8	1139.392	NDUFB8	2576.1414
NDUFB9	1674.5264	NDUFB9	3360.0959
NDUFC1	929.7234	NDUFC1	844.8173
NDUFC2	2073.3066	NDUFC2	3565.009
NDUFS1	1558.01	NDUFS1	1128.2205
NDUFS2	3324.7972	NDUFS2	2177.9509
NDUFS3	1172.9411	NDUFS3	1648.2924
NDUFS4	661.1279	NDUFS4	1184.5416
NDUFS5	2159.3197	NDUFS5	3205.5123
NDUFS6	934.806	NDUFS6	1825.6441
NDUFS7	569.9189	NDUFS7	1867.9928
NDUFS8	1025.1197	NDUFS8	2101.8574
NDUFV1	2093.246	NDUFV1	3957.4596
NDUFV2	2196.4617	NDUFV2	1833.4332
NDUFV3	587.2349	NDUFV3	1068.3044
NEAT1	3099.2083	NEAT1	9013.1815
NEBL	2432.2158	NEBL	330.737
NEB	144.2674	removed	removed
NECAB1	19.9394	NECAB1	103.6549
NECAB3	338.9698	NECAB3	442.7801
NECAP1	858.9581	NECAP1	529.0593
NECAP2	1205.7472	NECAP2	1946.6747
NEDD1	532.1083	NEDD1	286.9982
NEDD4L	2110.8396	NEDD4L	1300.7789
NEDD4	613.8207	NEDD4	396.6447
NEDD8	2226.5663	NEDD8	2699.2211
NEDD9	462.9069	NEDD9	2015.5782
NEFH	104.7796	NEFH	7.7891
NEGR1	110.2532	NEGR1	795.0869
NEIL1	30.1046	NEIL1	155.7819
NEIL2	357.3453	NEIL2	662.0731
NEIL3	39.8788	removed	removed
NEK10	188.4469	removed	removed
NEK11	384.7131	NEK11	142.0012
NEK1	713.9087	NEK1	287.5974
NEK2	573.16	removed	removed
NEK3	108.2983	NEK3	203.1156
NEK4	769.8172	NEK4	266.6267
NEK5	60.6001	removed	removed
NEK6	1173.6878	NEK6	423.607
NEK7	1646.3689	NEK7	4515.8778
NEK8	92.6596	NEK8	23.9664
NEK9	1799.6286	NEK9	2718.3942
NELF	1245.626	NELF	748.9515
removed	removed	NELL1	6.5908
NELL2	822.207	NELL2	13.1815
NENF	1302.3165	NENF	1831.0365
NEO1	2443.5539	NEO1	544.6375
NES	762.7798	NES	5424.2061
NET1	2978.008	NET1	3045.5362
NETO2	570.8142	NETO2	16.7765
NEU1	1677.2554	NEU1	1491.3122
NEU3	107.1254	NEU3	22.169
NEU4	185.7101	NEU4	5.3925
NEURL1B	1935.2947	NEURL1B	3599.7603
NEURL2	21.0576	NEURL2	31.4919
NEURL3	30.8865	removed	removed
NEURL4	604.2576	NEURL4	376.5368
NEURL	314.7297	NEURL	6.5908
NEXN	98.9151	NEXN	334.3319
removed	removed	NF1	760.3355
NF2	606.0014	NF2	763.3313
NFAM1	69.2014	NFAM1	63.5111
NFASC	823.7748	NFASC	127.2079
NFAT5	1244.0622	NFAT5	1257.0401
NFATC1	76.6299	NFATC1	562.0132
NFATC2IP	966.8654	NFATC2IP	466.7466
NFATC2	53.9537	NFATC2	27.5614
NFATC3	961.0009	NFATC3	568.604
NFATC4	906.2653	NFATC4	698.6219
NFE2L1	6535.4315	NFE2L1	11004.7933
NFE2L2	1747.2192	NFE2L2	2193.7627
NFE2L3	168.8984	NFE2L3	141.402
NFE2	186.492	removed	removed
NFIA	1811.7486	NFIA	2952.0671
