gene_id	TCGA-BH-A0DV-01A-21R-A12P-07	gene_id	TCGA-BH-A0DV-11A-22R-A12P-07
CDK17	875.5301	CDK17	1293.1034
CDK18	192.8428	CDK18	323.6074
CDK19	728.8595	CDK19	870.9682
CDK1	196.7116	CDK1	45.4244
CDK20	152.3696	CDK20	202.9178
CDK2AP1	2331.3742	CDK2AP1	2150.8621
CDK2AP2	795.4765	CDK2AP2	412.7984
CDK2	507.1051	CDK2	631.9629
CDK3	30.0097	CDK3	101.9098
CDK4	1995.0897	CDK4	1518.8992
CDK5R1	58.9242	CDK5R1	33.4881
CDK5RAP1	414.5525	CDK5RAP1	513.2626
CDK5RAP2	2166.8031	CDK5RAP2	2349.4695
CDK5RAP3	1481.735	CDK5RAP3	1978.4483
CDK5	302.9536	CDK5	142.5729
CDK6	528.5321	CDK6	781.8302
CDK7	359.7947	CDK7	368.7003
CDK8	128.8595	CDK8	150.1989
CDK9	1066.2897	CDK9	936.6711
CDKAL1	268.4324	CDKAL1	334.5491
CDKL1	38.6876	CDKL1	20.8886
removed	removed	CDKL2	104.1114
CDKL3	27.2152	CDKL3	39.8674
CDKL5	86.8983	CDKL5	160.809
CDKN1A	4186.2957	CDKN1A	2641.9098
CDKN1B	1935.8679	CDKN1B	1627.6525
CDKN1C	444.9074	CDKN1C	428.0504
CDKN2AIPNL	263.9685	CDKN2AIPNL	248.0106
CDKN2AIP	316.9407	CDKN2AIP	754.3103
CDKN2A	114.8724	CDKN2A	26.5252
CDKN2B	631.7982	CDKN2B	215.8488
CDKN2C	316.6431	CDKN2C	161.8037
CDKN2D	120.2291	CDKN2D	54.0451
CDKN3	57.7338	CDKN3	26.5252
CDNF	11.6063	CDNF	69.6286
CDO1	244.6247	CDO1	232.0955
CDON	749.6466	CDON	707.2281
CDR1	9.7165	CDR1	8.9954
CDR2L	720.7797	CDR2L	552.7188
CDR2	1237.7055	CDR2	963.1963
CDRT15P	5.9519	CDRT15P	5.6366
CDRT4	231.5036	CDRT4	233.2294
CDS1	832.3785	CDS1	1185.6764
CDS2	829.9978	CDS2	909.4828
CDSN	45.5323	CDSN	43.7666
CDT1	75.8872	CDT1	23.5411
CDV3	2626.5903	CDV3	3880.305
CDX1	5.3567	removed	removed
CDYL2	143.4417	CDYL2	118.7003
CDYL	527.3417	CDYL	730.4377
CEACAM19	30.6525	CEACAM19	76.5915
CEACAM1	180.6413	CEACAM1	671.4191
CEACAM21	14.5822	CEACAM21	7.9576
CEACAM5	124.9907	CEACAM5	5.6366
CEACAM6	1805.5204	CEACAM6	70.2918
CEACAM7	5.6543	removed	removed
CEBPA	492.8205	CEBPA	322.6127
CEBPB	1005.5799	CEBPB	731.7639
CEBPD	757.9793	CEBPD	883.2891
CEBPG	749.9442	CEBPG	1093.5013
CEBPZ	1103.7869	CEBPZ	1928.382
CECR1	897.8499	CECR1	497.0159
removed	removed	CECR2	18.2361
CECR5	455.0257	CECR5	473.4748
CECR6	6.5471	CECR6	29.1777
CECR7	49.9963	CECR7	188.3289
CELF1	1423.406	CELF1	2150.1989
CELF2	992.7833	CELF2	881.6313
CELF4	7.4399	CELF4	8.2891
CELF5	9.2255	CELF5	42.7719
CELF6	13.0883	CELF6	61.8899
CELSR1	3011.0855	CELSR1	1854.1114
CELSR2	1017.1862	CELSR2	2306.0345
CELSR3	23.5102	CELSR3	44.0981
CEMP1	126.7614	CEMP1	112.122
CEND1	7.7375	removed	removed
CENPA	11.0111	CENPA	6.2997
CENPBD1	161.8927	CENPBD1	291.4456
CENPB	2015.6238	CENPB	1506.9629
CENPC1	297.8945	CENPC1	653.5146
CENPE	55.6506	CENPE	35.809
CENPF	595.789	CENPF	210.8753
CENPH	73.5064	CENPH	69.6286
CENPI	10.1183	CENPI	5.6366
CENPJ	110.1109	CENPJ	289.7878
CENPK	16.3678	CENPK	19.8939
CENPL	104.7541	CENPL	75.9284
CENPM	53.5674	CENPM	12.5995
CENPN	88.4904	CENPN	145.3216
CENPO	71.1584	CENPO	54.3501
CENPP	155.786	CENPP	40.5405
CENPQ	70.8281	CENPQ	97.1485
CENPT	281.5267	CENPT	474.8011
CENPV	46.7227	CENPV	78.9125
CENPW	60.4122	CENPW	97.8117
CEP110	444.3122	CEP110	772.5464
CEP120	450.2641	CEP120	806.0345
CEP135	136.8946	CEP135	340.8488
CEP152	60.4122	CEP152	86.2069
CEP164	497.582	CEP164	731.1008
CEP170	1109.4413	CEP170	833.2228
CEP192	552.935	CEP192	1221.817
CEP250	489.8445	CEP250	618.3687
CEP290	283.8985	CEP290	699.0584
CEP350	1506.4355	CEP350	1813.6605
CEP55	85.1127	CEP55	12.931
CEP57	658.2844	CEP57	957.5597
CEP63	626.8284	CEP63	775.9284
CEP68	1090.2016	CEP68	1388.2626
CEP70	247.0054	CEP70	400.5305
CEP72	32.1405	CEP72	87.8647
CEP76	125.5859	CEP76	164.4562
CEP78	222.0073	CEP78	351.4589
CEP97	108.3253	CEP97	226.1273
CEPT1	788.3342	CEPT1	810.6764
CERCAM	3403.6158	CERCAM	506.6313
CERKL	51.645	CERKL	31.6678
CERK	689.532	CERK	732.0955
CES1	353.8427	CES1	822.6127
CES2	667.5099	CES2	1232.4271
CES3	15.475	CES3	33.1565
CES4	11.6063	CES4	19.5623
CES8	35.7116	CES8	90.5172
CETN2	1257.6445	CETN2	1061.6711
CETN3	242.2439	CETN3	312.3342
CETP	42.2588	removed	removed
CFB	15191.0483	CFB	1417.9145
CFDP1	706.4951	CFDP1	909.4828
CFD	1379.9568	CFD	481.4324
CFHR3	9.8207	removed	removed
CFH	6520.6458	CFH	1788.4615
CFI	1085.6335	CFI	891.5782
CFL1	15650.3236	CFL1	7796.4191
CFL2	565.7317	CFL2	1143.5676
CFLAR	696.0792	CFLAR	1309.6817
CFP	70.5305	CFP	7.2944
CFTR	6.8447	CFTR	24.2042
CG030	15.1774	CG030	35.809
removed	removed	CGB7	8.4682
CGGBP1	2304.2928	CGGBP1	3069.6452
CGNL1	903.2066	CGNL1	2455.5703
CGN	1988.5425	CGN	2428.0504
CGREF1	332.3235	CGREF1	85.7328
CGRRF1	222.9001	CGRRF1	289.4562
CH25H	160.4047	CH25H	28.183
CHAC1	39.878	CHAC1	86.5385
CHAC2	36.0092	CHAC2	25.1989
CHADL	71.7209	CHADL	90.1857
CHAD	337.1773	CHAD	491.3793
CHAF1A	280.9315	CHAF1A	263.2626
CHAF1B	158.3216	CHAF1B	125.6631
CHCHD10	309.5008	CHCHD10	205.5703
CHCHD1	498.4748	CHCHD1	343.8329
CHCHD2	3090.5439	CHCHD2	2194.2971
CHCHD3	606.5025	CHCHD3	582.8912
CHCHD4	215.4602	CHCHD4	248.6737
CHCHD5	352.0571	CHCHD5	189.6552
CHCHD6	114.8724	CHCHD6	126.6578
CHCHD7	225.5785	CHCHD7	488.3952
CHCHD8	625.5487	CHCHD8	523.8727
CHD1L	786.8462	CHD1L	950.5968
CHD1	848.4488	CHD1	1906.8302
CHD2	2004.9103	CHD2	4169.7613
CHD3	3967.8595	CHD3	4563.992
CHD4	6948.6794	CHD4	6792.8415
removed	removed	CHD5	10.2785
CHD6	1509.4115	CHD6	3100.1326
CHD7	388.364	CHD7	860.7427
CHD8	2181.3853	CHD8	2586.5385
CHD9	976.4154	CHD9	2769.2308
CHDH	419.9092	CHDH	937.9973
CHEK1	67.8521	CHEK1	63.6605
CHEK2	123.5027	CHEK2	134.2838
CHERP	1134.6596	CHERP	1088.7865
CHFR	274.6819	CHFR	324.9337
CHGB	5.6543	CHGB	7.2944
CHI3L1	612.1568	CHI3L1	3066.9761
CHI3L2	177.0702	CHI3L2	373.6737
CHIC1	305.3344	CHIC1	413.4615
CHIC2	217.8409	CHIC2	295.756
CHID1	1454.6537	CHID1	1108.4218
CHIT1	959.4524	CHIT1	545.0928
CHKA	338.0701	CHKA	875.3316
CHKB-CPT1B	91.398	CHKB-CPT1B	319.3932
CHKB	268.3074	CHKB	225.2056
CHL1	378.8409	CHL1	1496.3528
CHML	351.4619	CHML	719.8276
CHMP1A	1872.4797	CHMP1A	1679.0451
CHMP1B	1450.1897	CHMP1B	1717.8382
CHMP2A	2168.5886	CHMP2A	1439.9867
CHMP2B	936.2399	CHMP2B	1174.4032
CHMP4A	1022.3317	CHMP4A	822.0855
CHMP4B	3079.8304	CHMP4B	2864.3899
CHMP4C	255.3381	CHMP4C	589.191
CHMP5	1439.8482	CHMP5	1340.9184
CHMP6	444.9074	CHMP6	375.3316
CHMP7	1123.1307	CHMP7	1082.5597
CHM	546.0903	CHM	804.3767
CHN1	462.4656	CHN1	323.2759
CHN2	86.0055	CHN2	74.9337
CHODL	9.2255	CHODL	24.2042
CHORDC1	363.961	CHORDC1	601.7905
CHPF2	1583.8107	CHPF2	858.7533
CHPF	3383.6619	CHPF	958.8462
CHPT1	794.2861	CHPT1	2475.3846
CHP	3507.1795	CHP	3074.9337
CHRAC1	407.7078	CHRAC1	577.9178
CHRDL1	1351.0899	CHRDL1	1421.7507
removed	removed	CHRDL2	7.9576
CHRD	526.4489	CHRD	135.2785
CHRFAM7A	29.7597	CHRFAM7A	30.567
CHRM1	21.1294	CHRM1	59.3501
CHRM3	30.6525	CHRM3	19.8939
CHRM4	9.2255	removed	removed
CHRNA10	8.3327	CHRNA10	7.9576
CHRNA1	43.7467	CHRNA1	24.2042
CHRNA2	11.3087	CHRNA2	133.6207
CHRNA3	7.7375	removed	removed
CHRNA5	17.5582	CHRNA5	46.7507
CHRNA6	10.1183	removed	removed
CHRNA7	5.9519	CHRNA7	10.315
CHRNB1	143.7393	CHRNB1	120.9582
CHRNB2	6.2495	CHRNB2	65.3183
CHRNE	28.3878	CHRNE	22.7918
CHST10	460.3824	CHST10	433.0239
CHST11	234.2088	CHST11	64.9867
CHST12	291.0498	CHST12	129.3103
CHST13	11.3087	removed	removed
CHST14	1038.9108	CHST14	411.4721
CHST15	2975.6715	CHST15	1078.5809
CHST1	330.3326	CHST1	282.1618
CHST2	189.2716	CHST2	210.8753
CHST3	794.5837	CHST3	1694.2971
removed	removed	CHST4	7.9576
CHST6	116.0628	CHST6	16.2467
CHST7	151.7744	CHST7	96.4854
CHST8	32.1405	CHST8	10.9416
CHST9	50.5915	CHST9	385.2785
CHSY1	2495.0525	CHSY1	3797.7454
CHSY3	351.1643	CHSY3	76.2599
CHTF18	129.4547	CHTF18	107.4271
CHTF8	2340.0045	CHTF8	2424.6286
CHUK	434.4915	CHUK	842.8382
CHURC1	1657.7903	CHURC1	1732.0557
CIAO1	1712.3726	CIAO1	1777.5199
CIAPIN1	656.7964	CIAPIN1	701.5915
CIB1	1818.9123	CIB1	917.1088
CIB2	98.8022	CIB2	71.618
CIC	1993.0065	CIC	2162.1353
CIDEA	255.3381	CIDEA	86.87
CIDEB	248.1869	CIDEB	324.8972
CIDECP	104.7541	CIDECP	69.2971
CIDEC	537.1624	CIDEC	298.7401
CIITA	292.5378	CIITA	151.5252
CILP2	1290.9754	CILP2	19.8939
CILP	27831.8577	CILP	389.5889
CINP	482.4046	CINP	332.2281
CIR1	743.3971	CIR1	983.4218
CIRBP	3969.9427	CIRBP	6218.8329
CIRH1A	628.8223	CIRH1A	1135.9416
CISD1	358.3067	CISD1	252.321
CISD2	413.6597	CISD2	372.0159
CISD3	767.5381	CISD3	560.116
CISH	1215.981	CISH	467.1751
CITED1	24.7005	CITED1	93.5013
CITED2	3230.4144	CITED2	4643.2361
CITED4	696.0792	CITED4	944.9602
CIT	131.5378	CIT	57.6923
CIZ1	2127.2227	CIZ1	1713.1963
CKAP2L	34.2236	CKAP2L	8.9523
CKAP2	275.5747	CKAP2	174.0716
CKAP4	3748.233	CKAP4	1272.878
CKAP5	2408.7493	CKAP5	2422.0822
CKB	369.3178	CKB	329.9072
CKLF	340.4509	CKLF	198.2759
CKMT1A	66.3641	CKMT1A	208.2228
CKMT1B	57.1386	CKMT1B	249.3369
CKMT2	69.3401	CKMT2	47.0822
CKM	1544.5279	removed	removed
CKS1B	534.484	CKS1B	367.0424
CKS2	137.4898	CKS2	60.6764
CLASP1	1347.8164	CLASP1	1755.305
CLASP2	1045.4579	CLASP2	1546.4191
CLCA2	1705.5279	CLCA2	2350.4642
removed	removed	CLCA4	172.0822
CLCC1	738.6087	CLCC1	983.0007
CLCF1	114.8724	CLCF1	164.7878
removed	removed	CLCN1	8.2891
CLCN2	63.9833	CLCN2	66.6446
CLCN3	1296.9273	CLCN3	2104.443
CLCN4	183.3197	CLCN4	94.1645
CLCN5	169.035	CLCN5	132.9576
CLCN6	332.1181	CLCN6	560.3448
CLCN7	1713.8606	CLCN7	1010.9416
removed	removed	CLCNKA	9.2838
removed	removed	CLCNKB	11.2732
CLDN10	6.0115	CLDN10	30.3548
CLDN11	538.948	CLDN11	490.0531
CLDN12	744.5875	CLDN12	2136.2732
CLDN14	8.3327	CLDN14	10.9416
CLDN15	133.0258	CLDN15	112.069
CLDN19	33.3309	CLDN19	308.3554
CLDN1	365.7466	CLDN1	1399.8674
CLDN23	75.292	CLDN23	138.5942
CLDN2	6.5084	removed	removed
CLDN3	723.1605	CLDN3	749.0053
CLDN4	4460.3824	CLDN4	5716.5119
CLDN5	935.3471	CLDN5	637.5995
CLDN7	1343.3524	CLDN7	1575.2653
CLDN8	197.0092	CLDN8	2836.5385
CLDND1	1098.7278	CLDND1	1485.4111
CLEC10A	136.0018	CLEC10A	17.9045
CLEC11A	444.9074	CLEC11A	89.191
CLEC12A	51.7819	CLEC12A	10.6101
CLEC14A	2059.9658	CLEC14A	535.809
CLEC16A	819.8795	CLEC16A	909.8143
CLEC18A	19.6414	CLEC18A	6.2997
CLEC1A	205.0443	CLEC1A	129.6419
CLEC2B	602.3361	CLEC2B	165.7825
CLEC2D	258.3141	CLEC2D	336.87
CLEC3B	1636.1878	CLEC3B	658.1565
CLEC4A	42.854	CLEC4A	16.9098
CLEC4E	20.5342	CLEC4E	11.9363
CLEC4F	8.0351	CLEC4F	17.5729
CLEC5A	95.231	CLEC5A	9.2838
CLEC7A	57.7338	CLEC7A	43.1034
CLEC9A	11.0111	CLEC9A	8.2891
CLECL1	9.5231	removed	removed
CLGN	722.8629	CLGN	217.1751
CLIC1	6531.6569	CLIC1	4229.1114
CLIC2	720.4821	CLIC2	378.6472
CLIC3	47.0203	CLIC3	18.8992
CLIC4	7235.4736	CLIC4	9304.0451
CLIC5	355.9259	CLIC5	511.2732
CLIC6	596.6818	CLIC6	399.2042
CLINT1	1544.2303	CLINT1	2244.695
CLIP1	1659.4003	CLIP1	4332.2281
CLIP2	825.2362	CLIP2	482.4271
CLIP3	993.0809	CLIP3	608.0902
CLIP4	345.8076	CLIP4	1022.2149
CLK1	968.9755	CLK1	3075.2653
CLK2P	15.475	CLK2P	10.9416
CLK2	781.1919	CLK2	687.0027
CLK3	684.4729	CLK3	770.8886
CLK4	267.8372	CLK4	796.7507
CLLU1	7.7375	removed	removed
CLMN	1261.8109	CLMN	2375
CLN3	2553.0838	CLN3	1189.9867
CLN5	850.532	CLN5	873.3422
CLN6	601.7409	CLN6	461.2069
CLN8	319.0239	CLN8	466.1804
CLNS1A	1389.7775	CLNS1A	1277.5199
CLOCK	448.4785	CLOCK	642.9045
CLP1	268.1348	CLP1	200.9284
CLPB	264.5636	CLPB	283.8196
CLPP	577.9332	CLPP	379.9735
CLPTM1L	1739.1563	CLPTM1L	1450.9284
CLPTM1	2552.7863	CLPTM1	2053.382
CLPX	590.7299	CLPX	954.5756
CLSPN	13.6895	CLSPN	9.6154
CLSTN1	7518.4882	CLSTN1	5449.2706
CLSTN2	610.0737	CLSTN2	449.2706
CLSTN3	2215.3114	CLSTN3	913.13
CLTA	2059.9658	CLTA	1629.9735
CLTB	1110.3341	CLTB	774.5358
CLTCL1	71.1257	CLTCL1	85.2122
CLTC	12410.9813	CLTC	9569.6286
CLUAP1	441.3362	CLUAP1	498.6737
CLUL1	73.804	CLUL1	117.374
CLU	22279.8899	CLU	22182.3607
removed	removed	CLVS1	5.5637
CLYBL	85.7079	CLYBL	137.931
CMA1	52.0795	CMA1	7.9576
CMAH	344.6172	CMAH	244.3634
CMAS	500.558	CMAS	595.4907
CMBL	1482.9254	CMBL	850.4642
CMC1	85.7079	CMC1	74.2706
CMIP	1790.343	CMIP	1222.8117
CMKLR1	905.885	CMKLR1	197.9443
CMPK1	3032.2149	CMPK1	4399.8674
CMPK2	111.8964	CMPK2	56.0345
CMTM1	121.1219	CMTM1	80.2387
CMTM3	2712.5958	CMTM3	944.9602
CMTM4	763.6337	CMTM4	1080.2387
CMTM5	7.1423	CMTM5	23.5411
CMTM6	2530.4665	CMTM6	2871.6844
CMTM7	350.2716	CMTM7	734.0849
CMTM8	155.048	CMTM8	113.7268
CMYA5	783.2751	CMYA5	2950.9284
CN5H6.4	5.3567	CN5H6.4	9.9469
CNBP	5965.6276	CNBP	8965.8488
CNDP2	3937.2071	CNDP2	3105.4377
CNFN	30.6525	CNFN	24.5358
CNGA1	15.475	CNGA1	83.8859
CNGA3	6.8447	removed	removed
CNIH2	30.0573	CNIH2	5.9682
CNIH3	137.4898	CNIH3	35.4775
CNIH4	761.8481	CNIH4	558.687
CNIH	1266.5724	CNIH	1091.5119
CNKSR1	526.4489	CNKSR1	551.061
CNKSR2	14.8798	CNKSR2	65.3183
CNKSR3	444.6098	CNKSR3	335.8753
CNN1	1255.5613	CNN1	8075.9284
CNN2	5230.5632	CNN2	3458.2228
CNN3	6500.7068	CNN3	9851.1273
CNNM1	8.3327	CNNM1	38.13
CNNM2	201.7707	CNNM2	153.183
CNNM3	1074.0272	CNNM3	811.008
CNNM4	770.1808	CNNM4	984.748
CNOT10	637.7502	CNOT10	626.6578
CNOT1	2931.4605	CNOT1	5261.5517
CNOT2	1442.4522	CNOT2	1731.7639
CNOT3	973.1419	CNOT3	802.7188
CNOT4	493.7133	CNOT4	578.9125
CNOT6L	1297.2249	CNOT6L	2093.8329
CNOT6	896.0643	CNOT6	1192.6393
CNOT7	1476.9734	CNOT7	2064.3236
CNOT8	1515.9586	CNOT8	1446.618
CNO	244.9223	CNO	206.8966
CNPY2	1058.2546	CNPY2	796.4191
CNPY3	1487.9845	CNPY3	991.7109
CNPY4	538.948	CNPY4	281.1671
CNP	2239.9226	CNP	1894.9171
CNR1	156.536	CNR1	163.7931
CNR2	6.2495	removed	removed
CNRIP1	610.3713	CNRIP1	200.2653
CNST	1068.6705	CNST	1148.8727
CNTD1	25.3761	CNTD1	103.1963
CNTD2	30.3549	CNTD2	7.626
CNTFR	99.0998	CNTFR	144.2308
CNTF	6.8447	CNTF	38.13
CNTLN	189.8668	CNTLN	275.5305
CNTN1	354.4379	CNTN1	754.3103
CNTN2	8.3327	CNTN2	14.2573
CNTN3	66.9593	CNTN3	97.4801
CNTN4	380.0312	CNTN4	380.9682
CNTNAP1	431.5155	CNTNAP1	107.7586
CNTNAP2	103.5637	CNTNAP2	182.0292
CNTNAP3	51.4843	CNTNAP3	461.87
CNTROB	682.9849	CNTROB	842.5066
COASY	1430.8459	COASY	1385.9416
COBLL1	874.0421	COBLL1	1703.2493
COBL	1301.9865	COBL	1688.992
COBRA1	1471.0215	COBRA1	1040.4509
COCH	15.1774	COCH	17.8481
COG1	924.8836	COG1	881.3395
COG2	1291.5706	COG2	861.0743
COG3	575.2548	COG3	1208.8859
COG4	977.6058	COG4	1070.6233
COG5	1138.6266	COG5	1126.1505
COG6	669.593	COG6	840.1857
COG7	882.0772	COG7	631.2997
COG8	388.6824	COG8	383.3886
COIL	435.9795	COIL	643.8992
COL10A1	5292.1658	COL10A1	10.9416
COL11A1	6881.0356	COL11A1	35.1459
COL11A2	6.5471	COL11A2	51.061
COL12A1	27332.7877	COL12A1	4323.2759
COL13A1	57.7338	COL13A1	8.6207
COL14A1	17810.5796	COL14A1	6544.0981
COL15A1	9092.4782	COL15A1	1679.0451
COL16A1	4906.4802	COL16A1	1905.1724
COL17A1	1472.2119	COL17A1	9157.1618
COL18A1	10966.7435	COL18A1	1988.0637
COL1A1	487560.4494	COL1A1	2296.7507
COL1A2	353853.1359	COL1A2	6076.9231
COL21A1	228.2568	COL21A1	65.6499
COL22A1	52.9722	COL22A1	6.6313
COL23A1	41.366	COL23A1	80.9019
COL24A1	32.1405	COL24A1	17.2414
COL25A1	36.6044	COL25A1	33.8196
COL27A1	111.0036	COL27A1	296.7507
COL28A1	6.8447	COL28A1	34.1512
COL2A1	16.0702	COL2A1	182.3607
COL3A1	370890.8563	COL3A1	3649.5358
COL4A1	27509.5603	COL4A1	2403.8462
COL4A2	26768.8416	COL4A2	4118.3687
COL4A3BP	1189.7924	COL4A3BP	1698.2759
removed	removed	COL4A3	47.7454
COL4A4	75.8872	COL4A4	111.7374
COL4A5	788.9294	COL4A5	1387.931
COL4A6	72.6136	COL4A6	468.5013
COL5A1	30867.9414	COL5A1	580.9019
COL5A2	31257.1981	COL5A2	715.1857
COL5A3	3141.1353	COL5A3	311.008
COL6A1	51826.2034	COL6A1	4097.1485
COL6A2	53593.929	COL6A2	5421.0875
COL6A3	88126.1811	COL6A3	4241.0477
COL6A6	107.7301	COL6A6	78.9125
COL7A1	373.1865	COL7A1	1297.7454
COL8A1	2813.7787	COL8A1	167.7719
COL8A2	4003.5712	COL8A2	1449.6021
COL9A2	574.362	COL9A2	626.3263
COL9A3	18.451	COL9A3	80.9019
COLEC11	16.963	removed	removed
COLEC12	2007.2911	COLEC12	447.9443
COLQ	37.1996	COLQ	44.5524
COMMD10	373.4841	COMMD10	394.8939
COMMD1	290.157	COMMD1	254.9735
COMMD2	758.5745	COMMD2	1002.6525
COMMD3	959.5268	COMMD3	719.821
COMMD4	792.203	COMMD4	407.4934
COMMD5	565.08	COMMD5	373.2825
COMMD6	1402.8718	COMMD6	1420.756
COMMD7	1185.3285	COMMD7	965.8488
COMMD8	191.6524	COMMD8	197.2812
COMMD9	784.4654	COMMD9	524.2042
COMP	7722.0445	COMP	25.1989
COMTD1	44.6395	COMTD1	31.4987
COMT	2071.8697	COMT	1930.3714
COPA	10841.738	COPA	5840.7129
COPB1	4326.7614	COPB1	3807.4768
COPB2	6051.9307	COPB2	3817.3077
COPE	1673.6523	COPE	869.695
COPG2	608.2881	COPG2	697.6127
COPG	5329.9606	COPG	2915.4509
COPS2	1649.5796	COPS2	2329.5756
COPS3	913.6225	COPS3	1175.7294
COPS4	1037.4228	COPS4	1022.878
COPS5	964.5116	COPS5	1036.8037
COPS6	1863.8494	COPS6	1207.2281
COPS7A	1719.5149	COPS7A	1206.8966
COPS7B	497.582	COPS7B	479.1114
COPS8	1326.3686	COPS8	1020.5073
COPZ1	4615.728	COPZ1	2980.4377
COPZ2	743.9923	COPZ2	161.4721
COQ10A	109.2181	COQ10A	144.2308
COQ10B	666.9147	COQ10B	736.4058
COQ2	131.2402	COQ2	159.4828
COQ3	84.8151	COQ3	170.0928
COQ4	686.5561	COQ4	600.1326
COQ5	671.081	COQ5	424.4032
COQ6	405.08	COQ6	387.0524
COQ7	454.1329	COQ7	571.2865
COQ9	587.7539	COQ9	603.7798
CORIN	221.4121	CORIN	21.2202
CORO1A	730.3028	CORO1A	235.0796
CORO1B	2164.1247	CORO1B	1385.9416
CORO1C	2894.7251	CORO1C	4380.305
CORO2A	869.5782	CORO2A	785.4775
CORO2B	273.7892	CORO2B	209.2175
CORO6	30.0573	CORO6	39.1247
CORO7	622.3287	CORO7	259.4562
COTL1	2098.3558	COTL1	900.1989
COX10	258.3141	COX10	299.4032
COX11	533.5645	COX11	771.0544
COX15	1040.7946	COX15	1138.0736
COX16	620.4895	COX16	558.0239
COX17	367.5322	COX17	335.5438
COX18	247.8982	COX18	385.6101
COX19	126.5947	COX19	196.9231
COX4I1	4117.8484	COX4I1	2979.1114
COX4I2	109.8133	COX4I2	19.8939
COX4NB	327.3566	COX4NB	373.3422
COX5A	996.652	COX5A	714.5225
COX5B	975.2251	COX5B	729.443
COX6A1	1684.9937	COX6A1	1072.2812
COX6A2	32.1405	removed	removed
COX6B1	2617.6624	COX6B1	1478.7798
removed	removed	COX6B2	25.5305
COX6C	1320.4375	COX6C	1003.6472
COX7A1	447.2881	COX7A1	168.1034
COX7A2L	1949.2597	COX7A2L	1599.8011
COX7A2	1159.4375	COX7A2	780.1724
COX7B	1212.1122	COX7B	890.252
COX7C	2412.9157	COX7C	1963.5279
COX8A	1338.2933	COX8A	844.1645
CP110	557.1014	CP110	934.0186
removed	removed	CPA1	11.9363
CPA3	1428.1675	CPA3	77.9178
CPA4	11.3087	CPA4	45.0928
CPAMD8	144.3345	CPAMD8	584.8806
CPB1	120.2291	CPB1	208.2228
removed	removed	CPB2	9.6154
CPD	4108.0277	CPD	4717.5066
CPEB1	21.427	CPEB1	43.435
CPEB2	1105.5725	CPEB2	1107.4271
CPEB3	151.7744	CPEB3	288.7931
CPEB4	932.6687	CPEB4	2233.0902
CPE	4940.4062	CPE	4718.1698
CPLX1	45.5323	CPLX1	50.7294
CPM	814.8203	CPM	336.2069
CPN2	10.4159	removed	removed
CPNE1	2517.2502	CPNE1	1689.632
CPNE2	1011.2343	CPNE2	514.2573
CPNE3	3172.0854	CPNE3	3863.3952
CPNE5	141.6561	CPNE5	41.7772
CPNE7	20.2366	CPNE7	33.8196
CPNE8	350.8668	CPNE8	281.1671
CPOX	201.1755	CPOX	277.1883
CPPED1	695.484	CPPED1	495.6897
CPS1	74.1016	CPS1	221.817
CPSF1	1168.3654	CPSF1	1083.5544
CPSF2	1337.1029	CPSF2	1417.7719
CPSF3L	1313.8903	CPSF3L	1091.5119
CPSF3	759.1697	CPSF3	618.0371
CPSF4	326.4638	CPSF4	350.1326
CPSF6	1233.8368	CPSF6	2117.7056
CPSF7	1725.1693	CPSF7	2956.565
CPT1A	1399.0031	CPT1A	2423.0769
CPT1B	72.688	CPT1B	239.6817
CPT1C	194.6284	CPT1C	77.9178
CPT2	667.2123	CPT2	606.7639
CPVL	489.2493	CPVL	256.6313
CPXM1	1385.9088	CPXM1	151.8568
CPXM2	2992.6345	CPXM2	1144.5623
CPZ	836.8425	CPZ	167.1088
CP	342.0341	CP	4678.7102
CR1	33.0333	CR1	23.5411
CR2	198.7947	CR2	23.2095
CRABP1	26.4861	CRABP1	168.1034
CRABP2	12974.9275	CRABP2	2612.069
CRADD	153.8576	CRADD	192.6393
CRAMP1L	575.2637	CRAMP1L	940.3515
CRAT	4653.5228	CRAT	1453.9125
CRB1	9.8207	CRB1	10.6101
CRB2	8.0351	CRB2	47.4138
CRB3	174.0942	CRB3	147.2149
CRBN	762.5177	CRBN	957.6625
CRCP	772.264	CRCP	957.8912
CREB1	1282.0475	CREB1	1918.435
CREB3L1	5269.846	CREB3L1	170.0928
CREB3L2	3343.5012	CREB3L2	3777.5199
CREB3L4	3374.4513	CREB3L4	1494.3634
CREB3	1447.8863	CREB3	970.4012
CREB5	172.9038	CREB5	985.7427
CREBBP	3798.8245	CREBBP	3971.817
CREBL2	1904.6202	CREBL2	2294.7613
CREBZF	581.5044	CREBZF	1746.0212
CREG1	3235.7711	CREG1	2678.7135
CRELD1	852.0199	CRELD1	606.1008
CRELD2	630.9054	CRELD2	326.9231
CREM	385.6856	CREM	359.748
CRHBP	27.0813	CRHBP	31.8302
CRHR1	20.5342	CRHR1	46.4191
CRIM1	3522.357	CRIM1	9380.305
CRIP1	6823.3018	CRIP1	781.1671
CRIP2	4830.8906	CRIP2	1931.366
CRIPAK	86.3031	CRIPAK	180.0398
CRIPT	285.0978	CRIPT	388.9257
removed	removed	CRISP3	9.2838
CRISPLD1	680.6041	CRISPLD1	1705.5703
CRISPLD2	6759.9137	CRISPLD2	1290.7825
CRKL	1984.0786	CRKL	2150.5305
CRK	1214.1954	CRK	1563.3289
CRLF1	116.9556	CRLF1	30.8355
