gene_id	TCGA-BH-A0DV-01A-21R-A12P-07	gene_id	TCGA-BH-A0DV-11A-22R-A12P-07
MRPL28	943.6798	MRPL28	548.7401
MRPL2	368.425	MRPL2	321.618
MRPL30	557.8246	MRPL30	820.3249
MRPL32	509.1883	MRPL32	719.1645
MRPL33	409.7909	MRPL33	522.2149
MRPL34	548.7687	MRPL34	306.0345
MRPL35	711.8518	MRPL35	707.5597
MRPL36	232.4232	MRPL36	218.5013
MRPL37	1278.4763	MRPL37	843.8329
MRPL38	756.4318	MRPL38	527.5564
MRPL39	307.4176	MRPL39	415.4509
MRPL3	1443.345	MRPL3	1489.0584
MRPL40	583.2899	MRPL40	470.8223
MRPL41	355.0331	MRPL41	191.313
MRPL42P5	6.5561	MRPL42P5	7.3939
MRPL42	521.0922	MRPL42	714.5225
MRPL43	970.5201	MRPL43	726.6711
MRPL44	601.7409	MRPL44	493.0371
MRPL45	916.0033	MRPL45	879.3103
MRPL46	287.4786	MRPL46	304.7082
MRPL47	469.9055	MRPL47	475.4642
MRPL48	300.5729	MRPL48	293.1034
MRPL49	1475.4855	MRPL49	1523.2095
MRPL4	544.8999	MRPL4	474.8011
MRPL50	380.924	MRPL50	451.5915
MRPL51	1377.8737	MRPL51	981.4324
MRPL52	403.839	MRPL52	309.0186
MRPL53	404.7318	MRPL53	232.006
MRPL54	563.9461	MRPL54	392.2414
MRPL55	507.1051	MRPL55	255.305
MRPL9	1184.8374	MRPL9	793.8263
MRPS10	892.7907	MRPS10	869.3634
MRPS11	441.3362	MRPS11	345.8223
MRPS12	307.4176	MRPS12	225.1326
MRPS14	628.2271	MRPS14	350.7958
MRPS15	838.6281	MRPS15	600.7958
MRPS16	1364.6247	MRPS16	1243.9589
MRPS17	179.8319	MRPS17	200.5968
MRPS18A	602.6337	MRPS18A	503.9788
MRPS18B	1339.4837	MRPS18B	1146.5517
MRPS18C	220.0937	MRPS18C	256.0577
MRPS21	809.166	MRPS21	678.382
MRPS22	405.0294	MRPS22	494.3634
MRPS23	552.3399	MRPS23	542.4403
MRPS24	621.3823	MRPS24	552.0557
MRPS25	418.2903	MRPS25	737.5663
MRPS26	532.9961	MRPS26	425.0663
MRPS27	1478.759	MRPS27	1500
MRPS28	249.4308	MRPS28	199.3468
MRPS2	764.211	MRPS2	620.0133
MRPS30	481.2142	MRPS30	405.1724
MRPS31	294.9185	MRPS31	440.3183
MRPS33	428.5395	MRPS33	415.1194
MRPS34	961.8332	MRPS34	452.9178
MRPS35	1070.1585	MRPS35	1236.4058
MRPS36	287.7762	MRPS36	287.4668
MRPS5	583.2899	MRPS5	672.4138
MRPS6	611.0111	MRPS6	565.6996
MRPS7	794.4409	MRPS7	681.1538
MRPS9	449.9665	MRPS9	540.1194
MRRF	310.9888	MRRF	481.7639
MRS2	537.7576	MRS2	609.0849
MRTO4	602.0385	MRTO4	852.7851
MRVI1	921.9552	MRVI1	785.4775
MS4A14	161.979	MS4A14	35.8223
MS4A15	6.2495	removed	removed
MS4A1	59.2218	MS4A1	13.2626
MS4A2	233.6136	MS4A2	25.1989
MS4A4A	163.6783	MS4A4A	83.2228
MS4A6A	722.8629	MS4A6A	301.7241
MS4A7	3410.9694	MS4A7	808.0106
MS4A8B	13.0943	removed	removed
MSC	236.5657	MSC	8.1134
MSH2	633.2862	MSH2	871.6844
MSH3	523.4105	MSH3	658.9854
MSH5	45.5323	MSH5	128.2294
MSH6	1464.4744	MSH6	1589.8541
MSI1	14.2847	MSI1	58.3554
MSI2	177.9629	MSI2	334.5491
MSL1	1735.5851	MSL1	1550.3979
MSL2	698.4599	MSL2	1251.3263
MSL3L2	31.2477	MSL3L2	48.7401
MSL3	480.619	MSL3	498.6737
removed	removed	MSLN	6.6313
MSMB	7.4399	MSMB	38.7931
MSMP	21.7246	MSMP	39.4562
MSN	13827.5426	MSN	9926.3926
MSR1	908.5634	MSR1	189.9867
MSRA	214.2698	MSRA	217.5066
MSRB2	557.1014	MSRB2	349.8011
MSRB3	2299.5313	MSRB3	2944.6286
MST1P2	15.1774	MST1P2	150.5305
MST1P9	9.8207	MST1P9	95.1592
MST1R	269.9204	MST1R	250.3316
MST1	25.2957	MST1	70.9549
MST4	238.9703	MST4	553.7135
removed	removed	MSTN	9.6154
MSTO1	610.8534	MSTO1	566.3064
MSTO2P	110.7924	MSTO2P	124.5391
MSX1	147.0129	MSX1	40.4509
MSX2	278.8483	MSX2	553.382
MT1A	54.4602	MT1A	52.7188
MT1E	830.8906	MT1E	2688.992
MT1F	54.7578	MT1F	106.7639
MT1G	13.9871	MT1G	100.7958
MT1L	110.4085	MT1L	131.2997
MT1M	169.3326	MT1M	304.0451
MT1X	657.6892	MT1X	4390.9151
MT2A	2858.7159	MT2A	6113.3952
MTA1	778.8111	MTA1	875.3316
MTA2	2011.4575	MTA2	1878.3156
MTA3	994.5689	MTA3	960.8753
MTAP	524.6633	MTAP	832.8912
MTBP	52.0795	MTBP	85.8753
MTCH1	3182.5013	MTCH1	3014.9204
MTCH2	1461.2008	MTCH2	1143.8992
MTCP1NB	203.5384	MTCP1NB	191.3329
MTCP1	10.1362	MTCP1	29.1578
MTDH	2559.631	MTDH	3336.2069
MTERFD1	310.9888	MTERFD1	310.3448
MTERFD2	417.5285	MTERFD2	560.0133
MTERFD3	336.5821	MTERFD3	666.1141
MTERF	127.9667	MTERF	278.5146
MTF1	516.033	MTF1	891.5782
MTF2	278.8483	MTF2	496.6844
MTFMT	135.4066	MTFMT	190.3183
MTFR1	371.9961	MTFR1	429.0451
MTG1	484.4878	MTG1	377.9841
MTHFD1L	239.5655	MTHFD1L	175.0663
MTHFD1	1474.8397	MTHFD1	1271.4755
MTHFD2L	77.6728	MTHFD2L	466.7672
MTHFD2	877.0181	MTHFD2	1281.4987
MTHFR	540.4955	MTHFR	566.4788
MTHFSD	213.6746	MTHFSD	330.2387
MTHFS	388.364	MTHFS	303.0504
MTIF2	510.0811	MTIF2	634.6154
MTIF3	713.3398	MTIF3	652.5199
MTL5	247.6006	MTL5	249.6684
MTM1	378.2457	MTM1	597.4801
MTMR10	571.7848	MTMR10	1213.8263
MTMR11	355.0331	MTMR11	360.7427
MTMR12	1036.53	MTMR12	2267.9045
MTMR14	763.9313	MTMR14	647.878
MTMR15	376.6565	MTMR15	767.9377
MTMR1	583.5875	MTMR1	875.6631
MTMR2	942.4894	MTMR2	883.2891
MTMR3	1446.321	MTMR3	2152.8515
MTMR4	660.9627	MTMR4	904.8408
MTMR6	922.2528	MTMR6	1336.87
MTMR7	21.3347	MTMR7	60.7792
removed	removed	MTMR8	28.5146
MTMR9L	81.5416	MTMR9L	131.2997
MTMR9	541.8139	MTMR9	675.6863
MTO1	391.3399	MTO1	610.7427
MTOR	1754.6314	MTOR	2357.0955
MTP18	307.7866	MTP18	218.3654
MTPAP	393.1255	MTPAP	661.4721
MTRF1L	221.7097	MTRF1L	365.0531
MTRF1	60.4122	MTRF1	99.1379
MTRR	570.1957	MTRR	940.6499
MTR	1177.2934	MTR	1490.0531
MTSS1L	896.9571	MTSS1L	884.6154
MTSS1	725.8389	MTSS1	645.5504
MTUS1	3691.0944	MTUS1	3968.1698
MTUS2	8.9279	MTUS2	29.1777
MTX1	985.6409	MTX1	436.9662
MTX2	518.7114	MTX2	430.3714
MTX3	526.7465	MTX3	705.9019
MUC12	6.8447	removed	removed
MUC15	45.5323	MUC15	694.2971
MUC16	430.9203	MUC16	429.0451
MUC1	38842.0504	MUC1	3059.3501
MUC20	294.9185	MUC20	289.7878
MUC4	5.9519	MUC4	24.8674
MUC5B	1279.6667	MUC5B	200.2653
MUC6	2154.304	MUC6	475.4642
MUC7	182.2722	MUC7	54.0451
MUCL1	3901.4954	MUCL1	14710.2122
MUDENG	718.1013	MUDENG	950.5968
MUL1	956.4765	MUL1	834.8806
MUM1L1	105.9445	MUM1L1	122.0159
MUM1	635.3694	MUM1	906.4987
MURC	15.7726	MURC	5.305
MUS81	333.9037	MUS81	451.9231
MUSTN1	139.5729	MUSTN1	86.4954
MUTED	314.2623	MUTED	422.4138
MUTYH	156.774	MUTYH	163.7367
MUT	963.9164	MUT	1173.0769
MVD	218.7337	MVD	331.2334
MVK	210.9962	MVK	533.4881
MVP	5759.9881	MVP	2042.7719
MX1	557.1014	MX1	557.3607
MX2	482.4046	MX2	174.0716
MXD1	246.1126	MXD1	354.443
MXD3	63.9982	MXD3	54.2109
MXD4	1487.6869	MXD4	991.7109
MXI1	722.8629	MXI1	1880.9682
MXRA5	31300.3497	MXRA5	4133.9523
MXRA7	3364.9282	MXRA7	2551.3926
MXRA8	6511.1227	MXRA8	1601.7905
MYADM	8751.1346	MYADM	11649.8674
MYBBP1A	982.9685	MYBBP1A	1190.6432
MYBL1	20.8318	MYBL1	86.5385
MYBL2	81.5416	MYBL2	12.2679
MYBPC1	973.1419	MYBPC1	4739.7215
MYBPC2	103.8613	removed	removed
MYB	664.8315	MYB	889.5889
MYCBP2	2234.3576	MYCBP2	3864.3899
MYCBP	868.0902	MYCBP	850.1326
MYCL1	120.8243	MYCL1	78.5809
MYCN	11.6063	removed	removed
MYCT1	985.6409	MYCT1	434.3501
MYC	2962.5772	MYC	5807.6923
MYD88	1291.5706	MYD88	928.7135
MYEF2	222.9001	MYEF2	459.0153
MYEOV2	546.9831	MYEOV2	337.2016
MYEOV	23.2126	MYEOV	59.0186
MYF6	11.9039	removed	removed
MYH10	3545.5695	MYH10	3094.8276
MYH11	8440.3422	MYH11	28663.75
MYH13	5.6543	removed	removed
MYH14	1723.9789	MYH14	1685.6764
MYH1	1481.735	removed	removed
MYH2	236.2919	removed	removed
MYH3	12.7967	MYH3	66.313
MYH4	6.2495	removed	removed
MYH6	45.8299	removed	removed
MYH7B	10.7135	MYH7B	23.2095
MYH7	2098.3558	removed	removed
MYH9	47986.3105	MYH9	43916.4456
MYL12A	6984.0042	MYL12A	6651.8568
MYL12B	7767.2792	MYL12B	7215.8488
MYL1	157.4288	removed	removed
MYL2	744.8851	removed	removed
MYL3	85.4103	removed	removed
MYL4	7.4399	removed	removed
MYL5	69.349	MYL5	73.3654
MYL6B	521.0922	MYL6B	372.0159
MYL6	18406.3686	MYL6	11654.5093
MYL7	7.1423	MYL7	8.2891
MYL9	9978.4242	MYL9	9088.8594
MYLIP	960.3452	MYLIP	1507.2944
MYLK2	33.0333	removed	removed
removed	removed	MYLK3	15.9151
MYLK4	19.939	MYLK4	50.0663
MYLK	5641.8362	MYLK	23430.3581
MYLPF	113.0868	removed	removed
MYNN	460.9776	MYNN	695.6233
MYO10	1482.0326	MYO10	1332.5597
MYO15A	16.3678	MYO15A	19.2308
MYO15B	226.4712	MYO15B	811.6711
MYO16	14.8798	MYO16	10.2785
MYO18A	1812.3413	MYO18A	1982.6028
MYO18B	21.1294	removed	removed
MYO19	311.4977	MYO19	360.0298
MYO1B	3422.9596	MYO1B	3576.9231
MYO1C	9414.7757	MYO1C	5072.9443
MYO1D	3728.8892	MYO1D	2056.366
MYO1E	2033.1821	MYO1E	1265.252
MYO1F	331.523	MYO1F	114.3899
MYO1G	69.0425	MYO1G	60.0133
removed	removed	MYO1H	5.9682
MYO3A	20.2366	MYO3A	6.2997
MYO3B	12.4991	removed	removed
MYO5A	874.9349	MYO5A	1099.8011
MYO5B	1782.9031	MYO5B	1879.3103
MYO5C	1398.5924	MYO5C	1925.63
MYO6	3800.9077	MYO6	5550.0663
MYO7A	80.3512	MYO7A	94.1645
MYO7B	15.7726	MYO7B	7.626
MYO9A	584.4803	MYO9A	1509.9469
MYO9B	1989.4353	MYO9B	1598.4748
MYOCD	43.4491	MYOCD	34.1512
MYOC	99.0998	MYOC	103.4483
MYOF	8042.854	MYOF	8920.756
MYOM1	283.0147	MYOM1	229.7745
MYOM2	145.2273	MYOM2	488.0637
MYOM3	91.9574	MYOM3	82.5597
MYOT	82.4343	MYOT	10.6101
MYOZ1	172.6062	MYOZ1	33.1565
MYOZ2	23.2126	MYOZ2	21.5517
MYOZ3	45.5323	MYOZ3	19.8939
MYPN	27.6765	removed	removed
MYPOP	119.0388	MYPOP	65.9814
MYRIP	201.7707	MYRIP	162.1353
MYSM1	116.3604	MYSM1	416.7772
MYST1	652.9276	MYST1	649.5358
MYST2	1299.6057	MYST2	1565.9814
MYST3	1879.0269	MYST3	3316.6446
MYST4	1723.6813	MYST4	1943.9655
MZF1	143.4744	MZF1	295.3382
N4BP1	1212.4098	N4BP1	1616.3793
N4BP2L1	339.8557	N4BP2L1	586.5385
N4BP2L2	1192.7684	N4BP2L2	2751.9894
N4BP2	141.3585	N4BP2	413.13
N4BP3	389.5543	N4BP3	267.9045
N6AMT1	320.8095	N6AMT1	332.5597
N6AMT2	209.5082	N6AMT2	178.382
NAA10	621.3823	NAA10	485.4111
NAA15	991.2953	NAA15	1704.244
NAA16	167.8447	NAA16	510.6101
NAA20	941.299	NAA20	1009.9469
NAA25	375.2697	NAA25	908.8196
NAA30	480.619	NAA30	768.2361
NAA35	363.6634	NAA35	600.7958
NAA38	321.4047	NAA38	384.6154
NAA40	326.4638	NAA40	471.1538
NAA50	2187.9324	NAA50	3244.0318
NAAA	476.4526	NAAA	611.7374
NAALAD2	34.2236	NAALAD2	36.1406
NAALADL1	103.8613	NAALADL1	81.2334
NAALADL2	379.4361	NAALADL2	667.7719
NAB1	913.3249	NAB1	1909.4828
NAB2	524.0681	NAB2	571.2865
NACA2	21.1294	NACA2	37.7984
NACAD	195.8188	NACAD	315.9814
NACAP1	103.8613	NACAP1	130.9682
NACA	14162.3391	NACA	17575.2653
NACC1	1239.7887	NACC1	1012.931
NACC2	47.0203	NACC2	41.4456
NADK	983.8554	NADK	808.0239
NADSYN1	668.1051	NADSYN1	662.1353
NAE1	595.4914	NAE1	947.9443
NAF1	149.6912	NAF1	279.5093
NAGA	1628.4503	NAGA	731.7639
NAGK	1254.0734	NAGK	803.0504
NAGLU	1127.5947	NAGLU	473.1432
NAGPA	310.096	NAGPA	138.9257
NAGS	49.4011	NAGS	92.1751
NAIF1	167.8447	NAIF1	169.0981
NAIP	41.6636	NAIP	81.565
NALCN	150.584	NALCN	186.3395
NAMPT	1903.4298	NAMPT	3781.4987
removed	removed	NANOG	15.252
NANOS1	144.9297	NANOS1	361.7374
NANP	135.7042	NANP	116.7109
NANS	1382.6352	NANS	750.3316
NAP1L1	6814.6715	NAP1L1	7462.5332
NAP1L2	99.9926	NAP1L2	276.1936
NAP1L3	199.0923	NAP1L3	149.5358
NAP1L4	2103.4149	NAP1L4	2846.4854
NAP1L5	195.8188	NAP1L5	226.1273
removed	removed	NAP1L6	10.6101
NAPA	3766.1275	NAPA	2557.0623
NAPB	146.7153	NAPB	375.6631
NAPEPLD	427.6081	NAPEPLD	485.2885
NAPG	568.7077	NAPG	879.6419
NAPRT1	723.1605	NAPRT1	431.0345
removed	removed	NAPSA	8.2891
NAPSB	122.9075	NAPSB	17.9045
NARFL	537.7576	NARFL	446.9496
NARF	446.693	NARF	470.8223
NARG2	816.3083	NARG2	1252.6525
NARS2	316.9407	NARS2	484.4164
NARS	2856.3351	NARS	3464.5225
NASP	1239.4911	NASP	1543.7666
NAT10	1293.3561	NAT10	1458.2228
NAT14	202.6635	NAT14	121.3528
NAT15	1582.0251	NAT15	909.4828
NAT1	2915.8545	NAT1	285.4775
removed	removed	NAT2	11.6048
NAT6	150.34	NAT6	125.4973
NAT8L	49.9963	NAT8L	56.0345
NAT9	319.3215	NAT9	432.0292
NAV1	2556.655	NAV1	778.183
NAV2	896.9571	NAV2	3231.4423
NAV3	313.6671	NAV3	312.0027
NBAS	1774.5703	NBAS	1582.8912
NBEAL1	215.7578	NBEAL1	544.4297
NBEAL2	826.4266	NBEAL2	1186.3395
NBEA	470.7983	NBEA	607.7586
NBL1	8293.4305	NBL1	3133.7633
NBLA00301	25.8909	NBLA00301	24.8674
NBN	1479.0566	NBN	1957.2281
NBPF10	843.9938	NBPF10	1311.0743
NBPF14	346.4236	NBPF14	860.9151
NBPF15	176.847	NBPF15	366.0179
NBPF16	44.0443	NBPF16	18.5676
NBPF1	699.3527	NBPF1	1144.5623
NBPF3	188.3788	NBPF3	358.0902
NBPF4	58.9242	NBPF4	33.8196
NBPF6	47.6155	NBPF6	32.4934
NBPF9	249.6838	NBPF9	295.6897
NBR1	4667.8075	NBR1	5389.5889
NBR2	94.3382	NBR2	128.6472
NCALD	731.1956	NCALD	2708.8859
NCAM1	200.8601	NCAM1	1130.2023
NCAM2	596.6818	NCAM2	236.0743
NCAPD2	1114.5004	NCAPD2	1084.5491
NCAPD3	437.1699	NCAPD3	566.6446
NCAPG2	297.2993	NCAPG2	365.0531
NCAPG	114.2326	NCAPG	21.8302
NCAPH2	652.63	NCAPH2	632.2944
NCAPH	54.1626	NCAPH	24.5358
NCBP1	940.5907	NCBP1	1057.1983
NCBP2	1548.3967	NCBP2	1775.1989
NCCRP1	35.1164	NCCRP1	26.1936
NCDN	1039.506	NCDN	771.8833
NCEH1	785.9534	NCEH1	838.1963
NCF1B	22.0222	removed	removed
NCF1C	19.6414	NCF1C	6.2997
NCF1	59.5194	NCF1	29.1777
NCF2	246.7078	NCF2	82.8912
NCF4	139.2754	NCF4	41.4456
NCK1	602.3361	NCK1	839.5225
NCK2	740.4211	NCK2	1222.4801
NCKAP1L	457.4064	NCKAP1L	183.0239
NCKAP1	4252.3622	NCKAP1	5392.9045
NCKAP5L	692.508	NCKAP5L	508.6207
NCKAP5	257.4213	NCKAP5	300.0663
NCKIPSD	537.7576	NCKIPSD	722.8117
NCLN	979.9866	NCLN	665.4509
NCL	9780.5223	NCL	14093.8329
NCOA1	2619.448	NCOA1	3511.2732
NCOA2	785.9534	NCOA2	1851.4589
NCOA3	1186.5189	NCOA3	1881.2997
NCOA4	5184.7333	NCOA4	6550.3979
NCOA5	1028.4949	NCOA5	1687.9973
NCOA6	1884.3836	NCOA6	1788.7931
NCOA7	1360.613	NCOA7	2410.1459
NCOR1	2686.4073	NCOR1	4002.321
NCOR2	3919.6488	NCOR2	3128.3156
NCR3	8.6303	removed	removed
NCRNA00081	136.3827	NCRNA00081	271.3229
NCRNA00085	18.1534	NCRNA00085	64.6519
NCRNA00086	27.0813	NCRNA00086	195.6233
NCRNA00087	24.7005	NCRNA00087	71.9496
removed	removed	NCRNA00092	15.5836
NCRNA00093	11.6777	NCRNA00093	37.059
NCRNA00094	684.7139	NCRNA00094	486.3196
NCRNA00095	18.7486	NCRNA00095	24.5358
removed	removed	NCRNA00105	36.492
removed	removed	NCRNA00107	7.9576
NCRNA00110	11.3087	NCRNA00110	25.1989
removed	removed	NCRNA00115	16.9098
NCRNA00116	168.1423	NCRNA00116	87.8647
NCRNA00120	27.3789	NCRNA00120	77.5862
NCRNA00152	274.0867	NCRNA00152	147.878
removed	removed	NCRNA00162	14.9204
NCRNA00171	21.6145	NCRNA00171	38.9755
removed	removed	NCRNA00173	19.5623
NCRNA00174	59.817	NCRNA00174	107.0955
NCRNA00176	13.6895	NCRNA00176	6.2997
NCRNA00181	109.84	NCRNA00181	134.4297
NCRNA00182	32.7357	NCRNA00182	95.4907
NCRNA00183	195.2236	NCRNA00183	299.0716
NCRNA00188	6799.7917	NCRNA00188	6090.8488
NCRNA00201	361.5654	NCRNA00201	1034.8442
removed	removed	NCRNA00204B	7.2944
NCRNA00219	311.584	NCRNA00219	544.4297
NCS1	532.6985	NCS1	525.5305
NCSTN	5083.2676	NCSTN	2784.6187
NDC80	71.4233	NDC80	8.6207
NDE1	563.7497	NDE1	524.9105
NDEL1	968.0827	NDEL1	1331.2334
NDFIP1	3879.4733	NDFIP1	3757.2944
NDFIP2	693.4008	NDFIP2	1078.5809
NDNL2	456.8112	NDNL2	375.6631
NDN	828.2122	NDN	475.1326
NDOR1	543.4119	NDOR1	333.2228
NDP	120.8243	NDP	65.6499
NDRG1	6746.8194	NDRG1	4539.1247
NDRG2	2250.7254	NDRG2	7551.7241
NDRG3	1236.2175	NDRG3	1326.5915
NDRG4	90.4695	NDRG4	154.1777
NDST1	4078.8632	NDST1	5148.5411
NDST2	615.1328	NDST2	616.3793
NDST3	7.4399	NDST3	6.9629
NDUFA10	1727.55	NDUFA10	1699.9337
NDUFA11	1367.7554	NDUFA11	750
NDUFA12	593.4082	NDUFA12	424.0716
NDUFA13	2106.3909	NDUFA13	1106.7507
NDUFA1	1122.5355	NDUFA1	937.9973
NDUFA2	750.2418	NDUFA2	431.6976
NDUFA3	643.1069	NDUFA3	276.8568
NDUFA4L2	628.5247	NDUFA4L2	102.4536
NDUFA4	2221.2633	NDUFA4	1792.4403
NDUFA5	1035.6372	NDUFA5	1380.9682
NDUFA6	946.9534	NDUFA6	648.8727
NDUFA7	361.5802	NDUFA7	261.2732
NDUFA8	763.9313	NDUFA8	474.8011
NDUFA9	1200.2083	NDUFA9	889.5889
NDUFAB1	868.983	NDUFAB1	547.0822
NDUFAF1	379.7337	NDUFAF1	372.0159
NDUFAF2	115.17	NDUFAF2	147.2149
NDUFAF3	753.813	NDUFAF3	553.382
NDUFAF4	161.2975	NDUFAF4	277.8515
NDUFB10	1229.6704	NDUFB10	670.756
NDUFB11	1110.9292	NDUFB11	660.1459
NDUFB1	569.6005	NDUFB1	415.7825
NDUFB2	1316.8604	NDUFB2	672.7354
NDUFB3	504.4268	NDUFB3	431.0345
NDUFB4	1581.1324	NDUFB4	1142.5729
NDUFB5	1174.0198	NDUFB5	877.321
NDUFB6	519.9018	NDUFB6	489.7215
NDUFB7	960.0476	NDUFB7	558.687
NDUFB8	1198.2531	NDUFB8	801.3561
NDUFB9	1756.1193	NDUFB9	1302.3939
NDUFC1	545.4951	NDUFC1	500.3316
NDUFC2	1485.3062	NDUFC2	1503.9788
NDUFS1	1152.5928	NDUFS1	1664.7878
NDUFS2	3336.9541	NDUFS2	1600.1326
NDUFS3	1141.7692	NDUFS3	755.6499
NDUFS4	546.3879	NDUFS4	566.6446
NDUFS5	1968.6035	NDUFS5	1785.1459
NDUFS6	575.85	NDUFS6	392.9045
NDUFS7	583.7601	NDUFS7	316.0411
NDUFS8	945.4654	NDUFS8	444.2971
NDUFV1	1748.3818	NDUFV1	1446.2865
NDUFV2	1479.0566	NDUFV2	1190.6499
NDUFV3	623.4655	NDUFV3	602.122
NEAT1	5062.1234	NEAT1	15500.3316
NEBL	1550.1823	NEBL	3524.5358
NEB	409.4933	NEB	48.4085
NECAB1	44.9371	NECAB1	261.2732
NECAB2	39.2828	NECAB2	5.9682
NECAB3	379.7337	NECAB3	219.1645
NECAP1	730.898	NECAP1	866.7109
NECAP2	1687.9696	NECAP2	1216.1804
NEDD1	520.1994	NEDD1	934.6817
NEDD4L	1838.8513	NEDD4L	3049.0716
NEDD4	693.996	NEDD4	841.1804
NEDD8	1695.7072	NEDD8	1255.9682
NEDD9	6526.5977	NEDD9	7280.504
NEFH	510.3787	NEFH	54.0451
NEFL	44.9371	removed	removed
NEFM	12.4991	NEFM	33.1034
NEGR1	756.1937	NEGR1	260.6101
NEIL1	85.4103	NEIL1	153.8462
NEIL2	385.388	NEIL2	352.7851
NEK10	39.2828	NEK10	400.1989
NEK11	370.8057	NEK11	328.9125
NEK1	499.9628	NEK1	766.2467
NEK2	130.3474	NEK2	8.2891
NEK3	189.2716	NEK3	237.7321
NEK4	441.3362	NEK4	725.1326
NEK5	17.5582	NEK5	21.2202
NEK6	850.8296	NEK6	727.122
NEK7	1420.1324	NEK7	1564.3236
NEK8	78.268	NEK8	95.4907
NEK9	2299.2337	NEK9	2885.2785
NELF	469.0127	NELF	562.3342
NELL2	86.3031	NELL2	84.5491
NENF	1568.3357	NENF	723.1432
NEO1	2267.986	NEO1	2824.9337
NES	3687.5232	NES	4730.4377
NET1	2921.5088	NET1	2531.8302
NETO1	6.2495	removed	removed
NETO2	213.9722	NETO2	647.878
NEU1	2322.1486	NEU1	1278.183
NEU3	58.0314	NEU3	144.8939
NEURL1B	2011.1599	NEURL1B	607.7586
NEURL2	7.2554	NEURL2	9.3004
NEURL3	15.1774	NEURL3	26.1936
NEURL4	408.303	NEURL4	641.2467
NEURL	51.7819	NEURL	11.6048
removed	removed	NEUROG2	31.8302
NEXN	432.4083	NEXN	1054.7082
NF1	1903.4298	NF1	3248.6737
NF2	662.7483	NF2	751.3263
NFAM1	170.523	NFAM1	47.7454
NFASC	365.8746	NFASC	1584.2208
NFAT5	1402.2766	NFAT5	3683.0239
NFATC1	803.5116	NFATC1	991.7109
NFATC2IP	754.7058	NFATC2IP	789.7878
NFATC2	140.7633	NFATC2	1124.6684
NFATC3	854.9959	NFATC3	1024.2042
NFATC4	1114.798	NFATC4	489.3899
NFE2L1	8633.2862	NFE2L1	8105.4377
NFE2L2	2786.995	NFE2L2	4037.8813
NFE2L3	248.791	NFE2L3	204.244
NFIA	2465.2928	NFIA	1719.1645
NFIB	2781.6383	NFIB	8051.7241
NFIC	1301.0937	NFIC	1224.4695
NFIL3	1094.5614	NFIL3	1636.2732
NFIX	3056.9154	NFIX	3973.8064
NFKB1	1950.4501	NFKB1	1938.992
NFKB2	1195.4468	NFKB2	744.695
NFKBIA	3562.8301	NFKBIA	4017.9045
NFKBIB	254.4454	NFKBIB	224.4695
NFKBID	5.6543	NFKBID	8.2891
NFKBIE	492.2253	NFKBIE	175.3979
NFKBIL1	323.7854	NFKBIL1	282.8249
NFKBIL2	111.5988	NFKBIL2	81.8966
NFKBIZ	164.2735	NFKBIZ	600.7958
NFRKB	583.5875	NFRKB	1064.6552
NFS1	555.3158	NFS1	525.1989
NFU1	504.4268	NFU1	421.4191
NFX1	1022.8406	NFX1	1589.5225
NFXL1	170.8206	NFXL1	294.8408
NFYA	923.4432	NFYA	1294.0981
NFYB	777.3231	NFYB	1005.6366
NFYC	1135.7994	NFYC	1082.7155
NGDN	402.0534	NGDN	632.2944
NGEF	121.1219	NGEF	70.6233
NGFRAP1	1417.7517	NGFRAP1	1083.8859
NGFR	967.7851	NGFR	1548.7401
NGF	31.8429	removed	removed
NGLY1	611.264	NGLY1	822.6127
NGRN	2539.692	NGRN	2278.8859
NHEDC1	6.8447	NHEDC1	5.6366
NHEDC2	172.9038	NHEDC2	231.1008
NHEJ1	269.9918	NHEJ1	282.1452
NHLRC1	63.6857	NHLRC1	78.9125
NHLRC2	186.5933	NHLRC2	300.7294
NHLRC3	600.253	NHLRC3	615.3846
NHLRC4	110.1109	NHLRC4	36.1406
NHP2L1	2206.0859	NHP2L1	2026.1936
NHP2	1089.2047	NHP2	934.0186
NHSL1	374.6745	NHSL1	348.4748
NHSL2	254.743	NHSL2	137.931
NHS	231.5304	NHS	374.3369
NICN1	250.279	NICN1	446.1141
NID1	7537.7636	NID1	1197.5431
NID2	3696.4512	NID2	219.496
NIF3L1	382.7096	NIF3L1	455.9019
NINJ1	2848.8952	NINJ1	1138.9257
NINJ2	379.4926	NINJ2	31.1671
NINL	131.2402	NINL	284.1512
NIN	1236.2175	NIN	1387.931
NIP7	463.0608	NIP7	712.5332
NIPA1	335.0941	NIPA1	327.9178
NIPA2	740.7187	NIPA2	868.3687
NIPAL1	11.0111	NIPAL1	133.6207
NIPAL2	240.4583	NIPAL2	383.6207
NIPAL3	765.1216	NIPAL3	1174.4032
NIPAL4	6.2495	NIPAL4	8.9523
NIPBL	1814.4483	NIPBL	3456.2334
NIPSNAP1	1274.6075	NIPSNAP1	1083.8859
NIPSNAP3A	599.0626	NIPSNAP3A	641.2467
NIPSNAP3B	38.6935	NIPSNAP3B	68.6538
NISCH	2024.5517	NISCH	2934.3501
NIT1	733.1746	NIT1	508.4748
NIT2	690.1272	NIT2	625.3316
NKAIN1	16.0702	NKAIN1	11.6048
NKAIN2	8.0351	NKAIN2	11.2732
NKAPL	9.8207	NKAPL	39.7878
NKAP	301.7633	NKAP	397.878
