gene_id	TCGA-BH-A0DT-01A-21R-A12D-07	gene_id	TCGA-BH-A0DT-11A-12R-A12D-07
THBS3	1069.5965	THBS3	695.8963
THBS4	2459.9323	THBS4	213.9467
removed	removed	THEG	7.667
THEM4	637.3303	THEM4	433.0047
removed	removed	THEM5	8.7623
THEMIS	28.6354	THEMIS	18.2548
THG1L	212.0565	THG1L	155.8963
THNSL1	287.5145	THNSL1	266.8857
THNSL2	1610.5456	THNSL2	1449.069
THOC1	733.6844	THOC1	506.7543
THOC2	1389.5889	THOC2	1719.6057
THOC3	606.3731	THOC3	544.7244
THOC4	475.9661	THOC4	508.5798
THOC5	481.3836	THOC5	501.6429
THOC6	619.1042	THOC6	304.7974
THOC7	860.6087	THOC7	807.2289
THOP1	414.8258	THOP1	381.161
THPO	136.9854	THPO	6.2066
THRAP3	4282.9212	THRAP3	4292.4425
THRA	549.172	THRA	1136.3344
THRB	528.5933	THRB	1180.7229
THRSP	165.2338	THRSP	705.732
THSD1P1	216.7271	THSD1P1	209.5473
THSD1	138.1463	THSD1	293.1727
THSD4	2341.5212	THSD4	5248.2658
THSD7A	86.68	THSD7A	151.5152
THSD7B	76.232	THSD7B	353.0486
THTPA	358.7159	THTPA	333.6984
THUMPD1	2351.5822	THUMPD1	2905.0748
THUMPD2	232.9525	THUMPD2	300.4746
THUMPD3	961.2194	THUMPD3	912.0117
THY1	3964.8366	THY1	1775.4655
THYN1	629.591	THYN1	603.5049
TIA1	1757.592	TIA1	2004.0161
TIAF1	257.6718	TIAF1	294.8777
TIAL1	1622.5414	TIAL1	1422.0518
TIAM1	539.0413	TIAM1	405.2574
TIAM2	104.4765	TIAM2	148.3498
TICAM1	650.874	TICAM1	565.9
TICAM2	123.8673	TICAM2	62.6543
TIE1	628.4301	TIE1	731.6539
TIFAB	21.67	removed	removed
TIFA	479.4488	TIFA	483.7532
TIGD1	74.2972	TIGD1	107.3384
TIGD2	151.69	TIGD2	226.36
TIGD3	19.3482	removed	removed
TIGD4	12.3829	TIGD4	25.5568
TIGD5	163.6859	TIGD5	78.1307
TIGD6	279.7752	TIGD6	251.1866
TIGD7	140.7312	TIGD7	341.1829
TIGIT	64.623	removed	removed
TIMELESS	612.5645	TIMELESS	412.1942
TIMM10	273.1968	TIMM10	246.8054
TIMM13	692.2792	TIMM13	549.8357
TIMM16	109.8747	TIMM16	80.4965
TIMM17A	1051.3821	TIMM17A	658.2694
TIMM17B	438.0436	TIMM17B	376.7798
TIMM22	438.4306	TIMM22	406.7178
TIMM44	350.9766	TIMM44	351.9533
TIMM50	522.4018	TIMM50	535.962
TIMM8A	84.7452	TIMM8A	105.8781
TIMM8B	354.8463	TIMM8B	303.7605
TIMM9	504.6015	TIMM9	499.0873
TIMP1	8659.8748	TIMP1	3049.6532
TIMP2	9590.1371	TIMP2	8710.8434
TIMP3	11773.7768	TIMP3	17064.9872
TIMP4	90.9366	TIMP4	131.0697
TINAGL1	897.7573	TINAGL1	1842.6433
TINF2	1207.3287	TINF2	1195.6919
TIPARP	985.5982	TIPARP	4080.3103
TIPIN	97.515	TIPIN	92.3695
TIPRL	1451.5032	TIPRL	995.9839
TIRAP	227.535	TIRAP	221.6137
TJAP1	525.8845	TJAP1	586.3454
TJP1	2490.8894	TJP1	3017.8897
TJP2	1424.0287	TJP2	1792.2599
TJP3	1242.1555	TJP3	420.2264
TK1	561.8722	TK1	193.5013
TK2	605.5992	TK2	1097.8459
TKT	3519.4406	TKT	3436.2906
TLCD1	140.4681	TLCD1	69.3684
TLE1	314.602	TLE1	930.2665
TLE2	687.6356	TLE2	1068.6382
TLE3	3364.6549	TLE3	1838.2621
TLE4	256.9443	TLE4	617.0135
TLE6	105.2543	TLE6	32.4936
TLK1	1722.3782	TLK1	1829.4998
TLK2	625.3344	TLK2	607.8861
TLL1	119.185	TLL1	174.5162
TLL2	10.0611	removed	removed
TLN1	8151.4037	TLN1	8607.1559
TLN2	875.7003	TLN2	1268.693
TLR10	45.6618	TLR10	19.7152
TLR1	123.8286	TLR1	209.2004
TLR2	365.6813	TLR2	563.7094
TLR3	391.2209	TLR3	258.8536
TLR4	387.3513	TLR4	606.0606
TLR5	412.8909	TLR5	357.7948
TLR6	27.4745	TLR6	27.3823
TLR7	141.6289	TLR7	260.6791
TLR8	36.3746	TLR8	16.0643
TLR9	23.0244	TLR9	14.414
TM2D1	393.5427	TM2D1	361.0807
TM2D2	1108.2658	TM2D2	809.7846
TM2D3	632.2997	TM2D3	826.2139
TM4SF18	116.0893	TM4SF18	631.6174
TM4SF1	1863.2333	TM4SF1	11177.437
TM6SF1	131.9548	TM6SF1	145.3085
TM6SF2	10.9085	removed	removed
TM7SF2	318.4716	TM7SF2	368.3826
TM7SF3	1202.2982	TM7SF3	1155.8963
TM7SF4	5.0305	removed	removed
TM9SF1	2037.7387	TM9SF1	1692.2271
TM9SF2	5019.7013	TM9SF2	5022.2709
TM9SF3	6221.6125	TM9SF3	6742.9719
TM9SF4	2086.1247	TM9SF4	2046.3673
TMBIM1	2375.574	TMBIM1	3248.2658
TMBIM4	1493.5469	TMBIM4	1206.0825
TMBIM6	25691.7229	TMBIM6	22997.4443
removed	removed	TMC2	5.4765
TMC3	7.3523	TMC3	12.0482
TMC4	2947.1204	TMC4	1565.1698
TMC5	2865.4709	TMC5	1468.4191
TMC6	699.6315	TMC6	404.8923
TMC7	43.34	TMC7	60.6061
TMC8	247.6572	TMC8	74.1146
TMCC1	976.311	TMCC1	850.3103
TMCC2	29.0223	TMCC2	52.5739
TMCC3	196.5779	TMCC3	600.2191
TMCO1	3754.328	TMCO1	2061.7014
TMCO3	2300.8899	TMCO3	1671.0478
TMCO4	804.8858	TMCO4	637.4589
TMCO6	243.4006	TMCO6	212.1212
TMCO7	184.195	TMCO7	359.2552
TMED10P1	54.9489	TMED10P1	46.7324
TMED10	9020.9125	TMED10	8780.2118
TMED1	410.8129	TMED1	397.2326
TMED2	7126.7221	TMED2	5834.2461
TMED3	2390.6656	TMED3	1860.1679
TMED4	1191.4632	TMED4	1006.2066
TMED5	1405.0675	TMED5	1519.529
TMED7-TICAM2	41.5638	TMED7-TICAM2	86.3125
TMED7	2467.0834	TMED7	2686.7433
TMED8	431.0783	TMED8	445.7831
TMED9	2206.0837	TMED9	2108.7988
TMEFF1	79.645	TMEFF1	58.4629
TMEM100	43.34	TMEM100	179.9927
TMEM101	1617.1239	TMEM101	1075.575
TMEM102	298.3495	TMEM102	153.3406
TMEM104	427.5956	TMEM104	380.4308
removed	removed	TMEM105	12.0482
TMEM106A	229.4698	TMEM106A	132.8952
TMEM106B	2703.7198	TMEM106B	1963.8554
TMEM106C	1377.98	TMEM106C	1188.0248
TMEM107	327.3718	TMEM107	209.2004
TMEM108	20.5091	TMEM108	74.4797
TMEM109	2028.0801	TMEM109	2696.2395
TMEM110	135.4917	TMEM110	204.4542
TMEM111	1085.8219	TMEM111	991.9679
TMEM115	1323.0311	TMEM115	964.2205
TMEM116	347.8809	TMEM116	293.9029
TMEM117	84.7452	TMEM117	131.7999
TMEM119	828.4906	TMEM119	311.4275
TMEM11	344.0113	TMEM11	338.4447
TMEM120A	908.5923	TMEM120A	484.8485
TMEM120B	263.0003	TMEM120B	420.2702
TMEM121	56.4968	TMEM121	30.303
TMEM123	7589.5315	TMEM123	6472.0701
TMEM125	602.1165	TMEM125	341.0004
TMEM126A	218.2479	TMEM126A	209.5655
TMEM126B	472.0965	TMEM126B	453.4502
TMEM127	2659.9928	TMEM127	2555.3122
TMEM128	604.4383	TMEM128	656.444
TMEM129	859.0608	TMEM129	822.9281
TMEM130	51.0793	TMEM130	119.0215
TMEM131	1954.9438	TMEM131	2148.9595
TMEM132A	491.0577	TMEM132A	490.3249
TMEM132B	5.4175	TMEM132B	12.7784
TMEM132C	48.3705	TMEM132C	321.6502
TMEM132E	5.8045	removed	removed
TMEM133	81.6495	TMEM133	108.7988
TMEM134	563.807	TMEM134	401.6064
TMEM135	736.3931	TMEM135	861.2632
TMEM136	183.4211	TMEM136	211.391
TMEM138	378.0642	TMEM138	462.2125
TMEM139	724.3972	TMEM139	387.7327
TMEM140	606.9187	TMEM140	484.8485
TMEM141	867.961	TMEM141	597.6634
TMEM143	145.8856	TMEM143	121.5772
TMEM144	490.2838	TMEM144	618.4739
TMEM147	1172.8889	TMEM147	888.6455
TMEM149	131.0803	TMEM149	36.349
TMEM14A	504.9885	TMEM14A	388.0978
TMEM14B	738.3279	TMEM14B	670.2738
TMEM14C	1804.8016	TMEM14C	1491.0551
TMEM150A	453.5222	TMEM150A	388.4629
TMEM150C	112.6066	TMEM150C	582.6944
TMEM151B	8.1301	TMEM151B	26.6594
TMEM154	253.4616	TMEM154	229.6459
TMEM155	5.4175	removed	removed
TMEM156	15.0916	TMEM156	15.3341
TMEM158	51.0793	TMEM158	54.3994
TMEM159	1139.223	TMEM159	1080.3213
TMEM160	41.0182	TMEM160	18.985
TMEM161A	387.7383	TMEM161A	330.7777
TMEM161B	224.8263	TMEM161B	316.5389
TMEM163	26.3136	TMEM163	88.7185
TMEM164	1110.9746	TMEM164	776.1957
TMEM165	1397.3282	TMEM165	1297.5539
TMEM167A	2077.2245	TMEM167A	2162.103
TMEM167B	1669.7511	TMEM167B	1513.326
TMEM168	997.2071	TMEM168	1086.5279
TMEM169	9.2871	TMEM169	9.8576
TMEM170A	337.4329	TMEM170A	654.6185
TMEM170B	160.2032	TMEM170B	220.5184
TMEM173	657.0654	TMEM173	495.8014
TMEM175	271.262	TMEM175	361.4458
TMEM176A	713.5622	TMEM176A	544.7244
TMEM176B	1437.5725	TMEM176B	1045.272
TMEM177	163.2989	TMEM177	142.0226
TMEM178	34.0529	TMEM178	216.1373
TMEM179B	1202.6851	TMEM179B	808.3242
TMEM17	61.9143	TMEM17	64.257
TMEM180	56.4968	TMEM180	56.9551
TMEM181	1547.4704	TMEM181	1893.3917
TMEM182	85.5191	TMEM182	119.0215
TMEM183A	1535.8614	TMEM183A	943.0449
TMEM184A	448.7006	TMEM184A	303.5597
TMEM184B	2247.9068	TMEM184B	1610.8142
TMEM184C	653.9697	TMEM184C	707.5575
TMEM185A	509.2451	TMEM185A	517.7072
TMEM185B	559.1635	TMEM185B	713.3991
TMEM186	233.7265	TMEM186	196.7871
TMEM187	353.2984	TMEM187	226.7251
TMEM188	163.2989	TMEM188	268.3461
TMEM189	504.9885	TMEM189	566.9953
TMEM18	433.787	TMEM18	702.8076
TMEM191A	11.222	TMEM191A	10.2227
TMEM192	659.3872	TMEM192	838.6272
TMEM194A	527.0454	TMEM194A	588.1709
TMEM194B	115.3154	TMEM194B	139.1019
TMEM195	5.8045	TMEM195	16.4294
TMEM198	63.0752	TMEM198	87.6232
TMEM199	393.6666	TMEM199	449.069
TMEM19	782.0549	TMEM19	787.1486
TMEM200A	223.6654	TMEM200A	177.8021
TMEM200B	53.7687	TMEM200B	110.6499
TMEM200C	12.7698	TMEM200C	21.1756
TMEM201	361.8117	TMEM201	368.7477
TMEM203	812.6251	TMEM203	731.2888
TMEM204	427.2086	TMEM204	196.7871
TMEM205	2110.1165	TMEM205	1037.605
TMEM206	196.5779	TMEM206	104.0526
TMEM208	320.0195	TMEM208	409.2735
TMEM209	1069.5694	TMEM209	743.7021
TMEM20	40.6313	TMEM20	64.6221
removed	removed	TMEM213	40.8908
TMEM214	2557.0603	TMEM214	2186.1993
TMEM216	268.9402	TMEM216	324.571
TMEM217	5.5104	TMEM217	16.2687
TMEM218	361.4247	TMEM218	373.494
TMEM219	2933.1896	TMEM219	1556.4074
TMEM220	76.232	TMEM220	197.8824
TMEM222	825.008	TMEM222	726.9076
TMEM223	255.0095	TMEM223	217.2326
TMEM229B	335.885	TMEM229B	414.0197
TMEM22	59.2055	TMEM22	115.7357
TMEM231	206.2481	TMEM231	337.3275
TMEM232	18.5743	TMEM232	32.1285
TMEM233	5.8045	removed	removed
TMEM25	1324.9659	TMEM25	1049.2881
TMEM26	2179.3367	TMEM26	594.2132
TMEM27	21.67	TMEM27	56.59
TMEM2	2473.863	TMEM2	2331.1428
TMEM30A	4130.0703	TMEM30A	4930.2665
TMEM30B	1942.5609	TMEM30B	1625.7758
TMEM33	1764.9443	TMEM33	1666.6667
TMEM35	14.3177	TMEM35	23.0011
TMEM37	677.9615	TMEM37	357.7948
TMEM38A	20.1221	TMEM38A	49.6532
TMEM38B	92.4845	TMEM38B	79.226
TMEM39A	479.0618	TMEM39A	670.6827
TMEM39B	270.4881	TMEM39B	261.7744
TMEM40	38.3095	TMEM40	21.9058
TMEM41A	629.204	TMEM41A	609.3465
TMEM41B	828.4906	TMEM41B	735.67
TMEM42	139.6941	TMEM42	137.6415
TMEM43	2869.7275	TMEM43	3637.4589
TMEM44	179.1645	TMEM44	157.3567
TMEM45A	315.3759	TMEM45A	297.5539
TMEM45B	141.242	TMEM45B	496.5316
TMEM47	427.9826	TMEM47	1331.5078
TMEM48	384.2556	TMEM48	424.2424
TMEM49	2240.5235	TMEM49	2385.1771
TMEM50A	3444.3695	TMEM50A	2309.602
TMEM50B	1009.9769	TMEM50B	1138.0066
TMEM51	283.2579	TMEM51	273.0924
TMEM52	29.0223	TMEM52	7.667
TMEM53	228.4908	TMEM53	190.6499
TMEM54	681.4442	TMEM54	578.3133
TMEM55A	110.2848	TMEM55A	218.693
TMEM55B	520.0801	TMEM55B	559.3282
TMEM56	302.9389	TMEM56	213.9467
TMEM57	999.5289	TMEM57	866.0095
TMEM59L	32.118	TMEM59L	28.1124
TMEM59	6781.163	TMEM59	6932.4571
TMEM5	287.1275	TMEM5	386.6375
TMEM60	571.1594	TMEM60	315.4436
TMEM61	17.4134	TMEM61	52.2088
TMEM62	888.8571	TMEM62	1098.9412
TMEM63A	2516.4291	TMEM63A	1792.625
TMEM63B	1131.0967	TMEM63B	795.5458
TMEM63C	802.564	TMEM63C	527.5648
TMEM64	303.767	TMEM64	612.9974
TMEM65	400.895	TMEM65	515.1515
TMEM66	8393.6433	TMEM66	7460.387
TMEM67	313.0541	TMEM67	354.5089
TMEM68	455.844	TMEM68	411.8291
TMEM69	713.1753	TMEM69	580.8689
TMEM70	476.7401	TMEM70	365.0968
TMEM71	40.6313	TMEM71	153.7057
removed	removed	TMEM74	5.1114
TMEM79	665.9656	TMEM79	260.6791
TMEM80	308.0236	TMEM80	446.8784
TMEM81	46.4357	TMEM81	33.5889
TMEM84	282.484	TMEM84	263.2348
TMEM85	1162.0113	TMEM85	1108.3607
TMEM86A	217.0212	TMEM86A	410.9858
TMEM86B	38.3095	TMEM86B	44.1767
TMEM87A	2876.3059	TMEM87A	2945.6006
TMEM87B	1622.5414	TMEM87B	1671.4129
TMEM88	30.5702	TMEM88	68.6382
TMEM8A	1040.5471	TMEM8A	596.203
TMEM8B	659.7742	TMEM8B	708.6528
TMEM90B	70.8145	removed	removed
TMEM91	79.3625	TMEM91	140.5622
TMEM92	6.9654	TMEM92	8.0321
TMEM93	183.87	TMEM93	150.8142
TMEM97	394.6224	TMEM97	367.2472
TMEM98	1394.2325	TMEM98	1525.7393
TMEM99	374.9684	TMEM99	349.3976
TMEM9B	1404.6805	TMEM9B	1339.9051
TMEM9	3325.1845	TMEM9	1647.3165
TMF1	1493.2954	TMF1	1788.9741
removed	removed	TMIE	5.8415
TMLHE	169.8773	TMLHE	244.9799
TMOD1	123.4648	TMOD1	252.8806
TMOD2	166.3947	TMOD2	665.9365
TMOD3	1692.582	TMOD3	1579.0434
TMPO	1242.0201	TMPO	1378.9522
TMPPE	43.34	TMPPE	49.6532
TMPRSS13	668.6744	TMPRSS13	621.0296
TMPRSS2	71.5884	TMPRSS2	858.7076
TMPRSS3	2076.4506	TMPRSS3	509.31
TMPRSS4	20.1221	TMPRSS4	7.667
removed	removed	TMPRSS5	10.5878
TMPRSS6	255.3965	TMPRSS6	51.4786
TMSB10	11543.92	TMSB10	7867.1048
TMSB15A	14.7046	TMSB15A	22.636
TMSB15B	29.4093	TMSB15B	87.2253
TMSL3	24277.3683	TMSL3	16315.4436
TMTC1	438.8176	TMTC1	2282.95
TMTC2	354.4593	TMTC2	529.3903
TMTC3	727.8799	TMTC3	875.502
TMTC4	829.6515	TMTC4	552.0263
TMUB1	559.9374	TMUB1	301.2048
TMUB2	744.1324	TMUB2	834.9763
TMX1	1033.5817	TMX1	963.1252
TMX2	1648.855	TMX2	1623.2202
TMX3	1515.3523	TMX3	1299.0142
TMX4	676.4137	TMX4	1125.2282
TNC	10528.1386	TNC	5305.9511
TNFAIP1	1697.3765	TNFAIP1	1941.3728
TNFAIP2	1893.0295	TNFAIP2	1485.5787
TNFAIP3	1233.6423	TNFAIP3	649.8722
TNFAIP6	290.2232	TNFAIP6	209.5655
TNFAIP8L1	336.272	TNFAIP8L1	85.0675
TNFAIP8L2	81.6495	TNFAIP8L2	28.4775
TNFAIP8L3	46.0488	TNFAIP8L3	73.3844
TNFAIP8	597.4729	TNFAIP8	352.3184
TNFRSF10A	141.242	TNFRSF10A	165.3888
TNFRSF10B	1203.4591	TNFRSF10B	1020.4454
TNFRSF10C	96.3541	TNFRSF10C	29.9379
TNFRSF10D	41.0182	TNFRSF10D	209.5655
TNFRSF11A	59.5925	TNFRSF11A	105.1479
TNFRSF11B	948.8365	TNFRSF11B	300.8397
TNFRSF12A	629.591	TNFRSF12A	707.1924
TNFRSF14	891.4226	TNFRSF14	789.529
TNFRSF17	23.6048	TNFRSF17	18.6199
TNFRSF18	186.1298	TNFRSF18	11.6831
TNFRSF19	410.9561	TNFRSF19	552.7565
TNFRSF1A	2574.0867	TNFRSF1A	2405.6225
TNFRSF1B	770.446	TNFRSF1B	720.701
TNFRSF21	646.6174	TNFRSF21	928.441
TNFRSF25	46.0488	TNFRSF25	47.0975
TNFRSF4	46.0488	TNFRSF4	5.8415
TNFRSF6B	90.0389	TNFRSF6B	27.6415
TNFRSF8	19.7352	TNFRSF8	44.5418
TNFRSF9	21.283	removed	removed
TNFSF10	4496.5255	TNFSF10	5842.6433
TNFSF11	10.448	TNFSF11	35.7795
removed	removed	TNFSF12-TNFSF13	23.9613
TNFSF12	569.2245	TNFSF12	588.766
TNFSF13B	56.4968	TNFSF13B	15.3341
TNFSF13	1245.6382	TNFSF13	789.613
TNFSF15	7.7393	TNFSF15	18.6199
TNFSF4	131.9548	TNFSF4	21.1756
TNFSF8	49.5314	TNFSF8	16.4294
TNFSF9	5.4175	TNFSF9	8.3972
TNF	110.2848	TNF	15.3341
TNIK	175.6818	TNIK	499.4524
TNIP1	3187.8122	TNIP1	2167.2143
TNIP2	606.3731	TNIP2	425.3377
TNK1	930.6492	TNK1	430.084
TNK2	1122.1347	TNK2	1302.4863
TNKS1BP1	4594.4275	TNKS1BP1	4509.6751
TNKS2	2153.4565	TNKS2	2322.3804
TNKS	1738.9364	TNKS	1703.0449
TNMD	10.0611	TNMD	40.1606
removed	removed	TNNC1	8.3972
removed	removed	TNNC2	6.9368
TNNI1	13.5438	TNNI1	79.5911
TNNI2	5.4175	TNNI2	8.7623
TNNI3K	31.1506	TNNI3K	62.3877
TNNI3	6.9654	removed	removed
TNNT1	309.5715	TNNT1	29.5728
removed	removed	TNNT2	17.8897
TNNT3	18.1873	TNNT3	17.8897
TNN	737.554	TNN	122.6725
TNPO1	2842.253	TNPO1	2841.9131
TNPO2	1670.525	TNPO2	1763.7824
TNPO3	1518.0611	TNPO3	1022.2709
TNRC18	3283.0054	TNRC18	2422.782
TNRC6A	1435.2507	TNRC6A	1500.9127
TNRC6B	828.4906	TNRC6B	1239.8686
TNRC6C	862.915	TNRC6C	895.115
TNR	7.7393	removed	removed
TNS1	4678.3988	TNS1	11222.709
TNS3	3765.163	TNS3	2487.7693
TNS4	829.6515	TNS4	3373.1289
TNXB	1247.693	TNXB	5911.8437
TOB1	1845.3246	TOB1	3106.5863
TOB2	1819.5063	TOB2	2248.6309
TOE1	242.4138	TOE1	293.2457
TOLLIP	1165.9235	TOLLIP	1260.6791
TOM1L1	1181.3866	TOM1L1	1098.284
TOM1L2	1869.8117	TOM1L2	2427.1632
TOM1	1037.0644	TOM1	843.0084
TOMM20	8862.2571	TOMM20	6643.3005
TOMM22	996.8201	TOMM22	948.1563
TOMM34	823.8471	TOMM34	802.4827
TOMM40L	501.5948	TOMM40L	288.0066
TOMM40	683.379	TOMM40	576.1227
TOMM5	643.8893	TOMM5	597.2837
TOMM6	1699.1565	TOMM6	1506.1117
TOMM70A	1885.6075	TOMM70A	2269.7189
TOMM7	1568.7534	TOMM7	1592.9171
TOP1MT	694.214	TOP1MT	447.2435
TOP1P1	77.3929	TOP1P1	89.4487
TOP1	2402.2746	TOP1	2381.5261
TOP2A	981.7285	TOP2A	322.7455
TOP2B	5219.3749	TOP2B	5940.4892
TOP3A	489.1229	TOP3A	447.9737
TOP3B	265.8445	TOP3B	292.0774
TOPBP1	1017.3292	TOPBP1	963.8554
TOPORS	697.3097	TOPORS	980.2848
TOR1AIP1	2227.3667	TOR1AIP1	2255.5677
TOR1AIP2	582.3813	TOR1AIP2	443.9576
TOR1A	922.9099	TOR1A	869.6605
TOR1B	481.7706	TOR1B	503.4684
TOR2A	291.3841	TOR2A	175.6115
TOR3A	1340.4444	TOR3A	715.9547
TOX2	39.8573	TOX2	45.272
TOX3	114.9284	TOX3	305.586
TOX4	1827.6558	TOX4	2000.4162
TOX	61.1404	TOX	86.893
TP53AIP1	26.7005	TP53AIP1	194.2315
TP53BP1	1507.2261	TP53BP1	1489.2296
TP53BP2	1584.232	TP53BP2	1126.3235
TP53I11	4334.0005	TP53I11	2602.7747
TP53I13	281.71	TP53I13	228.1855
TP53I3	247.2702	TP53I3	308.5068
TP53INP1	3944.7144	TP53INP1	967.8715
TP53INP2	702.3403	TP53INP2	1017.5246
TP53RK	501.5058	TP53RK	610.0767
TP53TG1	583.1552	TP53TG1	335.889
TP53	2664.2494	TP53	1988.3169
TP63	993.3374	TP63	3287.3311
TP73	42.5661	TP73	119.7517
TPBG	1311.0352	TPBG	947.7912
TPCN1	1348.1837	TPCN1	1578.3133
TPCN2	242.6034	TPCN2	326.5279
TPD52L1	503.8276	TPD52L1	1276.0131
TPD52L2	1875.2292	TPD52L2	1841.1829
TPD52	4737.4108	TPD52	3730.2008
removed	removed	TPH1	38.7003
TPI1P2	13.1568	TPI1P2	12.7784
TPI1	4988.7442	TPI1	3366.192
TPK1	58.8186	TPK1	64.9872
TPM1	6781.8827	TPM1	12583.0887
TPM2	1457.6946	TPM2	3209.2004
TPM3	11030.0313	TPM3	4044.5418
TPM4	12088.7657	TPM4	13900.3286
TPMT	598.6338	TPMT	577.218
TPO	21.67	TPO	92.7346
TPP1	4558.0529	TPP1	2439.5765
TPP2	1333.0921	TPP2	1342.4608
TPPP3	157.1075	TPPP3	483.7532
TPPP	93.6454	TPPP	771.0843
TPRA1	611.0167	TPRA1	537.7875
TPRG1L	1285.4955	TPRG1L	1502.7382
TPRG1	1764.1704	TPRG1	216.1373
TPRKB	407.0865	TPRKB	329.3173
TPRN	693.827	TPRN	226.36
removed	removed	TPRXL	8.3972
TPR	5720.8691	TPR	3752.0555
TPSAB1	219.7957	TPSAB1	36.1446
TPSB2	228.6959	TPSB2	41.2559
TPSD1	7.3523	removed	removed
TPSG1	10.448	TPSG1	7.667
TPST1	218.2479	TPST1	227.0902
TPST2	526.2715	TPST2	439.5765
TPT1	66581.47	TPT1	47173.7861
removed	removed	TPTE2P1	12.7784
TPX2	522.4018	TPX2	136.1811
TRA2A	1515.3523	TRA2A	1530.1205
TRA2B	2319.4642	TRA2B	3204.0891
TRABD	504.9885	TRABD	359.9854
TRADD	234.8873	TRADD	222.709
TRAF1	285.1927	TRAF1	149.3246
TRAF2	475.5792	TRAF2	267.6159
TRAF3IP1	708.5317	TRAF3IP1	634.9032
TRAF3IP2	786.6985	TRAF3IP2	963.8554
TRAF3IP3	109.5109	TRAF3IP3	40.8908
TRAF3	261.9749	TRAF3	214.6769
TRAF4	1134.9664	TRAF4	1470.9748
TRAF5	819.5905	TRAF5	513.326
TRAF6	184.969	TRAF6	302.6652
TRAF7	3167.067	TRAF7	1724.3958
TRAFD1	1483.2343	TRAFD1	1301.2048
TRAIP	76.6189	TRAIP	67.908
TRAK1	1902.3167	TRAK1	2011.318
TRAK2	1681.747	TRAK2	1523.5487
TRAM1L1	112.9936	TRAM1L1	128.5141
TRAM1	6145.3806	TRAM1	5135.4509
TRAM2	1325.7398	TRAM2	1306.6813
TRANK1	1200.7503	TRANK1	611.172
TRAP1	1766.9991	TRAP1	1338.0029
TRAPPC10	1148.8971	TRAPPC10	1229.6459
TRAPPC1	1379.1409	TRAPPC1	894.8521
TRAPPC2L	342.0765	TRAPPC2L	385.1771
TRAPPC2P1	117.5133	TRAPPC2P1	159.6276
TRAPPC2	398.9602	TRAPPC2	365.0968
TRAPPC3	999.1419	TRAPPC3	970.4272
TRAPPC4	842.0344	TRAPPC4	717.7802
TRAPPC5	370.3249	TRAPPC5	304.8558
TRAPPC6A	381.1599	TRAPPC6A	288.7915
TRAPPC6B	714.7231	TRAPPC6B	826.9441
TRAPPC9	884.2135	TRAPPC9	636.3636
TRAT1	32.892	TRAT1	6.9368
TRDMT1	100.9977	TRDMT1	165.7539
removed	removed	TRDN	17.8897
TREM1	6.1914	TREM1	5.4765
TREM2	215.1522	TREM2	136.1811
TREML2	8.1263	removed	removed
TRERF1	617.5951	TRERF1	362.5411
TREX1	291.6279	TREX1	250.5002
removed	removed	TREX2	5.4765
removed	removed	TRHDE	20.7156
removed	removed	TRH	41.2559
TRIAP1	430.6913	TRIAP1	424.2424
TRIB1	3009.4216	TRIB1	4718.1453
TRIB2	1158.9582	TRIB2	1280.3943
TRIB3	875.3133	TRIB3	399.7809
TRIL	564.194	TRIL	1096.3855
TRIM11	654.7437	TRIM11	313.9832
TRIM13	924.9725	TRIM13	827.5539
TRIM14	2073.3549	TRIM14	1222.0884
TRIM16L	194.8868	TRIM16L	131.172
TRIM16	475.1922	TRIM16	374.9544
TRIM17	18.5743	TRIM17	58.0504
TRIM21	365.2943	TRIM21	379.3355
TRIM22	1149.671	TRIM22	1485.9438
TRIM23	311.8933	TRIM23	479.372
TRIM24	787.4724	TRIM24	677.6196
TRIM25	958.5107	TRIM25	1228.9157
TRIM26	1737.8568	TRIM26	1648.4118
TRIM27	1475.495	TRIM27	1497.992
TRIM28	5390.0262	TRIM28	4553.8518
TRIM29	1401.1978	TRIM29	5754.2899
TRIM2	460.1006	TRIM2	2512.2307
TRIM32	532.4629	TRIM32	496.5316
TRIM33	1290.1391	TRIM33	1789.3392
TRIM34	253.8486	TRIM34	326.3965
TRIM35	487.962	TRIM35	443.2275
TRIM36	33.2789	TRIM36	331.8729
TRIM37	741.1915	TRIM37	788.598
TRIM38	682.6051	TRIM38	560.0584
TRIM39	374.7092	TRIM39	510.4272
TRIM3	318.0847	TRIM3	343.9211
TRIM41	603.7147	TRIM41	549.5509
TRIM44	1330.3834	TRIM44	1480.1022
TRIM45	249.205	TRIM45	228.5506
TRIM46	60.3664	TRIM46	49.2881
TRIM47	861.3826	TRIM47	593.2822
TRIM4	1158.1842	TRIM4	1101.4969
TRIM52	112.6066	TRIM52	196.4221
TRIM54	18.9613	removed	removed
TRIM55	13.9307	removed	removed
TRIM56	275.5186	TRIM56	343.9211
TRIM58	560.1928	TRIM58	101.4093
TRIM59	260.725	TRIM59	102.5739
TRIM5	437.7379	TRIM5	668.0942
TRIM62	306.8627	TRIM62	264.6951
TRIM65	500.3449	TRIM65	331.1428
TRIM66	466.679	TRIM66	578.3133
TRIM68	137.3723	TRIM68	457.4662
TRIM69	18.0055	TRIM69	12.4133
TRIM6	136.5984	TRIM6	186.9295
TRIM72	10.835	removed	removed
removed	removed	TRIM78P	11.716
