gene_id	TCGA-BH-A0HK-01A-11R-A056-07	gene_id	TCGA-BH-A0HK-11A-11R-A089-07
HSDL2	3638.04	HSDL2	1104.5103
HSF1	1493.1507	HSF1	1515.7219
HSF2BP	23.1823	HSF2BP	26.8846
HSF2	301.3699	HSF2	331.5771
HSF4	54.4626	HSF4	47.7912
HSFX2	49.5258	HSFX2	24.2708
HSH2D	110.6428	HSH2D	42.9407
HSN2	14.7524	removed	removed
HSP90AA1	30791.3593	HSP90AA1	24890.3144
HSP90AB1	28972.0759	HSP90AB1	27025.0288
HSP90AB2P	6.3224	HSP90AB2P	14.5625
HSP90B1	21746.5753	HSP90B1	16271.5497
HSPA12A	242.8872	HSPA12A	322.2422
HSPA12B	231.2961	HSPA12B	620.2135
HSPA13	851.9494	HSPA13	789.736
HSPA14	622.7608	HSPA14	399.1621
HSPA1A	21889.1096	HSPA1A	14276.43
HSPA1B	3055.8483	HSPA1B	2211.2609
HSPA1L	64.3045	HSPA1L	46.783
HSPA2	1817.176	HSPA2	940.2153
HSPA4L	53.7408	HSPA4L	375.2646
HSPA4	3444.6786	HSPA4	2546.1986
HSPA5	15789.2518	HSPA5	13536.7853
HSPA6	103.7935	HSPA6	135.5433
HSPA7	31.6122	HSPA7	79.5337
HSPA8	20511.5911	HSPA8	25662.1274
HSPA9	8062.6976	HSPA9	5930.675
HSPB11	471.549	HSPB11	253.1636
HSPB1	10483.667	HSPB1	4193.2557
HSPB2	54.7945	HSPB2	382.3667
HSPB6	1897.2603	HSPB6	2749.327
HSPB7	214.9631	HSPB7	188.1924
HSPB8	203.372	HSPB8	3370.6607
HSPBAP1	121.1802	HSPBAP1	119.1139
HSPBP1	474.7102	HSPBP1	598.9298
HSPC157	141.7281	HSPC157	177.7373
HSPC159	482.6133	HSPC159	614.6125
HSPD1	8869.3361	HSPD1	4643.5733
HSPE1	1913.0664	HSPE1	984.2762
HSPG2	13318.3404	HSPG2	8956.1668
HSPH1	7372.4974	HSPH1	2234.0382
HTATIP2	837.7239	HTATIP2	573.9122
HTATSF1	2189.6733	HTATSF1	2097.748
HTR1D	7.3762	removed	removed
HTR1F	11.0643	HTR1F	12.3221
removed	removed	HTR2A	14.5625
HTR2B	129.0832	HTR2B	12.6955
HTR6	8.9568	removed	removed
HTR7P1	134.3519	HTR7P1	151.2261
HTR7	6.8493	HTR7	16.4295
HTRA1	2817.176	HTRA1	6298.8451
HTRA2	460.1317	HTRA2	561.9448
HTRA3	961.5385	HTRA3	2079.825
HTT	1406.2171	HTT	2001.7848
HUNK	55.8483	HUNK	651.5789
removed	removed	HUS1B	5.2276
HUS1	222.3393	HUS1	193.0466
HUWE1	6318.2297	HUWE1	6767.4591
HVCN1	108.0084	HVCN1	87.7933
HYAL1	105.9009	HYAL1	195.6604
HYAL2	1336.1433	HYAL2	1638.8423
HYAL3	174.5047	HYAL3	63.1378
HYDIN	17.3867	HYDIN	84.0145
HYI	333.7829	HYI	403.5869
HYLS1	75.8693	HYLS1	56.7564
HYOU1	1859.8525	HYOU1	3443.8466
IAH1	628.5564	IAH1	467.1205
IARS2	5667.5448	IARS2	2310.2113
IARS	2674.3941	IARS	2135.0878
IBTK	1333.509	IBTK	1395.7604
ICA1L	65.8588	ICA1L	93.7228
ICA1	816.1222	ICA1	725.885
ICAM1	703.8988	ICAM1	1713.5218
ICAM2	393.6143	ICAM2	660.2828
ICAM3	329.294	ICAM3	212.0899
removed	removed	ICAM4	10.0817
removed	removed	ICAM5	13.8157
ICK	1080.0843	ICK	616.8529
ICMT	2153.3193	ICMT	2402.0671
ICOSLG	171.7597	ICOSLG	217.6908
ICOS	5.2687	ICOS	5.601
ICT1	398.314	ICT1	342.779
ID1	260.8008	ID1	708.3354
ID2	2613.804	ID2	1011.9077
ID3	658.588	ID3	1320.7075
ID4	124.8683	ID4	1487.6163
IDE	698.6301	IDE	386.4666
IDH1	7200.2107	IDH1	2154.1311
IDH2	846.6807	IDH2	1725.0972
IDH3A	1241.8335	IDH3A	988.0102
IDH3B	1079.0306	IDH3B	1328.1755
IDH3G	967.8609	IDH3G	906.6095
IDI1	616.3962	IDI1	944.0613
IDI2	64.8051	IDI2	67.585
IDO1	93.7829	IDO1	25.7644
IDS	3612.8346	IDS	4279.2044
IDUA	428.8725	IDUA	206.9482
IER2	4164.9104	IER2	2639.1746
IER3IP1	1281.3488	IER3IP1	940.2153
IER3	6083.2455	IER3	2588.3926
IER5L	179.6628	IER5L	138.1571
IER5	708.6407	IER5	1494.7108
IFFO1	75.3425	IFFO1	182.5915
IFFO2	250.2634	IFFO2	3823.592
IFI16	1681.7703	IFI16	2759.4087
IFI27L1	59.5364	IFI27L1	80.6539
IFI27L2	75.8693	IFI27L2	412.231
IFI27	615.3846	IFI27	1619.4256
IFI30	1544.0674	IFI30	1117.8966
IFI35	404.1096	IFI35	557.8561
IFI44L	360.9062	IFI44L	322.2422
IFI44	289.2518	IFI44	284.9024
IFI6	863.5406	IFI6	806.5389
IFIH1	483.1401	IFIH1	525.3705
IFIT1	485.2476	IFIT1	446.957
IFIT2	294.5205	IFIT2	139.2773
IFIT3	576.3962	IFIT3	465.6269
IFIT5	512.6449	IFIT5	547.0276
IFITM1	2351.4226	IFITM1	2939.7598
IFITM2	2899.8946	IFITM2	4433.7238
IFITM3	5161.7492	IFITM3	9572.0489
IFNAR1	2419.3888	IFNAR1	1757.5828
IFNAR2	272.118	IFNAR2	448.1668
IFNGR1	1826.6596	IFNGR1	2904.6604
IFNGR2	3284.5047	IFNGR2	1892.0059
IFRD1	276.607	IFRD1	597.4363
IFRD2	800.5796	IFRD2	781.8947
IFT122	560.5901	IFT122	948.43
IFT140	574.2887	IFT140	747.9155
IFT172	505.2687	IFT172	728.1254
IFT20	367.5553	IFT20	326.8947
IFT27	338.2508	IFT27	360.3287
IFT46	318.2297	IFT46	765.8386
IFT52	503.6881	IFT52	718.4171
IFT57	547.9452	IFT57	990.2506
IFT74	349.8419	IFT74	339.4185
IFT80	406.7439	IFT80	463.3118
IFT81	306.6386	IFT81	316.2678
IFT88	170.1791	IFT88	257.6444
IGBP1	3309.7998	IGBP1	1712.4017
removed	removed	IGDCC3	49.2885
IGDCC4	41.6228	IGDCC4	70.1988
IGF1R	5563.7513	IGF1R	3512.1784
IGF1	2165.4373	IGF1	755.3835
IGF2BP1	8.4299	removed	removed
IGF2BP2	100.6322	IGF2BP2	217.3174
IGF2BP3	79.0306	IGF2BP3	8.2147
IGF2R	2400.4215	IGF2R	3125.7118
IGF2	6528.6828	IGF2	4827.5836
removed	removed	IGFBP1	10.0817
IGFBP2	10167.5448	IGFBP2	4713.3986
IGFBP3	4368.2824	IGFBP3	4913.5398
IGFBP4	12828.7671	IGFBP4	25208.4492
IGFBP5	7875.1317	IGFBP5	22687.2683
IGFBP6	165.9642	IGFBP6	5381.407
IGFBP7	7616.9652	IGFBP7	8175.5417
removed	removed	IGFL1	7.8414
IGFL2	6.3224	removed	removed
IGFN1	16.333	removed	removed
IGHMBP2	359.8525	IGHMBP2	337.9249
IGJ	28262.3815	IGJ	15577.4035
IGSF10	174.921	IGSF10	1310.6258
IGSF11	7.9031	removed	removed
removed	removed	IGSF1	318.5082
IGSF21	1669.1254	IGSF21	319.6284
IGSF22	49.726	IGSF22	28.7703
IGSF3	998.9463	IGSF3	1468.573
IGSF5	41.6228	removed	removed
IGSF6	46.8915	IGSF6	55.2629
IGSF8	1898.8409	IGSF8	1378.2108
IGSF9B	48.4721	IGSF9B	14.9359
IGSF9	3184.9315	IGSF9	306.1861
IKBIP	287.6712	IKBIP	303.1989
IKBKAP	1599.5785	IKBKAP	1041.0327
IKBKB	788.1981	IKBKB	1359.1675
IKBKE	500	IKBKE	160.1876
IKBKG	309.7998	IKBKG	364.0627
IKZF1	186.5121	IKZF1	224.412
IKZF2	563.7513	IKZF2	146.3719
IKZF3	6.3224	removed	removed
IKZF4	187.039	IKZF4	182.9649
IKZF5	524.236	IKZF5	498.8593
IK	2159.6417	IK	2262.043
IL10RA	285.0369	IL10RA	365.9297
IL10RB	825.8166	IL10RB	721.9868
IL10	8.9568	IL10	8.2147
IL11RA	131.1907	IL11RA	536.9458
IL11	13.1718	removed	removed
IL12A	48.9989	IL12A	6.7212
IL12B	5.2687	removed	removed
IL12RB1	15.8061	IL12RB1	26.5112
IL12RB2	18.9673	IL12RB2	16.0561
IL13RA1	3137.5132	IL13RA1	4192.8823
removed	removed	IL13RA2	20.1635
IL15RA	118.019	IL15RA	286.7694
IL15	20.5479	IL15	63.1042
IL16	307.1654	IL16	612.7456
removed	removed	IL17B	98.9504
IL17D	44.8577	IL17D	91.9156
IL17RA	214.4362	IL17RA	330.8303
IL17RB	536.8809	IL17RB	343.8992
IL17RC	662.803	IL17RC	1044.3932
IL17RD	364.5943	IL17RD	1473.4272
IL17REL	74.2887	removed	removed
IL17RE	29.5047	IL17RE	417.0852
IL18BP	162.4078	IL18BP	194.346
IL18R1	56.3751	IL18R1	46.3013
IL18RAP	8.9568	IL18RAP	11.9487
IL18	1393.0453	IL18	85.1347
IL1A	10.5374	IL1A	8.9615
IL1B	22.1286	IL1B	165.0418
IL1F5	13.1718	removed	removed
IL1F6	6.3224	removed	removed
IL1F9	17.3867	removed	removed
IL1R1	2338.2508	IL1R1	2248.9741
IL1R2	8.4299	IL1R2	14.1891
IL1RAPL2	6.3224	removed	removed
IL1RAP	236.0379	IL1RAP	253.9104
removed	removed	IL1RL1	24.6442
IL1RL2	74.8156	IL1RL2	23.8975
IL1RN	809.2729	IL1RN	137.4103
IL20RA	1358.2719	IL20RA	1320.3341
IL20RB	28.9779	IL20RB	17.5497
IL20	52.1602	IL20	9.7083
IL21R	24.8209	IL21R	11.1534
IL22RA1	26.3435	IL22RA1	62.3574
removed	removed	IL22RA2	6.3478
IL23A	8.4299	removed	removed
IL27RA	307.1654	IL27RA	659.0469
IL28RA	57.9557	IL28RA	163.9216
IL2RA	20.0211	IL2RA	38.46
IL2RB	162.803	IL2RB	402.1493
IL2RG	321.9178	IL2RG	282.2886
IL32	406.7439	IL32	856.2008
IL33	720.2318	IL33	1651.1644
IL34	122.2339	IL34	857.321
IL3RA	195.4689	IL3RA	281.9152
IL4I1	56.1802	IL4I1	50.4759
IL4R	652.7924	IL4R	2156.3715
IL6R	95.8904	IL6R	303.5723
IL6ST	1425.7113	IL6ST	2328.8812
IL6	359.3256	IL6	1341.6178
IL7R	60.0632	IL7R	41.0737
IL7	19.4942	IL7	42.1939
IL8	581.138	IL8	85.8815
ILDR1	357.745	ILDR1	171.3895
ILF2	7570.0738	ILF2	3582.3771
ILF3	4997.3656	ILF3	4596.8986
ILKAP	380.9273	ILKAP	434.6349
ILK	1628.5564	ILK	3262.0019
ILVBL	1718.6512	ILVBL	1095.5487
IMMP1L	63.0506	IMMP1L	59.1985
IMMP2L	139.6207	IMMP2L	141.8911
IMMT	2114.8577	IMMT	1854.6662
IMP3	736.0379	IMP3	983.156
IMP4	701.7914	IMP4	506.3272
IMPA1	308.746	IMPA1	333.8175
IMPA2	442.5711	IMPA2	390.5739
IMPACT	1479.9789	IMPACT	927.5198
IMPAD1	3510.0105	IMPAD1	2391.612
IMPDH1	1880.4004	IMPDH1	831.93
IMPDH2	9012.118	IMPDH2	3789.6128
IMPG1	12.6449	removed	removed
INADL	2087.9874	INADL	1731.4449
INA	15.2792	removed	removed
INCA1	8.9568	INCA1	22.4039
INCENP	389.8841	INCENP	231.8799
INE1	21.6017	INE1	22.0305
INE2	20.764	INE2	51.1107
INF2	2281.3488	INF2	1568.2702
ING1	645.8325	ING1	316.7682
ING2	261.8546	ING2	197.154
ING3	165.9642	ING3	240.4681
ING4	359.8525	ING4	611.9988
ING5	315.5954	ING5	430.1541
INHBA	154.8999	INHBA	32.859
INHBB	377.2392	INHBB	2162.3458
INMT	398.4141	INMT	731.1126
INO80B	292.2761	INO80B	186.2881
INO80C	195.4689	INO80C	238.2277
INO80D	533.1928	INO80D	373.0989
INO80E	491.8862	INO80E	588.6539
INO80	832.4552	INO80	976.4349
INPP1	276.0801	INPP1	614.6125
INPP4A	453.1085	INPP4A	485.7904
INPP4B	1971.0221	INPP4B	537.6926
INPP5A	452.0548	INPP5A	624.6943
INPP5B	250.7903	INPP5B	504.8336
INPP5D	256.5859	INPP5D	586.6077
INPP5E	225.5005	INPP5E	177.7373
INPP5F	560.5901	INPP5F	463.3865
INPP5J	581.138	INPP5J	625.0677
INPP5K	507.3762	INPP5K	996.5983
INPPL1	1153.8462	INPPL1	1365.8886
INSIG1	2988.4089	INSIG1	986.89
INSIG2	431.5068	INSIG2	669.1286
INSR	3519.4942	INSR	2244.4933
INTS10	486.3014	INTS10	1008.9205
INTS12	600.6322	INTS12	483.9234
INTS1	1866.7018	INTS1	2066.756
INTS2	272.392	INTS2	203.5017
INTS3	5158.588	INTS3	1919.6374
INTS4L1	10.0105	INTS4L1	16.4295
INTS4L2	18.4405	INTS4L2	9.7083
INTS4	463.6459	INTS4	451.0644
INTS5	937.3024	INTS5	780.4011
INTS6	1326.1328	INTS6	709.8289
INTS7	1146.47	INTS7	351.3672
INTS8	767.3709	INTS8	584.9573
INTS9	208.1138	INTS9	416.3384
INTU	55.3214	INTU	65.3446
INVS	205.4795	INVS	172.8831
IP6K1	1045.3109	IP6K1	1421.8983
IP6K2	1930.4531	IP6K2	1673.1949
IPCEF1	45.3109	IPCEF1	55.6363
IPMK	28.9779	IPMK	66.4648
IPO11	762.8188	IPO11	767.2127
IPO13	620.6533	IPO13	734.8466
IPO4	1645.1264	IPO4	1204.4165
IPO5	5163.8567	IPO5	3654.8163
IPO7	5817.7028	IPO7	2857.6123
IPO8	1189.1465	IPO8	1443.9287
IPO9	3516.8599	IPO9	1729.9513
IPPK	267.8609	IPPK	415.7932
IPP	191.7808	IPP	190.8062
IPW	70.9115	IPW	367.9759
IQCA1	212.8556	IQCA1	237.8543
removed	removed	IQCB1	409.9906
removed	removed	IQCC	66.4648
IQCD	13.6986	IQCD	47.7949
IQCE	595.8904	IQCE	1032.4445
IQCG	145.9431	IQCG	328.9633
IQCH	71.1275	IQCH	70.2548
removed	removed	IQCJ	5.0969
IQCK	319.8103	IQCK	430.1541
IQGAP1	9203.8988	IQGAP1	10316.2305
IQGAP2	516.333	IQGAP2	1740.7799
IQGAP3	475.2371	IQGAP3	16.4295
IQSEC1	1643.8356	IQSEC1	2012.6134
IQSEC2	459.9579	IQSEC2	494.0051
IQSEC3	33.1928	IQSEC3	86.2549
removed	removed	IQUB	21.2837
IRAK1BP1	46.3751	IRAK1BP1	40.9094
IRAK1	1871.4436	IRAK1	2205.2866
IRAK2	66.3857	IRAK2	168.4023
IRAK3	226.0274	IRAK3	557.8561
IRAK4	337.197	IRAK4	386.4666
IREB2	1008.9568	IREB2	1024.2298
IRF1	1087.4289	IRF1	1240.3598
IRF2BP1	770.8114	IRF2BP1	719.9107
IRF2BP2	11705.4795	IRF2BP2	6661.0408
IRF2	1354.5838	IRF2	821.8482
IRF3	750.3003	IRF3	716.0385
IRF4	62.6976	IRF4	91.8558
IRF5	152.2655	IRF5	139.6507
IRF6	1928.3456	IRF6	1697.8391
IRF7	498.9463	IRF7	267.3527
IRF8	174.3941	IRF8	240.4681
IRF9	792.4131	IRF9	664.6478
IRGQ	495.785	IRGQ	659.4203
IRS1	2469.4415	IRS1	3454.3017
IRS2	819.8103	IRS2	2613.7836
removed	removed	IRS4	10.8285
IRX1	5.2687	IRX1	696.0132
IRX2	37.4078	IRX2	1231.4655
IRX3	1361.96	IRX3	1698.5859
removed	removed	IRX4	122.8478
IRX5	1085.8799	IRX5	681.8241
IRX6	34.7734	IRX6	44.0609
ISCA1P1	74.2887	ISCA1P1	82.5209
ISCA1	942.5711	ISCA1	820.7281
ISCA2	283.9831	ISCA2	238.2277
ISCU	1355.6375	ISCU	1521.2221
ISG15	366.7018	ISG15	246.4425
ISG20L2	1450.4742	ISG20L2	826.7024
ISG20	92.7292	ISG20	217.3174
ISLR2	86.4067	ISLR2	132.5562
ISLR	2018.9673	ISLR	7485.1294
ISM1	65.3319	ISM1	2251.9613
ISOC1	1990.5163	ISOC1	502.5932
ISOC2	996.8388	ISOC2	462.6397
ISPD	58.4826	ISPD	67.9584
ISY1	475.2371	ISY1	656.0597
ISYNA1	1386.196	ISYNA1	777.0405
ITCH	1612.7503	ITCH	1103.3901
ITFG1	649.1043	ITFG1	1098.9093
ITFG2	391.9916	ITFG2	476.082
ITFG3	1505.2898	ITFG3	1757.8442
ITGA10	12.118	ITGA10	85.5081
ITGA11	459.431	ITGA11	1248.2684
removed	removed	ITGA1	465.0929
ITGA2	500	ITGA2	1912.1694
ITGA3	1137.5132	ITGA3	3684.6881
ITGA4	257.8872	ITGA4	136.8614
ITGA5	2191.7808	ITGA5	3230.2631
ITGA6	2197.5764	ITGA6	4091.3181
ITGA7	564.8051	ITGA7	577.6462
ITGA8	22.6554	ITGA8	20.9103
ITGA9	151.7387	ITGA9	352.114
ITGAE	127.5026	ITGAE	166.9088
ITGAL	195.9958	ITGAL	205.3687
ITGAM	158.588	ITGAM	279.6748
ITGAV	3700.2107	ITGAV	2599.5945
removed	removed	ITGAX	163.5482
ITGB1BP1	1136.9863	ITGB1BP1	1139.6097
ITGB1	11004.215	ITGB1	13494.2179
ITGB2	683.3509	ITGB2	1192.2587
ITGB3BP	220.7587	ITGB3BP	129.569
ITGB3	90.6217	ITGB3	513.5599
ITGB4	4512.118	ITGB4	6998.5923
ITGB5	5304.0042	ITGB5	3804.9221
ITGB6	626.9758	ITGB6	2309.4645
ITGB7	92.7292	ITGB7	67.585
ITGB8	118.5458	ITGB8	1285.9815
ITGBL1	1451.5279	ITGBL1	948.0567
removed	removed	ITIH2	129.569
removed	removed	ITIH3	12.6955
ITIH4	6.3224	ITIH4	26.1378
removed	removed	ITIH5L	49.6619
ITIH5	1407.2708	ITIH5	2806.8302
ITK	26.8704	ITK	45.9279
ITM2A	673.8672	ITM2A	2499.1505
ITM2B	12028.451	ITM2B	15065.1019
ITM2C	965.7534	ITM2C	1713.5218
ITPA	621.1802	ITPA	592.5821
ITPK1	1743.4141	ITPK1	1344.605
ITPKA	99.0516	removed	removed
ITPKB	1768.7039	ITPKB	1770.2783
ITPKC	1076.9231	ITPKC	3592.4589
ITPR1	2432.0337	ITPR1	3647.3483
ITPR2	2421.4963	ITPR2	1906.9418
ITPR3	1506.5753	ITPR3	1368.3008
ITPRIPL1	29.5047	ITPRIPL1	120.6074
ITPRIPL2	2124.3414	ITPRIPL2	1609.3439
ITPRIP	1064.2782	ITPRIP	1769.9049
ITSN1	1326.1328	ITSN1	949.9236
ITSN2	1093.2561	ITSN2	933.4941
IVD	1751.844	IVD	1803.5107
IVL	40.0421	removed	removed
IVNS1ABP	4188.0927	IVNS1ABP	1694.1052
IWS1	1457.3235	IWS1	1271.7924
JAG1	2135.4057	JAG1	1188.8981
JAG2	491.0432	JAG2	1291.9559
JAGN1	631.7176	JAGN1	759.8642
JAK1	2910.432	JAK1	5160.3556
JAK2	418.3351	JAK2	335.3111
JAK3	113.804	JAK3	92.6026
JAKMIP1	6.8493	removed	removed
JAKMIP3	41.6228	JAKMIP3	52.2757
JAM2	314.0148	JAM2	488.7775
JAM3	533.1928	JAM3	1577.6051
JARID2	633.2982	JARID2	560.8433
JAZF1	281.8757	JAZF1	530.9715
JDP2	771.3383	JDP2	1126.1673
JHDM1D	920.9694	JHDM1D	591.4619
JKAMP	1105.3741	JKAMP	936.4813
JMJD1C	1399.0727	JMJD1C	2216.1151
JMJD4	891.0643	JMJD4	522.9994
JMJD5	76.9231	JMJD5	79.1603
JMJD6	354.5838	JMJD6	596.6895
JMJD7-PLA2G4B	323.4984	JMJD7-PLA2G4B	390.9473
JMJD8	1722.5026	JMJD8	1640.1492
JMY	537.4078	JMY	500.3529
JOSD1	1663.8567	JOSD1	2153.0109
JOSD2	144.3625	JOSD2	226.6524
JPH1	11.5911	JPH1	61.6106
JPH2	13.1718	JPH2	710.2023
JPH4	5.7956	JPH4	28.0048
JRKL	195.4689	JRKL	206.4889
JRK	184.9315	JRK	227.3992
JSRP1	40.0421	JSRP1	10.8285
JTB	5256.059	JTB	2067.5028
JUB	296.628	JUB	569.8048
JUNB	8086.4067	JUNB	10118.3297
JUND	3428.3456	JUND	7701.7001
JUN	6700.2107	JUN	6688.2988
JUP	10178.6091	JUP	8383.5242
removed	removed	KAAG1	13.0913
KAL1	312.961	KAL1	398.7887
KALRN	426.2381	KALRN	631.042
KANK1	1819.2835	KANK1	1692.6116
KANK2	1499.4731	KANK2	3209.3529
KANK3	142.7819	KANK3	325.2294
removed	removed	KANK4	143.3847
KARS	2413.5933	KARS	2896.0722
KAT2A	977.8714	KAT2A	535.0788
KAT2B	522.6554	KAT2B	505.5804
KAT5	802.5817	KAT5	1285.9666
KATNA1	199.6839	KATNA1	364.8095
KATNAL1	507.9031	KATNAL1	459.6525
KATNAL2	136.4594	KATNAL2	29.125
KATNB1	201.2645	KATNB1	429.7807
KAZALD1	53.7144	KAZALD1	122.6462
KAZ	909.5047	KAZ	741.8553
removed	removed	KBTBD10	5.601
KBTBD11	59.5364	KBTBD11	186.6988
KBTBD12	7.9031	KBTBD12	5.601
KBTBD2	1075.8693	KBTBD2	1211.302
KBTBD3	85.353	KBTBD3	107.1651
KBTBD4	369.6733	KBTBD4	556.0115
KBTBD6	325.6059	KBTBD6	479.0692
KBTBD7	122.7608	KBTBD7	110.5257
KBTBD8	19.4942	KBTBD8	29.4984
KCMF1	1186.5121	KCMF1	1220.6369
KCNA1	14.7524	KCNA1	17.1763
KCNA3	17.9136	KCNA3	14.9359
KCNA5	15.2792	KCNA5	17.1763
KCNA6	14.2255	KCNA6	77.2933
KCNAB1	91.1486	KCNAB1	207.6091
KCNAB2	132.2445	KCNAB2	169.5225
KCNB1	24.236	KCNB1	27.258
removed	removed	KCNB2	14.9359
removed	removed	KCNC1	8.5881
removed	removed	KCNC2	7.8414
KCNC3	31.0854	KCNC3	433.1413
KCNC4	311.3804	KCNC4	299.8383
KCND1	72.1812	KCND1	68.3318
KCND2	50.0527	KCND2	98.577
KCND3	11.5911	KCND3	98.2036
KCNE1	6.3224	KCNE1	285.2758
KCNE2	11.5911	removed	removed
KCNE3	246.0485	KCNE3	48.1683
KCNE4	494.2044	KCNE4	459.2791
removed	removed	KCNF1	68.3318
KCNG1	7.3762	KCNG1	16.8029
KCNG3	13.6986	removed	removed
KCNH1	5.7956	removed	removed
KCNH2	10.5374	KCNH2	41.0737
removed	removed	KCNH3	81.7741
removed	removed	KCNH8	35.8462
KCNIP1	22.6554	KCNIP1	22.0305
KCNIP2	337.7239	KCNIP2	213.5835
KCNIP3	19.4942	KCNIP3	143.7581
KCNIP4	14.2255	KCNIP4	22.7773
KCNJ11	128.5564	KCNJ11	196.7806
KCNJ12	17.3867	KCNJ12	94.0962
KCNJ14	24.236	KCNJ14	22.4039
KCNJ15	463.1191	KCNJ15	53.3959
removed	removed	KCNJ16	586.2343
KCNJ2	76.3962	KCNJ2	235.6139
KCNJ5	28.9779	KCNJ5	57.1298
KCNJ8	234.9842	KCNJ8	376.0114
KCNK13	7.3762	KCNK13	94.0962
KCNK15	13.6986	KCNK15	42.1939
removed	removed	KCNK17	10.4551
KCNK1	1384.0885	KCNK1	200.8879
KCNK2	15.8061	KCNK2	458.5323
KCNK3	24.236	KCNK3	88.1218
KCNK5	22.1286	KCNK5	66.0914
KCNK6	320.3372	KCNK6	237.4809
KCNK7	14.2255	KCNK7	5.9744
KCNMA1	79.5574	KCNMA1	1424.1387
KCNMB1	25.2898	KCNMB1	878.6047
KCNMB2	25.2898	KCNMB2	11.9487
KCNMB3	111.1697	KCNMB3	46.3013
KCNMB4	37.9347	KCNMB4	102.6844
KCNN2	32.1391	KCNN2	8.2147
KCNN3	55.3214	KCNN3	23.1507
KCNN4	79.5574	KCNN4	772.9332
KCNQ1OT1	123.2877	KCNQ1OT1	39.2068
KCNQ1	308.746	KCNQ1	412.9778
KCNQ4	34.7734	KCNQ4	14.5625
removed	removed	KCNQ5	19.0433
KCNRG	6.5016	KCNRG	11.6276
removed	removed	KCNS1	166.162
KCNS2	7.9031	removed	removed
KCNS3	690.2002	KCNS3	566.0708
KCNT2	9.4837	KCNT2	21.2837
KCNU1	5.7956	removed	removed
KCP	5.2687	KCP	16.493
KCTD10	1227.608	KCTD10	3051.0323
KCTD11	255.0053	KCTD11	708.7088
KCTD12	2266.0695	KCTD12	4197.7365
KCTD13	279.2413	KCTD13	146.3719
KCTD14	11.5911	KCTD14	531.7183
KCTD15	172.2866	KCTD15	535.4522
KCTD16	12.6449	removed	removed
KCTD17	149.1043	KCTD17	171.7629
KCTD18	358.7987	KCTD18	496.2455
KCTD1	268.177	KCTD1	986.5166
KCTD20	1626.9758	KCTD20	1648.5507
KCTD21	170.706	KCTD21	155.3334
KCTD2	938.883	KCTD2	1380.4511
KCTD3	5096.4173	KCTD3	2808.6972
KCTD5	741.8335	KCTD5	392.0675
KCTD6	105.9009	KCTD6	123.5946
KCTD7	114.1517	KCTD7	278.5547
removed	removed	KCTD8	6.3478
KCTD9	382.5079	KCTD9	1729.5779
KDELC1	92.7292	KDELC1	100.444
KDELC2	755.5321	KDELC2	1449.1563
KDELR1	4291.8862	KDELR1	3402.3995
KDELR2	5721.2856	KDELR2	5070.3668
KDELR3	1224.9737	KDELR3	438.3688
KDM1A	1958.3772	KDM1A	1894.2463
KDM1B	656.4805	KDM1B	588.1013
KDM2A	3224.4468	KDM2A	3539.063
KDM2B	368.5616	KDM2B	606.3306
KDM3A	1222.3393	KDM3A	1022.3628
KDM3B	2364.5943	KDM3B	2362.487
KDM4A	976.8177	KDM4A	1110.1112
KDM4B	1749.2097	KDM4B	1471.1868
KDM4C	496.3119	KDM4C	648.5917
KDM4D	23.1823	KDM4D	26.5112
KDM5A	1383.0348	KDM5A	1471.9336
KDM5B	3508.4299	KDM5B	1489.4833
KDM5C	2097.9979	KDM5C	2467.0383
KDM5D	6.8493	removed	removed
KDM6A	588.5142	KDM6A	728.8722
KDM6B	843.5195	KDM6B	1866.2415
KDR	3104.8472	KDR	855.454
KDSR	1861.4331	KDSR	2420.737
KEAP1	1583.2455	KEAP1	1402.4816
removed	removed	KEL	7.468
KERA	48.4721	KERA	35.8462
KGFLP1	13.1718	removed	removed
KGFLP2	147.313	KGFLP2	77.887
KHDC1	34.2466	KHDC1	16.8029
KHDRBS1	4389.8841	KHDRBS1	4223.8743
removed	removed	KHDRBS2	7.8414
KHDRBS3	207.5869	KHDRBS3	336.8047
KHK	230.4004	KHK	198.8044
KHNYN	1659.3678	KHNYN	1912.1657
KHSRP	2435.7218	KHSRP	2231.051
KIAA0020	825.079	KIAA0020	609.7584
KIAA0040	971.549	KIAA0040	2477.4935
KIAA0090	1182.824	KIAA0090	1185.5376
KIAA0100	3570.3952	KIAA0100	5597.4811
KIAA0101	289.2518	KIAA0101	20.9103
KIAA0114	1312.4341	KIAA0114	668.7552
KIAA0125	11.0643	KIAA0125	8.9615
KIAA0141	1347.7345	KIAA0141	1143.3436
KIAA0146	846.6807	KIAA0146	1173.5888
KIAA0174	1741.8335	KIAA0174	3110.7759
KIAA0182	2089.0411	KIAA0182	1692.2382
KIAA0195	1504.6786	KIAA0195	1561.2241
KIAA0196	1179.6628	KIAA0196	1473.0538
KIAA0226	548.4721	KIAA0226	793.8434
KIAA0232	1698.1033	KIAA0232	2061.5285
KIAA0240	880.4004	KIAA0240	861.055
KIAA0247	2044.784	KIAA0247	2707.133
KIAA0284	1230.7692	KIAA0284	1454.3839
KIAA0317	777.6607	KIAA0317	894.2874
KIAA0319L	3282.9294	KIAA0319L	2171.6808
KIAA0319	14.7524	KIAA0319	5.9744
