gene_id	TCGA-BH-A0HK-01A-11R-A056-07	gene_id	TCGA-BH-A0HK-11A-11R-A089-07
SRPR	2862.4868	SRPR	4547.6101
SRPX2	749.2097	SRPX2	385.7198
SRPX	597.9979	SRPX	1436.0874
SRRD	164.9104	SRRD	272.2069
SRRM1	2406.7439	SRRM1	1882.671
SRRM2	13873.5511	SRRM2	12216.8246
SRRM3	58.4826	SRRM3	106.0449
SRRM5	13.3825	SRRM5	20.4958
SRRT	2090.6217	SRRT	1691.118
SRR	100.0474	SRR	186.4188
SRXN1	1555.8483	SRXN1	885.3258
SS18L1	315.5954	SS18L1	277.8079
SS18L2	298.2086	SS18L2	253.537
SS18	2322.9715	SS18	1861.0139
SSBP1	1214.4362	SSBP1	986.5166
SSBP2	326.6596	SSBP2	659.4203
removed	removed	SSBP3	902.1287
SSBP4	586.4067	SSBP4	524.6237
SSB	2302.8556	SSB	1829.7979
SSC5D	880.4004	SSC5D	1418.9111
SSFA2	7397.7871	SSFA2	2597.7275
SSH1	830.8746	SSH1	1227.7315
SSH2	305.058	SSH2	334.5643
SSH3	2274.4995	SSH3	1334.1498
SSNA1	739.1992	SSNA1	617.2263
SSPN	535.8272	SSPN	2132.1006
SSPO	11.5911	SSPO	22.4039
SSR1	4169.1254	SSR1	3681.7009
SSR2	12144.8894	SSR2	5614.0338
SSR3	3661.2223	SSR3	4000.5825
SSR4	3278.1876	SSR4	2470.3989
SSRP1	3975.764	SSRP1	4124.5505
SSSCA1	342.9926	SSSCA1	344.2726
SSTR1	19.4942	SSTR1	28.7516
SSTR2	68.4932	SSTR2	68.3318
SSU72	2369.3361	SSU72	2620.8782
SSX2IP	795.5743	SSX2IP	269.9665
ST13	14005.7956	ST13	5640.545
ST14	1210.2213	ST14	3282.1654
ST20	35.0632	ST20	28.9981
ST3GAL1	435.7218	ST3GAL1	1006.6801
ST3GAL2	352.4763	ST3GAL2	478.6958
ST3GAL3	308.2192	ST3GAL3	298.3447
ST3GAL4	814.0148	ST3GAL4	376.7582
ST3GAL5	92.2023	ST3GAL5	322.2422
ST3GAL6	49.5258	ST3GAL6	87.7484
ST5	772.392	ST5	2177.6551
ST6GAL1	780.295	ST6GAL1	2328.1344
ST6GAL2	33.1928	ST6GAL2	66.8382
ST6GALNAC1	510.0105	ST6GALNAC1	64.2244
ST6GALNAC2	1675.4478	ST6GALNAC2	775.5469
ST6GALNAC3	141.2013	ST6GALNAC3	91.8558
ST6GALNAC4	446.2592	ST6GALNAC4	356.9682
ST6GALNAC5	32.666	ST6GALNAC5	453.6782
ST6GALNAC6	800.843	ST6GALNAC6	1847.1982
ST7L	409.3783	ST7L	327.4697
ST7OT1	15.1791	ST7OT1	115.7607
ST7	502.7345	ST7	663.1393
ST8SIA1	20.5479	ST8SIA1	216.1972
removed	removed	ST8SIA2	16.4295
ST8SIA4	344.5732	ST8SIA4	168.7757
ST8SIA6	309.7998	ST8SIA6	63.851
STAB1	733.9305	STAB1	1479.9691
STAB2	5.2687	STAB2	72.4391
STAC2	17.9136	STAC2	10044.397
STAC3	50.4953	STAC3	33.6058
STAC	10.5374	STAC	165.4152
STAG1	933.6565	STAG1	851.567
STAG2	2948.3667	STAG2	2642.1618
STAG3L1	37.9347	STAG3L1	59.3702
STAG3L2	36.8809	STAG3L2	42.9407
STAG3L3	133.0453	STAG3L3	96.5793
STAG3L4	64.8051	STAG3L4	66.8382
STAG3	5.5216	STAG3	9.5478
STAM2	1224.9737	STAM2	939.4685
STAMBPL1	90.0948	STAMBPL1	80.6539
STAMBP	815.5954	STAMBP	529.4779
STAM	658.0611	STAM	407.7502
STAP2	691.7808	STAP2	621.7071
STARD10	2464.1728	STARD10	1795.2959
STARD13	895.1528	STARD13	723.2713
STARD3NL	451.5279	STARD3NL	652.6991
STARD3	658.0611	STARD3	766.5854
STARD4	42.6765	STARD4	15.3093
STARD5	96.9442	STARD5	126.9552
STARD7	3400.6797	STARD7	3272.3152
STARD8	301.8967	STARD8	326.723
STAR	11.5911	STAR	9.3349
STAT1	3625.922	STAT1	2884.8703
STAT2	1308.746	STAT2	1667.9673
STAT3	3687.039	STAT3	8006.0192
STAT4	8.4299	STAT4	25.391
STAT5A	582.7187	STAT5A	1648.5507
STAT5B	1053.7408	STAT5B	3197.4041
STAT6	3517.9136	STAT6	4945.2786
STAU1	4014.7524	STAU1	2965.8976
STAU2	836.1433	STAU2	666.5148
STBD1	1638.0558	STBD1	736.5045
STC1	492.0969	STC1	1978.6342
STC2	9771.8651	STC2	10418.5414
STEAP1	632.2445	STEAP1	362.1957
STEAP2	2724.4468	STEAP2	912.9573
STEAP3	644.3625	STEAP3	2300.1296
STEAP4	1585.353	STEAP4	2550.306
STIL	134.3519	STIL	53.3959
STIM1	1060.5901	STIM1	2722.8157
STIM2	920.9694	STIM2	753.8899
STIP1	5213.9094	STIP1	2553.2932
STK10	905.1633	STK10	699.3738
STK11IP	192.3077	STK11IP	326.3496
STK11	983.1401	STK11	897.2746
STK16	646.47	STK16	633.2824
STK17A	358.2719	STK17A	891.3002
STK17B	1476.8177	STK17B	974.9413
STK19	110.4373	STK19	390.9025
STK24	2781.8757	STK24	2670.54
STK25	1297.6818	STK25	1572.0041
STK32B	2632.2445	STK32B	330.0835
STK32C	129.6101	STK32C	104.9546
STK35	919.3888	STK35	1278.1402
STK36	524.236	STK36	393.5611
STK38L	648.5774	STK38L	943.2025
STK38	1268.7039	STK38	1099.6561
STK39	1635.4057	STK39	523.5035
STK3	521.0748	STK3	635.1494
STK40	1096.9442	STK40	1759.0764
STK4	663.3298	STK4	539.1862
STL	10.0105	removed	removed
STMN1	2618.019	STMN1	1137.7427
STMN2	16.8599	STMN2	37.7132
STMN3	200.2107	STMN3	815.1271
STOML1	150.1581	STOML1	182.9649
STOML2	1580.0843	STOML2	1562.2958
removed	removed	STOML3	8.5881
STOM	4257.6396	STOM	8656.1045
STON1-GTF2A1L	11.0906	removed	removed
STON1	338.5616	STON1	413.3512
STON2	827.1865	STON2	225.5322
STOX1	1231.823	STOX1	153.4664
STOX2	38.4615	STOX2	29.125
STRA13	423.6038	STRA13	323.7358
STRA6	101.1591	STRA6	251.2966
STRADA	289.2518	STRADA	453.3048
STRADB	288.725	STRADB	123.2212
STRAP	2051.1064	STRAP	2357.6328
STRBP	1092.2023	STRBP	699.3738
STRC	5.2687	removed	removed
STRN3	695.9958	STRN3	593.7023
STRN4	1620.1264	STRN4	1631.001
STRN	354.0569	STRN	257.6444
STS	651.2118	STS	600.7968
STT3A	2666.491	STT3A	3393.8113
STT3B	2295.0474	STT3B	1852.7992
STUB1	1565.1686	STUB1	1289.5288
STX10	184.4046	STX10	307.3063
STX11	174.921	STX11	361.8223
STX12	1525.2898	STX12	1886.7784
STX16	1279.2413	STX16	1230.7187
STX17	842.9926	STX17	732.9796
STX18	501.5806	STX18	473.4682
removed	removed	STX19	21.6571
STX1A	67.4394	STX1A	38.0866
STX1B	12.118	STX1B	24.6442
STX2	167.5448	STX2	314.0274
STX3	716.5437	STX3	711.6959
STX4	527.3973	STX4	800.938
STX5	1326.6596	STX5	1285.2347
STX6	2011.059	STX6	770.872
STX7	1262.9083	STX7	1356.1803
STX8	203.8988	STX8	343.8992
STXBP1	369.3361	STXBP1	1072.0247
STXBP2	1660.6955	STXBP2	1220.2635
STXBP3	928.8725	STXBP3	1136.2491
STXBP4	129.6101	STXBP4	117.9937
STXBP5	350.8746	STXBP5	360.4968
STXBP6	10.0105	STXBP6	58.6234
STYK1	355.6375	STYK1	56.7564
STYXL1	698.1033	STYXL1	450.3176
STYX	617.4921	STYX	381.6124
SUB1	7064.8051	SUB1	4077.8758
SUCLA2	794.921	SUCLA2	831.1832
SUCLG1	1685.9852	SUCLG1	1408.456
SUCLG2	1498.4194	SUCLG2	1340.1242
SUCNR1	24.236	SUCNR1	5.601
SUDS3	1642.7819	SUDS3	1271.419
SUFU	585.353	SUFU	576.1526
SUGT1L1	55.7903	SUGT1L1	69.732
SUGT1	663.3298	SUGT1	498.8593
SULF1	2187.5659	SULF1	2051.4467
SULF2	2267.6502	SULF2	4220.1403
SULT1A1	248.156	SULT1A1	395.8015
SULT1A2	7.3762	removed	removed
SULT1A3	591.5227	SULT1A3	450.6611
SULT1B1	5.7956	removed	removed
SULT1C2	6.3224	SULT1C2	13.0689
SULT1C4	38.4615	SULT1C4	82.5209
removed	removed	SULT1E1	10.0817
SULT2B1	188.6196	SULT2B1	234.1203
SUMF1	1148.5774	SUMF1	1385.3053
SUMF2	3792.4131	SUMF2	3071.9425
SUMO1P3	142.7819	SUMO1P3	160.1876
SUMO1	2207.0601	SUMO1	1769.1581
SUMO2	3904.1096	SUMO2	3199.2711
SUMO3	2641.7281	SUMO3	2815.0449
SUN1	1606.9547	SUN1	2943.5087
SUN2	1741.3066	SUN2	6177.8642
SUOX	624.8683	SUOX	658.3001
SUPT16H	3817.7028	SUPT16H	2990.9152
SUPT3H	145.9431	SUPT3H	108.6587
SUPT4H1	1638.0084	SUPT4H1	1275.1941
SUPT5H	2686.5121	SUPT5H	3052.5258
SUPT6H	3256.059	SUPT6H	3113.0163
SUPT7L	795.0474	SUPT7L	793.47
SUPV3L1	529.5047	SUPV3L1	392.4409
SURF1	700.2107	SURF1	834.9172
SURF2	228.6617	SURF2	227.3992
SURF4	5365.1212	SURF4	5302.2467
SURF6	673.8672	SURF6	541.8
SUSD1	226.0274	SUSD1	259.138
SUSD2	716.5437	SUSD2	701.2408
SUSD3	371.9705	SUSD3	335.6845
SUSD4	179.6628	SUSD4	292.7438
SUSD5	28.451	SUSD5	71.319
SUV39H1	175.9747	SUV39H1	263.6187
SUV39H2	178.6091	SUV39H2	130.3158
SUV420H1	1229.7155	SUV420H1	1038.4189
SUV420H2	105.9009	SUV420H2	135.17
SUZ12P	106.9547	SUZ12P	67.9584
SUZ12	1064.8051	SUZ12	684.0645
SV2A	29.5047	SV2A	206.1155
SV2B	206.5332	SV2B	112.7661
SVEP1	2344.0674	SVEP1	3123.4378
SVIL	1650.6849	SVIL	4218.7998
SVIP	456.2698	SVIP	325.2294
removed	removed	SVOPL	22.0305
SWAP70	2626.4489	SWAP70	3374.768
SYAP1	1440.4636	SYAP1	1156.4125
SYBU	1422.0232	SYBU	966.3531
removed	removed	SYCE1L	20.1635
removed	removed	SYCE1	50.7149
SYCP2	139.0938	SYCP2	74.3061
SYDE1	237.0917	SYDE1	387.9602
SYDE2	184.9315	SYDE2	85.8815
SYF2	1445.2055	SYF2	1099.2827
SYK	1665.4373	SYK	602.2904
SYMPK	1389.8841	SYMPK	1684.7702
SYN1	14.7524	SYN1	12.3221
SYN2	64.8051	SYN2	82.1475
SYN3	6.8493	SYN3	10.4551
SYNCRIP	4309.7998	SYNCRIP	4483.3857
SYNC	108.451	SYNC	290.5781
SYNE1	611.6965	SYNE1	2325.1472
SYNE2	2544.784	SYNE2	5245.4903
SYNGAP1	356.1644	SYNGAP1	409.6172
SYNGR1	301.1591	SYNGR1	1155.2027
SYNGR2	5697.5764	SYNGR2	3493.8819
removed	removed	SYNGR3	6.3478
SYNJ1	269.2308	SYNJ1	266.6059
SYNJ2BP	1319.8103	SYNJ2BP	1070.1577
SYNJ2	1026.8704	SYNJ2	818.1143
SYNM	345.1001	SYNM	24634.1636
removed	removed	SYNPO2L	18.2965
SYNPO2	1219.705	SYNPO2	3298.5949
SYNPO	2326.1328	SYNPO	4140.6066
SYNRG	1128.5564	SYNRG	977.9285
SYPL1	5432.5606	SYPL1	3678.3403
SYPL2	17.3867	SYPL2	12.3221
SYP	11.0643	SYP	41.0737
SYS1-DBNDD2	10.1633	SYS1-DBNDD2	15.3765
SYS1	877.2445	SYS1	1284.8016
SYT11	288.725	SYT11	523.5035
SYT12	905.1633	SYT12	933.1207
removed	removed	SYT13	27.258
SYT15	94.3098	SYT15	100.0706
SYT17	262.3815	SYT17	110.1523
SYT1	35.3003	SYT1	88.1218
SYT2	31.6122	SYT2	8.5881
SYT3	5.2687	SYT3	30.992
SYT6	7.3762	SYT6	13.0689
SYT7	497.3656	SYT7	1355.0601
SYT8	7.3762	SYT8	196.0338
SYT9	6.8493	SYT9	103.4312
SYTL1	456.7966	SYTL1	522.3833
SYTL2	1135.9326	SYTL2	1464.839
SYTL3	39.5153	SYTL3	183.7116
SYTL4	704.9526	SYTL4	783.0149
SYTL5	147.5237	SYTL5	56.7564
SYVN1	3046.8915	SYVN1	1641.4561
TAB1	504.4257	TAB1	672.9522
TAB2	1580.0843	TAB2	2149.6503
TAB3	837.7239	TAB3	701.2408
removed	removed	TAC1	43.6875
TAC3	10.5374	removed	removed
TACC1	3404.1096	TACC1	4949.7593
TACC2	1895.6797	TACC2	1172.4686
TACC3	379.3467	TACC3	121.3542
TACO1	384.0885	TACO1	260.6316
TACR1	165.9642	TACR1	389.4538
TACR2	125.3952	TACR2	14.1891
TACSTD2	7556.3751	TACSTD2	14252.2152
TADA1	393.5722	TADA1	214.7037
TADA2A	153.3193	TADA2A	158.694
TADA2B	1015.2792	TADA2B	1284.8613
TADA3	1475.3267	TADA3	1946.5369
TAF10	758.6934	TAF10	719.5373
TAF11	394.0991	TAF11	543.2936
TAF12	592.2023	TAF12	324.856
TAF13	212.8556	TAF13	148.2389
TAF15	3573.7619	TAF15	2720.9487
TAF1A	173.3404	TAF1A	41.4471
TAF1B	263.4352	TAF1B	227.3992
TAF1C	348.7882	TAF1C	514.1686
TAF1D	788.1191	TAF1D	474.7378
TAF1L	20.0211	TAF1L	21.2837
TAF1	1151.7387	TAF1	1041.0327
TAF2	798.2086	TAF2	495.8721
TAF3	380.4004	TAF3	244.2021
TAF4B	157.5342	TAF4B	190.4328
TAF4	461.5385	TAF4	309.9201
TAF5L	1188.0927	TAF5L	670.2488
TAF5	88.5142	TAF5	53.3959
TAF6L	244.9947	TAF6L	228.146
TAF6	1105.3741	TAF6	1176.2026
TAF7	922.0232	TAF7	3387.8369
TAF8	314.5416	TAF8	322.989
TAF9B	804.5311	TAF9B	673.9828
TAF9	1691.254	TAF9	1109.286
TAGAP	101.1591	TAGAP	137.4103
TAGLN2	32441.5174	TAGLN2	17340.2138
TAGLN	2958.9041	TAGLN	43867.877
TAL1	85.353	TAL1	206.8623
TALDO1	3854.0569	TALDO1	2291.9148
TANC1	1266.5964	TANC1	1030.5775
TANC2	327.1865	TANC2	655.6863
TANK	966.8072	TANK	1165.7475
TAOK1	440.4636	TAOK1	162.0546
TAOK2	1138.04	TAOK2	1210.5552
TAOK3	1437.8293	TAOK3	1036.1785
TAP1	1155.4268	TAP1	1449.1563
TAP2	884.784	TAP2	1092.0911
TAPBPL	849.3414	TAPBPL	847.6127
TAPBP	4498.9463	TAPBP	3645.1079
TAPT1	1147.5237	TAPT1	800.938
TARBP1	2014.2255	TARBP1	291.2502
TARBP2	313.4879	TARBP2	305.8127
TARDBP	3178.6091	TARDBP	3199.6445
removed	removed	TARP	5.2276
TARS2	1559.0095	TARS2	428.2871
TARSL2	300.3161	TARSL2	303.1989
TARS	1626.4489	TARS	1487.2429
removed	removed	TAS1R1	10.0817
TAS1R3	28.9779	TAS1R3	8.5881
TAS2R14	5.7956	removed	removed
TAS2R20	9.4837	TAS2R20	5.9744
TAS2R5	14.7524	removed	removed
TASP1	111.1697	TASP1	240.8415
TATDN1	607.4816	TATDN1	386.84
TATDN2	936.7756	TATDN2	1371.4896
TATDN3	607.4816	TATDN3	271.8335
TAT	12.6449	TAT	3350.1238
TAX1BP1	5073.7619	TAX1BP1	3204.4987
TAX1BP3	1267.9768	TAX1BP3	2380.2719
TAZ	289.4521	TAZ	246.8159
TBC1D10A	565.7113	TBC1D10A	569.2485
TBC1D10B	1315.0685	TBC1D10B	1099.2827
TBC1D10C	25.2898	TBC1D10C	44.8077
TBC1D12	611.1697	TBC1D12	377.1316
TBC1D13	730.2424	TBC1D13	1147.8244
TBC1D14	1217.5975	TBC1D14	2344.9373
TBC1D15	1160.6955	TBC1D15	1026.4702
TBC1D16	314.0148	TBC1D16	496.2455
TBC1D17	750.49	TBC1D17	1159.9598
TBC1D19	66.3857	TBC1D19	92.2292
TBC1D1	552.1602	TBC1D1	1480.5217
TBC1D20	1506.8493	TBC1D20	1266.9383
TBC1D22A	310.8535	TBC1D22A	501.8465
TBC1D22B	70.0738	TBC1D22B	463.338
TBC1D23	646.47	TBC1D23	748.6623
TBC1D24	197.5764	TBC1D24	201.6347
TBC1D25	307.1654	TBC1D25	575.0324
TBC1D2B	1093.2561	TBC1D2B	1604.8631
TBC1D2	398.8409	TBC1D2	460.0259
TBC1D3B	123.8145	TBC1D3B	54.5161
TBC1D3C	13.1718	TBC1D3C	8.5881
TBC1D3H	6.8493	removed	removed
TBC1D3	242.7503	TBC1D3	130.0619
TBC1D4	918.3351	TBC1D4	1108.991
TBC1D5	1525.8166	TBC1D5	1591.4208
TBC1D7	162.7871	TBC1D7	171.0161
TBC1D8B	252.8978	TBC1D8B	277.0611
TBC1D8	850.3688	TBC1D8	706.095
TBC1D9B	3096.4173	TBC1D9B	3723.148
TBC1D9	8396.7334	TBC1D9	5411.2788
TBCA	1340.3583	TBCA	1027.9638
TBCB	930.1423	TBCB	869.1055
TBCCD1	224.4468	TBCCD1	236.3607
TBCC	275.5532	TBCC	299.4649
TBCD	1483.6459	TBCD	1673.8894
TBCEL	250.7903	TBCEL	259.8848
TBCE	589.8577	TBCE	181.4787
TBCK	541.5595	TBCK	442.4762
TBK1	612.7503	TBK1	614.6125
TBKBP1	289.2518	TBKBP1	240.8415
TBL1XR1	4262.9083	TBL1XR1	2264.6568
TBL1X	1287.6712	TBL1X	1012.281
TBL2	1226.5543	TBL2	759.1174
TBL3	902.529	TBL3	893.5406
TBPL1	186.5121	TBPL1	176.6171
TBP	189.6733	TBP	246.4425
TBRG1	435.1949	TBRG1	839.9506
TBRG4	723.393	TBRG4	609.7584
TBX15	169.1254	TBX15	301.3319
TBX18	96.4173	TBX18	150.1059
TBX19	76.96	TBX19	50.4087
TBX1	116.4384	TBX1	100.8174
TBX21	7.3762	TBX21	11.9487
TBX2	288.1981	TBX2	121.7276
TBX3	5576.3962	TBX3	1436.0874
TBX5	46.3646	TBX5	48.9151
TBX6	115.9115	TBX6	20.5369
TBXA2R	66.9125	TBXA2R	30.6186
TBXAS1	175.4478	TBXAS1	353.2342
TC2N	4346.6807	TC2N	2862.093
removed	removed	TCAM1P	5.601
removed	removed	TCAP	5.9744
TCEA1	1868.8093	TCEA1	1229.2251
TCEA2	343.5195	TCEA2	400.6557
TCEA3	3300.3161	TCEA3	877.1111
TCEAL1	743.941	TCEAL1	804.672
removed	removed	TCEAL2	110.5257
TCEAL3	785.5638	TCEAL3	970.4605
TCEAL4	3274.4995	TCEAL4	3760.8612
TCEAL5	10.5374	TCEAL5	86.6283
TCEAL6	24.7629	TCEAL6	59.7436
TCEAL7	25.2898	TCEAL7	182.5915
TCEAL8	496.8388	TCEAL8	1036.1785
TCEANC	24.7629	TCEANC	23.8975
TCEB1	430.98	TCEB1	470.481
TCEB2	1028.9779	TCEB2	1183.6706
TCEB3	1504.8103	TCEB3	1310.2823
TCERG1	1030.5585	TCERG1	688.5453
TCF12	1771.3646	TCF12	1581.7125
TCF15	15.8061	TCF15	5.2276
TCF19	1697.5764	TCF19	276.6877
TCF20	1239.726	TCF20	1318.0937
TCF21	7.3762	removed	removed
TCF25	1565.3319	TCF25	2577.564
TCF3	1273.4457	TCF3	1068.2907
TCF4	2081.138	TCF4	1996.9307
TCF7L1	465.7534	TCF7L1	1444.3021
TCF7L2	769.7576	TCF7L2	1102.6433
TCF7	111.1697	TCF7	938.3483
TCFL5	320.3372	TCFL5	287.8896
TCHH	7.9031	TCHH	23.5241
TCHP	322.9926	TCHP	387.9602
TCIRG1	1006.3224	TCIRG1	704.9748
TCN1	21.0748	TCN1	1877.4434
TCN2	576.3962	TCN2	654.5661
TCOF1	1439.9368	TCOF1	1076.132
TCP10L	13.6986	TCP10L	6.9564
TCP11L1	181.3014	TCP11L1	161.6812
TCP11L2	236.5648	TCP11L2	167.2822
TCP1	3793.8988	TCP1	3917.6733
TCTA	1053.2139	TCTA	992.8644
TCTE3	18.9673	TCTE3	36.2196
removed	removed	TCTEX1D1	14.5625
TCTEX1D2	105.9009	TCTEX1D2	100.0706
removed	removed	TCTEX1D4	5.9744
TCTN1	657.5342	TCTN1	667.5902
TCTN2	456.2698	TCTN2	603.4106
TCTN3	1310.3267	TCTN3	1394.2669
removed	removed	TDGF1	20.1635
TDG	474.7102	TDG	253.9104
TDH	8.4299	removed	removed
TDO2	7.3762	removed	removed
TDP1	389.3572	TDP1	414.098
TDP2	991.5701	TDP2	633.6558
TDRD10	7.3762	TDRD10	49.6619
TDRD12	252.5395	removed	removed
removed	removed	TDRD1	11.5753
TDRD3	407.2708	TDRD3	362.9425
TDRD5	867.7555	TDRD5	95.9632
removed	removed	TDRD6	5.2276
TDRD7	508.9568	TDRD7	384.973
removed	removed	TDRD9	12.6955
TDRKH	342.9926	TDRKH	228.8928
TEAD1	1359.8525	TEAD1	1595.1548
TEAD2	236.5648	TEAD2	900.2618
TEAD3	608.0084	TEAD3	1120.5664
TEAD4	250.2634	TEAD4	160.561
TECPR1	122.7608	TECPR1	261.3784
TECPR2	477.3446	TECPR2	1148.1978
TECR	2788.725	TECR	1811.352
TECTA	5.7956	TECTA	6.3478
TEC	43.2034	TEC	48.5417
TEF	542.6765	TEF	863.2954
TEKT2	25.2898	TEKT2	21.2837
TEKT3	5.2687	TEKT3	11.5753
TEKT5	6.3224	removed	removed
TEK	618.5458	TEK	655.6863
TELO2	458.3772	TELO2	429.4073
TENC1	2308.2192	TENC1	4714.0483
TEP1	418.3351	TEP1	651.2055
removed	removed	TEPP	26.1378
TERF1	565.8588	TERF1	580.26
TERF2IP	1032.1391	TERF2IP	1655.2718
TERF2	433.6143	TERF2	611.9988
TESC	14.7524	TESC	230.3864
TESK1	981.0327	TESK1	844.6255
TESK2	653.3193	TESK2	297.5979
TES	511.0643	TES	3113.4233
TET1	46.8915	TET1	26.8846
TET2	805.058	TET2	399.1621
TET3	683.3509	TET3	377.8784
TEX10	462.0653	TEX10	400.6557
TEX14	129.0832	TEX14	10.4551
TEX261	2465.2266	TEX261	2445.3813
TEX264	1649.6312	TEX264	980.9156
TEX2	2036.3541	TEX2	2197.4452
TEX9	71.6544	TEX9	70.5722
TFAM	551.1064	TFAM	499.2327
TFAP2A	150.6849	TFAP2A	1561.437
TFAP2B	1863.5406	TFAP2B	765.8386
TFAP2C	1049.5258	TFAP2C	1583.2061
removed	removed	TFAP2E	14.9359
removed	removed	TFAP4	110.1523
TFB1M	238.6723	TFB1M	168.4023
TFB2M	817.176	TFB2M	257.6444
TFCP2L1	40.569	TFCP2L1	1384.5585
TFCP2	857.2181	TFCP2	619.8401
TFDP1	2228.1349	TFDP1	1442.4352
TFDP2	186.5121	TFDP2	253.1636
removed	removed	TFDP3	13.8157
TFE3	939.4099	TFE3	1726.9642
TFEB	144.3625	TFEB	370.4105
TFEC	78.5037	TFEC	58.9968
TFF1	8593.2561	TFF1	485.417
TFF3	643.8356	TFF3	783.0149
TFG	1774.4995	TFG	1899.1005
TFIP11	618.4932	TFIP11	1014.2526
TFPI2	47.4183	TFPI2	657.1799
TFPI	751.844	TFPI	1590.674
TFPT	172.3815	TFPT	207.0602
TFR2	120.1264	TFR2	5.9744
TFRC	2205.4795	TFRC	1933.0797
TF	522.1286	TF	435.0083
TGDS	251.844	TGDS	120.9808
TGFA	1561.117	TGFA	275.9409
TGFB1I1	380.9273	TGFB1I1	1817.6998
TGFB1	880.4004	TGFB1	985.7698
TGFB2	148.5774	TGFB2	1958.8441
TGFB3	668.5985	TGFB3	1118.326
TGFBI	2101.1591	TGFBI	2850.8911
TGFBR1	611.1697	TGFBR1	2450.9822
TGFBR2	3772.9189	TGFBR2	8596.3609
TGFBR3	3079.5574	TGFBR3	5220.846
TGFBRAP1	330.8746	TGFBRAP1	348.0066
TGIF1	1918.862	TGIF1	1131.7683
TGIF2	469.2782	TGIF2	573.1841
TGM1	69.02	TGM1	53.7693
TGM2	1316.6491	TGM2	1014.148
TGM3	48.9989	TGM3	11.2019
removed	removed	TGM5	16.4295
TGOLN2	8287.1444	TGOLN2	7123.6805
TGS1	479.4521	TGS1	565.6975
TH1L	1469.4415	TH1L	1776.2527
THADA	812.4341	THADA	1067.1705
THAP10	74.8156	THAP10	40.3269
THAP11	501.0537	THAP11	819.2345
THAP1	198.1033	THAP1	176.9905
THAP2	104.8472	THAP2	63.4776
THAP3	160.3952	THAP3	123.5984
THAP4	1320.3372	THAP4	947.6833
THAP5	406.2171	THAP5	434.6349
THAP6	248.6828	THAP6	153.4664
THAP7	349.8419	THAP7	277.7817
THAP8	90.6217	THAP8	36.593
THAP9	105.9009	THAP9	112.0193
THBD	1509.4837	THBD	2953.9489
THBS1	6778.7144	THBS1	14735.0184
THBS2	3943.098	THBS2	7445.9227
THBS3	571.138	THBS3	1397.6685
THBS4	16307.1654	THBS4	468.6066
THEM4	429.3994	THEM4	364.0627
THEM5	6.3224	THEM5	13.8157
THEMIS	10.0105	THEMIS	22.0305
THG1L	246.5753	THG1L	132.9296
THNSL1	278.1876	THNSL1	159.0674
THNSL2	14.2255	THNSL2	370.7839
THOC1	475.2371	THOC1	340.1653
THOC2	1493.6776	THOC2	1033.5647
THOC3	1353.53	THOC3	997.7185
THOC4	760.8008	THOC4	910.7169
THOC5	408.3246	THOC5	622.0805
THOC6	439.7893	THOC6	455.3995
THOC7	1086.9336	THOC7	849.4797
THOP1	591.1486	THOP1	557.8561
removed	removed	THPO	7.0946
THRAP3	4051.1064	THRAP3	4148.448
THRA	673.7144	THRA	1177.0876
THRB	4050.5796	THRB	1110.4846
THRSP	358.2719	THRSP	94.843
THSD1P1	157.2023	THSD1P1	86.5386
THSD1	209.1675	THSD1	178.1107
THSD4	2323.4984	THSD4	2562.2547
THSD7A	91.6754	THSD7A	83.6411
THSD7B	23.1823	THSD7B	81.0273
THTPA	404.1096	THTPA	426.4201
THUMPD1	1082.1918	THUMPD1	1569.3904
THUMPD2	227.0811	THUMPD2	170.6427
THUMPD3	837.7239	THUMPD3	812.5133
THY1	3453.1085	THY1	2992.0354
THYN1	627.5026	THYN1	689.6655
TIA1	716.5437	TIA1	820.7281
TIAF1	159.4679	TIAF1	375.6866
TIAL1	1456.2698	TIAL1	1094.4285
TIAM1	838.7777	TIAM1	452.9314
TIAM2	29.9631	TIAM2	69.3848
TICAM1	574.2887	TICAM1	785.6287
TICAM2	144.4362	TICAM2	45.1662
TIE1	721.8124	TIE1	998.4653
TIFAB	5.2687	removed	removed
TIFA	298.7355	TIFA	232.6267
TIGD1	76.9231	TIGD1	72.4391
TIGD2	177.5553	TIGD2	151.2261
TIGD3	5.7956	TIGD3	7.0946
TIGD4	6.8493	TIGD4	14.9359
TIGD5	121.1802	TIGD5	105.6715
TIGD6	144.3625	TIGD6	163.9216
TIGD7	135.1949	TIGD7	216.0778
TIGIT	24.236	TIGIT	8.9615
removed	removed	TIMD4	7.468
TIMELESS	556.902	TIMELESS	364.4361
TIMM10	319.8103	TIMM10	341.6589
TIMM13	787.6712	TIMM13	718.4171
TIMM16	146.3962	TIMM16	98.3604
TIMM17A	1269.7576	TIMM17A	711.6959
TIMM17B	455.216	TIMM17B	428.2871
TIMM22	292.9399	TIMM22	468.6141
TIMM44	403.5827	TIMM44	403.6429
TIMM50	692.8346	TIMM50	592.5821
TIMM8A	169.6523	TIMM8A	77.6667
TIMM8B	225.5005	TIMM8B	502.5932
TIMM9	947.8398	TIMM9	478.3224
TIMP1	11034.2466	TIMP1	4985.2321
TIMP2	5631.1907	TIMP2	24449.3318
TIMP3	20411.4858	TIMP3	30314.6622
