gene_id	TCGA-BH-A0DK-01A-21R-A056-07	gene_id	TCGA-BH-A0DK-11A-13R-A089-07
NEK10	30.153	NEK10	757.5603
NEK11	197.1197	NEK11	355.8989
NEK1	364.0864	NEK1	612.9855
NEK2	440.144	NEK2	62.0855
NEK3	157.9658	NEK3	219.777
NEK4	284.8785	NEK4	591.9988
NEK5	15.3015	NEK5	41.9733
NEK6	715.5716	NEK6	1463.8199
NEK7	945.0945	NEK7	1167.6747
NEK8	54.4554	NEK8	118.3415
NEK9	1990.099	NEK9	2268.0172
NELF	740.324	NELF	508.0522
NELL2	738.0738	NELL2	43.4307
NENF	1444.1944	NENF	861.9107
NEO1	2069.3069	NEO1	2624.499
NES	3386.1386	NES	4102.893
NET1	2846.5347	NET1	1459.7391
NETO1	5.4005	removed	removed
NETO2	138.1638	NETO2	530.4962
NEU1	2063.0063	NEU1	1759.0906
NEU3	46.3546	NEU3	153.0278
NEURL1B	1121.9622	NEURL1B	301.9748
NEURL2	9.0909	NEURL2	13.5918
NEURL3	19.3519	NEURL3	18.0719
NEURL4	269.0144	NEURL4	598.8603
NEURL	1104.8605	NEURL	85.6955
removed	removed	NEUROG2	24.193
NEXN	392.4392	NEXN	491.1463
NF1	1469.3969	NF1	2825.0383
NF2	667.4167	NF2	886.6866
NFAM1	254.2754	NFAM1	70.5385
NFASC	209.4329	NFASC	1257.827
NFAT5	940.144	NFAT5	2084.0924
NFATC1	666.9667	NFATC1	482.4018
NFATC2IP	653.4653	NFATC2IP	773.5918
NFATC2	164.7165	NFATC2	183.6333
NFATC3	839.784	NFATC3	851.4173
NFATC4	4362.7363	NFATC4	357.9392
NFE2L1	9447.7948	NFE2L1	9767.5435
NFE2L2	2642.9838	NFE2L2	3014.8073
NFE2L3	876.6877	NFE2L3	159.1489
removed	removed	NFE2	7.87
NFIA	1049.0549	NFIA	1972.1635
NFIB	1197.1197	NFIB	6502.6598
NFIC	1471.1971	NFIC	1523.5736
NFIL3	383.4383	NFIL3	826.9329
NFIX	2147.6148	NFIX	3200.1749
NFKB1	1630.9631	NFKB1	1459.1562
NFKB2	1858.2358	NFKB2	625.8107
NFKBIA	4187.2187	NFKBIA	3298.4041
NFKBIB	486.0486	NFKBIB	341.3248
NFKBID	21.6022	NFKBID	9.3274
NFKBIE	545.0045	NFKBIE	195.5841
NFKBIL1	711.9712	NFKBIL1	303.4322
NFKBIL2	404.577	NFKBIL2	132.3326
NFKBIZ	220.5221	NFKBIZ	432.267
NFRKB	441.9442	NFRKB	904.1755
NFS1	360.036	NFS1	578.0077
NFU1	664.2664	NFU1	391.7511
NFX1	1585.0585	NFX1	1306.7114
NFXL1	228.9919	NFXL1	292.318
NFYA	1034.6535	NFYA	1072.9432
NFYB	840.6841	NFYB	579.7566
NFYC	1048.0468	NFYC	886.4359
NGDN	601.2601	NGDN	451.7963
NGEF	44.1044	NGEF	51.5922
NGFRAP1	1720.9721	NGFRAP1	860.1618
removed	removed	NGFR	1302.9221
NGF	21.1521	NGF	19.2378
NGLY1	646.2646	NGLY1	910.5881
NGRN	4526.7147	NGRN	2508.0347
NHEDC1	6.7507	removed	removed
NHEDC2	107.5608	NHEDC2	97.6463
NHEJ1	266.4266	NHEJ1	175.2095
NHLRC1	41.4041	NHLRC1	80.1574
NHLRC2	167.8668	NHLRC2	316.5489
NHLRC3	490.099	NHLRC3	659.914
NHLRC4	22.9523	NHLRC4	33.8118
NHP2L1	2896.0396	NHP2L1	1880.6383
NHP2	2018.4518	NHP2	1044.961
NHSL1	248.8749	NHSL1	439.8455
NHSL2	112.0612	NHSL2	57.4218
NHS	335.7336	NHS	187.4226
NICN1	103.0603	NICN1	428.2708
NID1	4968.7534	NID1	1603.3462
NID2	2168.7669	NID2	210.1581
NIF3L1	550.405	NIF3L1	441.0114
NINJ1	3168.7669	NINJ1	1587.991
NINJ2	154.3969	NINJ2	21.8611
NINL	290.7291	NINL	310.7192
NIN	1180.018	NIN	1447.7884
NIP7	431.1431	NIP7	578.5907
NIPA1	644.0144	NIPA1	535.4514
NIPA2	1170.5671	NIPA2	1109.3784
NIPAL1	18.4518	NIPAL1	142.2429
NIPAL2	135.9136	NIPAL2	379.5089
NIPAL3	368.5869	NIPAL3	1287.1821
NIPAL4	12.6013	NIPAL4	7.87
NIPBL	1837.5338	NIPBL	2558.0412
NIPSNAP1	2334.8335	NIPSNAP1	1820.5932
NIPSNAP3A	421.6922	NIPSNAP3A	480.3614
NIPSNAP3B	24.7525	NIPSNAP3B	39.691
NISCH	1238.0738	NISCH	2382.5694
NIT1	393.6769	NIT1	666.3703
NIT2	835.7336	NIT2	805.3633
NKAIN1	1163.8164	NKAIN1	398.4551
NKAIN2	21.6022	NKAIN2	20.6952
NKAPL	12.1512	NKAPL	13.6996
NKAP	445.5446	NKAP	315.6744
NKD1	20.252	NKD1	12.5337
NKD2	239.874	NKD2	60.6281
NKG7	246.1746	NKG7	21.5696
NKIRAS1	107.1107	NKIRAS1	264.9566
NKIRAS2	743.9244	NKIRAS2	853.7492
NKPD1	6.3006	NKPD1	28.2737
NKRF	303.3303	NKRF	367.2666
NKTR	769.1269	NKTR	1723.8213
removed	removed	NKX2-5	13.6996
NKX2-8	6.3006	NKX2-8	7.87
NKX3-1	117.0117	NKX3-1	321.2126
NKX3-2	9.0009	removed	removed
NLE1	152.5653	NLE1	253.8803
NLGN1	9.0009	NLGN1	23.3185
NLGN2	508.1008	NLGN2	450.0474
NLGN3	23.4023	NLGN3	48.0944
NLGN4X	41.4041	NLGN4X	316.8403
NLK	290.279	NLK	573.927
NLN	477.4977	NLN	530.2048
NLRC3	247.9748	NLRC3	51.0093
NLRC4	71.5572	NLRC4	18.0719
NLRC5	810.081	NLRC5	200.2478
NLRP1	385.2385	NLRP1	301.9748
NLRP2	129.1629	NLRP2	1006.7769
NLRP3	160.216	NLRP3	91.8167
removed	removed	NLRP5	58.2963
removed	removed	NLRP7	11.6593
removed	removed	NLRP8	6.1211
NLRX1	254.7255	NLRX1	468.9937
NMB	70.207	NMB	26.8163
NMD3	839.784	NMD3	1287.4736
NME1-NME2	53.6859	NME1-NME2	54.3351
NME1	4799.6895	NME1	890.8519
NME2P1	113.4113	NME2P1	81.3233
NME2	16414.4014	NME2	4360.0641
NME3	1026.1026	NME3	404.5763
NME4	2185.8686	NME4	886.9781
NME5	7.6508	NME5	98.2293
NME6	129.1629	NME6	214.5304
NME7	143.7039	NME7	206.9052
NMI	722.7723	NMI	391.1681
NMNAT1	135.0135	NMNAT1	359.9796
NMNAT2	63.0063	NMNAT2	65.2918
NMNAT3	48.6049	NMNAT3	169.6422
NMRAL1	866.7867	NMRAL1	766.5962
NMT1	2035.5536	NMT1	2572.9068
NMT2	347.4347	NMT2	364.0603
NMUR1	10.8011	removed	removed
NMU	9.4509	removed	removed
NNAT	74.2574	NNAT	18.6548
NNMT	2439.2439	NNMT	2428.915
NNT	967.1467	NNT	756.3536
NOB1	864.9865	NOB1	782.0447
NOC2L	1587.7408	NOC2L	1651.9245
NOC3L	370.387	NOC3L	450.6303
NOC4L	568.4068	NOC4L	222.1089
NOD1	266.8767	NOD1	301.9748
NOD2	130.9631	NOD2	134.9559
removed	removed	NOG	21.8611
NOL10	755.1755	NOL10	708.8829
NOL11	1764.6265	NOL11	1022.2255
NOL12	278.1278	NOL12	214.0815
NOL3	336.1836	NOL3	362.3114
NOL4	5.8506	removed	removed
NOL6	1217.8218	NOL6	1123.078
NOL7	765.5266	NOL7	581.214
NOL8	743.0243	NOL8	850.2514
NOL9	117.4617	NOL9	210.4496
NOLC1	2745.7246	NOLC1	2546.9649
NOM1	371.7372	NOM1	489.9803
NOMO1	3467.1467	NOMO1	5387.4517
NOMO2	470.297	NOMO2	2198.9361
NOMO3	752.9253	NOMO3	1200.6121
NONO	8453.1953	NONO	6249.6539
NOP10	1288.0288	NOP10	798.6592
NOP14	773.5059	NOP14	1105.6008
NOP16	218.7219	NOP16	198.4989
NOP2	526.5527	NOP2	612.1111
NOP56	1793.4293	NOP56	1276.1058
NOP58	1697.5698	NOP58	1067.1136
NOS1AP	329.4329	NOS1AP	319.4637
NOS2	19.0234	NOS2	6.9956
NOS3	553.2808	NOS3	143.2952
NOSIP	1036.9037	NOSIP	459.3748
NOSTRIN	378.9379	NOSTRIN	475.1148
NOTCH1	1515.3015	NOTCH1	838.0092
NOTCH2NL	984.1044	NOTCH2NL	1147.4954
NOTCH2	5939.2439	NOTCH2	7263.1349
NOTCH3	6994.1494	NOTCH3	2703.782
NOTCH4	956.3456	NOTCH4	521.4603
removed	removed	NOTO	198.2074
NOTUM	5.8506	removed	removed
NOVA1	175.5176	NOVA1	246.8848
NOVA2	80.5581	NOVA2	26.5248
NOV	178.6679	NOV	189.7544
NOX4	259.676	NOX4	39.35
NOX5	27.0072	NOX5	10.4933
NOXA1	129.613	NOXA1	137.2878
NOXO1	8.1008	removed	removed
NPAS1	9.901	NPAS1	25.0674
NPAS2	567.5068	NPAS2	515.0477
NPAS3	93.1593	NPAS3	70.83
NPAT	397.3897	NPAT	564.0166
removed	removed	NPC1L1	11.3678
NPC1	997.3312	NPC1	1729.1962
NPC2	3034.6535	NPC2	2921.2271
NPDC1	3612.9613	NPDC1	1362.0928
NPEPL1	461.7462	NPEPL1	380.3833
NPEPPS	2743.0243	NPEPPS	3028.2008
removed	removed	NPFFR2	21.2781
NPHP1	63.0063	NPHP1	128.8348
NPHP3	221.8722	NPHP3	608.6133
NPHP4	119.2619	NPHP4	237.8489
NPIPL3	587.1017	NPIPL3	360.7229
NPIP	211.6742	NPIP	404.5005
NPLOC4	2324.0324	NPLOC4	1906.5802
NPL	294.3294	NPL	177.8037
NPM1	10920.342	NPM1	7618.1593
NPM2	6.3006	NPM2	27.3993
NPM3	270.9271	NPM3	197.6244
NPNT	6222.7723	NPNT	1999.8543
NPR1	362.2862	NPR1	224.7322
NPR2	210.171	NPR2	165.8529
NPR3	58.5059	NPR3	17.4889
NPRL2	296.5212	NPRL2	340.5698
NPRL3	1044.5545	NPRL3	680.9007
NPTN	2219.622	NPTN	2699.7012
NPTX1	22.5023	NPTX1	192.0863
NPTX2	22.5023	NPTX2	6.4126
NPTXR	381.6382	NPTXR	438.9711
NPW	6.7507	NPW	7.87
NPY1R	897.3897	NPY1R	342.4907
removed	removed	NPY2R	32.6459
NQO1	3905.4905	NQO1	14114.115
NQO2	936.5437	NQO2	598.7029
NR0B1	12.1512	removed	removed
removed	removed	NR0B2	5.2467
NR1D1	443.5419	NR1D1	303.1786
NR1D2	1180.018	NR1D2	1443.1247
NR1H2	1584.1584	NR1H2	1053.414
NR1H3	340.6841	NR1H3	422.3566
removed	removed	NR1H4	9.0359
removed	removed	NR1I3	7.6252
NR2C1	252.9253	NR2C1	276.3244
NR2C2AP	631.7552	NR2C2AP	358.1666
NR2C2	758.8569	NR2C2	1078.4901
NR2E3	5.4005	NR2E3	9.9104
NR2F1	323.5824	NR2F1	281.5711
NR2F2	2090.009	NR2F2	1304.3795
NR2F6	1641.3141	NR2F6	988.4136
NR3C1	1558.9559	NR3C1	2011.222
NR3C2	174.1674	NR3C2	537.2003
NR4A1	3313.6814	NR4A1	5307.8773
NR4A2	1381.6382	NR4A2	744.4436
NR4A3	169.667	NR4A3	325.5848
removed	removed	NR5A1	5.5381
NR5A2	227.2727	NR5A2	135.8304
removed	removed	NR6A1	8.7444
NRARP	338.4338	NRARP	80.1574
NRAS	762.3762	NRAS	1197.6973
NRBF2	478.3978	NRBF2	444.5092
NRBP1	2851.0351	NRBP1	1985.2802
NRBP2	222.7723	NRBP2	762.807
NRCAM	287.1287	NRCAM	260.2929
NRD1	3615.6616	NRD1	2837.572
NRF1	382.0882	NRF1	371.6389
NRG1	36.0036	NRG1	861.6192
NRG2	14.4014	NRG2	221.5259
NRG3	20.7021	NRG3	5.8296
NRGN	71.5572	NRGN	29.1481
NRIP1	4292.0792	NRIP1	4167.3104
NRIP2	121.9622	NRIP2	94.7315
NRIP3	38.2538	NRIP3	175.7633
NRK	40.9541	NRK	201.9966
NRL	25.8056	NRL	36.2632
NRM	522.5023	NRM	140.4941
NRN1	250.6751	NRN1	161.7722
NRP1	5042.7543	NRP1	1645.9958
removed	removed	NRP2	841.2155
NRSN2	1002.7003	NRSN2	516.7966
NRTN	34.6535	NRTN	5.2467
NRXN1	6.7507	NRXN1	62.96
NRXN2	200.27	NRXN2	87.153
NRXN3	89.559	NRXN3	232.0192
NSA2	2043.2043	NSA2	1328.864
NSD1	1709.721	NSD1	2436.4935
NSDHL	585.9586	NSDHL	720.2507
NSFL1C	1935.1935	NSFL1C	1461.488
NSF	789.829	NSF	1962.8361
removed	removed	NSL1	564.0166
NSMAF	693.9694	NSMAF	558.7699
NSMCE1	724.5725	NSMCE1	807.4036
NSMCE2	318.1818	NSMCE2	210.7411
NSMCE4A	816.8317	NSMCE4A	509.8011
NSUN2	1326.2826	NSUN2	4882.3144
NSUN3	128.2628	NSUN3	150.9874
NSUN4	537.3537	NSUN4	644.174
NSUN5P1	27.0027	NSUN5P1	76.9511
NSUN5P2	67.5023	NSUN5P2	260.5582
NSUN5	487.8488	NSUN5	328.4996
NSUN6	209.721	NSUN6	304.8896
NSUN7	68.4068	NSUN7	220.36
NT5C2	1366.3366	NT5C2	1556.8024
NT5C3L	424.8425	NT5C3L	388.2533
NT5C3	533.3033	NT5C3	362.6029
NT5C	265.0765	NT5C	262.6248
NT5DC1	802.4302	NT5DC1	1181.6658
NT5DC2	382.5383	NT5DC2	366.0191
NT5DC3	304.6805	NT5DC3	899.8033
NT5E	821.3321	NT5E	557.604
NT5M	32.8533	NT5M	42.5563
NTAN1	612.5113	NTAN1	616.7748
NTF3	13.0513	NTF3	21.2781
NTF4	5.2745	NTF4	40.478
NTHL1	287.5788	NTHL1	122.1307
NTM	563.4563	NTM	231.1448
NTN1	178.6679	NTN1	243.0955
NTN4	1554.9055	NTN4	4665.7436
removed	removed	NTN5	10.4933
NTNG1	20.252	NTNG1	34.3948
NTNG2	24.7525	removed	removed
NTRK1	9.4509	removed	removed
NTRK2	1513.0513	NTRK2	13326.2406
NTRK3	121.5122	NTRK3	300.2259
NTS	85.0585	NTS	11.6593
NUAK1	724.1224	NUAK1	278.0733
NUAK2	301.9802	NUAK2	29.1481
NUB1	2068.7849	NUB1	1485.5586
NUBP1	356.7777	NUBP1	351.171
NUBP2	919.4419	NUBP2	629.3085
NUBPL	201.6202	NUBPL	310.7192
NUCB1	7267.3267	NUCB1	4639.5103
NUCB2	1871.1386	NUCB2	4642.1511
NUCKS1	9617.9118	NUCKS1	8231.7278
NUDCD1	425.7426	NUDCD1	448.59
NUDCD2	290.7291	NUDCD2	346.5714
NUDCD3	2312.7813	NUDCD3	2003.352
NUDC	2004.9505	NUDC	2163.0839
NUDT10	873.5374	NUDT10	31.1885
NUDT11	43.6544	NUDT11	41.3904
NUDT12	271.3771	NUDT12	686.7303
NUDT13	28.5374	NUDT13	81.4603
NUDT14	386.5887	NUDT14	226.4811
NUDT15	326.9577	NUDT15	806.4388
NUDT16L1	596.3096	NUDT16L1	474.8233
NUDT16P1	88.6589	NUDT16P1	30.3141
NUDT16	668.7669	NUDT16	799.5336
NUDT17	56.2556	NUDT17	31.1885
NUDT18	241.6742	NUDT18	180.7185
NUDT19	1022.0522	NUDT19	355.0244
NUDT1	301.9802	NUDT1	106.3907
NUDT21	1619.2619	NUDT21	2174.7431
NUDT22	372.7813	NUDT22	286.9926
NUDT2	396.4896	NUDT2	329.957
NUDT3	571.5572	NUDT3	414.1951
NUDT4	601.2601	NUDT4	1055.4543
NUDT5	792.5833	NUDT5	571.5485
NUDT6	86.8497	NUDT6	55.944
NUDT7	31.9532	NUDT7	88.3189
NUDT8	111.1611	NUDT8	681.7751
NUDT9	707.9208	NUDT9	900.3862
NUF2	320.8821	NUF2	36.7267
NUFIP1	186.7687	NUFIP1	236.3915
NUFIP2	1680.9181	NUFIP2	2576.9875
NUMA1	6985.144	NUMA1	9808.6803
NUMBL	677.7678	NUMBL	215.1133
NUMB	1266.4266	NUMB	1738.6869
NUP107	759.2259	NUP107	796.0359
NUP133	1373.9874	NUP133	1463.2369
NUP153	1645.3645	NUP153	1873.9343
NUP155	633.6634	NUP155	612.4025
NUP160	811.8812	NUP160	1245.2088
NUP188	1551.7552	NUP188	1519.5045
NUP205	1282.6283	NUP205	1494.1339
NUP210	2405.4905	NUP210	1360.9269
NUP214	2030.153	NUP214	1591.1973
NUP35	260.5761	NUP35	313.9255
NUP37	460.396	NUP37	246.5933
NUP43	485.5986	NUP43	608.6133
NUP50	1603.9604	NUP50	1314.8728
NUP54	678.6679	NUP54	769.511
NUP62CL	35.5536	NUP62CL	155.0681
NUP62	2083.5374	NUP62	1169.1321
NUP85	606.6607	NUP85	536.9088
NUP88	1043.2673	NUP88	823.0562
NUP93	745.7246	NUP93	768.9281
NUP98	1856.8857	NUP98	3412.9564
NUPL1	644.0144	NUPL1	1217.8095
NUPL2	274.5275	NUPL2	299.06
NUPR1	2871.7372	NUPR1	2285.7976
NUS1	1068.4068	NUS1	1415.4339
NUSAP1	1115.2115	NUSAP1	159.1489
NUTF2	1593.1593	NUTF2	1205.2758
NVL	735.8236	NVL	545.0703
removed	removed	NWD1	21.8611
NXF1	1419.4419	NXF1	2295.4165
NXNL2	61.6562	NXNL2	42.5563
NXN	692.6193	NXN	391.7511
removed	removed	NXPH1	32.9374
removed	removed	NXPH2	7.5785
NXPH3	165.1665	NXPH3	157.1085
NXPH4	39.604	NXPH4	210.4496
NXT1	402.7903	NXT1	227.3555
NXT2	373.5374	NXT2	357.3563
NYNRIN	795.6796	NYNRIN	494.644
OAF	835.7336	OAF	428.7692
OAS1	5300.6301	OAS1	499.8907
OAS2	8861.3861	OAS2	573.0525
OAS3	7229.973	OAS3	733.3673
OASL	1123.7624	OASL	48.9689
OAT	2342.0342	OAT	4698.681
OAZ1	9094.5095	OAZ1	7538.2934
OAZ2	2344.7345	OAZ2	1560.8832
OAZ3	91.0261	OAZ3	49.6976
OBFC1	643.5644	OBFC1	677.4029
OBFC2A	186.7687	OBFC2A	186.8396
OBFC2B	616.1116	OBFC2B	487.357
removed	removed	OBP2B	30.3141
OBSCN	180.468	OBSCN	724.4888
OBSL1	1037.8038	OBSL1	1328.281
removed	removed	OCA2	12.2422
OCEL1	305.5806	OCEL1	250.6741
OCIAD1	3338.8839	OCIAD1	2934.9268
OCIAD2	1419.4419	OCIAD2	568.6803
OCLN	532.8533	OCLN	666.6181
OCRL	780.8281	OCRL	1479.8513
removed	removed	ODAM	11.9507
ODC1	1353.2853	ODC1	902.1351
ODF2L	315.4815	ODF2L	658.4566
ODF2	1319.982	ODF2	944.6914
ODF3B	292.9793	ODF3B	72.5789
ODF3L1	5.4005	ODF3L1	21.5696
ODZ1	18.0018	ODZ1	34.1033
ODZ2	132.3132	ODZ2	589.084
ODZ3	385.6886	ODZ3	216.2792
ODZ4	267.7768	ODZ4	74.0363
OFD1	756.9757	OFD1	1256.868
OGDHL	5.4005	OGDHL	5.5381
OGDH	2564.8065	OGDH	2356.919
OGFOD1	886.1386	OGFOD1	863.3681
OGFOD2	317.0477	OGFOD2	188.2737
OGFRL1	575.6076	OGFRL1	1153.6836
OGFR	1756.0486	OGFR	548.2766
OGG1	364.5365	OGG1	257.6696
OGN	225.4725	OGN	1130.0736
OGT	1689.919	OGT	2745.1723
OIP5	49.1809	OIP5	19.5293
OIT3	18.0018	removed	removed
OLA1	2341.1341	OLA1	1996.3565
OLFM1	486.9487	OLFM1	475.1148
OLFM2	749.3249	OLFM2	183.9248
OLFM4	22.9523	OLFM4	496.9759
OLFML1	502.7003	OLFML1	247.1763
OLFML2A	2238.5239	OLFML2A	1129.1992
OLFML2B	1825.8326	OLFML2B	398.1637
removed	removed	OLFML3	5139.401
OLR1	310.5311	OLR1	120.3818
OMA1	278.1278	OMA1	553.2318
OMD	173.2673	OMD	286.2348
ONECUT2	26.1026	ONECUT2	5.2467
OPA1	1547.2547	OPA1	2111.7831
OPA3	388.8389	OPA3	639.5103
OPHN1	227.2727	OPHN1	595.2051
OPLAH	166.5167	OPLAH	582.6714
OPN3	468.7534	OPN3	554.0363
OPRL1	48.1548	OPRL1	62.96
OPTN	2579.2079	OPTN	1154.8495
removed	removed	OR2A4	12.2422
OR2A7	113.4113	OR2A7	280.6966
OR2A9P	166.5167	OR2A9P	160.3148
removed	removed	OR2L13	7.287
removed	removed	OR2W3	17.6201
OR51E1	81.0081	OR51E1	6.1211
OR51E2	9.901	removed	removed
removed	removed	OR7A5	13.4081
removed	removed	OR7C1	5.2467
OR7D2	22.5023	OR7D2	23.61
ORAI1	706.1206	ORAI1	286.5263
ORAI2	841.8542	ORAI2	638.837
ORAI3	739.874	ORAI3	396.9977
ORAOV1	201.6202	ORAOV1	199.6648
ORC1L	139.0639	ORC1L	33.5204
ORC2L	470.297	ORC2L	512.7159
ORC3L	731.3231	ORC3L	598.7029
ORC4L	451.3951	ORC4L	639.8018
ORC5L	413.1413	ORC5L	478.6125
ORC6L	88.6589	ORC6L	29.7311
ORMDL1	495.9496	ORMDL1	470.1596
ORMDL2	628.6679	ORMDL2	788.0872
ORMDL3	1529.703	ORMDL3	2358.3764
OS9	8467.1467	OS9	8096.1889
OSBP2	144.4644	OSBP2	93.5655
OSBPL10	367.2367	OSBPL10	537.2003
OSBPL11	452.2952	OSBPL11	560.5188
OSBPL1A	657.0657	OSBPL1A	2012.0965
OSBPL2	1058.9559	OSBPL2	1515.1206
OSBPL3	330.7831	OSBPL3	378.3429
OSBPL5	683.6184	OSBPL5	872.987
OSBPL6	73.3573	OSBPL6	80.7404
OSBPL7	183.6184	OSBPL7	218.6111
OSBPL8	1049.505	OSBPL8	1610.1436
OSBPL9	1419.4419	OSBPL9	2540.5524
OSBP	1586.8587	OSBP	3088.246
OSCAR	83.7084	OSCAR	41.3904
OSCP1	199.82	OSCP1	239.0148
OSGEPL1	120.6121	OSGEPL1	197.3329
OSGEP	364.5365	OSGEP	362.02
OSGIN1	274.0774	OSGIN1	734.8247
OSGIN2	500.45	OSGIN2	772.7173
OSMR	1019.3519	OSMR	1015.8129
OSM	22.0522	OSM	10.2019
OSR1	170.117	OSR1	1086.9343
OSR2	149.4149	OSR2	171.6826
OST4	4167.8623	OST4	1442.5213
OSTCL	5.4005	removed	removed
OSTC	2035.1035	OSTC	1409.0214
OSTF1	1107.5608	OSTF1	917.2921
OSTM1	598.5599	OSTM1	667.201
OSTalpha	8.5509	OSTalpha	17.4889
OTOA	13.9514	OTOA	9.6189
OTOF	6.7507	OTOF	16.323
OTUB1	2094.9595	OTUB1	1318.3706
OTUB2	105.7606	OTUB2	82.1978
OTUD1	384.3384	OTUD1	336.6611
OTUD3	130.5131	OTUD3	287.6922
OTUD4	912.2412	OTUD4	1349.8506
OTUD5	1904.1404	OTUD5	1230.0517
OTUD6B	167.4167	OTUD6B	236.9744
OTUD7A	5.8506	OTUD7A	21.8611
OTUD7B	1563.0063	OTUD7B	1281.9354
OTX1	74.7075	OTX1	12.8252
OVCA2	604.604	OVCA2	472.7858
removed	removed	OVCH2	13.9911
OVGP1	37.3537	OVGP1	41.9733
OVOL1	430.243	OVOL1	199.9563
OVOL2	216.4716	OVOL2	183.6333
OXA1L	2322.6823	OXA1L	2006.5583
OXCT1	599.0099	OXCT1	1002.1132
OXER1	18.0018	OXER1	165.8529
removed	removed	OXGR1	20.4037
OXNAD1	233.5734	OXNAD1	249.7996
OXR1	681.8182	OXR1	1211.3969
OXSM	141.7642	OXSM	224.7322
OXSR1	893.3393	OXSR1	1424.7613
OXTR	347.4347	OXTR	7307.1486
P2RX1	52.2052	P2RX1	12.8252
P2RX4	1651.2151	P2RX4	696.0577
P2RX5	78.9874	P2RX5	24.7468
removed	removed	P2RX6	22.7356
P2RX7	84.6085	P2RX7	80.4489
P2RY10	143.5644	P2RY10	10.4933
P2RY11	132.8083	P2RY11	54.5974
P2RY12	41.4041	P2RY12	30.3141
P2RY13	130.063	P2RY13	79.283
P2RY14	81.0081	P2RY14	27.9822
removed	removed	P2RY1	14.8656
P2RY2	56.2556	P2RY2	164.1041
P2RY4	37.3537	removed	removed
P2RY6	145.3645	P2RY6	47.22
P2RY8	430.6931	P2RY8	50.1348
P4HA1	774.9775	P4HA1	1826.1313
P4HA2	838.8839	P4HA2	754.0625
P4HA3	164.2664	P4HA3	6.9956
P4HB	23436.9937	P4HB	25338.1914
P4HTM	930.243	P4HTM	501.6396
P704P	14.4014	P704P	16.0315
PA2G4P4	57.1557	PA2G4P4	31.48
PA2G4	3946.8947	PA2G4	2539.095
PAAF1	301.9802	PAAF1	430.8096
PABPC1L	95.4095	PABPC1L	167.0189
PABPC1	26047.7048	PABPC1	21475.7706
PABPC3	152.5653	PABPC3	265.2481
PABPC4L	44.1044	PABPC4L	40.8074
PABPC4	3283.5284	PABPC4	2109.4513
PABPC5	34.6535	PABPC5	36.7267
PABPN1	1898.3978	PABPN1	1730.3272
PACRGL	135.0135	PACRGL	270.2033
removed	removed	PACRG	30.6056
PACS1	6780.378	PACS1	2081.1776
PACS2	1175.5176	PACS2	837.8285
PACSIN1	71.5572	PACSIN1	8.453
PACSIN2	834.8335	PACSIN2	1826.1313
PACSIN3	604.4104	PACSIN3	458.5003
PADI2	392.4392	PADI2	3035.4879
PADI3	23.8524	PADI3	12.2422
PAF1	2054.9055	PAF1	1605.7713
PAFAH1B1	2303.3303	PAFAH1B1	3933.8337
PAFAH1B2	493.6994	PAFAH1B2	859.8703
PAFAH1B3	1287.6328	PAFAH1B3	391.1565
PAFAH2	289.829	PAFAH2	1005.0281
PAG1	407.7408	PAG1	111.3459
removed	removed	PAH	13.6996
PAICS	3249.3249	PAICS	2876.6305
PAIP1	1302.4302	PAIP1	1094.8043
PAIP2B	109.811	PAIP2B	301.3918
PAIP2	3463.0963	PAIP2	1552.4302
PAK1IP1	325.3825	PAK1IP1	923.9962
PAK1	1090.459	PAK1	1427.3847
PAK2	3236.7237	PAK2	2506.1575
PAK3	10.8011	PAK3	82.1978
PAK4	2465.7966	PAK4	1675.1439
PAK6	74.3969	PAK6	192.3107
PAK7	26.5527	PAK7	85.6955
PALB2	297.0297	PALB2	318.5892
PALLD	5496.8497	PALLD	6160.752
PALM2-AKAP2	1425.4095	PALM2-AKAP2	1284.1828
PALM2	36.5527	PALM2	47.2783
PALM3	42.3042	PALM3	25.0674
PALMD	837.5338	PALMD	766.0133
PALM	1062.5563	PALM	377.76
PAMR1	263.7264	PAMR1	1217.8095
PAM	2597.2097	PAM	2671.719
PAN2	356.4356	PAN2	886.1036
PAN3	645.8146	PAN3	1276.6888
PANK1	148.9649	PANK1	78.4085
PANK2	557.1557	PANK2	483.5677
PANK3	577.4077	PANK3	1534.3584
PANK4	281.2781	PANK4	347.4459
PANX1	405.4905	PANX1	505.4288
PANX2	695.3195	PANX2	16.6144
PAOX	115.6616	PAOX	86.8615
PAPD4	848.7849	PAPD4	1029.804
PAPD5	269.577	PAPD5	390.5851
PAPD7	447.7948	PAPD7	555.5637
PAPLN	617.0117	PAPLN	323.8359
PAPOLA	3986.0486	PAPOLA	4040.2244
PAPOLG	359.1359	PAPOLG	380.0918
PAPPA2	5.8506	PAPPA2	7.5785
PAPPA	99.4599	PAPPA	88.3189
PAPSS1	2004.0504	PAPSS1	2333.892
PAPSS2	449.1449	PAPSS2	4679.4433
PAQR3	181.3861	PAQR3	320.6617
PAQR4	1604.577	PAQR4	329.7967
PAQR5	382.0882	PAQR5	96.1889
PAQR6	55.3555	PAQR6	45.1796
PAQR7	219.622	PAQR7	354.4414
PAQR8	292.9793	PAQR8	163.2296
PAR-SN	88.4833	PAR-SN	143.7878
PAR5	9.4509	PAR5	67.6237
