gene_id	TCGA-BH-A0DK-01A-21R-A056-07	gene_id	TCGA-BH-A0DK-11A-13R-A089-07
TMCC2	54.9055	TMCC2	34.3948
TMCC3	379.838	TMCC3	1596.7354
TMCO1	4111.1611	TMCO1	2717.1901
TMCO3	1189.919	TMCO3	2446.6953
TMCO4	337.5338	TMCO4	611.5281
TMCO6	134.5635	TMCO6	151.2789
TMCO7	200.7201	TMCO7	303.1407
TMED10P1	43.6544	TMED10P1	56.2559
TMED10	8698.4698	TMED10	10506.7405
TMED1	603.5194	TMED1	481.2417
TMED2	10834.8335	TMED2	7386.723
TMED3	2905.0405	TMED3	3619.0337
TMED4	1108.0108	TMED4	1327.698
TMED5	852.3852	TMED5	1838.6475
removed	removed	TMED6	5.5381
TMED7-TICAM2	123.9424	TMED7-TICAM2	225.1403
TMED7	1587.6643	TMED7	2551.1623
TMED8	346.0846	TMED8	470.7425
TMED9	5099.91	TMED9	3150.3316
TMEFF1	51.2241	TMEFF1	37.639
TMEM100	27.4527	TMEM100	46.9285
TMEM101	651.2151	TMEM101	1040.8803
TMEM102	156.1656	TMEM102	250.9655
TMEM104	511.7012	TMEM104	526.4155
TMEM105	10.351	TMEM105	5.5381
TMEM106A	153.9154	TMEM106A	112.5118
TMEM106B	1094.0594	TMEM106B	1721.781
TMEM106C	1319.532	TMEM106C	848.5025
TMEM107	85.5086	TMEM107	174.3059
TMEM108	90.009	TMEM108	74.9107
TMEM109	2411.3411	TMEM109	2567.3687
TMEM110	163.3663	TMEM110	345.9885
TMEM111	1517.5518	TMEM111	1549.5154
TMEM115	1236.2736	TMEM115	954.6018
TMEM116	272.7273	TMEM116	349.4863
TMEM117	69.3069	TMEM117	115.4267
TMEM119	1268.6769	TMEM119	211.0326
TMEM11	437.8938	TMEM11	386.5044
TMEM120A	574.2574	TMEM120A	520.2944
TMEM120B	258.9964	TMEM120B	402.2269
TMEM121	87.3087	TMEM121	31.1885
TMEM123	4591.8092	TMEM123	5500.5465
TMEM125	326.2826	TMEM125	468.1192
TMEM126A	150.7651	TMEM126A	211.6155
TMEM126B	308.2808	TMEM126B	460.5407
TMEM127	3312.7813	TMEM127	2541.7183
TMEM128	450.045	TMEM128	530.4962
TMEM129	796.5797	TMEM129	788.7488
TMEM130	43.6544	TMEM130	51.0093
TMEM131	1887.4887	TMEM131	2110.6172
TMEM132A	751.5752	TMEM132A	1235.2984
TMEM132B	6.7507	TMEM132B	18.3633
TMEM132C	54.0054	TMEM132C	170.5167
TMEM132E	26.5527	removed	removed
TMEM133	80.108	TMEM133	70.5385
TMEM134	906.3906	TMEM134	534.8685
TMEM135	291.6292	TMEM135	1197.1143
TMEM136	144.0144	TMEM136	143.1174
TMEM138	252.0252	TMEM138	435.4733
TMEM139	42.7543	TMEM139	196.4585
TMEM140	576.7462	TMEM140	358.4493
TMEM141	839.3339	TMEM141	733.6588
TMEM143	156.1656	TMEM143	143.9918
TMEM144	373.0873	TMEM144	681.1922
TMEM147	1532.4032	TMEM147	1253.6617
TMEM149	276.0936	TMEM149	61.1761
TMEM14A	633.6634	TMEM14A	330.54
TMEM14B	868.1368	TMEM14B	653.2099
TMEM14C	1362.2862	TMEM14C	1582.1613
TMEM150A	269.1269	TMEM150A	479.1955
TMEM150B	14.4014	removed	removed
TMEM150C	352.8353	TMEM150C	732.7844
TMEM151A	12.6013	removed	removed
TMEM151B	5.126	TMEM151B	16.0839
TMEM154	130.9631	TMEM154	226.4811
TMEM155	5.4005	removed	removed
TMEM156	49.955	TMEM156	18.3633
TMEM158	71.5572	TMEM158	34.3948
TMEM159	563.0063	TMEM159	951.9784
TMEM160	57.6058	TMEM160	69.6641
TMEM161A	413.1413	TMEM161A	418.5674
TMEM161B	208.3708	TMEM161B	373.0963
TMEM163	24.3024	TMEM163	148.3641
TMEM164	752.0252	TMEM164	778.8384
TMEM165	1390.6391	TMEM165	1407.8554
TMEM167A	1523.8524	TMEM167A	2578.1535
removed	removed	TMEM167B	1514.5376
TMEM168	317.7318	TMEM168	856.3725
TMEM169	15.7516	TMEM169	16.323
TMEM170A	274.0774	TMEM170A	485.6081
TMEM170B	106.2106	TMEM170B	138.7452
TMEM173	1062.1062	TMEM173	324.7103
TMEM175	407.2907	TMEM175	435.7648
TMEM176A	671.0171	TMEM176A	711.7977
TMEM176B	1939.694	TMEM176B	1449.8288
TMEM177	212.4212	TMEM177	170.8081
TMEM178	14.4014	TMEM178	212.1985
TMEM179B	1026.5527	TMEM179B	1162.1366
TMEM17	53.1053	TMEM17	50.4263
TMEM180	76.9577	TMEM180	30.0226
TMEM181	1634.1134	TMEM181	2476.135
TMEM182	47.7048	TMEM182	129.1263
TMEM183A	1372.1872	TMEM183A	959.5569
TMEM184A	199.892	TMEM184A	426.4403
TMEM184B	3225.9721	TMEM184B	1857.3577
TMEM184C	499.55	TMEM184C	804.4888
TMEM185A	584.6085	TMEM185A	455.877
TMEM185B	508.1008	TMEM185B	545.0703
TMEM186	198.0198	TMEM186	203.7455
TMEM187	212.4212	TMEM187	270.7863
TMEM188	188.1188	TMEM188	197.3329
removed	removed	TMEM189-UBE2V1	5.8151
TMEM189	973.9874	TMEM189	650.2135
TMEM18	649.4149	TMEM18	529.6218
TMEM191A	28.3528	TMEM191A	19.8207
TMEM192	527.0027	TMEM192	990.1625
TMEM194A	741.6742	TMEM194A	599.2859
TMEM194B	163.3663	TMEM194B	126.2115
TMEM195	8.5509	removed	removed
TMEM198	35.1035	TMEM198	63.5838
TMEM199	399.64	TMEM199	535.4514
TMEM19	549.955	TMEM19	1574.2913
TMEM200A	333.0333	TMEM200A	138.7452
TMEM200B	75.7696	TMEM200B	50.0503
TMEM200C	14.8515	TMEM200C	28.8567
TMEM201	236.2736	TMEM201	285.0689
TMEM203	882.9883	TMEM203	632.8062
TMEM204	621.9622	TMEM204	199.3733
TMEM205	1183.1683	TMEM205	1263.8636
TMEM206	203.4203	TMEM206	201.9966
TMEM208	585.9586	TMEM208	473.0744
TMEM209	631.4131	TMEM209	698.3896
TMEM20	30.6031	TMEM20	40.2244
TMEM213	16.6517	TMEM213	13.4839
TMEM214	3131.4131	TMEM214	2523.9379
TMEM216	172.3672	TMEM216	245.1359
TMEM217	15.5131	TMEM217	22.8725
TMEM218	207.0207	TMEM218	345.114
TMEM219	1884.3384	TMEM219	1567.2958
TMEM220	71.1071	TMEM220	111.6374
TMEM222	680.9181	TMEM222	711.7977
TMEM223	396.4896	TMEM223	223.5663
TMEM229B	448.6949	TMEM229B	573.344
TMEM22	134.5635	TMEM22	58.2963
TMEM231	134.982	TMEM231	230.8212
removed	removed	TMEM232	37.6011
TMEM233	18.4518	TMEM233	5.8296
TMEM25	635.0135	TMEM25	1102.6743
TMEM26	104.4104	TMEM26	957.2951
TMEM27	9.0009	TMEM27	37.0181
TMEM2	2324.4824	TMEM2	1802.5213
TMEM30A	3119.2619	TMEM30A	4424.397
TMEM30B	1563.9064	TMEM30B	1758.5076
TMEM33	1610.7111	TMEM33	2221.9631
TMEM35	25.6526	TMEM35	19.8207
TMEM37	340.6841	TMEM37	68.7896
TMEM38A	25.2025	TMEM38A	51.3007
TMEM38B	107.5608	TMEM38B	78.7
TMEM39A	685.4185	TMEM39A	644.174
TMEM39B	243.0243	TMEM39B	188.5885
TMEM40	35.5536	TMEM40	71.7044
TMEM41A	651.2151	TMEM41A	620.564
TMEM41B	387.0387	TMEM41B	853.4577
TMEM42	103.5104	TMEM42	162.9381
TMEM43	2392.8893	TMEM43	2647.8175
TMEM44	368.1368	TMEM44	130.0007
TMEM45A	324.4824	TMEM45A	344.5311
TMEM45B	255.6256	TMEM45B	1747.7228
TMEM47	526.5527	TMEM47	1112.0017
TMEM48	420.7921	TMEM48	470.4511
TMEM49	3627.8128	TMEM49	2542.8842
TMEM50A	3329.883	TMEM50A	2597.6827
TMEM50B	901.8902	TMEM50B	1052.831
TMEM51	285.7786	TMEM51	340.1589
TMEM52	17.1017	TMEM52	7.5785
TMEM53	228.2088	TMEM53	222.2896
TMEM54	1855.9856	TMEM54	761.0581
TMEM55A	107.1107	TMEM55A	140.4941
TMEM55B	609.3609	TMEM55B	652.3355
TMEM56	76.5077	TMEM56	280.1137
TMEM57	982.8983	TMEM57	1059.8266
TMEM59L	16.2016	TMEM59L	47.803
TMEM59	6315.4815	TMEM59	8530.2048
TMEM5	364.5365	TMEM5	341.3248
TMEM60	326.2826	TMEM60	325.2933
TMEM61	13.0513	TMEM61	62.0855
TMEM62	811.4311	TMEM62	2235.3713
TMEM63A	985.1485	TMEM63A	1927.2754
TMEM63B	1513.5014	TMEM63B	1084.894
TMEM63C	105.7606	TMEM63C	1159.5132
TMEM64	586.4086	TMEM64	385.9214
TMEM65	216.0216	TMEM65	426.1459
TMEM66	6712.8713	TMEM66	9761.7139
TMEM67	82.8083	TMEM67	257.3781
TMEM68	350.135	TMEM68	362.3114
TMEM69	687.6688	TMEM69	537.4918
TMEM70	393.3393	TMEM70	439.554
TMEM71	48.1548	TMEM71	169.0592
TMEM79	434.2934	TMEM79	327.9166
TMEM80	80.5581	TMEM80	283.7514
TMEM81	50.405	TMEM81	31.1885
TMEM84	41.4041	TMEM84	162.6467
TMEM85	1583.7084	TMEM85	1043.4249
TMEM86A	412.6778	TMEM86A	1028.4807
TMEM86B	40.9541	TMEM86B	22.7356
TMEM87A	2078.7579	TMEM87A	2946.8775
TMEM87B	1588.2088	TMEM87B	2432.1213
TMEM88	80.5581	TMEM88	32.6459
TMEM8A	1318.1818	TMEM8A	1248.7066
TMEM8B	483.7984	TMEM8B	584.1288
TMEM90B	35.1035	TMEM90B	6.9956
TMEM91	60.7561	TMEM91	213.8104
TMEM92	9.901	TMEM92	13.9911
TMEM93	379.6445	TMEM93	218.4275
TMEM97	323.2178	TMEM97	553.0831
TMEM98	425.2925	TMEM98	690.5196
TMEM99	161.1161	TMEM99	532.5366
TMEM9B	816.8317	TMEM9B	1499.9636
TMEM9	2556.7057	TMEM9	2016.7602
TMF1	994.5995	TMF1	1831.9609
TMLHE	92.7093	TMLHE	308.6789
TMOD1	131.4806	TMOD1	261.8349
TMOD2	273.1773	TMOD2	524.3751
TMOD3	1508.1008	TMOD3	1638.1258
TMPO	1678.6274	TMPO	1078.5426
TMPPE	22.5023	TMPPE	38.4756
TMPRSS11A	17.1017	TMPRSS11A	10.4933
TMPRSS11D	39.1539	removed	removed
removed	removed	TMPRSS11F	22.4441
TMPRSS13	233.1233	TMPRSS13	523.7922
TMPRSS2	253.8254	TMPRSS2	743.2777
TMPRSS3	140.414	TMPRSS3	325.2933
TMPRSS4	392.4392	TMPRSS4	38.1841
TMPRSS6	17.5518	TMPRSS6	47.5115
removed	removed	TMPRSS9	22.1526
TMSB10	35662.0162	TMSB10	11423.7412
TMSB15A	14.4014	TMSB15A	21.8611
TMSB15B	35.1035	TMSB15B	38.8836
TMSL3	37007.6508	TMSL3	15599.796
TMTC1	2333.4833	TMTC1	1813.0146
TMTC2	300.6301	TMTC2	721.9996
TMTC3	699.82	TMTC3	897.1799
TMTC4	390.189	TMTC4	641.8422
TMUB1	738.9739	TMUB1	351.8181
TMUB2	473.8974	TMUB2	838.0092
TMX1	903.6904	TMX1	1053.1225
TMX2	1211.5212	TMX2	1920.8628
TMX3	738.5239	TMX3	1170.881
TMX4	901.8902	TMX4	1306.4199
TNC	3461.7462	TNC	17932.8135
TNFAIP1	1463.9874	TNFAIP1	1789.4425
TNFAIP2	1893.7894	TNFAIP2	620.8555
TNFAIP3	2527.4527	TNFAIP3	749.6903
TNFAIP6	249.775	TNFAIP6	162.0637
TNFAIP8L1	226.8227	TNFAIP8L1	147.7811
TNFAIP8L2	143.1143	TNFAIP8L2	23.9015
TNFAIP8L3	280.8281	TNFAIP8L3	106.3907
TNFAIP8	483.7984	TNFAIP8	241.9296
TNFRSF10A	151.6652	TNFRSF10A	190.3374
TNFRSF10B	1195.3195	TNFRSF10B	1914.7417
TNFRSF10C	107.5608	TNFRSF10C	45.7626
TNFRSF10D	16.2016	TNFRSF10D	134.6644
TNFRSF11A	47.7048	TNFRSF11A	64.7089
TNFRSF11B	68.8569	TNFRSF11B	276.6159
TNFRSF12A	730.8731	TNFRSF12A	1062.4499
TNFRSF13B	23.8524	removed	removed
TNFRSF13C	10.351	removed	removed
TNFRSF14	682.5878	TNFRSF14	518.9623
TNFRSF17	92.7093	TNFRSF17	13.6996
TNFRSF18	106.6607	TNFRSF18	27.6907
TNFRSF19	283.0783	TNFRSF19	364.6433
TNFRSF1A	2351.0351	TNFRSF1A	1857.3198
TNFRSF1B	1512.6013	TNFRSF1B	360.2711
TNFRSF21	1171.0171	TNFRSF21	834.8029
TNFRSF25	35.1035	TNFRSF25	21.8611
TNFRSF4	171.9172	removed	removed
TNFRSF6B	108.1008	TNFRSF6B	15.0667
TNFRSF8	61.2061	TNFRSF8	15.74
TNFRSF9	43.2043	removed	removed
TNFSF10	5148.5149	TNFSF10	2847.7738
TNFSF11	10.351	TNFSF11	132.9155
TNFSF12-TNFSF13	226.8137	TNFSF12-TNFSF13	98.1972
TNFSF12	456.4851	TNFSF12	349.769
TNFSF13B	146.7147	TNFSF13B	23.3185
TNFSF13	516.9712	TNFSF13	1198.3211
TNFSF14	6.7507	removed	removed
TNFSF15	23.4023	TNFSF15	29.4396
TNFSF18	9.901	removed	removed
TNFSF4	292.9793	TNFSF4	20.9867
TNFSF8	183.6184	TNFSF8	23.9015
TNFSF9	9.901	TNFSF9	7.287
TNF	37.3537	TNF	9.6189
TNIK	190.369	TNIK	576.2588
TNIP1	3557.6058	TNIP1	1967.7913
TNIP2	642.2142	TNIP2	595.7881
TNIP3	6.7507	removed	removed
TNK1	226.3726	TNK1	417.6929
TNK2	1084.2259	TNK2	903.7382
TNKS1BP1	3603.5104	TNKS1BP1	5659.6954
TNKS2	937.4437	TNKS2	2464.7672
TNKS	1320.9586	TNKS	1429.9526
TNMD	33.7534	TNMD	17.4889
TNNI1	13.5014	TNNI1	42.5563
removed	removed	TNNI2	34.9778
TNNI3K	13.7939	TNNI3K	31.582
TNNT1	391.5392	removed	removed
removed	removed	TNNT2	8.453
TNNT3	12.1512	TNNT3	17.1974
TNN	1569.757	TNN	374.5537
TNPO1	2268.6769	TNPO1	3122.3493
TNPO2	1454.5455	TNPO2	1684.1798
TNPO3	1122.4122	TNPO3	1107.6295
TNRC18	4207.4707	TNRC18	3150.623
TNRC6A	991.4491	TNRC6A	1121.9121
TNRC6B	753.8254	TNRC6B	1004.1536
TNRC6C	693.5599	TNRC6C	787.306
TNS1	5314.1314	TNS1	4985.7903
TNS3	1775.4275	TNS3	1809.5169
TNS4	810.5311	TNS4	2652.7727
TNXB	780.189	TNXB	4705.0528
TOB1	7878.8569	TOB1	3560.4955
TOB2	3138.6139	TOB2	1719.1576
TOE1	349.9055	TOE1	277.8984
TOLLIP	880.288	TOLLIP	1662.6102
TOM1L1	2091.9712	TOM1L1	1458.7889
TOM1L2	772.2772	TOM1L2	2366.2464
TOM1	1274.9775	TOM1	1019.3106
TOMM20	5746.6247	TOMM20	5396.4876
TOMM22	1640.8641	TOMM22	995.1177
TOMM34	833.9334	TOMM34	719.6677
TOMM40L	308.8254	TOMM40L	360.5159
TOMM40	1112.0612	TOMM40	643.2996
TOMM5	771.8227	TOMM5	658.41
TOMM6	2627.4752	TOMM6	1615.6584
TOMM70A	1837.4347	TOMM70A	2636.5868
TOMM7	1420.342	TOMM7	1425.9273
TOP1MT	482.8983	TOP1MT	359.6881
TOP1P1	104.8605	TOP1P1	111.6374
TOP1	3014.8515	TOP1	3070.1742
TOP2A	1484.2484	TOP2A	550.317
TOP2B	4578.3078	TOP2B	5475.1876
TOP3A	394.2394	TOP3A	439.2626
TOP3B	232.6733	TOP3B	242.8041
TOPBP1	1169.667	TOPBP1	964.2207
TOPORS	625.1125	TOPORS	817.6055
TOR1AIP1	1949.595	TOR1AIP1	1978.2846
TOR1AIP2	404.1404	TOR1AIP2	554.3977
TOR1A	1538.7039	TOR1A	965.9695
TOR1B	729.0729	TOR1B	639.2188
TOR2A	503.6004	TOR2A	222.6918
TOR3A	1908.1908	TOR3A	969.7588
TOX2	154.8155	TOX2	21.5696
TOX3	1118.8119	TOX3	547.4022
TOX4	2187.6778	TOX4	1989.8681
TOX	171.9172	TOX	47.803
TP53AIP1	14.8515	TP53AIP1	95.8974
TP53BP1	1292.5293	TP53BP1	1687.6776
TP53BP2	1251.1251	TP53BP2	1129.1992
TP53I11	3897.8398	TP53I11	2473.2201
TP53I13	444.1944	TP53I13	281.8626
TP53I3	261.0261	TP53I3	285.9433
TP53INP1	1593.6094	TP53INP1	1092.764
TP53INP2	1165.1665	TP53INP2	1556.8024
TP53RK	635.0135	TP53RK	509.8011
TP53TG1	697.1197	TP53TG1	587.0436
TP53	1951.3951	TP53	1699.3369
TP63	1114.7615	TP63	1648.6191
TP73	67.0567	TP73	42.8478
TPBG	3032.4032	TPBG	1716.5343
TPCN1	868.5869	TPCN1	1551.5558
TPCN2	167.8848	TPCN2	247.4444
TPD52L1	405.4905	TPD52L1	1740.1443
TPD52L2	2315.9316	TPD52L2	1827.2972
TPD52	4024.8335	TPD52	3928.4617
TPI1P2	10.351	TPI1P2	23.027
TPI1	4626.4626	TPI1	4461.4151
TPK1	69.3069	TPK1	148.947
TPM1	3731.4716	TPM1	11239.0877
TPM2	2322.2322	TPM2	3905.2685
TPM3	14147.1647	TPM3	5738.9784
TPM4	21065.7066	TPM4	14458.0631
TPMT	729.973	TPMT	891.9333
removed	removed	TPO	8.7444
TPP1	4177.3177	TPP1	3011.2949
TPP2	872.1872	TPP2	1412.2276
TPPP3	405.9406	TPPP3	632.8062
TPPP	121.9622	TPPP	446.2581
TPRA1	657.0657	TPRA1	462.8725
TPRG1L	1078.7579	TPRG1L	1614.2243
TPRG1	821.3321	TPRG1	141.9515
TPRKB	304.6805	TPRKB	330.8315
TPRN	1248.8749	TPRN	265.2481
TPRXL	8.5509	removed	removed
TPR	4324.5725	TPR	3907.6762
TPSAB1	653.0153	TPSAB1	159.7318
TPSB2	824.9325	TPSB2	221.2344
TPSD1	44.5545	TPSD1	16.0315
removed	removed	TPSG1	16.9059
TPST1	303.3303	TPST1	199.9563
TPST2	477.4977	TPST2	251.84
TPT1	44191.2691	TPT1	50179.9898
removed	removed	TPTE2P1	9.0359
TPX2	1710.171	TPX2	218.3196
TRA2A	1542.7543	TRA2A	1240.2536
TRA2B	2198.0198	TRA2B	2669.9701
TRABD	837.0837	TRABD	475.9892
TRADD	334.3834	TRADD	337.5355
TRAF1	489.649	TRAF1	139.0367
TRAF2	570.207	TRAF2	284.7774
TRAF3IP1	582.8083	TRAF3IP1	783.5021
TRAF3IP2	1010.8011	TRAF3IP2	884.6462
TRAF3IP3	334.3834	TRAF3IP3	49.8433
TRAF3	228.6229	TRAF3	139.6196
TRAF4	833.0333	TRAF4	1286.8906
TRAF5	437.4437	TRAF5	518.5455
TRAF6	166.0666	TRAF6	238.1403
TRAF7	2425.2745	TRAF7	1745.8719
TRAFD1	1774.5275	TRAFD1	1049.6247
TRAIP	92.7093	TRAIP	53.9241
TRAK1	1551.7552	TRAK1	1740.7272
TRAK2	2326.2826	TRAK2	2058.1506
TRAM1L1	97.6598	TRAM1L1	55.9644
TRAM1	3436.0936	TRAM1	3827.443
TRAM2	1137.7138	TRAM2	1075.858
TRANK1	1155.7156	TRANK1	422.9396
TRAP1	1574.4509	TRAP1	1278.9128
TRAPPC10	1137.7138	TRAPPC10	1239.9621
TRAPPC1	1247.0747	TRAPPC1	966.844
TRAPPC2L	599.0099	TRAPPC2L	400.4955
TRAPPC2P1	206.6832	TRAPPC2P1	172.5162
TRAPPC2	291.1791	TRAPPC2	378.6344
TRAPPC3	1157.9658	TRAPPC3	1058.3692
TRAPPC4	874.4374	TRAPPC4	896.014
TRAPPC5	722.7723	TRAPPC5	297.3111
TRAPPC6A	542.3042	TRAPPC6A	352.1096
TRAPPC6B	582.3582	TRAPPC6B	708.5914
TRAPPC9	956.3456	TRAPPC9	701.0129
TRAT1	103.9604	removed	removed
TRDMT1	43.6544	TRDMT1	91.8167
TREM1	14.8515	TREM1	7.87
TREM2	490.9991	TREM2	340.4503
TREML2	14.8515	removed	removed
TRERF1	415.8416	TRERF1	211.6155
TREX1	468.5104	TREX1	184.397
TRHDE	7.4122	removed	removed
TRH	17.5518	removed	removed
TRIAP1	580.108	TRIAP1	441.8859
TRIB1	1929.793	TRIB1	4784.6681
TRIB2	1066.1566	TRIB2	998.0325
TRIB3	846.5347	TRIB3	435.1818
TRIL	516.2016	TRIL	1429.7165
TRIM11	954.5455	TRIM11	477.7381
TRIM13	474.883	TRIM13	705.2714
TRIM14	1997.3492	TRIM14	1273.8293
TRIM16L	174.4104	TRIM16L	162.6583
TRIM16	758.7759	TRIM16	442.5213
TRIM17	6.3006	TRIM17	30.3141
TRIM21	697.5698	TRIM21	331.1229
TRIM22	1810.081	TRIM22	1297.384
TRIM23	261.0261	TRIM23	386.7959
TRIM24	1746.6247	TRIM24	727.5377
TRIM25	731.7732	TRIM25	884.0633
TRIM26	2014.8515	TRIM26	1888.5083
TRIM27	1404.1404	TRIM27	1502.8784
TRIM28	5608.0108	TRIM28	3942.5782
TRIM29	1248.8749	TRIM29	3751.3663
TRIM2	500.9001	TRIM2	1623.5517
TRIM32	537.8038	TRIM32	479.1955
TRIM33	1001.8002	TRIM33	1497.9232
TRIM34	172.8173	TRIM34	330.54
TRIM35	481.5482	TRIM35	472.2
TRIM36	262.3762	TRIM36	776.2151
TRIM37	839.1044	TRIM37	675.8435
TRIM38	749.3249	TRIM38	537.2003
TRIM39	332.7813	TRIM39	484.1215
TRIM3	299.73	TRIM3	375.4281
TRIM41	555.054	TRIM41	674.4968
TRIM44	908.6409	TRIM44	1719.4491
TRIM45	167.4167	TRIM45	200.8307
TRIM46	18.0018	TRIM46	44.5967
TRIM47	1313.2313	TRIM47	499.3077
TRIM4	729.523	TRIM4	1277.5632
TRIM52	129.613	TRIM52	157.9829
removed	removed	TRIM54	16.323
removed	removed	TRIM55	10.4933
TRIM56	259.2259	TRIM56	429.6437
TRIM58	60.7561	TRIM58	175.9236
TRIM59	248.2043	TRIM59	64.8051
TRIM5	351.7012	TRIM5	794.8641
TRIM62	320.432	TRIM62	313.9255
TRIM63	9.4509	TRIM63	13.6996
TRIM65	359.1359	TRIM65	205.4944
TRIM66	98.5599	TRIM66	390.5851
TRIM68	145.3645	TRIM68	688.7707
TRIM69	15.7516	removed	removed
TRIM6	111.1611	TRIM6	313.3426
TRIM78P	15.0855	TRIM78P	7.8758
TRIM7	46.3546	TRIM7	10.2019
TRIM8	3714.6715	TRIM8	1863.7324
TRIM9	44.1044	TRIM9	113.9692
TRIOBP	1600.8101	TRIOBP	1641.4895
TRIO	1770.477	TRIO	2627.4138
TRIP10	864.5365	TRIP10	622.8959
TRIP11	805.5806	TRIP11	1554.1791
TRIP12	4136.3636	TRIP12	4651.1696
TRIP13	522.9523	TRIP13	81.3233
TRIP4	664.2664	TRIP4	619.6896
TRIP6	423.0423	TRIP6	1013.481
TRIT1	300.18	TRIT1	362.02
TRMT112	2731.3231	TRMT112	1135.0288
TRMT11	121.0621	TRMT11	242.8041
TRMT12	419.4419	TRMT12	367.5581
TRMT1	546.3546	TRMT1	353.8585
TRMT2A	283.0783	TRMT2A	461.1237
TRMT2B	364.9865	TRMT2B	438.6796
TRMT5	460.8461	TRMT5	562.2677
TRMT61A	315.9316	TRMT61A	303.7237
TRMT61B	186.4041	TRMT61B	302.0564
TRMT6	334.8335	TRMT6	432.85
TRMU	136.3636	TRMU	215.1133
TRNAU1AP	189.919	TRNAU1AP	253.2974
TRNP1	73.3573	TRNP1	278.9478
TRNT1	276.6967	TRNT1	351.7336
TROAP	291.6292	TROAP	32.3544
TROVE2	1160.216	TROVE2	1135.9674
TRO	109.811	TRO	207.8263
TRPA1	17.1017	removed	removed
TRPC1	79.2079	TRPC1	126.503
removed	removed	TRPC2	20.6952
TRPC3	7.2007	removed	removed
TRPC4AP	2171.0171	TRPC4AP	2262.1876
TRPC4	22.5023	removed	removed
TRPC6	172.3672	TRPC6	203.4541
TRPM2	374.8875	TRPM2	174.3059
removed	removed	TRPM3	7.87
TRPM4	1578.7579	TRPM4	1283.1014
TRPM6	22.9523	TRPM6	33.5204
removed	removed	TRPM7	1247.8321
removed	removed	TRPM8	5.2467
TRPS1	2508.1008	TRPS1	5900.4591
TRPT1	291.1791	TRPT1	400.204
TRPV1	67.5068	TRPV1	147.8627
TRPV2	355.0855	TRPV2	89.7763
TRPV4	109.3609	TRPV4	148.6555
TRPV6	30.6031	TRPV6	796.6188
TRRAP	1961.0936	TRRAP	2267.1369
TRUB1	414.4914	TRUB1	584.7118
TRUB2	897.3897	TRUB2	636.5955
TSC1	652.1152	TSC1	802.157
TSC22D1	4126.0126	TSC22D1	7453.4723
TSC22D2	492.7993	TSC22D2	1041.7547
TSC22D3	5563.4563	TSC22D3	7361.0727
TSC22D4	1422.1422	TSC22D4	797.2018
TSC2	1315.0315	TSC2	1565.2554
TSEN15	563.4563	TSEN15	505.7203
TSEN2	128.7129	TSEN2	155.3596
TSEN34	1104.8605	TSEN34	870.3636
TSEN54	395.1395	TSEN54	321.504
TSFM	716.9217	TSFM	689.0622
TSG101	1262.8263	TSG101	1561.7576
TSGA10	15.3015	TSGA10	69.9555
TSGA14	243.4743	TSGA14	296.1452
TSHR	28.8029	removed	removed
TSHZ1	862.7363	TSHZ1	769.2196
TSHZ2	280.378	TSHZ2	944.6914
TSHZ3	636.8137	TSHZ3	309.5533
removed	removed	TSIX	8.1965
TSKU	900.5401	TSKU	7922.1745
TSLP	11.2511	TSLP	60.6281
TSNARE1	116.1116	TSNARE1	192.6692
removed	removed	TSNAXIP1	17.7804
TSNAX	1017.5518	TSNAX	1051.6651
TSN	2187.2187	TSN	2010.3476
TSPAN10	19.3519	TSPAN10	49.8433
TSPAN11	160.6661	TSPAN11	192.9607
TSPAN12	597.2097	TSPAN12	146.9067
TSPAN13	7600.36	TSPAN13	3604.7511
TSPAN14	2726.8227	TSPAN14	2622.4586
TSPAN15	1552.2052	TSPAN15	1872.4769
TSPAN17	1183.6184	TSPAN17	653.5014
TSPAN18	638.6139	TSPAN18	172.2655
TSPAN1	5723.6724	TSPAN1	1189.2443
TSPAN2	139.514	TSPAN2	181.01
TSPAN31	681.3681	TSPAN31	1219.5584
TSPAN32	9.0009	TSPAN32	5.5381
TSPAN33	454.9955	TSPAN33	153.0278
TSPAN3	4253.3753	TSPAN3	1965.168
TSPAN4	561.2061	TSPAN4	372.8048
TSPAN5	60.7561	TSPAN5	212.1985
TSPAN6	801.0801	TSPAN6	1357.4291
TSPAN7	679.568	TSPAN7	380.3833
TSPAN8	15.7516	TSPAN8	384.7555
TSPAN9	1316.8317	TSPAN9	1443.7076
TSPO	1762.3762	TSPO	927.494
TSPYL1	3294.0909	TSPYL1	3794.4356
TSPYL2	627.8128	TSPYL2	662.2459
TSPYL3	31.0531	TSPYL3	48.0944
TSPYL4	1042.3042	TSPYL4	1005.0281
TSPYL5	450.9451	TSPYL5	1174.6703
TSR1	922.1917	TSR1	1310.1392
TSR2	1013.0513	TSR2	871.2381
TSSC1	540.5041	TSSC1	368.724
TSSC4	471.6472	TSSC4	433.4329
TSSK3	11.6967	TSSK3	12.6445
TSSK4	5.8506	TSSK4	15.74
TSSK6	13.9514	TSSK6	18.0719
TSTA3	2442.8443	TSTA3	1337.3169
TSTD1	568.8569	TSTD1	1135.02
TSTD2	441.9172	TSTD2	714.9136
TST	608.9109	TST	621.147
TTBK1	18.4518	TTBK1	8.7444
TTBK2	88.6589	TTBK2	220.36
TTC12	161.1161	TTC12	473.6574
