gene_id	TCGA-A7-A0CH-01A-21R-A00Z-07	gene_id	TCGA-A7-A0CH-11A-32R-A089-07
KLHDC2	1037.1146	KLHDC2	1157.3108
KLHDC3	1247.7648	KLHDC3	2273.6248
KLHDC4	130.7907	KLHDC4	278.7438
KLHDC5	987.832	KLHDC5	598.7776
KLHDC7A	37.9432	KLHDC7A	388.5284
KLHDC7B	72.3974	KLHDC7B	75.9756
removed	removed	KLHDC8A	9.4029
KLHDC8B	463.1689	KLHDC8B	1138.1288
KLHDC9	355.8812	KLHDC9	91.7724
KLHL11	153.5174	KLHL11	16.5491
KLHL12	1972.6111	KLHL12	848.8952
KLHL13	40.9961	KLHL13	764.645
KLHL14	6.9781	KLHL14	39.4922
KLHL15	272.5806	KLHL15	205.7358
KLHL17	48.4103	KLHL17	60.5548
KLHL18	552.1392	KLHL18	367.842
KLHL20	499.8037	KLHL20	376.4927
KLHL21	636.3121	KLHL21	2147.2496
KLHL22	417.8115	KLHL22	596.1448
KLHL23	119.9355	KLHL23	48.1429
removed	removed	KLHL24	1012.1298
KLHL25	221.1174	KLHL25	306.9111
KLHL26	251.2103	KLHL26	293.3709
KLHL28	631.9508	KLHL28	236.2012
KLHL29	28.3484	KLHL29	509.2619
KLHL2	577.4347	KLHL2	449.4593
removed	removed	KLHL30	111.3305
KLHL31	16.2327	KLHL31	806.3526
removed	removed	KLHL32	8.6507
KLHL35	57.569	KLHL35	51.528
KLHL36	117.7548	KLHL36	273.8129
KLHL38	47.1019	KLHL38	6.394
KLHL3	62.8026	KLHL3	286.6008
KLHL4	13.9561	KLHL4	30.4654
KLHL5	819.9224	KLHL5	954.2078
KLHL6	48.8464	KLHL6	162.4824
KLHL7	549.9586	KLHL7	553.6436
KLHL8	316.6296	KLHL8	329.102
KLHL9	2876.7064	KLHL9	1166.3376
KLK10	57.1329	KLK10	220.4043
KLK11	44.4851	KLK11	197.8373
removed	removed	KLK13	17.3014
KLK14	17.8813	KLK14	23.3192
removed	removed	KLK1	15.0447
removed	removed	KLK2	5.6417
removed	removed	KLK3	10.5313
KLK4	55.3884	removed	removed
KLK5	75.8864	KLK5	798.8717
KLK6	9.1587	KLK6	319.6991
KLK7	25.2955	KLK7	314.0574
KLK8	5.2335	KLK8	123.3662
KLRA1	35.7626	KLRA1	32.346
KLRAQ1	629.334	KLRAQ1	510.7663
removed	removed	KLRB1	68.4532
KLRD1	9.1587	KLRD1	38.74
removed	removed	KLRF1	36.4833
KLRG1	23.1148	KLRG1	84.6262
KLRG2	8.7226	removed	removed
KLRK1	6.9781	KLRK1	89.5157
KL	10.9032	KL	206.8641
KMO	87.9236	KMO	179.4528
KNDC1	193.6412	KNDC1	29.7132
KNTC1	400.9508	KNTC1	189.0964
KPNA1	1836.975	KPNA1	1607.8984
KPNA2	1867.0679	KPNA2	913.9633
KPNA3	1195.4294	KPNA3	1132.8632
KPNA4	1724.8899	KPNA4	1751.1989
KPNA5	52.3355	KPNA5	53.0324
KPNA6	2403.9426	KPNA6	1905.7828
KPNB1	5389.6812	KPNB1	3801.0343
KPTN	227.2232	KPTN	222.2849
KRAS	1177.9842	KRAS	626.9864
KRBA1	183.1741	KRBA1	251.622
KRBA2	163.1122	KRBA2	56.7936
KRCC1	1052.8152	KRCC1	896.662
KREMEN1	350.6477	KREMEN1	754.866
KRI1	791.888	KRI1	725.6493
KRIT1	779.3624	KRIT1	508.8858
KRR1	869.0305	KRR1	450.2755
KRT10	370.7096	KRT10	357.6869
removed	removed	KRT13	1238.9281
KRT14	2177.1556	KRT14	17153.5496
KRT15	333.2025	KRT15	12946.6855
KRT16	99.8735	KRT16	1721.4857
KRT17	1726.6344	KRT17	17345.7452
KRT18	13113.7642	KRT18	8109.4875
KRT19	29281.2595	KRT19	10868.2652
KRT222	99.0013	KRT222	73.3427
KRT23	544.725	KRT23	1193.7941
removed	removed	KRT32	11.6596
KRT37	5.6697	removed	removed
removed	removed	KRT4	330.6065
KRT5	1468.4461	KRT5	17430.7475
KRT6A	94.64	KRT6A	939.5393
KRT6B	479.7418	KRT6B	1075.3173
KRT6C	13.52	KRT6C	77.8561
KRT77	43.1768	KRT77	6.0179
removed	removed	KRT79	72.5905
KRT7	12158.8382	KRT7	11695.7217
KRT80	206.7251	KRT80	349.7884
KRT81	37.9432	KRT81	275.6935
removed	removed	KRT83	16.173
removed	removed	KRT86	20.6864
KRT8	12486.1311	KRT8	8931.6032
removed	removed	KRT9	5.2656
KRTAP5-2	6.3326	KRTAP5-2	5.1415
KRTCAP2	2261.7646	KRTCAP2	2149.1302
KRTCAP3	416.5031	KRTCAP3	268.1711
removed	removed	KRTDAP	12.0357
KSR1	121.2438	KSR1	503.9962
KSR2	87.6619	KSR2	47.7668
KTELC1	354.1367	KTELC1	316.6902
KTI12	146.9754	KTI12	182.4165
KTN1	8176.9811	KTN1	3889.7978
KYNU	27.4761	KYNU	704.0903
removed	removed	KY	97.7903
L1CAM	31.8374	L1CAM	51.1519
L2HGDH	302.6735	L2HGDH	104.1843
L3MBTL2	897.7714	L3MBTL2	967.6878
L3MBTL3	122.1161	L3MBTL3	189.9389
L3MBTL4	21.3703	L3MBTL4	95.1575
L3MBTL	97.6929	L3MBTL	77.1039
LACE1	54.5161	LACE1	37.2355
LACRT	5213.9212	LACRT	1692.9008
LACTB2	187.0993	LACTB2	188.4344
LACTB	354.1367	LACTB	368.5943
LAD1	1714.8589	LAD1	584.1091
LAG3	13.0839	LAG3	46.2623
LAGE3	249.0296	LAGE3	270.8039
LAIR1	236.818	LAIR1	1609.0268
LAMA1	42.3045	LAMA1	65.4443
LAMA2	684.247	LAMA2	2000.8876
LAMA3	1470.1906	LAMA3	1651.9041
LAMA4	1382.5287	LAMA4	7366.9958
LAMA5	1809.4989	LAMA5	2481.9934
LAMB1	2395.22	LAMB1	3887.165
LAMB2L	11.3394	LAMB2L	30.0893
LAMB2	6449.4745	LAMB2	13303.9962
LAMB3	3047.6689	LAMB3	3397.0851
LAMC1	6368.7906	LAMC1	10033.2863
LAMC2	3685.2894	LAMC2	2765.2092
LAMC3	14.3923	LAMC3	74.8472
LAMP1	8417.2882	LAMP1	11520.0752
LAMP2	5860.7004	LAMP2	4588.9986
LAMP3	51.0271	LAMP3	69.2055
LANCL1	2577.5219	LANCL1	1571.7913
LANCL2	522.4824	LANCL2	613.4462
LANCL3	6.1058	removed	removed
LAP3	2476.34	LAP3	2379.6897
LAPTM4A	10492.8257	LAPTM4A	9861.0249
LAPTM4B	1937.2847	LAPTM4B	1651.9041
LAPTM5	2112.6085	LAPTM5	5439.7743
LARGE	640.6734	LARGE	597.6493
LARP1B	442.6709	LARP1B	286.6008
LARP1	3678.3113	LARP1	3816.4551
LARP4B	1392.9958	LARP4B	1017.0193
LARP4	2045.0085	LARP4	695.0635
LARP6	79.8116	LARP6	771.039
LARP7	1201.5352	LARP7	719.8872
LARS2	536.0024	LARS2	405.8298
LARS	2870.1644	LARS	2321.3916
LAS1L	890.1391	LAS1L	943.3004
LASP1	7268.9607	LASP1	8584.8613
removed	removed	LASS1	15.0748
LASS2	8888.3074	LASS2	4776.6808
LASS4	1240.3506	LASS4	1671.4622
LASS5	1152.6887	LASS5	954.2078
LASS6	6556.3086	LASS6	875.7612
LAT2	151.3367	LAT2	253.8787
LATS1	870.9495	LATS1	181.2882
LATS2	365.476	LATS2	824.0715
LAT	32.2735	LAT	111.5411
LAX1	6.1058	LAX1	46.6385
LAYN	82.4284	LAYN	203.103
LBH	494.5702	LBH	1618.8058
removed	removed	LBP	691.6784
LBR	829.0811	LBR	789.0926
removed	removed	LBX2	7.8307
removed	removed	LBXCOR1	7.1462
LCA5L	184.0464	LCA5L	50.3996
LCA5	379.4322	LCA5	202.3507
LCAT	20.0619	LCAT	75.3512
LCK	28.3484	LCK	155.3362
LCLAT1	440.0541	LCLAT1	317.8185
LCMT1	724.4101	LCMT1	594.6403
LCMT2	431.3315	LCMT2	360.6958
removed	removed	LCN10	72.2144
LCN12	11.3394	removed	removed
LCN2	975.1843	LCN2	226.0461
removed	removed	LCN6	34.9788
LCORL	113.6378	LCORL	57.7339
LCOR	252.1436	LCOR	25.2261
LCP1	2421.3878	LCP1	4157.5929
LCP2	170.0903	LCP2	359.9436
LDB1	1208.5132	LDB1	1025.67
LDB2	119.4993	LDB2	1194.1702
LDB3	10.9032	LDB3	49.6474
LDHA	13669.5887	LDHA	11954.4899
LDHB	710.454	LDHB	8862.8115
LDHC	6.5419	removed	removed
LDHD	76.3226	LDHD	863.9398
LDLRAD1	15.2645	LDLRAD1	7.5223
LDLRAD2	125.3653	LDLRAD2	375.1462
LDLRAD3	2628.9851	LDLRAD3	749.6004
LDLRAP1	858.7378	LDLRAP1	933.1453
LDLR	1188.4513	LDLR	874.8472
LDOC1L	1203.7158	LDOC1L	1192.2896
LDOC1	268.2193	LDOC1	810.5313
LEAP2	8.7226	removed	removed
LEF1	1073.7494	LEF1	144.8049
removed	removed	LEFTY1	5.2656
removed	removed	LEFTY2	46.6385
LEKR1	27.04	LEKR1	10.9074
LEMD2	738.8024	LEMD2	840.2445
LEMD3	774.1288	LEMD3	582.2285
LENG1	154.3896	LENG1	253.8787
LENG8	1052.9068	LENG8	2396.205
LENG9	138.1613	LENG9	205.0174
LEO1	1220.2887	LEO1	474.283
LEPRE1	778.9263	LEPRE1	607.4283
LEPREL1	74.1419	LEPREL1	261.7772
LEPREL2	644.5985	LEPREL2	543.1124
LEPROTL1	954.2501	LEPROTL1	954.2078
LEPROT	530.9477	LEPROT	763.7875
LEPR	147.2328	LEPR	1397.3785
removed	removed	LEP	16210.6253
LETM1	1128.7016	LETM1	1155.4302
LETM2	73.7058	LETM2	21.8148
LETMD1	709.1456	LETMD1	1450.6817
LFNG	990.0126	LFNG	851.9041
removed	removed	LGALS12	1421.3446
LGALS1	3710.1487	LGALS1	17734.6497
removed	removed	LGALS2	42.5012
LGALS3BP	8428.1914	LGALS3BP	15080.3949
LGALS3	2764.6212	LGALS3	7976.6808
removed	removed	LGALS7B	30.8416
LGALS7	28.7845	LGALS7	45.8862
LGALS8	2159.5447	LGALS8	906.0047
LGALS9C	11.7755	LGALS9C	18.0536
LGALS9	736.1856	LGALS9	1276.5397
LGI2	75.4503	LGI2	236.5773
removed	removed	LGI3	9.0268
LGI4	20.9342	LGI4	489.7038
LGMN	1270.4435	LGMN	6483.874
LGR4	116.4464	LGR4	612.3178
LGR5	110.7767	LGR5	19.9342
LGR6	16.1368	LGR6	303.5261
LGTN	1283.5274	LGTN	1396.5209
removed	removed	LHCGR	21.8148
removed	removed	LHFPL1	9.779
LHFPL2	861.3546	LHFPL2	1526.2811
LHFP	348.9031	LHFP	2618.1476
LHPP	439.618	LHPP	854.1608
LHX4	8.16	removed	removed
LHX6	26.1677	LHX6	426.8923
LIAS	157.8787	LIAS	214.0103
LIFR	639.8011	LIFR	3054.819
LIF	91.1509	LIF	276.4457
LIG1	525.0992	LIG1	423.5073
LIG3	1064.5907	LIG3	408.0865
LIG4	392.9522	LIG4	201.2224
removed	removed	LILRA1	14.2924
LILRA2	57.2288	LILRA2	120.7334
removed	removed	LILRA3	10.9074
LILRA4	5.2335	LILRA4	26.3282
removed	removed	LILRA5	53.4086
removed	removed	LILRA6	118.9807
LILRB1	67.1639	LILRB1	141.0437
LILRB2	23.9871	LILRB2	197.0851
LILRB3	13.9823	LILRB3	104.0564
LILRB4	165.2929	LILRB4	394.9224
LILRB5	8.7226	LILRB5	646.1683
LIMA1	5198.2206	LIMA1	4241.4669
LIMCH1	3804.7887	LIMCH1	3928.5378
LIMD1	1368.6162	LIMD1	614.5031
LIMD2	132.2081	LIMD2	386.3357
LIME1	8.8752	LIME1	105.7602
LIMK1	712.6347	LIMK1	719.8872
LIMK2	1654.237	LIMK2	1507.4753
LIMS1	284.3561	LIMS1	296.756
LIMS2	119.9355	LIMS2	1602.6328
LIMS3-LOC440895	12.6477	LIMS3-LOC440895	19.8815
removed	removed	LIMS3	17.354
LIN37	100.3533	LIN37	147.6596
LIN52	135.6361	LIN52	107.1932
LIN54	375.507	LIN54	213.6342
LIN7A	64.111	LIN7A	33.0983
LIN7B	24.8593	LIN7B	41.7489
LIN7C	876.183	LIN7C	583.3568
LIN9	236.3819	LIN9	61.6831
LINGO1	67.1639	LINGO1	99.6709
LINGO4	204.1083	LINGO4	47.3907
LINS1	396.0051	LINS1	230.9356
LIPA	2024.9466	LIPA	4266.2906
removed	removed	LIPC	11.2835
LIPE	87.6619	LIPE	16970.7569
LIPG	17.4452	LIPG	27.4565
LIPH	339.3083	LIPH	145.5571
LIPT1	166.5489	LIPT1	165.8674
LIPT2	17.4452	LIPT2	20.472
LITAF	4565.8337	LITAF	5681.9934
LIX1L	368.5289	LIX1L	810.1551
LLGL1	469.7108	LLGL1	702.9619
LLGL2	1313.1842	LLGL2	684.5322
LLPH	660.2774	LLPH	586.362
LMAN1	4314.6234	LMAN1	2544.0527
LMAN2L	1410.4409	LMAN2L	772.9196
LMAN2	2863.1864	LMAN2	3318.1006
LMBR1L	255.5715	LMBR1L	361.0719
LMBR1	816.4333	LMBR1	637.1415
LMBRD1	1300.1003	LMBRD1	1654.5369
LMBRD2	392.0799	LMBRD2	78.2323
LMCD1	509.3986	LMCD1	1837.3296
LMF1	386.3317	LMF1	441.1848
LMF2	773.6927	LMF2	2060.3667
LMLN	428.2786	LMLN	181.2882
LMNA	6454.708	LMNA	14009.9671
LMNB1	594.4437	LMNB1	228.6789
LMNB2	815.125	LMNB2	771.7913
LMO2	152.6451	LMO2	732.6751
removed	removed	LMO3	320.4513
LMO4	1200.2268	LMO4	1323.1782
LMO7	620.1753	LMO7	253.8787
LMOD1	170.0903	LMOD1	2926.5632
removed	removed	LMOD3	7.8984
LMTK2	286.5367	LMTK2	157.969
LMTK3	247.2851	LMTK3	144.0527
removed	removed	LMX1A	26.3282
LMX1B	1822.1466	LMX1B	625.4819
LNP1	46.7181	LNP1	85.8185
LNPEP	360.6045	LNPEP	118.2285
LNX1	443.107	LNX1	294.1232
LNX2	1285.7081	LNX2	319.6991
LOC100009676	41.4541	LOC100009676	94.6911
removed	removed	LOC100101266	7.8984
LOC100124692	6.9781	removed	removed
LOC100125556	52.161	LOC100125556	47.842
removed	removed	LOC100126784	36.4758
removed	removed	LOC100128164	10.1551
LOC100128191	34.367	LOC100128191	21.8411
LOC100128239	6.5419	LOC100128239	13.9163
LOC100128288	43.6129	LOC100128288	51.9041
LOC100128292	10.031	LOC100128292	22.9431
LOC100128640	25.2955	LOC100128640	34.6027
LOC100128675	6.1058	removed	removed
LOC100128788	30.0973	LOC100128788	6.7701
LOC100128822	58.8774	LOC100128822	110.5783
LOC100128842	38.3793	LOC100128842	23.3192
LOC100128977	12.2116	removed	removed
LOC100129034	1790.9678	LOC100129034	1869.0287
LOC100129055	10.4671	removed	removed
LOC100129387	110.4845	LOC100129387	97.4368
LOC100129534	72.3974	LOC100129534	51.528
LOC100129550	211.5225	LOC100129550	263.2816
LOC100129637	89.8905	LOC100129637	256.4701
LOC100129716	13.0839	LOC100129716	5.6417
LOC100129726	7.4142	removed	removed
LOC100130015	13.5287	LOC100130015	26.4598
LOC100130093	177.8534	LOC100130093	84.3329
LOC100130148	16.1368	LOC100130148	5.2656
LOC100130522	48.8464	LOC100130522	12.788
LOC100130557	12.4646	LOC100130557	24.0376
LOC100130581	88.5342	LOC100130581	56.7936
LOC100130691	19.3031	LOC100130691	21.8637
LOC100130776	112.1767	LOC100130776	275.1105
LOC100130872	91.1509	LOC100130872	65.8204
LOC100130932	51.4632	LOC100130932	33.8505
LOC100130987	11.7755	LOC100130987	16.9252
LOC100131193	54.0233	LOC100131193	23.6953
LOC100131434	26.5908	LOC100131434	20.7391
LOC100131551	9.1587	removed	removed
LOC100131691	33.028	LOC100131691	23.4321
LOC100132215	10.9338	LOC100132215	23.3493
LOC100132247	132.5832	LOC100132247	113.2111
LOC100132287	211.9587	LOC100132287	255.3832
LOC100132288	195.8219	LOC100132288	343.3945
LOC100132707	75.6771	LOC100132707	68.9948
LOC100132832	7.3313	LOC100132832	5.3183
LOC100133161	22.2426	LOC100133161	31.2177
LOC100133331	82.8689	LOC100133331	109.6305
LOC100133612	9.1587	LOC100133612	9.0268
removed	removed	LOC100133669	9.0268
removed	removed	LOC100133920	10.5313
LOC100133957	5.5083	LOC100133957	6.5106
LOC100133985	5.6697	LOC100133985	15.0447
LOC100133991	26.6039	LOC100133991	13.9163
LOC100134229	95.0761	LOC100134229	243.7236
removed	removed	LOC100134259	25.1998
LOC100134368	7.8503	removed	removed
LOC100134713	12.2203	LOC100134713	15.4358
LOC100144603	7.4142	LOC100144603	7.8984
LOC100144604	8.7226	LOC100144604	11.2835
LOC100170939	231.5845	LOC100170939	20.6864
LOC100188947	55.8245	LOC100188947	15.7969
removed	removed	LOC100188949	13.5402
LOC100190938	52.7716	LOC100190938	172.6375
LOC100190939	54.5161	LOC100190939	185.0494
LOC100190986	366.7844	LOC100190986	72.2144
removed	removed	LOC100192378	9.4029
LOC100216545	68.0361	LOC100216545	78.2323
LOC100233209	8.7226	LOC100233209	16.5491
removed	removed	LOC100240735	15.4208
LOC100268168	7.8503	LOC100268168	5.6417
LOC100270710	193.9553	LOC100270710	333.905
LOC100270746	23.9871	LOC100270746	38.3639
LOC100270804	13.9561	LOC100270804	25.952
LOC100271722	50.591	LOC100271722	58.6742
LOC100271836	468.9433	LOC100271836	99.3625
LOC100272146	44.049	LOC100272146	40.6206
LOC100272216	8.7226	LOC100272216	7.2177
LOC100272217	17.4452	LOC100272217	16.9252
LOC100272228	30.0929	LOC100272228	25.1998
LOC100286793	388.1547	LOC100286793	171.8853
LOC100286844	16.3199	LOC100286844	33.6812
removed	removed	LOC100287227	6.7776
LOC100288778	288.8438	LOC100288778	452.1787
LOC100289341	32.2735	LOC100289341	90.6441
LOC100302401	18.4395	LOC100302401	41.1772
LOC100302640	11.7755	removed	removed
removed	removed	LOC100302650	50.3996
LOC100303728	27.04	LOC100303728	19.1819
LOC113230	333.6386	LOC113230	144.0527
LOC115110	55.1223	LOC115110	59.8289
removed	removed	LOC121838	20.6864
LOC134466	15.7006	LOC134466	28.5849
LOC143188	11.7755	LOC143188	18.4297
LOC143666	19.1897	LOC143666	14.6685
LOC144438	880.1082	LOC144438	581.8524
LOC144486	8.2864	LOC144486	8.6507
LOC144571	12.6826	LOC144571	83.0766
LOC145783	36.2816	LOC145783	33.3089
removed	removed	LOC145820	43.6295
LOC145837	55.3884	LOC145837	81.2412
LOC146880	201.4349	LOC146880	232.929
LOC147727	365.0399	LOC147727	600.2821
LOC147804	119.0632	LOC147804	111.7066
LOC148189	92.4593	LOC148189	53.4086
LOC148413	474.6347	LOC148413	403.0428
LOC148696	24.0438	removed	removed
LOC148709	13.52	removed	removed
LOC149134	18.3174	LOC149134	5.6417
LOC149837	19.1897	LOC149837	65.4443
LOC150381	50.4296	LOC150381	106.0649
LOC150776	277.378	LOC150776	304.2783
LOC150786	33.5819	LOC150786	26.3282
LOC151009	30.0929	LOC151009	67.701
LOC151162	1833.0498	LOC151162	1319.7931
LOC151534	228.9677	LOC151534	183.2365
LOC152217	166.6012	LOC152217	285.4725
LOC153328	130.4025	LOC153328	13.5402
LOC153684	18.7535	LOC153684	29.3371
LOC154761	83.9635	LOC154761	50.9901
LOC154822	56.2912	LOC154822	18.3169
LOC158376	12.6477	LOC158376	140.6676
LOC158572	40.56	LOC158572	25.5759
removed	removed	LOC158696	18.8058
LOC162632	27.511	LOC162632	193.5759
LOC168474	15.7006	LOC168474	8.6507
LOC200030	575.6902	LOC200030	415.669
removed	removed	LOC201651	13.1641
LOC202181	43.1768	LOC202181	15.4208
LOC202781	177.0683	LOC202781	194.0762
LOC219347	101.0075	LOC219347	91.0202
LOC220594	14.3923	LOC220594	27.8326
LOC220729	95.9484	LOC220729	80.489
LOC220930	62.9857	LOC220930	54.5369
LOC221442	25.7316	LOC221442	37.6117
LOC221710	385.538	LOC221710	236.5773
LOC222699	34.0181	LOC222699	39.8684
LOC253039	492.8257	LOC253039	441.937
LOC253724	29.2206	LOC253724	5.2656
LOC254559	92.8955	LOC254559	62.4354
removed	removed	LOC255167	60.5548
removed	removed	LOC257358	18.4297
LOC25845	266.0386	LOC25845	233.0832
LOC282997	47.1019	LOC282997	54.913
LOC283050	17.4452	LOC283050	45.134
LOC283070	304.8541	LOC283070	305.7828
LOC283174	93.3316	LOC283174	140.6676
LOC283267	120.8077	LOC283267	301.6455
LOC283314	49.8975	LOC283314	74.0235
removed	removed	LOC283392	157.2431
LOC283663	13.9561	LOC283663	68.8293
removed	removed	LOC283731	5.2656
LOC283867	26.6039	removed	removed
LOC283922	34.4542	LOC283922	39.4922
LOC284023	183.6103	LOC284023	77.8561
LOC284232	17.8813	LOC284232	7.8984
LOC284233	66.2916	LOC284233	21.4386
LOC284276	8.7226	LOC284276	21.8148
LOC284440	163.9845	LOC284440	118.8528
LOC284441	99.0013	LOC284441	51.528
removed	removed	LOC284578	17.6775
removed	removed	LOC284749	6.0179
LOC284837	90.7148	LOC284837	43.6295
LOC284900	204.6186	LOC284900	154.095
LOC285033	38.2398	LOC285033	38.3376
LOC285074	157.4425	LOC285074	203.4791
LOC285359	60.6219	LOC285359	56.7936
LOC285593	25.2955	LOC285593	21.0625
LOC285830	11.9456	LOC285830	73.2976
LOC286367	22.2426	LOC286367	127.5035
LOC338651	35.5358	LOC338651	5.0136
LOC338758	15.2645	LOC338758	50.7757
LOC338799	241.1793	LOC338799	225.67
LOC339047	478.8696	LOC339047	766.5256
LOC339290	182.991	LOC339290	648.425
LOC339524	7.4142	LOC339524	763.1406
LOC341056	14.8284	LOC341056	9.0268
LOC344595	351.0838	LOC344595	165.8674
removed	removed	LOC344967	6.7701
LOC348926	95.0761	LOC348926	61.6831
LOC349114	120.8077	LOC349114	121.8618
removed	removed	LOC349196	10.9375
LOC374443	186.6632	LOC374443	138.4109
LOC375190	98.129	LOC375190	161.354
LOC387646	46.2297	LOC387646	34.2266
LOC387647	332.5963	LOC387647	431.9925
LOC388152	209.778	LOC388152	116.5961
LOC388242	8.2864	LOC388242	69.2055
LOC388588	45.3574	LOC388588	34.6027
LOC388692	761.4811	LOC388692	418.6178
LOC388789	584.8489	LOC388789	695.0635
LOC388796	148.2838	LOC388796	207.6164
LOC388955	165.2929	LOC388955	253.5026
LOC389033	67.6	LOC389033	36.8594
LOC389333	87.6619	LOC389333	46.6385
LOC389493	78.0671	LOC389493	37.9878
removed	removed	LOC389705	24.4476
LOC390595	5.2335	LOC390595	8.2746
removed	removed	LOC391322	7.1462
LOC399744	114.7019	LOC399744	128.2558
LOC399815	12.2116	LOC399815	6.0179
LOC399959	139.1251	LOC399959	439.6803
LOC400027	275.6335	LOC400027	294.8754
LOC400043	170.9625	LOC400043	321.9558
LOC400657	169.6541	LOC400657	162.8585
LOC400752	26.6039	LOC400752	27.8326
removed	removed	LOC400759	23.3192
LOC400927	17.6807	LOC400927	15.5825
LOC400931	48.4103	LOC400931	166.9958
LOC401010	23.1148	LOC401010	23.3192
LOC401052	58.8774	LOC401052	323.4603
LOC401093	35.8542	LOC401093	196.9572
LOC401397	547.3418	LOC401397	648.0489
LOC401431	34.4847	LOC401431	70.5595
removed	removed	LOC401463	6.394
LOC401588	37.9432	LOC401588	55.6653
LOC402377	39.6877	LOC402377	5.6417
LOC407835	34.4542	LOC407835	62.4354
LOC440354	213.0839	LOC440354	45.0738
LOC440356	7.8503	removed	removed
removed	removed	LOC440461	17.6775
LOC440905	48.8464	LOC440905	33.8505
LOC440925	61.9303	LOC440925	30.4654
LOC440944	141.3058	LOC440944	154.96
LOC440957	148.2838	LOC440957	256.1354
LOC441046	6.1058	LOC441046	13.5402
LOC441089	95.9484	LOC441089	88.7635
LOC441204	48.8464	LOC441204	68.4532
LOC441208	33.1458	LOC441208	30.0893
LOC441294	99.8735	LOC441294	80.489
LOC441455	17.4452	LOC441455	7.8984
LOC441666	77.1948	LOC441666	38.74
LOC441869	150.0283	LOC441869	413.7283
LOC442421	21.3703	LOC442421	21.0625
LOC442454	78.9393	LOC442454	141.0437
LOC493754	401.2386	LOC493754	554.3959
LOC541471	181.8658	LOC541471	216.6432
removed	removed	LOC541473	5.9314
LOC550112	206.7251	LOC550112	178.2793
LOC550643	416.067	LOC550643	298.2605
LOC554202	22.2426	LOC554202	9.0268
removed	removed	LOC55908	115.8439
removed	removed	LOC572558	22.567
LOC595101	51.6551	LOC595101	32.346
LOC606724	20.4981	LOC606724	45.5101
removed	removed	LOC613037	55.6314
LOC619207	5.6697	LOC619207	12.788
LOC641298	213.1406	LOC641298	28.4532
LOC642587	399.4941	LOC642587	462.9995
LOC642826	83.7324	LOC642826	39.8232
LOC642846	76.7587	LOC642846	78.9845
LOC642852	252.5186	LOC642852	186.1777
LOC643008	8.7226	LOC643008	12.0357
LOC643387	34.8903	LOC643387	25.952
removed	removed	LOC643719	84.6262
LOC643763	8.7226	LOC643763	6.7701
LOC643837	196.6941	LOC643837	183.1688
LOC644165	5.6522	removed	removed
LOC644172	45.3574	LOC644172	80.489
LOC644538	43.6129	LOC644538	174.142
LOC644936	23.9871	LOC644936	15.4208
LOC645166	47.9742	LOC645166	119.6051
LOC645332	167.4735	LOC645332	110.2022
LOC645431	24.3098	LOC645431	12.709
LOC645676	40.7562	LOC645676	33.2788
LOC646214	126.4774	LOC646214	99.2948
LOC646471	63.6748	LOC646471	31.0484
LOC646762	116.4464	LOC646762	90.6441
LOC646851	157.0064	LOC646851	44.0056
LOC646999	11.3394	LOC646999	19.1819
LOC647121	41.4322	LOC647121	47.7668
LOC647288	10.031	removed	removed
removed	removed	LOC647309	5.2656
LOC647946	10.9032	removed	removed
LOC647979	12554.8432	LOC647979	10815.2327
LOC648740	5.7613	LOC648740	15.5712
LOC649330	9.5948	LOC649330	7.5223
LOC650368	11.3394	LOC650368	56.7936
LOC650623	47.9742	LOC650623	31.9699
LOC651250	1367.7003	LOC651250	1763.2346
LOC652276	58.4413	LOC652276	24.0715
LOC653113	85.9174	LOC653113	67.701
LOC653501	229.8399	LOC653501	178.2793
LOC653566	1954.2937	LOC653566	1397.6493
LOC653653	41.4322	LOC653653	94.4053
removed	removed	LOC653786	26.3282
LOC654342	180.1212	LOC654342	547.6258
LOC654433	219.3728	LOC654433	524.3818
LOC678655	257.0806	LOC678655	278.3902
LOC723972	20.4981	LOC723972	7.1462
LOC727896	22.6787	LOC727896	10.1551
LOC728024	21.8064	LOC728024	20.6864
LOC728190	149.1561	LOC728190	156.0884
LOC728264	37.9432	LOC728264	1922.708
LOC728323	26.1677	LOC728323	13.1641
LOC728392	52.3355	LOC728392	130.8886
LOC728554	148.72	LOC728554	246.3564
LOC728606	505.4734	LOC728606	148.5661
LOC728613	170.5264	LOC728613	121.4857
LOC728640	45.3574	LOC728640	27.8326
LOC728643	64.5471	LOC728643	50.7757
LOC728723	7.4142	LOC728723	39.4922
LOC728743	132.1471	LOC728743	208.7447
LOC728758	45.7935	LOC728758	63.9398
LOC728819	8.2864	LOC728819	44.3818
LOC728855	248.9467	LOC728855	215.4885
LOC728875	137.8996	LOC728875	100.4495
removed	removed	LOC728989	6.0179
LOC729020	23.1148	LOC729020	10.1551
LOC729082	734.9121	LOC729082	237.3409
LOC729176	33.1458	LOC729176	27.4565
LOC729234	72.8335	LOC729234	112.4589
LOC729375	41.4322	LOC729375	29.3371
LOC729603	28.3484	LOC729603	17.6775
LOC729678	414.9461	LOC729678	554.8886
LOC729799	14.8284	LOC729799	11.6596
LOC729991-MEF2B	8.9886	LOC729991-MEF2B	73.9596
LOC729991	259.2568	LOC729991	321.4706
LOC730101	129.5303	LOC730101	74.4711
LOC80054	81.9922	LOC80054	210.2492
