gene_id	TCGA-BH-A1F6-01A-11R-A13Q-07	gene_id	TCGA-BH-A1F6-11B-94R-A13Q-07
CDK19	2115.7237	CDK19	869.7948
CDK1	4314.9458	CDK1	91.442
CDK20	154.1726	CDK20	107.2685
CDK2AP1	3088.166	CDK2AP1	2511.7233
CDK2AP2	638.3781	CDK2AP2	472.4502
CDK2	705.3277	CDK2	604.3376
CDK3	41.6596	CDK3	82.5821
CDK4	2476.1905	CDK4	1278.136
CDK5R1	257.8972	CDK5R1	33.1184
CDK5R2	5.1862	removed	removed
CDK5RAP1	884.9599	CDK5RAP1	383.646
CDK5RAP2	1415.8416	CDK5RAP2	1134.5252
CDK5RAP3	940.1226	CDK5RAP3	756.7409
CDK5	655.8227	CDK5	108.1477
CDK6	728.9015	CDK6	1964.2438
CDK7	508.2508	CDK7	389.2145
CDK8	334.7478	CDK8	192.2626
CDK9	890.6176	CDK9	867.5264
CDKAL1	433.7577	CDKAL1	375.1465
CDKL1	26.8741	CDKL1	59.2028
removed	removed	CDKL2	48.0657
CDKL3	8.628	CDKL3	36.9959
CDKL5	24.5167	CDKL5	127.7843
CDKN1A	2430.9288	CDKN1A	4571.2192
CDKN1B	1236.6808	CDKN1B	955.1583
CDKN1C	331.4474	CDKN1C	686.1079
CDKN2AIPNL	221.5936	CDKN2AIPNL	287.2216
CDKN2AIP	370.1084	CDKN2AIP	579.7186
CDKN2A	1423.8567	CDKN2A	85.5803
CDKN2BAS	14.1443	CDKN2BAS	5.2755
CDKN2B	579.4437	CDKN2B	1564.4783
CDKN2C	299.3871	CDKN2C	1005.5686
CDKN2D	303.6304	CDKN2D	38.687
CDKN3	172.0886	CDKN3	27.8429
CDNF	28.76	CDNF	51.2896
CDO1	27.3456	CDO1	1633.3529
CDON	211.2211	CDON	1451.9343
CDR1	12.6638	CDR1	461.2192
CDR2L	294.2008	CDR2L	398.8863
CDR2	991.5134	CDR2	701.9343
removed	removed	CDRT1	5.4279
CDRT4	100.7025	CDRT4	294.9853
CDS1	1176.3319	CDS1	728.3118
CDS2	1042.4328	CDS2	1097.8898
CDSN	154.1726	CDSN	105.51
CDT1	437.058	CDT1	8.7925
CDV3	5529.4672	CDV3	6019.3435
CDX2	15.5587	removed	removed
CDYL2	18.3876	CDYL2	70.9261
CDYL	649.2221	CDYL	574.1501
CEACAM19	99.4814	CEACAM19	66.823
CEACAM1	154.1726	CEACAM1	1242.6729
CEACAM21	19.3305	CEACAM21	21.102
CEACAM5	37.2466	CEACAM5	25.7913
CEACAM6	195.1909	CEACAM6	343.4936
CEACAM7	10.3725	removed	removed
CEBPA	622.3479	CEBPA	1584.408
CEBPB	2735.0306	CEBPB	942.2626
CEBPD	993.3993	CEBPD	703.9859
CEBPG	2594.5309	CEBPG	1305.6858
CEBPZ	1571.9	CEBPZ	1413.8335
CECR1	1599.7171	CECR1	2557.1512
CECR2	7.5436	CECR2	23.4467
CECR5	1008.4866	CECR5	219.8124
CECR6	71.6643	CECR6	20.2227
CECR7	183.8755	CECR7	140.3869
CELF1	1998.1141	CELF1	2135.1114
CELF2	465.818	CELF2	3623.6811
CELF4	79.6794	CELF4	11.1372
CELF5	74.0217	CELF5	9.0856
CELF6	7.7793	CELF6	62.4267
CELSR1	1494.1066	CELSR1	1364.8886
CELSR2	591.2306	CELSR2	1569.4607
CELSR3	204.1207	CELSR3	21.3951
CEL	34.4177	CEL	28.4291
CEMP1	248.9015	CEMP1	50.8968
CENPA	273.4559	CENPA	8.2063
CENPBD1	420.0849	CENPBD1	197.5381
CENPB	2704.8562	CENPB	886.5768
CENPC1	180.1037	CENPC1	609.9062
CENPE	489.3918	CENPE	69.4607
CENPF	3367.7511	CENPF	218.9332
CENPH	272.9844	CENPH	94.6659
CENPI	134.8421	CENPI	19.0504
CENPJ	241.867	CENPJ	251.4654
CENPK	59.8774	CENPK	27.2567
CENPL	219.7077	CENPL	99.0621
CENPM	119.2834	CENPM	5.2755
CENPN	713.3098	CENPN	194.197
CENPO	203.3852	CENPO	43.8101
CENPP	98.4866	CENPP	52.629
CENPQ	126.827	CENPQ	134.8183
CENPT	388.0245	CENPT	332.9426
CENPV	355.4927	CENPV	105.51
CENPW	857.6143	CENPW	55.3927
CEP110	208.8637	CEP110	465.4162
CEP120	301.7445	CEP120	1044.5487
CEP135	121.6407	CEP135	283.4115
CEP152	71.1928	CEP152	155.9203
CEP164	947.6662	CEP164	369.578
CEP170	1214.9929	CEP170	1605.51
CEP192	586.5158	CEP192	874.2673
CEP250	833.5691	CEP250	207.2098
CEP290	221.6407	CEP290	676.4156
CEP350	1668.0811	CEP350	2064.1852
CEP55	488.9203	CEP55	31.0668
CEP57	933.5219	CEP57	1006.4478
CEP63	386.5205	CEP63	721.2016
CEP68	609.6181	CEP68	1723.9596
CEP70	303.6304	CEP70	318.8746
CEP72	196.1339	CEP72	27.8429
CEP76	282.8854	CEP76	194.6073
CEP78	406.8835	CEP78	346.7175
CEP97	102.3102	CEP97	263.1887
CEPT1	438.0009	CEPT1	1123.6811
CERCAM	1703.9132	CERCAM	967.7608
CERKL	48.4017	CERKL	46.2925
CERK	794.4366	CERK	922.9191
CES1	21.6879	CES1	7570.9261
CES2	1061.7633	CES2	1200.4689
CES3	69.7784	CES3	24.9121
removed	removed	CES4	43.3763
CES8	11.7869	CES8	77.374
CETN2	1421.4993	CETN2	1054.8066
CETN3	298.9156	CETN3	311.8406
removed	removed	CETN4P	13.7749
CETP	17.9161	CETP	260.2579
CFB	3950.9099	CFB	1222.3857
CFDP1	680.3395	CFDP1	346.1313
CFD	273.4559	CFD	2022.5674
removed	removed	CFHR3	20.7327
CFH	1271.0985	CFH	8398.007
CFI	286.6572	CFI	1056.5651
CFL1	19669.024	CFL1	6967.7608
CFL2	567.1853	CFL2	1849.0621
CFLAR	791.6077	CFLAR	1723.5434
removed	removed	CFLP1	5.8617
CFP	21.2164	CFP	99.3552
CFTR	14.6157	CFTR	26.3775
CG030	17.9161	CG030	59.2028
CGB7	5.356	CGB7	5.0059
CGGBP1	1845.4173	CGGBP1	3063.306
CGNL1	114.0971	CGNL1	671.1606
CGN	1216.4074	CGN	466.0023
CGREF1	945.5446	CGREF1	140.5422
CGRRF1	102.3102	CGRRF1	345.5451
CH25H	119.2834	CH25H	107.8546
CHAC1	83.9227	CHAC1	21.3951
CHAC2	146.6289	CHAC2	38.1008
CHADL	12.2584	CHADL	48.6518
removed	removed	CHAD	124.2673
CHAF1A	536.0679	CHAF1A	122.2157
CHAF1B	504.9505	CHAF1B	109.32
CHCHD10	716.1716	CHCHD10	572.6846
CHCHD1	477.6049	CHCHD1	283.7046
CHCHD2	5467.2324	CHCHD2	1796.8933
CHCHD3	1328.6186	CHCHD3	635.1114
CHCHD4	362.0934	CHCHD4	237.1043
CHCHD5	114.5686	CHCHD5	121.6295
CHCHD6	139.5568	CHCHD6	60.9613
CHCHD7	410.6554	CHCHD7	404.4549
CHCHD8	826.9684	CHCHD8	359.027
CHD1L	1058.463	CHD1L	700.762
CHD1	846.2989	CHD1	2148.3001
CHD2	1923.6209	CHD2	2488.5698
CHD3	1448.8449	CHD3	2240.3283
CHD4	5586.728	CHD4	3961.527
CHD5	10.8439	removed	removed
CHD6	904.7619	CHD6	1907.0926
CHD7	1356.9071	CHD7	614.0094
CHD8	1353.6068	CHD8	1950.4689
CHD9	838.7553	CHD9	2830.0117
CHDH	807.6379	CHDH	281.653
CHEK1	429.5144	CHEK1	65.0645
CHEK2	527.5813	CHEK2	154.4549
CHERP	1807.8501	CHERP	694.0797
CHFR	642.6214	CHFR	289.5662
removed	removed	CHGA	9.3787
CHI3L1	15450.2593	CHI3L1	831.7702
CHI3L2	3694.0123	CHI3L2	493.2591
CHIC1	154.644	CHIC1	597.5967
CHIC2	176.8034	CHIC2	269.9297
CHID1	1944.8373	CHID1	775.7913
CHIT1	821.3107	CHIT1	616.061
CHKA	767.091	CHKA	479.4842
CHKB-CPT1B	159.868	CHKB-CPT1B	307.714
CHKB	60.2876	CHKB	166.3687
CHL1	58.9345	CHL1	2972.7433
CHML	248.4677	CHML	556.8581
CHMP1A	2378.595	CHMP1A	807.4443
CHMP1B	1755.7756	CHMP1B	1726.5533
CHMP2A	2690.2405	CHMP2A	672.3329
CHMP2B	1982.5554	CHMP2B	1440.5041
CHMP4A	687.7181	CHMP4A	522.1864
CHMP4B	4152.7581	CHMP4B	1755.2755
CHMP4C	1601.1315	CHMP4C	336.4596
CHMP5	2187.2984	CHMP5	1295.4631
CHMP6	337.5766	CHMP6	179.66
CHMP7	1115.0401	CHMP7	779.3083
CHM	370.5799	CHM	1093.7866
CHN1	157.4729	CHN1	331.1841
CHN2	116.4545	CHN2	175.2638
CHODL	253.6539	CHODL	43.6694
CHORDC1	808.1094	CHORDC1	480.3634
CHPF2	2456.86	CHPF2	625.4396
CHPF	2908.0622	CHPF	800.9965
CHPT1	1150.8722	CHPT1	1724.7362
CHP	3204.6205	CHP	4031.9461
CHRAC1	948.1377	CHRAC1	722.7433
CHRDL1	154.1726	CHRDL1	10328.8394
CHRDL2	44.3187	CHRDL2	10.551
CHRD	48.562	CHRD	134.2321
CHRFAM7A	6.86	CHRFAM7A	9.9648
CHRM1	191.4191	CHRM1	45.4279
CHRM3	77.7935	CHRM3	48.3587
CHRNA10	11.7869	CHRNA10	6.4478
CHRNA1	15.5587	CHRNA1	24.0328
removed	removed	CHRNA2	5.8617
CHRNA3	6.6007	CHRNA3	9.9648
CHRNA5	235.2664	CHRNA5	45.721
CHRNA6	6.6007	removed	removed
CHRNB1	121.6407	CHRNB1	145.0762
CHRNB2	42.9043	CHRNB2	17.2919
CHRNB4	6.6007	removed	removed
CHRNE	19.2928	CHRNE	21.3453
CHST10	181.5182	CHST10	210.1407
CHST11	195.6624	CHST11	79.1325
CHST12	315.8887	CHST12	183.177
CHST13	11.7869	CHST13	5.5686
CHST14	304.5733	CHST14	417.0574
CHST15	671.8529	CHST15	1307.7374
CHST1	36.7751	CHST1	88.8042
CHST2	258.3687	CHST2	308.6166
CHST3	940.5941	CHST3	1306.272
CHST4	74.9646	CHST4	11.1372
CHST5	21.7916	removed	removed
CHST6	119.7548	CHST6	36.6354
CHST7	46.2046	CHST7	107.2685
CHST8	22.1594	CHST8	47.7726
removed	removed	CHST9	511.1372
CHSY1	1459.6888	CHSY1	2673.7984
CHSY3	66.4781	CHSY3	130.7151
CHTF18	247.9962	CHTF18	26.6706
CHTF8	2807.1664	CHTF8	2355.803
CHUK	467.2324	CHUK	805.0996
CHURC1	615.7001	CHURC1	2297.2655
CIAO1	1156.0585	CIAO1	1708.9683
CIAPIN1	1099.9529	CIAPIN1	635.6975
CIB1	1632.7204	CIB1	813.306
CIB2	553.5125	CIB2	90.5627
CIC	1017.9161	CIC	951.9343
removed	removed	CIDEA	407.6788
CIDEB	372.546	CIDEB	296.2163
CIDECP	133.4276	CIDECP	97.5967
CIDEC	49.0335	CIDEC	7195.4865
CIITA	220.6506	CIITA	244.7245
CILP2	359.2645	CILP2	21.9812
CILP	199.9057	CILP	2128.0774
CINP	384.2527	CINP	338.5111
CIR1	567.6568	CIR1	776.9637
CIRBP	1952.381	CIRBP	4312.4267
CIRH1A	1386.1386	CIRH1A	1101.993
CISD1	2349.835	CISD1	315.9437
CISD2	477.5955	CISD2	458.0891
CISD3	527.9302	CISD3	397.9689
CISH	374.3517	CISH	189.9179
CITED1	9.901	CITED1	326.4947
CITED2	1064.1207	CITED2	1813.306
CITED4	2261.669	CITED4	351.993
CIT	331.4474	CIT	120.4572
CIZ1	2168.7883	CIZ1	1117.5264
CKAP2L	176.3319	CKAP2L	14.068
CKAP2	995.2852	CKAP2	567.4091
CKAP4	1285.2428	CKAP4	1532.2392
CKAP5	5971.24	CKAP5	2482.415
CKB	601.603	CKB	353.4584
CKLF	221.5936	CKLF	251.4654
CKMT1A	825.0825	CKMT1A	33.4115
CKMT1B	4316.3602	CKMT1B	85.2872
removed	removed	CKMT2	200.4689
CKS1B	1793.0222	CKS1B	470.9848
CKS2	1258.8402	CKS2	81.7702
CLASP1	864.6865	CLASP1	2090.8558
CLASP2	848.6563	CLASP2	1791.6178
CLCA2	14.6157	CLCA2	1118.9918
removed	removed	CLCA4	79.1325
CLCC1	374.7336	CLCC1	1099.8447
CLCF1	31.1174	CLCF1	102.286
CLCN2	344.1773	CLCN2	33.9977
CLCN3	935.8793	CLCN3	1914.7128
CLCN4	95.2381	CLCN4	277.5498
CLCN5	454.0311	CLCN5	331.7702
CLCN6	271.57	CLCN6	759.0856
CLCN7	3347.4776	CLCN7	725.381
removed	removed	CLCNKA	36.9285
removed	removed	CLCNKB	6.4478
removed	removed	CLDN10	40.0059
CLDN11	325.3182	CLDN11	879.5428
CLDN12	687.0816	CLDN12	1002.6377
CLDN14	26.8741	removed	removed
CLDN15	89.1089	CLDN15	151.2309
CLDN16	12.2584	removed	removed
removed	removed	CLDN18	11.7233
removed	removed	CLDN19	292.4971
CLDN1	1718.0575	CLDN1	924.0914
removed	removed	CLDN20	8.7925
CLDN23	427.157	CLDN23	86.7526
CLDN2	11.3154	CLDN2	50.5451
CLDN3	5631.7775	CLDN3	171.4537
CLDN4	18492.6921	CLDN4	1038.687
CLDN5	33.0033	CLDN5	555.3927
CLDN7	2981.6124	CLDN7	377.7843
CLDN8	34.4177	CLDN8	675.8499
CLDN9	46.6761	removed	removed
CLDND1	996.6997	CLDND1	1660.6096
removed	removed	CLDND2	15.5334
CLEC10A	78.265	CLEC10A	427.9015
CLEC11A	171.6172	CLEC11A	54.8066
CLEC12A	18.859	CLEC12A	25.7913
CLEC14A	201.7916	CLEC14A	961.6061
CLEC16A	696.8411	CLEC16A	694.0211
CLEC18B	6.1292	removed	removed
CLEC1A	22.6308	CLEC1A	194.0211
CLEC2B	239.5097	CLEC2B	499.7069
CLEC2D	425.2711	CLEC2D	353.4584
removed	removed	CLEC3A	291.3247
CLEC3B	62.7063	CLEC3B	2415.2989
CLEC4A	69.7784	CLEC4A	80.0117
CLEC4C	7.5436	removed	removed
CLEC4D	5.6577	removed	removed
CLEC4E	85.8086	CLEC4E	32.5322
removed	removed	CLEC4F	38.9801
removed	removed	CLEC4GP1	24.0328
removed	removed	CLEC4G	32.5322
CLEC5A	107.4965	CLEC5A	31.653
CLEC7A	363.0363	CLEC7A	158.558
CLEC9A	9.901	CLEC9A	6.4478
CLECL1	14.6157	CLECL1	9.6717
removed	removed	CLGN	36.6354
CLIC1	7499.7643	CLIC1	3793.3763
CLIC2	248.9392	CLIC2	1021.6882
CLIC3	30.1744	CLIC3	11.7233
CLIC4	10085.3371	CLIC4	10756.7409
CLIC5	69.3069	CLIC5	803.9273
CLIC6	78.265	CLIC6	458.6753
CLINT1	1608.6752	CLINT1	2174.3845
CLIP1	1910.4196	CLIP1	3025.2052
CLIP2	869.4012	CLIP2	301.8757
CLIP3	155.587	CLIP3	849.3552
CLIP4	336.1622	CLIP4	1397.1278
CLK1	576.6148	CLK1	2735.932
CLK2P	13.6728	CLK2P	10.8441
CLK2	589.8161	CLK2	471.2778
CLK3	564.8279	CLK3	530.1876
CLK4	287.6002	CLK4	759.9648
CLLU1OS	12.7298	removed	removed
CLMN	3965.1108	CLMN	2182.2978
CLN3	4091.4663	CLN3	677.9015
CLN5	328.6186	CLN5	1267.2919
CLN6	1696.3696	CLN6	458.3822
CLN8	199.4342	CLN8	515.5334
CLNS1A	1544.5545	CLNS1A	1142.4385
CLOCK	240.4526	CLOCK	816.823
CLP1	371.0514	CLP1	237.9836
CLPB	378.595	CLPB	194.9004
CLPP	1119.7548	CLPP	245.3107
CLPTM1L	3815.1815	CLPTM1L	1590.2696
CLPTM1	2730.7874	CLPTM1	2093.7866
CLPX	1512.0226	CLPX	862.837
removed	removed	CLRN3	19.0504
CLSPN	166.9024	CLSPN	15.2403
CLSTN1	6043.3522	CLSTN1	3643.0246
CLSTN2	38.1895	CLSTN2	1047.1864
CLSTN3	623.7624	CLSTN3	660.6096
CLTA	4551.1551	CLTA	1426.4361
CLTB	1148.5149	CLTB	356.3892
CLTCL1	31.1174	CLTCL1	139.2145
CLTC	8801.5087	CLTC	14506.1547
CLUAP1	493.9321	CLUAP1	446.3746
CLUL1	37.2466	CLUL1	30.7737
CLU	1466.2895	CLU	20594.0797
removed	removed	CLVS1	19.6776
CLYBL	82.5083	CLYBL	160.3165
CMA1	34.8892	CMA1	299.238
CMAH	169.7313	CMAH	676.143
CMAS	1233.3805	CMAS	657.3857
CMBL	82.9797	CMBL	974.7948
CMC1	141.9142	CMC1	130.129
CMIP	1214.5215	CMIP	1668.2298
CMKLR1	450.2593	CMKLR1	740.0352
CMPK1	4350.7779	CMPK1	5403.8687
CMPK2	1294.2008	CMPK2	204.279
CMTM1	66.4781	CMTM1	135.6975
CMTM3	710.9854	CMTM3	1344.6659
CMTM4	2406.4121	CMTM4	1401.8171
CMTM5	39.1325	CMTM5	7.034
CMTM6	2379.0665	CMTM6	3772.5674
CMTM7	668.0811	CMTM7	1014.068
CMTM8	162.6591	CMTM8	126.905
CMYA5	70.2499	CMYA5	1358.1477
CN5H6.4	6.6007	removed	removed
CNBP	7003.7718	CNBP	7239.1559
CNDP2	4395.0967	CNDP2	1699.5897
CNFN	56.1056	CNFN	38.3939
CNGA1	191.8906	CNGA1	105.51
CNGA3	9.4295	CNGA3	18.7573
CNIH2	45.2617	removed	removed
CNIH3	56.5771	CNIH3	64.7714
CNIH4	1398.8685	CNIH4	922.3329
CNIH	1050.9194	CNIH	1554.5135
CNKSR1	496.9354	CNKSR1	145.6624
CNKSR2	96.181	CNKSR2	80.5979
CNKSR3	452.1452	CNKSR3	237.1043
CNN1	127.2984	CNN1	3129.5428
CNN2	2445.0731	CNN2	2137.7491
CNN3	4389.4389	CNN3	6582.6495
CNNM1	113.1542	CNNM1	75.3224
CNNM2	104.1961	CNNM2	169.109
CNNM3	604.9033	CNNM3	749.7069
CNNM4	642.6214	CNNM4	550.1172
CNOT10	706.2706	CNOT10	525.7913
CNOT1	5108.0481	CNOT1	5676.4596
CNOT2	1346.0632	CNOT2	1686.9871
CNOT3	860.4432	CNOT3	560.0821
CNOT4	533.7105	CNOT4	694.6073
CNOT6L	770.8628	CNOT6L	1973.9156
CNOT6	1862.3291	CNOT6	1187.5733
CNOT7	2365.3937	CNOT7	1894.7831
CNOT8	972.1829	CNOT8	1525.2052
CNO	204.6205	CNO	178.1946
CNPY2	1181.0467	CNPY2	585.2872
CNPY3	999.057	CNPY3	459.8476
CNPY4	426.6855	CNPY4	217.1747
CNP	2092.8619	CNP	1063.3353
CNR1	19.3305	CNR1	143.0246
CNRIP1	105.1391	CNRIP1	754.3962
CNST	471.4757	CNST	1025.7913
CNTD1	20.7732	CNTD1	80.636
CNTD2	859.9717	removed	removed
CNTFR	33.4748	CNTFR	441.0903
CNTF	10.3725	CNTF	62.1747
CNTLN	50.9194	CNTLN	429.66
CNTN1	56.5771	CNTN1	678.4877
removed	removed	CNTN2	29.8945
CNTN3	16.5017	CNTN3	184.3494
CNTN4	267.3267	CNTN4	480.9496
removed	removed	CNTN6	38.687
CNTNAP1	98.0669	CNTNAP1	373.6811
CNTNAP2	97.5955	CNTNAP2	11.7233
CNTNAP3	333.3333	CNTNAP3	436.694
CNTNAP4	15.5587	removed	removed
CNTROB	675.6247	CNTROB	377.7843
COASY	1271.57	COASY	748.2415
removed	removed	COBLL1	3114.5955
COBL	4648.2791	COBL	605.2169
COBRA1	1785.0071	COBRA1	529.6014
removed	removed	COCH	100.1055
COG1	415.6247	COG1	868.4174
COG2	506.8364	COG2	709.8476
COG3	392.7393	COG3	1014.9472
COG4	1212.1641	COG4	804.5135
COG5	1258.6469	COG5	1378.8189
COG6	443.6587	COG6	806.5651
COG7	706.2706	COG7	519.6366
COG8	421.2683	COG8	425.0586
COIL	382.3668	COIL	478.898
COL10A1	516.2659	COL10A1	21.6882
COL11A1	1471.0042	COL11A1	73.2708
COL11A2	8.0151	COL11A2	11.4302
COL12A1	4214.5215	COL12A1	7485.0528
COL13A1	23.1023	COL13A1	18.1712
COL14A1	987.2702	COL14A1	10941.3834
COL15A1	1670.4385	COL15A1	4850.2345
COL16A1	614.8043	COL16A1	799.5311
COL17A1	165.9595	COL17A1	6882.1805
COL18A1	2943.4229	COL18A1	1944.0211
COL19A1	21.6879	removed	removed
COL1A1	85183.4041	COL1A1	23978.3118
COL1A2	60077.7935	COL1A2	37201.0551
COL21A1	35.3607	COL21A1	123.9742
COL22A1	214.05	COL22A1	9.3787
COL23A1	18.859	COL23A1	16.4127
COL24A1	13.2013	COL24A1	16.1196
COL25A1	53.7482	COL25A1	109.9062
COL27A1	302.2159	COL27A1	199.0035
COL28A1	7.0721	COL28A1	29.3083
COL29A1	6.6007	removed	removed
removed	removed	COL2A1	17.8781
COL3A1	46275.3418	COL3A1	34889.2145
COL4A1	5964.1678	COL4A1	9551.5826
COL4A2	5822.7251	COL4A2	7442.5557
COL4A3BP	643.5644	COL4A3BP	2760.8441
COL4A3	19.3305	COL4A3	35.4631
COL4A4	51.3909	COL4A4	107.2685
COL4A5	139.0853	COL4A5	1263.4818
COL4A6	12.7298	COL4A6	471.5709
COL5A1	4561.0561	COL5A1	2552.1688
COL5A2	5319.1891	COL5A2	3613.4232
COL5A3	239.9811	COL5A3	495.0176
COL6A1	9655.3512	COL6A1	8886.8699
COL6A2	9279.5851	COL6A2	8650.3517
COL6A3	12620.462	COL6A3	19815.9437
COL6A6	11.7869	COL6A6	366.6471
COL7A1	44.3187	COL7A1	99.9414
COL8A1	344.1773	COL8A1	412.075
COL8A2	376.7091	COL8A2	870.7503
COL9A1	168.3168	removed	removed
COL9A2	76.3791	COL9A2	118.1125
COL9A3	7.0721	COL9A3	7.3271
COLEC11	16.5017	COLEC11	12.3095
COLEC12	406.8835	COLEC12	1895.3693
COLQ	26.5724	COLQ	77.7667
COMMD10	200.3772	COMMD10	463.3646
COMMD1	260.7261	COMMD1	189.3318
COMMD2	782.1782	COMMD2	958.9683
COMMD3	767.9066	COMMD3	653.0862
COMMD4	1291.8435	COMMD4	400.6448
COMMD5	715.2004	COMMD5	215.4924
COMMD6	858.5573	COMMD6	1581.1841
COMMD7	1768.5054	COMMD7	1027.5498
COMMD8	218.2933	COMMD8	321.2192
COMMD9	818.4818	COMMD9	856.6823
COMP	861.3861	COMP	82.3564
COMTD1	185.7614	COMTD1	16.9988
COMT	2016.9731	COMT	765.5334
COPA	8980.7826	COPA	5823.7251
COPB1	5656.0207	COPB1	4118.2855
COPB2	4317.3032	COPB2	3802.755
COPE	2862.3291	COPE	635.4045
COPG2	707.6851	COPG2	585.8734
COPG	5155.1155	COPG	3029.8945
COPS2	1360.6789	COPS2	2522.5674
COPS3	996.6997	COPS3	1084.408
COPS4	537.4823	COPS4	1119.578
COPS5	1545.0259	COPS5	1103.4584
COPS6	2624.7053	COPS6	1025.4982
COPS7A	1115.983	COPS7A	1218.347
COPS7B	670.4385	COPS7B	630.7151
COPS8	875.521	COPS8	1255.2052
COPZ1	3074.4932	COPZ1	2980.9496
COPZ2	98.5384	COPZ2	550.9965
COQ10A	52.8053	COQ10A	175.2638
COQ10B	500.2357	COQ10B	999.7069
COQ2	249.4107	COQ2	189.9179
COQ3	189.5332	COQ3	170.5744
COQ4	620.9335	COQ4	353.4584
COQ5	366.8081	COQ5	518.4642
COQ6	240.6271	COQ6	253.9537
COQ7	209.8067	COQ7	456.3306
COQ9	1011.3154	COQ9	601.993
CORIN	93.3522	CORIN	20.2227
CORO1A	847.7133	CORO1A	228.0188
CORO1B	1265.4408	CORO1B	480.6565
CORO1C	2867.9868	CORO1C	4794.5487
CORO2A	406.8835	CORO2A	303.3411
CORO2B	51.8623	CORO2B	503.8101
CORO6	8.0151	CORO6	48.3587
CORO7	654.644	CORO7	270.5422
COTL1	7579.4437	COTL1	1796.8933
COX10	353.6068	COX10	347.0106
COX11	504.3281	COX11	828.5317
COX15	758.364	COX15	1299.0533
COX16	494.578	COX16	762.0164
COX17	529.4672	COX17	344.0797
COX18	350.7779	COX18	446.3658
COX19	285.3984	COX19	157.6758
COX4I1	3848.1848	COX4I1	2216.0023
COX4I2	10.8439	COX4I2	39.2732
COX4NB	716.6431	COX4NB	327.0809
COX5A	2640.7355	COX5A	1153.5756
COX5B	1002.8289	COX5B	763.1887
COX6A1	1608.6752	COX6A1	1363.7163
COX6B1	2314.9458	COX6B1	2332.3564
removed	removed	COX6B2	5.5686
COX6C	2119.7548	COX6C	1676.143
COX7A1	41.4899	COX7A1	552.755
COX7A2L	2305.5163	COX7A2L	1692.2626
COX7A2	1917.9632	COX7A2	1145.3693
COX7B	1628.4771	COX7B	1506.4478
COX7C	1992.4564	COX7C	2601.6999
COX8A	2340.4055	COX8A	1157.3857
CP110	546.4404	CP110	863.4232
removed	removed	CPA1	21.6882
CPA2	5.1862	CPA2	21.102
CPA3	145.686	CPA3	1049.8242
CPA4	1032.0603	CPA4	116.6471
CPAMD8	787.8359	CPAMD8	230.0703
CPB1	5.1862	CPB1	1511.1372
CPD	1688.826	CPD	5225.9672
CPEB1	13.2013	CPEB1	74.1501
CPEB2	378.595	CPEB2	1281.0668
CPEB3	106.082	CPEB3	297.1864
CPEB4	931.1645	CPEB4	1753.2239
CPE	718.0575	CPE	6313.8921
CPLX1	13.6728	CPLX1	51.5826
CPM	1157.0014	CPM	3000.5862
removed	removed	CPN2	10.551
CPNE1	2155.7001	CPNE1	895.3957
CPNE2	869.8727	CPNE2	1071.8054
CPNE3	3947.1947	CPNE3	4242.966
CPNE4	113.6256	removed	removed
CPNE5	172.5601	CPNE5	47.1864
CPNE7	177.7463	removed	removed
CPNE8	177.2749	CPNE8	531.0668
CPOX	352.6638	CPOX	344.3728
CPPED1	952.8524	CPPED1	881.5944
CPS1	18.859	CPS1	356.6823
CPSF1	2405.9406	CPSF1	416.7644
CPSF2	1295.6153	CPSF2	1611.9578
CPSF3L	1279.1136	CPSF3L	672.9191
CPSF3	1928.3357	CPSF3	812.4267
CPSF4	677.5106	CPSF4	250.8792
CPSF6	1661.4804	CPSF6	1650.9379
CPSF7	1675.1532	CPSF7	2283.7046
CPT1A	1441.3013	CPT1A	2965.4162
CPT1B	121.0137	CPT1B	219.4725
CPT1C	26.4026	CPT1C	59.2028
CPT2	903.3475	CPT2	676.7292
CPVL	582.2725	CPVL	1137.163
CPXM1	321.075	CPXM1	233.0012
CPXM2	632.7204	CPXM2	2589.9766
CPZ	153.7011	CPZ	172.3329
CP	272.6827	CP	995.0762
CR1	70.2499	CR1	473.3294
CR2	138.6139	removed	removed
CRABP1	107.4965	CRABP1	111.6647
CRABP2	1772.7487	CRABP2	2665.2989
CRADD	93.3522	CRADD	170.5744
CRAMP1L	794.4554	CRAMP1L	709.2732
CRAT	733.1447	CRAT	933.7632
CRB1	5.6577	CRB1	7.6202
CRB2	7.5436	CRB2	58.3236
CRB3	422.9137	CRB3	35.17
CRBN	543.6115	CRBN	1162.6055
CRCP	1479.4908	CRCP	812.7198
CREB1	778.4064	CREB1	2035.4631
CREB3L1	366.3366	CREB3L1	388.3353
CREB3L2	6113.6256	CREB3L2	4440.5041
CREB3L4	513.4371	CREB3L4	406.2134
CREB3	1909.7737	CREB3	738.8628
CREB5	148.9863	CREB5	1111.6647
CREBBP	356.4356	CREBBP	2741.5006
CREBL2	988.6846	CREBL2	3604.3376
CREBZF	853.3711	CREBZF	1496.483
CREG1	2387.0816	CREG1	4777.8429
CRELD1	551.6266	CRELD1	501.1723
CRELD2	625.6483	CRELD2	160.6096
CREM	463.4606	CREM	502.9308
CRHBP	5.1862	CRHBP	100.5275
CRHR1	92.8807	CRHR1	45.9232
removed	removed	CRHR2	6.7409
CRIM1	2542.1971	CRIM1	12429.66
