gene_id	TCGA-E9-A1R7-01A-11R-A14M-07	gene_id	TCGA-E9-A1R7-11A-42R-A14M-07
LYPD3	251.9353	LYPD3	88.9968
LYPD5	31.316	LYPD5	21.8447
LYPD6B	205.4891	LYPD6B	41.2621
LYPD6	122.8008	LYPD6	127.0227
LYPLA1	7523.5749	LYPLA1	783.9806
LYPLA2P1	48.2055	LYPLA2P1	23.8673
LYPLA2	524.6305	LYPLA2	355.178
LYPLAL1	1409.2189	LYPLAL1	445.3883
LYRM1	679.4511	LYRM1	1062.7023
LYRM2	791.8895	LYRM2	834.462
LYRM4	250.8797	LYRM4	365.6958
LYRM5	227.6566	LYRM5	467.233
LYRM7	635.8198	LYRM7	730.178
LYSMD1	456.3688	LYSMD1	267.7994
LYSMD2	289.9367	LYSMD2	177.1845
LYSMD3	967.2766	LYSMD3	831.7152
LYSMD4	49.3033	LYSMD4	220.894
LYST	1987.3329	LYST	2531.9579
LYVE1	15.8339	LYVE1	9018.2039
LYZ	401.126	LYZ	2175.1618
LZIC	652.3575	LZIC	491.1003
LZTFL1	547.5018	LZTFL1	740.6958
LZTR1	522.1992	LZTR1	989.1748
LZTS1	236.1013	LZTS1	173.1392
LZTS2	527.0936	LZTS2	1300.5663
M6PR	3765.2885	M6PR	2863.4587
MAB21L1	14.0746	MAB21L1	158.9806
MACC1	38.0014	MACC1	174.7573
MACF1	17534.1309	MACF1	10688.5113
MACROD1	58.4096	MACROD1	70.3883
MACROD2	37.2977	MACROD2	105.5825
MAD1L1	219.2118	MAD1L1	245.5502
MAD2L1BP	655.8761	MAD2L1BP	264.9676
MAD2L1	552.4279	MAD2L1	51.7799
MAD2L2	593.2442	MAD2L2	168.6893
MADD	1968.3322	MADD	1060.6796
MAEA	1255.102	MAEA	712.3786
MAEL	7.741	removed	removed
MAF1	1277.9733	MAF1	1828.8835
MAFB	478.5362	MAFB	1916.2621
MAFF	96.7628	MAFF	593.8511
MAFG	676.2843	MAFG	750
MAFK	557.3399	MAFK	696.2419
MAF	250.1759	MAF	3163.835
MAGEA1	164.6728	removed	removed
MAGED1	5247.361	MAGED1	1771.8447
MAGED2	14205.841	MAGED2	3135.1133
MAGED4B	171.9951	MAGED4B	102.6659
MAGED4	53.5503	MAGED4	17.8843
MAGEE1	88.67	MAGEE1	137.1359
removed	removed	MAGEE2	8.0906
MAGEF1	349.4018	MAGEF1	474.11
MAGEH1	299.0852	MAGEH1	531.1489
MAGEL2	8.7966	MAGEL2	26.2945
MAGI1	1228.0084	MAGI1	1770.2265
MAGI2	28.8529	MAGI2	354.3689
MAGI3	404.2928	MAGI3	649.2718
MAGIX	26.3899	MAGIX	13.3495
MAGOHB	299.7889	MAGOHB	157.767
MAGOH	688.9514	MAGOH	247.5728
MAGT1	558.7614	MAGT1	2602.7508
MAK16	482.1675	MAK16	566.2905
removed	removed	MAK	5.6634
MAL2	4104.152	MAL2	1083.3333
MALAT1	2660.1724	MALAT1	3458.3859
MALL	262.4912	MALL	712.3786
MALT1	737.1569	MALT1	787.2168
removed	removed	MAL	12.945
MAMDC2	27.6707	MAMDC2	3001.1974
MAMDC4	5.9817	MAMDC4	8.4951
MAML1	1336.9001	MAML1	1116.606
MAML2	89.0218	MAML2	1518.6084
MAML3	423.2935	MAML3	420.712
MAMLD1	25.3343	MAMLD1	300.9709
MAMSTR	5.278	MAMSTR	19.822
MAN1A1	2105.5595	MAN1A1	6349.11
MAN1A2	1808.2336	MAN1A2	2131.068
MAN1B1	1288.5292	MAN1B1	1021.4401
MAN1C1	137.2273	MAN1C1	625
MAN2A1	1162.9134	MAN2A1	1213.9968
MAN2A2	578.8177	MAN2A2	2896.0356
MAN2B1	3021.1119	MAN2B1	1678.3981
MAN2B2	1156.5799	MAN2B2	2158.5761
MAN2C1	467.2766	MAN2C1	936.4887
MANBAL	602.7445	MANBAL	921.9256
MANBA	680.8586	MANBA	1065.1294
MANEAL	273.399	MANEAL	63.1068
MANEA	1060.5208	MANEA	783.1715
MANF	552.7797	MANF	514.1586
MANSC1	1700.9148	MANSC1	800.9709
MAOA	89.0218	MAOA	11449.4337
MAOB	41.8719	MAOB	4705.5016
MAP1A	378.9585	MAP1A	2002.0227
MAP1B	1350.4574	MAP1B	9161.4078
MAP1D	98.1703	MAP1D	74.0291
MAP1LC3A	111.1893	MAP1LC3A	262.5405
MAP1LC3B2	141.8015	MAP1LC3B2	322.0065
MAP1LC3B	1041.1682	MAP1LC3B	3218.0421
removed	removed	MAP1LC3C	303.3981
MAP1S	488.3885	MAP1S	302.9935
MAP2K1	964.5672	MAP2K1	1811.61
MAP2K2	1945.4609	MAP2K2	930.8252
MAP2K3	276.5658	MAP2K3	622.1683
MAP2K4	838.8459	MAP2K4	884.7087
MAP2K5	354.6798	MAP2K5	380.2589
MAP2K6	242.7868	MAP2K6	105.178
MAP2K7	900.7741	MAP2K7	614.8867
MAP2	71.7804	MAP2	512.945
MAP3K10	108.7262	MAP3K10	124.5955
MAP3K11	822.6601	MAP3K11	1110.0324
MAP3K12	190.7671	MAP3K12	205.9911
MAP3K13	59.1942	MAP3K13	42.8803
MAP3K14	195.285	MAP3K14	349.9191
MAP3K1	548.5574	MAP3K1	1416.2621
MAP3K2	1543.2794	MAP3K2	1066.7476
MAP3K3	546.0134	MAP3K3	1685.9709
MAP3K4	1213.2301	MAP3K4	885.9223
MAP3K5	409.9226	MAP3K5	1218.0421
MAP3K6	104.5039	MAP3K6	735.4369
MAP3K7	846.235	MAP3K7	766.9903
MAP3K8	51.3723	MAP3K8	532.767
MAP3K9	381.4215	MAP3K9	29.5307
MAP4K1	5.278	MAP4K1	35.5987
MAP4K2	247.7129	MAP4K2	171.9256
MAP4K3	1426.8121	MAP4K3	1113.2686
MAP4K4	2637.931	MAP4K4	4574.8382
MAP4K5	1093.5961	MAP4K5	1495.5502
MAP4	2813.8635	MAP4	17077.6699
MAP6D1	50.6685	MAP6D1	19.4175
MAP6	16.8895	MAP6	218.0421
MAP7D1	545.7424	MAP7D1	3351.5372
removed	removed	MAP7D2	50.9709
MAP7D3	173.8213	MAP7D3	1343.8511
MAP7	2118.2266	MAP7	417.0712
MAP9	1965.1654	MAP9	469.6602
MAPK10	454.2576	MAPK10	881.068
MAPK11	275.1583	MAPK11	288.4304
MAPK12	180.5595	MAPK12	84.6076
MAPK13	1220.2674	MAPK13	223.301
MAPK14	1721.323	MAPK14	2310.2751
MAPK15	129.8381	removed	removed
MAPK1IP1L	1693.8776	MAPK1IP1L	1757.6861
MAPK1	4641.4497	MAPK1	4084.9515
MAPK3	1412.0338	MAPK3	1949.8382
removed	removed	MAPK4	36.4078
MAPK6	1627.3751	MAPK6	875.4045
MAPK7	82.1182	MAPK7	242.1561
MAPK8IP1	107.3188	MAPK8IP1	141.9903
MAPK8IP2	855.0317	MAPK8IP2	21.8447
MAPK8IP3	544.6868	MAPK8IP3	381.068
MAPK8	799.7889	MAPK8	281.5534
MAPK9	1973.962	MAPK9	1276.2945
MAPKAP1	1511.9634	MAPKAP1	2341.4239
MAPKAPK2	12817.0303	MAPKAPK2	1922.3301
MAPKAPK3	512.6671	MAPKAPK3	499.1909
MAPKAPK5	655.651	MAPKAPK5	396.8447
MAPKBP1	684.0253	MAPKBP1	481.7961
MAPKSP1	1250.8797	MAPKSP1	1002.8317
MAPRE1	2851.513	MAPRE1	3278.7217
MAPRE2	552.7797	MAPRE2	1128.6408
MAPRE3	824.0676	MAPRE3	517.3948
MAPT	4658.3392	MAPT	1167.8803
MARCH10	32.4279	removed	removed
MARCH1	15.1302	MARCH1	105.5825
MARCH2	432.4419	MARCH2	1171.1165
MARCH3	227.6566	MARCH3	200.2427
MARCH5	846.9388	MARCH5	1222.4919
MARCH6	5725.5454	MARCH6	2860.0324
MARCH7	4296.6221	MARCH7	1821.1974
MARCH8	270.936	MARCH8	542.0712
MARCH9	97.8184	MARCH9	151.2945
MARCKSL1	3153.4131	MARCKSL1	813.5113
MARCKS	7916.608	MARCKS	3600.3236
removed	removed	MARCO	901.699
MARK1	652.7094	MARK1	718.0421
MARK2	1074.5954	MARK2	662.2168
MARK3	711.1189	MARK3	1045.712
MARK4	421.886	MARK4	396.8447
MARS2	191.0626	MARS2	97.4919
MARS	2111.4954	MARS	1046.9862
MARVELD1	388.0049	MARVELD1	1187.6173
MARVELD2	1127.727	MARVELD2	95.8738
MARVELD3	212.0971	MARVELD3	46.7516
removed	removed	MAS1L	6.068
removed	removed	MASP1	578.8835
MASP2	31.316	MASP2	46.9256
MAST2	1577.0584	MAST2	858.4142
MAST3	742.7868	MAST3	366.5049
MAST4	830.0493	MAST4	1823.6246
MASTL	486.2773	MASTL	265.3722
MAT1A	67.2062	removed	removed
MAT2A	6249.1203	MAT2A	3298.5437
MAT2B	1231.879	MAT2B	1955.9061
MATK	5.9817	MATK	34.3851
MATN2	235.7495	MATN2	4220.8738
MATN3	145.6721	MATN3	41.6667
removed	removed	MATN4	20.6311
MATR3	12429.3631	MATR3	7026.6505
MAVS	3371.2175	MAVS	3465.6149
MAX	861.3652	MAX	1348.7055
MAZ	5672.1886	MAZ	1308.3617
MBD1	772.3434	MBD1	909.7896
MBD2	1023.5749	MBD2	3468.8511
MBD3	635.468	MBD3	631.4725
MBD4	971.4989	MBD4	747.9773
MBD5	601.689	MBD5	474.11
MBD6	864.1802	MBD6	755.2589
MBIP	306.4743	MBIP	402.5081
MBLAC1	13.019	MBLAC1	11.3269
MBLAC2	301.9001	MBLAC2	254.4498
MBNL1	1971.9845	MBNL1	8677.6011
MBNL2	2922.2379	MBNL2	5547.3301
MBNL3	13.019	MBNL3	246.3592
MBOAT1	1791.696	MBOAT1	477.3463
MBOAT2	1514.0746	MBOAT2	249.5955
MBOAT7	931.0345	MBOAT7	377.4272
MBP	737.5088	MBP	1581.7152
MBTD1	1377.551	MBTD1	739.4822
MBTPS1	2471.4989	MBTPS1	3430.4207
MBTPS2	868.1844	MBTPS2	672.9895
MB	166.4321	MB	30.3398
MC1R	136.0837	MC1R	16.1084
MCAM	548.2055	MCAM	16790.8576
MCART1	105.5595	MCART1	360.8414
removed	removed	MCART2	12.945
removed	removed	MCART6	8.0906
MCAT	326.5306	MCAT	148.0583
MCCC1	403.2372	MCCC1	1084.9515
MCCC2	6638.2829	MCCC2	1586.165
MCC	297.3258	MCC	1312.2977
MCEE	168.8951	MCEE	161.0032
removed	removed	MCF2L2	10.5178
MCF2L	2084.4476	MCF2L	923.5437
MCFD2	1964.1098	MCFD2	4316.343
MCHR1	32.3716	removed	removed
MCL1	5687.544	MCL1	7965.2104
MCM10	209.3596	MCM10	11.7314
MCM2	717.8044	MCM2	182.4434
MCM3APAS	17.083	MCM3APAS	19.2597
MCM3AP	3187.7023	MCM3AP	2020.7888
MCM3	1760.0281	MCM3	1319.1748
MCM4	1904.2928	MCM4	330.9061
MCM5	179.4511	MCM5	440.9385
MCM6	1022.5194	MCM6	722.0874
MCM7	919.254	MCM7	1130.1699
MCM8	429.9789	MCM8	203.479
MCM9	97.4666	MCM9	59.0615
MCOLN1	467.2766	MCOLN1	555.4207
MCOLN2	74.9472	MCOLN2	16.9903
MCOLN3	5.278	MCOLN3	136.7314
MCPH1	383.6172	MCPH1	482.7872
MCRS1	775.1583	MCRS1	536.8123
MCTP1	113.6524	MCTP1	640.7767
MCTP2	16.1858	MCTP2	122.5728
MCTS1	750.8797	MCTS1	845.4693
MDC1	725.1935	MDC1	833.3333
MDFIC	379.6622	MDFIC	3196.1974
MDFI	548.5574	MDFI	442.5566
MDGA1	33.0753	MDGA1	152.1036
MDH1B	84.0957	MDH1B	16.5858
MDH1	3434.2013	MDH1	6531.5534
MDH2	1895.848	MDH2	1921.9256
MDK	582.6882	MDK	408.9806
MDM1	345.1795	MDM1	252.0227
MDM2	4038.0014	MDM2	1656.1489
MDM4	1199.1555	MDM4	895.6311
MDN1	1199.5074	MDN1	1733.0097
MDP1	145.1232	MDP1	126.0437
ME1	1360.3096	ME1	2016.5858
ME2	945.4609	ME2	755.6634
ME3	24.2787	ME3	436.0841
MEA1	747.361	MEA1	680.0162
MEAF6	3974.3139	MEAF6	1158.9806
MECOM	200.9148	MECOM	1021.4401
MECP2	1223.0823	MECP2	2175.9709
MECR	169.9507	MECR	606.3916
MED10	367.3469	MED10	402.1036
MED11	153.765	MED11	170.712
MED12L	56.2984	MED12L	14.5631
MED12	1484.8698	MED12	1479.7735
MED13L	5204.0816	MED13L	5127.0227
MED13	7524.9824	MED13	2843.0421
MED14	2571.7804	MED14	1179.2071
MED15	913.0894	MED15	1200.6472
MED16	675.5806	MED16	365.6958
MED17	445.4609	MED17	523.0583
MED18	298.7333	MED18	248.7864
MED19	122.449	MED19	155.7443
MED1	4035.8902	MED1	1952.2654
MED20	511.6115	MED20	419.9029
MED21	622.449	MED21	561.4887
MED22	463.4061	MED22	606.3916
MED23	1891.2738	MED23	1042.4757
MED24	2717.1006	MED24	804.2071
MED25	416.608	MED25	369.3366
MED26	258.2688	MED26	158.1715
MED27	139.6904	MED27	143.6084
MED28	421.1823	MED28	579.288
MED29	747.7129	MED29	1131.877
MED30	290.6404	MED30	146.0356
MED31	113.4096	MED31	104.6602
MED4	1267.4173	MED4	999.5955
MED6	223.7861	MED6	278.3172
MED7	202.3223	MED7	243.123
MED8	1223.4342	MED8	543.2848
MED9	171.3582	MED9	300.1618
MEF2A	1718.114	MEF2A	2478.9442
MEF2B	13.8635	MEF2B	11.7678
MEF2C	393.3849	MEF2C	2113.2686
MEF2D	1214.6376	MEF2D	1588.5922
removed	removed	MEFV	12.5405
MEG3	16.1858	MEG3	189.7249
MEGF10	273.7509	MEGF10	121.3592
MEGF6	175.2287	MEGF6	587.7832
MEGF8	279.0289	MEGF8	1962.3786
MEGF9	1497.1851	MEGF9	2706.3107
MEI1	8.7966	MEI1	36.4078
MEIS1	116.4673	MEIS1	445.3883
MEIS2	63.6875	MEIS2	471.6828
MEIS3P1	415.5524	MEIS3P1	646.0356
MEIS3	278.677	MEIS3	105.178
MELK	239.2681	MELK	21.0356
MEMO1	305.4117	MEMO1	288.1513
MEN1	502.4631	MEN1	392.3948
MEOX1	209.3596	MEOX1	1029.9353
MEOX2	91.4849	MEOX2	1321.1974
MEPCE	818.7896	MEPCE	828.8835
MEPE	6.6854	removed	removed
MERTK	80.9289	MERTK	408.5761
MESDC1	310.6967	MESDC1	363.2686
MESDC2	1838.1422	MESDC2	1240.6958
MESP1	41.8719	MESP1	47.3301
MESP2	28.1492	MESP2	6.4725
removed	removed	MESTIT1	74.4337
MEST	482.7586	MEST	5592.233
METAP1	1651.6538	METAP1	936.8932
METAP2	2583.7438	METAP2	1884.3042
METRNL	219.9156	METRNL	359.2233
METRN	368.0507	METRN	33.1715
METT10D	555.5947	METT10D	862.4595
METT11D1	370.5137	METT11D1	295.712
METT5D1	430.6826	METT5D1	297.3301
METTL10	131.4356	METTL10	284.284
METTL11A	195.8515	METTL11A	201.8002
METTL12	23.2336	METTL12	55.8252
METTL13	1857.1429	METTL13	764.1586
METTL14	694.9331	METTL14	523.0583
METTL1	302.2519	METTL1	138.3495
METTL2A	777.2695	METTL2A	301.7799
METTL2B	378.2548	METTL2B	351.9417
METTL3	777.5792	METTL3	549.3892
METTL4	427.164	METTL4	241.9094
METTL5	478.3251	METTL5	832.2573
METTL6	388.107	METTL6	237.4595
METTL7A	643.209	METTL7A	7509.3042
removed	removed	METTL7B	17.7994
METTL8	382.829	METTL8	612.4595
METTL9	2704.7854	METTL9	2066.7476
MET	220.9711	MET	2086.165
MEX3A	578.114	MEX3A	77.6699
MEX3B	128.0788	MEX3B	73.6246
MEX3C	1324.0676	MEX3C	1175.5663
MEX3D	631.2456	MEX3D	160.5987
MFAP1	1136.8754	MFAP1	812.2977
MFAP2	114.3561	MFAP2	135.1133
MFAP3L	400.4222	MFAP3L	317.9612
MFAP3	1979.9437	MFAP3	1442.9612
MFAP4	928.9233	MFAP4	12139.5631
MFAP5	358.9022	MFAP5	13792.0712
MFF	1242.083	MFF	1243.5275
MFGE8	865.9395	MFGE8	5076.8608
MFHAS1	377.9029	MFHAS1	282.767
MFI2	14.4265	MFI2	222.0874
MFN1	2204.0816	MFN1	978.9644
MFN2	5863.4764	MFN2	3307.4434
MFNG	68.5151	MFNG	518.2039
MFRP	96.7628	MFRP	386.7314
MFSD10	279.7326	MFSD10	295.712
MFSD11	892.8536	MFSD11	573.1675
MFSD1	1672.0619	MFSD1	2608.4142
MFSD2A	328.2899	MFSD2A	13.3495
MFSD2B	10.2041	removed	removed
MFSD3	303.6594	MFSD3	75.2427
MFSD4	81.9845	MFSD4	192.9612
MFSD5	1017.5932	MFSD5	566.343
MFSD6	4476.4251	MFSD6	1247.9773
MFSD7	83.1422	MFSD7	93.4466
MFSD8	399.3666	MFSD8	421.9256
MFSD9	337.0866	MFSD9	173.9482
MGAM	14.4265	MGAM	8.8997
MGAT1	1373.6805	MGAT1	3935.6796
MGAT2	858.5503	MGAT2	757.2816
MGAT3	39.057	MGAT3	802.1845
MGAT4A	1896.9036	MGAT4A	997.9773
MGAT4B	1042.5757	MGAT4B	916.6667
MGAT5B	57.354	MGAT5B	14.5631
MGAT5	533.0753	MGAT5	403.3172
MGA	1445.1091	MGA	1487.055
removed	removed	MGC12916	6.068
MGC12982	10.2041	MGC12982	54.6117
removed	removed	MGC14436	15.3722
MGC16121	10.2041	removed	removed
MGC16142	11.9634	MGC16142	12.945
MGC16275	28.1492	MGC16275	40.0485
removed	removed	MGC16384	10.9223
MGC21881	51.3723	MGC21881	133.4951
MGC23270	98.1703	MGC23270	26.699
MGC23284	14.0746	MGC23284	20.2265
MGC2752	403.589	MGC2752	421.9256
MGC29506	529.9085	MGC29506	107.6052
MGC3771	10.1443	removed	removed
removed	removed	MGC45800	83.3333
MGC57346	296.5869	MGC57346	146.4401
MGC70857	203.7298	MGC70857	127.4272
MGC72080	26.9704	MGC72080	55.2751
MGC87042	40.1126	MGC87042	33.9806
MGEA5	3867.3469	MGEA5	6938.5113
MGLL	615.0598	MGLL	9921.9256
MGMT	101.3371	MGMT	202.6699
MGP	39412.7375	MGP	33890.3722
MGRN1	1398.311	MGRN1	750.4045
MGST1	6885.9958	MGST1	15419.4984
MGST2	1682.9697	MGST2	699.0291
MGST3	535.1865	MGST3	2588.9968
MIA3	7232.5827	MIA3	3204.288
MIAT	63.6172	MIAT	87.3786
removed	removed	MIA	40.2144
MIB1	3159.0429	MIB1	2049.7573
MIB2	252.639	MIB2	166.2621
MICAL1	544.3103	MICAL1	312.2977
MICAL2	2253.6946	MICAL2	852.7508
MICAL3	456.7206	MICAL3	1206.3107
MICALCL	306.1224	MICALCL	21.4401
MICALL1	708.304	MICALL1	519.0129
MICALL2	505.9817	MICALL2	103.5599
MICA	83.392	MICA	244.7411
MICB	92.1886	MICB	72.8155
MID1IP1	608.7262	MID1IP1	480.9871
MID1	47.5018	MID1	961.5696
MID2	678.3955	MID2	1325.2427
MIDN	1756.8614	MIDN	586.165
MIER1	806.4743	MIER1	1475.3236
MIER2	327.5862	MIER2	293.6893
MIER3	1349.4018	MIER3	656.9579
MIF4GD	676.6362	MIF4GD	352.7508
MIF	2088.7438	MIF	406.4482
MIIP	452.1464	MIIP	137.945
MINA	712.5264	MINA	1032.3018
MINK1	1060.6369	MINK1	1354.8827
MINPP1	388.4588	MINPP1	411.0032
MIOS	1191.7664	MIOS	649.2718
MIPEP	181.9141	MIPEP	158.1715
MIPOL1	366.9951	MIPOL1	106.3916
removed	removed	MIR155HG	12.1359
MIR17HG	15.4821	MIR17HG	29.5307
MIS12	327.5862	MIS12	424.3528
MITD1	251.9353	MITD1	212.3786
MITF	117.171	MITF	1451.8608
MKI67IP	839.898	MKI67IP	570.3762
MKI67	2233.9901	MKI67	88.1877
MKKS	1093.2442	MKKS	1040.8576
MKL1	654.8205	MKL1	756.068
MKL2	5472.5545	MKL2	4169.9029
MKLN1	1500	MKLN1	3476.9417
MKNK1	283.6031	MKNK1	722.4919
MKNK2	5690.007	MKNK2	2806.2298
MKRN1	3609.0781	MKRN1	2655.3398
MKRN2	731.1752	MKRN2	908.5761
MKS1	331.4567	MKS1	156.5534
MKX	6.3336	MKX	149.6764
MLEC	7471.8508	MLEC	5962.3786
MLF1IP	1120.9887	MLF1IP	69.0494
MLF1	737.8607	MLF1	199.0291
MLF2	2455.665	MLF2	1844.2557
MLH1	478.8881	MLH1	667.8803
MLH3	355.0317	MLH3	690.1294
MLKL	167.8395	MLKL	286.4078
MLL2	4093.8353	MLL2	2556.0922
MLL3	3450.3871	MLL3	3807.0388
MLL4	617.5229	MLL4	724.11
MLL5	1849.1098	MLL5	3059.466
MLLT10	727.3047	MLLT10	796.1165
MLLT11	154.4687	MLLT11	30.3398
MLLT1	2165.7284	MLLT1	1155.7443
MLLT3	80.2252	MLLT3	355.5825
MLLT4	16881.4215	MLLT4	3436.0841
MLLT6	6646.7277	MLLT6	3232.2006
MLL	1584.0957	MLL	3605.178
MLNR	13.3709	removed	removed
MLPH	6461.9986	MLPH	708.7379
MLST8	707.5897	MLST8	261.3147
MLXIPL	7.3892	MLXIPL	630.2589
MLXIP	871.5693	MLXIP	1413.4304
MLX	2509.715	MLX	1235.5987
MLYCD	180.1548	MLYCD	341.8285
MMAA	249.8241	MMAA	302.589
MMAB	262.4912	MMAB	304.6117
MMACHC	184.7291	MMACHC	133.8997
MMADHC	2985.2217	MMADHC	1812.2977
MMD	458.1281	MMD	6335.7605
MMEL1	40.2006	removed	removed
MME	259.3244	MME	8453.479
MMGT1	1541.5201	MMGT1	1531.5534
MMP10	5.278	removed	removed
MMP11	3333.216	MMP11	39.2395
removed	removed	MMP12	28.7217
MMP13	422.2379	removed	removed
MMP14	2558.4096	MMP14	3657.3625
MMP15	640.0422	MMP15	455.9061
MMP16	100.2815	MMP16	224.11
MMP17	113.6524	MMP17	40.4531
MMP19	174.525	MMP19	828.8835
MMP1	8.0929	removed	removed
MMP23B	7.741	MMP23B	59.0615
MMP24	267.4173	MMP24	351.1327
MMP25	16.3406	MMP25	24.288
removed	removed	MMP27	47.3301
MMP28	29.5567	MMP28	651.2945
MMP2	1810.6967	MMP2	13230.5825
MMP3	51.7241	MMP3	112.4595
MMP7	90.0774	MMP7	877.0227
MMP9	101.689	MMP9	181.2298
MMRN1	66.1506	MMRN1	1883.4951
MMRN2	590.0774	MMRN2	4245.1456
MMS19	720.6193	MMS19	923.9482
MN1	110.4856	MN1	593.8511
MNAT1	590.4293	MNAT1	273.8673
MND1	43.9831	removed	removed
MNDA	39.4089	MNDA	293.2848
MNS1	90.0774	MNS1	74.0291
MNT	230.8234	MNT	398.8673
MNX1	12.6671	removed	removed
MOAP1	379.6622	MOAP1	860.4369
MOB2	271.2878	MOB2	427.9935
MOBKL1A	1349.7537	MOBKL1A	836.9741
MOBKL1B	1636.8754	MOBKL1B	991.1003
MOBKL2A	1351.513	MOBKL2A	1195.7929
MOBKL2B	67.5581	MOBKL2B	997.1683
MOBKL2C	155.8761	MOBKL2C	782.3625
MOBKL3	1753.3427	MOBKL3	880.2589
MOCOS	681.2104	MOCOS	118.123
MOCS1	298.1773	MOCS1	1971.4887
MOCS2	855.3835	MOCS2	966.8285
MOCS3	1805.7706	MOCS3	134.7087
removed	removed	MOGAT2	6.877
MOGS	1000	MOGS	600.3236
MON1A	96.0591	MON1A	146.8447
MON1B	598.874	MON1B	614.0777
MON2	2631.9493	MON2	1715.2104
MORC2	1030.6122	MORC2	748.3819
MORC3	1093.2442	MORC3	1358.0097
MORC4	458.8318	MORC4	1309.0615
MORF4L1	4317.0303	MORF4L1	5992.3139
MORF4L2	5990.1478	MORF4L2	3356.3875
MORF4	7.3892	MORF4	8.4951
MORN1	86.2069	MORN1	20.6311
MORN2	311.0486	MORN2	154.5307
MORN3	32.7234	removed	removed
MORN4	149.5426	MORN4	124.1909
MOSC1	1400.0704	MOSC1	3180.4207
MOSC2	763.8987	MOSC2	436.8932
MOSPD1	505.9817	MOSPD1	241.5049
MOSPD2	330.4011	MOSPD2	443.7702
MOSPD3	133.0049	MOSPD3	109.6278
MOV10	575.651	MOV10	477.3463
MOXD1	147.7833	MOXD1	86.165
MPDU1	653.4131	MPDU1	627.0227
MPDZ	573.5398	MPDZ	2158.1715
MPEG1	190.007	MPEG1	4440.1294
MPG	631.2456	MPG	301.7799
MPHOSPH10	1419.0711	MPHOSPH10	824.4337
MPHOSPH6	163.969	MPHOSPH6	172.3301
MPHOSPH8	1827.2343	MPHOSPH8	1513.3495
MPHOSPH9	821.2526	MPHOSPH9	183.2524
MPI	673.4694	MPI	536.4078
MPL	8.7966	MPL	56.6343
MPND	505.9817	MPND	152.1036
MPP1	82.6882	MPP1	905.7443
MPP2	2152.3575	MPP2	110.8414
MPP3	181.2104	MPP3	45.3074
removed	removed	MPP4	6.068
MPP5	853.9761	MPP5	1230.9871
MPP6	56.6502	MPP6	190.534
MPP7	1505.9817	MPP7	416.6667
MPPE1	640.0422	MPPE1	729.3689
removed	removed	MPPED1	5.6634
MPPED2	80.2252	MPPED2	128.6408
MPRIP	733.9901	MPRIP	3327.6699
MPST	248.4166	MPST	516.1812
MPV17L2	343.772	MPV17L2	121.7638
MPV17L	188.2477	MPV17L	66.7476
MPV17	475.3695	MPV17	589.4013
MPZL1	5786.418	MPZL1	4319.1748
MPZL2	119.6341	MPZL2	555.8252
MPZL3	57.354	MPZL3	30.7443
removed	removed	MPZ	197.8155
MR1	296.974	MR1	198.6246
MRAP2	46.0943	MRAP2	59.8706
removed	removed	MRAP	746.7395
MRAS	365.9395	MRAS	5760.1133
MRC1	52.7797	MRC1	3739.8867
MRC2	1414.4968	MRC2	3522.6537
MRE11A	257.917	MRE11A	740.2913
MREG	1232.5721	MREG	246.9215
MRFAP1L1	2447.924	MRFAP1L1	1268.2039
MRFAP1	8143.209	MRFAP1	5832.9288
MRGPRF	27.0936	MRGPRF	474.9191
removed	removed	MRGPRX2	7.6861
removed	removed	MRGPRX3	23.0583
MRI1	436.3125	MRI1	294.4984
MRM1	136.5236	MRM1	56.2298
MRO	14.7783	MRO	91.8285
MRP63	654.5637	MRP63	328.0744
MRPL10	1134.4124	MRPL10	794.9029
MRPL11	443.7016	MRPL11	455.9061
MRPL12	714.9894	MRPL12	312.7023
MRPL13	996.1295	MRPL13	394.4175
MRPL14	554.5391	MRPL14	216.4239
MRPL15	918.0155	MRPL15	646.0356
MRPL16	326.5306	MRPL16	573.2201
MRPL17	768.121	MRPL17	480.9871
MRPL18	1300.1407	MRPL18	502.8317
MRPL19	2209.7115	MRPL19	1704.6926
MRPL1	204.0816	MRPL1	351.5372
MRPL20	3166.2104	MRPL20	885.0769
MRPL21	354.6798	MRPL21	260.1133
MRPL22	326.8825	MRPL22	276.2945
MRPL23	249.4722	MRPL23	207.9288
MRPL24	1003.1668	MRPL24	779.9353
MRPL27	901.8297	MRPL27	414.2395
MRPL28	667.1358	MRPL28	402.1036
MRPL2	214.2857	MRPL2	318.3657
MRPL30	1481.8825	MRPL30	822.3463
MRPL32	930.6826	MRPL32	627.0227
MRPL33	535.1865	MRPL33	474.5146
MRPL34	624.2083	MRPL34	459.9515
MRPL35	975.0176	MRPL35	921.9256
MRPL36	346.5869	MRPL36	181.2298
MRPL37	3122.0971	MRPL37	918.2848
MRPL38	611.221	MRPL38	346.8083
MRPL39	363.4764	MRPL39	355.178
MRPL3	2466.5728	MRPL3	1182.4434
MRPL40	511.2597	MRPL40	471.6828
MRPL41	266.7136	MRPL41	273.4628
MRPL42P5	5.3695	MRPL42P5	18.2848
MRPL42	1283.2512	MRPL42	452.6699
MRPL43	517.8008	MRPL43	710.2953
MRPL44	810.3448	MRPL44	471.2783
MRPL45	1964.4616	MRPL45	932.4434
