gene_id	TCGA-BH-A1F8-01A-11R-A13Q-07	gene_id	TCGA-BH-A1F8-11B-21R-A13Q-07
KIRREL	38.4838	KIRREL	513.4825
KITLG	955.7292	KITLG	1384.3947
KIT	112.8472	KIT	10477.3379
KLB	18.5185	KLB	429.7189
KLC1	606.2008	KLC1	1673.5341
KLC2	257.5231	KLC2	317.8428
KLC3	46.195	KLC3	75.8577
KLC4	359.3924	KLC4	408.5141
KLF10	2405.0926	KLF10	4144.5783
KLF11	640.3356	KLF11	1699.9426
KLF12	490.4514	KLF12	548.4796
KLF13	1025.1736	KLF13	2325.8749
removed	removed	KLF14	8.6059
removed	removed	KLF15	212.8514
KLF16	60.4745	KLF16	233.5055
KLF2	222.2222	KLF2	1817.5559
KLF3	1603.2957	KLF3	1889.1509
KLF4	126.7361	KLF4	2994.8365
KLF5	94.0394	KLF5	2231.7843
KLF6	4324.6528	KLF6	10314.4005
KLF7	28.9352	KLF7	111.8761
KLF8	203.4144	KLF8	479.0591
KLF9	1668.9815	KLF9	3611.0155
KLHDC10	1445.6019	KLHDC10	810.6713
KLHDC1	50.0579	KLHDC1	131.9564
KLHDC2	623.8426	KLHDC2	1272.5186
KLHDC3	1188.0787	KLHDC3	1799.7705
KLHDC4	39.6412	KLHDC4	125.0717
KLHDC5	1692.7083	KLHDC5	1185.3127
removed	removed	KLHDC7A	111.3024
KLHDC7B	24.5949	KLHDC7B	52.2088
KLHDC8A	9.2593	KLHDC8A	9.1796
KLHDC8B	184.8958	KLHDC8B	508.319
KLHDC9	91.7245	KLHDC9	75.1578
KLHL11	150.7523	KLHL11	60.8147
KLHL12	2293.1134	KLHL12	928.8583
KLHL13	48.0324	KLHL13	1172.6908
KLHL14	8.6806	KLHL14	27.5387
KLHL15	196.7593	KLHL15	453.2415
KLHL17	24.3056	KLHL17	57.3723
KLHL18	336.8056	KLHL18	349.9713
KLHL20	382.8125	KLHL20	505.4504
KLHL21	132.2338	KLHL21	1993.1153
KLHL22	200.5208	KLHL22	364.8881
KLHL23	280.1273	KLHL23	126.2192
KLHL24	1227.7199	KLHL24	1428.5714
KLHL25	111.1111	KLHL25	230.0631
KLHL26	122.6852	KLHL26	238.0952
KLHL28	539.9306	KLHL28	493.9759
KLHL29	37.037	KLHL29	478.4854
KLHL2	240.7407	KLHL2	771.0843
removed	removed	KLHL30	18.3592
KLHL31	31.8287	KLHL31	137.0109
KLHL32	6.0764	KLHL32	13.1956
removed	removed	KLHL33	5.7372
KLHL35	56.4236	KLHL35	32.7022
KLHL36	45.1389	KLHL36	204.2456
removed	removed	KLHL38	6.8847
KLHL3	112.2685	KLHL3	324.1538
KLHL4	7.8125	KLHL4	60.241
KLHL5	703.125	KLHL5	1104.4177
KLHL6	74.3634	KLHL6	61.9621
KLHL7	546.0069	KLHL7	791.7384
KLHL8	286.169	KLHL8	376.3626
KLHL9	1464.4097	KLHL9	1677.5674
KLK10	7.8125	KLK10	218.0149
KLK11	7.5231	KLK11	130.2352
removed	removed	KLK13	9.1796
removed	removed	KLK1	10.9007
KLK4	50.9259	KLK4	6.8847
KLK5	22.8588	KLK5	1279.4033
KLK6	11.2847	KLK6	473.8956
KLK7	14.7569	KLK7	427.9977
removed	removed	KLK8	99.8279
removed	removed	KLKB1	6.311
KLKP1	5.2083	removed	removed
KLRA1	15.9144	KLRA1	65.4045
KLRAQ1	701.0995	KLRAQ1	645.4389
KLRB1	6.9444	KLRB1	41.3081
removed	removed	KLRC1	5.1635
removed	removed	KLRC2	5.4504
KLRD1	41.3773	KLRD1	53.93
KLRF1	5.4977	KLRF1	11.4745
KLRG1	20.544	KLRG1	18.3592
removed	removed	KLRG2	24.6701
KLRK1	37.9514	KLRK1	81.113
KL	25.1736	KL	376.9363
KMO	316.3455	KMO	23.8038
KNDC1	123.2639	KNDC1	17.7854
KNG1	5.4977	removed	removed
KNTC1	1110.787	KNTC1	257.0281
KPNA1	4378.7616	KPNA1	1457.2576
KPNA2	4063.3681	KPNA2	867.4699
KPNA3	2982.6389	KPNA3	1106.1388
KPNA4	3970.7755	KPNA4	1547.3322
KPNA5	73.206	KPNA5	137.1199
KPNA6	2377.3148	KPNA6	1942.6277
KPNB1	8165.7986	KPNB1	4099.2542
KPTN	109.375	KPTN	98.1067
KRAS	2416.6667	KRAS	960.9868
KRBA1	109.6644	KRBA1	238.0952
KRBA2	33.8542	KRBA2	109.5812
KRCC1	584.4907	KRCC1	1121.6294
KREMEN1	157.1181	KREMEN1	653.471
KRI1	134.0249	KRI1	405.961
KRIT1	1420.1389	KRIT1	728.6288
KRR1	1772.6881	KRR1	925.6454
KRT10	451.0995	KRT10	343.6604
KRT14	80.4398	KRT14	24907.6305
KRT15	52.0833	KRT15	16756.7413
KRT16	6.6551	KRT16	214.5726
KRT17	87.0949	KRT17	12088.3534
KRT18	11754.2506	KRT18	5558.6116
KRT19	11779.5139	KRT19	11985.0832
removed	removed	KRT1	6.311
KRT222	59.8958	KRT222	87.7797
KRT23	61.0532	KRT23	1462.4211
KRT2	5.2083	removed	removed
removed	removed	KRT31	42.4555
removed	removed	KRT32	13.7694
removed	removed	KRT40	5.1635
KRT5	138.5995	KRT5	21253.012
KRT6A	30.0926	KRT6A	139.4148
KRT6B	72.0486	KRT6B	1153.7579
removed	removed	KRT6C	10.327
KRT75	7.5231	removed	removed
removed	removed	KRT79	10.327
KRT7	28.9352	KRT7	6412.5072
KRT80	1186.9213	KRT80	386.1159
KRT81	20.2546	KRT81	39.0132
removed	removed	KRT83	9.7533
KRT86	6.3657	KRT86	6.8847
KRT8	17796.0966	KRT8	8584.2456
removed	removed	KRT9	5.1635
KRTCAP2	1536.7477	KRTCAP2	1301.2048
KRTCAP3	374.7106	KRTCAP3	321.2851
KSR1	88.5417	KSR1	487.6649
KSR2	11.2847	KSR2	62.5359
KTELC1	566.8403	KTELC1	502.5818
KTI12	110.8218	KTI12	153.1842
KTN1	8955.1505	KTN1	6864.6013
KYNU	129.0509	KYNU	131.3827
KY	59.6065	KY	270.7975
L1CAM	138.0208	L1CAM	72.2892
L1TD1	16.2037	L1TD1	29.2599
L2HGDH	311.3426	L2HGDH	185.3127
L3MBTL2	557.1499	L3MBTL2	787.8199
L3MBTL3	231.7708	L3MBTL3	255.8807
L3MBTL4	9.2593	L3MBTL4	275.3873
L3MBTL	148.1481	L3MBTL	96.3855
LACE1	102.1412	LACE1	42.4555
LACTB2	510.706	LACTB2	265.634
LACTB	795.1389	LACTB	229.4894
LAD1	603.0093	LAD1	776.8216
LAG3	19.0972	LAG3	9.1796
LAGE3	359.0856	LAGE3	189.9025
LAIR1	199.3634	LAIR1	582.3293
removed	removed	LALBA	320.7114
LAMA1	58.1597	LAMA1	422.8342
LAMA2	405.9578	LAMA2	2236.9421
LAMA3	727.1412	LAMA3	4198.5083
LAMA4	1381.0764	LAMA4	3403.9013
LAMA5	688.9468	LAMA5	3277.6822
LAMB1	2050.3472	LAMB1	5002.8686
removed	removed	LAMB2L	44.7504
LAMB2	1843.4606	LAMB2	6547.3322
LAMB3	185.4745	LAMB3	4382.0998
LAMC1	2344.9074	LAMC1	9617.9002
LAMC2	412.6157	LAMC2	4221.4573
removed	removed	LAMC3	44.7504
LAMP1	4825.2315	LAMP1	6855.4217
LAMP2	11486.9792	LAMP2	6195.066
LAMP3	129.919	LAMP3	59.0935
LANCL1	4835.3588	LANCL1	2549.0534
LANCL2	417.8241	LANCL2	690.1893
removed	removed	LANCL3	8.6059
LAP3	2467.5926	LAP3	2967.8715
LAPTM4A	16960.0694	LAPTM4A	9532.4154
LAPTM4B	5002.0255	LAPTM4B	3002.2949
LAPTM5	2023.7269	LAPTM5	2825.0143
LARGE	429.3981	LARGE	560.5278
LARP1B	349.8264	LARP1B	349.3976
LARP1	7222.5116	LARP1	3461.8474
LARP4B	2566.5509	LARP4B	1281.1245
LARP4	4024.5949	LARP4	1078.6001
LARP6	118.0556	LARP6	379.2312
LARP7	728.8773	LARP7	1170.3959
LARS2	419.5602	LARS2	501.4343
LARS	5341.1458	LARS	3218.5886
LAS1L	791.3773	LAS1L	663.798
LASP1	5832.7546	LASP1	4420.5393
removed	removed	LASS1	11.4917
LASS2	11606.7708	LASS2	3334.4808
removed	removed	LASS3	7.4584
LASS4	679.6875	LASS4	619.0476
LASS5	889.4676	LASS5	809.5238
LASS6	8928.1597	LASS6	1022.0023
LAT2	153.3565	LAT2	160.6426
LATS1	987.2685	LATS1	664.9455
LATS2	351.2731	LATS2	1005.1635
LAT	22.6939	LAT	67.5502
LAX1	38.4838	LAX1	26.3913
LAYN	90.5671	LAYN	293.7464
LBH	468.75	LBH	1977.6248
removed	removed	LBP	35.5709
LBR	726.2731	LBR	1139.9885
LBX2	7.2338	removed	removed
removed	removed	LBXCOR1	7.4584
LCA5L	234.9537	LCA5L	80.3213
LCA5	247.6852	LCA5	416.5232
LCAT	19.4444	LCAT	91.8876
LCK	25.7523	LCK	71.1417
LCLAT1	1271.412	LCLAT1	390.7057
LCMT1	723.9583	LCMT1	562.249
LCMT2	581.0185	LCMT2	329.891
removed	removed	LCN10	39.0591
LCN12	19.9653	LCN12	7.4584
removed	removed	LCN2	253.012
removed	removed	LCN6	7.4125
LCORL	89.6123	LCORL	81.7613
LCOR	140.6916	LCOR	92.7826
LCP1	4948.206	LCP1	2045.8979
LCP2	186.6319	LCP2	260.4705
removed	removed	LCT	8.0321
LDB1	623.8426	LDB1	1126.2192
removed	removed	LDB2	1740.677
LDB3	15.0463	LDB3	96.3855
LDHA	24728.8773	LDHA	9552.4957
LDHB	594.0394	LDHB	7816.9822
LDHC	120.081	LDHC	22.3752
LDHD	43.1134	LDHD	192.7711
LDLRAD1	6.3657	removed	removed
LDLRAD2	13.4491	LDLRAD2	151.004
LDLRAD3	1380.787	LDLRAD3	775.6741
LDLRAP1	545.4282	LDLRAP1	653.471
LDLR	1054.1088	LDLR	2251.8646
LDOC1L	911.4583	LDOC1L	1146.8732
LDOC1	1119.213	LDOC1	720.5967
removed	removed	LEAP2	5.1635
LEF1	560.1852	LEF1	53.3563
removed	removed	LEFTY1	13.7694
removed	removed	LEFTY2	28.1124
LEKR1	28.3565	LEKR1	16.0643
removed	removed	LEMD1	5.7372
LEMD2	521.7014	LEMD2	526.6781
LEMD3	800.9259	LEMD3	884.1079
LENG1	9.2593	LENG1	102.6965
LENG8	1117.1238	LENG8	2098.6059
LENG9	30.735	LENG9	93.0178
LEO1	1314.2361	LEO1	482.5014
LEPRE1	445.3125	LEPRE1	682.1572
LEPREL1	39.6412	LEPREL1	534.7103
LEPREL2	83.6227	LEPREL2	438.8985
LEPROTL1	1267.0718	LEPROTL1	868.6173
LEPROT	687.1557	LEPROT	1478.7608
LEPR	172.2193	LEPR	2748.4337
removed	removed	LEP	1454.389
LETM1	832.4653	LETM1	713.712
LETM2	361.4005	LETM2	20.0803
LETMD1	1009.838	LETMD1	1325.3012
LFNG	73.7847	LFNG	565.6913
removed	removed	LGALS12	478.4854
LGALS1	2797.4537	LGALS1	7203.6718
removed	removed	LGALS2	5.7372
LGALS3BP	38071.4699	LGALS3BP	7803.7866
LGALS3	664.9306	LGALS3	8028.1124
removed	removed	LGALS7B	31.5548
removed	removed	LGALS7	13.7694
LGALS8	1986.9618	LGALS8	891.5605
LGALS9C	24.0162	LGALS9C	6.8847
LGALS9	1975.1157	LGALS9	915.0889
LGI2	63.3681	LGI2	149.7418
LGI4	10.9954	LGI4	228.3419
LGMN	1997.6852	LGMN	2561.1015
LGR4	4939.5255	LGR4	2100.4016
LGR5	22.8588	LGR5	84.9111
LGR6	9.5486	LGR6	408.4911
LGTN	676.2153	LGTN	1452.0941
removed	removed	LHCGR	9.7533
removed	removed	LHFPL1	22.3752
LHFPL2	2489.294	LHFPL2	2566.2651
removed	removed	LHFPL4	8.0321
LHFP	275.7523	LHFP	3926.5634
LHPP	315.9722	LHPP	510.6139
LHX1	12.4421	removed	removed
LHX2	18.5185	removed	removed
LHX6	52.662	LHX6	463.5686
LIAS	99.537	LIAS	227.7682
LIFR	666.956	LIFR	5405.0488
LIF	28.9352	LIF	251.8646
LIG1	490.4514	LIG1	431.44
LIG3	1658.5648	LIG3	470.4532
LIG4	310.4745	LIG4	378.0838
removed	removed	LILRA1	12.0482
LILRA2	16.0272	LILRA2	16.0643
LILRA4	11.5741	LILRA4	7.4584
LILRA5	6.9444	LILRA5	9.7533
LILRA6	18.8079	LILRA6	47.7051
LILRB1	48.0324	LILRB1	82.0425
LILRB2	47.4537	LILRB2	61.3884
LILRB3	9.838	LILRB3	10.8147
LILRB4	108.5069	LILRB4	203.0981
LILRB5	11.5741	LILRB5	188.755
LIMA1	2716.7245	LIMA1	4432.5875
LIMCH1	813.3681	LIMCH1	3563.3964
LIMD1	809.7396	LIMD1	873.821
LIMD2	46.5509	LIMD2	139.9369
LIME1	20.298	LIME1	42.6563
LIMK1	688.9468	LIMK1	561.1015
LIMK2	810.4745	LIMK2	2423.4079
LIMS1	502.8935	LIMS1	494.5496
LIMS2	123.2639	LIMS2	1705.6799
LIMS3-LOC440895	5.787	LIMS3-LOC440895	21.4515
removed	removed	LIMS3	47.3953
LIN37	113.6863	LIN37	96.1675
LIN52	221.3542	LIN52	176.7068
LIN54	467.3032	LIN54	397.5904
removed	removed	LIN7A	40.7344
LIN7B	9.2593	LIN7B	24.0964
LIN7C	1452.2569	LIN7C	882.3867
LIN9	291.3773	LIN9	131.9564
LINGO1	1763.5995	LINGO1	49.3402
LINGO4	13.0208	LINGO4	13.1956
LINS1	560.7639	LINS1	337.9231
LIPA	2496.5278	LIPA	2576.0184
removed	removed	LIPC	16.638
LIPE	5.4977	LIPE	2534.1365
LIPG	15.625	LIPG	180.1492
LIPH	579.2824	LIPH	177.8543
LIPT1	125.5584	LIPT1	155.7372
LIPT2	31.9416	LIPT2	14.9168
LITAF	6305.8449	LITAF	4755.0201
LIX1L	203.9931	LIX1L	931.7269
LLGL1	464.4097	LLGL1	917.9575
LLGL2	942.9977	LLGL2	543.8898
LLPH	996.8953	LLPH	603.5112
LMAN1	5505.2083	LMAN1	3839.9312
LMAN2L	1245.9491	LMAN2L	685.0258
LMAN2	1791.6667	LMAN2	1942.0539
LMBR1L	424.4792	LMBR1L	333.3333
LMBR1	3046.2963	LMBR1	961.5605
LMBRD1	2250	LMBRD1	1892.7137
LMBRD2	473.0903	LMBRD2	194.4923
LMCD1	721.6435	LMCD1	1034.9971
LMF1	153.6458	LMF1	278.8296
LMF2	486.4005	LMF2	1127.3666
LMLN	706.8866	LMLN	185.8864
LMNA	1658.5648	LMNA	8672.4039
LMNB1	1137.7315	LMNB1	390.132
LMNB2	211.2269	LMNB2	607.5731
LMO1	52.3727	removed	removed
LMO2	196.1806	LMO2	816.9822
LMO3	6.6551	LMO3	253.5858
LMO4	255.4977	LMO4	1500.8606
LMO7	410.8796	LMO7	509.4664
LMOD1	151.6204	LMOD1	3036.7183
LMTK2	400.463	LMTK2	232.358
LMTK3	85.6481	LMTK3	89.5009
removed	removed	LMX1A	11.4745
LMX1B	188.3681	LMX1B	762.4785
LNP1	23.4549	LNP1	86.3224
LNPEP	637.0833	LNPEP	305.2209
LNX1	388.0208	LNX1	509.4664
LNX2	674.1898	LNX2	576.5921
LOC100009676	72.6707	LOC100009676	75.6971
removed	removed	LOC100124692	126.2192
LOC100125556	158.5243	LOC100125556	52.1801
LOC100126784	195.5324	LOC100126784	75.5364
removed	removed	LOC100127888	14.1193
LOC100128191	70.081	LOC100128191	43.7522
removed	removed	LOC100128239	6.8847
LOC100128288	20.544	LOC100128288	71.7154
LOC100128292	5.787	LOC100128292	29.2599
LOC100128640	6.3657	LOC100128640	45.8979
LOC100128788	21.7014	LOC100128788	6.311
LOC100128822	75.2315	LOC100128822	92.9432
LOC100128842	9.2593	LOC100128842	8.6059
LOC100129034	1224.239	LOC100129034	1667.6477
LOC100129387	58.1337	LOC100129387	87.2519
LOC100129534	11.2847	LOC100129534	33.8497
LOC100129550	172.4537	LOC100129550	306.3683
LOC100129637	51.5046	LOC100129637	171.5433
LOC100129716	6.9444	LOC100129716	8.6059
removed	removed	LOC100130015	34.1021
LOC100130093	27.9774	LOC100130093	100.4934
removed	removed	LOC100130522	17.2117
LOC100130557	18.4144	LOC100130557	17.5158
LOC100130581	35.5903	LOC100130581	56.7986
removed	removed	LOC100130691	17.3723
LOC100130776	115.68	LOC100130776	264.825
LOC100130872	99.537	LOC100130872	35.5709
LOC100130932	90.8565	LOC100130932	37.8657
removed	removed	LOC100130987	13.7694
LOC100131193	9.2593	LOC100131193	16.638
LOC100131434	35.217	LOC100131434	33.3333
LOC100131691	7.6881	LOC100131691	11.7384
removed	removed	LOC100132111	5.5135
removed	removed	LOC100132215	15.525
LOC100132247	142.6505	LOC100132247	78.0264
LOC100132287	166.6667	LOC100132287	185.3127
LOC100132288	18.8079	LOC100132288	157.774
LOC100132707	133.2494	LOC100132707	136.4372
LOC100132724	9.2593	removed	removed
LOC100132832	6.7998	removed	removed
LOC100133161	22.5694	LOC100133161	23.4423
LOC100133331	59.2245	LOC100133331	110.1549
removed	removed	LOC100133545	5.7372
removed	removed	LOC100133612	6.311
removed	removed	LOC100133669	18.9329
LOC100133985	13.0208	removed	removed
LOC100133991	49.4792	LOC100133991	34.4234
LOC100134229	83.3333	LOC100134229	170.9696
LOC100134259	12.7315	LOC100134259	29.8336
LOC100134713	21.1256	LOC100134713	18.9501
LOC100144603	6.3657	removed	removed
LOC100144604	15.625	removed	removed
LOC100170939	304.6875	LOC100170939	140.1033
LOC100188947	8.3912	LOC100188947	24.0964
removed	removed	LOC100188949	5.1635
LOC100190938	16.7824	LOC100190938	111.3024
LOC100190939	100.4051	LOC100190939	330.4647
LOC100190986	206.5972	LOC100190986	103.8439
LOC100192378	6.3657	LOC100192378	19.5066
LOC100216545	18.5185	LOC100216545	47.0453
LOC100233209	9.838	LOC100233209	32.7022
removed	removed	LOC100240735	13.7694
removed	removed	LOC100268168	5.1635
LOC100270710	284.8032	LOC100270710	346.4314
LOC100270746	32.1181	LOC100270746	43.0293
LOC100270804	34.5631	LOC100270804	36.1446
LOC100271722	6.6551	LOC100271722	44.7504
LOC100271836	460.2431	LOC100271836	297.3092
LOC100272146	18.2292	LOC100272146	28.6862
removed	removed	LOC100272216	9.7533
LOC100272217	10.4167	LOC100272217	16.638
LOC100272228	27.4884	LOC100272228	20.654
LOC100286793	146.9907	LOC100286793	137.6936
LOC100286844	52.6968	LOC100286844	30.3385
removed	removed	LOC100287227	6.3167
LOC100288778	66.8953	LOC100288778	289.7705
LOC100289341	14.4676	LOC100289341	69.9943
LOC100302401	8.3912	LOC100302401	26.965
removed	removed	LOC100302640	22.3752
removed	removed	LOC100302650	10.9007
LOC100303728	33.8542	LOC100303728	24.0964
LOC113230	46.5856	LOC113230	55.6512
LOC115110	28.5706	LOC115110	66.9535
removed	removed	LOC121838	25.2438
LOC134466	14.1782	LOC134466	132.5301
LOC143188	12.4421	LOC143188	26.965
removed	removed	LOC143666	7.4584
LOC144438	1159.4329	LOC144438	717.1543
LOC144486	9.5486	LOC144486	6.8847
LOC144571	13.0411	LOC144571	46.0987
LOC145783	27.5926	LOC145783	37.8657
removed	removed	LOC145820	38.4395
LOC145837	72.338	LOC145837	32.1285
LOC146880	202.5666	LOC146880	261.5605
LOC147727	85.9375	LOC147727	482.5014
LOC147804	164.6412	LOC147804	82.6162
LOC148189	65.3935	LOC148189	63.1096
LOC148413	96.8084	LOC148413	177.6822
removed	removed	LOC148696	5.7372
LOC148709	28.9352	LOC148709	6.8847
LOC149134	10.9954	LOC149134	12.0482
LOC149837	236.4005	LOC149837	61.3884
LOC150381	13.3102	LOC150381	68.2444
LOC150776	254.3403	LOC150776	314.9742
LOC150786	57.2917	LOC150786	46.4716
LOC151009	45.7176	LOC151009	52.7826
LOC151162	1405.9606	LOC151162	1254.7332
LOC151534	254.3403	LOC151534	101.5491
LOC152217	142.0718	LOC152217	272.5186
removed	removed	LOC153328	10.327
LOC153684	14.7569	LOC153684	16.638
LOC153910	11.8634	removed	removed
LOC154761	33.2234	LOC154761	81.2163
removed	removed	LOC154822	18.6919
LOC158376	8.3912	LOC158376	96.9593
LOC158572	25.7523	LOC158572	39.5869
removed	removed	LOC158696	7.4584
LOC162632	281.3368	LOC162632	325.5192
LOC168474	19.0972	removed	removed
LOC200030	308.7384	LOC200030	596.6724
LOC202181	15.3356	LOC202181	29.2599
LOC202781	140.0463	LOC202781	218.0149
LOC219347	35.0897	LOC219347	48.2387
LOC220594	20.3356	LOC220594	62.1228
LOC220729	214.1204	LOC220729	135.9725
LOC220930	112.2685	LOC220930	77.4527
LOC221442	13.5995	LOC221442	38.4509
LOC221710	532.4074	LOC221710	339.6443
LOC222699	122.3958	LOC222699	20.654
LOC253039	398.1481	LOC253039	722.3178
LOC253724	29.2245	LOC253724	6.8847
LOC254559	170.1389	LOC254559	94.0906
LOC255167	9.2593	LOC255167	7.4584
removed	removed	LOC257358	5.7372
LOC25845	203.8397	LOC25845	317.4928
LOC282997	146.9907	LOC282997	45.3242
LOC283050	15.0463	LOC283050	51.0614
LOC283070	545.1389	LOC283070	235.8003
LOC283174	50.3472	LOC283174	205.9667
LOC283267	247.1065	LOC283267	300.0574
LOC283314	36.4988	LOC283314	59.9082
removed	removed	LOC283392	130.8663
LOC283663	8.1019	LOC283663	19.5066
removed	removed	LOC283731	12.0482
LOC283867	10.706	removed	removed
LOC283922	19.3866	LOC283922	61.3884
LOC284023	48.9005	LOC284023	106.7126
LOC284232	30.9606	LOC284232	6.311
LOC284233	83.6227	LOC284233	12.0482
LOC284276	5.787	LOC284276	22.9489
LOC284440	47.1644	LOC284440	145.7258
LOC284441	243.6343	LOC284441	68.2731
removed	removed	LOC284578	36.1446
LOC284749	96.0648	removed	removed
removed	removed	LOC284837	34.9971
LOC284900	80.9086	LOC284900	119.3746
LOC285033	42.1991	LOC285033	39.8336
LOC285074	191.8403	LOC285074	243.8325
LOC285359	65.3935	LOC285359	62.5359
removed	removed	LOC285419	9.7533
LOC285593	32.6968	LOC285593	10.9007
LOC285830	18.6429	LOC285830	69.0648
removed	removed	LOC286002	48.1928
LOC286367	6.3657	LOC286367	129.0878
LOC286467	18.2292	LOC286467	22.9489
LOC338651	39.3519	LOC338651	8.9386
LOC338758	18.2292	LOC338758	83.1899
LOC338799	117.1875	LOC338799	219.7361
LOC339047	416.3773	LOC339047	1016.0643
LOC339290	515.2922	LOC339290	1083.1899
LOC339524	13.3102	LOC339524	415.9495
LOC339535	48.0324	LOC339535	9.7533
LOC341056	7.5231	removed	removed
removed	removed	LOC342346	5.7372
LOC344595	330.4398	LOC344595	266.7814
LOC348926	89.1204	LOC348926	76.8789
LOC349114	149.5949	LOC349114	92.9432
LOC349196	5.787	LOC349196	9.7533
LOC374443	333.912	LOC374443	138.8411
LOC374491	6.6551	removed	removed
LOC375190	92.5926	LOC375190	133.6776
LOC387646	401.0417	LOC387646	17.2117
LOC387647	620.7494	LOC387647	515.938
LOC388152	137.7315	LOC388152	130.2352
removed	removed	LOC388242	19.5066
LOC388588	16.2037	LOC388588	18.3592
LOC388692	190.3935	LOC388692	266.2077
LOC388789	1276.331	LOC388789	573.7235
LOC388796	154.2245	LOC388796	274.8135
LOC388955	309.6065	LOC388955	174.9857
removed	removed	LOC389033	26.3913
LOC389333	11.2847	LOC389333	25.8176
LOC389493	13.0208	LOC389493	40.1606
LOC389705	6.6551	LOC389705	8.0321
removed	removed	LOC390595	10.9007
removed	removed	LOC391322	8.0321
LOC399744	172.1644	LOC399744	154.3316
LOC399959	143.5185	LOC399959	807.2289
LOC400027	182.8704	LOC400027	342.5129
LOC400043	190.3935	LOC400043	335.6282
LOC400657	108.7963	LOC400657	226.047
LOC400696	17.0718	removed	removed
LOC400752	8.9699	LOC400752	43.603
LOC400759	11.8634	LOC400759	40.7344
LOC400927	6.6551	LOC400927	16.0413
removed	removed	LOC400931	41.3081
LOC401010	18.5185	LOC401010	19.5066
LOC401052	42.2454	LOC401052	116.4659
LOC401093	22.1065	LOC401093	201.6294
removed	removed	LOC401127	10.9007
LOC401397	2026.0417	LOC401397	704.5324
LOC401431	31.5394	LOC401431	59.7074
removed	removed	LOC401463	11.4745
LOC401588	67.419	LOC401588	72.8629
LOC402377	8.9699	LOC402377	6.8847
LOC407835	15.625	LOC407835	37.292
LOC440354	72.934	LOC440354	178.6862
LOC440356	29.5139	removed	removed
LOC440905	200.8102	LOC440905	43.603
removed	removed	LOC440925	6.311
LOC440944	136.2847	LOC440944	216.2937
LOC440957	99.2477	LOC440957	152.6104
LOC441046	61.0532	LOC441046	27.5387
LOC441089	113.1366	LOC441089	106.7126
LOC441204	57.0023	LOC441204	68.8468
removed	removed	LOC441208	36.7183
LOC441294	199.0741	LOC441294	60.241
LOC441455	9.838	LOC441455	5.7372
LOC441666	18.5185	LOC441666	62.5359
LOC441869	14.4676	LOC441869	165.8061
LOC442421	8.3912	LOC442421	14.3431
LOC442454	131.0764	LOC442454	118.187
LOC493754	603.8773	LOC493754	597.8199
LOC541471	455.7292	LOC541471	193.9185
LOC550112	225.4051	LOC550112	248.996
LOC550643	531.25	LOC550643	394.148
LOC554202	12.7315	LOC554202	38.4395
removed	removed	LOC55908	49.3402
removed	removed	LOC572558	22.3752
LOC595101	72.9167	LOC595101	63.6833
removed	removed	LOC606724	19.5066
LOC613037	10.9954	LOC613037	48.7665
removed	removed	LOC619207	15.4905
LOC641298	106.1921	LOC641298	53.93
LOC641367	7.8125	removed	removed
LOC642587	32.6968	LOC642587	867.4699
LOC642826	94.0914	LOC642826	144.6758
LOC642846	65.9722	LOC642846	72.8629
LOC642852	146.412	LOC642852	259.323
removed	removed	LOC643008	15.4905
LOC643387	52.662	LOC643387	22.3752
removed	removed	LOC643719	6.8847
removed	removed	LOC643763	40.1606
LOC643837	86.5162	LOC643837	134.825
LOC644165	6.3657	LOC644165	5.7372
LOC644172	17.3611	LOC644172	27.5387
LOC644538	38.1944	LOC644538	263.9128
LOC644936	38.4838	LOC644936	14.9168
LOC645166	67.9977	LOC645166	153.7579
LOC645332	51.794	LOC645332	125.6454
LOC645431	100.1389	LOC645431	12.9834
LOC645676	17.6562	LOC645676	37.1429
LOC646214	186.9213	LOC646214	86.0585
LOC646471	9.838	LOC646471	38.1641
LOC646762	136.2847	LOC646762	239.8164
LOC646851	33.2755	LOC646851	71.7154
LOC646999	6.9444	LOC646999	16.638
LOC647121	49.7685	LOC647121	35.5709
LOC647288	24.0162	LOC647288	5.7372
removed	removed	LOC647309	9.1796
LOC647859	17.0718	LOC647859	19.5066
LOC647946	12.7315	LOC647946	15.4905
LOC647979	25462.3843	LOC647979	13675.8462
LOC649330	5.2083	LOC649330	9.1796
LOC650368	21.1227	LOC650368	75.7315
LOC650623	8.3912	LOC650623	70.568
LOC651250	2190.6829	LOC651250	1911.0729
LOC652276	28.9352	LOC652276	23.5227
LOC653113	26.6204	LOC653113	27.5387
LOC653501	143.2292	LOC653501	252.4383
LOC653566	3023.7269	LOC653566	1508.8927
LOC653653	103.2986	LOC653653	103.2702
LOC654342	186.0532	LOC654342	548.4796
LOC654433	26.331	LOC654433	261.6982
LOC678655	226.1892	LOC678655	294.2857
LOC723972	5.787	LOC723972	11.4745
LOC727896	50.9259	LOC727896	14.3431
LOC728024	45.1389	LOC728024	18.9329
LOC728190	125.2894	LOC728190	266.7814
LOC728264	41.3773	LOC728264	1933.4481
LOC728323	59.8958	LOC728323	36.7183
LOC728392	22.2801	LOC728392	90.0746
LOC728554	991.3194	LOC728554	135.3987
LOC728613	155.9606	LOC728613	73.4366
LOC728640	51.2153	LOC728640	52.7826
removed	removed	LOC728643	63.1096
LOC728723	10.1273	LOC728723	32.7022
