gene_id	TCGA-BH-A1F8-01A-11R-A13Q-07	gene_id	TCGA-BH-A1F8-11B-21R-A13Q-07
LOC728743	133.9699	LOC728743	150.8893
LOC728758	24.0162	LOC728758	38.4395
LOC728819	14.4676	LOC728819	33.276
LOC728855	79.8206	LOC728855	141.681
LOC728875	45.7581	LOC728875	43.0579
LOC729020	52.3727	LOC729020	16.638
LOC729082	863.8021	LOC729082	455.8864
LOC729176	70.0231	LOC729176	53.93
LOC729234	32.4074	LOC729234	96.3855
LOC729375	64.8148	LOC729375	59.6443
LOC729603	9.5486	LOC729603	16.0643
LOC729678	589.4647	LOC729678	332.4498
LOC729799	19.9653	LOC729799	20.654
LOC729991-MEF2B	7.3264	LOC729991-MEF2B	43.0465
LOC729991	113.7182	LOC729991	213.1211
LOC730101	320.0231	LOC730101	103.2702
removed	removed	LOC80054	72.2892
LOC80154	102.1412	LOC80154	209.9828
LOC81691	447.0486	LOC81691	98.1067
LOC84856	7.2338	LOC84856	39.5869
removed	removed	LOC84989	10.2983
LOC90110	213.5417	LOC90110	308.0895
removed	removed	LOC90246	39.0132
removed	removed	LOC90586	14.3431
LOC90784	316.8403	LOC90784	240.3901
LOC90834	6.6551	LOC90834	8.6059
LOC91316	52.2106	LOC91316	229.7877
LOC92249	1179.6875	LOC92249	581.7556
LOC92659	49.4792	LOC92659	52.2088
LOC92973	22.5694	LOC92973	61.9621
removed	removed	LOC93432	16.638
LOC93622	349.2477	LOC93622	345.9552
LOC96610	7001.5451	LOC96610	6710.132
LOH12CR1	122.1065	LOH12CR1	95.8118
LOH12CR2	18.5185	LOH12CR2	52.2088
LOH3CR2A	81.3079	LOH3CR2A	117.6133
LONP1	289.9306	LONP1	812.9662
LONP2	3365.162	LONP2	1481.9277
LONRF1	755.2083	LONRF1	684.4521
LONRF2	263.5995	LONRF2	248.4223
LONRF3	5.4977	LONRF3	26.3913
removed	removed	LOXHD1	10.327
LOXL1	632.2338	LOXL1	726.3339
LOXL2	565.0868	LOXL2	1170.3328
LOXL3	81.6348	LOXL3	82.0425
LOXL4	51.2153	LOXL4	679.8623
LOX	1021.7014	LOX	1509.4664
removed	removed	LPAL2	5.1635
LPAR1	337.0949	LPAR1	739.5295
LPAR2	130.2083	LPAR2	207.6879
removed	removed	LPAR3	15.4905
LPAR4	20.544	LPAR4	18.9329
LPAR5	85.3588	LPAR5	154.9053
LPAR6	489.294	LPAR6	1604.1308
LPCAT1	5342.8819	LPCAT1	983.9357
LPCAT2	689.8148	LPCAT2	1358.0034
LPCAT3	3847.8009	LPCAT3	1329.3173
LPCAT4	319.1551	LPCAT4	666.0929
LPGAT1	4225.1157	LPGAT1	2189.9025
LPHN1	320.6019	LPHN1	842.1859
LPHN2	446.7593	LPHN2	1736.6609
LPHN3	6.6551	LPHN3	286.288
LPIN1	1002.8935	LPIN1	994.8365
LPIN2	766.2037	LPIN2	957.5445
LPIN3	334.2014	LPIN3	414.9283
LPL	167.5347	LPL	11815.8348
removed	removed	LPPR1	47.0453
LPPR2	964.6991	LPPR2	615.6053
LPPR3	59.0278	LPPR3	5.1635
LPPR4	28.0671	LPPR4	118.187
LPP	470.7755	LPP	592.0826
LPXN	181.713	LPXN	226.047
LQK1	20.544	LQK1	25.8176
removed	removed	LRAT	96.9593
LRBA	3578.4144	LRBA	2222.6047
LRCH1	394.0972	LRCH1	973.6087
LRCH2	41.956	LRCH2	150.8893
LRCH3	368.0556	LRCH3	419.3919
LRCH4	588.5417	LRCH4	566.8388
LRDD	101.5625	LRDD	168.6747
LRFN1	266.2037	LRFN1	47.0453
LRFN2	15.0463	removed	removed
LRFN3	138.3102	LRFN3	215.1463
LRFN4	188.0787	LRFN4	173.2645
LRFN5	6.3657	LRFN5	123.9243
LRG1	467.0139	LRG1	244.4062
LRGUK	18.5185	removed	removed
LRIG1	1664.6759	LRIG1	4906.07
LRIG2	148.4375	LRIG2	251.2909
LRIG3	215.8565	LRIG3	1227.7682
LRIT3	9.838	removed	removed
LRMP	29.2245	LRMP	202.5244
LRP10	2309.3171	LRP10	4917.9575
LRP11	2825.5208	LRP11	865.6397
LRP12	262.7315	LRP12	393.0006
removed	removed	LRP1B	57.3723
LRP1	2876.4468	LRP1	14374.0677
LRP2BP	43.1134	LRP2BP	61.9621
LRP2	526.0417	LRP2	1667.2404
LRP3	373.8426	LRP3	1005.6741
LRP4	61.6319	LRP4	226.5404
LRP5L	12.7315	LRP5L	67.1256
LRP5	316.5509	LRP5	2414.2283
LRP6	712.6736	LRP6	1946.07
LRP8	170.7176	LRP8	41.8818
LRPAP1	559.8958	LRPAP1	1274.8135
LRPPRC	8988.4259	LRPPRC	4215.1463
removed	removed	LRRC10B	22.3752
LRRC14	310.9462	LRRC14	516.7699
LRRC15	4658.2755	LRRC15	417.6707
LRRC16A	1126.4468	LRRC16A	592.0826
removed	removed	LRRC16B	6.8847
LRRC17	448.7847	LRRC17	456.1102
LRRC1	3472.2222	LRRC1	830.7516
LRRC20	220.1968	LRRC20	162.9375
LRRC23	157.4074	LRRC23	104.4177
LRRC24	8.7876	LRRC24	5.3184
LRRC25	37.9051	LRRC25	96.9593
removed	removed	LRRC26	31.5548
LRRC27	75.5208	LRRC27	212.0539
LRRC28	290.7986	LRRC28	204.2456
LRRC29	17.9398	LRRC29	56.2249
removed	removed	LRRC2	80.3213
LRRC32	557.581	LRRC32	2297.1888
LRRC33	34.7222	LRRC33	219.1624
LRRC34	35.0116	LRRC34	87.7797
LRRC37A2	235.8102	LRRC37A2	134.5382
LRRC37A3	84.4907	LRRC37A3	106.1388
LRRC37A4	56.1343	LRRC37A4	159.4951
LRRC37A	476.8519	LRRC37A	584.6242
LRRC37B2	517.0718	LRRC37B2	517.4986
LRRC37B	95.4861	LRRC37B	147.4469
removed	removed	LRRC3B	44.7504
LRRC3	66.8403	LRRC3	50.4877
LRRC40	413.4838	LRRC40	421.6867
LRRC41	1563.0787	LRRC41	1764.1997
LRRC42	700.2315	LRRC42	524.957
removed	removed	LRRC43	8.6059
LRRC45	87.3843	LRRC45	131.3827
LRRC46	65.3935	LRRC46	9.1796
LRRC47	731.7708	LRRC47	1082.0425
LRRC48	27.4884	LRRC48	68.2731
LRRC49	257.5231	LRRC49	160.0688
removed	removed	LRRC4B	13.7694
LRRC4C	20.2546	LRRC4C	203.0981
LRRC4	34.7222	LRRC4	74.0103
LRRC50	6.0764	removed	removed
LRRC55	15.9144	LRRC55	19.5066
LRRC56	44.2708	LRRC56	39.0132
LRRC57	543.6921	LRRC57	421.113
LRRC58	4489.0046	LRRC58	1596.0987
LRRC59	5594.9769	LRRC59	2039.7017
LRRC61	309.8958	LRRC61	180.7229
removed	removed	LRRC66	9.1796
LRRC6	32.6968	LRRC6	43.603
LRRC70	37.7922	LRRC70	242.6908
LRRC8A	533.5648	LRRC8A	2008.6059
LRRC8B	942.7083	LRRC8B	672.9776
LRRC8C	245.9491	LRRC8C	1292.599
LRRC8D	798.3218	LRRC8D	818.7034
LRRC8E	321.1806	LRRC8E	259.323
LRRCC1	844.9074	LRRCC1	472.7481
LRRFIP1	4067.9977	LRRFIP1	3120.4819
LRRFIP2	692.419	LRRFIP2	888.6976
LRRIQ1	65.6829	LRRIQ1	30.4073
LRRIQ3	8.6806	LRRIQ3	12.0482
LRRK1	334.2014	LRRK1	390.132
LRRK2	122.6852	LRRK2	448.6517
LRRN1	52.9514	LRRN1	806.6552
LRRN2	482.9282	LRRN2	176.7068
LRRN3	24.0162	LRRN3	188.755
LRRN4CL	10.9954	LRRN4CL	659.2083
LRRTM2	7.8125	LRRTM2	75.7315
LRSAM1	202.2569	LRSAM1	374.6414
LRTOMT	597.8443	LRTOMT	213.3964
LRWD1	133.1019	LRWD1	116.4659
LSAMP	29.5139	LSAMP	79.7476
LSG1	1655.0926	LSG1	810.6713
LSM10	249.1319	LSM10	308.6632
LSM11	251.7361	LSM11	224.8996
LSM12	2276.331	LSM12	856.5691
LSM14A	4188.6574	LSM14A	3217.4412
LSM14B	1566.5509	LSM14B	658.6345
LSM1	3719.3287	LSM1	479.0591
LSM2	1022.5694	LSM2	625.3586
LSM3	929.3981	LSM3	794.0333
LSM4	1240.7407	LSM4	838.7837
LSM5	671.875	LSM5	637.4068
LSM6	134.5486	LSM6	249.5697
LSM7	100.4051	LSM7	296.615
LSMD1	221.6435	LSMD1	418.8181
LSP1	131.0764	LSP1	1035.5709
LSR	1469.9074	LSR	1091.7958
LSS	778.3565	LSS	892.7137
LST1	24.8843	LST1	117.0396
LTA4H	2038.4838	LTA4H	2059.0935
LTB4R2	24.9942	LTB4R2	36.1446
LTB4R	145.544	LTB4R	163.3161
LTBP1	2400.1736	LTBP1	2591.5089
LTBP2	1420.4282	LTBP2	8449.2255
LTBP3	711.5162	LTBP3	2642.5359
LTBP4	222.5116	LTBP4	2590.3614
LTBR	1335.0694	LTBR	1606.4257
removed	removed	LTB	9.1796
removed	removed	LTC4S	73.9013
LTF	1447.338	LTF	24607.5731
LTV1	1035.8796	LTV1	738.3821
LUC7L2	2297.6678	LUC7L2	1931.6638
LUC7L3	2111.1111	LUC7L3	2160.6426
LUC7L	384.2593	LUC7L	473.8956
LUM	23195.8912	LUM	12877.2232
LUZP1	616.8981	LUZP1	1429.7189
LUZP2	8.9699	LUZP2	85.4848
LUZP6	8843.75	LUZP6	4006.8847
LXN	934.6065	LXN	623.6374
removed	removed	LY6D	101.5491
LY6E	6580.4398	LY6E	5463.5686
LY6G5B	42.0775	LY6G5B	50.4877
LY6G5C	17.9398	LY6G5C	27.5387
LY6G6C	21.9907	LY6G6C	49.9139
removed	removed	LY6H	7.4584
LY6K	35.3009	LY6K	75.7315
LY75	408.2755	LY75	1276.9421
LY86	82.7546	LY86	150.3155
LY96	100.1157	LY96	179.5754
LY9	15.625	LY9	20.654
LYAR	160.0116	LYAR	266.2077
removed	removed	LYG1	7.4584
LYL1	10.706	LYL1	103.2702
removed	removed	LYNX1	402.1801
LYN	320.3125	LYN	901.3196
LYPD1	6.7245	LYPD1	11.1819
LYPD3	1010.1273	LYPD3	489.3861
LYPD5	41.3773	LYPD5	82.0425
LYPD6B	673.0324	LYPD6B	275.961
LYPD6	450.2315	LYPD6	648.8812
LYPLA1	5879.919	LYPLA1	1415.9495
LYPLA2P1	31.5394	LYPLA2P1	59.0935
LYPLA2	525.7523	LYPLA2	823.8669
LYPLAL1	673.0324	LYPLAL1	395.8692
LYRM1	1236.1111	LYRM1	639.1279
LYRM2	2272.6505	LYRM2	1256.0987
LYRM4	320.0231	LYRM4	462.9948
LYRM5	335.0694	LYRM5	373.494
LYRM7	835.0694	LYRM7	606.9994
LYSMD1	348.9583	LYSMD1	208.8353
LYSMD2	494.5023	LYSMD2	251.8646
LYSMD3	1140.9144	LYSMD3	788.8698
LYSMD4	63.2726	LYSMD4	225.9036
LYST	1513.5995	LYST	1218.0149
LYVE1	43.9815	LYVE1	1562.8227
LYZ	772.5694	LYZ	267.9289
LZIC	337.3843	LZIC	393.0006
LZTFL1	760.4167	LZTFL1	886.9765
LZTR1	361.9792	LZTR1	736.9076
LZTS1	122.6852	LZTS1	574.2972
LZTS2	369.7917	LZTS2	1316.6954
M6PR	4303.0295	M6PR	2624.9398
MAB21L1	9.2593	MAB21L1	102.1228
MACC1	91.7245	MACC1	519.2197
MACF1	2988.7153	MACF1	6141.7097
MACROD1	43.4028	MACROD1	148.5944
MACROD2	382.2338	MACROD2	104.4177
MAD1L1	48.9005	MAD1L1	239.2427
MAD2L1BP	832.7546	MAD2L1BP	395.2955
MAD2L1	539.6412	MAD2L1	172.117
MAD2L2	271.1227	MAD2L2	341.9392
MADD	1217.3032	MADD	1244.9799
MAEA	572.9167	MAEA	972.4613
MAF1	793.6921	MAF1	1742.3982
MAFB	973.9583	MAFB	1273.0924
MAFF	108.2176	MAFF	1075.7315
MAFG	179.1088	MAFG	673.5513
MAFK	61.2934	MAFK	514.1079
MAF	458.3333	MAF	1783.1325
MAGEA11	5.4977	removed	removed
MAGEA1	25.7523	removed	removed
MAGEB18	6.6551	removed	removed
removed	removed	MAGEB4	5.1635
MAGED1	7969.0394	MAGED1	3473.8956
MAGED2	20763.5995	MAGED2	5983.362
MAGED4B	242.9977	MAGED4B	356.6954
MAGED4	122.7431	MAGED4	114.9053
MAGEE1	292.8241	MAGEE1	200.8032
MAGEF1	982.3495	MAGEF1	865.7487
MAGEH1	571.4699	MAGEH1	618.4739
MAGEL2	20.544	MAGEL2	10.9007
MAGI1	391.2037	MAGI1	1325.3012
MAGI2	146.7014	MAGI2	293.7464
MAGI3	3347.2222	MAGI3	858.864
MAGIX	20.544	MAGIX	17.7854
MAGOHB	613.7153	MAGOHB	274.2398
MAGOH	243.3449	MAGOH	471.6007
MAGT1	6212.0949	MAGT1	3208.2616
MAK16	3099.3084	MAK16	533.3046
removed	removed	MAK	11.4745
MAL2	7215.5671	MAL2	2447.5043
MALAT1	4643.2292	MALAT1	4993.385
MALL	204.5718	MALL	1040.1606
MALT1	434.0278	MALT1	757.315
removed	removed	MAL	22.3752
MAMDC2	40.761	MAMDC2	906.9593
removed	removed	MAMDC4	39.5869
MAML1	1263.6892	MAML1	1317.3781
MAML2	120.9491	MAML2	1374.0677
MAML3	206.8866	MAML3	562.8227
MAMLD1	36.169	MAMLD1	213.9989
MAMSTR	19.6759	MAMSTR	29.2599
MAN1A1	812.5	MAN1A1	1786.5749
MAN1A2	1089.6991	MAN1A2	992.5416
MAN1B1	657.9861	MAN1B1	1128.5141
MAN1C1	117.7662	MAN1C1	454.389
MAN2A1	1525.1736	MAN2A1	884.1079
MAN2A2	1216.4352	MAN2A2	1107.2863
MAN2B1	738.1366	MAN2B1	1358.5772
MAN2B2	2480.0347	MAN2B2	1493.4022
MAN2C1	421.0069	MAN2C1	865.175
MANBAL	1335.0694	MANBAL	1047.0453
MANBA	1196.4699	MANBA	841.6523
MANEAL	540.7986	MANEAL	255.8807
MANEA	1601.8519	MANEA	562.249
MANF	713.831	MANF	686.1733
MANSC1	3419.5602	MANSC1	1220.3098
MAOA	121.5278	MAOA	2067.1256
MAOB	6006.6551	MAOB	2532.4154
MAP1A	1691.5509	MAP1A	851.9793
MAP1B	622.1065	MAP1B	2464.1423
MAP1D	56.713	MAP1D	70.568
MAP1LC3A	299.1898	MAP1LC3A	305.7946
MAP1LC3B2	281.5394	MAP1LC3B2	291.4515
MAP1LC3B	2194.1551	MAP1LC3B	2861.1589
removed	removed	MAP1LC3C	98.6804
MAP1S	175.9259	MAP1S	588.0666
MAP2K1	1243.9873	MAP2K1	1002.5072
MAP2K2	384.2593	MAP2K2	1230.6368
MAP2K3	442.1296	MAP2K3	1282.8457
MAP2K4	1239.8727	MAP2K4	1032.1285
MAP2K5	393.5185	MAP2K5	393.5743
MAP2K6	146.1227	MAP2K6	185.3127
MAP2K7	210.6481	MAP2K7	629.3746
MAP2	150.7523	MAP2	432.5875
MAP3K10	74.0741	MAP3K10	121.6294
MAP3K11	379.6296	MAP3K11	1367.7567
MAP3K12	111.3831	MAP3K12	242.381
MAP3K13	88.4404	MAP3K13	26.7068
MAP3K14	135.706	MAP3K14	559.3804
MAP3K1	2591.7245	MAP3K1	1791.7384
MAP3K2	1938.0787	MAP3K2	594.3775
MAP3K3	392.3958	MAP3K3	1219.214
MAP3K4	903.0671	MAP3K4	830.7516
MAP3K5	203.9931	MAP3K5	732.6449
MAP3K6	129.919	MAP3K6	863.4538
MAP3K7	1133.3912	MAP3K7	881.2392
MAP3K8	310.7639	MAP3K8	642.5703
MAP3K9	41.088	MAP3K9	83.1899
MAP4K1	15.3356	MAP4K1	36.1446
MAP4K2	210.0694	MAP4K2	266.7814
MAP4K3	2181.713	MAP4K3	983.9357
MAP4K4	2695.6019	MAP4K4	2923.1211
MAP4K5	1169.2708	MAP4K5	1422.2605
MAP4	4069.4444	MAP4	6324.1538
MAP6D1	48.3218	MAP6D1	57.9461
MAP6	34.4329	MAP6	153.1842
MAP7D1	614.8727	MAP7D1	1290.3041
MAP7D2	37.6157	MAP7D2	34.9971
MAP7D3	58.1597	MAP7D3	473.8956
MAP7	4706.5972	MAP7	779.6902
MAP9	1252.0255	MAP9	514.0562
MAPK10	176.2153	MAPK10	232.358
MAPK11	18.8079	MAPK11	316.1216
MAPK12	10.7089	MAPK12	114.2398
MAPK13	1475.9838	MAPK13	563.9702
MAPK14	2319.7338	MAPK14	1600.1147
MAPK15	22.8588	MAPK15	18.3592
MAPK1IP1L	1519.6759	MAPK1IP1L	2642.5703
MAPK1	3936.0532	MAPK1	3406.1962
MAPK3	1781.8287	MAPK3	1980.4934
removed	removed	MAPK4	86.0585
MAPK6	2869.5023	MAPK6	1181.8703
MAPK7	190.3935	MAPK7	388.755
MAPK8IP1	285.5903	MAPK8IP1	321.2851
MAPK8IP2	581.3079	MAPK8IP2	56.7986
MAPK8IP3	180.5556	MAPK8IP3	507.1715
MAPK8	488.4259	MAPK8	335.0545
MAPK9	2515.0463	MAPK9	1086.6322
MAPKAP1	949.3634	MAPKAP1	1599.541
MAPKAPK2	2667.5347	MAPKAPK2	2381.5261
MAPKAPK3	420.7176	MAPKAPK3	753.2989
MAPKAPK5	787.8385	MAPKAPK5	556.5863
MAPKBP1	290.2199	MAPKBP1	753.2989
MAPKSP1	1422.1644	MAPKSP1	1271.3712
MAPRE1	9225.6944	MAPRE1	3111.8761
MAPRE2	475.1157	MAPRE2	908.778
MAPRE3	566.5509	MAPRE3	394.7217
MAPT	1284.4329	MAPT	634.5382
MARCH10	11.4612	removed	removed
MARCH1	73.7847	MARCH1	53.3563
MARCH2	334.7801	MARCH2	685.0258
MARCH3	204.5718	MARCH3	134.825
MARCH5	2965.2778	MARCH5	1441.7671
MARCH6	3647.5694	MARCH6	1963.8554
MARCH7	4481.1921	MARCH7	2740.1033
MARCH8	443.8657	MARCH8	467.0109
MARCH9	223.669	MARCH9	167.5273
MARCKSL1	6265.3356	MARCKSL1	3352.8399
MARCKS	5929.3981	MARCKS	5683.8784
removed	removed	MARCO	97.533
MARK1	167.8241	MARK1	256.4544
MARK2	792.8241	MARK2	1205.393
MARK3	986.4005	MARK3	1162.3637
MARK4	413.1944	MARK4	505.4504
MARS2	434.0278	MARS2	235.8003
MARS	2070.7147	MARS	1270.9352
MARVELD1	881.5741	MARVELD1	1321.9564
MARVELD2	1229.456	MARVELD2	333.3333
MARVELD3	119.9711	MARVELD3	209.9771
removed	removed	MASP1	142.8571
MASP2	14.1782	MASP2	29.2599
removed	removed	MAST1	6.8847
MAST2	608.2176	MAST2	781.4114
MAST3	145.2546	MAST3	276.5347
MAST4	259.5486	MAST4	705.6799
MASTL	937.5	MASTL	270.7975
MAT1A	70.6019	MAT1A	15.4905
MAT2A	7966.7245	MAT2A	3954.1021
MAT2B	2509.5486	MAT2B	1986.8044
removed	removed	MATK	56.2249
MATN2	364.8727	MATN2	4434.8824
MATN3	1592.8819	MATN3	129.6615
removed	removed	MATN4	21.2278
MATR3	10793.9294	MATR3	8173.6546
MAVS	2194.4444	MAVS	2567.4125
MAX	1391.4931	MAX	1393.5743
MAZ	1801.2153	MAZ	1735.7085
MBD1	423.3218	MBD1	974.1824
MBD2	1667.5347	MBD2	1492.2547
MBD3	245.081	MBD3	951.2335
MBD4	1125	MBD4	829.6041
MBD5	412.9051	MBD5	305.7946
MBD6	1407.1181	MBD6	1126.7929
MBIP	316.8403	MBIP	509.4664
removed	removed	MBLAC1	18.9329
MBLAC2	188.3681	MBLAC2	381.5261
MBNL1	2993.2292	MBNL1	4841.3999
MBNL2	1780.9606	MBNL2	3184.1652
MBNL3	12.4421	MBNL3	72.2892
MBOAT1	617.1875	MBOAT1	531.2679
MBOAT2	3598.9583	MBOAT2	302.3523
MBOAT7	2946.1806	MBOAT7	942.6277
MBP	117.4769	MBP	1085.4848
MBTD1	613.4259	MBTD1	857.1429
MBTPS1	2418.4028	MBTPS1	3831.899
MBTPS2	1705.7292	MBTPS2	640.8491
MB	381.9444	MB	131.9564
MC1R	56.1863	MC1R	59.0935
MC5R	14.1782	removed	removed
MCAM	488.7153	MCAM	5868.6173
MCART1	225.4051	MCART1	203.0981
removed	removed	MCART2	9.7533
MCART6	12.1528	MCART6	10.9007
MCAT	222.5116	MCAT	254.1595
MCCC1	655.6713	MCCC1	703.9587
MCCC2	9864.5833	MCCC2	2790.0172
MCCD1	8.3912	removed	removed
MCC	796.2963	MCC	1701.6638
MCEE	175.9259	MCEE	246.1274
removed	removed	MCF2L2	8.6059
MCF2L	302.0833	MCF2L	1167.4928
MCFD2	4720.8507	MCFD2	3490.1664
removed	removed	MCHR1	8.0321
MCL1	6860.5324	MCL1	12550.2008
MCM10	451.3889	MCM10	51.0614
MCM2	1306.4236	MCM2	514.0562
MCM3APAS	48.1047	MCM3APAS	34.1595
MCM3AP	1547.092	MCM3AP	1770.2008
MCM3	2153.0671	MCM3	1773.3792
MCM4	1251.7361	MCM4	897.8772
MCM5	274.8843	MCM5	621.9162
MCM6	2305.8449	MCM6	967.2978
MCM7	1097.2396	MCM7	1500.7229
MCM8	1222.2222	MCM8	208.2616
MCM9	175.6366	MCM9	86.0585
MCOLN1	176.794	MCOLN1	414.8021
MCOLN2	16.2037	MCOLN2	22.9489
MCOLN3	5.4977	MCOLN3	81.4687
MCPH1	378.4317	MCPH1	591.1302
MCRS1	567.419	MCRS1	740.1033
MCTP1	67.1296	MCTP1	425.1291
MCTP2	40.7986	MCTP2	234.6529
MCTS1	1405.3819	MCTS1	779.6902
MDC1	845.7755	MDC1	734.366
MDFIC	1549.4792	MDFIC	1432.0138
MDFI	798.9005	MDFI	319.564
MDGA1	50.3472	MDGA1	153.7579
MDH1B	105.9028	MDH1B	21.8015
MDH1	4417.2454	MDH1	2792.3121
MDH2	7347.8009	MDH2	2703.385
MDK	414.3519	MDK	1750.4303
MDM1	476.8519	MDM1	258.7493
MDM2	5406.25	MDM2	2292.0252
MDM4	976.8519	MDM4	893.8612
MDN1	836.8056	MDN1	1135.3987
MDP1	111.8692	MDP1	184.0161
ME1	5385.9954	ME1	307.5158
ME2	987.5579	ME2	636.2593
ME3	22.2801	ME3	308.0895
MEA1	874.4213	MEA1	811.6753
MEAF6	1395.8333	MEAF6	1312.6793
MECOM	197.338	MECOM	817.5559
MECP2	1002.3148	MECP2	1619.6213
MECR	147.5694	MECR	402.1801
MED10	715.2778	MED10	469.3058
MED11	115.4514	MED11	224.8996
MED12L	12.4421	MED12L	8.0321
MED12	1357.9282	MED12	1024.0964
MED13L	4780.3819	MED13L	3445.2094
MED13	3943.8657	MED13	1887.5502
MED14	5200.8102	MED14	1003.4423
MED15	654.8032	MED15	1468.7321
MED16	432.8704	MED16	827.883
MED17	532.9861	MED17	665.5192
MED18	213.2523	MED18	258.1756
MED19	142.9398	MED19	243.2587
MED1	2588.5417	MED1	1442.9145
MED20	698.7847	MED20	523.2358
MED21	1188.6574	MED21	593.2301
MED22	246.8171	MED22	687.3207
MED23	1950.8102	MED23	998.2788
MED24	1591.4352	MED24	1688.4682
MED25	559.8958	MED25	523.7349
MED26	130.4977	MED26	232.9317
MED27	207.7546	MED27	262.7653
MED28	451.0995	MED28	698.7952
MED29	1678.8194	MED29	1333.9071
MED30	120.3704	MED30	234.0792
MED31	142.5694	MED31	151.9679
MED4	877.0255	MED4	1166.3798
MED6	396.9907	MED6	360.2983
MED7	387.4421	MED7	286.288
MED8	639.7569	MED8	599.541
MED9	204.5718	MED9	369.4779
MEF2A	2102.2367	MEF2A	2014.4865
removed	removed	MEF2B	25.7544
MEF2C	362.2685	MEF2C	1600.6885
MEF2D	1309.3171	MEF2D	1461.2737
MEG3	22.2801	MEG3	269.65
MEGF10	92.3032	MEGF10	183.0178
MEGF6	89.9884	MEGF6	784.8537
MEGF8	269.0972	MEGF8	904.1882
MEGF9	1040.2199	MEGF9	1754.4464
MEI1	28.9352	MEI1	28.6862
MEIS1	92.5926	MEIS1	269.65
MEIS2	65.6829	MEIS2	454.9627
MEIS3P1	513.0208	MEIS3P1	764.1997
MEIS3	437.5	MEIS3	302.926
MELK	421.875	MELK	59.6672
MEMO1	656.3339	MEMO1	297.5731
MEN1	598.0903	MEN1	523.2358
MEOX1	8.6806	MEOX1	899.0247
MEOX2	11.5741	MEOX2	828.4567
MEPCE	771.9907	MEPCE	1156.0528
MEPE	11.5741	removed	removed
MERTK	142.9398	MERTK	448.6517
MESDC1	622.9745	MESDC1	484.2226
MESDC2	2394.9653	MESDC2	1133.1038
removed	removed	MESP1	110.7286
removed	removed	MESP2	17.2117
removed	removed	MESTIT1	10.9007
MEST	2245.6597	MEST	3146.2995
METAP1	1048.6111	METAP1	1392.4269
METAP2	2645.544	METAP2	1834.7676
METRNL	81.8866	METRNL	310.9581
METRN	143.5185	METRN	69.4205
METT10D	1518.5185	METT10D	1204.8193
METT11D1	298.9005	METT11D1	562.8227
METT5D1	455.1505	METT5D1	351.6925
METTL10	405.7784	METTL10	351.3024
METTL11A	53.7471	METTL11A	211.9736
METTL12	19.6846	METTL12	54.1308
METTL13	500.5787	METTL13	679.8623
METTL14	431.1343	METTL14	478.4854
METTL1	372.3958	METTL1	306.3683
METTL2A	864.294	METTL2A	360.8721
METTL2B	510.706	METTL2B	255.8807
METTL3	343.6227	METTL3	621.7154
METTL4	196.7593	METTL4	291.4515
METTL5	929.0596	METTL5	594.5496
METTL6	266.2037	METTL6	282.8457
METTL7A	1783.8542	METTL7A	4857.7166
removed	removed	METTL7B	15.4905
METTL8	609.375	METTL8	395.2955
METTL9	3121.2384	METTL9	2222.031
MET	109.9537	MET	1734.366
MEX3A	292.5347	MEX3A	312.6793
MEX3B	43.6921	MEX3B	96.3855
MEX3C	856.4815	MEX3C	1740.1033
MEX3D	228.8773	MEX3D	294.8939
MFAP1	1237.8472	MFAP1	761.9048
MFAP2	588.2523	MFAP2	380.3787
MFAP3L	1080.4398	MFAP3L	392.4269
MFAP3	2098.0903	MFAP3	1437.751
MFAP4	559.3171	MFAP4	5977.619
MFAP5	936.9213	MFAP5	3724.039
MFF	1981.1921	MFF	1240.9639
MFGE8	705.1505	MFGE8	9467.5846
MFHAS1	119.213	MFHAS1	223.7522
MFI2	31.8287	MFI2	293.7464
MFN1	2311.3426	MFN1	838.7837
MFN2	1674.1898	MFN2	2515.7774
MFNG	47.4537	MFNG	564.5439
MFRP	109.375	MFRP	356.856
MFSD10	477.1412	MFSD10	975.3299
MFSD11	1170.8825	MFSD11	515.175
MFSD1	3027.4884	MFSD1	1892.14
MFSD2A	25.463	MFSD2A	81.4687
MFSD2B	11.2847	MFSD2B	13.7694
MFSD3	213.831	MFSD3	156.6265
MFSD4	38.7731	MFSD4	353.9874
MFSD5	1178.2407	MFSD5	602.4096
MFSD6L	50.3472	MFSD6L	38.4395
MFSD6	4224.8264	MFSD6	1720.0229
MFSD7	14.2101	MFSD7	123.3964
MFSD8	356.1921	MFSD8	356.856
MFSD9	238.7153	MFSD9	132.5301
removed	removed	MGAM	32.1285
MGAT1	1995.081	MGAT1	2925.9897
MGAT2	742.1875	MGAT2	729.7762
removed	removed	MGAT3	253.012
MGAT4A	2003.4722	MGAT4A	1258.1756
MGAT4B	849.8264	MGAT4B	1230.6368
MGAT4C	12.4421	MGAT4C	9.7533
MGAT5B	44.8495	MGAT5B	12.6219
MGAT5	365.162	MGAT5	219.1624
MGA	1153.3565	MGA	1056.7986
removed	removed	MGC12916	12.6219
MGC12982	11.5741	MGC12982	11.4745
removed	removed	MGC14436	6.311
MGC16121	6.0764	MGC16121	20.0803
MGC16142	8.3912	MGC16142	7.4584
MGC16275	11.8634	MGC16275	43.603
MGC16384	6.3657	removed	removed
MGC21881	107.0602	MGC21881	120.4819
MGC23270	13.8889	MGC23270	29.2599
MGC23284	24.3056	MGC23284	27.5387
