gene_id	TCGA-BH-A1F0-01A-11R-A137-07	gene_id	TCGA-BH-A1F0-11B-23R-A137-07
LRIG2	236.5846	LRIG2	268.0539
LRIG3	609.743	LRIG3	1179.6206
LRIT3	16.1308	LRIT3	12.2399
LRMP	395.3113	LRMP	294.0636
LRP10	2907.4094	LRP10	4675.3366
LRP11	840.0903	LRP11	997.2246
LRP12	338.1009	LRP12	346.3892
removed	removed	LRP1B	117.5031
LRP1	7285.5146	LRP1	18030.2938
LRP2BP	18.9268	LRP2BP	63.9535
LRP2	3249.3817	LRP2	2042.2277
LRP3	421.6711	LRP3	841.0465
LRP4	29.8957	LRP4	205.6304
LRP5L	47.7471	LRP5L	63.9535
LRP5	916.8728	LRP5	2687.8825
LRP6	1083.1272	LRP6	1520.5018
LRP8	423.0562	LRP8	33.6597
LRPAP1	1292.397	LRPAP1	1692.4725
LRPPRC	5413.4853	LRPPRC	3619.339
LRRC10B	18.0665	LRRC10B	19.5838
LRRC14B	254.2209	removed	removed
LRRC14	414.3499	LRRC14	456.9706
LRRC15	597.9138	LRRC15	272.6438
LRRC16A	1047.4245	LRRC16A	600.3672
LRRC16B	10.5388	LRRC16B	10.7099
LRRC17	63.8778	LRRC17	239.5961
LRRC1	377.0298	LRRC1	711.7503
LRRC20	222.3895	LRRC20	156.9767
LRRC23	69.2548	LRRC23	134.6389
removed	removed	LRRC24	6.9217
LRRC25	314.4424	LRRC25	62.7295
LRRC26	9.0332	LRRC26	12.5459
LRRC27	120.1376	LRRC27	229.4982
LRRC28	187.332	LRRC28	223.6842
LRRC29	23.8735	LRRC29	59.9755
LRRC2	49.4677	LRRC2	123.011
LRRC32	1406.8179	LRRC32	2188.8005
LRRC33	328.8526	LRRC33	174.4186
LRRC34	43.8757	LRRC34	119.339
LRRC37A2	140.1764	LRRC37A2	170.7619
LRRC37A3	85.3855	LRRC37A3	109.8531
LRRC37A4	620.9958	LRRC37A4	204.5838
LRRC37A	241.5313	LRRC37A	293.1457
LRRC37B2	625.4436	LRRC37B2	504.896
LRRC37B	241.1012	LRRC37B	162.7907
LRRC39	11.9282	LRRC39	7.6591
LRRC3B	8.388	LRRC3B	24.4798
LRRC3	101.5163	LRRC3	50.7956
LRRC40	596.1931	LRRC40	406.3647
LRRC41	2024.9489	LRRC41	1568.8494
LRRC42	828.4762	LRRC42	462.3623
removed	removed	LRRC43	13.1579
LRRC45	340.8969	LRRC45	142.2889
removed	removed	LRRC46	17.4419
LRRC47	835.5737	LRRC47	1089.6573
LRRC48	7.9578	LRRC48	77.3195
LRRC49	50.5431	LRRC49	126.071
LRRC4B	8.1729	LRRC4B	13.1579
LRRC4C	84.9554	LRRC4C	270.1958
LRRC4	46.0265	LRRC4	41.9217
removed	removed	LRRC50	12.2399
LRRC55	11.8292	LRRC55	6.12
LRRC56	20.6474	LRRC56	41.3097
LRRC57	380.9012	LRRC57	343.0233
LRRC58	1836.7566	LRRC58	1542.5337
LRRC59	4304.4801	LRRC59	1868.8127
LRRC61	237.4449	LRRC61	119.339
LRRC66	58.2858	LRRC66	8.5679
LRRC69	24.7338	removed	removed
LRRC6	22.1529	LRRC6	46.2056
LRRC70	139.9828	LRRC70	277.1848
removed	removed	LRRC7	5.202
LRRC8A	1257.7697	LRRC8A	1727.9682
LRRC8B	1757.3933	LRRC8B	729.1922
LRRC8C	2827.8309	LRRC8C	1387.6989
LRRC8D	2494.0316	LRRC8D	616.8911
LRRC8E	270.7818	LRRC8E	256.12
LRRCC1	168.1901	LRRCC1	380.967
LRRFIP1	3055.1672	LRRFIP1	3434.5165
LRRFIP2	1293.9026	LRRFIP2	941.2485
removed	removed	LRRIQ1	34.2717
LRRIQ3	8.1729	LRRIQ3	36.4137
LRRK1	668.0288	LRRK1	384.3329
LRRK2	462.4153	LRRK2	435.1285
LRRN1	258.7375	LRRN1	494.798
LRRN2	315.948	LRRN2	214.8103
LRRN3	32.9068	LRRN3	330.4774
LRRN4CL	116.7868	LRRN4CL	585.0673
LRRTM2	56.3501	LRRTM2	131.8849
removed	removed	LRRTM4	7.0379
LRSAM1	367.5664	LRSAM1	393.5129
LRTOMT	111.8357	LRTOMT	208.6536
LRWD1	180.4495	LRWD1	140.4529
LSAMP	63.0175	LSAMP	36.4137
LSG1	1018.8192	LSG1	849.1432
LSM10	488.2245	LSM10	299.2656
LSM11	180.2344	LSM11	224.2962
LSM12	1052.1561	LSM12	844.5532
LSM14A	4191.6335	LSM14A	3408.2007
LSM14B	759.6516	LSM14B	764.0759
LSM1	614.4747	LSM1	503.06
LSM2	700.2904	LSM2	492.9621
LSM3	711.0442	LSM3	768.0539
LSM4	731.6916	LSM4	736.8421
LSM5	651.0377	LSM5	567.0135
LSM6	291.8593	LSM6	307.5275
LSM7	327.7772	LSM7	261.9339
LSMD1	267.7707	LSMD1	283.3537
LSP1	1959.5655	LSP1	1287.6377
LSR	2500.2688	LSR	874.541
LSS	963.3294	LSS	1479.1922
LST1	263.8993	LST1	68.5435
LTA4H	1468.7601	LTA4H	1691.8605
LTA	38.0686	LTA	11.0159
LTB4R2	36.9782	LTB4R2	46.5177
LTB4R	123.6757	LTB4R	182.4602
LTBP1	3322.7229	LTBP1	1696.1444
LTBP2	2640.0688	LTBP2	5202.2644
LTBP3	1005.1618	LTBP3	2438.5863
LTBP4	724.594	LTBP4	2416.4627
LTBR	1342.9401	LTBR	1272.6438
LTB	260.6732	LTB	57.2215
LTC4S	8.5773	LTC4S	27.7356
LTF	21255.4038	LTF	30732.8641
LTK	13.3348	removed	removed
LTV1	1371.3303	LTV1	699.8164
LUC7L2	2151.8443	LUC7L2	2137.0869
LUC7L3	1514.7865	LUC7L3	2159.4247
LUC7L	262.1787	LUC7L	552.9376
LUM	12089.0418	LUM	12090.5753
LUZP1	1347.2416	LUZP1	1290.0857
removed	removed	LUZP2	302.6316
LUZP6	6761.1571	LUZP6	3731.3341
LXN	412.0873	LXN	562.4235
LY6D	13.5498	LY6D	15.9119
LY6E	9053.6617	LY6E	4471.8482
LY6G5B	37.2836	LY6G5B	53.0294
LY6G5C	19.7871	LY6G5C	39.1677
removed	removed	LY6G6C	46.5116
removed	removed	LY6H	19.8898
LY6K	300.6775	LY6K	70.3794
LY75	1255.2619	LY75	1525.3703
LY86	504.3553	LY86	96.0832
LY96	372.083	LY96	161.8727
LY9	220.4538	LY9	38.5557
LYAR	356.3824	LYAR	323.7454
removed	removed	LYG1	7.6499
LYL1	104.0972	LYL1	95.1652
LYNX1	352.7261	LYNX1	522.3378
LYN	4676.6319	LYN	982.8641
LYPD1	44.323	LYPD1	11.2699
LYPD3	111.4098	LYPD3	422.2766
LYPD5	65.3834	LYPD5	61.1995
LYPD6B	18.2815	LYPD6B	232.5581
LYPD6	12.9046	LYPD6	523.2558
LYPLA1	2706.3125	LYPLA1	1176.5606
LYPLA2P1	57.2105	LYPLA2P1	31.8237
LYPLA2	868.9106	LYPLA2	627.601
LYPLAL1	311.8615	LYPLAL1	431.4565
LYRM1	514.0338	LYRM1	973.9902
LYRM2	766.861	LYRM2	1194.8929
LYRM4	283.2563	LYRM4	403.6108
LYRM5	204.5381	LYRM5	442.1665
LYRM7	332.0787	LYRM7	633.1089
LYSMD1	273.7929	LYSMD1	215.1163
LYSMD2	395.7415	LYSMD2	225.8262
LYSMD3	597.0534	LYSMD3	738.6781
LYSMD4	85.0156	LYSMD4	242.9498
LYST	1091.5152	LYST	1470.3182
LYVE1	704.1617	LYVE1	2572.2154
LYZ	15197.7632	LYZ	546.2056
LZIC	314.6575	LZIC	364.4431
LZTFL1	421.1206	LZTFL1	852.2032
LZTR1	771.911	LZTR1	891.481
LZTS1	205.8286	LZTS1	331.7013
LZTS2	816.0017	LZTS2	1571.2974
M6PR	2626.676	M6PR	2511.6371
MAB21L1	57.6406	MAB21L1	113.2191
MACC1	475.9652	MACC1	476.7442
MACF1	7826.0028	MACF1	6330.1714
MACROD1	157.8664	MACROD1	148.7148
MACROD2	47.532	MACROD2	134.0269
MAD1L1	404.1295	MAD1L1	358.0171
MAD2L1BP	529.5193	MAD2L1BP	373.623
MAD2L1	492.9562	MAD2L1	84.4553
MAD2L2	338.7461	MAD2L2	292.8397
MADD	1283.794	MADD	1331.7013
MAEA	582.2131	MAEA	832.3133
MAEL	1330.2506	removed	removed
MAF1	1642.5422	MAF1	1985.3121
MAFB	2217.0126	MAFB	1251.836
MAFF	598.3439	MAFF	2008.8739
MAFG	850.6291	MAFG	774.4798
MAFK	472.2959	MAFK	841.7136
MAF	1509.6247	MAF	1555.6916
MAGEA10	226.9061	removed	removed
MAGEA11	44.736	removed	removed
MAGEA12	353.3713	removed	removed
MAGEA1	27.96	removed	removed
MAGEA2	270.9969	removed	removed
MAGEA3	478.5461	removed	removed
MAGEA4	2041.0797	removed	removed
MAGEA5	6.2372	removed	removed
MAGEA6	710.614	removed	removed
MAGEA9B	1221.4217	removed	removed
MAGEB4	17.6363	removed	removed
MAGEC1	16.1308	removed	removed
MAGEC2	11.3991	removed	removed
MAGED1	5488.117	MAGED1	2768.9718
MAGED2	5051.5109	MAGED2	5742.9621
MAGED4B	86.8803	MAGED4B	314.3543
MAGED4	22.5938	MAGED4	79.1585
MAGEE1	82.1594	MAGEE1	190.0245
MAGEF1	1197.118	MAGEF1	770.8078
MAGEH1	274.223	MAGEH1	568.2375
MAGEL2	26.6695	MAGEL2	13.4639
MAGI1	903.538	MAGI1	1435.7405
MAGI2	71.4055	MAGI2	382.4969
MAGI3	804.1725	MAGI3	1029.3758
MAGIX	67.9643	MAGIX	23.2558
MAGOHB	327.1319	MAGOHB	211.1383
MAGOH	659.2107	MAGOH	411.5667
MAGT1	2590.171	MAGT1	2738.3721
MAK16	466.5448	MAK16	584.4002
MAK	13.7649	MAK	16.2179
MAL2	1205.0758	MAL2	2738.9841
MALAT1	1367.8546	MALAT1	3236.4504
MALL	468.8676	MALL	671.6646
MALT1	1134.1004	MALT1	764.6879
MAL	31.1861	MAL	14.0759
MAMDC2	658.1009	MAMDC2	690.3029
MAMDC4	9.2483	MAMDC4	27.8458
MAML1	1470.2914	MAML1	1217.6744
MAML2	1181.2023	MAML2	1010.0979
MAML3	376.3846	MAML3	481.9461
MAMLD1	96.7846	MAMLD1	224.9082
MAMSTR	24.3037	MAMSTR	19.8898
MAN1A1	3494.1392	MAN1A1	2424.1126
MAN1A2	1122.4863	MAN1A2	861.6891
MAN1B1	1202.4949	MAN1B1	1228.5802
MAN1C1	257.447	MAN1C1	474.2962
MAN2A1	805.2479	MAN2A1	711.4443
MAN2A2	840.0903	MAN2A2	2080.7834
MAN2B1	2856.006	MAN2B1	1383.1089
MAN2B2	928.0568	MAN2B2	1516.2179
MAN2C1	487.7944	MAN2C1	995.41
MANBAL	816.4319	MANBAL	1252.142
MANBA	1048.7149	MANBA	615.9731
MANEAL	147.3277	MANEAL	152.9988
MANEA	1247.2309	MANEA	613.8311
MANF	1288.9558	MANF	699.8164
MANSC1	1027.2072	MANSC1	880.967
MAOA	824.1746	MAOA	5931.4565
MAOB	348.6396	MAOB	5899.6328
MAP1A	557.2642	MAP1A	809.0575
MAP1B	1532.853	MAP1B	3205.9364
MAP1D	89.472	MAP1D	55.0796
MAP1LC3A	123.8843	MAP1LC3A	300.1836
MAP1LC3B2	272.2873	MAP1LC3B2	302.0196
MAP1LC3B	2184.9661	MAP1LC3B	2955.6304
MAP1LC3C	17.6363	MAP1LC3C	193.3905
MAP1S	370.1473	MAP1S	538.8617
MAP2K1	1274.8812	MAP2K1	1099.5318
MAP2K2	893.4294	MAP2K2	1226.7442
MAP2K3	1265.0823	MAP2K3	958.0783
MAP2K4	633.1864	MAP2K4	1028.7638
MAP2K5	228.8418	MAP2K5	442.7785
MAP2K6	155.5006	MAP2K6	203.7944
MAP2K7	451.2313	MAP2K7	751.224
MAP2	959.8882	MAP2	432.3745
MAP3K10	150.5538	MAP3K10	153.6108
MAP3K11	1481.8798	MAP3K11	1436.6585
MAP3K12	147.147	MAP3K12	222.295
MAP3K13	103.5208	MAP3K13	41.0557
MAP3K14	498.9784	MAP3K14	513.4639
removed	removed	MAP3K15	5.4743
MAP3K1	1548.3385	MAP3K1	2187.2705
MAP3K2	1041.6174	MAP3K2	558.1395
MAP3K3	928.1041	MAP3K3	1382.09
MAP3K4	759.8667	MAP3K4	910.3427
MAP3K5	684.8048	MAP3K5	1402.6928
MAP3K6	469.2978	MAP3K6	1099.1432
MAP3K7	744.166	MAP3K7	779.6818
MAP3K8	593.3971	MAP3K8	1142.2889
MAP3K9	134.4231	MAP3K9	77.4174
MAP4K1	324.9812	MAP4K1	79.8654
MAP4K2	660.9313	MAP4K2	274.4798
MAP4K3	627.5944	MAP4K3	1060.2815
MAP4K4	4548.4461	MAP4K4	3059.6695
MAP4K5	1063.7703	MAP4K5	1406.9767
MAP4	6607.5922	MAP4	8044.0636
MAP6D1	62.3723	MAP6D1	36.7197
MAP6	45.8114	MAP6	144.4308
MAP7D1	1709.216	MAP7D1	2142.2889
MAP7D2	16.9911	MAP7D2	10.4039
MAP7D3	297.0212	MAP7D3	843.0233
MAP7	382.1916	MAP7	820.3794
MAP9	187.9772	MAP9	446.7564
MAPK10	41.7249	MAPK10	350.9792
MAPK11	165.6092	MAPK11	322.2154
MAPK12	132.1712	MAPK12	104.0973
MAPK13	964.6199	MAPK13	587.8213
MAPK14	1699.9677	MAPK14	1772.0318
MAPK15	57.6406	MAPK15	15.9119
MAPK1IP1L	2002.5809	MAPK1IP1L	2428.7026
MAPK1	3496.7201	MAPK1	3176.2546
MAPK3	928.2719	MAPK3	1924.7246
MAPK4	692.7627	MAPK4	98.5312
MAPK6	1521.669	MAPK6	1000
MAPK7	513.3477	MAPK7	321.6554
MAPK8IP1	100.0108	MAPK8IP1	249.694
MAPK8IP2	5.8071	MAPK8IP2	66.0955
MAPK8IP3	408.8612	MAPK8IP3	566.7075
MAPK8	292.5046	MAPK8	343.9412
MAPK9	1110.8721	MAPK9	962.3623
MAPKAP1	1514.5715	MAPKAP1	1815.7895
MAPKAPK2	3733.5197	MAPKAPK2	2268.6659
MAPKAPK3	1120.3355	MAPKAPK3	615.6671
MAPKAPK5	475.9781	MAPKAPK5	524.6848
MAPKBP1	346.919	MAPKBP1	726.7442
MAPKSP1	971.7174	MAPKSP1	1126.989
MAPRE1	4211.2055	MAPRE1	2766.5239
MAPRE2	1220.7764	MAPRE2	806.6095
MAPRE3	141.0904	MAPRE3	481.6401
MAPT	33.3369	MAPT	863.5251
MARCH1	449.0805	MARCH1	41.9217
MARCH2	467.147	MARCH2	875.153
MARCH3	99.7957	MARCH3	97.3072
MARCH5	1117.3244	MARCH5	1346.0832
MARCH6	2189.9129	MARCH6	1764.0759
MARCH7	2920.314	MARCH7	2516.5239
MARCH8	299.6021	MARCH8	587.5153
MARCH9	176.5781	MARCH9	176.5606
MARCKSL1	4510.8076	MARCKSL1	2450.1224
MARCKS	6400.6882	MARCKS	4951.6524
MARCO	555.5436	MARCO	93.9412
MARK1	448.4353	MARK1	329.2534
MARK2	1764.2757	MARK2	1225.2142
MARK3	948.274	MARK3	1159.1187
MARK4	691.042	MARK4	667.6867
MARS2	250.9947	MARS2	169.8286
MARS	1829.2548	MARS	1196.8207
MARVELD1	1858.0213	MARVELD1	1336.7442
MARVELD2	132.9175	MARVELD2	240.5141
MARVELD3	245.3189	MARVELD3	218.8097
MASP1	64.9532	MASP1	152.3868
MASP2	12.9046	MASP2	35.1897
removed	removed	MAST1	7.0379
MAST2	1049.5752	MAST2	803.2436
MAST3	314.0123	MAST3	383.1089
MAST4	392.5153	MAST4	872.399
MASTL	690.827	MASTL	282.7417
MAT1A	15.2705	MAT1A	14.0759
MAT2A	3910.3129	MAT2A	4097.0012
MAT2B	1958.06	MAT2B	2180.2326
MATK	41.5098	MATK	27.2338
MATN1	5.0113	removed	removed
MATN2	662.867	MATN2	3551.1016
MATN3	78.5031	MATN3	101.8972
MATN4	9.2483	MATN4	12.2399
MATR3	6083.1982	MATR3	7781.0894
MAVS	1675.8791	MAVS	3116.8911
MAX	1352.8336	MAX	1423.8066
MAZ	3127.076	MAZ	1799.0392
MBD1	805.8931	MBD1	1035.1897
MBD2	2506.9362	MBD2	2413.0967
MBD3	646.9513	MBD3	961.1383
MBD4	1179.4817	MBD4	878.519
MBD5	367.3513	MBD5	323.7454
MBD6	678.7827	MBD6	1151.1628
MBIP	329.2827	MBIP	496.328
removed	removed	MBL1P	9.4859
MBLAC1	20.0022	MBLAC1	23.5618
MBLAC2	146.2523	MBLAC2	325.2754
MBNL1	5003.2046	MBNL1	5706.9523
MBNL2	1750.941	MBNL2	3447.3684
MBNL3	98.7203	MBNL3	66.0955
MBOAT1	523.9273	MBOAT1	567.0135
MBOAT2	593.8273	MBOAT2	178.0906
MBOAT7	669.3193	MBOAT7	632.4969
MBP	1350.0376	MBP	1058.7515
MBTD1	595.1178	MBTD1	775.3978
MBTPS1	2377.8901	MBTPS1	3925.9486
MBTPS2	961.9314	MBTPS2	704.7032
MB	61.9421	MB	101.8972
MC1R	93.8359	MC1R	36.4137
MC4R	6.2372	removed	removed
MCAM	3215.6146	MCAM	11204.7124
MCART1	530.5947	MCART1	209.6083
MCART2	19.7871	MCART2	8.5679
MCART6	22.368	MCART6	9.1799
MCAT	174.6424	MCAT	215.1163
MCCC1	989.1386	MCCC1	854.9572
MCCC2	1075.5995	MCCC2	1899.6328
MCC	619.4214	MCC	1500.612
MCEE	265.835	MCEE	248.776
MCF2L2	40.5527	MCF2L2	10.4039
MCF2L	557.0491	MCF2L	1076.9676
MCFD2	4053.4789	MCFD2	3986.6463
MCL1	15041.1872	MCL1	15160.9547
MCM10	371.6529	MCM10	11.0159
MCM2	834.0682	MCM2	295.8996
MCM3APAS	44.265	MCM3APAS	31.5942
MCM3AP	1583.652	MCM3AP	2086.8268
MCM3	1815.8942	MCM3	1557.8335
MCM4	2729.3257	MCM4	616.8911
MCM5	925.6909	MCM5	611.3831
MCM6	1527.9062	MCM6	677.7846
MCM7	2629.6742	MCM7	1531.7503
MCM8	204.108	MCM8	165.5447
MCM9	109.6892	MCM9	50.4896
MCOLN1	454.0273	MCOLN1	385.2509
MCOLN2	210.5603	MCOLN2	21.1138
MCOLN3	41.7249	MCOLN3	111.6891
MCPH1	592.8939	MCPH1	605.9486
MCRS1	665.2328	MCRS1	740.5141
MCTP1	439.4021	MCTP1	354.6512
MCTP2	133.3477	MCTP2	261.3219
MCTS1	777.9331	MCTS1	791.6157
MDC1	1151.5217	MDC1	922.5826
MDFIC	1650.5001	MDFIC	1937.2705
MDFI	280.6753	MDFI	312.7295
MDGA1	213.7864	MDGA1	161.8727
MDGA2	15.2705	removed	removed
MDH1B	5.592	MDH1B	27.8458
MDH1	3450.2635	MDH1	3996.94
MDH2	4015.4855	MDH2	2386.7809
MDK	1542.3164	MDK	1549.8776
MDM1	177.8686	MDM1	317.0135
MDM2	2566.7276	MDM2	2326.8054
MDM4	926.3362	MDM4	923.1946
MDN1	1284.8693	MDN1	1265.2999
MDP1	94.537	MDP1	157.0441
ME1	480.9119	ME1	684.2105
ME2	1664.9102	ME2	544.0636
ME3	82.5895	ME3	314.5655
MEA1	897.2513	MEA1	854.3452
MEAF6	1442.7358	MEAF6	1573.1334
MECOM	927.8417	MECOM	774.4798
MECP2	1017.7438	MECP2	1796.5116
MECR	368.2116	MECR	445.2264
MED10	440.9076	MED10	445.8384
MED11	177.6535	MED11	209.6083
MED12L	10.3237	MED12L	5.202
MED12	1082.0518	MED12	1363.5251
MED13L	2775.9974	MED13L	3843.6353
MED13	1879.5569	MED13	1933.5985
MED14	1793.9563	MED14	903.3048
MED15	1257.7697	MED15	1392.5949
MED16	481.7722	MED16	725.8262
MED17	910.6356	MED17	649.9388
MED18	209.915	MED18	334.7613
MED19	200.6667	MED19	227.6622
MED1	2631.8959	MED1	1587.8213
MED20	571.8895	MED20	409.7307
MED21	436.1759	MED21	565.7895
MED22	669.3193	MED22	659.1187
MED23	1499.9462	MED23	881.5789
MED24	1896.9782	MED24	1142.5949
MED25	705.9297	MED25	520.1958
MED26	208.6246	MED26	247.858
MED27	214.6467	MED27	207.7723
MED28	448.0052	MED28	578.6414
MED29	1348.7472	MED29	1548.3476
MED30	197.4406	MED30	216.9523
MED31	130.8227	MED31	156.2301
MED4	1292.6121	MED4	1124.235
MED6	396.3867	MED6	360.7711
MED7	211.2055	MED7	302.3256
MED8	1030.0032	MED8	627.907
MED9	285.192	MED9	393.8188
MEF2A	1993.2724	MEF2A	2126.6952
MEF2B	44.9876	MEF2B	13.4945
MEF2C	1561.4582	MEF2C	1210.5263
MEF2D	1598.6665	MEF2D	1874.847
MEFV	41.2948	removed	removed
MEG3	31.8314	MEG3	107.0991
MEGF10	74.2015	MEGF10	118.4211
MEGF6	509.3021	MEGF6	809.6695
MEGF8	883.7509	MEGF8	1160.9547
MEGF9	762.0174	MEGF9	1660.0367
MEI1	210.9904	MEI1	64.5655
MEIS1	192.7089	MEIS1	296.2056
MEIS2	246.4781	MEIS2	506.4259
MEIS3P1	385.6329	MEIS3P1	861.6891
MEIS3	76.3523	MEIS3	251.224
MELK	1194.537	removed	removed
MEMO1	555.3651	MEMO1	280.869
MEN1	811.055	MEN1	515.2999
MEOX1	394.6661	MEOX1	776.9278
MEOX2	188.1923	MEOX2	581.7013
MEP1A	7.3126	removed	removed
MEPCE	942.4669	MEPCE	1518.3599
MERTK	852.1346	MERTK	328.0294
MESDC1	532.9605	MESDC1	468.4823
MESDC2	1313.6896	MESDC2	1314.5655
MESP1	21.5077	MESP1	82.6193
MESP2	22.5831	MESP2	19.8898
removed	removed	MESTIT1	24.4798
MEST	999.4623	MEST	3993.5741
METAP1	1624.4758	METAP1	1105.8752
METAP2	2004.5166	METAP2	1943.0845
METRNL	464.7812	METRNL	435.4345
METRN	24.3037	METRN	59.3635
METT10D	747.3922	METT10D	1253.366
METT11D1	343.6929	METT11D1	504.284
METT5D1	240.671	METT5D1	342.1053
METTL10	301.4367	METTL10	372.5398
METTL11A	280.2774	METTL11A	247.0777
METTL12	33.5886	METTL12	48.4884
METTL13	1391.9776	METTL13	816.0955
METTL14	331.2184	METTL14	506.4259
METTL1	295.7307	METTL1	220.0122
METTL2A	356.3824	METTL2A	353.4272
METTL2B	469.5129	METTL2B	329.5594
METTL3	418.4364	METTL3	567.8335
METTL4	388.859	METTL4	263.7699
METTL5	744.6134	METTL5	712.0838
METTL6	250.1344	METTL6	254.59
METTL7A	3947.9514	METTL7A	7144.1248
METTL7B	30.9711	METTL7B	11.6279
METTL8	689.9667	METTL8	384.3329
METTL9	2084.7403	METTL9	2149.9388
MET	2463.0605	MET	1944.9204
MEX3A	1339.2838	MEX3A	189.7185
MEX3B	102.3766	MEX3B	76.4994
MEX3C	1600.6022	MEX3C	1439.1065
MEX3D	291.2141	MEX3D	258.2619
MFAP1	712.7648	MFAP1	902.0808
MFAP2	485.6436	MFAP2	252.754
MFAP3L	603.5058	MFAP3L	347.6132
MFAP3	1295.8383	MFAP3	1232.2521
MFAP4	1533.2831	MFAP4	5341.4933
MFAP5	756.2103	MFAP5	2061.8115
MFF	1311.1087	MFF	1207.7723
MFGE8	8418.1095	MFGE8	4481.0282
MFHAS1	447.3599	MFHAS1	198.2864
MFI2	765.2436	MFI2	268.6659
MFN1	1414.9909	MFN1	910.6487
MFN2	2029.0354	MFN2	2606.7931
MFNG	518.7655	MFNG	584.4553
MFRP	354.4467	MFRP	419.5226
MFSD10	422.411	MFSD10	562.1175
MFSD11	589.8075	MFSD11	465.8078
MFSD1	3849.6613	MFSD1	1915.2387
MFSD2A	76.1372	MFSD2A	72.8274
MFSD2B	45.1661	MFSD2B	6.7319
MFSD3	210.3452	MFSD3	107.4051
MFSD4	321.755	MFSD4	232.5581
MFSD5	664.5876	MFSD5	496.328
MFSD6L	107.5384	MFSD6L	31.2118
MFSD6	2645.0156	MFSD6	1661.2607
MFSD7	74.5457	MFSD7	135.8752
MFSD8	529.7344	MFSD8	407.2827
MFSD9	235.9393	MFSD9	144.4308
MGAM	49.0375	MGAM	132.1909
MGAT1	4520.9162	MGAT1	3246.328
MGAT2	1066.5663	MGAT2	738.6781
MGAT3	213.1412	MGAT3	296.2056
MGAT4A	1850.0914	MGAT4A	1450.1224
MGAT4B	2148.7923	MGAT4B	978.8862
removed	removed	MGAT4C	12.5459
MGAT5B	7.5277	MGAT5B	11.3219
MGAT5	309.0655	MGAT5	209.3023
MGA	1395.849	MGA	1032.4357
MGC12916	24.9489	MGC12916	6.12
MGC12982	16.776	MGC12982	22.9498
removed	removed	MGC14436	6.12
MGC16121	8.8182	MGC16121	12.2399
MGC16142	11.184	MGC16142	8.8739
MGC16275	38.7138	MGC16275	44.6756
removed	removed	MGC16703	5.0031
MGC21881	88.1815	MGC21881	179.0086
MGC23270	24.9489	MGC23270	30.9058
MGC23284	28.8203	MGC23284	35.8017
MGC2752	376.1695	MGC2752	522.6438
MGC2889	15.2705	removed	removed
MGC29506	1129.1537	MGC29506	196.4504
removed	removed	MGC3771	10.254
MGC42105	87.7514	removed	removed
MGC45800	8.388	MGC45800	82.0073
MGC57346	121.7335	MGC57346	212.8764
MGC70857	172.0615	MGC70857	266.5239
MGC72080	234.0338	MGC72080	49.9143
MGC87042	66.6738	MGC87042	34.8837
MGEA5	3247.2309	MGEA5	4638.0049
MGLL	1988.816	MGLL	6402.6928
MGMT	152.7046	MGMT	289.7797
MGP	22388.6439	MGP	117970.9302
MGRN1	1351.9733	MGRN1	1139.2289
MGST1	2874.5026	MGST1	6494.492
MGST2	625.2285	MGST2	747.552
MGST3	2073.5563	MGST3	2162.7907
MIA3	2318.0987	MIA3	2130.355
MIAT	352.0077	MIAT	111.8635
MIA	110.6442	MIA	245.7558
MIB1	1472.6315	MIB1	1753.06
MIB2	109.4741	MIB2	245.104
MICAL1	764.8134	MICAL1	374.235
MICAL2	1320.7872	MICAL2	646.8788
MICAL3	1287.8804	MICAL3	1224.9082
MICALCL	24.5188	MICALCL	22.9498
MICALL1	1083.1272	MICALL1	933.2925
MICALL2	176.5781	MICALL2	226.7442
MICA	146.0372	MICA	341.1873
MICB	179.3741	MICB	55.0796
MID1IP1	467.147	MID1IP1	735.0061
MID1	1336.4878	MID1	690.0245
MID2	573.395	MID2	1013.1579
MIDN	1070.4377	MIDN	2053.2436
MIER1	1401.2259	MIER1	1430.8446
MIER2	278.7396	MIER2	462.0563
MIER3	531.0248	MIER3	661.5667
MIF4GD	769.8978	MIF4GD	399.2534
MIF	1201.5098	MIF	1096.7136
MIIP	386.9233	MIIP	282.4357
MINA	1683.6391	MINA	1059.9021
MINK1	1516.0921	MINK1	1860.7772
MINPP1	366.7061	MINPP1	414.0147
MIOS	787.1814	MIOS	685.1285
MIPEP	284.7618	MIPEP	385.2509
MIPOL1	88.8268	MIPOL1	123.011
MIR155HG	70.5452	MIR155HG	18.3599
MIR17HG	31.1861	MIR17HG	40.6977
MIS12	467.147	MIS12	569.7674
MITD1	286.9126	MITD1	261.3219
MITF	505.2156	MITF	1034.2717
MKI67IP	961.8174	MKI67IP	695.8323
MKI67	2472.9541	MKI67	47.1236
MKKS	638.9934	MKKS	899.6328
MKL1	843.9617	MKL1	856.4871
MKL2	2552.1024	MKL2	2651.4688
MKLN1	2320.6796	MKLN1	1960.2203
MKNK1	597.2685	MKNK1	622.448
MKNK2	1681.256	MKNK2	3040.6977
MKRN1	3513.0659	MKRN1	2678.0906
MKRN2	667.6567	MKRN2	820.9914
MKRN3	57.2105	MKRN3	8.5679
MKS1	163.4584	MKS1	251.224
MKX	9.2483	MKX	72.8274
removed	removed	MLC1	5.814
MLEC	4217.6578	MLEC	4870.257
MLF1IP	264.1252	MLF1IP	91.12
MLF1	141.7357	MLF1	502.448
