gene_id	TCGA-BH-A0DG-01A-21R-A12P-07	gene_id	TCGA-BH-A0DG-11A-43R-A12P-07
METAP2	1304.4946	METAP2	2196.0849
METRNL	213.0383	METRNL	98.4554
METRN	112.5643	METRN	50.8797
METT10D	837.9783	METT10D	1194.6808
METT11D1	633.6951	METT11D1	544.4784
METT5D1	218.0411	METT5D1	448.0053
METTL10	262.3956	METTL10	479.8414
METTL11A	317.4604	METTL11A	212.3961
METTL12	42.5535	METTL12	63.2328
METTL13	1602.5815	METTL13	859.9983
METTL14	361.0394	METTL14	571.5702
METTL1	307.2587	METTL1	192.9462
METTL2A	322.2673	METTL2A	273.8911
METTL2B	218.458	METTL2B	315.8503
METTL3	803.196	METTL3	871.3075
METTL4	126.3221	METTL4	293.0536
METTL5	448.3142	METTL5	502.7307
METTL6	205.9509	METTL6	249.7729
METTL7A	1530.0401	METTL7A	4026.431
METTL7B	30.0171	METTL7B	10.242
METTL8	286.8304	METTL8	507.8054
METTL9	1815.6197	METTL9	2192.781
MET	398.5608	MET	1794.9946
MEX3A	1384.1234	MEX3A	428.8428
MEX3B	129.2404	MEX3B	87.2223
MEX3C	1125.2256	MEX3C	1747.7492
MEX3D	287.2473	MEX3D	253.0767
MFAP1	963.4666	MFAP1	1054.5965
MFAP2	2015.734	MFAP2	151.6478
MFAP3L	449.4232	MFAP3L	605.6001
MFAP3	1198.6009	MFAP3	1320.5584
MFAP4	1512.5301	MFAP4	2510.2833
MFAP5	2946.6821	MFAP5	347.8979
MFF	956.7962	MFF	1058.2308
MFGE8	3506.1681	MFGE8	10910.7128
MFHAS1	212.2045	MFHAS1	184.6865
MFI2	121.3193	MFI2	299.0006
MFN1	801.7076	MFN1	990.171
MFN2	3941.8335	MFN2	2531.4281
MFNG	265.9852	MFNG	238.8701
MFRP	638.6979	MFRP	138.7627
MFSD10	1342.8499	MFSD10	518.3778
MFSD11	911.1535	MFSD11	474.6907
MFSD1	1696.8019	MFSD1	1976.0469
MFSD2A	509.0406	MFSD2A	38.9857
MFSD2B	32.9355	MFSD2B	7.9293
MFSD3	235.968	MFSD3	96.4731
MFSD4	80.8795	MFSD4	331.3785
MFSD5	1349.5204	MFSD5	464.855
MFSD6L	69.6231	MFSD6L	67.399
MFSD6	1264.4718	MFSD6	1959.8579
MFSD7	142.3771	MFSD7	103.1734
MFSD8	273.0725	MFSD8	463.2031
MFSD9	161.759	MFSD9	204.8402
MGAM	72.1245	MGAM	5.6166
MGAT1	3437.3788	MGAT1	1806.5582
MGAT2	758.3496	MGAT2	571.5702
MGAT3	115.0657	MGAT3	176.4269
MGAT4A	1564.2262	MGAT4A	1992.8967
MGAT4B	1489.1834	MGAT4B	1042.9735
removed	removed	MGAT4C	12.2243
MGAT5B	70.8738	removed	removed
MGAT5	338.1097	MGAT5	559.6762
MGA	1431.2337	MGA	2264.1447
MGC12916	7.0874	MGC12916	8.9205
MGC12982	42.1074	MGC12982	15.8586
removed	removed	MGC14436	8.5901
MGC16121	8.3381	MGC16121	11.5636
MGC16142	7.9212	MGC16142	13.2155
MGC16275	45.8595	MGC16275	53.5228
MGC16384	12.0902	MGC16384	18.1713
MGC21881	138.8292	MGC21881	195.9197
MGC23270	36.2707	MGC23270	31.3868
MGC23284	31.6848	MGC23284	27.4222
MGC2752	525.2999	MGC2752	602.6266
MGC29506	353.1182	MGC29506	195.5893
removed	removed	MGC3771	8.8643
removed	removed	MGC42105	8.5901
MGC45800	27.9326	MGC45800	8.5901
MGC57346	104.2178	MGC57346	306.8374
MGC70857	351.8675	MGC70857	184.0258
MGC72080	84.0605	MGC72080	22.169
MGC87042	12.0902	MGC87042	11.2332
MGEA5	3665.8426	MGEA5	5778.8056
MGLL	2072.8499	MGLL	1777.4841
MGMT	238.4695	MGMT	200.2148
MGP	8226.7795	MGP	69450.0702
MGRN1	2076.6021	MGRN1	901.9575
MGST1	5405.1688	MGST1	1616.2551
MGST2	1255.2999	MGST2	634.0134
MGST3	2669.8574	MGST3	1008.3423
MIA3	8234.7006	MIA3	2690.3444
MIAT	328.9378	MIAT	165.382
MIA	66.3545	MIA	334.134
MIB1	1795.1914	MIB1	3062.0302
MIB2	187.6071	MIB2	198.5628
MICAL1	536.1686	MICAL1	381.5974
MICAL2	3767.5673	MICAL2	823.9861
MICAL3	869.2462	MICAL3	1704.7989
MICALCL	47.944	MICALCL	67.7294
MICALL1	562.4044	MICALL1	942.2648
MICALL2	579.4975	MICALL2	177.0876
MICA	341.028	MICA	258.6933
MICB	113.815	MICB	77.9714
MID1IP1	454.0092	MID1IP1	226.9761
MID1	205.1171	MID1	1134.2199
MID2	552.8156	MID2	984.224
MIDN	3376.0939	MIDN	919.7985
MIER1	560.7368	MIER1	1418.353
MIER2	481.108	MIER2	282.8116
MIER3	488.1953	MIER3	846.7829
MIF4GD	1593.6597	MIF4GD	365.6926
MIF	4612.9707	MIF	543.0974
MIIP	707.4872	MIIP	181.7131
MINA	434.0478	MINA	993.0255
MINK1	1722.6208	MINK1	1958.5628
MINPP1	431.4963	MINPP1	449.9876
MIOS	602.8441	MIOS	863.3022
MIPEP	996.819	MIPEP	501.1977
MIPOL1	126.739	MIPOL1	144.7097
MIR155HG	16.6762	MIR155HG	6.9381
MIR17HG	30.434	MIR17HG	83.588
MIS12	468.6008	MIS12	543.8176
MITD1	146.7504	MITD1	243.1651
MITF	532.3872	MITF	422.2351
MKI67IP	694.1462	MKI67IP	859.6614
MKI67	2638.1726	MKI67	586.4376
MKKS	1106.048	MKKS	803.1717
MKL1	1385.3742	MKL1	1094.5734
MKL2	2559.7945	MKL2	3902.8661
MKLN1	1233.6209	MKLN1	2822.4994
MKNK1	631.6105	MKNK1	479.3921
MKNK2	2729.8916	MKNK2	2035.847
MKRN1	2917.4987	MKRN1	3322.7059
MKRN2	644.9515	MKRN2	803.8325
MKS1	1339.0977	MKS1	361.4438
MKX	13.7579	MKX	11.8939
removed	removed	MLANA	5.6166
MLC1	6.6705	removed	removed
MLEC	4686.4252	MLEC	5555.1334
MLF1IP	355.5154	MLF1IP	156.3426
MLF1	222.6271	MLF1	366.73
MLF2	5058.721	MLF2	2184.5214
MLH1	852.57	MLH1	678.6157
MLH3	447.7556	MLH3	694.8047
MLKL	181.3535	MLKL	173.7838
MLL2	2782.9511	MLL2	3848.0086
MLL3	2516.8534	MLL3	5542.9091
MLL4	1321.5877	MLL4	1076.4021
MLL5	1958.2011	MLL5	4066.8506
MLLT10	413.5694	MLLT10	965.3919
MLLT11	226.3792	MLLT11	89.2046
MLLT1	2092.4444	MLLT1	1163.6243
MLLT3	177.6014	MLLT3	616.1725
MLLT4	2187.9156	MLLT4	5578.9213
MLLT6	1795.1914	MLLT6	4736.4335
MLL	1744.3291	MLL	5717.684
MLPH	5368.4812	MLPH	2573.7177
MLST8	780.3621	MLST8	489.9546
MLXIPL	35.8538	MLXIPL	67.0686
MLXIP	1489.6003	MLXIP	1297.7616
MLX	762.1684	MLX	1008.6595
MLYCD	307.6756	MLYCD	243.1651
MMAA	157.59	MMAA	365.7388
MMAB	486.5277	MMAB	555.0508
MMACHC	100.474	MMACHC	188.3208
MMADHC	1847.3045	MMADHC	1900.0578
MMD	645.3684	MMD	571.9006
MMEL1	51.371	removed	removed
MME	731.6677	MME	6975.1383
MMGT1	695.8139	MMGT1	1083.0098
MMP10	196.3621	MMP10	13.5459
MMP11	17382.4225	MMP11	59.1393
MMP12	68.3724	MMP12	9.9116
MMP13	817.9669	removed	removed
MMP14	12817.3166	MMP14	3476.0056
MMP15	400.6454	MMP15	276.5342
MMP16	245.5568	MMP16	330.057
MMP17	137.5785	MMP17	24.7791
MMP19	587.8356	MMP19	430.4948
MMP1	1088.9549	removed	removed
MMP23B	79.2119	MMP23B	17.8409
MMP24	179.6859	MMP24	297.3486
MMP25	35.7621	MMP25	19.6944
removed	removed	MMP27	9.9116
MMP28	134.2433	MMP28	99.777
MMP2	19905.9463	MMP2	6771.9501
MMP3	471.9361	MMP3	13.5459
MMP7	892.176	MMP7	1502.2714
MMP8	12.924	removed	removed
MMP9	1558.3896	MMP9	183.0346
MMRN1	398.1439	MMRN1	1083.6706
MMRN2	956.7962	MMRN2	1344.0159
MMS19	1509.1948	MMS19	1541.5875
MN1	548.2296	MN1	127.1991
MNAT1	186.7733	MNAT1	221.3595
MND1	27.5157	MND1	18.1713
MNDA	236.8018	MNDA	121.2522
MNS1	33.3524	MNS1	143.7185
MNT	788.7836	MNT	516.3955
MOAP1	961.799	MOAP1	968.3654
MOB2	456.9275	MOB2	407.698
MOBKL1A	695.8139	MOBKL1A	1430.247
MOBKL1B	797.1217	MOBKL1B	905.9222
MOBKL2A	1930.6854	MOBKL2A	857.0249
MOBKL2B	177.1845	MOBKL2B	887.7509
MOBKL2C	368.1268	MOBKL2C	573.8829
MOBKL3	650.3713	MOBKL3	1084.001
MOCOS	259.7316	MOCOS	213.4302
MOCS1	325.4483	MOCS1	1594.4462
MOCS2	610.7653	MOCS2	782.3573
MOCS3	338.1097	MOCS3	234.2447
MOGAT2	46.6933	MOGAT2	29.4045
MOGS	1090.2057	MOGS	914.8427
MON1A	153.004	MON1A	112.3317
MON1B	786.6991	MON1B	715.6191
MON2	1012.2445	MON2	1916.9076
MORC2	1219.0292	MORC2	913.5211
MORC3	655.791	MORC3	1433.2205
MORC4	755.4312	MORC4	583.7945
MORF4L1	3247.6872	MORF4L1	3817.6262
MORF4L2	5654.0609	MORF4L2	4206.8159
MORN1	72.9583	MORN1	78.6322
MORN2	146.7504	MORN2	182.0434
MORN3	6.2536	MORN3	15.5282
MORN4	185.1057	MORN4	257.3718
MOSC1	541.1422	MOSC1	406.0461
MOSC2	282.2444	MOSC2	267.9442
MOSPD1	234.7173	MOSPD1	292.0624
MOSPD2	220.1257	MOSPD2	395.1433
MOSPD3	444.8373	MOSPD3	169.1583
MOV10L1	16.6762	MOV10L1	6.9381
MOV10	978.4752	MOV10	853.3906
MOXD1	217.2073	MOXD1	107.0455
MPDU1	2141.6392	MPDU1	662.7571
MPDZ	926.779	MPDZ	1887.1727
MPEG1	1169.8344	MPEG1	1034.7733
MPG	745.0086	MPG	353.5145
MPHOSPH10	618.2696	MPHOSPH10	948.2118
MPHOSPH6	451.9246	MPHOSPH6	435.1202
MPHOSPH8	860.9081	MPHOSPH8	1787.0653
MPHOSPH9	159.6745	MPHOSPH9	190.9639
MPI	740.0058	MPI	705.7074
MPL	16.2593	MPL	33.6995
MPND	397.3101	MPND	225.6546
MPO	19.5945	MPO	9.5812
MPP1	475.6882	MPP1	404.0638
MPP2	40.8567	MPP2	167.8368
MPP3	40.8567	MPP3	53.5228
MPP5	596.5906	MPP5	1439.4978
MPP6	79.2119	MPP6	119.6002
MPP7	437.333	MPP7	993.8052
MPPE1	460.2627	MPPE1	611.8774
removed	removed	MPPED1	29.0741
MPPED2	30.0171	MPPED2	170.1495
MPRIP	1752.6671	MPRIP	2168.002
MPST	780.8624	MPST	426.1997
MPV17L2	325.6025	MPV17L2	121.9129
MPV17L	10.0057	MPV17L	187.3296
MPV17	710.8224	MPV17	545.1392
MPZL1	6850.1603	MPZL1	7796.151
MPZL2	248.4752	MPZL2	864.9542
MPZL3	36.6876	MPZL3	106.0543
MPZ	15.8424	MPZ	37.9945
MR1	306.4249	MR1	281.1597
MRAP2	44.6088	MRAP2	149.3351
MRAP	26.3067	MRAP	14.6196
MRAS	721.6619	MRAS	1617.907
MRC1	262.233	MRC1	349.8802
MRC2	5088.7382	MRC2	2121.7477
MRE11A	315.1799	MRE11A	1074.4198
MREG	860.9081	MREG	1184.7493
MRFAP1L1	1246.128	MRFAP1L1	1718.3448
MRFAP1	5302.1933	MRFAP1	5236.64
MRGPRE	6.6705	removed	removed
MRGPRF	115.4826	MRGPRF	288.0978
MRI1	424.8258	MRI1	465.1854
MRM1	60.0343	MRM1	39.9769
MRO	45.0257	MRO	28.0829
MRP63	867.8621	MRP63	468.1589
MRPL10	682.056	MRPL10	895.3498
MRPL11	640.3655	MRPL11	494.5899
MRPL12	727.9155	MRPL12	294.3752
MRPL13	585.3341	MRPL13	383.9101
MRPL14	705.4027	MRPL14	356.488
MRPL15	663.2953	MRPL15	510.7789
MRPL16	529.8858	MRPL16	510.1181
MRPL17	1146.9047	MRPL17	495.5811
MRPL18	928.4467	MRPL18	563.6409
MRPL19	1109.8002	MRPL19	1268.0268
MRPL1	217.2073	MRPL1	361.7742
MRPL20	4451.9913	MRPL20	842.0748
MRPL21	622.0217	MRPL21	419.592
MRPL22	338.9435	MRPL22	288.0978
MRPL23	579.4975	MRPL23	215.743
MRPL24	1507.1103	MRPL24	605.9305
MRPL27	4653.4897	MRPL27	424.2174
MRPL28	655.3741	MRPL28	395.1433
MRPL2	309.3433	MRPL2	317.5023
MRPL30	685.8081	MRPL30	1102.658
MRPL32	867.5786	MRPL32	680.598
MRPL33	389.3889	MRPL33	419.2616
MRPL34	425.2427	MRPL34	248.1209
MRPL35	928.0298	MRPL35	931.6924
MRPL36	515.7111	MRPL36	206.4921
MRPL37	1996.1395	MRPL37	1052.2838
MRPL38	2041.0985	MRPL38	439.63
MRPL39	266.4021	MRPL39	364.7477
MRPL3	1635.1	MRPL3	1374.4115
MRPL40	557.4015	MRPL40	418.2704
MRPL41	525.7168	MRPL41	148.6743
MRPL42P5	5.7533	MRPL42P5	8.7156
MRPL42	531.5534	MRPL42	637.6476
MRPL43	1101.1953	MRPL43	756.8778
MRPL44	650.3713	MRPL44	542.8265
MRPL45	624.5232	MRPL45	1333.4435
MRPL46	333.9406	MRPL46	324.11
MRPL47	492.7813	MRPL47	371.6858
MRPL48	298.5037	MRPL48	361.1134
MRPL49	1541.7134	MRPL49	1322.5407
MRPL4	792.9526	MRPL4	388.8659
MRPL50	436.4992	MRPL50	394.1521
MRPL51	758.3496	MRPL51	932.0228
MRPL52	531.5534	MRPL52	226.9761
MRPL53	482.2336	MRPL53	144.0952
MRPL54	491.9475	MRPL54	315.5199
MRPL55	605.3456	MRPL55	206.4921
MRPL9	1236.1139	MRPL9	778.6471
MRPS10	642.867	MRPS10	749.9794
MRPS11	664.546	MRPS11	335.6736
MRPS12	516.5449	MRPS12	193.9374
MRPS14	596.1736	MRPS14	329.3962
MRPS15	1996.5564	MRPS15	533.906
MRPS16	2014.4833	MRPS16	1210.209
MRPS17	224.1988	MRPS17	207.7806
MRPS18A	780.0286	MRPS18A	445.0318
MRPS18B	1261.5535	MRPS18B	1286.5285
MRPS18C	287.9185	MRPS18C	294.7254
MRPS21	1808.1155	MRPS21	742.7108
MRPS22	416.4877	MRPS22	450.9788
MRPS23	3416.5336	MRPS23	471.7932
MRPS24	869.6631	MRPS24	597.3404
MRPS25	520.6931	MRPS25	861.3166
MRPS26	868.4124	MRPS26	370.6946
MRPS27	1176.9218	MRPS27	1914.5949
MRPS28	177.8348	MRPS28	146.7713
MRPS2	994.2467	MRPS2	689.1121
MRPS30	862.5757	MRPS30	631.3703
MRPS31	223.8778	MRPS31	427.1909
MRPS33	642.0332	MRPS33	647.5593
MRPS34	859.6574	MRPS34	400.7599
MRPS35	1126.8933	MRPS35	1266.7052
MRPS36	334.3575	MRPS36	310.5641
MRPS5	655.791	MRPS5	604.9393
MRPS6	786.8742	MRPS6	494.874
MRPS7	5654.2276	MRPS7	690.2255
MRPS9	384.3861	MRPS9	506.4839
MRRF	378.1325	MRRF	594.6973
MRS2	651.622	MRS2	685.2234
MRTO4	458.1782	MRTO4	753.2832
MRVI1	686.2251	MRVI1	775.4192
MS4A14	61.7644	MS4A14	76.0155
MS4A1	277.2416	MS4A1	40.6376
MS4A2	40.0228	MS4A2	43.6111
MS4A4A	262.233	MS4A4A	136.7804
MS4A6A	1067.6928	MS4A6A	635.9957
MS4A7	868.7668	MS4A7	676.2765
MSC	333.4612	MSC	46.2377
MSH2	618.2696	MSH2	996.1179
MSH3	451.6078	MSH3	776.0766
MSH5	120.0685	MSH5	202.5275
MSH6	1555.8882	MSH6	1571.9832
MSI1	19.5945	MSI1	90.1958
MSI2	991.8162	MSI2	397.456
MSL1	1421.6449	MSL1	2164.0373
MSL2	731.2508	MSL2	1239.9438
MSL3L2	23.3467	MSL3L2	119.6002
MSL3	547.8127	MSL3	698.1085
removed	removed	MSLN	6.6077
MSMB	471.9361	removed	removed
MSMP	40.4398	MSMP	45.2631
MSN	7573.9068	MSN	6906.7482
MSR1	1283.6494	MSR1	329.0658
MSRA	137.1616	MSRA	167.5064
MSRB2	676.6362	MSRB2	285.1243
MSRB3	1344.5175	MSRB3	2387.0488
MST1P2	12.0902	MST1P2	110.3494
MST1P9	5.4198	MST1P9	70.3725
MST1R	225.1285	MST1R	108.0367
MST1	16.2593	MST1	75.3283
MST4	298.5037	MST4	460.56
removed	removed	MSTN	9.9116
MSTO1	994.501	MSTO1	469.2988
MSTO2P	81.1755	MSTO2P	131.8741
MSX1	60.4512	MSX1	46.915
MSX2	148.835	MSX2	237.2181
MT1A	7.0874	removed	removed
MT1E	280.5768	MT1E	872.2227
MT1F	79.2119	MT1F	64.7559
removed	removed	MT1G	19.8232
MT1L	18.7607	MT1L	51.5404
MT1M	17.9269	MT1M	45.5935
MT1X	261.3992	MT1X	1114.727
MT2A	1843.1355	MT2A	1273.313
MTA1	1202.353	MTA1	808.1275
MTA2	1909.8402	MTA2	1475.51
MTA3	1110.2171	MTA3	1122.3259
MTAP	637.4472	MTAP	922.4416
MTBP	51.6962	MTBP	134.4677
MTCH1	2889.983	MTCH1	3064.6733
MTCH2	1779.7659	MTCH2	1090.6087
MTCP1NB	204.4876	MTCP1NB	193.6533
MTCP1	27.3114	MTCP1	30.019
MTDH	2339.252	MTDH	3730.0735
MTERFD1	248.0583	MTERFD1	226.6457
MTERFD2	532.8041	MTERFD2	565.2928
MTERFD3	253.0611	MTERFD3	718.9229
MTERF	158.0069	MTERF	275.8735
MTF1	616.602	MTF1	848.1044
MTF2	388.1382	MTF2	697.7781
MTFMT	175.5169	MTFMT	186.6689
MTFR1	547.0331	MTFR1	426.5499
MTG1	478.1896	MTG1	333.6913
MTHFD1L	307.2587	MTHFD1L	208.144
MTHFD1	1530.286	MTHFD1	1601.0506
MTHFD2L	144.1781	MTHFD2L	328.0747
MTHFD2	1460.0001	MTHFD2	743.0412
MTHFR	541.1172	MTHFR	801.0804
MTHFSD	259.7316	MTHFSD	358.8007
MTHFS	323.1011	MTHFS	221.3595
MTIF2	569.4918	MTIF2	953.8284
MTIF3	534.4718	MTIF3	755.5959
MTL5	548.6465	MTL5	377.6328
MTM1	331.4392	MTM1	503.8408
MTMR10	760.5675	MTMR10	1345.5984
MTMR11	303.9235	MTMR11	344.594
MTMR12	1199.4347	MTMR12	2614.6857
MTMR14	999.7374	MTMR14	697.7781
MTMR15	347.982	MTMR15	992.8835
MTMR1	810.0457	MTMR1	983.5632
MTMR2	614.1005	MTMR2	881.1431
MTMR3	1605.4998	MTMR3	2496.407
MTMR4	6329.8633	MTMR4	1513.5046
MTMR6	930.5312	MTMR6	1195.3415
MTMR7	32.7062	MTMR7	58.7065
MTMR8	9.5888	MTMR8	27.0918
MTMR9L	69.2062	MTMR9L	151.6478
MTMR9	374.7931	MTMR9	639.587
MTO1	425.2427	MTO1	485.3391
MTOR	2065.7625	MTOR	1940.0347
MTP18	191.5885	MTP18	136.8729
MTPAP	431.9132	MTPAP	598.2886
MTRF1L	220.9595	MTRF1L	219.0468
MTRF1	75.8766	MTRF1	130.503
MTRR	616.1851	MTRR	722.8876
MTR	1682.2103	MTR	2083.0924
MTSS1L	824.2205	MTSS1L	890.394
MTSS1	1511.2752	MTSS1	921.7676
removed	removed	MTTP	5.947
MTUS1	1374.1177	MTUS1	3627.323
MTUS2	7.5043	MTUS2	20.484
MTX1	939.6864	MTX1	357.1488
MTX2	424.8258	MTX2	413.9754
MTX3	563.2382	MTX3	1078.3844
MUC13	18.7607	removed	removed
MUC15	18.3438	MUC15	530.9325
MUC16	3590.3828	MUC16	1137.8541
MUC1	16978.4419	MUC1	2240.0264
MUC20	77.9612	MUC20	327.0835
MUC2	3527.8471	removed	removed
MUC4	22.9298	MUC4	336.3344
MUC5B	10521.0057	MUC5B	362.435
MUC6	33.3524	MUC6	208.144
MUC7	26.265	MUC7	87.556
MUCL1	524.466	MUCL1	1211.2001
MUDENG	727.4986	MUDENG	970.6781
MUL1	632.4444	MUL1	750.6401
MUM1L1	52.9469	MUM1L1	122.5737
MUM1	630.7767	MUM1	804.8237
MURC	7.0874	MURC	5.2862
MUS81	423.992	MUS81	367.3908
MUSTN1	16.6762	MUSTN1	47.8963
MUTED	325.1856	MUTED	506.4839
MUTYH	135.3064	MUTYH	152.074
MUT	667.8812	MUT	1072.4374
MVD	727.9155	MVD	184.3562
MVK	497.3672	MVK	233.9143
MVP	3391.1024	MVP	1461.9642
MX1	3673.7638	MX1	661.1051
MX2	913.4381	MX2	459.8992
MXD1	278.0754	MXD1	558.0243
MXD3	158.899	MXD3	64.1018
MXD4	1984.0492	MXD4	1496.6548
MXI1	729.5831	MXI1	2586.6028
MXRA5	20369.1274	MXRA5	4874.205
MXRA7	2487.2531	MXRA7	2472.9495
MXRA8	3381.9305	MXRA8	1303.0478
MYADML2	5.8367	removed	removed
MYADM	5526.9049	MYADM	5434.8724
MYBBP1A	1262.0371	MYBBP1A	1096.0304
MYBL1	68.7893	MYBL1	112.6621
MYBL2	385.6368	MYBL2	74.0068
MYBPC1	90.4683	MYBPC1	2118.4439
MYB	1825.2086	MYB	2042.4548
MYCBP2	2538.5324	MYCBP2	4094.8212
MYCBPAP	7.0874	removed	removed
MYCBP	857.156	MYCBP	731.1473
MYCL1	165.0942	MYCL1	208.4744
MYCN	22.5129	MYCN	11.8939
MYCT1	294.3347	MYCT1	532.9148
MYC	1228.618	MYC	4748.3274
MYD88	2129.9659	MYD88	961.7577
MYEF2	403.793	MYEF2	646.0064
MYEOV2	633.2782	MYEOV2	361.7742
MYEOV	65.0371	MYEOV	253.4071
MYH10	2844.5404	MYH10	3448.9139
MYH11	1129.3822	MYH11	12800.9251
MYH14	2669.0236	MYH14	1640.043
MYH3	15.8424	MYH3	75.6587
removed	removed	MYH7B	15.8586
MYH9	32675.3188	MYH9	28982.5721
MYL12A	7599.7549	MYL12A	4559.3458
MYL12B	6689.2351	MYL12B	6010.4072
MYL3	8.3381	removed	removed
MYL5	171.5688	MYL5	100.5369
MYL6B	338.1097	MYL6B	494.2595
MYL6	11898.4587	MYL6	9833.9803
MYL7	10.4226	MYL7	22.4663
MYL9	6949.3836	MYL9	8597.01
MYLIP	532.3872	MYLIP	1047.9888
MYLK2	6.2536	removed	removed
MYLK3	5.4198	MYLK3	11.2332
MYLK4	25.8481	MYLK4	104.072
MYLK	3243.4765	MYLK	15705.9453
MYNN	333.1068	MYNN	625.0929
MYO10	875.0829	MYO10	1492.3598
MYO15A	7.5043	MYO15A	35.3514
MYO15B	591.1708	MYO15B	500.2065
MYO16	12.924	MYO16	9.9116
MYO18A	1280.6269	MYO18A	2075.6488
MYO18B	13.3409	removed	removed
MYO19	600.5261	MYO19	452.2871
MYO1B	3051.742	MYO1B	2656.6449
MYO1C	8525.7001	MYO1C	4316.1807
MYO1D	3941.8335	MYO1D	2067.8946
MYO1E	1433.7351	MYO1E	969.3566
MYO1F	499.0349	MYO1F	228.6281
MYO1G	189.6916	MYO1G	86.8919
removed	removed	MYO1H	8.2597
MYO3A	7.0874	MYO3A	9.5812
MYO5A	1150.6568	MYO5A	1432.8901
MYO5B	2235.4427	MYO5B	2837.0364
MYO5C	1949.0459	MYO5C	1780.9036
MYO6	3881.3823	MYO6	4630.0487
MYO7A	125.0714	MYO7A	99.4466
MYO7B	5.8367	removed	removed
MYO9A	490.6968	MYO9A	1578.5909
MYO9B	2174.9916	MYO9B	1642.686
MYOCD	7.0874	MYOCD	28.0829
removed	removed	MYOC	34.3603
MYOF	6914.3636	MYOF	10188.1556
MYOM1	38.3552	MYOM1	166.1849
MYOM2	14.5917	MYOM2	115.3052
MYOM3	32.1017	MYOM3	73.346
MYOZ1	12.5071	MYOZ1	39.6465
MYOZ3	17.51	MYOZ3	107.3759
MYPOP	165.0942	MYPOP	87.883
MYRIP	95.4712	MYRIP	192.9462
MYSM1	104.6431	MYSM1	474.7667
MYST1	526.1337	MYST1	571.5702
MYST2	2091.6106	MYST2	1684.9756
MYST3	1873.9864	MYST3	3030.6434
MYST4	1874.8202	MYST4	2314.694
MYT1	23.7636	removed	removed
MZF1	220.134	MZF1	231.9154
N4BP1	1712.2274	N4BP1	1680.0198
N4BP2L1	254.3118	N4BP2L1	957.1322
N4BP2L2	888.8407	N4BP2L2	2373.1725
N4BP2	196.779	N4BP2	612.2078
N4BP3	439.0006	N4BP3	316.1807
N6AMT1	320.5997	N6AMT1	445.3622
N6AMT2	117.5671	N6AMT2	127.1991
NAA10	1096.4592	NAA10	419.9224
NAA15	1021.8333	NAA15	1137.5237
NAA16	203.4495	NAA16	399.4383
NAA20	1124.8087	NAA20	860.9895
NAA25	558.6522	NAA25	893.0371
NAA30	593.2553	NAA30	924.0935
NAA35	485.277	NAA35	615.1813
NAA38	376.048	NAA38	403.403
NAA40	492.7813	NAA40	616.8332
NAA50	2137.4701	NAA50	3295.9445
NAAA	343.1125	NAAA	346.9067
NAALAD2	14.5917	NAALAD2	42.2896
NAALADL1	60.0343	NAALADL1	82.2665
NAALADL2	454.0092	NAALADL2	807.7971
NAB1	629.1091	NAB1	1906.3352
NAB2	307.2587	NAB2	494.2595
NACA2	19.1776	NACA2	52.862
NACAD	131.325	NACAD	132.4853
NACAP1	62.5357	NACAP1	189.9727
NACA	10900.389	NACA	24039.6465
NACC1	1872.7357	NACC1	662.7571
NACC2	81.2964	NACC2	33.0387
NADK	3462.81	NADK	846.1221
NADSYN1	1337.0132	NADSYN1	786.322
NAE1	696.6477	NAE1	915.173
NAF1	147.1673	NAF1	255.0591
NAGA	1216.9447	NAGA	645.5769
NAGK	1272.8099	NAGK	725.5307
NAGLU	595.7567	NAGLU	482.696
NAGPA	209.2861	NAGPA	142.0666
NAGS	20.8452	NAGS	73.346
NAIF1	172.5985	NAIF1	188.9816
NAIP	99.6402	NAIP	113.3229
NALCN	101.3078	NALCN	339.6382
NAMPT	787.116	NAMPT	1977.3685
NANOS1	141.7476	NANOS1	234.575
NANP	237.6357	NANP	196.2501
NANS	1792.4899	NANS	563.6409
NAP1L1	4917.8072	NAP1L1	10343.7681
NAP1L2	63.7864	NAP1L2	197.5717
NAP1L3	114.6488	NAP1L3	136.45
NAP1L4	2585.6426	NAP1L4	2522.1773
NAP1L5	84.2147	NAP1L5	229.6192
NAP1L6	27.0988	NAP1L6	11.8939
NAPA	3724.918	NAPA	2406.7102
NAPB	204.2833	NAPB	353.5145
NAPEPLD	291.8041	NAPEPLD	498.3761
NAPG	817.55	NAPG	777.0711
NAPRT1	402.7299	NAPRT1	240.8524
removed	removed	NAPSA	8.9205
NAPSB	389.8058	NAPSB	109.6886
NARFL	415.6539	NARFL	334.352
NARF	1096.0423	NARF	531.9237
NARG2	750.0115	NARG2	1488.7255
NARS2	886.3393	NARS2	346.246
NARS	3000.0459	NARS	3209.383
NASP	1190.2628	NASP	1982.6547
NAT10	1824.7917	NAT10	1376.3938
NAT14	154.6716	NAT14	132.8157
NAT15	1402.8841	NAT15	767.4899
NAT1	1308.6637	NAT1	151.9782
NAT6	106.219	NAT6	133.7408
NAT8L	42.1074	NAT8L	95.8123
removed	removed	NAT8	5.6166
NAT9	1374.5346	NAT9	390.1875
NAV1	2847.4588	NAV1	1181.7957
NAV2	787.116	NAV2	4074.6147
NAV3	147.5842	NAV3	308.9122
NBAS	1462.5015	NBAS	1910.9606
NBEAL1	246.3906	NBEAL1	799.8678
