gene_id	TCGA-BH-A0C0-01A-21R-A056-07	gene_id	TCGA-BH-A0C0-11A-21R-A089-07
CYP7B1	34.719	CYP7B1	251.9344
CYR61	902.6953	CYR61	4062.8288
CYS1	10.5071	CYS1	146.7038
CYSLTR1	60.3015	CYSLTR1	49.2108
CYSLTR2	15.5322	CYSLTR2	12.0706
CYTH1	1695.7515	CYTH1	844.3206
CYTH2	806.7611	CYTH2	1437.6354
CYTH3	523.5267	CYTH3	1047.0443
CYTH4	666.5144	CYTH4	203.6521
CYTIP	488.8077	CYTIP	132.1572
removed	removed	CYTL1	34.3547
CYTSA	2048.4239	CYTSA	2450.325
CYTSB	169.027	CYTSB	220.0557
CYYR1	184.5592	CYYR1	1155.9889
D2HGDH	371.8593	D2HGDH	515.9393
D4S234E	23.2983	D4S234E	518.7249
DAAM1	752.8552	DAAM1	850.5107
DAAM2	133.0699	DAAM2	862.4482
DAB2IP	1009.1366	DAB2IP	3343.2374
DAB2	1201.9187	DAB2	1493.3457
DACH1	236.1809	DACH1	545.0325
DACT1	144.815	DACT1	300.5262
DACT2	7.3093	DACT2	166.8214
DACT3	14.6185	DACT3	101.8261
DAD1	2338.0539	DAD1	1966.2643
DAG1	2641.8456	DAG1	4937.1712
DAGLA	157.1494	DAGLA	274.8375
DAGLB	550.0228	DAGLB	444.7539
DAK	1005.9388	DAK	844.6301
DALRD3	600.2056	DALRD3	793.9833
DAND5	7.3093	removed	removed
DAP3	2365.4637	DAP3	1879.6038
DAPK1	632.709	DAPK1	252.5534
DAPK2	330.2878	DAPK2	377.2826
DAPK3	1044.7693	DAPK3	545.342
DAPL1	67.6108	DAPL1	44.5682
DAPP1	350.8451	DAPP1	188.4865
DAP	3322.0649	DAP	2709.6874
DARC	258.5656	DARC	1020.1176
DARS2	878.0265	DARS2	462.3955
DARS	1948.8351	DARS	2194.9861
DAXX	1349.9315	DAXX	1333.3333
DAZAP1	2991.7771	DAZAP1	929.4336
DAZAP2	6520.3289	DAZAP2	6411.6373
removed	removed	DBC1	160.3219
DBF4B	192.3253	DBF4B	127.2052
DBF4	394.7008	DBF4	167.2485
DBH	22.8415	removed	removed
DBI	4970.3061	DBI	3487.7747
DBN1	947.4646	DBN1	810.8945
DBNDD1	898.5838	DBNDD1	215.1037
DBNDD2	1122.2385	DBNDD2	818.4432
DBNL	1477.3869	DBNL	1426.8028
DBP	175.0662	DBP	318.9755
DBR1	624.0292	DBR1	396.1622
DBT	749.6574	DBT	1141.4423
removed	removed	DBX2	11.7611
DCAF10	1939.6985	DCAF10	1633.2405
DCAF11	2118.6524	DCAF11	2587.7406
removed	removed	DCAF12L2	10.5231
DCAF12	1220.6487	DCAF12	1483.1322
DCAF13	2593.4079	DCAF13	648.3442
DCAF15	627.6839	DCAF15	411.6373
DCAF16	429.8767	DCAF16	1307.3352
DCAF17	398.8122	DCAF17	595.7908
DCAF4L1	10.0503	DCAF4L1	6.809
DCAF4	429.4198	DCAF4	323.4293
DCAF5	1470.9913	DCAF5	1914.268
DCAF6	2299.2234	DCAF6	1755.4937
DCAF7	4780.7218	DCAF7	2870.9378
DCAF8	1859.0041	DCAF8	2856.3912
DCAKD	1058.0174	DCAKD	1138.9663
DCBLD1	95.0206	DCBLD1	170.2631
DCBLD2	281.407	DCBLD2	1124.4197
DCDC1	5.5642	removed	removed
removed	removed	DCDC2	712.086
removed	removed	DCD	24.4506
DCHS1	236.1809	DCHS1	1302.0737
removed	removed	DCHS2	179.8205
DCI	1148.0128	DCI	674.0947
DCK	1118.7757	DCK	413.4943
DCLK1	138.8762	DCLK1	558.9601
DCLK2	19.1868	DCLK2	101.8261
removed	removed	DCLK3	6.809
DCLRE1A	496.1169	DCLRE1A	385.6391
DCLRE1B	348.561	DCLRE1B	219.4367
DCLRE1C	288.2595	DCLRE1C	315.3822
DCN	3973.5039	DCN	23131.5382
DCP1A	483.3257	DCP1A	1112.0396
DCP1B	225.217	DCP1B	370.783
DCP2	807.2179	DCP2	1579.3872
DCPS	317.4966	DCPS	246.9824
DCST2	21.0142	DCST2	51.0678
DCTD	555.048	DCTD	1591.4578
DCTN1	4784.3764	DCTN1	4115.4968
DCTN2	2005.0251	DCTN2	2242.0303
DCTN3	656.0073	DCTN3	727.329
DCTN4	1175.8794	DCTN4	2528.9384
DCTN5	1978.529	DCTN5	1287.8366
DCTN6	251.2563	DCTN6	509.4398
DCTPP1	1712.6496	DCTPP1	575.6701
removed	removed	DCT	21.0461
DCUN1D1	1014.1617	DCUN1D1	635.7165
DCUN1D2	138.4194	DCUN1D2	256.8864
DCUN1D3	164.0018	DCUN1D3	181.987
DCUN1D4	889.9041	DCUN1D4	1022.5936
DCUN1D5	956.6012	DCUN1D5	239.2448
DCXR	3164.9155	DCXR	1044.5682
removed	removed	DCX	67.1619
DDA1	911.3751	DDA1	490.2507
DDAH1	851.5304	DDAH1	1514.3918
DDAH2	567.8392	DDAH2	1521.2009
DDB1	6384.6505	DDB1	5665.1192
DDB2	319.7807	DDB2	589.6007
DDHD1	542.7136	DDHD1	369.8545
DDHD2	514.847	DDHD2	1281.6465
DDI2	93.7917	DDI2	250.1207
DDIT3	262.6085	DDIT3	234.7663
DDIT4L	54.3627	DDIT4L	106.1591
DDIT4	4614.4358	DDIT4	1264.624
DDN	20.772	removed	removed
DDOST	4460.0274	DDOST	3856.7007
DDO	38.8305	DDO	130.3002
DDR1	4761.5349	DDR1	6882.3894
DDR2	52.5354	DDR2	611.8849
DDRGK1	752.3984	DDRGK1	751.7796
DDTL	347.4692	DDTL	188.4246
DDT	1185.5779	DDT	463.3829
DDX10	940.6122	DDX10	615.5989
DDX11L2	121.5167	DDX11L2	40.8542
DDX11	286.889	DDX11	376.9731
DDX12	50.7081	DDX12	54.7818
DDX17	8246.688	DDX17	16560.5076
DDX18	1872.5445	DDX18	2176.1065
DDX19A	656.3454	DDX19A	812.442
DDX19B	722.8049	DDX19B	704.9892
DDX1	2543.6272	DDX1	2381.6156
DDX20	365.9205	DDX20	549.056
DDX21	2484.6962	DDX21	1911.4825
DDX23	2405.2079	DDX23	2460.229
DDX24	2731.3842	DDX24	3186.0105
DDX26B	198.7209	DDX26B	454.658
DDX27	2037.46	DDX27	1087.8985
DDX28	264.0475	DDX28	210.7707
DDX31	560.0731	DDX31	432.3739
DDX39	1938.328	DDX39	328.0718
DDX3X	5985.3815	DDX3X	9199.9381
DDX3Y	9.1366	removed	removed
DDX41	978.0722	DDX41	978.9539
DDX42	3386.9347	DDX42	3937.4807
removed	removed	DDX43	20.7738
DDX46	1248.5153	DDX46	1684.6178
DDX47	781.6354	DDX47	1099.7864
DDX49	1948.3783	DDX49	651.8106
DDX50	969.8492	DDX50	1218.5082
DDX51	273.6409	DDX51	547.5085
DDX52	962.0831	DDX52	587.7437
DDX54	1623.9973	DDX54	1313.9709
DDX55	378.7117	DDX55	472.6091
DDX56	1040.201	DDX56	1024.4506
DDX58	1439.4701	DDX58	971.8353
DDX59	418.4559	DDX59	505.1068
DDX5	11518.9584	DDX5	9307.3352
DDX60L	590.6807	DDX60L	676.2612
DDX60	1675.651	DDX60	1310.7397
DDX6	3488.3508	DDX6	5423.0888
DEAF1	265.8748	DEAF1	632.6215
DECR1	2288.7163	DECR1	1025.0696
DECR2	638.6478	DECR2	295.2646
DEDD2	501.1421	DEDD2	481.5846
DEDD	1386.19	DEDD	689.3315
DEF6	581.5441	DEF6	316.9297
DEF8	433.9881	DEF8	702.2594
DEFB132	10.5071	DEFB132	22.9031
DEFB1	53.9059	DEFB1	21.0461
DEGS1	1573.778	DEGS1	1673.4757
DEGS2	1856.0987	DEGS2	332.4048
DEK	2354.9566	DEK	2637.264
DEM1	110.5528	DEM1	179.511
DENND1A	1029.6939	DENND1A	539.152
DENND1B	53.9059	DENND1B	215.4132
DENND1C	470.0777	DENND1C	175.4875
DENND2A	26.0393	DENND2A	173.321
DENND2C	21.471	DENND2C	121.5135
DENND2D	863.4079	DENND2D	688.9508
DENND3	438.0996	DENND3	354.689
DENND4A	504.7099	DENND4A	729.0963
DENND4B	715.3221	DENND4B	762.866
DENND4C	1126.5418	DENND4C	2469.5141
DENND5A	1140.2467	DENND5A	1749.3036
DENND5B	84.5135	DENND5B	500.7738
DENR	1400.1827	DENR	1459.61
DEPDC1B	179.0772	removed	removed
DEPDC1	299.2234	DEPDC1	8.047
DEPDC4	11.8776	DEPDC4	15.1656
DEPDC5	566.9255	DEPDC5	354.0699
DEPDC6	1664.6871	DEPDC6	1294.0266
DEPDC7	11.8776	DEPDC7	15.7846
DERA	359.0681	DERA	389.9721
DERL1	6478.7574	DERL1	1602.5998
DERL2	417.9991	DERL2	480.3466
DERL3	430.3335	DERL3	218.5082
DES	8.6798	DES	329.3098
DET1	150.2969	DET1	218.1987
DEXI	573.3212	DEXI	571.9591
DFFA	357.2407	DFFA	621.1699
DFFB	172.2248	DFFB	153.8223
DFNA5	103.7003	DFNA5	160.3219
DFNB31	454.5455	DFNB31	385.0201
DFNB59	7.7661	DFNB59	45.4968
DGAT1	1142.7912	DGAT1	450.9378
DGAT2	272.2704	DGAT2	630.7645
DGCR11	41.1147	DGCR11	14.8561
DGCR14	516.2175	DGCR14	396.7812
DGCR2	3998.1727	DGCR2	3416.5893
DGCR5	7.3093	DGCR5	35.5927
DGCR6L	1102.3298	DGCR6L	574.7447
DGCR6	433.5313	DGCR6	348.4989
DGCR8	717.2225	DGCR8	974.3114
DGCR9	15.5322	DGCR9	10.2136
DGKA	469.164	DGKA	420.6128
DGKB	5.482	DGKB	6.19
DGKD	887.6199	DGKD	1273.909
DGKE	478.7574	DGKE	348.1894
DGKG	31.9781	DGKG	23.5221
DGKH	49.3376	DGKH	127.5147
removed	removed	DGKI	5.571
DGKQ	194.6094	DGKQ	237.0783
DGKZ	1619.9223	DGKZ	671.3092
DGUOK	697.5788	DGUOK	623.0269
DHCR24	19474.1891	DHCR24	14944.5992
DHCR7	1482.8689	DHCR7	825.441
DHDDS	620.8314	DHDDS	751.7796
DHDH	12.7912	DHDH	6.19
removed	removed	DHDPSL	47.4807
DHFRL1	259.4792	DHFRL1	402.1975
DHFR	385.1119	DHFR	203.7821
removed	removed	DHH	5.571
DHODH	146.6423	DHODH	137.7283
DHPS	761.4344	DHPS	847.8737
DHRS11	426.6788	DHRS11	167.4404
DHRS12	216.5372	DHRS12	333.6428
DHRS13	432.2385	DHRS13	166.0539
DHRS1	334.8561	DHRS1	614.0514
DHRS2	14523.9836	DHRS2	822.0365
DHRS3	973.0471	DHRS3	985.7629
DHRS4L1	16.4459	DHRS4L1	23.2126
DHRS4L2	516.9347	DHRS4L2	357.4807
DHRS4	1005.0434	DHRS4	777.948
DHRS7B	415.7149	DHRS7B	487.4652
DHRS7	1095.9342	DHRS7	1326.8338
DHRS9	89.5386	DHRS9	23.2126
DHRSX	271.8136	DHRSX	204.8901
DHTKD1	1615.3495	DHTKD1	889.8174
DHX15	1698.9493	DHX15	3148.8703
DHX16	750.1142	DHX16	965.0263
DHX29	896.7565	DHX29	1188.796
DHX30	1250.7995	DHX30	1503.2498
DHX32	975.4545	DHX32	947.8985
DHX33	331.6583	DHX33	539.4615
DHX34	613.979	DHX34	418.7558
DHX35	321.608	DHX35	291.2411
DHX36	1878.4833	DHX36	1086.97
DHX37	513.0196	DHX37	453.7295
DHX38	918.2275	DHX38	1369.545
DHX40	988.5793	DHX40	1929.4336
DHX57	713.5678	DHX57	678.4277
DHX58	795.3403	DHX58	419.0653
DHX8	1466.8799	DHX8	1278.861
DHX9	5083.5998	DHX9	4793.2529
DIABLO	756.318	DIABLO	687.2331
DIAPH1	3562.3572	DIAPH1	2804.3949
DIAPH2	457.7433	DIAPH2	187.8675
DIAPH3	231.6126	DIAPH3	12.9991
DICER1	1459.1138	DICER1	2807.7994
DIDO1	1344.9063	DIDO1	2447.23
DIMT1L	280.4934	DIMT1L	552.151
DIO1	1319.7807	DIO1	71.8044
DIO2	232.9831	DIO2	111.7301
DIO3	17.3595	DIO3	16.4036
DIP2A	595.7058	DIP2A	958.8363
DIP2B	1484.2394	DIP2B	2119.4677
DIP2C	457.7433	DIP2C	1057.5673
DIRAS1	18.73	DIRAS1	194.6766
DIRAS2	15.0754	DIRAS2	81.3989
removed	removed	DIRAS3	131.5382
DIRC2	214.3582	DIRC2	296.3138
DIRC3	5.0251	DIRC3	8.9755
DIS3L2	237.5514	DIS3L2	472.6091
DIS3L	402.4669	DIS3L	1012.0706
DIS3	829.9315	DIS3	1284.9706
DISC1	118.7711	DISC1	202.0737
DISP1	148.9265	DISP1	262.7669
DISP2	20.1005	DISP2	19.1891
DIXDC1	645.0434	DIXDC1	2295.2646
DKC1	2573.3212	DKC1	1382.5441
removed	removed	DKFZP434L187	5.2615
DKFZP586I1420	158.063	DKFZP586I1420	333.3333
DKFZP686I15217	64.413	DKFZP686I15217	86.351
DKFZp686O24166	21.0142	DKFZp686O24166	40.8542
DKFZp761E198	440.3837	DKFZp761E198	356.8555
DKK1	61.672	DKK1	8.9755
DKK2	67.154	DKK2	54.4723
DKK3	303.7917	DKK3	4199.9381
removed	removed	DKK4	6.4995
removed	removed	DKKL1	5.2615
DLAT	1236.3271	DLAT	861.3432
DLC1	577.8894	DLC1	979.8824
DLD	1576.9758	DLD	1562.3646
DLEC1	6.8524	DLEC1	22.2841
DLEU1	116.9484	DLEU1	46.4253
DLEU2L	7.7661	DLEU2L	6.809
DLEU2	58.392	DLEU2	24.4785
DLG1	1231.5989	DLG1	1688.9446
DLG2	10.9639	DLG2	225.0077
DLG3	1642.7593	DLG3	1409.7803
DLG4	236.2494	DLG4	326.286
DLG5	2659.6619	DLG5	2569.1736
removed	removed	DLGAP1	41.7827
removed	removed	DLGAP2	20.4271
DLGAP3	5.482	removed	removed
DLGAP4	1954.317	DLGAP4	1417.5178
DLGAP5	548.1955	DLGAP5	8.3565
removed	removed	DLK1	264.624
DLK2	10.9639	DLK2	163.1074
DLL1	46.5966	DLL1	270.195
DLL4	127.4555	DLL4	259.3624
DLST	1899.0407	DLST	2185.082
removed	removed	DLX1	19.8081
DLX2	22.8415	DLX2	9.5946
DLX3	287.8026	DLX3	82.9465
DLX4	110.5528	DLX4	7.428
DLX5	14.1617	DLX5	14.5466
removed	removed	DLX6	6.809
DMAP1	820.9228	DMAP1	679.6657
DMBT1	12.3344	DMBT1	8.9755
DMBX1	8.2229	removed	removed
DMC1	42.0283	DMC1	21.3556
DMD	67.6108	DMD	3571.6496
removed	removed	DMGDH	37.7592
DMKN	235.7241	DMKN	565.7691
DMPK	458.6569	DMPK	638.8115
DMRT2	8.2229	DMRT2	25.3791
DMRT3	12.7912	DMRT3	14.8561
DMRTA1	69.4381	DMRTA1	19.8081
removed	removed	DMRTC1B	24.1411
removed	removed	DMRTC1	11.4516
DMTF1	586.2403	DMTF1	1125.9796
DMWD	382.3664	DMWD	386.2581
DMXL1	608.0402	DMXL1	1733.8285
DMXL2	895.8429	DMXL2	507.2733
DNA2	289.63	DNA2	59.7338
DNAH10	12.7912	DNAH10	21.6651
DNAH11	6.5327	DNAH11	8.8239
DNAH12	17.3595	DNAH12	8.047
DNAH14	96.391	DNAH14	78.9229
DNAH17	50.2513	DNAH17	26.6171
DNAH1	100.9593	DNAH1	350.0464
DNAH2	26.0393	DNAH2	210.4612
DNAH3	8.2229	removed	removed
DNAH5	300.5939	DNAH5	588.9817
DNAH6	14.6185	DNAH6	97.493
DNAH7	21.0142	DNAH7	127.8242
DNAH8	10.5071	removed	removed
removed	removed	DNAH9	21.9746
DNAI1	23.2983	DNAI1	18.2606
DNAJA1	4132.0238	DNAJA1	2752.0891
DNAJA2	851.9872	DNAJA2	1646.5491
DNAJA3	1709.4564	DNAJA3	1065.3049
DNAJA4	1118.3189	DNAJA4	1060.3528
DNAJB11	1978.0722	DNAJB11	658.0006
DNAJB12	1466.8799	DNAJB12	1228.4123
DNAJB14	375.0571	DNAJB14	482.5132
DNAJB1	5465.5094	DNAJB1	7853.2962
DNAJB2	1464.5957	DNAJB2	2215.7227
DNAJB4	185.016	DNAJB4	729.4955
DNAJB5	109.1823	DNAJB5	127.2052
DNAJB6	1387.3915	DNAJB6	1654.2866
DNAJB9	677.4783	DNAJB9	875.2708
DNAJC10	2152.5811	DNAJC10	2511.2968
DNAJC11	1443.7049	DNAJC11	961.402
DNAJC12	35.1759	DNAJC12	100.8976
DNAJC13	2322.0649	DNAJC13	1700.7119
DNAJC14	1362.0101	DNAJC14	1148.0161
DNAJC15	689.3559	DNAJC15	612.1944
DNAJC16	595.7058	DNAJC16	937.4807
DNAJC17	181.8182	DNAJC17	252.8629
DNAJC18	42.942	DNAJC18	292.4791
DNAJC19	687.5286	DNAJC19	420.3033
DNAJC1	936.0439	DNAJC1	656.1436
DNAJC21	1609.4107	DNAJC21	1303.0022
DNAJC22	187.3001	DNAJC22	89.1365
DNAJC24	300.0959	DNAJC24	368.3658
DNAJC25	321.608	DNAJC25	194.0359
DNAJC27	113.2937	DNAJC27	273.909
DNAJC28	34.2622	DNAJC28	48.9013
DNAJC2	635.6373	DNAJC2	509.5512
DNAJC30	363.6364	DNAJC30	308.8827
DNAJC3	1517.5879	DNAJC3	2278.5515
DNAJC4	1114.2942	DNAJC4	616.1746
DNAJC5B	72.6359	removed	removed
DNAJC5	1765.6464	DNAJC5	1901.5785
DNAJC6	18.73	DNAJC6	103.0641
DNAJC7	2068.2001	DNAJC7	1257.9666
DNAJC8	1553.6775	DNAJC8	1583.4107
DNAJC9	1382.0466	DNAJC9	562.4605
DNAL1	367.291	DNAL1	395.5432
DNAL4	498.8579	DNAL4	522.4389
DNALI1	1579.7168	DNALI1	694.8313
DNASE1L1	845.6373	DNASE1L1	336.2767
DNASE1L2	11.4207	DNASE1L2	10.8326
DNASE1L3	28.7803	DNASE1L3	147.9418
DNASE1	47.0534	DNASE1	68.0904
DNASE2B	17.3595	DNASE2B	6.809
DNASE2	2558.2458	DNASE2	1022.2841
DND1	61.8593	DND1	69.7029
removed	removed	DNER	56.6388
DNHD1	176.7931	DNHD1	302.3832
DNLZ	346.7337	DNLZ	105.8496
DNM1L	993.1476	DNM1L	1477.2516
removed	removed	DNM1P35	37.1402
DNM1	896.2997	DNM1	271.1235
DNM2	3226.5007	DNM2	1864.4723
DNM3	23.2983	DNM3	111.4206
DNMBP	476.3454	DNMBP	1098.9725
DNMT1	3894.0155	DNMT1	1330.5478
DNMT3A	719.9635	DNMT3A	454.9675
DNMT3B	270.4431	DNMT3B	99.0405
DNPEP	1476.9301	DNPEP	1241.1018
DNTTIP1	645.5002	DNTTIP1	354.689
DNTTIP2	1153.4947	DNTTIP2	1489.0127
DOC2A	69.5523	DOC2A	20.6438
DOC2B	13.7049	DOC2B	41.7827
DOCK10	880.3106	DOCK10	913.649
DOCK11	460.4842	DOCK11	452.4915
DOCK1	1200.0914	DOCK1	3200.2476
DOCK2	1386.4778	DOCK2	254.1009
DOCK3	9.1366	DOCK3	18.5701
DOCK4	353.5861	DOCK4	706.9019
DOCK5	125.1896	DOCK5	631.3835
DOCK6	564.6414	DOCK6	612.8134
DOCK7	549.1092	DOCK7	1397.0907
DOCK8	1932.846	DOCK8	1577.1773
DOCK9	815.8977	DOCK9	2330.8573
DOHH	533.1201	DOHH	144.8468
DOK1	339.4244	DOK1	146.3943
DOK2	401.0964	DOK2	71.1854
DOK3	403.8374	DOK3	85.732
DOK4	141.1603	DOK4	437.0164
DOK5	13.7049	DOK5	98.4215
DOK6	9.1366	DOK6	44.8777
DOK7	8.6798	DOK7	36.8307
DOLK	920.9685	DOLK	280.718
DOLPP1	915.0297	DOLPP1	345.0944
DOM3Z	155.4774	DOM3Z	285.5494
DONSON	487.6656	DONSON	108.9848
DOPEY1	481.4573	DOPEY1	1295.4998
DOPEY2	862.9511	DOPEY2	1200.2476
DOT1L	1370.9365	DOT1L	545.0232
DPAGT1	917.1859	DPAGT1	773.1786
DPCD	375.7378	DPCD	201.204
DPEP1	12.3344	removed	removed
DPEP2	82.6862	DPEP2	21.9746
DPF1	21.0142	removed	removed
DPF2	1345.3632	DPF2	1198.3906
DPF3	8.6798	DPF3	32.4977
DPH1	673.3623	DPH1	726.4098
DPH2	909.5477	DPH2	458.372
DPH3B	12.7912	DPH3B	22.5936
DPH3	769.3011	DPH3	539.771
DPH5	328.9265	DPH5	492.9434
DPM1	1127.4555	DPM1	428.6599
DPM2	1932.846	DPM2	463.6335
DPM3	266.3317	DPM3	215.7227
DPP3	2132.9374	DPP3	460.229
DPP4	79.9452	DPP4	166.5119
removed	removed	DPP6	97.1835
DPP7	2886.7063	DPP7	1236.7688
DPP8	333.4856	DPP8	681.2132
DPP9	2342.1654	DPP9	770.6592
DPT	201.9187	DPT	1428.6599
DPY19L1	250.3426	DPY19L1	450.325
removed	removed	DPY19L2P1	5.571
removed	removed	DPY19L2P2	37.1402
removed	removed	DPY19L2P4	38.0687
removed	removed	DPY19L2	76.7564
DPY19L3	222.9328	DPY19L3	658.0006
DPY19L4	1611.238	DPY19L4	1243.2683
DPY30	856.8799	DPY30	460.0031
DPYD	587.9397	DPYD	1139.2758
DPYSL2	1262.677	DPYSL2	3989.1674
DPYSL3	1360.8954	DPYSL3	3592.6958
DPYSL4	90.9091	DPYSL4	40.8542
removed	removed	DPYS	5.571
DQX1	8.2229	removed	removed
DR1	983.0973	DR1	1259.9814
DRAM1	1091.8228	DRAM1	575.0542
DRAM2	1316.1261	DRAM2	966.5738
DRAP1	1872.5445	DRAP1	707.8304
removed	removed	DRD2	215.1037
DRG1	2193.2389	DRG1	956.9793
DRG2	622.2019	DRG2	671.9282
DRP2	26.4961	removed	removed
removed	removed	DSC1	153.3488
DSC2	362.7227	DSC2	2558.3411
DSC3	420.2832	DSC3	1886.4129
removed	removed	DSCAML1	19.1891
removed	removed	DSCAM	8.3565
DSCC1	525.354	DSCC1	52.6153
DSCR3	769.3011	DSCR3	842.4636
DSCR6	34.719	DSCR6	5.2615
DSEL	30.6076	DSEL	474.4661
DSE	676.3225	DSE	790.6159
DSG1	8.6798	DSG1	204.8901
DSG2	2206.9164	DSG2	6684.2123
DSG3	451.8045	DSG3	950.1702
DSN1	838.2823	DSN1	254.4104
DSP	13379.1686	DSP	20565.1501
DSTN	4338.0539	DSTN	12167.7499
DSTYK	602.1014	DSTYK	1253.7914
DST	924.6231	DST	31631.074
DTD1	587.026	DTD1	437.3259
DTHD1	15.5322	removed	removed
DTL	863.4079	DTL	37.4497
DTNA	36.0895	DTNA	549.675
DTNBP1	229.7853	DTNBP1	279.1705
DTNB	727.2727	DTNB	788.9198
DTWD1	261.3065	DTWD1	612.1944
DTWD2	155.3221	DTWD2	258.7434
DTX1	43.8556	DTX1	182.2965
DTX2	733.6683	DTX2	357.4745
DTX3L	2536.8616	DTX3L	1909.7679
DTX3	327.09	DTX3	753.3271
DTX4	898.5838	DTX4	510.6778
DTYMK	528.095	DTYMK	232.4358
DULLARD	1839.196	DULLARD	1651.8106
DUOX1	26.9529	DUOX1	465.1811
DUOX2	13.2481	DUOX2	79.5419
DUOXA1	12.7912	DUOXA1	64.6054
DUOXA2	6.3956	DUOXA2	6.8895
DUS1L	5330.2878	DUS1L	1036.8307
DUS2L	297.8529	DUS2L	135.5617
DUS3L	383.7369	DUS3L	300.8357
DUS4L	196.222	DUS4L	147.8737
DUSP10	1010.9639	DUSP10	97.493
DUSP11	545.9114	DUSP11	429.8979
DUSP12	212.4258	DUSP12	233.9833
DUSP13	9.1366	removed	removed
DUSP14	1038.3737	DUSP14	479.4181
DUSP15	47.0534	DUSP15	17.6416
DUSP16	1460.0274	DUSP16	3030.0217
DUSP18	241.9826	DUSP18	141.1111
DUSP19	97.7615	DUSP19	172.0829
DUSP1	1137.9625	DUSP1	6818.632
DUSP22	419.8264	DUSP22	805.9424
DUSP23	536.318	DUSP23	331.4763
removed	removed	DUSP26	8.3565
removed	removed	DUSP27	16.7131
DUSP28	77.661	DUSP28	96.5645
DUSP2	288.7163	DUSP2	76.4469
DUSP3	1763.8191	DUSP3	1720.2105
DUSP4	1486.9804	DUSP4	1121.0152
removed	removed	DUSP5P	15.7846
DUSP5	2957.5148	DUSP5	755.4937
DUSP6	443.1247	DUSP6	2313.5252
DUSP7	374.6003	DUSP7	627.6695
DUSP8	94.5637	DUSP8	161.5599
DUSP9	7.3093	DUSP9	12.0706
DUT	882.6268	DUT	930.1145
DVL1	1797.6245	DVL1	794.4909
DVL2	589.3102	DVL2	751.1606
DVL3	3670.6259	DVL3	2087.589
DYDC2	16.4459	removed	removed
DYM	898.127	DYM	916.4345
DYNC1H1	10473.7323	DYNC1H1	11733.8285
DYNC1I1	7.7661	DYNC1I1	95.9455
DYNC1I2	1652.3527	DYNC1I2	1999.6905
DYNC1LI1	819.5523	DYNC1LI1	675.0232
DYNC1LI2	1899.0407	DYNC1LI2	3445.6825
DYNC2H1	543.6272	DYNC2H1	1194.3671
DYNC2LI1	375.9708	DYNC2LI1	458.0625
DYNLL1	3233.8968	DYNLL1	2384.4011
DYNLL2	2515.7606	DYNLL2	1898.7929
DYNLRB1	1986.2951	DYNLRB1	1266.481
DYNLRB2	14.1617	DYNLRB2	29.4027
DYNLT1	1390.5893	DYNLT1	764.4692
DYNLT3	669.2554	DYNLT3	603.2188
DYRK1A	960.7127	DYRK1A	2030.6407
DYRK1B	243.0333	DYRK1B	431.1359
DYRK2	648.2412	DYRK2	650.8821
DYRK3	193.6958	DYRK3	190.9626
DYRK4	126.085	DYRK4	267.4095
DYSF	806.7611	DYSF	316.6202
DYX1C1	82.6862	DYX1C1	75.4627
DZIP1L	17.3595	DZIP1L	130.6097
DZIP1	60.5436	DZIP1	412.0365
DZIP3	321.608	DZIP3	610.8976
E2F1	891.7314	E2F1	42.7112
E2F2	331.2015	E2F2	22.5936
E2F3	595.249	E2F3	323.4293
E2F4	937.4143	E2F4	746.5181
E2F5	458.8488	E2F5	116.7626
E2F6	720.4203	E2F6	333.0238
E2F7	81.3157	E2F7	10.8326
E2F8	201.9187	removed	removed
E4F1	441.7542	E4F1	352.5224
EAF1	1452.7181	EAF1	742.4946
EAF2	112.8369	EAF2	44.5682
EAPP	687.9854	EAPP	882.0799
EARS2	919.598	EARS2	814.918
EBAG9	797.6245	EBAG9	619.0034
EBF1	100.0457	EBF1	630.1455
EBF2	8.6798	EBF2	51.6868
EBF3	31.5212	EBF3	158.4649
EBF4	95.0206	EBF4	505.1068
EBI3	104.614	EBI3	14.8561
EBNA1BP2	2184.1206	EBNA1BP2	911.173
EBPL	504.7967	EBPL	422.4698
EBP	1115.5779	EBP	376.0446
ECD	550.0228	ECD	649.0251
ECE1	5944.7236	ECE1	8027.5457
ECE2	648.2412	ECE2	79.5419
ECEL1	63.9561	ECEL1	7.428
ECH1	1841.0233	ECH1	2713.5655
ECHDC1	699.863	ECHDC1	1060.3528
ECHDC2	195.9799	ECHDC2	1548.437
ECHDC3	313.8419	ECHDC3	433.3024
ECHS1	2902.6953	ECHS1	1777.7778
ECM1	496.5738	ECM1	181.0585
ECM2	150.7538	ECM2	936.5522
ECSCR	26.4961	ECSCR	137.7283
ECSIT	642.3024	ECSIT	721.139
ECT2L	23.7551	ECT2L	9.9041
ECT2	2476.4733	ECT2	330.2383
EDA2R	24.212	EDA2R	207.9851
EDARADD	590.2238	EDARADD	1146.7038
EDAR	10.9639	EDAR	58.1863
EDA	9.5934	EDA	153.5128
EDC3	645.5002	EDC3	790.1578
EDC4	1252.1699	EDC4	1150.2538
EDEM1	2166.286	EDEM1	1657.6911
EDEM2	846.9621	EDEM2	495.5122
EDEM3	1718.593	EDEM3	1959.7648
EDF1	5044.3125	EDF1	2702.2594
EDIL3	51.1649	EDIL3	341.9994
EDN1	89.0818	EDN1	448.1585
EDN2	257.6519	EDN2	19.4986
