gene_id	TCGA-BH-A0DZ-01A-11R-A00Z-07	gene_id	TCGA-BH-A0DZ-11A-22R-A089-07
MMP2	16457.6271	MMP2	5697.695
MMP3	455.9322	MMP3	155.1418
MMP7	2390.678	MMP7	3289.4504
MMP9	4240.678	MMP9	255.3191
MMRN1	31.3559	MMRN1	109.9291
MMRN2	472.0339	MMRN2	1420.2128
MMS19	1111.0169	MMS19	1550.0887
MN1	205.0847	MN1	101.0638
MNAT1	293.2203	MNAT1	207.4468
MND1	172.0339	MND1	32.3582
MNDA	232.2034	MNDA	71.3652
MNS1	57.6271	MNS1	77.1277
MNT	278.8136	MNT	859.4858
MNX1	5.0847	MNX1	11.9681
MOAP1	863.5593	MOAP1	972.5177
MOB2	361.8644	MOB2	824.9113
MOBKL1A	662.7119	MOBKL1A	476.9504
MOBKL1B	878.8136	MOBKL1B	402.039
MOBKL2A	1008.4746	MOBKL2A	1119.6809
MOBKL2B	89.8305	MOBKL2B	477.3936
MOBKL2C	185.5932	MOBKL2C	488.0142
MOBKL3	1356.7797	MOBKL3	829.7872
MOCOS	141.5254	MOCOS	206.117
MOCS1	182.2034	MOCS1	564.5523
MOCS2	605.9322	MOCS2	691.4894
MOCS3	194.0678	MOCS3	268.1738
removed	removed	MOGAT2	29.6986
MOGS	1050.8475	MOGS	1529.6986
MON1A	104.2373	MON1A	312.5
MON1B	245.7627	MON1B	441.4894
MON2	672.0339	MON2	662.234
MORC2	962.7119	MORC2	1093.9716
MORC3	951.6949	MORC3	517.7305
MORC4	460.1695	MORC4	577.5709
MORF4L1	6063.5593	MORF4L1	3984.9291
MORF4L2	14552.5424	MORF4L2	4060.7225
MORN1	108.4746	MORN1	86.4362
MORN2	338.1356	MORN2	240.6915
MORN3	27.9661	MORN3	20.3901
MORN4	111.8644	MORN4	187.9433
MOSC1	170.339	MOSC1	344.4149
MOSC2	99.1525	MOSC2	269.9468
MOSPD1	283.8983	MOSPD1	176.4184
MOSPD2	224.5763	MOSPD2	110.3723
MOSPD3	477.9661	MOSPD3	439.7163
removed	removed	MOV10L1	7.5355
MOV10	688.1356	MOV10	1184.8404
MOXD1	97.4576	MOXD1	104.6099
MPDU1	1112.7119	MPDU1	1505.7713
MPDZ	430.5085	MPDZ	582.8901
MPEG1	726.2712	MPEG1	825.3546
MPG	1240.678	MPG	1145.3901
MPHOSPH10	574.5763	MPHOSPH10	761.5248
MPHOSPH6	268.6441	MPHOSPH6	734.0426
MPHOSPH8	685.5932	MPHOSPH8	768.617
MPHOSPH9	116.1017	MPHOSPH9	70.922
MPI	471.1864	MPI	934.8404
MPL	5.9322	MPL	15.9574
MPND	380.5085	MPND	638.7411
MPO	7.6271	MPO	16.844
MPP1	306.7797	MPP1	285.0177
MPP2	71.1864	MPP2	128.9894
MPP3	74.5763	MPP3	63.8298
MPP5	429.661	MPP5	686.6135
MPP6	22.8814	MPP6	33.6879
MPP7	404.2373	MPP7	414.0071
MPPE1	183.0508	MPPE1	534.1312
removed	removed	MPPED1	15.9574
MPPED2	32.2034	MPPED2	145.3901
MPRIP	1205.9322	MPRIP	2207.8901
MPST	716.9492	MPST	1078.4574
MPV17L2	364.4068	MPV17L2	393.1738
MPV17L	138.1356	MPV17L	325.3546
MPV17	594.9153	MPV17	1124.5567
MPZL1	4453.3898	MPZL1	6500.4433
MPZL2	537.2881	MPZL2	1181.7376
MPZL3	31.3559	MPZL3	26.1525
removed	removed	MPZ	9.3085
MR1	157.6271	MR1	111.7021
MRAP2	15.2542	MRAP2	68.2624
removed	removed	MRAP	10.2083
MRAS	587.2881	MRAS	1413.5638
MRC1	171.1864	MRC1	88.2092
MRC2	6639.8305	MRC2	3368.7943
MRE11A	167.7966	MRE11A	324.9113
MREG	1347.8644	MREG	923.7589
MRFAP1L1	1780.5085	MRFAP1L1	1764.6277
MRFAP1	11526.2712	MRFAP1	8354.1667
removed	removed	MRGPRE	10.195
MRGPRF	143.2203	MRGPRF	365.6915
removed	removed	MRGPRX3	17.2872
MRI1	172.8814	MRI1	469.4149
MRM1	16.1017	MRM1	140.0709
MRO	33.0508	MRO	24.3794
MRP63	773.5932	MRP63	924.6188
MRPL10	3215.2542	MRPL10	1610.3723
MRPL11	705.0847	MRPL11	753.1028
MRPL12	500	MRPL12	999.5567
MRPL13	1839.8305	MRPL13	650.266
MRPL14	1355.0847	MRPL14	953.4574
MRPL15	1408.4746	MRPL15	762.4113
MRPL16	697.4576	MRPL16	753.5461
MRPL17	1016.9492	MRPL17	1069.1489
MRPL18	1183.8983	MRPL18	883.422
MRPL19	1214.4068	MRPL19	949.0248
MRPL1	407.6271	MRPL1	400.7092
MRPL20	3559.822	MRPL20	1801.219
MRPL21	2052.5424	MRPL21	683.9539
MRPL22	456.7797	MRPL22	376.3298
MRPL23	388.9831	MRPL23	676.4184
MRPL24	2044.0678	MRPL24	1455.6738
MRPL27	3219.4915	MRPL27	2109.0426
MRPL28	1423.7288	MRPL28	1279.6986
MRPL2	465.2542	MRPL2	583.7766
MRPL30	807.6271	MRPL30	755.0266
MRPL32	1182.2034	MRPL32	762.4113
MRPL33	818.6441	MRPL33	469.4149
MRPL34	542.3729	MRPL34	727.3936
MRPL35	868.6441	MRPL35	612.5887
MRPL36	284.7458	MRPL36	331.5603
MRPL37	1089.8305	MRPL37	1644.9468
MRPL38	390.9068	MRPL38	1105.031
MRPL39	379.661	MRPL39	387.8546
MRPL3	1550.8475	MRPL3	1727.3936
MRPL40	803.3898	MRPL40	689.273
MRPL41	569.4915	MRPL41	621.4539
MRPL42P5	7.2288	removed	removed
MRPL42	1176.2712	MRPL42	558.0674
MRPL43	1247.6102	MRPL43	1434.8316
MRPL44	807.6271	MRPL44	701.6844
MRPL45	665.2542	MRPL45	1154.6986
MRPL46	391.5254	MRPL46	467.6418
MRPL47	786.4407	MRPL47	562.0567
MRPL48	448.3051	MRPL48	376.3298
MRPL49	1954.2373	MRPL49	1766.844
MRPL4	538.1356	MRPL4	1301.4184
MRPL50	546.6102	MRPL50	405.5851
MRPL51	2895.7627	MRPL51	1872.3404
MRPL52	543.2203	MRPL52	706.117
MRPL53	604.2373	MRPL53	609.0381
MRPL54	830.5085	MRPL54	960.5496
MRPL55	342.3729	MRPL55	661.7908
MRPL9	1211.2881	MRPL9	1145.6028
MRPS10	1216.9492	MRPS10	910.461
MRPS11	654.2373	MRPS11	622.7837
MRPS12	584.7458	MRPS12	719.2686
MRPS14	349.1525	MRPS14	377.6596
MRPS15	661.8644	MRPS15	1065.6028
MRPS16	1530.4407	MRPS16	1965.0975
MRPS17	286.8475	MRPS17	246.7199
MRPS18A	822.0339	MRPS18A	914.4504
MRPS18B	1369.4915	MRPS18B	1833.7766
MRPS18C	408.7542	MRPS18C	373.3777
MRPS21	655.9322	MRPS21	1190.1596
MRPS22	478.8136	MRPS22	506.2057
MRPS23	935.5932	MRPS23	738.4752
MRPS24	1335.5932	MRPS24	1273.9362
MRPS25	564.9661	MRPS25	981.9858
MRPS26	743.2203	MRPS26	1221.6312
MRPS27	1051.6949	MRPS27	1787.234
MRPS28	457.8729	MRPS28	377.8147
MRPS2	880.2288	MRPS2	1455.9929
MRPS30	520.339	MRPS30	406.9149
MRPS31	266.9492	MRPS31	401.5957
MRPS33	899.1525	MRPS33	792.5532
MRPS34	1561.8644	MRPS34	1216.7553
MRPS35	1832.2034	MRPS35	1335.5496
MRPS36	723.7288	MRPS36	343.9716
MRPS5	609.322	MRPS5	691.4894
MRPS6	1109.2119	MRPS6	741.5381
MRPS7	649.2712	MRPS7	1105.1197
MRPS9	651.6949	MRPS9	655.5851
MRRF	308.4746	MRRF	441.0461
MRS2	727.1186	MRS2	595.7447
MRTO4	938.1356	MRTO4	1269.0603
MRVI1	427.1186	MRVI1	379.8759
MS4A14	236.4407	MS4A14	87.4778
MS4A1	17.7966	MS4A1	16.4007
MS4A2	5.9322	MS4A2	9.7518
MS4A4A	211.8644	MS4A4A	89.539
MS4A6A	959.322	MS4A6A	583.7766
MS4A7	669.4915	MS4A7	492.7527
MSC	284.6441	MSC	56.8351
MSH2	600	MSH2	722.0745
MSH3	358.4746	MSH3	383.227
MSH5	16.9492	MSH5	116.0949
MSH6	2079.661	MSH6	1329.344
MSI1	93.2203	MSI1	134.3085
MSI2	703.3898	MSI2	213.2092
MSL1	1287.2881	MSL1	1395.8333
MSL2	673.7288	MSL2	741.1348
MSL3L2	23.7288	MSL3L2	95.7447
removed	removed	MSL3	523.9362
MSLN	49.1525	MSLN	27.4823
MSMB	187.2881	MSMB	191.4894
MSMP	12.7119	MSMP	30.5851
MSN	5851.6949	MSN	6941.0461
MSR1	1543.2203	MSR1	116.578
MSRA	137.2881	MSRA	413.5638
MSRB2	618.6441	MSRB2	492.0213
MSRB3	1240.678	MSRB3	1163.5638
MST1P2	13.5593	MST1P2	49.6454
removed	removed	MST1P9	14.1844
MST1R	64.4068	MST1R	328.0142
MST1	11.0169	MST1	107.7128
MST4	164.4068	MST4	219.4149
removed	removed	MSTN	7.5355
MSTO1	428.6525	MSTO1	630.3812
MSTO2P	42.0508	MSTO2P	58.8475
MSX1	51.6949	MSX1	63.3865
MSX2	324.5763	MSX2	425.9752
removed	removed	MT1A	16.4007
MT1E	179.661	MT1E	864.805
MT1F	115.2542	MT1F	238.4752
MT1G	17.7966	MT1G	196.8085
MT1H	5.9322	removed	removed
MT1L	22.8814	MT1L	74.9113
MT1M	5.9322	MT1M	92.6418
MT1X	948.3051	MT1X	1387.8546
MT2A	3964.4068	MT2A	5588.6525
MT3	18.6441	removed	removed
MTA1	571.1864	MTA1	1219.4149
MTA2	2113.5593	MTA2	2591.3121
MTA3	2593.2203	MTA3	861.2589
MTAP	415.2542	MTAP	678.1915
MTBP	94.9153	MTBP	38.1206
MTCH1	3509.322	MTCH1	4680.8511
MTCH2	2218.6441	MTCH2	1740.6915
MTCP1NB	218.9407	MTCP1NB	303.9716
MTCP1	25.1271	MTCP1	32.0213
MTDH	4365.2542	MTDH	2055.8511
MTERFD1	310.1695	MTERFD1	234.4858
MTERFD2	247.4576	MTERFD2	390.0709
MTERFD3	298.3051	MTERFD3	430.4078
MTERF	122.8814	MTERF	171.9858
MTF1	266.1017	MTF1	466.3121
MTF2	216.1017	MTF2	345.7447
MTFMT	190.678	MTFMT	193.7057
MTFR1	1405.9322	MTFR1	482.2695
MTG1	322.8814	MTG1	636.9681
MTHFD1L	266.1017	MTHFD1L	332.0035
MTHFD1	1495.5424	MTHFD1	1719.8626
MTHFD2L	205.0085	MTHFD2L	165.7801
MTHFD2	3710.1695	MTHFD2	1108.5993
MTHFR	144.0678	MTHFR	832.8945
MTHFSD	160.1695	MTHFSD	367.0213
MTHFS	367.7966	MTHFS	389.1844
MTIF2	864.4068	MTIF2	654.6986
MTIF3	820.339	MTIF3	749.5567
MTL5	95.7627	MTL5	298.7589
MTM1	265.2542	MTM1	331.117
MTMR10	366.8814	MTMR10	662.8059
MTMR11	242.3729	MTMR11	162.234
MTMR12	1252.5424	MTMR12	1433.9539
MTMR14	812.7119	MTMR14	920.2128
MTMR15	187.3559	MTMR15	521.5913
MTMR1	577.9661	MTMR1	759.7518
MTMR2	644.9153	MTMR2	548.7589
MTMR3	1196.6102	MTMR3	1557.1809
MTMR4	1405.0847	MTMR4	1027.039
MTMR6	1033.8983	MTMR6	621.4539
MTMR7	14.2288	MTMR7	39.375
removed	removed	MTMR8	5.7624
MTMR9L	56.7797	MTMR9L	133.8652
MTMR9	451.6949	MTMR9	286.3387
MTO1	300	MTO1	312.9433
removed	removed	MTOR	1468.5284
MTP18	423.0763	MTP18	401.9592
MTPAP	458.4746	MTPAP	472.0745
MTRF1L	250.8475	MTRF1L	190.6028
MTRF1	77.1186	MTRF1	82.4468
MTRR	590.678	MTRR	452.5709
MTR	666.1017	MTR	862.5887
MTSS1L	430.5085	MTSS1L	1755.7624
MTSS1	2300	MTSS1	570.4787
MTUS1	1145.7627	MTUS1	2088.6525
MTUS2	8.4746	MTUS2	16.4007
MTX1	701.6949	MTX1	886.0683
MTX2	896.6102	MTX2	583.3333
MTX3	526.2712	MTX3	446.3652
MUC13	11.0169	removed	removed
MUC15	129.661	MUC15	201.6844
MUC16	81.3559	MUC16	358.156
MUC1	20550.8475	MUC1	12788.1206
MUC20	944.9153	MUC20	244.2376
MUC2	5.0847	removed	removed
MUC4	9.322	MUC4	148.9362
MUC5B	850.8475	MUC5B	1266.4007
MUC6	248.3051	MUC6	231.8262
removed	removed	MUC7	1070.4787
MUCL1	151.6949	MUCL1	8393.617
MUDENG	845.7627	MUDENG	640.0709
MUL1	953.3898	MUL1	1162.234
MUM1L1	58.4746	MUM1L1	32.8014
MUM1	700.8475	MUM1	1329.344
MURC	5.0847	MURC	6.6489
MUS81	360.1695	MUS81	605.9397
MUSTN1	16.2797	MUSTN1	44.734
MUTED	312.7119	MUTED	296.0993
MUTYH	36.4153	MUTYH	167.6418
MUT	1144.9153	MUT	724.734
MVD	380.5085	MVD	907.8014
MVK	286.4407	MVK	692.8191
MVP	4818.6441	MVP	5151.1525
MX1	741.5254	MX1	621.8972
MX2	308.4746	MX2	89.9823
MXD1	369.4915	MXD1	341.7553
MXD3	238.2458	MXD3	204.8227
MXD4	1365.2542	MXD4	3283.2447
MXI1	993.2203	MXI1	1486.2589
MXRA5	11005.9322	MXRA5	2406.9149
MXRA7	2946.6102	MXRA7	1675.9752
MXRA8	3728.8136	MXRA8	1911.3475
MYADM	4583.8983	MYADM	5498.227
MYBBP1A	399.3814	MYBBP1A	1887.7704
MYBL1	236.4407	MYBL1	63.3865
MYBL2	1421.1864	MYBL2	292.1099
removed	removed	MYBPC1	419.3262
MYB	1156.7797	MYB	1202.1277
removed	removed	MYCBP2	1430.4078
MYCBP	522.8814	MYCBP	981.383
MYCL1	65.2542	MYCL1	374.1135
MYCN	55.0847	MYCN	35.9043
MYCT1	165.2542	MYCT1	262.4113
MYC	1343.2203	MYC	5193.7057
MYD88	2271.1864	MYD88	1446.8085
removed	removed	MYEF2	293.6037
MYEOV2	1132.2034	MYEOV2	1400.266
MYEOV	6.7797	MYEOV	245.1241
MYH10	1611.8644	MYH10	1964.9823
MYH11	756.1356	MYH11	8583.4707
MYH14	3359.322	MYH14	4448.5816
MYH3	11.8644	MYH3	49.6454
removed	removed	MYH7B	17.7305
MYH9	36029.661	MYH9	37630.3191
MYL12A	8523.7288	MYL12A	7406.9149
MYL12B	9719.4915	MYL12B	8413.1206
MYL4	5.0847	removed	removed
MYL5	33.178	MYL5	202.0479
MYL6B	384.7458	MYL6B	831.5603
MYL6	34013.5593	MYL6	19582.4468
MYL7	12.7119	MYL7	27.9255
MYL9	6686.4407	MYL9	12831.5603
MYLIP	1597.4576	MYLIP	1066.9326
MYLK2	8.4746	removed	removed
removed	removed	MYLK3	5.3191
removed	removed	MYLK4	39.4504
MYLK	2447.4576	MYLK	6563.8298
removed	removed	MYLPF	7.0922
MYNN	472.8814	MYNN	304.078
MYO10	1363.5593	MYO10	994.2376
removed	removed	MYO15A	16.4007
MYO15B	27.9661	MYO15B	382.0922
removed	removed	MYO16	19.9468
MYO18A	2455.2034	MYO18A	2512.2074
MYO19	198.322	MYO19	473.6879
MYO1B	4568.6441	MYO1B	1660.461
MYO1C	3876.2712	MYO1C	5471.6312
MYO1D	2061.8644	MYO1D	2270.3901
MYO1E	1457.6271	MYO1E	938.3865
MYO1F	304.2373	MYO1F	300.9752
MYO1G	225.4237	MYO1G	73.5816
removed	removed	MYO1H	39.8936
MYO3A	7.6271	MYO3A	18.617
removed	removed	MYO3B	5.7624
MYO5A	561.0169	MYO5A	509.3085
MYO5B	4516.9492	MYO5B	2728.7234
MYO5C	745.5169	MYO5C	1190.0621
MYO6	3868.6441	MYO6	2777.4823
MYO7A	51.6949	MYO7A	75.7979
MYO9A	302.5424	MYO9A	187.5
MYO9B	1646.6102	MYO9B	2028.3688
MYOCD	5.0847	removed	removed
removed	removed	MYOC	7.9787
MYOF	5102.5424	MYOF	5499.5567
MYOM1	5.0847	MYOM1	88.6525
MYOM2	87.2881	MYOM2	244.2376
removed	removed	MYOM3	85.5496
removed	removed	MYOZ1	25.266
removed	removed	MYOZ3	33.6879
MYPOP	88.1356	MYPOP	151.1525
MYRIP	18.6441	MYRIP	88.6525
MYSM1	35.5932	MYSM1	21.2766
MYST1	331.3559	MYST1	759.7518
MYST2	4872.8814	MYST2	2292.1099
MYST3	1288.1356	MYST3	1015.5142
MYST4	2023.7288	MYST4	791.2234
MZF1	66.1017	MZF1	395.3236
N4BP1	796.6102	N4BP1	1177.305
N4BP2L1	153.3898	N4BP2L1	386.5248
N4BP2L2	716.1017	N4BP2L2	1059.8404
N4BP2	200.8475	N4BP2	58.0674
N4BP3	1053.3898	N4BP3	388.7411
N6AMT1	270.339	N6AMT1	296.0993
N6AMT2	150	N6AMT2	195.922
NAA10	708.4746	NAA10	1034.1312
NAA15	1127.1186	NAA15	849.2908
NAA16	171.1864	NAA16	177.7482
NAA20	1796.6102	NAA20	1085.1064
NAA25	569.4915	NAA25	461.8794
NAA30	658.4746	NAA30	497.7837
NAA35	367.7966	NAA35	443.7057
NAA38	512.7119	NAA38	395.3901
NAA40	198.3051	NAA40	540.3369
NAA50	3366.9492	NAA50	2248.227
NAAA	436.4407	NAAA	585.1064
NAALAD2	6.7797	NAALAD2	34.1312
NAALADL1	59.322	NAALADL1	128.1028
NAALADL2	505.0847	NAALADL2	394.0603
NAB1	738.1356	NAB1	931.7376
NAB2	622.0339	NAB2	1095.7447
NACA2	62.7119	NACA2	197.695
NACAD	72.0339	NACAD	136.5248
NACAP1	217.7966	NACAP1	297.4291
NACA	16789.8305	NACA	24334.6631
NACC1	1408.4746	NACC1	2256.2057
NACC2	7.6271	NACC2	40.7801
NADK	1911.0169	NADK	1208.3333
NADSYN1	2063.5593	NADSYN1	1242.4645
NAE1	511.8644	NAE1	766.4007
NAF1	169.4915	NAF1	207.4468
NAGA	1210.1695	NAGA	1102.3936
NAGK	1507.6271	NAGK	1316.0461
NAGLU	517.7966	NAGLU	882.9787
NAGPA	154.2373	NAGPA	263.2979
NAGS	27.1186	NAGS	74.9113
NAIF1	142.3729	NAIF1	222.5177
NAIP	62.7119	NAIP	59.3972
removed	removed	NALCN	122.7837
NAMPT	2217.7966	NAMPT	1335.1064
NANOS1	166.1017	NANOS1	576.2411
NANOS3	16.1017	NANOS3	12.4113
NANP	172.8814	NANP	165.7801
NANS	2348.3051	NANS	1898.4929
NAP1L1	6692.3729	NAP1L1	8339.9823
NAP1L2	44.0678	NAP1L2	143.1738
NAP1L3	107.6271	NAP1L3	113.4752
NAP1L4	1805.0847	NAP1L4	3951.6844
NAP1L5	69.4915	NAP1L5	201.2411
NAPA	3149.1525	NAPA	4111.0106
NAPB	99.1525	NAPB	177.7482
NAPEPLD	261.7797	NAPEPLD	289.4459
NAPG	666.1017	NAPG	540.3369
NAPRT1	1144.9153	NAPRT1	953.0142
NAPSA	5.9322	removed	removed
NAPSB	223.7288	NAPSB	138.7411
NARFL	621.1864	NARFL	794.3262
NARF	546.6102	NARF	780.5851
NARG2	840.678	NARG2	705.6738
NARS2	124.5763	NARS2	348.4043
NARS	3701.6949	NARS	2728.2801
NASP	1440.678	NASP	1998.6702
NAT10	1231.3559	NAT10	1426.4184
NAT14	452.5424	NAT14	427.7482
NAT15	1405.9322	NAT15	1315.1596
NAT1	9093.2203	NAT1	238.0319
removed	removed	NAT2	5.7624
NAT6	118.4746	NAT6	277.5931
NAT8L	16.1017	NAT8L	113.4752
NAT9	233.8983	NAT9	645.8333
removed	removed	NAV1	647.6064
NAV2	147.4576	NAV2	1811.2589
removed	removed	NAV3	113.0319
NBAS	1080.5085	NBAS	1195.4787
NBEAL1	75.4237	NBEAL1	34.5745
NBEAL2	250	NBEAL2	1603.2801
NBEA	239.8305	NBEA	249.1135
NBL1	8845.3305	NBL1	2641.219
NBLA00301	5.0847	NBLA00301	12.8546
NBN	2232.2034	NBN	1078.9007
NBPF10	262.3475	NBPF10	553.6613
NBPF14	222.0339	NBPF14	262.4113
NBPF15	73.8475	NBPF15	154.6986
NBPF16	50	NBPF16	74.9113
NBPF1	286.4407	NBPF1	562.9433
NBPF3	173.7288	NBPF3	137.4113
NBPF9	133.4576	NBPF9	105.4965
NBR1	2240.678	NBR1	3209.6631
NBR2	14.4068	NBR2	49.2021
NCALD	154.2373	NCALD	2650.266
NCAM1	48.3051	NCAM1	225.6206
NCAM2	149.1525	NCAM2	111.7021
NCAPD2	2131.3559	NCAPD2	1379.8759
NCAPD3	229.661	NCAPD3	477.8369
NCAPG2	376.2712	NCAPG2	345.7447
NCAPG	558.6017	NCAPG	115.0044
NCAPH2	795.7627	NCAPH2	929.9645
NCAPH	466.9492	NCAPH	80.2305
NCBP1	975.1017	NCBP1	873.0585
NCBP2	2553.3898	NCBP2	1862.1454
removed	removed	NCCRP1	183.5106
NCDN	440.678	NCDN	1535.43
NCEH1	687.2881	NCEH1	499.5567
NCF1B	20.339	NCF1B	9.7518
NCF1C	74.5763	NCF1C	34.5745
NCF1	188.9831	NCF1	68.7057
NCF2	383.0508	NCF2	74.9113
NCF4	127.1186	NCF4	183.9539
NCK1	514.4068	NCK1	435.727
NCK2	748.3051	NCK2	1756.2057
NCKAP1L	572.0339	NCKAP1L	243.3511
NCKAP1	4270.339	NCKAP1	2988.0319
NCKAP5L	340.678	NCKAP5L	795.656
NCKAP5	284.7458	NCKAP5	204.344
NCKIPSD	347.4576	NCKIPSD	696.8085
NCLN	1306.7797	NCLN	1957.0035
NCL	17038.1356	NCL	16711.4362
NCOA1	1597.4576	NCOA1	1262.4113
NCOA2	708.4746	NCOA2	284.1312
NCOA3	1404.2373	NCOA3	667.9965
NCOA4	5256.7797	NCOA4	3995.5674
NCOA5	829.661	NCOA5	1343.5284
NCOA6	1346.6102	NCOA6	1168.883
NCOA7	755.9322	NCOA7	2119.6809
NCOR1	1158.4746	NCOR1	1516.844
NCOR2	4430.5085	NCOR2	4590.4255
NCRNA00081	157.8729	NCRNA00081	116.2145
NCRNA00085	16.1017	NCRNA00085	59.8404
NCRNA00086	11.0169	NCRNA00086	402.9255
NCRNA00087	12.7119	NCRNA00087	131.6489
removed	removed	NCRNA00092	50.5319
removed	removed	NCRNA00093	10.4521
NCRNA00094	459.5763	NCRNA00094	736.3387
NCRNA00095	12.7119	NCRNA00095	30.5851
NCRNA00105	10.1695	NCRNA00105	45.3059
removed	removed	NCRNA00107	16.4007
removed	removed	NCRNA00110	18.1738
NCRNA00115	16.1017	NCRNA00115	5.3191
NCRNA00116	150	NCRNA00116	209.2199
NCRNA00120	11.0169	NCRNA00120	29.2553
NCRNA00152	1135.5932	NCRNA00152	249.5567
NCRNA00160	8.4746	NCRNA00160	12.4113
removed	removed	NCRNA00162	15.0709
NCRNA00171	8.8898	NCRNA00171	17.0124
removed	removed	NCRNA00173	21.7199
NCRNA00174	18.6441	NCRNA00174	117.9078
NCRNA00176	45.7627	NCRNA00176	13.2979
NCRNA00181	73.5508	NCRNA00181	131.5647
NCRNA00182	29.661	NCRNA00182	30.5851
NCRNA00183	145.7627	NCRNA00183	218.0851
NCRNA00188	4658.4746	NCRNA00188	9924.6454
NCRNA00201	154.3475	NCRNA00201	509.5479
NCRNA00219	326.2712	NCRNA00219	621.4539
NCS1	628.8136	NCS1	604.1667
NCSTN	3079.3475	NCSTN	2690.0399
NDC80	244.9153	NDC80	69.5922
NDE1	902.339	NDE1	479.0293
NDEL1	566.9492	NDEL1	792.1099
NDFIP1	3182.2034	NDFIP1	2689.273
NDFIP2	636.4407	NDFIP2	618.3511
NDNL2	350	NDNL2	442.8191
NDN	500.8475	NDN	745.5674
NDOR1	510.1695	NDOR1	795.656
NDP	886.4407	NDP	56.2943
NDRG1	9936.4407	NDRG1	3026.1525
NDRG2	712.7119	NDRG2	10137.8546
NDRG3	741.5254	NDRG3	1080.6738
NDRG4	103.3898	NDRG4	160.9043
NDST1	1918.6441	NDST1	6076.6844
NDST2	395.7627	NDST2	593.9716
NDUFA10	1643.2203	NDUFA10	2192.3759
NDUFA11	2305.9322	NDUFA11	2443.7057
NDUFA12	1175.4237	NDUFA12	680.4078
NDUFA13	2848.5932	NDUFA13	3419.539
NDUFA1	2165.2542	NDUFA1	1473.8475
NDUFA2	1250	NDUFA2	1195.0355
NDUFA3	654.2373	NDUFA3	879.8759
NDUFA4L2	233.8983	NDUFA4L2	286.3475
NDUFA4	4028.8136	NDUFA4	3602.8369
NDUFA5	1211.0169	NDUFA5	1073.1383
NDUFA6	1898.3051	NDUFA6	1120.1241
NDUFA7	908.4746	NDUFA7	680.8511
NDUFA8	1136.4407	NDUFA8	849.734
NDUFA9	1566.9492	NDUFA9	1565.6028
NDUFAB1	1338.1356	NDUFAB1	917.5532
NDUFAF1	478.8136	NDUFAF1	385.195
NDUFAF2	229.661	NDUFAF2	192.3759
NDUFAF3	405.9322	NDUFAF3	1036.3475
NDUFAF4	181.3559	NDUFAF4	266.844
NDUFB10	1745.7627	NDUFB10	1465.4255
NDUFB11	2070.339	NDUFB11	1980.4965
NDUFB1	985.5932	NDUFB1	703.4574
NDUFB2	1791.5254	NDUFB2	1784.1268
NDUFB3	966.1017	NDUFB3	682.1809
NDUFB4	3301.6949	NDUFB4	1938.3865
NDUFB5	1566.9492	NDUFB5	1361.2589
NDUFB6	1259.322	NDUFB6	813.3865
NDUFB7	1516.1017	NDUFB7	1781.4716
NDUFB8	1741.5254	NDUFB8	1714.5612
NDUFB9	3903.3898	NDUFB9	2264.1844
NDUFC1	864.4068	NDUFC1	897.1631
NDUFC2	1777.1186	NDUFC2	3098.8475
NDUFS1	1268.6441	NDUFS1	1039.8936
NDUFS2	2531.3559	NDUFS2	2440.6028
NDUFS3	1482.2373	NDUFS3	1311.3032
NDUFS4	1016.9492	NDUFS4	785.9043
NDUFS5	2983.0508	NDUFS5	3580.2305
NDUFS6	785.5932	NDUFS6	1163.5638
NDUFS7	657.8136	NDUFS7	1074.5479
NDUFS8	840.678	NDUFS8	1606.383
NDUFV1	1483.0508	NDUFV1	3144.0603
NDUFV2	2461.8644	NDUFV2	1691.9326
NDUFV3	516.9492	NDUFV3	776.5957
NEAT1	2603.3898	NEAT1	4080.6738
NEBL	3780.5085	NEBL	2116.1348
NEB	6.7797	NEB	13.7411
NECAB1	42.3729	NECAB1	93.9716
removed	removed	NECAB2	7.0922
NECAB3	95.7627	NECAB3	499.5567
NECAP1	1277.9661	NECAP1	662.6773
NECAP2	1800	NECAP2	1714.0957
NEDD1	474.5763	NEDD1	324.4681
NEDD4L	1603.3898	NEDD4L	1575.7979
NEDD4	608.4746	NEDD4	324.0248
NEDD8	2740.678	NEDD8	1863.9184
NEDD9	1297.4576	NEDD9	2103.2801
NEFH	45.7627	NEFH	117.4645
NEFL	8.4746	removed	removed
NEFM	26.2712	NEFM	9.1844
NEGR1	147.4576	NEGR1	49.6454
NEIL1	38.1356	NEIL1	209.6631
NEIL2	689.8305	NEIL2	721.1879
NEIL3	71.1864	NEIL3	12.8546
NEK10	18.6441	NEK10	217.6418
NEK11	42.3729	NEK11	345.3014
NEK1	264.4068	NEK1	361.2589
NEK2	686.4407	NEK2	56.7376
NEK3	206.7797	NEK3	188.8298
NEK4	265.2542	NEK4	376.773
NEK5	66.9492	NEK5	6.6489
NEK6	1147.4576	NEK6	829.344
NEK7	1232.2034	NEK7	581.117
NEK8	155.9322	NEK8	183.5106
NEK9	1438.9831	NEK9	1976.0638
NELF	657.6271	NELF	1016.844
NELL2	32.2034	NELL2	102.3936
NENF	1336.4407	NENF	1604.6099
NEO1	1494.9153	NEO1	2355.9397
NES	1227.9661	NES	10772.6064
NET1	3531.3559	NET1	2694.1489
NETO1	19.4915	removed	removed
