gene_id	TCGA-BH-A1FC-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FC-11A-32R-A13Q-07
LTK	8.5325	removed	removed
LTV1	901.2137	LTV1	675.7396
LUC7L2	2226.5215	LUC7L2	1905.9172
LUC7L3	2427.363	LUC7L3	2226.6272
LUC7L	385.73	LUC7L	551.4793
LUM	6213.1666	LUM	8805.9172
LUZP1	906.2155	LUZP1	1540.8284
removed	removed	LUZP2	21.8935
LUZP6	3717.8374	LUZP6	3624.2604
LXN	85.3255	LXN	357.9882
LY6D	169.7683	LY6D	73.3728
LY6E	6030.4524	LY6E	3837.8698
LY6G5B	35.9956	LY6G5B	62.1302
LY6G5C	16.7709	LY6G5C	36.6864
LY6K	952.409	LY6K	76.9231
LY75	655.5498	LY75	871.0059
LY86	142.1111	LY86	130.7692
LY96	141.8168	LY96	170.4142
LY9	104.4502	LY9	39.0533
LYAR	708.79	LYAR	222.4852
LYG1	14.1228	LYG1	7.6923
LYL1	50.0184	LYL1	195.2663
LYNX1	92.9754	LYNX1	356.8047
LYN	2144.612	LYN	907.1006
LYPD1	117.7962	LYPD1	28.2249
LYPD3	450.1655	LYPD3	679.2899
LYPD5	1035.6749	LYPD5	59.7633
LYPD6B	12.9459	LYPD6B	179.2899
LYPD6	65.9066	LYPD6	304.7337
LYPLA1	3617.2122	LYPLA1	1450.8876
LYPLA2P1	107.9809	LYPLA2P1	39.645
LYPLA2	1790.9526	LYPLA2	1042.0118
LYPLAL1	316.2928	LYPLAL1	359.7633
LYRM1	281.5741	LYRM1	704.142
LYRM2	590.3259	LYRM2	1019.7751
LYRM4	603.1629	LYRM4	412.426
LYRM5	303.641	LYRM5	527.2189
LYRM7	243.0305	LYRM7	492.3077
LYSMD1	769.6947	LYSMD1	171.0059
LYSMD2	274.2185	LYSMD2	258.5799
LYSMD3	451.6366	LYSMD3	648.5207
LYSMD4	70.3111	LYSMD4	194.6627
LYST	260.6841	LYST	1143.1953
LYVE1	19.1247	LYVE1	1072.7811
LYZ	6158.7348	LYZ	2382.8402
LZIC	300.1103	LZIC	371.0059
LZTFL1	469.2902	LZTFL1	772.7811
LZTR1	742.3317	LZTR1	911.8343
LZTS1	261.861	LZTS1	200.5917
LZTS2	1198.3818	LZTS2	1391.716
M6PR	3026.4627	M6PR	2633.142
removed	removed	MAB21L1	185.7988
MACC1	317.1754	MACC1	717.7515
MACF1	4358.6613	MACF1	5066.8639
MACROD1	125.9287	MACROD1	117.1598
MACROD2	123.8691	MACROD2	154.4379
MAD1L1	307.466	MAD1L1	238.4615
MAD2L1BP	727.3262	MAD2L1BP	434.3195
MAD2L1	1561.4564	MAD2L1	52.071
MAD2L2	279.5145	MAD2L2	385.7988
MADD	658.4774	MADD	1079.2899
MAEA	2028.0986	MAEA	949.7041
MAF1	4099.4483	MAF1	1702.9586
MAFB	964.178	MAFB	1385.7988
MAFF	375.4321	MAFF	692.3077
MAFG	922.1037	MAFG	747.929
MAFK	234.342	MAFK	791.4024
MAF	372.7841	MAF	1336.0947
MAGED1	4538.139	MAGED1	3122.4852
MAGED2	6862.8172	MAGED2	8205.3254
MAGED4B	37.8227	MAGED4B	151.1065
MAGED4	14.2552	MAGED4	84.9882
MAGEE1	256.8591	MAGEE1	160.355
MAGEF1	422.5083	MAGEF1	760.9467
MAGEH1	371.6072	MAGEH1	577.5148
MAGEL2	35.6013	MAGEL2	9.4675
MAGI1	522.2508	MAGI1	959.7633
MAGI2	151.8205	MAGI2	275.1479
MAGI3	189.7757	MAGI3	555.0296
MAGIX	23.8323	MAGIX	20.7101
MAGOHB	250.6804	MAGOHB	195.858
MAGOH	766.164	MAGOH	436.6864
MAGT1	2505.0386	MAGT1	3034.3195
MAK16	404.8694	MAK16	554.2426
removed	removed	MAK	86.9822
MAL2	6471.4969	MAL2	2882.8402
MALAT1	1515.4277	MALAT1	4013.7515
MALL	180.0662	MALL	2048.5207
MALT1	798.2346	MALT1	813.0178
MAL	12.3575	MAL	16.568
MAMDC2	255.2527	MAMDC2	475.716
MAMDC4	80.0294	MAMDC4	28.9941
MAML1	1313.7889	MAML1	1175.3728
MAML2	329.2387	MAML2	538.4615
MAML3	95.0349	MAML3	374.5562
MAMLD1	606.9879	MAMLD1	266.2722
MAMSTR	18.8305	MAMSTR	20.1183
MAN1A1	1001.8389	MAN1A1	2385.2071
MAN1A2	370.7245	MAN1A2	653.2544
MAN1B1	3255.6087	MAN1B1	1214.2012
MAN1C1	73.5565	MAN1C1	413.6095
MAN2A1	880.0294	MAN2A1	505.9172
MAN2A2	775.285	MAN2A2	1367.4556
MAN2B1	3020.228	MAN2B1	1520.1183
MAN2B2	619.3453	MAN2B2	1946.7456
MAN2C1	379.5513	MAN2C1	1046.1538
MANBAL	674.6598	MANBAL	1034.9112
MANBA	1178.6686	MANBA	715.3846
MANEAL	748.8047	MANEAL	211.8343
MANEA	589.0401	MANEA	467.4556
MANF	1579.6984	MANF	821.8935
MANSC1	360.1324	MANSC1	1420.7101
MAOA	5.5903	MAOA	2541.4201
MAOB	71.7911	MAOB	1921.3018
MAP1A	107.0982	MAP1A	994.6746
MAP1B	1507.0246	MAP1B	1982.8402
MAP1D	20.89	MAP1D	53.2544
MAP1LC3A	122.1037	MAP1LC3A	350.8876
MAP1LC3B2	170.0625	MAP1LC3B2	234.3195
MAP1LC3B	889.4446	MAP1LC3B	2210.6509
MAP1LC3C	16.7709	MAP1LC3C	240.2367
MAP1S	749.3932	MAP1S	510.6509
MAP2K1	628.3957	MAP2K1	1368.9231
MAP2K2	2498.8599	MAP2K2	1272.1893
MAP2K3	950.3494	MAP2K3	1813.0178
MAP2K4	888.562	MAP2K4	1107.1006
MAP2K5	219.7867	MAP2K5	408.284
MAP2K6	72.968	MAP2K6	101.1834
MAP2K7	1041.5594	MAP2K7	680.4734
MAP2	439.2791	MAP2	392.8994
MAP3K10	178.0066	MAP3K10	107.6923
MAP3K11	1047.1497	MAP3K11	1968.6391
MAP3K12	52.0103	MAP3K12	222.3491
MAP3K13	129.5771	MAP3K13	35.6036
MAP3K14	781.1695	MAP3K14	718.9349
MAP3K15	49.5211	removed	removed
MAP3K1	2046.3406	MAP3K1	2330.1775
MAP3K2	659.6543	MAP3K2	520.7101
MAP3K3	1124.2398	MAP3K3	1225.3136
MAP3K4	911.2174	MAP3K4	585.2071
MAP3K5	476.9401	MAP3K5	683.432
MAP3K6	1599.1173	MAP3K6	896.4497
MAP3K7	905.0386	MAP3K7	812.426
MAP3K8	160.6473	MAP3K8	764.497
MAP3K9	198.8967	MAP3K9	63.3136
MAP4K1	283.3395	MAP4K1	122.4852
MAP4K2	339.8308	MAP4K2	327.8107
MAP4K3	1444.0603	MAP4K3	972.7811
MAP4K4	3139.9779	MAP4K4	2492.3077
MAP4K5	796.7635	MAP4K5	1042.6036
MAP4	8423.0967	MAP4	7069.2308
MAP6D1	84.4428	MAP6D1	39.0533
MAP6	62.0816	MAP6	194.6746
MAP7D1	2585.3623	MAP7D1	2171.5976
MAP7D2	6.1787	MAP7D2	10.0592
MAP7D3	589.6285	MAP7D3	508.8757
MAP7	602.8687	MAP7	717.7515
MAP9	48.253	MAP9	423.0769
removed	removed	MAPK10	332.5444
MAPK11	95.9176	MAPK11	514.7929
MAPK12	119.1997	MAPK12	172.3077
MAPK13	1712.3943	MAPK13	515.3846
MAPK14	2094.5936	MAPK14	1517.7515
MAPK15	311.5851	MAPK15	18.9349
MAPK1IP1L	1481.427	MAPK1IP1L	2347.929
MAPK1	2198.1611	MAPK1	3273.3728
MAPK3	1542.1111	MAPK3	2273.2012
MAPK4	17.9478	MAPK4	65.0888
MAPK6	1448.7679	MAPK6	891.716
MAPK7	1903.2085	MAPK7	426.6272
MAPK8IP1	62.0816	MAPK8IP1	273.3728
MAPK8IP2	363.0747	MAPK8IP2	126.0355
MAPK8IP3	587.8632	MAPK8IP3	562.1302
MAPK8	375.7264	MAPK8	206.5089
MAPK9	1278.4112	MAPK9	1016.568
MAPKAP1	3253.5491	MAPKAP1	1647.929
MAPKAPK2	3636.3369	MAPKAPK2	3162.1302
MAPKAPK3	1446.4141	MAPKAPK3	939.0533
MAPKAPK5	882.2361	MAPKAPK5	464.0533
MAPKBP1	264.8032	MAPKBP1	575.1479
MAPKSP1	824.4207	MAPKSP1	1071.0059
MAPRE1	4062.6701	MAPRE1	3207.6923
MAPRE2	814.1228	MAPRE2	850.8876
MAPRE3	252.4458	MAPRE3	459.7633
MAPT	480.765	MAPT	1472.1893
removed	removed	MARCH11	5.3254
MARCH1	102.6848	MARCH1	61.5385
MARCH2	538.4332	MARCH2	1060.9467
MARCH3	32.3648	MARCH3	146.1538
MARCH5	1209.5623	MARCH5	1368.6391
MARCH6	1701.8021	MARCH6	1565.6805
MARCH7	1933.0636	MARCH7	1901.1834
MARCH8	353.3652	MARCH8	372.1893
MARCH9	230.673	MARCH9	268.0473
MARCKSL1	3474.2185	MARCKSL1	3094.0828
MARCKS	4141.5226	MARCKS	5800
MARCO	2218.4627	MARCO	46.7456
MARK1	291.2836	MARK1	346.1538
MARK2	2333.2107	MARK2	987.574
MARK3	1560.5737	MARK3	1134.3195
MARK4	2090.7687	MARK4	470.4142
MARS2	458.4038	MARS2	237.8698
MARS	3425.4741	MARS	1636.8698
MARVELD1	238.1111	MARVELD1	940.1124
MARVELD2	356.3075	MARVELD2	313.0178
MARVELD3	297.8566	MARVELD3	405.4911
removed	removed	MASP1	75.1479
removed	removed	MASP2	42.0118
MAST1	269.5108	removed	removed
MAST2	2910.1876	MAST2	804.142
MAST3	270.3935	MAST3	365.0888
MAST4	69.4373	MAST4	697.0414
MASTL	1076.5723	MASTL	215.9763
MAT1A	8.5325	MAT1A	11.2426
MAT2A	3027.5837	MAT2A	5908.284
MAT2B	1177.4917	MAT2B	1680.4734
MATK	32.0706	MATK	65.6805
removed	removed	MATN1	5.142
MATN2	59.4336	MATN2	3031.9527
MATN3	38.8378	MATN3	59.7633
MATN4	6.7672	removed	removed
MATR3	7342.726	MATR3	7120.5148
MAVS	950.6436	MAVS	2739.645
MAX	1340.4928	MAX	1569.2308
MAZ	5757.964	MAZ	1816.6627
MBD1	1106.8775	MBD1	953.2544
MBD2	2862.8172	MBD2	2056.8047
MBD3	618.4627	MBD3	1176.3314
MBD4	925.9287	MBD4	811.2426
MBD5	167.4145	MBD5	246.1538
MBD6	788.5252	MBD6	1181.0651
MBIP	249.7977	MBIP	455.0296
removed	removed	MBL1P	8.284
MBLAC1	14.7113	MBLAC1	19.5266
MBLAC2	200.0736	MBLAC2	247.929
MBNL1	2118.6995	MBNL1	4924.3669
MBNL2	508.4222	MBNL2	2972.7811
MBNL3	43.2512	MBNL3	47.929
MBOAT1	542.5524	MBOAT1	990.5325
MBOAT2	549.0254	MBOAT2	359.1716
MBOAT7	821.1843	MBOAT7	898.8166
MBP	1047.4439	MBP	1104.142
MBTD1	1019.1982	MBTD1	512.426
MBTPS1	1944.2442	MBTPS1	3570.4142
MBTPS2	566.0905	MBTPS2	484.6154
MB	146.2302	MB	182.8402
MC1R	28.2957	MC1R	70.7278
MCAM	1153.071	MCAM	10173.3728
MCART1	434.5715	MCART1	225.4438
MCART2	13.8286	MCART2	10.6509
MCART6	183.5969	MCART6	15.3846
MCAT	199.4851	MCAT	284.0237
MCCC1	997.4255	MCCC1	710.6509
MCCC2	1691.21	MCCC2	3137.8698
removed	removed	MCCD1	14.2012
MCC	161.53	MCC	943.1953
MCEE	140.6399	MCEE	203.5503
removed	removed	MCF2L2	6.5089
MCF2L	712.9092	MCF2L	908.9882
MCFD2	2564.7665	MCFD2	3052.6627
MCHR1	6.4435	MCHR1	9.9586
MCL1	30449.4299	MCL1	9300.5917
MCM10	1102.1699	MCM10	11.2426
MCM2	2685.9875	MCM2	306.5089
MCM3APAS	42.8893	MCM3APAS	20.9408
MCM3AP	2425.9595	MCM3AP	1841.1893
MCM3	5121.0004	MCM3	1368.0473
MCM4	11815.5204	MCM4	678.6982
MCM5	1366.6789	MCM5	517.7515
MCM6	2543.5822	MCM6	732.5444
MCM7	6712.662	MCM7	1175.2249
MCM8	204.1927	MCM8	148.5207
MCM9	65.3181	MCM9	73.9645
MCOLN1	642.5892	MCOLN1	388.1657
MCOLN2	93.2696	MCOLN2	36.6864
MCOLN3	47.6646	MCOLN3	76.3314
MCPH1	373.3637	MCPH1	484.3728
MCRS1	1025.9654	MCRS1	893.4911
MCTP1	56.7856	MCTP1	363.3136
MCTP2	176.8297	MCTP2	149.7041
MCTS1	858.2567	MCTS1	809.4675
MDC1	2892.8282	MDC1	751.4793
MDFIC	973.5932	MDFIC	1456.8047
MDFI	83.8544	MDFI	242.6036
MDGA1	29.1284	MDGA1	107.1006
MDH1B	9.4152	MDH1B	36.6864
MDH1	3302.3906	MDH1	3521.8935
MDH2	5257.2269	MDH2	2792.8994
MDK	3823.1703	MDK	1636.0947
MDM1	327.7676	MDM1	222.4852
MDM2	1628.8341	MDM2	1799.4083
MDM4	447.2232	MDM4	1120.1183
MDN1	901.8021	MDN1	876.9231
removed	removed	MDP1	164.7337
ME1	293.9316	ME1	607.1006
ME2	1861.861	ME2	581.0651
ME3	146.2302	ME3	452.071
MEA1	1592.1824	MEA1	762.7219
MEAF6	2401.7654	MEAF6	1574.5562
MECOM	57.6683	MECOM	968.6391
MECP2	1156.0132	MECP2	1723.0769
MECR	254.2111	MECR	603.5503
MED10	417.8007	MED10	438.4615
MED11	159.1762	MED11	195.858
MED12	2092.8282	MED12	1008.284
MED13L	3480.3972	MED13L	2316.568
MED13	2145.4947	MED13	1496.4497
MED14	1147.9161	MED14	897.6331
MED15	1068.3339	MED15	1621.3018
MED16	539.6102	MED16	926.6272
MED17	859.7278	MED17	620.1183
MED18	185.3623	MED18	394.0828
MED19	298.9334	MED19	291.716
MED1	2325.5609	MED1	1233.7278
MED20	881.2063	MED20	487.574
MED21	482.8246	MED21	512.426
MED22	2342.0375	MED22	728.9941
MED23	598.1611	MED23	909.4675
MED24	1253.1078	MED24	1353.2544
MED25	1051.6896	MED25	664.497
MED26	371.313	MED26	202.3669
MED27	602.5745	MED27	253.2544
MED28	821.7727	MED28	545.5621
MED29	1459.3601	MED29	1489.3491
MED30	897.9772	MED30	166.2722
MED31	71.8293	MED31	152.4911
MED4	415.4469	MED4	1052.071
MED6	408.6797	MED6	369.8225
MED7	169.1798	MED7	283.432
MED8	1074.8069	MED8	585.7988
MED9	485.1784	MED9	406.5089
MEF2A	717.3314	MEF2A	2116.5799
MEF2B	82.9717	MEF2B	37.9349
MEF2C	542.8466	MEF2C	1728.4024
MEF2D	2068.1133	MEF2D	1688.7574
MEFV	7.3556	MEFV	16.568
removed	removed	MEG3	295.2663
MEGF10	737.3299	MEGF10	31.3609
MEGF6	238.3229	MEGF6	708.284
MEGF8	424.2736	MEGF8	912.426
MEGF9	1231.335	MEGF9	2275.1479
MEI1	288.9298	MEI1	40.8284
MEIS1	65.6124	MEIS1	263.3136
MEIS2	37.3667	MEIS2	408.8757
MEIS3P1	195.3659	MEIS3P1	763.3136
MEIS3	47.6646	MEIS3	257.9882
MELK	2699.8161	MELK	8.284
MEMO1	885.5579	MEMO1	279.4201
MEN1	1183.6705	MEN1	621.3018
MEOX1	9.7095	MEOX1	1559.1716
removed	removed	MEOX2	944.3787
MEPCE	1798.014	MEPCE	1272.1893
MERTK	124.7517	MERTK	262.1302
MESDC1	318.3523	MESDC1	648.5207
MESDC2	817.0651	MESDC2	1262.1302
MESP1	161.2357	MESP1	79.2899
MESP2	54.1376	MESP2	19.5266
removed	removed	MESTIT1	10.6509
MEST	26.1861	MEST	3017.1598
METAP1	1977.1975	METAP1	840.8284
METAP2	2405.8845	METAP2	1577.5148
METRNL	362.4862	METRNL	479.2899
METRN	10.8864	METRN	76.9231
METT10D	909.452	METT10D	1324.2604
METT11D1	483.413	METT11D1	528.9941
METT5D1	190.9526	METT5D1	301.7751
METTL10	519.8705	METTL10	391.4083
METTL11A	1196.1103	METTL11A	239.3728
METTL12	34.7657	METTL12	65.929
METTL13	2354.6892	METTL13	769.8225
METTL14	358.9555	METTL14	456.8047
METTL1	409.5623	METTL1	310.0592
METTL2A	689.0769	METTL2A	404.142
METTL2B	293.0489	METTL2B	302.3669
METTL3	693.5726	METTL3	698.4793
METTL4	813.5344	METTL4	228.9941
METTL5	478.7054	METTL5	504.5325
METTL6	264.509	METTL6	242.6036
METTL7A	743.5086	METTL7A	4990.5325
METTL7B	9.4152	METTL7B	13.6095
METTL8	580.5075	METTL8	381.0651
METTL9	2320.559	METTL9	2027.2189
MET	749.9816	MET	1797.6331
MEX3A	5760.0588	MEX3A	108.284
MEX3B	187.1276	MEX3B	75.1479
MEX3C	2313.4976	MEX3C	1143.1953
MEX3D	589.6285	MEX3D	339.645
MFAP1	503.4204	MFAP1	783.432
MFAP2	1362.854	MFAP2	189.9408
MFAP3L	656.712	MFAP3L	236.0947
MFAP3	481.3534	MFAP3	1249.1124
MFAP4	127.694	MFAP4	7251.4793
MFAP5	181.5373	MFAP5	2013.6095
MFF	1198.0875	MFF	1183.432
MFGE8	1998.0875	MFGE8	2792.3077
MFHAS1	502.2435	MFHAS1	279.8817
MFI2	383.6705	MFI2	169.2308
MFN1	687.0173	MFN1	808.8757
MFN2	2183.1556	MFN2	3252.071
MFNG	235.0864	MFNG	678.1065
MFRP	109.1578	MFRP	491.716
MFSD10	826.7745	MFSD10	947.929
MFSD11	602.0272	MFSD11	535.7219
MFSD1	1534.3876	MFSD1	1886.3905
MFSD2A	61.4932	MFSD2A	86.9822
MFSD2B	58.2567	MFSD2B	8.8757
MFSD3	534.9025	MFSD3	179.8817
MFSD4	55.0202	MFSD4	228.4024
MFSD5	652.0044	MFSD5	758.5799
MFSD6L	28.2457	MFSD6L	21.3018
MFSD6	708.2015	MFSD6	1411.2426
MFSD7	103.6646	MFSD7	202.2544
MFSD8	309.5256	MFSD8	365.6805
MFSD9	77.9698	MFSD9	114.7929
removed	removed	MGAM	14.2012
MGAT1	2834.8658	MGAT1	4007.1006
MGAT2	1124.8253	MGAT2	775.7396
MGAT3	212.1368	MGAT3	463.3136
MGAT4A	981.8316	MGAT4A	1575.7396
MGAT4B	2212.2839	MGAT4B	1261.5385
MGAT5B	59.7278	MGAT5B	14.2012
MGAT5	390.1434	MGAT5	133.7278
MGA	1225.4505	MGA	818.9349
MGC12916	42.957	MGC12916	7.1006
MGC12982	98.8599	MGC12982	31.3609
MGC14436	11.4748	removed	removed
removed	removed	MGC16121	11.8343
MGC16142	12.3575	MGC16142	10.0592
MGC16275	24.715	MGC16275	40.8284
MGC21881	75.9103	MGC21881	126.0355
MGC23270	19.7131	MGC23270	20.7101
MGC23284	9.121	MGC23284	36.6864
MGC2752	424.2736	MGC2752	631.3609
MGC2889	25.5976	removed	removed
MGC29506	2350.2758	MGC29506	124.8521
removed	removed	MGC3771	11.4675
removed	removed	MGC42105	17.1598
MGC45800	69.7315	MGC45800	20.1183
MGC57346	375.591	MGC57346	190.0237
MGC70857	717.0283	MGC70857	210.6509
MGC72080	58.6392	MGC72080	50.7988
MGC87042	22.3612	MGC87042	33.1361
MGEA5	3508.6429	MGEA5	3767.4556
MGLL	386.6127	MGLL	6042.6036
MGMT	446.6348	MGMT	376.3314
MGP	526.9584	MGP	57757.3964
MGRN1	1389.0401	MGRN1	1190.5325
MGST1	2868.4075	MGST1	6966.8639
MGST2	293.9316	MGST2	869.8225
MGST3	1828.9077	MGST3	2381.6568
MIA3	1001.8389	MIA3	2085.2071
MIAT	251.2718	MIAT	114.7929
removed	removed	MIA	165.5266
MIB1	1662.0816	MIB1	1438.4615
MIB2	140.3457	MIB2	175.1479
MICAL1	428.3281	MICAL1	423.0769
MICAL2	1013.3137	MICAL2	1014.2012
MICAL3	954.4686	MICAL3	1081.0651
MICALCL	7.0614	MICALCL	18.9349
MICALL1	1141.5962	MICALL1	966.2722
MICALL2	259.2129	MICALL2	260.355
MICA	168.8856	MICA	309.4675
MICB	111.5116	MICB	105.9172
MID1IP1	578.448	MID1IP1	430.1775
MID1	642.295	MID1	600
MID2	518.4259	MID2	688.7574
MIDN	900.9195	MIDN	2882.2485
MIER1	728.2089	MIER1	1243.787
MIER2	261.2725	MIER2	463.3136
MIER3	555.7926	MIER3	656.8047
MIF4GD	406.1434	MIF4GD	470.8639
MIF	2670.8613	MIF	3053.8166
MIIP	1043.619	MIIP	275.1479
MIMT1	13.5344	removed	removed
MINA	1488.4649	MINA	1050.7515
MINK1	1465.9507	MINK1	1552.7041
MINPP1	313.6447	MINPP1	485.2071
MIOS	489.886	MIOS	731.3609
MIPEP	263.6263	MIPEP	461.5385
MIPOL1	100.9195	MIPOL1	137.8698
MIR155HG	70.6142	MIR155HG	20.7101
MIR17HG	51.1953	MIR17HG	44.9704
MIS12	414.27	MIS12	492.8994
MITD1	236.8518	MITD1	227.8107
MITF	248.6208	MITF	619.5266
MIXL1	12.6517	removed	removed
MKI67IP	1194.5509	MKI67IP	792.8994
MKI67	7076.4252	MKI67	52.6627
MKKS	398.3818	MKKS	748.5207
MKL1	694.6672	MKL1	1205.3254
MKL2	809.7095	MKL2	2331.3609
MKLN1	1475.8367	MKLN1	1682.8402
MKNK1	418.701	MKNK1	608.284
MKNK2	1432.2913	MKNK2	3415.9763
MKRN1	4000	MKRN1	2341.4201
MKRN2	1014.4906	MKRN2	715.3846
MKRN3	60.3163	removed	removed
MKS1	266.5686	MKS1	273.9645
MKX	142.4053	MKX	46.7456
removed	removed	MLC1	10.0592
MLEC	3863.185	MLEC	5262.7219
MLF1IP	1242.448	MLF1IP	81.8521
MLF1	656.4178	MLF1	428.9941
MLF2	3336.5208	MLF2	2727.2189
MLH1	441.9272	MLH1	852.6627
MLH3	371.9014	MLH3	448.5207
MLKL	204.1927	MLKL	243.1953
MLL2	1691.2129	MLL2	1455.645
MLL3	1751.8205	MLL3	2211.8343
MLL4	3136.4472	MLL4	818.3432
MLL5	1292.8135	MLL5	1737.7751
MLLT10	2169.327	MLLT10	596.4497
MLLT11	45.605	MLLT11	118.9349
MLLT1	2312.3207	MLLT1	1604.142
MLLT3	189.7757	MLLT3	413.0178
MLLT4	3646.3406	MLLT4	2791.1243
MLLT6	2910.4818	MLLT6	4252.6627
MLL	1168.0765	MLL	1945.5621
MLPH	5.2961	MLPH	3473.9645
MLST8	711.7117	MLST8	507.929
removed	removed	MLXIPL	364.497
MLXIP	2275.2483	MLXIP	991.1243
MLX	1272.5355	MLX	1059.4497
MLYCD	95.6234	MLYCD	266.2722
MMAA	308.0544	MMAA	320.1183
MMAB	474.5862	MMAB	547.929
MMACHC	374.8437	MMACHC	210.0592
MMADHC	1210.445	MMADHC	1697.0414
MMD	461.6403	MMD	2575.7396
removed	removed	MMEL1	8.8994
MME	124.1633	MME	3213.0178
MMGT1	1290.1802	MMGT1	975.7396
removed	removed	MMP10	8.284
MMP11	2362.9275	MMP11	78.1065
MMP12	169.4741	MMP12	91.716
MMP13	110.9231	removed	removed
MMP14	3724.6046	MMP14	2585.2071
MMP15	104.7444	MMP15	637.8698
MMP16	36.7782	MMP16	51.4793
MMP17	8.5325	MMP17	53.8462
MMP19	248.3266	MMP19	653.2544
MMP1	1402.5745	MMP1	11.8343
MMP20	318.0581	removed	removed
removed	removed	MMP23A	8.284
MMP23B	7.6499	MMP23B	104.7337
MMP24	50.0184	MMP24	337.2781
MMP25	33.9331	MMP25	57.1834
removed	removed	MMP27	5.9172
MMP28	10.2979	MMP28	572.7811
MMP2	4070.6142	MMP2	10743.8047
MMP3	74.4391	MMP3	275.7396
MMP7	13141.5962	MMP7	2525.4438
MMP9	415.7411	MMP9	168.6391
MMRN1	15.0055	MMRN1	1243.1953
MMRN2	176.5355	MMRN2	5407.1006
MMS19	1666.2008	MMS19	1056.8047
MN1	21.7727	MN1	395.2663
MNAT1	212.431	MNAT1	296.4497
MND1	519.0143	removed	removed
MNDA	270.6878	MNDA	234.3195
MNS1	11.4748	MNS1	97.0414
MNT	685.8404	MNT	647.929
MNX1	10.5921	removed	removed
MOAP1	499.8897	MOAP1	892.3077
MOB2	280.3972	MOB2	475.1479
MOBKL1A	531.9603	MOBKL1A	867.4556
MOBKL1B	1344.9062	MOBKL1B	710.0592
MOBKL2A	1114.8216	MOBKL2A	1315.3846
MOBKL2B	958.2935	MOBKL2B	356.8047
MOBKL2C	429.552	MOBKL2C	855.0296
MOBKL3	669.9522	MOBKL3	1199.4083
MOCOS	772.0485	MOCOS	159.1716
MOCS1	163.8161	MOCS1	836.3728
MOCS2	275.1011	MOCS2	808.284
MOCS3	162.4127	MOCS3	195.858
MOGAT2	56.7856	MOGAT2	50.8876
MOGS	2353.5123	MOGS	1016.568
MOG	68.2604	removed	removed
MON1A	279.5145	MON1A	217.7515
MON1B	369.8419	MON1B	632.5444
MON2	807.0614	MON2	1171.0059
MORC2	1210.445	MORC2	613.6095
MORC3	1016.5502	MORC3	950.2959
MORC4	842.0743	MORC4	643.787
MORF4L1	2659.8014	MORF4L1	4523.6686
MORF4L2	5631.185	MORF4L2	4263.9053
MORN1	9.4152	MORN1	56.213
MORN2	273.3358	MORN2	181.6568
MORN3	13.2402	MORN3	6.5089
MORN4	61.199	MORN4	217.1598
MOSC1	805.5903	MOSC1	1269.2308
MOSC2	31.4822	MOSC2	449.7041
MOSPD1	321.2946	MOSPD1	231.3609
MOSPD2	246.8555	MOSPD2	269.8225
MOSPD3	168.8856	MOSPD3	315.9763
MOV10	1122.7657	MOV10	981.6568
MOXD1	136.5208	MOXD1	101.7751
MPDU1	578.4509	MPDU1	824.8521
MPDZ	842.3685	MPDZ	1281.6568
MPEG1	745.8624	MPEG1	1094.0828
MPG	619.0511	MPG	537.8698
MPHOSPH10	1517.0283	MPHOSPH10	924.2604
MPHOSPH6	256.8591	MPHOSPH6	630.7692
MPHOSPH8	628.4663	MPHOSPH8	1141.4201
MPHOSPH9	480.765	MPHOSPH9	94.0828
MPI	272.1589	MPI	662.1302
MPL	18.8305	MPL	31.9527
MPND	379.5513	MPND	271.5976
MPO	13.8286	MPO	12.426
MPP1	532.2545	MPP1	520.1183
MPP2	12.0633	MPP2	130.1775
MPP3	31.4822	MPP3	98.8166
MPP5	833.5417	MPP5	943.787
MPP6	251.8573	MPP6	58.5799
MPP7	425.1563	MPP7	949.1124
MPPE1	1211.9161	MPPE1	795.2663
MPPED2	6.1787	MPPED2	84.0237
MPRIP	1833.6153	MPRIP	2210.0592
MPST	1123.6484	MPST	493.4911
MPV17L2	437.5138	MPV17L2	311.2426
MPV17L	67.9662	MPV17L	415.9763
MPV17	445.1637	MPV17	672.1893
MPZL1	7240.0147	MPZL1	4423.6686
MPZL2	267.4513	MPZL2	1194.0828
MPZL3	21.7727	MPZL3	34.9112
MPZ	32.0706	MPZ	42.0118
MR1	155.9397	MR1	153.8462
removed	removed	MRAP2	46.1538
removed	removed	MRAP	441.1538
MRAS	937.9919	MRAS	2426.6272
MRC1	70.6142	MRC1	542.6036
MRC2	847.3704	MRC2	1961.5385
MRE11A	905.6271	MRE11A	441.4201
MREG	272.0912	MREG	1135.503
MRFAP1L1	1250.754	MRFAP1L1	1447.3373
MRFAP1	5044.5017	MRFAP1	5757.9882
MRGPRF	49.4299	MRGPRF	711.8343
MRGPRX3	51.1953	MRGPRX3	9.4675
MRI1	566.9732	MRI1	622.4852
MRM1	158.5877	MRM1	46.7456
MRO	31.7764	MRO	62.7219
MRP63	641.8801	MRP63	686.3905
MRPL10	984.1854	MRPL10	900.5917
MRPL11	1134.5348	MRPL11	586.3905
MRPL12	1656.6885	MRPL12	494.0828
MRPL13	1046.267	MRPL13	561.5385
MRPL14	1631.4822	MRPL14	432.5444
MRPL15	4076.7929	MRPL15	673.3728
MRPL16	1058.3303	MRPL16	765.6805
