gene_id	TCGA-A7-A0DB-01A-11R-A00Z-07	gene_id	TCGA-A7-A0DB-11A-33R-A089-07
KIAA1468	650.637	KIAA1468	581.4433
KIAA1522	5834.2753	KIAA1522	821.134
KIAA1524	110.7386	KIAA1524	63.9175
KIAA1529	39.4674	KIAA1529	67.5258
KIAA1530	125.6825	KIAA1530	157.732
KIAA1539	359.8046	KIAA1539	575.2577
KIAA1543	824.9832	removed	removed
KIAA1549	558.291	KIAA1549	95.3608
KIAA1586	104.9909	KIAA1586	209.7938
KIAA1598	2097.9021	KIAA1598	841.7526
KIAA1609	298.8792	KIAA1609	353.6082
KIAA1614	28.3246	KIAA1614	133.6959
KIAA1632	1179.4233	KIAA1632	977.3196
KIAA1644	101.1591	KIAA1644	35.567
KIAA1671	1264.8721	KIAA1671	1647.9381
KIAA1683	47.8973	KIAA1683	104.6392
KIAA1704	287.2038	KIAA1704	267.8969
KIAA1712	244.6326	KIAA1712	226.6546
KIAA1715	592.7771	KIAA1715	923.7113
KIAA1731	353.4323	KIAA1731	250.5155
KIAA1737	1592.1065	KIAA1737	684.0206
KIAA1755	114.1872	KIAA1755	197.9381
KIAA1797	1469.1062	KIAA1797	932.9897
KIAA1804	50.5796	KIAA1804	12.3711
KIAA1826	387.0103	KIAA1826	411.8557
KIAA1841	168.2153	KIAA1841	256.1856
KIAA1908	117.2526	KIAA1908	185.567
KIAA1919	104.9909	KIAA1919	81.9588
KIAA1949	985.535	KIAA1949	2141.2371
KIAA1958	84.2993	KIAA1958	34.5361
KIAA1967	2197.5285	KIAA1967	1527.3196
KIAA1984	13.4112	removed	removed
KIAA2013	1334.2274	KIAA2013	1048.9691
KIAA2018	883.2264	KIAA2018	844.8454
KIAA2022	49.43	KIAA2022	37.6289
KIAA2026	751.7961	KIAA2026	715.9794
KIDINS220	1556.0877	KIDINS220	2879.8969
KIF11	429.9262	KIF11	261.3402
KIF12	488.9357	removed	removed
KIF13A	741.8335	KIF13A	1780.4124
KIF13B	4514.5934	KIF13B	1082.9897
KIF14	75.4862	KIF14	57.2165
KIF15	113.4208	KIF15	55.6701
KIF16B	1489.7979	KIF16B	706.1856
KIF17	19.5421	KIF17	63.9175
KIF18A	60.9254	KIF18A	39.1753
KIF18B	69.7385	KIF18B	43.8144
KIF19	6.8972	KIF19	23.1959
KIF1B	1373.3116	KIF1B	2321.6495
KIF1C	2851.231	KIF1C	4611.8557
KIF20A	382.4121	KIF20A	335.567
KIF20B	221.4772	KIF20B	208.7629
KIF21A	330.2998	KIF21A	226.2887
KIF21B	75.103	KIF21B	76.8041
KIF22	1255.6758	KIF22	411.8557
KIF23	301.5615	KIF23	136.0825
removed	removed	KIF24	40.7216
KIF25	5.3645	KIF25	14.9485
KIF26A	82.0002	KIF26A	309.2784
KIF26B	296.5801	KIF26B	7.2165
KIF27	91.9628	KIF27	41.7526
KIF2A	675.1605	KIF2A	559.2784
KIF2C	215.7295	KIF2C	100.5155
KIF3A	577.8331	KIF3A	132.9897
KIF3B	2703.7073	KIF3B	1825.7732
KIF3C	201.5519	KIF3C	408.7629
KIF4A	198.4864	KIF4A	113.9175
KIF5B	3944.8223	KIF5B	4751.0309
KIF5C	965.6097	KIF5C	30.9278
KIF6	9.5795	removed	removed
KIF7	113.3174	KIF7	194.1289
KIF9	243.7015	KIF9	71.134
KIFAP3	1679.8544	KIFAP3	1230.4124
KIFC1	265.1595	KIFC1	149.4845
KIFC2	253.3998	KIFC2	67.0103
KIFC3	212.2809	KIFC3	490.7216
KILLIN	8.0467	KILLIN	46.9072
KIN	190.4397	KIN	183.5052
removed	removed	KIRREL3	126.8041
KIRREL	214.1968	KIRREL	963.4021
KITLG	2538.1742	KITLG	1262.3711
KIT	613.0855	KIT	383.5052
KLB	67.0562	KLB	1383.5052
KLC1	1224.4506	KLC1	1991.4433
KLC2	346.3933	KLC2	256.701
KLC3	126.0657	removed	removed
KLC4	401.6017	KLC4	357.2216
KLF10	836.0954	KLF10	1634.0206
KLF11	379.7299	KLF11	1181.9588
KLF12	420.73	KLF12	596.9072
KLF13	1282.4983	KLF13	3308.7629
removed	removed	KLF14	20.6186
KLF15	67.0562	KLF15	668.5567
KLF16	510.7769	KLF16	185.567
KLF2	584.7303	KLF2	2684.5361
KLF3	1558.3523	KLF3	3153.0825
KLF4	721.1419	KLF4	4986.5979
KLF5	382.7953	KLF5	82.9897
KLF6	2373.7906	KLF6	9213.4021
KLF7	80.4675	KLF7	187.6289
KLF8	273.2062	KLF8	506.701
KLF9	1243.0309	KLF9	3634.0206
KLHDC10	992.8154	KLHDC10	931.9588
KLHDC1	88.5142	KLHDC1	144.8454
KLHDC2	1402.8164	KLHDC2	909.7938
KLHDC3	1674.4899	KLHDC3	1928.3505
KLHDC4	67.4394	KLHDC4	115.9072
KLHDC5	760.6093	KLHDC5	657.732
KLHDC7A	202.7014	KLHDC7A	26.8041
KLHDC7B	19.9253	KLHDC7B	9.2784
KLHDC8A	6.514	removed	removed
KLHDC8B	600.0575	KLHDC8B	978.3505
KLHDC9	242.9351	KLHDC9	13.9175
KLHL11	44.0655	KLHL11	47.9381
KLHL12	1740.0134	KLHL12	841.7526
KLHL13	157.4863	KLHL13	244.8454
removed	removed	KLHL14	12.3711
KLHL15	264.3931	KLHL15	459.2784
KLHL17	30.2711	KLHL17	27.3196
KLHL18	622.2818	KLHL18	406.701
KLHL20	448.702	KLHL20	622.1649
KLHL21	821.1515	KLHL21	2175.7732
KLHL22	304.6269	KLHL22	473.7113
KLHL23	89.6178	KLHL23	75.0722
KLHL24	1299.3582	KLHL24	1898.4536
KLHL25	162.0845	KLHL25	179.8969
KLHL26	408.8514	KLHL26	184.5361
KLHL28	575.1509	KLHL28	407.2165
KLHL29	67.0562	KLHL29	592.7835
KLHL2	759.8429	KLHL2	501.0309
KLHL30	16.4767	KLHL30	155.6701
KLHL31	59.2011	KLHL31	604.6237
KLHL32	12.2617	KLHL32	8.2474
removed	removed	KLHL33	6.701
KLHL35	109.9722	KLHL35	13.4021
KLHL36	173.963	KLHL36	262.3711
KLHL38	27.2057	removed	removed
KLHL3	148.2901	KLHL3	326.8041
KLHL4	8.0467	KLHL4	448.9691
KLHL5	1038.0305	KLHL5	1478.866
KLHL6	128.748	KLHL6	180.9278
KLHL7	565.1882	KLHL7	643.299
removed	removed	KLHL8	537.6289
KLHL9	1989.0794	KLHL9	1240.2062
KLK10	447.5524	KLK10	32.9897
KLK11	1134.5914	KLK11	14.9485
KLK12	11.4954	removed	removed
KLK13	22.2244	KLK13	10.8247
removed	removed	KLK14	7.732
KLK1	11.1122	KLK1	22.6804
KLK2	5.3645	removed	removed
KLK4	116.4863	removed	removed
KLK5	80.4675	removed	removed
KLK6	26.8225	removed	removed
KLK7	26.0561	KLK7	5.1546
KLK8	8.8131	removed	removed
removed	removed	KLKB1	6.701
KLKP1	14.1776	removed	removed
KLRA1	27.2057	KLRA1	35.567
KLRAQ1	473.9918	KLRAQ1	708.2474
KLRB1	21.8412	KLRB1	51.5464
KLRC1	6.1309	removed	removed
removed	removed	KLRC3	5.2216
KLRD1	8.4299	KLRD1	29.8969
removed	removed	KLRF1	28.3505
KLRG1	18.3926	KLRG1	45.8763
KLRG2	14.5608	removed	removed
KLRK1	26.0561	KLRK1	161.3402
KL	45.5982	KL	296.3918
KMO	177.4883	KMO	55.7526
KNDC1	52.8786	removed	removed
KNTC1	281.0384	KNTC1	260.1082
KPNA1	2124.3414	KPNA1	1771.6495
KPNA2	1930.0699	KPNA2	1829.3814
KPNA3	1041.4791	KPNA3	1611.3402
KPNA4	2024.3318	KPNA4	2221.6495
KPNA5	34.8692	KPNA5	79.3814
KPNA6	1864.9296	KPNA6	1952.5773
KPNB1	4380.4962	KPNB1	4989.1753
KPTN	268.6081	KPTN	102.0619
KRAS	1001.2453	KRAS	1132.9897
KRBA1	236.4211	KRBA1	137.6289
KRBA2	58.6263	KRBA2	74.7423
KRCC1	828.815	KRCC1	918.0412
KREMEN1	318.0381	KREMEN1	1588.6598
KREMEN2	49.8132	removed	removed
KRI1	981.2511	KRI1	464.6546
KRIT1	799.3103	KRIT1	752.5773
KRR1	514.6202	KRR1	548.3505
KRT10	456.7487	KRT10	412.8866
removed	removed	KRT13	1051.0309
KRT14	1473.3212	KRT14	152.0619
KRT15	1019.2547	KRT15	483.5052
KRT16	140.6265	KRT16	198.9691
KRT17	2793.7542	KRT17	566.4948
KRT18	10996.1567	KRT18	135.9845
KRT19	47826.4202	KRT19	518.0412
KRT1	9.9626	KRT1	14.9485
KRT222	59.3927	KRT222	152.0619
KRT23	1982.9486	removed	removed
removed	removed	KRT27	6.1856
KRT40	14.1776	removed	removed
KRT4	8.8131	KRT4	323.7113
KRT5	2268.7997	KRT5	1972.6804
KRT6A	13.7944	KRT6A	870.1031
KRT6B	227.608	KRT6B	291.2371
removed	removed	KRT6C	46.9072
KRT79	13.0281	KRT79	11.3402
KRT7	16904.3012	KRT7	26.8041
KRT80	82.7665	KRT80	15.4639
KRT81	31.8038	removed	removed
KRT86	6.1309	removed	removed
KRT8	9918.1071	KRT8	211.4381
KRTAP5-2	9.9358	removed	removed
KRTCAP2	2636.651	KRTCAP2	1352.0619
KRTCAP3	231.0566	KRTCAP3	5.6701
removed	removed	KRTDAP	23.1959
KSR1	160.1686	KSR1	756.1856
KSR2	130.2807	removed	removed
KTELC1	433.3748	KTELC1	416.4948
KTI12	168.9817	KTI12	140.7216
KTN1	6504.0713	KTN1	4468.5567
KYNU	196.1874	KYNU	232.4742
KY	13.0281	removed	removed
L1CAM	10.3458	L1CAM	82.4742
L2HGDH	301.5615	L2HGDH	182.4742
L3MBTL2	598.3485	L3MBTL2	582.2732
L3MBTL3	188.5238	L3MBTL3	233.5052
L3MBTL4	37.5515	L3MBTL4	70.1031
L3MBTL	65.5235	L3MBTL	69.0722
LACE1	59.0095	LACE1	53.0928
LACTB2	156.3368	LACTB2	351.5464
LACTB	443.7207	LACTB	470.1031
LAD1	706.5811	LAD1	35.567
LAG3	8.4299	LAG3	22.1649
LAGE3	615.0014	LAGE3	148.9691
LAIR1	604.6556	LAIR1	1794.8454
LAMA1	66.6731	LAMA1	64.433
LAMA2	913.4975	LAMA2	6518.9742
LAMA3	1342.6573	LAMA3	983.5052
LAMA4	1554.555	LAMA4	13229.3814
LAMA5	2006.3224	LAMA5	937.1134
LAMB1	2952.3901	LAMB1	9964.433
LAMB2L	19.5421	LAMB2L	18.5567
LAMB2	11817.6071	LAMB2	9002.5773
LAMB3	977.8714	LAMB3	562.3711
LAMC1	2748.156	LAMC1	21142.7835
LAMC2	902.3853	LAMC2	158.7629
LAMC3	22.9907	LAMC3	22.6804
LAMP1	9884.0885	LAMP1	10971.134
LAMP2	5825.4622	LAMP2	4539.1753
LAMP3	22.9907	LAMP3	27.3196
LANCL1	1692.1161	LANCL1	1670.6186
LANCL2	597.7584	LANCL2	353.0928
removed	removed	LANCL3	5.6701
LAP3	1999.0421	LAP3	2816.4948
LAPTM4A	9621.2281	LAPTM4A	11624.7423
LAPTM4B	2343.1363	LAPTM4B	1219.0722
LAPTM5	7542.4849	LAPTM5	7164.9485
LARGE	542.5807	LARGE	490.7216
LARP1B	296.9633	LARP1B	307.732
LARP1	4568.6368	LARP1	4359.2784
LARP4B	1149.9186	LARP4B	967.0103
LARP4	1225.4047	LARP4	900
LARP6	142.9256	LARP6	677.8351
LARP7	800.843	LARP7	798.4536
LARS2	782.4504	LARS2	395.8763
LARS	3421.7837	LARS	2238.1443
LAS1L	879.3946	LAS1L	584.5361
LASP1	7122.5213	LASP1	8208.2474
LASS2	11999.6168	LASS2	3350.5155
LASS4	1105.0867	LASS4	269.5876
LASS5	926.5255	LASS5	696.9072
LASS6	2942.8298	LASS6	752.8454
LAT2	227.608	LAT2	135.0515
LATS1	389.6925	LATS1	403.0928
LATS2	387.3934	LATS2	1151.5464
LAT	63.9027	LAT	50.299
LAX1	9.5795	LAX1	23.1959
LAYN	119.1685	LAYN	130.9278
LBH	579.3658	LBH	898.4536
LBP	24.9066	LBP	562.3711
LBR	719.9923	LBR	1461.8557
LCA5L	78.9348	LCA5L	22.1649
LCA5	164.0004	LCA5	350
LCAT	17.243	LCAT	83.5052
LCK	40.6169	LCK	52.0619
LCLAT1	555.6088	LCLAT1	238.6598
LCMT1	851.8057	LCMT1	380.4124
LCMT2	376.6644	LCMT2	354.6392
removed	removed	LCN10	44.5722
LCN2	26.4393	LCN2	74.7423
removed	removed	LCN6	9.0361
LCORL	59.0861	LCORL	100.0567
LCOR	119.0765	LCOR	93.6134
LCP1	5198.5822	LCP1	6246.9072
LCP2	248.2996	LCP2	520.6186
LDB1	1126.5447	LDB1	701.0309
LDB2	314.9727	LDB2	1660.3093
LDB3	12.2617	LDB3	91.7526
LDHA	12900.8526	LDHA	15630.9278
LDHB	1902.0979	LDHB	9162.3711
LDHD	87.7479	LDHD	375.2577
LDLRAD2	169.5105	LDLRAD2	648.2732
LDLRAD3	416.1318	LDLRAD3	497.9381
LDLRAP1	734.5531	LDLRAP1	580.9278
LDLR	711.9456	LDLR	442.268
LDOC1L	677.0763	LDOC1L	1052.5773
LDOC1	1094.7409	LDOC1	446.9072
LEAP2	9.9626	removed	removed
LEF1	541.048	LEF1	33.5052
removed	removed	LEFTY1	5.6701
LEFTY2	19.5421	LEFTY2	41.7526
LEKR1	34.4861	LEKR1	7.732
LEMD2	677.0763	LEMD2	685.567
LEMD3	544.4966	LEMD3	654.6392
LENG1	188.1406	LENG1	161.3402
LENG8	1329.7289	LENG8	1968.4433
LENG9	152.7886	LENG9	81.5567
LEO1	734.9363	LEO1	402.5773
LEPRE1	916.1797	LEPRE1	1195.3608
LEPREL1	89.2806	LEPREL1	219.5876
LEPREL2	701.5998	LEPREL2	602.5773
LEPROTL1	849.1235	LEPROTL1	875.7732
LEPROT	632.4476	LEPROT	1398.768
LEPR	533.9477	LEPR	2484.2216
LEP	527.2536	LEP	7954.1237
LETM1	1539.9943	LETM1	1056.701
LETM2	17.6262	LETM2	24.7423
LETMD1	759.8429	LETMD1	1451.5464
LFNG	1271.3861	LFNG	945.3608
LGALS12	196.1874	LGALS12	2042.7835
LGALS14	7.2804	removed	removed
LGALS1	6645.4641	LGALS1	15635.567
LGALS2	26.0561	LGALS2	36.5979
LGALS3BP	12511.9264	LGALS3BP	10269.0722
LGALS3	5633.4898	LGALS3	8430.4124
LGALS7	5.7477	removed	removed
LGALS8	2531.0432	LGALS8	1085.0464
LGALS9C	18.7757	LGALS9C	18.0412
LGALS9	1430.022	LGALS9	1498.4536
LGI2	67.4394	LGI2	1228.866
LGI4	62.8413	LGI4	468.5567
LGMN	3981.6074	LGMN	17857.732
LGR4	195.8042	LGR4	1807.2165
LGR5	13.0281	LGR5	9.2784
LGR6	19.1589	LGR6	14.433
LGTN	1224.6384	LGTN	1218.0412
removed	removed	LHCGR	11.8557
LHFPL1	5.3645	removed	removed
LHFPL2	1436.9192	LHFPL2	3308.2474
LHFP	677.0763	LHFP	3670.1031
LHPP	528.0199	LHPP	421.134
removed	removed	LHX4	5.9227
LHX6	137.9442	LHX6	821.6495
LIAS	135.6452	LIAS	218.0412
LIFR	786.6654	LIFR	4086.5979
LIF	40.2337	LIF	175.2577
LIG1	692.4035	LIG1	176.8041
LIG3	931.5068	LIG3	332.4742
LIG4	227.608	LIG4	331.4433
LILRA1	6.514	LILRA1	18.5567
LILRA2	99.2432	LILRA2	103.6082
LILRA3	16.0935	LILRA3	19.0722
LILRA4	8.4299	removed	removed
LILRA5	41.7665	LILRA5	106.701
LILRA6	120.023	LILRA6	733.7165
LILRB1	111.5049	LILRB1	187.1134
LILRB2	102.3087	LILRB2	493.299
LILRB3	132.1084	LILRB3	281.232
LILRB4	408.8514	LILRB4	913.4021
LILRB5	70.888	LILRB5	2583.5052
LIMA1	3319.475	LIMA1	6350.5155
LIMCH1	2910.6236	LIMCH1	4548.9691
LIMD1	1206.7746	LIMD1	1312.8866
LIMD2	220.1245	LIMD2	186.1649
LIME1	19.8678	LIME1	12.5155
LIMK1	1052.5912	LIMK1	625.7732
LIMK2	921.5442	LIMK2	562.3711
LIMS1	302.711	LIMS1	621.6495
LIMS2	369.0009	LIMS2	1323.1959
removed	removed	LIMS3-LOC440895	15.8196
LIN37	176.7066	LIN37	88.5258
LIN52	250.2155	LIN52	223.1959
LIN54	276.2717	LIN54	261.8557
LIN7A	86.2152	LIN7A	39.1753
LIN7B	18.3926	LIN7B	12.3711
LIN7C	569.7864	LIN7C	616.4948
LIN9	177.4116	LIN9	77.8351
LINGO1	606.1883	LINGO1	50.5155
LINGO3	9.5795	removed	removed
LINGO4	19.9253	removed	removed
LINS1	189.2902	LINS1	134.5361
LIPA	8513.4591	LIPA	8321.6495
removed	removed	LIPC	18.5567
LIPE	1074.0492	LIPE	13141.1546
LIPG	13.7944	LIPG	10.3093
LIPH	384.7112	removed	removed
LIPT1	135.99	LIPT1	130.4124
LIPT2	13.4917	LIPT2	14.433
LITAF	4838.7777	LITAF	4959.7938
LIX1L	496.2161	LIX1L	1313.4021
LLGL1	665.9642	LLGL1	564.433
LLGL2	947.2172	LLGL2	96.9072
LLPH	442.391	LLPH	623.0825
LMAN1	5091.2923	LMAN1	3578.866
LMAN2L	1284.7974	LMAN2L	686.0825
LMAN2	4027.5888	LMAN2	1811.8557
LMBR1L	234.8884	LMBR1L	383.5052
LMBR1	1518.1531	LMBR1	811.8557
LMBRD1	1152.6008	LMBRD1	1936.5979
LMBRD2	349.4588	LMBRD2	195.8763
LMCD1	754.0952	LMCD1	2001.5464
LMF1	366.3186	LMF1	210.8247
LMF2	1010.4416	LMF2	1251.5464
LMLN	558.6742	LMLN	204.6392
LMNA	7681.5787	LMNA	10257.2165
LMNB1	682.824	LMNB1	376.8041
LMNB2	1181.7224	LMNB2	1001.5464
LMO2	277.8044	LMO2	1017.5258
LMO3	59.0095	LMO3	829.8969
LMO4	1514.7045	LMO4	1356.1856
LMO7	536.4499	LMO7	106.701
LMOD1	602.7397	LMOD1	1980.4124
removed	removed	LMOD3	11.8557
LMTK2	287.0007	LMTK2	226.2887
LMTK3	142.9256	removed	removed
removed	removed	LMX1A	131.4433
LMX1B	1453.0127	LMX1B	56.1856
LNP1	48.725	LNP1	78.6031
LNPEP	401.1304	LNPEP	580.2784
LNX1	377.0476	LNX1	294.3299
LNX2	762.9083	LNX2	235.567
LOC100009676	57.2085	LOC100009676	75.4381
removed	removed	LOC100101266	5.1546
LOC100124692	8.0467	removed	removed
LOC100125556	65.6078	LOC100125556	21.4536
LOC100126784	8.8131	LOC100126784	24.7423
removed	removed	LOC100128164	25.7732
LOC100128191	40.41	LOC100128191	42.9485
removed	removed	LOC100128239	10.8247
LOC100128288	27.5888	LOC100128288	39.6907
LOC100128292	5.3645	LOC100128292	7.732
LOC100128640	26.8225	LOC100128640	13.4021
LOC100128788	22.2244	removed	removed
LOC100128822	114.9535	LOC100128822	100
LOC100128842	31.8038	LOC100128842	30.4124
LOC100128977	22.6075	removed	removed
LOC100129034	1732.6411	LOC100129034	1682.4124
LOC100129387	91.5145	LOC100129387	83.8144
LOC100129534	138.7106	LOC100129534	24.2268
LOC100129550	282.7857	LOC100129550	235.567
LOC100129637	75.103	LOC100129637	152.134
LOC100129716	17.6262	removed	removed
LOC100129726	6.514	removed	removed
LOC100130015	5.6442	LOC100130015	13.0309
LOC100130093	274.0607	LOC100130093	16.0309
LOC100130331	6.8972	removed	removed
LOC100130522	18.3926	removed	removed
LOC100130557	24.0368	LOC100130557	14.5361
LOC100130581	47.8973	LOC100130581	52.5773
removed	removed	LOC100130691	30.4072
LOC100130776	203.9314	LOC100130776	86.9021
LOC100130872	14.944	LOC100130872	55.6701
LOC100130932	61.6917	LOC100130932	25.2577
LOC100131193	45.2151	LOC100131193	13.4021
LOC100131434	9.7787	LOC100131434	19.7423
removed	removed	LOC100131496	5.6701
LOC100131691	39.3103	LOC100131691	30.567
removed	removed	LOC100132111	12.8866
LOC100132215	7.6636	LOC100132215	49.1546
LOC100132247	200.4023	LOC100132247	184.5361
LOC100132287	197.7201	LOC100132287	301.0309
LOC100132288	195.0378	LOC100132288	169.5876
LOC100132707	110.98	LOC100132707	118.4433
LOC100133161	23.5846	LOC100133161	32.134
LOC100133331	113.4017	LOC100133331	154.6392
removed	removed	LOC100133545	7.2165
removed	removed	LOC100133612	6.701
LOC100133669	8.0467	removed	removed
removed	removed	LOC100133985	10.8247
LOC100133991	18.3926	removed	removed
LOC100134229	307.3091	LOC100134229	174.7423
LOC100134259	5.7477	LOC100134259	23.7113
removed	removed	LOC100134368	7.732
LOC100134713	12.6487	LOC100134713	11.8711
LOC100144604	39.8506	removed	removed
LOC100170939	82.3834	LOC100170939	19.0722
LOC100188947	26.8225	removed	removed
LOC100190938	81.2338	LOC100190938	369.0722
LOC100190939	71.2712	LOC100190939	132.4742
LOC100190986	260.5614	LOC100190986	263.4021
LOC100192378	11.4954	LOC100192378	26.2887
LOC100216545	46.7478	LOC100216545	35.567
LOC100233209	18.0094	LOC100233209	18.0412
LOC100240735	6.1309	LOC100240735	18.0412
LOC100268168	6.8972	removed	removed
LOC100270710	272.8001	LOC100270710	295.9588
LOC100270746	21.0748	LOC100270746	12.3711
LOC100270804	13.4112	LOC100270804	12.8866
LOC100271722	15.7103	LOC100271722	37.1134
LOC100271831	12.8058	removed	removed
LOC100271836	258.1167	LOC100271836	315.6082
LOC100272146	26.4393	LOC100272146	29.3814
LOC100272216	9.5795	LOC100272216	22.4278
LOC100272217	16.4767	LOC100272217	14.433
LOC100272228	11.1122	LOC100272228	14.433
LOC100286793	37.5515	LOC100286793	101.0309
LOC100286844	31.1218	LOC100286844	33.1804
LOC100287227	5.3683	removed	removed
LOC100288778	241.8201	LOC100288778	235.8814
LOC100289341	28.3552	LOC100289341	34.5361
LOC100302401	16.8599	LOC100302401	10.3093
LOC100302640	13.0281	LOC100302640	8.7629
removed	removed	LOC100302650	12.3918
LOC100303728	16.4767	LOC100303728	21.6495
LOC113230	399.272	LOC113230	36.5979
LOC115110	75.034	LOC115110	51.8351
removed	removed	LOC121952	6.701
LOC134466	9.9626	LOC134466	72.1649
LOC143188	12.6449	LOC143188	21.134
LOC143666	13.0281	removed	removed
LOC144438	787.4317	LOC144438	626.2887
LOC144486	5.7477	LOC144486	5.1546
LOC144571	26.1788	LOC144571	72.634
LOC145783	35.7965	LOC145783	12.866
removed	removed	LOC145820	40.7216
LOC145837	80.4675	removed	removed
LOC146880	192.8729	LOC146880	388.3454
LOC147727	229.1407	LOC147727	291.7526
LOC147804	66.6731	LOC147804	96.9072
LOC148189	82.3834	LOC148189	47.4227
LOC148413	495.9785	LOC148413	281.8402
LOC148696	23.8107	LOC148696	21.2062
LOC148709	11.1122	removed	removed
removed	removed	LOC148824	16.4948
LOC149134	9.9626	LOC149134	9.7938
LOC149837	94.2619	LOC149837	154.6392
LOC150381	29.8879	LOC150381	105.6701
LOC150776	197.3369	LOC150776	158.2474
LOC150786	29.8879	LOC150786	53.6082
LOC151009	12.2617	LOC151009	24.2268
LOC151162	2106.332	LOC151162	1363.9175
LOC151534	97.3273	LOC151534	278.3505
LOC152217	212.664	LOC152217	156.1856
LOC153328	12.2617	removed	removed
LOC153684	45.1384	LOC153684	52.5773
LOC154761	80.0536	LOC154761	22.8196
LOC154822	42.004	LOC154822	17.9175
LOC158376	19.9253	LOC158376	139.6907
LOC158572	24.5234	LOC158572	18.5567
removed	removed	LOC158696	11.3402
LOC162632	37.9347	LOC162632	98.2938
LOC168474	9.9626	removed	removed
LOC200030	466.7114	LOC200030	534.5361
removed	removed	LOC201651	34.0206
LOC202181	33.7197	LOC202181	40.7216
LOC202781	130.6639	LOC202781	128.866
LOC219347	45.0043	LOC219347	43.299
LOC220594	124.238	LOC220594	227.4845
LOC220729	147.5237	LOC220729	126.2887
LOC220930	66.5236	LOC220930	93.3763
LOC221442	11.1122	LOC221442	39.1753
LOC221710	278.5707	LOC221710	379.3814
LOC222699	51.7291	LOC222699	19.5876
LOC253039	545.263	LOC253039	389.1753
LOC253724	10.729	LOC253724	12.8866
LOC254559	83.1497	LOC254559	23.1959
removed	removed	LOC257358	15.4639
LOC25845	257.3886	LOC25845	134.1753
LOC282997	42.5328	LOC282997	35.0515
LOC283050	39.0842	LOC283050	10.3093
LOC283070	131.4302	LOC283070	497.9381
LOC283174	48.2805	LOC283174	119.0722
LOC283267	149.8228	LOC283267	404.6392
LOC283314	38.1761	LOC283314	88.0619
LOC283392	20.7185	LOC283392	752.5052
LOC283663	21.0748	LOC283663	20.1031
LOC283731	5.3645	LOC283731	18.5567
LOC283867	37.1683	removed	removed
LOC283922	11.8785	LOC283922	52.5773
LOC284023	81.617	LOC284023	62.8866
LOC284232	22.6075	LOC284232	8.2474
LOC284233	111.8881	LOC284233	11.8557
removed	removed	LOC284276	7.2165
LOC284440	126.4489	LOC284440	98.4536
LOC284441	91.1965	LOC284441	114.433
removed	removed	LOC284578	14.433
LOC284837	14.944	LOC284837	23.1959
LOC284900	79.1685	LOC284900	69.3144
LOC285033	31.0068	LOC285033	45.201
LOC285074	104.9909	LOC285074	263.9175
LOC285359	75.103	LOC285359	40.2062
removed	removed	LOC285419	6.701
LOC285593	17.243	LOC285593	5.6701
LOC285830	20.2778	LOC285830	45.9381
LOC286367	42.5328	LOC286367	214.433
LOC338651	18.8026	removed	removed
LOC338758	14.944	LOC338758	48.4536
LOC338799	230.6734	LOC338799	138.6598
LOC339047	448.3188	LOC339047	925.7732
LOC339290	317.6549	LOC339290	762.3711
LOC339524	141.0097	LOC339524	1746.3918
removed	removed	LOC339535	7.732
LOC341056	12.2617	LOC341056	7.2165
LOC344595	299.2624	LOC344595	101.0309
LOC344967	7.6636	LOC344967	5.1546
LOC348926	100.7759	LOC348926	30.9278
LOC349114	104.9909	LOC349114	63.9175
LOC374443	184.3088	LOC374443	104.6392
LOC375190	93.8787	LOC375190	162.3711
LOC387646	90.0469	LOC387646	22.6804
LOC387647	437.3829	LOC387647	712.732
LOC388152	114.5704	LOC388152	32.9897
LOC388242	13.4112	LOC388242	34.0206
LOC388588	39.4674	LOC388588	6.1856
LOC388692	111.8881	LOC388692	318.5567
LOC388789	604.6556	LOC388789	476.2887
LOC388796	204.6173	LOC388796	94.3299
LOC388955	344.4774	LOC388955	194.3299
LOC389033	39.0842	removed	removed
LOC389333	101.9255	LOC389333	23.7113
LOC389493	115.3367	removed	removed
removed	removed	LOC389705	12.8866
removed	removed	LOC391322	5.6701
LOC399744	82.3834	LOC399744	56.701
LOC399815	9.5795	removed	removed
LOC399959	236.0379	LOC399959	743.8144
LOC400027	168.5985	LOC400027	207.732
LOC400043	281.6362	LOC400043	335.567
LOC400657	150.206	LOC400657	133.5052
removed	removed	LOC400696	15.4639
LOC400752	15.3271	LOC400752	5.1546
removed	removed	LOC400759	18.0412
LOC400927	14.5608	LOC400927	5.2577
LOC400931	137.5611	LOC400931	43.8144
LOC401010	23.7571	LOC401010	27.8351
LOC401052	80.4675	LOC401052	502.0619
LOC401093	108.566	LOC401093	237.7577
removed	removed	LOC401127	5.1546
LOC401397	820.7683	LOC401397	659.2784
LOC401431	74.3903	LOC401431	85.933
removed	removed	LOC401463	8.2474
LOC401588	24.1402	LOC401588	30.4124
LOC402377	15.7103	LOC402377	15.4639
LOC407835	54.7945	LOC407835	61.3402
removed	removed	LOC415056	14.9485
LOC440354	85.3223	LOC440354	108.7629
removed	removed	LOC440461	5.1546
LOC440905	104.6077	LOC440905	11.8557
LOC440925	88.5142	LOC440925	15.4639
LOC440944	219.9444	LOC440944	157.2165
LOC440957	266.6922	LOC440957	113.4021
LOC441046	7.6636	LOC441046	5.6701
LOC441089	95.4114	LOC441089	73.7113
