gene_id	TCGA-E2-A1LB-01A-11R-A144-07	gene_id	TCGA-E2-A1LB-11A-22R-A144-07
KDELC2	1105.6947	KDELC2	608.3572
KDELR1	4315.3993	KDELR1	3103.2364
KDELR2	10990.0034	KDELR2	3565.3421
KDELR3	368.4151	KDELR3	161.8189
KDM1A	1926.0923	KDM1A	2110.6104
KDM1B	611.9286	KDM1B	651.3724
KDM2A	3349.4328	KDM2A	4013.519
KDM2B	578.3444	KDM2B	875.1127
KDM3A	791.6433	KDM3A	1445.719
KDM3B	2144.895	KDM3B	3770.5858
KDM4A	2278.7824	KDM4A	1726.3417
KDM4B	3067.2807	KDM4B	1471.1184
KDM4C	226.8898	KDM4C	730.4383
removed	removed	KDM4DL	7.374
KDM4D	30.5515	KDM4D	54.4859
KDM5A	1424.239	KDM5A	2254.8136
KDM5B	2643.154	KDM5B	2962.3105
KDM5C	3240.2561	KDM5C	3501.0242
KDM6A	1267.4379	KDM6A	1184.3507
KDM6B	772.3239	KDM6B	1205.6534
KDR	1081.8825	KDR	1691.5199
KDSR	1207.6828	KDSR	1761.5731
KEAP1	1381.5568	KEAP1	1499.3855
KEL	14.3772	removed	removed
KERA	6.7393	removed	removed
removed	removed	KGFLP1	21.7124
KGFLP2	47.7906	KGFLP2	183.7321
removed	removed	KHDC1	34.8218
KHDRBS1	3540.8289	KHDRBS1	3973.7812
KHDRBS3	195.4397	KHDRBS3	126.9971
KHK	32.2273	KHK	162.8226
KHNYN	2149.8821	KHNYN	2585.9648
KHSRP	2373.5819	KHSRP	2522.7366
KIAA0020	376.053	KIAA0020	1140.1065
KIAA0040	822.6441	KIAA0040	1284.3097
KIAA0090	1648.8824	KIAA0090	1233.5109
KIAA0100	17335.3476	KIAA0100	5935.3994
KIAA0101	283.9492	KIAA0101	58.1729
KIAA0114	794.339	KIAA0114	1054.0762
KIAA0125	11.6815	KIAA0125	17.6157
KIAA0141	1417.0504	KIAA0141	2054.8955
KIAA0146	708.5252	KIAA0146	1052.0279
KIAA0174	3836.4596	KIAA0174	3075.7886
KIAA0182	6237.4481	KIAA0182	1855.3871
KIAA0195	1149.7608	KIAA0195	2019.8197
KIAA0196	1532.9664	KIAA0196	1387.9558
KIAA0226	564.7535	KIAA0226	635.3953
KIAA0232	1423.7897	KIAA0232	1325.6862
KIAA0240	500.0562	KIAA0240	1561.6551
KIAA0247	2158.8229	KIAA0247	2691.9295
KIAA0284	1281.3658	KIAA0284	1553.8714
KIAA0317	863.0799	KIAA0317	1037.6895
KIAA0319L	4673.9346	KIAA0319L	2725.5264
removed	removed	KIAA0319	21.3027
KIAA0355	527.9119	KIAA0355	1003.687
KIAA0368	4380.9952	KIAA0368	4102.417
KIAA0391	712.5329	KIAA0391	558.263
KIAA0406	792.0926	KIAA0406	649.7337
KIAA0415	793.8897	KIAA0415	465.383
KIAA0427	629.4507	KIAA0427	1572.3064
KIAA0430	1756.2619	KIAA0430	3567.3904
KIAA0467	500.182	KIAA0467	1464.4859
KIAA0494	3551.8095	KIAA0494	3928.8693
KIAA0495	153.6561	KIAA0495	741.4994
KIAA0513	1808.3792	KIAA0513	190.9054
KIAA0528	480.2875	KIAA0528	1071.6919
KIAA0556	628.1029	KIAA0556	720.1966
KIAA0562	392.2273	KIAA0562	775.9115
KIAA0564	2176.3451	KIAA0564	1052.4375
KIAA0586	758.396	KIAA0586	467.4314
KIAA0649	472.6497	KIAA0649	1026.6284
KIAA0652	2050.0955	KIAA0652	1571.4871
KIAA0664P3	23.8122	KIAA0664P3	99.1397
KIAA0664	5071.9982	KIAA0664	3572.7161
removed	removed	KIAA0748	13.1094
KIAA0753	349.5451	KIAA0753	539.1233
KIAA0754	90.7559	KIAA0754	257.6813
KIAA0776	1888.3522	KIAA0776	1141.3355
KIAA0802	161.7432	KIAA0802	165.5059
KIAA0831	395.3723	KIAA0831	829.9877
KIAA0892	1137.1448	KIAA0892	1636.6243
KIAA0895L	207.3099	KIAA0895L	244.9529
KIAA0895	118.6117	KIAA0895	265.8746
KIAA0907	603.3921	KIAA0907	939.7788
KIAA0913	2057.2841	KIAA0913	1948.7915
KIAA0922	921.9364	KIAA0922	837.7714
KIAA0947	851.8477	KIAA0947	1758.7054
KIAA1009	290.2392	KIAA1009	274.8873
KIAA1012	1050.4324	KIAA1012	1190.9054
KIAA1024	18.87	KIAA1024	34.4121
KIAA1033	1365.3825	KIAA1033	1098.73
removed	removed	KIAA1045	14.7481
KIAA1107	100.1909	KIAA1107	256.4523
KIAA1109	1134.4491	KIAA1109	3415.8132
KIAA1143	656.8572	KIAA1143	1140.5162
KIAA1147	941.705	KIAA1147	2172.0606
KIAA1161	354.9365	KIAA1161	514.1336
KIAA1191	1964.731	KIAA1191	3263.8263
KIAA1199	1187.4649	KIAA1199	9.0127
removed	removed	KIAA1210	35.6411
KIAA1211	30.5515	KIAA1211	46.2925
KIAA1217	4525.8183	KIAA1217	5441.2372
removed	removed	KIAA1239	21.7124
KIAA1244	7286.0833	KIAA1244	795.9853
KIAA1257	106.1485	KIAA1257	9.5494
KIAA1267	535.9991	KIAA1267	1934.8628
KIAA1274	251.6006	KIAA1274	392.0524
KIAA1279	942.1543	KIAA1279	546.4973
KIAA1310	1128.159	KIAA1310	2043.0152
KIAA1324L	79.0745	KIAA1324L	475.2151
KIAA1324	16173.874	KIAA1324	21748.8734
KIAA1328	45.8272	KIAA1328	213.8468
KIAA1370	3460.4066	KIAA1370	1136.0098
KIAA1377	38.1894	KIAA1377	251.1266
KIAA1383	156.8011	KIAA1383	108.1524
KIAA1407	141.5253	KIAA1407	231.0528
removed	removed	KIAA1409	25.3994
KIAA1429	1294.8444	KIAA1429	2365.8337
KIAA1430	762.8889	KIAA1430	1584.1868
KIAA1432	325.7014	KIAA1432	786.78
KIAA1462	1267.8872	KIAA1462	655.4691
KIAA1467	1444.9062	KIAA1467	653.0111
KIAA1468	868.9206	KIAA1468	832.4457
KIAA1522	6608.1096	KIAA1522	6516.5916
KIAA1524	310.9064	KIAA1524	72.9209
KIAA1529	32.7979	KIAA1529	229.0045
KIAA1530	163.9897	KIAA1530	165.5059
KIAA1539	320.7907	KIAA1539	227.7755
KIAA1543	720.656	KIAA1543	1027.8574
KIAA1549	392.6766	KIAA1549	674.7235
KIAA1586	83.1181	KIAA1586	192.1344
KIAA1598	3631.5849	KIAA1598	910.6923
KIAA1609	314.5007	KIAA1609	557.5584
KIAA1614	18.6184	KIAA1614	72.8103
KIAA1632	2760.8671	KIAA1632	1279.8034
KIAA1644	8.5364	KIAA1644	8.1934
KIAA1671	2411.7713	KIAA1671	6111.8394
KIAA1683	25.6093	KIAA1683	295.3707
KIAA1704	288.8779	KIAA1704	551.1061
KIAA1712	184.3828	KIAA1712	367.1856
KIAA1715	692.3509	KIAA1715	805.8173
KIAA1731	318.095	KIAA1731	612.5522
KIAA1737	893.6314	KIAA1737	1262.1876
KIAA1755	68.7409	KIAA1755	188.4474
KIAA1797	693.6988	KIAA1797	1655.4691
KIAA1804	10.7829	KIAA1804	362.966
KIAA1826	293.8335	KIAA1826	444.49
KIAA1841	226.4405	KIAA1841	147.0709
removed	removed	KIAA1875	11.4707
KIAA1908	256.0935	KIAA1908	245.3912
KIAA1919	533.3034	KIAA1919	85.6206
KIAA1949	756.5989	KIAA1949	720.6063
KIAA1958	77.7266	KIAA1958	103.2364
KIAA1967	1747.2762	KIAA1967	2710.7743
KIAA1984	13.4786	KIAA1984	11.061
KIAA2013	937.2122	KIAA2013	1834.4941
KIAA2018	660.9008	KIAA2018	1107.3331
KIAA2022	22.9136	KIAA2022	70.8726
KIAA2026	279.4564	KIAA2026	1079.8853
KIDINS220	1534.3143	KIDINS220	2874.2319
KIF11	615.9721	KIF11	269.152
KIF12	125.351	KIF12	321.5895
KIF13A	959.2272	KIF13A	1682.0975
KIF13B	3359.7574	KIF13B	2145.0225
KIF14	45.8272	KIF14	39.7378
KIF15	116.3653	KIF15	62.2696
KIF16B	2196.1137	KIF16B	1187.628
KIF17	12.1307	KIF17	22.1221
KIF18A	107.3795	KIF18A	40.1475
KIF18B	56.6101	KIF18B	40.9668
KIF1A	44.4794	KIF1A	7.374
KIF1B	756.5989	KIF1B	3875.0512
KIF1C	3020.5549	KIF1C	2867.6772
KIF20A	523.8684	KIF20A	104.0557
KIF20B	203.0776	KIF20B	275.297
KIF21A	855.442	KIF21A	348.2179
KIF21B	55.2623	KIF21B	116.7554
KIF22	1112.8833	KIF22	899.2216
KIF23	336.9651	KIF23	92.1753
KIF24	53.9144	KIF24	80.7046
KIF26A	93.4516	KIF26A	195.002
KIF26B	415.5903	KIF26B	179.8443
KIF27	62.4509	KIF27	145.4322
KIF2A	372.4587	KIF2A	691.1102
KIF2C	257.8906	KIF2C	114.2974
KIF3A	264.1806	KIF3A	405.5715
KIF3B	1696.5068	KIF3B	1678.4105
KIF3C	123.1046	KIF3C	405.1618
KIF4A	417.8367	KIF4A	56.9439
removed	removed	KIF5A	36.4605
KIF5B	4277.2099	KIF5B	4072.5113
KIF5C	122.6553	KIF5C	162.2286
KIF6	5.8407	KIF6	12.29
KIF7	64.4547	KIF7	331.188
KIF9	159.38	KIF9	110.8152
KIFAP3	625.4072	KIFAP3	776.7308
KIFC1	383.2416	KIFC1	157.3126
KIFC2	151.7421	KIFC2	225.2642
KIFC3	277.6592	KIFC3	421.1389
KILLIN	33.2472	KILLIN	49.5698
KIN	238.5713	KIN	239.6559
removed	removed	KIRREL3	18.0254
KIRREL	182.4104	KIRREL	814.4203
KITLG	465.4611	KITLG	806.227
KIT	47.6244	KIT	18774.2728
KLB	24.2615	KLB	18.8447
KLC1	1239.3306	KLC1	1461.4093
KLC2	440.301	KLC2	429.7419
KLC3	14.4311	KLC3	213.0274
KLC4	674.4558	KLC4	681.7616
KLF10	673.9301	KLF10	2208.9308
KLF11	376.9516	KLF11	1407.6198
KLF12	232.2813	KLF12	607.9476
KLF13	694.148	KLF13	1603.4412
KLF15	128.0467	KLF15	65.9566
KLF16	495.5633	KLF16	489.1438
KLF2	540.492	KLF2	363.3757
KLF3	1431.4276	KLF3	1803.7034
KLF4	150.5111	KLF4	413.3552
KLF5	181.9611	KLF5	3081.1143
KLF6	1095.3611	KLF6	2797.6239
KLF7	88.5095	KLF7	86.0303
KLF8	335.1679	KLF8	351.0856
KLF9	709.4238	KLF9	1024.1704
KLHDC10	329.3272	KLHDC10	1142.1549
KLHDC1	37.7401	KLHDC1	88.4883
KLHDC2	1174.4356	KLHDC2	1048.3408
KLHDC3	2166.4607	KLHDC3	2568.6194
KLHDC4	510.6728	KLHDC4	386.7268
KLHDC5	512.1869	KLHDC5	1242.1139
KLHDC7A	217.0055	KLHDC7A	141.3355
KLHDC7B	91.2052	KLHDC7B	51.6182
KLHDC8A	20.6672	KLHDC8A	16.3867
KLHDC8B	430.866	KLHDC8B	557.5584
KLHDC9	106.9302	KLHDC9	87.2593
KLHL11	12.1307	KLHL11	99.1397
KLHL12	701.7859	KLHL12	1046.7022
KLHL13	67.393	KLHL13	1854.1581
removed	removed	KLHL14	15.5674
KLHL15	110.0753	KLHL15	328.9635
KLHL17	36.8415	KLHL17	70.8726
KLHL18	531.5062	KLHL18	414.9939
KLHL20	346.4001	KLHL20	387.9558
KLHL21	720.656	KLHL21	2551.823
KLHL22	543.1877	KLHL22	419.5002
KLHL23	42.233	KLHL23	180.8316
KLHL24	1252.6115	KLHL24	1643.9984
KLHL25	403.9088	KLHL25	403.9328
KLHL26	237.6727	KLHL26	326.0959
KLHL28	289.3407	KLHL28	470.2991
KLHL29	49.4215	KLHL29	515.7722
KLHL2	1130.8548	KLHL2	498.5662
KLHL30	5.3914	KLHL30	9.4224
KLHL31	228.0265	KLHL31	133.7894
removed	removed	KLHL32	30.7251
KLHL35	225.542	KLHL35	61.4502
KLHL36	214.7591	KLHL36	300.6964
KLHL3	47.1751	KLHL3	183.941
KLHL4	13.9279	KLHL4	6.5547
KLHL5	1008.1995	KLHL5	643.5887
KLHL6	155.9025	KLHL6	42.1958
KLHL7	234.0784	KLHL7	868.0868
KLHL8	1030.2145	KLHL8	520.6882
KLHL9	808.7162	KLHL9	1670.2171
removed	removed	KLK10	284.7194
removed	removed	KLK11	102.8267
removed	removed	KLK13	29.0864
removed	removed	KLK1	9.0127
KLK2	85.8138	removed	removed
KLK3	120.4089	KLK3	6.5547
KLK4	78.1759	removed	removed
removed	removed	KLK5	668.1688
removed	removed	KLK6	271.2003
removed	removed	KLK7	383.4494
removed	removed	KLK8	93.5354
removed	removed	KLKB1	14.3384
KLRA1	13.0293	KLRA1	35.2315
KLRAQ1	501.404	KLRAQ1	497.7468
KLRB1	14.3772	KLRB1	50.7989
removed	removed	KLRC1	6.5547
KLRD1	8.0872	KLRD1	11.8804
KLRG1	6.29	KLRG1	10.6514
removed	removed	KLRG2	43.8345
KLRK1	30.5515	KLRK1	27.8574
KL	10.3336	KL	88.0787
KMO	3645.2701	KMO	78.0787
removed	removed	KNDC1	12.6997
KNTC1	353.1394	KNTC1	326.9152
KPNA1	2883.0731	KPNA1	1305.6125
KPNA2	2400.5391	KPNA2	785.7435
KPNA3	1200.4942	KPNA3	848.8324
KPNA4	2023.5876	KPNA4	1473.1667
KPNA5	42.6822	KPNA5	160.5899
KPNA6	1724.8119	KPNA6	1872.1835
KPNB1	3449.1744	KPNB1	5340.0246
KPTN	213.4112	KPTN	166.7349
KRAS	838.8184	KRAS	685.3748
KRBA1	112.771	KRBA1	476.4441
KRBA2	64.6973	KRBA2	149.5289
KRCC1	553.5213	KRCC1	863.5805
KREMEN1	541.3905	KREMEN1	835.7231
KREMEN2	48.523	KREMEN2	11.061
KRI1	490.9581	KRI1	738.0787
KRIT1	349.0958	KRIT1	897.1733
KRR1	576.2732	KRR1	967.3945
KRT10	372.4587	KRT10	226.9562
removed	removed	KRT14	8380.9914
KRT15	1660.1146	KRT15	30763.2118
removed	removed	KRT16	138.8775
KRT17	32.7979	KRT17	7081.9336
KRT18	25828.3859	KRT18	9750.0696
KRT19	25909.918	KRT19	13258.5006
KRT222	59.7551	KRT222	92.1753
KRT23	14.8265	KRT23	358.4596
KRT24	6.29	removed	removed
removed	removed	KRT32	6.5547
removed	removed	KRT5	12725.1127
removed	removed	KRT6A	54.8955
removed	removed	KRT6B	852.5195
removed	removed	KRT6C	50.7989
removed	removed	KRT77	12.6997
KRT7	19477.0302	KRT7	8821.3847
KRT80	794.339	KRT80	312.1671
KRT81	17.5222	KRT81	210.1598
removed	removed	KRT83	19.2544
KRT86	89.8574	KRT86	31.1348
KRT8	17031.3243	KRT8	7692.7816
removed	removed	KRTAP5-1	5.3257
KRTCAP2	1383.3539	KRTCAP2	972.9619
KRTCAP3	197.2369	KRTCAP3	665.7108
KSR1	409.7495	KSR1	381.8107
KSR2	70.9873	KSR2	133.9615
KTELC1	182.4104	KTELC1	566.5711
KTI12	217.0055	KTI12	160.1803
KTN1	4776.3675	KTN1	6416.2229
KYNU	9638.9981	KYNU	117.1651
removed	removed	KY	263.007
L1CAM	6.7393	L1CAM	72.9209
L1TD1	9.435	L1TD1	48.3408
L2HGDH	181.9611	L2HGDH	231.8722
L3MBTL2	1182.4554	L3MBTL2	866.4769
L3MBTL3	347.2987	L3MBTL3	253.9943
L3MBTL4	22.4643	L3MBTL4	318.3122
L3MBTL	17.5222	L3MBTL	167.1446
LACE1	92.1038	LACE1	54.8955
LACTB2	744.9174	LACTB2	158.9512
LACTB	635.7408	LACTB	185.9893
LAD1	565.652	LAD1	1494.4695
LAG3	8.0872	LAG3	17.2061
LAGE3	380.0966	LAGE3	246.2106
LAIR1	573.7392	LAIR1	130.6841
LAIR2	63.7987	removed	removed
LALBA	65.1466	LALBA	1733.306
LAMA1	75.4802	LAMA1	1556.739
LAMA2	196.7831	LAMA2	488.73
LAMA3	18.87	LAMA3	4767.3085
LAMA4	1848.815	LAMA4	1657.1077
LAMA5	1457.9355	LAMA5	2824.2524
LAMB1	2845.333	LAMB1	2482.1794
removed	removed	LAMB2L	59.4019
LAMB2	3243.8504	LAMB2	8647.2757
LAMB3	147.8153	LAMB3	7287.5871
LAMC1	2437.3807	LAMC1	5861.9418
LAMC2	244.8613	LAMC2	6441.2126
removed	removed	LAMC3	351.905
LAMP1	8580.4785	LAMP1	6290.0451
LAMP2	6111.6478	LAMP2	5390.4138
LAMP3	8.5364	LAMP3	184.3507
LANCL1	1241.8286	LANCL1	2715.6903
LANCL2	790.7447	LANCL2	925.0307
LANCL3	35.0444	LANCL3	6.145
LAP3	1733.3483	LAP3	2099.5494
LAPTM4A	9514.9949	LAPTM4A	6305.6125
LAPTM4B	1321.3524	LAPTM4B	2859.4838
LAPTM5	2608.5589	LAPTM5	836.5424
LARGE	471.3018	LARGE	399.0168
LARP1B	1093.1147	LARP1B	402.2941
LARP1	3813.9953	LARP1	5222.0401
LARP4B	735.9317	LARP4B	1624.744
LARP4	1207.2335	LARP4	1008.1934
LARP6	79.973	LARP6	288.8161
LARP7	1009.5473	LARP7	893.0766
LARS2	776.3675	LARS2	678.8202
LARS	2887.1167	LARS	4632.9373
LAS1L	1100.3033	LAS1L	932.4048
LASP1	7048.4106	LASP1	5062.6792
LASS1	7.6019	LASS1	40.6391
LASS2	7872.4026	LASS2	3446.1286
removed	removed	LASS3	12.6997
LASS4	7105.9194	LASS4	897.583
LASS5	1143.4348	LASS5	710.3646
LASS6	3740.0292	LASS6	1215.3626
LAT2	113.2203	LAT2	77.837
LATS1	290.6885	LATS1	755.8378
LATS2	434.4603	LATS2	433.4289
LAT	25.7621	LAT	59.7337
LAX1	16.1743	LAX1	12.29
LAYN	79.0745	LAYN	163.8673
LBH	1355.9474	LBH	1252.3556
LBP	324.8343	LBP	78.2466
LBR	530.6077	LBR	604.6702
LBX2	53.1282	LBX2	9.8034
removed	removed	LBXCOR1	8.1934
LCA5L	47.6244	LCA5L	44.6538
LCA5	173.4247	LCA5	528.4719
LCAT	22.4868	LCAT	61.6837
LCK	35.9429	LCK	104.8751
LCLAT1	584.0728	LCLAT1	406.8005
LCMT1	622.7114	LCMT1	605.4896
LCMT2	453.3303	LCMT2	344.1213
removed	removed	LCN10	9.4224
removed	removed	LCN12	6.5547
LCN2	46.7258	LCN2	253.1749
LCORL	72.8563	LCORL	77.3085
LCOR	121.7073	LCOR	171.2372
LCP1	14523.1944	LCP1	2778.7792
LCP2	156.3518	LCP2	96.6817
LCT	343.2551	LCT	111.8394
LDB1	1176.682	LDB1	1873.4125
LDB2	209.8169	LDB2	607.1282
LDB3	11.2322	LDB3	18.0254
LDHA	14287.7682	LDHA	4696.0262
LDHB	831.1805	LDHB	7725.932
LDHD	132.9889	LDHD	181.8927
LDLRAD1	10.3336	removed	removed
LDLRAD2	104.0099	LDLRAD2	156.9562
LDLRAD3	1829.945	LDLRAD3	1479.7214
LDLRAP1	1895.9901	LDLRAP1	897.583
LDLR	1325.8452	LDLR	751.3314
LDOC1L	882.3992	LDOC1L	1535.846
LDOC1	960.5751	LDOC1	1006.9644
removed	removed	LEAP2	5.7354
LEF1	230.4841	LEF1	160.1803
removed	removed	LEFTY1	20.4302
LEFTY2	9.435	LEFTY2	6.5547
LEKR1	9.435	LEKR1	13.9287
LEMD2	974.0537	LEMD2	818.1073
LEMD3	566.9999	LEMD3	836.9521
LENG1	206.6719	LENG1	128.2261
LENG8	1314.9006	LENG8	3332.8677
LENG9	424.2884	LENG9	142.3474
LEO1	1158.7105	LEO1	573.9451
LEPRE1	853.1956	LEPRE1	523.9656
LEPREL1	68.2916	LEPREL1	473.9861
LEPREL2	570.5942	LEPREL2	447.7673
LEPROTL1	812.7597	LEPROTL1	723.0643
LEPROT	556.9943	LEPROT	929.6395
LEPR	100.3123	LEPR	506.2474
removed	removed	LEP	59.8116
LETM1	1436.819	LETM1	990.9873
LETM2	7.6379	LETM2	14.7481
LETMD1	606.9864	LETMD1	1677.5912
LFNG	493.3169	LFNG	670.6268
removed	removed	LGALS12	18.4351
LGALS1	2888.9138	LGALS1	1625.5633
removed	removed	LGALS2	50.3892
LGALS3BP	1618.7802	LGALS3BP	7484.6374
LGALS3	2841.7387	LGALS3	2306.0221
removed	removed	LGALS4	6.5547
removed	removed	LGALS7B	68.4146
removed	removed	LGALS7	20.4834
LGALS8	1543.1383	LGALS8	836.1327
LGALS9C	5.3914	LGALS9C	9.0127
LGALS9	573.2899	LGALS9	829.1684
LGI1	11.2322	removed	removed
LGI2	128.0467	LGI2	8.1934
LGI4	26.0586	LGI4	89.7173
LGMN	3218.241	LGMN	1139.2872
LGR4	241.267	LGR4	2625.5633
LGR5	27.8558	removed	removed
removed	removed	LGR6	1739.0414
LGTN	879.2542	LGTN	2521.5076
LHFPL1	19.7686	LHFPL1	60.2212
LHFPL2	918.7914	LHFPL2	3335.5182
LHFP	538.2455	LHFP	1140.9259
LHPP	525.2162	LHPP	431.7902
LHX2	11.6815	removed	removed
removed	removed	LHX4	5.5264
LHX6	21.5658	LHX6	344.5309
LIAS	139.2789	LIAS	402.7038
LIFR	370.6616	LIFR	2333.0602
LIF	48.523	LIF	164.2769
LIG1	1009.5473	LIG1	807.456
LIG3	532.8541	LIG3	819.3363
LIG4	240.8177	LIG4	308.0705
LILRA2	39.5372	LILRA2	6.145
LILRA4	112.3217	LILRA4	5.3257
LILRA5	9.8843	removed	removed
LILRA6	28.2556	removed	removed
LILRB1	56.6101	LILRB1	42.1958
LILRB2	62.9001	LILRB2	14.3384
LILRB3	16.673	LILRB3	6.145
LILRB4	371.1109	LILRB4	48.3408
LILRB5	18.4208	LILRB5	6.9644
LIMA1	5634.0559	LIMA1	2649.324
LIMCH1	7856.2282	LIMCH1	1170.422
LIMD1	935.752	LIMD1	945.1086
LIMD2	202.3902	LIMD2	155.8787
LIME1	14.2738	LIME1	36.0098
LIMK1	708.0759	LIMK1	1174.5186
LIMK2	2550.6009	LIMK2	3249.4879
LIMS1	2407.7277	LIMS1	283.9
LIMS2	394.9231	LIMS2	977.4683
LIMS3-LOC440895	177.4638	LIMS3-LOC440895	9.705
removed	removed	LIMS3	6.6817
LIN37	134.6782	LIN37	119.0414
LIN52	76.828	LIN52	131.0938
LIN54	334.2693	LIN54	369.5207
LIN7A	354.9365	LIN7A	62.2696
LIN7B	30.5515	LIN7B	52.0279
LIN7C	658.6544	LIN7C	800.0819
LIN9	61.5523	LIN9	178.2057
LINGO1	66.4944	LINGO1	71.6919
removed	removed	LINGO3	13.6706
LINGO4	8.0872	LINGO4	6.5547
LINS1	157.6997	LINS1	156.0836
LIPA	1886.5551	LIPA	1622.2859
LIPC	19.3193	LIPC	19.2544
LIPE	101.0895	LIPE	304.6374
LIPG	19.3193	LIPG	115.5264
LIPH	683.3652	LIPH	244.5719
LIPT1	94.494	LIPT1	158.476
LIPT2	31.8994	LIPT2	32.3638
LITAF	2780.1865	LITAF	6517.0012
LIX1L	173.4247	LIX1L	474.8054
LLGL1	358.0815	LLGL1	958.2138
LLGL2	2424.8006	LLGL2	879.1479
LLPH	810.9356	LLPH	389.746
removed	removed	LMAN1L	5.3257
LMAN1	7906.5484	LMAN1	3298.6481
LMAN2L	714.8152	LMAN2L	761.9828
LMAN2	8218.8027	LMAN2	2068.0049
LMBR1L	279.9056	LMBR1L	366.653
LMBR1	540.9413	LMBR1	984.8423
LMBRD1	1327.6424	LMBRD1	1586.6448
LMBRD2	261.4849	LMBRD2	221.6305
LMCD1	734.1346	LMCD1	430.5612
LMF1	233.1798	LMF1	321.6592
LMF2	2170.9536	LMF2	1122.4908
LMLN	286.645	LMLN	256.8619
LMNA	6402.7856	LMNA	6919.2954
LMNB1	1142.5362	LMNB1	528.4719
LMNB2	1119.6226	LMNB2	914.3794
LMO2	283.0507	LMO2	309.7091
LMO3	33.6965	LMO3	170.422
LMO4	995.6195	LMO4	2301.9254
LMO7	3720.5436	LMO7	761.9828
LMOD1	328.4286	LMOD1	2405.1618
LMTK2	104.2345	LMTK2	444.0803
LMTK3	48.0737	LMTK3	163.4576
LMX1B	470.4032	LMX1B	1299.4674
LNP1	28.8262	LNP1	53.7157
LNPEP	449.3676	LNPEP	357.2306
LNX1	434.011	LNX1	580.9095
LNX2	1295.2937	LNX2	436.7063
LOC100009676	76.8685	LOC100009676	78.4719
LOC100101266	11.2322	LOC100101266	9.832
removed	removed	LOC100124692	222.0401
LOC100125556	33.6471	LOC100125556	64.8546
removed	removed	LOC100126784	68.222
removed	removed	LOC100127888	29.2585
LOC100128191	50.7424	LOC100128191	40.0574
LOC100128239	8.0872	LOC100128239	8.603
LOC100128288	35.0444	LOC100128288	86.8497
LOC100128292	5.3914	LOC100128292	11.8804
LOC100128640	10.7829	LOC100128640	94.2237
LOC100128788	26.0676	LOC100128788	16.3867
LOC100128822	57.5087	LOC100128822	182.712
LOC100128842	10.7829	LOC100128842	25.8091
removed	removed	LOC100128977	6.145
LOC100129034	3418.2276	LOC100129034	1882.4334
LOC100129066	12.1307	removed	removed
LOC100129387	84.6681	LOC100129387	121.3314
LOC100129534	12.1307	LOC100129534	65.9566
LOC100129550	79.973	LOC100129550	222.0401
LOC100129637	86.4293	LOC100129637	278.1647
LOC100129716	12.58	LOC100129716	6.9644
LOC100130015	14.5299	LOC100130015	29.066
LOC100130093	31.7196	LOC100130093	144.4203
removed	removed	LOC100130522	38.0991
LOC100130557	12.3329	LOC100130557	57.9025
LOC100130581	22.4643	LOC100130581	58.9922
removed	removed	LOC100130691	15.1577
LOC100130776	213.9773	LOC100130776	350.7005
LOC100130872	18.4208	LOC100130872	48.3408
LOC100130932	42.233	LOC100130932	21.7124
LOC100130987	7.1886	LOC100130987	32.3638
LOC100131193	248.9049	LOC100131193	42.6055
LOC100131434	19.1396	LOC100131434	43.6215
LOC100131691	19.9978	LOC100131691	18.4064
removed	removed	LOC100132111	11.0528
removed	removed	LOC100132215	15.9771
LOC100132247	154.1054	LOC100132247	206.4728
LOC100132287	96.1474	LOC100132287	213.8468
LOC100132288	137.931	LOC100132288	324.0475
LOC100132707	30.848	LOC100132707	134.1786
removed	removed	LOC100132832	5.1454
LOC100133161	21.1165	LOC100133161	37.2798
LOC100133331	27.8558	LOC100133331	64.6211
removed	removed	LOC100133545	34.0025
removed	removed	LOC100133669	16.3867
LOC100133985	6.29	removed	removed
LOC100133991	6.29	LOC100133991	44.2442
LOC100134229	89.4081	LOC100134229	81.1143
removed	removed	LOC100134259	6.145
LOC100134713	8.9902	LOC100134713	15.5715
LOC100144603	13.4786	removed	removed
LOC100144604	12.58	LOC100144604	15.1577
LOC100170939	36.8415	LOC100170939	49.8853
LOC100188947	109.626	LOC100188947	29.0864
LOC100190938	9.8843	LOC100190938	95.8624
LOC100190939	69.6394	LOC100190939	317.9025
LOC100190986	76.3787	LOC100190986	183.941
LOC100192378	7.1886	removed	removed
LOC100216545	31.0008	LOC100216545	58.9922
LOC100233209	9.435	LOC100233209	11.4707
removed	removed	LOC100240726	7.374
LOC100268168	7.6379	LOC100268168	6.5547
LOC100270710	226.6921	LOC100270710	267.3044
LOC100270746	37.7401	LOC100270746	41.7862
removed	removed	LOC100270804	31.8148
LOC100271722	19.3193	LOC100271722	56.5342
removed	removed	LOC100271831	6.358
LOC100271836	194.4199	LOC100271836	520.5121
LOC100272146	14.8265	LOC100272146	54.4859
removed	removed	LOC100272216	8.1934
LOC100272217	15.2757	LOC100272217	21.7124
LOC100272228	12.58	LOC100272228	38.5088
LOC100286793	266.427	LOC100286793	208.9308
removed	removed	LOC100286844	23.8714
removed	removed	LOC100287227	6.9971
LOC100288778	291.6096	LOC100288778	579.324
LOC100289341	26.5079	LOC100289341	36.8701
LOC100302401	6.29	LOC100302401	20.7169
removed	removed	LOC100302640	6.9644
LOC100302650	6.29	LOC100302650	13.1094
LOC100303728	27.4065	LOC100303728	24.5801
