gene_id	TCGA-E2-A1LB-01A-11R-A144-07	gene_id	TCGA-E2-A1LB-11A-22R-A144-07
HOXD8	49.8708	HOXD8	93.814
HOXD9	22.0151	HOXD9	129.0455
HP1BP3	3032.6856	HP1BP3	4429.7419
HPCAL1	695.4959	HPCAL1	469.8894
removed	removed	HPCAL4	6.5547
HPDL	7.1886	HPDL	57.7632
HPD	19.3193	removed	removed
HPGDS	49.4215	HPGDS	14.3384
HPGD	7445.5801	HPGD	138.0582
HPN	2428.8397	HPN	312.1671
HPRT1	178.3668	HPRT1	426.8742
HPS1	1626.8673	HPS1	1697.6649
HPS3	897.5581	HPS3	435.0799
HPS4	609.2328	HPS4	952.0688
HPS5	741.7724	HPS5	1447.3576
HPS6	527.0134	HPS6	581.3191
HPSE2	18.4208	HPSE2	34.8218
HPSE	34.1458	removed	removed
HPX	516.6798	HPX	192.9537
HRASLS2	394.9231	HRASLS2	12.6997
HRASLS5	73.2337	HRASLS5	120.8521
HRASLS	17.9715	HRASLS	36.0508
HRAS	770.5268	HRAS	407.6198
HRCT1	19.7686	HRCT1	46.2925
HRC	11.2322	HRC	24.5801
HRH1	485.2297	HRH1	57.3535
HRH2	8.5364	removed	removed
removed	removed	HRNR	18.8447
HRSP12	237.2234	HRSP12	224.0885
HR	62.4509	HR	963.1299
HS1BP3	630.3493	HS1BP3	482.1794
HS2ST1	814.5569	HS2ST1	1149.1192
HS3ST1	24.2615	HS3ST1	227.7755
HS3ST2	102.8867	HS3ST2	26.6284
HS3ST3A1	41.7837	HS3ST3A1	13.519
HS3ST3B1	9.435	HS3ST3B1	13.1094
HS3ST4	10.7829	HS3ST4	449.406
HS6ST1	1480.8492	HS6ST1	1448.5866
HS6ST2	102.4374	HS6ST2	527.2429
HS6ST3	5.8407	HS6ST3	5.3257
HSBP1L1	205.7733	HSBP1L1	136.0098
HSBP1	2844.4345	HSBP1	2217.1241
HSCB	323.9358	HSCB	335.5182
HSD11B1L	245.3106	HSD11B1L	144.6129
HSD11B1	8.0872	HSD11B1	9.832
HSD11B2	110.5245	HSD11B2	133.1422
HSD17B10	1641.2445	HSD17B10	1077.4273
HSD17B11	2876.7831	HSD17B11	311.3478
HSD17B12	2282.3767	HSD17B12	2174.109
removed	removed	HSD17B13	130.2745
HSD17B14	64.6973	HSD17B14	80.295
HSD17B1	34.348	HSD17B1	47.7263
HSD17B2	27.8558	HSD17B2	521.9172
HSD17B4	2090.082	HSD17B4	2063.0889
HSD17B6	191.3962	HSD17B6	23.3511
HSD17B7P2	34.1458	HSD17B7P2	61.8599
HSD17B7	329.3272	HSD17B7	183.941
HSD17B8	518.9262	HSD17B8	531.7493
HSD3B2	135.2353	removed	removed
HSD3B7	910.7043	HSD3B7	840.6391
HSDL1	859.4856	HSDL1	748.8734
HSDL2	2920.8132	HSDL2	1024.1704
HSF1	729.471	HSF1	1624.6006
HSF2BP	28.3051	HSF2BP	20.8931
HSF2	281.2535	HSF2	396.9685
HSF4	118.9397	HSF4	107.4642
HSFX2	19.3193	HSFX2	40.9668
HSH2D	57.958	HSH2D	62.6792
HSN2	8.5364	HSN2	32.7735
HSP90AA1	51409.6372	HSP90AA1	29982.7939
HSP90AB1	28970.0101	HSP90AB1	35912.7407
HSP90AB2P	26.5079	HSP90AB2P	31.9541
HSP90B1	31293.7212	HSP90B1	15225.7272
HSPA12A	89.4081	HSPA12A	136.4195
HSPA12B	155.4532	HSPA12B	277.755
HSPA13	629.0015	HSPA13	520.2786
HSPA14	514.8826	HSPA14	479.7214
HSPA1A	11266.7101	HSPA1A	15117.3822
HSPA1B	1545.0972	HSPA1B	2014.3384
HSPA1L	59.7731	HSPA1L	63.9082
HSPA2	5916.208	HSPA2	664.0721
HSPA4L	20.2179	HSPA4L	260.9586
HSPA4	3720.5436	HSPA4	2429.3322
HSPA5	26048.7476	HSPA5	9572.3064
HSPA6	47.1751	HSPA6	37.6895
HSPA7	45.8272	HSPA7	44.2442
HSPA8	39902.9541	HSPA8	24287.9967
HSPA9	12304.1671	HSPA9	6137.6485
HSPB11	473.5482	HSPB11	249.0782
HSPB1	4477.1425	HSPB1	1349.8566
HSPB2	27.4065	HSPB2	148.984
HSPB6	62.4509	HSPB6	265.8746
HSPB7	16.1743	HSPB7	45.4732
HSPB8	107.8288	HSPB8	311.3478
removed	removed	HSPB9	6.5547
HSPBAP1	84.0166	HSPBAP1	124.1295
HSPBP1	591.7107	HSPBP1	580.9095
HSPC157	177.9176	HSPC157	322.4088
HSPC159	393.1259	HSPC159	517.8206
HSPD1	13488.487	HSPD1	8828.349
HSPE1	2317.8704	HSPE1	1083.5723
HSPG2	6648.3208	HSPG2	7136.7759
HSPH1	5798.4949	HSPH1	2363.7853
HTATIP2	1214.4221	HTATIP2	438.3449
HTATSF1	1949.006	HTATSF1	1820.1557
HTR1D	6.29	removed	removed
HTR1F	5.3914	HTR1F	7.374
removed	removed	HTR2A	29.4961
HTR2B	14.3772	HTR2B	6.145
removed	removed	HTR3A	14.7481
HTR7P1	60.6537	HTR7P1	132.7325
HTR7	10.3336	HTR7	17.6157
HTRA1	6048.7476	HTRA1	1861.5322
HTRA2	434.4064	HTRA2	623.3224
HTRA3	3350.7806	HTRA3	182.712
HTRA4	21.1165	removed	removed
HTT	1702.3475	HTT	2380.9914
HUNK	76.3787	HUNK	214.6661
HUS1	386.3866	HUS1	230.6432
HUWE1	6376.2777	HUWE1	8567.8001
HVCN1	74.1323	HVCN1	91.4338
HYAL1	8.5364	HYAL1	50.7989
HYAL2	938.1107	HYAL2	733.7157
HYAL3	129.5743	HYAL3	97.9394
HYDIN	31.4501	HYDIN	117.5748
HYI	689.5204	HYI	332.9578
HYLS1	177.9176	HYLS1	136.0098
HYOU1	10250.4774	HYOU1	3005.7354
IAH1	287.5435	IAH1	309.2995
IARS2	2516.0058	IARS2	2957.8042
IARS	2230.7087	IARS	2872.1835
IBTK	2105.807	IBTK	1349.0373
ICA1L	25.6093	ICA1L	98.73
ICA1	1741.8848	ICA1	819.746
ICAM1	466.3597	ICAM1	430.9709
ICAM2	155.0758	ICAM2	470.5203
ICAM3	249.8034	ICAM3	208.9308
removed	removed	ICAM4	13.9287
removed	removed	ICAM5	80.295
ICK	983.0394	ICK	1193.3634
ICMT	1728.8554	ICMT	1741.9091
ICOSLG	202.179	ICOSLG	846.7841
ICOS	9.435	ICOS	5.3257
ICT1	750.3089	ICT1	259.7296
ID1	172.9754	ID1	324.4572
ID2B	7.1886	removed	removed
ID2	2304.8411	ID2	549.365
ID3	430.866	ID3	364.195
ID4	138.3803	ID4	2883.6542
IDE	1386.4989	IDE	463.3347
IDH1	22015.0511	IDH1	2714.871
IDH2	12597.1021	IDH2	1764.4408
IDH3A	766.9325	IDH3A	564.5227
IDH3B	1793.1034	IDH3B	1281.0324
IDH3G	1576.5472	IDH3G	966.8169
IDI1	5816.089	IDI1	606.7227
IDI2	26.5079	IDI2	76.1983
IDO1	16.1743	IDO1	44.2442
IDS	1082.9608	IDS	2592.5932
IDUA	176.6865	IDUA	173.519
IER2	2382.1184	IER2	3736.5834
IER3IP1	1276.873	IER3IP1	775.9115
IER3	830.7312	IER3	1356.4113
IER5L	301.9207	IER5L	129.4551
IER5	796.5854	IER5	1104.0557
IFFO1	141.5253	IFFO1	115.5264
IFFO2	296.08	IFFO2	2507.1692
removed	removed	IFI16	1369.111
IFI27L1	55.7116	IFI27L1	92.1753
IFI27L2	118.1624	IFI27L2	190.086
IFI27	789.3968	IFI27	684.5555
IFI30	3339.5035	IFI30	421.3273
IFI35	272.2678	IFI35	281.0324
IFI44L	152.3082	IFI44L	790.6596
IFI44	388.633	IFI44	470.7087
IFI6	1243.1765	IFI6	1609.9959
IFIH1	599.7978	IFIH1	735.3544
IFIT1	265.5285	IFIT1	582.5481
IFIT2	333.8201	IFIT2	337.1569
IFIT3	239.0206	IFIT3	480.1311
IFIT5	257.4413	IFIT5	410.4875
IFITM1	615.0736	IFITM1	1337.1569
IFITM2	1359.991	IFITM2	927.8984
IFITM3	3808.6038	IFITM3	4036.4605
IFNAR1	3381.7814	IFNAR1	2141.7452
IFNAR2	218.4702	IFNAR2	334.6989
removed	removed	IFNE	10.6514
IFNGR1	6216.3316	IFNGR1	2337.1569
IFNGR2	2467.9322	IFNGR2	1377.7141
IFRD1	319.8922	IFRD1	888.1606
IFRD2	1355.0489	IFRD2	950.7784
IFT122	509.0419	IFT122	946.7431
IFT140	362.5744	IFT140	811.5526
IFT172	482.0847	IFT172	1058.5825
IFT20	1454.6063	IFT20	322.3228
IFT27	419.6338	IFT27	421.5485
IFT46	1980.9053	IFT46	751.7411
IFT52	468.1568	IFT52	633.7567
IFT57	460.0696	IFT57	749.6927
IFT74	137.931	IFT74	411.3068
IFT80	383.1023	IFT80	599.2011
IFT81	127.5974	IFT81	371.9787
IFT88	296.9785	IFT88	242.1139
IGBP1	1906.3237	IGBP1	1773.8632
removed	removed	IGDCC3	29.0864
IGDCC4	13.9279	IGDCC4	126.9971
IGF1R	2214.9837	IGF1R	5512.4949
IGF1	126.2496	IGF1	1398.6071
IGF2BP1	86.7123	removed	removed
IGF2BP2	24.7108	IGF2BP2	487.9148
IGF2R	2831.4051	IGF2R	3404.3425
IGF2	828.2601	IGF2	1905.2315
removed	removed	IGFALS	49.5698
removed	removed	IGFBP1	50.3892
IGFBP2	124.4524	IGFBP2	2505.5305
IGFBP3	3252.3868	IGFBP3	2152.3966
IGFBP4	3570.0326	IGFBP4	10661.6141
IGFBP5	5164.102	IGFBP5	10734.535
IGFBP6	79.0745	IGFBP6	367.0627
IGFBP7	4470.3898	IGFBP7	1977.0586
removed	removed	IGFN1	5.7354
IGHMBP2	499.6069	IGHMBP2	473.9861
IGJ	1148.8262	IGJ	6508.8079
removed	removed	IGSF10	292.5031
IGSF11	5.8407	IGSF11	7.374
removed	removed	IGSF1	54.4859
IGSF21	29.2036	IGSF21	88.4883
IGSF22	35.7273	IGSF22	24.2851
IGSF3	4117.2638	IGSF3	2053.6665
IGSF5	7.6379	IGSF5	60.6309
IGSF6	163.5404	IGSF6	28.6768
IGSF8	3944.7377	IGSF8	1255.2233
removed	removed	IGSF9B	24.1704
IGSF9	369.3137	IGSF9	444.49
IKBIP	262.3835	IKBIP	275.7067
IKBKAP	1112.434	IKBKAP	1193.3634
IKBKB	717.511	IKBKB	1275.7067
IKBKE	222.3969	IKBKE	292.5031
IKBKG	484.3311	IKBKG	262.1876
IKZF1	102.8867	IKZF1	107.3331
IKZF2	280.3549	IKZF2	141.3355
IKZF3	550.3763	IKZF3	9.832
IKZF4	177.9176	IKZF4	310.5285
IKZF5	384.5895	IKZF5	682.5072
IK	2414.467	IK	1865.6288
IL10RA	191.8454	IL10RA	136.8292
IL10RB	1141.1884	IL10RB	512.4949
IL10	7.6379	removed	removed
IL11RA	48.0737	IL11RA	510.0369
removed	removed	IL11	5.3257
removed	removed	IL12A	32.7735
IL12RB1	14.8265	IL12RB1	11.8804
IL13RA1	5911.7152	IL13RA1	2088.0787
IL13RA2	264.6299	removed	removed
IL15RA	107.3795	IL15RA	136.8292
IL15	17.9715	IL15	21.3027
IL16	204.8748	IL16	247.8492
removed	removed	IL17B	125.3585
IL17D	7.7143	IL17D	15.637
IL17RA	345.0522	IL17RA	297.0094
IL17RB	151.4096	IL17RB	151.5772
IL17RC	2028.0804	IL17RC	1176.567
IL17RD	413.3438	IL17RD	3573.1258
IL17RE	831.1805	IL17RE	337.5666
IL18BP	132.1262	IL18BP	160.1352
IL18R1	21.5658	IL18R1	36.8701
removed	removed	IL18RAP	7.374
IL18	102.4374	IL18	91.7657
IL1B	31.8994	IL1B	34.8218
IL1R1	4972.7058	IL1R1	1523.9656
IL1RAPL2	5.8407	IL1RAPL2	12.29
IL1RAP	250.2527	IL1RAP	320.3605
IL1RL2	12.58	IL1RL2	84.3916
IL1RN	100.6402	IL1RN	79.8853
IL20RA	1652.4767	IL20RA	962.7202
IL20RB	14.3772	IL20RB	7.374
IL21R	50.1853	IL21R	5.338
IL22RA1	25.6093	IL22RA1	37.2798
removed	removed	IL22RA2	172.0606
IL27RA	54.813	IL27RA	841.0488
IL28RA	14.8265	IL28RA	237.6075
IL2RA	17.0729	removed	removed
IL2RB	102.4374	IL2RB	131.9132
IL2RG	132.0903	IL2RG	140.5162
IL32	276.7606	IL32	307.6608
IL33	30.1022	IL33	930.7661
IL34	19.3193	IL34	449.8156
IL3RA	161.2939	IL3RA	98.73
IL4I1	55.123	IL4I1	29.4183
IL4R	502.7519	IL4R	1363.7853
IL6R	51.2187	IL6R	156.9029
IL6ST	569.6956	IL6ST	2172.4703
removed	removed	IL6	21.3027
IL7R	8.0872	IL7R	83.1626
IL7	48.9723	IL7	32.7735
IL8	154.1054	removed	removed
ILDR1	276.7606	ILDR1	314.2155
ILDR2	9.8843	removed	removed
ILF2	4826.2383	ILF2	3509.6272
ILF3	4100.6402	ILF3	6049.9795
ILKAP	461.4175	ILKAP	348.6276
ILK	1964.731	ILK	1885.2929
ILVBL	3929.9113	ILVBL	957.3945
IMMP1L	113.9706	IMMP1L	75.8419
IMMP2L	41.3344	IMMP2L	185.9893
IMMT	1647.5345	IMMT	1682.5072
IMP3	1360.8896	IMP3	1045.4732
IMP4	790.7447	IMP4	696.0262
IMPA1	190.9469	IMPA1	206.0631
IMPA2	196.3383	IMPA2	410.8972
IMPACT	1202.2914	IMPACT	1684.1458
IMPAD1	2892.9574	IMPAD1	2199.5084
IMPDH1	389.0823	IMPDH1	595.2478
IMPDH2	3082.5564	IMPDH2	10379.7624
removed	removed	IMPG1	7.374
INADL	1660.5639	INADL	2300.2868
INCA1	7.6379	INCA1	22.1221
INCENP	308.66	INCENP	362.5563
INE1	6.7393	INE1	23.7608
INE2	15.1499	INE2	11.442
INF2	732.7867	INF2	1192.9537
ING1	320.1393	ING1	341.1757
ING2	313.6022	ING2	203.6051
ING3	85.3645	ING3	320.7702
ING4	611.4793	ING4	995.9033
ING5	396.7202	ING5	705.4486
removed	removed	INHA	7.374
INHBA	269.1228	INHBA	29.4961
INHBB	732.7867	INHBB	1297.0094
INMT	27.73	INMT	144.6129
INO80B	273.1259	INO80B	395.1045
INO80C	351.3422	INO80C	154.0352
INO80D	424.8321	INO80D	872.245
INO80E	428.1164	INO80E	501.143
INO80	684.2637	INO80	1149.1192
INPP1	92.1038	INPP1	324.0475
INPP4A	246.6584	INPP4A	523.9656
INPP4B	1664.1581	INPP4B	412.9455
INPP5A	456.0261	INPP5A	568.6194
INPP5B	176.1204	INPP5B	416.2229
INPP5D	342.8058	INPP5D	2880.7866
INPP5E	128.0467	INPP5E	271.2003
INPP5F	271.3692	INPP5F	658.7464
INPP5J	119.9596	INPP5J	980.7456
INPP5K	1153.7684	INPP5K	795.5756
INPPL1	1780.9727	INPPL1	1900.4506
INSIG1	828.0355	INSIG1	516.5916
INSIG2	1561.2715	INSIG2	552.2327
removed	removed	INSL3	12.6997
removed	removed	INSRR	9.4224
INSR	1457.4862	INSR	3191.7247
INTS10	799.7304	INTS10	1190.9054
INTS12	231.832	INTS12	436.7063
INTS1	2823.7673	INTS1	2876.2802
INTS2	224.1941	INTS2	381.4011
INTS3	1538.3579	INTS3	2393.2814
INTS4L1	13.4786	INTS4L1	40.5571
INTS4L2	8.9857	INTS4L2	11.4707
INTS4	610.1314	INTS4	659.9754
INTS5	810.9626	INTS5	963.1299
INTS6	1497.4728	INTS6	922.9824
INTS7	775.4689	INTS7	453.5027
INTS8	706.2833	INTS8	598.4965
INTS9	420.9817	INTS9	402.7038
INTU	66.4944	INTU	174.5186
INVS	102.8867	INVS	321.1798
IP6K1	1028.4174	IP6K1	1974.1909
IP6K2	2455.3521	IP6K2	1997.1323
IP6K3	18.87	removed	removed
IPCEF1	10.7829	IPCEF1	142.5645
IPMK	64.6973	IPMK	76.1983
IPO11	462.2801	IPO11	714.0844
IPO13	915.6464	IPO13	838.5907
IPO4	1334.8354	IPO4	1606.948
IPO5	2860.1595	IPO5	4581.7288
IPO7	3770.8638	IPO7	5452.2737
IPO8	1428.2826	IPO8	1360.9177
IPO9	1537.9086	IPO9	1719.787
IPPK	304.9938	IPPK	311.9828
IPP	212.0633	IPP	322.4088
IPW	24.8096	IPW	584.703
IQCA1	17.5222	IQCA1	130.2745
IQCB1	578.6813	IQCB1	687.4232
IQCC	69.6394	IQCC	131.5035
IQCD	46.2765	IQCD	15.1577
IQCE	1050.4324	IQCE	871.7739
IQCG	192.744	IQCG	529.2913
IQCH	65.6947	IQCH	77.6895
IQCK	500.5054	IQCK	430.9709
IQGAP1	9314.1638	IQGAP1	8803.3593
IQGAP2	12173.4247	IQGAP2	3321.1798
IQGAP3	238.122	IQGAP3	90.127
IQSEC1	709.8731	IQSEC1	2276.526
IQSEC2	225.0927	IQSEC2	425.6452
removed	removed	IQSEC3	28.2671
removed	removed	IQUB	24.9898
IRAK1BP1	35.0354	IRAK1BP1	73.7894
IRAK1	1768.3927	IRAK1	2140.1065
IRAK2	39.0879	IRAK2	117.9844
IRAK3	190.4976	IRAK3	153.2159
IRAK4	620.0157	IRAK4	436.7063
IREB2	1245.4229	IREB2	1710.3646
IRF1	415.5318	IRF1	541.1184
IRF2BP1	752.5553	IRF2BP1	801.7206
IRF2BP2	2499.3822	IRF2BP2	6299.0578
IRF2	802.8754	IRF2	975.8296
IRF3	917.9243	IRF3	643.642
IRF4	51.668	IRF4	63.4986
IRF5	119.9596	IRF5	78.2466
IRF6	751.2075	IRF6	1775.5018
IRF7	1124.1155	IRF7	296.5998
IRF8	187.8019	IRF8	123.7198
IRF9	642.8125	IRF9	934.4285
IRGQ	880.1528	IRGQ	858.2548
IRS1	165.7868	IRS1	1969.6846
IRS2	261.0356	IRS2	825.4814
removed	removed	IRX1	2896.7636
IRX2	254.2963	IRX2	2451.0447
IRX3	4365.2701	IRX3	1845.9648
IRX4	90.3066	IRX4	164.6866
IRX5	1003.2573	IRX5	1058.9922
removed	removed	IRX6	49.1602
ISCA1P1	47.1751	ISCA1P1	67.1856
ISCA1	429.5181	ISCA1	794.7562
ISCA2	574.1885	ISCA2	269.9713
ISCU	1265.6408	ISCU	1179.025
ISG15	349.0958	ISG15	303.5641
ISG20L2	587.6671	ISG20L2	917.6567
ISG20	433.1124	ISG20	528.4719
ISL2	6.29	removed	removed
ISLR2	22.9136	ISLR2	40.1475
ISLR	2516.4551	ISLR	1967.6362
ISM1	105.5824	ISM1	1432.1999
ISOC1	869.3699	ISOC1	761.9828
ISOC2	837.9198	ISOC2	464.5637
ISPD	60.2044	ISPD	73.3306
ISX	2118.3871	removed	removed
ISY1	494.2154	ISY1	718.9676
ISYNA1	340.5594	ISYNA1	1213.0274
ITCH	1203.1899	ITCH	1453.9123
ITFG1	1574.3008	ITFG1	1070.0533
ITFG2	265.9778	ITFG2	699.7132
ITFG3	2337.639	ITFG3	2027.3494
ITGA10	48.0737	ITGA10	232.6915
ITGA11	2068.9655	ITGA11	1163.4576
ITGA1	550.0258	ITGA1	1477.3085
ITGA2	533.3034	ITGA2	3068.0049
ITGA3	2377.1762	ITGA3	3742.3187
ITGA4	120.1483	ITGA4	215.6288
ITGA5	1357.2953	ITGA5	692.7489
ITGA6	3433.0001	ITGA6	12095.4527
ITGA7	66.4944	ITGA7	341.6633
ITGA8	6.29	ITGA8	5.3257
ITGA9	54.3637	ITGA9	403.1135
ITGAD	14.3772	removed	removed
ITGAE	186.9033	ITGAE	140.5162
ITGAL	87.1616	ITGAL	137.6485
ITGAM	161.7432	ITGAM	79.8853
ITGAV	7511.6253	ITGAV	2156.4932
ITGAX	447.9389	ITGAX	74.5596
ITGB1BP1	557.5649	ITGB1BP1	645.2274
ITGB1	9076.9404	ITGB1	12542.4007
ITGB2	1150.4032	ITGB2	326.0959
ITGB3BP	92.5531	ITGB3BP	172.0606
ITGB3	64.6973	ITGB3	54.0762
ITGB4	2127.3728	ITGB4	7200.7374
ITGB5	5062.1139	ITGB5	4187.2184
ITGB6	6364.5962	ITGB6	3499.7952
ITGB7	31.4501	ITGB7	60.2212
ITGB8	84.4659	ITGB8	1754.1991
ITGBL1	1381.5568	ITGBL1	1221.6305
removed	removed	ITIH2	34.4121
removed	removed	ITIH3	38.9185
ITIH4	286.645	ITIH4	48.7505
ITIH5L	324.385	ITIH5L	55.3052
ITIH5	37.2908	ITIH5	1433.4289
ITK	17.9715	ITK	22.1221
ITM2A	115.916	ITM2A	1812.7816
ITM2B	12186.454	ITM2B	10332.2409
ITM2C	767.3818	ITM2C	1795.5756
ITPA	650.5672	ITPA	630.889
ITPK1	1634.0559	ITPK1	857.0258
ITPKB	794.339	ITPKB	1251.5363
ITPKC	1001.0109	ITPKC	936.5014
ITPR1	988.8802	ITPR1	5262.5973
ITPR2	1733.7976	ITPR2	8388.3654
ITPR3	4959.1464	ITPR3	2271.7042
removed	removed	ITPRIPL1	289.6354
ITPRIPL2	1134.4491	ITPRIPL2	872.5932
ITPRIP	1016.2866	ITPRIP	391.2331
ITSN1	500.5054	ITSN1	629.2503
ITSN2	831.1805	ITSN2	875.0512
IVD	8880.602	IVD	2243.7526
IVL	14.8265	removed	removed
IVNS1ABP	1687.0718	IVNS1ABP	3678.4105
IWS1	1714.4783	IWS1	1073.7403
IYD	45.378	removed	removed
JAG1	1138.0434	JAG1	2789.0209
JAG2	283.9492	JAG2	1773.0438
JAGN1	1081.4332	JAGN1	743.1381
JAK1	4642.9293	JAK1	4587.8738
JAK2	159.9461	JAK2	283.4904
JAK3	51.668	JAK3	129.4551
JAKMIP1	50.7694	removed	removed
JAKMIP2	8.9857	removed	removed
JAKMIP3	21.1165	JAKMIP3	54.0762
JAM2	113.6695	JAM2	403.9328
JAM3	361.6758	JAM3	946.3335
JARID2	602.9428	JARID2	970.9136
JAZF1	230.0348	JAZF1	300.6964
JDP2	577.7828	JDP2	424.8259
JHDM1D	423.6774	JHDM1D	752.9701
JKAMP	1329.4395	JKAMP	783.2855
JMJD1C	1273.0136	JMJD1C	3462.2245
JMJD4	684.5333	JMJD4	634.0025
JMJD5	115.0174	JMJD5	138.8775
JMJD6	391.3288	JMJD6	396.1491
JMJD7-PLA2G4B	607.4357	JMJD7-PLA2G4B	521.0979
JMJD8	1637.2773	JMJD8	1241.2659
JMY	586.7685	JMY	1283.0807
JOSD1	1070.6503	JOSD1	1644.8177
JOSD2	313.6022	JOSD2	144.6129
JPH1	22.9136	JPH1	115.5264
JPH2	23.3629	JPH2	359.6887
JPH3	5.8407	removed	removed
JPH4	10.7829	JPH4	37.6895
JRKL	247.557	JRKL	580.0901
JRK	115.0174	JRK	900.4506
JSRP1	8.0872	removed	removed
JTB	2906.8853	JTB	1680.0492
JUB	228.687	JUB	1056.1245
JUNB	2338.0883	JUNB	1649.7337
JUND	1262.0465	JUND	2205.6534
JUN	2485.0051	JUN	7766.0795
JUP	6534.4266	JUP	10295.7804
KAL1	147.8153	KAL1	569.0291
KALRN	128.0467	KALRN	469.0701
KANK1	170.2797	KANK1	2435.4773
KANK2	1209.48	KANK2	1065.1372
KANK3	61.5523	KANK3	138.4678
KANK4	27.8558	KANK4	567.3904
KARS	2481.4108	KARS	3578.4515
KAT2A	343.7044	KAT2A	1371.9787
KAT2B	564.7535	KAT2B	622.2859
KAT5	1198.6162	KAT5	1065.7763
KATNA1	243.5134	KATNA1	334.2892
KATNAL1	108.2781	KATNAL1	323.2282
KATNAL2	48.523	KATNAL2	40.5571
KATNB1	395.8216	KATNB1	631.7083
KAZALD1	477.5918	KAZALD1	65.0102
KAZ	184.0279	KAZ	1252.6096
KBTBD10	36.5315	KBTBD10	27.4068
KBTBD11	18.87	KBTBD11	106.1041
removed	removed	KBTBD12	32.7735
KBTBD2	744.9174	KBTBD2	1190.086
KBTBD3	102.0151	KBTBD3	158.5416
KBTBD4	495.4375	KBTBD4	473.7444
KBTBD6	396.7202	KBTBD6	947.5625
KBTBD7	194.9905	KBTBD7	451.864
KBTBD8	58.8566	KBTBD8	36.4605
removed	removed	KC6	8.603
KCMF1	1169.4934	KCMF1	1188.857
removed	removed	KCNA1	45.8828
KCNA3	16.1743	KCNA3	13.519
removed	removed	KCNA5	6.145
KCNA6	11.6815	KCNA6	42.6055
KCNAB1	54.3637	KCNAB1	104.4654
KCNAB2	119.5103	KCNAB2	129.4551
removed	removed	KCNAB3	11.4707
removed	removed	KCNB1	36.4605
removed	removed	KCNC1	26.6284
removed	removed	KCNC2	289.6354
KCNC3	80.8716	KCNC3	141.7452
KCNC4	163.5404	KCNC4	539.1233
KCND1	24.2615	KCND1	107.3331
KCND2	48.523	KCND2	16.3867
KCND3	143.3225	KCND3	15.5674
removed	removed	KCNE1L	8.1934
removed	removed	KCNE1	299.4674
removed	removed	KCNE2	9.832
KCNE3	84.9152	KCNE3	46.7022
KCNE4	1347.411	KCNE4	93.814
KCNF1	10.7829	KCNF1	33.1831
KCNG1	48.523	KCNG1	46.2925
KCNG2	28.3051	removed	removed
KCNG3	8.5364	removed	removed
KCNH1	18.4208	KCNH1	6.9644
removed	removed	KCNH2	27.8574
removed	removed	KCNH3	46.7022
removed	removed	KCNH8	74.5596
removed	removed	KCNIP1	13.519
removed	removed	KCNIP2	65.9566
KCNIP3	15.2757	KCNIP3	144.6129
KCNIP4	10.3336	KCNIP4	35.6411
KCNJ10	5.3914	removed	removed
KCNJ11	183.309	KCNJ11	118.3941
KCNJ12	24.2615	KCNJ12	20.8931
KCNJ13	27.4065	KCNJ13	13.9287
KCNJ14	11.9555	KCNJ14	82.3433
KCNJ15	27.4065	removed	removed
removed	removed	KCNJ16	141.3355
KCNJ2	71.4366	KCNJ2	383.0397
KCNJ3	36.8415	KCNJ3	32.7735
KCNJ5	72.7845	KCNJ5	35.2315
KCNJ8	181.5118	KCNJ8	384.2687
KCNK13	22.0151	KCNK13	11.4707
removed	removed	KCNK15	9.832
removed	removed	KCNK17	82.753
KCNK1	750.7582	KCNK1	129.4551
KCNK2	11.6815	KCNK2	299.0578
removed	removed	KCNK3	248.6686
KCNK5	14.8265	KCNK5	895.1249
KCNK6	456.9246	KCNK6	246.2106
KCNMA1	4902.1678	KCNMA1	964.3589
KCNMB1	36.8415	KCNMB1	1345.7599
KCNMB2	220.5998	KCNMB2	21.7124
KCNMB3	70.0887	KCNMB3	56.5342
KCNMB4	68.2916	KCNMB4	126.1778
removed	removed	KCNN1	9.4224
KCNN2	30.1022	KCNN2	62.2696
KCNN3	17.5222	KCNN3	17.2061
KCNN4	38.6387	KCNN4	4696.4359
KCNQ1OT1	77.7266	KCNQ1OT1	127.4068
KCNQ1	111.4231	KCNQ1	141.7452
removed	removed	KCNQ3	6.145
removed	removed	KCNQ4	82.3433
KCNQ5	42.6822	KCNQ5	59.8116
KCNRG	9.6956	removed	removed
removed	removed	KCNS1	88.898
KCNS3	688.7566	KCNS3	365.8337
KCNT2	7.1886	KCNT2	9.832
removed	removed	KCP	5.3298
KCTD10	1110.1876	KCTD10	1597.7059
KCTD11	394.0245	KCTD11	473.5764
KCTD12	1099.4047	KCTD12	3759.5248
KCTD13	204.8748	KCTD13	222.0401
KCTD14	113.2203	KCTD14	1374.4367
KCTD15	932.27	KCTD15	756.2474
KCTD17	69.6394	KCTD17	106.9234
KCTD18	513.9841	KCTD18	636.6243
KCTD1	838.3691	KCTD1	1340.4342
KCTD20	1878.4679	KCTD20	1759.5248
KCTD21	369.763	KCTD21	294.5514
KCTD2	1080.5347	KCTD2	1346.5793
KCTD3	2934.2918	KCTD3	4119.6231
removed	removed	KCTD4	5.7354
KCTD5	1151.522	KCTD5	540.3523
KCTD6	311.3557	KCTD6	238.0172
KCTD7	190.4976	KCTD7	369.9304
KCTD9	514.4333	KCTD9	880.3769
KDELC1	143.3225	KDELC1	125.7681
