gene_id	TCGA-BH-A1FM-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FM-11B-23R-A13Q-07
RPUSD2	57.2723	RPUSD2	147.775
RPUSD3	504.5763	RPUSD3	308.3734
RPUSD4	287.449	RPUSD4	507.1369
RQCD1	342.184	RQCD1	205.1752
removed	removed	RRAD	46.1034
RRAGA	2200.9968	RRAGA	2263.0334
RRAGB	319.3475	RRAGB	438.7451
RRAGC	450.5664	RRAGC	595.3591
RRAGD	450.5664	RRAGD	535.2263
RRAS2	849.2977	RRAS2	524.8454
RRAS	661.169	RRAS	888.7871
RRBP1	683.2805	RRBP1	2549.4237
RREB1	1245.8541	RREB1	1232.883
RRM1	4263.8876	RRM1	1403.8623
RRM2B	2553.3303	RRM2B	1002.0609
RRM2	3479.4744	RRM2	53.431
RRN3P1	24.2864	RRN3P1	84.5737
RRN3P2	8.3371	RRN3P2	8.2436
RRN3P3	44.5854	RRN3P3	67.0361
RRN3	4061.6221	RRN3	1441.1114
RRP12	276.937	RRP12	562.0945
RRP15	827.5487	RRP15	733.6845
RRP1B	1093.2488	RRP1B	1100.9847
RRP1	107.6575	RRP1	293.1074
RRP7A	250.1133	RRP7A	555.6828
RRP7B	13.691	RRP7B	149.2863
RRP8	205.8903	RRP8	196.0156
RRP9	77.5714	RRP9	226.2423
RRS1	655.7318	RRS1	243.3402
RSAD1	395.8314	RSAD1	766.659
RSAD2	389.3068	RSAD2	317.533
RSBN1L	827.8024	RSBN1L	625.2714
RSBN1	1149.7961	RSBN1	988.6268
RSC1A1	504.5908	RSC1A1	354.7363
RSF1	894.2456	RSF1	1284.1768
RSL1D1	4017.0367	RSL1D1	4773.3761
RSL24D1	3415.3149	RSL24D1	2623.0059
removed	removed	RSPH10B2	5.1904
RSPH1	23.5614	RSPH1	37.5544
RSPH3	70.3217	RSPH3	171.8953
RSPH4A	12.6869	RSPH4A	32.0586
RSPH9	11.237	RSPH9	7.3277
removed	removed	RSPO1	83.6577
RSPO3	54.01	RSPO3	1105.2591
removed	removed	RSPO4	10.9915
RSPRY1	607.159	RSPRY1	442.1037
RSRC1	405.256	RSRC1	249.4466
RSRC2	2092.2519	RSRC2	1663.3845
RSU1	2443.8604	RSU1	1803.8318
RTBDN	25.0113	removed	removed
RTCD1	1191.1192	RTCD1	410.961
RTEL1	82.3743	RTEL1	345.0759
RTF1	3122.7911	RTF1	2048.3933
RTKN2	200.8156	RTKN2	52.5151
RTKN	293.6112	RTKN	425.9217
RTN1	289.2614	RTN1	505.6103
RTN2	494.4268	RTN2	253.4158
RTN3	24987.4037	RTN3	4480.574
RTN4IP1	117.4445	RTN4IP1	132.2036
RTN4RL1	102.9452	RTN4RL1	480.2687
RTN4RL2	29.3611	RTN4RL2	23.815
RTN4R	16.3117	RTN4R	28.7001
RTN4	14376.4386	RTN4	8353.5608
RTP4	49.6602	RTP4	119.3802
RTTN	212.0526	RTTN	430.5015
RUFY1	780.4259	RUFY1	1148.9199
RUFY2	573.0856	RUFY2	541.9464
RUFY3	670.5936	RUFY3	1001.7556
RUNDC1	775.7136	RUNDC1	854.8966
RUNDC2A	26.0988	RUNDC2A	96.4812
RUNDC2C	24.4495	RUNDC2C	46.6712
RUNDC3A	47.8478	removed	removed
RUNDC3B	35.8858	RUNDC3B	191.7411
RUNX1T1	33.3484	RUNX1T1	190.8251
RUNX1	4068.1468	RUNX1	3882.4517
RUNX2	854.01	RUNX2	179.5283
RUNX3	105.4826	RUNX3	405.4652
RUSC1	1290.4395	RUSC1	456.4537
RUSC2	380.9696	RUSC2	760.8579
RUVBL1	752.0109	RUVBL1	559.5848
RUVBL2	840.2356	RUVBL2	826.1965
RWDD1	1045.0385	RWDD1	1136.4018
RWDD2A	104.7576	RWDD2A	89.1535
RWDD2B	776.8011	RWDD2B	368.8268
RWDD3	350.7494	RWDD3	285.0866
RWDD4A	1363.2986	RWDD4A	570.3381
RXRA	959.855	RXRA	2182.7341
RXRB	323.3348	RXRB	1068.3154
removed	removed	RXRG	21.0671
RYBP	1993.6565	RYBP	2062.1327
RYK	1828.3643	RYK	2181.2075
RYR1	47.1228	RYR1	277.5361
RYR2	9.787	RYR2	43.0501
RYR3	139.556	RYR3	295.2446
S100A10	5452.8319	S100A10	3667.201
S100A11	13982.0571	S100A11	3377.4521
S100A13	940.2809	S100A13	1280.2076
S100A14	2785.6819	S100A14	626.2117
S100A16	8474.1278	S100A16	1999.2367
S100A1	150.068	S100A1	775.8186
S100A2	7.2497	S100A2	62.2853
removed	removed	S100A3	5.1904
S100A4	951.1554	S100A4	1828.868
S100A6	4307.7481	S100A6	8070.2236
S100A7A	10.512	removed	removed
S100A7	205.1654	removed	removed
S100A8	196.8283	S100A8	13.1288
S100A9	350.8836	S100A9	72.0556
S100B	9.0621	S100B	1085.108
S100G	4326.2347	removed	removed
S100PBP	767.739	S100PBP	700.0992
S100P	585.0476	removed	removed
S1PR1	281.2868	S1PR1	1674.376
S1PR2	96.058	S1PR2	409.1291
S1PR3	1641.3194	S1PR3	1146.1262
removed	removed	S1PR4	11.2968
S1PR5	7.9746	S1PR5	16.7926
removed	removed	SAA1	4024.4256
removed	removed	SAA2	278.452
removed	removed	SAA4	17.7086
SAAL1	360.6706	SAAL1	156.9346
SAC3D1	39.1482	SAC3D1	61.3694
SACM1L	1688.0834	SACM1L	1314.7088
SACS	724.6035	SACS	1349.5153
SAE1	1596.0127	SAE1	1289.3672
SAFB2	222.5646	SAFB2	1108.3123
SAFB	325.8722	SAFB	1361.7281
SALL1	113.0947	SALL1	23.5097
SALL2	355.2333	SALL2	646.9735
SALL4	33.7109	SALL4	7.3277
SAMD10	112.7322	SAMD10	72.6662
SAMD11	5.227	SAMD11	9.7306
SAMD12	784.7757	SAMD12	575.5286
SAMD13	52.1976	SAMD13	34.1959
SAMD14	7.9746	removed	removed
SAMD1	108.3824	SAMD1	94.6493
SAMD3	11.9619	SAMD3	30.532
SAMD4A	234.889	SAMD4A	898.5574
SAMD4B	1437.9701	SAMD4B	1868.2543
SAMD5	60.1722	SAMD5	2009.0069
SAMD8	150.7929	SAMD8	236.9285
SAMD9L	1089.2614	SAMD9L	959.6214
SAMD9	1187.4943	SAMD9	543.1646
SAMHD1	1014.7386	SAMHD1	1266.8651
SAMM50	642.28	SAMM50	897.6414
SAMSN1	180.5165	SAMSN1	99.8397
SAP130	641.9574	SAP130	713.228
SAP18	4607.159	SAP18	2403.1753
SAP30BP	558.2238	SAP30BP	1020.9908
SAP30L	728.5908	SAP30L	2112.5105
SAP30	496.9642	SAP30	119.6855
SAPS1	792.7503	SAPS1	1091.8251
SAPS2	237.0639	SAPS2	1043.2791
SAPS3	3814.4087	SAPS3	2583.0089
SAR1A	3689.7145	SAR1A	2993.6646
SAR1B	1977.3448	SAR1B	401.4961
SARDH	125.4191	SARDH	57.7055
SARM1	17.7472	SARM1	481.4716
SARNP	705.729	SARNP	638.8764
SARS2	245.7635	SARS2	212.5029
SARS	2190.8473	SARS	2516.4491
SART1	80.8337	SART1	751.393
SART3	1122.2474	SART3	1413.3272
SASH1	1998.0063	SASH1	3759.4077
SASH3	112.3697	SASH3	203.3433
SASS6	478.4776	SASS6	167.9261
SAT1	1943.9964	SAT1	3066.0255
SAT2	134.4812	SAT2	639.0352
SATB1	1203.4436	SATB1	1067.0941
SATB2	860.1722	SATB2	111.4419
SATL1	69.5967	SATL1	24.7309
SAV1	1465.1563	SAV1	2241.0503
SBDSP1	985.9538	SBDSP1	679.6428
SBDS	3540.734	SBDS	3213.8005
SBF1	116.357	SBF1	1379.4367
SBF2	1866.0444	SBF2	1722.6716
SBK1	106.9325	SBK1	138.6154
SBNO1	1111.7354	SBNO1	816.7315
SBNO2	342.9089	SBNO2	713.228
SC4MOL	1560.4894	SC4MOL	875.0477
SC5DL	1657.6348	SC5DL	2220.2885
SC65	164.5673	SC65	199.9847
SCAF1	559.3113	SCAF1	750.4771
SCAI	1177.3448	SCAI	468.3612
SCAMP1	4506.7512	SCAMP1	1801.0839
SCAMP2	1854.8256	SCAMP2	2090.5274
SCAMP3	1762.3924	SCAMP3	843.5997
SCAMP4	657.1817	SCAMP4	1292.1151
SCAMP5	271.8623	SCAMP5	248.836
SCAND1	191.0285	SCAND1	253.1104
SCAND2	107.6575	SCAND2	311.1213
SCAND3	179.0666	SCAND3	87.6269
SCAPER	631.4454	SCAPER	598.7329
SCAP	428.9769	SCAP	1678.0551
SCARA3	142.0933	SCARA3	1785.8179
removed	removed	SCARA5	685.1385
SCARB1	1583.3258	SCARB1	1514.6935
SCARB2	12025.7363	SCARB2	8123.3494
SCARF1	48.2102	SCARF1	265.9339
SCARF2	177.9792	SCARF2	158.1559
removed	removed	SCARNA9	5.1904
SCCPDH	5236.792	SCCPDH	1033.5089
SCD5	233.4391	SCD5	656.4384
SCD	38125.6004	SCD	25335.7759
SCEL	38.4232	removed	removed
SCFD1	3989.8505	SCFD1	935.5011
SCFD2	675.6683	SCFD2	306.2362
SCG2	33.7109	SCG2	25.3416
removed	removed	SCG3	13.7394
SCG5	128.6815	SCG5	145.0271
SCGB1D2	5.4372	SCGB1D2	905.885
SCGB2A1	48.5727	SCGB2A1	68.697
SCGB2A2	20.6615	SCGB2A2	2424.5477
removed	removed	SCGB3A1	64.4226
removed	removed	SCGN	18.6245
SCHIP1	181.9665	SCHIP1	453.1654
SCIN	46.7603	SCIN	84.8576
SCLT1	225.1019	SCLT1	162.4303
SCLY	157.3611	SCLY	152.9654
SCMH1	485.7272	SCMH1	1224.0287
SCML1	175.4418	SCML1	308.984
SCML2	88.4459	SCML2	61.064
removed	removed	SCML4	28.3948
removed	removed	SCN11A	39.3863
SCN1B	29.3611	SCN1B	134.0356
SCN2A	10.512	SCN2A	601.1755
SCN2B	5.4372	SCN2B	180.4442
SCN3A	5.0748	SCN3A	317.533
SCN3B	5.4372	SCN3B	161.8197
removed	removed	SCN4A	199.0688
SCN4B	59.8097	SCN4B	1191.6648
removed	removed	SCN5A	75.1088
SCN7A	9.787	SCN7A	192.657
SCN8A	32.986	SCN8A	75.7194
SCN9A	14.1368	SCN9A	78.049
SCNM1	341.0965	SCNM1	287.917
SCNN1A	5157.4082	SCNN1A	1558.3543
SCNN1B	52.56	SCNN1B	426.8376
removed	removed	SCNN1D	53.1257
SCNN1G	18.8491	SCNN1G	127.0132
SCO1	367.5578	SCO1	371.2694
SCO2	115.6321	SCO2	187.1613
SCOC	6158.5863	SCOC	1635.295
SCP2	5577.1636	SCP2	3517.8994
SCPEP1	1714.9071	SCPEP1	4245.1721
removed	removed	SCRG1	26.5629
SCRIB	305.5732	SCRIB	704.3737
SCRN1	3623.3802	SCRN1	2052.9731
SCRN2	105.1201	SCRN2	570.0328
SCRN3	535.3874	SCRN3	291.5808
SCUBE1	49.2977	SCUBE1	56.7896
SCUBE2	7458.8129	SCUBE2	3603.6944
SCUBE3	18.4866	SCUBE3	10.0756
SCYL1	715.4798	SCYL1	1244.3294
SCYL2	3181.8758	SCYL2	1118.6932
SCYL3	867.6683	SCYL3	482.0884
SDAD1	1686.6334	SDAD1	1201.435
SDC1	4090.6208	SDC1	1828.868
SDC2	3111.1917	SDC2	3275.7805
SDC3	428.8174	SDC3	2984.1997
SDC4	3605.256	SDC4	7627.5094
SDCBP2	7.0285	SDCBP2	41.4075
SDCBP	11223.9239	SDCBP	4704.0684
SDCCAG1	1853.7381	SDCCAG1	1314.4035
SDCCAG3	615.8586	SDCCAG3	467.1399
SDCCAG8	581.7852	SDCCAG8	628.349
SDF2L1	19.2116	SDF2L1	110.8312
SDF2	521.9755	SDF2	648.1948
SDF4	494.0643	SDF4	1634.9897
SDHAF1	100.0453	SDHAF1	106.5568
SDHAF2	792.0254	SDHAF2	582.8563
SDHAP1	27.1862	SDHAP1	269.5977
SDHAP2	35.1609	SDHAP2	254.0264
SDHAP3	20.299	SDHAP3	114.8004
SDHA	926.1441	SDHA	1926.5705
SDHB	1474.5809	SDHB	1029.2344
SDHC	2997.372	SDHC	1542.4777
SDHD	3741.1871	SDHD	1794.3668
SDK1	80.1087	SDK1	589.268
SDK2	10.512	SDK2	260.4381
SDPR	63.072	SDPR	2849.8588
SDR16C5	378.0698	SDR16C5	73.8875
SDR39U1	245.0131	SDR39U1	490.6526
SDR42E1	459.9909	SDR42E1	193.573
SDSL	132.3063	SDSL	70.8343
SDS	140.2809	SDS	37.8597
SEC11A	1697.8704	SEC11A	2094.8019
SEC11C	506.7512	SEC11C	631.4022
SEC13	1469.5061	SEC13	1237.7681
SEC14L1	1079.8369	SEC14L1	2112.8158
SEC14L2	66.5773	SEC14L2	762.5708
removed	removed	SEC14L5	36.3331
removed	removed	SEC16A	3410.732
SEC16B	37.3357	SEC16B	258.9176
removed	removed	SEC1	14.35
SEC22A	591.5723	SEC22A	382.8715
SEC22B	3213.7744	SEC22B	1336.3865
SEC22C	481.7399	SEC22C	809.0985
SEC23A	5394.1097	SEC23A	1801.0839
SEC23B	952.6053	SEC23B	1372.109
SEC23IP	2235.0702	SEC23IP	1220.6702
SEC24A	2662.4377	SEC24A	928.4787
SEC24B	3170.2764	SEC24B	1532.0968
SEC24C	1677.5714	SEC24C	2690.4816
SEC24D	5036.3389	SEC24D	1180.0626
SEC31A	11272.8591	SEC31A	4550.3458
SEC31B	13.5025	SEC31B	182.2945
SEC61A1	7204.5202	SEC61A1	5677.8689
SEC61A2	246.5646	SEC61A2	118.1253
SEC61B	913.8197	SEC61B	788.6421
SEC61G	1685.546	SEC61G	446.0728
SEC62	5544.1776	SEC62	5130.906
SEC63	3621.5677	SEC63	3231.2037
SECISBP2L	2916.9008	SECISBP2L	2446.5308
SECISBP2	909.4699	SECISBP2	1118.9985
SECTM1	413.5931	SECTM1	343.1799
SEH1L	1511.1917	SEH1L	886.0392
SEL1L3	818.1242	SEL1L3	751.393
SEL1L	4152.6053	SEL1L	3929.471
SELENBP1	2113.2759	SELENBP1	1772.0785
SELE	22.8364	SELE	1078.0856
SELK	408.5184	SELK	568.5062
SELL	494.0643	SELL	65.0332
SELM	204.8029	SELM	645.7522
SELO	52.1976	SELO	218.9146
SELPLG	156.2302	SELPLG	268.9871
SELP	21.749	SELP	610.9457
SELS	941.7309	SELS	662.8502
SELT	7322.1568	SELT	1693.6112
SEMA3A	104.0326	SEMA3A	178.0017
SEMA3B	38.0607	SEMA3B	265.0179
removed	removed	SEMA3C	7645.2179
SEMA3D	162.0299	SEMA3D	759.026
SEMA3E	32.986	SEMA3E	368.2162
SEMA3F	603.8967	SEMA3F	885.4286
SEMA3G	26.8237	SEMA3G	1826.4255
SEMA4A	912.0072	SEMA4A	582.551
SEMA4B	722.7911	SEMA4B	1393.7867
SEMA4C	735.478	SEMA4C	862.2243
SEMA4D	266.0625	SEMA4D	535.2263
SEMA4F	243.5886	SEMA4F	327.9139
SEMA4G	59.9402	SEMA4G	140.2336
SEMA5A	2332.2157	SEMA5A	3675.1393
SEMA5B	5.7997	SEMA5B	20.7618
SEMA6A	68.1468	SEMA6A	933.3639
SEMA6B	36.2483	SEMA6B	258.6062
SEMA6C	38.7857	SEMA6C	341.348
SEMA6D	173.6294	SEMA6D	1066.1782
SEMA7A	284.1867	SEMA7A	88.8482
SENP1	747.44	SENP1	578.5818
SENP2	990.6661	SENP2	1100.0687
SENP3	449.2832	SENP3	932.5731
SENP5	1012.7775	SENP5	745.8973
SENP6	3084.0054	SENP6	2476.1469
SENP7	670.5936	SENP7	698.2673
SENP8	123.2442	SENP8	57.0949
SEP15	8526.6878	SEP15	2913.3654
SEPHS1	912.0072	SEPHS1	1075.6431
SEPHS2	4163.1174	SEPHS2	1199.2978
SEPN1	2298.1423	SEPN1	2882.5281
SEPP1	8072.1559	SEPP1	17887.6544
SEPSECS	1080.9243	SEPSECS	374.6279
SEPT10	2052.3788	SEPT10	2368.3688
SEPT11	6828.4549	SEPT11	2737.501
SEPT1	7.2497	SEPT1	74.1928
SEPT2	12418.6679	SEPT2	8887.2605
SEPT3	151.1554	SEPT3	196.6262
SEPT4	124.6942	SEPT4	620.1053
SEPT5	75.3965	SEPT5	411.2663
SEPT6	961.3049	SEPT6	844.5157
SEPT7P2	100.0453	SEPT7P2	301.351
SEPT7	6290.5301	SEPT7	4055.263
SEPT8	1665.8197	SEPT8	1480.3694
SEPT9	2699.7734	SEPT9	3489.1993
SEPW1	4294.3362	SEPW1	2735.9744
SEPX1	811.237	SEPX1	319.3649
SERAC1	209.5152	SERAC1	299.2138
SERBP1	7173.5387	SERBP1	6330.5091
SERF1A	281.2868	SERF1A	360.2778
SERF2	12646.6697	SERF2	4028.5474
SERGEF	117.082	SERGEF	299.5191
SERHL2	6.2456	SERHL2	864.6821
SERHL	47.1228	SERHL	468.9718
SERINC1	12218.9397	SERINC1	10233.112
SERINC2	2362.6643	SERINC2	1042.0579
SERINC3	6625.4644	SERINC3	3542.325
removed	removed	SERINC4	5.5782
SERINC5	261.7127	SERINC5	269.5977
SERP1	5955.3058	SERP1	3688.7138
SERP2	63.797	SERP2	71.7502
SERPINA11	46.0353	SERPINA11	56.7896
SERPINA1	365.0204	SERPINA1	1587.6651
SERPINA3	1362.9361	SERPINA3	3806.1217
SERPINA5	314.6353	SERPINA5	388.9779
SERPINA6	6.5247	SERPINA6	28.7001
SERPINB1	1327.4128	SERPINB1	897.3361
removed	removed	SERPINB2	41.8289
SERPINB5	623.8333	SERPINB5	1587.3597
SERPINB6	1342.9995	SERPINB6	1916.4949
SERPINB8	265.3376	SERPINB8	229.9061
SERPINB9	235.614	SERPINB9	380.429
removed	removed	SERPIND1	9.7702
SERPINE1	1782.6914	SERPINE1	655.5225
SERPINE2	540.4622	SERPINE2	393.2524
SERPINF1	1997.2814	SERPINF1	6069.7657
SERPINF2	5.4372	SERPINF2	65.3385
SERPING1	5350.9742	SERPING1	15673.6127
SERPINH1	2834.6171	SERPINH1	2270.361
SERPINI1	983.4164	SERPINI1	397.5269
SERTAD1	112.0072	SERTAD1	606.0606
SERTAD2	1841.4137	SERTAD2	1528.4329
SERTAD3	1096.8736	SERTAD3	929.0894
SERTAD4	644.1323	SERTAD4	372.4906
SESN1	640.87	SESN1	743.4547
SESN2	377.7073	SESN2	343.1799
SESN3	38.0607	SESN3	312.9532
SESTD1	2897.3267	SESTD1	2362.8731
SETBP1	307.7481	SETBP1	1380.658
SETD1A	319.3475	SETD1A	904.9691
SETD1B	912.0072	SETD1B	990.7641
SETD2	1407.159	SETD2	3122.8151
SETD3	8742.0027	SETD3	1669.1856
SETD4	284.9116	SETD4	340.1267
SETD5	2598.6407	SETD5	3217.159
SETD6	421.7707	SETD6	302.3372
SETD7	5106.6606	SETD7	4414.0142
SETD8	1031.9891	SETD8	771.8495
SETDB1	918.8944	SETDB1	936.7224
SETDB2	491.1645	SETDB2	604.534
SETMAR	514.0009	SETMAR	729.41
SETX	1643.498	SETX	3756.6598
SET	7826.0082	SET	5776.0476
SEZ6L2	626.3706	SEZ6L2	432.3334
SF1	5242.9542	SF1	5776.353
SF3A1	2032.8011	SF3A1	3941.6533
SF3A2	753.9647	SF3A2	804.8241
SF3A3	1553.2397	SF3A3	2122.5861
SF3B14	2129.9502	SF3B14	928.1734
SF3B1	10053.1038	SF3B1	9755.5912
SF3B2	1951.246	SF3B2	4813.0677
SF3B3	4722.0662	SF3B3	3356.9956
SF3B4	3238.4232	SF3B4	1522.0212
SF3B5	543.362	SF3B5	850.3168
SF4	164.2048	SF4	385.0088
SFI1	52.1976	SFI1	446.3781
SFMBT1	221.8396	SFMBT1	314.4798
SFMBT2	38.0607	SFMBT2	229.2955
SFN	357.4082	SFN	665.598
SFPQ	5436.1831	SFPQ	4446.9827
SFRP1	35.5233	SFRP1	22359.5145
SFRP2	15544.7213	SFRP2	7805.511
SFRP4	447.304	SFRP4	2137.8521
removed	removed	SFRP5	5.4958
SFRS11	3232.261	SFRS11	3861.3846
SFRS12IP1	879.7463	SFRS12IP1	723.3036
SFRS12	2492.4332	SFRS12	1868.2543
SFRS13A	3543.2714	SFRS13A	2055.1103
SFRS13B	13.4119	SFRS13B	24.4256
SFRS14	840.2356	SFRS14	1359.8962
SFRS15	1024.7395	SFRS15	916.8766
SFRS16	56.9098	SFRS16	399.0535
SFRS17A	257.0005	SFRS17A	808.1826
SFRS18	844.9479	SFRS18	4010.3809
SFRS1	9224.8301	SFRS1	3891.6113
SFRS2B	1368.7358	SFRS2B	1786.7338
SFRS2IP	4941.3684	SFRS2IP	4215.5561
SFRS2	5879.9021	SFRS2	3004.5035
SFRS3	6503.6701	SFRS3	6703.9157
SFRS4	1348.4368	SFRS4	1828.5627
SFRS5	1014.2275	SFRS5	9582.1693
SFRS6	4831.1735	SFRS6	5984.8866
SFRS7	2464.8845	SFRS7	2937.4857
SFRS8	578.1604	SFRS8	1038.0887
SFRS9	3332.6688	SFRS9	1246.3171
SFT2D1	625.6457	SFT2D1	367.9108
SFT2D2	130.8564	SFT2D2	86.082
SFT2D3	293.9737	SFT2D3	252.1945
SFTA1P	5.4372	removed	removed
removed	removed	SFTPD	22.2884
SFXN1	2136.1124	SFXN1	392.9471
SFXN2	450.5664	SFXN2	215.5561
SFXN3	748.8899	SFXN3	1247.233
SFXN4	245.0385	SFXN4	287.3063
SFXN5	472.3154	SFXN5	211.2816
removed	removed	SGCA	12.8234
SGCB	1640.5981	SGCB	1641.0961
SGCD	1261.0784	SGCD	381.3449
SGCE	498.0517	SGCE	1484.7722
removed	removed	SGCG	64.1172
SGEF	280.1994	SGEF	487.9017
SGIP1	500.2266	SGIP1	69.9183
SGK196	39.5106	SGK196	36.6384
SGK1	469.053	SGK1	1611.48
SGK223	125.7816	SGK223	575.8339
SGK269	1232.0797	SGK269	2206.8544
removed	removed	SGK2	193.3043
SGK3	862.4486	SGK3	1161.2823
SGK494	23.9239	SGK494	55.0737
SGMS1	713.729	SGMS1	797.8017
SGMS2	1857.2759	SGMS2	806.3507
SGOL1	278.0245	SGOL1	8.2436
SGOL2	358.8582	SGOL2	189.2985
SGPL1	2261.894	SGPL1	1870.6969
SGPP1	657.1817	SGPP1	518.4337
SGPP2	7.9746	SGPP2	36.9437
SGSH	371.1826	SGSH	679.6428
SGSM1	18.8491	SGSM1	289.7489
SGSM2	245.0385	SGSM2	1638.6535
SGSM3	134.1187	SGSM3	821.6167
SGTA	881.9212	SGTA	1233.1883
SGTB	434.5628	SGTB	310.2694
SH2B1	176.5292	SH2B1	1012.7471
SH2B2	9.4246	SH2B2	13.1288
SH2B3	948.9805	SH2B3	1152.8891
SH2D1A	6.5247	SH2D1A	23.2043
SH2D1B	7.9746	SH2D1B	8.2436
removed	removed	SH2D2A	16.182
SH2D3A	260.9878	SH2D3A	235.4019
SH2D3C	93.1581	SH2D3C	533.6997
SH2D4A	52.9225	SH2D4A	282.7265
SH3BGRL2	473.0403	SH3BGRL2	1397.7559
SH3BGRL3	4611.5088	SH3BGRL3	1380.9633
SH3BGRL	8537.903	SH3BGRL	4167.6208
SH3BGR	100.0453	SH3BGR	188.9932
SH3BP1	69.9592	SH3BP1	186.2362
SH3BP2	527.7753	SH3BP2	1265.8576
SH3BP4	1429.9955	SH3BP4	2549.4237
SH3BP5L	459.6285	SH3BP5L	607.8925
SH3BP5	1207.043	SH3BP5	2881.6029
SH3D19	1483.643	SH3D19	3943.2104
SH3GL1	1115.3602	SH3GL1	1040.5313
SH3GL2	5.7997	removed	removed
SH3GLB1	3881.4681	SH3GLB1	4155.1027
SH3GLB2	396.1939	SH3GLB2	1177.62
SH3KBP1	668.0562	SH3KBP1	937.333
SH3PXD2A	2768.2827	SH3PXD2A	2523.4715
SH3PXD2B	2052.0163	SH3PXD2B	2043.5081
SH3RF1	1711.6448	SH3RF1	804.8241
removed	removed	SH3RF2	367.9108
SH3RF3	104.7576	SH3RF3	194.1837
SH3TC1	27.1862	SH3TC1	150.8282
SH3TC2	8.3371	SH3TC2	206.0911
SH3YL1	1834.5265	SH3YL1	1252.1182
SHANK1	7.9746	removed	removed
SHANK2	1097.5986	SHANK2	1030.1504
SHANK3	82.6461	SHANK3	1255.4767
SHARPIN	770.2764	SHARPIN	561.7892
SHB	222.5646	SHB	393.8631
SHC1	4429.9048	SHC1	2807.4193
SHC2	33.7109	SHC2	308.6787
removed	removed	SHC3	16.4873
SHC4	6.5247	SHC4	92.512
SHCBP1	560.7612	SHCBP1	20.4565
SHE	103.6701	SHE	942.5235
SHFM1	951.5179	SHFM1	874.1317
SHF	42.048	SHF	161.5144
SHISA2	1395.1971	SHISA2	931.5319
removed	removed	SHISA3	13.1288
SHISA4	273.6747	SHISA4	175.5591
SHISA5	2087.1772	SHISA5	2426.9903
SHISA6	23.9239	SHISA6	37.8597
SHISA9	361.758	SHISA9	34.8065
SHKBP1	699.5922	SHKBP1	472.941
SHMT1	473.2759	SHMT1	1049.5351
SHMT2	1433.2578	SHMT2	650.9427
SHOC2	2193.7472	SHOC2	1445.9965
SHOX2	131.9438	SHOX2	138.3101
SHPK	349.7961	SHPK	379.8183
SHPRH	227.9366	SHPRH	938.2337
SHQ1	459.266	SHQ1	470.4984
SHROOM1	20.299	SHROOM1	201.5113
SHROOM2	724.966	SHROOM2	205.1752
SHROOM3	1764.2048	SHROOM3	3230.8984
SHROOM4	209.1527	SHROOM4	601.7861
SIAE	558.5863	SIAE	665.0057
SIAH1	946.2401	SIAH1	685.566
SIAH2	1485.4554	SIAH2	620.1053
SIDT1	3380.5165	SIDT1	551.7136
SIDT2	910.4884	SIDT2	2093.776
SIGIRR	355.9583	SIGIRR	315.7011
SIGLEC10	68.5093	SIGLEC10	108.694
removed	removed	SIGLEC11	8.549
SIGLEC14	40.2356	SIGLEC14	10.9915
SIGLEC15	6.1622	SIGLEC15	5.8011
removed	removed	SIGLEC16	7.0224
SIGLEC1	134.8437	SIGLEC1	273.5669
SIGLEC5	7.6121	SIGLEC5	6.4117
SIGLEC6	19.2116	SIGLEC6	8.8543
SIGLEC7	19.2116	SIGLEC7	15.266
SIGLEC8	23.5614	SIGLEC8	23.2043
SIGLEC9	28.6362	SIGLEC9	20.4565
SIGLECP3	9.0621	SIGLECP3	45.4927
SIGMAR1	710.1042	SIGMAR1	734.6004
SIK1	540.0997	SIK1	1799.8626
SIK2	274.0372	SIK2	3447.0651
SIK3	1034.889	SIK3	2571.7121
SIKE1	1008.0652	SIKE1	789.8634
SIL1	535.0249	SIL1	446.6835
SILV	40.2356	SILV	364.247
SIM1	5.0748	SIM1	138.3101
SIM2	30.0861	SIM2	39.6916
SIN3A	2388.763	SIN3A	2772.9181
SIN3B	280.9243	SIN3B	1276.8491
SIP1	611.8713	SIP1	127.6238
SIPA1L1	656.0942	SIPA1L1	1539.7298
SIPA1L2	450.5664	SIPA1L2	964.8118
SIPA1L3	676.7558	SIPA1L3	1011.2205
SIPA1	207.7028	SIPA1	497.0613
SIRPA	708.2918	SIRPA	2443.7829
SIRPB1	19.2116	SIRPB1	139.5313
SIRPB2	25.3738	SIRPB2	22.2884
removed	removed	SIRPG	9.7702
SIRT1	779.701	SIRT1	1197.1605
SIRT2	636.8826	SIRT2	1086.6346
SIRT3	900.3099	SIRT3	764.2867
SIRT4	18.1242	SIRT4	15.5713
SIRT5	235.2515	SIRT5	354.4768
SIRT6	58.3598	SIRT6	127.0132
SIRT7	137.0186	SIRT7	148.0803
removed	removed	SIT1	19.2352
SIVA1	127.2315	SIVA1	617.3575
SIX1	234.5265	SIX1	108.694
SIX2	46.3978	SIX2	23.5097
SIX3	144.6307	removed	removed
SIX4	758.6769	SIX4	152.3548
SIX5	167.8296	SIX5	458.2856
SKA1	214.5899	SKA1	15.266
SKA2	6693.2488	SKA2	494.3134
SKA3	621.2379	SKA3	14.9668
SKAP1	2194.4721	SKAP1	72.3609
SKAP2	1044.3135	SKAP2	1500.3435
