gene_id	TCGA-GI-A2C9-01A-11R-A21T-07	gene_id	TCGA-GI-A2C9-11A-22R-A21T-07
MCPH1	438.3837	MCPH1	611.6577
MCRS1	679.2453	MCRS1	738.1483
MCTP1	186.6756	MCTP1	463.888
MCTP2	310.9033	MCTP2	246.2615
MCTS1	881.6163	MCTS1	684.6962
MDC1	1151.4443	MDC1	902.0045
MDFIC	1337.7859	MDFIC	1411.0722
MDFI	1670.0618	MDFI	351.5749
MDGA1	27.7175	MDGA1	162.9017
MDGA2	11.6881	MDGA2	6.0452
MDH1B	18.701	MDH1B	14.6357
MDH1	3637.0012	MDH1	2241.8072
MDH2	4015.6954	MDH2	1993.3185
MDK	1342.7951	MDK	1249.4432
MDM1	333.6116	MDM1	273.9421
MDM2	2322.2575	MDM2	1878.7782
MDM4	668.893	MDM4	1046.7706
MDN1	976.4568	MDN1	1915.0493
MDP1	166.6188	MDP1	195.237
ME1	721.3224	ME1	288.2596
ME2	927.3668	ME2	638.8801
ME3	95.8424	ME3	294.9411
MEA1	1483.3862	MEA1	744.4925
MEAF6	1734.5133	MEAF6	1351.8931
MECOM	181.3324	MECOM	701.2409
MECP2	925.0292	MECP2	1784.9189
MECR	485.2229	MECR	289.5323
MED10	366.0043	MED10	338.5301
MED11	167.9746	MED11	224.308
MED12L	34.0624	MED12L	13.9994
MED12	1072.2992	MED12	1513.8403
MED13L	1633.6617	MED13L	3784.9189
MED13	2067.1231	MED13	2210.3086
MED14	1796.9611	MED14	1103.7226
MED15	1735.5151	MED15	1517.6583
MED16	862.9153	MED16	931.594
MED17	822.5079	MED17	799.5546
MED18	191.6848	MED18	195.3548
MED19	451.1605	MED19	202.9908
MED1	1439.6393	MED1	1700.9227
MED20	652.8636	MED20	359.5291
MED21	1761.5629	MED21	723.8307
MED22	620.4709	MED22	644.9252
MED23	1146.7691	MED23	1100.8591
MED24	1077.9763	MED24	1536.7483
MED25	1002.8385	MED25	634.1075
MED26	352.6465	MED26	239.58
MED27	165.637	MED27	195.6729
MED28	606.7791	MED28	675.7875
MED29	961.4293	MED29	1309.2587
MED30	411.7549	MED30	194.7184
MED31	107.5438	MED31	152.2144
MED4	1057.6056	MED4	978.3646
MED6	317.2483	MED6	426.6624
MED7	115.8791	MED7	236.7165
MED8	955.7522	MED8	517.9765
MED9	355.986	MED9	222.7171
MEF2A	2044.5684	MEF2A	2069.1219
MEF2B	44.0341	MEF2B	23.7416
MEF2C	1910.1686	MEF2C	1431.4349
MEF2D	1199.8664	MEF2D	2253.5794
MEFV	11.3541	MEFV	5.727
MEG3	12.022	MEG3	291.7595
MEGF10	754.717	MEGF10	131.085
MEGF11	10.3523	MEGF11	10.1814
MEGF6	427.7843	MEGF6	1769.965
MEGF8	1186.5086	MEGF8	1607.0633
MEGF9	651.5278	MEGF9	1141.2663
MEI1	9.3505	MEI1	38.1801
MEIS1	63.1157	MEIS1	237.9892
MEIS2	220.738	MEIS2	495.0684
MEIS3P1	332.9437	MEIS3P1	508.7496
MEIS3	269.4941	MEIS3	282.5326
MELK	352.9805	MELK	12.7267
MEMO1	448.6125	MEMO1	269.2841
MEN1	812.8235	MEN1	556.7929
MEOX1	11.0202	MEOX1	853.643
MEOX2	86.4919	MEOX2	624.5625
MEPCE	930.0384	MEPCE	1535.1575
MEPE	141.259	removed	removed
MERTK	241.1087	MERTK	524.3398
MESDC1	425.1127	MESDC1	725.4216
MESDC2	1681.7499	MESDC2	1214.1266
MESP1	61.446	MESP1	56.952
MESP2	34.7303	MESP2	14.3175
removed	removed	MESTIT1	11.7722
MEST	36.734	MEST	2075.0875
METAP1	1273.6684	METAP1	1213.4903
METAP2	1002.5046	METAP2	1938.9119
METRNL	621.8066	METRNL	909.6405
METRN	523.9606	METRN	97.6774
METT10D	699.616	METT10D	942.4117
METT11D1	342.6282	METT11D1	548.2024
METT5D1	507.9312	METT5D1	385.6188
METTL10	272.0087	METTL10	314.8616
METTL11A	368.8663	METTL11A	321.1581
METTL12	44.7721	METTL12	28.686
METTL13	1127.4002	METTL13	790.6459
METTL14	282.5179	METTL14	485.2052
METTL1	549.0065	METTL1	265.6697
METTL2A	502.5881	METTL2A	325.8034
METTL2B	425.1127	METTL2B	380.5282
METTL3	370.7731	METTL3	744.6325
METTL4	453.832	METTL4	262.4881
METTL5	954.4999	METTL5	543.6685
METTL6	203.3729	METTL6	199.8091
METTL7A	678.9113	METTL7A	4150.8113
METTL7B	26.0478	METTL7B	9.545
METTL8	596.0928	METTL8	367.8015
METTL9	1501.7532	METTL9	1723.8307
MET	1531.1404	MET	1736.8756
MEX3A	963.099	MEX3A	336.9392
MEX3B	186.6756	MEX3B	153.0385
MEX3C	730.6729	MEX3C	2210.3086
MEX3D	621.1388	MEX3D	410.1177
MFAP1	697.6123	MFAP1	936.3665
MFAP2	1083.9873	MFAP2	232.5803
MFAP3L	1100.3506	MFAP3L	220.1718
MFAP3	720.6545	MFAP3	1354.7566
MFAP4	110.536	MFAP4	11247.5342
MFAP5	1248.2885	MFAP5	7512.5676
MFF	1285.6904	MFF	1016.8629
MFGE8	23291.0336	MFGE8	8919.5037
MFHAS1	414.4264	MFHAS1	304.168
MFI2	3953.2476	MFI2	492.2049
MFN1	1556.1863	MFN1	905.1861
MFN2	1898.4805	MFN2	2483.9325
MFNG	86.158	MFNG	510.0223
MFRP	431.1237	MFRP	734.6484
MFSD10	1651.3608	MFSD10	927.776
MFSD11	644.7721	MFSD11	448.651
MFSD1	2626.1479	MFSD1	1622.6535
MFSD2A	101.8534	MFSD2A	150.8113
MFSD2B	36.734	MFSD2B	11.7722
MFSD3	333.6116	MFSD3	122.8126
MFSD4	889.9649	MFSD4	296.8501
MFSD5	697.2783	MFSD5	550.7477
MFSD6L	44.7487	MFSD6L	48.0433
MFSD6	2539.656	MFSD6	2104.9952
MFSD7	64.8856	MFSD7	193.7639
MFSD8	264.1509	MFSD8	396.7547
MFSD9	152.2792	MFSD9	127.2669
MGAM	16.0294	MGAM	9.8632
MGAT1	2551.0102	MGAT1	3251.034
MGAT2	930.7063	MGAT2	777.9192
MGAT3	454.8339	MGAT3	358.2564
MGAT4A	582.4011	MGAT4A	1499.2046
MGAT4B	3706.4618	MGAT4B	992.6822
removed	removed	MGAT5B	11.454
MGAT5	514.9441	MGAT5	290.4868
MGA	792.4528	MGA	1173.7194
MGC12916	5.3431	MGC12916	8.2724
MGC12982	51.4276	MGC12982	27.9987
MGC14436	6.6789	removed	removed
MGC16142	11.0202	MGC16142	8.9087
MGC16275	40.4074	MGC16275	35.6347
MGC16703	7.3468	removed	removed
MGC21881	92.8369	MGC21881	149.2205
MGC23270	14.0257	MGC23270	12.7267
MGC23284	20.3707	MGC23284	35.9529
MGC2752	489.2303	MGC2752	714.6039
MGC2889	22.7083	removed	removed
MGC29506	5.3431	MGC29506	221.4445
MGC3771	5.4133	MGC3771	11.6831
MGC42105	9.0165	MGC42105	12.7267
MGC45800	11.3541	MGC45800	12.7267
MGC57346	282.6048	MGC57346	231.2027
MGC70857	535.6487	MGC70857	223.9898
MGC72080	168.4355	MGC72080	32.3035
MGC87042	18.701	MGC87042	23.8626
MGEA5	2269.4941	MGEA5	3454.0248
MGLL	1191.8517	MGLL	4916.9583
MGMT	158.2902	MGMT	311.1677
MGP	216851.2272	MGP	94948.4569
MGRN1	1434.9641	MGRN1	1043.5889
MGST1	12371.6814	MGST1	3376.7101
MGST2	449.4907	MGST2	899.1409
MGST3	3050.9267	MGST3	1492.5231
MIA2	16.3633	MIA2	9.2269
MIA3	2562.0304	MIA3	1885.7779
MIAT	126.2849	MIAT	107.8937
MIA	1926.9327	MIA	501.8804
MIB1	2164.9691	MIB1	2077.3147
MIB2	480.8816	MIB2	483.9325
MICAL1	752.0454	MICAL1	565.5266
MICAL2	1032.2257	MICAL2	582.2463
MICAL3	1634.3296	MICAL3	1696.1502
MICALCL	14.0257	MICALCL	17.4992
MICALL1	2093.1708	MICALL1	1219.8536
MICALL2	204.3747	MICALL2	434.9348
MICA	350.3089	MICA	346.4843
MICB	208.716	MICB	80.8145
MID1IP1	736.6839	MID1IP1	1016.5447
MID1	1525.7973	MID1	728.6032
MID2	1187.1765	MID2	834.2348
MIDN	955.4183	MIDN	4823.099
MIER1	1138.7544	MIER1	1590.5186
MIER2	397.3952	MIER2	445.4343
MIER3	368.6759	MIER3	747.057
MIF4GD	705.5669	MIF4GD	343.7321
MIF	8797.3284	MIF	1723.2644
MIIP	499.9165	MIIP	267.8969
MINA	1048.8195	MINA	1053.4044
MINK1	2450.7497	MINK1	2666.3093
MINPP1	395.7255	MINPP1	414.8902
MIOS	551.6781	MIOS	692.9685
MIOX	5.3431	removed	removed
MIPEP	407.7475	MIPEP	356.0293
MIPOL1	120.5543	MIPOL1	98.6319
MIR155HG	21.0386	MIR155HG	21.9535
MIR17HG	20.0367	MIR17HG	58.2246
MIS12	213.3912	MIS12	434.6166
MITD1	119.5525	MITD1	244.6707
MITF	278.5106	MITF	724.1489
MKI67IP	1148.7627	MKI67IP	690.4232
MKI67	921.6898	MKI67	156.5383
MKKS	900.6512	MKKS	628.6987
MKL1	1216.5637	MKL1	1181.6736
MKL2	1145.7672	MKL2	3034.6802
MKLN1	1837.7025	MKLN1	1943.3662
MKNK1	475.3147	MKNK1	576.2679
MKNK2	2370.0117	MKNK2	2958.3201
MKRN1	4471.8651	MKRN1	2151.4477
MKRN2	571.0469	MKRN2	682.7871
MKS1	175.6554	MKS1	289.8505
MKX	169.3104	MKX	37.5437
MLC1	134.5801	removed	removed
MLEC	3748.205	MLEC	3986.9551
MLF1IP	268.0147	MLF1IP	88.7369
MLF1	1679.7462	MLF1	973.9103
MLF2	10363.3328	MLF2	2596.5638
MLH1	492.2358	MLH1	654.7884
MLH3	366.3383	MLH3	462.2972
MLKL	314.2428	MLKL	254.5339
MLL2	1145.1461	MLL2	3152.0426
MLL3	1766.572	MLL3	3018.1355
MLL4	1087.9947	MLL4	1170.8559
MLL5	1793.1307	MLL5	2386.2265
MLLT10	1278.6776	MLLT10	919.8218
MLLT11	253.1307	MLLT11	129.4941
MLLT1	1660.3774	MLLT1	1413.2994
MLLT3	401.7365	MLLT3	496.6592
MLLT4	6048.7561	MLLT4	3928.0942
MLLT6	2298.8813	MLLT6	5794.1457
MLL	1968.9431	MLL	3001.909
MLPH	134.2461	MLPH	1459.7518
MLST8	1010.7831	MLST8	425.008
MLXIPL	11.3541	MLXIPL	126.6306
MLXIP	925.3632	MLXIP	1324.2125
MLX	912.2424	MLX	1062.8858
MLYCD	260.1436	MLYCD	270.4423
MMAA	274.5033	MMAA	257.7156
MMAB	192.0187	MMAB	388.1642
MMACHC	187.0095	MMACHC	122.1763
MMADHC	2305.5602	MMADHC	1767.4197
MMD	350.6428	MMD	943.3662
removed	removed	MMEL1	7.5756
MME	135.5819	MME	4132.3576
MMGT1	1137.0847	MMGT1	992.364
removed	removed	MMP10	5.4088
MMP11	2194.3563	MMP11	110.0859
MMP12	38.7377	MMP12	30.5441
MMP13	4074.8038	MMP13	5.727
MMP14	12031.0569	MMP14	4930.6395
MMP15	400.0668	MMP15	529.7486
MMP16	63.1157	MMP16	145.0843
MMP17	49.09	MMP17	88.1324
MMP19	351.6447	MMP19	1196.9456
MMP1	36.0661	MMP1	32.7712
MMP20	267.4904	removed	removed
MMP23B	27.0496	MMP23B	149.2205
MMP24	211.7215	MMP24	288.896
MMP25	40.4575	MMP25	36.1184
removed	removed	MMP27	33.4076
MMP28	30.723	MMP28	371.6195
MMP2	13874.1025	MMP2	19091.6322
MMP3	11.3541	MMP3	14.9539
MMP7	62865.5869	MMP7	1204.8998
MMP9	1561.8634	MMP9	144.1298
MMRN1	22.0404	MMRN1	3166.0834
MMRN2	199.0316	MMRN2	3414.5721
MMS19	699.616	MMS19	1019.09
MN1	73.468	MN1	408.8451
MNAT1	152.2792	MNAT1	240.2164
MND1	60.1102	MND1	10.4995
MNDA	429.7879	MNDA	228.126
MNS1	62.4478	MNS1	132.994
MNT	492.5697	MNT	612.7903
MOAP1	339.6226	MOAP1	746.7388
MOB2	434.7971	MOB2	629.335
MOBKL1A	1987.644	MOBKL1A	993.6367
MOBKL1B	1249.9583	MOBKL1B	737.1938
MOBKL2A	1036.901	MOBKL2A	935.7302
MOBKL2B	475.8724	MOBKL2B	661.7881
MOBKL2C	362.8886	MOBKL2C	751.1263
MOBKL3	1548.8395	MOBKL3	1237.9892
removed	removed	MOBP	6.3633
MOCOS	771.7482	MOCOS	254.2157
MOCS1	118.3303	MOCS1	700.7572
MOCS2	820.5043	MOCS2	603.8816
MOCS3	146.6021	MOCS3	158.4473
removed	removed	MOGAT2	20.0445
MOGS	2171.3141	MOGS	1115.8129
MON1A	214.727	MON1A	163.538
MON1B	862.5814	MON1B	641.4254
MON2	1488.3954	MON2	1722.5581
MORC2	2273.1675	MORC2	988.8641
MORC3	544.3313	MORC3	1328.3487
MORC4	1859.075	MORC4	600.0636
MORF4L1	4883.9539	MORF4L1	4619.4718
MORF4L2	5807.3134	MORF4L2	4173.7194
MORN1	73.1341	MORN1	90.9959
MORN2	327.9345	MORN2	180.0827
MORN3	47.7542	MORN3	8.9087
MORN4	135.5819	MORN4	167.9924
MOSC1	136.5837	MOSC1	455.6157
MOSC2	207.3802	MOSC2	330.5759
MOSPD1	364.6686	MOSPD1	286.6688
MOSPD2	344.6318	MOSPD2	331.5304
MOSPD3	414.4264	MOSPD3	172.7649
MOV10	834.8639	MOV10	724.7852
MOXD1	1682.4178	MOXD1	349.0296
MPDU1	575.3916	MPDU1	726.3888
MPDZ	909.6677	MPDZ	1677.0601
MPEG1	1090.6662	MPEG1	1461.0245
MPG	1685.4233	MPG	637.2892
MPHOSPH10	1224.9123	MPHOSPH10	1040.0891
MPHOSPH6	530.9735	MPHOSPH6	487.1142
MPHOSPH8	892.6365	MPHOSPH8	1820.5536
MPHOSPH9	137.5856	MPHOSPH9	112.6312
MPI	372.3493	MPI	503.3408
MPL	52.0955	MPL	26.7261
MPND	466.522	MPND	259.6246
removed	removed	MPO	10.4995
MPP1	536.9845	MPP1	556.7929
MPP2	40.0735	MPP2	191.2186
MPP3	119.8865	MPP3	84.3143
MPP5	774.0858	MPP5	872.7331
MPP6	159.626	MPP6	84.3143
MPP7	284.8556	MPP7	642.3799
MPPE1	781.4326	MPPE1	635.062
removed	removed	MPPED1	27.9987
MPPED2	485.8908	MPPED2	158.1292
MPRIP	1134.747	MPRIP	2900.0955
MPST	2058.1065	MPST	610.8813
MPV17L2	386.709	MPV17L2	186.7642
MPV17L	66.1212	MPV17L	156.5383
MPV17	834.8639	MPV17	564.1107
removed	removed	MPZL1	6433.6621
MPZL2	1414.9274	MPZL2	1377.3465
MPZL3	113.5415	MPZL3	110.0859
removed	removed	MPZ	27.3624
MR1	144.9324	MR1	186.1279
MRAP2	92.5029	MRAP2	121.2218
removed	removed	MRAP	90.2482
MRAS	2315.5786	MRAS	1939.23
MRC1	557.3552	MRC1	1046.4524
MRC2	5431.2907	MRC2	6164.8107
MRE11A	534.9808	MRE11A	621.3808
MREG	288.529	MREG	389.4368
MRFAP1L1	1121.0553	MRFAP1L1	1326.1215
MRFAP1	4824.8456	MRFAP1	5937.6392
MRGPRE	46.4184	removed	removed
MRGPRF	84.1543	MRGPRF	527.2033
removed	removed	MRGPRX2	7.9542
removed	removed	MRGPRX3	47.0888
MRI1	573.3845	MRI1	499.2046
MRM1	93.5048	MRM1	62.0426
MRO	28.3854	MRO	52.1794
MRP63	673.7118	MRP63	568.8514
MRPL10	699.616	MRPL10	713.013
MRPL11	669.5609	MRPL11	467.0697
MRPL12	1710.1352	MRPL12	456.8883
MRPL13	1194.8572	MRPL13	366.5288
MRPL14	1178.4939	MRPL14	501.1136
MRPL15	1098.347	MRPL15	539.6118
MRPL16	958.4238	MRPL16	527.5215
MRPL17	1044.2478	MRPL17	610.8813
MRPL18	865.253	MRPL18	657.0156
MRPL19	1882.4512	MRPL19	920.7763
MRPL1	344.9658	MRPL1	334.3939
MRPL20	1601.8	MRPL20	1014.7375
MRPL21	736.6839	MRPL21	434.2984
MRPL22	354.9841	MRPL22	355.7111
MRPL23	482.2174	MRPL23	311.1677
MRPL24	1333.1107	MRPL24	743.2389
MRPL27	602.7717	MRPL27	483.2962
MRPL28	1061.9469	MRPL28	576.5192
MRPL2	674.2361	MRPL2	365.2561
MRPL30	405.9643	MRPL30	641.4222
MRPL32	529.9716	MRPL32	814.8266
MRPL33	854.2328	MRPL33	448.616
MRPL34	1266.6555	MRPL34	437.1619
MRPL35	540.9918	MRPL35	612.7903
MRPL36	464.1843	MRPL36	224.308
MRPL37	1769.2436	MRPL37	819.9173
MRPL38	1011.8284	MRPL38	579.9936
MRPL39	294.8739	MRPL39	381.8008
MRPL3	2725.9977	MRPL3	1200.1273
MRPL40	581.0653	MRPL40	420.2991
MRPL41	403.0723	MRPL41	278.0783
MRPL42	610.7864	MRPL42	670.6968
MRPL43	709.5141	MRPL43	810.7286
MRPL44	504.9257	MRPL44	426.0261
MRPL45	649.1902	MRPL45	948.7751
MRPL46	276.5069	MRPL46	326.7579
MRPL47	958.0898	MRPL47	396.4365
MRPL48	607.447	MRPL48	251.3522
MRPL49	1476.7073	MRPL49	896.9138
MRPL4	1171.815	MRPL4	643.6526
MRPL50	231.4243	MRPL50	390.3913
MRPL51	4043.079	MRPL51	991.0913
MRPL52	525.6303	MRPL52	359.2109
MRPL53	357.6123	MRPL53	307.8142
MRPL54	335.6153	MRPL54	366.5288
MRPL55	515.9459	MRPL55	329.6214
MRPL9	1101.2623	MRPL9	781.6227
MRPS10	1260.6445	MRPS10	610.5632
MRPS11	543.9973	MRPS11	378.9373
MRPS12	630.7664	MRPS12	277.7601
MRPS14	354.3162	MRPS14	305.7588
MRPS15	963.099	MRPS15	580.9736
MRPS16	1361.6931	MRPS16	1134.1807
MRPS17	186.168	MRPS17	194.4003
MRPS18A	803.807	MRPS18A	488.3869
MRPS18B	1381.1989	MRPS18B	930.3213
MRPS18C	442.007	MRPS18C	307.566
MRPS21	1434.6302	MRPS21	846.007
MRPS22	374.353	MRPS22	491.5686
MRPS23	907.6641	MRPS23	463.5698
MRPS24	819.5024	MRPS24	725.4216
MRPS25	751.1939	MRPS25	676.602
MRPS26	632.4929	MRPS26	523.3853
MRPS27	820.8382	MRPS27	1195.0366
MRPS28	248.7928	MRPS28	249.1314
MRPS2	594.9474	MRPS2	604.8202
MRPS30	413.7586	MRPS30	355.3929
MRPS31	233.7619	MRPS31	441.9345
MRPS33	818.5006	MRPS33	461.3427
MRPS34	1134.4131	MRPS34	500.7954
MRPS35	2251.461	MRPS35	930.9577
MRPS36	265.1528	MRPS36	348.7114
MRPS5	1418.2668	MRPS5	679.6055
MRPS6	524.0875	MRPS6	558.2564
MRPS7	1302.1139	MRPS7	610.1336
MRPS9	421.1054	MRPS9	502.7044
MRRF	318.5841	MRRF	427.9351
removed	removed	MRS2P2	5.0907
MRS2	1026.8826	MRS2	457.2065
MRTO4	1195.8591	MRTO4	784.9189
MRVI1	132.5764	MRVI1	853.3248
MS4A14	16.3767	MS4A14	31.244
MS4A15	44.4148	removed	removed
MS4A1	5.3431	MS4A1	19.4082
MS4A2	49.09	MS4A2	74.7693
MS4A4A	285.5235	MS4A4A	584.4734
MS4A6A	677.9095	MS4A6A	1094.1775
MS4A7	611.7749	MS4A7	1354.3748
MSC	79.2152	MSC	95.5488
MSH2	1577.2249	MSH2	890.8686
MSH3	248.8596	MSH3	369.58
MSH4	5.3431	removed	removed
MSH5	210.7831	MSH5	169.0837
MSH6	1947.9045	MSH6	1343.6207
MSI1	134.914	MSI1	54.0885
MSI2	327.6006	MSI2	202.0363
MSL1	1822.341	MSL1	2419.0264
MSL2	784.1042	MSL2	866.0515
MSL3L2	569.3772	MSL3L2	54.4066
MSL3	546.3349	MSL3	653.8339
MSLN	12591.0837	MSLN	116.4493
MSMB	27.3835	removed	removed
MSMP	17.3652	MSMP	33.7257
MSN	16122.558	MSN	9798.9182
MSR1	1159.1251	MSR1	458.161
MSRA	82.4846	MSRA	203.6271
MSRB2	683.9205	MSRB2	361.1199
MSRB3	2571.0469	MSRB3	2415.5266
MST1P2	43.079	MST1P2	98.6319
MST1P9	34.0624	MST1P9	44.8616
MST1R	386.375	MST1R	147.9478
MST1	17.3652	MST1	78.2692
MST4	1180.8315	MST4	342.0299
MSTN	12.6899	MSTN	11.454
MSTO1	804.191	MSTO1	516.7197
MSTO2P	55.1378	MSTO2P	64.5625
MSX1	33.3946	MSX1	241.1709
MSX2	12.6899	MSX2	105.6316
removed	removed	MT1A	95.132
MT1E	1424.9457	MT1E	1902.3226
MT1F	399.7328	MT1F	122.1763
MT1G	143.9305	MT1G	191.5367
MT1H	6.345	removed	removed
MT1L	185.0058	MT1L	59.4973
MT1M	170.9801	MT1M	338.5301
MT1X	924.3613	MT1X	1808.1451
MT2A	2488.8963	MT2A	6238.9437
MTA1	1157.7893	MTA1	1040.4073
MTA2	1949.9082	MTA2	1898.5046
MTA3	884.2879	MTA3	742.2844
MTAP	680.2471	MTAP	704.7407
MTBP	206.3784	MTBP	115.1766
MTCH1	5587.9112	MTCH1	3590.5186
MTCH2	3221.5729	MTCH2	1007.9542
MTCP1NB	933.064	MTCP1NB	209.8059
MTCP1	73.114	MTCP1	25.6379
MTDH	5991.6514	MTDH	3343.3026
MTERFD1	537.3184	MTERFD1	289.8505
MTERFD2	210.3857	MTERFD2	534.8393
MTERFD3	181.6664	MTERFD3	526.8851
MTERF	218.0665	MTERF	131.085
MTF1	699.616	MTF1	938.2755
MTF2	465.5201	MTF2	617.2447
MTFMT	200.7013	MTFMT	227.4897
MTFR1	883.9539	MTFR1	371.3108
MTG1	202.371	MTG1	356.6656
MTHFD1L	718.3169	MTHFD1L	363.9835
MTHFD1	1253.0406	MTHFD1	940.4391
MTHFD2L	315.1979	MTHFD2L	302.5517
MTHFD2	4247.4537	MTHFD2	657.6519
MTHFR	237.2984	MTHFR	608.8769
MTHFSD	435.465	MTHFSD	325.167
MTHFS	411.7549	MTHFS	241.1709
MTIF2	1111.0369	MTIF2	551.0659
MTIF3	878.2768	MTIF3	676.742
MTL5	313.2409	MTL5	117.7219
MTM1	432.7935	MTM1	550.1114
MTMR10	351.8918	MTMR10	1111.3395
MTMR11	464.8522	MTMR11	323.5762
MTMR12	1288.0281	MTMR12	1878.7782
MTMR14	559.3588	MTMR14	674.833
MTMR15	200.1202	MTMR15	613.4458
MTMR1	623.1424	MTMR1	752.1476
MTMR2	1666.0544	MTMR2	871.7786
MTMR3	2387.0429	MTMR3	1770.2832
MTMR4	1624.9791	MTMR4	718.1037
MTMR6	980.7981	MTMR6	977.7283
MTMR7	95.4183	MTMR7	47.0506
MTMR8	22.7083	MTMR8	13.363
MTMR9L	40.0735	MTMR9L	218.2628
MTMR9	269.8247	MTMR9	666.4811
removed	removed	MTO1	356.9838
MTOR	1434.6302	MTOR	1485.2052
MTP18	469.5842	MTP18	125.0589
MTPAP	846.552	MTPAP	436.6592
MTRF1L	276.5069	MTRF1L	299.3955
MTRF1	150.6095	MTRF1	108.8132
MTRR	699.282	MTRR	681.5145
MTR	1479.7128	MTR	1521.4763
MTSS1L	3556.1863	MTSS1L	1246.5797
MTSS1	1154.1159	MTSS1	984.4034
MTTP	8.6826	removed	removed
MTUS1	4095.1745	MTUS1	2579.0646
MTUS2	20.3707	MTUS2	31.8167
MTX1	602.0404	MTX1	443.5094
MTX2	949.7412	MTX2	479.16
MTX3	407.0796	MTX3	562.2017
removed	removed	MUC12	12.4085
MUC13	37.4019	removed	removed
MUC15	22.0404	MUC15	1340.1209
MUC16	2992.1523	MUC16	896.5956
MUC1	683.2526	MUC1	1250.7159
MUC20	702.6215	MUC20	479.16
removed	removed	MUC21	61.7245
MUC4	50.0918	MUC4	42.6344
MUC5B	2536.6505	MUC5B	1041.3618
removed	removed	MUC6	31.4986
MUC7	621.0486	MUC7	27.6137
removed	removed	MUCL1	179.4464
MUDENG	615.4617	MUDENG	667.8333
MUL1	603.7736	MUL1	769.6468
MUM1L1	32.3927	MUM1L1	131.7213
MUM1	648.5223	MUM1	1120.2673
MURC	14.6936	removed	removed
MUS81	595.7589	MUS81	473.7512
removed	removed	MUSTN1	132.6758
MUTED	127.5672	MUTED	310.8495
MUTYH	200.4108	MUTYH	116.9965
MUT	802.8051	MUT	844.4162
MVD	891.3007	MVD	287.6233
MVK	114.8773	MVK	225.5807
MVP	2738.0197	MVP	3317.531
MX1	5536.8175	MX1	1453.3885
MX2	676.5737	MX2	584.4734
MXD1	411.087	MXD1	581.6099
MXD3	225.3298	MXD3	130.4423
MXD4	972.7834	MXD4	1685.3325
MXI1	920.02	MXI1	1787.146
MXRA5	3621.3057	MXRA5	4647.1524
MXRA7	6927.7008	MXRA7	4837.7346
MXRA8	1319.7529	MXRA8	2459.7518
MYADM	5116.38	MYADM	21404.3907
MYBBP1A	1478.6676	MYBBP1A	1250.7795
MYBL1	1373.5181	MYBL1	77.6328
MYBL2	582.735	MYBL2	62.0426
MYBPC1	1440.6412	MYBPC1	161.629
MYBPC2	25.3799	removed	removed
removed	removed	MYBPH	7.9542
MYB	103.1892	MYB	650.9704
MYCBP2	1532.4762	MYCBP2	2908.0496
MYCBPAP	14.6936	MYCBPAP	6.3633
MYCBP	402.7517	MYCBP	521.1581
MYCL1	130.2388	MYCL1	61.0881
MYCN	7.3468	MYCN	9.8632
MYCT1	51.7616	MYCT1	904.5498
MYC	2424.4448	MYC	11117.7219
MYD88	1209.8848	MYD88	1082.4053
MYEF2	500.3106	MYEF2	453.9453
MYEOV2	532.6432	MYEOV2	480.7509
MYEOV	16.0294	MYEOV	225.2625
MYH10	1055.6019	MYH10	2487.7506
MYH11	105.3765	MYH11	13421.6036
MYH14	6652.8636	MYH14	1825.3261
MYH15	6.011	removed	removed
MYH3	31.3909	MYH3	148.9023
MYH7B	5.6771	MYH7B	25.1352
MYH7	13.3578	removed	removed
MYH9	44657.2049	MYH9	32532.6122
MYL12A	14073.802	MYL12A	6884.1871
MYL12B	10528.3019	MYL12B	6389.1187
removed	removed	MYL3	8.5905
MYL5	83.827	MYL5	101.3204
MYL6B	716.3132	MYL6B	428.2533
MYL6	18428.4522	MYL6	14365.8925
removed	removed	MYL7	29.2714
MYL9	2557.0212	MYL9	10381.8008
MYLIP	288.8629	MYLIP	1182.9462
MYLK2	16.0294	removed	removed
MYLK3	8.3486	MYLK3	5.0907
MYLK4	24.0441	MYLK4	62.3608
MYLK	7213.5315	MYLK	12204.2539
MYNN	565.7038	MYNN	564.1107
MYO10	2846.886	MYO10	965.0016
MYO15A	30.389	MYO15A	13.363
MYO15B	333.9456	MYO15B	1321.6672
MYO16	36.734	MYO16	13.363
MYO18A	1393.8754	MYO18A	3123.1721
MYO19	726.1646	MYO19	421.1613
MYO1B	1871.097	MYO1B	1862.8699
MYO1C	4589.7479	MYO1C	5817.6901
MYO1D	3638.6709	MYO1D	1574.2921
MYO1E	2033.7285	MYO1E	1232.8985
MYO1F	284.5216	MYO1F	323.8944
MYO1G	113.5415	MYO1G	112.6312
removed	removed	MYO1H	10.4995
MYO3A	80.4809	MYO3A	10.4995
MYO3B	37.068	MYO3B	5.727
MYO5A	1305.3932	MYO5A	1312.1222
MYO5B	2223.4062	MYO5B	1198.2183
MYO5C	1130.9334	MYO5C	1776.0452
MYO6	4457.1715	MYO6	3124.7216
MYO7A	118.2167	MYO7A	371.3013
MYO7B	6.6789	MYO7B	12.0904
MYO9A	523.9606	MYO9A	1003.4998
MYO9B	2387.7108	MYO9B	1650.3341
removed	removed	MYOCD	45.1798
removed	removed	MYOC	532.6122
MYOF	2995.1578	MYOF	8223.9898
MYOM1	56.1029	MYOM1	230.6713
