gene_id	TCGA-BH-A1FD-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FD-11B-21R-A13Q-07
KIFAP3	711.7169	KIFAP3	1037.2777
KIFC1	633.7007	KIFC1	17.4419
KIFC2	319.2807	KIFC2	127.0964
KIFC3	190.2552	KIFC3	291.7237
KILLIN	37.123	KILLIN	67.7155
KIN	345.1276	KIN	238.3721
KIRREL3	8.7007	removed	removed
KIRREL	92.8074	KIRREL	315.3215
KISS1R	10.4408	removed	removed
KITLG	1442.8654	KITLG	1316.0055
KIT	80.3364	KIT	3227.4282
KLB	151.9722	KLB	2484.9521
KLC1	1212.3637	KLC1	1631.3269
KLC2	640.0812	KLC2	186.7305
KLC3	91.2065	KLC3	56.4295
KLC4	337.7871	KLC4	391.262
KLF10	1783.6427	KLF10	5400.4788
KLF11	551.9142	KLF11	1937.4145
KLF12	209.1067	KLF12	424.0766
KLF13	1925.464	KLF13	3316.0055
removed	removed	KLF14	17.4419
KLF15	20.5916	KLF15	902.5308
KLF16	301.6241	KLF16	110.1231
KLF17	52.2042	removed	removed
KLF2	196.0557	KLF2	2909.3707
KLF3	2437.6276	KLF3	2506.4808
KLF4	871.8097	KLF4	5042.0657
KLF5	221.8677	KLF5	904.9248
KLF6	4700.6961	KLF6	13733.9261
KLF7	35.6729	KLF7	94.3912
KLF8	150.522	KLF8	673.3926
KLF9	500.58	KLF9	6462.3803
KLHDC10	821.6357	KLHDC10	894.3228
KLHDC1	20.0116	KLHDC1	167.5787
KLHDC2	470.4176	KLHDC2	1620.725
KLHDC3	1806.2645	KLHDC3	1693.5705
KLHDC4	163.5731	KLHDC4	160.7387
KLHDC5	1124.1299	KLHDC5	814.2955
KLHDC7A	23.4919	KLHDC7A	1020.5198
KLHDC7B	87.007	KLHDC7B	24.6238
KLHDC8A	17.6914	KLHDC8A	10.9439
KLHDC8B	393.2715	KLHDC8B	596.1012
KLHDC9	87.587	KLHDC9	66.6895
removed	removed	KLHL10	5.814
KLHL11	102.0882	KLHL11	49.9316
KLHL12	722.7378	KLHL12	964.0903
KLHL13	47.5638	KLHL13	612.1751
removed	removed	KLHL14	31.1218
KLHL15	711.1369	KLHL15	432.2845
KLHL17	106.7285	KLHL17	32.4897
KLHL18	975.058	KLHL18	330.3694
KLHL20	337.297	KLHL20	700.4104
KLHL21	1142.6914	KLHL21	2587.2093
KLHL22	197.7958	KLHL22	411.0807
KLHL23	187.355	KLHL23	89.5144
KLHL24	778.4223	KLHL24	2303.0096
KLHL25	520.0116	KLHL25	120.041
KLHL26	256.9606	KLHL26	264.7059
KLHL28	372.3898	KLHL28	478.7962
KLHL29	18.5615	KLHL29	378.249
KLHL2	158.9327	KLHL2	643.6389
removed	removed	KLHL30	170.3146
KLHL31	11.891	KLHL31	389.1484
KLHL32	5.2204	KLHL32	19.8358
KLHL35	59.1647	KLHL35	38.3037
KLHL36	169.6636	KLHL36	159.3707
KLHL38	16.8213	KLHL38	8.2079
KLHL3	76.5661	KLHL3	366.6211
KLHL4	14.5012	KLHL4	35.2257
KLHL5	1240.4292	KLHL5	1145.6908
KLHL6	119.4896	KLHL6	75.5814
KLHL7	690.5452	KLHL7	787.9617
KLHL8	283.6427	KLHL8	434.3365
KLHL9	2147.6218	KLHL9	1663.4747
KLK10	6.6705	KLK10	105.6772
KLK11	5.8005	KLK11	65.3215
KLK14	7.5406	removed	removed
removed	removed	KLK1	14.7059
KLK4	116.0093	KLK4	22.9138
removed	removed	KLK5	642.9549
removed	removed	KLK6	140.2189
removed	removed	KLK7	292.7497
removed	removed	KLK8	57.6197
KLKP1	10.4408	removed	removed
KLRA1	18.2715	KLRA1	53.0096
KLRAQ1	397.3318	KLRAQ1	794.1176
removed	removed	KLRB1	62.9275
removed	removed	KLRC1	6.8399
KLRC2	7.7059	removed	removed
KLRC3	6.2152	removed	removed
KLRD1	38.2831	KLRD1	26.3338
removed	removed	KLRF1	29.4118
removed	removed	KLRG1	49.2476
KLRG2	92.8074	KLRG2	7.1819
KLRK1	5.8005	KLRK1	41.7237
KL	7.5406	KL	297.5376
KMO	97.9756	KMO	30.7045
KNDC1	5.5104	KNDC1	29.7538
KNTC1	680.873	KNTC1	221.4295
KPNA1	2718.9675	KPNA1	1754.788
KPNA2	4110.7889	KPNA2	679.5486
KPNA3	802.7842	KPNA3	1441.5185
KPNA4	2927.4942	KPNA4	2140.9029
KPNA5	94.2575	KPNA5	148.0848
KPNA6	3428.6543	KPNA6	2169.9726
KPNB1	5198.9559	KPNB1	4169.9726
KPTN	99.768	KPTN	75.9234
KRAS	2404.5824	KRAS	949.7264
KRBA1	100.348	KRBA1	111.4911
KRBA2	42.3434	KRBA2	91.3133
KRCC1	627.9002	KRCC1	1406.2927
KREMEN1	287.123	KREMEN1	558.1395
KREMEN2	139.2111	removed	removed
KRI1	816.4037	KRI1	332.6642
KRIT1	848.0278	KRIT1	900.4788
KRR1	1706.3631	KRR1	810.8003
KRT10	210.2668	KRT10	297.5376
removed	removed	KRT14	6579.0014
KRT15	151.6821	KRT15	3680.9166
removed	removed	KRT16	100.8892
KRT17	11.891	KRT17	4738.3721
KRT18	22234.2111	KRT18	3789.6238
KRT19	18277.2622	KRT19	6083.1053
removed	removed	KRT1	16.4159
KRT222	34.8028	KRT222	77.2914
KRT23	633.9907	KRT23	782.4897
KRT32	9.2807	removed	removed
removed	removed	KRT5	8340.9713
removed	removed	KRT6A	55.0616
removed	removed	KRT6B	1389.1929
removed	removed	KRT6C	62.2435
removed	removed	KRT79	9.2339
KRT7	10404.8724	KRT7	3236.6621
KRT80	861.6589	KRT80	328.3174
KRT81	17.4014	KRT81	171.3406
KRT86	9.5708	KRT86	15.0479
KRT8	22563.9327	KRT8	4641.9767
KRTCAP2	1171.4037	KRTCAP2	1663.1327
KRTCAP3	197.2158	KRTCAP3	148.4268
KSR1	67.2854	KSR1	454.1724
KSR2	128.4803	KSR2	55.7456
KTELC1	531.3225	KTELC1	458.2763
KTI12	266.8213	KTI12	177.1546
KTN1	4872.9698	KTN1	7112.8591
KYNU	118.9095	KYNU	145.3488
removed	removed	KY	134.4049
L1CAM	7.2506	L1CAM	86.1833
L1TD1	12.761	L1TD1	23.2558
L2HGDH	161.8329	L2HGDH	176.1286
L3MBTL2	820.3654	L3MBTL2	710.1402
L3MBTL3	59.1647	L3MBTL3	233.9261
L3MBTL4	19.1415	L3MBTL4	182.9685
L3MBTL	48.4339	L3MBTL	98.4952
LACE1	25.522	LACE1	66.0055
LACTB2	155.7425	LACTB2	306.0876
LACTB	635.4408	LACTB	346.1012
LAD1	315.8353	LAD1	392.9549
LAG3	111.949	LAG3	10.6019
LAGE3	1505.5104	LAGE3	143.9808
LAIR1	553.9443	LAIR1	1024.2818
LAMA1	151.3921	LAMA1	107.7291
LAMA2	336.7169	LAMA2	1740.4172
LAMA3	8.1206	LAMA3	2913.4747
LAMA4	1709.6868	LAMA4	9260.2599
LAMA5	1017.1114	LAMA5	1711.0123
LAMB1	2699.2459	LAMB1	5060.1915
LAMB2L	19.7216	LAMB2L	35.9097
LAMB2	4670.2436	LAMB2	6732.2161
LAMB3	178.9443	LAMB3	1641.5869
LAMC1	2178.9443	LAMC1	11068.0575
removed	removed	LAMC2	2172.3666
removed	removed	LAMC3	58.1395
LAMP1	4296.6937	LAMP1	6601.5732
LAMP2	6609.3387	LAMP2	4887.4829
LAMP3	49.3039	LAMP3	40.3557
LANCL1	1602.6682	LANCL1	2544.4596
LANCL2	1074.826	LANCL2	616.2791
removed	removed	LANCL3	7.8659
LAP3	3844.8376	LAP3	2396.3748
LAPTM4A	9258.1206	LAPTM4A	10588.2353
LAPTM4B	8526.6821	LAPTM4B	1806.7715
LAPTM5	4275.232	LAPTM5	2415.5267
LARGE	694.0255	LARGE	493.5021
LARP1B	940.2552	LARP1B	376.539
LARP1	7289.1531	LARP1	4404.9248
LARP4B	2725.6381	LARP4B	1403.8988
LARP4	2414.4432	LARP4	1142.6129
LARP6	89.9072	LARP6	514.7059
removed	removed	LARP7	1215.1163
LARS2	545.2436	LARS2	417.2367
LARS	3188.5151	LARS	2671.6826
LAS1L	848.0278	LAS1L	604.3092
LASP1	4022.0418	LASP1	5091.3133
LASS2	4690.2552	LASS2	4706.5663
removed	removed	LASS3	8.2079
LASS4	704.1763	LASS4	564.6375
LASS5	737.239	LASS5	874.829
LASS6	4670.2813	LASS6	1293.7517
LAT2	227.6682	LAT2	124.487
LATS1	643.2715	LATS1	559.5075
LATS2	484.6288	LATS2	1056.7715
LAT	50.4495	LAT	38.485
LAX1	11.6009	LAX1	31.1218
LAYN	137.761	LAYN	210.3283
LBH	888.6311	LBH	1820.4514
removed	removed	LBP	63.2695
LBR	732.3086	LBR	1083.4473
LBX2	9.5708	removed	removed
removed	removed	LBXCOR1	5.472
LCA5L	79.1763	LCA5L	45.1436
LCA5	142.1114	LCA5	380.301
LCAT	16.5313	LCAT	101.0089
LCK	29.5824	LCK	47.8796
LCLAT1	898.4919	LCLAT1	391.2449
LCMT1	1782.7726	LCMT1	540.0137
LCMT2	497.9698	LCMT2	322.8454
removed	removed	LCN10	50.2736
removed	removed	LCN12	6.156
removed	removed	LCN2	347.1272
removed	removed	LCN6	8.5499
LCORL	135.6758	LCORL	78.6354
LCOR	262.6943	LCOR	81.8023
LCP1	2752.0302	LCP1	2205.8824
LCP2	403.4223	LCP2	277.7018
LDB1	1394.1415	LDB1	969.2202
LDB2	144.4316	LDB2	1454.5144
LDB3	12.181	LDB3	66.0055
LDHA	18847.7378	LDHA	12100.2052
LDHB	2535.6729	LDHB	11113.5431
LDHD	9.5708	LDHD	464.0903
LDLRAD2	73.2541	LDLRAD2	121.8536
LDLRAD3	1566.1253	LDLRAD3	1141.9289
LDLRAP1	646.1717	LDLRAP1	728.4542
LDLR	1683.0046	LDLR	901.8468
LDOC1L	1485.2088	LDOC1L	1132.3529
LDOC1	928.6543	LDOC1	882.3529
LEF1	1391.8213	LEF1	73.5294
LEFTY1	5.5133	removed	removed
LEFTY2	9.8608	LEFTY2	218.1943
LEKR1	33.0626	LEKR1	19.1518
LEMD2	583.2367	LEMD2	435.0205
LEMD3	728.2483	LEMD3	888.8509
LENG1	96.5777	LENG1	63.9535
LENG8	1859.2053	LENG8	2150.8584
LENG9	68.5789	LENG9	68.3618
LEO1	2017.6914	LEO1	448.7004
LEPRE1	832.0766	LEPRE1	452.4624
LEPREL1	75.406	LEPREL1	288.6457
LEPREL2	803.9443	LEPREL2	132.6949
LEPROTL1	657.4826	LEPROTL1	1062.2435
LEPROT	697.9263	LEPROT	1566.8844
LEPR	119.359	LEPR	1686.1936
removed	removed	LEP	10952.8044
LETM1	2730.2784	LETM1	897.7428
LETM2	114.5592	LETM2	23.2558
LETMD1	739.5592	LETMD1	1936.3885
LFNG	2993.3295	LFNG	641.5869
removed	removed	LGALS12	2087.2093
LGALS1	3174.884	LGALS1	9221.2722
removed	removed	LGALS2	12.6539
LGALS3BP	11161.5429	LGALS3BP	11058.1395
LGALS3	3005.8005	LGALS3	7763.6799
removed	removed	LGALS7	7.8659
LGALS8	1682.065	LGALS8	1294.7914
LGALS9C	7.5406	LGALS9C	13.6799
LGALS9	859.0487	LGALS9	667.5787
LGI2	102.0882	LGI2	101.5732
LGI4	13.6311	LGI4	204.8564
LGMN	2174.884	LGMN	3962.7223
LGR4	552.2042	LGR4	1633.0369
LGR5	45.2436	LGR5	19.4938
LGR6	5.8005	LGR6	418.2627
LGTN	997.6798	LGTN	1482.2161
removed	removed	LHCGR	10.9439
removed	removed	LHFPL1	6.4979
LHFPL2	2354.6984	LHFPL2	1211.0123
LHFP	324.826	LHFP	2614.2271
LHPP	259.5708	LHPP	475.3762
LHX4	13.4571	removed	removed
LHX6	15.0812	LHX6	427.1546
LIAS	237.819	LIAS	221.9562
LIFR	169.0835	LIFR	6202.8044
LIF	439.9652	LIF	346.1012
LIG1	836.7169	LIG1	219.5622
LIG3	490.7193	LIG3	371.751
LIG4	199.826	LIG4	426.8126
removed	removed	LILRA1	14.3639
LILRA2	72.7958	LILRA2	39.3297
LILRA4	6.0905	LILRA4	19.8358
LILRA5	25.232	LILRA5	17.7839
LILRA6	71.7314	LILRA6	51.2927
LILRB1	135.4408	LILRB1	50.9576
LILRB2	144.7216	LILRB2	95.7592
LILRB3	41.0876	LILRB3	27.0246
LILRB4	397.9118	LILRB4	158.3447
LILRB5	16.2413	LILRB5	258.2079
LIMA1	3041.4733	LIMA1	5174.7606
LIMCH1	1368.9095	LIMCH1	4920.3146
LIMD1	1870.9716	LIMD1	885.8447
LIMD2	90.9629	LIMD2	88.0369
LIME1	37.4739	LIME1	27.3461
LIMK1	1002.6102	LIMK1	336.1833
LIMK2	1535.6729	LIMK2	1585.8413
LIMS1	375.58	LIMS1	524.6238
LIMS2	172.5638	LIMS2	1360.1231
LIMS3-LOC440895	32.761	LIMS3-LOC440895	44.2818
removed	removed	LIMS3	17.2777
LIN37	159.0632	LIN37	115.8379
LIN52	103.8283	LIN52	215.8003
LIN54	414.7332	LIN54	360.8071
removed	removed	LIN7A	87.8933
LIN7B	20.5916	LIN7B	10.9439
LIN7C	1097.4478	LIN7C	979.8222
LIN9	224.1879	LIN9	121.067
LINGO1	59.1647	LINGO1	119.357
removed	removed	LINGO2	14.0219
LINGO3	5.2958	removed	removed
removed	removed	LINGO4	14.3639
LINS1	350.9281	LINS1	298.5636
LIPA	1447.5058	LIPA	3214.7743
LIPC	6.9606	removed	removed
LIPE	66.7053	LIPE	13745.896
LIPG	19.4316	LIPG	44.8016
LIPH	471.2877	LIPH	167.5787
removed	removed	LIPK	8.5499
LIPT1	78.4281	LIPT1	189.2852
LIPT2	12.761	LIPT2	29.4118
LITAF	4160.0928	LITAF	5310.1915
LIX1L	262.761	LIX1L	1075.9234
LIX1	5.2204	removed	removed
LLGL1	404.2923	LLGL1	571.4774
LLGL2	1164.1531	LLGL2	316.3475
LLPH	916.5777	LLPH	641.1731
LMAN1	6890.6613	LMAN1	3414.8427
LMAN2L	466.6473	LMAN2L	774.2818
LMAN2	3149.652	LMAN2	1543.0917
LMBR1L	244.4896	LMBR1L	385.7729
LMBR1	1362.819	LMBR1	798.5636
LMBRD1	522.6218	LMBRD1	2280.0958
LMBRD2	212.297	LMBRD2	171.3406
LMCD1	1820.4756	LMCD1	2106.3611
LMF1	152.2622	LMF1	315.9815
LMF2	697.7958	LMF2	912.1067
LMLN	521.7517	LMLN	269.4938
LMNA	6328.3063	LMNA	5481.1902
LMNB1	1448.3759	LMNB1	88.5773
LMNB2	1296.9838	LMNB2	286.9357
LMO2	134.2807	LMO2	635.0889
LMO3	234.0487	LMO3	570.1094
LMO4	1245.6497	LMO4	1127.565
LMO7	653.7123	LMO7	280.4378
LMOD1	283.3527	LMOD1	2292.0657
LMTK2	572.7958	LMTK2	251.71
LMTK3	8.4107	LMTK3	44.4596
removed	removed	LMX1A	13.3379
LMX1B	941.7053	LMX1B	619.357
LNP1	72.8335	LNP1	86.2073
LNPEP	610.174	LNPEP	362.5274
LNX1	612.819	LNX1	478.1122
LNX2	1475.348	LNX2	606.7031
LOC100009676	75.4176	LOC100009676	71.1047
LOC100101266	8.7007	LOC100101266	6.4979
removed	removed	LOC100124692	17.4419
LOC100125556	76.6212	LOC100125556	38.4781
LOC100126784	20.7019	LOC100126784	43.184
LOC100127888	40.8527	removed	removed
removed	removed	LOC100128164	14.3639
LOC100128191	101.5197	LOC100128191	21.9528
removed	removed	LOC100128239	6.4979
LOC100128288	12.761	LOC100128288	57.7975
LOC100128292	19.1415	LOC100128292	25.3078
LOC100128640	33.9327	LOC100128640	73.1874
LOC100128788	14.2111	LOC100128788	12.9959
LOC100128822	86.1369	LOC100128822	147.4008
LOC100128842	17.9814	LOC100128842	16.0739
removed	removed	LOC100128977	20.5198
LOC100129034	1122.4652	LOC100129034	1731.0978
LOC100129387	88.7384	LOC100129387	87.028
LOC100129534	28.4223	LOC100129534	30.0958
LOC100129550	47.5638	LOC100129550	378.933
LOC100129637	138.3411	LOC100129637	119.699
LOC100129716	5.5104	LOC100129716	11.2859
LOC100130015	7.6102	LOC100130015	39.6888
LOC100130093	60.6787	LOC100130093	58.4508
LOC100130148	8.7007	LOC100130148	16.4159
LOC100130238	18.5615	removed	removed
LOC100130522	77.4362	LOC100130522	10.9439
LOC100130557	19.3532	LOC100130557	25.4583
LOC100130581	9.8608	LOC100130581	66.0055
LOC100130691	6.7981	LOC100130691	7.5889
LOC100130776	284.652	LOC100130776	165.1642
LOC100130872	10.7309	LOC100130872	38.6457
LOC100130932	78.0162	LOC100130932	30.7798
LOC100130987	14.7912	LOC100130987	8.5499
LOC100131193	31.0325	LOC100131193	19.4938
LOC100131434	14.2633	LOC100131434	62.5923
LOC100131691	14.9188	LOC100131691	14.3502
removed	removed	LOC100132111	9.2339
LOC100132215	9.5708	LOC100132215	17.7839
LOC100132247	179.8144	LOC100132247	196.3064
LOC100132287	235.2088	LOC100132287	292.0657
LOC100132288	181.5545	LOC100132288	215.8003
LOC100132707	72.0157	LOC100132707	134.5554
LOC100132724	7.8306	removed	removed
removed	removed	LOC100132832	5.9131
LOC100133161	47.8016	LOC100133161	22.2743
LOC100133331	117.2883	LOC100133331	116.5561
LOC100133669	9.2807	LOC100133669	8.5499
LOC100133957	5.1827	removed	removed
removed	removed	LOC100133985	9.9179
LOC100133991	7.5406	LOC100133991	22.2298
LOC100134229	151.9722	LOC100134229	126.539
LOC100134259	16.8213	LOC100134259	22.9138
LOC100134713	22.0505	LOC100134713	14.7093
LOC100144604	39.4432	LOC100144604	11.9699
LOC100170939	151.9722	LOC100170939	126.8912
removed	removed	LOC100188947	28.7278
LOC100190938	53.3643	LOC100190938	157.6607
LOC100190939	46.6937	LOC100190939	247.264
LOC100190940	7.8306	removed	removed
LOC100190986	122.3898	LOC100190986	124.145
removed	removed	LOC100192378	59.1655
LOC100216545	55.1044	LOC100216545	45.8276
LOC100233209	5.5104	LOC100233209	6.8399
removed	removed	LOC100240735	18.1259
removed	removed	LOC100268168	8.2079
LOC100270710	297.2709	LOC100270710	268.7859
LOC100270746	29.8724	LOC100270746	27.0178
LOC100270804	5.493	LOC100270804	36.9357
LOC100271722	23.4919	LOC100271722	45.1436
LOC100271836	620.67	LOC100271836	201.4877
LOC100272146	19.4316	LOC100272146	45.4856
removed	removed	LOC100272216	6.8399
LOC100272217	14.7912	LOC100272217	8.8919
LOC100272228	18.2715	LOC100272228	34.1997
LOC100286793	18.2715	LOC100286793	138.5089
LOC100286844	9.3068	LOC100286844	31.4979
removed	removed	LOC100287227	7.7804
LOC100288778	253.1758	LOC100288778	292.5547
LOC100289341	35.9629	LOC100289341	60.5335
LOC100302401	11.6009	LOC100302401	24.2818
removed	removed	LOC100302640	9.9179
removed	removed	LOC100302650	27.0178
LOC100303728	22.0418	LOC100303728	38.6457
LOC113230	310.3248	LOC113230	40.0137
LOC115110	33.3382	LOC115110	37.7941
removed	removed	LOC121838	10.2599
LOC134466	21.4617	LOC134466	102.2572
LOC143188	17.1114	LOC143188	14.7059
LOC143666	13.051	LOC143666	5.814
LOC144438	1303.0742	LOC144438	874.487
LOC144486	11.891	LOC144486	11.9699
LOC144571	14.5186	LOC144571	134.2305
LOC145783	42.3492	LOC145783	30.6669
removed	removed	LOC145820	107.7291
LOC145837	80.6265	LOC145837	21.2038
LOC146880	241.7024	LOC146880	244.788
LOC147727	300.464	LOC147727	524.9658
LOC147804	147.0418	LOC147804	90.9713
LOC148189	97.3405	LOC148189	62.9275
LOC148413	463.5818	LOC148413	156.8365
LOC148696	5.5394	removed	removed
LOC148709	31.9026	removed	removed
LOC149134	7.5406	LOC149134	7.8659
LOC149837	18.8515	LOC149837	78.3174
LOC150381	52.413	LOC150381	77.2777
LOC150776	665.3132	LOC150776	251.026
LOC150786	72.5058	LOC150786	44.8016
removed	removed	LOC151009	54.0356
LOC151162	1229.6984	LOC151162	1256.8399
LOC151534	91.3573	LOC151534	127.801
LOC152217	354.6984	LOC152217	200.4104
LOC153328	119.7796	LOC153328	9.5759
LOC153684	42.9234	LOC153684	18.8098
LOC154761	28.9066	LOC154761	39.5451
removed	removed	LOC154822	10.7866
LOC158376	8.4107	LOC158376	108.7551
LOC158572	23.7819	LOC158572	37.2777
LOC158696	5.2204	LOC158696	10.9439
LOC162632	79.9884	LOC162632	373.0164
LOC168474	14.5012	LOC168474	18.8098
LOC200030	455.0986	LOC200030	681.8536
LOC202181	25.8121	LOC202181	37.6197
LOC202781	126.7401	LOC202781	198.0164
LOC219347	36.3022	LOC219347	113.6594
LOC220594	111.8852	LOC220594	98.2627
LOC220729	220.4176	LOC220729	132.3529
LOC220930	76.5661	LOC220930	83.1053
LOC221442	7.2506	LOC221442	60.8755
LOC221710	462.007	LOC221710	333.1053
LOC222699	37.993	LOC222699	35.9097
LOC253039	316.4153	LOC253039	551.6416
LOC253724	46.6937	LOC253724	11.9699
LOC254559	71.0557	LOC254559	62.5855
LOC255167	9.8608	LOC255167	6.8399
removed	removed	LOC257358	7.8659
LOC25845	407.7668	LOC25845	223.6081
LOC282997	43.2135	LOC282997	45.8276
LOC283050	31.0325	LOC283050	36.5937
LOC283070	236.949	LOC283070	228.4542
LOC283174	174.594	LOC283174	120.041
LOC283267	196.3457	LOC283267	351.2312
LOC283314	141.1079	LOC283314	38.0267
removed	removed	LOC283392	497.0862
LOC283663	17.1114	LOC283663	31.4637
LOC283867	22.3318	removed	removed
LOC283922	39.1531	LOC283922	35.5677
LOC284023	75.406	LOC284023	104.3092
LOC284232	18.5615	LOC284232	13.6799
removed	removed	LOC284233	18.4679
LOC284276	30.4524	LOC284276	10.9439
LOC284440	43.7935	LOC284440	154.5828
LOC284441	103.5383	LOC284441	70.1094
removed	removed	LOC284578	30.4378
LOC284837	43.7935	LOC284837	20.1778
LOC284900	78.6804	LOC284900	130.0718
LOC285033	32.268	LOC285033	43.0267
LOC285074	273.4919	LOC285074	302.3256
LOC285359	54.8144	LOC285359	54.7196
LOC285548	6.0905	removed	removed
LOC285593	22.3318	LOC285593	8.8919
LOC285830	18.692	LOC285830	41.7168
removed	removed	LOC286002	10.9439
LOC286367	20.0116	LOC286367	491.7921
LOC286467	44.0835	LOC286467	7.1819
LOC338651	105.2784	LOC338651	5.472
LOC338758	18.2715	LOC338758	104.6512
LOC338799	262.761	LOC338799	246.238
LOC339047	545.2436	LOC339047	954.1724
LOC339290	107.5986	LOC339290	1672.5581
LOC339524	27.5638	LOC339524	803.0096
LOC339535	8.7007	LOC339535	24.6238
LOC341056	16.2413	LOC341056	6.4979
LOC344595	207.0766	LOC344595	310.8755
LOC348926	106.1485	LOC348926	48.5636
LOC349114	186.7749	LOC349114	91.3133
LOC374443	79.1763	LOC374443	145.6908
removed	removed	LOC374491	6.8399
LOC375190	17.4014	LOC375190	161.4227
LOC387646	84.9768	LOC387646	29.4118
LOC387647	513.2483	LOC387647	772.6744
LOC388152	281.6125	LOC388152	75.9234
LOC388242	5.8005	LOC388242	22.5718
LOC388588	25.232	LOC388588	6.8399
LOC388692	56.8445	LOC388692	348.1532
LOC388789	287.123	LOC388789	608.4131
LOC388796	555.6845	LOC388796	241.4501
LOC388955	721.5777	LOC388955	247.264
LOC389033	14.7912	LOC389033	47.5376
LOC389333	52.4942	LOC389333	22.2298
LOC389493	99.1879	LOC389493	36.5937
removed	removed	LOC389705	29.7538
LOC390595	5.5104	LOC390595	8.5499
removed	removed	LOC391322	7.8659
LOC399744	110.2088	LOC399744	145.3488
LOC399815	8.7007	removed	removed
LOC399959	151.9722	LOC399959	420.9986
LOC400027	201.2761	LOC400027	296.5116
LOC400043	186.4849	LOC400043	365.5951
LOC400657	124.71	LOC400657	181.2585
LOC400696	13.6311	removed	removed
LOC400752	25.8121	LOC400752	24.2818
LOC400759	29.2923	LOC400759	20.5198
removed	removed	LOC400927	25.0684
LOC400931	136.3109	LOC400931	32.1477
LOC401010	77.7262	LOC401010	23.9398
LOC401052	58.5847	LOC401052	380.643
LOC401093	33.3324	LOC401093	298.5021
LOC401127	6.9606	LOC401127	9.2339
LOC401397	565.5452	LOC401397	748.632
LOC401431	27.8538	LOC401431	62.8591
removed	removed	LOC401463	6.8399
LOC401588	101.7981	LOC401588	63.9535
removed	removed	LOC402377	10.6019
LOC407835	38.8631	LOC407835	24.2818
removed	removed	LOC440173	5.13
LOC440354	171.5255	LOC440354	139.8769
LOC440356	5.8005	removed	removed
removed	removed	LOC440461	9.9179
LOC440905	313.8051	LOC440905	45.1436
removed	removed	LOC440925	9.5759
LOC440944	226.5081	LOC440944	225.7182
LOC440957	159.5128	LOC440957	122.777
LOC441046	40.3132	LOC441046	28.3858
LOC441089	80.0464	LOC441089	109.7811
LOC441204	20.3016	LOC441204	63.2695
LOC441208	48.1439	LOC441208	20.1778
LOC441294	53.0742	LOC441294	66.6895
LOC441455	5.5104	LOC441455	6.8399
LOC441601	57.4246	removed	removed
removed	removed	LOC441666	53.6936
LOC441869	33.6427	LOC441869	200.7524
removed	removed	LOC442421	18.1259
LOC442454	90.7773	LOC442454	209.3023
LOC493754	613.3991	LOC493754	720.9302
LOC541471	307.4246	LOC541471	146.0328
LOC550112	491.2993	LOC550112	265.3899
LOC550643	288.8631	LOC550643	304.3776
removed	removed	LOC554202	14.7059
removed	removed	LOC55908	53.0096
removed	removed	LOC572558	11.2859
LOC595101	98.5325	LOC595101	59.5075
LOC606724	9.2807	LOC606724	6.4979
LOC613037	8.7007	LOC613037	17.0999
LOC619207	9.2807	LOC619207	10.2599
LOC641298	198.402	LOC641298	92.4453
LOC641367	6.0905	LOC641367	5.814
LOC642587	66.1253	LOC642587	420.9986
removed	removed	LOC642597	11.9699
LOC642826	81.1166	LOC642826	87.2093
LOC642846	89.0371	LOC642846	70.7934
LOC642852	276.1021	LOC642852	153.2148
LOC643008	5.5104	LOC643008	14.7059
LOC643387	37.413	LOC643387	51.2996
removed	removed	LOC643763	6.8399
LOC643837	223.6079	LOC643837	229.4802
LOC644165	7.5348	removed	removed
removed	removed	LOC644172	8.5499
LOC644538	53.3643	LOC644538	320.7934
LOC644936	31.9026	LOC644936	33.1737
LOC645166	61.7749	LOC645166	80.0274
LOC645332	70.1856	LOC645332	122.777
LOC645431	10.2088	LOC645431	15.2428
LOC645676	29.4461	LOC645676	26.3611
LOC646214	200.116	LOC646214	184.6785
LOC646471	48.4368	LOC646471	34.4699
LOC646762	388.051	LOC646762	319.7674
LOC646851	59.1647	LOC646851	65.6635
removed	removed	LOC646982	5.472
LOC646999	9.2807	LOC646999	17.0999
LOC647121	12.181	LOC647121	42.7497
LOC647288	17.6914	LOC647288	8.2079
removed	removed	LOC647309	5.814
LOC647946	46.1137	LOC647946	5.472
LOC647979	11546.1137	LOC647979	16207.9343
removed	removed	LOC648740	14.2921
LOC649330	21.1717	removed	removed
LOC650368	17.6914	LOC650368	61.5595
LOC650623	51.3341	LOC650623	47.5376
LOC651250	1693.1555	LOC651250	2196.3064
LOC652276	188.5151	LOC652276	22.2298
LOC653113	21.4617	LOC653113	34.8837
LOC653501	40.0232	LOC653501	312.5855
LOC653566	2422.5638	LOC653566	1458.6183
LOC653653	139.2111	LOC653653	112.8591
LOC654342	214.6172	LOC654342	423.3926
LOC654433	24.652	LOC654433	7.1819
LOC678655	283.1845	LOC678655	197.1409
LOC723972	12.181	LOC723972	7.5239
LOC727896	39.4432	LOC727896	24.2818
LOC728024	33.9327	LOC728024	34.1997
LOC728190	246.2297	LOC728190	182.9685
LOC728264	39.1531	LOC728264	1975.0342
LOC728323	138.051	LOC728323	40.0137
LOC728392	13.051	LOC728392	49.5896
LOC728554	329.1763	LOC728554	100.5472
LOC728606	104.1183	LOC728606	82.7633
LOC728613	113.3991	LOC728613	102.9412
